MAT.1.1	Yiesu 
HEB.6.17	Tɔn, bin nbɑ din yɑɑ bin gɑɑl Yennu nbɑ din senn mɔsonn nbɑ nɑ, u din luon wun wɑnn’b, ɑ u kɑn mi lebt u dudukt, k l pɑɑk k u din pukn u lol u mɔsonn mɑnŋ pɑɑk. 
HEB.6.18	L pɑɑk, bonɑ ŋɑnle be k kɑɑ lebtu k Yennu biɑ kɑn fit fɑɑl fɑɑk l pɑɑk. Ŋɑnn mɑnŋ pɑɑk, tinm nbɑ lɑ gungulbuol u buol ni nɑ, t mɔk pɑlcienn nbɑ sɑɑ te k tin tin k suol dindɑnn nbɑ k Yennu din senn’t mɔsonn nɑ nɑn pɑnŋ. 
HEB.6.19	Dindɑnn nbɑ k t mɔk nɑ tie nɑn mɑnfuol jɑɑntɑlk nbɑ diɑ t mɑnfuol fɑnu. L tie dindɑnn nbɑ gɑl Yendɔunŋ ni Yennu jɑɑnti ŋɑsɑɑkɑk cincenn nbɑ tuu juɑn k puun nɑ e, k kuɑ dieok mɑnŋ linn po. 
HEB.6.20	Lenŋ e k Yiesu ponŋ din gɑɑl t pɑɑk k gɑl k tie t sɔnliitɔ, k tien t 
HEB.7.1	Melkiisedek mɑnŋ din tie Sɑɑlem
HEB.7.2	k Ablɑɑhɑɑnm din nyinn bɔktu piik ni yenn kuɑ wɑɑ din kɔn fɑt bont nbɑ nɑ kul ni k tul’ɔ. (Melkiisedek sɑnn mɑnŋ pɑɑk tie ɑ: «kpɑnbɑl nbɑ tuun lin nbɑ ŋɑn,» k biɑ jen ɑ u din tie Sɑɑlenm kpɑnbɑl e k l pɑɑk u mun tie «mɑnu kpɑnbɑl.») 
HEB.7.3	Lɑbɑsiɑl k be k wɑnt Melkiisedek bɑɑ po ɑmi u nɑɑ po ɑmi u yejɑnm po. Lɑbɑsiɑl kɑɑ k wɑnt u mɑlu po ɑmi u kuun po. U nɑɑn nɑn Yennu Bijɑ nɑ e. U lek biɑ tun tie Yennu mɑnntuɑ e nɑn yuo nbɑ kɑɑ gbennu.
HEB.7.4	L pɑɑk, i lɑ wɑɑ din tie nijɑɑnn biɑnŋ nbɑ, k mɑɑn t yejɑsɑɑkuɑ Ablɑɑhɑɑnm lek din tɑn nyinn wɑɑ din kɔn fɑt bont nbɑ tɔb ni nɑ bɔktu piik ni yenn kuɑ k tul’ɔ. 
HEB.7.5	Senni din wɑnn ɑ Liefi yɑɑbuonɑ nbɑ tie mɑnntieb nɑ, ɑ bin tuu gɑɑl b niib 
HEB.7.6	Melkiisedek din k tie Liefi yɑɑbuonn kɑɑ, ŋɑɑn u din gɑɑl bonɑ bɔktu piik ni yenn kuɑ Ablɑɑhɑɑnm buol, k biɑ yɑt yetŋɑnm Ablɑɑhɑɑnm pɑɑk, wun nbɑ din gɑɑl Yennu mɔsonŋɑnɑ nɑ. 
HEB.7.7	Mɔniɑɔk kɑɑ nɑn nisuɑ nbɑ yɑt yetŋɑnm e tie nijɑɑnn k gɑl wun nbɑ gɑɑn yetŋɑnm mɑnŋ. 
HEB.7.8	Mɑnntieb nbɑ din tuu gɑɑn niib nbɑ mɔk lin nbɑ l bonɑ bɔktu piik ni yenn kuɑ nɑ din tie nisɑɑli k din tuu tɑn kpo, ŋɑɑn Melkiisedek wun nbɑ din gɑɑl Ablɑɑhɑɑnm bonɑ bɔktu piik ni yenn kuɑ nɑ ŋɑnin be, nɑn Yennu lolkpel kɑdɑɑɔk nbɑ wɑnn biɑnŋ nbɑ nɑ. 
HEB.7.9	T sɑɑ fit yet ɑ yuo nbɑ k Ablɑɑhɑɑnm din nyinn u bont ni bonɑ bɔktu piik ni yenn kuɑ nɑ, u yɑɑbuonɑ 
HEB.7.10	k mɑɑn Melkiisedek nbɑ din cet Ablɑɑhɑɑnm yuo nbɑ nɑ, ŋuɑ Liefi din be Ablɑɑhɑɑnm gbɑnɑnt ni.
HEB.7.11	Yennu din tul 
HEB.7.12	K mɑɑn mɑnntieb 
HEB.7.13	K t Yonmdɑɑnɔ, wun nbɑ k mɔbonɑ nɑ piɑk u po nɑ, nyii buolgɑnu nbɑ ni k b suɑ din k mi tun mɑnntuɑ tuonn binbintl buol ni e. 
HEB.7.14	Suɑ kul ponŋ mi nɑn Yonmdɑɑnɔ nyii Suudɑ nibuolu ni, nibuolu nbɑ k Muois din k mi pɑk siɑl b po k jikt sɑɑ mɑnntieb po.
HEB.7.15	Gotl lin nbɑ te k t mɑntk bɑnn mɑɑn mɑnŋ pɑɑk nbɑ tie lin nbɑ. Mɑnntɔgɑnɔ nbɑ nɑɑn nɑn Melkiisedek, din tɑn bɑɑl. 
HEB.7.16	Ŋuɑ e tie mɑnntuɑ, k nisɑɑlk senni ni kɑɑ k u tien l mɑnntuɑ, ŋɑɑn l tie mɑnfuol nbɑ kɑɑ gbennu nɑ yiikuo ni e k u tien mɑnntuɑ. 
HEB.7.17	K mɑɑn b din diɑn u po Yennu lolkpel kɑdɑɑɔk ni ɑ:
HEB.7.17	«A tɑn sii tie mɑnntuɑ e nɑn yuo nbɑ kɑɑ gbennu,
HEB.7.17	kii tie Melkiisedek pɑɑbu ni mɑnntuɑ.» 
HEB.7.18	L pɑɑk, senkpelu nɑ ji din bɑkn e, k mɑɑn l din k mɔk pɑnŋ, k biɑ k mɔk nyuɑt, 
HEB.7.19	k mɑɑn Muois senni mɑnŋ din k fit te k siɑl ŋɑn. Ŋɑɑn mɔtɑɑnɑ t ji mɔk lin nbɑ tul’t dindɑnn nbɑ cie nɑ, k l ni e k t cɑt nɑkn Yennu buol ni. 
HEB.7.20	K Yennu pol k set k pukn l pɑɑk. Yennu din tuu k puol k tien mɑnntɔlieb nɑ. 
HEB.7.21	Ŋɑɑn Yiesu din tien mɑnntuɑ yuo nbɑ k Yennu din tɑn pol k yet’ɔ ɑ:
HEB.7.21	«A Yonmdɑɑnɔ Yennu senn mɔsonn
HEB.7.21	k ji kɑn lebt u dudukt, k yet ɑ:
HEB.7.21	‹Fin e sii tie mɑnntuɑ nɑn yuo nbɑ kɑɑ gbennu.› »
HEB.7.22	L pɑɑk, nnɑ e te k Yiesu tie wun nbɑ wɑnn nɑn 
HEB.7.23	Tɔn, yɑɑyuo ni mɑnntieb mɑnŋ din yɑb k mɑɑn b din tuu kpo e, k ji kii be b tuonn nɑ ni yuo kul. 
HEB.7.24	Ŋɑɑn Yiesu ŋɑnin sii tun be k tie mɑnntuɑ nɑn yuo nbɑ kɑɑ gbennu, k u tuonɑ nɑ kɑn mi nyi u nuu ni k suɑ n gɑɑl’l. 
HEB.7.25	L pɑɑk, bin nbɑ cɑt nɑkn Yennu, ŋuɑ Yiesu ni, u fit fiel’b mɔtɑɑnɑ nɑn yuo nbɑ kɑɑ gbennu, k mɑɑn u lek be u mɑnfuol ni yuo kul, k mei Yennu k tien’m.
HEB.7.26	L pɑɑk, Yiesu e tie t mɑnntuɑ nbɑ jɑnŋ nɑn t sonml. Ŋuɑ e tie wun nbɑ penn Yennu pɑl ni, k u k mɔk biit, k suɑ k fit tɑɑl’ɔ siɑl pɑɑk. Biit dɑnm be b kuɑ k u mun biɑ be u kuɑ, k Yennu donn’ɔ k kuɑn’ɔ 
HEB.7.27	 nɑ din tuu mɑnn 
HEB.7.28	Muois senni nɑ lukt nisɑɑli k tien’m mɑnntɔyudɑnm nbɑ k tie niŋɑnm Yennu buol ni e. Ŋɑɑn, wɑɑ din tul senni mɑnŋ puolpo nɑ k Yennu din pol k yet, ɑ u Bijɑ sii tie mɑnntɔyudɑɑnɔ nbɑ ŋɑn nɑn yuo nbɑ kɑɑ gbennu.
HEB.8.1	Bɑli nɑ bɑlnuɑk wɑnt nɑn t mɔk 
HEB.8.2	k tuun mɑnntɔyudɑɑnɔ tuonɑ Yennu dieok ni, k dieok mɑnŋ tie bɑlmɔni jɑɑnti lɑnbounŋ nbɑ k b tien nɑn bonkobgbɑnt nɑ, k Yonmdɑɑnɔ din tien k l k tie nisɑɑlk yɑl kɑɑ.
HEB.8.3	B lukt mɑnntuɑ kul, ɑ wun jii piini k biɑ mɑnn 
HEB.8.4	L i bo i tie k u be tingbounŋ nɑ ni, u bo kii tie mɑnntuɑ fɑb ɑ, k mɑɑn mɑnntieb nbɑ tien Yennu piini, 
HEB.8.5	B tuun b tuonɑ jɑɑnti dieok nbɑ nɑɑn nɑn lin nbɑ be Yendɔunŋ ni nɑ ni e. Ŋɑnn e te k Yennu din kpɑɑn Muois yuo nbɑ k u din yɑɑ wun cɑɑn jɑɑnti lɑnbounŋ nɑ, ɑ: «A tun bonsiɑl kul k lii nɑɑn nɑn lin nbɑ k n wɑnn’ɑ juɑl pɑɑk.» 
HEB.8.6	Yiesu mɑnnu tuonɑ nbɑ k Yennu tul’ɔ nɑ cie b mɑnnu tuonɑ k 
HEB.8.7	K mɑɑn sinsinn 
HEB.8.8	Ŋɑɑn Yennu din lɑ nisɑɑli biit e, k u yet ɑ:
HEB.8.8	«Min nbɑ tie Yonmdɑɑnɔ nɑ e yien’i ɑ
HEB.8.8	yuo bɑɑt, k n tɑn sɑɑ lol lolpɑɑnn
HEB.8.8	k tul Islɑɑeltieb nɑn Suudɑ niib.
HEB.8.9	L tɑn kii tie nɑn lol nbɑ
HEB.8.9	k n din senn k tul b yejɑnm
HEB.8.9	dɑɑl nbɑ k n din kub b nii
HEB.8.9	k nyinn’b Ejipt tinŋ ni nɑ.
HEB.8.9	B din k wei lol nbɑ k n din
HEB.8.9	tul’b nɑ nɑn bɑlmɔni,
HEB.8.9	k l pɑɑk, k n bɑkɑ din kɑɑ b po.
HEB.8.9	Min nbɑ tie Yonmdɑɑnɔ nɑ e yien’i nɑ.
HEB.8.10	Lol nbɑ k n yɑɑ n senn
HEB.8.10	k tul Islɑɑeltieb tie nɑ e.
HEB.8.10	Dɑɑ nbɑ bɑɑt nɑ ni,
HEB.8.10	n ji sɑɑ tɑbn n senni mɑnŋ b dudukt ni e,
HEB.8.10	k diɑn tɑbn b pɑlɑ ni.
HEB.8.10	N sii tie b Yennu e
HEB.8.10	k b mun tie n niib.
HEB.8.11	L ji kii kpɑɑ tɑlɑs k b suɑ n wɑnn u luɑ
HEB.8.11	ɑmi k yet u nɑɑ bik ɑ:
HEB.8.11	‹Fin, bɑnt Yonmdɑɑnɔ,›
HEB.8.11	k mɑɑn b kul ɑ tɑn sii mi min e,
HEB.8.11	lɑɑ jii bonbis k sɑɑ tuu sɑɑkɑb.
HEB.8.12	N tɑn sɑɑ nyik b biit k cɑb’b,
HEB.8.12	k ji kii tiɑn b biit nɑ po.»
HEB.8.13	Yennu nbɑ piɑk lolpɑɑnn mɑnŋ po nɑ e, k sinsinn mɔlol nɑ tien lolkpel, k bonsiɑl nbɑ kpet k kokl, l k fɔk nɑn botu.
HEB.9.1	Tɔn, Yennu nbɑ din 
HEB.9.2	B din fɑɑ bonkobgbɑnt lɑnbounŋ o, k cincen juɑn k bɔkt’l munle. Sinsinn yɑl nbɑ k b din yi’l 
HEB.9.3	K cincen nbɑ juɑn nɑ linn po mun, k b yi lenŋ siɑn nbɑ mɑntk ŋɑn. 
HEB.9.4	Sɑlmɑ binbintl din be, k b jokt wubt l pɑɑk, k Yennu senni lɑkl din be k b tɑbn sɑlmɑ l kul po, k sɑlmɑ bobl din be lɑkl nɑ ni nɑn jiet nbɑ k b yi’l mɑɑnn nɑ. K 
HEB.9.5	Selubɑnnbɑ
HEB.9.6	Bɑɑ din senn bonɑ kul ɑ nnɑ nɑ e, k mɑnntieb din tuu kuɑ Yenjiɑntu lɑnbounŋ mɑnŋ pɑk-luolu ni yuo kul k tuun Yenjiɑntu tuonɑ. 
HEB.9.7	Ŋɑɑn mɑnntieb yudɑɑnɔ kuukuɑ e din tuu kuɑ lɑnbounŋ nɑ linn po yonm kuɑ binn nuɑk ni. U din tuu diɑ sɔn e k mɑnn mɑlunŋ k tul Yennu, u mɔnŋ biit pɑɑk, nɑn niib nbɑ din tuu kpet tun biit nɑ pɑɑk. 
HEB.9.8	Nnɑ e k Foŋɑnm din wɑnt nɑn siɑn nbɑ tie Yennu yɑl nɑn bɑlmɔni nɑ dɑɑ k luot yuo nbɑ k sinsinn lɑnbounŋ mɑnŋ dɑɑ din sie nɑ. 
HEB.9.9	Ŋɑnn e tie lin nbɑ wɑnn’t siɑl k jiin mɔtɑɑnɑ po. L wɑnt nɑn piini nbɑ k b din tuu tul Yennu, nɑn mɑlunŋ nbɑ k b din tuu mɑnn k tul’ɔ nɑ kul din k fit te k nilɔ nbɑ jiɑntl Yennu nnɑ nɑ tie niŋɑnɔ u buol ni. 
HEB.9.10	Ŋɑnn din tuu tie jiet nɑn bon-nyu-nyuut nɑn gbɑnɑnt ŋɑnmu
HEB.9.11	Ŋɑɑn 
HEB.9.12	Klistu nbɑ din kuɑ siɑn nbɑ tie Yennu yɑl nɑn bɑlmɔni nɑ ni yonm kuɑ nɑ, u din k kuɑ nɑn bujɑi nɑn nɑɑjɑi sɔn kɑɑ k mɑnn mɑlunŋ, ŋɑɑn u din jii u mɔnŋ sɔn e k pɑ k gɑɑl fielu nbɑ kɑɑ gbennu k tul’t. 
HEB.9.13	B din tuu jii bujɑi nɑn nɑɑjɑi sɔn e, k biɑ jii nɑɑsɑl k mɑnn k juo muu, ŋɑɑn jii l tɑnpent nɑ nɑn sɔn mɑnŋ k mii mii niib nbɑ din tuu mɔk biit k jiin b jɑɑnti senni nɑ po, ɑ lin wuul b biit nbɑ k nilɔ sɑɑ fit lɑ nɑ. 
HEB.9.14	L tie k l tie mɔni i e, Klistu sɔn biɑ sii mɔk yiikuo k gɑl bonkobt sɔn nɑ. Bɑlmɔni, Foŋɑnm pɑnŋ ni, Klistu din yit u mɔnŋ sɑlk k tul Yennu, k l tie mɑlunŋ nbɑ ŋɑn. Nnɑ e k u sɑɑ wuul t pɑl nbɑ gbie nɑn tuonbiit nbɑ sɑɑ nɑn’t kuun ni nɑ. Ŋɑnn e sɑɑ te k tin fit k tun Yennu nbɑ fo nɑ tuonɑ.
HEB.9.15	L pɑɑk, Klistu e tie wun nbɑ te k 
HEB.9.16	Tɔn, nilɔ ii diɑn u fɑdinu kɑdɑɑɔk l kpɑɑ tɑlɑs k bin wɑnn nɑn wun nbɑ diɑn fɑdinu kɑdɑɑɔk nɑ kpo wɑɑ. 
HEB.9.17	Yuo nbɑ k wun nbɑ diɑn fɑdinu kɑdɑɑɔk mɑnŋ dɑɑ be u mɑnfuol ni nɑ, fɑdinu kɑdɑɑɔk mɑnŋ k mɔk nyuɑt. L nyuɑt be u kuun puolpo e wɑɑ. 
HEB.9.18	L pɑɑk e te k sinsinn lol nɑ din mɔk nyuɑt sɔn mɑlunŋ puolpo nɑ kuukuɑ. 
HEB.9.19	Yuo nbɑ k Muois din muɑnt Yennu senni kul nɑn lɑɑ diɑn biɑnŋ nbɑ nɑ k tul niib nɑ, u din jii dufɑtlɑi k lol nɑn pekobmɔnt k pɑk nɑɑjɑi nɑn bujɑi sɔn nbɑ ŋmɑt nɑn nyun nɑ, k mii mii’l senni kɑdɑɑɔk nɑn niib mɑnŋ kul pɑɑk, 
HEB.9.20	k yien’m ɑ: «Lol nbɑ k Yennu senn tul’i ɑ yin sɑk’l nɑ sɔn e nɑ.» 
HEB.9.21	Muois biɑ din tuu mii sɔn mɑnŋ Yenjiɑntu lɑnbounŋ nɑ pɑɑk e, nɑn bonsiɑl kul nbɑ k b diɑ jiɑntl Yennu nɑ pɑɑk. 
HEB.9.22	Bɑlmɔni e, Yennu senni wɑnnu ni, sɔn e din tuu ŋɑnm bont kul k l be fɑnu k k mɔk biit, k sɔn i kii nyii, Yennu kɑn nyik cɑb niib biit.
HEB.9.23	L pɑɑk, l din tuu kpɑɑ tɑlɑs e k bin mɑnn mɑlunŋ k ŋɑnm bonɑ nbɑ tie 
HEB.9.24	Klistu din k kuɑ jɑɑnti buol nbɑ k nisɑɑlk ŋɑnm, k l tie Yendɔunŋ ni bont nbɑ tie l bɑlmɔni nɑ ninnɑɔnŋ nɑ ni kɑɑ. Ŋɑɑn u din sɑɑn kuɑ Yendɔunŋ mɔnŋ mɔnŋ ni e, siɑn nbɑ k u be Yennu tuɑnn t pɑɑk nɑ. 
HEB.9.25	Suifnbɑ mɑnntieb yudɑɑnɔ nɑ tuu kuɑ nɑn bonkobt sɔn buol nbɑ tie Yennu yɑl nɑn bɑlmɔni nɑ ni yonm kuɑ e binn kul nuɑk ni, ŋɑɑn Klistu ŋɑnin din k kuɑ lenŋ tɑɑl fuunu munŋɑ kɑɑ wɑɑ, k jii u mɔnŋ k mɑnn mɑlunŋ. 
HEB.9.26	L ii dinŋ ii bo i tie nnɑ i e, ŋɑnn lɑɑ din nyii 
HEB.9.27	Yennu senn ɑ sie k nilɔ kul n kpo yonm kuɑ, k l puolpo Yennu n bu u buut. 
HEB.9.28	Nnɑ e mun, Klistu din jii u mɔnŋ k mɑnn mɑlunŋ yonm kuɑ k nyinn nifosɑɑli bonciɑnn biit nɑ. U tɑn sɑɑ jen ɑ, ŋɑɑn l k tie u tɑn sɑɑ nyinn niib biit kɑɑ, ŋɑɑn u tɑn sɑɑ tul bin nbɑ guu’u nɑ fielu.
HEB.10.2	L mɑlunŋ ii bo ii fit te k niib tie niŋɑnm Yennu buol ni e, b din bo sɑɑ mɑnn yonm kuɑ e ŋɑɑn ji nyik, k biit ji kii wɑɑ’b. 
HEB.10.3	Ŋɑɑn binn n tuu binn mɑlunŋ tuonɑ nɑ kpɑn din tiɑn niib nɑ b biit po e. 
HEB.10.4	K mɑɑn nɑɑjɑi nɑn bujɑi sɔn nɑ k fit nyinn biit.
HEB.10.5	L pɑɑk, 
HEB.10.5	«A k luon bin tul’ɑ mɑlunŋ nɑn piini kɑɑ,
HEB.10.5	ŋɑɑn ɑ nɑn gbɑnɑnt e k tul’n,
HEB.10.6	k biɑ k mɔk pɑlpienn nɑn mɑlunŋ nbɑ k b
HEB.10.6	tie biit nyikcɑbu pɑɑk nɑ.
HEB.10.7	L pɑɑk e te k n din yet ɑ:
HEB.10.7	‹Yennu, min e nɑ, n sɑɑ tun ɑ lonm
HEB.10.7	nɑn lɑɑ diɑn Yennu kɑdɑɑɔk ni k yet n po bɑnnu nbɑ nɑ.› »
HEB.10.8	Sinsinn, u din yet ɑ: «A k luon bin tul’ɑ mɑlunŋ nɑn piini, nɑn bonkobt nbɑ k b jokt muu nɑ nɑn mɑlunŋ nbɑ k b tuu mɑnn biit pɑɑk, k ɑ biɑ k mɔk pɑlpienn l pɑɑk.» Ŋɑɑn b din mɑnn l mɑlunŋ nɑn senni nbɑ wɑnn bɑnnu nbɑ nɑ e. 
HEB.10.9	L puolpo k u biɑ yet ɑ: «Yennu, min e nɑ, n sɑɑ tun ɑ lonm ɑ.» L pɑɑk, k Klistu fɑɑ kpien mɑlnkpelɑ nɑ, ŋɑɑn jii u mɑlunŋ nɑ k senn l setu ni. 
HEB.10.10	Yiesu Klistu din tun lin nbɑ k Yennu luon wun tun nɑ, k jii u gbɑnɑnt k mɑnn mɑlunŋ yonm kuɑ k l jɑnŋ nɑn niib kul ɑ, k fɑt’t biit ni.
HEB.10.11	Mɑnntuɑ kul tuu sie e dɑɑl n tuu dɑɑl k tuun u tuonn, k tun k mɑnn mɑlnbuolyenŋ, ŋɑɑn k l kɑn fit k nyinn biit. 
HEB.10.12	Ŋɑɑn Klistu ŋɑnin din mɑnn mɑlunŋ yonm kuɑ e, lin nbɑ mɔk yiikuo yuo kul biit pɑɑk, ŋɑɑn ŋmɑt duo 
HEB.10.13	Lenŋ e k u be k guu mɔkmɔk nɑn yuo nbɑ k Yennu tɑn sɑɑ te k wun ŋmɑɑ u dɑtɑi. 
HEB.10.14	Nnɑ e k ŋuɑ din mɑnn mɑln-yenml k te k bin nbɑ tie Yennu yɑb nɑ tien niŋɑnm Yennu buol ni nɑn yuo nbɑ kɑɑ gbennu.
HEB.10.15	K Foŋɑnm mun biɑ tien’t u 
HEB.10.16	«I Yonmdɑɑnɔ yet ɑ: ‹Mɑɑ yɑɑ n tul’b 
HEB.10.16	N tɑn sɑɑ tien n senni b pɑlɑ ni,
HEB.10.16	k diɑn b dudukt ni.› »
HEB.10.17	L puolpo k u biɑ ŋɑnm yet ɑ: «N ji kɑn mi k tiɑl b biit nɑn b tuonbiit nɑ po jik.» 
HEB.10.18	Ŋɑɑn nyikcɑbu nbɑ be nɑ, l ji k kpɑɑ tɑlɑs nɑn bin mɑnn mɑlnsiɑɔk biit pɑɑk.
HEB.10.19	N nɑɑ wɑɑs, Yiesu sɔn pɑɑk k t mɔk pɑlcienn nɑn tin kuɑ buol nbɑ tie Yennu yɑl nɑn bɑlmɔni nɑ ni. 
HEB.10.20	Yiesu e luot mɑnfuol sɔnpɑɑnu jɑɑnti dieok cincenn ni k tul’t, k ŋɑnn e tie u gbɑnɑnt. 
HEB.10.21	T mɑnntɔjɑɑnn nbɑ yen Yennu ŋɑɑk mɑnŋ. 
HEB.10.22	L pɑɑk, ŋɑɑnt mɑn k tin cɑt nɑkn Yennu nɑn pɑlɑ nbɑ gbie nɑn bɑlmɔni kuukuɑ nɑn bɑlmɔni yɑdɑ, k dɑɑ mɔk bilsuk, k dɑɑ mɔk 
HEB.10.23	Ŋɑɑnt k tii diɑ dindɑnn nbɑ k t fiit wɑnn nɑ fɑnu mɑn, k dɑɑ bils, k mɑɑn wun nbɑ din senn mɔsonn k tul’t nɑ k ŋmɑt puol. 
HEB.10.24	Ŋɑɑnt mɑn k tii guu lieb, kii mɔk lonm nɑn lieb, kii tuun tuonŋɑnɑ, 
HEB.10.25	k dɑɑ nyikt lɑknɑ nɑn t lieb nɑn nisiɑb nbɑ nyikt lɑknu biɑnŋ nbɑ nɑ, ŋɑɑn tii cien t lieb pɑlɑ, k dɑɑ mɑntk yɑɑ tɑɑ ji lɑɑt k Yonmdɑɑnɔ dɑɑl mɑnŋ pel nɑ.
HEB.10.26	Tɑɑ bɑnn bɑlmɔni mɑnŋ nbɑ fiit wɑnn’t nɑ, t i biɑ kii luon k tii tuun biit i e, mɑlnsiɑɔk ji kɑɑ k sɑɑ wuul t biit mɑnŋ. 
HEB.10.27	L i tie nnɑ i e, lin nbɑ ji biɑl tie tii tiin jɑŋmɑɑni e, kii guu lin nbɑ sɑɑ bɑɑl. Ŋɑnn e tie buut nɑn muciɑɔnŋ nbɑ tɑn sɑɑ biil Yennu dɑtɑi nɑ. 
HEB.10.28	Wun nbɑ din tuu yet Muois senni nɑ weiu, k niib bɑnn k tien siɑlɑɑdɑnm bɑnle ɑmi bɑntɑ, b din tuu kpi’u, k ninbɑtinu kɑɑ. 
HEB.10.29	L pɑɑk, nilɔ nbɑ fiɑk Yennu Bijɑ mɑnŋ k k bɑɑkt sɔn nbɑ te k Yennu 
HEB.10.30	K mɑɑn t mi wun nbɑ din yet ɑ: «Min e sɑɑ pɑ pɑnn k jiin biit.» K u biɑ yet ɑ: «T Yonmdɑɑnɔ e tɑn sɑɑ bu u niib buut.» 
HEB.10.31	L tie bonbilɑnkɑnt e, k suɑ n tɑn kuɑ mɑnfodɑɑnɔ Yennu wutuol ni.
HEB.10.32	Ii tiɑn mɑn yuo nbɑ gɑl nɑ lɑbɑɑl. Yennu yentu nbɑ din yent i pɑɑk yuo nbɑ, i din di fɑlɑ bonciɑnn, ŋɑɑn l fɑlsiɑl din k nyɑnn’i ni. 
HEB.10.33	Yenn-yuo b din tuu suki’i, k dint’i fɑlɑ biɑk niib ni, k lielyuo mun, i din tien siil nɑn yin sonm bin nbɑ k b dint’b fɑlɑ nɑ. 
HEB.10.34	I din mɔk ninbɑtinu nɑn bin nbɑ be dɑnsɑli ni, k siɑn-yuo bin din tɑn fɑt i fɑɑl, ŋɑɑn k i din gɑɑl l fɑlɑ nɑn pɑlpienn, k mɑɑn i din mi nɑn i mɔk mɔktuk nbɑ ŋɑn k cie tingbounŋ ni yɑl k biɑ sii be nɑn yuo nbɑ kɑɑ gbennu. 
HEB.10.35	L pɑɑk, i dɑɑ nyikt l dindɑnn, k mɑɑn l bɑɑt nɑn nyɔciɑɔnŋ o. 
HEB.10.36	L ŋɑn k yii mɔk suklu, k fit tun Yennu nbɑ luon lin nbɑ nɑ, k lɑ wɑɑ din senn mɔsonn ɑ u sɑɑ tul’t lin nbɑ nɑ. 
HEB.10.37	K mɑɑn lɑɑ diɑn Yennu lolkpel kɑdɑɑɔk ni nɑ ɑ:
HEB.10.37	«L tenn yuo wɑɑnm-nnɑ e
HEB.10.37	k wun nbɑ bɑɑt nɑ sɑɑ bɑɑl,
HEB.10.37	k kɑn wei nɑn bɑɑlu.
HEB.10.38	Ŋɑɑn wun nbɑ tie niŋɑnɔ n buol ni nɑ
HEB.10.38	sɑɑ lɑ mɑnfuol u yɑdɑ nɑ pɑɑk,
HEB.10.38	ŋɑɑn l i tie k u ŋmɑt puol,
HEB.10.38	n tɑn kii mɔk pɑlpienn nɑn’ɔ.»
HEB.10.39	Tinm k tie nɑn bin nbɑ ŋmɑt puol k bot nɑ kɑɑ, ŋɑɑn t tie nɑn bin nbɑ tien Klistu yɑdɑ k lɑɑt fielu nɑ e.
HEB.11.1	Yɑdɑ tie, tɑɑ k mɔk bilsuk nɑn bont nbɑ k t mɔk dindɑnn l pɑɑk nɑ set be, ŋɑɑn dɑɑ k lɑ’l nɑn t ninbinn nɑ e. 
HEB.11.2	Yennu din pɑk yɑɑyuo ni niib nɑ b yɑdɑ pɑɑk e.
HEB.11.3	T yɑdɑ pɑɑk e k t bɑnn nɑn Yennu din tul mɔb k 
HEB.11.4	Abel
HEB.11.5	Enɔk yɑdɑ pɑɑk e k u din tɑn k kpo, ŋɑɑn k Yennu din jii’u k duo nɑn’ɔ 
HEB.11.6	Nilɔ i kii tien Yennu yɑdɑ, l dɑɑnɔ kɑn fit penn ŋuɑ Yennu pɑl ni, k mɑɑn wun nbɑ kul bɑɑt Yennu buol ni, l kpɑɑ tɑlɑs k l dɑɑnɔ n tien yɑdɑ nɑn Yennu set be k tien bin nbɑ kpɑɑn’ɔ nɑ nyuɑt.
HEB.11.7	Noe yɑdɑ pɑɑk e din te k u gbɑt Yennu kpɑɑni nbɑ piɑk lin nbɑ k Noe dɑɑ din k fit lɑ’l nɑn u ninbinn nɑ po. U din sɑk Yennu mɔb k kpɑɑ ŋɑlngbenŋl, k ŋuɑ nɑn u ŋɑɑtieb kuɑ lenŋ k lɑ fielu wɑɑ. Ŋɑnn e din wɑnn nɑn tingbounŋ nɑ niib mɔk biit Yennu buol ni, ŋɑɑn k Noe yɑdɑ mɑnŋ pɑɑk k Yennu din yet, ɑ u tie niŋɑnɔ u buol ni.
HEB.11.8	Yɑdɑ pɑɑk e din te k Ablɑɑhɑɑnm sɑk Yennu yiini, k sɑɑn tinŋ nbɑ k Yennu din senn mɔsonn k yɑɑ ɑ u sɑɑ tul’ɔ nɑ ni. U din nyik u mɔnŋ duo e, ŋɑɑn k k mi wɑɑ sɑɑ siɑn. 
HEB.11.9	U yɑdɑ pɑɑk e k u din dɑɑ tie sɑɑmɔ tinŋ nbɑ k Yennu din senn mɔsonn k yɑɑ ɑ u sɑɑ tul’ɔ nɑ ni. U din be bonkobgbɑnt lɑnbont ni e. U wɑɑs Isɑɑk nɑn Sɑɑkɔb nbɑ mun din tɑn gɑɑl Yennu mɔsonn nɑ din be l biɑnŋ e. 
HEB.11.10	K mɑɑn Ablɑɑhɑɑnm din guu, ɑ wun tɑn kuɑ duo nbɑ k Yennu din buɑn k mɑɑ k l fiɑkl wɑki hei nɑ ni e.
