MAT.1.1	Inu nərgɨ tɨpɨ Iesu Kristo rat mɨn, kit in Kig Tefɨt, kən kit mɨn in Epraham.
HEB.13.6	“Iərəmərə in iasitu rəhak,
HEB.13.6	tol nəhlan esəgɨnən.
HEB.13.6	Oesəginən nat kit itəm etəmim əm otol kəm io.”
HEB.13.7	Nɨkitəmat otəkəike matəht netəm-iasol mɨn u rəhatəmat
HEB.13.8	Iesu Kristo in tatol əm nulan, nəniəp, ne roiu, kən otəpanətatɨg nulan, namnun tɨkə.
HEB.13.9	Sotolən məmə nəgətunən wi pɨsɨn pɨsɨn mɨn tiuw rəkɨs itəmat o suatɨp ətuatɨp.
HEB.13.10	Rəhatat olta tatɨg. Məto pris mɨn itəm koatol wək rəhalat əpəh imə e tapolən rəha nətueintən u,
HEB.13.11	E nolən rəha pris asol agɨn, nian in tatohamnu rəkɨs nat megəh, kən matos nɨtan kən muwɨn əpəh imə e Ikɨn Tasim Agɨn Ikɨn, kən mos-ipən kəm Uhgɨn o nafəl rəkɨsən təfagə rəha netəmim.
HEB.13.12	E nolən kitiəh əm, Iesu təmiet rəkɨs e taon,
HEB.13.13	Tol nulan, pəs kitat kotol məmə inu okotiet ihluə imətat ikɨn, motol kitiəh kitat min əpəh ihluə.
HEB.13.14	E nətueintən u, rəhatat kit taon ətuatɨp imətat ikɨn tɨkə, itəm otətatɨg lilɨn.
HEB.13.15	Tol nulan, e nasituən rəha Iesu, pəs kitat kotos-ipən sakrifais rəhatat kəm Uhgɨn nian rafin.
HEB.13.16	Sotaluinən o nolən təwɨr ne nawte-inən nat rəhatəmat tatɨg kəm netəm rəhalat nat kit tɨkə,
HEB.13.17	Otol nəwia netəm-iasol mɨn e niməfak,
HEB.13.18	Otəfak otɨmat,
HEB.13.19	Io ekolkeike pɨk məmə itəmat onəkotəkəike motətapəh-in o Uhgɨn, məmə io ekɨtun nɨtəlɨg-pa-mɨnən otəmat uəhai əm.
HEB.13.20	Iatəfak mɨn otəmat mɨn məmə, Uhgɨn otasitu etəmat. Uhgɨn u, in nəukətɨ nəməlinuən.
HEB.13.21	in otos-ipɨnə natɨmnat wɨr mɨn rafin kəm itəmat, itəm otol itəmat nəkotahmen o nolən nat itəm in tolkeike. Kən iatəfak məmə, Uhgɨn otol wək e nəmegəhən rəhatat kitiəh kitiəh,
HEB.13.22	Piak mɨn ne wɨnɨk mɨn. Naoa u rəhak təsəfəməh pɨkən. Məto iakətapəh əskasɨk otəmat məmə, otol-tu rəhatəmat nətəlɨgən təfəməh mɨn məmə nakotətəlɨg-in rəhak nəghatən mɨn itəm otɨləs-ipər nətəlɨgən rəhatəmat.
HEB.13.23	Iakolkeike məmə onəkotɨtun məmə piətat u Timoti, ilat kəmotɨləs-iarəp in e kalapus. Okəmə in otuwa uəhai əm, kən itɨmlau min, ekiamnə.
HEB.13.24	Itəmat otən təwɨr kəm netəm-iasol mɨn rəhatəmat, ne iəfak mɨn u imatəmat ikɨn. Netəm Itali kəmotən təwɨr kəm itəmat.
HEB.13.25	Pəs Uhgɨn otawte-in rəhan nəwɨrən kəm itəmat rafin. Əwəh.
JAS.1.1	Io Jemes, io slef rəha Uhgɨn ne Iesu Kristo, Iərəmərə rəhatat. Iatən təwɨr kəm itəmat noanol mɨn rəha Isrel u tuelef itəm kotahatətə e Iesu, itəm nəmotiet motatɨg ikɨn mɨn rafin e nətueintən.
JAS.1.2	Piak mɨn ne wɨnɨk mɨn. Nian nəratən pɨsɨn pɨsɨn mɨn koatuwa e rəhatəmat nəmegəhən, kən otehm natɨmnat mɨn əh tahmen e natɨmnat itəm nɨkitəmat tətagien pɨk əm lan.
JAS.1.3	Nəkoatol nəhlan məto-inu, itəmat nəkotɨtun məmə nian nəratən mɨn koatɨləs pɨkən rəhatəmat nahatətəən e Uhgɨn, kən nian nəkotol win lan, ilat okotol məmə nəkotɨtun nətul əskasɨkən məsɨn mɨn.
JAS.1.4	Kən nian onakoatətul əskasɨk e nəratən mɨn əh, kən onəkotuwa kəmətə e nahatətəən, kən nolən mɨn ne nətəlɨgən mɨn rafin rəhatəmat okotətuatɨp motəsanən, kən nakotaskəlɨm nolən wɨr mɨn rafin.
JAS.1.5	Okəmə itəmat kit, rəhan nenatɨgən təsahmenən, kən tolkeike məmə in otɨtun natɨmnat mɨn itəm Uhgɨn tolkeike məmə otol, pəs in tətapəh-in-pən o Uhgɨn, kən Uhgɨn otos-ipən kəm in e nɨkin agien. Uhgɨn tətawte-in nɨtunən əh kəm netəmim rafin e nɨkin agien, kən məsəhaiən ilat o nat itəm koatətapəh-in.
JAS.1.6	Məto nian suah kit in tatətapəh o Uhgɨn nəhlan, in otəkəike mahatətə lan, kən rəhan nətəlɨgən otəsolən kəiu lan, məto-inu etəm itəm rəhan nətəlɨgən kəiu, rəhan nətəlɨgən tətan əpnapɨn əm, in tahmen e peau-peau mɨn əpəh itəhəi itəm nɨmətag tatəhig-əhig ilat. 
JAS.1.7	Okəm-naka nɨkin tatəht məmə Iərəmərə otos-ipən nat kit kəm in, məto kəp, otəsosən. 
JAS.1.8	Etəmim itəm tatos nətəlɨgən kəiu nəhlan, okol təsətul əskasɨkən e nat kit itəm nɨkin tatəht məmə otol.
JAS.1.9	Piatat kit itəm in ləhau, kən rəhan nautə tɨkə, nɨkin otəkəike magien məto-inu in etəm-iasol e nɨganəmtɨ Uhgɨn. 
JAS.1.10	Kən pəs etəm itəm rəhan nautə tepət, nɨkin tagien mɨn o nat u itəm in tɨtun məmə in nɨpahrienən, məmə Uhgɨn otos-iəhau, məto-inu in tahmen e nəguɨ-nɨg itəm otəpanɨkə. 
JAS.1.11	Nian mɨt tatər, tape-ape tape-ape, kən matəhg nagwən nɨg tauke məme, kən rəhan nəwɨrən təmɨkə.
JAS.1.12	Etəmim itəm tatətul əskasɨk nian nəratən tatuwa e rəhan nəmegəhən, in tətatɨg e nəwɨrən pahrien, məto-inu, nian tɨnol win e nəratən mɨn əh, kən Uhgɨn otos-ipən kəm in rəhan nətouən, inu nəmegəhən lilɨn. Uhgɨn təmən-iəkɨs rəkɨs məmə nəmegəhən lilɨn u, in rəha netəmim itəm kotolkeike in.
JAS.1.13	Nian nat kit tatiuw-pən suah kit məmə in otol təfagə rat, okol in təsənən məmə Uhgɨn tatos-ipən-os-ipən o nolən təfagə rat mɨn, məto-inu okol nat kit təsiuw-pənən nətəlɨgən rəha Uhgɨn məmə in otol təfagə rat, kən Uhgɨn təsos-ipən-os-ipənən təfagə rat kəm etəmim. 
JAS.1.14	Məto nətəlɨgən rat atɨp rəha etəmim, in tatos-ipən-os-ipən kəm in, kən matiuw-pən in məmə in otatətəlɨg-in. 
JAS.1.15	Nətəlɨgən rat tatoe-in təfagə rat, kən nian təfagə rat tɨnuwa mɨnepət, kən tatuwa in nɨmɨsən.
JAS.1.16	Piak mɨn ne wɨnɨk mɨn itəm iakolkeike pɨk itəmat. Sotegəhan-inən məmə suah kit oteiuə-in itəmat məmə Uhgɨn in etəm rəha nos-ipən-os-ipənən kəm netəmim o nolən təfagə rat. 
JAS.1.17	Natɨmnat wɨr mɨn rafin ne natɨmnat rafin itəm kotətuatɨp, koatɨsɨ-pən əm o Uhgɨn əpəh ilɨs itəm təmol nəhag-əhagən mɨn rafin əpəh e neai. Məto nolən rəha Uhgɨn tol pɨsɨn e natɨmnat mɨn u itəm kotaliwək e neai, kən kotol məmə nəghanpɨs koatətəu-pən. Uhgɨn təsol pɨsɨnən. In tətatɨg tətatɨg. 
JAS.1.18	Kən e rəhan əm nətəlɨgən, Uhgɨn təmɨtəpun məmə kitat kəmotuwa nenətɨn mɨn nian kəmotahatətə e nəghatən pahrien rəhan. In təmol nəhlan məmə e natɨmnat rafin itəm in təmol, kitat pɨsɨn əm rəhan nat keike, kotahmen e nagwənən wi e rəhan nasumən.
JAS.1.19	Piak mɨn ne wɨnɨk mɨn itəm iakolkeike pɨk itəmat. Nɨkitəmat otəkəike matəht nəghatən u. Pəs itəmat kitiəh kitiəh onəkotəkəike motətul matɨp o nətəlɨgən, məto onəsotafɨg-afɨg pɨkən o nəghatən, sotolən məmə neməha tatol uəhai əm itəmat, 
JAS.1.20	məto-inu nian neməha tatol suah kit, neməha u təsoe-inən noan itəm tətuatɨp Uhgɨn tolkeike. 
JAS.1.21	Otərakin rəkɨs nolən mɨn rafin itəm tamkɨmɨk, ne təfagə rat mɨn itəm kotepət e nəmegəhən rəhatəmat. Uhgɨn təmələhəu-pən rəhan nəghatən e nɨkitəmat, kən nəghatən əh rəhan tɨtun nosmegəhən itəmat. Kən təwɨr məmə nakotos-iəhau rəhatəmat nətəlɨgən, kən moatətəlɨg-in wɨr nəghatən u.
JAS.1.22	Sotətəlɨg-in əmən nəghatən rəha Uhgɨn, məto otətəlɨg-in kən motol nat naka itəm tatən. Okəmə nakotəto məsotolən nəghatən u, kən nakoateiuə-in atɨp əm itəmat.
JAS.1.23	Etəm tatəto kən məsolən nəghatən u, in tahmen-pən e etəmim itəm tateranəm wɨr e klas matəplan narmɨn, 
JAS.1.24	kən nian tɨneranəm rəkɨs magɨm, mətaluin uəhai əm məmə nɨganəmtɨn tahro min-nulan. 
JAS.1.25	Məto etəmim itəm tatətag-pən əskasɨk e lou itəm tətuatɨp agɨn u tatɨkɨs netəmim,
JAS.1.26	Okəmə suah kit nɨkin təht məmə in tatətəu-pən wɨr nolən mɨn rəha nəfakən, məto tatəghat-pən əm məsətəlɨg-in wɨrən rəhan nəghatən mɨn, in tateiuə-in atɨp əm in, kən rəhan nolən mɨn rəha nəfakən in nat əpnapɨn əm. 
JAS.1.27	Nolən mɨn rəha nəfakən itəm rəhatat Tata Uhgɨn tatəplan məmə in tətuatɨp wɨr kən nəratən tɨkə lan kotol nulan: iəfak kit tatəkəike matehm wɨr suakəlh mɨn ne nəutahlɨmɨs mɨn e nəratən mɨn rəhalat. Kən matəkəike matehm wɨr nəmegəhən rəhan məmə nolən rat mɨn rəha nətueintən otəsolən məmə in otamkɨmɨk lan.
JAS.2.1	Piak mɨn ne wɨnɨk mɨn. Itəmat nakotahatətə e Iesu Kristo, Iərəmərə rəhatat itəm ilɨs agɨn kən katɨsiai-in pɨk. Məto təsəwɨrən məmə nəkotol təwɨr kəm suah kit kən moatehm məmə in ilɨs, kən moatehm rat suah kit mɨn moatol tərat kəm in.
JAS.2.2	Tol mə inu ne. Suah kəiu katuea e niməfak rəhatəmat. Suah kit tatuwɨn-in napən wɨr mɨn u nəmtɨlat tiəkɨs, ne noanat mɨn kəmol e iaen u kol tatɨpɨt-ɨpɨt. Kən suah kit mɨn tatuwɨn-in e napən rat mɨn əm. 
JAS.2.3	Təsəwɨrən məmə nakotos-ipən nɨsiaiiən kəm etəmim itəm tatuwɨn-in natɨmnat wɨr mɨn, motən-ipən məmə, “Wa, məpələh u ikɨn təwɨr ikɨn.” Məto etəm tatuwɨn-in napən rat mɨn, nakotən-ipən kəm in məmə, “Ətul-pən əpəh,” o “Əpələh əm e nɨsɨp.” 
JAS.2.4	Nian nəkoatol nolən tol min-nulan, nakoatehm netəmim neen məmə ilat ilɨs taprəkɨs-in netəmim neen mɨn, kən e rəhatəmat nətəlɨgən rat, nakotakil netəmim.
JAS.2.5	Piak mɨn ne wɨnɨk mɨn itəm iakolkeike pɨk. Otətəlɨg-in-tu. Uhgɨn təmɨtəpun rəkɨs ian-rat mɨn rəha nətueintən məmə rəhalat nahatətəən e Kristo otepət. Kən təmɨtəpun mɨn ilat məmə okotos nərəmərəən rəha Uhgɨn itəm təmən-iəkɨs məmə rəha netəmim itəm kotolkeike in.
JAS.2.6	Məto itəmat nəmotehm rat ian-rat mɨn. ?Məto netəmim pah mɨn u koatol nahməən kəm itəmat, kən moatiuw-pən itəmat e kot? ?Netəm rəhalat nautə tepət, o kəp? Əwəh, ilat əh. 
JAS.2.7	Kən netəm mɨn u koatəghat rat e nərgɨn u ilɨs, nərgɨ Iesu itəm rəhan u itəmat.
JAS.2.8	Lou rəha Kig itəm tətatɨg e Naoa Rəha Uhgɨn tatən məmə, “Olkeike ik kit tahmen əm məmə nakolkeike atɨp ik.” In təwɨr pɨk otəmat okəmə nəkoatətəu-pən pahrien nəghatən u.
JAS.2.9	Məto okəmə nakoatehm netəmim neen məmə ilat ilɨs taprəkɨs-in netəmim neen mɨn, nəkoatol təfagə rat, kən nəghatən rəha Lou tatən məmə itəmat netəm rəha nətgəhlən Lou. 
JAS.2.10	Tol nəhlan məto-inu, etəmim kit itəm təmətgəhl nəghatən kitiəh əm rəha Lou, təmol təfagə rat tahmen-pən əm məmə in təmətgəhl nəghatən mɨn rafin rəha Lou. 
JAS.2.11	Tol nəhlan məto-inu, Uhgɨn u itəm tatən məmə, “Sakləh-inən pətan,” in Uhgɨn kitiəh əm itəm tatən məmə, “Sohamnuən etəmim.” Kən okəmə nəsotakləh-inən nɨpɨtan, məto nəmotohamnu netəmim, itəmat netəmim itəm nəmotətgəhl Lou.
JAS.2.12	Nian nakoatəghat kən motol nat kit, otol nolən mɨn rəha netəmim itəm kotɨtun məmə Uhgɨn otakil ilat e lou itəm tatɨkɨs ilat.
JAS.2.13	Otol nəhlan məto-inu okəmə suah kit təsasəkitunən netəmim, kən Uhgɨn mɨn otəsasəkitunən suah u nian in otakil netəmim. Məto okəmə itəmat nakotasəkitun netəmim, kən Uhgɨn otasəkitun itəmat, kən mən-ipɨnə məmə onəsotosən nalpɨnən e nian in otələhəu-pən nəghatən rəha nalpɨnən kəm netəmim.
JAS.2.14	Piak mɨn ne wɨnɨk mɨn. ?Okəmə suah kit tatən məmə tətahatətə e Iesu Kristo, məto in təsolən wək wɨr kit, kən rəhan nahatətəən in təwɨr o nat kit? Kəp. Nahatətəən tol nəhlan, okol təsosmegəhən suah kit. 
JAS.2.15	Tol mə inu ne. Piatat kit o wɨnɨtat kit, rəhan napən tɨkə, kən nɨgɨn nagwənən təsahmenən.
JAS.2.16	Kəm-naka itəmat kit tatən-ipən kəm in məmə, “Atuwɨn, pəs Uhgɨn otasitu lam, kən onəsətəpən, onakagwən wɨr.” ?Məto okəmə in təsolən nat kit məmə otasitu lan, in təmol nat wɨr naka? 
JAS.2.17	E nolən əh inəh, okəmə suah kit tatos nahatətəən pɨsɨn əm, məto məsolən wək wɨr kit tətəu-pən, kən rəhan nahatətəən təmɨmɨs, nɨpətɨn tɨkə.
JAS.2.18	Məto okəm-naka suah kit otən məmə, “Netəmim neen koatos nahatətəən, kən netəmim neen koatol wək wɨr mɨn.” Məto iatən kəm ik nəhlan məmə, “Okəmə esehmən rəham wək wɨr mɨn, kən esɨtunən okəmə rəham nahatətəən in nɨpahrienən, o kəp. Məto nian onakehm wək wɨr mɨn rəhak, kən tatəgətun məmə nahatətəən rəhak, in nɨpahrienən.”
JAS.2.19	Inu nəghatən kit itəm nəmən nɨpahrienən lan məmə, “Uhgɨn kitiəh əm.” !Təwɨr ron ik! Məto iərmɨs mɨn, ilat mɨn kotɨtun məmə nəghatən əh in nɨpahrienən, kən moatasiəp katəgɨn pɨk. 
JAS.2.20	!Ik rəhm-kapə tɨkə! Etəmim itəm tətahatətə, məto təsolən wək wɨr mɨn, rəhan nahatətəən in nɨpətɨn tɨkə. Pəs ekəgətun ik e nat kit itəm otən kəm ik məmə inu nɨpahrienən.
JAS.2.21	Nɨkim otəht tɨpɨtat u Epraham. Uhgɨn təməplan məmə in tətuatɨp e nɨganəmtɨn e wək itəm təmol, məto-inu təmos nətɨn u Aisak, muwɨn mələhəu-pər e olta.
JAS.2.22	Kən rəhan nahatətəən ne rəhan wək mɨn kətioal nat kitiəh, kən rəhan nahatətəən təmoe-in noan, inu rəhan wək mɨn. 
JAS.2.23	Kən nəghatən u rəha Naoa Rəha Uhgɨn təmuwa mol nɨpahrienən, tatən məmə, “Epraham təmahatətə e Uhgɨn, kən Uhgɨn təmən məmə Epraham in tətuatɨp e nɨganəmtɨn.”
JAS.2.24	Kən roiu nəkɨtun nehmən məmə, Uhgɨn tatol suah kit tətuatɨp e nɨganəmtɨn o natɨmnat itəm tatol, məto sənəmə e nahatətəən pɨsɨn əm rəhan.
JAS.2.25	Kən e nolən əh inəh, Uhgɨn təməplan məmə Rehap u, pətan rəha suatɨp, in təmuwa mətuatɨp e nɨganəmtɨ Uhgɨn o wək itəm təmol,
JAS.2.26	Nɨpətɨ etəmim, okəmə namegən tɨkə lan, təmɨmɨs. Kən e nolən əh inəh, kitat kit itəm tatos nahatətəən, məto təsolən wək wɨr mɨn, rəhan nahatətəən təmɨmɨs.
JAS.3.1	Piak mɨn ne wɨnɨk mɨn. Təsəwɨrən məmə itəmat tepət nakotuwa iəgətun mɨn rəha niməfak, məto-inu nəkotɨtun məmə Uhgɨn in otəplan wɨr kən makil nəmegəhən rəhatəmat iəgətun mɨn, taprəkɨs-in netəm əpnapɨn. 
JAS.3.2	Nɨpahrienən, kitat rafin koatəme e nəmegəhən rəhatat nian tepət. Məto okəmə suah kit təsəmeən e rəhan nəghatən, nat u tatəgətun məmə in etəm mətə, kən nətəlɨgən rəhan tɨtun nehm wɨrən rəhan mɨn nolən mɨn rafin.
JAS.3.3	Tol məmə nat mɨn u ne. Katətu-pən pit e nohlɨ hos məmə otol nəwia etəmim, kətealalin rəhn-kapə hos, kən tatəuhlin nɨpətɨn rafin.
JAS.3.4	Kən nego, in iahgin, kən nɨmətag asol tatəhtɨg, məto stia in nat əkəku kit itəm nian kapten tətalalin, kən nɨpətɨ nego asol rafin tateko-pən əh kapten tolkeike məmə okian-pən ikɨn.
JAS.3.5	E nolən əh inəh, namɨtəm in nat kit nətɨn, məto tɨtun niuw-pamən nat asol mɨn. Nɨkitəmat təht-tu, noanəmtahlɨ nɨgəm əkəku kit tɨtun nuəpən mus nɨg mətu tepət. 
JAS.3.6	Kən nɨpahrienən, namɨtəm in tahmen-pən e nɨgəm. Namɨtəm in nolɨ nɨpətɨ etəmim itəm nəratən mɨn rafin rəha nətueintən u kotərioah wɨr lan. Kən nəratən mɨn rəhan koatərəkɨn nəmegəhən rafin rəhatat. Kən Setan əm tətahl nɨgəm e namɨtəm. Kən namɨtəm tətahl nɨgəm rat e suatɨp mɨn rafin e nəmegəhən rəhatat matərəkɨn natɨmnat rafin.
JAS.3.7	Netəmim kotɨtun nahkulən e nat iarupɨn mɨn məmə okotuwa kəpou, inəh nat megəh mɨn, ne mənɨg mɨn, ne nat kotəkioah mɨn, ne nat itəm kotatɨg itəhəi. Netəmim kəmotahkul elat kotəpou. 
JAS.3.8	Məto etəmim tɨkə otahkul e namɨtəm təpou. In nat iarupɨn tatol wael, mərioah e nəratən ne nakonən rəha nɨmɨsən.
JAS.3.9	E namɨtat, kotənwiwi Iərəmərə Tata Uhgɨn rəhatat, kən e namɨtat kotən rat netəmim lan itəm Uhgɨn təmol ilat kotol məmə in ne. 
JAS.3.10	Nohlɨtəm kitiəh əm tatən-iarəp nənwiwiən ne nən ratən. Piak mɨn ne wɨnɨk mɨn. Pəs okəsolən min-nəhlan. 
JAS.3.11	Nəhau wɨr ne nəhau arɨp, okol kəsiasɨpənən e nəmtɨ nəhau kitiəh. 
JAS.3.12	Piak mɨn ne wɨnɨk mɨn. ?Nɨg u fik otoe-in noa olif? ?Kən nol u krep otoe-in noa fik? !Kəp! Kən nəmtɨ nəhau arɨp təsos-ipamən nəhau wɨr.
JAS.3.13	?Suah kit əh-ikɨn ilugɨn etəmat itəm nɨkin təht məmə in tenatɨg wɨr kən mɨtun nat naka itəm Uhgɨn tolkeike? Təwɨr. Kən pəs in otol wək wɨr mɨn e nolən itəm tatɨsɨ-pən e nenatɨgən, inəh nolən rəha etəmim itəm rəhan nətəlɨgən ləhau. Kən nolən ətuatɨp rəhan otəgətun nenatɨgən ne nɨtunən rəhan. 
JAS.3.14	Məto okəmə nɨkitəmat təht məmə nakotenatɨg, məto nɨkitəmat tərioah e netetən, kən nakoatətəlɨg-in atɨp əm itəmat o nɨləs-ipərən itəmat, tol nəhlan, nakoateiuə-in atɨp əm itəmat. Sotəghat ausit pɨkən o nenatɨgən eiueiuə rəhatəmat, məto-inu kəsənəmə nolən u rəha etəmim u tenatɨg. 
JAS.3.15	Nenatɨgən tol min-nəhlan təsɨsɨ-pənən e nego e neai, məto rəha nətueintən əm u, ne nətəlɨgən rəha etəmim, ne rəha Setan. 
JAS.3.16	Tol nəhlan məto-inu nian netəmim koatetet motolkeike məmə koatos-ipər atɨp ilat, kən netəmim koatətəu-pən əm rəhalat atɨp nətəlɨgən moatol nəratən, kən nolən tərat rafin kotet-arəp.
JAS.3.17	Məto etəm itəm tatos nenatɨgən itəm tatɨsɨ-pən e nego e neai, rəhan nolən tol min-nulan. Nat aupən, rəhan nəmegəhən in tətuatɨp wɨr, kən in tolkeike pɨk nəməlinuən, kən in etəm mətɨg, in tatɨsiai-in nətəlɨgən rəha netəmim pɨsɨn pɨsɨn mɨn, kən in tərioah e nasəkitunən, kən matoe-in noan tepət e nəmegəhən rəhan, in tatehm netəmim məmə kotahmen-ahmen əm, kən təsənən nat kit kən matol nat pɨsɨn. 
JAS.3.18	Netəm rəha nəghat-inən nəməlinuən, kotahmen-pən e netəmim itəm kəmotəfe nɨkuti nat e nasumən, kən tatəwiə matoe-in noan. Okəm kotol natɨmnat mɨn əh motasitu e netəmim o nələhəuən nəməlinuən, kən ilat okotəplan noan məmə in nətuatɨpən.
JAS.4.1	?Naka u nəukətɨ nəmouən ne nərgəhəuən rəhatəmat? Natɨmnat mɨn əh koatuwa məto-inu itəmat nakotolkeike nətoən təwɨr e nɨpətɨtəmat, kən nətəlɨgən mɨn əh rəha nətoən təwɨr, ilat koatol fait e nɨkitəmat kitiəh kitiəh məmə okotuwa netəm-iasol mɨn e nəmegəhən rəhatəmat.
JAS.4.2	Nɨkitəmat tatuwɨn o natɨmnat rəha netəm pɨsɨn, məto nəsotosən, kən nakotərgəhəu moatəmou ron. Nakoatolkeike natɨmnat neen, məto nəsotosən. Kən məta onəkotohamnu netəmim ron. Nəməsotosən natɨmnat məto-inu nəsotətapəh-inən o Uhgɨn. 
JAS.4.3	Kən nian nakotətapəh-in, məto nəsotosən, məto-inu nəmotətapəh-in e nətəlɨgən itəm tərat məmə otol itəmat atɨp əm nakotəto təwɨr lan.
JAS.4.4	Itəmat nəkotahmen e pətan itəm təsɨsiai-inən rəhan iərman, tapəs kən matətəu-pən əpnapɨn əm nəman. E nolən əh inəh, itəmat nəmotapəs Uhgɨn kən moatətəu-pən natɨmnat rəha nətueintən. Nəkotɨtun o kəp məmə, etəmim itəm tolkeike pɨk natɨmnat rəha nətueintən, in tatetəhau Uhgɨn. Kən etəmim kit itəm tatɨtəpun məmə otolkeike natɨmnat rəha nətueintən, in tatuwa məmə in tɨkɨmɨr rəha Uhgɨn.
JAS.4.5	Kən nəghatən u rəha Naoa Rəha Uhgɨn sənəmə nəghatən əpnapɨn əm. Tatən məmə, “Uhgɨn tolkeike pɨk məmə nɨkitat itəm in təmos-ipa kəm kitat, otuwɨn əm ron.” 
JAS.4.6	Məto Uhgɨn tətawte-in rəhan nəwɨrən tatuwa matahgoau kəm kitat. O nat əh, Naoa Rəha Uhgɨn tatən məmə,
JAS.4.6	“Uhgɨn tətahtosɨg-in netəm kotausit,
JAS.4.6	məto tətawte-in rəhan nəwɨrən kəm netəmim koatos-iəhau rəhalat nətəlɨgən.”
JAS.4.7	Kən tol nəhlan, otos-iəhau itəmat kən motatɨg ahgin nelmɨ Uhgɨn. Otətul əskasɨk nian Setan tatuwa matos-ipən-os-ipən kəm itəmat, kən in otaiu muwɨn isəu otəmat.
JAS.4.8	Otuwɨn iuəhkɨr o Uhgɨn, kən in otuwa iuəhkɨr otəmat. Itəmat u nol təfagə rat, otaikuas e nelmɨtəmat. Kən itəmat u rəhatəmat nətulən kəiu, otol nɨkitəmat tətuatɨp.
JAS.4.9	Təwɨr məmə nɨkitəmat otahmə məpou, kən nakotasək əfəməh o rəhatəmat təfagə rat. Otəuhlin rəhatəmat nalahən otuwa nasəkən, kən rəhatəmat nagienən otuwa nɨkin əpou. 
JAS.4.10	Otos-iəhau rəhatəmat nətəlɨgən tuwɨn kəm Iərəmərə, kən in otɨləs-ipər itəmat.
JAS.4.11	Piak mɨn ne wɨnɨk mɨn. Sotəghat ratən e nərgɨtəmat mɨn. Okəmə suah kit tatəghat rat e nərgɨ pian kit, o in tatələhəu nəghatən kit məmə in təmol təfagə rat kit,
JAS.4.12	Uhgɨn əm in tatos-ipa Lou, kən in əm tətakil netəmim matələhəu nəghatən lan. Kən in tɨtun nosmegəhən, kən mɨtun nərəkɨnən. ?Məto itəmat, nɨkitəmat təht məmə itəmat Uhgɨn mɨn, məmə nakotakil təfagə rat mɨn rəha piatəmat mɨn motuəh ilat? !Kəp!
JAS.4.13	Otətəlɨg-in-tu, itəmat netəm nakoatən məmə, “Roiu o olawɨg, kotuwɨn e taon u o taon əh, motatɨg e nup kit, motol bisnes ikɨn, kən moatargətain məni.” 
JAS.4.14	?Nakotahro kɨtun məmə naka u otuwa olawɨg? ?Nəmegəhən rəhatəmat in naka? Itəmat nəkotahmen e nəhaniəm itəm tətatɨg noan məsɨn əm kən matɨg mɨkə mɨn.
JAS.4.15	Məto nəghatən itəm tətuatɨp məmə onəkotən in tol nulan, nəkotəkəike motən məmə, “Okəmə in nəwia Iərəmərə pahrien, kən ekotatɨg kən motol natɨmnat mɨn u, o natɨmnat mɨn əh.” 
JAS.4.16	Məto roiu, nakotəghat ausit moatos-ipər pɨk itəmat. Kən nəghatən mɨn əh itəm nakoatən, ilat rafin kotərat.
JAS.4.17	Tol nəhlan, etəmim itəm tɨtun nat kit itəm tətuatɨp məmə otol, məto təsolən, in tatol təfagə rat.
JAS.5.1	Itəmat netəm rəhatəmat nautə tepət. Otətəlɨg-in-tu nəghatən u. Təwɨr məmə nakotəto tərat motasək əfəməh o nəratən itəm tatuwa otəmat. 
JAS.5.2	Rəhatəmat nautə tɨnəmnəmɨt rəkɨs, kən wɨn mɨn kɨnoaton rəhatəmat napən.
