MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
COL.1.25	Kɨ tadɔ Njekawnan’gɨ ə m’təl’n njekuləɓər lə’de. In Luwə ə ulə kulə kin ji’m’tɨ kadɨ m’ra’n sese. Kulə kin in kadɨ m’iləmbər Poyta kɨ majɨ lə Luwə kin ba pətɨ madɨ’se. 
COL.1.26	In nya kɨ to lo kiyə’tɨ kɨ rɔ ginn de’gɨ’tɨ pətɨ kɨ dɔkagilo’gɨ pətɨ, nan ngɔsine te kɨ dɔ adɨ de’gɨ lə’ne gəri. 
COL.1.27	Tadɔ Luwə ndigɨ kadɨ gəri nya kɨ ɔjɨ kadɨ ra ə in nya kɨ majɨ kɨ ətɨ ɓol kin. In nya kɨ k’ində dɔ’a dana tadɔ majɨ lə de’gɨ pətɨ kɨ in Juwipɨ’gɨ el. Nya kɨ to lo kiyə’tɨ kɨ Luwə te kɨ dɔ’a in Kirisitɨ kɨ isɨ me’se’tɨ; kɨ ta kin ə me’se in kɨ k’ində dɔ tɔjɨ’tɨ kɨ ətɨ ɓol kɨ a re. 
COL.1.28	In Kirisitɨ kin ə, j’isɨ j’iləmbər Poyta kɨ majɨ li’ə kɨ row ndɔr mbi de’gɨ pətɨ, kɨ row ndo’de nya kɨ takul kumkədɨ kɨ Luwə adɨ’je. Tadɔ kadɨ ingɨ pətɨ təli de’gɨ kɨ tɔgi gangɨ me tɔ Kirisitɨ’tɨ. 
COL.1.29	Tadɔ kin ə, m’njɨ m’ra’n kulə num, m’njɨ rɔ’n num, kɨ tɔgɨ Kirisitɨ kɨ isɨ ɔdɨ rɔ’ne rɔ’m’tɨ.
COL.2.1	Tokɨ rɔta’tɨ m’ndigɨ ngayn kadɨ in gəri rɔ kɨ ngan ngayn kɨ m’njɨ m’rɔ tadɔ lə’se, tadɔ lə Lawodise’gɨ, taa tadɔ lə ndəgə’gɨ pətɨ kɨ oyi m’in kɨ kum’de el kin tɔ
COL.2.2	Rɔ kin, m’rɔ kadɨ m’ulə’n dingəm me’de’tɨ, ə kadɨ indəi rɔ’de nan’tɨ kareba me ndigɨ nan’tɨ, taa kadɨ ingəi nyagər kɨ a adɨ’de me kɨ tinyi katɨ, kadɨ gəri nya lə Luwə kɨ to lo kiyə’tɨ, kɨ in Kirisitɨ kin num tɔ. 
COL.2.3	In rɔ Kirisitɨ’tɨ kin ə de a ingə gosɨ’gɨ kɨ nyagər’gɨ’tɨ. 
COL.2.4	M’elta kin be kadɨ de madɨ ədɨ’se ur’se kɨ ɓal ta kɨ ta’ne’tɨ el. 
COL.2.5	In kɨ rɔta’tɨ, kadɨ darɔ’m in sanyi sese, nan ndil’m in nan’tɨ sese. Ningə rɔ’m nəl’m ngayn kadɨ m’oo’se, rai dɔ nja’se’tɨ, taa uwəi tɔgɨ’se ba me kunme kadɨ Kirisitɨ’tɨ tɔ.
COL.2.6	Nga ningə, tokɨ taai Jeju Kirisitɨ, kɨ Burəɓe me’se’tɨ, majɨ kadɨ njiyəi si’ə nan’tɨ. 
COL.2.7	Uləi ngirə’se rɔ’a’tɨ, ə adi kisikidɔtaa lə’se in kəy kɨ indəi dɔ’a’tɨ. Ningə kadɨ rai dɔ nja’se’tɨ me kunme’tɨ kigo nyando’tɨ kɨ ingəi, ə kadɨ rai oyo Luwə kɨ dɔnan’tɨ dɔnan’tɨ tɔ. 
COL.2.8	Indəi kumkədɨ dɔ rɔ’se’tɨ, kadɨ de madɨ ədɨ’se kɨ nyagər kɨ ngom, kɨ nda’a goto kɨ in nyagər lə de’gɨ kɨ dɔnangɨ’tɨ ne kin el. In nyagər kɨ ngirə in dɔ nyajibəlɓe’tɨ lə de’gɨ kɨ dɔ tɔgɨ ndil’gɨ’tɨ kɨ majel kɨ dɔnangɨ’tɨ ne, um in dɔ Kirisitɨ’tɨ el
COL.2.9	Tadɔ nya’gɨ pətɨ kɨ rɔ Luwə’tɨ, ta’de asɨ nan berere darɔ Kirisitɨ’tɨ. 
COL.2.10	Nga ningə ingɨ ingəi nya’gɨ kin pətɨ asɨ nan rɔ Kirisitɨ’tɨ, nya kɨ du’se goto. Kirisitɨ kɨ in kibo dɔ nje konɓe’gɨ’tɨ pətɨ, kɨ tɔgɨ’gɨ’tɨ kɨ utə pətɨ.
COL.2.11	In me kində rɔ nan’tɨ kɨ Kirisitɨ kin ə təli de’gɨ kɨ nje kujə mɔtɨ’de. Ningə in kujə mɔtɨ kɨ de ə ujə kɨ ji’ne el, nan in kujə mɔtɨ kɨ Kirisitɨ inɓe ə ujə, kadɨ ɔrɨ’n nyənn lə darɔ kɨ isɨ aw sese kɨ majel’tɨ kin kɔ. 
COL.2.12	Kɨ row lə batəm kɨ rai, duwi’se nan’tɨ kɨ Kirisitɨ, ningə uni’se nan’tɨ si’ə taa lo koy’tɨ tɔ tadɔ uni me’se dɔ tɔgɨ’tɨ lə Luwə kɨ te si’ə dann njekoy’gɨ’tɨ. 
COL.2.13	Ingɨ kɨ kete, in de’gɨ kɨ koy tadɔ majel’gɨ lə’se, in de’gɨ kɨ in *Juwipɨ’gɨ el, ujəi mɔtɨ’se el tɔ, nan ngɔsine, Luwə təl adɨ sii kumngayira nan’tɨ kɨ Kirisitɨ. Luwə inyə go majel’gɨ lə’se pətɨ kɔ. 
COL.2.14	Luwə bujɨ nyara’je’gɨ kɨ to me makitu’tɨ, kɨ isɨ səki dɔ’je, taa ɔsɨ’je taa kɨ gorow lə ndukun’gɨ kin tɔ; Luwə tujɨ’de kɔ kɨ gorow ɓər’de dɔ kagidəsɨ’tɨ. 
COL.2.15	In be ə, Luwə ɔr’n tɔgɨ ndil’gɨ kɨ majel kɨ tɔgɨ kɨ isɨ onyiɓe kɔ
COL.2.16	Lo kin’tɨ, adi de madɨ gangɨ ta dɔ’se’tɨ tadɔ nyakusɔ eke nya kanyi el, taa ɔjidɔ ndɔ ko nanyi eke ndɔ kɔrkon lə Juwipɨ’gɨ el. 
COL.2.17	Nya’gɨ kin pətɨ in ndil nya’gɨ kɨ a rei, nan nya kɨ rɔta’tɨ, in darɔ Kirisitɨ. 
COL.2.18	Ononyi’se kadɨ adi de madɨ təl rɔ kɨ tətɨ lə’se kin yan’ne’tɨ. Adɨ in de’gɨ kɨ njera rɔ’de njedɔ sɔl, isɨ ɔsi dɔ’de nanga non malayka’gɨ’tɨ, in de’gɨ kɨ nje k’oo nya kɨ koo me ninn’tɨ to nya kɨ ngayn. In de’gɨ kɨ mərta lə’de in mərta kɨ ra dɔ’de’tɨ inɓe par, adɨ isɨ indəi gu’de. 
COL.2.19	Degə’gɨ kin, mbeti kuwə kɨ Kirisitɨ kɨ in kibo, in dɔ kin. Nan tokɨ rɔta’tɨ, in kɨ takul Kirisitɨ kɨ in dɔ kin ə ngann rɔ’gɨ pətɨ ingəi nya kɨ kadɨ ra se’de. In kɨ takul’ə ə dɔkur’gɨ kɨ ngirə’gɨ sii tanan’tɨ isɨ rai kulə. Ningə in Luwə ə in njera kadɨ darɔ kin tɔgɨ. 
COL.2.20	Ingɨ kɨ koy nan’tɨ kɨ Kirisitɨ, adɨ’se taa k’inyə taa ji tɔgɨ ndil’gɨ’tɨ kɨ majel kɨ me dɔnangɨ’tɨ. Nga ra bann ə, to tokɨ ji kisikidɔtaa lə’se, sii ginn tɔgɨ’tɨ lə nya’gɨ kin ɓay be wa? Tadɔ ri ə təli rɔ’se ginn ndu’gɨ’tɨ kɨ ene: 
COL.2.21	«Un nya kin el! Ɔdɨ nya kin ta’i’tɨ el! Adɨ ji ɔdɨ nya kin el! …» ɓay wa? 
COL.2.22	Nya’gɨ kin pətɨ in nya’gɨ kɨ a tuji kɔ go kulə’tɨ kɨ de ra’n. Ningə in mbərkikində’gɨ kɨ nyando’gɨ kigo nya gərɨ’tɨ lə de’gɨ. 
COL.2.23	Tokɨ rɔta’tɨ, kunndu’gɨ kin, tokɨ oo ə, in nya kɨ tɔjɨ gosɨ, tadɔ tɔjɨ row kɔsɨ dɔ nanga lə de kɨ ra, row sɔldɔ kɨ row kində tɔgɨ dɔ darɔ rɔ’tɨ, nan k’in ə in ndukun’gɨ kɨ nda’de goto, toi tadɔ tɔl nyənn darɔ par.
COL.3.1	Tokɨ uni’se taa lo koy’tɨ nan’tɨ kɨ Kirisitɨ, majɨ kadɨ sangi nya’gɨ kɨ taa dɔran’tɨ, kɨ in lo kɨ Kirisitɨ sɨ’tɨ, dɔjikɔl Luwə’tɨ kin
COL.3.2	Mərita dɔ nya’gɨ’tɨ kɨ dɔran’tɨ, um dɔ nya’gɨ’tɨ kɨ dɔnangɨ’tɨ ne el. 
COL.3.3	Tadɔ in de’gɨ kɨ oyi, ningə kajɨ lə’se in kɨ kiyə nan’tɨ kɨ Kirisitɨ rɔ Luwə’tɨ. 
COL.3.4	Dɔkagilo kɨ Kirisitɨ kɨ in kisikidɔtaa lə’se a te ningə, ingɨ kaa a tei si’ə me tɔjɨ’tɨ kɨ taa lo.
COL.3.5	Majɨ kadɨ adi nya’gɨ pətɨ kɨ dɔnangɨ’tɨ ne, kɨ to rɔ’se’tɨ oyi: adɨ in sangɨ nan kɨ lo kaya’tɨ, kɨ nyara kɨ to njen, kɨ nyənn lə darɔ kɨ ətɨ ɓol, kɨ ɓo nya’gɨ kɨ majel, kɨ ra ta nyakingə, kɨ in yo kɨ ra. 
COL.3.6	In nya’gɨ kin ə isɨ re kɨ wongɨ lə Luwə dɔ de’gɨ’tɨ kɨ nje tanrɔ. 
COL.3.7	In kin ə, in panjiyə’se’gɨ kɨ kete, lokɨ sii me majel’tɨ ɓay. 
COL.3.8	Nan ngɔsine, majɨ kadɨ mbəti nya’gɨ kin pətɨ, adɨ in wongɨ kɨ ra, kɨ nyara kɨ dɔ tɔgɨ’tɨ, kɨ mendul, kɨ nya tajɨ, kɨ ta’gɨ kɨ gorow’ə’tɨ el kɨ isɨ te ta’se’tɨ. 
COL.3.9	Ononyi’se kadɨ elinan ta ngom. Tadɔ in de’gɨ kɨ ɔri kɔkɨ de rɔ’se’tɨ kɔ, kɨ kulə ra’a’gɨ nga. 
COL.3.10	Ningə ngɔsine uləi de kɨ sigɨ rɔ’se’tɨ, de kɨ Luwə kɨ njekində nya’gɨ isɨ təl’ə kɨ sigɨ’tɨ taa taa, kadɨ taainan si’ə, kadɨ te gər’ə’tɨ kɨ rɔta’tɨ. 
COL.3.11	Me kisikidɔtaa’tɨ kɨ sigɨ kin, kɔr kum nan goto, mbunə de’gɨ’tɨ kɨ in Juwipɨ’gɨ eke nje’gɨ kɨ in Juwipɨ’gɨ el, mbunə njekujəmɔtɨ’de’gɨ kɨ njekujəmɔtɨ’de’gɨ el. K’el k’ene mbah eke de kɨ kum’ə te el, goto, k’el k’ene ɓər eke de dɔ rɔ’ne, goto. In Kirisitɨ par ə in nya’gɨ pətɨ me nya’gɨ’tɨ pətɨ.
COL.3.12	In de’gɨ kɨ Luwə mbətɨ’se, in de’gɨ li’ə kɨ ndigɨ’se. In tadɔ kin ə, majɨ kadɨ ai kɨ k’oo kumtondoo lə nan rɔ’se’tɨ, kadɨ in nje ramajɨ, nje sɔl dɔ’de, kadɨ in de’gɨ kɨ sɔl lɔm lɔm, nje kore me’de. 
COL.3.13	Majɨ kadɨ sii dɔ’tɨ kɨ nan. A re de madɨ aw kɨ ta kɨ to rɔ’a dɔ ngonnkon’ne’tɨ ə, majɨ kadɨ inyəi go kɔ yo kɨ ne adi nan, tokɨ Kirisitɨ inyə’n go majel’gɨ lə’se kɔ kin be tɔ. 
COL.3.14	Nya kɨ in dɔ nya’gɨ’tɨ pətɨ, in kadɨ ndiginan in ku rɔ’se. In ə a ra kadɨ kində rɔ nan’tɨ lə’se a in kɨ rɔta’tɨ. 
COL.3.15	Kadɨ lapiya lə Kirisitɨ onɓe ngarme’se’tɨ. In tadɔ lapiya kin ə Luwə ɓarɨ’n’se, kadɨ in təli darɔ kɨ kare. Ningə kadɨ in njera oyo Luwə. 
COL.3.16	Majɨ kadɨ ta lə Kirisitɨ rosɨ me’se kɨ majɨ li’ə kɨ ətɨ ɓol. Ningə kadɨ ndoi nan nya’gɨ kɨ ndəji nan’gɨ kɨ yo kɨ ne kɨ gosɨ kɨ ngayn. Nga ningə, kadɨ osipa, uləi tɔjɨ dɔ Luwə’tɨ kɨ oyo kɨ ra me Pa’gɨ’tɨ, kɨ me pa kulə dingəm me nan’tɨ, kɨ me pa’gɨ’tɨ kɨ Ndil Luwə adɨ’se. 
COL.3.17	Nya’gɨ pətɨ kɨ isɨ rai, kɨ ta’gɨ pətɨ kɨ isɨ eli, majɨ kadɨ in me tɔ Burəɓe Jeju’tɨ, nga ningə kadɨ rai oyo Luwə kɨ Baw kɨ takul’ə.
COL.3.18	In dene’gɨ kɨ nje ngaw, majɨ kadɨ uləi dɔ’se ginn tɔgɨ’tɨ lə ngaw’se’gɨ tokɨ majɨ kadɨ rai takum Burəɓe’tɨ. 
COL.3.19	In ngaw dene’gɨ, majɨ kadɨ in ndigɨ ne’se’gɨ. Adi rɔ’se atɨ’se dɔ’de’tɨ el. 
COL.3.20	In ngann’gɨ, majɨ kadɨ təli rɔ’se go ta’tɨ lə njekojɨ’se’gɨ me nya’gɨ’tɨ pətɨ, tadɔ in nya kɨ nəl Burəɓe. 
COL.3.21	Ningə in baw ngann’gɨ, ononyi’se kadɨ ndəji ndu ngann’se’gɨ indəi’de ɓol’tɨ el, tadɔ re in be ə, me’de a tujɨ. 
COL.3.22	In ɓər’gɨ, majɨ kadɨ in təli rɔ’se go ta’tɨ lə ɓe’se’gɨ’tɨ kɨ dɔnangɨ’tɨ ne kin. Ningə, ononyi’se kadɨ rai to kulə kədikum nan taga ne par kadɨ nəli’de, nan kadɨ rai kɨ me kɨ kare, kɨ ɓol Ndil Burəɓe. 
COL.3.23	Kulə kɨ to bann kɨ isɨ rai ə, kadɨ rai kɨ me kɨ majɨ to kulə lə Burəɓe ə sii rai, um to kulə lə de, el. 
COL.3.24	Ningə kadɨ in gəri tokɨ Burəɓe a adɨ’se nyamajɨ kɨ ngəm tadɔ lə de’gɨ lə’ne kin, to nyakugə go jɨ’se. Tadɔ Burəɓe kɨ rɔta’tɨ in Jeju Kirisitɨ. 
COL.3.25	Kɨ rɔta’tɨ, de kɨ ra nya kɨ low’ə’tɨ el, a tətɨ kandɨ nya kɨ low’ə’tɨ el lə’ne kin, tadɔ kɔr’de dana goto rɔ Luwə’tɨ.
COL.4.1	Ingɨ kɨ awi kɨ ɓər’gɨ, majɨ kadɨ rai’de majɨ, kɨ gorow kɨ dana. Ningə kadɨ ingɨ kaa in gəri tokɨ, awi kɨ Ɓe’se dɔran’tɨ non tɔ.
COL.4.2	Majɨ kadɨ uwəi tɔgɨ’se ba me kelta’tɨ kɨ Luwə, kadɨ kelta kɨ Luwə ra adɨ sii dɔ nja’se’tɨ, rai oyo Luwə kɨ dɔnan’tɨ dɔnan’tɨ. 
COL.4.3	Nga ningə, elita kɨ Luwə kɨ tadɔ lə’je tɔ, kadɨ Luwə te tarow non’je’tɨ kadɨ j’elta li’ə, kadɨ j’ilə’n mbər nya kɨ to lo kiyə’tɨ ɔjidɔ Kirisitɨ, kɨ m’to’n dangay’tɨ kin. 
COL.4.4	Elita kɨ Luwə kadɨ m’elta lə Kirisitɨ kin ar njay, tokɨ majɨ kadɨ m’el’n. 
COL.4.5	Majɨ kadɨ kum’se ədɨ dɔ panjiyə’se’tɨ kɨ rɔ de’gɨ’tɨ kɨ uni me’de adɨ Kirisitɨ, el. Ningə kadɨ dɔkagilo kɨ Luwə adɨ’se kin, rai kulə, um adɨ dər kɔ kare el. 
COL.4.6	Majɨ kadɨ ta kel’se in ta kel kɨ majɨ kɨ dɔkagilo’gɨ pətɨ, kɨ kadɨ de ingə nya kɨ to si’ə sotɨ me’tɨ. Kadɨ in gəri lo kujɨ yətɨ ta kadɨ de’gɨ’tɨ kɨ uni me’de adi Kirisitɨ, el.
COL.4.7	Ngonnkon’m kɨ njendigɨ lə’m, Tisikɨ a el’se ta’gɨ pətɨ kɨ dɔ’m’tɨ adɨ oyi. Tisikɨ
COL.4.8	Nga ningə, m’ul’ə rɔ’se’tɨ be kadɨ adɨ’se poy’je adɨ oyi num, taa kadɨ ulə dingəm me’se’tɨ num tɔ. 
COL.4.9	Onejim
COL.4.10	Madɨ dangay lə’m Arisitarkɨ
COL.4.11	Jeju, kɨ isɨ ɓari’ə Jusitusɨ uwə ji’se tɔ. Mbunə Juwipɨ’gɨ’tɨ kɨ uni me’de adi Kirisitɨ kin, ingɨ kin par ə sii rai sə’m kulə kɨ ɔjɨ dɔ konɓe lə Luwə. Ingɨ kin ə in tɔgɨ’m kɨ ngayn. 
COL.4.12	Epapirasɨ
COL.4.13	M’mannajɨ lə Epapirasɨ tokɨ adɨ rɔ’ne kon ngayn tadɔ lə’se, tadɔ lə Njekawnan’gɨ kɨ Lawodise’tɨ num, taa nje kɨ Iyerapolisɨ’tɨ num tɔ. 
COL.4.14	Madɨ’je kɨ ngayn, Lukɨ, kɨ in nje ra de’gɨ monyi ingɨ kɨ Dəmasɨ uwəi ji’se tɔ
COL.4.15	Uwəi ji ngannkon’je’gɨ kɨ Lawodise’tɨ, nan’tɨ kɨ Nimpa ingɨ kɨ Njekawnan’gɨ me kəy’tɨ li’ə adi’je tɔ. 
COL.4.16	Lokɨ tudəi makitu kin ningə, uləi adi Njekawnan’gɨ kɨ Lawodise’tɨ kadɨ tudəi tɔ. Nga ningə in kɨ nje kɨ Lawodise’tɨ a uləi adi’se kin, in kaa tudəi tɔ. 
COL.4.17	Ningə kadɨ eli Arsipɨ
COL.4.18	Ta kuwəji kin in m’in Pol inɓe ə m’ndangɨ. Kadɨ me’se oy dɔ’m’tɨ el, tokɨ m’to dangay’tɨ ne. Kadɨ memajɨ lə Luwə in nan’tɨ sese. Ta goto nga!
1TH.1.1	M’in Pol, nan’tɨ kɨ Silasɨ ingɨ kɨ Timote
1TH.1.2	Jɨ ra oyo Luwə ta ta tadɔ lə’se pətɨ, lokɨ j’isɨ j’elta kɨ Luwə jɨ ɓar tɔ’se. 
1TH.1.3	Takum Luwə’tɨ kɨ Baw’je, me’je sii olo dɔ kunme’tɨ lə’se kɨ sii kum ba, kɨ ndiginan lə’se kɨ tingəbil, kɨ kuwətɔgiba me kindəmedɔ Burəɓe’tɨ lə’je Jeju Kirisitɨ
1TH.1.4	Tadɔ jɨ gər kadɨ Luwə mbətɨ’se, in ngannkon’je’gɨ kɨ ndigɨ’se. 
1TH.1.5	Tokɨ rɔta’tɨ, Poyta kɨ majɨ kɨ j’iləmbər’ə dann’se’tɨ, in me ta kɨ kel’tɨ par el, nan in kɨ tɔgɨ kɨ Ndil Luwə adɨ’je kɨ me kɨ tinyi katɨ kɨ uwə’je kɨ ta el. Ingɨ in gəri panjiyə’je kɨ jɨ njiyə’n dann’se’tɨ tadɔ majɨ lə’se kin ɓətɨ. 
1TH.1.6	Ningə ingɨ, ndaji’je j’in num, Burəɓe num nga, tadɔ taai ta lə Luwə kɨ rɔnel kɨ Ndil’ə adɨ’se, me kon’gɨ’tɨ kɨ ngayn nga
1TH.1.7	Lo kin’tɨ, in təli nyandajɨ tadɔ lə njekunme’gɨ kɨ dɔnangɨ Maseduwann’tɨ
1TH.1.8	Kah ta lə Burəɓe ɓar in rɔ’se’tɨ, te dɔnangɨ Maseduwann’tɨ kɨ dɔnangɨ Akay’tɨ par el, nan poy kun kɨ uni me’se adi Luwə kin sanan kɨ lo’gɨ pətɨ. Sanan sanan kɨ j’awi kɨ ndoo kadɨ j’elita’a ɓay taa el. 
1TH.1.9	De’gɨ kare kare elita kɨ dɔ’tɨ ɔjidɔ kuwə kɨ uwəi’je kɨ rɔ’se’tɨ, kɨ təl kɨ in təli gidɨ’se adi kagɨ yo’gɨ lə’se, ə tur kum’se dɔ Luwə’tɨ kɨ rɔta’tɨ, kɨ nje kisɨ kumngayira ba, kadɨ rai ɓər li’ə kin. 
1TH.1.10	Kadɨ rai ɓər li’ə, nginəi ngonn’o kɨ un’ə taa dann njekoy’gɨ’tɨ. Ngonn’o Jeju kɨ nje taa’je ta wongɨ’tɨ kɨ a re.
1TH.2.1	Ngannkon’m’gɨ, inɓe’gɨ in gəri majɨ kadɨ in kare kɨ ndangɨ ə j’awi’n rɔ’se’tɨ el. 
1TH.2.2	Taa in gəri majɨ ɓay tɔ kadɨ kete non kaw’je kɨ rɔ’se’tɨ, de’gɨ adi’je kon ge taji’je ge Pilipɨ’tɨ, nan be kaa Luwə adi’je tɔgɨ adɨ j’ilə’n’se mbər Poyta kɨ majɨ lə Luwə me rɔ’gɨ’tɨ kɨ ngayn
1TH.2.3	Tokɨ rɔta’tɨ, ta lə Luwə kɨ j’isi j’ilə’se mbər’ə, ngirə in dɔ nya kɨ go’tɨ el’tɨ el num, in dɔ row nyara’tɨ kɨ ar njay el’tɨ el num, taa jɨ sangɨ row kadɨ jɨ to de madɨ pe pe el num tɔ. 
1TH.2.4	Ningə in Luwə ə oo’je kadɨ j’asɨ, ə ulə kiləmbər Poyta kɨ majɨ ji’je’tɨ kadɨ j’ilə mbər’ə. Nga ningə, j’ilə mbər’ə kilə kɨ kadɨ jɨ nəl’n de el, nan kadɨ nəl Luwə kɨ nje k’oo ngarme de majɨ majɨ. 
1TH.2.5	Inɓe’gɨ in gəri majɨ kadɨ ndɔ kare j’eli’se ta kɨ jɨ to’n’se pe pe el jagɨ, ke jɨ to’se kɨ ta’gɨ kadɨ j’ingəi’n nya madɨ ji’se’tɨ el num tɔ. Lo kin’tɨ, Luwə asɨ kadɨ mannajɨ lə’je. 
1TH.2.6	Jɨ sangɨ kadɨ de pitɨ’je el. Jɨ sangɨ pitɨ lə’se el num, jɨ sangɨ pitɨ lə de’gɨ madɨ kɨ rangɨ el num tɔ. 
1TH.2.7	Ningə kɨ rɔta’tɨ, k’in’je njekawkulə’gɨ lə Kirisitɨ kin, asɨ kadɨ j’a j’ində’n tɔgɨ dɔ’se’tɨ, nan lokɨ j’in dann’se’tɨ, jɨ təl jɨ sɔl lɔm lɔm. Jɨ ra rɔ’je kon ngann’gɨ’tɨ kɨ sii indəi kum’de go ngann’de’gɨ’tɨ be. 
1TH.2.8	Jɨ ndigɨ’se ndigɨ kɨ j’isɨ’n dɔ nja’je’tɨ kadɨ j’adɨ’se Poyta kɨ majɨ lə Luwə par el, nan j’isɨ’n dɔ nja’je’tɨ kadɨ j’un rɔ’je inɓe j’adɨ’se. Ingɨ, in təli nya kɨ gat’a in ngayn kɨ rɔta’tɨ.
1TH.2.9	M’gər kadɨ ngannkon’gɨ, me’se a olo dɔ kon’tɨ kɨ j’ingəi me kulə kɨ ra’tɨ kɨ dɔ k’ɔr rɔgɨ’tɨ lə’je. Jɨ ra kulə kondɔ ge kada ge kadɨ jɨ təl nya k’ɔy dɔ de madɨ’tɨ dann’se’tɨ el. Jɨ ra be ə j’ilə’n’se mbər Poyta kɨ majɨ lə Luwə. 
1TH.2.10	Asi kadɨ in manyinajɨ lə’je, taa Luwə kaa asɨ kadɨ mannajɨ lə’je tɔ tokɨ, panjiyə’je kɨ rɔ’se ingɨ kɨ uni me’se adi Kirisitɨ, in panjiyə kɨ ar njay, in panjiyə kɨ dana, kɨ kanjɨ ta madɨ dɔ’tɨ. 
1TH.2.11	In gəri tokɨ ndɔkɨ, kare kare pətɨ, jɨ ra’se tokɨ baw ngann’gɨ a ra’n kɨ ngann’ne’gɨ be. 
1TH.2.12	Ndɔkɨ j’ulə dingəm me’se’tɨ, j’adɨ’se tɔgɨ, taa jɨ dəjɨ’se kɨ nja nan’tɨ nan’tɨ kadɨ panjiyə’se in panjiyə kɨ tɔjɨ kadɨ in de’gɨ lə Luwə. Luwə kɨ ɓar’se kadɨ indəi rɔ’se nan’tɨ sə’ne dɔ Konɓe’tɨ kɨ dɔ tɔɓar’tɨ lə’ne.
1TH.2.13	Ginn nya kɨ j’isɨ jɨ ra’n oyo Luwə kɨ ndɔ’gɨ ndɔ’gɨ ə to kin: lokɨ j’ilə’se mbər Poyta kɨ majɨ lə Luwə ə osɨ mbi’se’tɨ, taai ta kin to ta lə de par kare el, nan taai’ə tokɨ in ta lə Luwə tokɨ rɔta’tɨ. Ningə ta kin isɨ ra kulə me’se’tɨ ingɨ kɨ uni me’se adi Kirisitɨ. 
1TH.2.14	Ngannkon’m’gɨ, ingɨ uni dɔ nja *Njekawnan’gɨ lə Luwə, me tɔ Kirisitɨ Jeju’tɨ, kɨ sii Jude’tɨ. Ingɨ kaa ingəi kon ji ngannkon’se’gɨ’tɨ kɨ ɓekojɨ’se’tɨ, ko kon kɨ ingɨ ingəi ji Juwipɨ’gɨ’tɨ
1TH.2.15	*Juwipɨ’gɨ kɨ tɔli Burəɓe Jeju kɨ de’gɨ kɨ njekeltakita Luwə’tɨ, taa j’in k adi’je kon tɔ. Kulə ra’de nəl Luwə el, in njeban’gɨ lə de’gɨ pətɨ
1TH.2.16	Ɔgi’je kadɨ j’ilə mbər Poyta kɨ majɨ de’gɨ kɨ in Juwipɨ’gɨ el, kadɨ ingəi kajɨ. Rai be tɔli ta majel’gɨ lə’de kɨ rai kɨ dɔkagilo’gɨ pətɨ pətɨ. Nan ta tɔl ta’a’tɨ, wongɨ lə Luwə osɨ dɔ’de’tɨ.
1TH.2.17	Ngannkon’m’gɨ, kɨ ɔjidɔ’je, j’inyəi’se dɔkagilo kɨ nden be, ningə j’in sanyi sese, kum’je ə oo nan el, nan me’je in nan’tɨ. Jɨ sangɨ kɨ rɔ tinyi’je kadɨ jɨ təl j’oo’se, tadɔ j’aw kɨ ɓo’ə ngayn. 
1TH.2.18	In tadɔ kin ə, jɨ sangɨ kadɨ j’aw rɔ’se’tɨ, ningə m’in Pol inɓe kɨ dɔ’m, m’sangɨ row nja ngayn, nan *Satan ilə kagɨ non’je’tɨ. 
1TH.2.19	Nya kɨ in nyakindəmedɔtɨ lə’je, nya rɔnel lə’je, jɔgɨ kɔsigon kɨ j’a j’ində’n gu’je non Burəɓe Jeju’tɨ ndɔ re’ə’tɨ, in ingɨ kin. 
1TH.2.20	Tokɨ rɔta’tɨ, ingɨ in nya tɔɓar lə’je kɨ nya rɔnel lə’je.
1TH.3.1	J’asɨ kadɨ j’ore me’je, jɨ nginə bitɨ el, adɨ j’un ndu’je kadɨ j’isɨ kɨ kar’je ba Atenn’tɨ
1TH.3.2	ə j’ulə kɨ ngonnkon’je Timote, kɨ in madɨ kulə’je me kulə’tɨ lə Luwə, ɔjɨ’n dɔ kiləmbər Poyta kɨ majɨ lə Kirisitɨ, kadɨ adɨ’se tɔgɨ ə ulə dingəm me’se’tɨ me kunme’tɨ lə’se. 
1TH.3.3	In be kadɨ de madɨ dann’se’tɨ inyə rɔ’ne adɨ kon kɨ ngɔsine isɨ ingəi kin dum dɔ’a el. Tadɔ inɓe’gɨ in gəri majɨ kadɨ in nya kɨ sɔw dɔ’je kadɨ a ra’je. 
1TH.3.4	Dɔkagilo kɨ j’in sese ɓay, j’eli’se kete j’ene de’gɨ a indəi kum’je ndoo, ningə in nya kakin ə isɨ ra nya kin, adɨ in gəri majɨ. 
1TH.3.5	In tadɔ kin ə, tokɨ ka kɨ m’asɨ kadɨ m’ore me’m, m’nginə bitɨ el, m’ulə Timote kɨ rɔ’se’tɨ kadɨ dəjɨ ta dɔ kunme’tɨ lə’se oo. M’ɓol kadɨ Su, njenan de’gɨ, nan’se adɨ kulə lə’je təl nya kɨ kare rɔ’je’tɨ.
1TH.3.6	Ningə kɨ ngɔsine kin, Timote təl rɔ’se’tɨ re te rɔ’je’tɨ ne
