MAT.1.1	Yesu Kristu kaweriti mwiwuka gwa Dawudi na mwiwuka gwa Aburahamu. Ayi ndo walanga ya ukowu wakuwi,
HEB.13.9	Namdankwa aku na aku na mafunda gamonga ga shihenga. Iherepa kwa rohu zyetu kwanka ngangamalu kwa manemu, na kwa kujimira ndiri malagaliru ga shiboga, muntu yoseri yakagafatiti malagaliru aga gamtanga ndiri.
HEB.13.10	Twenga twana shitalawanda sha kutambikira sheni watambika wa lipamanda lya Wayawudi lya kuguwira wahera nzyumi zya kuliya vintu vyakuwi. 
HEB.13.11	Mtambika mkulu gwa Shiyawudi kajegaga mwazi gwa wankanyama Pahala Pananagala Nentu na kugulaviya tambiku ya kuwusiya vidoda, kumbiti vinofu vya wankanyama awa wavilunguziya kunja kukambi. 
HEB.13.12	Yesu vulaa katabikiti na kuhowa kunja kwa lushi, su kawapungi kwa mwazi gwakuwi mweni wantu yawatenditi vidoda. 
HEB.13.13	Su tumgenderi kunja kukambi na twakatabisiwi ntambu yakatabisiwitwi yomberi. 
HEB.13.14	Mana pasipanu twahera lushi lwa mashaka goseri, kumbiti twankulusakula lulii lwalwiza. 
HEB.13.15	Su kwa njira ya Yesu, tumlavilili Mlungu tambiku zya zyuma mashaka goseri. Visoweru avi vya uzyumi ndo malaviwu getu palii patulonga kuwera yomberi ndo Mtuwa. 
HEB.13.16	Namulyaluwa kutenda maheri na kulitanga, toziya azi ndo tambiku zyazimfiriziya Mlungu.
HEB.13.17	Mnami na kuwapikinira walongoziya wenu na kukola malagaliru gawu, womberi wankuzilolera rohu zya mwenga pota kutoka na hawalaviyi walanga ya utenderu wawu kulongolu kwa Mlungu. Handa pamuwapikanira hawatendi lihengu lyawu kwa nemeleru, handa ndala, hawawutendi kwa kwinginika, hangu hapeni iwatangi mwenga.
HEB.13.18	Mtuluwili, twana unakaka handa twanayu nfiru iherepa toziya tufira kulikala makaliru gaherepa muvitwatira vyoseri. 
HEB.13.19	Na neni nuwaluwa nentu munduwili su mbuyi kwa mwenga kanongola.
HEB.13.20	Su Mlungu gwa ponga yakamzyukisiyiti Mtuwa gwetu Yesu, Mlolera Mkulu gwa wakondolu toziya ya kwita mwazi gwakuwi gwa lipatanu lya mashaka goseri, 
HEB.13.21	kawatendi mkamali mukila shitwatira shiheri su mtendi mafiliru gakuwi na katutendi twenga ntambu yayimfiriziya mweni kwa njira ya Yesu Kristu, ukwisa uweri kwa yomberi mashaka goseri! Yina haa.
HEB.13.22	Walongu, nuwaluwa vinu mwanki kwa uhepelera shisoweru ashi sha kuwapanana moyu na alu ndo luhamba lufupi hera lyanuwalemberani. 
HEB.13.23	Nfira muvimani handa mlongu gwetu Timotewu wamvugulira kala. Handa pakasoka kanongola, hanizi pamuhera nayomberi kuwalola.
HEB.13.24	Muwalamsiyi walongoziya wenu woseri pamuhera na wantu woseri wa Mlungu! Walongu wa isi ya Italiya wawalamsiya.
HEB.13.25	Manemu ga Mlungu gaweri pamuhera na woseri mwenga.
JAS.1.1	Neni Yakobu, ntumintumi gwa Mlungu na gwa Mtuwa Yesu Kristu, nuwalembera mwenga makabila lilongu na mawili ga Israeli yagaweriti kila pahala pasipanu! Nuwalamsiya.
JAS.1.2	Walongu wangu, muliholi kuwera na nemeleru nakamu pampatwa na majeru ga ntambu yingiyingi, 
JAS.1.3	muvimana handa kujerwa kwa njimiru yenu hayiwapanani uhepelera. 
JAS.1.4	Muweri na unakaka kuwera uhepelera wenu hawumalili lihengu mngati mwenu, mpati kuwera teratera na wagangamala pota kupungukiwa shoseri. 
JAS.1.5	Kumbiti handa yumu gwenu kahera luhala, su kafiruwa kumluwa Mlungu, nayomberi hakamupanani, toziya Mlungu kawapanani woseri kwa uvuwa na kwa mawoku mawili. 
JAS.1.6	Kumbiti kafiluwa kuluwa kwa njimiru pota na shashatika. Muntu yakawera na shashatika ndo kawera gambira makupala ga mubahali, geni gasukumwa na kwaswakwaswa na lipuga. 
JAS.1.7	Su muntu yakawera na maholu gingi, nakalihola kuwera kapata shoseri shilii kulawa kwa Mtuwa. 
JAS.1.8	Toziya muntu yakawera na maholu gingi, kagalambuka galambuka munjira zyakuwi.
JAS.1.9	Mlongu yakawera muhushu, kafiruwa kunemelera kwa kukweniziwa kwakuwi, 
JAS.1.10	nayomberi mlunda kafiruwa kunemelera kwa kusulusiwa kwakuwi, toziya mlunda hakawuki gambira uluwa wa kuntundu. 
JAS.1.11	Mshenji gulawira na kwa livuki lyakuwi likalipa liyumiziya vimeru, na uluwa wakuwi utuluka na uherepa wakuwi woseri upera. Ntambu iraa ayi mlunda nayomberi akagamiziwi mumahengu gakuwi.
JAS.1.12	Mbaka muntu yakasigala mwaminika mumajeru, toziya pakahepelera, hakanki lijenjeri lyakuwi, ukomu ulii Mlungu wakawalagiliti walii yawamfira. 
JAS.1.13	Handa muntu pakajerwa nakalonga, “Njerwa na Mlungu!” Toziya Mlungu hapeni kajerwi na ukondola, ama hapeni kamujeri muntu yoseri. 
JAS.1.14	Kumbiti muntu kazyangalirwa pakanikwa na kugomuziwa na matamata zyakuwi zidoda. 
JAS.1.15	Shakapanu matamata payiwula ilera vidoda, na vidoda pavikamala vilera kuhowa.
JAS.1.16	Walongu wangu yanuwafira, muntu nakawapayira! 
JAS.1.17	Kila lifupu liherepa na lyalikamilika lilawa kumpindi kwa Mlungu Tati, yakanyawiti miweru yoseri yaiwera kulyera. Mlungu hapeni kagalambuki ama kuwera na ntambu ya kugalambuka. 
JAS.1.18	Kwa kufira kwakuwi mweni katupananiti ukomu kwa shisoweru shakuwi shanakaka, su tuweri gambira mabenu ga kwanja pakati pa viwumbi vyakuwi.
JAS.1.19	Walongu wangu yanuwafira, mushiholi shisoweru ashi, kila muntu kapikaniri kamkamu, kumbiti nakalopokera kulonga ama kukalala. 
JAS.1.20	Muntu yakawera na maya kaweza ndiri kutenda galii yagamfiriziya Mlungu yagawera ga nakaka. 
JAS.1.21	Hangu, muleki kutali vitwatira vyoseri vidoda na matendu madoda gavuwa gageneya, mumjimiri Mlungu na kwanka shisoweru shashiyalitwi mumyoyu mwenu, na shiweza kuwalopoziya.
JAS.1.22	Namulipayira mwaweni kwa kupikinira hera shisoweru sha Mlungu, su mtendi ntambu yashilonga. 
JAS.1.23	Toziya muntu yakapikanira hera shisoweru pota kutenda ntambu yashilonga, kalifana na muntu yakalilola sheni shakuwi mweni mushiloleru. 
JAS.1.24	Kalilolaga, shakapanu kagenda zyakuwi, na katepu kalyaluwa ntambu yakawera. 
JAS.1.25	Kumbiti muntu yakalilola weri lilagaliru teratera lyaliwapanana wantu ulekeru, na yakendereya kulikolera, na kulipikanira ndiri hera na shakapanu kulilyaluwa, kumbiti kalitenda nakamu, muntu ayu hakatekelerwi mukila shintu shakatenda. 
JAS.1.26	Handa muntu pakalishera kuwera yomberi ndo muntu gwa njira ya kumfata Mlungu, kumbiti kaweza ndiri kululewelera lulimi lwakuwi, su kalipayira mweni, na njira yakuwi ya kumfata Mlungu yahera mota.
JAS.1.27	Njira yaiherepa ya kumfata Mlungu na yahera likosa kulongolu kwa Mlungu Tati ndo ayi. Kuwatanga washiwa na wakenja mutabu zyawu, na kulilolera weri weni nawudodisiwa pasipanu.
JAS.2.1	Walongu wangu yamumjimira Mtuwa gwetu Yesu Kristu yakawera na ukwisa, namulanguziya ubagula kwa wantu. 
JAS.2.2	Tulongi muntu yumu mweni kavala peti zya zahabu na nguwu ziherepa kingira mukuliwona kwenu, na palaa palii kingira muntu muhushu yakavaliti nguwu zidoda, 
JAS.2.3	payiwera hammupanani ligoya nentu ulii yakavaliti nguwu zya kuherepa na kumgambira, “Gulivagi panu pahala paherepa,” na kumgambira muhushu ulii, “Gwenga, gugoloki kulii, ama gulivagi pasi.” 
JAS.2.4	Hashi, awu uwera ndiri ubagula pakati penu? Hashi, na utoza wenu hawulawirani ndiri mumaholu madoda?
JAS.2.5	Walongu wangu yanuwafira, mupikaniri! Mlungu kawasyagula wantu wahushu pasipanu su wapati kuwera walunda munjimiru na kwanka ufalumi Mlungu yakawalagiriti walii yawamfira. 
JAS.2.6	Kumbiti mwenga mwankuwabeza wantu wahushu! Hashi, walunda ndo walii ndiri yawawayonera na kuwajega kushyotera motu? 
JAS.2.7	Awa ndo walaa walii yawalihigilanga litawu lilii liherepa nentu lya Mtuwa ulii mwenga ndo wantu wakuwi.
JAS.2.8	Handa pamulitenda weri lilagaliru lilii lya shifalumi ntambu yailembitwi Mumalembu Mananagala, “Gumfiri muyagu ntambu yagulifira gumweni,” mwankutenda weri. 
JAS.2.9	Kumbiti pamuwabagula wantu, su mwankutenda vidoda, na lilagaliru lya Mlungu liwatoza kuwera mwenga mkosa. 
JAS.2.10	Muntu yakalilema lagaliru limu Mumalagaliru ga Mlungu, hakaweri na likosa lya kugalema Malagaliru goseri. 
JAS.2.11	Toziya ulii yakalongiti “Naguhumba,” kalongiti vulaa “Nagulaga.” Su ata paguhumba ndiri kumbiti gulaga, gwenga gugalema Malagaliru goseri ga Mlungu. 
JAS.2.12	Su mulongi na kutenda gambira wantu hawatozwi kwa malagaliru ga Mlungu yagajega ulekeru. 
JAS.2.13	Toziya Mlungu hapeni kaweri na lusungu pakamtoza muntu yakawera ndiri na lusungu. Kumbiti lusungu lwa Mlungu lukangi utoza.
JAS.2.14	Walongu wangu, kwana mota gaa handa muntu pakalonga kawera na njimiru kumbiti kalanguziya ndiri kwa matendu? Kujimira aku kuweza hashi kumlopoziya? 
JAS.2.15	Payiwera mlongu tunga mpalu ama mdala kahera nguwu ama shiboga, 
JAS.2.16	hayiwatangi shishi kuwagambira awa, “Mgendi kwa ponga mukayoteri motu na kwikuta,” pota kuwapanana nfiru zyawu zya makaliru? 
JAS.2.17	Ntambu iraa hayi, njimiru gweka yakuwi pota vitendu ifuwa.
JAS.2.18	Kumbiti muntu kaweza kulonga, “Muntu yumu kawera na njimiru na muntu gwingi kawera na matendu” Hanankuli, “Gunanguziyi vilii muntu ntambu yakaweza kuwera na njimiru pota na matendu. Neni hanukulanguziyi njimiru yangu kwa matendu.” 
JAS.2.19	Hashi, gwenga gujimira kuwera kwana Mlungu yumu? Teratera! Kumbiti ata washamshera wajimira ali, na kulendemera kwa lyoga. 
JAS.2.20	Mzigizigi gwenga! Hashi, gufira kulanguziwa kuwera njimiru pota matendu ihowa? 
JAS.2.21	Hashi, Aburahamu mbuyi gwetu kapata hashi kujimirwa kuwera mkamilika kulongolu kwa Mlungu? Kwa matendu gakuwi, shipindi pakamlaviyiti tambiku Isaka mwana gwakuwi pashitalawanda sha kutambikira. 
JAS.2.22	Guwona kuwera njimiru yakuwi matendu gakuwi gatendikiti pamuhera, na njimiru yakuwi iweriti teratera kwa shilii shakatenditi. 
JAS.2.23	Na Malembu Mananagala gatimiya ntambu yagalonga, “Aburahamu kamjimiriti Mlungu, su kwa njimiru yakuwi yomberi kajimiritwi kuwera muheri kulongolu kwa Mlungu,” na Aburahamu kashemitwi ganja gwa Mlungu. 
JAS.2.24	Su mwona kuwera muntu kajimirwa ndiri kuwera mkamilika kulongolu kwa Mlungu kwa njimiru yakuwi hera kumbiti kwa matendu gakuwi.
JAS.2.25	Ntambu iraa ilii, kwa ulii mndiyandiya Rahabu, yomberi kajimiritwi na Mlungu kuwera mkamilika toziya yomberi kawashemiriti walolalola na kuwatanga wagendi zyawu kwa kupitira njira imonga.
JAS.2.26	Su, handa vilii nshimba pota rohu ihowa, ntambu iraa ilii njimiru pota matendu ifuwa.
JAS.3.1	Walongu wangu, pakati penu namuwera wafunda wavuwa, toziya muvimana kuwera twenga wafunda hatupati utoza mkulu nentu kuliku wantu wamonga. 
JAS.3.2	Twenga twawoseri tulikwala muvitwatira vivuwa. Handa muntu yoseri kakosa ndiri nakamu muvisoweru vyakalonga, yomberi ndo muntu mkamilika na kaweza kuyilongoziya nshimba yakuwi yoseri. 
JAS.3.3	Twenga tumtulira falasi mumlomu mwakuwi ngoyi zya kumlonguziya su katujimiri, na kwa njira ayi tuweza kumlonguziya kwoseri kwatufira. 
JAS.3.4	Mtumbwi mkulu nentu yagushemwa meli, tembera ndo mkulu nentu, guweza kugalambuziwa kwa nkafi ndidini, na igenda kwoseri mlongoziya kwakafira. 
JAS.3.5	Ntambu iraa ayi, lulimi tembera luwera shiwungiru shididini sha nshimba, lulitumbira makulu nentu. Motu mdidini guweza kulunguziya lidowi likulu. 
JAS.3.6	Na lulimi lulifana na motu. Lulimi luwera shipandi shimu sha makondola ga ntambu yoseri pakati pa viwungiru vya nshimba. Iumemiziya nshimba yoseri na luyaka motu yagulawa mumotu gwa Jehanamu. 
JAS.3.7	Muntu kaweza kufuga na kafuga kala viwumbi vya ntambu zoseri, wankanyama wa lidowi na wampongu na wanjoka na viwumbi vya kubahali. 
JAS.3.8	Kumbiti kwahera muntu yakaweza kulukolamlima lulimi lyalulifana na nkanyama. Lulimi luwera shintu shidoda, hapeni gulukolimlima na lumema usungu wawulaga. 
JAS.3.9	Kwa lulimi twenga tulonga mayagashii kwa Mtuwa na Tati gwetu. Kwa lulimi lulaa alu twawapangira wantu, wantu yawaumbwa kwa ntambu ya Mlungu. 
JAS.3.10	Visoweru vya kupetera mashi na vya kulapira vilawa mumlomu gumu. Walongu wangu vitwatira avi vifiruwa ndiri kuwera hangu. 
JAS.3.11	Hashi, mbwiru yimu iweza kulaviya mashi ganoga na mashi ga munu pamuhera? 
JAS.3.12	Walongu wangu, mtera gwa mkuyu guweza kulera embi? Ama, mwembi guweza kulera kuyu? Ndala, mbwiru ya mashi ga munu gaweza ndiri kulaviya mashi ganoga.
JAS.3.13	Hashi, ndo gaa yakawera na luhala na mahala pakati pamwenga? Su kalanguziyi shitwatira ashi kwa mgenderanu gwakuwi guherepa na kwa matendu gakuwi maheri yagatendeka kwa unanaga na luhala. 
JAS.3.14	Kumbiti payiwera myoyu yenu imema weya wawuhanganyika na utama na shuki na kulifira mweni, su namulizyuma na kugalambula unakaka kuwera upayira. 
JAS.3.15	Mahala ga tambu ayi galawa ndiri kumpindi, mahala aga ndo ga pasipanu, na ga shinshimba, kayi ndo ga shishetani. 
JAS.3.16	Toziya poseri papawera na weya na kulifira mweni, panu pawera na ndewu na kila ntambu zya ukondola. 
JAS.3.17	Kumbiti luhala lwalulawa kumpindi kwa Mlungu, kwanja ndo luherepa na lufira ponga na unanaga na upikinira na lumema lusungu na lulera mabwajubwaju ga matendu gaherepa na lwahera ubagula ama ufyangu. 
JAS.3.18	Vitwatira vyavimfiriziya Mlungu vilawirana na mbeyu zyaziyalitwi muponga, zyaziyalitwi na wantu yawajega ponga.
JAS.4.1	Ngondu na makomangu pakati pa mwenga vilawa koshi? Vilawa mumatamata zyenu zidoda zyazilikomanga kila mala munshimba mwenu. 
JAS.4.2	Mfira vintu kumbiti muvipata ndiri, su mwa kala kulaga, mfira nentu kupata vintu kumbiti muvipata ndiri. Su mwankulitenderana ngondu na kulikomanga. Mpata ndiri shilii shamfira toziya mushiluwa ndiri kwa Mlungu. 
JAS.4.3	Na pamluwa mpata ndiri toziya mluwa kwa nfiru idoda, mluwa su mpati kufiriziya matamata zyenu. 
JAS.4.4	Mwenga wantu yamuwera ndiri waminika, hashi, muvimana ndiri kuwera ganja gwa pasipanu ndo kuwera mngondu gwa Mlungu? Yoseri yakafira kuwera ganja gwa vitwatira vya pasipanu kalitenda kuwera mngondu gwa Mlungu. 
JAS.4.5	Ama namulihola kuwera Malembu Mananagala gahera unakaka pagalonga, “Rohu ulii Mlungu yakamtula mngati mwetu kawera na weya ng'anji.” 
JAS.4.6	Kumbiti manemu gatupananwa na Mlungu gawera na makakala nentu, ntambu yagalonga Malembu Mananagala, “Mlungu kawasinga wantu yawawera na malingisi kumbiti kawalanguziya manemu wantu yawawera wananaga.”
JAS.4.7	Su mumjimiri Mlungu, mumsingi Shetani, nayomberi hakawatiri. 
JAS.4.8	Mumsegeleri Mlungu, nayomberi hakawasegeleri mwenga. Mguluri mawoku genu mwenga yamutenda vidoda! Muyipungi myoyu yenu mwenga wafyangu! 
JAS.4.9	Muweri na hinginiku, mlili na kudaya. Kuseka kwa mwenga kuweri kulila, na nemeleru ya mwenga iweri hinginiku. 
JAS.4.10	Mulinanagaziyi kulongolu kwa Mtuwa, nayomberi hakawanyasuli.
JAS.4.11	Walongu, namulitakulirana madoda maweni kwa mwenga. Yakamtakulira madoda mlongu gwakuwi ama kumtoza, muntu ayu kalitakulira madoda na kulitoza Lilagaliru lya Mlungu. Pagulitoza Lilagaliru lya Mlungu, su gwenga gulijimira ndiri Lilagaliru lya Mlungu kumbiti gulitoza. 
JAS.4.12	Mlungu gweka yakuwi ndo yakatula Lilagaliru na kutoza. Ndo gweka yakuwi hera yakaweza kulopoziya na kwagamiziya. Su gwenga gwa gaa ata gumtozi muyagu?
JAS.4.13	Su vinu mpikaniri mwenga yamlonga, “Leru ama shirawu hatugendi mulushi tunga na kulikala aku kwa shipindi sha shinja shoseri, hatuwuzi vintu na kupata mota.” 
JAS.4.14	Mwenga muvimana ndiri ata makaliru genu ntambu hagaweri shirawu! Mwenga mulifana na lifukafuka lyalilawira kwa shipindi shididini hera na kuwuka kayi. 
JAS.4.15	Ira memfiriziwi kulonga, “Mtuwa pakafira hatulikali na kutenda ashi ama shilii.” 
JAS.4.16	Kumbiti vinu mwankulidumba na kulitumba, matumbiru ga ntambu yoseri ayi ndo madoda.
JAS.4.17	Su muntu yakamana kutenda maheri na pakaleka kutenda, kankutenda vidoda.
JAS.5.1	Su vinu mpikaniri mwenga walunda! Mulili na kudaya toziya ya ntabiku yayifira kuwapata. 
JAS.5.2	Lunda zyenu ziwola, na nguwu zya zyenu waziliya wameyi. 
JAS.5.3	Zahabu zyenu na mpiya ziwera kutu, na kutu ayi hayiwapitauliri, na yeni hayilii nshimba zyenu gambira motu. Mwenga mlimatira lunda mumashaka aga ga upeleru! 
JAS.5.4	Msinda kuwalipa shibena mgongu yawatenda mahengu mumalambu genu. Mpikaniri malalamiku gawu! Kulila kwa awa yawabena malambu kusoka mumakutu ga Mtuwa yakawera na uwezu. 
JAS.5.5	Mulikala pasipanu mumakaliru ga kulinemeliziya na ga anasa. Mulinenepeziya kala maweni kwa lishaka lya kulikitulwa. 
JAS.5.6	Muwatoziti wantu yawamfiriziya Mlungu na kuwalaga, womberi wawabeleriti ndiri mwenga!
JAS.5.7	Su walongu wangu, muhepeleri mpaka Mtuwa pakiza. Muloli yakalima ntambu yakahepelera kwa kuhepera vimeru vyakuwi vilaviyi mabenu gagafiruwa nentu. Yomberi kahepelera kwa kuhepera kwanjira vula zya kuyalira mpaka vula zya upeleru. 
JAS.5.8	Namwenga vulaa mfiruwa kuhepelera, mgoloki weri munjimiru yenu toziya lishaka lya kusoka kwakuwi Mtuwa lyapakwegera.
JAS.5.9	Walongu wangu, namuhinginika maweni gweka namwiza kutozwa na Mlungu. Yomberi ndo mtoza yakapakwegera, kapamlayangu. 
JAS.5.10	Walongu wangu, pamufira kuwona uhepelera ntambu yawuwera muntabika, muliholi wambuyi wa Mlungu, watakuliti kwa uwezu wa Mtuwa. 
JAS.5.11	Tuwashema womberi mbaka toziya wahepeleriti. Mpikaniriti visoweru vya uhepelera wa Ayubu, na muvimana ntambu Mtuwa yakamtenderiti muupeleru. Toziya Mtuwa kamema lusungu na manemu.
JAS.5.12	Walongu wangu, pa goseri aga namulirapa kumpindi ama kwa pasipanu ama kwa shintu shimonga shoseri. Mlongi “Yina” pamfira kulonga yina na “Ndala” pamfira kulonga ndala, su hapeni mtozwi na Mlungu.
JAS.5.13	Hashi, kwana muntu yoseri pakati penu yakawera na ntabiku? Kafiruwa kamluwi Mlungu. Ama kwana muntu yakawera na nemeleru? Kimbi lwimbu lwa uzyumi. 
JAS.5.14	Hashi, kwana mlweri pakati pamwenga? Kafiruwa kawashemi wazewi wa shipinga sha wantu yawamjimira Yesu, nawomberi hawamluwiri kwa Mlungu na kumswaga lipaki kwa litawu lya Mtuwa. 
JAS.5.15	Nawomberi pawaluwa kwa njimiru, mlweri ulii hakaponi, toziya Mtuwa hakamuwuziliri ukomu wakuwi. Na handa kaweriti katenditi vidoda vyoseri vilii, hakalekiziwi. 
JAS.5.16	Su muligambiri kuleka vidoda vyamtenditi maweni gweka na muliluwili kwa Mlungu maweni gweka su mpati kuponiziwa. Maluwa ga muntu muheri, gawera na makakala ga kutenda mavuwa. 
JAS.5.17	Eliya kaweriti muntu gambira twenga. Yomberi kaluwiti kwa kugangamala vula nayitowa, na vula itowiti ndiri paisi kwa shipindi sha vinja vitatu na nusu. 
JAS.5.18	Shakapanu kaluwiti kayi na mpindi itowiti vula na isi imeriziya viboga vyakuwi.
JAS.5.19	Walongu wangu, muntu yumu penu pakagamira kutali na unakaka, na muntu gwingi pakamwuziya, 
JAS.5.20	muvimani kuwera ulii yakamwuziya muntu yakawera na vidoda kulawa munjira ya upotuziya, hakailopoziyi rohu ya muntu ulii kulawa mukuhowa na vidoda vivuwa havilekiziwi na Mungu.
1PE.1.1	Neni Peteru, ntumintumi gwa Yesu Kristu, nankuwalembera mwenga wantu yawasyagulitwi na Mlungu Tati, wantu yampalanganyikiti na kulikala gambira watugira isi aku Pontu na Galatiya na Kapadokiya na Asiya na Bituniya. 
1PE.1.2	Mlungu Tati kawasyaguliti mwenga kulawirana na ntambu yakafira mweni, na mpungwa kwa Rohu, mpati kumjimira Yesu Kristu na kumishirwa kwa mwazi gwakuwi.
1PE.1.2	Manemu na ponga gavuwa gaweri pamuhera na mwenga.
1PE.1.3	Tumkwisi Mlungu na Tati gwa Mtuwa gwetu Yesu Kristu! Kwa lusungu lwakuwi likulu katupanana twenga ukomu wa syayi kwa kumzyukisiya Yesu Kristu. Katupanana litumbiru lyanakaka, 
1PE.1.4	su twankulolera uhala wa matekeleru ga Mlungu, matekeleru yagawola ndiri na yagahera uhakata na galii yaganyala ndiri. Mlungu kawatulira kumpindi matekeleru aga. 
1PE.1.5	Na mwenga mlolerwa weri na makakala ga Mlungu kwa njira ya njimiru toziya ya ulopoziya yauwera kala kugubutulwa mumashaka ga upeleru.
1PE.1.6	Munemeleri mushitwatira ashi, paiwera vinu kwa shipindi shididini hamfiruwi kuhinginiki toziya ya majeru ga ntambu yingiyingi yamtabika. 
1PE.1.7	Majeru aga lengu lyakuwi ndo kulanguziya nakaka njimiru yenu, yaiwera na mana nentu kuliku zahabu yeni tembera ata payiwora ijerisiwa kwa motu. Toziya ayi mwenga hampati uzyumi na ligoya na ukwisa, lishaka lilii Yesu Kristu pakagubutulwa. 
1PE.1.8	Mwenga mwankumfira yomberi tembera mumwoniti ndiri, na mumjimira tembera mumwona ndiri vinu. Su munemelera kwa ukwisa yawutakulika ndiri, 
1PE.1.9	toziya mwankuwanka ulopoziya wa rohu zyenu, wawuwera lengu lya njimiru yenu.
1PE.1.10	Wambuyi wa Mlungu yawatungiti kuusu manemu geni hagaweri ga nakaka kwa mwenga, wasakuliti na kukosiya kosiya kuusu ulopoziya awu, 
1PE.1.11	womberi wafiriti kushimana shipindi na ntambu yashiwera, shipindi pakatakuliti Rohu gwa Kristu yakaweriti mngati mwawu, pakatunga kuusu ntabika hayimpati Kristu na ukwisa yawuwiza. 
1PE.1.12	Mlungu kawagubuturiti wambuyi wakuwi kuwera ujumbi ulii yawaubweriti, walibweleriti ndiri weni kumbiti wawabweleriti mwenga Shisoweru Shiwagira kwa makakala ga Rohu Mnanagala yakatumitwi kulawa kumpindi kwa Mlungu, lihengu ali liwera ndiri na mota yawu weni kumbiti kwajili ya mwenga. Ata wantumintumi wa kumpindi mewafiri kuvimana vitwatira avi.
1PE.1.13	Su muweri kala nakamu na kulikala masu. Mlituli litumbiru lyenu lyoseri mumanemu galii hampananwi shipindi Yesu Kristu pakagubutulwa. 
1PE.1.14	Gambira wana wa Mlungu yawajimira, namujimira nakamu kufata kayi matamata zidoda zyamuweriti nazu pamuwumaniti ndiri unakaka wa Mlungu. 
1PE.1.15	Kumbiti yomberi yakawashemiti ndo mnanagala, su mwenga muweri wananagala muvyoseri vyamutenda. 
1PE.1.16	Toziya Malembu Mananagala galembwa, “Muweri wananagala toziya neni ndo mnanagala.”
1PE.1.17	Pamumkanda Mlungu, mwenga mumshema Tati. Su muvimani kuwera yomberi kamtoza kila yumu kulawirana na matendu gakuwi pota kubagula, mwendereyi kumjimira Mlungu pamulikala gambira wahenga pasipanu. 
1PE.1.18	Toziya muvimana kuwera mwenga mlopoziwitwi mumgenderanu gwenu yagufaa ndiri yagumuwankiti kulawa kwa wazewi wenu. Kumbiti mlopoziwiti ndiri kwa vintu vyaviharabika, kwa mpiya ama zahabu, 
