MAT.1.1	Ini se guhud te kepuun ni Hisu Kristu, kevuwaran ni David wey kevuwaran dema ni Abraham.
REV.4.5	Ne egkesuvid ke kilat diyà te ebpinuuwan din te edatù ne ruen nerineg ku ne eduruhung wey ebpemberansì. Ruen pitu ne sulù ne egkeregreg diyà te etuvangan te ebpinuuwan din, ne ini ke tuus te ruen pitu ne ralan te kebpekita dut te Kedesenan ne Ebpetuntul te Menusiyà te gehem din. 
REV.4.6	Ne ruen dema nekita ku diyà te etuvangan te ebpinuuwan din ne iring te meluag ne rahat ne metmetingew iring te pehelungan.
REV.4.6	Ne ruen dema epat ne nelimbag din ne ed-itindeg diyà te epat ne pediyulu dut te ebpinuuwan din. Ne neeneb ke lawa ran te mata kayi te sineruwan wey riyà te peka ran. 
REV.4.7	Ruen seveka ketà te nelimbag ne iring te paras te erimaung, ne ke ikeruwa ne iring te paras te nati ne sapì, ne ke iketelu ne iring te paras te etew, ne ke ikeepat ne iring te paras te banug ne edlayang. 
REV.4.8	Ne uman seveka ketà te epat ne nelimbag ne ruen enem ne pakpak din. Ne neeneb te mata ini se lawa ran misan kayi te diralem te pakpak dan. Merukilem meandew ne iyan dan ebpulungan ne egkekanta. Ke se bayuk dan te,
REV.4.8	“Metmetidtu nevenar ini se ed-ul-ulaan te Eleteala.
REV.4.8	Ne sikandin ke Kerenan ne ebayàbayà te langun.
REV.4.8	Dengan dà sikandin,
REV.4.8	ne kemulu pà sikandin guntaani wey taman te taman.”
REV.4.9	Ini se bayuk dut te kanta kayi te epat ne nelimbag ne edeyù wey ebpeselematan dan arà se ebpinuu diyà te ebpinuuwan din te kedatù, arà se warà kemetayen din. Ne ketà te kegkanta ran, 
REV.4.10	ne edlumpeng dema ini se deruwa nepulù wey epat ne pekilukesen diyà te etuvangan dut te ebpinuu ne edatù se ebpengarap kandin arà se warà kemetayen din. Ne inrenà dan ke seluluy ran ne bulawan diyà te etuvangan te ebpinuuwan din se egkahi te,
REV.4.11	“Na, ke Kerenan dey ne Eleteala, mepmepurù ka,
REV.4.11	tembù be edeyuen ka wey egkeedatan,
REV.4.11	su ke gehem nu ne dekdekelà.
REV.4.11	Su sikuna se midlimbag dut te langun taman,
REV.4.11	uya, nebiviyag dan su sabap dut te kiyug nu.”
REV.5.1	Ketà ne nekita ku te ruen migeweran dut te ebpinuu riyà te ebpinuuwan din te edatù. Ne riyà te kewanan ne belad din ne ingawed din te midlulun ne kelatas ne ruen insurat ketà te idsengeriveluyà, ne ruen pitu ne tuus ne impereket dutun su apey kenà egkeverat. 
REV.5.2	Ne nekita ku ne ruen mevaher ne suluhuen te Eleteala ketà ne mibpekerahing te suwara rin se egkahi te, “Engkey se egkepakey ne id-awà din ini se tuus su eberaten din?” 
REV.5.3	Mibpemengà dan diyà te langit, kayi te ampew te dunya, wey diyà te insekednar, ne warà netuen dan ne egpekegaga te id-awà din arà se pitu ne tuus su apey egkeverat wey ebpekevasa ketà. 
REV.5.4	Tembù be nekesinehew a su warà netuen dan ne ebpekegaga ne ebekar dut te kelatas su apey ebpekevasa ketà. 
REV.5.5	Ketà ne ruen seveka rut te deruwa nepulù wey epat ne pekilukesen ne midlalag kayi te kediey se egkahi te, “Kenà ka edsinehew, su ini se ed-ingaranan te Erimaung ne si Hisu Kristu su ke baher din ne dekelà, ne sikandin ke inenakan dut te bansa ne Huda wey ke inenakan ni David dengan. Ne sikandin ke neketalew en ki Setanas ke datù te pekaid, tembù be sikandin se ebpekegaga ne ed-awà dut te pitu ne tuus wey ebekar kayi te kelatas ne midlulun.”
REV.5.6	Ketà ne ruen nekita ku ne iring te Nati te Bilibili ne ed-itindeg diyà te luuk dut te ebpinuuwan te edatù wey ke epat ne nelimbag wey ke deruwa nepulù wey epat ne pekilukesen. Arà se Nati te Bilibili ne iring te nekepevaya en te minatey su ruen menge tulak dut te palì din te kineimetayi kandin. Ruen pitu ne sidung wey pitu ne mata rin ne tuus dut te pitu ne ralan ne ibpekita rut te Kedesenan ne Ebpetuntul te Menusiyà ke gehem ne idsuhù din diyà te lusud te ampew te dunya. 
REV.5.7	Ne ketà ne mid-uvey ke Nati te Bilibili diyà te ebpinuuwan dut te edatù, ne migkuwa rin ke kelatas ne midlulun ne migeweran te kewanan ne belad dut te ebpinuu te ebpinuuwan te edatù. 
REV.5.8	Guna su egkuan din en, ne midlumpeng en ini se epat ne nelimbag wey ke deruwa nepulù wey epat ne pekilukesen diyà te etuvangan din su ebpengarap te sikandin ke Nati te Bilibili. Ne uman seveka rut te pekilukesen ne ruen kandin ne egkeviten ne ed-ingaranan te harpa, ne ruen dema migeweran dan ne lediyà ne bulawan ne nepenù te rukut ne edtutungen su ke evel ne ed-itindeg ketà ne arà ke iring te kebpengeningeni rut te menge sakup te Eleteala. 
REV.5.9	Ne migkanta ran te behu pà ne kanta, ke se bayuk dan te,
REV.5.9	“Sikuna rà ke ebpekegaga ne ebpekekuwa te midlulun ne kelatas
REV.5.9	ne ebpekeawà dut te menge tuus ne impereket ketà.
REV.5.9	Su mid-imetayan ka rengan
REV.5.9	ne sabap dut te kedtudà te lengesa nu
REV.5.9	ketà te kineimetayi keykew,
REV.5.9	ne mid-awun nu ke menge etew
REV.5.9	ne meraat se ed-ul-ulaan din
REV.5.9	dut te langun ne menge inged, bansa wey kinehiyan
REV.5.9	su apey sikandan ne egkevaluy ne sakup te Eleteala.
REV.5.10	Ne in-amung nu sikandan dut te menge etew ne edetuan nu
REV.5.10	ne in-amung nu rema sikandan ne menge terebpelengesa
REV.5.10	ne egelevek dut te egkiyuhan te Eleteala,
REV.5.10	ne ebperetuen nu sikandan kayi te ampew te dunya.”
REV.5.11	Ketà ne midtengteng a ne ruen menge suluhuen te Eleteala ne nekita ku wey nerineg ku ne egkanta. Egngivuwan dan ne nekelingut se ed-itindeg ketà te ebpinuu te ebpinuuwan te edatù, ke epat ne nelimbag wey ke deruwa nepulù wey epat ne pekilukesen. 
REV.5.12	Ne mibmerahing ke suwara ran se egkanta te,
REV.5.12	“Ini se ed-ingaranan te Nati te Bilibili ne mid-imetayan dan,
REV.5.12	sikandin ke dait ne ebpengerapan,
REV.5.12	ne sikandin ke ed-edatan tew wey edeyuen.
REV.5.12	Su ke gehem din ne mevaher,
REV.5.12	ne warà tedtab dut te kekewesai rin,
REV.5.12	ke itungan din ne metampas,
REV.5.12	ne edatù sikandin te langun.”
REV.5.13	Ketà ne nerineg ku ke kegkanta rut te langun ne ed-ubpà diyà te langit, langun ne ed-ubpà kayi te ampew te dunya, langun ne riyà te insekednar wey langun ne ed-ubpà diyà te rahat. Langun ne nelimbag te Eleteala kayi te linengkevan ne migkanta te,
REV.5.13	“Edeyuen tew ini se ebpinuu kayi te ebpinuuwan te edatù,
REV.5.13	wey edeyuen rema ini se Nati te Bilibili.
REV.5.13	Ed-edatan tew sikandan
REV.5.13	ne ibpepurù tew sikandan taman te taman,
REV.5.13	su sikandan dà ke warà ebpekerepeng te gehem din.”
REV.5.14	Ne dutun migkahi ke epat ne nelimbag te, “Egketuman ini.” Ne midlumpeng ke deruwa nepulù wey epat ne pekilukesen ne mibpengarap kandan.
REV.6.1	Rutun ne nekita ku ne in-awà dut te Nati te Bilibili ke ikeseveka ne tuus ne impereket dut te midlulun ne kelatas, ne nerineg ku ke lalag dut te seveka dut te epat ne nelimbag. Merahing se kedlalag din su iring te dahing te eduruhung ne migkahi te, “Gaangaan ka kayi.” 
REV.6.2	Ne nekita ku te ruen meputì ne kudà ne migemew ne ini se ed-untud dutun ne migawed te panà. Ne ruen mibehey kandin te seluluy ne impeipanew rin en su ebpekibunù dut te menge kunterà din diyà te ampew te dunya ne edtavan sikandin.
REV.6.3	Ketà ne in-awà kayi te Nati te Bilibili ke ikeruwa ne tuus ne impereket dut te midlulun ne kelatas, ne nerineg ku ke lalag dut te ikeruwa kayiteepatnenelimbagseegkahite, “Gaangaan ka kayi.” 
REV.6.4	Ne ruen migemew maa ne kudà ne merihà. Ne ini se ed-untud dutun ne insuhù kandin te ebpekevaal te kebunuey diyà te ampew te dunya su apey ebpemekebpetayà ke menge menusiyà. Ne imbehey kandin ke kempilan.
REV.6.5	Ketà ne in-awà dut te Nati te Bilibili ke iketelu ne tuus ne impereket dut te midlulun ne kelatas. Ne nerineg ku ke lalag dut te iketelu kayi te epat ne nelimbag se egkahi te, “Gaangaan ka kayi.” Ne nekita ku ne ruen migemew maa ne kudà ne meitem, ne ini se ed-untud ketà ne ruen timbangan ne ed-ewiten din. 
REV.6.6	Ne ruen iring te suwara ne nerineg ku ne riyà ebpuun te epat ne nelimbag se migkahi te, “Tengà dà te gentangan ne bahas se egkepemasa dut te idsukey te senge hewii, ne senge hantang wey tengà dà ne ginaling se egkepemasa dut te idsukey te senge hewii. Ugaid ne kenà niyu ipeiseg ke elehà dut te lana wey vinu.”
REV.6.7	Ketà ne in-awà dut te Nati te Bilibili ke ikeepat ne tuus ne impereket dut te midlulun ne kelatas. Ne nerineg ku ke lalag dut te ikeepat kayi te epat ne nelimbag se egkahi te, “Gaangaan ka kayi.” 
REV.6.8	Na nekita ku ne ruen migemew maa ne kudà ne meputìputì. Ini se ed-untud ketà ne ed-ingaranan ki Kemetayen, ne si Iveyaan se ngaran dut te edtundag kandin. Ne imbehey kandan te kebayàbayà te kebpengimatey te ikeepat ne vaad dut te langun ne menusiyà. Ebpengimatey ran ibpepevayà te kebunuey, bitil, daru wey menge leew ne binatang.
REV.6.9	Ketà ne in-awà dut te Nati te Bilibili ke ikelima ne tuus ne impereket dut te midlulun ne kelatas, ne iyan ku nekita ke ebpelengesaan te menge binatang ne ibehey ran diyà te Eleteala ne riyà te siyung ne ruen menge gimukud dut te langun ne menge etew ne mid-imetayan su sabap dut te kebpesabut dan te Lalag te Eleteala wey atag dut te kebpemenudtul dan te lalag din. 
REV.6.10	Ne mibpemensag dan langun se egkahi te, “Sikuna rà ke Kerenan ne dekdekelà se gehem din, ne langun ne ed-ul-ulaan nu ne metidtu ne egkeserihan ka. Engkey se keuhet din se kedtahad dey te kedsulì nu te menge etew kayi te dunya atag dut te ked-imatey ran kenami? Keenu nu edusaa sikandan te ked-imetayi ran kenami?” 
REV.6.11	Ne ketà ne mibehayan dan te meputì ne belegkas ke uman seveka kandan, ne midlalag ke Kerenan kandan te medtehad dan pà te mehaan taman te egkepatey ke menge ruma ran te eduma te Eleteala iring dut te ked-imetayi kandan.
REV.6.12	Ne nekita ku ne in-awà dut te Nati te Bilibili ke ikeenem ne tuus ne impereket dut te midlulun ne kelatas. Ne netekew ne midlinug te mevaher, ne mibmeitem ke andew iring dut te saput ne meitem, ne mibmerihà ke bulan iring te lengesa. 
REV.6.13	Ne langun ne bituen diyà te langit ne nengeulug kayi te ampew te dunya iring dut te menguwed pà ne bahas te kayu ne igira su nesuhat te mevandes ne keramag. 
REV.6.14	Ne neawà ke langit iring dut te kelatas ne midlulun, ne langun ne menge buvungan wey menge punul ne neawà diyà te netehuan din. 
REV.6.15	Ne dutun ne langun ne menge etew kayi te ampew te dunya ne neandek piya ke edatù, ne ke ruma pà ne egkamal, ke egkeunutan te menge sundaru, ke kewasa ne menge etew, ke menge etew ne ruen gaga rin wey langun ne menge uripen etawa kenà ne mid-eles dan diyà te menge surung wey diyà te menge ringkab diyà te buvungan. 
REV.6.16	Ne migkehiyan dan ke menge buvungan wey ke menge rekelà ne batu te, “Ketempahi key en ne buvungan ne kevunbuni key en su apey key kenà egkekita rut te Eleteala ne ebpinuu ne edatù wey kenà key en meumai rut te kedusa te Nati te Bilibili. 
REV.6.17	Su neuma en ke hewii ne kedusa ran keytew ne warà en iya ebpekeliyu ketà.”
REV.7.1	Neipus arà ne ruen nekita ku ne epat ne suluhuen te Eleteala ne ed-itindeg dut te epat ne pediyulu kayi te ampew te dunya, ne mibangen dan ke epat ne keramag su apey kenà edsamber kayi te tanà, rahat wey menge kayu. 
REV.7.2	Ne ruen ruma pà ne suluhuen te Eleteala ne nekita ku ne migemew riyà te edsilaan ne mid-ewit te tumbuk te Eleteala ne warà kemetayen din. Ne mibmerahing se kegkahi rin dut te epat ne suluhuen ne mibehayan te Eleteala te gehem te edereetan ke tanà wey rahat. 
REV.7.3	Migkahi rin kandan te, “Kenà niyu pà dereeti ini se tanà, rahat wey menge kayu taman te kenà dey pà egketiyapan ke menge buked dut te langun ne menge etew ne eduma te Eleteala tew. 
REV.7.4	Dutun ne nerineg ku ke kerakel te menge etew ne netiyapan te buked dan ne mehatus wey epat nepulù wey epat nengivu ran, ne riyà dan ebpuun te sepulù wey deruwa ne bansa rut te menge inenakan ni Israyil. 
REV.7.5	Sepulù wey deruwa nengivu ne menge etew se netiyapan dut te inenakan ni Huda. Ne iring ded dema ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Rubin wey sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Gad. 
REV.7.6	Ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Asur, ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Neptali, ne sepulù wey deruwa nengivu ne menge etew riyà te menge inenakan ni Manasis, 
REV.7.7	ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Simeon, ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Levi, ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Isakar, 
REV.7.8	ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Sabulun, ne sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Jose, wey sepulù wey deruwa nengivu ne menge etew riyà te inenakan ni Benjamin.
REV.7.9	“Neipus arà ne ruen nekita ku ne denda ne menge etew ne kenà egkevirang. Riyà dan ebpuun te langun ne edsusunan te menge etew, diyà te langun ne bansa, diyà te langun ne inged wey langun ne kinehiyan te menge etew. Mid-itindeg dan diyà te etuvangan te ebpinuuwan dut te edatù wey riyà te etuvangan dut te Nati te Bilibili. Ne mibevelegkas dan te melayat ne meputì ne kumbalà ne mid-ewit dan te dawun te niyug. 
REV.7.10	Ne mibmerahing se lalag dan se egkahi te,
REV.7.10	Edeyuen ta ke Eleteala ini se ebpinuu ne edatù,
REV.7.10	ne edeyuen ta rema ini se Nati te Bilibili,
REV.7.10	su sikandan ke mibpeliyu keyta
REV.7.10	rut te kedusa te menge salà ta.”
REV.7.11	Ne ruen ketà langun ne menge suluhuen te Eleteala ne midlingut med-itindeg dut te ebpinuuwan te edatù wey ke deruwa nepulù wey epat ne pekilukesen wey ke epat ne nelimbag. Ne midlumpeng dan diyà te etuvangan te ebpinuuwan te edatù ne mibpengarap dan te Eleteala 
REV.7.12	se egkahi te,
REV.7.12	“Egketuman ini.
REV.7.12	Edeyuen tew ke Eleteala tew.
REV.7.12	Ebentuhen tew sikandin.
REV.7.12	Ne ed-edatan tew sikandin
REV.7.12	su ke itungan din ne metampas,
REV.7.12	ne ke kebayàbayà din te edatù ne dekelà
REV.7.12	wey ke gehem din ne mevaher.
REV.7.12	Ebpeselematan tew sikandin taman te taman.”
REV.7.13	Ne migkehiyan a rut te seveka te menge pekilukesen, ke sikandin te, “Engkey ini se menge etew ne mibevelegkas te meputì ne kumbalà ne endei ran ebpuun?”
REV.7.14	Ne midtavak a te, “Kenà ku egketuenan, Datù. Ugaid ne kehiya nu su sikuna se netau.”
REV.7.14	Ne migkahi rin te, “Ini se menge etew ne nekepevayà dan te mepasang ne kemeresayan diyà te ampew te dunya. Ne mibpemìpian dan en ini se menge kumbalà dan dut te lengesa te Nati te Bilibili su apey ran ebmepmeputì, ne iyan din meana ne neawà en ke menge salà dan.
REV.7.15	Tembù be
REV.7.15	diyà dan ebpekeitindeg te etuvangan
REV.7.15	dut te ebpinuuwan te edatù,
REV.7.15	su apey egelevek dan kandin
REV.7.15	diyà te Nekebpuru ne Valey rin
REV.7.15	te merukilem meandew.
REV.7.15	Ne ke Eleteala ne ebpinuu ne edatù se edtuganur kandan.
REV.7.16	Ne kenà dan en egkevitil,
REV.7.16	ne kenà dan en ebpekeinum.
REV.7.16	Kenà dan en egkepesangan dut te meinit me andew
REV.7.16	etawa piya engkey ne meinit.
REV.7.17	Su ini se Nati te Bilibili ne kayi te etuvangan
REV.7.17	te ebpinuuwan dut te edatù,
REV.7.17	ne sikandin se edtuganur kandan,
REV.7.17	wey ebpeneheewit kandan diyà te ebpuunan te menge wayig
REV.7.17	ne ebpekevehey te umur ne warà edtemanan din.
REV.7.17	Ne ke Eleteala ne id-awà din ke kemutuwan dan
REV.7.17	ne kenà dan en ebpekesinehew.”
REV.8.1	Dutun ne in-awà dut te Nati te Bilibili ke ikepitu ne tuus ne impereket dut te midlulun ne kelatas. Neipus arà ne mibpeeneng-eneng ke langun ne riyà te langit lusud te tengà te uras. 
REV.8.2	Ne nekita ku ini se pitu ne suluhuen te Eleteala ne ed-itindeg diyà te etuvangan din, ne ruen budyung ne imbehey rut te uman seveka kandan.
REV.8.3	Ne ruen pà ruma ne suluhuen te Eleteala ne nekita ku ne mid-ewit te bulawan ne edtehuan te rukut, ne nekeuma sikandin ne mid-itindeg diyà te uvey rut te ebpelengesaan te menge binatang ne ibehey ran diyà te Eleteala. Ne ruen dekelà ne rukut ne imbehey kandin su edtutungen su apey ke meemut ne ngareg din ne ebped-umanen dut te kebpengeningeni te menge etew ne mibperetiyaya te Eleteala. Ne edtutungen ini riyà te ebpelengesaan ne mibeelan ne bulawan ketà te etuvangan te ebpinuuwan dut te edatù. 
REV.8.4	Dutun ne ini se evel te rukut ne midtutung dut te suluhuen ne ed-itindeg diyà te etuvangan te Eleteala ne mibpevayà ini diyà te Eleteala seretà din te kebpengeningeni dut te menge etew ne mibperetiyaya te Eleteala. 
REV.8.5	Dutun ne migkuwa dut te suluhuen te Eleteala ini se edtehuan te rukut ne mid-ipenù din te baha ne ebpuun dut te ebpelengesaan, ne in-antug din ini diyà te ampew te dunya. Ne ketà ne miduruhung, ne mibpemberansì, ne migkikilat, wey midlinug.
REV.8.6	Na ini se pitu ne suluhuen te Eleteala ne neimes dan te ebperiyup dut te budyung dan. 
REV.8.7	Ne ini se neuna ne suluhuen te Eleteala ne mibperiyup en te budyung din, ne netekew ne ruen midadsang diyà te tanà ne biyew wey apuy ne nekesawug te lengesa. Ne netutung ke iketelu ne baad kayi te kelibutan abpeg ke menge kayu wey ke langun ne sagbet ketà.
REV.8.8	Ne mibperiyup en te budyung din ini se ikeruwa ne suluhuen te Eleteala, ne ruen in-antug diyà te rahat ne iring te metikang ne buvungan ne egkeregreg. Ketà ne ke iketelu ne baad dut te rahat ne nevaluy ne lengesa, 
REV.8.9	ne ke iketelu ne baad dut te langun ne ed-ubpà te rahat ne minatey, ne ke iketelu ne baad te menge kapal diyà te rahat ne nereetan.
REV.8.10	Na mibperiyup te budyung din ini se iketelu ne suluhuen te Eleteala, ne ruen neulug ne riyà ebpuun te langit ne dekelà ne bituen ne neregreg iring dut te sulù. Neulug ini riyà te iketelu ne vaad ne lawa te menge wayig wey menge tuhunan. 
REV.8.11	(Ke ngaran kayi te bituen ini ne neulug ne “Mepait.”) Ketà ne iketelu ne vaad dut te langun ne wayig diyà te ampew te dunya ne ebmepait, ne ruen merakel ne menge etew ne minatey su nekeinum dan ketà te wayig ne mibmepait.
REV.8.12	Na mibperiyup te budyung din ini se ikeepat ne suluhuen te Eleteala ne iketelu ne vaad dut te andew ne nereetan, ne iketelu ne vaad dut te vulan ne nereetan wey iketelu ne vaad dut te menge bituen. Ketà ne iketelu ne vaad dut te kerayag dan ne neawà. Ne merusirem ke iketelu ne vaad dut te meandew su warà rayag te andew, ne iring ded dema ne merusirem ke iketelu ne vaad dut te merukilem su warà en rayag te bulan wey menge bituen.
REV.8.13	Ne gewii te edtengteng e pà, ne nerineg ku ke lalag dut te banug ne edlayang diyà te kewkewangan. Ne ketetelu rin leleha te merahing se egkahi te, “Mekeyruwiru ke egketemanan dut te menge etew ne ed-ubpà diyà te ampew te dunya! Uya,” ke sikandin pà maa, “mekeandek ke keresayan ne ebpekeuma riyà te kandan ketà te edahing ke budyung dut te ini se tetelu pà ne suluhuen te Eleteala!”
REV.9.1	Na mibperiyup te budyung din ini se ikelima ne suluhuen te Eleteala ne iyan ku nekita ne iring te bituen te langit ne neulug diyà te tanà. Ne ruen imbehey kandin ne gunsì ne ibpuwas dut te liyang ne ebpependiyà te diralem te tanà ne warà edtemanan te keralem din. 
REV.9.2	Ne mibpuwasan dut te bituen ini se liyang dut te tanà, ne ruen midlepew ne dekelà ne evel iring te evel te dekelà ne apuy. Dutun ne neelangan ke kedsilà te andew dut te mekepal ne evel ne mibmerusirem ke ampew te dunya te evel ne midlepew dut te liyang te tanà. 
