MAT.1.1	Akko kitawu
JHN.6.42	«Ti adǝ Isa tada Isuwuye, gǝna? Bawanju-a yanju-aa noniyena, gǝna? Ndayin gǝle samelan kadikko cǝni?» yera. 
JHN.6.43	Isaye tayiro: «Bare karwundo wajǝnni! 
JHN.6.44	Wunduma rakce naniro isiwawo, sai Bawa wua sunodǝnamadǝ tia gǝrjiyiya. Wu ye yim daryeyea tia karmolan sangǝkki. 
JHN.6.45	Akko awo curo kitawu nawiyayen ruwuwadadǝ: “Tayi sammaa Ala alamji.”
JHN.6.46	Wunduma Bawadǝa curunni, ti Alayen isǝnadǝro kajia. Tidǝ Bawadǝa curuna. 
JHN.6.47	Jiremaro nayiro wulnjagakki, kam wua mǝrsasǝnamadǝ ro sawisoye cuwandi.
JHN.6.48	«Wuma kǝmbo royedǝ wo! 
JHN.6.49	Kaariyando kǝmbo tiro man canidǝa karaan jawuna, koro sanuna. 
JHN.6.50	Amma kam duwon kǝmbo samelan isidǝa juwuidǝ, nuiwawo. 
JHN.6.51	Wuma kǝmbo roye samelan isǝnadǝ wo. Kam kǝmbo adǝa juwuia, sawisoro dǝgai. Kǝmbo duwon duniaro ro sawisoye cawandoro yikkidǝ, tima da tiyiniye wo.»
JHN.6.52	Adǝ nangaro yaudiya kattenjan kambiwu cade: «Ndayin gǝle rakce da tiyinjuye sade ngǝriyo?» cani. 
JHN.6.53	Isaye: «Jiremaro nayiro wulnjagakki, da tiyi Tada Kambedǝa ngǝruwwawoa, bunju ye yawwawoa, nayilan ro bawo. 
JHN.6.54	Kam duwon dani jǝgǝre buni caimadǝ ro sawisoye cuwandǝna, koro wu ye yim daryeyea tia karmolan sangǝkki. 
JHN.6.55	Dani ye kǝmbo jireye, buni ye kǝnja jireye. 
JHN.6.56	Kam dani jǝgǝre buni caimadǝ wulan dǝgai, wu ye tilan dǝgakki. 
JHN.6.57	Jiɍi Bawa Kǝndǝgaima wua sunode ti nangaro wu ye roa dǝgakkidǝ gai, kam duwon wu kǝmbonju womadǝ, wu nangaro ti ye roa dǝgai. 
JHN.6.58	Adǝma kǝmbo jireye samelan isǝnadǝ wo, jiɍi kaariyandoso jawune sanunadǝ gai gǝni. Kam kǝmbo adǝa juwunamadǝ sawisoro dǝgai,» yeno. 
JHN.6.59	Curo dandal bǝrni Kafarnaamben jamadǝa alamji duwon, Isa awo ania wulyeyeno.
JHN.6.60	Fuwurawa Isaye ngǝwunja adǝa fangeranniya, tayiye: «A! Mana adǝ jauro jau! Wundu gǝle rakce tia fanji?» yera. 
JHN.6.61	Isa karwunja mana adǝa wajiro asuyenniya, tayiro: «Adǝ cakke talluwi wa? 
JHN.6.62	To, Tada Kambedǝ nanju caye dǝganadǝro walde juwai ruwia, nda? 
JHN.6.63	Ruhu Alaye tima ro njomadǝ wo, kǝnduwo kambedǝ awimaro faidajiwawo. Mana nayiro wulnjagakkǝnadǝ ruhu ye, ro ye. 
JHN.6.64	Amma curondon am laa kasaccanni mbeji,» yeno. Tǝn badiduramnin Isa am tia kasaccannidǝ-a kam tia sǝrǝcciyidǝ-aa nojǝna. 
JHN.6.65	Daji Isaye: «Adǝma nangaro nayiro wulngeyerakko, wunduma rakce naniro isiwawo, sai Bawadǝ tiro amarjiyiya duwon,» yeno.
JHN.6.66	Kǝla adǝyen fuwurawa Isaye ngǝwunja tia ga koljane ngaworo walladara. 
JHN.6.67	Daji Isaye mewun yindindǝro: «Nayi ye wua kolsuwiya, raawwa wa?» cǝne tayia kiworo. 
JHN.6.68	Siman Biturusse tiro: «Kǝma, na wunduyero gǝle leniye? Nima mana ro sawisoyea wo! 
JHN.6.69	Yasaraiyena ye, noniyena ye, nima Tayir Alayedǝ wo!»
JHN.6.70	Isaye tayiro: «Wu gǝna nayi mewun yindindǝa kǝrenjakko? Amma kamndo fal sedan!» yeno. 
JHN.6.71	Adǝa kǝla Yahusa tada Siman Iskariyotten wulyeno, dalilnjudǝ tima mewun yindindǝye falnja mukko kǝladowayero Isaa sǝrǝcciyidǝ wo.
JHN.7.1	Ngawo adǝyen Isa cidi Galileyen didiriyeno. Cidi Yahudiyayen didiridu cǝraanni, yaudiyadǝ tia roro njejoro majai nangaro. 
JHN.7.2	Ngǝmǝri Leimaye sanju karǝngenniya, 
JHN.7.3	yaanawa Isaye tiro: «Na adǝn cine cidi Yahudiyayero lene, fuwurawanǝmsodǝ ye kida dimidǝa caroro. 
JHN.7.4	Kam nowadaro waldu cǝraanamadǝ awo cǝdidǝa gǝrajiwawo. Awo ania dimia, duniaro fǝledǝgǝne!» yera. 
JHN.7.5	Ase, yaananjudǝma tia kasaccanni. 
JHN.7.6	Daji Isaye tayiro: «Sani koroma cǝdǝnni, amma sandodǝ sawiso dabbargada. 
JHN.7.7	Duniadǝ rakce nayia wanjaiwawo, amma wua wasǝna, dalilnjudǝ kǝndonju diwi wullǝkki nangaro. 
JHN.7.8	Nayidǝ na ngǝmǝridǝyero lenowo, wudǝ ngǝmǝri adǝro lekkiwawo, sani koroma cǝdǝnni nangaro,» yeno. 
JHN.7.9	Awo ania tayiro wulyeyenniya, cidi Galileyen napkeno.
JHN.7.10	Amma yaanawanjudǝ na ngǝmǝridǝyero leyeranniya, Isa ye federo gǝni, asǝrlan cije leyeno. 
JHN.7.11	Yaudiyadǝ na ngǝmǝridǝyen tia majane: «Ti ndaran?» cani. 
JHN.7.12	Koro curo jamadǝyen am kada kǝlanjun kambiwu kedo. Laaye: «Ti kam ngǝla,» cani, laa ye: «A’a, amba cuwatki,» cani. 
JHN.7.13	Amma wunduma kǝla Isayen federo mana cǝdiwawo, yaudiyadǝa rijana nangaro.
JHN.7.14	Daji ngǝmǝridǝ dawunjun duwon, Isa Fado Alayero ngaye jamaa alamdu badiyeno. 
JHN.7.15	Yaudiyadǝ ajapcane: «Kam adǝ ngaltema kǝrajǝnnidǝ, ndayin kitawudǝa noyeno?» cani. 
JHN.7.16	Isaye tayiro: «Alamdunidǝ wuye gǝni, ti wua sunodǝnadǝye. 
JHN.7.17	Kam awo Ala cǝraanadǝa dio cǝraanaa, alamdudǝ wuye gǝni, Alayero noji. 
JHN.7.18	Kam ngumnjun mana cǝdimadǝ daraja kǝlanjuye maji, amma kam tia cunodǝnadǝye daraja majidǝ, tidǝ jirema, koro tilan jirenambu bawo. 
JHN.7.19	Nawi Musa nayiro Attauradǝa njadǝna, gǝna? Amma wundundoma wadawanjudǝa jǝgaiwawo. Awiro wua roro njejoro manuwi?» yeno. 
JHN.7.20	Jamadǝ tiro: «Ni karuwama! Wundu nia njejoro maji?» yera. 
JHN.7.21	Isaye tayiro: «Awo ajabba fal kidǝkkǝniya, nayi samma ajapkew! 
JHN.7.22	Nawi Musa wada kajaduye njadǝnadǝ, kajadǝ tiyen gǝni, amma kaariyandoyen kadio, adǝ yaye yim tustuyea kam kajanuwi. 
JHN.7.23	Bare wada Nawi Musaye ganambu tǝdǝnniro yim tustuyea kam kajanuwia, awiro gǝle kǝla yim tustuyea kam sǝramba isangagǝkkǝnayen wuro gǝrgasuwi? 
JHN.7.24	Bare kuro simben shara diwwi, amma kǝla jireyen shara dewo!» yeno.
JHN.7.25	Daji am Jerujalembe laaye: «Tima gǝna kam duwon tia roro njejoro majaidǝ? 
JHN.7.26	Akkonju federo mana cǝdi duwon, awima tiro wuljaanni. Ra, jiremaro wurawandedǝ tia Almasiwuro asujana wa? 
JHN.7.27	Na kam adǝ isǝnadǝa noniyena. Amma Almasiwudǝ isiya, wunduma na isǝnadǝa nojiwawo,» yera. 
JHN.7.28	Daji Isa Fado Alayen jamadǝa alamdu cǝdi duwon, kowo sapce: «Wua nosuwwa, koro na isǝkkǝnadǝ yea nonuwwa. Ngumnin gǝni kadikko, amma ti wua sunodǝnamadǝ jirema. Tia nonuwwi. 
JHN.7.29	Wu tia nokkǝna, dalilnjudǝ nanjun kadikko, koro tima wua sunodo,» yeno. 
JHN.7.30	Adǝ nangaro Isaa taro mayera, amma wunduma tiro mukko gǝnajǝgǝnni, sanju koroma cǝdǝnni nangaro. 
JHN.7.31	Curo jamadǝyen ngǝwunja tia kasaccane: «Almasiwu isiya, awo ajabba ajabba kam adǝ cǝdǝnadǝa kojǝna cǝdi wa?» cani.
JHN.7.32	Farisawa jamadǝ awo ania kǝla Isayen wuljai fangeranniya, wurawa ɍimannaye-a Farisawa-a Isaa taro gureduwu Fado Alayea juwayera. 
JHN.7.33	Isaye tayiro: «Kawu gana laaro nayi-a rokko dǝgakki, ngawo adǝyen na ti wua sunodǝnadǝyero waldǝkki. 
JHN.7.34	Wua masuwi, amma suwanduwwawo. Na dǝgakkiro ranguwe isuwwawo.» 
JHN.7.35	Daji yaudiyadǝ kattenjan: «Ndara leji na duwon rangiye tia fandiyewawodǝ? Ra, yaudiya curo am lardu Gǝressero tatardaanadǝyero wa leje am Gǝressedǝa alamji? 
JHN.7.36	Awi maana awo wuljǝnadǝye? “Wua masuwi, amma suwanduwwawo. Na dǝgakkiro ranguwe isuwwawo.”»
JHN.7.37	Yim daryeye yim kura ngǝmǝridǝyea Isa cije daje kowo sapce: «Kam duwon ngudunjuamadǝ, naniro iso ca! 
JHN.7.38	Kam wua kasansǝnamadǝ, kitawulan ruwuwadadǝ gai: “Ingi roye bǝrǝm gai karwunjun culuwe falalaji!”»
JHN.7.39	Adǝa wuldunjudǝ, kǝla Ruhu Alaye am tia kasaccanamadǝ fuwun cawandiyen wulyeno. Amma sa adǝn Ruhudǝ koroma tinni, dalilnjudǝ Isa koroma darajanjuro ngaanni nangaro.
JHN.7.40	Jamadǝ mana ania fangeranniya, laanjaye: «Kam adǝ tima jiremaro nawidǝ wo!» cani. 
JHN.7.41	Laaye: «Kam adǝ tima Almasiwudǝ wo!» cani. Amma laaye koro: «Almasiwudǝ cidi Galileyen wa isi? 
JHN.7.42	Ra, kitawulan Almasiwudǝ ti kaduwu Mai Daudaye, koro bǝla Baitalami na Mai Dauda dǝganadǝn isi
JHN.7.43	Adǝgaima kǝla Isayen jamadǝ kǝwu yindiro yakkadara. 
JHN.7.44	Curonjan laanja tia taro mayera, amma wunduma tiro mukko gǝnajǝgǝnni.
JHN.7.45	Gureduwu Fado Alaye walladaranniya, wurawa ɍimannaye-a Farisawa-a tayiro: «Awiro Isaa kuduwwidǝ?» cane keworo. 
JHN.7.46	Gureduwuye: «Ngalte wunduma kam adǝ gairo mana cǝdǝnni!» yera. 
JHN.7.47	Daji Farisawaye tayiro: «Nayi yea jambanjana wa? 
JHN.7.48	*Wurawa adinwuye bi Farisawaye kam laa tia kasaccǝna mbeji wa? 
JHN.7.49	Amma jama Attaura Nawi Musaye nojanni adǝ baskuwada!» yera.
JHN.7.50	Daji Nikodimus, ti duwon Farisawaye falnja na Isayero calan lejǝnadǝ, tayiro: 
JHN.7.51	«Kǝla wadandeyen kambe cinjun faniye awo cǝdidǝa noniyendelan tiro shara yiddiyewawo, gǝna?» cǝne kiworo. 
JHN.7.52	Amma tiro: «Ni ye kam Galileye wa? Kitawudǝa kǝrane rui, nawi fima cidi Galileyen culuwunni!» 
JHN.7.53	[Daji wundu yaye fannjuro walladan.
JHN.7.53	______________________________________________________________________
JHN.7.53	______________________________________________________________________
JHN.8.1	Isa Kau Jaitunnero leyeno. 
JHN.8.2	Suwa lǝp koro walde Fado Alayero leyeno. Am samma nanjuro isai duwon, napce tayia alamdu badiyeno. 
JHN.8.3	Daji malǝmba Attauraye-a Farisawa-a kamu laa kǝnjǝna dio cǝdi cadanaa cawude dawunjan tia casakke dayeno. 
JHN.8.4	Tayiye Isaro: «Sayinna, kamu adǝ kǝnjǝna dio cǝdi duwon, tia keda. 
JHN.8.5	Attauralan Nawi Musaye andiro wada sade jiɍi aniro kau gǝpkǝiyo tayia roro yejiyo cǝnna.
JHN.8.6	Adǝa wuldunjadǝ, Isaa rijapturo awo laa tiro burwuduye cada nangaro. Amma Isa nguje ngulondon cidi kurda badiyeno. 
JHN.8.7	Tiro dama baworo koro caddi duwon, cije tayiro: «Kam curondon biwu bawomadǝ kamudǝro burwon kau gǝpcuwo!» yeno. 
JHN.8.8	Koro walde nguje cidi kurda badiyeno. 
JHN.8.9	Adǝa fangeranniya, kuran tamiya ganaro kudero fal fallen saptane, har Isa runju kamu fuwunjun daadadǝa kolyera. 
JHN.8.10	Isa cije dayenniya, kamudǝro: «Ndaran tayi? Wunduma niro wowom gǝnanjǝgǝnni wa?» cǝne tia kiworo. 
JHN.8.11	Tiye: «Kǝma, wunduma wowomsǝnni,» yeno. Daji Isaye tiro: «Wu ye niro wowom gǝnanjǝgǝkkiwawo. Lene, amma adǝ fuwun bare gadero biwu dimmi!» yeno.]
JHN.8.12	Koro Isa walde jamadǝro mana cǝdde: «Wu nur duniaye. Wundu duwon wua sǝganamadǝ tǝmmaro curo duwuyen lejiwawo, nur roye cuwandi,» yeno. 
JHN.8.13	Farisawaye tiro: «Ni kǝlanǝmlan kǝlanǝm shedanǝmi nangaro, shedanǝmdǝ jire gǝni,» yera. 
JHN.8.14	Isaye tayiro: «Sheda kǝlaniye dikki yaye, shedanidǝ jire, dalilnjudǝ na isǝkkǝna-a na lekki-adǝa nokkǝna nangaro. Amma nayidǝ na isǝkkǝna-a na lekki-adǝa nonuwwi. 
JHN.8.15	Nayidǝ ambo shara kuro kamben yidduwi, amma wu kam fimaro shara yiddǝkkiwawo. 
JHN.8.16	Amma shara dikki yaye, sharanidǝ jire, dalilnjudǝ wu runi gǝni, Bawa wua sunodǝnadǝ-a rokko sharaniye nangaro. 
JHN.8.17	Wadandoman ruwuwada sheda kam yindiyedǝ jire.
JHN.8.18	Wuma sheda kǝlaniye dikki, koro Bawa wua sunodǝnadǝ ye kǝlanin sheda cǝdi,» yeno. 
JHN.8.19	Daji tiro: «Bawanǝmdǝ ndaran?» yeranniya, Isaye: «Wua nosuwwi, Bawani yea nonuwwi. Ca wua nosuwwaa, Bawani yea nonuwi,» yeno. 
JHN.8.20	Isa Fado Alayen alamdu cǝdi duwon, na sadaa fidaramben mana ania wulyeno. Amma wunduma tia cǝdanni, sanju koroma cǝdǝnni nangaro.
JHN.8.21	Koro Isa walde tayiro: «Wu lekki, koro wua masuwi, koro curo biwundoyen nuwi. Na lekkidǝro nayidǝ ranguwe lenuwwawo,» yeno. 
JHN.8.22	Kǝla adǝyen yaudiyadǝye: «Kǝlanju ceji wa? Adǝmaro wa: “Na lekkidǝro nayidǝ ranguwe lenuwwawo,” cǝnidǝ?» yera. 
JHN.8.23	Isaye tayiro: «Nayi cidiye, amma wu sameye. Nayi dunia adǝye, amma wu dunia adǝye gǝni. 
JHN.8.24	Adǝma nangaro nayiro curo biwuwandoyen nuwi wulngeyerakko. Wuma ti woro kasadduwwia, curo biwuwandoyen nuwi,» yeno.
JHN.8.25	Tiro: «Ni wundu?» cane keworǝnniya, Isaye tayiro: «Awo tǝn badiduramnin wulnjagakkǝnadǝma. 
JHN.8.26	Awo ngǝwu kǝlandon wulduye-a sharaduye-a takkǝna, amma ti wua sunodǝnadǝ jirema, koro awo tiyen fakkǝnadǝmaa duniaro wulgǝkki,» yeno. 
JHN.8.27	Amma kǝla Bawadǝyen tayiro manajiyidǝro asujanni. 
JHN.8.28	Daji Isaye tayiro: «Tada Kambedǝa rogǝwiya, wuma ti woro nonuwi, koro awima kǝlaniro dikkiwawo, amma Bawa wua alamsǝnadǝ gai, awo ania wullǝkkiro nonuwi. 
JHN.8.29	Ti wua sunodǝnadǝ wu-a rokko. Wua runi kolsǝnni, dalilnjudǝ sawisoye awowa cǝraanadǝa dikki nangaro,» yeno. 
JHN.8.30	Sa Isa adǝa wuljidǝn, am kada tia kasatkera.
JHN.8.31	Daji Isaye yaudiya tia kasaccanamadǝro: «Manani gawia, nayi jiremaro fuwurawani. 
JHN.8.32	Jiredǝa nonuwi, jiredǝ ye nayiro nankam kǝlaye njadi,» yeno. 
JHN.8.33	Tiro: «Andi kaduwu Nawi Ibrahimbe, koro kaɍea wunduyemaro ngaltema walliyende! Ndayin nankam kǝlaye fandiye nǝmi?» yera. 
JHN.8.34	Isaye: «Jiremaro nayiro wulnjagakki, wundu duwon biwu cǝdimadǝ kaɍea biwuye. 
JHN.8.35	Kaɍeadǝ sawisoro gǝni fadon dǝgai, amma tadadǝ sawisoro dǝgai. 
JHN.8.36	Adǝ nangaro Tadadǝ nankam kǝlaye njadiya, nankam kǝlayedǝa fanduwi, diye! 
JHN.8.37	Nayi kaduwu Nawi Ibrahimbero nokkǝna, amma wua njejoro manuwi, dalilnjudǝ karwundoro manani ngayiwawo nangaro. 
JHN.8.38	Wu awo na Bawaniyen rukkǝnadǝa wullǝkki, amma nayi awo bawandoyen fanuwwadǝa diwi,» yeno.
JHN.8.39	Tiro: «Bawandedǝ tima Nawi Ibrahimdǝ wo!» yera. Isaye tayiro: «Ca nayi kaduwu Nawi Ibrahimbea, kǝndo Nawi Ibrahim cǝdǝnadǝa diwi. 
JHN.8.40	Kǝrma wu nayiro jire Alayen fakke wulnjagakkǝna duwon, wua njejoro manuwi. Nawi Ibrahim ngaltema adǝa cǝdǝnni! 
JHN.8.41	Nayi kǝndo bawandoyedǝa diwi,» yenniya, tiro: «Andia ngǝriwu gǝni sesambo, bawande tilo Ala kǝlanjudǝma!» yera.
JHN.8.42	Isaye tayiro: «Ca Ala bawandoa, wua sǝraawi, dalilnjudǝ akkoni na Alayen kadikko. Kǝlani nangaro gǝni kadikko, tima wua sunodo. 
JHN.8.43	Awiro awo nayiro wulnjagakkidǝa asunuwwawodǝ? Dalilnjudǝ mananidǝa ranguwe fanuwwawo nangaro. 
JHN.8.44	Bawando tima Yiwulis wo, awo bawando cǝraanadǝa diwiya, raawwa. Tǝn badiduramnin ti kamceji, koro kǝla jireyen dajǝnni, tilan jire bawo nangaro. Kattuwu kamjiya, halnju fǝleji, dalilnjudǝ ti kattuwuma, koro bawa kattuwuye nangaro. 
JHN.8.45	Amma wudǝ jire wullǝkkidǝro, wua kasansuwwawo. 
JHN.8.46	Wundundo biwu dikkǝnaro shedaji? Jire wullǝkkia, awiro wua kasansuwwawo? 
JHN.8.47	Kam Alayedǝ mana Alayedǝa fanji. Dalil nayi fannuwwawoyedǝ, nayi Alaye gǝni nangaro,» yeno.
JHN.8.48	Daji yaudiyadǝye tiro: «Ni kam Samariyaye karuwama niyenadǝ, jirende, gǝna?» yera. 
JHN.8.49	Isaye tayiro: «A’a, wulan sedan bawo. Bawaniro daraja yikki, amma nayi wuro daraja njo wanuwwa. 
JHN.8.50	Kǝlaniro darajadǝa magǝkkiwawo, amma Fal laa tia maji mbeji, tima sharamadǝ wo. 
JHN.8.51	Jiremaro nayiro wulnjagakki, kam duwon mananidǝa ngojǝnamadǝ tǝmmaro nuiwawo,» yeno.
JHN.8.52	Yaudiyadǝye tiro: «Kǝrma nilan sedannaro noniyena! Nawi Ibrahim nuna, nawiya gade ye sanuna, amma niye: “Kam mananidǝa ngojǝnamadǝ tǝmmaro nuiwawo!” nǝmi. 
JHN.8.53	Ni bawande Nawi Ibrahimdǝa konǝmma wa? Ti nuna, nawiya gade ye sanuna. Ni wunduro kǝlanǝm ngoyem?» yeranniya, 
JHN.8.54	Isaye: «Kǝlaniro daraja yikkia, darajani faidanju bawo. Bawani daraja wuro si, ti duwon tiro Alando nuwidǝ. 
JHN.8.55	Tia ngaltema nonuwwi, amma wu tia nokkǝna. “Tia nokkǝni,” wullǝkkia, kattuwuma nayi gairo wallǝkki. Amma tia nokkǝna, koro mananju ngokki. 
JHN.8.56	Bawando Nawi Ibrahim karwu jauro kǝjiaro jamanni kuroro cǝraana. Tia cure karwunju kǝjijǝna,» yeno.
JHN.8.57	Daji yaudiyadǝye tiro: «Kǝrwu fiwuma tammi duwon, Nawi Ibrahimba rumma?» 
JHN.8.58	Isaye: «Jiremaro nayiro wulnjagakki, kawu Nawi Ibrahim tambimaro, wu mbeji!» yeno. 
JHN.8.59	Adǝ nangaro dongur kauye tiro gǝptuwuro ngoyera, amma Isa gǝrade Fado Alayen kiluwo.
JHN.9.1	Isa kodu cǝdi duwon, kam laa kambu tambǝnaa kiro. 
JHN.9.2	Fuwurawanjuye tiro: «Sayinna, wundu biwu cǝde kam adǝ kambu katambo? Tima ra bawanju-a yanju-a?» cane tia keworo. 
JHN.9.3	Isaye tayiro: «Biwunju nangaro gǝni bi biwu bawanjuye-a yanjuye-a nangaro gǝni, Ala tilan kǝndonju fǝlejoro kam adǝ kambu katambo. 
JHN.9.4	Kausu duwon, dole kida ti sunodǝnadǝyedǝa diyo! Bunejiya, wunduma rakce kida cǝdiwawo. 
JHN.9.5	Wu dunialan dǝgakki duwon, wu nur duniaye,» yeno.
JHN.9.6	Awo ania wulyenniya, kanduɍi cidiro tuwajiye dije ngoje sim kambudǝyero cingeyeno. 
JHN.9.7	Isaye tiro: «Lene, falwu ingi Silowamben lamdǝne!» yeno. Maana Silowamdǝ tunodǝna. Daji kambudǝ leje lamgadanniya, sim cuwande walladan.
JHN.9.8	Kǝmaskiyanju-a am calan tia lowo cǝdi caruna-adǝye: «Tima gǝna kam napkada lowo cǝdidǝ?» cane keworo. 
JHN.9.9	Laaye: «Tima!» cani, laa ye: «A’a, ti gǝni, camunonju,» cani. Amma kamdǝye: «Wuma, diye!» cǝni. 
JHN.9.10	Adǝ nangaro tiro: «Ndayin gǝle sim kiwandǝm?» cane keworo. 
JHN.9.11	Tayiro: «Kam tiro Isa canidǝ cidi dije simmiro cinjiye wuro: “Lene, Silowamlan lamdǝne!” yeno. Daji lekke lamgadakkǝniya, sim kiwandǝkko!» yeno. 
JHN.9.12	Tiro: «Kam attǝ ndaran?» yeranniya, tayiro: «Nokkǝni,» yeno.
JHN.9.13	Daji kam calan kambudǝa na Farisawayero kewudo. 
JHN.9.14	Yim duwon Isa cididǝa dije sim kambudǝye kajǝnadǝ yim tustuye. 
JHN.9.15	Koro Farisawadǝ waldane kamdǝa jiɍi fin sim kiwandoro keworo. Tayiro: «Cidi dije simmiro cinjiye lamgadakkǝniya, rukki,» yeno. 
JHN.9.16	Farisawadǝye laanjaye: «Kam adǝ Alayen gǝni kadio, yim tustuyero daraja cinni nangaro,» cani. Amma laanjaye: «Awiawin biwuma rakce awo ajabba ajabba ngai cǝdi?» cani. Daji tayi kǝwu yindiro yakkadara. 
JHN.9.17	Koro Farisawadǝ waldane kambudǝro: «Awi kǝla kam simmǝm kajǝnadǝyen wullǝmi?» cane keworǝnniya, tiye: «Ti nawi,» yeno.
JHN.9.18	Amma yaudiyadǝ ti kambu duwon curuiro waljǝnadǝa njasarai wajane har bawanju-a yanju-aa bowoyera. 
JHN.9.19	Tayiro: «Adǝ tadando wa? Ti kambu katambo nuwidǝ? To, awiawin kǝrma curuiro walyeno?» cane keworo. 
JHN.9.20	Bawanju-a yanju-aye: «Ti tadande ye, kambu katambo yero noniyena. 
JHN.9.21	Amma jiɍi fin kǝrma curuiro bi wundu simnju kajoro noniyende. Ti tadaana gǝni, tia korowo! Cinjuman wulji,» yera. 
JHN.9.22	Bawanju-a yanju-a adǝa wuldunjadǝ, yaudiyadǝa rijana nangaro. Caman tayidǝ wundu duwon Isa Almasiwuro kasaccidǝa dandallan cattuluwi canna. 
JHN.9.23	Adǝma nangaro bawanju-a yanju-adǝye: «Ti tadaana gǝni, tia korowo!» yera.
JHN.9.24	Koro caye baworo waldane yaudiyadǝ kam calan kambudǝa bowojane tiro: «Alaro daraja ye!
JHN.9.25	Tayiro: «Ti biwuma bi biwuma gǝniro nokkǝni. Awo fal nokkǝna, wu kambu duwon kǝrma rukki,» yeno. 
JHN.9.26	Daji tiro: «Awi niro njǝddo? Ndayin simmǝm kayeno?» cane keworǝnniya, 
JHN.9.27	tayiro: «Wulnjagakkǝnama, fannuwwi. Awiro gademinno fandu rawuw? Nayi ye fuwurawanjuro wa waldu rawuw?» yeno. 
JHN.9.28	Tia rarajane tiro: «Nima fuwuranju wo, amma andidǝ fuwurawa Nawi Musaye! 
JHN.9.29	Ala Nawi Musaro mana cǝddǝnaro noniyena, amma ti adǝ ndaran kadiomaro noniyende!» yera.
JHN.9.30	Kamdǝye tayiro: «Simmi kajǝnama, ndaran kadioro nonuwwidǝ jauro ajabba! 
JHN.9.31	Ala biwuwua kǝrǝnjiwaworo noniyena, amma wundu duwon Alaro daraja ce awo cǝraanaa cǝdimadǝ, Ala tia kǝrǝnji. 
JHN.9.32	Tǝn dunia alaktǝnayeman wunduma kam kambu tambǝnaye sim kajǝnadǝa ngalte fanjǝnni. 
JHN.9.33	Kam adǝ Alayen gǝni kadioa, awima rakce cǝdiwawo!» yeno. 
JHN.9.34	Tayiye tiro: «A! Ni curo biwuyen tambǝmma duwon andia alamsami!» cane tia deyaro kettuluwo.
JHN.9.35	Isa kamdǝa dandaldǝn cattuluwunaro fangeno. Tia kattadǝranniya, tiro: «Tada Kambedǝa kasaddǝmma wa?» yeno. 
JHN.9.36	Kamdǝye: «Kǝma, wundu ti wo, tia kasaddǝkki?» cǝne kiworo. 
JHN.9.37	Isaye tiro: «Tia rumma, koro tima niro mananjiyidǝ wo!» yenniya, 
JHN.9.38	daji kamdǝye: «Kǝma, kasaddǝkkǝna,» cǝne tiro ambǝtkeyeno.
JHN.9.39	Daji Isaye: «Shara kamduro dunia adǝro kadikko, am caruiwawomadǝ caroro, koro am caruimadǝ kamburo waljaro!» yeno. 
JHN.9.40	Farisawa nanjun dasaana laa mana adǝa fangeranniya, tiro: «A! Andi ye kambu wa?» yera. 
JHN.9.41	Isaye tayiro: «Ca nayi kambua, biwundo bawo, amma kǝrma: “Ruiye!” nuwi nangaro, biwundoa dǝgawi,» yeno.
JHN.10.1	«Jiremaro nayiro wulnjagakki, kam duwon bǝri dimiyayero cinnayen ngayiwawo na gadeyen tacce ngayimadǝ, ti barwu ye, jawalkorjima ye. 
JHN.10.2	Amma kam cinnayen ngayimadǝ, tima sǝni dimiyadǝyedǝ wo. 
JHN.10.3	Cinna guredumadǝ tiro kajiyi, dimiyadǝ ye kowonju fanjai. Dimiya kaanjua cunjalan bowoje cuttuluwi. 
JHN.10.4	Kaanju sammaa cuttuluwiya, fuwunjaro koje dimiyadǝ tia jagai, kowonju nojana nangaro. 
JHN.10.5	Tǝmmaro kusotto jagaiwawo, tin kuruwunno ngǝrǝmjai, kowo kusottowaye nojanni nangaro,» yeno. 
JHN.10.6	Isa tayiro misal adǝa wulyeyeno, amma maananjudǝa asujanni.
JHN.10.7	Koro Isa walde: «Jiremaro nayiro wulnjagakki, wuma cinna dimiyayedǝ wo. 
JHN.10.8	Am burwosane isanadǝ samma barwuwa ye, jawalkorduwu ye, amma dimiyadǝ tayia fanjanni. 
JHN.10.9	Wudǝ cinna. Kam wuyen ngayia, njǝkkawo cuwandi. Ngaye culuwi, sǝniram ye cuwandi. 
JHN.10.10	Barwudǝ ndaldu so, njejo so, bannadu so gǝnia, awima gadero isiwawo. Amma wudǝ am ro har tayilan gapcǝna cawandoro kadikko.
JHN.10.11	«Wu sǝni ngǝlama. Sǝni ngǝlamadǝ dimiya nangaro ronju ci. 
JHN.10.12	Kidamadǝ sǝni gǝni, dimiyadǝ ye kaanju gǝni. Buldu kǝnde cǝdi curuiya, dimiyadǝa kolje cǝgasi, daji buldudǝ ise tayia cǝdane tatarji. 
JHN.10.13	Tidǝ kidama nangaro, dimiyadǝro lambonju bawo.
JHN.10.14	«Wu sǝni ngǝlama. Dimiyanidǝa nokkǝna, tayi ye wua nosana, 
JHN.10.15	jiɍi Bawa wua nosǝna, wu ye tia nokkǝnadǝ gai. Dimiyadǝ nangaro roni yikki. 
JHN.10.16	Koro dimiya gade bǝri adǝye gǝni takkǝna. Tayi yea dole kudǝkki, koro kowoni fanjai. Daji bǝri fal ye, sǝni fal yero waljai. 
