MAT.1.1	Ísu Káráísitina akúni'a uráan-kwasai. Ísu aíkwá'náma Tévítimani. Tévíti aíkwá'náma Ááváramumani.
JAS.3.9	kentáá sói'nei kentáásivowa Ísóigo áwí'a mósá maréta Áánútu kweiráání'a úmakain-kwaasi simái sáwíta kwéune. 
JAS.3.10	mimbórá-sóípínkéntá kawer-áímbá kwéseta sáwí-aimba kwéseta kwéune. kesí kwaásiyono. mirán-ááínkó sáwí'a kwéiye. 
JAS.3.11	nonayumpinkémbá íma kawe'-nónkwárá sáwí-nonkwara'a kwégumiye. 
JAS.3.12	inaómá íma terarambá íyáísana túsigoma kondóí-aramba íma kwéiyaiye. uwí-nónkó íma kawe'-nómbá auvínasa kwaási nánááowe. mindáyavena mimbórá-kwáásígómpínkémbá kawer-áínkwárá sáwí-ainkwara'a sisaná mirán-ááínkó sáwí'a kwéiye.
JAS.3.13	keinárawapimba évakarawai kawer-ímáyáá torésa kawer-ísáí-yántáá'á toráawai mésa kawer-ímáyáágwárá-kwáásí pósa íma túma maésa iyésa kawe'-máyáí maésa kawe'á umái méwa'a tuwáné'a sé'a kawer-ímáyáágwárá-kwáásímán-owe sénááovo 
JAS.3.14	keinárawapinkembo évakarawaimo miwítí kwaásima tirumbá sáwí'a umátinkesa sésamo anón-kwaasi-i'a ovó sésamo keyáá anón-kwaasi-i'a umái ménaumnemo sénááombo ésa miwí túma maimaésa iyésa kesáváí kampa'á sésa kawer-ímáyáágwárá-kwáásí úne seváínivo. 
JAS.3.15	mirán-ímáyáá íma Áánútumpakemban-ivo marapákémbá kwaásiti imáyáa Sáátáánigona imáyáavinkemba kwésewe. 
JAS.3.16	évakarawaimo miwítí kwaásimo tirumbó sáwí'o umátinkesamo sésamo anón-kwaasi-i'a ovó sésamo keyáá anón-kwaasi-i'a umái ménaumnemo sénááombo ésa íma moóráva'a tágárotamai maésa ó'on-o'on-tantaa'a sáwí'a úmae iyónááomba mindá marapákémbá kwaásiti imáyáa Sáátáánigona imáyáavinkemba kwéovo 
JAS.3.17	Áánútumpakemba kawer-ímáyáá tokáawai kaweré su'mai ésa íma sáwíkwara'a ombá paru kwéesa íma aaisampínkémbá kwésesa ó'on-kwaasi táái kawe'á umái kwéisesa tirumbá kwéumatinkesa umbai-í'o on-kwáásí kwétuwa'naa-esa íma kaumbo-káér-aimba sésa íma taaínkaar-umai kawe'á umátinkaa sáwí'a umátinkaa kwéovo amápa'a kaweré su'mai kwéumatinkaawe. 
JAS.3.18	paru umái maénáe síyawai paru umátinkaiyasa tuwánésa miráumai paru umái ménaaowe.
JAS.4.1	keinárawapimbo aaisambó sé'o áwáá'o sé'o mirámó kwéomba miwáná ááimba maará kwéiye. sáwí-yantaakomo tirááímo taintávé'a imáyáa owaná minímáyáágómá tátoraisana aaisambó sií-áímbá kwévaariye. 
JAS.4.2	tirááímo tain-tántáá'ó makáawa'o ombá tuvúwónana puwína'a kemá mayánáe-imayaa kwéowe. ó'owiti náaindaamba túran-anda é'a íma kanaán-umai mayánááontave'a aaisambá tiyé'a áwáá'a kwésewe. tirááímo tain-tántáátávé'a Áánútumpa'a íma áísaa owaná póna íma kwétimiye. 
JAS.4.3	Áánútumpa'o áísaa ombá áísaa on-tántáá'á íma kwétimiye. sirááímo tain-tántáá'á kesáváí mayánáe sé'a Áánútumpa'a áísaa ombá misáwí-ímáyáá tokáantavena íma kwétimiye. 
JAS.4.4	aaraimó kwaairakémbó tiyuwésamo ó'on-kwambo máyáantemba Áánútumbo auwé'o kwégon-kwaasiyono ísáaro. marapá-tántáá'ó imáyáamo eéme'o é'a Áánútuna namuro-kwáásíráámbá kwéovo mináímbá imáyáa oró. marapá-tántáá'á mayánáe símae iyíyawai Áánútuna namuro-kwáásíráámbán-owe. 
JAS.4.5	Áánútun-aai aúváí-kwandaaivimba agaimaréna séna
JAS.4.5	Áánútu séna kesimambá kempímbá maráúnda
JAS.4.5	sáwí'an-ovo sé'a asiramái kwégarakwiyune siráiye
JAS.4.5	agaimaréna siráimba mináímbá íma úwoi-aimban-ivo árair-aimban-ivo imáyáa oró. 
JAS.4.6	ánivo Áánútuna imáyáa úndayavenaya súwa'naa umáíya kwéasiramasinkaintaawe. Áánútun-aai aúváí-kwandaaivimba agaimaréna séna
JAS.4.6	Áánútu kentúmo maimaé kwéiyowai kwétuwentayuwaivo kwenaísamaivimba kwémaewai kwétiravayaiye
JAS.4.6	agaimaréna siráimba póna Áánútu súwa'naa umáíya kwéasiramasinkaintaawe.
JAS.4.7	mindáyave'a Áánútun-aai isé'a kwenaísamaivimba máyáaambanivo Sáátáánigon-aaiyave'a a'áo síyanamo éna ááéma tiyuwéna kówina'a 
JAS.4.8	Áánútuna egwaa'ó méwanamo éna Áánútu kentí egwaa'á méniye. sáwí'o kwéowai kawe'ó umáímo ménaaontave'a imáyáa é'a misáwí-yántáá'á túwáaro. Áánútuna imáyáawe marará-ímáyááwé tokáawai sáwí-imayaa tuwé'a kawer-ímáyáá oró. 
JAS.4.9	sáwí'o kwéontave'a íma aamoí é'a kanagí'á kwéte'a máéro. sáwí'o kwéontave'a íma kwírááima síyamba tói'a matuwé'a máéro. sáwí'o kwéontave'a tirunkó íma kawe'á éna sáwí'a kwéina'a máéro. 
JAS.4.10	Ísóigon-aai isé'a kwenaísamaivimba méwana kwemá mósá tinkáníye.
JAS.4.11	kesí kwaásiyono. kentí kwaásiyave'a keíyái íma sáwí-aimba seró. Áánútu ámáán-aimpimba séna íma mirán-oro siráimba pó'a mirámó kwéomba Áánútuna ámáámba simái sáwí'a umánke'a sé'a sáwí-amaamban-iye sembá mindá kampa'á kwésewe. Áánútuna ámáámbo taaínkaar-uré'o sé'o sáwíyan-amaane anón-amaane kwése'a minámáámbá íma kawe'á umái kwaré'a kwéaraaisuwaawe. 
JAS.4.12	Áánútu kweyáá ámáámba siménaya kwaási kwétaainkaar-ena kanaán-umai kweyáá kawer-ámpá'á mégwétinkena kweyáá kwaási ánásasuwaniye. mindáyave'a kwaási keyááríka'a íma taainánááovo Áánútuna mayáímán-iye.
JAS.4.13	keinárawa'a imáyáa é'a sé'a ívéra'i. aaváyaawa'i. anón-daopa'a komé'a mayáí kwémae'a moórá-ima maisuwé'a sáwívar-ontamba mayánaumne. mirán-áímbó kwésewai ísáaro. 
JAS.4.14	aaváyaavimbo ainámbó sáwíyanka'o kwénamo ááémo turákwintemba keinárawa'o máyáamba miráráán-umai ááéma ánásanaaowe. aaváyaa kentópa'o tínín-tantaa'a íma ísaraawe. 
JAS.4.15	mindáyave'a kwésen-aimba íma ókwara'a sé'a maará seró. Ísóigomo owémó sína'o é'a mirá ónaumpo ímo owémó sína'o é'a íma mirá ónaumne seró. 
JAS.4.16	mirán-áímbá kwése'a kentí imáyáavinkemba kentúma maimaé kwéiye'a anóni'a umái ménae kwésemba mirán-ímáyáá sáwí-imayaaman-iye. 
JAS.4.17	miráumai ísáaro. kawe'ó iígóná ááimba ísámai ivátuwesa mirámó ónááomba sáwí'a ónááowe.
JAS.5.1	óísankwara-kwaasiyono. senda-áímbá ísáaro. kentópa'o umbai-yántáá'ó tínímba anón-imayaa kwée'a kanagí'á kwéte'a ménaaowe. 
JAS.5.2	sáwívar-oisamba makáan-oisamba atúnkaisana sáwívar-unankwatoi kwaígo ánáamba káráyuwaisana 
JAS.5.3	óntamba makáamba atúnkaisasa kwaási awánésa sésa íma túwa'naa ombá makáawana atúnkaiye sénááomba iramó ane'ó kwégainten-umai sáwí-meyamba kentópa'a tíníye. sáwívar-oisamba makáambanivo Áánútu kwaásimo máyáawaina ááimba tísaa ínín-kanaama tíníye. 
JAS.5.4	kentí kígau on-kwáásítí meéyámbá íma kawe'á umái timé'a sáwí'a kwéomba Áánútu awánaraiye. minkwáásí anónkar-anonka'a kwésewana Áánútu asirayánkwáráwáí kwéisaiye. 
JAS.5.5+JAS.5.6	marapá'ó máyáanka'a sáwívar-oisamba maré'a kentí imáyáavinkemba kembó tínkáim-bayai kwémayaawe. ímo sáwí'o uráan-kwaasi aaivimbá maitínkówa'a íma anondá aaí suwa'á tínkamuwasa pukáawe. póímo toómbó kwétimewanamo anón-isasamó tuvú'naantemba kembó tínkáisa'o mirámó kwéomba Áánútu sáwí-meyamba timíníye.
JAS.5.7	mindáyave'a asiramái maimaé kwéiye'a Ísóigo ókwara'o kumínímba amu'máráaro. kígaugo avowámá kígau úmakena amu'maréna séna kaeká'á aa'á téna kígau anón-ína'a nánáe séna amu'maráíntemba 
JAS.5.8	miráráán-umai Ísóigomba amu'makéwana kumíníye. Ísóigo sáwíyanka'a kumínímba pó'a asiramái aánoumai máéro. 
JAS.5.9	Áánútu aaivimbá maitinkánívo kentí kwaási íma í'ái tínkáaro. Áánútu aaivimbá maitinkánín-kanaa sáwíyanka'a tíníye.
JAS.5.10	kesí kwaásiyono. naaóvá'á Áánútun-aai simátímakowaimo uráamba imáyáa oro. Ísóigo simátímakon-aimba simátíma'mae iyúwasa íma ísówana umbai-yántáá'á sáwíva'a miwítópa'a túwasa Áánútun-aai íma ivátuwesa asiramáímo mésamo uráantemba miráumai máéro. 
JAS.5.11	naaóvá'á Áánútuna imáyáa ésa asiramái máyón-kwaasiyaveta séta Áánútu kawe'á umátínkarain-kwaasiman-owe kwésune. naaóvá'á moórá-kwaasi áwí'a Yópoma uráin-aimba imáyáa oro. umbai-yántáá'á sáwíva'a kwenópa'a túwana Ísóigontavena asiramái maí'mai'a úmae kwéiyuwana naaémba Ísóigo kawe-tántáá'á ámakaiye. miráumai Ísóigo anón-arumba umásinkena kwésuwa'naa-iye.
JAS.5.12	kesí kwaásiyono. anón-aimba ísáaro. kentááiyavesa áraire sénááontavesa íma tiká'á kwémare'a árair-aimba súne sembá kwíyómpa'a máyáiwai aúranka'a árai'a kwésune íma sé'a marapá-kwáásí túranka'a árai'a kwésune íma seró. ánivo owémó sé'o é'a úwoi owé sé'a íma tiká'á kwémare'a seró. a'áomo sé'o é'a úwoi a'áo sé'a íma tiká'á kwémare'a seró. mirámó síyanamo éna Áánútu mináíntávéna íma sáwí-meyamba timíníye.
JAS.5.13	keinárawapinkembo umbai-yántáá'ó mayáíyawai Áánútunka'a námúnaa seró. keinárawapinkembo tirunkó aamoí íyawai monor-ímá kwésesa Áánútu áwí'a mósá máráaro. 
JAS.5.14	keinárawapinkembo tí'o índawai Ísóigona kwaásiti anón-kwaasi tááyaiyasa tésa Ísóigona asirayámbá imáyáa ésa masawémba túra'a pétinkesa námúnaa seró. 
JAS.5.15	Áánútumo siráintemba íníye kwésesa námúnaa kwésemba póna Áánútu minkwáásí kawe'á umátinkena usásintinkena minkwáásímó sáwí'o uráiyanamo éna miwívínkémbá maitiyuwáníye. 
JAS.5.16	mindáyave'a kentí kwaási sáwí'o kwéomba avora'á simátime'a námúnaa simái túwa'naa oro. mirámó íyanamo éna tí'o índamo éna Áánútu asóvamatinkaniye. arupí umái máyáawaimo námúnaa kwésemba Áánútu iséna asiramái kwétuwa'naa-iye.
JAS.5.17	naaóvá'á Áánútun-aai simátímakowai áwí'a Íráiyaa ména kwemá kesáámó úndanten-kwaasi ména Áánútunka'a asiramái námúnaavinkemba séna aa'á íma tíno súwana íma aa'á téna kaumbo-ímá umái ava'moraé-kwiyomba maisuwówana íma aa'á túwana 
JAS.5.18	minkákémbá naaémba námúnaavinkemba aa'á tíno súwana aa'á túwana kígauva'a amápa-tomba kawe'á uráiye. miráumai arupí umái máyáawaimo námúnaa kwésemba Áánútu iséna asiramái kwétuwa'naa-iye.
JAS.5.19	kesí kwaásiyono. keinárawapinkembo évakarawaimo kawer-ámpá'ó tuwáíya'o é'a méyavisiyasamo tésamo kawer-ámpá'ó tíya'o é'a kawe'á umátinkanaaowe. 
JAS.5.20	sáwí'o uráiyawaimo méyavisiyasamo sáwí-ampa'o tuwésamo Áánútumpa'o tíyanamo éna Áánútu misáwí-yántáá'á sáwíva'a maitiyuwáínasa Áánútuna némpa'o iramó kwégaindava'a íma kónááowe. mináímbá imáyáa oró.
1PE.1.1	kemá Pítaa maanáímbá maanáúváívímbá agaimaráúmpo ísáaro. kemá Ísu Káráísitina aantá-kwaasi úndanivo Áánútumo séna kesí kwaási owémó siráin-kwaasi ísáaro. kwatúwówa'a kentí maramá tuwé'a kóyáwé é'a Pontasi-máráváré Kárésiyaa-maravare Kápátósiyaa-maravare Ésiyaa-maravare Pítíniyaa-maravare miráumai-marava'a kóyáwé uráawai ísáaro. 
1PE.1.2	naaóvá'á Áánútu kentáásivowa keinárawatavena séna ítámaraanasa kesí kwaási-i'a ónááowe súwana Ísu Káráísti puwúwana kwená naaemá kumúwana keinárawa'a kawe'á umátinkaina'a kwenáái taagwiyavónááontavena Áánútun-amanko Áánúntundei-i'a umátínkaraiye. Áánútu úwoi túwa'naa úmae iyéna paru umátínkáva'a iyína'a ménaaowe.
1PE.1.3	Ísóigo Ísu Káráísiti avowámá Áánútu kwenáwíta mósá maráúmne. kentááyávéna anómba arumbá umásinkenaya Ísu Káráísitimba pukáimpinkemba usásinankaraintavena aúnái'o umáíya máyaunda-i'a umásínkaraimba póta naaéntaamo ménaundayaveta amu'maréta máyaumne. 
1PE.1.4	kwíyómpa'o uménaundaya Áánútu to'mayaa umásínkarainta íma sáwí'a umái ánásena kwaíkwai'a ínímbaniye. 
1PE.1.5	Áánútun-aaiyave'a áraire sé'a kwenká'á agevamái máyáantavena kwená asirayándéí kweukáámbá umái tíyótinkena Ísu Káráísitimo kumíndara'a sáwí'o umáímo máyáampinkemba kuntí'mai to'mayaa umátínkarain-tantaa'a agaráátinkaniye.
1PE.1.6	mindáyavena kentirunkó kawe'á íno. ívé'a ó'on-o'on-umbai-yantaa'a kentópa'a kwénamo umbaimó taimbá sáwíyanka'a kwéna naaémba ánásainana kentirunkó kawe'á íníye. 
1PE.1.7	umbai-yántáá'á kentópa'a kwáyáinka'a Áánútuwemo asiramáímo mémba tuwánésa sésa árai'a Áánútuwe aráápamai máyáawe sénááowe. moórá-ontamba áwí'a kóri-ontamba aamoí kwéon-tantaa'a imbánivo kíto-tantaa'an-ivo Áánútuwemo aráápamaimo máyáamba mindá anón-tantaa'an-iye. minóntámbá iravímbá kágwisana sáwí-yantaa'a ánásaisana kóri-ontan-uramba túkúmai kwégwaiye. miráumai umbai-yántáá'á kentópa'a tisa'á Áánútuwe asiramái mé'a kwesé aráápamai méwana Ísu Káráísiti kumíndara'a kentúwí'a anómba umátinkena aamoí umátinkaniye. 
1PE.1.8+1PE.1.9	Ísu Káráísitimba íma túrandei awánaraavo úwoi kentirumbá kwéamewe. íma túrandei kwéawanaavo kwenááiyave'a áraire sé'a kwenká'á agevamái máyáawe. kwenááiyave'a áraire sé'a kwenká'á agevamái máyáantavena sáwí'o umáímo máyáampinkemba kwéiyatinkaiye. mindáyave'a anón-aamoi kwée'a mindáyave'a aaí símae kwéiyiyana mirán-áímbá íma ánásaina'a anón-aamoi ónááowe.
1PE.1.10	naaóvá'á Áánútun-aai simátímakowai Áánútu keinárawa'a úwoi kwétuwa'naa-in-aimba siráawe. Áánútu sáwí'o umáímo máyáampinkemba iyátinkanin-aintavesa sésa mináínkóná ááimba nóran-aina'iyo sésa Áánútun-aai aúváí-kwandaaivimba awánantesa iráawe. 
1PE.1.11	Káráísitin-amaanko miwívímbá ména Káráísitimbo áí'o índai'o umánkaiyanamo naaémbo ságayambo paárinin-aimba simátímakowasa miwí kesáváí-áímbá sésa mináímbá nááwantavena simbá póna nósa-tawai paáriniyo sésa Áánútun-aai aúváí-kwandaaivimba awánantesa iráawe. 
1PE.1.12	miwítí mayáígówé simátímakon-ainkowe íma miwí túwa'naa ena keinárawa'a naaémbo paáronaaon-kwaasi túwa'naa ínímba mindá Áánútu agaráátínkaraiye. Áánútun-amankomba ai'marówana kwíyómpakemba kuména naaóvá'ó agaráátínkaron-aimba simátímakowasa mináséí-kwásáí simátíma'maesa kuwa'á ísaraawe. kwíyómpaken-kwayo'narawa'a mintántáá'á awánanae sésa ombá miwívímbá íma sáwí-yantaa'a kwáyáísana Áánútumo iyátínkáim-bayai íma kanaán-umai kwéawanaawe.
1PE.1.13	mindáyave'a arupí-imayaa é'a kárákwiyoro. Ísu Káráísiti kumíndara'a kawe'á umátinkanintave'a amu'maré'a asiramái máéro. 
1PE.1.14	Áánútun-aai ísámai kawe'á oró. Áánútun-aaimo ímo ísaronka'o sáwí-imayaayave'o tirááíyave'o uráantemba íma mirá é'a Áánútun-aai ísámai kawe'á oró. 
1PE.1.15	Áánútumo tááyaraiwaimo kaweré su'maimo kwéintemba amápa-tantaa'a kaweré su'mai oró. 
1PE.1.16	Áánútun-aai aúváí-kwandaaivimba agaimaréna séna
1PE.1.16	kemó kaweré su'maimo umáímo
1PE.1.16	máyaudantemba mirán-oro
1PE.1.16	Áánútumo siráimbanivo kaweré su'mai oró.
1PE.1.17	Áánútu arupí umái sáwí'o uréwai sáwí-meyamba tiména kawe'ó uréwai kawe'-méyámbá timíníwaintave'a námúnaavinkemba sé'a kesivomán-iye sé'a pó'a marapá'ó kwááyumo máyáanka'a anóndakoman-iye sé'a kwená imáyáa úmae íyóro. 
1PE.1.18	kentíkwá'náma úwoi-mayai-amba kwárówana Áánútu keinárawatavena mirán-ámbá kwáráavo séna meéyámba'mai ayútínkaraiye. kentí meéyámbá kóri-ontambo ánásanin-tantaakaamba ímanivo 
1PE.1.19	Ísu Káráísitina naaegómá usáyaaitarain-daaegoman-iye. sáwí'o uráankakemba íma sáwí-meyamba mayánááontavesa sipisípi-araa'a tuvú'mái Áánútumba ámakaantemba sáwí'o uráundavinkemba ayúsinkanintavena Ísu Káráísiti ímo sáwí'o urówai puwúwana kwená naaemá kunkáiye. 
1PE.1.20	Áánútu kwíyómba maramá íma taróruronka'a mimbáyáí mayáníntavena Ísu Káráísitimba ítámakaimba póna naaén-kanaa keinárawatavenawe séna marapá'á kumbéna 
1PE.1.21	pukáimba pó'a Áánútumpa'a imáyáa kwéowe. Áánútuwe aráápamai mé'a sé'a árai'a kwesé uménaumne sénááontavena Ísu Káráísitimba pukáimpinkemba usásinankena áí'maena ságayan-ayampa'a móankaraiye.
1PE.1.22	árair-aimbo taagwiyávóntavena mináínkó kentirumbá kawe'á umátínkaraisa'a mé'a Áánútuna kwaási kentí kwaási owa'á moórá-morawaivimba kentirumbá kwétime'a asiramái mirá úmae íyóro. 
1PE.1.23	Áánútun-aai kwaíkwai'a ínín-aimba ísaraamba mináínkó aúnái'a umái máyáani'a umátínkaraiye. marapá-kéntínóvówí matínkaraawa'a máyáambanivo Áánútu maí'mai'a kwéiwai aúnái'a umátínkaraisa'a aúnái'a umái máyáawe.
1PE.1.24	mirán-áímbá Áánútun-aai aúváí-kwandaaivimba agaimaréna séna
1PE.1.24	karaan-tantááré kanaagunéwe aáyánkámaenamo
1PE.1.24	marapá'ó kúmíntemba kwaásiye miwítí kawe'-máyáíyé
1PE.1.24	miráumai ánásanivo 
1PE.1.25	Ísóigon-aai kwaíkwai'a kwéiye
1PE.1.25	agaimaréna siráiye. mináímbá áséi-kwasai simátímakaan-aimba ísaraamba mináínkó aúnái'a umái máyáani'a umátínkaraiye.
1PE.2.1	aúnái'a umái máyáamba pó'a sáwí-yantaakomba tínaaemba umásuwe'a íma kampa'á sé'a íma kaumbo-káér-imayaa é'a kawe'-máyáímó kwémayaiyantavena kentirunkó íma simái sáwí'a umátinkaina'a túwíkwara'a íma simái sáwí'a umátinke'a máéro. 
1PE.2.2	umarambó náántavenamo tínkáíntemba Áánútuna kawer-áíntávéna mirán-umai táái tinkáíno. Áánútun-aai toónkáámbá kwéne'a táákaevayan-kwaasiraamba umái mé'a Áánútuna aambá kwa'maé'a íyóro. 
1PE.2.3	Ísóigo kawe'á umátínkaraina'a miráumai mé'a Áánútuna aambá kwa'maé'a íyóro.
1PE.2.4	naaóvá'á mono'-námbá óntandei urónka'a ávonkaan-ontamba awánésa úwoi-ontamban-iye sésa tukáawe. miráumai Ísumba Áánútu kawe'ná'án-iye séna ítámakaimba awánésa áúkaawe. kwemá ávon-ontankaamban-ivo kwenópa'a teró. 
1PE.2.5	óntandeimo naambó ontembá Áánútu keinárawa'nei kwená naankáámbá úmarena keinárawate méniye. kwená mayáí-kwáásí é'a kwená mayáíyé su'mai kwémayaiyana Ísu Káráísiti túwa'naa ínímba póna Áánútu kentí mayáíyávéna aamoí íníye. 
1PE.2.6	mindáyavena naaóvá'á Áánútun-aai aúváívimba agaimaréna séna
1PE.2.6	Áánútu séna kawer-óntámbá ítámare'a naambó asiramáímo kwaíkwai'o íníntave'a Sáíyono-naopa'a ávonkaan-ontamba makáumne. óntantavenamo siráintembo íníwaimpa'o agevamáímo ménaaowai íma tigaeyávésa ónááowe siráiye
1PE.2.6	mináímbá Ísu Káráísitintavena simái agaimakáiye. 
1PE.2.7	Áánútun-aaiyave'a áraire sé'a kwenká'á agevamái máyáawai minóntánkó anómban-iye kwésevo Áánútun-aaiyavesa íma áraire kwésewai minóntánkóntávésa íma mirán-áímbá kwésewe. mindáyavena Áánútun-aai aúváívimba agaimaréna séna
1PE.2.7	óntan-damba on-kwáásí moórá-ontantavesa sáwí'a kwéiye sésa maisukáawe. aáno minóntánkó ávonkaamba uráiye
1PE.2.7	agaimaréna siráiye. 
1PE.2.8	moóráva'a agaimaréna séna
1PE.2.8	minóntánká'á tísamaima
1PE.2.8	turarésa tanaambá vánááowe
1PE.2.8	agaimaréna siráiye. tanaambó vaantembá Áánútun-aai araaisésa miráumai tanaambá kwévaawe. ááéma íma mirá uráanka'a Áánútu séna mirá ónááowe siráinka'a pósa miráumai tanaambá kwévaawe.
