MAT.1.1	Tákɨ̀rɨ́b ndùtì ndútí Yésù Krístù nyȩ Dàvît ya dundóŋce nyȩ Àbɨ̀ràháàm á rè:
JAS.4.15	Nɨ́m du ɗúnɨ nyí nyìnte á ɨnè: «Ɓè Mèín ə́əmndé, nɨ́m ɨ́ dù ɓe mè, nɨ́m a ndɨ̀ŋ kɨ́ rè, nɨ́m a ndɨ̀ŋ kɨ́ rè.» 
JAS.4.16	Ɨ́dù ɗàrò, nyí á ndɨ̀ŋnɨ mɨ̀tù, nyí á ánɨ síí. Kúúŋ mɨ̀tɔ̀k u̧ kíì nɨ mɨ̀tɔ̀k ɓáŋhîn á. 
JAS.4.17	Àm kɨ́ á du, nò ɗəəŋɓa nɨ́m nyɔ̧ɔ̧́ tɨ ɗú ŋgə́ ndɨ̀ŋte, ŋgə́ ɨ́ dù nɨ́ ndɨ̀ŋwáá, ŋgə́ comtɨ́ nɨ́.
JAS.5.1	Nyí nùb njɔdìì ɗàrɨ́, óknáye! Ɓe ɨ́r jábɨ́r ɓa nyí féínnànɨ rè, gbəknáam kɨ́ɨ́ŋ ɓe bɨ̀ìmèrè cúk. 
JAS.5.2	Njɔdɨ̀b nyínè kwá du nɨ́m sam, su kwá taŋkɨ́ júúb nyínè ɗàrɨ́. 
JAS.5.3	Gôl nyínè ɓe mwèìn nyínè kwá du jɔ̧ kɨ̀ jɔ̧; jɔ̧ kɨ́ ɨ́ ɓa túùmnɨ ɨnayâna nɨ́ɨ́b nyínè kɨ́ lâs nɨ́ɨ́b saai á ru, ŋgə́ ɓa ɓáàŋkɨ́nɨ síí nyínè á, a dù hȩ tɨ yɨ́ wa̧á̧ rɨ u̧. Ɓetí nyí tɨ ɓáacɨ nɨ njɔdɨ̀b kɨ́ jíìb cáŋhɨ̀rí no á. 
JAS.5.4	Nùb nyí tɨ áré nyínè mwaibɨnne, nyí mbáaŋtɨ́ ŋgáb, nyí ŋgáb mwèìn kɨ́ nàwá. Óknáye nyì̧í̧ ŋgábè! Vùùm nùb tɨ éí ə́r nyínè mwaibin kɨ́ lâs, Mèín nò du ɓe nyòme lâs óktɨ́ kɨ́ɨ́ŋ ŋgábè kɨ́. 
JAS.5.5	Ɗɔ̀bín, nyí yaá dùnɨ ju jíri, nyí a taŋce ti. Nyí yaá tàŋnɨ nyí a mwiice haám hȩ ndèìn kùb ɓa ténniì. 
JAS.5.6	Nùb ɓáŋhîn ndɨ̀ŋwáá, nyí yi téíntɨ́ ŋgáb àm ŋgwéé, nyí ɨ́ tà kwíì ŋgáb. Ŋgáb cè bɨ́ nyí ŋgáár pààwá.
JAS.5.7	Mwin yàáb moò péín ə́mní, dunáam ɓe jíhɨ́r há̧á̧ hȩ Kéké nɨ́mè ɓa gòniì. Pə́náye hȩ tɨ́ɗèìn du ɓe jíhɨ́r ɓwâ ŋgə́ du móŋnɨ nàám ɓa fó̧nɨ no mwa̧né rɨ: ɓwâ nà̧á̧ gusóré, ŋgə́ á ɗòŋnɨ nɨ́m, ŋgə́ a jíhè há̧á̧ hȩ ŋgə́ ɓa gùmniì. 
JAS.5.8	Nyí ɓwê, dunáam ɓe jíhɨ́r, tamnáam njɔ̧̀, ɓetí cùwòó Kéké nɨ́mè ŋgóobtɨ́.
JAS.5.9	Mwin yàáb moò péín ə́mní, mvókín nyínè no, nò kù nɨ kùùŋ nyindí só nyìn, àm Mèín tɨ̀ ŋgwin nyínè. Ŋgwìn Mèèín á cɨ̀ nɨ kə́sə́k. 
JAS.5.10	Mwin yàáb moò péín ə́mní, lə́əmcunáam nɨ́m 
JAS.5.11	Nɨ́m ta ŋgáb á ɓe mɨ̀tù àm ŋgáb ya ə́əŋɓa bɨ́ kpéín ndè á. Nyí yi óktɨ́ sà̧à̧ jíhɨ́r Jôb yi du ɓe kíí, nyí ɗəəŋceé ní á Mèín yi ndɨŋna ŋgə́ cáŋhɨ̀rí; ɓetí Mèín á ɓà ɓe mwàm, ɓe nyàŋnjɔ̧̀ cei.
JAS.5.12	Mwin yàáb moò péín ə́mní, nyí nɨ sàáb sàbkɨ́ɓàr: dùgɨ̀ ɓe ɨ́r Mèèín, dùgɨ̀ ɓe ɨ́r ɗɔ̀bí, dùgɨ̀ ɨna yoo. Tàɗóònáhá nɨ «i̧i̧» ɓè duce i̧i̧, kɨ́ kù «éìye» ɓè duce éìye. Ŋgwìn Mèèín tɨ̀ bɨ nɨ́ nyí.
JAS.5.13	Mvókín nyínè no, nò kù ɨ́ dù jábɨ́rí, ŋgə́ yóŋ Mèín. Nò kù duú mɨ̀tùú, nò kɨ́ ŋgə̀m Mèín. 
JAS.5.14	Mvókín nyínè no, nò kù duú yábnɨ, nò kɨ́ ɓé 
JAS.5.15	Nùb kɨ́ ɨ́ yôŋ ɓe gíí Mèín ɓa ə́ə̀mnɨ mɨ̀yú̧ vúmè kíì, nɨ̀yə́b ɓa wáàŋnɨ á. Duú ɓè ŋgə́ ya comndé, Mèín a tɨ́ínà ŋgə́ cum kɨ́. 
JAS.5.16	Mvókín nyínè no, viinanáam kùb cum nyínè. Dunáam ju, nò rè yóŋnaá kùùŋ Mèín, nò rè a yóŋnàcè kùùŋ, àm yáb nyínè a wáŋnèé. Nò du ɗɨ́ɗɨ̧́ɨ̧́, mɨ̀yú̧ ŋgə́ yóŋndé á ɓe nyòme cei. 
JAS.5.17	Èlî yɨɨ́mɓwê nɨ̀vɨ́tè hȩ nɨ́m á, ŋgə́ yi yóŋtɨ́ Mèín ɓe mɨ̀súktéín àm nà̧á̧ tɨ̀ naré, nà̧á̧ ɨ́ dùmècè nàwá há̧á̧ dáín taarɨ́b ɨ́ gbɨ́ktèìn, 
JAS.5.18	cùr kɨ́ no, ŋgə́ ɨ́ yóŋcù Mèín ɗà nà̧á̧ ɨ́ gùcùsówò. Nɨ́ɨ́b ɗo̧ó̧ ɨ́ òndɨ̀tèècù.
JAS.5.19	Mwin yàáb moò péín ə́mní, nɨ̀mwi̧ mvókín nyínè no ɨ́ mbɨ̂ jɨ̀r àmɨrìí, ɗà nò kù ɨ́ gècùrówò ŋgə́, 
JAS.5.20	ɗəəŋnáɓam, cɨcóm tɨ du gìnɨ jɨ̀r ɓáŋhɨ́nne noò, nò gecuró ŋgə́ jɨ̀r àmɨrìí ɓa ɓátɨ̀nɨ mè cɨcóm kíì á, ŋgə́ a ndɨ̀ŋkwà cum nò kíì ví̧i̧ Mèín tɨ́íkíi.
1PE.1.1	Mɨ Piyéèr, 
1PE.1.1	Mɨ tɨinna nùb Mèín yi caré á. Nyí nùb kùb ya juhó̧kɨ́ ti̧í̧, nyí ɨ́ gì dùtèènɨ ɗɔ̀ɔ́b Póòŋ, ɗɔ̀ɔ́b Gàlàtíì, ɗɔ̀ɔ́b Kàpàdóòs, ɗɔ̀ɔ́b Àsíì ɓe ɗɔ̀ɔ́b Bìtìníì no rɨ. 
1PE.1.2	Càá kùb yi ca nyí kɨ́ á ɗóhîn ɓe ɓwáár Mèín nò du Táà yi ɓwáíkɨ́yaye tíí, nyí ókce nɨ́ ɓe ŋgə́ á, ɓe nyòm Nyéhè noò, àm nyí jə̀ŋ Yésù Krístù, nyí a kwà tɨ́ɨ́r ɓe cwá ŋgə́ ya kú hȩ satɨgà rè á.
1PE.1.2	Mɨ yóóŋ Mèín ŋgə́ nàɓà nyí faám ɓe ju ɗóóŋ.
1PE.1.3	Nɨ́m ŋgə̀mná Mèín, ŋgə́ nò du Tá Yésù Krístù nò du Kéké nɨ́mè! Ɓe nyàŋnjɔ̧̀ kàm ŋgéé, ŋgə́ naá nɨ́m mè heé ɓe sə̀mèé ŋgə́ səəmcuhó̧ Yésù Krístù mvókín nɨ̀kwíbí rè, kí á na nɨ́m gíí du yə̀ŋniì ru. 
1PE.1.4+1PE.1.5	Àm kɨ́ á nɨ́m du sàmàìn móŋ gàmnɨ nyɔ̧ɔ̧́ Mèín gə́tɨkɨ́na nùb ók ɓe ŋgéé ru. Nyɔ̧ɔ̧́ kɨ́ nɨ ɓáàŋnɨ ɓáŋhîn ɗàà, sàmàìn jɨ́nɨ̀m sa yáà ɗàà, nyààŋ noò cè nɨ́ cɔ̧́nɨ ɗàà. Nyí nùb nyòm Mèèín du gə́tɨ̀nɨ ɗòŋwòó ə́ə́m nyínè njɔ̧̀ne ya kwe, ŋgə́ á nyí gə́tɨ̀kɨ́nànɨ nyɔ̧ɔ̧́ kɨ́ ɓɨllin, há̧á̧ hȩ ŋgə́ ɓa nyí ɓátɨ̀niì. Ɓə́r kɨ́, kùb kwá pə́ jíìb cáŋhɨ̀rí no.
1PE.1.6	Àm kɨ́ á nyí du ókɓànɨ mɨ̀tù, dùgɨ̀ hȩ kɨhɨr nyiín nyin ɓa nyí kwàtèèhóyènɨ mvókín ti ŋgóbí. 
1PE.1.7	Kɨhɨr kɨ́ du àm pə́ ɓè nyí du ɓe ə́ə́m àmɨrìí á. Gôl du nɨ́m sam á, ɨ́dù kùb á ŋgə́ kɨ́klénɨ wa̧á̧, pénɨ ɓè ŋgə́ du nyɔ̧né, ɗóògɨ̀ ə́ə́m nyínè nɨ́m du nɨ́m jíri à? Kùb á ŋgə́ kə̀hɨ̀nɨ, pénɨ ɓè ŋgə́ du tamnìí. U̧ á kùb ɓa nyí ŋgə̀mnɨ, kùb a mgbíhè nyí, kùb a dɨ̀mè nyí ɓwâ Yésù Krístù ɓa cùwòniì. 
1PE.1.8	Nyí á ŋgə́ ɗúnɨ, dùgɨ̀ hȩ nyí du ŋgə́ pə́kɨ́yèwáá, nyí á ŋgə́ ə́ə̀mnɨ, dùgɨ̀ hȩ nyí du ŋgə́ pénɨ ɗàrò ɗàwáá. Àm kɨ́ á nyí duɓa ɓe mɨ̀tɔ̀k kàm jíri sumí, mɨ̀tɔ̀k kɨ́ á ɓà jíri sàmàìn kùb nyinndé ɗàà. 
1PE.1.9	Ɓetí, ŋgwé ə́mní nyínè kɨ́kgií, nyí ɓáttɨ́.
1PE.1.11	Ŋgáb yaá máhánɨ ɗə̀ə̀ŋnɨ ɓwâ ŋge á nɨ́m Nyéhè Krístùù ta kɨ́ ɓa ndɨ̀ŋnɨ, ɨna á cè nɨ́m kɨ́ ɓa ndɨ̀ŋnɨ. Nyéhè kɨ́ ya takɨ́yayeé àm jábɨ́r Krístù ɓa péniì, ɓe mgbíí ŋgə́ ɓa kwàniì. 
1PE.1.12	Mèín ya viinaá tɨ́kɨ̀nɨ́b noò ɨnayâna Kìn ŋgáb du gènɨ kɨ́ nɨ kɨ́ ŋgáb nɨ̀mibi sé, du nɨ kɨ́ nyínè á. Ɗàrò nùb ta Kìn Nyɔ̧né tanaceé nyí Kìn kɨ́, ŋgáb nyin ɓe nyòm Nyéhè Sarîn Mèín tómsóworé á. 
1PE.1.13	Àm kɨ́ á du ɗúnɨ kɨ̀cáàb nyínè dukɨ́ jáŋ, nyí nɨ́m kù lə́ə̀mndôŋ. Səŋnáam gíí ɓe nyər Mèín ɓa nyí nànɨ ye Yésù Krístù ɓa cùwòniì. 
1PE.1.14	Jəŋnáam Mèín, mɨ̀lə́mkáín ɓáŋhɨ́b nyí ya dukom ɓe kí tíí ɓwâ nyí yi duye nɨ́m kù ɗə̀ə̀ŋwá rɨ, nyí nɨ ɓe kí dùcɨ̀r. 
1PE.1.15	Dùnábɨ̂ŋ cum só ɗàà. Mèín nò ya ɓé nyínè á nɨ́ u̧ cum só ɗàà. 
1PE.1.16	Ɓetí á tɨín káàtà Mèèín no ɨnè: «Mɨ mɨ cum só ɗàà, dunáɓwéecéem u̧ cum só ɗàà.»
1PE.1.17	Mèín nò du ŋgùnnɨ nùb lâs hàrák, ɗóhîn ɓe nɨ́m nɨ̀mwi̧ ya ndɨŋndé, ɓwâ nyí du ŋgə́ yóŋniì nyí á ŋgə́ ɓénɨ Tá, àm kɨ́ a du ɗúnɨ jíìb menaye nyí ɗɔ̀bín ndè, nyí túmnɨ̀ jɨ̧ nyí du ŋgə́ jə̀ŋniì ɗɨ́m nyínè no. 
1PE.1.18	Ɗɨ́m juu mí nó ɗàà tákɨ̀rɨ́b nyínè ya tɔɔkɨ́sona nyí rɨ, nyí ɗəəŋtɨ́ ɓe ní á kùb yi céínhó̧ nyí ju kɨ́ no. Yi nɨ́ ɓe nɨ́ɨ́b nyààŋ ɓoò du cɔ̧́nɨ cɔ̧́ɔ̧, hȩ gôl sé. 
1PE.1.19	Kùb yi céín bɨ́ nyí ɓe tɨ́m Krístùù nò ya kú hȩ mwin ndèɗúú,
1PE.1.20	Mèín ma nɨ́ɨ́b lâs nyààŋɓàyèwá, ŋgə́ yi cakɨ́cií nɨ́ Krístù. Ŋgə́ túumnaceé nyí ŋgə́ ɗàrò, jíìb cáŋhɨ̀rí rè no, àm nyí a ô mɨ́nne. 
1PE.1.21	Ɓe ɨ́r Krístùù á nyí du ə́ə̀mnɨ Mèín nò ya səəmcuhó̧ ŋgə́ mvókín nɨ̀kwíbí, ɨ́ nà ŋgə́ mgbíhɨ́rí ru. Àm kɨ́ á ə́ə́m nyínè ɓe gíí nyínè lâs du Mèèín ya ru.
1PE.1.22	Jə̧̀ə̧́ nyí jəŋ Kìn àmɨɨr Mèèín á nyí yi kwa tɨ́ɨ́r, àm nyí a dù ɓe ɗûnɨ́m mɨr mvókín mwin yàá ɓe kùbè. Dunáam ɓe ɗûnɨ́m mvókín nyínè no sum mwi̧. 
1PE.1.23	Kìn Mèèín ndɨŋtɨ́ nyí kwàcù mè heé. Kìn kɨ́ nɨ hȩ sɨ̀ɨ̀ŋ nɨ́m ɗo̧né du kúnɨ kú̧u̧ rɨ ɗàà; ŋgə́ á nɨ ɓwâ lâs jáŋ. 
1PE.1.24	Hȩ káàtà Mèèín du wáànɨ ɨnè rɨ:
1PE.1.24	«Nɨ̀vɨ́tɨ̀b lâs á bɨ́ hȩ ɓwìn,
1PE.1.24	mgbíí ŋgábè á cè hȩ fɨ́láwààb.
1PE.1.24	Ɓwìn cə́ŋtɨ́, fɨ́láwà a ɗì,
1PE.1.25	ɨ́dù Kìn Kékéé á nɨ́ dùnɨ tɨ́k kɨ̀ tɨ́k.»
1PE.1.25	Kìn kɨ́ du Kìn Nyɔ̧ɔ̧́ kùb ɓéena nyí rè á.
1PE.2.1	Hȩ dùnɨ u̧nèé, mbɨ́knáam ɓáŋnjɔ̧̀, kààŋ, yòhèé ɗíímí, dùgɨ̀ sunɨ̀b ɓe tàtùùb. 
1PE.2.2	Dunáam hȩ mucutɨ́b nánááb: ɗúnáɓam ma̧à̧ jɨ́nɨ̀m no ɗàwáá Kìn Nyɔ̧ɔ̧́ du nàniì, àm ɓwâ nyí ɓa mà̧à̧niì, nyí a hàm, nyí a kwàɓwéhè ɓə́r. 
1PE.2.3	Káàtà Mèèín á tànɨ ɨnè: «Nyí péé hȩ Kéké du nyɔ̧né.»
1PE.2.4	Ŋgɨɨrénáam Kéké nó, ŋgə́ nò du hȩ sìn dúhéé du nànɨ mèè nɨ̀vɨ́tɨ̀b ya leehó̧kɨ́ gə́nȩ̀ȩ́, ɨ́dù Mèín ɨ́ cà àm ŋgə́ yi pə́ nyɔ̧né. 
1PE.2.5	Ŋgɨɨrénáam, àm kùb a áɓwéhè nyí hȩ sìn dúhéé du ɓe mèè, óŋnɨ Dúú Mèèín ɓe kí. Yó ku, nyí ɓa dùnɨ kúùŋ nùb sarɨ́b du nànɨ satɨgà Nyéhè Mèèín ɗúré, satɨgà nyaŋ Mèín sumí ɓe ɨ́r Yésù Krístùù á. 
1PE.2.6	Ɓetí káàtà Mèèín wáatɨ́ ɨnè:
1PE.2.6	«Mɨ caá sìn dúhéé nyɔ̧ɔ̧́
1PE.2.6	mɨ ɓa lóŋnɨ sìn kɨ́ hȩ jù̧ú̧ Sìyôŋ á;
1PE.2.6	nò əhɨ sìn kɨ́ yaà nɨ njɔ̧̀ lòm.»
1PE.2.7	Kɨ́ nyí nùb du ə́ə̀mniì, sìn kɨ́ duna nyí nɨ́m nyɔ̧ɔ̧́ á, ɨ́dù kɨ́ nùb du ə́ə̀mnɨ ɗàwáá,
1PE.2.7	«Sɨ̀ne nùb óŋ dúhéé ya leehó̧kɨ́ gə́nȩ̀né
1PE.2.7	á yi sei jù̧ú̧ dúhéé ru».
1PE.2.8	Á kwà yɨ́ kù tɨín ɨnè:
1PE.2.8	«Sɨ̀ìn kɨ́ ɨ́ du ndɨ̀ŋnɨ nɨ̀vɨ́tɨ̀b mátɨ̀ gusɨ̀r lu,
1PE.2.8	ŋgə́ a ndɨ̀ŋɓwéhè ŋgáb gùu.»
1PE.2.8	Ŋgáb mátɨ gusɨ̀r àm ŋgáb yi mvú ə́ə̀mnɨ Kìn Mèèín á, jɨ̀ ya duce nɨ́ ta̧á̧ ɓe ɨ́r ŋgábè á.
1PE.2.9	Ɨ́dù kɨ́ nyínè, nyí du nɨ gbàŋ Mèín yi ca nɨ́ ca̧né á, nyí duna nɨ mvèìn jíri nùb na satɨgàà á, ti 
1PE.2.10	Ɓwâ yi tíí, nyí yi nɨ́ gbàŋ Mèèín sé, ɨ́dù ɗàrò, nyí gbàŋ Mèèín á. Ɓwâ yi tíí, yi nɨ́ sàmàìn Mèín ók nyí mwàmí ɗàà, ɨ́dù ɗàrò, ŋgə́ ə́əmnatɨ́ nyí mwàm noò.
1PE.2.11	Ɓwàjììb moò, nyí nɨ nɨ̀gwííb á, nyí ndóŋce nɨ́ ndó̧o̧ á, mɨ tànà nyí: Gə́tɨnáam ɓe mɨ̀lə́mkáín nɨ̀vɨ́tɨ̀bì du lèènɨ su ɓe nyéhè nɨ̀vɨ́tèé. 
1PE.2.12	Dunáam ɓe ɗɨ́m nyɔ̧ɔ̧́ mvókín nùb Mèín mɨr ɗə̀ə̀ŋwáá, u̧ á ɓa ndɨ̀ŋnɨ, ŋgáb tàgɨ̀ nyí nùb ɓáŋhɨ́b á yoo, ə́rɨ́b nyɔ̧ɔ̧́ nyí yi ə́llé a njóhè ŋgáb, ŋgáb mgbíì Mèín ye ŋgù̧ní.
1PE.2.13	Ɓe ɨ́r Kékéé, jəŋnáam nùb du nyí kɨ́ɨ́niì, jəŋnáam mvèìn kàm jíri nò du ɓe nyòme lâs, 
1PE.2.14	dùgɨ̀ gómnààb ŋgə́ tómwo gò jóktɨ̀nɨ nùb ndɨŋ ɓáŋhɨ́nne, a mgbíìcè nùb ndɨŋ nyɔ̧né. 
1PE.2.15	Nɨ́m Mèín ɗúré á rè: nùb kɨ̀cáàb ɗàwá du bɨ́ nɨ́m kù ɗə̀ə̀ŋwá rɨ, nyí ɗèìn ŋgáb ɓɔ̧ ɓe nɨ́ɨ́b nyɔ̧ɔ̧́ nyí du ndɨ̀ŋniì. 
1PE.2.16	Dunáam mvòŋsòòŋ, ɨ́dù nɨ ɗúwa ju mvòŋsòòŋ kɨ́ dù kɨ́ yohɨ ɗɨ́m ɓáŋhɨ́nne. Dunáam ɓe ɗɨ́m nùb éína Mèèín. 
1PE.2.17	Jəŋnáam nùb lâs, ɗúnáam mwin yàá bɨ ə́mní, dɨɨmnáam Mèín, jəŋnáam mvèìn kàm jíri.
1PE.2.18	Mbɔ́klɨ́b, jəŋnáɓam táàb nyínè mbɔ́klí. Nyí nɨ nùb njɔ̧̀ nyɔ̧ɔ̧́, duce kə́sə́k nyí kpɔ́knɨ rɨ jə̀ŋhó̧ɗóhɨ̀r, jəŋnáɓwéhɨm nùb duɓa ɓí rɨ́. 
1PE.2.19	Ɓetí jábɨ́r nyí jíhɨ ŋgwé yá ɗàà àm nyí jəŋ Mèèín ndɨ duna nyí faám á. 
1PE.2.20	Ɓwâ kùb túmnɨ nyí jábɨ́r àm nyí tɨ ndɨŋ kumí rɨ, jábɨ́r nyí ɓa dùnɨ ɓe kíí du nɨ sam á. Ɨ́dù kùb ɨ́ túmnè nyí jábɨ́r àm nyí tɨ ndɨŋ mɨ́nne, mɨ̀súktéín nyí du ɓe kí jábɨ́r kɨ́ no kɨ́ á Mèèín sumí nyɔ̧ɔ̧́. 
1PE.2.21	Nɨ́m Mèín yi ɓéna nyínè á kí, ɓetí Krístù nɨ̀mɨ́r ya péé jábɨ́r ɓe ɨ́r nyínè, ŋgə́ ɨ́ mbɨ́kkɨ́sònà nyí túúm, àm nyí a tù guur gùrí noò. 
1PE.2.22	Ŋgə́ ya nɨ́ cum kù ndɨ̀ŋwá, kùb cè bɨ́ ókkɨ́yèwá kààŋ kù no ɓɔ̧ɔ̧ fó̧nɨ. 
1PE.2.23	Ɓwâ kùb ya andɨ ŋgéé, ŋgə́ ya nɨ́ nyèìn kɨ́ ɓáàbwá, ɓwâ kùb yi du ŋgə́ jábɨ́r túùmniì, ŋgə́ ya nɨ́ pààŋwá. Ɨ́dù ŋgə́ yi mbɨ́knaá nɨ́ɨ́b lâs Mèín nò du ŋgùnnɨ ŋgwìn ɗɨ́ɗɨ̧́ɨ̧́. 
1PE.2.24	Krístù nɨ̀mɨ́r, ŋgə́ wúínɨ bɨ̧̀ɨ̧́, ŋgə́ yi hainwútɨ́ cum nɨ́mè lâs só, àm nɨ́m mbɨ́k ju cumí, nɨ́m a dù hȩ Mèín ɗúré. Ɓe jábɨ́r ŋgə́ yi pə́ré á nyí kwa ɓə́r lu. 
1PE.2.25	Ɓetí nyí yaá hȩ ndèɗúúb nja̧á̧, ɨ́dù ɗàrò, kùb gecuwotɨ́ nyí yɨ́ nò du nyí gə́tɨ̀niì.
1PE.3.1	Nɨ̀gub, jəŋnáɓwéhɨm ŋgwásɨ̀b nyínè, àm mvókín ŋgábè no, nùb du ə́ə̀mnɨ Kìn Nyɔ̧ɔ̧́ ɗàwáá a ə́mnè Kìn kɨ́. Tɨ̀ nɨ nyí ɗúnàɓàcéyèwá wòré ɓɔ̧ɔ̧, ɗɨ́m nyí du ɓe kíí ɨ́ ɓa nɨ́ ndɨ̀ŋnɨ ŋgáb ə́ə̀m Kìn kɨ́ ru, 
1PE.3.2	Ɓetí ŋgáb ɓa pénɨ jɨ̧ nyí du ɓe kí ɗɨ́m nyínè no, nɨ́m yɨ̀tíí só ɗàà rɨ á. 
1PE.3.3	Nyààŋ nyínè nɨ kɨ́ kùb pə́ laŋtɨ̧né dùr; hȩ bɨ́rèé ŋgwé nyàŋgáá, nɨ́ɨ́b lééb nyàŋgáá du ɓe gôl lɨ, dùgɨ̀ júúb kàtɨ́b nyàŋgáá. 
1PE.3.4	Ɗú nɨ́ nyààŋ nyínè dù kɨ́ fó̧ɓa sumíì á, nyààŋ du ɓáàŋnɨ ɓáŋhîn ɗàwáá, nyààŋ ɗɨ́m kerɨ́nne duɓa ɓe dɨmɨɨr Mèèín tíí. 
1PE.3.5	U̧ á nɨ̀gub jɨ̧ɨ̧́ ɓwâ yi tíí yi səŋkom gíí ɓe Mèín ndɨ́ yi túumkom bɨ́ nyààŋ ŋgábè ɓe jə̧̀ə̧́ ŋgáb ya jəŋkom bɨ́ ŋgwásɨ̀b ŋgábè. 
1PE.3.6	U̧ á Sárà yi jəŋkom Àbɨ̀ràhâm, ŋgə́ a ɓéce ŋgə́ «Kéké», ɗàrò nyí munɨ́b Sárà kíì á, ɓè nyí du ndɨ̀ŋnɨ mîn, nyí a dùcè óknɨ vùù ɗàà ɓwâ kùb mwa̧a̧na nyí íhé.
1PE.3.7	Nyí ɓwêcé, ŋgwásɨ̀b, dunáam ɓe gub nyínè, ɨ́dù nyí a ɗə̀ŋhȩ̀ ɨnayâna nɨ̀gwi nɨ nò kùb ɗə̧ə̧́ ɗə̧né á. Jəŋnáam ŋgáb, ɓetí nyər mèè Mèín du nyí nànɨ rɨ, ɗú nyíne ŋgáb kwàɓáà nyər kɨ́ cúk á. Ndɨŋnáam u̧ àm nɨ́m kù tɨ̀ jábɨ nyí mɨ̀yú̧ nyínè noò.
1PE.3.8	Nɨ́m mɨ taré á ɨnayâna kɨ̀cáàb nyínè ɓe mɨ̀lə́m nyínè lâs dù nɨ́m mwi̧; dunáam ɓe ɗûnɨ́m mvókín nyínè no hȩ mwin yàáb ɓe kùb, dunáam ɓe nyàŋ njɔ̧̀, nyí a dù ɓe jɨ̧ mvókín nyínè no. 
1PE.3.9	Nyí nɨ ɓáŋhîn kùb ndɨŋ nyínè ɓáábɨ̀r, dùgɨ̀ nyèìn, tànábɨ̂ŋ: «Mèín fàm wu.» Ɓetí faám á Mèín yi ɓwáí nyí nànɨ nyí nɨ̀miib, ɓwâ ŋgə́ yi ɓé nyínè. 
1PE.3.10	Hȩ du tɨin káàtà Mèèín no ɨnè rɨ:
1PE.3.10	«Nò du ɗúnɨ dùnɨ ju nyɔ̧ɔ̧́ ŋgə́ a kwà mèè,
1PE.3.10	á ɗúnɨ ŋgə́ mbɨ́k tàtùùb ɓe kààŋ.
1PE.3.11	Á ɗúnɨ ŋgə́ mbɨ́k ndɨ̧̀ɨ̧́ ɓáŋhɨ́nne, ŋgə́ a ndɨ̀ŋ nyɔ̧ɔ̧́,
1PE.3.11	ŋgə́ a kɨ́klê mɨ̀súktéín ɓe mâ̧á̧ ju ɗóóŋ.
1PE.3.12	Ɓetí Kéké á góòmnɨ íí nùb du ŋgə́ jə̀ŋniì ya, ŋgə́ á kə́sə́k gàmnɨ mɨ̀yú̧ ŋgábè.
1PE.3.12	Ɨ́dù ŋgə́ á jìnɨ nùb du ndɨ̀ŋnɨ ɓáŋhɨ́nne.»
1PE.3.13	Nyí ɨ́ dùɓàhâ ɓe ɗɨ́m ndɨ̧̀ɨ̧́ nyɔ̧né, nò ɓa nyí ndɨ̀ŋnɨ ɓáŋhɨ́nne nɨ ɗàà. 
1PE.3.14	Tàgɨ̀ nyí pə́ jábɨ́r àm nyí du ndɨ̀ŋnɨ nyɔ̧né yoo, nyí á ɓe mɨ̀tù. Nyí nɨ vùù nɨ̀vɨ́tɨ̀bì lùr, nyí cè nɨ́ njɔ̧̀ lòm. 
1PE.3.15	Ɨ́dù nyínè njɔ̧̀ɔ̧, ɗəəŋnáam ɨnayâna Krístù á járkɨ́ták, ŋgə́ ɨ́ du Kéké ru. Dunáam kə́sə́k pììnànɨ nùb lâs ɓa nyí fɔ́nɨ àm gíí du nyínè njɔ̧̀ne. 
1PE.3.16	Ɨ́dù nyí a nyìn còò ɓe jɨ̧ cúk. Dunáam njɔ̧̀ ɗàá fàb, àm ɓwâ kùb du nyìnɓáàŋnɨ ɓe ɨ́r ɗɨ́m juu nyɔ̧ɔ̧́ nyínè, àm nyí du 
1PE.3.17	Ɓetí á mîn nɨ̀vɨ́tè pə́bɨ̂ŋ jábɨ́r àm wu tɨ ndɨŋ mɨ́nne, ɓè Mèín ɗú u̧nèé, ɨ́ ndôŋ kɨ́ wu pə́ jábɨ́r àm wu tɨ ndɨŋ ɓáŋhɨ́nne. 
1PE.3.18	Ɓetí Krístù ŋgə́ nɨ̀mɨ́r yi kúú gwìí mwi̧ ɓe ɨ́r cum nɨ̀vɨ́tɨ̀bì, ŋgə́ nò yi du nyɔ̧né, ŋgə́ kúú ɓe ɨ́r nùb ɓáŋhɨ́bí, àm nyí a nyàŋcù ɓe Mèèín. Kùb ya kwíhií ŋgə́ kɨ́ ŋgə́ yi du nɨ̀vɨ́tèé, ɨ́dù péín Nyéhè Sarɨ́nne, ŋgə́ ɨ́ kwàcù mè. 
1PE.3.19	Ɓe nyòm Nyéhè Sarîn kíì, ŋgə́ yi gɨɓacéyeé tànànɨ nyéhɨ̀b Kìn Mèèín. 
1PE.3.20	Kí ta nyéhɨ̀b nùb yi jaaŋkɨ́ Mèín ɓwâ kù, ŋgə́ a móŋkɨ́ce ɓe jíhɨ́r jíìb Nòwê yi du 
