GEN.1.1	Ainau anai bag God safam a tafanam ifourai. 
COL.2.14	Ot God an baifafaro dura sigaraba maiau auris taifonaseir, on mes God ot wabit igayamen si’yen aurin tatibaiyanen mes, ato On atonio bobo ifour Keriso nabai irarabob on ati bokomas engon igorosen isafanen sisawaris. 
COL.2.15	Keriso nabai irarabob nan on ayu faiwaris a bainetewarotis sibinetewarit on ibomerubes sisur On an fafatum yangan mes simatar, onai sabu engon sititai on osi asi faiwar ambin. On atonio bobo ibiyamai on nan osi asi faiwar komasis emon on Toun irufanai.
COL.2.16	On mes omi men iyafan tani baifafaro iniyamen mamaba bayu wonam wonatom auris o tafaror an ra gagamis asi bano woniyamen auris o roke boboun egat an bobaitab woniyamen auris on o Sabat ra aurin on. 
COL.2.17	Atonio osi baifafaro on asir baiyoboen wat aifan God ra gibui infofour aurin on, ato ari on imatar nono Keriso on inat. 
COL.2.18	Omi men iyafan tani fonan wontatam ato omi aurim dura komasis sinbikakafun on, yabin osi sebikakafun sau osi on gagamis bag, a bomomoutai nan bobo magis magis seiten, osi sinisigoem wonkitum a anea wonkwafires. Sabu ato osi nanaba on men yabis asir tous wat sebogaiis, osi tous orot jever asi bainonotai on bobo sefofour. 
COL.2.19	Atonio osi sabu ato aifan sebibebe a sefofour on osi Keriso sikirir sigat mabisi, ab Keriso on Unin ba ato On usin on seyoyorai ekalesia. Keriso on ot usit ekakaifarai ato On emon on usit asi uram ta ta sinat sekokofanen on engon iboen sinat sikaita ato God an gogoi mamaba on usit on nanaba sinarat mes.
COL.2.20+COL.2.21	Omi on Keriso irarabob on mat worabob, ato ayu faiwaris nin tafanamai sibinetewarim on osi emon iyawasim. Ato omi aibo mes ami yawas on atonio tafanam an yawas komasinai womama? Omi aibo mes atonio osi baifafaro auris wobifonabo, osi sau, “Omi atonio bobo on men woniyamai, omi bayu ato osi on men wonam mes, omi bayu ato osi on men wonbotobonen mes?” 
COL.2.22	Atonio osi bayu asi baifafaro on orot jever sifouren, ato osi baifafaro on arimon men weromin sinen, bayu awati tam sesusur amoti on min yabin ambin simatar sisawar. 
COL.2.23	Dura bag, atonio osi baifafaro bayu aifan wonam wonatom auris on, ato sabu senonosin ato osi baifafaro siya, on osi sagobotis ato sabu sawures anea sekwakwafires, a osi sebisigogo sekikitum, ato tous wat usis seborarabis, on nanaba sebiyamai, tanites osi on nunuas totorinai wat God matanai, baise ato osi boboai on arimon men fofonin inibaisit God fonan tanboai.
COL.3.1	God on omi Keriso mat rabob emon ibobaimisirem, on mes omi nunuam tutufinai God safamai ibotitiwag yen on wat wonnosin nan Keriso an mamageai God bisinai an asumaiau ebiaiwab emama. 
COL.3.2	Omi ami not on aifan ato safam an bobo auris on wat wonnoskikin, men ra fufur wongogoi bobo komasis ato sabu nin tafanamai sefofour on woninonoten mes. 
COL.3.3	Omi nin tafanamai on worabob ato ainau bobo komasis wobiyamen aurin on, ato ari on omi ayubimui on woibobounim men Keriso mat God nanai wontawar, ato atonio yawas on sabu men sit sisagob. 
COL.3.4	Keriso ifour on ari ayubit yawasis semama, ato namon On au tafanam inmatabir men weie, omi mat wonrobotet an kudidirin wonfasararam!
COL.3.5	Ainau ato osi bobo auris on woidura bag, on mes bobo komasis on engon wonibagunen. Bobo komasis men wonbiyamen min ato: Omi men kuke foro asi yawas ba woniyayar mes, omi men fetag usim wontobon bobo komasis auris, a mat omi men osi bobo baiyamin auris on woninonotim mes, a omi men wongogoi kwakwan bobo komasis wonafour mes a omi men sawar sigaraba auris ba wongogoien mes, (yabin omi sawar sigaraba auris wongogoi kwakwan on God omi nunuamui emama on worukou igat ato an garamin omi on osi sawar on wokwakwafiren.) 
COL.3.6	Atonio osi bobo on men nanaba woniyamen mes yabin God arimon ato osi sabu iyabon On aurin sebifonaseir on inimakies. 
COL.3.7	Omi ainau on atonio osi bobo wobiyamen, God aurin wobifonaseir a ami yawas atamaninai womama.
COL.3.8	Baise omi ari on ato osi bobo engon wonboseseiren singat: omi yam men sintatab, omi ami yatatab on men wonikirir sinen sinarat gagamis mes, a tuturam men wonisisiweiis mes. Omi dura komasis men wonikakafun mes a dura komasis on men awamui singat mes arimon tuturam woniyababanis. 
COL.3.9	Omi tuturam mat men toum wonisigogoem bonen mes, atonio osi bobo on men woniyamen, omi ainau ami yawas komasis wobiyamen on woisisiweien, on mes bobo komasis aifan ato wobiyamen on wonikiriren. 
COL.3.10	Ato omi yawas boboun wobo, yawas boboun on omi woibobounim men. Omi on wonat God On ifofourim On ba womatar, atonio yawas boboun on iboem wonat God an sagob maiauin aurin wogat. 
COL.3.11	On yabinai God ifour on mes, omi Jew yangan o omi sabu men Jew yangan, God enonosin omi on engon kaita wat, omi siaskibubuem o omi men siaskibubuem, God enonosin omi on engon kaita wat, omi tafanam touman emon wonat o omi sabu sirag am wan God enonosin omi on engon kaita wat, omi agirotim o rurufanim, God enonosin on omi engon kaita wat, baise Keriso on gagamin bag omi sabu engon tutufin aurim, ato Keriso min omi engon amomui emama.
COL.3.12	Omi on God an sabu, On inuaboim ato irubinem on an sabu mes, on mes omi nunuam on sinasam sabu baikokosarotis o yababanotis auris, tuturam mat wonmanau wonkaber bonen a omi wontafoum men, omi tuturam mat men nunuam wawanis aumas wonama, tuturam mat yaterabobai wonama. 
COL.3.13	Omi tuturam mat wonibaibais bonen a tuturam wonnotbures; mamaba sebiubarem on. Omi tuturam woninotbures on eta kaitamomai ato Bada ebinotburem ba. 
COL.3.14	Atonio osi bobo engon tefasi on tuturam mat woninuabo bonen, omi atonio osi bobo wonbiyamen on, omi arimon ami yawas tutufinai wat wonnat wonikaita. 
COL.3.15	Omi God irubinem, Keriso an tuf ebitem on nunuamui ininetewarim onai tuturam mat amomui on tufai wat wonama ato ra fufur God wonikakaiwai. 
COL.3.16	Ato Keriso an wasagobin on nana wonboboai nunuamui wonyeyeinin, ato tuturam mat gigiboan tutufinai wonibebeyem a wonkufaiwarim bonen. Omi on ayubim asi kwarer, God an dura psalm, tafaror asi kwarer a kwarer kakafaiis on wonkwarer; omi on God aurin nunuamui wonkwakwarer wonbikakaiwai. 
COL.3.17	Omi bobo aifan engon tutufin wofofour o dura wobikakafun on Bada Iesu wabinai wat wonafour, Kerisoai on God Tamat wonikakaiwai ato bobo aifan aurim simamatar on.
COL.3.18	Omi jever, awawam orot auris wonifonabo. Omi atonio osi bobo on nanaba wonafour yabin omi wonat Keriso an baigibubunuotim womatar on mes.
COL.3.19	Omi orot, awawam jever woninuabois, omi men ami yawas wawaninai nan woniwanies mes.
COL.3.20	Omi fifirig, omi Keriso an baigibubunuotim ami bobo on ra fufur ayom tamam auris wonifonabo, bobo au engonai, yabin atonio osi bobo wonbiyamen on God woniyasisirai.
COL.3.21	Omi dad bab, omi nanatum men wonagam wonawures kwakwan mes, arimon asi yatatab nanaba nunuasi inen kwakwan ato asi yawas wonikomasen.
COL.3.22	Omi agirotim, omi ami babadis auris wonifonabo bobo au engonai, men ami babadis seruruaiim on mes auris wonifonabo on, ato osi iyabon asi babadis matasi sefofour ba, sebisigo aumiet sebobo asi babadis sinifais mes, ab omi nunuam tutufinai ami babadis auris wonifonabo. Bobo woniyamai ato Bada aurin wobobo ba.
COL.3.23	Omi bobo aifan wobiyamai on nunuam tutufinai wonabo. Omi nunuam tutufinai wonabo ato Bada aurin wobobo ba, men ato asir orot jever auris wobobo ba. 
COL.3.24	Yabin omi wosagob Bada arimon baiyan initem, On iyaumatan an sabu auris ato iyabon God sebitutumai on inboes an sabu mes ato asi baiyan obis inites, yabin Keriso on Bada bag On wobiagirai. 
COL.3.25	Iyai iyafan bobo komasis efofour on nanaba fofonin arimon bobo komasis aurin on sinibaiyanai, yabin God min on bobo arimon iniyamai ato on eta kaitamomai ot sabu engon aurit arimon on nanaba inigurubabanit.
COL.4.1	Babadim omi bobo obinai fofoninai, mat an etaiai wat ami agirotis auris woniyamai. Omi woninonot tiwag omi mat ami Bada on nan safamai emama.
COL.4.2	Omi God aurin on wantoan wonbabayoi, ato omi God aurin wonbabayoi on wonbinonotim tiwag On aurin wonbikakaiwai. 
COL.4.3	Mat omi wei auri wonbayoi ato God arimon wei auri eta inruseren weinei Keriso an wasagobin buburin wankurereb. Yau on fafatum goai amama yabin yau wasagobin akurereb on fasinai. 
COL.4.4	Omi yau auriu wonbayoi ato God an wasagobin ankurereb tiwag onai God an gogoi nanaba on sabu sintatam sinsagob.
COL.4.5	Omi not gigiboanai nan ato osi sabu iyabon men Bada Iesu sebitutumai on auris bobo wonafour. Omi eta obin wogaturai on bobo obis nanaba wonafour. 
COL.4.6	Omi ra fufur ami dura wonbikakafun on moa obinai gigiboanai nan wonikakafun ato sabu aurim sinbitetemim on wonsagob tiwag dura totoris wat sabu engon auris woniyafot.
COL.4.7	Ot ati nuabo tait tuat Tychicus on ati bobo’otin baitutumin a on rui Bada Iesu aurin wabobo, on arimon dura engon tutufin inkasonem bobo aifan engon wei auri nin simamatar on. 
COL.4.8	On fasinai yau on abiyafarai omi aurim inan, ato bobo aifan wei auri semamatar on inkakasonem on arimon duraiai nan nunuam iniyasisiren inkufaiwarim. 
COL.4.9	Onesimus on Tychicus ebituran rus omi aurim abiyafares sinan, ot tait tuat on ainuaboai a on baitutumotin, on orot min omi ami mafam gagamin Colossae emon. Bobo engon tutufin aifan atonio nin simamatar on arimon osi sinkasonem.
COL.4.10	Aristarchus, on yau rui fafatum goai wamama, on ebikakaiwim, a Mark mat, on orot min Barnabas an robruruman on ebikakaiwim. (Yau ainau Mark aurin on awurem nono, on orot omi aurim innanat on wonikakaiwai a wonkaifarai tiwag.) 
COL.4.11	Joshua, on wabin tani seyoyorai Justus, on mat ebikakaiwim. Atonio osi orot ton wat on Jew baitutumotis, osi on yau mat nin God an Baiaiwab aurin bobo wabobo, ato osi on bobo men sunub sebobo sebibaisiu tiwag.
COL.4.12	Epaphras, on Iesu Keriso an agirotin tani, on ebikakaiwim, on orot on omi ami mafam gagamin Colossae emon. On ra fufur nunuan tutufinai omi aurim ebabayoi. On God ebifefeyanai on omi nunuam tutufinai wonfaskikin ato ayuai on wonarat ami yawas tutufin Keriso an baigibubunuotim wonmatar ato God an gogoi bobo on wonsagob tiwag wonabo. 
COL.4.13	On atonio bobo ebiyamai, yabin on an not tutufin on engon omi aurim a ato osi sabu iyabon Laodicea mafam gagamin semama auris a osi sabu iyabon Hierapolis mafam gagamin semama auris. Atonio on dura bag awurem. 
COL.4.14	Luke, ot ati nuabo kwakwair orot a Demas osi sebikakaiwim.
COL.4.15	Ot taitait tutuat nan Laodicea mafam gagaminai semama auris, Naifa mat aurin a God an sabu nan on an goai seruruayo auris, osi engon tutufin abikakaiwis. 
COL.4.16	Omi atonio fef agagayam on amomui nan wasai woniyab a mat wonafourtobon woniyamai Laodicea mafam gagamin on wasai nan ekalesia engon auris siniyab. On eta kaitamomai taitait tutuat Laodicea emon nan aurim fef agayam on sinbibiyafar on omi nan Colossae yangan mat auris woniyab. 
COL.4.17	Ato Archippus wonawur, “On inidura bag Bada ikutetai an bobo iboai on inafourtobon bobo inisawarai.”
COL.4.18	Yau Paul, on tou imaui agagayam: abikakaiwim. Omi ra engon wonnosiu yau on fafatum goai amama!
COL.4.18	Yau Bada aurin ababayoi On an kaber on omi aurim inama.
1TH.1.1	Yau Paul on Silas a Timothy rus sibaisiu mat fef wagagayam—Omi ekalesia sabu nan Thessalonica mafam gagaminai womama aurim, omi on God Tamat a Bada Iesu Keriso ebinoanai:
1TH.1.1	Yau Bada aurin ababayoi On an kaber a an tuf on omi aurim inama.
1TH.1.2	Wei ra fufur omi engon aurim wanonosim wababayoi an ra on, God wabikakaiwai. 
1TH.1.3	Wei ra fufur ati God Tamat aurin wababayoi on, omi wanonosim mamaba ami baitutum woyein, bobo wobobo aurin a mamaba ami nuabo emon on bobo wawanis wobobo aurin, a omi mamaba dura bagai womomousin ati Bada Keriso Iesu’ai nan wofaskikin aurin on. 
1TH.1.4	Wei taitai tutuai, wei wasagob God on omi inuaboim a irubinem On noan mes womatar. 
1TH.1.5	Yabin wei on Wasagobin omi aurim wabo wanat on, men duraiai wat, baise Ayu Kakafotin an faiwarai mat, wei wasagobin aurin wabitutum on dura maiauin, on ato waiyoboem woit. Omi wosagob, wei nan omi mat tamama an rai on, wei ai yawas mamaba wama; on omi watibaisim mes. 
1TH.1.6	Omi on wei a Bada mat on woiyuyurei: basit omi woikokosarim kwakwan min on, baise omi dura ato Ayu Kakafotin emon inat on yasisirai wat wobo. 
1TH.1.7	On mes omi on wonat baiyoboen ba womatar sabu baitutumotis engon tutufin nan Macedonia a Achaia tafanam amonai semama auris. 
1TH.1.8	Yabin men Bada an dura wat omi emon igat inai Macedonia a Achaia tafanam amonai igat on, baise omi God wobitutumai an dura on igat inai tafanam au engon ibonu. On mes wei auri men dura tani wanau on, yabin sabu on duram sitatam nono. 
1TH.1.9	Osi sabu engon tutufin on tous wat omi aurim sebikakafun, mamaba wei wanai wafafasiuem an ra ato omi wei wo’boei aurin on, a omi baiyuyur wokwakwafires on woikirir ato dura bag God Yayawasin on wobiagirai aurin on, 
1TH.1.10	ato On Natun Iesu on womomousin safam emon innat mes—On Natun Iesu on God On rabob emon ibobaimisirai ato On Iesu on God an yatatab an baigurubaban enat inigurubabanit; on emon on iniyawasit.
1TH.2.1	Wei taitai tutuai, omi toum wosagob wei omi aurim wanai wafafasiuem on men asir yabin wagan wat on. 
1TH.2.2	Omi wosagob wei wanai Philippi mafam gagaminai nan on sabu yawas komasis auri sifour waikokosari a dura komasis siyawurei, weie wanai omi aurim Thessalonica mafam gagaminai nan. Basit sabu sigaraba maiau on sifourtobon wei sityafotei mes, baise wei ai God on nunuai ikufaiwaren On an Wasagobin on aurim wakurereb. 
1TH.2.3	Wei wafourtobon omi nunuam watboai watsagob wasagobin aurin on, men baisigogo duraiai nan watawar waikakafun on o wei men ai not komasinai nan o wei men wafourtobon iyafan tani waisigoai on. 
1TH.2.4	Baise, wei ra fufur God an gogoi dura on nanaba on aurim wabikakafun, yabin On irutoboni idura bagi nono ato itutumei Wasagobin aurin. Wei men wafourtobon orot jever watiyasisires mes on, baise God on watiyasisirai mes, On nunuat eiten esasagob. 
1TH.2.5	Omi wosagob tiwag, wei men wanat omi aurim dura momonis wat waikakafunen o wei men omi aurim waikakafun toui ai gogoi ai obin aurin on. Wei bobo aifan wafofour on God nunuai iten isagob. 
1TH.2.6	Wei men wafourtobon waiyamai orot jever iyafan wei itifai aurin on, o omi emon o sabu fani emon, 
1TH.2.7	baise wei on Keriso an baiyoyoboti ato wei ai baibad yen fofonin watifefeyanim ai gogoi on wotibaisi. Ab wei on fifirig gugudi ba nuataiai wat nan omi mat tama, ato fifirig ayos on nanatun ekakaifares ba. 
1TH.2.8	Yabin wei on omi wainuaboim kwakwan on mes wabotitiwagi omi mat Wasagobin God emon on watiyoboem mes, men on wat, baise wei toui ai yawas mat on wakutetai omi watibaisim mes. Wei on omi wainuaboim kwakwan! 
1TH.2.9	Wei taitai tutuai, dura bag omi on wosagob wei mamaba bobo wawanis bag wabobo on! Wei fom ra engon on bobo wawanis waboen onai wei men omi bit watitem mes ato Wasagobin God emon omi aurim wakurereb on.
1TH.2.10	Omi toum wosagob a God mat on eb itei isagob wei ai yawas omi Keriso wobitutumai yangan aurim wafofour on matafin, totorin wat, men bobo komasin tani wafour on. 
1TH.2.11	Omi wosagob wei omi sabu kakaita kakaita wabibaisim on sitau; fifirig tamas toun nanatun ekakaifares bait. 
1TH.2.12	Wei wakufaiwarim, wakubainunubem ato wei nana dura wawaninai wawurem ami mair ma on yawas obinai wat wonama, on nanaba on God woniyasisirai, yabin On iyorem On Toun an Baiaiwabai wonar ato Wabin gagamin on wonfasararam mes.
1TH.2.13	Ato bobo yabin tani aurin on mes wei ra fufur God wabikakaiwai. On an ra wei God an dura aurim wabo wanat on, omi dura wotatam ato woitutum on God an dura, men orot jever asi dura on, ato on min dura bag God an dura. Yabin omi iyabon wobitutum on God omi amomui ebobo. 
1TH.2.14	Wei taitai tutuai, yawas kaitamom omi aurim imamatar on, yawas kaitamom nanaba min God an ekalesia nan Judea tafanamai semama on auris imatar, osi sabu iyabon Keriso Iesu ibinoanai on. Omi toum ami sabu bag on baikokosar sitem on nanaba on osi Jew yangan fani nan semama on baikokosar sites, 
1TH.2.15	osi sabu min Bada Iesu a aubairuruotis on siyasubunues, ato osi sabu min wei baikokosar sitei. Osi on men God sebiyasisirai on! Ato osi on sabu engon tutufin auris sebiragit! 
1TH.2.16	Mat osi sifourtobon wei sitrufotei God sabu inbiyawasis an dura on men sabu men Jew yangan auris watkurereb. On etaiai on osi bokomas ra fufur sifofour i’nan au kanfoun on bokomas gagamin bag siyamai. Ato ari au kanfoun on God on komasinai bag ebigurubabanis!
1TH.2.17	Wei taitai tutuai, wei auri on ato wera dibon wat wabikirirem on—usi wat on mabiyi wamama baise ai notai dura bag on ra fufur omi wanonosim ato ra sigaraba maiau wafourtobon watitem men! 
1TH.2.18	Wei wagogoi watmatabir men omi aurim. Yau Paul on ra sigaraba maiau afourtobon aurim atmatabir men atan, baise Afaguban on wei iyayafotei. 
1TH.2.19	Yau agogoi omi atfasiuem yabin omi—omi ekesim mom! Omi on woiyamei wei dura bagai wamomousim, omi on woiyamei wei wabiyasisir, omi on woiyamei wei wataseseir ato ai bobo obis wafour aurin on ato ati Bada Iesu innanat men on nanai nan omi aurim waniyasisir. 
1TH.2.20	Dura bag, yabin omi ami yawasai woiyamei wei wataseseir a wabiyasisir!
1TH.3.1	Au kanfoun on, wei men fofonin nana watmomousim mabiyi watama. On mes wei wainonoti on ekesi wat Athens nan wanama, 
1TH.3.2	ato Timothy wat on waiyafarai, ot tait tuat on wei mat God an bobo wabobo Keriso aurin on an Wasagobin wakurereb. Wei on waiyafarai omi inkufaiwarim a inibaisim iniyamem ami baitutumai nana wonfaskikin mes, 
1TH.3.3	onai omi baikokosar wonboboai on men ami baitutum wonikirir inafeu mes. Omi toum wosagob baikokosar ato nanaba on, God an gogoi nanaba on ot aurit inmatar mes. 
1TH.3.4	Ainau omi mat tamama nan on, wawurem sabu arimon baikokosar sinitet; ato omi wosagob tiwag, dura bag on bobo nanaba imatar. 
1TH.3.5	On fasinai yau Timothy aiyafarai. Yau men fofonin nana atmousim on, on mes aiyafarai omi mamaba wobitutum on itsagob mes. Yau aber ari Afaguban omi itrutobonim mat, ato bobo aifan engon tutufin nan wobobo on yabin wagan wat itmatar!
1TH.3.6	Ato ari on Timothy imatabir inat men auriu, ato omi mamaba wobitutum a mamaba wobinuabo on duram obin ibo inat auriu. On ikasonei on omi ra fufur wei wononosi, ato omi wogogoi bag magi woneit, maragan wei wagogoi kwakwan magim waniten on nanaba on. 
