GEN.1.1	U poèetku stvori Bog nebo i zemlju. 
GAL.5.6	Jer u Hristu Isusu niti što pomaže obrezanje ni neobrezanje, nego vjera, koja kroz ljubav radi. 
GAL.5.7	Dobro trèaste; ko vam zabrani da se ne pokoravate istini? 
GAL.5.8	To odvraæanje nije od onoga koji vas pozva. 
GAL.5.9	Malo kvasca ukiseli sve tijesto. 
GAL.5.10	Ja se za vas nadam u Gospodu da ništa drugo neæete misliti. A koji vas smeta ponijeæe grijeh, makar ko bio. 
GAL.5.11	A ja, braæo, ako još obrezanje propovijedam, zašto me gone? Tako se ukide sablazan krstova. 
GAL.5.12	O da bi otsjeèeni bili oni koji vas kvare! 
GAL.5.13	Jer ste vi, braæo, na slobodu pozvani: samo da vaša sloboda ne bude na želju tjelesnu, nego iz ljubavi služite jedan drugome. 
GAL.5.14	Jer se sav zakon izvršuje u jednoj rijeèi, to jest: ljubi bližnjega svojega kao sebe. 
GAL.5.15	Ali ako se meðu sobom koljete i jedete, gledajte da jedan drugoga ne istrijebite. 
GAL.5.16	Velim pak: po duhu hodite, i želja tjelesnijeh ne izvršujte. 
GAL.5.17	Jer tijelo želi protiv duha, a duh protiv tijela; a ovo se protivi jedno drugome, da ne èinite ono šta hoæete. 
GAL.5.18	Ako li vas duh vodi, nijeste pod zakonom. 
GAL.5.19	A poznata su djela tjelesna, koja su preljuboèinstvo, kurvarstvo, neèistota, besramnost, 
GAL.5.20	Idolopoklonstvo, èaranja, neprijateljstva, svaðe, pakosti, srdnje, prkosi, raspre, sablazni, jeresi, 
GAL.5.21	Zavisti, ubistva, pijanstva, žderanja, i ostala ovakova, za koja vam naprijed kazujem, kao što i kazah naprijed, da oni koji takova èine neæe naslijediti carstva Božijega. 
GAL.5.22	A rod je duhovni ljubav, radost, mir, trpljenje, dobrota, milost, vjera, 
GAL.5.23	Krotost, uzdržanje; na to nema zakona. 
GAL.5.24	A koji su Hristovi, raspeše tijelo sa slastima i željama. 
GAL.5.25	Ako u duhu živimo, po duhu i da hodimo, 
GAL.5.26	Da ne tražimo lažne slave razdražujuæi jedan drugoga, i zavideæi jedan drugome.
GAL.6.1	Braæo! ako i upadne èovjek u kakav grijeh, vi duhovni ispravljajte takovoga duhom krotosti, èuvajuæi sebe da i ti ne budeš iskušan. 
GAL.6.2	Nosite bremena jedan drugoga, i tako æete ispuniti zakon Hristov. 
GAL.6.3	Jer ako ko misli da je što a nije ništa, umom vara sebe. 
GAL.6.4	A svaki da ispita svoje djelo, i tada æe sam u sebi imati slavu, a ne u drugome. 
GAL.6.5	Jer æe svaki svoje breme nositi. 
GAL.6.6	A koji se uèi rijeèi neka daje dijel od svakoga dobra onome koji ga uèi. 
GAL.6.7	Ne varajte se: Bog se ne da ružiti; jer šta èovjek posije ono æe i požnjeti. 
GAL.6.8	Jer koji sije u tijelo svoje, od tijela æe požnjeti pogibao; a koji sije u duh, od duha æe požnjeti život vjeèni. 
GAL.6.9	A dobro èiniti da nam se ne dosadi; jer æemo u svoje vrijeme požnjeti ako se ne umorimo. 
GAL.6.10	Zato dakle dok imamo vremena da èinimo dobro svakome, a osobito onima koji su s nama u vjeri. 
GAL.6.11	Vidite koliko vam napisah rukom svojom! 
GAL.6.12	Koji hoæe da se hvale po tijelu oni vas nagone da se obrezujete, samo da ne budu gonjeni za krst Hristov. 
GAL.6.13	Jer ni oni sami koji se obrezuju ne drže zakona, nego hoæe da se vi obrezujete da se vašijem tijelom hvale. 
GAL.6.14	A ja Bože saèuvaj da se èim drugijem hvalim osim krstom Gospoda našega Isusa Hrista, kojega radi razape se meni svijet, i ja svijetu. 
GAL.6.15	Jer u Hristu Isusu niti što pomaže obrezanje ni neobrezanje, nego nova tvar. 
GAL.6.16	I koliko ih god po ovome pravilu žive, na njima biæe mir i milost, i na Izrailju Božijemu. 
GAL.6.17	Više da mi niko ne dosaðuje, jer ja rane Gospoda Isusa na tijelu svojemu nosim. 
GAL.6.18	Blagodat Gospoda našega Isusa Hrista sa duhom vašijem, braæo. Amin.
EPH.1.1	Od Pavla, po volji Božijoj apostola Isusa Hrista, svetima koji su u Efesu, i vjernima u Hristu Isusu: 
EPH.1.2	Blagodat vam i mir od Boga oca našega i Gospoda Isusa Hrista. 
EPH.1.3	Blagosloven Bog i otac Gospoda našega Isusa Hrista, koji nas je blagoslovio svakijem blagoslovom duhovnijem na nebesima kroz Hrista; 
EPH.1.4	Kao što nas izabra kroz njega prije postanja svijeta, da budemo sveti i pravedni pred njim u ljubavi, 
EPH.1.5	Odredivši nas naprijed kroz Isusa Hrista sebi na posinaštvo, po ugodnosti volje svoje, 
EPH.1.6	Na pohvalu slavne blagodati svoje kojom nas oblagodati u ljubaznome, 
EPH.1.7	U kome imamo izbavljenje krvlju njegovom, i oproštenje grijeha, po bogatstvu blagodati njegove, 
EPH.1.8	Koju je preumnožio u nama u svakoj premudrosti i razumu, 
EPH.1.9	Pokazavši nam tajnu volje svoje, po ugodnosti svojoj koju naprijed pokaza u njemu, 
EPH.1.10	Za uredbu izvršetka vremena, da se sve sastavi u Hristu što je na nebesima i na zemlji; u njemu, 
EPH.1.11	Kroz kojega i našljednici postasmo, naprijed odreðeni bivši po naredbi Boga koji sve èini po savjetu volje svoje, 
EPH.1.12	Da bismo bili na hvalu slave njegove, mi koji smo se naprijed uzdali u Hrista, 
EPH.1.13	Kroz kojega i vi, èuvši rijeè istine, jevanðelje spasenija svojega, u kojemu i vjerovavši zapeèatiste se svetijem duhom obeæanja, 
EPH.1.14	Koji je zalog našljedstva našega za izbavljenje teèevine na hvalu slave njegove. 
EPH.1.15	Zato i ja èuvši vašu vjeru u Hrista Isusa, i ljubav k svima svetima, 
EPH.1.16	Ne prestajem zahvaljivati za vas, i spominjati vas u svojijem molitvama, 
EPH.1.17	Da Bog Gospoda našega Isusa Hrista, otac slave, dade vam Duha premudrosti i otkrivenja da ga poznate, 
EPH.1.18	I bistre oèi srca vašega da biste mogli vidjeti koje je nad njegova zvanja, i koje je bogatstvo slave našljedstva njegova u svetima, 
EPH.1.19	I kakva je izobilna velièina sile njegove na nama koji vjerujemo po èinjenju prevelike sile njegove, 
EPH.1.20	Koju uèini u Hristu, kad ga podiže iz mrtvijeh i posadi sebi s desne strane na nebesima, 
EPH.1.21	Nad svijem poglavarstvima, i vlastima, i silama, i gospodstvima, i nad svakijem imenom što se može nazvati, ne samo na ovome svijetu nego i na onome koji ide. 
EPH.1.22	I sve pokori pod noge njegove, i njega dade za glavu crkvi, nad svima, 
EPH.1.23	Koja je tijelo njegovo, punina onoga koji sve ispunjava u svemu.
EPH.2.1	I vas koji bijaste mrtvi za prestupljenja i grijehe svoje, 
EPH.2.2	U kojima nekad hodiste po vijeku ovoga svijeta, po knezu koji vlada u vjetru, po duhu koji sad radi u sinovima protivljenja; 
EPH.2.3	U kojima i mi svi življesmo negda po željama tijela svojega, èineæi volju tijela i pomisli, i bijasmo roðena djeca gnjeva, kao i ostali; 
EPH.2.4	Ali Bog, koji je bogat u milosti, za premnogu ljubav svoju, koju ima k nama, 
EPH.2.5	I nas koji bijasmo mrtvi od grijehova oživlje s Hristom blagodaæu ste spaseni 
EPH.2.6	I s njim vaskrse i posadi na nebesima u Hristu Isusu. 
EPH.2.7	Da pokaže u vijekovima koji idu preveliko bogatstvo blagodati svoje dobrotom na nama u Hristu Isusu. 
EPH.2.8	Jer ste blagodaæu spaseni kroz vjeru; i to nije od vas, dar je Božij. 
EPH.2.9	Ne od djela, da se niko ne pohvali. 
EPH.2.10	Jer smo njegov posao, sazdani u Hristu Isusu za djela dobra, koja Bog naprijed pripravi da u njima hodimo. 
EPH.2.11	Zato se opominjite da vi koji ste negda po tijelu neznabošci bili i nazivani neobrezanje od onijeh koji su se zvali po tijelu obrezanje, koje se rukom radilo, 
EPH.2.12	Da bijaste u ono vrijeme bez Hrista, odvojeni od društva Izrailjeva, i bez dijela u zavjetima obeæanja, nada ne imajuæi, i bezbožni na svijetu: 
EPH.2.13	A sad u Hristu Isusu, vi koji ste negda bili daleko, blizu postadoste krvlju Hristovom. 
EPH.2.14	Jer je on mir naš, koji oboje sastavi u jedno, i razvali plot koji je rastavljao, neprijateljstvo, tijelom svojijem. 
EPH.2.15	Zakon zapovijesti naukama ukinuvši; da iz oboga naèini sobom jednoga novog èovjeka, èineæi mir; 
EPH.2.16	I da pomiri s Bogom oboje u jednom tijelu krstom, ubivši neprijateljstvo na njemu. 
EPH.2.17	I došavši propovjedi u jevanðelju mir vama daljnima i onima koji su blizu. 
EPH.2.18	Jer on dovede k ocu oboje u jednom duhu. 
EPH.2.19	Tako dakle više nijeste tuði i došljaci, nego živite sa svetima i domaæi ste Bogu, 
EPH.2.20	Nazidani na temelju apostola i proroka, gdje je kamen od ugla sam Isus Hristos, 
EPH.2.21	Na kome sva graðevina sastavljena raste za crkvu svetu u Gospodu; 
EPH.2.22	Na kome æete se i vi sazidati za stan Božij u duhu.
EPH.3.1	Toga sam radi ja Pavle sužanj Isusa Hrista za vas neznabošce, 
EPH.3.2	Buduæi da èuste službu blagodati Božije koja je meni dana meðu vama, 
EPH.3.3	Da se meni po otkrivenju kaza tajna; kao što gore napisah ukratko, 
EPH.3.4	Odakle možete èitajuæi poznati moj razum u tajni Hristovoj, 
EPH.3.5	Koja se u drugijem naraštajima ne kaza sinovima èovjeèijim, kako se sad otkri svetijem njegovijem apostolima i prorocima Duhom svetijem; 
EPH.3.6	Da neznabošci kroz jevanðelje postanu sunašljednici i sutjelesnici i zajednièari u obeæanju njegovom u Hristu Isusu, 
EPH.3.7	Kojemu postadoh sluga po daru blagodati Božije, koja mi je dana po èinjenju sile njegove. 
EPH.3.8	Meni najmanjemu od sviju svetijeh dade se ova blagodat da objavim meðu neznabošcima neiskazano bogatstvo Hristovo, 
EPH.3.9	I da otkrijem svima što je služba tajne od postanja svijeta sakrivene u Bogu, koji je sazdao sve kroz Isusa Hrista; 
EPH.3.10	Da se kroz crkvu sad obznani poglavarstvima i vlastima na nebu mnogorazlièna premudrost Božija, 
EPH.3.11	Po naredbi vijekova, koju uèini u Hristu Isusu Gospodu našemu, 
EPH.3.12	U kome imamo slobodu i pristup u nadu vjerom njegovom. 
EPH.3.13	Zato vas molim da se ne oslabite zbog nevolja mojijeh za vas, koje su slava vaša. 
EPH.3.14	Toga radi preklanjam koljena svoja pred ocem Gospoda našega Isusa Hrista, 
EPH.3.15	Po kome se sva èeljad i na nebesima i na zemlji zovu, 
EPH.3.16	Da vam da silu po bogatstvu slave svoje, da se utvrdite Duhom njegovijem za unutrašnjeg èovjeka, 
EPH.3.17	Da se Hristos useli vjerom u srca vaša, da budete u ljubavi ukorijenjeni i utemeljeni; 
EPH.3.18	Da biste mogli razumjeti sa svima svetima što je širina i dužina i dubina i visina, 
EPH.3.19	I poznati pretežniju od razuma ljubav Hristovu, da se ispunite svakom puninom Božijom. 
EPH.3.20	A onome koji može još izobilnije sve èiniti što ištemo ili mislimo, po sili koja èini u nama, 
EPH.3.21	Onome slava u crkvi po Hristu Isusu u sve naraštaje va vijek vijeka. Amin.
EPH.4.1	Molim vas dakle ja sužanj u Gospodu, da se vladate kao što prilikuje vašemu zvanju u koje ste pozvani, 
EPH.4.2	Sa svakom poniznošæu i krotošæu, s trpljenjem, trpeæi jedan drugoga u ljubavi, 
EPH.4.3	Starajuæi se držati jedinstvo Duha u svezi mira; 
EPH.4.4	Jedno tijelo, jedan duh, kao što ste i pozvani u jednom nadu zvanja svojega. 
EPH.4.5	Jedan Gospod, jedna vjera, jedno krštenje, 
EPH.4.6	Jedan Bog i otac sviju, koji je nad svima, i kroza sve, i u svima nama. 
EPH.4.7	A svakome se od nas dade blagodat po mjeri dara Hristova. 
EPH.4.8	Zato govori: izišavši na visinu zaplijenio si plijen, i dade dare ljudima. 
EPH.4.9	A što iziðe, šta je, osim da i siðe u najdonja mjesta zemlje? 
EPH.4.10	Koji siðe to je onaj koji i iziðe više sviju nebesa da ispuni sve. 
EPH.4.11	I on je dao jedne apostole, a jedne proroke, a jedne jevanðeliste, a jedne pastire i uèitelje, 
EPH.4.12	Da se sveti priprave za djelo službe, na sazidanje tijela Hristova; 
EPH.4.13	Dokle dostignemo svi u jedinstvo vjere i poznanje sina Božijega, u èovjeka savršena, u mjeru rasta visine Hristove; 
EPH.4.14	Da ne budemo više mala djeca, koju ljulja i zanosi svaki vjetar nauke, u laži èovjeèijoj, putem prijevare; 
EPH.4.15	Nego vladajuæi se po istini u ljubavi da u svemu uzrastemo u onome koji je glava, Hristos. 
EPH.4.16	Iz kojega je sve tijelo sastavljeno i sklopljeno svakijem zglavkom, da jedno drugome pomaže dobro po mjeri svakoga uda, i èini da raste tijelo na popravljanje samoga sebe u ljubavi. 
EPH.4.17	Ovo dakle govorim i svjedoèim u Gospodu da više ne hodite kao što hode i ostali neznabošci u praznosti uma svojega, 
EPH.4.18	Koji imaju smisao tamom pokriven, i udaljeni su od života Božijega za neznanje koje je u njima, za okamenjenje srca svojijeh; 
EPH.4.19	Koji ostavivši poštenje predadoše se besramnosti, na èinjenje svake neèistote i lakomstva. 
EPH.4.20	Ali vi tako ne poznaste Hrista; 
EPH.4.21	Jer ga èuste i u njemu se nauèiste, kao što je istina u Isusu, 
EPH.4.22	Da odbacite, po prvome življenju, staroga èovjeka, koji se raspada u željama prevarljivijem; 
EPH.4.23	I da se obnovite duhom uma svojega, 
EPH.4.24	I obuèete u novoga èovjeka, koji je sazdan po Bogu u pravdi i u svetinji istine. 
EPH.4.25	Zato odbacite laž, i govorite istinu svaki sa svojijem bližnjijem; jer smo udi jedan drugome. 
EPH.4.26	Gnjevite se i ne griješite; sunce da ne zaðe u gnjevu vašemu. 
EPH.4.27	Niti dajite mjesta ðavolu. 
EPH.4.28	Koji je krao više da ne krade, nego još da se trudi, èineæi dobro rukama svojima da ima šta davati potrebnome. 
EPH.4.29	Nikakva rðava rijeè da ne izlazi iz usta vašijeh, nego samo što je dobro za napredovanje vjere, da da blagodat onima koji slušaju. 
EPH.4.30	I ne ožalošæavajte svetoga Duha Božijega, kojijem ste zapeèaæeni za dan izbavljenja. 
EPH.4.31	Svaka gorèina, i gnjev, i ljutina, i vika i hula, da se uzme od vas, sa svakom pakošæu. 
EPH.4.32	A budite jedan drugome blagi, milostivi, praštajuæi jedan drugome, kao što je i Bog u Hristu oprostio vama.
EPH.5.1	Ugledajte se dakle na Boga, kao ljubazna djeca, 
EPH.5.2	I živite u ljubavi, kao što je i Hristos ljubio nas, i predade sebe za nas u prilog i žrtvu Bogu na slatki miris. 
EPH.5.3	A kurvarstvo i svaka neèistota i lakomstvo da se i ne spominje meðu vama, kao što se pristoji svetima; 
EPH.5.4	Tako i sramotne i lude rijeèi, ili šale, što se ne pristoji; nego još zahvaljivanje. 
EPH.5.5	Jer ovo da znate da nijedan kurvar, ili neèist, ili tvrdica koji je idolopoklonik neæe imati dijela u carstvu Hrista i Boga. 
EPH.5.6	Niko da vas ne vara praznijem rijeèima; jer ovijeh radi ide gnjev Božij na sinove nepokornosti. 
EPH.5.7	Ne bivajte dakle zajednièari njihovi. 
EPH.5.8	Jer bijaste negda tama, a sad ste vidjelo u Gospodu: kao djeca vidjela živite; 
EPH.5.9	Jer je rod duhovni u svakoj dobroti i pravdi i istini. 
EPH.5.10	Istražujte što je Bogu ugodno. 
EPH.5.11	I ne pristajte na bezrodna djela tame, nego još karajte. 
EPH.5.12	Jer je sramno i govoriti šta oni tajno èine. 
EPH.5.13	A sve za što se kara, vidjelo objavljuje; jer sve što se objavljuje, vidjelo je; 
EPH.5.14	Zato govori: ustani ti koji spavaš i vaskrsni iz mrtvijeh, i obasjaæe te Hristos. 
EPH.5.15	Gledajte dakle da uredno živite, ne kao nemudri, nego kao mudri; 
EPH.5.16	Pazite na vrijeme, jer su dani zli. 
EPH.5.17	Toga radi ne budite nerazumni, nego poznajte što je volja Božija. 
EPH.5.18	I ne opijajte se vinom, u kome je kurvarstvo, nego se još ispunjavajte duhom, 
EPH.5.19	Govoreæi meðu sobom u psalmima i pojanju i pjesmama duhovnijem, pjevajuæi i pripijevajuæi u srcima svojijem Gospodu; 
EPH.5.20	Zahvaljujuæi za svašto u ime Gospoda našega Isusa Hrista Bogu i ocu; 
EPH.5.21	Slušajuæi se meðu sobom u strahu Božijemu. 
EPH.5.22	Žene! slušajte svoje muževe kao Gospoda. 
EPH.5.23	Jer je muž glava ženi kao što je i Hristos glava crkvi, i on je spasitelj tijela. 
EPH.5.24	No kao što crkva sluša Hrista tako i žene svoje muževe u svemu. 
EPH.5.25	Muževi! ljubite svoje žene kao što i Hristos ljubi crkvu, i sebe predade za nju, 
EPH.5.26	Da je osveti oèistivši je kupanjem vodenijem u rijeèi; 
EPH.5.27	Da je metne preda se slavnu crkvu, koja nema mane ni mrštine, ili takoga èega, nego da bude sveta i bez mane. 
EPH.5.28	Tako su dužni muževi ljubiti svoje žene kao svoja tjelesa; jer koji ljubi svoju ženu, sebe samoga ljubi. 
EPH.5.29	Jer niko ne omrznu kad na svoje tijelo, nego ga hrani i grije, kao i Gospod crkvu. 
EPH.5.30	Jer smo udi tijela njegova, od mesa njegova, i od kostiju njegovijeh. 
EPH.5.31	Toga radi ostaviæe èovjek oca svojega i mater, i prilijepiæe se k ženi svojoj, i biæe dvoje jedno tijelo. 
EPH.5.32	Tajna je ovo velika; a ja govorim za Hrista i za crkvu. 
EPH.5.33	Ali i vi svaki da ljubi onako svoju ženu kao i sebe samoga; a žena da se boji svojega muža.
EPH.6.1	Djeco! slušajte svoje roditelje u Gospodu: jer je ovo pravo. 
EPH.6.2	Poštuj oca svojega i mater; ovo je prva zapovijest s obeæanjem: 
EPH.6.3	Da ti blago bude, i da živiš dugo na zemlji. 
EPH.6.4	I vi ocevi! ne razdražujte djece svoje, nego ih gajite u nauci i u strahu Gospodnjemu. 
EPH.6.5	Sluge! slušajte gospodare svoje po tijelu, sa strahom i drktanjem, u prostoti srca svojega, kao i Hrista; 
EPH.6.6	Ne samo pred oèima radeæi kao ljudima da ugaðate, nego kao sluge Hristove, tvoreæi volju Božiju od srca. 
EPH.6.7	Dragovoljno služite, kao Gospodu a ne kao ljudima, 
EPH.6.8	Znajuæi da svaki što uèini dobro ono æe i primiti od Gospoda, bio rob ili slobodnjak. 
EPH.6.9	I vi gospodari, tako èinite njima ostavljajuæi prijetnje, znajuæi da je i vama samijem i njima gospodar na nebesima, i on ne gleda ko je ko. 
EPH.6.10	A dalje, braæo moja, jaèajte u Gospodu i u sili jaèine njegove. 
EPH.6.11	Obucite se u sve oružje Božije, da biste se mogli održati protiv lukavstva ðavolskoga: 
EPH.6.12	Jer naš rat nije s krvlju i s tijelom, nego s poglavarima i vlastima, i s upraviteljima tame ovoga svijeta, s duhovima pakosti ispod neba. 
EPH.6.13	Toga radi uzmite sve oružje Božije, da biste se mogli braniti u zli dan, i svršivši sve održati se. 
EPH.6.14	Stanite dakle opasavši bedra svoja istinom i obukavši se u oklop pravde, 
EPH.6.15	I obuvši noge u pripravu jevanðelja mira; 
EPH.6.16	A svrh svega uzmite štit vjere o koji æete moæi pogasiti sve raspaljene strijele neèastivoga; 
EPH.6.17	I kacigu spasenija uzmite, i maè duhovni koji je rijeè Božija. 
EPH.6.18	I svakom molitvom i moljenjem molite se Bogu duhom bez prestanka, i uz to stražite sa svakijem trpljenjem i molitvom za sve svete, 
EPH.6.19	I za mene, da mi se da rijeè kad otvorim usta svoja, da obznanim sa slobodom tajnu jevanðelja, 
EPH.6.20	Za koje sam poslanik u okovima, da u njemu govorim slobodno, kao što mi se pristoji. 
EPH.6.21	A da i vi znate kako sam ja i šta radim, sve æe vam kazati Tihik, ljubazni brat i vjerni sluga u Gospodu, 
EPH.6.22	Kojega poslah k vama za to isto da znate kako smo mi, i da utješi srca vaša. 
EPH.6.23	Mir braæi i ljubav s vjerom od Boga oca i Gospoda Isusa Hrista. 
EPH.6.24	Blagodat sa svima koji ljube Gospoda našega Isusa Hrista jednako. Amin.
PHP.1.1	Od Pavla i Timotija, slugu Isusa Hrista, svima svetima u Hristu Isusu koji su u Filibi, s vladikama i ðakonima: 
PHP.1.2	Blagodat vam i mir od Boga oca našega i Gospoda Isusa Hrista. 
PHP.1.3	Zahvaljujem Bogu svojemu kad se god opomenem vas, 
PHP.1.4	Svagda u svakoj molitvi svojoj za sve vas s radošæu moleæi se, 
PHP.1.5	Što vi postadoste zajednièari u jevanðelju, od prvoga dana i do danas; 
PHP.1.6	Uzdajuæi se u ovo isto da æe onaj koji je poèeo dobro djelo u vama dovršiti ga tja do dana Isusa Hrista. 
