MAT.1.1	A wo li nwer nyi etꞌtohngo ji Jisos Kraist lohng no, ji jolo mmon a Devid,
2TI.2.18	Bo nehme kpe sehng go mbang nyi li etingitingi mbang. Bobyaange mbang nyindiki kpꞌtoono, fere bvvrv ane bandiki ntim, eji bo kpꞌtibi re elnyahme ngubjing go elkv ebsehng.
2TI.2.19	Nnene limm, no bahke ma yuudu nnahb ekahme nyi Esowo ma bum. Alum nyaa na abal nya, bo nyono go nnahb ekahme nyio. Nehko bungu re, “Esowo kpꞌkahne ane bao ba li babe.”
2TI.2.20	Go egburu etahk, ajoobo nsol nyaa gbalee, ana nkpingi, nyimongo bo limi go agul, nyimongo bo limi go asilva, nsol nyimongo bo ko nti lim, nsol nyimongo bo ko ndi lim, nsol nyimongo nyi nno nyi, nsol nyimongo kpꞌsabe.
2TI.2.21	Nne awohng awohng no lꞌbum elne saang, yake nsol nyi kpꞌsabe, á bahke jolo ana ekpingi ji nno, ji bo ma bum eje eje, eji nde nne lꞌjo ko, lim ejum ajehng ajehng ji nno.
2TI.2.22	Jo jahng nsol nyi kpo melle ajangkun go bo atahng re bo jo lim. Nok, eji a lꞌli eno go esamahr Esowo, fere bel ekakesehk, a elkoro, go elkoono, wo fere woomo go ellong ane ba kpo kak ero ka Esowo a ntim ebo saang.
2TI.2.23	Ka jo yel ellong agboolo ane ba kil kahne ejumjum, ba kpo lim nfaabe nfaabe. Tibre a kpꞌkahne re, go esꞌkohlo nfaabe nyio, ntaange nyi kpo gbo. 
2TI.2.24	Fuumem re nlokeltum no Ntul Esowo jo taange ntaange. Á bahke bele nnoobo eljini a nne awohng awohng, fere jol nne no kpo mal eltibi.
2TI.2.25	fere jo tub ane ba kpꞌlimi nfaabe a ne elle go enange bem. Fundiki Esowo bahke limi mbang ka bo, bo gbo ndon go bo abiafem, fere kahn etingitingi, 
2TI.2.26	eji bo lꞌlohng go ekpoko bi nnehm nyi ma bob bo re bo jo lim ji kp-e koro.
2TI.3.1	Jo kahne re, ngare esꞌkohro afung bahke jolo etahntahn ngare.
2TI.3.2	Ane bahke jo tiiri elbo elbo, fere jo baare amahr akpohko, jo wor anyo, fere jo lim agabbe, jo su ane. Bo nehm jo wuk babnde ebo, saam bo nehm jo kak. Esowo nehm jo lub bo. 
2TI.3.3	Elkoro anehng anehng bo nehm bel. Bo nehm jo tahm ka ane. Bo bahke jo kiimi afahnge lake ane. Ndon bo nehm bel. Bo bahke jo lim nsol, bo nehm jo feere njahm. Elyebe ni njini bahke jo kor bo. Esowo nehm jo kor bo. 
2TI.3.4	Bo bahke jo bel atem go nnyo a nnyo. Bo bahke jo lim nsol go elrang elrang. Bo bahke jolo ane ba bahke jo rod elbo wahre wahre. Bo bahke jo lim ana ji kpꞌkoro bofono antahng. Esowo nehm jo kor bo. 
2TI.3.5	Eljini ni bo, bahke jo foongo ni aneb Esowo, jol nsahm nyi bo, bo nehm bel.
2TI.3.6	Egom ane bao bandiki bahke jo kpaale yannge go etahk ajehng ajehng, song kpiri agboolo anebkal ba ma gbal go abꞌbi, bao ba ajoobo nsol kpo melle bo go bo atahng, eji bo lꞌko bo elfono. 
2TI.3.7	Bo kpo kpili na kpili kpili kpili, jol bo nehm tiki kahn etingitingi.
2TI.3.8	Ana Jannes abola Jambres jo ten Moses, ano wo fvfo ane bao ba kil elkpe ga tir nob nob kpo tob ten etingitingi. Bobgbo go mbang nyi Esowo. 
2TI.3.9	Ekidi nehm ga lab, nne awohng awohng bahke nyehne agboolo nsol nya bo kpo lim, jang jang ana ane nyehne goji Jannes a Jambres.
2TI.3.10	Wo Timoti, wobwuk eltibi ename, fere nyehn eljini ename. A kpꞌkahne ji wahnge n kpi elkpin ana nia. A nyꞌnyehn ekakesehk ejame, fere nyehn ana n jolo soom. A nyꞌnyehn elkoro ename, fere nyehn ana n jo kpuumu. 
2TI.3.11	A nyꞌnyehn ana bo jo gbak-m, fere nyehn ana n jo nyehn erem go Antiok, a Ikonium, go Listra, fere nyehn ana n kpuumu elgbake nio kpee. Ntul Esowo ma-m tahre yehke go nsol nyio kpee.
2TI.3.12	Nne awohng awohng no lꞌtong re á bahke toono Kraist Jisos, fere jo lim eljini ni Esowo, á bahke tiki jo nyehn erem bi ane bahke jo gbak-e.
2TI.3.13	Abi ane, a ane ba kpo nehm ane, bo kpꞌsoro asi go abꞌbi alimi sehnge ana wuku wuku. Bo kpo nehm ane bako, fere tob nehm elbo.
2TI.3.14	Timoti, soro asi, wo jo lim nsol nyi a ma kpili, fere taame tv, eji a kpꞌkahne nne no tib-a no. 
2TI.3.15	A bomo nwer Esowo akahne ngare nyi a jolo ntiil tete sik anv. Nwer nyio bahk-a ma ka elkahne ni a bahke kahne mbang nyi eltahre.
2TI.3.16	Alum Esowo kpee lohng goji Esowo,
2TI.3.17	eji nne Esowo lꞌjol nob nob, fere jo mal ellimi eltum anehng anehng ni nno.
2TI.4.1	Erehke ji n kp-a kake a, n kp-a kake go esamahr bi Esowo, a bi Jisos Kraist, ye ji bahke lame aneb mbir mbir, a ba ma kpo. Tib go elbake ene ni á bahke bake ba ji go ege a nji etul, owo wahnge n kp-a tongo re, 
2TI.4.2	wo jo bung alum Esowo, kꞌjo be ndon, afi jolo ngare anyi.
2TI.4.3	Tibre ngare kpꞌbake nyi ane lꞌkꞌkpe jo kor bo re bo jo wuungu atung go etingitingi eltibi. Bo bahke jo toono ana ji bo bahke jo tir go bo a ntim. Bo bahke jo lim elbo, eji bo bahke jo seb atꞌtibi ba bahke jo tib bo nsol nyi bahke jo yebe bo go atung. 
2TI.4.4	Bo bahke sennge etingitingi njahm, fere jo wuungu atung go aka nya li ana amongo.
2TI.4.5	Wo, jo kunu elna ekpu go ejum ajehng ajehng! Jo kpuumu erem, wo fere jo lim eltum ni alum Esowo abungu. Jo lim eltum ena nseenga nseenge!
2TI.4.6	Tibre afung nya m bahke tahme njini nyia sa ebbiingi. Bo ma-m rod kpꞌyaange wohng go ana alahb njom ma Esowo, ma bo kpo yaange wohng go.
2TI.4.7	Me n nok ebta ebame go mbang nyi nno. Me n gohro be abahl enyame. Me m bel ekakesehk go eltoono mbang nyi Esowo. 
2TI.4.8	Anv, ekpasi eltuuru jia, nong-m go esꞌsong, ekpasi jio ji eno ji Esowo bi li nnooba nlamalam bahk-m tuuru efung bio. Me ntahngtahng sang á bahk-m tuuru. Á bahke tob tuuru nne awohng awohng no elbake ni á bahke bake kp-e koro.
2TI.4.9	Lim, wo gulu elbake ga egame. 
2TI.4.10	Tibre Demas, njini nyia m-e kehme elkoro.
2TI.4.11	Luk ntahngtahng wo ma sa a name. Ko Mak, wo ba a ne, tibre á bahk-m ma kak ebo go eltum.
2TI.4.12	Me n tum Tikikus tv go Efesus.
2TI.4.13	A lꞌkehm bake, soro ko ekpawobo ejame ji n tahme sa go etahk nsoo Karpus go Troas, ba ka-m. Tob ko awer enyame ba a nya, asehngesehnge awer nya n kpo nyon nsol.
2TI.4.14	Aleksanda ntahletahl lim-m egburu ebi sehng.
2TI.4.15	Wofono antahng, jo kun-e ekpu, tibre á tohkem tꞌtaame tv alum enyahre nya e jo bung.
2TI.4.16	Go egame elam, eji n gbo mbang tooro nnyo elam emame, nnene jolem no yiim-m njahm. Bo kpee yaam-m sa.
2TI.4.17	Esowo bi yiim-m njahm, fere ka-m eko, eji etib ebame lꞌyiimi, ane baka baka ba ki nyi Esowo lꞌwuk. Ano wo wahnge á tahr-m no yehke go nnyo mi egabe.
2TI.4.18	Esowo bahk-m tahre yehke go nfem anyehng anyehng, fere kp-m tahm a name go ejahbetul eje. Nong, ellub jol a ne go njinanjini. Emen.
2TI.4.19	Kak Priska abola Akwila nnyo,
2TI.4.20	Erastus sa go Korint.
2TI.4.21	Lim, wo ba ga egame, elkoko kehm rehnge. Yubulus, Pudens, Lenus, a Klodia, bo kpee tong-m re me n kak-a nnyo. Abon Esowo bako go tob tong-m re me n kak-a nnyo.
2TI.4.22	Nong, Esowo jol a etohko eja. Nnoobo nyi Esowo jol a na. Emen.
TIT.1.1	Me Pol wo, ji li nlokeltum Esowo, a ntiingetib no Jisos Kraist. Esowo tum-m re me n song kak ane ba á ma yehke bo ebo go bo eltaame, fere tib bo elkahne ni etingitingi ni kpo jen a eljolo Esowo Esowo.
TIT.1.2	N kpꞌlimi eltum nia, tib eji n kpꞌkunu ekpu re, bo bahke bele elkpin ni li go njinanjini, ni Esowo bi kil jo kim efahnge nyame no tong-r go mboma mbomo, njini kehm jolo. 
TIT.1.3	Go ngare nyi nno wo á lennge elkpin nio go ege alum,
TIT.1.4	N kpꞌnyono nwer nyia tv Taitus ji li etingitingi mmon ewame, ye ji e kpi eltaame na anehng.
TIT.1.4	Nong, Esowo Nsoo, a Kraist Jisos ntꞌtahre ewahre ka-a nnoobo, a elkoono.
TIT.1.5	Jia ji wahnge n tahm-a sa go Krit, eji a lꞌtuungu nsol nyi kpeke li go ellimi, fere yehke anebkul ero go ejahbe ajehng ajehng ana n tong-a no. 
TIT.1.6	Nnenkul ero bahke jolo nne no ki kpi egahme ajehng ajehng.
TIT.1.7	Tibre ntubesi ero bahke jolo nne no ki kpi egahme ajehng ajehng, eji á li nne no Esowo ma yake eltum ene kak-e go ebo. Á nehm jol nne no kpo lim agabbe, fere jo rak eltim sohk sohk, jo wo amahm, jo nok abohng, fere jol nne no nsol kil jo gbal-e.
TIT.1.8	Á bahke jolo nne no kpo vvrv ajenne. Ejum ajehng ajehng ji nno bahk-e jo kꞌkor. Á bahke bele ntir atahng nyi nno, fere jol go etingitingi, fere bel nnoobo eljini, fere jol nne no bahke jo mal bob elne. 
TIT.1.9	Á bahke yiimi tꞌtahne go atingitingi alum nya bo tib-e no, eji á lꞌjo mal rehke ane, fere jo tib etingitingi mbang,
TIT.1.10	Tibre ane gbalee baa, asehngesehnge ane ba ma yehke nrur, ba kil jo wuk Esowo, bo jio ji kpo bung na bung fad, fere jo nehm ane.
TIT.1.11	Ḿ bahke sahde bo anyo. Bo ba kpo kpiidi alaaga ane akpade go ero, tib eji bo kpꞌtibi nsol nyi kehn bo jol kꞌtib. Bo kpo lim ano, eji bo lꞌbel abi akpohko.
TIT.1.12	Nne a Krit no jolo nnyehnamahr abo wo bungu antahng antahng re, “Aneb Krit kpo kiimi afahnge ngare anyehng anyehng. Bo abi enyam bi. Bo abalehke ebno ba ma gbo ewon ba.”
TIT.1.13	Enyehnamahr jia lohko li go etingitingi. Esi jia ji wahnge a bahke jo nyam bo tꞌtahne, eji elkpin ebo lꞌjol ni nno, 
TIT.1.14	eji bo lꞌkꞌkpe wuungu Jus atung go bo amongo, a atahm nya ane jehke no, bao ba ma ten etingitingi.
TIT.1.15	Ane ba li saang, ejum ajehng ajehng li bo saang. Wo, ejang bi ane ba ki li saang, ba kil taame, ejum ajehng ajehng limm, ji li bo saang. Ntir atahng ebo, a ntim ebo limm saang.
TIT.1.16	Bo kpo bung go bo a nnyo re, bo nyi Esowo. Go bo eljini ni bo kpo tib, bo kpo ten-e ten. Bo li ana ejum nkuk go esamahr bi Esowo. Bo kpehme wuk-e. Bo fuumem go eltum ni nno anehng anehng.
TIT.2.1	Wo Taitus, jo tib nsol nyi fuumu a eltibi ni nno!
TIT.2.2	Tong anebkul ba li aneblum re bo jo lim ejum ajehng ajehng biingi biingi, amahr ebo jo jol sange sange, bo fere jo bob elbo. Nong, bo bel ekakesehk ji nno, a elkoro ni nno, a elkpuumu ni nno.
TIT.2.3	Ano wo fvfo a bahke tob tong anebkal ba li anebkul re bo jo lim eljini ni ane ba li ebo ebo. Nong, bo kꞌjo jol ane ba kpo kiimi afahnge lake ane bako. Bo kꞌjo jol aju ka amahm gbalee. Nobo re bo jo tib ji kpꞌnobo, 
TIT.2.4	fere jo ka agbahme elle re, alum ebo jo kor bo, a abon ebo fvfo, 
TIT.2.5	fere jo tib bo, ana bo bahke jo bob elbo, fere jo jol saang, jo kuuru alaaga ebo, fere bel nnoobo eljini, fere jo woomo alum ebo go elwo,
TIT.2.6	Mbang nyꞌnehm nyi a bahke tob jo rehke ajangkun re bo jo bob elbo. 
TIT.2.7	Wofono antahng jol ano ona go ejum ajehng ajehng, eji ane lꞌleeme nnoobo nyi a kpꞌlimi.
TIT.2.8	Jo bung alum nya nno, nya bo lꞌkꞌma jo faabe, eji lꞌriki nne no wob njahm nyehko ndon, á kꞌkpe ma bung ebꞌbi ajehng ajehng bada nahre.
TIT.2.9	Tong alokeltum re bo woomo babnde ebo go elwo, fere jo lim ejum ajehng ajehng ji bahke jo kor babnde ebo.
TIT.2.10	bo kꞌjo v bo ejv. Ga nob re bo jo tib eljini ni ane ba li go etingitingi, ba kpo kuuru nsol nyi babnde ebo nob nob, eji eltibi ni Esowo ntꞌtahre ewahre lꞌbel nnooba mbing tib go ejum ajehng ajehng ji bo kpꞌlimi.
TIT.2.11	Tibre nnoobo nyi Esowo eblohng ba re ba tahre ane kpee,
TIT.2.12	fere tib-r re, wahr yake eljini ni kil jo kor Esowo, a ekor nsol njini nyia, wahr fere jo jol amahr sange sange, fere jo bel etingitingi elkpin, tob jo lim nsol nyi kpo kor Esowo go njini nyia,
TIT.2.13	eji e kpꞌsiki efung bi Esowo ma fuulu, bi e kpꞌkunu ekpu, bi ellub ni egburu Esowo ebahre, a Jisos Kraist ntꞌtahre bahke lohngo ba,
TIT.2.14	ye ji yake elne ka tib go egahre esi, eji á lꞌfak-r yake go abꞌbi kpee, fere lim-r, e jol ane ba li saang ka-e, fere jo kak ekpuku go nnoobo alimi.
TIT.2.15	Jo tib nsol nyia, wo jo rehke ane, fere jo nyam bo go nsahm nyi n ka-a no.
TIT.3.1	Jo buumu bo re, bo jo woomo atul, a atubesi go elwo, fere jo wuk bo.
TIT.3.2	Tong bo re bo kꞌjo bung ebi bada nne awohng awohng, fere jo taange ntaange. Nobo re bo bel nnaange eljini, fere jo bum nne awohng awohng ana egburu nne.
TIT.3.3	Tibre wahrfono antahng wuku wuku e jolo agboolo, e joom wuk nyi etung, e tꞌtan mbang. E jolo aju ka ajoobo nsol gbalee nya jo mell-r go egahra ntim, fere jol aju ka elyebe ni njini. Elkpin enahre kpee jolo abꞌbi abꞌbi, a ala ateele. Ane jo ko-r ekv, wahr tob jo ko bo ekv. 
TIT.3.4	Ngare nyi nnoobo nyi Esowo, a elkoro ni Esowo ntꞌtahre ewahre lohngo no ba,
TIT.3.5	á ba tahr-r na. Wahr á tahrem tib eji e ma lim nsol nyi li go etingitingi. Á tahr-r tib go ege a ndon,
TIT.3.6	Tibre Esowo ebyaange Etingi Etohko gbalee wohng-r, ji sehnge go abo nya Jisos Kraist ntꞌtahre ewahre, 
TIT.3.7	eji e lꞌli eno go esamahr bi Esowo tib go ege a nnoobo, fere li elkv ni li elkpin ni li go njinanjini ni e kpꞌkunu ekpu.
TIT.3.8	Alum nyaa li go etingitingi. N kpꞌsebe re, wo yiimi tꞌtahne go nsol nyia, eji ane ba ma taame tv Esowo lꞌjo kunu ekpu, jo rod ngare abo, jo lim nnoobo. Nsol nyia kpꞌnobo, kpi nsehng nyi bahke kake ane.
TIT.3.9	Ka jo yel ellong ane ba kpo lim egboolo nfaabe, fere jo bung, lung abing nya babnso ejahre nya nya, fere jo taange ntaange, fere jo nok atemtem go alum nnyo bade atahm. Nsol nyia, nsehng anyehng anyehng kpimm, li mbol mbol. 
TIT.3.10	Nne no kpo wahng re ane yab, rehk-e nkpel anyehng, nkpel nyehko. Á tohko wuk, yab a ne.
TIT.3.11	Tibre a kpꞌkahne re, elkohn nne noo ebrannge. Á kpꞌlimi abiafem. Yebkimi ebi ka elne antahng.
TIT.3.12	N lꞌtum Artemas, afi jolo Tikikus tv-a, nok, eji a lꞌlub ba kpir-m go Nikopolis. Tibre me n tir re, m bahke kange o elum kohro kohro.
TIT.3.13	Lub nok, wo kak Senas ji li eloya ebo, a Apollos, eji ejum ajehng ajehng lꞌkꞌrin bo go bo eljen. 
TIT.3.14	Nong, ane ebahre kpili ana bo bahke jo yake ngare ebo, kak go nnoobo eltum ni fuumu ellimi, a ni lubu lub, eji bo lꞌkꞌjol na jol, kꞌkab akab.
TIT.3.15	Ane kpee ba li a name kp-a kake nnyo. Kak ane ba e kpi bo kor go ejang bi Esowo nnyo. Nong, nnoobo nyi Esowo jol a nahne wahn ane kpee.
PHM.1.1	Me Pol ji li nne a ngbekobo tib go esi ji Kraist Jisos, a Timoti mmonanne ejahre, e kpꞌnyono nwer nyia tv Failimon ji kpo kor-r sꞌsehng, ye ji e kpꞌlimi eltum ano a ne. 
PHM.1.2	Nwer nyia tob li ka Apia ji li mmonanne ejahre no nkal, a Arkipus ji tob li nne a nsoja ana wahr, a aneb ero ba kpo kono asi go ega etahk.
PHM.1.3	Nong, nnoobo jol a nahne, a elkoono ni lohng goji Esowo Nso ejahre, a Ntul a Jisos Kraist.
PHM.1.4	N kpo kak Esowo saam ngare anyehng anyehng nyi n lꞌbuum-a go egame ero bi n kpo kak, 
PHM.1.5	tib eji n kpꞌwuku ana aneb Esowo kpee kpo kor-a,
PHM.1.6	N kpo kak ero re, elkono ni ń kpo kono asi go eltaame ana ni a kpi no lub lim, wahn kahn elfuulu anehng anehng ni e kpi go ejang bi Kraist.
PHM.1.7	Mmonannee, wahr ebbel egburu eyebatahng, fere bel ekakeltim tib go ega elkoro. Tibre wo wo ma lim re eltim yebe abon Esowo.
PHM.1.8	Jol eji n kpi kpi esahb go ejang bi Kraist ji m bahk-a ma tong ji fuumu re wo lim, 
PHM.1.9	n kp-a lub gboongo na tib esi ji elkoro,
PHM.1.10	N kp-a gboongo ka Onesimus,
PHM.1.11	Wuku wuku á jolo edemme nne ji a ki-e li nsehng anyehng anyehng, wo anv, yeblohko jol nne no bahk-a ma jo loko, fere tob jo lok-m.
PHM.1.12	Eji n kp-e tumu, á feere ba go ega, li ana n kpꞌtumu eltim ename tv-a. 
PHM.1.13	Kor-m re á sa a name, eji á lꞌko nji nyi a jol-m loko ngare nyi n wob go ngbekobo tib go esi nnoobo etib.
PHM.1.14	N sebem re me n lim ejum ajehng ajehng njahm njahm, ki-a tohko lim, a kahn, eji a lꞌkꞌlim nnoobo enya ana bo bob-a na, a lꞌlim ana kor-a no go ega eltim.
PHM.1.15	Fundiki ebfere jol re, Onesimus tahm-a sa mmongare ntiil, eji a lꞌfere bel-e go njinanjini. 
PHM.1.16	Tibre anv, á kpeem li nju nyi nyi, yebfere jol nne no gbale sehnge nju. Yebjol akor-m mmonannee go ejang bi Kraist, no kpo sahb kor-m kor. Anv, á bahk-a koro elkohn ani, ye ji li nju enya, a mmonanne go ejang bi Ntul a Jisos?
PHM.1.17	A lꞌbum-m ana nte ewa, lub ko Onesimus jang jang ana a jol-m koko. 
PHM.1.18	Lꞌjol nyi á sood-a no, afi á fere bel-a mbong, nong, fere jol ana me n kpi-a mbong. 
PHM.1.19	Me Pol, me wo kpꞌnyono ana go egame ebo re, Me wo bahke gale. Me m bum re, a kpꞌkahne re, a kpi-m mbong nyi elkpin ena ni wofono antahng.
PHM.1.20	Mmonannee, n kpꞌsebe re me n li-a nsehng go ejang bi Ntul Esowo.
PHM.1.21	N kpꞌnyono tv-a, tibre n kpꞌsahb kꞌkahn re, a bahke limi ana n tong-a no, jol sꞌsehnge na.
PHM.1.22	Fvfo, toobo ekpꞌkpa bum-m, tibre n kpꞌbumu re, Esowo bahke faange aro enyahne nya ń kpꞌkake, fere yak-m ka-n.
PHM.1.23	Epafras ji tob wob ngbekobo ana me tib go esi ji Kraist Jisos kp-a kake nnyo.
PHM.1.24	Mak, Aristarkus, Demas, a Luk, bo ji e kpo lim eltum ano, bo kp-a tob kak nnyo.
PHM.1.25	Nong, nnoobo nyi Ntul a Jisos Kraist jol a nahne go egahne atohko.
HEB.1.1	Mahne mahne Esowo jo bungu tong babnso ejahre go ajoobo abang nkpel tvv, sehng go anyo nya abanyehnamahr.
HEB.1.2	Esꞌkohro ngare nyia á bungu a nahre sehng goji Mmon ewe,
HEB.1.3	Á kpꞌyake tib ellub ni Esowo. Á li na li ful ful fuul ana yefono Esowo.
HEB.1.4	Anv, Mmon Esowo ebfere gbal sehnge babenjel, eji á ma bel mbing nyi nobo sehnge nyi bo.
HEB.1.5	Esowo ka tong a tong enjel anyehng anyehng re,
HEB.1.5	“Wo mmon ewame wo,
HEB.1.5	lela wo, m ma jol Nso.”
HEB.1.5	Jol á ka tong a tong enjel anyehng anyehng re,
HEB.1.5	“M bahke jolo Nso,
HEB.1.5	a bahke jolo mmon ewame.”
HEB.1.6	Eji Esowo yahke ba ngbokambang a mmon ewe tum tv go njini, á kpe bung re,
HEB.1.6	“Nong, babenjel nya Esowo kpee kak-e.”
HEB.1.7	Esowo bungu bade babenjel re,
HEB.1.7	“Esowo kpo lim enjel enye, bo jol nfeb,
HEB.1.7	fere jo lim alokeltum ebe, bo jol nlikagun,”
HEB.1.8	fere bung bada Mmon ewe re,
HEB.1.8	“Eti etul eja,
HEB.1.8	o Esowo, li go njinanjini.
HEB.1.8	Á kpo fili ejahbetul eja go etingitingi.
HEB.1.9	Etingitingi ji kpo kor-a,
HEB.1.9	ebi jo sab-a.
HEB.1.9	Owo wahnge, wo Esowo,
HEB.1.9	Esowo eba ma-a kak akehng go esi, mao ma eyebatahng,
HEB.1.9	eji a lꞌgbal sehnge abonane.”
HEB.1.10	Esowo kpe bung re,
HEB.1.10	“Wo Ntul, wo wo limi njini go mbomannahb.
HEB.1.10	Elbung ni li ejum ji a limi go ega abo.
HEB.1.11	Nyaa kpee bahke male, wofono antahng wo bahke sake.
HEB.1.11	Nyaa kpee bahke kulu ana mbomo.
HEB.1.12	A bahke fehde elbung abola ndi ana ekpawobo, bahke fere yaange.
HEB.1.12	A bahke jolo ano ano,
HEB.1.12	a nehm tiki kul.”
HEB.1.13	Esowo tikem tong enjel anyehng anyehng re,
HEB.1.13	“Ji go egame ejang eboblum
HEB.1.13	tete me n lim anebekv eba etikunakpade eja.”
HEB.1.14	Anv, ane aba li babenjel? Bo kpee atohko nya kpo loko eltum nya, nya Esowo kpo tum bo re bo song kak ane ebo, ba bahke bele eltahre.
HEB.2.1	Ano wo wahnge nobo re wahr jo sahb kꞌkunu ekpu go nsol nyi e ma wuk, eji e lꞌkꞌfab tahm.
HEB.2.2	Eji etib bi babenjel jo tiingi yiimi no, nne awohng awohng no lꞌsoodo, afi á bumem alum nyao, á jo nyehne erem ana fuumu no re á nyehn,
HEB.2.3	anv, e bahke limi renan kehm beke for, e lꞌgbake egburu eltahre ana nia bum go nkpe, ni Ntul ewahre gbo mbang tiingi?
HEB.2.4	Esowo tob yiimi ntianse, eji á jo tib nliingi nyi nsahm enye, fere lim ajoobo akpokosi,
HEB.2.5	Tibre Esowo faakem a njini nyi kpꞌbake nyi e kpꞌbungu bade kak babenjel go elwo.
HEB.2.6	Edi nwer Esowo ajehng bungu re,
HEB.2.6	“Nne awo li li nne no Esowo bahk-e jo tiiri?
HEB.2.6	Nne awo li li Mmon no nne no a bahk-e jo kunu ekpu?
HEB.2.7	A lim-e á jol rede rede sehnge babenjel mmongare ntiil,
HEB.2.7	a fere ka-e ellub, a ekpunu ji li ka ntul.
HEB.2.8	Wobbum ejum ajehng ajehng re á kunu akpade.”
HEB.2.8	Ana Esowo ma yake ejum ajehng ajehng kak-e go elwo, ejumjum limm, ji á tahme sa, ji ki-e wob go elwo. Anv, e kpꞌnyehne re, ngare ka rehng nyi nsol kpee bahk-e woomo go elwo.
HEB.2.9	E kpꞌnyehne Jisos ji Esowo lim-e, á jol rede rede sehnge babenjel go mmongare ntiil, eji á lꞌkpo go esi ane kpee, tib go nnoobo nyi Esowo. Anv, Esowo m-e ka ellub, a ekpunu ji li ka ntul tib go erem bi á nyehne no, fere kpo.
HEB.2.10	Fꞌfuumu re Esowo rod erem bi Jisos nyehne no, lim-e á jol go nseenga nseenge, ye ji wahnge nsol kpee li no, ye jꞌnehm wo Esowo ko-e, lim nsol kpee, eji á lꞌko abon gbalee tahm a bo go ege ellub. Tibre Jisos wo wahnge re bo bel eltahre. 
HEB.2.11	Ye ji kpo lim ane, bo jol ebo ebo, a ane ba á ma lim bo, bo ma jol ebo ebo, bo kpi nde na awohng. Owo wahnge á kil kpe nyaare bo, á kpꞌfere jo lung bo re abonanyehn,
HEB.2.12	ana á bungu no re,
HEB.2.12	“M bahke bungu bada mbing enya tong abonanee.
HEB.2.12	M bahk-a tehke go elkab aneb Esowo kpee.”
HEB.2.13	Á kpe bung re,
HEB.2.13	“M bahke bumu Esowo go etingitingi.”
HEB.2.13	Á kpe tob bung re,
HEB.2.13	“Nyehn me ga, a abon ebame ba Esowo ma-m ka.”
HEB.2.14	Tib eji abon bao kpi ngubjing, a alung, Jisos kehm tob ba jol ana bo, fere bel ngubjing, ba rannge nnehm nyi elkv wob-e go elwo, tib go ege elkv,
HEB.2.15	fere tahre ane kpee yake, ba jolo aju ngare nyi bo jolo go elkpin tib go elfahle ni bo jo fahl elkv.
HEB.2.16	Tibre etingitingi, á kpehme kak babenjel ebo. Abon ba Ebraham ba, á kpo kak bo ebo.
HEB.2.17	Ano wo wahnge Esowo limi Jisos re á jol ana abonanyehn go mbang anyehng anyehng, eji á lꞌjol nkakesehk a ntubesi abalimajom no kpi ndon go elloko ni á kpꞌloko Esowo,
HEB.2.18	Tib eji yefono antahng jo nyehn erem, bo fere gar-e, anv á bahke ma kak ane ebo, ba lꞌyel go elgaare.
HEB.3.1	Abarebare abonanee ba Esowo ma-n tob lung, jo seengen Jisos ji li ntiingetib, a ntubesi abalimajom no e kpo yiimi ntianse ka-e.
HEB.3.2	Á bele ekakesehk, taame tv nne no yehk-e no kak go eltum ene, jang jang ana Moses bele ekakesehk go eltum kpee ni á jo lim go etahk Esowo. 
HEB.3.3	Jisos wo fuumu re á ga bel ellub sehnge Moses, jang jang ana nne no si etahk ga kpi ellub sehnge etahk ji á si no. 
HEB.3.4	Tibre etahk ajehng ajehng nne wo sii. Wo, Esowo bi li nne no limi nsol kpee.
HEB.3.5	Moses bele ekakesehk go eltum kpee ni á jo lim go etahk Esowo, ye ji jolo nlokeltum, eji á lꞌyiimi ntianse ka nsol nyi Esowo bahke bungu go ngare esꞌsong. 
HEB.3.6	Wo, Kraist bele ekakesehk go eltum ni á limi go ege etahk, ye ji jolo mmon. Etahk eje jio, wahr ba,
HEB.3.7	Ana Etingi Etohko bungu re,
HEB.3.7	“Ń lꞌwuk alum enye lela,
HEB.3.8	kana tahne asi enyahne ana babnso ejahne limi no
HEB.3.8	efung elgaare bio bi bo ten-m no go elka emahng.
HEB.3.9	Go wo bo wuung-m no,
HEB.3.9	jol eji bo nyehne nyehn nsol nyi n limi go nnya atahl abal.
HEB.3.10	Ano wo wahng ka atahng rak-m no tob ane bao,
HEB.3.10	n kehm bungu re,
HEB.3.10	‘Bo kpo kono elsoodo go bo a ntir atahng.
HEB.3.10	Bo ka tiki kahn mbang enyame.’
HEB.3.11	Owo n kehm tiri go egame erakatahng re,
HEB.3.11	‘bo nehm tiki yel go egame edi erekekv.’ ”
HEB.3.12	Abonanee, jo kunen ekpu, eji nne awohng awohng ewahne lꞌkꞌbel ebi eltim ni á kil taame, toono o, á sennge Esowo bi kpi elkpin njahm. 
HEB.3.13	Jo rehken atemtem efung abehng abehng,
HEB.3.14	Wahr ebjol ane ba kpꞌkodo eljen a Kraist, e lꞌjabb-e tꞌtahne, fere bum-e go etingitingi tete rehng go esꞌkohro, ana e bomo go mbomo, 
