GEN.1.1	No princípio Deus criou o céu e a Terra. 
JHN.19.31	Os anciãos não queriam que as vítimas continuassem ali penduradas no dia seguinte, que era sábado, mas um sábado especial, por ser o da Páscoa. Por isso, pediram a Pilatos que lhes mandasse partir as pernas e já poderiam ser apeados. 
JHN.19.32	Assim os soldados vieram e partiram as pernas dos dois que tinham sido crucificados com Jesus. 
JHN.19.33	Mas quando se aproximaram dele, viram que já estava morto e não lhas quebraram. 
JHN.19.34	Mesmo assim, um dos soldados ainda lhe atravessou o lado com uma lança, saindo sangue e água da ferida. 
JHN.19.35	Eu próprio assisti a tudo isto e escrevi este relato exato, para que também vocês possam crer. 
JHN.19.36	Os soldados fizeram isto em cumprimento da passagem das Escrituras que diz: “Nem um dos seus ossos será quebrado.”
JHN.19.37	E também: “Olharão para aquele a quem trespassaram.”
JHN.19.38	Depois disto, José de Arimateia, que fora discípulo secreto de Jesus, com medo dos judeus, pediu a Pilatos que autorizasse a descida do corpo. Pilatos deixou e ele levou o corpo. 
JHN.19.39	Nicodemos, o homem que procurara Jesus de noite, veio também, trazendo uns trinta e cinco quilos de unguento feito de mirra e aloés. 
JHN.19.40	Os dois envolveram o corpo de Jesus em lençóis de linho embebidos em perfumes, de acordo com o costume judaico de enterramento. 
JHN.19.41	O local da crucificação ficava perto de um jardim onde havia um túmulo novo que nunca fora usado. 
JHN.19.42	E assim, devido à necessidade de se apressarem antes que chegasse o sábado, e também por o túmulo ficar perto, colocaram ali o corpo.
JHN.20.1	Na madrugada de domingo, fazendo ainda escuro, Maria Madalena foi ao túmulo e viu que a pedra tinha sido afastada da entrada. 
JHN.20.2	Correu logo a buscar Simão Pedro e o outro discípulo, por quem Jesus tinha muita afeição, e disse: “Levaram do túmulo o corpo do Senhor e não sei onde o puseram!”
JHN.20.3	Pedro e o outro discípulo correram ao túmulo para ver. 
JHN.20.4	O companheiro, mais veloz do que Pedro, chegou primeiro. 
JHN.20.5	Curvando-se, espreitou e viu os lençóis abandonados, mas não entrou. 
JHN.20.6	Depois, chegou Simão Pedro e entrou no túmulo, reparando também no lençol ali caído. 
JHN.20.7	No entanto, a ligadura que cobrira a cabeça de Jesus encontrava-se dobrada a um canto. 
JHN.20.8	Então, também o outro discípulo entrou e creu. 
JHN.20.9	Porque até ali não se tinham apercebido de que as Escrituras diziam que ele tornaria a viver. 
JHN.20.10	E os discípulos voltaram para casa.
JHN.20.11	Maria regressou ao túmulo, ficando do lado de fora a chorar. Enquanto chorava, espreitou para dentro 
JHN.20.12	e viu dois anjos vestidos de branco, sentados à cabeceira e aos pés do local onde estivera o corpo de Jesus. 
JHN.20.13	“Porque choras?”, perguntaram-lhe os anjos.
JHN.20.13	“Porque levaram o meu Senhor e não sei onde o puseram!”
JHN.20.14	Então reparou que alguém estava atrás de si. Era Jesus, mas não o reconheceu.
JHN.20.15	“Porque choras?”, perguntou ele. “Quem procuras?”
JHN.20.15	Ela pensava que fosse o jardineiro: “Se foste tu que o levaste, mostra-me onde o puseste que eu vou buscá-lo.”
JHN.20.16	“Maria!”, disse Jesus.
JHN.20.16	Ela voltou-se para ele: “Raboni!”, que quer dizer: “Meu Mestre!”
JHN.20.17	“Não me toques”, disse Jesus, “porque ainda não subi para meu Pai. Mas vai ter com os meus irmãos e diz-lhes que subo para meu Pai e vosso Pai, meu Deus e vosso Deus.”
JHN.20.18	Maria Madalena procurou os discípulos e disse-lhes: “Vi o Senhor!”, dando-lhes em seguida este recado.
JHN.20.19	Naquela noite, encontravam-se os discípulos reunidos à porta fechada, com medo dos judeus, quando Jesus surgiu no meio deles, saudando-os: “A paz seja convosco!” 
JHN.20.20	Depois de saudar os discípulos, mostrou-lhes as mãos e o lado. E qual não foi a alegria deles ao verem o Senhor! 
JHN.20.21	Ele tornou a falar-lhes: “A paz seja convosco! Assim como o Pai me enviou, também eu vos envio!” 
JHN.20.22	E soprando sobre eles, acrescentou: “Recebam o Espírito Santo! 
JHN.20.23	Se perdoarem a alguém os seus pecados, perdoados ficam. Se se recusarem a perdoá-los, ficarão por perdoar.”
JHN.20.24	Um dos discípulos, Tomé (o Gémeo), não se encontrava ali com os outros. 
JHN.20.25	Mais tarde, quando os outros discípulos lhe contaram: “Vimos o Senhor!”, ele replicou: “Não acredito, a não ser que veja as feridas dos pregos nas suas mãos, ponha nelas os meus dedos e toque com a minha mão na ferida do seu lado.”
JHN.20.26	Passados oito dias, os discípulos estavam outra vez juntos. Nessa ocasião encontrava-se Tomé também presente. As portas estavam fechadas mas, tal como antes, Jesus apareceu no meio deles e disse: “Paz seja convosco!” 
JHN.20.27	Depois disse a Tomé: “Coloca o dedo nas feridas das minhas mãos e a tua mão no meu lado. Não sejas descrente. Acredita!”
JHN.20.28	“Meu Senhor e meu Deus!”, exclamou Tomé.
JHN.20.29	Então Jesus observou: “Crês porque me viste! Felizes os que não me viram e, mesmo assim, creem.”
JHN.20.30	Os discípulos de Jesus viram-no realizar muitos outros sinais além dos registados neste livro. 
JHN.20.31	Estes vêm aqui descritos para que creiam que ele é o Cristo, o Filho de Deus, e para que, crendo nele, tenham vida em seu nome.
JHN.21.1	Mais tarde, Jesus tornou a aparecer aos discípulos junto ao Tiberíades
JHN.21.2	Estava lá um grupo formado por Simão Pedro, Tomé (o Gémeo), Natanael de Caná na Galileia, os filhos de Zebedeu, e outros dois discípulos.
JHN.21.3	Simão Pedro disse: “Vou à pesca.”
JHN.21.3	“Também nós!”, responderam todos. Assim fizeram, mas nada apanharam toda a noite.
JHN.21.4	Ao romper do dia, avistaram um homem de pé na praia, mas os discípulos não conseguiram ver quem seria. 
JHN.21.5	“Amigos, apanharam algum peixe?”, perguntou-lhes.
JHN.21.5	“Não!”, responderam.
JHN.21.6	Então ele disse: “Lancem a rede do lado direito do barco e apanharão bastante!” Assim foi e nem sequer conseguiam puxar a rede, devido ao peso do peixe, pela sua abundância.
JHN.21.7	Então aquele discípulo a quem Jesus amava disse a Pedro: “É o Senhor!” Ao ouvir isto, Simão Pedro vestiu a roupa que tinha despido e saltou para dentro da água. 
JHN.21.8	Os outros discípulos continuaram no barco e puxaram a rede carregada até à praia, a cerca de cem metros de distância. 
JHN.21.9	Quando lá chegaram, viram uma fogueira com peixe em cima; também havia pão.
JHN.21.10	“Tragam-me do peixe que acabaram de apanhar”, disse-lhe Jesus. 
JHN.21.11	Simão Pedro foi e puxou a rede para terra. Pela sua contagem, havia cento e cinquenta e três peixes grandes, sem que, contudo, a rede se tivesse rompido.
JHN.21.12	“Agora venham comer!” E nenhum dos discípulos se atrevia a perguntar-lhe se era realmente ele, o Senhor, pois no fundo sabíamos bem que sim. 
JHN.21.13	Jesus começou então a servir-lhes pão e peixe. 
JHN.21.14	Foi esta a terceira vez que Jesus apareceu aos discípulos depois da sua ressurreição.
JHN.21.15	Terminando a refeição, Jesus disse a Simão Pedro: “Simão, filho de João, amas-me mais do que estes?”
JHN.21.15	“Sim!”, respondeu Pedro. “Sabes que eu te amo!”
JHN.21.15	Jesus disse-lhe: “Então alimenta os meus cordeiros.”
JHN.21.16	Jesus repetiu a mesma pergunta: “Simão, filho de João, amas-me?”
JHN.21.16	“Sim, Senhor!”, disse Pedro. “Sabes que eu te amo!”
JHN.21.16	“Então, pastoreia as minhas ovelhas.”
JHN.21.17	Uma vez mais lhe perguntou: “Simão, filho de João, amas-me?”
JHN.21.17	Pedro sentiu-se magoado por Jesus o ter questionado pela terceira vez: “Senhor, tu conheces tudo e sabes que eu te amo.”
JHN.21.17	Jesus insistiu: “Toma conta das minhas ovelhas. 
JHN.21.18	Presta bem atenção: Quando eras novo, fazias o que te apetecia e ias para onde querias. Porém, quando fores velho, estenderás as mãos e outros te guiarão e levarão para onde não queres ir.” 
JHN.21.19	Jesus disse-lhe isto para que soubesse como iria morrer para glória de Deus. Depois acrescentou: “Segue-me!”
JHN.21.20	Pedro voltou-se e viu que os seguia o discípulo que Jesus amava; aquele que se curvara na ceia para perguntar a Jesus: “Mestre, quem é aquele que te vai trair?” 
JHN.21.21	Pedro perguntou a Jesus: “E que será deste, Senhor?”
JHN.21.22	Jesus respondeu: “Se eu quiser que ele viva até ao meu regresso, que te importa isso? Segue-me tu!” 
JHN.21.23	Foi assim que se espalhou entre os crentes a ideia de que esse discípulo jamais morreria. No entanto, não foi o que Jesus disse, mas apenas: “Se eu quiser que ele viva até que eu venha, que te importa isso?”
JHN.21.24	Esse discípulo sou eu! Assisti a estes acontecimentos que aqui vos deixo registados. E todos sabem que o meu relato é exato. 
JHN.21.25	Suponho porém que, se todos os outros acontecimentos da vida de Jesus fossem escritos, nem no mundo inteiro caberiam todos os livros que se escrevessem!
ACT.1.1	Teófilo,
ACT.1.1	No meu primeiro livro, falei-te de tudo quanto Jesus começou a fazer e a ensinar, 
ACT.1.2	até ao dia em que, depois de ter dado instruções pelo Espírito Santo aos apóstolos que escolheu, foi levado para o céu. 
ACT.1.3	Durante os quarenta dias que se seguiram à sua crucificação, apareceu diversas vezes, vivo, sem sombra de dúvida, aos apóstolos, a quem provou de muitas maneiras ser realmente ele aquele que viam. E nessas ocasiões falou-lhes no reino de Deus.
ACT.1.4	Num desses encontros, enquanto tomava uma refeição com eles, Jesus disse-lhes: “Não saiam de Jerusalém, mas esperem o cumprimento da promessa do Pai, de que vocês me ouviram falar. 
ACT.1.5	João batizou-vos com água, mas vocês serão batizados com o Espírito Santo dentro de poucos dias.”
ACT.1.6	Então, os que se encontravam com ele perguntaram-lhe: “Senhor, é neste tempo que vais restaurar o reino de Israel?”
ACT.1.7	“É o Pai quem determina os tempos e as ocasiões”, respondeu-lhe, “e não vos compete conhecê-los. 
ACT.1.8	Mas quando o Espírito Santo tiver descido sobre vocês, receberão poder e serão minhas testemunhas ao povo de Jerusalém, em toda a Judeia e Samaria, e até aos extremos da Terra.”
ACT.1.9	Dito isto, Jesus foi elevado e uma nuvem o tomou, à vista deles. 
ACT.1.10	E estavam eles a segui-lo com os olhos enquanto subia ao céu quando, de súbito, apareceram no meio deles dois homens vestidos de branco, 
ACT.1.11	que disseram: “Homens da Galileia, porque estão aí de olhos postos no céu? Jesus foi para o céu e um dia voltará tal como o viram partir!”
ACT.1.12	Isto aconteceu quando se encontravam no monte das Oliveiras. Regressando a Jerusalém, que ficava quase a um quilómetro de distância, 
ACT.1.13	foram para uma sala no andar superior da casa onde estavam a ficar. Estavam ali: Pedro, João, Tiago, André, Filipe, Tomé, Bartolomeu, Mateus, Tiago, filho de Alfeu, Simão (a quem também chamavam o Zelota) e Judas, filho de Tiago. 
ACT.1.14	Todos se reuniam constantemente em oração e no mesmo espírito, juntamente com Maria, a mãe de Jesus, várias outras mulheres e os irmãos de Jesus.
ACT.1.15	Por esta altura, numa ocasião em que estavam presentes cerca de cento e vinte pessoas, Pedro levantou-se no meio dos irmãos e disse-lhes o seguinte: 
ACT.1.16	“Irmãos, era necessário que se cumprissem as Escrituras acerca de Judas, que servia de guia para aqueles que prenderam Jesus, pois isso já tinha sido anunciado há muito pelo Espírito Santo, falando através do rei David. 
ACT.1.17	Judas foi um dos nossos e, como nós, escolhido para ser apóstolo. 
ACT.1.18	(Com o dinheiro que recebeu como paga da traição, comprou um campo, onde se suicidou, rompendo-se-lhe as entranhas. 
ACT.1.19	A notícia da sua morte depressa se espalhou por Jerusalém, tanto que o povo deu ao local o nome de Alcedamá, que na sua língua significa Campo de Sangue.) 
ACT.1.20	A predição do rei David acerca deste acontecimento vem no Livro dos Salmos, onde se diz: ‘Que a sua casa fique deserta, sem ninguém que nela habite’,
ACT.1.21	Agora temos de escolher, em lugar de Judas, um homem dentre aqueles que estiveram connosco todo o tempo em que o Senhor Jesus andou entre nós, 
ACT.1.22	desde o seu batismo, por João, até ao dia em que foi levado do nosso meio para o céu. Esse homem deve juntar-se a nós, para ser testemunha da sua ressurreição.”
ACT.1.23	A assembleia apontou dois homens: José Justo (também chamado Barsabás) e Matias. 
ACT.1.24	Depois oraram: “Senhor, tu conheces os corações de todos; indica-nos qual destes dois homens escolheste 
ACT.1.25	como apóstolo para substituir Judas, que foi para o lugar que merecia.” 
ACT.1.26	Tiraram então sortes, tendo estas caído sobre Matias, que passou a ser apóstolo com os outros onze.
ACT.2.1	Chegado o dia de Pentecostes, estavam todos reunidos no mesmo lugar. 
ACT.2.2	Subitamente, vindo dos céus, ouviu-se um som semelhante ao rugido de um furacão, que encheu toda a casa onde se encontravam. 
ACT.2.3	Apareceram então línguas como que de fogo que pousaram sobre as suas cabeças. 
ACT.2.4	E todos os presentes ficaram cheios do Espírito Santo, começando a falar línguas que desconheciam, conforme o poder que o Espírito Santo lhes dava.
ACT.2.5	Encontravam-se naquele dia em Jerusalém, para assistir às celebrações religiosas, muitos judeus piedosos vindos de todas as nações do mundo. 
ACT.2.6	Ao ouvir-se aquele rugido, o povo acorreu para ver o que se passava, e todos ficaram pasmados, pois cada um ouvia os discípulos falar na sua própria língua.
ACT.2.7	Atónitos e admirados, interrogavam-se: “Como é que isto pode ser? Estes homens não são da Galileia? 
ACT.2.8	Como é que os ouvimos falar nas línguas dos países onde nascemos? 
ACT.2.9	Estamos aqui, partos, medos, elamitas, gente da Mesopotâmia, Judeia, Capadócia, Ponto, Ásia, 
ACT.2.10	Frígia, Panfília, Egito, terras da Líbia perto de Cirene, forasteiros vindos de Roma, 
ACT.2.11	(tanto judeus como convertidos ao judaísmo), cretenses e árabes. Todos ouvimos estes homens contar nas nossas diversas línguas os poderosos milagres de Deus!” 
ACT.2.12	E ficaram atónitos, sem saber o que pensar, perguntando uns aos outros: “Que quer isto dizer?” 
ACT.2.13	Mas também havia quem troçasse: “Beberam demais!”
ACT.2.14	Então Pedro, avançando com os onze apóstolos, falou à multidão: “Escutem, homens da Judeia e moradores de Jerusalém! 
ACT.2.15	Há quem esteja por aí a dizer que estes homens se embriagaram! Não é verdade! São apenas nove horas da manhã! 
ACT.2.16	Aquilo a que acabam de assistir foi predito há séculos pelo profeta Joel:
ACT.2.17	‘Nos últimos dias, disse Deus,
ACT.2.17	derramarei o meu Espírito sobre toda a humanidade.
ACT.2.17	Os vossos filhos e filhas profetizarão,
ACT.2.17	os vossos jovens terão visões e os vossos velhos sonhos.
ACT.2.18	Derramarei o meu Espírito,
ACT.2.18	mesmo sobre os meus servos e servas, naqueles dias,
ACT.2.18	e profetizarão.
ACT.2.19	Farei aparecer maravilhas no céu, lá no alto
ACT.2.19	e sinais na Terra, cá em baixo,
ACT.2.19	sangue, fogo e colunas de fumo.
ACT.2.20	O Sol escurecerá e a Lua ficará vermelha como o sangue,
ACT.2.20	antes de vir o grande e terrível dia do Senhor.
ACT.2.21	E todo aquele que invocar o nome do Senhor
ACT.2.21	será salvo.’
ACT.2.22	Gente de Israel, ouçam! Deus deu testemunho público de Jesus de Nazaré com os espantosos milagres que através dele realizou, como bem sabem. 
ACT.2.23	Mas, de acordo com o seu plano, deixou que se servissem de mãos de injustos para o pregarem na cruz e o assassinarem. 
