GEN.1.1	Naa tiba jutyunu uwanun, Dios tiba deke' faawaandu, selu bain, tu bain dekemi. 
2CO.5.11	Tsaju' lala Bale Rukunu naake balengure' keewaanuu juñuba mimiya, chachillanu ya' palaa mijakare' keenguikaanu kiikendetsuyu. Uwain Diosya lala mu deeñu bain ura' kerañu, ñui bain lalanu juntsai dekeemijave pensa dejuyu. 
2CO.5.12	Lala entsanditu, ne laa teneren balengure' manbatiñundindetyuyu; tsa jutyu', ñulla lala' mitya dedajtyasa tenñaa tsandindetsuyu, tsenmalaa yala' tenbukashaya tsaa pensajturen tsaañungue keeware' dajtyamulanu ñulla paka' patinuu junudetsu. 
2CO.5.13	Tsaju' lala ñulla' ajuushaya yujka juuñuu deju' bain, Diosa' mityaa tsaanu detsuyu; tsaaren yujka juuñuu dejutyushu juntsaa, ñulla' mityaa tsaanu detsuyu. 
2CO.5.14	Cristo lalanu estyamu juñu aseetangue' mityaren, lala challa tyee kiiken dechu'ba juntsaa detiyayu, entsanu pensanguetu: main kumuinchi chachilla' mitya peyanmala, kumuinchi chachilla bain pemu tene kuraa dejuve. 
2CO.5.15	Cristoya kumuinchi chachilla' mitya peyave, tsenmalaa naaju chachilla liveeju dechu' bain ne maali yala' mityaa chuyu tyatyu', yala' mityaa peyaturen mangujtamu rukuchee chuyu tyanudetsu. 
2CO.5.16	Tsa' mitya umaa lalaya munu bain chachilla naake pensangue' keemu deeñuba tsanguityu deeyu; naamika kaspelee Cristonu bain tsangue pensangue' keemu deju'ba, challaya tsanguityu deeyu. 
2CO.5.17	Tsaju' mun Cristoba buuna' bain kasa chachi majuuve; tiba yumaa kiikeñu jumulaya de-i' pullanmala challaya tiba kasa tene majuuve.
2CO.5.18	Kumuinchi entsaya Dios tene tsanguikare' lalanu Cristo' mityaren yaba ura' mandiyaa tireve. Tsanguetu lalanuya naajulanu bain yaba ura' mandikaakenuu taawashaa kenu shuikive. 
2CO.5.19	Ura patiñuya, Diosya Cristo' mityaren tusha chumu chachillanu yaba ura' juunuu demandirenu tireve, naamika chachilla ujcha lamu deeñu bain, tsaatalaya keeminchanguive, tsejtu lalanaa chachillanu entsaa kuinda mijakares nenu uudenguive. 
2CO.5.20	Tsenñaa lala Cristo' mitya kuinda mijakares nemu deeñu, Diosren yanu keenguidei ti' ma patiñundintsuve lalanu pakaatu. Tsenñu lala Cristo' mitya ti', Diosba ura' mandikutidei tiitimu deeyu. 
2CO.5.21	Cristoya ti ujchaba kindyuve, tsaanuren lala' ujcha' mityan Dios yanu ujcha kiikemunu ken tsanguive, tsanguitaa Cristo' mityaren lalanu Dioschi ti kuipaba jutyu tirenu.
2CO.6.1	Tsaju' lala Dioschi taawasha kemu deetu, Diosya mika aa ura jutu ñullanu naake ura' kenu tyañuba ñulla tsaikutin jutyuuya jutyudei tindetsuyu. 
2CO.6.2	Matyu Diosya ya' kiikanu entsandive:
2CO.6.2	Tsenñu challaa juntsa tsanguenuu maluve. ¡Umaa livee inuu maluve!
2CO.6.3	Lalaya munuba firu' ikaakenuuya kindetyuyu, tsenmalaa lala' taawasha naa muchi bain firu' juuñuu katawai'nutsu. 
2CO.6.4	Tsa jutyu', lala ti kike' bain Dioschi taawasha kiikemu juuya keewaandetsuyu, naa dyai'mujchi tiba tsa tsanguentsunu junchi bain, naa taaju kikenuu faañu bain, naa tiba tajtu juju' bain, naa tituba indu naaken tsandentsu bain, 
2CO.6.5	naa debandandu bain, naa peesu vi-i' bain, naa jutikaandu bain, naa taaju' taawasha kendu bain, naa kasujtu dechayandu bain, naa mandinbupu tiba fajtuu puindu bain, 
2CO.6.6	tsenmin lala deechu' chunchi bain Dioschi taawasha kiikemu juu keewarendetsuyu, naa tiba anbuda jutyu minchi bain, naa tiba induba keeminchaañuu junchi bain, naa aa ura junchi bain, naa Espíritu Santo lalanu puñu' mitya bain, naa lala munu bain uwain estya' keewarendu bain, 
2CO.6.7	naa lala' kuinda anbuda jutyun mitya bain, naa lalanu chumu Diosa' pudee' mitya bain Dioschi taawasha kiikemu juuya keewaawaa dekiyu. Tsejtu lalaya tiba ura' kiikenchee balela' la'kamu deeyu, naa vinguijiiñu-i' bain, naa lalanu dekijañu vinguikakeñungue' bain. 
2CO.6.8	Mandinbupu lalanu balengure' pamu deju' bain, mandinbupu kentsure' pamu deeve; mandinbupu lala' mitya ura' pati' bain, mandinbupu firu' pamu deeve. Tsenmin naa lalaya anbukuinda juuya patyu deeñu bain, anbukuinda kes nemulanu naake firu' kemu deju'ba lalanu tsanguemu deeve. 
2CO.6.9	Naa veelaya lalanu bale ruku juu kuretyu deeñu bain, mantsalaya uwain bale ruku juu kuremu deeve; 
2CO.6.10	naa llaki kuraa deju' bain, naa-uwanuba sunden dechuyu; naa pure chachi kuraa deju' bain, veelanuya tarukuuñuu tiwaandetsuyu; naa tiba tajtuuñuu deju' bain, tiba detaañuuren tsa deeyu.
2CO.6.11	Corintosha keranguen chumu naatalala, lalaya ñullanu naati panuu juñuba tsandi depayu, tsejtu ñullanu naa-i estyanuu juñuba tsa dekiyu. 
2CO.6.12	Lalaya ñullanu naa-i estyanuu juñuba juntsai estyandetsu bain, ñullaa lalanu juntsai estyaindetyuve. 
2CO.6.13	Tsa' mitya ñui bain tsa deesa tenñu, apala ya' kaillanu naatimu deeñuba tsandipa' u'tandinu tenve, ñui bain i ñullanu naa-i estyamuñu bain juntsa deesa tenñu.
2CO.6.14	Keranguityulabaya veta' veta' tiba kiiken chumu tiyanu kityudei; ñullaya yaiba ma pensaa dejutyuve. ¿Nejtaa manbarejuu junu dejun tiba ura jumu, urajtu jumuba? Tsenmin, ¿nejtaa danjuruu jumu, yapijuruu jumuba buudinuu jun? 
2CO.6.15	Tsenmin, ¿nejtaa Cristo, Dyabuluba buudinuu jun? ¿Naa keenguemu chachi bain, nejtaa keranguityu chachiba manbarejuu dejun? 
2CO.6.16	Lalaa Diosa' pupunanu ya juuñu deeñu, Dios lalanaa chushu juntsaa, chi dyuslanuya keeminchaanu dejuyu, Diosren entsandimuñu' mitya:
2CO.6.17	Tsenmin Bale Ruku entsa bain entsandive:
2CO.7.1	Tsaju' estennu keranguemu naatalala, entsaa jumulaa yaren uwain tsanguenbera kenu tsuyu tinu palaa jumu lala mimiya, lalanu tyee Dioschi firu' kurekaakenuu juñuba juntsa kityu', naa lala' bulunu bain, naa lala' aamanu bain ujcha mai'tekeñuu kityu', Diosnu naake balengure' keewaanuu juñuba tsangue' yachin juu detiyanaa kiikentsusai.
2CO.7.2	¡Lalanu bain estya' mikakai! Lalaya munu bain tyeeba tsanguen jutyuu kindetyuyu, munu bain tituba pensa judandaa mandirendetyuyu, naa munu bain anbuti' taanguikeñuu kindetyuyu. 
2CO.7.3	Ne ñullanu entsanditu, tsa deeve ti' vera' tyawaanundindyuyu; tsaju' iya kaspele ñullanu naati' ñullaya lala' pensasha dechuve ti', lala ñuiba buluren dechu', ñuiba buluren peyanuu junmalaya, buluren peyakeenu juve ti' pandundiyu. 
2CO.7.4	Iyaa ñulla tiba uwain tsanguenu detsuve tenna ju', ñulla' mityaren mika daj tenna jujuuyu. Naa tituba taaju depullan chu' bain, tiba kiikes jintsunu tenna ju' mika sunden juyu.
2CO.7.5	Macedoniasha vijimiren lekabangui'mujchin tsanamu deeyu, veelaba ti peletuba kataataakendu, tsenmin lala' pensasha tyeeba inu juve tenna ju' jelaa jujuundu. 
2CO.7.6	Tsenñuren sundyajtuu jumulanu bain daj pensa mangumu Diosya Titonu lala' junga ere' sunden pensa mangukaave, 
2CO.7.7	tsenmin ne ya tsai' jañaa masundyaindyuyu; tsa jutyu', ya bain ñulla' mityaren mika sundenna juñu' mityaa masundyayu, tsenmin ñulla uwain inu mangatanu tya' ajchundyandetsuve ti', tyee i' puiñuba juntsa' mityaren llakindyandetsu', in mityan mika pensaa dejuñu bain tsandi' wainñaa kayu masundyayu.
2CO.7.8	Naa ñullanu kaspele piike' eeñu kiika yuj llakindyakaamuwaañuba, nenñaa tsanguikeeñanga tya', challa juntsan mitya llakindyanu jutyuyu. Tsaju' naa kaspele juntsa kiika eeñu, ñulla jayu' mitya llakindya' depuiñu, i bain llakinguemu ju' bain, 
2CO.7.9	challaya yuj sundenve. Tsaaren ne ñulla juntsa-i' dellakindyañaa iya masundyaindyuyu, ñulla juntsa-i' dellakindya' veta' pensa demanñu' mityaa sundenga juyu. Tsejtu ñulla juntsa-i' dellakindya' bain Dios tsanguikaañaa tsa deive. Tsa' mitya lalaya ñullanu tichiba firu' kindetyuyu, 
2CO.7.10	matyu Dios tsanguikaañaa ñulla dellakinguishu juntsaa, ñullanu uwain veta' pensa mangare' livee iinuuya tirekaamuve, tsenmala juntsan mityaya ne llakindyainuba jutyuve. Tsaaren entsa tusha tiba taaju i' puinu jumula' mityaa, tsenmin Diosnu keeminchaa jutaa llakinguentsushu juntsaa, peya' piyainuuya tiyakaanu tsuve. 
2CO.7.11	Ñullanu Diosya tsangue' llakinguikare' puikaañu ¡challa tyee i' pulla'ba pensangue' keekidei! Entsaitaa ñulla pulu' pensa deke', inu debalelaina' bain, firu' dekiñu daran de-ajaatyaina' bain, tyee ichunga tya' dejeetyaina' bain, inu mangatanu ajchundyana' bain, mika pensaa dejuna' bain, tsenmin in mityan mika devera' tya' juntsa kuipa chachinu taaju de-iware' puiteve. Ñulla entsangue deke' puitaa, ti kuipaba jutyu'ba entsangue dekeewaave. 
2CO.7.12	Tsa' mityaa ñullanu juntsa kiika piiketu ne firu' kemunu kentsure' panu tenñu piikindyuyu, tsenmin kentsuramunu balelanu tenñu piikindyuyu, tsangue' piikemiya ñulla lala' mitya tyee kenu ajchuu deju'ba Diosa' ajuusha juntsai dekatawasa tenñaa tsangue' piikiyu. 
2CO.7.13	Kumuinchi entsa-i' pulla' lalanu sunden pensa mandireve. Tsaaren naa entsaiñu sunden pensa mandiya'ba, Tito bain yuj sunden juñu dekata' mityaa, kayu sunden pensa dejuyu, ñulla yanu kayu ajkesha tsangues jintsunu sunden pensa demanguñu' mitya. 
2CO.7.14	Iya kaspele Titonu pa' ñulla' mitya dajtyaa juyu ti' pañu bain, ne ñulla tsa dejutyu' inu firu' katakarendetyuve. Tsejtu lala ñullanu tyee depañuba anbuda jutyu' uwain tsaju', lala Titonu naadeti' ñulla' mitya dajtyaa juyu ti' depañuba uwain juntsaa de-i' puive. 
2CO.7.15	Tsenñu challa yaa ñullanu mika estyaa pensa juve, ñulla demeengue' yanu mika debalengure' ura' demikañu mandenga mandengakitu. 
2CO.7.16	¡Ñulla naa-indu bain juntsaaren jintsunu dejuve tenna jutu mika sundenve!
2CO.8.1	Estennu keranguemu naatalala, Macedonia pruvinsiasha kerangue' vee vee mujtu waku wakudimulanu Dios naake ura' ke' keewaantsuñuba umaa wainnu tenve. 
2CO.8.2	Yalaya naa tituba de-i' pullandu bain, yuj sunden dejuve, tsenmin naa yala pure deju' bain, tarukaaba kuwan tsa tsa deke', ufeenda lushi kuwa' esa putyu sunden kuwa kuwadekive. 
2CO.8.3	Iren uwain yala naa naake kunu detya' tsa tsangue kumu deeñu bain entsana keenamuyu, tsejtu naa yala pure' kuwakenuu dejutyuve tenñu bain, kayu juntsanu pullake kumuwa deeve. 
2CO.8.4	Tsejtu yai tenen tsanguendyatu, Cristonu keranguemulachi yalanu bain kuve'kaaka ti' patintsumu deeve. 
2CO.8.5	Tsenmin yalaya lala' pensaya tsangui'chu deeve tenna juuba kayu dekidekiwa, tsaaren ajke' kilaya yalaren naa Bale Rukunu bain, naa lalanu bain ne ufeendaaba ju' kuwan tsa deiwa, Dios naadeisa tyañuba juntsa deitu. 
2CO.8.6	Tsenñu' mityaa Titonu entsa tsamantsa aa ura' dekiñu, ya kaspelen ñulla' kejtsapala te'kandun dyamuñu, tsa mande ti' u'ta detiyu. 
2CO.8.7	Ñullaya naa tichi bain ura' katawamu deeve, naa uwain tsaave tya' Diosnu keenguenchi bain, naa panchi bain, naa aseetanguenchi bain, naa tiba jeke kiike' kuwanchi bain, naa lala ñullanu estyamu deeñu bain, 
2CO.8.8	Ñullanu ne entsanditu tsanguenbera kenu dejuve titundindyuyu, entsandimiya veelaa kuwandya' tyee kenu tya' ajchundyandetsuñuba ñui bain demijasa tenñaa tsandintsuyu, tsenmalaa ñulla uwain naa-i estyamu deju'ba tsangue keewaanu dejusa tenñu. 
2CO.8.9	Ñulla mideeve lala' Bale Ruku Jesucristo mika ura ruku jutu, naa taruku ju' bain, ñulla' mityaren tsaa pure tiyaimuwaañuba, tsenmala ya juntsai' pure tiyaiñaa ñulla taruku tiyanudetsu.
2CO.8.10	Entsaatala jayu ñullanu aseetanguikare' ule' panu tenve; ñulla kaspee añuchi uwain tsanguenu tya', entsaa deke' peepumuwa deeve. 
2CO.8.11	Tsa' mitya ñulla juntsa deke' dyadei, tsejtaa ñullaren nunbi jingue kenuu ju'ba tsanguenu ajchundya' keñu jumu deke' dyanu. 
2CO.8.12	Main titi detanañuba juntsaya jayu nejuuve, ura balemiya tyee kuwakenuu ju' kuwandya' kuñuba juntsaa kayu baleve. 
2CO.8.13	Entsanditu ne ñulla veelanu uraa kenu tya' tsa dekimee, ñullaa tiba tajtu lastemaa detiyasa tenñundindyuyu, tsa jutyu', pareju ura' dechusa tenñaa tsandintsuyu. 
2CO.8.14	Challaya ñullaa yala tajtunu jumu detanave, tsaaren bene ñulla tajtunu jumaa yai bain tananu detsuve, tsenmin tiba pure' taa jumula bain mika meneste juu chumulanu kuwanuuya dejuve, tsenmalaa paree jujuunu detsuve, 
2CO.8.15	juntsainmalaa matyu Diosa' Kiikanu fintsumi 
2CO.8.16	Iya ñulla' mitya tyee kiikenu pensañuba naa Titonu bain juntsanguenu pensaren kekaañu' mitya, Diosnu yuj urave tintsuyu. 
2CO.8.17	Tsenñu yaa iya naakesa tya' pañuba tsanguenu tiyave, tsenmin ya maaliren tsanguive'nu pensa' mitya, challa ñulla' junga keejanu juve.
2CO.8.18	Tsenmin main keranguemu naatalanu bain Titoba bulu eentsuyu. Yanaa nuka keranguen chumula bain laapu' patu uraa tene pamu deeve, Diosa' mika ura kuinda' mityan ti bain mika uraa kes neneiñu. 
2CO.8.19	Tsenmin kerangue' vee vee mujtu waku wakudimu chachillaren yanu demi'ke' ka', laaba bulu neve'nu detireve veelanu kuwanu erentsumi lushi kavetes nenutsu, juntsangue' Bale Rukunaa balengure' keeware', naa yalanu bain lala uwain tsanguive'nu tyandaa tsanguendetsuñuba mijakaanu, 
2CO.8.20	tsenmalaa kuwanutsumi lushi pure' sera dekiñuba lalanu na'baasa pai'nudetsu. 
2CO.8.21	Tsaju' lalaya Bale Ruku' ajuushan deechu' kiiketyumujchi, naa ne chachilla' ajuusha bain tsaren deechu' katawainuuya kiikendetsuyu.
2CO.8.22	Tsenmin kamain keranguemu naatalanu bain yaiba bulu erendetsuyu; yaa tiba uwain naake kive'nu pensa ju'ba titala bain tsangue keewaamu juve, tsejtu umaa ñulla naakenu pa'ba uwain tsanguenu dejuve tenna ju' mityaa, kayu ajchundenna jantsuve. 
2CO.8.23	Tsenmala Titonu laapu' panmalaya, Titoya ñuichi uraa kenu iba bulu taawasha kemu juve, tsenmala vejan keranguemu naatala pallu jumulaya engu kerangue' waku wakudimula' era chachi deju', yai bain Cristonu balenguremula deeve. 
2CO.8.24	Tsa' mitya vejan kerangue' vee vee mujtu wa'dimu chachilla mijanudetsu, uwain jamulanu estya' keewaadei, tsenmalaa lala ñulla' mitya naati ura' pa' dajpamu deeñuba uwain juntsaa junutsu.
2CO.9.1	Keranguemu naatalalanu kuwanu lushi wa'kaanu jumunu laapu' panmalaya, ñullanu mamijakare' piiketintsunuba jukeetyuve, 
2CO.9.2	matyu ñulla uwain tsanguenu ajchu deeñu bain iyaa mi' mitya. Tsejtaa naa-uwanu Macedonia pruvinsiasha chumulanu pati' bain ñulla' mitya daj papatiyu, ñulla Acaya pruvinsiasha chumulaya kaspee añuchiren kuwanun jutyu denave tiitiyu. Tsenñu pure' chachilla Macedoniasha chullaya ñulla tsa deeve tiñu demijataa, yai bain tsanguenu ajchundyandetsuve. 
2CO.9.3	Tsejturen entsa naatalalanu eentsumiya, ñullanu ura' kure' pañu palaa anbuda juu katawai'sa tenñaa erentsuyu, tsenmalaa ñulla tyee kenuu deju'ba yaibaa tsangue' keenanudetsu. 
2CO.9.4	Tsandenna mantsa Macedoniasha chumula iba deja'ba imiya, naa ñulla uwain kuwanu dekeenatyuñuba dekatanmalaya, lala pure' yujpeyainu dejuyu, ñulla' mitya pure' ura' patindetsuren tsaa dekatawatyushu juntsaa. Tsenmin juntsaaba inmalaya ne ñullaa yujpenu dejutyuve tindyuyu, ñullaa kayu yujpenu detsuve.
2CO.9.5	Tsejtaa juntsangueñu uraa tenñu, entsa naatalalanu ñulla' junga ajke' erentsuyu, tsenmalaa ñulla tyee kuwanu pamuwa deeñuba yai bain dekamishti' wa'kaave'nudetsu. Tsangue' wa'kare' dekeenashu juntsaa, juntsa lushi wa'kara uusundenna dekuve tyakaanu dejuve; tsa dekityushu juntsaa, kuwandyai'mujchin tsanguendetsuve tyakaanuuya dejuve.
2CO.9.6	Entsandinu palaanu tengaya judei: Mun jayun wajkikemu ju'ba, jayun puka iwaakenu tsuve, tsenmala mun pure' wajkikemu ju'ba, pure' puka iwaakenu tsuve. 
2CO.9.7	Mu bain naa naake kuwañaa urave tya'ba tsa tsangue kuwanuu juve, ne kuwandyai'mujchin kuwanuya kityudei, tsa jutyu'ba, kuwadei ti' uuden dekiñaa kuwanu tiyatyudei; matyu Diosya uwain kuwandya' sunden kumulanuya estyamuve. 
2CO.9.8	Tsejtu Diosya tsanguenuu ju', ñullanu uraa ikaatu tiba tsamantsangue kuwa kuwakenu tsuve, tsenmalaa ñulla tiba meneste imulaya yamuj juu tanai'nudetsu, tsenmin tiba laraa detana', veela meneste juu chumulanuya kuwan chu' uraa kiikenudetsu. 
2CO.9.9	Diosa' Kiikanu tichiba aa ura chachinu laapu' patu entsandive:
2CO.9.10	Ñullanu naa wajkentsumi kiya bain kuwamu, naa tiba finutsumi bain kuwamu Diosya, ñulla titi wajnu meneste deeñu bain dekuwanu tsuve, tsangue' awakaanu tsuve, tsejtu ñulla veelanu kuwamu deju' yuj ura deenmalaya, tsamantsangue puka iware' mangakaakaakenu tsuve. 
2CO.9.11	Juntsainmala ñulla tiba pure' taa detiya', naa-uwanuba uwain kuwandya' sunden kuwa kuwakenu detsuve. Tsenmala ñulla' kuwanutsumi dewa'kare' laaba de-eenmalaya, juntsan mityan keranguemu naatalala Diosnu yuj urave ti' papatinu detsuve. 
2CO.9.12	Tsejtu lala tsangue' keranguemu naatalalanu kuwanutsumi ta'tu, ne yala tyee tajtu deeñuba juntsalaren tandiyakaanuu kindetyu', naa Diosnu bain yuj urave tikaanuu bain kendetsuyu ñuiba. 
2CO.9.13	Tsenmala ñulla entsangue' tyeeba dekuwatu, uwain Cristo' mika ura kuinda naatiñu ñulla mijamu deju'ba juntsangue meenguendetsuñu keewaranu juve, naa ñulla uwain tsanguendya' mika sunden dekuwa', naa yalanu bain, naa kayu vejanlanu bain entsangue' kuwanu de-eeñu' mitya, yala Diosnu mika balengure' panu detsuve. 
2CO.9.14	Tsenmin yala ñulla' mitya Diosba kuinda ke', ñullanu naa-i estyamu deju'ba tsandi papatinu detsuve, ñullanu Dios naake kikare' ya tsamantsa aa ura ju'ba yalanu tsangue keewaañu' mitya. 
2CO.9.15	Diosnu mika urave tindetsuyu, Dios lalanu tsamantsaa kuwañu sundenganchin naati pan tsaa jukeeñu' mitya.
2CO.10.1	Iya Pablo, Cristo naa-i tenbityamuñu bain, tsenmin naaju aa ura rukuñu bain juntsandenna ju' pantsuyu, naa ñullaya iya ñulla' junga pumiya ne dejeetyaañuu rukuren, vee mujtu pumiya daj rukuuñungue keewaamuve tiidetiñuba. 
2CO.10.2	Tsa' mitya iya ñulla' junga maatu, inu na'baasa depa', ne chachilla tyee ken chumu deeñuba juntsaaya iya kemuve timulanu naatinuu juñuba, tsandi paka' panu kikaatyukai tinu tenve, tsaaren tsanguenuu faanmalaya, yaiba kaju'taladi' panu tsuyu. 
2CO.10.3	Uwain lala mu bain chachi deeyu, tsaaren lalaya entsa tusha chumu ne chachilla naake vinguemu deeñuba tsangue vinguityu deeyu. 
2CO.10.4	Lalaya entsa tusha chumula vinguendu tyee menestenguemu deeñuba juntsaa menestenguityu deeyu. Tsa deju', naa tsamantsa dera' veeta juuñuu jumunu bain Dios tsanguikaañaa vingue' senaa-eekiñunguemu deeyu. Tsenmin lalaya naa yala tituba depa' 
2CO.10.5	Diosnu keenguikaan jutyuu dekiñu bain, benga' tyuli' jimu deeyu, tsangue' kumuinchi chachilla' pensa jumula Cristochi tene uuden juu tiremu deeyu, tsenmalaa yanu tene dekeengue', ti dekenu tireñuba tsangues jijiimu tiyanudetsu. 
2CO.10.6	Tsenmin umaa ñulla Cristo' palaanu ura' aseeta deke' tsa tsangues jindetsuren, mantsalaya ya' palaanu meenguityuu detiyanmalaya, taaju iware' puitekaanu jujuunu detsuyu.
2CO.10.7	¡Naa-i katawantsuñuba tsangue aseetangue' keedei!
2CO.10.8	Naamika iya bale ruku ju' tsandinuu ju' yapa pa' bain, yujtyanuu jutyuyu, matyu Bale Rukaa inu tsandinuu tire' ñullanu ura' tirekare' jiinuuya ketu, firu' tirekaakenuuya kendyuñu' mitya. 
2CO.10.9	Tsejtu naa entsangue' kiika piike' ere' bain, ne ñullanu wapandekiñunguenu tendyuve. 
2CO.10.10	Mantsala entsandimu deeve: Naamika kiikanuya tsamantsa jeetyawaanu' pa' bain, ya jaiñu keeñaa munuba wapandenu' jutyuren ne tsaave, naa panchi bain meenbashiinundi patyuren tsandimuve, timu deeve. 
2CO.10.11	Tsaaren mun tsandimu ju'ba minu juve, naa lala vee mujtu putu, ñullanu naati pamu deju' bain, tsenmin naake kiika piikemu deju' bain, naa ñuiba manbu' bain tsaren junu deeñuba.
2CO.10.12	Tsejturen lalaya veela yai tenen maali naati dajpamu deeñuba juntsalaba buute' keraiñuu inu dejutyuyu. Tsejtu yai tenen naaju' bain maali tsaayu pensaju' veelaba mi'te' keekutinu ajchuu chachi deetu, ti kenduba aseeta jutyu chachi deeve. 
2CO.10.13	Lalaya naa-i dajtyanuu juñuba kayu juntsanu pullai dajtyanu dejutyuyu. Lalanuya Diosya nunbi jingue tiba kiikenuu juñuba junbin jiinungue tiremuve. Tsaju' Diosya lalanu lala' taawasha kenu tena ñulla' chunu Corinto pebulusha eeve. 
2CO.10.14	Tsa' mitya lalaa ne ñullanu tsandin jutyuu deju' tsandindetyuyu, ne ñulla' junga ajke' jatyuren tsandindetyuyu. Matyu lalaa ñulla' junga Corinto pebulusha ajke' ja' Cristo' mika ura kuinda mijakaamuwa deeyu. 
2CO.10.15	Tsaju' ne veelaa yumaa tsangue' taawasha kemuwa deeñuren, lalaa kikeñungue' dajkeewarendetyuyu. Tsa jutyu', laachi nunbi jingue kiikenuu tirañuba tsantsa jingue kiikendu, kayu ñulla' kejtsapalaa taawasha aa kiikes jintsunu pensa deeyu, ñulla Diosnu kayu ura' keengues jindetsunmalaya. 
2CO.10.16	Tsenmin naa veela ñulla' keetala chumulanu bain Diosa' mika ura kuinda mijakares nenu pensa deeyu, tsejturen yumaa veela mijakares nendalaya tsangues nenu pensa dejutyuyu, tsejtaa veelaa tsa dekiñuren, laa bain jundalan ke', lalaren tsa dekiyu tenna ju' dajtyan jutyu.
2CO.10.17	Tsaju', Diosa' Kiikanu naatinga: 
2CO.10.18	Matyu mun maaliren ura' juyu ti' daj katawanu tyamuya balengurai'nu tsuve, tsaaren munaa Bale Rukuren uwain ura' juve tiñuba, juntsa chachiya balenguranu tsuve.
2CO.11.1	¡Naa iya yuj iiñuu pan tsandiñu bain, tsantsaya meedikai! Uwain tsantsaya meedikai. 
2CO.11.2	Iya ñulla' mitya pensaa ju', tiba i'chudeenga tenna jutu ne maali tsandenñu jutyu', Dios tsandyakaañaa tsandenna juyu. Tsejtu iya ñullanu ma unbee rukuchee, matyu Cristochee ya' shinbu juuñuu tirenu ken tsanguiyu, tsejtu naaju unbeelanuba tsaityu ma panna juñu taji' yanu kuwan tsanguenu tirenu tenna juyu. 
2CO.11.3	Tsaaren ñulla' mitya pure' pensaa juyu, matyu kaspele Evanu piñi naake bibu' ketaa anbuda keranguikaamu ju'ba, naa ñullanu bain tsaren ke' anbuda keranguikaanmalaya, ñulla Cristonu tsamantsa sundya' tiba anbuda putyu yachin juu jindu bain, juntsa pensa demanbirekenuu dejuve. 
2CO.11.4	Ne mulaa ñullanu kuinda dekijatu, lala Jesúsnu laapu' patu, naake mijakaamu deeñuba juntsa detityuñu bain, tsa jutyu'ba, ajke' kanu Espíritu jutyu', vee espiritu juu demanga' bain, tsa jutyu'ba, lala' mijakaanu Diosa' mika ura kuinda jutyu', vee kuindaa juñu ñulla demeengue' bain, juntsaya nejuuve tya' tsanguemu deeve. 
