MAT.1.1	Ma əlfa na Zezu Krestu, wətən Davitti*, wətən Abraham:
HEB.5.9	Adan Zezu agrak bonoy nan temtem də wəza nan pakə, akpaŋgək affən wəkoh an ha faɗə vi ko naway an məs dəpprəm mani. 
HEB.5.10	Maŋgəlva bo aɗiyək ka daya net məs dəlveŋge nani, va məs dələv Malkisadaka.
HEB.5.11	Apələk wən diiɗa məs nənah sukum ɓa, amma tuwãhi wərban sukum, vi kəsənən na gabban ɓa. 
HEB.5.12	Pay nan agapka kəsoŋ gən mərbaŋ zəga, amma ha kakaŋka mokum aka ɗəf dərban sukum gən zəga an məs tay tuwãh adəv wənna Maŋgəlva ɓa. Aslək kəzəmaŋ gən way məsbəkən ɓələ, amma munokum tatu waɗaŋ tagay. 
HEB.5.13	Ko naway məzuwaɗa, muzliyayi tagay, dəsən uɗakan goŋga də tepelke ɓa. 
HEB.5.14	Ɗii gugiriɗ agapaŋgək nawzəm way məsbəkən ɓələ, vi asərək gənənək ziti, asənənək uɗakan mogon də mbrayen.
HEB.6.1	Vi wənəŋki, mədaməs abe abe də wəsən va ɗii gugiriɗe, mədasban əsam adəv wəsən net kretiyenɗe məs dabəŋ ɓa, mədawtəŋ gabban nam temme ɓa, an dədawtər wəray na wəppan wəza an ɗarə, say wətaf Maŋgəlva. 
HEB.6.2	Wərban wənna baptem temtemi, də wəɗi va ɗəf aka ɗəffa, də usilyo sətəki əmta də kita an ha faɗə. 
HEB.6.3	Aski mədadam abe abe də wəɗɗani an Maŋgəlva aŋgerke.
HEB.6.4	Mbarmbaryi ɗii məs də mulyoŋ dirɓe adazoŋ wətubiyaŋ əmpa di? Asuwaŋgək ɗaah atəki babar na Maŋgəlva, ananənək zəga məs sə disiŋ, atafənək haran net səva Əmpəs Salala*. 
HEB.6.5	Asənənək na wəpel na Maŋgəlva mogoni, asənənək sembe naka dələv an dədazani. 
HEB.6.6	Yaŋ amilyoŋ dərɓe, agəɗ na ɓa, azoŋ na wətubiyaŋ ɓa. An ɗəf amilik dirɓe, tay va ɗəf adakpa' Wətən Maŋgəlva* aka wəlaŋga məzliwrihe əmpa aɗi sənək vamvi ama heret ɗii pakə.
HEB.6.7	Maŋgəlva tayəɗɗa zəzaya aka dəlva, dələv tay saa iŋkile na buwən məs Maŋgəlva adawziyəŋka, tay gilgit gazlembeɗi, vi tay tər wəray sit məzən seeŋ. 
HEB.6.8	Amma an tayə gilgin gedirgeɗ kaaka də kemvile, atər na wəray ɓa. Anzi naɓa, Maŋgəlva waray gən də wənzlan ngawsa.
HEB.6.9	Amma ko an mənam tatə pel vas zlaŋ, bayneŋgiɗu kənanaŋ, məsənək wən nokum lewlewi, kəsənənək tive nawkoh mogoni. 
HEB.6.10	Maŋgəlva məs də goŋgayi, asgət na ki wəza nokum ɓa, walla wənna əŋgla nokum məs kərbaŋ sənən də wəbaah sit ɗii məs dətafaŋ, milmiŋgiɗ kuməŋ, munokum tatəbaahaŋsit kakaŋka'a. 
HEB.6.11	Məŋgəl na ko naway suwalokum pakə, dəmbat abe abe də wəsok zəni ha pay wəgrak nani, vi kərəhən gən zəga məs kədawgaŋ. 
HEB.6.12	Məŋgəl kəsoŋ gən mətampəlɗe ɓa, məsoŋ va ɗii məs dətafaŋ dabəŋ tahəŋ də wəɓəsəni vi kawrəh an məs Maŋgəlva anah na wapsəmə.
HEB.6.13	Pay Maŋgəlva aynan wənnan də Abraham, yaŋ asɓan wənan də wəsuwaya, yaŋ asuway sən zən katər gəni, vi ɗəf tay dəday kiyən ɓa. 
HEB.6.14	Amna: Intatə inan wənnaw di'isi, wagəɗ suk zəzaya, əlfa nok wanzlər diiɗa. 
HEB.6.15	Abraham agak də wəɓəsən, ndəni arəh zəga an məs Maŋgəlva anahsəni. 
HEB.6.16	An ɗəf suwayka, asuwayək də ɗəf məs dəday kini, wagrak wənna walaŋ zit də ɗəf nani. 
HEB.6.17	Maŋgəlva aŋgələk wərban kotak sit ɗii məs dədawrəhaŋ zəga məs aynan wənnani. Ndəni asɓan wənnan də wəsuwaya, wən məs aynəŋ apəl na ɓa. 
HEB.6.18	Zəga tay sula apəl naɓa, ndəni wən minani də wəsuwaya, Maŋgəlva awəna wən dənɗaŋ ɓa. Ndəni dədasɓamə, mərma gən wən an nawga an məs apsəmə. 
HEB.6.19	An məs mədawgaŋka, ndəni azam va təbəs məkpa' bəlay, məkpa'i zeŋgillem dəni gesiŋ kərtəhyi zəga nani, tay toŋ bal sən godo məs duɗakan gədəv gəla metiŋ na zuli na disiŋ ha gap atəki nani məs salala. 
HEB.6.20	Zezu atoŋguk dabəŋ kiyəm mənam məs nawtoŋ adaka, vi mi atoŋ adaka, akpaŋgək daya net məs dəlveŋge ha faɗə va Malkisadaka asani.
HEB.7.1	Malkisada kaŋka məlĩ na zəga Salalayi*, məsdələv na Maŋgəlva məs də gakdaki. Adan Abraham adawmilyan səma wəgay məs abay məlĩyeŋge, Malkisadaka aləmək dəndən, agəɗ sənək zəzaya. 
HEB.7.2	Abraham apsənək klaw na zəga məs arah pak sən Malkisadaka va wənah na ndəni məlĩ na goŋga. Ndəni məlĩ na Salim, va wənah na, məlĩ na zamə. 
HEB.7.3	Ɗəf dəsən affən, dət man ɓa, walla dəhiŋgiɗin ɓa, ɗəf dəsən pay muwan ɓa, walla pay amtə ɓa. Agilik va Wət Maŋgəlva, wasan məs dələv na Maŋgəlva ha faɗə.
HEB.7.4	Mula gakdak na Malkisadaka. Dəhəm Abraham apsənək klaw na zəga nan məs arah sə ma wəgaya. 
HEB.7.5	Ma henziŋ apsitik tive sit kirtin Lewi məs dəsoŋ məs dəlveŋge, dətafən gən klaw na zəga net ɗii na Israyel, va wənah na dəŋglaŋ gən avet əlfiŋgiti, məs zev Abraham kaaka'ə. 
HEB.7.6	Malkisadaka bo nan zev Lewiyi ɓa, amma atafək klaw zəga səva Abraham, agəɗ sənək zəzay sən ɗəf məs dərah wən minan na Maŋgəlva. 
HEB.7.7	Wəbay ma tay ɓa, ɗəf dəgəɗ sən zəzaya, adayək ki ɗəf dərah zəzay də gakdaka. 
HEB.7.8	Adəv wəza net məs dəlveŋge, məzutafaŋ klaw na zəga amtaŋka, amma adəv wəza na Malkisadaka atafək klaw zəga, amtə na ɓa, va ɗerewel anahə. 
HEB.7.9	Va wənah na: Adan Abraham apsən klaw zəga nani, Lewi bo apsənəka ko vi kirtin adawtafən klaw na zəga nan zlaŋ. 
HEB.7.10	Pay nani muwani Lewi tagay ɓa, amma taya dəv dəhəm Abraham tagayɗa daga Malkisadaka aləm də Abraham.
HEB.7.11	Maŋgəlva apsitik ma henziŋ sit Israyelɗe, aziw gənək wəza nan avet məs dəlveŋge, va wəza net məs dəlveŋge kirtin Lewi məkki na, wəray tay na məs dələv maɓɓan dəde gən məs dəgil va Malkisadaka ɓa, məza zev Aron ni ɓaɓa. 
HEB.7.12	An wəza na məs dələv akpaŋka, dewle ma henziŋɗe bo wakpaŋgaŋ. 
HEB.7.13	Zəga pak aka Ɗəfdaya nam apeli. Nani ma əlfa maɓɓani, ɗəf tay dəsan ɗaah məs dələv səza ma əlfa nan atəki nawtaw wəlla zəga ɓa. 
HEB.7.14	Ko naway pak asənək na adəv ma əlfa na Zuda muwani. Pay Moyis adawpel wənnet məs dəlveŋge, dəpel ɗaah wənna ma əlfa ɓa.
HEB.7.15	Apprəm an məs dədawgil gən gabba wənnəŋka, məs dələv maɓɓan adeke, məs dəgil va Malkisadaka. 
HEB.7.16	Nan dərəh məs dələv nan də ma henziŋ net ɗii ɓa, amma arəhək məs dələv nan də sembe də zeŋgille naswa ha faɗə. 
HEB.7.17	Vi ɗerewel anəhək na:
HEB.7.17	Wakəsok məs dələv ha faɗə va Malkisadaka.
HEB.7.18	Ma henziŋ an laŋka, məsgani vi məverni, dətər wəray ɓa. 
HEB.7.19	Vi ma henziŋ na Moyis aɓapna kaɗɗa ɗəf təstəs ɓa, amma an məs mədaw ga adek kana, ndəni dədaw kəm gu'o də Maŋgəlva.
HEB.7.20	An dəday kiyən pak na, wəsuway na Maŋgəlva taya kani, məs dələv an lahəŋ məɗiyən məza də wəsuway ɓa yi. 
HEB.7.21	Amma Maŋgəlva aɗiyək Zezu aka wəza na məsdələv nan də wəsuwaya, yaŋ Maŋgəlva amna:
HEB.7.21	Ɗəfdaya asuwayka, akpaŋgana wəɗum nan ɓa.
HEB.7.21	Wakəsok məs dələv naw ha faɗə.
HEB.7.22	Vini məsənək gesiŋ, Zezu tay də wən minan metiŋgin dayki an laŋka.
HEB.7.23	Wən maɓɓan tay, məs dəlveŋge en laŋka, net diiɗa həŋ, vi ɗii meɓɓet wamtaŋ, aɓapəna wəsban wəza net ɓa. 
HEB.7.24	Amma na Zezu, nan tay san madaran ha faɗə, wəza na məs dələv nan agrak na ɓa. 
HEB.7.25	Vi vaski waɓap wəkoh git ɗii məs akə aza Maŋgəlva kakaŋka də an nawmbat abe ha faɗə, vi tay san madaran ha faɗə wakaman Maŋgəlva viti.
HEB.7.26	Zezuwi məs dələv metiŋgini, də sembe nawtər səm wəray nam pakə. Salalayi*, mambray taya zan ko suɗike ɓa, awɗakək dit məɗɗaŋ mambraya, məslani a disiŋ ki disiŋ. 
HEB.7.27	Dəgil va məs dəlveŋge meɓɓet ɓa, nan wərayən taya za wəpsən zəga mətaw wəlan pay pak ɓa, vanet adapsənən dabəŋ vi mambray neti, asna wapsənən vi mambray net ɗiiyi. Amma yaŋ nan apsən zeŋgillen ka sazlaga, ndəni sazlaga an taka, təl taka bo məkki ha faɗə. 
HEB.7.28	Ma henziŋ na Moyis awelik ɗii dəsoŋ gən məs dəlveŋge. Amma wəsuway na Maŋgəlva məs dəde dərɓaga ma henziŋ, awelik Wətəni məs təstəssə dəsan gən məs dələv ha faɗə.
HEB.8.1	Aŋki kan kotak na wənəŋ pakə: Mənam tat də məs dələv metiŋgin net məs dəlveŋge, məs dədawsan aka mazaŋga na məlĩ dəka va dəzəŋ na Maŋgəlva, ana disiŋ məs də sembe dəday pakə. 
HEB.8.2	Aɗɗak wəza na məs dələv metiŋgin net məs dəlveŋge, atəki an salala* dəday pak adəv gəla məɗɗan də gabaga nalma* də Maŋgəlva, an də goŋga an məs Ɗəfdaya agəɗə, məza də va ɗəf ɓa.
HEB.8.3	Məs dəlveŋge pak məwelti vi dəpsənən gən zəga sən Maŋgəlva gəm zəga mətaw wəlani. Vi vaski say məs dələv nam metiŋgin net məs dəlveŋge bo dəpsən gən zəga sən Maŋgəlva. 
HEB.8.4	Va tayaka dələv na, asana məs dələv ɓa, vi məs dəlveŋge tahəŋ wəpsənən zəga sən Maŋgəlva va an ma henziŋ net Yahudiyenɗe anahə. 
HEB.8.5	Wəza net məs dəlveŋge aɗɗaŋ aŋkəŋka, tay va foto va zeŋgille zəga aza zəga ana disiŋ. Vaski də an Moyis agəɗɗa'a, pay adaŋgla wəzaɓ gəla na gabaga nalma*, Maŋgəlva apsəna, say aɗɗa pak də tive nan va nərban suk aka gərma. 
HEB.8.6	Amma kakaŋ na Zezu arehək wəza na məs dələv day kiyən neti. Vaski bo wən məs minan akawalaŋ Maŋgəlva dit ɗiiyi, adayək ki an laŋka də sləmani, Maŋgəlva aziw gənək də wənnaman də sembe dayki laŋka.
HEB.8.7	Va wən minan lahəŋ tay də mambray ɓa, asna wəray tay naw ki ma sula'ən ɓa. 
HEB.8.8	Amma Maŋgəlva arəhək mambray azet ɗii neti, vi anahək na:
HEB.8.8	Pay tayəzani,
HEB.8.8	waninan wən meleketen dit ɗii na Israyel də zev Zuda.
HEB.8.8	Vaski Ɗəfdaya anahə.
HEB.8.9	Agil na va wən məs minan dit dəhiŋgiɗit ɓa, pay nərma veti,
HEB.8.9	nəgil git səka dələv na Misra ɓa.
HEB.8.9	Dəsbanən wən məs ninan dənɗaŋ ɓa,
HEB.8.9	vini nəppeti. Vaski Ɗəfdaya anahə.
HEB.8.10	Ɗəfdaya amna: Amma dərɓaga pay nani,
HEB.8.10	waninan wən maɓɓan dit ɗii na Israyel.
HEB.8.10	Apprəm va wənan adawsan kana:
HEB.8.10	Wanəɗɗa ma henziŋ naw adəv maɗuleti,
HEB.8.10	wanəver amakreti, wanəsaw Maŋgəlva neti,
HEB.8.10	net bo wasoŋ ɗii nawa.
HEB.8.11	Wəray tay na ɗəf dərban sənə gən meggen ɓa,
HEB.8.11	walla məlmən ɓa, wənah sən na: asən Ɗəfdaya ɓa.
HEB.8.11	Vi ndəɗaŋ pak wasən wənni,
HEB.8.11	daga təŋ səzet ɗii gugiriɗe ha azet kirin məmeɗeŋɗe.
HEB.8.12	Vi wanəviyan mambray neti nəɗumon na wənan ɗaah ɓa.
HEB.8.13	Adan apel wənna wən minan meleketeni, Maŋgəlva akpaŋganək an dabəŋ wən məsvani. Asna an məsvanəŋ wagrak gu kana.
HEB.9.1	Wən minan na Maŋgəlva an dabəŋ tay dədawka aka wənna zuli sən Maŋgəlva. Təki maɓɓan tay salala məs ɗii aɗɗaŋ. 
HEB.9.2	Armanənək gəla na gabaga nalma* sula. An dabəŋ məyani na təki salala, adəvən bo, təki tay naw ɗi pitirleɗ də tabəl də memteke məɗiyən akan aba Maŋgəlva. 
HEB.9.3	Gədəvən mətawan maɓɓan bo, məs adawyaŋ na təki salala məs dəday pakə. 
HEB.9.4	Adəvən bo təki nawzla tursan nan də meleŋge də akoti na wən minani məsərət kiyən də meleŋge. Adəv akoti van bo, tasaw na meleŋge tayadak də manu adəvən, gəm zleŋge məndəfən na Aron, gəm kalaɓɗe sula məs məver wən minan aketi. 
HEB.9.5	Aka akoti van bo, fotoɗe net kerubanɗe tay va wərban wəsuwa na Maŋgəlva. Atiŋginik persleket aka təki nawtaw wəlla zəga, vi kaviyan mambray net ɗiiyi. Amma kakaŋ na məɓapna wərban zəgas pak ɓa.
HEB.9.6	Adan zəga pak azaɓək gərak vaska, məs dəlveŋge tahəŋ wətoŋgoŋ adəv gəla an dabəŋ pay pakə, vi kaɗɗa wəza neti. 
HEB.9.7	Amma gədəvən mətawan masula'ən, say daya net məs dəlveŋge dədawtoŋ adak kaaka'ə. Nan bo say təl taka kaaka adəv wəsva taka. Tay toŋ dit mbeli kawɗi sən Maŋgəlva vi ki zəknani gəm vi mambray məs ɗii adaɗɗaŋ məza də wəŋgla net ɓa. 
HEB.9.8	Əmpəs Salala tay ərban səm wənnan dit zigeɗiŋki. Daga gəla na gabaga nalma* an mətawan dabəŋ adawsan tagay, tive nawtoŋ adəv gədəvən ma sula'ən tay tagay ɓa. 
HEB.9.9	Gəla madabəŋ tayərban səm an dəgəɗ kakaŋka. Zəga nan aŋgəl wənah na: Wətaw wəlla zəga sən Maŋgəlva də wəpsən zəga aɓapna kaw zaɓan makra ɗəf məzu zuli dəsan gən təstəs ɓa. 
HEB.9.10	Say wənna zəga nawzəma də zəga naw saa, də wəzaɓan dəsan gən salala də tive temtemi. Aspak zəga nappakayi, atərək wəray ha gap pay məs Maŋgəlva akpaŋgan zəga pakə.
HEB.9.11	Amma kakaŋka na Krestu adeke. Ndəni daya net məs dəlveŋge aka zəga mogon məs dəde səm kakaŋka. Tayəɗɗa wəza adəv gəla na gabaga nalma* an dədayki an lahəŋ də metiŋgin də mogoni. Də vet ɗii məɗɗa gəla nan ɓa, va anah na, səka dəlvəŋki ɓa. 
HEB.9.12	Krestu atoŋguk adəv gəla an dəday pak də salala* təl taka taka'ə məkki ha faɗə. Dətoŋ dit mbel net məsgileɗ net gilew ɓa, dit wazliɗe megeggeɗe ɓa, amma dit mbel na ki zən atoŋgu. Vaski kan arəh səm wəkoh an məs nasan ha faɗə. 
HEB.9.13	Mbel net məsgileɗ net gilew dit məsgileɗ net wazliɗe mogeti, dit bəleteɗe məkso mbel net aket ɗii mbrayti, ndəni askoɓe aviyanək mbrayen neti. 
HEB.9.14	An vaski na mbel na Krestu dədawtəraŋ wəray day pakə. Də Əmpəs nasuwa ha faɗi apsən zeŋgillen sən Maŋgəlva va sazlaga məs tay də mambray ko suɗike ɓa. Mbel na Krestu waskoɓən makramə, waviyanən mambray namə, vi mədaɗɗa an naw kəm atəki namta ɓa, amma say mərah gən wəgəɗ sən wəza sən Maŋgəlva an də zeŋgille.
HEB.9.15	Ndəni kan Krestu asan məzinan wən meleketeni, vi ɗii məs məyet dərəhaŋ gən zəzay məs nawsan ha faɗə an məs Maŋgəlva anah na, wapsit ɗii nani. Vi ɗəf takayi dəmtə, vi kamet ɗii səka mambray net məs aɗɗaŋ daga asoŋ də wən minan məsvani.
HEB.9.16	Atəki məs məver ɗerewel na wən minani, say ɗəf dəsən gən na ɗəffan dəver wənəŋ amtəka. 
HEB.9.17	Vi wən minan atərna wəray an ɗəf məs dinan tayagge tagay ɓa, say katər wəray dərɓaga wəmta nani. 
HEB.9.18	Vaski bo wən minan an məsvan tay ɓəlɓəl ɓa, say an mbel anzoŋguk kana asna wasan ɓəlɓələ. 
HEB.9.19	Dabəŋ nani Moyis arbanək dawka pakə, va məverin adəv ɗerewel na ma henziŋ. Yaŋ agim mbel na wazli megeɗge sap git dit iŋkile, yaŋ aksu aka ɗerewel na ma henziŋ dit ɗii pakə də gaslamba na isop gəm dit uliɗ peppreŋɗe. 
HEB.9.20	Amna mbeliŋki, ndəɗaŋ dəɓəlanən wən məs Maŋgəlva aynan ka kəsbanən gəni. 
HEB.9.21	Vaski bo, Moyis aksu mbel aka gəla na gabaga də aka zəga na wəza pakə, nasban wənna Maŋgəlva. 
HEB.9.22	Kla za ma henziŋ na, zəga pak an wasan salala na, say an mbel aziyaŋka, vaski bo mambray avi na ɓa say an mbel aziyaŋka.
HEB.9.23	Zəgas pak fotoyi aza zəga na disiŋ, dewle say dəsan gən salala*. Amma zigeɗ na disiŋ wəray tay na sazlaga dayki ana duniya. 
HEB.9.24	Vi Krestu dətoŋ atəki salala məs məɗɗan də vet ɗii ɓa, va wənəh na foto ɗar mekeleŋ. Amma atoŋguk a disiŋ, aziwik aba Maŋgəlva kakaŋ vimə. 
HEB.9.25	Daya net məs dəlveŋge net Yahudiyenɗe, tay toŋ atəki salala adəv wəsva pak təl taka də mbel na zəga mamaya. Amma Krestu atoŋ na ɗayɗay vi kəpsən zeŋgillen təl ɓəɓɓay ɓa. 
HEB.9.26	Va wagəɗ vasna, daga wətəŋ na dəlva wazəm saha təl diiɗa. Də goŋga nan na adeke arbanək zən dərɓe dərɓe kan təl taka kaaka məki ha faɗə, vi koskoɓ mambray net ɗii səka dəlva də wəpsən zeŋgilleni. 
HEB.9.27	Ko naway pak wamtə təl taka, dərɓagan na Maŋgəlva wataw kita akani. 
HEB.9.28	Vaski bo Krestu apsən zeŋgillen təl taka vi kaskoɓ mambray net ɗii diiɗa səka dəlva, warban zən ma sula'ən, ya nan vi kapay mambrayi əmpa ɓa, amma vi kawkoh git ɗii məs dədawganəni.
HEB.10.1	Ma henziŋ net Yahudiyenɗe tay də zəga an gesiŋ gesiŋ adəvən ɓa, say foto nan kaaka'ə. Tay va zeŋgille zəga an mogon dədazani. Adəv wəsva pakə, tahəŋ wəpsənən zəga mətaw wəlan sən Maŋgəlva. Ya də zəga mətaw wəlan vas məza wətaf net ɓaŋ na, mbarmbari ma henziŋ adawɓap wəkpaŋget məzu tawən zəga nan təstəs aba Maŋgəlva di? 
HEB.10.2	An ɗii məzu zuliyaŋ sənən Maŋgəlva mambray net askoɓuk gesiŋ, mambray nan assana makret əmpa ɓa, wəray tay nawtaw wəlla zəga kapsən Maŋgəlva əmpa ɓa. 
HEB.10.3	Amma də goŋga nan na, wəpsən zəga mətaw wəlan sən Maŋgəlva na, vi kaɗumon sit ɗii mambray məs aɗɗaŋ adəv wəsva məs dətoŋ pakə. 
HEB.10.4	Vi mbel na məgeɗge na wazli də məsgəla na hãw aɓapna wəviyan mambray ɓa.
HEB.10.5	Vini kana, adan Krestu go'oy wəzzan aka dəlva, apsən Maŋgəlva na:
HEB.10.5	Kəŋglu na zəga mətaw wəlan ɓa,
HEB.10.5	walla zəga məpsuk ɓa,
HEB.10.5	amma kəɗɗa suwək zu va ɗəffa.
HEB.10.6	Kənneken na zuk də zəga mamaya məpsuk məpsan aka offo ɓa,
HEB.10.6	walla zəga mətaw wəlan vi kaviyan mambray ɓa.
HEB.10.7	Yaŋ nənah na: In yakəŋkə wanəɗɗa an məs kəŋgələ Maŋgəlva.
HEB.10.7	Va məverin adəv ɗerewel məsvan aka wənnawa.
HEB.10.8	Dabəŋ nan na amna: Kəŋgəl na zəga mətaw wəlan də an adapsukun ɓa, kənneken na zuk də zəga mamaya məpsan aka offo ɓa, walla mətaw wəlan naskoɓ mambray ɓa. Ko də adapsənən zəga nan va an ma henziŋ anah zlaŋ. 
HEB.10.9	Yaŋ anah na: Aw Maŋgəlva in yakəŋkə, wanəɗɗa an məs kəŋgələ. Ndəni kan Maŋgəlva apan sazlaga an farə, aɗɗa sazlaga an na Krestu agəlani. 
HEB.10.10	Zezu aɗɗak an Maŋgəlva aŋgələ, ndəni kan məskoɓum səka mambray namə də sazlaga na gəɓa zəni, məs agəɗ təl taka kaaka məki ha faɗə.
HEB.10.11	Məs dəlveŋge pak tahəŋ wəɗɗanən wəza net pay pakə, tahəŋ wəpsənən zəga mətaw wəlan naka, ya zəga mətaw wəlan van bo aɓapna wəskoɓ mambray ɓa. 
HEB.10.12	Krestu aɗɗak sazlaga təl taka vi mambray məki ha faɗə. Dərɓaga as kana ndəni asan aka va dəzəŋ na Maŋgəlva. 
HEB.10.13	Adaki adaw ga Maŋgəlva dakpaŋget məzu zelin ka təki naw ɗi təlni. 
HEB.10.14	Də sazlaga təl taka kaaka'i Zezu asan ɗəf naskoɓ mambray net ɗii pakə, akpaŋgetik təstəssə ha faɗə.
HEB.10.15	Vi Əmpəs Salala bo aɗɗak saydawa nan na: Dabəŋ nan amna:
HEB.10.16	Ɗəfdaya amna: Ɗərɓaga pay aŋkəŋka,
HEB.10.16	waninan wənnaw dənɗaŋ.
HEB.10.16	Vaski kan wənnan adawsani,
HEB.10.16	wanəɗɗa ma henziŋ naw amakreti,
HEB.10.16	wanəver ma henziŋ nan aka maɗuleti.
HEB.10.17	Yaŋ amna: Nəɗumon na ɗaah wənna mambray net ɓa. 
HEB.10.18	Adan vaski na, Maŋgəlva aviyanək mambray neti, wəray tay napsən zəga mətaw wəlan əmpa ɓa.
HEB.10.19	Milmiŋgiɗwa, vi mbel na Krestu məs dəziyaŋ mərah tive nawtoŋ atəki məs salala diiɗa. 
HEB.10.20	Akol səmək tive meleketeni, məs naw kəm atəki nawkoho, bal sən gabaga məs duɗakan təkiya, ndəni gəɓa zəni. 
HEB.10.21	Daya net məs dəlveŋge nam tayi, ndəni ɗəf metiŋgin eŋgil ana Maŋgəlva da. 
HEB.10.22	Vini kana say məzar səm aza Maŋgəlva də makram an də goŋga, də wətaf an də sembe, makram an salala səza mambraya, gəɓa zəm bo məslayni dit iŋkile məs salala. 
HEB.10.23	Say mərma səm an məs mədawgaŋka, say mərban səm wənnan də sembe. Vi məsənək lewlewi, Maŋgəlva waɗɗa an məs anahə. 
HEB.10.24	Say məsok səm zəmə də wəbaah sit milmiŋgiɗmə də wərban sit wəŋgla də wəɗɗa wəza mogoni. 
HEB.10.25	Mədapan wəkal dit ɗii na Maŋgəlva va ɗii meɓɓet adaɗɗaŋ ɓa, amma say məsəɓ sən, səm zəmə. Yaŋ dərəŋ na məsənək pay na ziya na Ɗəfdaya go'oy.
HEB.10.26	Məsənək goŋga kakaŋka. An mənam tatəsban wəɗɗa mambray də əsən nan amakramə, asna sazlaga maɓɓan tay nawɓap wəviyan mambray nam əmpa ɓa. 
HEB.10.27	An vaski na, wən tay dəpəl ɓa, say wə geslne sən kita də offo məs dədaw zet məzu zelin Maŋgəlva. 
HEB.10.28	Ko naway dəzelen ma henziŋ na Moyis kawbayni məza ula saha akan ɓa, an ɗii məs dədaɗɗaŋ saydawa akan tahəŋ sula walla hoku, awlanənək daɗɗa mambrayəŋ gesiŋ. 
HEB.10.29	Yas dərəŋ kan an ɗəf azelenək Wətən Maŋgəlva*, an awlak mbel na wən minan məs dəskoɓən va zəga ɗar mekeleŋ na, an aranək Əmpəs na mbəlembəle gesiŋ na, nan wara kita məs dəday pak də tattuwãha. 
HEB.10.30	Vi məsənək ɗəf məs dənah na:
HEB.10.30	Naw wanəmpəl ki piɗe wanətaw kita akani.
HEB.10.30	Annahək əmpa na:
HEB.10.30	Ɗəfdaya wataw kita aket ɗii nani.
HEB.10.31	Wəbəta ava Maŋgəlva madaran wənnan tuwãhi sawɓa.
HEB.10.32	Məɗumon va kəsoŋ laŋka pay nokum dəpaska, dərɓagan kan Maŋgəlva akasakkum də təki babar nani, kəsaŋgək bonoy diiɗa, amma dəday kikum sembe ɓa. 
HEB.10.33	Aretinik ɗii meɓɓet suwalakum, akayanənək meti, amma kəziw gitinik ɗii məs məzəm git saha neki. 
HEB.10.34	Makrokum assokumək vi məke ɗii meɓɓet a daŋgay. Yaŋ meheleŋɗe ahalən arya nokum, də as pak kəɓəsənək wənani, vi kəsənənək na apəl sukumək zəga an mogoni day pakə an məs kədawgaŋ. 
HEB.10.35	Kədapanənən sembe na makrokuməŋ ɓa, vi wakərəhən riba nan ha faɗə. 
HEB.10.36	Say kəsoŋ gən də wəɓəsən, vi kəɗɗanən gən wəŋgla na Maŋgəlva, vi kərəhən gən an məs anah na wapsit ɗii nani. 
HEB.10.37	Vi ɗerewel məsvan na Maŋgəlva anahək na:
HEB.10.37	Ambərək suɗike, vi ɗəffan nazan dəde gəni,
HEB.10.37	anzi na ɓa.
HEB.10.38	Amma ɗii nawa, məs də goŋga,
HEB.10.38	watafaŋ wasoŋ madereti.
HEB.10.38	Amma an ɗəf səmbet amilik dirɓe,
HEB.10.38	dərɓagan na zu asana nek dəndən ɓa.
HEB.10.39	Nam na, ɗii naw milyaŋ dirɓe mənan ɓa, amma mənam tatə sam adəv wətaf nam pay pakə, waməkohu.
HEB.11.1	Wətafa ndəni dədarban gesiŋ na zəga an mədawga. Də wəsənən gesiŋ na zəga tay, amma mulani də hara ɗəf tagay ɓa, ya tay. 
HEB.11.2	Də wətaf wənnan vaski Maŋgəlva asaah wənnet ɗii laŋka.
HEB.11.3	Də wətafiyi məsən Maŋgəlva, məsən bo na də wəpel nani azəməɗ dəlva fuŋ də təki a disiŋ. An məs mədawla pakə, səza an məs maw lan ɓa ade.
HEB.11.4	Abel atafək Maŋgəlva, ndəni apsən sazlaga an mogon sən Maŋgəlva dayki Kaynu. Vi wətaf nani Maŋgəlva apel wən təstəs akani, vi Maŋgəlva sən kiyən atafək sazlaga nani. Ko də amtə pakə, apel səmək də wətaf nani.
HEB.11.5	Maŋgəlva apeŋginik Enok a disiŋ məza ndən zam sa ɓa, vi wətaf nani. Ɗəf tay dəməs ərəh Enok əmpa ɓa, vi Maŋgəlva apeŋginike. Daga dəɓəl wəpeŋ gən tagay ɓa, ɗerewel amna: Wənnan lewi ara Maŋgəlva. 
