MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
JAS.2.8	Díámacʉ̃ra Ʉmʉreco Pacʉ wederiquepʉre ca niirije doti cũurique ca nii majuropeerije: “Mʉ upʉre mʉ ca mairore birora maiña mʉ pʉto macʉ̃ cãare,” ca ĩirijere tee ca ĩirore biro mʉja ca tiijata, añuro tiirã mʉja tii.
JAS.2.9	Bʉari, bojocare mʉja ca ameri ĩa dica woojata, ñañaro tiirã mʉja tii. To biri Ʉmʉreco Pacʉ cʉ̃ ca doti cũurique ca ĩirore biro tiitima ĩirã, mʉja ca ñañarije wapa ñañaro peti mʉja tamʉorucu. 
JAS.2.10	To biri jĩcʉ̃ ʉno niipetirije doti cũurique ca ĩirore biro ca tii peoticãgʉ nii pacagʉ, jĩcã wãmeacãrena cʉ̃ ca tiiticãjata, doti cũurique ca dotirije niipetirijepʉrena ca ametʉene nʉcã bui cʉtigʉ tuacãmi. 
JAS.2.11	Ʉmʉreco Pacʉ: “Mʉja nʉmoa méé ca niirãre ñee epeticãña,” ca ĩiricʉra,
JAS.2.12	To biri mʉja, doti cũurique añuro mani ca niiro ca tiirijere ca ĩa beje ecoparãre birora, añuro niirique cʉti, añurije wede, tii niiña. 
JAS.2.13	Aperãre ca boo paca ĩatiricarã, boo paca ĩa ecoricaro maniro ĩa beje ecorucuma Ʉmʉreco Pacʉre. Aperãre ca boo paca ĩaricarã pea añuro ametʉarucuma, ĩa beje ecorica tabe ca eari tabere.
JAS.2.14	Yʉ yaarã, ¿“Jesucristore díámacʉ̃ ca tʉo nʉcʉ̃ bʉogʉ yʉ nii,” ca ĩicãgʉ nii pacagʉ, añurijere mani ca tiitijata, ñeacãpe to wapa cʉtibogajati? ¿To docare tee díámacʉ̃ cʉ̃ ca tʉo nʉcʉ̃ bʉorije jʉorira cʉ̃ ametʉacãgajati? Ametʉaticumi. 
JAS.2.15	O biro mani ĩi ñaaco: Jĩcʉ̃ mʉja yee wedegʉ ʉno, mʉja yee wedego ʉno, juti cʉoti, baarique mani, ca biirã niibocuma. 
JAS.2.16	To biri jĩcʉ̃ mʉja mena macʉ̃ cʉ̃jare o biro cʉ̃ ca ĩijata: “Añuro mʉja niiwa. Mʉja upʉrire ũmaaña. Mʉja ca baarʉgaro cõro baaya,” cʉ̃jare ĩibocumi.
JAS.2.16	To biirije cʉ̃jare ĩicã pacagʉ, cʉ̃ja upʉ ca boo pacarijere cʉ̃ ca tiicojotijata, to biro cʉ̃ ca ĩirije wapa mani. 
JAS.2.17	To biri wãmera bii díámacʉ̃ mani ca tʉo nʉcʉ̃ bʉorije cãa, aperãre tii nemorique mena tii ĩñotigʉra wederique wado ĩijata, wapa mani.
JAS.2.18	To biri jĩcʉ̃ ĩibocumi: “Mʉa, díámacʉ̃ mʉ ca tʉo nʉcʉ̃ bʉorijere mʉ cʉo. Yʉ pea, yʉ ca tii niirijere yʉ cʉo. Díámacʉ̃ mʉ ca tʉo nʉcʉ̃ bʉorije ca paderique bautirijere yʉre ĩñoña. Yʉ pea, díámacʉ̃ yʉ ca tʉo nʉcʉ̃ bʉorijere añuro yʉ ca tii niirije mena mʉre yʉ ĩñorucu,” ĩibocumi.
JAS.2.19	Mʉa, “Jĩcʉ̃ra Ʉmʉreco Pacʉ niimi” mʉ ĩi nʉcʉ̃ bʉo, teera díámacʉ̃ra mʉ ĩi. Wãtĩapʉ cãa to birora ĩi nʉcʉ̃ bʉoma. Ĩi pacarã, cʉ̃re uwirã nanacãma. 
JAS.2.20	Ca majitigʉ peti niitigʉra, díámacʉ̃ mʉ ca tʉo nʉcʉ̃ bʉorije añurije tii niirique mena to ca bapa cʉtitijata, ca wapa manirijere ĩa majiña. 
JAS.2.21	Mani ñicʉ̃ Abraham, cʉ̃ macʉ̃ Isaac're jĩari, Ʉmʉreco Pacʉpʉre cʉ̃ ca joe mʉene dotiricarore birora cʉ̃ ca tiirʉgaro ĩari, añugʉ peti cʉ̃re ĩaupi Ʉmʉreco Pacʉ. 
JAS.2.22	Mee mʉ ĩa: Abraham díámacʉ̃ cʉ̃ ca tʉo nʉcʉ̃ bʉorijere cʉ̃ ca tii niirije mena bapa cʉtiupa. Díámacʉ̃ cʉ̃ ca tʉo nʉcʉ̃ bʉorije pea, añurije cʉ̃ ca tii niirije mena añurije peti nii eaupa. 
JAS.2.23	O biirije bii eaupa, Ʉmʉreco Pacʉ wederique o biro cʉ̃ja ca ĩi owarique: “Ʉmʉreco Pacʉre tʉo nʉnʉjeeupi Abraham. To biri jĩcãti ʉno peera ñañarije ca tiitiricʉre biro cʉ̃re ĩaupi Ʉmʉreco Pacʉ,” ca ĩirije. O biro biima ĩigʉ, Ʉmʉreco Pacʉ mena macʉ̃ niiupi Abraham.
JAS.2.24	Mee Ʉmʉreco Pacʉ, díámacʉ̃ tʉo nʉcʉ̃ bʉorique jʉori wado méé, añurije mani ca tiirije mena cãare, “Añurã niima,” manire cʉ̃ ca ĩirijere mʉja majicu yua.
JAS.2.25	Rajab, ca ʉmʉa ñee epe wapa taago mena cãare to birora biiupa. Ca ĩa duti yujurãre cãnirica tabe tiicojo, ape maa pee cʉ̃jare witi waa doti, cõ ca tiirique jʉori, “Añurije ca tiigo niimo” cõre ĩiupi Ʉmʉreco Pacʉ. 
JAS.2.26	Mani ca cati niirije to ca manijata, mani upʉ ca diacoarore birora, díámacʉ̃ tʉo nʉcʉ̃ bʉorique cãa añurije mani ca tii niirije to ca bapa cʉtitijata, ca bii yairiquere biro niicã.
JAS.3.1	Yʉ yaarã, paʉ peti ca bue majiori maja niiticãña. Mee mʉja maji: Mani, ca bue majiori majare, ametʉene jañuro mani ca tii niiriquere Ʉmʉreco Pacʉre mani ca jãiña beje ecopere. 
JAS.3.2	Niipetirãpʉra jĩcãti méé ñañarije ca ĩi ajienerã mani niicã. Jĩcʉ̃ ʉno cʉ̃ ca ĩirije mena jĩcãti ʉno peera ca ĩi ajienetigʉa, bojocʉ añugʉ niimi. To biri cʉ̃ upʉ niipetiro ñañarije ca tiirʉgarije cãare, ca tʉgoeña ametʉene nʉcãcã majigʉ niimi. 
JAS.3.3	To biri caballo cʉ̃ ca tua nʉcãpere biro ĩirã, cʉ̃ ʉjeropʉ come betore tʉ̃a juu jãari tii beto mena cʉ̃re mani ca tʉ̃a tuene nʉcõro, upʉra tua nʉcãcãmi. 
JAS.3.4	Ĩañaaqué cũmuari pacagaari cãare. Pacagaari nii, wino teere ca paa puu cojorijea tutuaro paa puu, ca tiicã pacaro cũmuare ca waa tuurã pea, peti tabeacã waa tuurica ñacõacã menara, cʉ̃ja ca waarʉgaro pee tiigare waa queno jõa boo cojocã majima. 
JAS.3.5	To biirijera bii mani ñemero cãa. Mani upʉpʉre peti ñemeroacã nii pacaro, pairopʉ ca ĩi wede buiyeeri ñemero nii. Pecame jĩcã wacaacã mani ca pẽo cõa cũurije nii pacaro, pairi macãnʉcʉ̃rena joe peticã yerijãa waa. 
JAS.3.6	Mani ñemero cãa pecamere birora bii. Ati ʉmʉrecori maquẽ ñañarijere mani ca tʉgoeñarijere ĩi maji. Mani upʉre ca niirije mena macã tabera niicã pacaro, bojocʉ niipetiropʉre ñañocã. Satanás'ra ñañarije cʉ̃ ca ĩi cõa jãa niirijera ñañarije mani ca ĩi niirije bii jʉo, ñucã teera mani ca cati niiri rʉmʉri cõrorena, ñañarijera mani ca ĩi niiro tiicõa nii.
JAS.3.7	Bojoca, waibʉcʉrã ca uwiorã cʉ̃ja ca niiro cõrorena, minia, pinoa, dia pairi yaa macãrã cãare, ca uwatirã cʉ̃jare tii jeyocã majima. 
JAS.3.8	To biro tiicã pacarã, jĩcʉ̃ ʉno peera cʉ̃ja ñemerore ĩa nʉnʉjee, ñañarije ca ĩitiri ñemero tii jeyo majiticãma. Ñañarijere ca ĩi yerijãatiri ñemero, do biro pee ca tii ametʉene nʉcã majiña maniri ñemero, nímá ca punirijere biro ca ĩiri ñemero nii. 
JAS.3.9	Mani ñemero mena, mani Ʉpʉ mani Pacʉ ca niigʉre añuro cʉ̃re ĩi nʉcʉ̃ bʉo, ñucã tii ñemero menara, Ʉmʉreco Pacʉ, cʉ̃ ca baurijere biirã cʉ̃ ca tiiricarã bojocare ñañarije cʉ̃jare ĩi tuti, mani ĩi. 
JAS.3.10	Tii ʉjero wadorena, “Añuro to biijato” ĩirique, ñucã, “Ñañaro bii bʉañarucuma” mani ca ĩi doa eperije cãa witi, biicã. Yʉ yaarã, o biirije peti ca ĩiticãparã mani nii. 
JAS.3.11	Oco ca witiri opere jĩcã operena, jĩcãrira oco ca ipitirije, oco ca jʉ̃guẽrije, witi majiti. 
JAS.3.12	Yʉ yaarã, to biri wãmera higuera yucʉra olivo dica cʉti, ñucã ʉje daara higos dica cʉti, ca biitirore birora, oco ca witiri ope cãare tii ope wadorena ca ipitirije witi, ca ocarije cãa witi, bii majiti. To biri ape rʉmʉ añurije wede, ape rʉmʉ ñañarije wede, mani ca ĩijata añuti. 
JAS.3.13	Mʉja watoare, ca majigʉ, ca tʉo puo majigʉ, cʉ̃ ca niijata, cʉ̃ ca majirije cʉ̃re ca majiorije mena, “O biro ca biigʉ yʉ nii,” ĩiricaro maniro, añuro cʉ̃ ca niirique cʉti niirije mena cʉ̃ ĩñojato. 
JAS.3.14	Mʉja yeripʉ ñañaro tiirʉga ĩa tutirique, “Mani pee mani tii ametʉene nʉcãcãjaco,” ĩi tʉgoeñarique mʉja ca cʉojata, ñee peere ĩirã cõro, “O biro ca biirã jãa nii,” mʉja ĩi majiti. Díámacʉ̃ maquẽre junarã mʉja tii. 
JAS.3.15	To biri ate majiriquea Ʉmʉreco Pacʉ cʉ̃ ca tiicojorije méé nii. Ati yepa macãrã bojoca cʉ̃ja ca tʉgoeñarije mena cʉ̃ja ca majirije Satanás yeera niicãro bii. 
JAS.3.16	Ameri ĩa tutirique, “Mani pee mani tii ametʉene nʉcãcãjaco,” ĩi tʉgoeñarique cʉtirique ca niijata, añuro ca nii majiña manirije, niipetiri wãmeri ñañarije tii niirique, nii. 
JAS.3.17	Majirique Ʉmʉreco Pacʉ cʉ̃ ca tiicojorijere ca cʉorã pea, ñañarije maniro niirique cʉti, añuro niiriquere ca boorã, ca bojoca añurã, añuro ca tʉo nʉnʉjeerã, ca boo paca ĩarã, niipetirãpʉrena añuro ca tiirã, cʉ̃ja ca ĩirore biro ca tiirã, niima. 
JAS.3.18	Añuro niiricaro ca tiirʉga niirã, añuro niirique maquẽre wede majio niima, ca niirore biro tii niiriquere bʉa earʉgarã.
JAS.4.1	¿Noo maquẽpʉ to dooti mʉja majuropeera ameri quẽe, ameri jĩa, mʉja ca tii niirije? ¿Mʉja majuropeera mʉja yeripʉ ñañaro mʉja ca tiirʉga tʉgoeñarije méé to biro mʉja ca tiiro to tiiti? 
JAS.4.2	Apeye ʉnore mʉja boomi. Bii pacarã mʉja bʉaticã, jĩa, apeye ʉno jʉorira ĩa tuti, mʉja tii. Mʉja ca boorijere bʉatima ĩirãra, ameri quẽe, ameri jĩa, mʉja tii. Mʉja ca boorijere Ʉmʉreco Pacʉre jãitima ĩirã, mʉja cʉoti. 
JAS.4.3	Ʉmʉreco Pacʉre mʉja ca jãimijata cãare, mʉja tiicojo ecoticã, ñañari wãme tʉgoeñarique cʉticãri, mʉja majurope mʉja ca boorore biro tii ʉjea niirʉga tʉgoeñari, mʉja ca jãirije jʉori. 
JAS.4.4	¡Agó nija, manʉ cʉti, nʉmo cʉti, bii pacarã aperã mena ca tii epericarã cʉtirã peti mʉja niicã! Noo ca boogʉ ati yepare tii niirique mena macʉ̃ ca nii eagʉa, Ʉmʉreco Pacʉ waparã yʉʉ nii eacãmi. 
JAS.4.5	¿Mʉja, Ʉmʉreco Pacʉ wederique:
JAS.4.5	“ ‘Añuri Yeri mani yeripʉ cʉ̃ ca cũuricʉ, bʉaro manire mai uwa jeomi,’ ca ĩirijea watoara ĩicãcu,”
JAS.4.5	mʉja ĩi tʉgoeñacãti?
JAS.4.6	Biigʉpʉa Ʉmʉreco Pacʉ pea, cʉ̃ ca bojoca añurije mena bʉaro jañuro manire tii nemomi. To birira Ʉmʉreco Pacʉ wederique o biro ĩi:
JAS.4.6	“ ‘O biro ca biirã jãa nii,’ ca ĩirãra cʉ̃ja ca tiirʉgarijere camotacãmi,
JAS.4.6	to biro tiicã pacagʉ, watoa macãrã peera añuro cʉ̃jare tii nemomi,” ĩi.
JAS.4.7	To biri Ʉmʉreco Pacʉ peere cʉ̃ ca ĩirore biro tii nʉnʉjeeya. Satanás mʉjare cʉ̃ ca ĩicõa jãarije peera tʉo nʉnʉjeeticãña. To biro mʉja ca biiro, Satanás pea mʉjare pato wãcõ yerijãa duticoarucumi. 
JAS.4.8	Ʉmʉreco Pacʉ pʉto pee waarãja. Cʉ̃ pee cãa mʉja pʉto pee doorucumi.
JAS.4.9	Ñañaro mʉja ca bii yai waarijere ĩa majiri, tʉgoeña yapa pua, oti, tiiya. Mʉja ca buirijera yacó jeeña, mʉja ca ʉjea niirijera tʉgoeña pairique jeeña, to biicãjato. 
JAS.4.10	Wiogʉ cʉ̃ ca ĩa cojorore, watoa macãrãre biro biiya. To biro mʉja ca biiro, cʉ̃ pea ca nii majuropeera mʉja ca niiro tiirucumi.
JAS.4.11	Yʉ yaarã, mʉja majurope ñañarije ameri ĩi wede paieto. Cʉ̃ yee wedegʉre ñañarije ĩi wede pai, cʉ̃ ca tii niirijere ĩa beje, ca tiigʉa, doti cũuriquere ñañaro ĩi wede pai, teerena ĩa beje, tiigʉ tiimi. To biro cʉ̃ ca tiijata, doti cũurique ca ĩirore biro tii nʉnʉjeericaro ʉnora teerena ca ĩa bejegʉ niicãmi. 
JAS.4.12	Jĩcʉ̃ra niimi doti cũuriquere ca tiicojoricʉ, ñucã cʉ̃ra Ca Jãiña Bejegʉ ca niicãgʉ, ametʉene, ñañaro tii yaio, ca tiigʉ wado. Mʉ pea, ¿ñiru mʉ niiti, apĩ cʉ̃ ca tii niirijepʉre ca ĩa beje niigʉa?
JAS.4.13	Mecʉ̃ra, mʉja o biro ca ĩirã atere tʉoya: “Mecʉ̃, boero, tii macãpʉ mani waajaco. Tii macãpʉre jĩcã cʉ̃ma nii, pade wapa taa, mani tiijaco,” ca ĩirã. 
JAS.4.14	O biirijera mʉja ĩicã, boero mʉjare ca biipe peera majiticã pacarã. ¿Ñee to niiti mʉja ca cati niirije pea? Mʉja, bueri, jĩcã nimaroacã bau ea, jiroacãra yaicoa, ca bii ametʉa waarijere biro mʉja nii. 
JAS.4.15	To biri o biro pee ca ĩiparã mʉja niimi: “Ʉmʉreco Pacʉ cʉ̃ ca boojata, mani catirucu; to biri mani ca tiirʉgarije mani tii niirucu,” ca ĩiparã mʉja niimi. 
JAS.4.16	To biri mʉja pea: “Jãa, jãa maji, jãa ca tiipere,” mʉja ĩi ametʉene nʉcãcã. To biro ĩiriquea ñañarije niiro bii. 
JAS.4.17	Añurijere ca tii majicãgʉ nii pacagʉ cʉ̃ ca tiitijata, Ʉmʉreco Pacʉ cʉ̃ ca ĩa cojorore ñañarijere tiigʉ tiimi.
JAS.5.1	Mecʉ̃ra, mʉja ca apeye pairã atere tʉoya. Ñañaro mʉja ca biipere tʉgoeñari, oti acaro buiya. 
JAS.5.2	Paʉ mʉja ca apeye cʉtirije boacoa. Mʉja juti cãare butua baacãjapa. 
JAS.5.3	Mʉja yee oro, plata cãa, ʉta witicoa. Tee ca ʉta witirije pea, ñañaro mʉja ca tii niiriquere mʉjare wedejãa, pecamere biro mʉja upʉrire joe yaiocãrucu. Ati rʉmʉri ca tʉjari rʉmʉrire pairo peti mʉja apeye jee cũu ametʉenecãjapa. 
JAS.5.4	Mʉjare pade bojari maja, mʉja otere cʉ̃ja ca jee bojamirique wapare mʉja ca wapa tiitiriquere, “Jãare wapa tiitima,” mʉjare ĩima. Paderi maja to biro cʉ̃ja ca ĩirijere Ʉmʉreco Pacʉ niipetirijepʉre ca doti tutua niigʉ tʉomi. 
JAS.5.5	Mʉja ati yepapʉre añuro nii, mʉja ca tii ʉjea niirʉgarije cõro tii, mʉja tii nii. Cʉ̃ja ca jĩari rʉmʉ, cʉ̃ja ca jĩaparã wecʉare cʉ̃ja ca eca ʉcʉo niirãre biro mʉja bii. 
JAS.5.6	Mʉja, ñee ʉno ñañarije ca tiitirãrena wedejãa buiyee cõa, cʉ̃jare jĩa, mʉja tiiupa, cʉ̃ja ca wederijere tʉoricaro maniro.
JAS.5.7	Yʉ yaarã, mʉja pea Wiogʉ cʉ̃ ca doori rʉmʉpʉ, to birora tʉgoeña bayicõa niiña. Weje paderi majʉ añurije cʉ̃ ote dicare jeerʉgʉ, oco ca peari cuure pato wãcãtigʉra yue niimi. 
JAS.5.8	Mʉja cãa pato wãcãtirãra, tʉgoeña bayicõa niiña. Yoari mééra doorucumi Wiogʉ. 
JAS.5.9	Yʉ yaarã, mʉja majuropeera ameri wede paiticãña, Ʉmʉreco Pacʉre ñañaro mʉja ca tii ecotipere biro ĩirã. Mee, ca ĩa bejegʉ ati yepapʉ cʉ̃ ca eapa rʉmʉ cõñacã nʉnʉa doo. Petoacã dʉja cʉ̃ ca eape.
JAS.5.10	Yʉ yaarã, Ʉmʉreco Pacʉ yee quetire wede jʉgueri maja ñañaro bii pacarã, to birora nʉcã tʉgoeña ametʉene, cʉ̃ja ca biiquĩricarore birora biiya mʉja cãa. 
JAS.5.11	Mani pea ñañaro tamʉo pacarã, to birora cʉ̃ja ca tʉgoeña ametʉenecãriquere, “Ca ʉjea niirã niiupa,” cʉ̃jare mani ĩi. Mʉja, Job ñañaro tamʉo pacagʉ, to birora cʉ̃ ca tʉgoeña bayi ametʉene nʉcãcãriquere mʉja tʉojacupa. Ñucã jiropʉra Wiogʉ añuro cʉ̃re cʉ̃ ca tii nemorique cãare mʉja maji. Wiogʉa, ca ĩa maigʉ, ca boo paca ĩagʉ, niimi.
JAS.5.12	Yʉ yaarã, “ ‘Yee méé jãa ĩi,’ ĩieto: Ʉmʉreco mena jãa ĩi, ati yepa mena jãa ĩi, ñucã jĩcã wãme ʉno peerena tee mena jãa ĩi,” ĩiti majuropeecãña. To biri, “Jãa tiirucu,” mʉja ca ĩiricaro jiro to ca niijata, mʉja ca ĩiricarore birora tiiya. “Jãa tiiticu,” mʉja ca ĩiricaro jiro to ca niijata, mʉja ca ĩiricarore birora tiiya, Ʉmʉreco Pacʉ ñañaro mʉjare cʉ̃ ca tiitipere biro ĩirã.
JAS.5.13	Jĩcʉ̃ mʉja mena macʉ̃ ʉno bʉaro cʉ̃ ca tʉgoeñarique paijata, Ʉmʉreco Pacʉre cʉ̃ jãi juu buejato. Jĩcʉ̃ ʉno ʉjea niirique mena cʉ̃ ca niijata, Ʉmʉreco Pacʉre cʉ̃ baja nʉcʉ̃ bʉojato. 
JAS.5.14	Ñucã jĩcʉ̃ ʉno cʉ̃ ca diajata, juu bueri majare ca jʉo niirãre jʉoya, Ʉmʉreco Pacʉre cʉ̃re jãi bojari, Wiogʉ wãmere ĩi nʉcʉ̃ bʉori, ʉje mena cʉ̃ja ca wadapere biro ĩirã. 
JAS.5.15	To biri ca diagʉre juu bue bojarã, “Jãa ca juu buero caticoarucumi,” díámacʉ̃ ĩi tʉgoeña bayiri, Ʉmʉreco Pacʉre cʉ̃re mʉja ca jãi bojajata, caticoarucumi. Wiogʉ cʉ̃re catiorucumi. Ñañarije cʉ̃ ca tiirique to ca niijata cãare, teere cʉ̃re ametʉenerucumi Ʉmʉreco Pacʉ. 
JAS.5.16	To biri ñañarije mʉja ca tiiriquere mʉja majuro ameri wede, mʉja majurope ameri juu bue boja, tiiya, Ʉmʉreco Pacʉ mʉjare cʉ̃ ca catiopere biro ĩirã. Añurije ca tii niigʉ juu bueriquere to birora ca ĩicõa niigʉ cʉ̃ ca juu buecõa niirijea tutua majuropeecã. 
JAS.5.17	Tʉgoeñaña, Ʉmʉreco Pacʉ yee quetire wede jʉgueri majʉ Elías niiquĩricʉ cʉ̃ ca tiiquĩriquere: Manire birora ca biigʉ nii pacagʉ, juu bueriquere to birora ca ĩicõa niigʉ niiri, “To oco peaticãjato” ĩigʉ cʉ̃ ca jãiro, itia cʉ̃ma decomacã peti ati yepare oco peatiupa. 
JAS.5.18	Ñucã jiro cʉ̃ ca juu bueropʉ, oco pea, ati yepare ote bʉcʉa, biiupa. 
JAS.5.19	Yʉ yaarã, jĩcʉ̃ mʉja mena macʉ̃ Ʉmʉreco Pacʉ wederique díámacʉ̃ ca niirijere ca camotatiricʉre, apĩ, ñucã tee peere cʉ̃ ca tʉo nʉnʉjeero cʉ̃ ca tiijata, 
JAS.5.20	no ca boogʉ, ñañarije peere ca tii niigʉre cʉ̃ ca tʉgoeña yeri wajoaro ca tiigʉa, ñañaro cʉ̃ ca bii yaiboriquere cʉ̃re ametʉene, ñucã paʉ ñañarije cʉ̃ ca tiirique cãare, Ʉmʉreco Pacʉ teere cʉ̃re cʉ̃ ca ametʉenero tiimi.
JAS.5.20	To biro to biijato.
JAS.5.20	Santiago
1PE.1.1	Yʉ, Pedro, Jesucristo cʉ̃ ca queti wede doti cojoricʉ, mʉja yaa yepa ca niitiropʉ ca waa batericarã Ponto, Galacia, Capadocia, Asia, to biri Bitinia yeparipʉ ca bii nucũ yujurãre, 
1PE.1.2	Ʉmʉreco Pacʉ mani Pacʉ, mee tĩrʉmʉpʉra mʉjare cʉ̃ ca booricarore birora cʉ̃ ca bejericarãre, mʉjare yʉ añu doti cojo. Añuri Yeri jʉori, ca ñañarije manirã mʉja ca niiro mʉjare tiiupi, cʉ̃ ca boorore biro cʉ̃re tii nʉnʉjee, ñucã Jesucristo díi mena ca ñañarije manirã tii eco, cʉ̃ja biijato ĩigʉ. Jĩcãri cõro añuro niirique, wapa manirora añurije cʉ̃ ca tii bojarique, dʉjaricaro maniro pairo mʉjare to niijato.
1PE.1.3	¡Mani baja peoco Ʉmʉreco Pacʉ mani Wiogʉ Jesucristo Pacʉre! Bʉaro manire ca maigʉ niiri, Jesucristo, ca bii yaicoaricʉpʉra nemo cʉ̃ ca cati tuarique jʉori, nemo baʉarãre biro mani ca biiro manire tiiupi. Atea, “Díámacʉ̃ra ca niirije nii,” mani ca ĩi yue niiro manire tii.
1PE.1.4	Ʉmʉreco Pacʉ, ʉmʉreco tutipʉ mʉja yee ca niipere cʉ̃ ca queno cũu yue niirijere mʉja ca tiicojo ecoro mʉjare tiirucumi, ñañacoa, õweri tuacoa, to birora biicã yerijãa waa, ca biitirijere. 
1PE.1.5	Díámacʉ̃ mʉja ca tʉo nʉcʉ̃ bʉorije jʉori, Ʉmʉreco Pacʉ, cʉ̃ ca doti tutuarije mena mʉjare ĩa nʉnʉjee niimi, mʉja ca ametʉapere cʉ̃ ca queno yueriquere mʉja ca ẽmʉ ea majipere biro ĩigʉ, ca tʉjari yʉtea ca niiropʉ mʉja ca majiro cʉ̃ ca tiipere. 
1PE.1.6	Mʉja, ate jʉori bʉaro ca ʉjea niirã mʉja nii, mecʉ̃rire jĩcã cuuri ñañaro mʉjare ca bii earucurije ca nii pacaro. 
1PE.1.7	Díámacʉ̃ mʉja ca tʉo nʉcʉ̃ bʉorijea, ca wapa pacarije orore biro nii: “Orora to niimiti” ĩirã, pecame menapʉ doa ñaama; to biro tiicãri, ca wetapʉre jeema yua. To biri, to biri wãmera díámacʉ̃ tʉo nʉcʉ̃ bʉorique, ñañarije ca bii earo ca bii ametʉene nʉcãrijea, oro ametʉenero ca wapa pacarije nii. Biiropʉa oro pea yoaro ca niirije méé nii. Díámacʉ̃ mʉja ca tʉo nʉcʉ̃ bʉorije to biri wãme ca bii ametʉa nʉcãrique niiri, Jesucristo cʉ̃ ca earo, “Añu majuropeecã,” cʉ̃ ca ĩi ʉjea nii nʉcʉ̃ bʉorã mʉja ca niiro mʉjare tiirucu.
1PE.1.8	Mʉja, Jesucristore ca ĩatiricarã nii pacarã cʉ̃re mʉja mai. Ñucã mecʉ̃ cãare cʉ̃re ĩati pacarã cʉ̃re tʉo nʉnʉjee, ca biirã niiri, “Tee jʉori ʉjea niirã jãa tii,” ca ĩi wede majiña manirije ʉnopʉ mʉja ʉjea nii, 
1PE.1.9	mʉja, díámacʉ̃ mʉja ca tʉo nʉcʉ̃ bʉorijere bʉa ea yapano waarã mʉja tii, ñañaro mʉja yeri ca bii yaiboriquere mʉja ca ametʉarije ca niirijere jĩi.
1PE.1.10	Ʉmʉreco Pacʉ yee quetire wede jʉgueri maja, ate ametʉarique maquẽrena bue, añuropʉ ĩa cõoña peoticã, Ʉmʉreco Pacʉ añurije mʉjare cʉ̃ ca tii bojapere wedequĩupa. 
1PE.1.11	Cristo yʉʉ Añuri Yeri, Ʉmʉreco Pacʉ yee quetire wede jʉgueri majare, ati yepapʉre Cristore ñañaro cʉ̃re cʉ̃ja ca tii cõapere, ñucã bii yairi jiro cati tua, cʉ̃ ca biiro jiro ca bii nʉnʉa waape cãare, cʉ̃jare wede majio jʉguecãupi. Cʉ̃ja pea, cʉ̃japʉre ca niigʉ Añuri Yeri, “To biro biirucu” cʉ̃ ca ĩirijere, to biro ca biipʉre, tee ca biipa cuure, majirʉgamiupa. 
1PE.1.12	Ʉmʉreco Pacʉ pea cʉ̃ja ca wederucurije, “Manira mani ca majipe méé nii, cʉ̃ja yee añuro cʉ̃ja ca niipepʉ niiro bii,” cʉ̃ja ca ĩi majiro cʉ̃jare tiiupi. To biicãri cʉ̃ja, ʉmʉreco tutipʉ ca niigʉre cʉ̃ ca tiicojo duwio cojoricʉ Añuri Yeri cʉ̃ ca tutuarije jʉori, añurije queti mʉjare cʉ̃ja ca wederiquerena wederucuupa. Atea, Ʉmʉreco Pacʉ pʉto macãrãpʉra cʉ̃ja ca ĩarʉgamirije peti niiro bii.
1PE.1.13	To biri, tʉgoeña majirique mena ca tiiparã nii yueya; ca bii buiyeerijere ca tʉgoeña bayirã niiña; Jesucristo nemo cʉ̃ ca bau eari rʉmʉre Ʉmʉreco Pacʉ cʉ̃ ca tiicojope wadorena tʉgoeña yue niiña. 
1PE.1.14	Ʉmʉreco Pacʉ puna añuro ca tʉo nʉnʉjeerãre birora, Ʉmʉreco Pacʉre ca majitirã niirãpʉ mʉja ca boorore biro mʉja ca tii niirucuriquere tii nemoticãña. 
1PE.1.15	Ʉmʉreco Pacʉ mʉjare ca jʉoricʉ, ca ñañarije manigʉ cʉ̃ ca niirore birora, mʉja cãa, mʉja ca niirije cʉtirije niipetiro mena ca ñañarije manirã niiña. 
1PE.1.16	Ʉmʉreco Pacʉ wederique o biro ĩi: “Mʉja cãa, ca ñañarije manirã niiña. Yʉa ca ñañarije manigʉ yʉ nii,” ĩi.
1PE.1.17	Mʉja, Ʉmʉreco Pacʉre, jĩcʉ̃ ʉno peerena ĩa dica wooricaro maniro cʉ̃ja ca niiro cõrorena, cʉ̃ja ca tiirije ca niirore biro ca ĩa bejegʉre, “Cáacʉ,” cʉ̃re mʉja ca ĩijata, añuro nʉcʉ̃ bʉorique mena cʉ̃re bii ĩño niiña, ca waa nucũ yujuri majare biro ati yepare niirã apeopʉ macãrãre biro mʉja ca bii nucũ yujuri rʉmʉrire. 
1PE.1.18	Mʉja maji, “To biro biicu,” ĩi tʉgoeña bojoca catiri méé, mʉja ñicʉ̃a niiquĩricarã cʉ̃ja ca tii niirucuricarore biro ca tii nʉnʉjee niirãre Ʉmʉreco Pacʉ mʉjare cʉ̃ ca ametʉeneriquere. Mʉjare ametʉenegʉ, yoari méé ca boa yairije, oro ʉno mena, ñucã plata ʉno mena, mʉjare wapa tii bojatiupi. 
