MAT.1.1	Yisa Masiya
2JN.1.7	Bilinlarib takpem, ban kaa chee ke Yisa Masiya dan nin tigbanann le dulinya nan yaan nin, bi nyan le ki yal dulinya nan yaan. Bininfob nmɔn a bosu ye bilinlarib le nin Yisa a dataam. 
2JN.1.8	Ni bu ni li lig niba nbamɔm ki laa che nan wee ni tun nin n lu yɔli, amaa wee ki li ye ban li kan tiyɔr biɛn. 
2JN.1.9	Uninfo wan paa lagir wee kaa gbaa be Masiya a wɔɔmin yaan ke, waa jɔɔ Uwonbɔr i; wan gbaa be nwɔɔmin yaan ke, u jɔɔ Baa nin Bija-n le. 
2JN.1.10	Ni ye uba dan a ban wee kaa ŋmag Yisa a wɔɔmin ke, laa che un kɔɔ a niin bee a poor wi. 
2JN.1.11	Wan poor u ke, udaan ye wan kpiɛ u bu le bi tun npooton a toon.
2JN.1.12	N jɔɔ tibɔr takpem n sɔb sei ni, amaa maa ban n ta kugbɔŋ nin ngbansɔbmɔɔn ki sɔbi. Amaa n jɔɔ tama ke n li gɔnn ni wee ti num n kan tab wee n pag sei ni, wee ti mɔm nmɔn ngbeen.
2JN.1.13	A ninsa gannkaa win a buwaab poorin.
3JN.1.1	Min uninkpelin,
3JN.1.1	Le sɔb kugbɔŋ nan ki tenn n jɔ Gayɔsi, wan wee n jiɛ u nin ibamɔn ni.
3JN.1.2	N jɔ, n miɛ Uwonbɔr le a li jiɛn nbamɔm wee niwann biɛn li ŋan ki seiŋ, ke a naaŋ kaah be ni ŋan man nin. 
3JN.1.3	Ni ŋaam nmɔn pam, nin nnabum biba kaah nan dan ki nan beim ŋaah ŋa yada nin ibamɔn man nin ŋaah gbaa choo nin ibamɔn man. 
3JN.1.4	Maa jɔɔ npopeen niba bu ki lagir nin maah gbir ke n buwaab nɔɔ ibamɔn a samin ni.
3JN.1.5	N nabig, a jɔɔ yada nin ŋaah tun nan ki tenn nnabumin, hali nin baah le ye bicham a ban nin na. 
3JN.1.6	Bi bei biwonjiɛm a laguŋ ŋaah jiɛ bi man na. Pɔɔn a ba ki ter bi wee bin chonn bi sanchonl, nan li gbee Uwonbɔr a num. 
3JN.1.7	Masiya a yinl bu le bi nan nyan, amaa kaa kan niba a teril ban kaa ye biwonjiɛmin ban ni. 
3JN.1.8	Mambu ni kpaa le nin ti gaa bininfob nmɔn kuchɔŋ wee ti lagin tun nin ibamɔn.
3JN.1.9	N nan sɔb sei biwonjiɛm a laguŋin na, amaa Diyotirifisi, wan ban u li ye usanliirin, kaa chee un gbir sei ti. 
3JN.1.10	Ni bu ni ye n dan ke, n li wɔɔn waah tun nan, u su ti bɔɔn le ki gbii ti bu. U num kaah kaa la gbee waah tun nan nin, le u nan yii kaa poor nnabumin ni, le ki ji gɔɔ ban ban bin poor bin ki ŋɔɔr bi nyan biwonjiɛm a laguŋin.
3JN.1.11	N jɔ laa toog nan biri, amaa li toog nan ŋan na. Uninfo wan tun nan ŋan nyan Uwonbɔr ban le. Le wan tun nan bir kaa kan Uwonbɔr i.
3JN.1.12	Bininfob biɛn pag Dimitirusi u, hali nin ibamɔn nin tɔɔla. Ti tɔɔl pag wa, le ni nyi ke ti siɛra nmɔn ye ibamɔn le.
3JN.1.13	N jɔɔ tibɔr takpem n sɔb seiŋ, amaa maa ban n ta kugbɔŋ nin ngbansɔbmɔɔn ki sɔbi. 
3JN.1.14	N jɔɔ tama ke naa li yuuri n li kaŋ nin binum wee ti pag sei tab.
3JN.1.14	Nposɔɔn li be niŋ. Ti jɔtiib ban be do poorin. Poor ti jɔtiib ban be niin nin na nin bi yin.
JUD.1.1	Min Juud wan ye Yisa Masiya a toontunnu ki ye Jemisi a nabigin,
JUD.1.1	Le sɔb kugbɔŋ nan tenn bininfob ban wee Uwonbɔr yin bin, wee bi ye Uwonbɔr a ninfob jiɛkaab wee Yisa Masiya ŋmag bin:
JUD.1.2	Uwonbɔr a nyunyunbaag nin nposɔɔn nin njiɛm li be nin ni takpem.
JUD.1.3	N jɔtiib, hali maah nan jɔɔ inunman ke n sɔb kugbɔŋ ki sei ni ki ta jiin nŋmarim man wee ti nan por nin tabin paami, n lig ki miin ni kpaa le nin n sɔb ki balin ni wee ni li kɔn yada kan wee Uwonbɔr nan ta ŋubin u ninfogannkaabin a nɔɔn nin buu. 
JUD.1.4	Ni ma bu bininfob bibam woon ki kɔɔ ni sisiigin na, ban wee bi nan sɔb bi bɔr ke bi li bii bin. Bi ye ban kaa jiɛn Nween le, bi ye ban labir ti Wonbɔru a nyunyunbasanl a bɔrin le, ki nɔɔ iwanchɔgin toon, ki yii Yisa Masiya wan ye ti bɔru nin ti yudaau win.
JUD.1.5	Hali naah le pii nyi ni niɛ nan biɛn bu-n, n ban n tiɛr ni le ke Uyudaan nan nyan U ninfob Ijibir a tiŋin na, amaa ni bɔɔn bu U nan bii ban kaa nan ŋa U yada-n na. 
JUD.1.6	Le malakam ban kaa nan ŋmag bi ninkper a pɔɔm a sisibol amaa wee ki fɔɔr bi baantɔɔl a niin yin nin, Uwonbɔr ta ni niɛ le ŋa libunbɔnlin, ki lol bi tikulor tan kaa jɔɔ chiim ki guu tibɔr a jim lidaal takpenlin daal. 
JUD.1.7	Ni ye man le a li ke, Sodom nin Gomoriya nin ntim man nan mal bin a ninfob kaah nan tun iwanchɔgin toon bi piibanlin nin bi jabanlin nin ichɔgin. Bi ma ye limagil ki wɔɔn ban nan yin kɔɔ nŋmi-n a fala a jim kaah na li ye man.
JUD.1.8	Man mu jigin, ban dɔgin man nmɔn bii bi baantɔɔl a gbanann le, le ki yiin tininkper a pɔɔm, ki jɔɔ kutingbiig ki tenn paab a wann naan wann tan fo. 
JUD.1.9	Amaa hali malakam a ninkpelu Maakil, nin Sintani kaah nan far limɔkpel nin tab ulinlenn Moziz a gbanann bu-n, waa nan chee ki jɔɔ kutingbiig a galin nin Sintani, amaa le ki len ke, “Uyudaan li fuun a bu!” 
JUD.1.10	Amaa bininfob nan ma sugir niwann nan biɛn wee baa biɛ le nin tiwann tan wee bi nyi wee kaa jɔɔ nlamgɔrikaami, ke tiwankor tan kaa jɔɔ potiɛlin, tiwann nmɔn le bii bi. 
JUD.1.11	Bi woo tibɔbir be bi bu! Bi gaa Kenn a toon le, bi ban tinyɔɔr le weem weem le ki kɔɔ Balaam kaah kɔnn nin bininkpeeb; le ni bii bi Kɔra mɔyiilin bu.
JUD.1.12	Bininfob nan ŋaan ni mɔkpaam a jiirin le tijaginn, bi lagin ji nin ni le ke ifa kaa jɔɔ bi, bi ye bipeekpaab ban jinn biba le ki jiɛn tiwankor. Bi nann titalangbann tan kaa jɔɔ utaal wee ntafaam daar mi chaa-n le, ki nann lipiɛl a siigi yan a far soor wee yaa jɔɔ iloon nin ki ŋab lu, wee ki kpo nfim milee-n. 
JUD.1.13	Bi nann limɔgil a nyungbann tan fii takpemin le, le bi fai a toon nmɔn nann ke bichiib a puugin. Bi nann iŋmabil yan chon jin le. Uwonbɔr pii mann libunbɔnjal le li si guu bi.
JUD.1.14	Enog wan ye Adam a yaabisagira bilile nan, nan pag ilinlen leen ki jiin bininfob nan paama: “Lig, Uyudaan nin U kasidam tuturil a turil le chaan nin, 
JUD.1.15	ke un ji uninfo biɛn tibɔr, ki choo ban kaa ye biwonjiɛm biɛn baah nɔɔ nan kaa ye liwonjiɛnl a sam ki ŋaan tiŋaar tan kaa ye Liwonjiɛnl a ŋaarin bu, nin titintann a mɔleen yan wee tibirdam ban kaa ye biwonjiɛm pag ki galin Uwonbɔr nan.” 
JUD.1.16	Bininfob nmɔn ŋulin le ki ban bitab a galin; bi nɔɔ bi baantɔɔl a gbanann a kɔlisa; ki far bi tɔɔl a gbingban ki jɔɔ nmɔmɔn nin bininfob bi tɔɔl a nyɔɔr bu.
JUD.1.17	Amaa, n jɔtiib, ni li tiɛr nan wee ti Yudaau Yisa Masiya a tooi pii nan pagin buu. 
JUD.1.18	Bi nan bei ni ke, “Iyoo yan na yin joorin, ban yɔɔlin na li be, ki nɔɔ bitɔɔl a wonjiɛnl a kɔlisa birug.” 
JUD.1.19	Bi ma ye bininfob ban bɔgir ni, ki nɔɔ bi gbanann kaah ban man wee kaa jɔɔ Kinaaŋin.
JUD.1.20	Amaa nim, n jɔtiib, ni li kpiɛg ni ba ni kasi a yada wee ki li miɛ Kasi a Naaŋ. 
JUD.1.21	Ni li ŋmag niba Uwonbɔr a jiɛmin yaan na, ki li guu Uyudaau Yisa Masiya a nyunyunbasanl lan na yin ta ni ki kɔɔ limiɛfol lan kaa jɔɔ ndiɛmin yaan.
JUD.1.22	Ni li san bininfob ban jɔɔ nbiɛnimin kunyunyunbaaga; 
JUD.1.23	ni yug ni tab nŋmi ni ki fee bi gaba, le bitab mu ni li san bi kunyunyunbaaga ki ŋmarin bijawaam, wee ki li nan bi wanyeewann tan wee kuŋmaruŋ a gbanann ngbarin.
JUD.1.24	Uwonbɔr wan li fir ŋmag ni wee ni laa lu-n, U li ta ni ki siin U nintogil U pag kan kaa jɔɔ igalin ki jɔɔ nmɔn takpen nin bu. 
JUD.1.25	Ti sei Uwonbɔr wan be U binba wan ye ti feeru ki jɔɔ kupag, nin jilima, nin npɔɔn, nin tininkper a pɔɔm, ti Yudaau Yisa Masiya a yinlin, iyoo yan nan jon nin, nin daandaan nan nin iyoo yan kaa jɔɔ diɛm! Ibamɔn.
REV.1.1	Tibɔkpiirikaar tan wee Uwonbɔr nan ta sei Yisa Masiya ke, un ta wɔɔn u toontum nan yin tun daandaan nan. U nan che U malaka le wɔɔn U toontunnu Jɔnn, 
REV.1.2	le Jɔnn nan jin siɛra waah kan nan biɛn nin bu, ti ma ye, Uwonbɔr a mɔleen nin Yisa Masiya a siɛra. 
REV.1.3	Wan karin ilinlen leen yan be kugbɔŋ nan a poolin ke tikaar be udaan bu, le ban mu gbir tibɔr nmɔn ki ta ŋa bi sufu ni ke tikaar be bi bu, nan bu-n iyoo mala.
REV.1.4	Min Jɔnn,
REV.1.4	le sɔb kugbɔŋ nan ki tenn biwonjiɛm a laginn tilile tan be Asiya a yerin ni:
REV.1.4	Linyunyunbasanl nin nposɔɔn lan nyan Uwonbɔr ban li be nin ni, Uma wan be, nin wan nan be, nin wan yin dan, ki ji nyan ntinaam milile man be u naangbɔŋin u nintogilin li be ni ban. 
REV.1.5	Linyunyunbasanl nin nposɔɔn lan ji nyan Yisa Masiya, wan ye ibamɔn a siɛradaau win, kibininkpeeg kan chinn fii nkumin, nin wan ye dulinya nan a bɔrtiib biɛn a bɔru win li be ni ban.
REV.1.5	Wan jiɛ ti wee ki ta u cham ki nyan ti tibirin nin, 
REV.1.6	le ki che ti ŋa u naam a ninfob nin biminmanib ke ti li jiɛn Uwonbɔr wan ye u Baa-n, u binba le kpaan nin kupag nin npɔɔn iyoo nin iyoo! Ibamɔn.
REV.1.7	Lig, u be titalangbann nin ki chaan,
REV.1.7	le nnumbim biɛn na li kan u;
REV.1.7	hali nin ban nan ŋu win li kan u;
REV.1.7	le dulinya yaab biɛn na li mɔɔ u bu.
REV.1.7	Ni sin li ŋa man! Ibamɔn.
REV.1.8	“Min le ye Npiinim nin Njoorim
REV.1.9	Min, Jɔnn wan ye ni nabig, wee ki ye ni kpiɛg ti fala-n nin ti naamin nin ti mɔril a nyiginimin nan ye ti yaan Yisa bu-n, wee ki nan be ligungonl lan be nnyum a sisiigin Patmosi-n Uwonbɔr a mɔleen bu nin maah ye Yisa a siɛra bu-n. 
REV.1.10	Uyudaan a kpakɔɔl daal, n nan be nin Kinaaŋ le, le ki gbir likukɔl kaah tiɛn paab n bɔɔn ki nann kunaatuŋ, 
REV.1.11	ki len ke, “Sɔb nan wee a kan nan ki ŋa kugbɔŋ kpabkaagin ki ta tan sei biwonjiɛm a laginn a kerim milile-n na: Ti ma ye Efesusi, nin Simarina, nin Pagamum, nin Tayatira, nin Sadusi, nin Filadelifiya nin Laodisiya.”
REV.1.12	Le n gbiɛ lig n bɔɔn ke n kan likukɔl lan pag ki tenn nim nmɔn. N-yonn man wee n labir n bɔɔn paamin, le n kan salima a filaam a tutɔɔnbol ilile kaah si, 
REV.1.13	le filaam a tutɔɔnbol nmɔn uba nan be niin “ki nann uninfosaal a big”
REV.1.14	Le u yul nin u yukper peen ke tigunn nin, bee liŋunlin, le u num paam be ke nŋmipeen nin. 
REV.1.15	U taai nan nann tukur tan wee bi ta pul nŋmi-n ke ti nyagin man nin le, le u kukɔl a fur nann nnyum puukaam. 
REV.1.16	U nan ŋmag iŋmabil ilile le u nɔɔjiim, le takoobi kaaŋ kan jɔɔ imɔɔŋ ilee nyan u mɔnn. Le u num paam nyagin ke nwosisiigin nin.
REV.1.17	Maah nan kan u n-yonn man nin le n lu u ta tum ke utakpiirin. Le u ta u nɔɔjiim ki paan nbu ki len ke, “Laa san bijawaami. Min le ye Npiinim nin Njoorim. 
REV.1.18	N ye Wan Fo-n le; N nan kpou, liga n fii nkumin na ki ye wan fo-n le hali nin iyoo yan kaa jɔɔ diɛm! Le ki ŋmag Nkum nin Kitakpiin tiŋ a naanganl a piin.
REV.1.19	“Mambu, sɔbim ŋaah kan nan na, nan be daandaan nan nin nan na yin ŋa ni bɔɔn. 
REV.1.20	Ŋaah kan iŋmabil ilile yan n nɔɔjiim paamin nin salima a filaam a tutɔɔnbol ilile liwoolin nin a taai ye nan le: Iŋmabil ilile-n ye biwonjiɛm a laginn tilile-n a malakam le, le salima a filaam a tutɔɔnbol ilile-n mu ye biwonjiɛm a laginn tilile-n.
REV.2.1	Le u beim ke, “Sɔb sei Efesusi a wonjiɛm a malaka ke:
REV.2.1	Wan ŋmag iŋmabil ilile u nɔɔjiimin wee ki choon salima a filaam a tɔɔnbol ilile-n a mɔleen sɔ: 
REV.2.2	N nyi ni ŋaar, ni nunman nin ni mɔril man. Ki ji nyi naah kaa ban bininfob ban a pooi to, mambu le ni nan mag ban nan ke bi ye itoon wee kaa sin ye-n ki biɛ baah ye tibɔkardam man. 
REV.2.3	Ni jɔɔ limɔril le ki jin fala n yinl bu, amaa le naa bagi.
REV.2.4	Amaa nan bu wee n galin ni sɔ: Ni jiɛ-n ni chinchinn a jiɛmin nna. 
REV.2.5	Ni tiɛrim naah nan nyan nan fɔg man wee ki nan lunn! Ni kpenn ni binbema wee ki li tun ke naah nan tun man chinchinn nin na. Ni ye naa kpenn ke, n li dan ki nan yuur ni salima a filaam a tutɔɔnbolin kisisibol. 
REV.2.6	Amaa naah ŋaan nan wee ni ŋan sɔ: Ni nan titoonbir tan wee Nikolatan yaab
REV.2.7	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man. Wan fir nyaŋ ke, n li sei u npaan wee un ji limiɛfol a siig a looi, yan be Uwonbɔr a kpaabin.”
REV.2.8	Le u ji ke “Sɔb sei Simarina a wonjiɛm a malaka ke:
REV.2.8	Wan ye Npiinim nin Njoorim, wan nan kpo wee ki ji fii nkumin nin a mɔleen sɔ. 
REV.2.9	N nyi ni fala a jim bu nin naah ye faladam, amaa ni ye bijɔɔndam le! Ki nyi biba kaah jɔɔ kutingbiig ki bei ni ke bi ye Juu yaab le amaa kaa sin ye; amaa bi ye Sintani a wonjiɛndiig a ninfob le. 
REV.2.10	Ni laa che bijawaam jɔɔ ni fala kan wee ni yin ji nbu. N bei ni le, Sintani li loon nim bibam tiloondirin ki mag ni, le nin che ni ji fala iweehn piig. Ni le li ŋmag ni yadau, hali ni le ye nkum ke ni, wee n nan sei ni limiɛfol a yuchigirig.
REV.2.11	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man. Wan fir nyaŋ ke, waa li kan nkum man yin kpiɛ milee-n a daŋ kolibi.”
REV.2.12	Ki ji ke “Sɔb ki sei Pagamum a wonjiɛm a malaka ke:
REV.2.12	Wan jɔɔ takoobi kaaŋ imɔɔŋ ilee-n a mɔleen sɔ. 
REV.2.13	N nyi naah be nan yaan, nan yaan wee Sintani a naam a gbɔŋ be-n. Amaa le ni sin ŋmag n yinl nbamɔm. Naa ta naah ŋaam yada-n ki jaa, hali nin Antipasi a yonn nin wan nan ye n yada a siɛradaau ibamɔn nin, wee bi nan ku u ni tiŋin ni, Sintani a binbebolin.
REV.2.14	Ni biɛn yɔli, n jɔɔ tiwann wama nan che n galin ni: Ni jɔɔ bininfob biba be ni ban ki ŋmag Balaam a wɔɔmin, wan nan tinn Balag waah li ŋa man wee Iziral yaab n tun tibir ki ŋman tibawonann, ki li tun iwanchɔgin toon.
REV.2.15	Man le ni mu jɔɔ ban ŋmag Nikolatan yaab a wɔɔnim. 
REV.2.16	Mambu ni kpenn ni binbem ma! Naa ye man ke, n li dan daandaan nan ki nan ta takoobi kan nyan n mɔbin nin ki kɔnn bi.
REV.2.17	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man. Wan fir nyaŋ ke, n li sei u kulɔŋ a boroboro
REV.2.18	Ki ji ke “Sɔb sei Tayatira yaab a wonjiɛm a malaka ke:
REV.2.18	Uwonbɔr a bija wan a numbili nann nŋmipeen wee u taafar nyagin ke kukurug kan nyagin nin a mɔleen sɔ. 
REV.2.19	N nyi ni ŋaar, ni jiɛm ni yada, ni toon nin ni nnyiginim, le ni nin tun ki jon naah nan chinn ki tun man nin na.
REV.2.20	Ni biɛn yɔli, Nan wee n jɔɔ ki galin ni sɔ: Ni cheel tenn upii wan wee bi yi u ke Jezebiɛl, wee u yi uba ke ulinlenn nin. Upii nmɔn a wɔɔm che n toontum kɔɔ iwanchɔgin toon nin lipiibanlin nin lijabanlin nin tibawojiir a jimin. 
REV.2.21	N sei u isaŋ ke un kpenn u wanchɔgin toon nmɔn na, amaa le waa ban man ni. 
REV.2.22	Mambu n li che un dɔɔn nin iwiɛn, ki che ban dɔɔn nin win n ji fala takpem, man ke bi kpenn ki nyan upii nmɔn a binbemin. 
REV.2.23	N li ku u buwaab. Le biwonjiɛm a laginn biɛn n biɛ ke min le ye wan dibir bininfob a sufu nin bi potiɛl, le n li yɔ ni biɛn ni ŋaar bu. 
REV.2.24	Daandaan nan n bei nim ban gur be Tayatira, wee kaa nɔɔ upii nmɔn a wɔɔm wee kaa ji tinn Sintani kaah yi nan ke tibɔwoonkaarin (Maa yin ta litugil liba tun ni): 
REV.2.25	Ni le li ŋmag nan wee ni jɔɔ-n hali nin maah na li dan.
REV.2.26	Wan fir nyaŋ ki tun maah ban man hali ki nan kpaa ndiɛm ke, n li sei u tininkper a pɔɔm wee un ŋmag ibol biɛn.
REV.2.27	‘U na li ta kukurug a jaangbiɛg
REV.2.27	u li burbur bi ke tiyɔgirin’
REV.2.27	a li ke maah gaa tininkper a pɔɔm n Baa ban man nin. 
REV.2.28	N ji li sei u njakpanyiɛn a ŋmabil.
REV.2.29	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man.”
REV.3.1	Ki ji ke, “Sɔb sei Sadisi yaab a wonjiɛm a lagim a malaka ke:
REV.3.1	Wan ŋmag Uwonbɔr a naam milile nin iŋmabil ilile-n a mɔleen sɔ. N nyi ni ŋaar kaah ye man; bininfob nyi ke ni fo le amaa ni kpou. 
REV.3.2	Ni fii paaba! Wee ki pɔɔg nan gur ki ban nin kpe-n, nan bu-n maa kan ni ŋaar tan ŋan ki gbee Uwonbɔr a numi. 
REV.3.3	Mambu, ni li tiɛr, nan wee ni gaa ki gbirin; ni chee sei tibɔr nmɔn na, wee ki kpenn ni binbema. Amaa ni ye naa fii paab ke, n li dan ke unaayig a dann nin, le naa yin nyi n-yonn man wee n yin dan ni.
REV.3.4	Amaa ni jɔɔ bininfob wama Sadisi ban kaa che bi wan yɔɔr gbarin niba. Min nin bi ma na yin lagin chonn ki yee tiwanpenn, nan bu-n bi kpaan nin man le. 
REV.3.5	Wan fir nyaŋ ke u li yee tiwanpenn ke baah yee man nin. Maa li nyan udaan a yinl limiɛfol a gbɔŋin yaan ni, amaa le ki na li tiɛr u yinl n Baa nin U malakam a nintogil. 
REV.3.6	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man.”
REV.3.7	Ki ji ke, “Sɔb sei Filadelifiya a wonjiɛm a laguŋ a malaka:
REV.3.7	Wan be kasi ki ye ubamɔndaan ki ŋmag Defid a naanganl a piimin a mɔleen sɔ. U loor nan ke uba kaa li fir loon ni, le nan mu wee u loon ke uba kaa be ki li fir loor ni. 
REV.3.8	N nyi ni ŋaar kaah ye man. Ni lig, n loor ntisamɔn le ki sei ni le uba kaa li fir loon ntisamɔn nmɔn ni. N nyi naah jɔɔ npɔɔn wama, amaa ni biɛn yɔli ni ŋmag n mɔleen le kaa yii n yinli. 
REV.3.9	N li ŋa ban be Sintani a jiɛndiigin, wee ki ke bi ye Juu yaab amaa wee kaa sin ye Juu yaabin, ki ye bilinlaribin, n li che bin dan ki nan gbaan ni taatum ki tiɛr ke n jiɛ ni. 
REV.3.10	Naah nyigin wee ki jɔɔ limɔril ki ŋmag n siimin bu, n na li nyan ni limugil lan yin foon ki nan mag ban be dulinya nan yaan biɛn nin.
REV.3.11	N chaan le daandaan nan. Ni li ŋmag nan wee ni jɔɔ nna, wee uba laa nan fee ni naam a yuchigirigi. 
REV.3.12	Wan nyaŋ ke, n li ŋa udaan Uwonbɔr a diig a jaantelig. Le waa ji li nya niin ni. N li sɔb n Wonbɔru a yinl nin n Wonbɔru a tiŋ kan ye Jerusalam pɔŋin ki paan u bu, kan yin nyan paab n Wonbɔru ban wee ki jiirin nin; le ki ji sɔb n mu a yin pɔnl ki paan u bu. 
REV.3.13	Wan jɔɔ litul ke, ni che un gbir Kinaaŋ kaah bei biwonjiɛm a laginn man.”
REV.3.14	Le ki ji ke, “Sɔb ki sei Laodisiya a wonjiɛm a malaka ke:
REV.3.14	Wan a yinl ye Ibamɔn nin, nin ibamɔn a yada a siɛradaan wee ki ŋmag nan biɛn wee Uwonbɔr naan nin a mɔleen sɔ. 
REV.3.15	N nyi ni ŋaar kaah ye man, naa ton ni kaa ji sɔɔn ni. N bi ban ke ni li ye ban ton le bee ban sɔɔn! 
REV.3.16	Ni bu, naah ton mala mala wee kaa ton kaa ji sɔɔn nin, n yin sii ni le n mɔn ki gab. 
REV.3.17	Nim len le ke, ‘N ye uwandaan le; N ye wan jɔɔ le kaa ji ban niba.’ Amaa le kaa biɛ ke ni ye tikpachar le, ki jɔɔ kunyunyunbaag nin faladam ki ye bijɔɔm ban gaan nin ijakpalon. 
REV.3.18	Mambu n kpaan ni le ke ni daam salima kan pul nŋmi-n wee ki mann nin n ban, wee ni ŋa biwandam; ki ji daa tiwann yɔɔr penn tan wee ni li yee, ki fir degin ni fai naah gaan nin bu; wee ki daa nnunkpam n ban ki li balig wee ki ga.
REV.3.19	Ban wee n jiɛ-n, bi ma le n fu bi bu ki dar bi tuli. Mambu ni ŋaam kinunmaŋ ki kpenn ni binbema. 
REV.3.20	Min sɔ! N si ntisamɔn ki kpaar linaanganl. Ni ye wan gbir n kukɔl wee ki loor linaanganl ke, n li kɔɔ wee ki nan ji nin u, wee u mu nji nim.
REV.3.21	Wan fir ki nyaŋ ke, n li sei udaan nsan wee min nin uma n nan lagin ki kal n naangbɔŋin bu. A li ke maah nan nyaŋ wee min nin n Baa lagin ki kal U naangbɔŋ bu man nin. 
REV.3.22	Wan jɔɔ litul ke, ni che un gbir, Kinaaŋ kaah bei biwonjiɛm a laginn man.”
REV.4.1	Ni bɔɔn bu le n nan lig, ki kan paab a naam a naanganl kaah loor ki yaa. Le likukɔl lan wee n pii nan chinn gbir wee li nann kunaatuŋin beim ke, “Donn do, wee n wɔɔniŋ nan kpaa talar ki na yin tun ni niɛ nan biɛn a bɔɔn.” 
REV.4.2	Libol nmɔn n nan be nin Kinaaŋ le, ki kan kunaangbɔŋ kaah be paab le uba ka ki bu. 
REV.4.3	Le wan nan ka ki bu nmɔn nan nyagin le ke sataŋ nin lichabilin.
REV.4.4	Le tinaangbann pilee nin tina nan gɔɔn kunaangbɔŋ nmɔn, le bininkpeeb pilee nin bina nan ka ti bu. Bi nan yee tiwann penn le ki chig salima a naam a yuchigirim bi yuli bu. 
REV.4.5	Le kitajug nyagin ki nyan kunaangbɔŋ nmɔn yaan, nin utaal a dundunl nin titintann. Le filaam bilile si niin ki gaan. Ni niɛ nan le ye Uwonbɔr a naam milile. 
REV.4.6	Le niwann niba mu nan be kunaangbɔŋ nmɔn a nintogil ki nann niɛnu a maar tan yaalin ke limɔgilin.
REV.4.6	Niɛnu a maarin a sisiigin, kunaangbɔŋ nan be, le tiwann naan wann tan fo tina nan be ki gɔɔn ki. Le bi bɔɔn nin bi nintogil biɛn nan ye inunbil. 
REV.4.7	Chinchinn a wanfolin nan nann ugbegin le, le wan kpiɛ milee mu nann unaaja, wan kpiɛ mitaa n mu a num nann uninfosaal, le wan kpiɛ bina-n mu nann libaanweenl lan yugiri paab. 
REV.4.8	Tiwann naan wan tan fo tina nmɔn biɛn nan jɔɔ tikpinkpann tiloloob, le bi gbanann biɛn ye inunbil, hali nin bi ŋmiɛn nin na. Le nween nin kunyiɛg biɛn baa jiɛn ni le ki ke,
REV.4.8	“Kasi, kasi, kasi,
REV.4.8	le ye Uyudaan Uwonbɔr Npɔɔn biɛn daan,
REV.4.8	wan nan be, ki la be, ki la yin dan.”
REV.4.9	Ni ye tiwann naan wan tan fo tina-n nan sei wan ka kunaangbɔŋ bu ki gbaa be kaa jɔɔ diɛmin kupag, jilima nin ipoor ke, 
REV.4.10	bininkpeeb pilee nin bina-n lur wan ka kunaangbɔŋin bu n yaa taatum le, ki jiɛn uma wan be wee kaa jɔɔ diɛmin. Bi chigir bi naam a yuchigirim le bil kunaangbɔŋin yaan ki len ke:
REV.4.11	“Ti Yudaau Uwonbɔr, a sin kpaan,
REV.4.11	a gaa kupag nin jilima nin npɔɔn na
REV.4.11	nan bu-n fin le nan naan niwann biɛn,
REV.4.11	a bam bu le bi nan naan niwann biɛn,
REV.4.11	le ki fo be.”
REV.5.1	Le n kan wan ka kunaangbɔŋin bu kaah ŋmag kugbɔŋ kpabkaag u nɔɔjiim, le kugbɔŋ nmɔn jɔɔ nsɔbim ku bɔɔn nin ku nintogil, le bi ta tiwann tan tabin tilile ki tabin piin ku bu. 
REV.5.2	Le n kan malaka wan jɔɔ npɔɔn takpem kaah tann papaab takpem ki len ke, “Ŋma kpaan ki li fir tabir tiwann tabin wan nan wee ki loor kugbɔŋ kpabkaag nmɔn naa?” 
REV.5.3	Amaa uba kaa nan be paab a naamin bee dulinya nan yaan bee kitakpiin tiŋ ki na li fir loor kugbɔŋ kpabkaag nmɔn bee ki lig ku poolin ni. 
REV.5.4	Le n mɔɔ ki mɔɔ nan bu-n uba kaa nan be ki kpaan un loor kugbɔŋ kpabkaag nmɔn bee ki lig ku poolin ni. 
REV.5.5	Le bininkpeebin a ni uba beim ke, “Laa mɔri! Lig, wan ye ligbeginl wee ki nyan Juda a maalimin nin, ki ye Defid a yaabilin, u nyaŋ niwann biɛn na. U li fir tabir ndaagim mulile-n ki loor kugbɔŋ kpabkaag nmɔn.”
REV.5.6	Le n kan Kipeebig, le ki nann ke bi kɔr ki le-n, le ki si Kunaangbɔŋin a sisiigin, le tiwann naan wann tan fo tina-n nin bininkpeebin gɔɔn u. Kipeebig nmɔn nan jɔɔ iyinh ilile le nin inunbil ilile, ni ma nan ye Uwonbɔr a naam milile ban wee u nan tun bi dulinya nan a logi ina-n yaan biɛn ni. 
REV.5.7	Le u dan ki nan gaa kugbɔŋ kpabkaag nmɔn wan ka kunaangbɔŋin bu a nɔɔjiimin ban. 
