MAT.1.1	Yeezuu yaabɔɔ wɔɔ ba n nɩ: Yeezuu ɩ yɩrɛ ɩ ʊ, cir *Davɩd Nyɩ m, Abraham do gʊaa m sɔ.
JUD.1.24+JUD.1.25	Bɩ kʊ Woso k'an deem an nɩ wɔɔ yɔm wɔɔ Zuuba Yeezuu Krista tɔ ma bɩ n lɛbɔʊrɛ yɩ. A a da ma, an a ka awɔɔ b'a dore y, an a ka sɔ, awɔɔ n bɩ jɩm a lɛɛ, bɩ, kʊrɔma sɩ ba awɔɔ ma y, heernyɔɔ gʊta nɔ ʊ, a lɛbɔʊrɛ nɔ ʊ. Bɩ k'a tɔ n lɛbɔʊrɛ yɩ, kan gʊtabaa kɩ, paŋŋa kɩ, a y'a so hɔ haay ʊ. Biisi tee…, dɩɩtaa kan dɔmɩm haay kɩ nɔ ʊ. Amina.
REV.1.1	Yeezuu Krista bɩ, Woso y'a ka ʊ, k'an hɔ k'a nɩ zɛm bɩ nyɩnta ʊ dɩɩtaa bɩ hɩnka a zibəənyɩnɔ m. A malɛɛka a nyɔɔ k'an b'a hɩ a zibəənyɩ Zaan m. 
REV.1.2	A n nɩ Woso lemim bɩ hɩrɛ, an Yeezuu Krista kasɛtɩ ka kan hɔ haay k'a a yɩ bɩ kɩ. 
REV.1.3	Mimbirenyɩntazaa m gʊaa k'a nɩ karɩnda bam, kan gʊɔɔ kʊ ŋ n'a tʊr kam wosolɛsinnɩsora meerbaa ma rɔ wɔɔ kɩ, ŋn'ɩ zum hɔ kʊ ŋ y'a gʊrsɩra ba b'ʊ. Bala, wakatɩ b'a zɔ.
REV.1.4	Mɔɔ mɩŋŋa Zaan m nɩ gʊrsɩra naa do bam kristagʊɔɔ sokʊmarɔ saanhɩnarɔ kʊ ŋ nɩ Azii kʊ ʊ rɔ wɔɔ ma:
REV.1.4	K'a barka kan laafɩɩ kɩ yɩ, gʊaa k'an ta ʊ, an nyɩnta ʊ, an nɩ zɛm bɩ zi, kan ɛspri saanhɩnarɔ kʊ ŋ n a duu jɩr ʊ rɔ wɔɔ kɩ zi, 
REV.1.5	kan Yeezuu Krista, kasɛtɩzaa paan…, k'a lɛɛ ka an a mɩm bɔ ʊ gəəno bire ʊ, a m durnya cinno wɔɔ cir bɩ kɩ zi.
REV.1.5	Bɔ nɩ wɔɔ ŋʊam, an wɔɔ mimbʊnyaarɔ sʊrgɔ a ma m, 
REV.1.6	an a ka, wɔɔ n ʊ ba a cirbəə mannɩbənno a Zɩ Woso zibəə minto. A y'a ga lɛbɔʊrɛ m kan paŋŋa kɩ dɔmɩm k'a nyarɛ ba ʊ. Amina!
REV.1.7	Ba n nɩ, a ɩ zɛm warkʊ nɔ ʊ, bɩ gʊaa haay y'a yɩm, baa gʊɔɔ kʊ ŋ y'a zɛ rɔ wɔɔ y'a yɩm sɔ. Tara burə gʊɔɔ heerzarlɛ nyi karɛ a minto. Ɩɩn…, k'an yɩ maam!
REV.1.8	Zuuba Woso a hɩ, a ʊ: Mɔɔ m lɛɛkarɛzaa, mɔɔ m jɛzaa. Mɔɔ n ta ʊ, m nyɩnta ʊ, m n nɩ nyɩntaŋ ʊ, hɔ haay Zuuba.
REV.1.9	Mɔɔ mɩŋŋa Zaan, awɔɔ danyɩ awɔɔ zukuuzaa, fɩryɩrɛ, cirbəə kan tʊntɔʊrɛ kɩ Yeezuu zuure nɔ ʊ, nyɩnta mɔɔ ʊ, m nɩ tara deem kʊ hi bɩr ma, n n'a hɩm ma Patmɔs ʊ, Woso lemim kan Krista kasɛtɩ karɛ kɩ minto. 
REV.1.10	*Sɛnt-Ɛspri zer mɔɔ ra Zuuba dɔmɩm deem hinni ʊ, mɔɔ n leer paŋŋazaa ma m jɛ ʊ, ɩ ʊ, huure n n'a hɛm, an n'a hɩrɛ, a ʊ: 
REV.1.11	Hɔ k'ɩbɩɩ n'a yɩm bɩ gʊrsɩra ba ci ʊ, ɩ nyɔɔ kristagʊɔɔ sokʊmarɔ saanhɩnarɔ wɔɔ ma: Efɛɛzɩ ʊ, Simɩrnɩ ʊ, Pɛrgam ʊ, Tɩyatɩɩr ʊ, Sardɩ ʊ, Filadɛlfii ʊ, kan Lawodisee kɩ ʊ.
REV.1.12	Mɔɔ n bɔ kʊ m dɩga gʊaa k'a nɩ meer bam kan mɔɔ kɩ bɩ ma. Bɩ kʊ mɔɔ m wusigə bɩ, mɔɔ sarma fɩtɩrɛrɔ yɩ saanhɩna. 
REV.1.13	Fɩtɩrɛrɔ wɔɔ bire ʊ bɩ, mɔɔ gʊaa yɩ, an bɔ kʊ ʊ ɩ ʊ, Gʊaanyɩ m, an huu jintə da a ra, an sarma hɔsoaʊ so a cɩ ʊ. 
REV.1.14	A mim bɩ kan a minkə bɩ kɩ nyɩnta fu fɩtɩtɩ ɩ ʊ, ser ka m, gɛɛ lajaa m, a mɩnyaarɔ wɔɔ nɩ yɩrɛ ʊ, sɛwurə m. 
REV.1.15	A gannɔ bɔ kʊ ʊ kan zaan kʊ n y'a sʊr, an nɩ yɔm bɩ kɩ. A leer nɩ yɩrɛ ʊ hiro gʊtɔɔ susur m, 
REV.1.16	an nɩ monyaa saanhɩna m a bɩsɩ ʊ. Kargʊ lɛ hɩɩya nɩ bɔrɛ a lɛ ʊ. A meer nɩ yɔrɛ ɩ ʊ, woso nɩ gum kan paŋŋa kɩ. 
REV.1.17	Kʊ mɔɔ yɩ bɩ, mɔɔ m do a taa ɩ ʊ ga mɔɔ ʊ. A n a bɩsɩ wɔ ka mɔɔ ra, an a hɩ, a ʊ: Ɩ da bɩ bɔ ʊ y, mɔɔ m lɛɛkarɛzaa, mɔɔ m jɛzaa, 
REV.1.18	mɔɔ n mɩsɩr. Mɔɔ nyɩnta, m ga, bɩ ba n nɩ, mɔɔ mɩsɩr dɔmɩm k'a nyarɛ ba ʊ nɔ ʊ, bɩ mɔɔ ɩ zɛ cɛlɛnyɩnɔ m kan gəənokʊ hɔɔ kɩ. 
REV.1.19	Hɔ k'ɩbɩɩ yɩ bɩ gʊrsɩra ba, kan hɔ kan ta ʊ kɩ, kan hɔ k'a nɩ zɛm bɩ bʊr bɩ kɩ. 
REV.1.20	Ba monyaa saanhɩnarɔ k'ɩbɩɩ ŋ yɩ mɔɔ bɩsɩ wɔ ʊ kan sarma fɩtɩrɛrɔ saanhɩnarɔ wɔɔ kɩ jɩ n na: Monyaa saanhɩnarɔ wɔɔ, kristagʊɔɔ sokʊmarɔ saanhɩnarɔ wɔɔ malɛɛkarɔ m. Fɩtɩrɛrɔ saanhɩnarɔ wɔɔ kristagʊɔɔ sokʊmarɔ saanhɩnarɔ wɔɔ m.
REV.2.1	Gʊrsɩra ba Efɛɛzɩ kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.2.1	Gʊaa k'an ta monyaa saanhɩnarɔ wɔɔ m a bɩsɩ ʊ, an nɩ tam sarma fɩtɩrɛ saanhɩnarɔ bire ʊ, 
REV.2.2	bɩ y'a hɩ, a ʊ: Mɔɔ ɩbɩɩ kɔrɛ kan ɩ tʊntɔʊrɛ kɩ dɔ, ɩbɩɩ bɩr yɛm gʊɔɔ bʊnyaarɔ ma y. Ɩbɩɩ gʊɔɔ kʊ ŋ n'a hɩrɛ a ma kristazibəəzannɔ, bɩ kristazibəəzannɔ bɛɛ nɩ ŋ mɩ rɔ wɔɔ ka lɛɛ. Ɩbɩɩ bɩ ŋ dɔ ŋʊaarzannɔ. 
REV.2.3	Tʊntɔʊrɛ ta ɩbɩɩ ʊ: ɩbɩɩ fɩr yɩ mɔɔ tɔ ma, b'ɩbɩɩ n ɩ bɔ ɩ jɛ nɩ y. 
REV.2.4	Bɩ mim kʊ mɔɔ n ta m kan ɩbɩɩ kɩ bɩ, ɩbɩɩ wɔ saa ɩ lɛɛkarɛ ŋʊarɛ kan mɔɔ kɩ bɩ ma. 
REV.2.5	Bɩncɛ k'ɩbɩɩ nyɩnta ʊ, ɩ ɩ bɔ ʊ bɩ tɔ da ɩ nɔ ʊ. Ɩ ɩ bɔ ɩ taam k'ɩ biisi zibəəro wɔɔ bɔɔta. Kʊ n bɛɛ nɩ, mɔɔ zɛrɛ ɩbɩɩ zi. Bɩ k'ɩbɩɩ n ɩ bɔ ɩ taam, mɔɔ y'ɩbɩɩ fɩtɩrɛ bɩ sarɛ a bɩncɛ ʊ. 
REV.2.6	Hɔ niŋŋə k'ɩbɩɩ n ta m bɩ, ɩbɩɩ nyi sɔ Nikola gʊɔɔ wɔɔ zibəəro m, amba mɔɔ hɔ bɩ m.
REV.2.7	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.2.7	Damazaa bɩ, mɔɔ mɩsɩrbaa gɔ k'a nɩ arzana ʊ nyɩ kaŋ ʊ an a bɩ.
REV.2.8	Gʊrsɩra ba Simɩrnɩ kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.2.8	A m lɛɛkarɛzaa, a m jɛzaa. A nyɩnta an ga, an a bɔ an bʊr mɩsɩrbaa nɔ ʊ, bɩ n nɩ meer naa do barɛ: 
REV.2.9	Mɔɔ ɩbɩɩ fɩryɩrɛ dɔ kan ɩ ŋʊa kɩ. Bɩ arzakazaa n'ɩbɩɩ m, mɔɔ gʊɔɔ kʊ ŋ ʊ zɩɩfʊrɔ n'a mɩ, ŋnɩ bɔkarɛ zɩɩfʊrɔ bɛɛ nɩ ŋ mɩ rɔ wɔɔ tɔzarlɛ zibəə kʊ ŋ nɩ ta m bɩ dɔ, Sʊtaana sokʊmacɛ nɩ ŋ mɩ. 
REV.2.10	Ɩ bɩ nyi ba hɔ k'a n'a kam k'ɩ fɩr yɩ bɩ ma y. Sʊtaana y'ɩbɩɩ gʊɔɔ gɔsɩnnɔ dum lɔnnɔcɛ ʊ, k'a a gɩnga awɔɔ ma, b'awɔɔ fɩr yɩm dɔmɩm bu. Jɩm kɔɔkɔɔ k'an ta an ɩ zɛ ku. Mɔɔ mɩsɩrbaa firgə karɛ ɩ ʊ.
REV.2.11	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.2.11	Damazaa bɩ bɩ fɩr yɩm zɛ hɩɩya hɔ ma fɩɩga y. 
REV.2.12	Gʊrsɩra ba Pɛrgam kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.2.12	A n nɩ kargʊ lɛ hɩɩyazaa m bɩ nɩ meer naa do barɛ: 
REV.2.13	Mɔɔ bɩncɛ k'ɩbɩɩ n ta ʊ bɩ dɔ. Sʊtaana cirbəəduu bɩncɛ m. Ɩbɩɩ gɔɔta ɩ nɩ nyasʊm mɔɔ tɔ m, ɩbɩɩ n sɩra ka mɔɔ ʊ to y, baa dɔmɩm niŋŋə kʊ ŋ mɔɔ kasɛtɩzaa paan… Antipas zɛ ʊ gər awɔɔ zi bɩncɛ kʊ Sʊtaana n ta ʊ b'ʊ. 
REV.2.14	Bɩ mɔɔ ɩ mim m kan ɩbɩɩ kɩ. Gʊɔɔ gɔsɩnnɔ y'awɔɔ bire ʊ, ŋnɩ yɛ Balam
REV.2.15	Ɩbɩɩ zi sɔ bɩ, gʊɔɔ gɔsɩnnɔ ta ʊ, ŋnɩ yɛ Nikola gʊɔɔ hɔdɩndarɛ ma. 
REV.2.16	Bɩ minto bɩ, ɩ bɔ ɩ taam, kʊ n bɛɛ mɔɔ zɛrɛ ɩbɩɩ zi dɩɩtaa, m bɩ yar ba kan ŋ kɩ, m lɛ kargʊ bɩ m.
REV.2.17	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm sokʊmarɔ wɔɔ m bɩ ma.
REV.2.17	Damazaa bɩ, mɔɔ *mann k'a nyaakʊm da kaŋ ʊ, m jaa fu kʊ n tɔdaa gʊrsɩra ba ma bɩ ka ʊ. Gɔsɩ n tɔ bɩ do dɔ kʊ gʊaa k'a a si bɩ bɛɛ y.
REV.2.18	Gʊrsɩra ba Tɩyatɩɩr kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.2.18	Woso Nyɩ k'a mɩnyaarɔ bɔ kʊ ʊ kan sɛwurə kɩ, a gannɔ m bɔ kʊ ʊ kan zaantɔzaa kɩ bɩ nɩ meer naa do barɛ: 
REV.2.19	Mɔɔ ɩbɩɩ zibəəro, ɩbɩɩ ŋʊarɛ, ɩ sɩrakarɛ, ɩ zibəə kan ɩ tʊntɔʊrɛ kɩ dɔ. Ɩ zibəəro k'ɩbɩɩ ŋ ba jɛ ʊ rɔ wɔɔ lɛ da biisi hɔɔ wɔɔ ra. 
REV.2.20	Bɩ, mɔɔ heer bɩ nyɩnta kan ɩbɩɩ kɩ y. Ɩbɩɩ k'ɩ yɛ Zezabɛl ma. Lʊ naa do n'a hɩrɛ a ma wosolɛsinnɩsorazaa, an nɩ mɔɔ zibəənyɩnɔ nyʊnnyɔɔm, an nɩ hɔ dɩndarɛ ŋ nɩ kʊ ŋ nɩ jaan da, kʊ ŋ nɩ wosobaawɔnnɔ mannɩ sim sʊ. 
REV.2.21	Mɔɔ toore ka ʊ k'an a bɔ a taam, b'a lɛ baa k'a a bɔ taam a jaandarɛ nɔ ʊ y. 
REV.2.22	Dɩga! Mɔɔ y'a karɛ an wʊta yaaba m, an fɩr yɩ, a muno jaandənno wɔɔ maam sɔ, kʊ ŋ n a bɔ a taam a zibəəro wɔɔ nɔ ʊ y. 
REV.2.23	Mɔɔ y'a nyɩnɔ wɔɔ zɩnzɛm. Bɩ kristagʊɔɔ sokʊmarɔ wɔɔ haay y'a dɔrɛ ŋ ʊ: mɔɔ m gʊaa k'a gʊaa haay lɛtaama dɔ kan a heer kɩ. Bɩ mɔɔ y'awɔɔ gʊaa biyəə hɔ kaŋ ʊ, an a ga kʊ ʊ kan a zaa zibəə kɩ.
REV.2.24	B'awɔɔ gʊɔɔ k'a nɩ Tɩyatɩɩr ʊ, a gɔɔta a n yɛ hɔdɩndarɛ naa do ma bɩ, awɔɔ n yɛ hɔ kʊ n'a hɩm ma Sʊtaana minno kʊ ŋ y'a nyaakʊm da rɔ wɔɔ ma y, awɔɔ n a ka ma k'a ŋ dɔ y. Maam bɩ mɔɔ bɩ m yarɛ m mɔr gorezaa ka awɔɔ m la y. 
REV.2.25	Bɩ, k'a nyasʊ hɔ k'awɔɔ n ta m bɩ m bala kɔɔkɔɔ, k'an ta an mɔɔ zɛrɛ dɔmɩm ku. 
REV.2.26+REV.2.27+REV.2.28	Damazaa bɩ, gʊaa k'a nyasʊ mɔɔ zibəə bɩ m an ta an a nyarɛ ku, mɔɔ paŋŋa kʊ mɔɔ mɩŋŋa a yɩ m Zɩ zi bɩ kaŋ ʊ: Mɔɔ y'a karɛ an a so do gʊta ʊ, a y'a sore ŋ ʊ kʊsɩ-kʊsɩ, a yɩ ŋ zɔrɛ amba nɩ gedro zɔm bɩ m. Mɔɔ dɔmɩrɛ monyaa kaŋ ʊ.
REV.2.29	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.3.1	Gʊrsɩra ba Sardɩ kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.3.1	Gʊaa k'a nɩ Woso ɛspri saanhɩnarɔ m kan monyaa saanhɩnarɔ kɩ bɩ nɩ meer naa do barɛ: Mɔɔ ɩbɩɩ zibəəro dɔ, ŋ y'a lɛ bɔrɛ ɩbɩɩ ʊ ŋ ʊ, ɩ mɩsɩr, bala gər n'ɩ mɩ. 
REV.3.2	Ɩ tɔ ʊ, ɩ b'a ka an gɔɔta an n'a ŋʊam k'a ga bɩ n a nyambʊr y, a mɩm bɔ ʊ. Bala, mɔɔ yɩ, ɩbɩɩ zibəə bɩ mɩŋŋabaa bɩ gʊta mɔɔ Woso mɩm ʊ y. 
REV.3.3	Hɔ k'ɩbɩɩ yɩ, ɩ ma sɔ bɩ tɔ da ɩ nɔ ʊ. Nyasʊ m k'ɩ ɩ bɔ ɩ taam. K'ɩbɩɩ n dundo ɩ zi, mɔɔ zɛrɛ am koor hɔ bɩ m. B'ɩbɩɩ bɩ wakatɩ kʊ mɔɔ n nɩ zɛm bɩ daata zɛ ɩbɩɩ ra bɩ dɔrɛ y. 
REV.3.4	Bɩ kan bɩ kɩ, ɩbɩɩ gʊɔɔ gɔsɩnnɔ ɩ Sardɩ ʊ, ŋ n dintim ka a huuro ma y. Ŋ zum kʊ ʊ kan mɔɔ kɩ, huu furo n a ma, bala, ŋ y'a ga m. 
REV.3.5	Damazaa bɩ, huu fu dure a ma ncɩnaaʊ, mɔɔ b'a tɔ bɔm mɩsɩrbaa ci b'ʊ y. Mɔɔ y'a kasɛtɩ kam m Zɩ kan a malɛɛkarɔ kɩ taa, mɔɔ ʊ, mɔɔ gʊaa m.
REV.3.6	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.3.7	Gʊrsɩra ba Filadɛlfii kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.3.7	Gʊaa mɩŋŋa, sɩrazaa bɩ, k'a nɩ Davɩd cɛlɛnyɩ m, an a gʊm bɩ gɔsɩ b'a dam ma a n a ta y, an n'a tam bɩ gɔsɩ b'a dam ma an a gʊ y bɩ nɩ meer barɛ, a ʊ: 
REV.3.8	Mɔɔ ɩbɩɩ zibəəro dɔ: Ba n nɩ, mɔɔ cɛlɛ gʊ, ɩ lɛɛ, bɩ gɔsɩ b'a dam ma an a ta y. Ɩbɩɩ paŋŋa bɩ bɩ gʊta y, bɩ kan bɩ kɩ, ɩbɩɩ gɔɔta ɩ zu mɔɔ lemim ʊ, ɩbɩɩ n bɩsɩ ka mɔɔ tɔ ma y. 
REV.3.9	Sʊtaana sokʊmacɛ gʊɔɔ kʊ ŋ ʊ, zɩɩfʊrɔ n'a mɩ rɔ wɔɔ, ŋʊaar ŋn'a barɛ, zɩɩfʊrɔ bɛɛ n ŋ mɩ y. Mɔɔ y'a karɛ, ŋnɩ bʊr, ŋnɩ bɩ kukurə zɛ ɩbɩɩ taa, bɩ ŋn'a dɔm ma ŋ ʊ, mɔɔ ɩbɩɩ ŋʊa. 
REV.3.10	Bala, ɩbɩɩ ɩ zum mɔɔ lemim ʊ kan tʊntɔʊrɛ kɩ, mɔɔ dɔrɛ ɩbɩɩ ma sɔ fɩryɩrɛ k'a nɩ zɛm bɩ bʊr durnya jilli nɔ ʊ k'a bɩ durnyazannɔ makra ba bɩ dɔmɩm ʊ. 
REV.3.11	Mɔɔ zɛm zɔɔ, nyasʊ hɔ k'ɩbɩɩ ta m bɩ m kɔɔkɔɔ, kʊ gɔsɩ b'ɩbɩɩ firgə bɩ yɔ ɩ nɩ y. 
REV.3.12	Damazaa bɩ, mɔɔ y'a bam mɔɔ Zɩ Wosocɛ bɩ sagɔ, a bɩ bɔm dɔ fɩɩga y. Bɩ mɔɔ yɩ m Woso tɔ gʊrsɩra bam ma, kan mɔɔ Woso kʊ tɔ kɩ, Zerizalɛm daa k'a a to brama mɔɔ Woso zi an nɩ zerm bɩ kɩ, kan mɔɔ tɔ daa bɩ kɩ.
REV.3.13	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.3.14	Gʊrsɩra ba Lawodisee kristagʊɔɔ sokʊma malɛɛka bɩ ma ncɩnaaʊ:
REV.3.14	Ba hɔ kʊ Amina, kasɛtɩzaa paan…, sɩrazaa, an a zɛ kʊ ra kan Woso kɩ hɔ haay darɛ sɩŋŋɩda ʊ bɩ n'a hɩm na: 
REV.3.15	Mɔɔ ɩbɩɩ zibəəro dɔ. Ɩbɩɩ bɩ nyɔɔrɛ, b'ɩbɩɩ bɩ kaarɛ y. A ŋʊa mɔɔ ʊ k'ɩbɩɩ n bɩr nyɔɔrɛ gɛɛ kaarɛ. 
REV.3.16	Bɩ k'ɩbɩɩ n zaarɔɔ, ɩbɩɩ bɩ nyɔɔrɛ, b'ɩbɩɩ bɩ kaarɛ bɩ, mɔɔ y'ɩbɩɩ bɔrɛ m lɛ. 
REV.3.17	Bala, ɩbɩɩ y'a hɩrɛ, ɩ ʊ: Hɔnyɩzaa n'ɩ mɩ, mɔɔ m ba hɔnyɩzaa, mɔɔ bɩr m kam hɔsɩ ma dɔ y, bɩ k'ɩbɩɩ n a dɔ ɩ ʊ, ɩ ɩ fɩr nɔ ʊ, cicir nɔ ʊ, ɩ m ŋʊazaa, ɩ m bʊʊ, ɩ m dɩgɩ bɩ. 
REV.3.18	Ɩbɩɩ dʊndɔ mɔɔ nawʊm k'ɩ sarma kʊ ŋ y'a sʊr bɩ si mɔɔ zi k'ɩ ba hɔnyɩzaa, k'ɩ huuro furo si, k'ɩ du ɩ ma, k'ɩ nyannɩ nyaakʊm da m. Ɩ hɔ si ɩ tɔ ɩ mɩm la k'ɩ ɩ da ma ɩ lɛɛ yɩ. 
REV.3.19	Gʊɔɔ haay kʊ mɔɔ ŋʊa rɔ wɔɔ, mɔɔ nɩ ŋ bɔm zaa ʊ, m nɩ ŋ hʊnhʊrm. Ncɩnaaʊ bɩ, ɩ tɔ ʊ, k'ɩ ɩ bɔ ɩ taam! 
REV.3.20	Ba mɔɔ jɩm cɛlɛ ma, m n'a zɛm na. Kʊ gʊaa mɔɔ leer ma, an cɛ bɩ lɛ gʊ, mɔɔ gasʊm zi. M hɔ bɩ kan kɩ, an a bɩ kan mɔɔ kɩ. 
REV.3.21	Damazaa bɩ, mɔɔ y'a karɛ, an nyɩnta kan mɔɔ kɩ, m cirbəəduu ra, amba mɔɔ m da ma sɔ, m ta m aa nyɩnta kan m Zɩ kɩ a cirbəəduu ra bɩ m.
REV.3.22	Gʊaa k'a lɛ n taa, k'an hɔ kʊ Sɛnt-Ɛspri n'a hɩm kristagʊɔɔ sokʊmarɔ wɔɔ m bɩ ma.
REV.4.1	Bɩ jɛ ʊ bɩ, mɔɔ m ya m a yɩ cɛlɛ n a gʊ brama, bɩ leer kʊ mɔɔ lɛɛ ka m a ma, an meer ba kan mɔɔ kɩ an bɔ kʊ ʊ kan huure leer kɩ b'a hɩ mɔɔ m, a ʊ:
REV.4.1	Der naa ʊ, kʊ m hɔ k'a nɩ zɛm bɩ nyɩnta ʊ bɩ hɩnka ɩ m.
REV.4.2	Lɛɛm bɩ, Sɛnt-Ɛspri zer mɔɔ ra. Bɩ, mɔɔ duu yɩ brama b'ʊ, gʊaa nɩ nyɩntam la. 
REV.4.3	Gʊaa k'a nɩ nyɩntam la bɩ, bɔ a kʊ ʊ kan jaa kʊ n n'a birm zaspɩ, n n'a birm sardʊannɩ bɩ kɩ. Bramahɔwosɩʊrɛ k'a bɔ kʊ ʊ kan jaa kʊ n n'a birm emerodɩ bɩ n bɩr duu bɩ ma. 
REV.4.4	Duuro buhɩra a yaa si ɩ bɩr duu bɩ ma, bɩ duuro wɔɔ duro burə ʊ, gʊɔɔgusinno buhɩra a yaa si ɩ nyɩnta ŋ la, ŋnɩ huuro furo du a ma, sarma firgəro nɩ ŋ mim ma. 
REV.4.5	Brama nyakɩ nɩ bɔm duu bɩ nɔ ʊ kan leerlo kɩ, kan bramahəənsire kɩ. Fɩtɩrɛ saanhɩnarɔ nɩ cirbəəduu bɩ jɩr ʊ, ŋn'ɩ yɔm kan paŋŋa kɩ, brɔɔ m Woso ɛspri saanhɩnarɔ wɔɔ. 
REV.4.6	Duu bɩ lɛɛ bɩ, bɔ a kʊ ʊ, ɩ ʊ, higʊta hi k'a nɩ yɔm pɛkʊ-pɛkʊ am kristal hɔ bɩ m bɩ m.
REV.4.6	Hɔɔmɩsɩɩrɔ si ɩ bɩr duu bɩ ma. Ŋ nɩ mɩnyaarɔ m a mɛ ma jilli lɛɛ kan jɛ kɩ. 
REV.4.7	Lɛɛkarɛ hɔmɩsɩr bɩ, bɔ a kʊ ʊ kan poozaa kɩ. A hɩɩya hɔ bɩ, bɔ a kʊ ʊ kan ŋʊaapoo kɩ. A kaakʊ hɔ bɩ meer ɩ bɔ kʊ ʊ kan gʊaa hɔ kɩ. A si hɔ bɩ bɔ a kʊ ʊ kan caa gʊta k'a wer bɩ kɩ. 
REV.4.8	Hɔɔmɩsɩɩrɔ wɔɔ za sɔrdɩ-sɔrdɩ, mɩnyaarɔ n bɩr ŋ ma jilli, kan ŋ nɔ ʊ kɩ. Sinuu ʊ kan a gunuu ʊ kɩ, a hɩ nawʊm ncɩnaaʊ bɩ ŋ bɩr a tore y, ŋ ʊ:
REV.4.8	«Mɩŋŋa, Mɩŋŋa, Mɩŋŋa, Zuuba, Woso paŋŋa k'a jirə ba ʊ, a ɩ nyɩnta ʊ, an ta ʊ, an nɩ zɛm bɩ.»
REV.4.9	Bɩ kʊ hɔɔmɩsɩɩrɔ wɔɔ bʊr ŋn'ɩ laa lɔm ŋn'a lɛ bɔm bɔ nɩ nyɩntam duu bɩ ra an mɩsɩr dɔɔraa k'a nyarɛ ba ʊ nɔ ʊ b'ʊ, ŋn'a daŋ ʊ, ŋn'ɩ yaa dam nɩ barka, 
REV.4.10	*gʊɔɔgusinno buhɩra a yaa si rɔ wɔɔ ɩ kukurə zɛrɛ bɔ nɩ nyɩntam duu burə ʊ an mɩsɩr dɔɔraa k'a nyarɛ ba ʊ nɔ ʊ bɩ taa, ŋn'a daŋ ʊ, ŋn'a firgəro wɔɔ zom duu bɩ lɛɛ, ŋn'a hɩrɛ, ŋ ʊ:
REV.4.11	«Zuuba wɔɔ Woso, ɩbɩɩ ɩ ga lɛbɔʊrɛ, daʊrɛ kan paŋŋa kɩ m. Bala, ɩbɩɩ ɩ hɔ haay da: ɩbɩɩ yɩ ŋ ŋʊa, kʊ ŋ nɩ bɩr ta ʊ, bɩ y'a ka, ɩ ŋ da.»
REV.5.1	Mɔɔ ci yɩ gʊaa k'a nɩ nyɩntam duu bɩ ra bɩ bɩsɩ wɔ ʊ, n n a gʊrsɩra ba a nɔ ʊ kan a burə kɩ, n n a kʊsɩ kʊsɩrɛ saanhɩna m. 
REV.5.2	Mɔɔ malɛɛka paŋŋazaa yɩ, an n'a hɩm kan paŋŋa kɩ, a ʊ:
REV.5.2	Nka y'a ga m, an ci bɩ gʊ, an a kʊsɩrɛrɔ wɔɔ cincer?
REV.5.3	Bɩ gʊaa ba ʊ an nɩ brama gɛɛ, tara burə ʊ gɛɛ, tara noom ʊ, an n'a dam ma, an ci bɩ gʊ, gɛɛ an dɩga a y. 
REV.5.4	Bɩ, mɔɔ heer a zar kʊ n n gʊaa yɩ an a ga m an ci bɩ gʊ, gɛɛ, an dɩga a bɩ tɔ ma. 
REV.5.5	Gʊɔɔgusinno wɔɔ gʊaa deem n a hɩ mɔɔ m, a ʊ:
REV.5.5	Ɩ b'ɩ heer zar y. Ba n nɩ, Ziida do poozaa k'an Davɩd yaŋŋa bɩ, k'a yɩ damazaa bɩ, an nɩ ci bɩ gʊm kan a kʊsɩrɛrɔ saanhɩnarɔ wɔɔ kɩ.
