MAT.1.1	Oyo ezali bakombo ya bankoko ya Yesu Kristo, mwana ya David, mwana ya Abraham :
REV.12.11	balingaki bomoi na bango te,
REV.12.11	ata kino na liwa.
REV.12.12	Yango wana yo Likolo,
REV.12.12	na bino baoyo bovandaka kuna, bosepela !
REV.12.12	Kasi mawa na mokili mpe na ebale monene,
REV.12.12	pamba te
REV.12.12	zabolo akiti epai na bino
REV.12.12	mpe atondi na kanda,
REV.12.12	mpo ayebi ete atikali na tango moke.
REV.12.13	Tango Dragon emonaki ete babwakaki ye na mabele, ebandaki kolanda mwasi oyo abotaki mwana mobali. 
REV.12.14	Kasi bapesaki mwasi yango mapapu mibale ya ndeke moko ya monene, mpo apumbwa kino na esika oyo ebongisama mpo na ye, na esobe. Kuna baleyisaki ye tango moko, batango, mpe ndambo ya tango, mosika na elongi ya nioka.
REV.12.15	Bongo nyoka esanzaki mayi ebele penza lokola ebale na simaya mwasi mpo mayi yango emema ye. 
REV.12.16	Kasi mabele eyaki kosalisa mwasi, efungolaki monoko na yango, mpe emelaki ebale oyo Dragon esanzaki. 
REV.12.17	Bongo Dragon etombokaki na mwasi, mpe ekendaki kobundisa bana na ye mosusu, ezali baoyo batosaka Mibeko ya Nzambe mpe basimba makasi litatoli ya Yesu. 
REV.12.18	Bongo Dragon ekendaki kotelema na zelo ya ebale monene.
REV.13.1	Sima namonaki nyama moko ebimaki na ebale monene, ezalaki na maseke zomi mpe mitu sambo. Elataki bikoti zomi ya bokonzi na maseke na yango ; mpe na mitu na yango bakomaki bakombo ya kotiola Nzambe. 
REV.13.2	Nyana oyo namonaki ekokanaki na nkoyi. Makolo na yango ezalaki lokola ya nyama oyo babengaka Uruse, mpe monoko na yango ezalaki lokolamonoko ya tambwe. Bongo Dragon epesaki nyama yango nguya na yango, kiti na yango ya bokonzi, mpe bokonzi monene penza. 
REV.13.3	Namonaki motu moko ya nyama wana ezalaki lokola babetaki yango peneya liwa ; mpe pota oyo elingaki koboma yango esilaki. Bongo mokili mobimba ezalaki kokamwa nyama yango mpe elandaki yango. 
REV.13.4	Bato babandaki kosambela Dragon mpo epesaki bokonzi na yango na nyama wana. Basambelaki nyama yango mpe balobaki : “Nani akokani na nyama, mpe nani akoki kobunda na yango ?” 
REV.13.5	Mpe nyama ezwaki nzela ya koloba maloba ya lofundu mpe ya kofinga Nzambe. Ezwaki mpe bokonzi ya kosala mosala na yango basanzantuku minei na mibale.
REV.13.6	Bongo ebandaki koloba maloba ya kotiola Nzambe, kotiola kombo na ye, esika ye avandaka, mpe baoyo bavandaka na Likolo. 
REV.13.7	Ezwaki nzela ya kobunda na basantu mpe ya kolonga bango. Mpe bapesaki yango bokonzi likolo ya mabota nyonso, yamikili nyonso, ya minoko nyonso mpe ya bikolo nyonso. 
REV.13.8	Bongo bato nyonso oyo bavandaka na mokili, baoyo bakombo na bango ekomama te, banda mokili esalama, na Buku ya bomoi ya Mwanameme oyo babomaki, bakosambela ye.
REV.13.9	Moto oyo azali na matoyi tika ayoka !
REV.13.10	Soki moto asengeli kokota na boloko, akokota na boloko. Soki moto asengeli kokufa na mopanga, akokufa na mopanga. Yango wana, esengeli ete bato ya Nzambe bazala bato ya kokanga motema mpe kondima.
REV.13.11	Bongo namonaki nyama mosusu ebimaki na mabele. Nyama yango ezalaki na maseke mibale oyo ezalaki lokola ya mwana-meme, mpe ezalaki koloba lokola Dragon. 
REV.13.12	Esalelaki bokonzi nyonso ya nyama ya liboso na miso na ye. Esalaki ete mabele mpe bato oyo bavandaka na mabele bakumbamela nyama ya liboso oyo ezalaki na pota oyo elingaki koboma ye mpe pota yango esilaki. 
REV.13.13	Esalaki makamwisi minene, na ndenge ete ekitisaki kutu motowuta na likolo kino na mokili, na miso ya bato. 
REV.13.14	Bongo ekosaki baoyo bavandaka na mabele na nzela ya makamwisi oyo bapesaki ye ndingisa ya kosala na miso ya nyama ya liboso. Nyama ya mibale etindaki baoyo bavandaka na mokili ete basala elilingi mpo na lokumu ya nyama oyo bazokisaki na mopanga mpe ezongaki na bomoi. 
REV.13.15	Mpe nyama ya mibale ezwaki nzela ya kopesa pema na elilingi ya nyama ya liboso mpo ete ekoka koloba, mpe eboma baoyo nyonso baboyaki kosambela yango.
REV.13.16	Etindaki lisusu bato nyonso na makasi, bato minene mpe bato pamba, bato ya bomengo mpe babola, bawumbu mpe bato ya bonsomi, ete bazwa elembo na loboko ya mobali to na elongi, 
REV.13.17	mpo ete moto moko te akoka kosomba to koteka, longola kaka oyo azali na elembo ; elembo yango ezali nde kombo ya nyama to talo ya kombona yango.
REV.13.18	Likambo oyo ezali kosenga bwania. Tika ete moto oyo azali na mayele atanga talo ya nyama. Pamba te talo yango ekokani na kombo ya moko. Talo yango ezali : nkama motoba na ntuku motoba na motoba.
REV.14.1	Bongo namonaki Mwana-meme atelemaki na ngomba ya Siona, mpe bato nkoto nkama moko na ntuku minei na minei (144.000) bazalaki elongo na ye. Mpe kombo ya Mwana meme, na oyo ya Tata na ye, ezalaki ya kokomama na bilongi na bango. 
REV.14.2	Nayokaki mongongo moko ewutaki na likolo, ezalaki lokolamakelele ya mayi monene, mpe lokola lokito ya kake monene. Mpe makelele oyo nayokaki ezalaki lokola oyo ya babeti mandanda, oyo bazali kobeta mandanda na bango. 
REV.14.3	Bazalaki koyemba nzembo ya sika liboso ya Kiti ya bokonzi, liboso ya bikelamo minei ya bomoi mpe ya bampaka. Mpe moto ata moko te akokaki koyekola nzembo yango, longola kaka bato wana nkoto nkama moko na ntuku minei na minei (144.000) oyo bakangolamaki na mabele. 
REV.14.4	Ezali bato oyo babebisaki nzoto na bango te na basi, pamba te bamibatelaki peto. Ezali baoyo bazalaki kolanda Mwana-meme na bisikanyonso ye azalaki kokende. Bakangolaki bango na kati ya bato, mpo bakaba bango epai ya Nzambe mpe epai ya Mwana-meme lokolamakabo ya liboso. 
REV.14.5	Lokuta emonanaki na monoko na bango te, mpe bazalaki na mabe ata moko te.
REV.14.6	Bongo namonaki anzelu mosusu azalaki kopumbwa na kati ya likolo, azalaki na Sango Malamu ya seko mpo na kosakola yango na bato oyo bavandaka na mokili : na bato ya bikolo nyonso, ya mabota nyonso, ya minoko nyonso, mpe ya mikili nyonso. 
REV.14.7	Azalaki koloba na mongongo makasi :
REV.14.7	—Bobanga Nzambe mpe bopesa ye nkembo ; pamba te tango ya Nzambe mpo na kosambisa bato ekoki. Bokumisa ye oyo asalaki likolo, mokili, ebalemonene mpe bipai mayi ebimaka !
REV.14.8	Anzelu ya mibale alandaki mpe alobaki :
REV.14.8	—Mboka monene ya Babilona, ekweyi, ekweyi ; yango moto emelisaki batoya bikolo nyonso vino ya kanda ya kindumba na yango !
REV.14.9	Bongo anzelu ya misato alandaki bango mpe alobaki na mongongo makasi :
REV.14.9	—Soki moto asamopanga nyama mpe elilingi na yango, mpe azwi elembo na elongi to na loboko na ye, 
REV.14.10	ye mpe akomela vino ya kanda ya Nzambe, oyo esangana na eloko moko te, oyo batia na kopo ya kanda na ye. Akomona pasi na moto mpe na sufululiboso ya baanzelu basantu mpe liboso ya Mwana-meme. 
REV.14.11	Mpe molinga ya pasi na bango ekomata na likolo libela na libela. Baoyo bakumbamelaka nyama mpe elilingi na ye, mpe moto nyonso oyo akondima kozwa elembo ya kombo na ye, bakopema te butu mpe moi.
REV.14.12	Yango wana basantu, baoyo babatelaka mibeko ya Nzambe mpe kondima na bango na Yesu, basengeli kokanga mitema.
REV.14.13	Bongo nayokaki mongongo moko ewutaki na Likolo mpe elobaka :
REV.14.13	—Koma : Esengo na bato oyo bazali kokufa kati na Nkolo ! Mpe Molimo alobi : E e ! mpo ete bapema na misala na bango, pamba te misala na bango ezali kolanda bango.
REV.14.14	Bongo namonaki lipata moko ya pembe. Mpe moto moko akokanaki na Mwana ya moto afandaki na kati ya lipatayango : alataki ekoti ya bokonzi ya wolo mpe asimbaki mopanga moko ya mino penza oyo balongolelaka mbuma na bilanga. 
REV.14.15	Anzelu mosusu abimaki na Ndako ya Nzambe, agangaki na mongongomakasi na moto oyo avandaki likolo ya lipata :
REV.14.15	—Kamata mopanga na yo mpe kata mbuma, mpo tango ya kolongola mbumaekoki, mpe mbuma ya mokili esiʼekomeli. 
REV.14.16	Bongo moto oyo afandaki likolo ya lipata asalelaki mopanga na yena mokili mpe alongolaki mbuma na yango.
REV.14.17	Anzelu mosusu abimaki na Ndako ya Nzambe, oyo ezali na Likolo. Ye mpe azalaki na mopanga moko ya mino penza oyo balongolelaka mbuma na bilanga.
REV.14.18	Sima anzelu mosusu oyo azalaki na bokonzi likolo ya moto, abimaki na esika batumbaka makabo. Mpe agangaki na mongongo makasi epai ya ye oyo asimbaki mopanga ya mino penza ; alobaki na ye :
REV.14.18	—Kamata mopanga na yo, mpe kata bambuma ya nzete ya vino oyo ezali na mokili ; pamba te bambuma na yango esiʼeteli.
REV.14.19	Bongo anzelu wana asalelaki mopanga na ye na mokili. Mpe akataki bambuma ya nzete ya vino oyo ezalaki na mokili, mpe abwakaki yango na nzungu monene ya kanda ya Nzambe. 
REV.14.20	Bongo bakamolaki mbuma yango na libanda ya vile, na kati ya nzungu wana ya monene. Makila mingi ebimaki na nzungu yango, etondaki kino kokoma na monokoya punda, soki punda etelemi, mpe epanzanaki na mokili kino na bakilometele nkama misato.
REV.15.1	Bongo namonaki na Likolo, elembo mosusu ya monene mpe ya kokamwa : baanzelu sambo bazalaki na bapasi sambo, yango ezali bapasi ya suka ; pamba te na yango nde Kanda ya Nzambe ekokokisama. 
REV.15.2	Namonaki mpe ebale monene esangana na moto, ezalaki lokola talatala. Namonaki lisusu baoyo balongaki nyama, mpe elilingi na yango, mpe na talo ya kombo na yango, batelemaki likolo ya ebale monene oyo ezalaki lokola talatala, mpe bazalaki na mandanda ya Nzambe. 
REV.15.3	Bazalaki koyemba nzembo ya Moyize, mosali ya Nzambe, mpe nzemboya Mwana-Meme :
REV.15.3	Nkolo Nzambe ya nguya nyonso,
REV.15.3	misala na yo ezali minene mpe ya kokamwa !
REV.15.3	Nkolo ya biloko nyonso ;
REV.15.3	banzela na yo ezali sembo mpe solo.
REV.15.4	Nkolo, nani akobanga yo te
REV.15.4	mpe akoboya kokumisa kombo na yo ?
REV.15.4	Pamba te yo kaka nde ozali Mosantu.
REV.15.4	Bato ya bikolo nyonso bakoya,
REV.15.4	mpe bakosambela yo ;
REV.15.4	pamba te misala na yo ya bosembo
REV.15.4	emonani polele !
REV.15.5	Sima ya makambo wana, natalaki mpe namonaki Ndakoya Nzambe na Likolo efungwamaki, yango nde Ndako ya kapo ya litatoli.
REV.15.6	Bongo baanzelu sambo oyo bamema bapasi sambo babimaki na Ndako ya Nzambe. Balataki elamba oyo babengaka lino ; ezalaki ya peto mpe ezalaki kongenga makasi penza, mpe bakangaki mikaba ya wolo na tolo na bango.
REV.15.7	Moko na kati ya bikelamo minei ya bomoi epesaki na baanzelu sambu bakopo sambo ya wolo, oyo ezalaki ya kotonda na kanda ya Nzambe, ye oyo azali na bomoi libela na libela. 
REV.15.8	Bongo Ndako ya Nzambe etondaki na milinga oyo ewutaki na nkembo ya Nzambe mpe na nguya na ye. Mpe moto moko te akokaki kokotana Ndako ya Nzambe, kino tango bapasi sambo ya baanselu sambo ekokisamaki.
REV.16.1	Bongo nayokaki mongongo moko ya monene ewutaki na ndako ya Nzambe, elobaki na baanzelu sambo :
REV.16.1	—Bokende mpe bosopa na mabele bakopo sambo ya kanda ya Nzambe.
REV.16.2	Anzelu ya liboso akendaki mpe asopaki kopo na ye na mabele. Bongo bapota ya somo mpe ya pasi ebimaki na nzoto ya bato oyo bazalaki na elembo ya nyama mpe bakumbamelaki elilingi na yango.
REV.16.3	Anzelu ya mibale asopaki kopo na ye na ebale monene, mpe ebaleekomaki makila lokola ya moto akufi ; mpe biloko nyonso ya bomoi oyo ezalaki na ebale, ekufaki.
REV.16.4	Anzelu ya misato asopaki kopo na ye na ba-ebale mpe na bisika mayi ebimaka ; mpe ekomaki makila. 
REV.16.5	Bongo nayokaki anzelu oyo azalaki na bokonzi likolo ya mayi, alobaki :
REV.16.5	—Ozali sembo, yo oyo ozali mpe ozalaki ; Mosantu, mpo okati bongo ! 
REV.16.6	Pamba te basopaki makila ya basantu mpe ya baprofeta ; mpe opesi bango makila mpo bamela, yango ekoki na bango.
REV.16.7	Bongo nayokaki mongongo moko ewutaki na mesa oyo batumbelaka makabo, elobaki :
REV.16.7	—E e, Nkolo Nzambe ya nguya nyonso, okataka makambo na ndenge yasolo mpe ya sembo !
REV.16.8	Anzelu ya minei asopaki kopo na ye likolo ya moi. Mpe moi ezwaki nzela ya kozikisa bato na moto. 
REV.16.9	Bato bazikaki na moto ya makasi penza mpe babandaki kofinga kombo ya Nzambe oyo azali na bokonzi likolo ya bapasi wana. Kasi baboyaki kobongola mitema na bango mpe kopesa ye nkembo.
REV.16.10	Anzelu ya mitano asopaki kopo na ye likolo ya kiti ya bokonzi ya nyama ; bokonzi ya nyama yango ekomaki molili, mpe bato babandaki komiswa lolemo mpo na pasi ; 
REV.16.11	bafingaki Nzambe ya Likolo, mpo na bapasi na bango mpe mpo na bapota na bango. Kasi baboyaki kobongola mitema na misala na bango.
REV.16.12	Anzelu ya motoba asopaki kopo na ye na ebale monene ya Efrate ; bongo mayi na yango ekawukaki mpo na kobongisa nzela ya bakonzi mineneoyo bakowuta na Este. 
REV.16.13	Bongo namonaki milimo misato ya mbindo lokola magorodo ebimaki na monoko ya Dragon, monoko ya nyama, mpe na monoko ya moprofeta ya lokuta. 
REV.16.14	Yango nde milimo ya mbindo oyo esalaka makamwisi, mpe ekokende epaiya bakonzi minene ya mokili mobimba, mpo na kosangisa bango esika moko mpo na etumba ya mokolo monene ya Nzambe ya nguya nyonso.
REV.16.15	Tala : nazali koya lokola moyibi. Esengo na moto oyo azalikokengela mpe azali kobatela bilamba na ye, mpo ete atambola bolumbu tempe bamona soni na ye te.
REV.16.16	Bongo milimo wana esangisaki bakonzi minene na esika oyo babengaka na monoko ya Ki-ebreo : “Armagedoni”.
REV.16.17	Anzelu ya sambo asopaki kopo na ye likolo ya mopepe, mpe mongongo moko ya monene ewutaki na Kiti ya bokonzi, ebimaki na Ndako ya Nzambe, elobaki :
REV.16.17	—Ekokisami !
REV.16.18	Bongo kongenga ya kake emonanaki, kake ebetaki, lokitoeyokanaki, mpe mokili eninganaki makasi penza. Koningana ya ndenge wana naino esalama te banda moto azali na mokili. 
REV.16.19	Vile monene ekabwanaki na biteni misato ; mpe bavile ya bikolo nyonso ebukanaki. Bongo Nzambe akanisaki vile monene ya Babilona mpe apesaki yango kopo oyo etonda na vino ya kongala ya kanda na ye. 
REV.16.20	Bisanga nyonso ekimaki, mpe bangomba emonanaki lisusu te. 
REV.16.21	Mbula ya mabanga minene enokaki : libanga moko ezalaki na bakilo pene-pene ntuku minei na mibale na ntuku misato, mpe ezalaki kokweyela bato. Bongo bato bafingaki Nzambe mpo na pasi ya mbula wana ya mabanga, pamba te pasi yango ezalaki monene mingi.
REV.17.1	Bongo anzelu moko na kati ya banzelu sambo oyo bazalaki na bakoposambo, ayaki mpe alobaki na ngai :
REV.17.1	—Yaka, nakolakisa yo etumbu ya mwasi ya ndumba monene, oyo avandi likolo ya bamayi mingi. 
REV.17.2	Bakonzi minene ya mokili basalaki ekobo elongo na ye, mpe baoyo bavandaka na mikili balangwa vino ya kindumba na ye !
REV.17.3	Bongo anzelu amemaki ngai na Molimo kati na esobe. Kuna, namonaki mwasi moko afandaki likolo ya nyama ya motane, nyama yango ezalaki ya kotonda na bakombo ya kofinga Nzambe, mpeezalaki na mitu sambo mpe na maseke zomi. 
REV.17.4	Mwasi yango alataki bilamba ya motane ya pete-pete mpe motane ya makasi, babizu ya wolo, mabanga ya talo, mpe mayaka. Asimbaki na loboko na ye kopo ya wolo etonda na makambo ya sonimpe ya bosoto ya kindumba na ye.
REV.17.5	Kombo moko ezalaki ya kokomama na elongi na ye : “Sekele, Babilona vile monene, mama ya basi ya ndumba mpe ya makambo ya soni ya mokili.” 
REV.17.6	Mpe namonaki mwasi yango alangwaki makila ya basantu mpe makila ya batemwe ya Yesu. Nakamwaki mingi penza tango namonaki ye.
REV.17.7	Bongo anzelu alobaki na ngai :
REV.17.7	—Mpo na nini ozali kokamwa ? Nakoyebisa yo sekele ya mwasi wana, mpe ya nyama oyo ezali komema ye, oyo ezali na mitu sambo mpe maseke zomi. 
REV.17.8	Nyama oyo omonaki, oyo ezalaki liboso mpe sikʼoyo ezali te, ekobima na libulu ya molai mpe ekokende na libebi. Bongo bato oyo bavandaka na mokili, baoyo bakombo na bango ekomama te na Buku ya bomoi banda na ebandeli ya mokili, bakokamwa tango bakomona nyama wana. Pamba te, nyama yango ezalaki liboso mpe sikʼoyo ezali te ; mpe ekoya lisusu.
REV.17.9	Mpo na kososola makambo oyo, esengeli ozala na bwania mingi.
REV.17.9	Mitu wana sambo, ezali bangomba sambo epai mwasi afandi. Yango ezali mpe bakonzi minene sambo. 
REV.17.10	Mitano basiʼbakweya na bokonzi, moko azali sikʼoyo na bokonzi, mpe mosusu ayei naino te. Tango akoya, esengeli awumela mwa tango moke. 
REV.17.11	Bongo nyama oyo ezalaki liboso mpe sikʼoyo ezali lisusu te, yango nde mokonzi ya mwambe. Nyama yango ezali moko na kati ya bakonzi wana sambo, mpe ekokende na libebi.
REV.17.12	Maseke zomi oyo omonaki, ezali bakonzi zomi oyo bazwi naino bokonzi te. Kasi bokonzi na bango ekozala ya ngonga moko kaka, elongo na nyama wana. 
REV.17.13	Bango nyonso zomi bazali na likanisi kaka moko, mpe bakopesa nguya mpe bokonzi na bango na nyama wana. 
REV.17.14	Bakobunda na Mwana-meme, kasi Mwana-meme akolonga bango, pamba te ye azali Nkolo ya bakolo mpe Mokonzi ya bakonzi. Akolonga bango elongo na bato oyo bazali na ye elongo, baoyo Nzambe abenga mpe apona, mpebazali ya kokangama na ye.
REV.17.15	Bongo anzelu alobaki na ngai :
REV.17.15	—Bamayi oyo omonaki epai mwasi ya ndumba afandaki, ezali bato yamokili, bato ebele, bikolo, mpe minoko.
REV.17.16	Maseke zomi oyo omonaki mpe nyama wana, bakoyina mwasi ya ndumba. Bakobotola ye biloko na ye nyonso mpe bakotika ye bolumbu, bakolia mosuni na ye, mpe bakotumba ye na moto. 
REV.17.17	Pamba te Nzambe atia na mitema na bango posa ya kokokisa makanisina ye ; bakoyokana mpo na kopesa nyama wana nguya na bango ya kokamba, kino tango Maloba ya Nzambe ekokokisama. 
REV.17.18	Bongo mwasi oyo omonaki, ezali vile monene oyo ezali na bokonzi likolo ya bakonzi minene ya mokili.
REV.18.1	Na sima ya makambo wana, namonaki anzelu mosusu awutaki na Likolompe ayaki kokita. Azalaki na nguya monene, mpe nkembo na yeengengisaki mokili. 
REV.18.2	Agangaki na mongongo makasi :
REV.18.2	Vile monene ya Babilona ekwei, ekwei.
REV.18.2	Ekomi mboka ya bazabolo,
REV.18.2	ebombamelo ya milimo nyonso ya mbindo
REV.18.2	mpe ebombamelo ya bandeke ya mbindo mpe oyo eboyama.
REV.18.3	Pamba te bikolo nyonso emelaki vino
REV.18.3	ya kanda ya kindumba na yango.
REV.18.3	Bakonzi minene ya mabele basalaki ekobo elongo na vile yango,
REV.18.3	mpe bato ya mombongo ya mabele bakomaki na bomengo mingi
REV.18.3	wuta na bomengo na yango oyo eleki ndeko.
REV.18.4	Bongo nayokaki mongongo mosusu ewutaki na Likolo, elobaki :
REV.18.4	—Bino bato na ngai, bobima na kati ya vile wana, mpo ete bosangana na masumu na yango te, mpe bozwa bapasi na yango te. 
REV.18.5	Pamba te masumu na yango etondi mingi kino na Likolo. Mpe Nzambe akanisi mabe na yango. 
REV.18.6	Bosalela yango ndenge yango esalaki bino. Makambo oyo esalaki, bofuta ye yango mbala mibale. Kopo oyo esangisaki mpo na bino, masanga ya ngai oyo emelisaka, bomelisa ye yango mbala mibale. 
REV.18.7	Boyokisa yango pasi mpe mawa, ndenge yango ezalaki komikumisa mpe emitondisaki na bomengo. Pamba te ezali koloba : “Navandi lokola mokonzi monene ya mwasi ; nakufela mobali te, mpe nakosala matanga ata mokolo moko te.”
REV.18.8	Yango wana, bapasi na yango ekokweyela yango na mokolo moko : liwa, matanga, nzala, mpe bakotumba yango na moto. Pamba te Nkolo Nzambe oyo apesi yango etumbu, azali na nguya mingi.
REV.18.9	Bongo bakonzi ya mokili, baoyo basalaki na yango ekobo mpe basanganaki na bisengo na yango, bakomona pasi mpe bakolela mpo na vile wana, tango bakomona milinga ya moto oyo ekozikisa yango. 
REV.18.10	Bakotelema mosika mpo na kobanga pasi oyo ekokweyela vile yango. Bongo bakoloba : “Mawa ! Mawa ! Vile monene, Babilona vile ya nguya ! Pamba te kobeba na yango eye kaka na ngonga moko !”
REV.18.11	Bongo bato ya mombongo ya mokili bakolela mpe bakosala matanga mpo na vile yango, pamba te moto ata moko te akosomba lisusu biloko na bango : 
REV.18.12	wolo, palata, mabanga ya talo, mayaka, bilamba ya lino ya pete-pete, bilamba ya motane ya pete-pete, bilamba ya swa, bilamba ya motanemakasi, banzete nyonso ya solo kitoko, biloko ya ndengena ndenge oyo esalami na pembe ya nzoku, biloko ya ndenge na ndengeoyo esalami na banzete ya talo mpe na bibende lokola “Bronze”, “Fer”, mpe na mabanga ya kitoko oyo babengaka “Marbre” ; 
REV.18.13	biloko basangisaka na bilei mpo na koyeisa yango elengi, malasi, mire, banzete ya solo kitoko oyo batumbaka, vino, mafuta, farine, ble, bangombe, bameme, bampunda, shario, bawumbu, mpe milimo ya batu.
