GEN.1.1	Apanll chtakchu, kanindaatstam, tsapootstam tinarangiya. 
ROM.8.17	Ashiri zapshina Apanllish kizpur taachini; kisshaparee taachiniya. Iyaa pachindkeeja nduni. Tatsamooruni Isuspat taachiniya. Watam Apanlltamani wipiniwa. Nish sitarunasish Isusungaz wamin kiyung kachiykuni, uwsha kuskachu, kurak ashiruni Apanllip taachiniya.
ROM.8.18	Ashiri Isuschichini kiyungutaati kachiykuni, ¿mayaamshtaja mangich mantschich? watam shamangashish taachuwa. Natumari sitarunasish kiyung kachiykiniya; itaru Isus kuskachu, Isuspa Apanllip taakchuni, urutarishaparee kis taachchi. 
ROM.8.19	Anoom kis kutakaniya iya. Yusur Isus kuskachu, Apanllini wipini uwapat washunand kurak ashiruni taachiniya. Tsapurunasish maachi ichinguru Apanll tinarangu an anoomtam kutakiya. 
ROM.8.20+ROM.8.21+ROM.8.22	Natumasam Apanll tinamarini ichinguru tsipatsiptar ashkiya. Maachi ichinguru kuchakiya. Sirútamasta kiyung kachiyshish chtarangiya; na in anuritam kiyung kachiykanaya. Ashiri maachi ichinguru Apanlleem kutakanaya. Istangasinda átssincha. Ashiri zapshina Apanll ichinguru kaneescheem tinachiya. Apanllchichee kurakaam ínakchu, ichinguru múchashimash tinachiya. Anoomsha kutaktamsinaya.
ROM.8.23	Iysha anoomtam kutakaniya. Isus musá kusachpa, nutseemani múchashimash kinangsinda, atiniya. Isusup kárkachuni múchashimasheem iyaa ínachshitaya. ¿Waanaatsi Wani iyash tapshtuyaru, iyaa tamareeja nda wipaam izuuru ínach? Ashiri Apanllip Isuspat kis taachiniya. 
ROM.8.24	Waanaatsi Wip ichtaru ituyamarangu, wanutseem múchashimash tinarangu, iyaatssha: Xamachi, Ipari kuskachu anush nutseemis múchashimash tinchintspa, tárangiya. Iysha anuri mangoonkiniya. Ndunnaa nutseemani múchashimash pishtaku, ¿mayaama anoo ngutich kutachich? 
ROM.8.25	Itaru, wand iyaam pishtakiya. Ashirucha, Isus iyaa yamachu anoom kis kutakaniya; nda sambaytakani.
ROM.8.26	Ashirucha, Apanll Wani iyaa istakiya nda sambaytamaama. Yaani pinasakaniya. Mishat, Apanllpat tsiyatamaam chiyaa istakiya. Tamantsakuni, ¿Amcheezinee? atuni, Apanll Wani iyaa istakiya. Watam waana Apanllpat minamari mangooz chinakanawa; ashirucha tsiyatamaam kapung yasakiya. Apanllpat iyaam kizpur tsiyatkiya. Chiy anoo chinamaam pinasakchi. 
ROM.8.27	Itaru, iy mazinamaam pinasakitaatani, Apanllsha anoo mazinakiya. Apanllpat tsiyatku, Apanll Wani iyaam itsinsaru mashkiya, watam mangeetsini yasakuwa. Apanll zandku anootsim Apanll Wani iyaam mashkiya. 
ROM.8.28	Ndamba yasariniya, yuwaa Apanll waana zandkachu anoo xapoomaam wanindaja. Iyaa waama tiptsir kizpur ipusarangu, iyaa izuuru istakiya. Ashirucha, Isusoo mangoonkuni, Waanaatsi Wan iyash pshtayaru, uwsha iyaa wanasireem izuuru ínachiya. 
ROM.8.29	Mishat, watam iyaa Apanll wasina yasayaru, iyaa: Ipari Isus tamaka wanasir taaku, ashiritam izuuru wanasir taachinllinpa átu, iyaa ipusirangiya. Ashiri ipuseeru, Isusoom zoonll kinarangini. Iyaa zoonlltaa, itaru Isus iyaatsim wamari kasiriya. Watam uw Apanlliwa. 
ROM.8.30	Sirútamasari iyaa Apanll ipuseeru, Iparimuni Isusumun mangis tatungtsa, táyaru, iysha ayu, táranginiya. Yashingoo tatutseeru, iyaa wipaam ínarangu. Ashirucha, Isus wamin iyaa mangeetsini yararangiya. Sheeru, iyaa: Tputsireetsi ungirtachima; iparpati Isuspat kurakaam ínachima, tárangiya Apanlli.
ROM.8.31	¿Tamaru Apanll iyaa istaka? Kizpuri istakiya. ¿Chak Apanllpat tatsamooch? Mayaa, Apanll iyaa chinaku, istaku, ¿chakaja iyaa kasiku kasich? 
ROM.8.32	¿Tamareeja Apanll Wipaa Isusoo tsipun nda pachindarangu, iyaam kiyung kachiyeeru tsiparangu, iyaam taarasheemani pachindach? Isusoo chinarangu ashiritam iyaa chinarangu, iyaam taarashshee pachindamaam wanindaja. 
ROM.8.33	Apanll iyaa ipusarangu, wipaam ínayaru, ¿chak Apanllee: Tputsirish yutaritssincha, tách? Atitaatssin, ¿tamaree Apanll anoo mazinach? Watam waana mangeetsini yararanguwa. 
ROM.8.34	¿Chakaja iyaa waneeku wánich? ¿Antaati Isus iyaa wánich? Watam Isus iyamand yutaritshishirini tsiparanguwa.
ROM.8.35	¿Chakaja Isusoo iyaa tuwanlltach? Isus urutari iyaa chinakiya. Kiyung kachiykitaatich, mangich mantsakitaatich, tputs chiyaa tamundakitaa, ¿Apanll nuwaa chinakeeja, tácheezich? Nduni. Marizpata taakuch, zapeertaatich taakuch, tputs chiyaa pachamaam zandkitaa, ¿Apanll nuwaa chinakeeja, tácheezich? Nduni. Isus chiyaa urutari chinakiya; nda ayamtaati kasachiya. 
ROM.8.36	Apanllpanee mang' sirútamasa Apanll p'tseeyaru, uwsha Apanllpat tsiyatarangu, zurku, tárangiya.
ROM.8.36	Shiyamand kaminish iyaa pachamaam zandkana, Apaa; ichinguru zari zandkana, tárangiya. Opeejaatspazini ashiru iyaa pachamaam tputs zandkana;
ROM.8.36	tárangiya. Yuwaa, tárangu anoo zurku atiya. Ashiri iyaa Apanllimand kuk pachamaam zandkitaatssin, ashiritaa Apanll iyaa nda ayamtaati kasachiya; urutamari chinachiya.
ROM.8.37	Ashiri anuri mangoonangtsa. Chiyaa kiyung yachaktaatssin, Isussha chiyaa ksumish chinaku, wizpuririni panakchu, chiyamarit kasikchi. 
ROM.8.38+ROM.8.39	¿Tamaree iyaa Apanll natsach? Apanllpat iy taakuni, ¿mayaja iyaa tuwanlltach? ¿Nitaati Apanll iyaa nda chínak? Kizpur iyaa chinakiya, watam iyaam Wipaa zanganiranguwa. Ayamtaa iyaa chinamaam pastacheeja. Tsipakchitaatini, nitaati chínash pastacheeja. Kchittaattani taakuni, ¿tamareeja pastach? ¿Ashiri mayaatseeja punichich? watam Apanll iyaa chinakuwa.
ROM.8.38+ROM.8.39	¿Tsipatseetstaa, taarasheetstaa, misha Apanlleetstaa wasundururee, Yashingootstaa muchchuree punicheezich? nduni. ¿Yutaritshish sirú tushiyrangu anootstaa, zapish tushiykchu anootstaa, kanindshucheetstaa, tsapushcheetstaa punicheezich? Nduni.
ROM.8.38+ROM.8.39	Watam urutamari Apanll iyaa ksumish chinakuwa. Apanll iyaa patsisaku, ¿chaka iyaa tuwanlltach? Ashirucha, Wipamun Ísúkirístumun iyaa chinaku, ayamta nda kasachiya táshina.
ROM.8.38+ROM.8.39	Ashiri yuwaa Apanllimun Wani kizpur taakini anoo kamaneena.
ROM.9.1	Ashiriya, Isuschichis, mazinangtsa nuwaa kuki; mangishi chinakuri, Apanll Wani mangishi, zuraktishcha, táyaru, nuwsha anootstam itsinsaru kamanchintspa, watam Apanllchichinawa. 
ROM.9.2	Átana nuwaya; yaanpatatangaz Utaáshuchingaz mangi mantsakina kizpuri; zandsimun kiyung kachiykina; watam Isusoo ngatkanawa. 
ROM.9.3	¿Tamashta nda mangoonkana? Isusoo mangoonachinllinpa atina. Ashirucha, Mangoonpana turi, nuwaanaatsi tsipani nda pachindki. Utaáshuchin mangoonkinaarsin, nuwaatsina Isus waani kapeetchinda átana. [Itaru, nuwaa kapeetcheeja, watam Apanllchichinawa; pinasakcha. Itaru, ngutariti zuwanlleetsi Utaáshucheetssin ksumish chinakuri tina.]
ROM.9.4	Apanllsha Utaáshuchee kizpur chinakcha, watam sirútarit zitaminaa waamat tiptsireem ínaranguwa. Sirú Apanll iyapat Utaáshuchpat taarangu, machip íwarip Apanll kuk kimarangu, waana iyashchish yakarangu, 'sinirineetsi parangusin, napuxtarangana. Anush Apanllsha: Nuwaa kuki payukinaareesa, uru siyaa wanasir istachintspa, tárangiya. Apanll waanaatsi kuk tuyandayaru, iyaamsha Utaáshucheemani zitaminarini panarangiya. Apanll Utaáshucheewaatsini waanaats kis ungirtamaam tayaspatarangiya. Ipareetsi siyap zanganchima, tárangitamta. 
ROM.9.5	Apanll zitaminarineetsini upachir chinarangu, anoo ichinguru kamanirangiya; Istachintspa, tárangiya. Iyaatstam nllurnureetsini chinaktamta. Apanll Wip Isusu Utaáshuchish nllurtarangitamta. Isus kikiritcha Apanlli; wamari kasiru. Ungirtakuni, Shiy kizpurtishcha, Isusoo, uru táchinipa. Ashirucha, Apanll Utaáshuchee kizpur chinakiya; táshina.
ROM.9.6	Itaru, Apanll xapookparee Utaáshuchee, tárintspa, watam Utaáshuch tputs nda ichingurusin Apanllee tachitkanawa. Nitaati ichingurusin Utaáshuch Apanlleeja tiptsiri, nduni. Itaru, yuwaatsim ichinguru Apanll Utaáshuchee ashchima, tárangu, anootsimari tatsamchiya. 
ROM.9.7+ROM.9.8	Yuwaatsim Apanll waana ipusku anootsim tputsirtana tiya. Apramarinchich nlluranurini zapanimuntaa, itaru ¿antaati ichingurooja kaapa Apanll tiptsir? Watam Apanllsha Apramarineetsi: Nuw kaapa chinachi an watacha iparish Isaaka,
ROM.9.9	Apanll Apramarineetsini tárangiya; Yusur arangtachish masach kuschima. Ashparitam zari anush Sar urutarisha wip wanindachu kuschima,
ROM.9.10	Anumunsha Isaakarin wachinayaru, kizaa yamayaru, wipaam tsimbun tinarangiya. Wizanll Rebekarini tsimbun iwipuru, tatsipurangiya. 
ROM.9.11	Itaru, ndatuma tatsipuru, ndatuma nllurtarsin, Apanll wasina minamari Akoparineetsim ipusarangiya. Ndatuma yutaritshishee yasarsin, Apanll minamtaatsimari ipusarangiya. ¿Nitaati Apanll: Incha wanasiri, in ipuschima, tárangeeja? nduni. Waana Apanll zandku anootsim ipusarangiya. 
ROM.9.12	Apanll Rebekarinee tárangiya: iparish shipamunach kizpur kurak taachiya. Itaru, iwachiztamarinsha kurakatam zuwanllimand tsipas taachiya,
ROM.9.13	Yusur minu Apanll tuyandarangiya. Tárangeeja;
ROM.9.13	Akoparini tputsireemi ipusarangina.
ROM.9.13	Itaru, zoonllee Esawarineetsi nuw niyrarangina,
ROM.9.13	tárangiya Apanlli. Ashiri Apanll Akoparineetsim ipusarangiya.
ROM.9.14	Apanll yutaritparee, ¿mayaama ashirang? ¿tamaree kanxoo ndaturi nllurtaru anoo niyrchich? Nduni, tárintspa. 
ROM.9.15	¿Apanll Móysisarineetsi tuyandaku amaranga?
ROM.9.15	Nuwaana zandkuri, tputsee yuwaa nuwaana chinaki anoo nayanichima,
ROM.9.15	tárangiya. 
ROM.9.16	Ashiri Apanll waana tputsee nayanimaam zandku, nayanikiya. ¿Nitaati tputs: Apaa, ipusanda, táyaru, Apanll ipusak? nduni. Mishat, tputs: Wanasir taakuri, kiyung kachiykuri, anumand Apanll nuwaa ipusachparee, átu, ¿nitaati Apanll anumand ipusak? nduni. Waantari Apanll tputsee nayanikchu, anoo ipuschima, atiya. 
ROM.9.17	Itaru, Apanll Parawrineetsini nda ashirangiya. Apanll Parawrineetsini:
ROM.9.17	Nuw shiyaa ipazapi aturi, shiyaa kurakaam ínarangina. Waani tputs ichingurusin tsapurunas ztaru nuwaa yasapana aturi,
ROM.9.17	tárangiya Apanlli.
ROM.9.18	Ashirucha, Apanll tputsee ipuseeru, nayaniku istakiya; tina.
ROM.9.19	Itaru, tputs ashpatam átpasinaya; Watam Apanll waana zandku, nda ipuskuwa. Ashiri nuwaa kasarangu, nda ipusarangu, ¿mayaamshta nuwaa wanichinda? ¿Ashiri yuwaa Apanll nda zandku anoo chiy tamaycheezich? átpasinaya tputsi. 
ROM.9.20	Itaru, siysa anoo tárintspa. ¿Tamaree tputsich Apanllee yámchich? Nitaati chiy Apanllpa waritareezich. Napa kiz muritsaa kayateeru, nitaati murits: ¿Mayaamsha shiy nuwaa muritsaam kayataksha? teeja nda.
ROM.9.21	Watam kiz yuwaa waana zandku anoo kayatariya. Wanasirimash kayatamaam zandku, kayatkiya. Yuttamaa mangutari payumaam zandku, yuttamaama kayatkitamta.
ROM.9.22	Apanll ashkitamcha chiyaatsi. Wapaz waana tsiyantayaru, wizpuririni tuyamandamaam zandkachu, waneekchu, ¿chiy anoo tamaree watsta; shirinllpa táchich?
ROM.9.22	Itaru, Apanllsha uru nayaniku, nda musá wanitariya. Apanll wanipa tputseem kutarangu, nda musá waneerangu, ashiritaa nda mangoonkana. Tputsee wanimaam waritaktaa, Apanll nayaniku, kutakiya. 
ROM.9.23	Itaru, iyaatssha wasina ipusarangu, nda waneerangiya. Nayanisheem ipusarangiya. Iyaa kizpur chinarangu, nayanirangu, wipaam ínarangiya. Ashirucha, urutamari Apanllush wanasirimshirini kispa taachiniya; atiniya. 
ROM.9.24	Apanll iyaa Utaáshucheetsini ashpatam ipusarangiya. Siyaatstam tunareetsis ashpatatam ipusarangiya. Waana zandarangu ashirangiya. 
ROM.9.25	Watam apanllpan zitamin anootstam wasina kamaniranguwa. Tunareemtamtis Apanll Oseyasarineetsi tuyandakchu, tárangiya;
ROM.9.25	Piyartacheetstaa tputs: Siyaa tputsirtana, táchina. Yuwaa nda chinarangi anootstaata: Siyaa ksumish chinaki, táchina. 
ROM.9.26	Yuwari tputsee siyaa tputsireezi, tárangi anootstaa, natshacha tputsirtana táchina. Ashiri tputs: Apanll urutamari taataru anu arapchee tputs wipaam ínarangiya; tputs ztaru táchinlliniya;
ROM.9.26	tárangiya Apanlli. Ashirucha, tárangu anurisha arapcheetsis tputsis ashpatam ipusarangiya táshina. 
ROM.9.27	Itaru, iyaatssha Utaáshucheetsini Isáysarini wasina kamanirangtamta;
ROM.9.27	Utaáshuchin zapantaatssin, mazach tamaparee ashirusin, Apanll waneekchu, machinshapa kamungchinlliniya, tárangiya. 
ROM.9.28	Apanll k'kuz tsimbun payutareeja nduni. Tputsee ichinguru wanichima, tárangu, ¿tamaree nda wánich? Mangu tácheeja;
ROM.9.28	Isáysarini kamanku, tárangu. 
ROM.9.29	Ashirucha, sirú Isáysarini wasina natstarangu;
ROM.9.29	Ndunnaari Apanll Taarashipan siyaa istarangu,
ROM.9.29	Sodomaa, Gomorshucheetstam tamarangpari ashiranganapsinaya
ROM.9.29	siyaa izuuru kachingaranganaya.
ROM.9.29	Itaru, iyaa nayanirangu, naparangiya;
ROM.9.29	tárangiya Isáysarini. Ashirucha, Apanll iyaa Utaáshucheetsini nayanirangu; machinuw katuchichparee atina.
ROM.9.29	Ashiri yuwaa Apanll Utaáshuchee machinuw waama tiptsir ipusarangu anoo kamaneena.
ROM.9.30	Ashiriya, ¿Apanll tamarangeeja? Piyartacheewa tputs kis naparangiya. Nduntaa Apanllee kamachtamarini sirú payurangusin, nat'sha Isusumun mang' tatkusin, Apanll kissha napkiya. 
ROM.9.31	Itaru, Utaáshuchsha kapung xapoorangana. Apanllee kuk payuyani táyaritaatssin, pinasarangusin, xapoorangana. 
ROM.9.32	Yuwamand Apanllimun kamachtamarini mang' taturangana anumand kaapa Apanllimun mang' nda taturangsin, xapoorangana. Waantin pinasarangana; Isusoo kapung ngatarangana. ¿Tamaree Isusumand watsipun iyaa Apanll kis napach? atusin, kapung ngatarangana; tsiyantarangana. Chiy patumbchee paktaatich, tuteeruch pantsatarich, Utaáshuch ashikpaz ashirangtamana Isusoo mangoonamaama. 
ROM.9.33	Apanll kuk anootstam kamanirangiya. Ipari patumbich tamapari ashicha, tárangiya;
ROM.9.33	Utaásh watsapun patumbichpaz ngootsish wayaranguri ashiruri, anumun xararangana tina. Tuteepaz ashirangana. Itaru, yuw tputs Iparimun mang' tatkana anoo tpazacheezi nduni; tapachindachima,
ROM.9.33	tárangiya Apanlli. Ashiri yuwari Apanll, tárangu anuri Utaáshuch ashkanaya.
ROM.10.1	Zuwanllee, mazinangandama. Zuwanllingazeewi Utaáshuchingaz kizpur chinakina; zuwanlleemawi uru Apanllpat tsiyatkina; Apaa, shiyaa Iparish mangoonchinllinpa, tát ashkina. 
ROM.10.2	Utaáshuch kaap Apanllingaz zandkitaatssin, itaru nda itsinsaru mangoonkana; masatakpaz ashkana. Nda kaapa mang'pa mangoonkana. 
ROM.10.3	Waanaatstin yaramaam zandarang'sin, Isusoo ngatarangana. Yaantari Apanllee kamachtamarini ichinguru payuyaruni, mangeetsini yarachpariniya, táranganaya. Apanll: Shaanaatsi yaramaam pinasakish; itaru, Iparimandi yarchintspa, tárangitaa, ngatarangana.
ROM.10.4	Apanll waana: Tputs Ipareetsi mangoonpana átu Móysisarinee wasina tuyandarangiya. Ashiri Móysisarini kuk Apanllee Wip wasina kamanirangtaa, Isus tputseem kinarangu, Utaáshuch nda natstarangusin, ngatarangana. Itaru, tputs Isusumun mang' tatkinaareesinaya, Apanllsha yutaritshishee tachingchiya. 
ROM.10.5	¿Waana Móysisarin amka Apanllee kamachtamarini payumaama? Ateeja; Tputs Apanllee kamachtamarini payukinaariya, anumun taachiya. 
ROM.10.6	Itaru, Apanllee Wip mangooneeruch, Apanll chiyaa kis napakcha. Ashirucha, Isusoo mangooneeruch, kamiran kamungachchi, tina. Siysa, Tamangsani; ¿chakaja iyamand kamini amb íwar káreeru, tsiyatsis amb yáyaru, iyaamsha panach? átpasa. ¿Mayaama táchich? Watam Isus Waparish káyashinu nish tsapush kusaranguwa. 
ROM.10.7	Mishat, siysa; ¿Chakaja iyamand kamini wantsush pshtuch? átpasa. Nduni. Watam Isus tsiparangu tsapush mapurangsin, támaranguwa. 
ROM.10.8	Ashiriya, Apanlleem xapooktana tárinllpa. Móysisarini anoo atitamta; Apanll kamachtamarini siyash watsiritari taariya. Saanshutari kukis, mangishitamtis taariya. Ashirucha, nuw siyaa atashina, An tsiyatsis siyamand nda arap taariya Apanllee kamachtamarini tuminumaama,
ROM.10.9	Chiy waanari: Isusoo nuw Kurakartana. Isus tsiparangitaa, itaru Apanllshacha nuwaam yutaritshishiri tapachindamaam ituyamarangasha, zurumarpatich chiy atinaareechi ashiru, chiy na kamungamtichcha. 
ROM.10.10	Ashiri mangishich mangoonkuch, k'kiptich tputsee kamaneeruch, Apanllsha chiyaa kis napchiya; chiyaa tapachindachiya. 
ROM.10.11	Watam Apanll: Yuwaa tputs iparimuni mang' tatku, tpazacheezi nduni, atuwa.
ROM.10.12	Ichinguroots tputs Apanll ashchiya. Tputs Apanlleets: Apaa, istangandama; tpachindangandama átu, ayu táchiya. Ichinguru istakiya; kpachindaja. Utaáshucheetstam istaku, arapcheetstam tputs istaku ashkiya, watam wamari kasiruwa; minamtaataya. 
ROM.10.13	Ashiri, ichinguru tputs yuw Apanllee Wip: Isusoo, istanda; shiyash kamungpi átu, Apanllsha tatutschiya; taarashshee urutamash panachiya. Ashiri Isusoo kamungamaam taariya.
ROM.10.14+ROM.10.15	Itaru, Utaáshucheem xarashish minamari taariya yuwamand Isusoo kuk nda mazinakana anumanda. Mazinangtsa; ndunnaa kamanimaam kamachtaru, ¿chakaja kamanich? Tputs ndunnaa Isusoo kuk kamanku, ¿tamareeja mazinachich? Chiy ndunnaa mazinakuch, ¿tamareeja Isusumun mangich tatchich? Chiy ndunnaa mangich tatkuch, ¿tamareeja istanda táchich? Itaru, Apanll tputsee kamanimaam zanganiranguwa. Apanll kuk anoo wasina kamanirangiya;
ROM.10.14+ROM.10.15	Tputs tsiyatssee wanasirimshee machip wayakchusin,
ROM.10.14+ROM.10.15	machshuchsha tputs anoo mazinakchusin,
ROM.10.14+ROM.10.15	mang' kis shambatchinllinaya.
ROM.10.14+ROM.10.15	Watam, Apanll siyaa tapachindaranguwa;
ROM.10.14+ROM.10.15	sirútari tárangiya Apanlli. Ashiri yuwari, tárangu anuritam na iy kamanimapanini taakaniya. Isusoo kuk mazinaranguni, ashpatamani mangoonarangtanicha. 
ROM.10.16	Itaru, Utaáshuch ashpatam tputs nda mangoonarangana; anoo Isáysarini Apanllee kamanirangiya.
ROM.10.16	Apaa, k'keetsish kamankuri,
ROM.10.16	tputssha anoo k'kuz mangoonamaam nda zandkanaya;
ROM.10.16	tárangiya. Natsha ashkitamsincha Utaáshuch tputsi; wandaritam zapan ngatkanaya; machinaw mangoonkanaya. 
ROM.10.17	Ashirucha, tputs Isusoo kuk kamankusin, chiy mazinayaruch, mangoonakchi tina.
ROM.10.18	Itaru, ¿Utaáshuch tamaranganaya? Mazinarangitaatssin, nda mangoonarangana. Ashirucha, tsiyatssee Utaáshuchee shuneersin kamanirangana; watam Apanll kuk atuwa.
ROM.10.18	Tsup nduntaati tsiyatku, zartam nduntaati tsiyatku,
ROM.10.18	tputssha nduntaa kukoo mazinaksin, ashtaa,
ROM.10.18	tsapurunasush ichingurusin tputs Apanllee kuk mazinarangitamsinaya,
ROM.10.18	Apanll tárangiya. 
ROM.10.19	Ashiri mazinamana mazinarangitaatssin, Utaáshuch mangoonarangazinllinaja. Móysisarini ichtaru yuwaa Utaáshuch ngatchinllina anoo wasina kamanirangiya. Móysisarini, tárangeeja;
ROM.10.19	Apanll ateeja; Nuw nllitaritaatssha tputs yuw nda nuwaa yasarana anootssha nuwaama tputsireemi ipuschima. Amb ashkachuri, siysa nuwaa pachindkus, anumand tsiyantachpasa,
ROM.10.19	Móysisarini tárangiya. Ashiri yuwari, tárangu anuritam na Utaáshuch tuminarangana. 
ROM.10.20	Mishat, Móysisarinimun ush zapishsha Isáysarini putitiri tsiyatku Utaáshuchee waneerangiya.
ROM.10.20	Apanll ateeja:
ROM.10.20	Tputs nuwangaz nduntaa nachungarangusin,
ROM.10.20	natsha nuwaa parangusin, nuwash kusaranganaya.
ROM.10.20	Tputs nduntaa nuwaa, Apaa, tapachindanda, tárangusin,
ROM.10.20	itaru natsha nuwsha, ¿Maya? Natu tsiyatangandama, atina,
ROM.10.20	Isáysarini tárangiya. 
ROM.10.21	Itaru, Utaáshucheetssha waneeku, tárangiya;
ROM.10.21	Apanll ateeja;
ROM.10.21	Ichingaru zar nuw Israelchichee kuruzaranguri,
ROM.10.21	Nuw siyaa istapi, atina, táranguri,
ROM.10.21	kuwi nguti paxa ashirangina.
ROM.10.21	Ashkitaati, siysa nuwaa niyrarangus,
ROM.10.21	zurampatari nuwaa ngatarangsa,
ROM.10.21	Isáysarini tárangiya. Ashiri Utaáshuch yuwari sirú ngatarangana anuritam wand tuminkanaya.
ROM.10.21	Ashiri yuwaa Utaáshuch Isusoo ngatarangana anoo kamaneena.
ROM.11.1	Ashiriya, Utaáshuch Apanllee kuk ngatarangsin, Apanllsha natumasam waanaatsi tiptsiri niyrakpaz ashikcha. Apanll izuurupa Utaáshuchee kasarangiya tárintspa. Watam nuw Utaáshuchtamti mangoonkinawa. Kizpurtana Utaáshuchina nuwaya. Nuw Benjaminchichtana; Apramarinchichi zitaminarinchichi nuw wachinllini. 
ROM.11.2	¿Tamaree Apanll waana tiptsireem ínarangu anoo izuuru kapeetach? Ashcheeja, watam wandari iyaa Utaáshucheetsini chinakuwa. Elíyasarineetsi kuk yandama mazinarangpasa. Anush yuwaa machin tputs Apanllee mangoonkana anoo kamankiya. Elíyasarini, tárangiya;
ROM.11.3	Apaa, iyashchi yuwaa shiyaam ungirtamaam wayarangana anoo kapeetarangsin, shiyaatstam tputsirish zapan pacharanganaya. Na nuwamarisha suwarangina. Itaru, na wandaritam nuwangaz pachamaam nachungakanaya;
ROM.11.4	Apanllsha: Tárinllpa. ¿Nitaati shiyamaritaja mangoonkish? Nuw tputsiri wand katuchim taachinllinaya. Tputs 7,000 Israelchich wandari taaranaya, yuw nda Baalaa ungirtarangana anu,
ROM.11.4	mang Apanlli Elíyasarinee tárangiya. 
ROM.11.5	Sirútama Elíyasarinpur machinaw mangoonarangana.
ROM.11.6	Nitaati yuwamun chiy wanasiri taakich anumun Apanll chiyaa ipusak, nduni. Anumun iyaa nayanimaam pinasakiya. Itaru, waana zandeeru, iyaa chinaku, iyaa nayaniru ipusarangiya.
ROM.11.7	Itaru, mazinangtsa; Utaáshuch ashpatamsin yachapani, Apanllee kuk izuuru payukchuni, kamapa Apanll iyaa kis chinachiya, tárangitaatssin, xapoorangana. Watam nda anumand Apanll tputsee ipustaruwa. Itaru, Apanll waana zandarangu, Utaáshuchee ashpatam ipusarangiya. Isusoo mangoonarangsin, anootsitisin Apanll kis napkiya. Itaru, min tputs aranginasha ngatamapaneem kinarangana. 
