GEN.1.1	Idi punganay, pinarsua ti Dios ti lubong.
LUK.8.13	Dagiti nagdisso iti kabatoan, iladawanda dagiti tattao a dumngeg iti mensahe ken awatenda a siraragsak. Ngem saan nga umuneg ti mensahe kadakuada. Mamatida iti apagbiit, ngem suminada no dumteng ti tiempo a pannakasuot. 
LUK.8.14	Dagiti nagdisso iti ayan dagiti siitan a mula, kayariganda dagiti tattao a dumngeg; ngem dagiti pakaringgoran ken kinabaknang ken ragragsak ditoy a biag, leppesenda ida ket saan a matangkenan dagiti bungada. 
LUK.8.15	Dagiti nagdisso iti nadam-eg a daga, iladawanda dagiti tattao a dumngeg iti mensahe, salimetmetanda iti naimbag ken natulnog a puso, ket agtalinaedda agingga iti agbungada.”
LUK.8.16	“Awan
LUK.8.17	Ta
LUK.8.18	“Agannadkayo
LUK.8.19	Napan ken ni Jesus ni inana ken dagiti lallaki a kakabsatna, ngem dida makaasideg kenkuana gapu iti kaadu ti tao.
LUK.8.20	“Adda idiay ruar ni inam ken dagiti lallaki a kakabsatmo, ket kayatdaka a makita,” adda nagkuna ken ni Jesus.
LUK.8.21	“Ti inak ken kakabsatko, isuda dagiti dumngeg ken mangtungpal iti sao ti Dios,” kinuna ni Jesus kadakuada amin.
LUK.8.22	Iti maysa nga aldaw, limmugan ni Jesus ken dagiti adalanna iti bangka ket kinunana kadakuada, “Bumallasiwtayo.” Nagrubbuatda ket 
LUK.8.23	idi aglaylayagda, nakaturog ni Jesus. Dimteng ti napigsa nga angin iti dan-aw ket mangrugin a mapno ti bangka iti danum. Iti kasta, napeggad ti kasasaadda.
LUK.8.24	Napan dagiti adalan ken ni Jesus ket riniingda. “Apo! Apo!” kinunada, “lumnedtayon.”
LUK.8.24	Bimmangon ni Jesus ket binilinna ti angin ken dagiti nadawel a dalluyon. Nagtalnada ket nalinak manen ti dan-aw. 
LUK.8.25	Kinuna ni Jesus kadagiti adalan, “Sadino ti yan ti pammatiyo?”
LUK.8.25	Ngem gapu iti siddaaw ken amakda, kinunada iti maysa ken maysa: “Ania ti katataona daytoy? Bilinenna ti angin ken dagiti dalluyon, ket agtulnogda kenkuana!”
LUK.8.26	Intuloyda ti naglayag ket dimtengda iti daga dagiti Gergeseno,
LUK.8.27	Idi sumanglad ni Jesus, sinabat ti maysa a lalaki a taga-ili a nabayagen a linuganan dagiti demonio. Lamolamo, ket saan nga agtaeng iti balay no di ket kadagiti tantanem. 
LUK.8.28	Apaman a nakitana ni Jesus, nagikkis sa nagparintumeng iti sangoananna. “Jesus nga Anak ti Dios a Kangatoan!” impukkawna. “Ania ti kayatmo kaniak? Pangngaasim ta dinak parigaten.”
LUK.8.29	Kasta ti sinaona ta imbilin ni Jesus iti dakes nga espiritu a rummuar iti dayta a lalaki. Masansan a parigatenna ket uray tenglen ken kawaranda dagiti ima ken sakana, pugsotenna ti kawar sa iturong ti demonio iti let-ang.
LUK.8.30	“Ania ti naganmo?” sinaludsod ni Jesus.
LUK.8.30	“Armada,”
LUK.8.31	Dinawat dagiti demonio ken ni Jesus a dina ibaon ida iti yuyeng.
LUK.8.32	Iti asideg sadiay, adda dakkel nga arban ti baboy a mangmangan iti bakras ti turod. Nagpakpakaasi dagiti demonio ken Jesus a palubosanna ida a sumrek kadagiti baboy. Pinalubosanna ida.
LUK.8.33	Rimmuar ngarud dagiti demonio iti tao ket simrekda kadagiti baboy. Nagdadarison ti entero nga arban iti teppang, sada timmapuak iti dan-aw ket nalmesda amin.
LUK.8.34	Idi makita dagiti agtartaraken kadagiti baboy ti napasamak, nagtatarayda a napan nagipadamag iti ili ken kadagiti barbarrio. 
LUK.8.35	Napan kinita dagiti tattao ti napasamak. Idi makadanonda iti ayan ni Jesus, nasarakanda ti lalaki a nakapaksiatan dagiti demonio. Agtugtugaw a nakabadon iti sakaanan ni Jesus. Nagpulangen ti nasayaat a panunotna.
LUK.8.35	Nagbuteng dagiti amin a tattao. 
LUK.8.36	Sinarita dagiti nakaimatang iti napasamak no kasano ti pannakapaimbag ti lalaki. 
LUK.8.37	Gapu iti kasta unay a buteng dagiti Gergeseno,
LUK.8.38	Nagpakpakaasi ken Jesus ti lalaki a nakapaksiatan dagiti demonio a makikuyog koma kenkuana. Ngem pinagawid ni Jesus a kunana: 
LUK.8.39	“Agawidka ketdi ket saritaem ti amin nga inaramid ti Dios kenka.”
LUK.8.39	Nagawid ti lalaki ket impadamagna iti entero nga ili ti inaramid ni Jesus kenkuana.
LUK.8.40	Idi agsubli ni Jesus iti ballasiw ti dan-aw, inawat a siraragsak dagiti adu a tattao a nangpaspasungad kenkuana. 
LUK.8.41	Ket dimteng ti maysa a tao nga agnagan Jairo, maysa a pangulo iti sinagoga sadiay. Nagrukbab iti sangoanan ni Jesus ket nagpakpakaasi kenkuana a mapan iti balayna. 
LUK.8.42	Dandani ngamin matay ti kakaisuna nga anakna a babai nga agtawen iti sangapulo ket dua.
LUK.8.42	Idi magmagna ni Jesus, inaribungbongan dagiti tattao. 
LUK.8.43	Adda sadiay ti maysa a babai nga agsagsagaba iti panagbulos ti dara. Sangapulo ket dua a tawenen nga agsagsagaba ket nagastona aminen a sanikuana kadagiti mangngagas
LUK.8.44	Nakilinnetlet kadagiti tattao ket napan iti likudan ni Jesus. Sinagidna ti gayadan ti kagay ni Jesus, ket dagus a nagsardeng ti panagbulos ti darana.
LUK.8.45	“Siasino ti nangsagid kaniak?” sinaludsod ni Jesus.
LUK.8.45	“Saan a siak,” maysa-maysa ti nagkuna.
LUK.8.45	“Apo,” kinuna ni Pedro, “adu a tattao ti agdidinnuron iti lawlawmo.”
LUK.8.46	“Adda nangsagid kaniak,” impapati ni Jesus, “ta nariknak nga adda pannakabalin a nauyos kaniak.”
LUK.8.47	Idi makita ti babai a naduktalanen, agtigtigerger a napan ken ni Jesus sa nagrukbab iti sangoananna. Iti imatang dagiti amin a tattao, impalawagna no apay a sinagidna ni Jesus ken ti pannakapaimbagna a dagus.
LUK.8.48	“Anakko, pinaimbagnaka ti pammatim,” kinuna ni Jesus. “Agawidkan a sitatalna.”
LUK.8.49	Madama pay laeng a sasawen daytoy ni Jesus idi dumteng ti naibaon a naggapu iti balay ni Jairo. “Natayen ti anakmo,” kinunana ken ni Jairo. “Saanmon a ringgoren ti Maestro.”
LUK.8.50	Ngem nangngeg daytoy ni Jesus ket kinunana ken ni Jairo, “Dika agdanag. Papigsaem ketdi ti pammatim ket umimbagto ti anakmo.”
LUK.8.51	Idi dumteng ni Jesus iti balay, awan pinastrekna no di laeng da Pedro, Juan, Santiago ken dagiti nagannak iti ubing. 
LUK.8.52	Amin nga adda sadiay sangsangitan ken dungdung-awanda ti ubing.
LUK.8.52	“Dikay agsangsangit,” kinuna ni Jesus. “Saan a natay ti ubing—matmaturog laeng!”
LUK.8.53	Linalaisda ni Jesus, ta ammoda a natayen ti ubing. 
LUK.8.54	Ngem iniggaman ni Jesus ti ima ti ubing. “Anak, bumangonka,” kinuna ni Jesus. 
LUK.8.55	Nagungar ti ubing ket timmakder a dagus. Imbilin ni Jesus nga ikkanda iti kanenna. 
LUK.8.56	Nasdaaw dagiti nagannak, ngem imbilin ni Jesus kadakuada nga awan pangibagbagaanda iti napasamak.
LUK.9.1	Inayaban ni Jesus dagiti sangapulo ket dua nga adalan ket intedna kadakuada ti pannakabalin ken turay a mangpaksiat kadagiti amin a demonio ken mangpaimbag kadagiti masakit. 
LUK.9.2	Kalpasanna, imbaonna ida a mangikasaba iti Pagarian ti Dios ken mangpaimbag kadagiti masakit. 
LUK.9.3	Kinunana
LUK.9.4	No adda mangawat kadakayo, agdaguskayo iti dayta a balay inggana a pumanawkay iti dayta nga ili. 
LUK.9.5	No
LUK.9.6	Pimmanaw dagiti adalan ket sinursorda ti amin a barrio. Inkaskasabada ti Naimbag a Damag, ken nangag-agasda kadagiti masakit iti amin a lugar.
LUK.9.7	Nadamag
LUK.9.8	Kuna met dagiti dadduma a nagparang ni Elias. Adda pay nagkuna a nagungar ti maysa kadagiti immun-una a profeta.
LUK.9.9	“Pinaputolak ni Juan,” kinuna ni Herodes, “ngem siasino daytoy a tao a madamdamagko?”
LUK.9.9	Manipud idin, tinarigagayanna a makita ni Jesus.
LUK.9.10	Nagsubli dagiti apostoles ket sinaritada ken ni Jesus ti amin nga inaramidda. Inkuyogna ida a napan iti ili a managan Betsaida. 
LUK.9.11	Nadamag daytoy dagiti tattao ket simmurotda kenkuana. Inawatna ida ket inkasabana kadakuada ti Pagarian ti Dios. Pinaimbagna dagiti masapul a maagasan.
LUK.9.12	Mumalemen idi napan kenkuana dagiti sangapulo ket dua nga adalan. “Pagawidemon dagiti tattao,” kinunada, “tapno mapanda kadagiti kabangibang nga il-ili ken barbarrio ket agbirokda iti kanen ken pagdagusanda, ta adayotayo kadagiti balbalay.”
LUK.9.13	“Ikkanyo ketdi ida iti kanenda!” insungbat ni Jesus.
LUK.9.13	“Lima a tinapay ken dua nga ikan laeng ti adda kadakami,” kinunada. “Kayatmo kadi nga inkam gumatang iti ipakan kadakuada amin?”
LUK.9.14	(Aglimaribu ti bilang dagiti lallaki sadiay.)
LUK.9.14	“Pagtugawenyo a magrupo-grupo dagiti tattao; saglilimapulo iti tunggal grupo,” imbilin ni Jesus kadagiti adalan.
LUK.9.15	Nagtungpal dagiti adalan ket pinagtugawda dagiti amin a tattao.
LUK.9.16	Innala ni Jesus dagiti lima a tinapay ken dua nga ikan. Timmangad sadi langit sa nagyaman iti Dios. Pinispisina dagiti tinapay ket intedna kadagiti adalan tapno ibunongda kadagiti tattao.
LUK.9.17	Nanganda amin ket nabsogda.
LUK.9.17	Inurnong dagiti adalan dagiti natda ket napno ti sangapulo ket dua a basket a nagikabilanda.
LUK.9.18	Iti maysa nga aldaw, idi agkarkararag a maymaysa ni Jesus, immasideg kenkuana dagiti adalan. “Siasinoak kano iti panagkuna dagiti tattao?” sinaludsodna kadakuada.
LUK.9.19	“Adda
LUK.9.20	“Ket
LUK.9.20	“Sika ti Cristo ti Dios,” insungbat ni Pedro.
LUK.9.21	Siiinget ni Jesus a nangbilin kadakuada nga awan pangibagbagaanda iti daytoy. 
LUK.9.22	Kinunana pay: “Masapul nga agsagabanto iti napalalo ti Anak ti Tao ken laksiden dagiti panglakayen, dagiti panguloen a papadi ken dagiti mamaestro iti Linteg. Mapapatayto, ngem mapagungarto iti maikatlo nga aldaw.”
LUK.9.23	Ket
LUK.9.24	Ta
LUK.9.25	Adda aya magunggona ti tao no matagikuana ti entero a lubong ngem mapukaw wenno madadael met ti biagna? Awan! 
LUK.9.26	Ti mangibain kaniak ken iti pannursurok, ibainto met ti Anak ti Tao inton umay iti bukodna a dayag, iti dayag ti Ama ken dagiti nasantoan nga angheles. 
LUK.9.27	Laglagipenyo daytoy: Adda sumagmamano kadakayo ditoy a dinto matay agingga iti makitada ti Pagarian ti Dios.”
LUK.9.28	Agarup
LUK.9.29	Idi agkarkararag, nagbalbaliw ti langana ket makasisirap ti pudaw dagiti pagan-anayna.
LUK.9.30	Pagammoan, adda dua a lallaki a makisasao kenkuana—da Moises ken Elias. 
LUK.9.31	Nagparangda iti nailangitan a dayag. Kasarsaritada ni Jesus maipapan iti asidegen a panangtungpalna iti panggep ti Dios babaen iti ipapatayna idiay Jerusalem.
LUK.9.32	Nargaan idi ti turog ni Pedro ken dagiti kaduana, ngem idi makariingda, nakitada ti dayag ni Jesus ken dagiti dua a lallaki nga agtatakder iti abayna. 
LUK.9.33	Bayat ti ipapanaw dagiti dua iti yan ni Jesus, kinuna ni Pedro kenkuana: “Apo, nagsayaaten ti kaaddatayo ditoy! Mangaramidkam iti tallo a kalapaw: maysa para kenka, maysa para ken ni Moises, ket ti maysa para ken ni Elias.” (Dina ammo idi ti sasawenna.)
LUK.9.34	Madama pay la nga agsasao idi agparang ti maysa nga ulep a nanglinong kadakuada ket nagbuteng dagiti adalan idi kumotan ida ti ulep. 
LUK.9.35	Adda
LUK.9.36	Idi agpukawen ti timek, ni laengen Jesus ti adda.
LUK.9.36	Nagulimek dagiti adalan ket awan nangibagbagaanda idi iti aniaman a nakitada.
LUK.9.37	Iti sumaruno nga aldaw, simmalogda iti bantay. Adu a tattao ti simmabat ken Jesus.
LUK.9.38	Pagammoan, maysa kadakuada ti nagpukkaw. “Maestro,” impakpakaasina, “kitaem kadi daytoy barok, ti kakaisuna nga anakko. 
LUK.9.39	No luganan ti dakes nga espiritu, pagikkisenna a kellaat, pagkissiwenna ket paglabutabenna ti ngiwatna. Parigatenna unay ket dina kayat a panawan. 
LUK.9.40	Dinawatko kadagiti adalam a paksiatenda koma, ngem dida nabalinan.”
LUK.9.41	“Tattao a managdakdakes ken awanan pammati!” kinuna ni Jesus. “Kasano pay kabayag ti kaaddak iti dennayo? Kasano pay kabayag ti panagan-anusko kadakayo?” Ket kinunana iti ama ti ubing, “Yegmo ditoy ti anakmo.”
LUK.9.42	Idi umas-asideg ti ubing, imbalat ti demonio ket pinagkissiwna. Ngem inungtan ni Jesus ti dakes nga espiritu, pinaimbagna ti ubing sana inyawat ken ni amana.
LUK.9.43	Nagsiddaaw dagiti amin a tattao iti naindaklan a pannakabalin ti Dios.
LUK.9.43	Masmasdaaw pay laeng dagiti tattao iti amin nga inaramid ni Jesus, idi kunana kadagiti adalanna, 
LUK.9.44	“Diyo liplipatan daytoy ibagak kadakayo: Dandanin mayawat ti Anak ti Tao iti pannakabalin dagiti tattao.”
LUK.9.45	Ngem dida ammo ti kaipapanan ti sinaona ta nailimed kadakuada tapno dida maawatan. Nagbutengda nga agsaludsod kenkuana maipapan iti daytoy.
LUK.9.46	Adda
LUK.9.47	Ammo ni Jesus ti pampanunotenda, isut' gapuna a nangala iti maysa nga ubing, ket pinagtakderna iti abayna 
LUK.9.48	sana
LUK.9.49	“Apo,” impulong ni Juan, “nakitami ti maysa a tao a mangpakpaksiat kadagiti demonio babaen iti naganmo. Pinaritanmi gapu ta ditayo met kadua.”
LUK.9.50	“Saanyo a paritan,” kinuna ni Jesus kenkuana ken kadagiti dadduma nga adalan, “ta kaduayo ti saan a bumusor kadakayo.”
LUK.9.51	Idi umasidegen ti aldaw a pannakayuli ni Jesus sadi langit, inkeddengna ti mapan idiay Jerusalem. 
LUK.9.52	Pinaunana ti sumagmamano a tattao. Napanda iti maysa a barrio idiay Samaria
LUK.9.53	Ngem saan nga inawat dagiti tattao sadiay, ta nalawag a mapan ni Jesus idiay Jerusalem.
LUK.9.54	Idi
LUK.9.55	Sinango ni Jesus dagiti adalan sana binabalaw ida.
LUK.9.56	Kalpasanna, napan ni Jesus ken dagiti adalanna iti sabali a barrio.
LUK.9.57	Idi addada iti dalanda, immasideg ti maysa a lalaki ket kinunana ken ni Jesus, “Sumurotak kenka, uray sadino ti papanam.”
LUK.9.58	“Adda rukib dagiti musang, ken adda umok dagiti tumatayab, ngem awan pagiddaan ken paginanaan ti Anak ti Tao,” insungbat ni Jesus.
LUK.9.59	Kinunana iti sabali a lalaki, “Surotennak.”
LUK.9.59	Ngem kinuna ti lalaki, “Apo, innak man pay ipumpon ni amak.”
LUK.9.60	Kinuna ni Jesus kenkuana, “Bay-am dagiti natay a mangipumpon kadagiti minatayda. Inka ketdi ikasaba ti Pagarian ti Dios.”
LUK.9.61	Adda
LUK.9.62	Kinuna ni Jesus kenkuana, “Ti mangrugi nga agarado sa taliaw a taliaw, saan a maikari iti Pagarian ti Dios.”
LUK.10.1	Kalpasan daytoy, pimmili ni Jesus iti pitopulo ket dua
LUK.10.2	Kinunana
LUK.10.3	Inkayon!
LUK.10.4	Dikayo
LUK.10.5	No sumrekkay iti maysa a balay, umuna a kunayo: ‘Adda koma kappia iti daytoy a balay.’ 
LUK.10.6	No iti dayta a balay adda tao a managayat iti kappia, agbatinto kenkuana ti inkablaawyo. No awan, ibabawiyo ti inkablaawyo. 
LUK.10.7	Agdaguskay
LUK.10.8	No sumrekkay iti maysa nga ili ket awatendakayo, kanenyo ti maidasar kadakayo. 
LUK.10.9	Paimbagenyo dagiti masakit iti dayta nga ili ket kunayo kadagiti tattao sadiay, ‘Asidegen kadakayo ti Pagarian ti Dios.’ 
LUK.10.10	Ngem
LUK.10.11	‘Uray ti tapok ti iliyo a kumpet kadagiti sakami, punasenmi a maibusor kadakayo. Nupay kasta, laglagipenyo nga asidegen kadakayo ti Pagarian ti Dios!’ 
LUK.10.12	Ibagak
LUK.10.13	“Asikanto
LUK.10.14	Inton Aldaw a Panangukom, dakdakkelto ti asi ti Dios iti Tiro ken Sidon ngem kadakayo. 
LUK.10.15	Ket
LUK.10.16	Kinuna
LUK.10.17	Siraragsak a nagsubli dagiti pitopulo ket dua. “Apo,” kinunada, “uray dagiti demonio nagtulnogda kadakami idi bilinenmi ida iti naganmo!”
LUK.10.18	Insungbat ni Jesus, “Nakitak ni Satanas a natnag a kas kimat manipud langit. 
LUK.10.19	Denggenyo:
LUK.10.20	Ngem saankayo koma nga agragsak gapu ta agtulnog dagiti dakes nga espiritu kadakayo. Agragsakkayo ketdi ta naisurat dagiti nagnaganyo sadi langit.”
LUK.10.21	Iti dayta met laeng nga oras, napno ni Jesus iti rag-o babaen ti Espiritu Santo.
LUK.10.22	“Intalek
LUK.10.23	Simmango ni Jesus kadagiti adalan ket kinunana a sililimed, “Nagasatkayo gapu kadagiti makitkitayo ita! 
LUK.10.24	Ibagak kadakayo nga adu a profeta ken ari ti nagtarigagay a kumita kadagiti makitayo, ken dumngeg kadagiti mangngegyo. Ngem dida nakita wenno nangngeg.”
LUK.10.25	Timmakder
LUK.10.26	“Ania ti nailanad iti linteg?” kinuna ni Jesus. “Ania ti panagawatmo?”
LUK.10.27	“‘Ayatem
LUK.10.28	“Husto
LUK.10.29	Ngem kayat ti maestro nga ikalintegan ti bagina, isut' gapuna a nagsaludsod manen ken ni Jesus, “Siasino ti kaarrubak?”
LUK.10.30	Simmungbat ni Jesus: “Adda maysa a tao a naggapu idiay Jerusalem ket sumalsalog a mapan idiay Jerico. Sinaneb dagiti tulisan, innalada amin nga adda kenkuana agraman badona, kinabkabilda sada pinanawan a dandanin matay. 
LUK.10.31	Nairana met a sumalsalog sadiay ti maysa a padi. Idi makitana daydi lalaki, linisianna ket intuloyna ti nagna. 
LUK.10.32	Simmalog met sadiay ti maysa a Levita. Inasitganna ti lalaki ket kinitana. Linisianna ket intuloyna ti nagna.
LUK.10.33	“Ngem
LUK.10.34	Inasitganna ket sinapsapoanna dagiti sugatna iti lana ken arak sana binedbedan ida. Insakayna iti bukodna nga animal ket impanna iti maysa a pagdagdagusan a nangtaripatoanna kenkuana.
LUK.10.35	“Kabigatanna, nangala iti dua a pirak ket intedna iti agpadpadagus. ‘Taripatoem,’ kinunana kenkuana, ‘ket inton agsubliak, bayadakto amin a nagastom.’”
LUK.10.36	Kinuna ngarud ni Jesus, “Iti panagkunam, siasino kadagiti tallo ti pudno a kaarruba daydi tao a sinaneb dagiti tulisan?”
LUK.10.37	“Daydi nangngaasi kenkuana,” insungbat ti maestro iti Linteg.
LUK.10.37	Kinuna ni Jesus, “Inka ngarud ket kasta met ti aramidem.”
LUK.10.38	Bayat
LUK.10.39	Adda kabsatna nga agnagan Maria a nagtugaw iti sakaanan ti Apo ket nagdengngeg iti pannursurona. 
LUK.10.40	Gapu ta maringgoran ni Marta iti panagsaganana, napan ken ni Jesus. “Apo,” kinunana, “awan kadi aniamanna kenka a baybay-annak ni kabsatko ket sisiak ti agsagsagana? Ibagam man kenkuana ta tulongannak!”
LUK.10.41	Insungbat ti Apo, “Marta, Marta, adu la amin a pakaringgoram. 
LUK.10.42	Ngem maysa laeng ti masapul. Pinili ni Maria ti kasayaatan ket saanto a maikkat kenkuana.”
LUK.11.1	Iti maysa nga aldaw, agkarkararag ni Jesus iti maysa a lugar. Idi malpasen, kinuna ti maysa kadagiti adalanna, “Apo, isuronakami man nga agkararag, kas iti panangisuro ni Juan kadagiti adalanna.”
LUK.11.2	Kinuna ni Jesus kadakuada, “No agkararagkayo, kastoy ti kunayo:
LUK.11.2	‘Amami,
LUK.11.2	Madaydayaw koma ti nasantoan a naganmo;
LUK.11.2	Umay koma ti Pagariam.
LUK.11.3	Itedmo kadakami ti taraon a masapulmi iti inaldaw.
LUK.11.4	Pakawanennakami kadagiti basbasolmi,
LUK.11.4	Ta pakawanenmi met dagiti amin a nakabasol kadakami.
LUK.11.4	Dinakam iturong iti nakaro a pakasuotan.’”
LUK.11.5	Kinuna pay ni Jesus kadagiti adalanna: “Kas pangarigan, iti tengnga ti rabii, mapan ti maysa kadakayo iti balay ti maysa a gayyemna ket kunana, ‘Gayyem, pabulodannak man iti tallo a tinapay. 
LUK.11.6	Dimmagas ngamin ti maysa a gayyemko iti panagbiahena ket awan a pulos ti ipakanko kenkuana.’
LUK.11.7	“Kas pangarigan ta isungbat ti adda iti balay, ‘Dinak ringringgoren! Nairikepen ti ridaw ket nakaiddakamin kadagiti annakko. Diak mabalinen ti bumangon a mangted kenka iti uray ania.’
LUK.11.8	“Ibagak kadakayo, numan pay aggayyemkayo, saanto a bumangon a mangted kenka iti tinapay. Ngem gapu ta dimo isardeng ti agdawat, bumangonto a mangted kenka iti amin a masapulmo.
LUK.11.9	“Ibagak ngarud kadakayo: Agdawatkayo ket maikkankayto. Agsapulkayo ket makabirokkayto. Agtugtogkayo ket mailukatto kadakayo ti ruangan. 
LUK.11.10	Ta ti amin nga agdawat, maikkan. Ti agsapul, makabirok. Ti agtugtog, mailukatto kenkuana ti ruangan.
LUK.11.11	“Siasino kadakayo nga amma ti mangted iti uleg iti anakna no dumawat iti ikan? 
LUK.11.12	Wenno ikkanna aya iti manggagama no dumawat iti itlog? 
LUK.11.13	No dakayo, idinto a dakeskayo, ammoyo ti mangted iti naimbag kadagiti annakyo, dinto ket ad-addan ti pannangted ti Ama sadi langit iti Espiritu Santo kadagiti agdawat kenkuana!”
LUK.11.14	Pakpaksiaten idi ni Jesus ti maysa nga umel a demonio manipud iti maysa a lalaki. Idi napaksiaten ti demonio, makasaon daydi tao.
LUK.11.14	Nasdaaw dagiti tattao, 
LUK.11.15	ngem
LUK.11.16	Kayat
LUK.11.17	Ngem ammo ni Jesus ti pampanunotenda ket kinunana kadakuada, “Saan nga agbayag ti pagarian a nabingaybingay ken agbibinnusor dagiti tattaona. Kasta met a mawarawara ti familia no agbibinnusor dagiti kamkamengna. 
LUK.11.18	Ngarud, no agbibinnusor dagiti pasurot ni Satanas, kasano ti panagpaut ti pagarianna? Kunayo a paksiatek dagiti demonio babaen iti tulong ni Beelzebub a mangted kaniak iti pannakabalin nga agaramid iti kasta. 
LUK.11.19	No kasta ti panangpaksiatko kadagiti demonio, kasano met ti panangpaksiat kadakuada dagiti pasurotyo? Isuda met laeng ti mangpaneknek nga agbiddutkayo! 
LUK.11.20	Ngem siak, paksiatek dagiti demonio babaen iti pannakabalin ti Dios. Daytoy ti mangipaneknek a dimtengen kadakayo ti Pagarian ti Dios.
LUK.11.21	“No bantayan ti napigsa a lalaki ti balayna ket sisasagana ti amin nga armasna, saan a maan-ano dagiti sanikuana. 
LUK.11.22	Ngem no rauten ken parmeken ti napigpigsa a lalaki, agawenna amin ti armas a nagtaltalkan ti akimbalay. Kalpasanna, bingbingayenna dagiti tinakawna.
LUK.11.23	“Ti
LUK.11.24	“No rummuar ti dakes nga espiritu iti maysa a tao, mapan agsursor kadagiti luglugar a namaga nga agsapul iti paginanaanna. No awan masapulanna, kunana iti nakemna, ‘Agsubliak iti balayko.’ 
LUK.11.25	Agsubli ngarud ket masarakanna ti balay a nadalus ken naurnos. 
LUK.11.26	Rummuar ket mangisangpet iti pito nga espiritu a dakdakes pay ngem isu. Kaduana ida nga agnaed sadiay. Iti kasta, dakdakes ti maud-udi a kasasaad dayta a tao ngem ti immuna.”
