MAT.1.1	Ninteh iwejkatatawah n Cristo Jesús, non walewatok itech David iwa noijki walewatok itech Abraham.
HEB.5.5	Ne onimitschijchi. 
HEB.5.6	Iwa ok sika noiwa kijtoa:
HEB.5.6	Te nochipa Titiópixki,
HEB.5.6	ijkó kemi okatka Melquisedec. 
HEB.5.7	Ijkuak Cristo onenki itech nin tlaltíkpaktli, chikawak omotiotsajtsili iwa ochokak; okitlatlaujti Dios makimakixti imak mikílistli; iwa Dios okikak porke Cristo nochipa okitlakitak, yika okikak itiotsajtsilis. 
HEB.5.8	Ijkó kiné, maya Cristo Tekone inawak Dios, ika nochi tlan okijyowi okima kenomi tetlakitas. 
HEB.5.9	Ijkó, kemi Cristo okichi nochi tlan Dios okinawati, omochi temakixti non kitemakah yolílistli semijkak, innawak nochteh akimeh kitlakitah. 
HEB.5.10	Yika, Totajtsi Dios okitlali weyi Tiópixki ijkó kemi n Melquisedec.
HEB.5.11	Onka miak tlan weletis tomechtlapowiskeh de nin tlájtoli, pero achitsi owi tomechajsikamatiltiskeh, ken nomejwah yolik nonkajsikamatih. 
HEB.5.12	Nomejwah ya nonyetoskiah nontlamachtijkeh ken yowejka nonkikaktiwitseh nin tlamáchtili. Pero maya yononwejkajkeh, axa ok nonkinekih se manomechmachti tlan okachi amo owi se weletis kajsikamatis itech itlamachtilis Dios. Nonkichiwah kemi nonkokoneh, nonkinekih se manomechmaka lechi ken amo nonweletih nonkikuah itla tlákuali. 
HEB.5.13	Porke nochi akin yolitok san ika lechi, kijtosneki ayamó kixmati katlie n kuali tlamachtílistli, ken ok konetl. 
HEB.5.14	Pero akimeh yochikawak intlaneltokalis, ya weletih kikuah nochi tlákuali, porke yejwah ya kuali kimatih kiyejyekoliah tlan kuali iwa tlan amokuali.
HEB.6.1	Ijkó kiné, ayakmó matikmomachtikah tlan sikinika otechmachtijkeh de Cristo, matimoskaltikah itech totlaneltokalis iwa matiyetokah kemi Cristo. Ayakmó moneki oksepa matechmachtikah kemi ijkuak sikinika otitlaneltokakeh. Kemi otechmachtijkeh matimoyolpatlakah para ayakmó matitlajtlakolchiwakah iwa porke noni techwika imak mikílistli, yej matiktlalikah totlaneltokalis inawak Dios. 
HEB.6.2	Noiwa otechmachtijkeh tleka se mokuaatekia, iwa tlan kijtosneki ijkuak se kintlalilia inmawah impa oksikimeh tokniwah, noiwa otechmachtijkeh kenomi moyolitiskeh n mikemeh iwa kenijki Dios kinmixkomakas n tlakah iwa kijtos akimeh tlaijyowiskeh nochipa. 
HEB.6.3	Ijkó tikchiwaskeh, tla Dios kimonekiltia.
HEB.6.4	Akimeh se tonati okajsikamatkeh n kuali tlájtoli non kitemakah temakixtílistli, iwa okiselijkeh n tlatliokólili non Dios okinmák, okipixkeh n Espíritu Santo itech inyolo 
HEB.6.5	iwa okixmatkeh itlajtol Dios iwa kipiaskeh weletílistli itech n tonati non satepa wits, 
HEB.6.6	tla nonteh tlakah oksepa wetsi, ayakmó weletis moyolkopaskeh porke yejwah oksepa kikrusifikarojtokeh Ikone Dios iwa kipijpinatia inmixpa n tlakah. 
HEB.6.7	N tlali non satlawel kiawilo kitlakiltia kuali itlakilo iwa ijkó Dios kintiochiwa akimeh tookah. 
HEB.6.8	Pero tla kitlakiltia witstli iwa tetestikxiwitl, amitla ipati non tlali, Dios kitlaijyowiltis non tlali iwa satepa kichichinos. 
HEB.6.9	Totlasojikniwah, maya ijkí tomechtlapowiah, kuali tikmatih nomejwah nonkichiwaskeh tlan kuali ijkó kemi kichiwah n tlakah non Dios yokinmakixti de intlajtlakolwah. 
HEB.6.10	Porke Totajtsi Dios yolmilajka, iwa ayik kilkawas tlan nomejwah ononkichijkeh iwa nonkichijtokeh keman nonkimpalewiah nomokniwah tlaneltokakeh. Ijkó nonkiteixmatiltiah nonkitlasojtlah n Cristo Jesús. 
HEB.6.11	Pero tiknekiskiah non nochteh xitepalewikah ika pakílistli asta ijkuak nonmikiskeh. Ijkó nonkiseliskeh nochi tlan kuali, tlan nonkichixtokeh ika pakílistli. 
HEB.6.12	Amo tiknekih ximokopakah nontlatsijkeh. Yej, xikchiwakah kemi kichiwah akimeh kineltokah Dios, porke ijkó nomejwah nonkiseliskeh tlan Dios yonomechsentlalili.
HEB.6.13	Porke ijkuak Dios okitlajtolsentlalili Abraham, okisentlali ika inewia Itoka, porke amo okatka ok se okachi maweyixto ke Ye, 
HEB.6.14	iwa okijto: “De milajka, miak nimitstiochiwas iwa nimitsinmakas miaktikeh moxwiwah.” 
HEB.6.15	Abraham wejkawitl omochixki iwa ijkó okiseli tlan Dios okilijka kimakaskia. 
HEB.6.16	Ijkuak n tlakah kinekih moyekkawaskeh, motlajtolsentlalia por se akin okachi weyijkatitok, iwa ijkuak ijkó kichiwah, ayakmó motlatlajtolkopah. 
HEB.6.17	Yika, Dios okinek kiteititis milák kichiwas tlan okijto, okitlajtolsentlali kitemakaskia tlan yokisentlalijka iwa amitla kipatlaskia. 
HEB.6.18	Ijkó kiné, onka ome tlájtoli non amo weletis mopatlas. Ika no moajsikamati Dios amo weletis techkajkayawas. Noni techyolsewia, ken tejwah tiknekih Dios matechmokuitlawi, iwa tikneltokah Ye techmakas tlan yotechkakitijka. 
HEB.6.19	Tlan tejwah tikchiah, tikchiah ika totlaneltokalis, kemi se tépostli ankla non kitsoponia ijtik atl iwa amo kikawilia mamolini n barko, nin tlaneltokálistli techmakah n Cristo, non opanok itsalko n kortina itech itiopa n Dios itech ilwikak iwa okalak itech lojar santo non chipaktik. 
HEB.6.20	Jesús ijkó okichi iwa otechtlapoli n lojar inawak Dios, porke Cristo Ye n Weyi Tiópixki semijkak kemi okatka Melquisedec.
HEB.7.1	Nin Melquisedec, okatka rey de Salem iwa weyi tiópixki inawak Totajtsi Dios. Keman Abraham omokopato kan omotekilmakato iwan oksikimeh reyes non okintlanki, Melquisedec oyá okinamikito Abraham iwa okitiochi, 
HEB.7.2	iwa Abraham okimák n Melquisedec n májtlaktli por siento de nochi tlan okintlanilito akimeh inwah omotekilmák. Melquisedec kijtosneki “Rey yekmilajka”, iwa “Rey de Salem” kijtosneki “Rey teyolsewi”. 
HEB.7.3	Amo momati akin ita nion akin ina, noso akimeh itatawah, amo momati kan otlákatki nion kemania omikki. Ijkó omoteixnextiko kemi Ikone Dios, kemi se weyi tiópixki semijkak.
HEB.7.4	Axa kuali xikitakah kenijki saikpanoa oweyijkatitoka n Melquisedec, yika inewia totata Abraham okimaktili májtlaktli por siento de tlan okintlanili n reyes kan omotekilmakato. 
HEB.7.5	Itech itlanawatil Moisés, onka se tlanawátili kan kijtoa, n tiopixkeh non walewatokeh de Leví makiselikah májtlaktli por siento itech tlan kitlanih inmikniwah judíos, maya yejwah noiwa walewatokeh de Abraham. 
HEB.7.6	Pero maya Melquisedec amo owalewatoka de Leví, Abraham okimák n májtlaktli por siento itech tlan okimotlanilito. Melquisedec okitiochi Abraham akin Dios okisentlali kitiochiwaskia. 
HEB.7.7	Amaka weletis kixtlatis akin tlatiochiwa okachi weyijkatitok ke akin kitiochiwa. 
HEB.7.8	Iwa nika ipan tlaltíkpaktli akimeh kiseliah n májtlaktli por siento, san tlaltikpaktlakah non mikkih. Pero itlajkuilol Dios kinextiah ke Melquisedec yolitok. 
HEB.7.9	Iwa weletis se kijtos Leví iwa nochteh n tiopixkeh non itech walewatokeh, non axa kiseliah májtlaktli por siento itech tlan se kitlani, noiwa okitlaxtlawilijkeh n Melquisedec májtlaktli por siento ijkuak Abraham okitlaxtlawi. 
HEB.7.10	Porke n tiopixkeh non walewatokeh de Leví maya ayamó otlakatiah, ok okatkah itech iesso Abraham ijkuak okinamikito n Melquisedec.
HEB.7.11	N tlakah de Israel okiselijkeh n tlanawátili por n tiopixkeh levitas non walewatokeh de Aarón. Axa, tla non tlanawátili weletiskia kinyektlalis akimeh kitlakitah non tlanawátili, ayakmó monekiskia mamonexti ok se tiópixki kemi non walewatok de Aarón, yej se kemi Melquisedec. 
HEB.7.12	Porke keman mopatla n tiopixkeh, noiwa moneki mamopatla n tlanawátili. 
HEB.7.13	Iwa Jesús, akin nika tlapoa n tiotlajkuíloli, Ye de ok se tribu, kan amaka tiópixki ompa okiski. 
HEB.7.14	Porke kuali momatok Toteko Cristo Jesús walewatok de tribu de Judá, iwa Moisés amitla okijto kox de ompa kisaskiah tiopixkeh.
HEB.7.15	Iwa okachi moajsikamati ijkuak tikitah n yankuik tiópixki se kemi Melquisedec. 
HEB.7.16	Jesús amo omochi tiópixki por owalewatoka de se familia kan walewatokeh n tiopixkeh kemi kijtoa itlanawatil Moisés, yej omochi tiópixki porke itech okipiaya n weletílistli non kipia se non ayik mikki. 
HEB.7.17	Porke Dios ijkí tlajtoa de Cristo:
HEB.7.17	Te se titiópixki non ayik mikkis,
HEB.7.17	ijkó kemi Melquisedec. 
HEB.7.18	Ika noni, itlanawatil Moisés non achto otechmakakeh ayakmitla ipati, porke amo chikawak iwa amo otechpalewiaya. 
HEB.7.19	Nin tlanawatílistli amaka okichipa de itlajtlakol. Yika, axa tikchia ika pakílistli Dios matechmaka tlan okachi kuali, iwa ijkó ya weleti timijkuaniah inawak Dios.
HEB.7.20	Ijkuak Dios ijkí okichi, Ye achto okisentlali ijkó mochiwas. 
HEB.7.21	Ijkuak okimpejpenkeh n oksikimeh tiopixkeh amaka itla okisentlali, pero ijkuak okipejpenkeh n Cristo, Dios okisentlali. Porke itech itlajkuilol Dios kijtoa:
HEB.7.21	Noteko okisentlali, iwa ayik kipatlas itlajtol:
HEB.7.21	“Te nochipa tiyetos tiópixki ik nochipa.” 
HEB.7.22	Yika, Jesús Ye akin axa techyekkawa iwan Dios, iwa amo kemi non achto tlanawátili. 
HEB.7.23	Achto otikimpiayah miakeh tiopíxkeh, porke nion seme de yejwah nochipa oyolitokah. 
HEB.7.24	Pero kemi Jesús amo mikki, mach aka ok se moneki kipatkayotis iteki kemi tiópixki. 
HEB.7.25	Yika, Jesús weletis kinmakixtis semijkak akimeh mijkuaniah inawak Dios por Ye, porke Cristo nochipa yolitok, iwa motlatlautijtos inawak Dios por yejwah.
HEB.7.26	Ijkó kiné, Jesús Ye n Weyi Tiópixki non tejwah otechpoloaya. Ye yolchipawak iwa amitla tlajtlákoli okichi, iwa xelitok de n tlajtlakolejkeh. Iwa okachi weyijkatitok ke n ilwikak. 
HEB.7.27	Ye amo moneki kichiwas tlan oksikimeh tiopíxkeh kichiwah. Porke non oksikimeh tiopíxkeh nochi tonati tlamanah inawak Dios para makintlapojpolwili intlajtlakolwah. Iwa satepa tlamanah por intlajtlakolwah oksikimeh tlakah. Pero Jesús amo ijkó okichi, porke ijkuak Jesús omikki, san se welta omotemakti kemi se chipawak tlamánali iwa ika noni tinochteh otechtlapojpolwi. 
HEB.7.28	N tiopixkeh non kimpejpena kemi kijtoa n tlanawátili, tlajtlakolchiwah. Pero satepa ijkuak yokinmák itlanawatil Dios, okisentlali techmakas se tiópixki non Ye Ikone non tlayakantos, akin amayik otlajtlakolchi. 
HEB.8.1	Tlan okachi weyi kijtosneki, tikpiah se tiopixkatlayákanki non kajki ilwikak, Ye ewatok ik iyekma n Totajtsi Dios, 
HEB.8.2	Non Tiópixki Ye n Cristo Jesús iwa ompa kichiwa iteki, kan milajka tiopa, non Dios inewia okichijchi iwa amo okichijchijkeh n tlakah. 
HEB.8.3	Nochteh n wejweyi tiopixkeh kintlaliah para makitemakakah itla tlamánali iwa tlamíktili para makinchichinokah yolkameh kan artal, yika Jesús noiwa kipia tlan kitemakas imak Dios. 
HEB.8.4	Tla Jesús yetoskia itech nin tlaltíkpaktli, amo yetoskia tiópixki, porke ok onkateh tiopixkeh non kinteixpantiah tlamánalteh ijkó kemi tlanawatia n tlanawatílistli. 
HEB.8.5	Pero intekih ninteh tiopixkeh, san nejma technextiliah noso itlasekawilo tlan kichiwah nepa ilwikak. Yika ijkuak Moisés kichijchiwaskia n tiopa, Dios okili: “Kuali techkaki, kuali nonkimajmantiaskeh n tiopa, kemi onimitsili nepa kan tepetl. 
HEB.8.6	Pero n tekitl non Jesús okiseli okachi weyi ke non yejwah okichiwayah, porke Ye axa omotlajtolsentlali itech tlan okachi ipati, iwa techilia tiyetoskeh okachi kuali.
HEB.8.7	Porke tla yetoskia kuali keman sikinika omoyekkajkeh, amo monekiskia mopatlas. 
HEB.8.8	Pero Dios okitak n tlakah amo okitlakitayah kemi Ye okinekia, iwa okijto:
HEB.8.8	Ajsiki tonati ijkuak niktlalis se yankuik tlájtoli
HEB.8.8	iwan tlakah de Israel iwan tlakah de Judá.
HEB.8.9	Amo nikchiwas kemi onimotlajtolsenka iwa nomowejkatatawah,
HEB.8.9	n tonati keman onikinmatilanki iwa onikinkixti de Egipto,
HEB.8.9	porke amo okichijkeh tlan onikinmili makichiwakah,
HEB.8.9	yika onikinkajka, kijtoa n Toteko.
HEB.8.10	Ye ni tlan ika nimotlajtolsenkawas iwan tlakah de Israel itech nekateh tonatijmeh non sikin witseh, ye ni itlajtol Dios:
HEB.8.10	Nikintlalis notlanawatilwah itech intlalnamikilis
HEB.8.10	iwa nikintlalis itech inyolo,
HEB.8.10	iwa Ne niyetos in Dios
HEB.8.10	iwa yejwah yetoskeh noaltepetlakawah.
HEB.8.11	Ayakmó monekis aka makimachti se itlakaikni,
HEB.8.11	nion aka kilis ikni:
HEB.8.11	—Xikixmati n Toteko Dios—,
HEB.8.11	porke nochteh nechixmatiskeh,
HEB.8.11	n kokoneh asta non ya tetajmeh.
HEB.8.12	Iwa Ne nikintlapojpolwis nochi tlan amokuali okichijkeh,
HEB.8.12	iwa ayik nikinmilnamikis intlajtlakolwah. 
HEB.8.13	Ijkuak Dios kijtoa oksepa inwah nimoyekkawas, kijtosneki ya wewe n tlájtoli non ika omoyekka inwah, iwa tlan ya wewejtitok iwa ya panotok, mach ok wejkawas iwa sannima pojpoliwis.
HEB.9.1	Ijkuak sikinika Dios omotlajtolsenka, okijto kenijki kiweyijkachiwaskiah itech se lojar non san kichijchiwah itech nin tlaltíkpaktli. 
HEB.9.2	Non tiopa ijki omochijchi: kan ipewaya n tiopa, omonotsaya lojar Santo, ompa okatka n kandelero iwa n mesa kan omotlaliayah n pameh non oxelitokah para Dios.
HEB.9.3	Iwa okachi tlaijtik, kan otlajkoxelitoka ika weyi tsótsoli, ompa okiliayah Lojar Santísimo. 
HEB.9.4	Ompa okatka se artal de oro kan okichichinoayah n kópali. Noiwa ompa okatka n tlatiochiwalkaxa non oixaltitoka ika oro. Ijtik non kaxa okatka se xoktsi de oro non okipixtoka n paj non itoka maná, noiwa ompa okatka ibasto Aarón non omokópinki iwan tetl patlawak kan oijkuilitokah intlanawatilis. 
HEB.9.5	Ikpak non tlatiochiwalkaxa okatkah ome ángelteh non intokah querubines, yejwah okitenextiayah Dios ompa okatka ika iweyilis. Nonteh querubines ika inmajaswah okixtsaktokah ikamatsaka n tlatiochiwalkaxa kan motlapojpolwilo. Axa amo weletis timoyektlapowiskeh tlan ompa omochiwaya.
HEB.9.6	Keman ya tlamajmantok ompa tlaijtik, n tiopixkeh kalakih nochi tonati kan Lojar Santo para kichiwaskeh inteki. 
HEB.9.7	Pero kan Lojar Santísimo kalaki sanwel n tiopixkatlayákanki san se welta itech se xiwitl. Iwa keman kalaki, kiwika inmesso n yolkameh non ika motlatlaujtis inawak Dios iwa makitlapojpolwikah de itlajtlakolwah iwa de itlajtlakolwah n oksikimeh tlakah. 
HEB.9.8	Ika noni n Espíritu Santo techajsikamatiltia ijkuak okatka n Lojar Santo, amo okalakia kan Lojar Santísimo. 
HEB.9.9	Nochi ni techititia itech ninteh tonatijmeh, ijkuak titlamanah noso ijkuak titlamiktiah, ika noni amo weleti kinchipawiliah intlalnamikilis akimeh ijkó kichiwah. 
HEB.9.10	Nochi ni san itlanawatilwah n tlakah, ijkuak se tlakua, noso tlan se koni, noiwa kenijki mochipawah ika atl. N tlanawátili sanwel kinmilia tlanón kichiwaskeh, pero amo techpalewia kenijki tinemiskeh. Nonteh tlanawátilteh yetoskeh asta Dios matechimpatili ika ok se tlanawatili okachi kuali.
HEB.9.11	Cristo yowala, iwa axa Ye n Tiopixkatlayákanki. Axa Ye techmakah nochi tlan kuali. Porke n tiopa kan Ye tiópixki, okachi kuali iwa milajka. Porke amo san tlakah okichijchijkeh, yika amo de nin tlaltíkpaktli. 
HEB.9.12	Cristo okalak kan milák Lojar Santísimo, ayakmó para kimanas inmesso n yolkameh, yej para kitemaktis non Ye iesso. Ye okalak san se wuelta, iwa ijkó okitlaxtla topatka iwa otechmák tonemilis semijkak. 
HEB.9.13	Achto, inmesso n torojteh iwa n tentsomeh, iwa itlekonex n beserra non okichichinoayah kan artal iwa satepa okitejtepewayah impah akimeh amo chipawakeh okatkah, okipiaya weletílistli para kinchipawas inawak Dios san ik pánixko. 
HEB.9.14	Iwa tla inmesso n yolkameh kipia weletílistli, ¡Iesso n Cristo Jesús okachi kipia weletílistli ke inmesso nonteh yolkameh! Porke ika ichikawalis n Espíritu Santo non nochipa yolitok, Cristo inewia omotemák makimiktikah kemi se tlamánali senchipawak. Iesso techchipawa iwa ya tikmatokeh milák otechchipa. Iwa ijkó ya tiweleti tiktekichiwiliskeh Dios non yolitok.
HEB.9.15	Cristo techyekkawa itech se yankuik tlájtoli, imikilis Cristo okitlaxtla topatka nochi tlan amokuali otikchijkeh itech non sikinika tlanawátili, iwa akimeh Dios okinnotski maweletikah makiselikah intlatliokolil non Ye yokinkakitijka. 
HEB.9.16	Porke ya nonkimatokeh, ijkuak aka mikki, kikajtewa se amatl kan otlaxexelo, nochi tlan kijtoa itech non amatl, weletis mochiwas sanwel tla yomikki akin okitlali non amatl. 
HEB.9.17	Porke non amatl kan kijtojtok otlaxexelo amitla ipati tla akin okijkuilo ok yolitok, non amatl amitla ipati asta ijkuak miki akin okitlali. 
HEB.9.18	Yika, ijkuak Dios okitlali non sikinika tlalamatl, noiwa omotlajtolsenka ika estli. 
HEB.9.19	Moisés okinmatilti n tlanawátilteh nochteh n israelitas. Otlanki okónanki intsojmio n ichka iwa se isopojkuawitl, okinsia itech atl nelitok ika inmesso n torojkokoneh iwa n tentsomeh, satepa okajtselwi n tlanawátili non Moisés okinchijchi, noiwa okinmajtselwi nochteh n israelitas. 
HEB.9.20	Iwa okinmili: “Nin estli kisentlalia n tlalamatl non Dios onomechtitlanili.” 
HEB.9.21	Moisés noiwa okajtselwi ika estli n tabernákulo iwa nochi tlan ompa okitekitiltiayah ijkuak okiweyijkachiwayah Dios. 
HEB.9.22	Ijkó kiné, n tlanawátili techititia miak tlajtlákoli omochipawaya ika estli, iwa amitla motlaxtlawah tla amo motoyawa estli.
HEB.9.23	Ijkó kiné, omonekia ninteh tlamíktilteh para mochipawas san itlachijchiwilis noso itlasekawilo itech tlan onka ilwikak. Pero tlan milák onka ilwikak kinekih okachi weyi tlamíktili iwa amo san inmesso n yolkameh. 
HEB.9.24	Porke Cristo amo okalak itech tabernákulo non san tlakah okichijchijkeh. Noni okatka san se tlachijchiwali kemi n milák tabernákulo non kajki ilwikak. Ye okalak kan ilwikak, kan axa kitlatlautijtok Dios matechtlapojpolwi. 
HEB.9.25	N weyi tiopíxki, kalaki nochi xiwitl kan Lojar Santísimo iwa kimana estli non amo iesso, pero Cristo amo okalak miak welta para motemaktis. 
HEB.9.26	Tla ijkó yetoskia, Cristo mikiskia miak welta desde ijkuak Dios okichijchi n tlaltíkpaktli. Pero Ye omonextiko itech ninteh iksemi tonatijmeh iwa inewia omotemák makimiktikah, iwa ijkó, ika iesso okimpojpoloko totlajtlakolwah.
HEB.9.27	Tejwah tinochteh timikiskeh san se welta, iwa satepa Dios techixkomakas. 
HEB.9.28	Ijkó noiwa Cristo omotemák san se welta para makimiktikah iwa ijkó matechtlapojpolwikah de totlajtlakolwah. Satepa Ye oksepa walmokopas, iwa ayakmó mikkis por totlajtlakolwah, yej para techmakixtis tejwah akimeh tikchixtokeh mawiki.
HEB.10.1	Itlanawatil Moisés sanwel itlasekawilo tlan satepa walaskia, iwa amo tlan milák techmakaskia. Yika, n tlanawátili amo weleti kinchipawa akimeh yawi nochi xiwitl inawak Dios, iwa kitlamaniliah. 
HEB.10.2	Tla milák n tlanawatílistli weletiskia kinchipawas tlajtlákolteh, amo momachiliskia tlajtlakolejkeh iwa ayakmó kinmanaskiah yolkameh. 
HEB.10.3	Pero nochi xiwitl, ninteh tlamiktilteh sanwel nomechtoktiah xikinmilnamikikah nomotlajtlakolwah, 
HEB.10.4	porke inmesso n torojteh iwa n tentsomeh non kinmiktiah amo weletih kimpojpoloah tlajtlákolteh.
HEB.10.5	Yika, ijkuak owala Cristo ipan tlaltíkpaktli, Ye okijto:
HEB.10.5	Tejwatsi amo otiknek mamitsinmiktilikah yolkameh nion mamitstlamanilikah,
HEB.10.5	yika otechkawili manitlakatiki iwa satepa manimitsmaktili nokuerpo kemi se tlamíktili.
HEB.10.6	Tejwatsi amo omitspakti mamitsinmiktilikah yolkameh non okinchichinoayah ipan artal para tikintlapojpolwis de intlajtlakolwah.
HEB.10.7	Ijkuakó onikijto: “Nika nika Tejwatsi Dios, ken ijkuilitok, nikchiwas tlan Tejwatsi tikmonekiltia.” 
HEB.10.8	Achto kijtoa, Dios amo kinneki tlamíktilteh, nion matitlamanakah, nion yolkameh non kinchichinoah ipan artal non techtlajtlakolchipawas, amo kiwelitah maya n tlanawátili kijtoa matitlamanakah. 
HEB.10.9	Iwa satepa kijtoa: Nika niwits iwa nikchiwas tlan Tejwatsi Dios tikmonekiltia. Matikijtokah Cristo okinpojpoloko nekateh tlamíktilteh non achto okinchiwayah, iwa okitlali ok se. 
HEB.10.10	Dios yotexchipa de totlajtlakolwah porke Cristo okichi tlan Dios kimonekiltia, ijkuak omikki ipan krus, iwa okitemák ikuerpo kemi se tlamíktili san se welta iwa nochipa.
HEB.10.11	N tiópixki judío, nochi tonati kinmana tlamíktilteh, iwa ixmostla kojpatilia tlan kimantok, pero ninteh tlamanalteh mach weletih kimpojpoloah tlajtlákolteh. 
HEB.10.12	Pero Cristo san se welta omotemák makimiktikah para kintlaxtlawas totlajtlakolwah nochipa. Iwa axa ewatok ik iyekma Totajtsi Dios. 
HEB.10.13	Iwa ompa mochixtok asta ijkuak Dios kintlalis itlampa ikxiwah akimeh kikokoliah, 
HEB.10.14	porke san ika se tlamánali, Cristo Jesús okinsenchipa de intlajtlakolwah nochteh akimeh kinyolchipajtok. 
HEB.10.15	Noiwa nochi ni, n Espíritu Santo techonmatiltia kan kijtoa:
HEB.10.16	Ye ni n tlájtoli non satepa nimoyekkawas iwan yejwah, kijtoa n Toteko:
HEB.10.16	Niktlalis notlanawatil itech inyolo,
HEB.10.16	iwa nikinmijkuilos itech intlalnamikilis. 
HEB.10.17	Iwa kijtoa:
HEB.10.17	Ayik oksepa nikinmilnamikis
HEB.10.17	intlajtlakolwah nion tlan amokuali okichijkeh. 
HEB.10.18	Ijkó kiné, keman yotechtlapojpolwijkeh ayakmó moneki itla makimanakah para matechtlapojpolwikah.
HEB.10.19	Ijkó kiné nokniwah, axa ya weletis tikalakiskeh kan Lojar Santísimo ken Cristo Jesús okitoya iesso ijkuak omikki. 
HEB.10.20	Ijkuak Jesús omikki, ikuerpo omochi n yankuik ojtli yolitok non okitlapo n kortina kan Lojar Santísimo, 
HEB.10.21	iwa axa Cristo Jesús Ye n Weyi Tiópixki akin tlayakantok icha n Dios. 
HEB.10.22	Matimijkuanikah inawak Dios ika toyolo chipawak iwa kuali matitlaneltokakah, porke Ye yokichipa toyolo nochi tlan amokuali, para ayakmó matimomachilikah titlajtlakolejkeh, ken nochi tokuerpo yokichipa ika atl chipawak. 
HEB.10.23	Axa, kuali matitlaneltokakah itech tlan tikchiah, porke kuali tikmatokeh, Dios techmakas nochi tlan okisentlali techmakas. 
HEB.10.24	Matiktemolikah kenijki timosepampapalewiskeh, matimotlasojtlakah iwa matikchiwakah tlan kuali. 
