MAT.1.1	Chitabu cha lukolo lwa Yesu Kiristu, mtsukulu wa Daudi, iyakalile mtsukulu wa Abrahamu. 
1TH.1.3	Mana hambele he Imulungu Aba wetu, ng'atuleka bae kukumbuka sang'ano tsenu itsilangusa inoghola yenu na itsilangusa unoghelo wenu, na pfamumlolela Imtwatsa Yesu Kiristu kwa ukududumila. 
1TH.1.4	Ndughu tsetu, mwemwe imnoghelighwe ne Imulungu, twomanya ka msaghulighwa naye, 
1TH.1.5	mana Imbuli Inoghile iiwatsileni, ng'aitsile kwa malonga ghaliyeka, ila pfipfila itsa kwa ingupfu na Ghumuhe Mwenzeluka, aku twomanya ghendo imbuli ayo yolongesa. Mwomanya pfatukalile hala hatukalile na mwemwe, tsatukala pfinoghile kuwapfila mwemwe. 
1TH.1.6	Mwemwe tsamtwigha twetwe na Imtwatsa. Mana hata ka tsamdununzika ng'ani, muibokela imbuli kwa ukudeng'elela ukulawile kwa Ghumuhe Mwenzeluka. 
1TH.1.7	Apfo mwemwe muwa chinu cha kwighighwa kwe iwanu iwomtoghola Kiristu ako Makedoniya, na Akaya. 
1TH.1.8	Kulawa kuna mwemwe Imbuli ye Imtwatsa yenela, si ako Makedoniya na Akaya kuliheka, ila inoghola yamwinayo kwe Imulungu yenela chila hanu. Apfo twahela chochose cho ukulonga. 
1TH.1.9	Wawo wenyegho wowapetela iwanu mbuli tse ghumwanza ghwetu hatumwangileni, pfamtubokele na pfampfilekile ipfinyagho, na pfamumghalukile Imulungu yane ughima na wa kweli, 
1TH.1.10	na sambi mwombetetsa Imwanaghe yahulumke kulawa kulanga. Imwana ayo iyo Yesu iyamtsilihule, naye kotukombola kulawa mne imaya ye Imulungu iikutsa.
1TH.2.1	Mana ndughu tsetu mwemwe iwenyegho mwomanya ka ukumwangilani kwetu ng'akuwile hela bae. 
1TH.2.2	Mana mwomanya pfatudununzighwe na pfatulighighwe akula Filipi. Hata ka tsakukala na unebe ng'ani, Imulungu wetu tsakatutenda tuwapetele Imbuli yake Inoghile bila kupfuka. 
1TH.2.3	Chatuwakomangitsa si chinu che ughutsu bae, wala ng'achihile bae, wala si chinu cha ukubugha bae, 
1TH.2.4	ila ghamatsuwa ghose twolonga ka pfayobama Imulungu, kwaapfila yeye katutoghola, katwing'a sang'ano yo kuwapetela Imbuli ino Inoghile. Apfo ng'atubama kuwanoghelesa iwanu bae, ila twobama kumnoghelesa Imulungu iyomanya imimoyo yetu mbaka mghati. 
1TH.2.5	Imulungu ka mkalangama wetu, mana ka pfammanya, twetwe ng'atutumile malonga gho kubembeletsa wala malonga gho ukukengela wala ng'atubamile kupata ipfinu pfenu kwa kwipfisa. 
1TH.2.6	Ng'atubamile bae kutunyighwa ne iwanu, wala na mwemwe, wala ne imunu wowose, 
1TH.2.7	hata ka twetwe twa iwatumighwa wa Kiristu, ng'atubamile bae pfinu kulawa kuna mwemwe. Lekeni twetwe tsatukala tuhola mghati mwenu ka mai pfowalela iwanaghe. 
1TH.2.8	Tsatumnoghelani ng'ani mbaka tuwaghalila Imbuli Inoghile kulawa kwe Imulungu, hamwe na ughima wetu pfipfila. Kwaapfila tsamkala iwanoghelighwa wetu. 
1TH.2.9	Wandughu, mwemwe mwomanya pfatusang'ane ne ukudununzika chilo ne imisi tuleke kuwa imitsigho kwe imunu wowose mghati mwenu, hatukalile towapetela Imbuli Inoghile iilawile kwe Imulungu.
1TH.2.10	Mwemwe mwa iwakalangama, na Imulungu pfipfila, pfatukalile tunogha, ghotogholighwa ne Imulungu, na bila matotso mghati mwenu. 
1TH.2.11	Mwomanya ka twetwe tsatumtendela chila imunu kuna mwemwe ka aba pfowatendela iwanaghe imwenyegho. 
1TH.2.12	Tsatuwaghuma ghumoyo, kuwakanza na kuwakanya, ili mkale ka pfaimnoghelesa Imulungu, iyowakema mwingile mne undewa ne utunitso wake.
1TH.2.13	Pfipfila twetwe twoghendelela kulonga mighede kwe Imulungu ghamatsuwa ghose, kwaapfila hatuwaghalile Imbuli ila ye Imulungu, tsamuibokela ka imbuli ye Imulungu na si ka imbuli ye iwanu bae, na apfo pfipfo pfaili. Kwaapfila Imulungu kosang'ana mghati mwenu mwemwe imtoghola. 
1TH.2.14	Wandughu, mwemwe mlawilighwa na ghaghala ighawalawile makingili ghe iwanu iwomtoghola Kiristu iwali akula Yudeya iwali iwanu we Imulungu. Ghaghala ighawalawile iwanu wa Kiristu Yesu. Mwemwe tsamdununzighwa ne iwanu we isi yenu ka pfipfila wawo pfawadununzighwe na Wayahudi weyawo, 
1TH.2.15	iwamkomile Imtwatsa Yesu na manabii, na hata twetwe pfipfila watudununza. Iwanu awo ng'awamnoghelesa Imulungu bae na wowahila iwanu wose. 
1TH.2.16	Tsawabama watughome kuwapetela iwanu iwali si Wayahudi, usenga iuwaghalila ukombotsi. Apfo pfipfo pfawamemese nzambi tsawo tsawatendile ghamatsuwa ghose. Lekeni sambi maya ye Imulungu iwahulumkila!
1TH.2.17	Wandughu, tsatwileka kwa ghamatsuwa chidogho ghaliyeka, kuya twileka kwa lukuli luliyeka na si kwa ghumoyo bae. Ghamatsuwa chidogho hambele, tsatubama ghendo tumwoneni keli. 
1TH.2.18	Apfo tulamla ukuwangilani lwakeli. Nene Pauli tsambama kutsa kuna mwemwe mala mbili, lekeni Setani tsakatughoma. 
1TH.2.19	Apfi hatutsakwima hambele he Imtwatsa Yesu hayatsokutsa, ghweko lya ukulangusa ukuhuma kwetu litsokuwa choni? Ambe mwemwe yamli lolelo lyetu na indeng'elo yetu! 
1TH.2.20	Ona, mwemwe mwa utunitso wetu na indeng'elo yetu!
1TH.3.1	Kuya ng'atudahile bae kughendelela kududumila. Apfo tulamla kukala tuliyeka akula Asene, 
1TH.3.2	na kumtuma ndughu yetu Timoteo kuna mwemwe, iyatusang'ana naye mne ng'onde ye Imulungu ye ukuwapetela iwanu Imbuli Inoghile ya Kiristu. Tsatumtuma ili yawaghele ngupfu na yamghumeni ghumoyo mne inoghola yenu, 
1TH.3.3	ili inoghola ye imunu wowose mna mwemwe ileke kufinala kwaajili ye maghayo agho. Mwemwe mwomanya ka twobamighwa kudununzika. 
1TH.3.4	Kwaapfila hatung'ali hamwe namwe, tsatuwalongela ka tutsodununzika, na ka pfammanyile apfo pfipfo pfailawile. 
1TH.3.5	Apfo tsanimtuma Timoteo kuna mwemwe. Sidahiile bae kubeta keli, nimtuma ili nimanye mbuli tse inoghola yenu. Tsanipfuka ileke kuwa Yehile kamghetsani na isang'ano yatutendile mghati mwenu yagha hela!
1TH.3.6	Sambi Timoteo koya, naye katulongela mbuli itsinoghile tse inoghola na unoghelo wenu. Katulongela ka mwotukumbuka ghamatsuwa ghose, na mwobama kutwona ka twetwe pfatubama kuwoneni. 
1TH.3.7	Apfo mbuli tse inoghola yenu tsitughela ghumoyo mne ukudununzika na mne maghayo ghetu ghose, 
1TH.3.8	kwapfila sambi twokala ghendo, ka mwemwe mwakwima mna ukukala kwa ukwilunga ne Imtwatsa. 
1TH.3.9	Lelo twodaha kulonga mighede kwe Imulungu wetu kwaajili ya mwemwe. Twomlongela mighede kwa indeng'elo yatwinayo hambele hake kwaajili ya mwemwe. 
1TH.3.10	Twoghendelela kumlomba Imulungu chilo ne misi kwa ghumoyo ghose tudahe kuwoneni ili tuweng'e chochose ichihunguke mne ukutoghola kwenu.
1TH.3.11	Twomlomba Imulungu, aba wetu, na Imtwatsa Yesu, yatutende tudahe ukutsa kuna mwemwe. 
1TH.3.12	Imtwatsa yawatende mwongetseke ukwinoghela na kuwanoghela iwanu wose, ka twetwe pfatuwanoghelani mwemwe. 
1TH.3.13	Apfo katsoing'a ingupfu imimoyo yenu, namwe mtsakuwa mwahela matotso na wahenzeluka hambele he Imulungu na Aba wetu, baho Imtwatsa wetu Yesu hayatsokutsa hamwe na iwanu wake wose.
1TH.4.1	Lelo, ndughu tsetu, tsamwilangulitsa kulawa kuna twetwe pfambamighwa kukala ili mumnogheletse Imulungu. Apfi pfipfo pfamkala. Na sambi nowalomba ghendo kwa taghwa lya Imtwatsa Yesu mghendelele pfipfo. 
1TH.4.2	Kwaapfila mwomanya malaghitso ghatuweng'ile kwa uwetso wa Imtwatsa Yesu. 
1TH.4.3	Imulungu kowabama muwe wahenzeluka na mleke ghendo ughoni. 
1TH.4.4	Chila imunu mghati mwenu amanye kukala na mwehe wake kwa uenzeluka na pfinoghile, 
1TH.4.5	na si kwa dong'o tsihile bae ka iwanu wangi ing'awammanyile Imulungu. 
1TH.4.6	Apfo imunu wowose aleke kumtendela totso myaghe au kumbunza ndughu yake mne chinu chino, kwaapfila Imtwatsa iyo iyatsowahigha awa wose, ka pfatulongole kuwalongela na kuwakanya ghendo. 
1TH.4.7	Kwaapfila Imulungu ng'atukemile bae tuwe waghoni, ila tuwe wahenzeluka. 
1TH.4.8	Apfo imunu wowose iyolema ghamalangulitso ghano, ng'omlemela imunu bae ila komlemela Imulungu iyoweng'a Ghumuhe wake Mwenzeluka. 
1TH.4.9	Mne imbuli ye ukwinoghela, ng'atubama ukuwandikila, kwaapfila mwemwe muwenyegho tsamlangulisighwa ne Imulungu pfambamighwa kwinoghela. 
1TH.4.10	Kwaapfila apfo pfipfo pfamuwatendela wandughu wose iwali Makedoniya yose. Lekeni wandughu twomlombani mghendelele ghendo kutenda apfo. 
1TH.4.11	Kuya mkale kwa ukuhola, chila imunu atende pfinu pfake imwenyegho, na yasang'ane kwa ghamoko ghake imwenyegho ka pfatuwalongeleni. 
1TH.4.12	Kwa kutenda apfo mtsotogholighwa ne iwanu ing'awomtoghola Kiristu, na ng'amtsomuhuwila imunu wowose kwaajili ya aghala ghambama.
1TH.4.13	Wandughu tsetu ng'atubama bae mleke kumanya mbuli tse awala iwafile ili mleke kwona usungu ka iwanu wangi iwali hela lolelo. 
1TH.4.14	Twetwe twotoghola Yesu kafa na katsilihuka keli na twotoghola ka Imulungu katsowaghala hamwe na Yesu kuna yeye awala iwafile aku womtoghola Yesu.
1TH.4.15	Kwaapfila twowalongela ghano kwa imbuli ye Imtwatsa, twetwe itung'ali waghima, itusighale mbaka hayatsakutsa keli Imtwatsa, ng'atutsowalongola ghendo bae awala iwafile. 
1TH.4.16	Kwaapfila Imtwatsa mwenyegho katsohulumka kulawa kulanga, hamwe na laghitso, na litsi lya malaika mkulu we kulanga hamwe ne litsi lye malati ye Imulungu, na iwanu iwafile aku womtoghola Kiristu tanu watsotsilihuka. 
1TH.4.17	Kuya twetwe itung'ali waghima, itusighale tutsosolighwa hamwe nawo mne libingu kwitingana ne Imtwatsa kulanga. Apfo tutsokala hamwe ne Imtwatsa ghamatsuwa ghose. 
1TH.4.18	Lelo mwighume ghumoyo kwa ghamalonga ghano.
1TH.5.1	Lekeni iwandughu ng'atubama bae kumwandikileni imbuli ye chipindi na msimu hapfitsolawila pfinu pfino, 
1TH.5.2	kwaapfila mwemwe mwomanya ghoya ka litsuwa lyakuya Imtwatsa litsokuwa ka mbapfi pfakutsa nechilo. 
1TH.5.3	Iwanu hawolonga, “Chila chinu chikala tulu na tseghamba,” bahala ukuhinyighwa kutsowatsila mchanya mwawo ka usungu wa ukweleka imwana pfaumtsila mai yane inda, na iwanu ng'awatsohepa bae.
1TH.5.4	Lekeni wandughu, mwemwe ng'amli mchisi bae, mbaka litsuwa alyo liwedukitse ka pfakutsa mbapfi. 
1TH.5.5	Mwemwe mwose mwa iwana wa ghumwanga na iwana we imisi. Twetwe si wanu we ichilo au we ichisi. 
1TH.5.6	Apfo tuleke kuwa ka iwanu wangi iwawasile, ila tukale meso na twitawale wenyegho. 
1TH.5.7	Mana iwanu wala iwowasa, wowasa nechilo, na awala iwopatika, wopatika nechilo. 
1TH.5.8	Lekeni twetwe ituli we imisi, twitawale wenyegho. Tupfale inoghola ne unoghelo ka lighwanda lya chuma lyo ukwikinga mna tsimbagha tsetu, na lolelo lye ukombotsi liwe ka kofiya ya chuma yo ukukinga matwi ghetu. 
1TH.5.9	Kwaapfila Imulungu ng'atusaghule bae tukomighwe na maya yake, ila tupate ukombotsi kubitila Imtwatsa wetu Yesu Kiristu. 
1TH.5.10	Yeye tsakafa kwaajili yetu, ili tukale naye, ing'awa twawaghima au tufa. 
1TH.5.11	Lelo mwighume ghumoyo na mwiyapfe, ka pfamtenda sambi.
1TH.5.12	Lelo twowalomba wandughu, muwatoghole awala iwosang'ana mghati mwenu, iwowalongotsa na iwowemileni mne ughima wa Chikiristu. 
1TH.5.13	Muwahulikitse na kuwanoghela kwaajili ye isang'ano iwoisang'ana. Mkale kwa tindiwalo.
1TH.5.14	Wandughu twowalomba muwakanye awala iwali wadebwe, muwaghume ghumoyo awala iwali wogha, muwapfile iwalihela ingupfu, muwadudumile wanu wose. 
1TH.5.15	Mwalangitse imunu wowose aleke kumuyitsila miyaghe ghehile kwa ghehile, ila ghamatsuwa ghose mwitendele ghanoghile na pfipfila muwatendele iwanu wose ghanoghile. 
1TH.5.16	Mdeng'elele ghamatsuwa ghose, 
1TH.5.17	mumlombe Imulungu bila kwipfa, 
1TH.5.18	mlonge mighede mne chila chinu ichilawila, kwaapfila apfo pfipfo pfobama Imulungu kuna mwemwe mne ukwilunga kwenu na Kiristu Yesu. 
1TH.5.19	Mleke kuyitsa kuchughu sang'ano ye Ghumuhe Mwenzeluka, 
1TH.5.20	mleke kuubetsa usenga iulawa kwe Imulungu, 
1TH.5.21	lekeni mtsilinge mbuli tsose na mghakinde ighanoghile. 
1TH.5.22	Mkale kutali na ghehile ghose.
1TH.5.23	Imulungu imwenyegho iyotwing'a tindiwalo yawadeghetse ghendo, muhe tsenu na mimoyo yenu na ng'uli tsenu pfikighwe bila ghamatotso hayatsokutsa keli Imtwatsa wetu Yesu Kiristu. 
1TH.5.24	Yeye iyomkemani katsotenda apfo kwaapfila yeye kotogholighwa.
1TH.5.25	Wandughu, mtulombele.
1TH.5.26	Muwalamse wandughu wose kwa unoghelo.
1TH.5.27	Nowalaghitsa kwa uwetso we Imtwatsa, muwasomele iwandughu wose ibaluwa ino.
1TH.5.28	Uluso we Imtwatsa Yesu Kiristu ukale namwe.
2TH.1.1	Nene Pauli, na Silivani na Timoteo,
2TH.1.1	Twomwandikileni mwemwe iwanu imumtoghola Kiristu wa ako Tesalonike, imli wa Imulungu Aba wetu na Imtwatsa Yesu Kiristu.
2TH.1.2	Nowalombela kwa Aba wetu Imulungu na Imtwatsa Yesu Kiristu yamtendeleni uluso na yamwikeni tseghamba.
2TH.1.3	Twobamighwa kumlongela mighede Imulungu ghamatsuwa ghose kwaajili yenu, kwaapfila inoghola yenu yokula ghoya na ukwinoghela mwemwe kwa mwemwe kwakongetseka. 
2TH.1.4	Apfo twetwe twewaghodela mwemwe mne ghamakingili ghe iwanu we Imulungu iwomtoghola Kiristu pfamghendelela kumtoghola Imtwatsa na kududumila ghamaghayo na maghetso ghambitila.
2TH.1.5	Agha ghose gholangusa ka Imulungu kohigha pfinoghile, ili mwoneke kuwa mtogholighwa ukwingila mne Undewa we Imulungu wamuudununzikila. 
2TH.1.6	Imulungu katsotenda chinu chinoghile; katsowoyitsila maghayo awala iwomdununzani 
2TH.1.7	na katsowatenda mwemwe imghaya mwone ng'apfu hamwe na twetwe. Katsotenda apfi Imtwatsa Yesu hayatsolawila kulawa kulanga hamwe ne wamalaika wake wane ingupfu 
2TH.1.8	na milambi ya ghumoto, kuwahigha awala iwomlema Imulungu na iwolema kuhulikitsa Imbuli Inoghile ye Imtwatsa wetu Yesu. 
2TH.1.9	Watsohighighwa waghaye ghamatsuwa ghose na kubaghulighwa kutali ne Imtwatsa ne utunitso wa ngupfu tsake, 
2TH.1.10	hayatsakutsa mne litsuwa lila kutunitsighwa ne iwanu wake ne kukangawalighwa ne iwanu wose iwamtoghole. Mwemwe pfipfila mtsokuwa mghati mwawo, kwaapfila mtoghola achila chatuwalongele.
2TH.1.11	Apfo ghamatsuwa ghose twowalombelani Imulungu wetu yawatende mdahe kukala ka pfawakemileni mkale, twomlomba kwa ngupfu tsake atimilitse ghose ghanoghile ghambama kutenda, na chila sang'ano ye inoghola. 
2TH.1.12	Twolomba apfi ili taghwa lye Imtwatsa wetu Yesu litunyighwe mghati mwenu, namwe mtunyighwe kwa ukwilunga naye, kwa uluso we Imulungu wetu na Imtwatsa Yesu Kiristu.
2TH.2.1	Sambi aino imbuli ye ukutsa kwe Imtwatsa wetu Yesu Kiristu, na twetwe kwitingana hamwe hambele hake. Ndughu tsetu twomlombani ghendo, 
2TH.2.2	imunu aleke kuwaweghetsa himahima achila ichili mwitwi mwenu, wala mleke kwiduka ne usenga au imbuli au ibaluwa iilongighwa ilawila kuna twetwe, iilonga litsuwa lye ukuya Imtwatsa ma litsa. 
2TH.2.3	Imunu wowose aleke kuwaghutsukila ichinu chochose, kwapfila litsuwa lila ng'alikutsa bae mbaka Litsuwa lila lyo Ukumlema Imulungu lilawile, na imunu yokemighwa Yehile yoneke, ayo usighilo wake ukuhinyighwa ghendo. 
2TH.2.4	Katsopinga ne katsetenda imwenyegho mkulu kwe chila chinu ichikemighwa imulungu au ichitambikighwa, apfo katsokala hata mne Ing'anda ye Imulungu ne ukulonga yeye imwenyegho iyo Imulungu.
2TH.2.5	Ng'amkumbuka bae? Tsaniwalongela ghano ghose haning'ali namwe. 
2TH.2.6	Lekeni kuna ichinu ichimghoma sambi, namwe mwochimanya ichinu acho. Tsuwa lyake halitsopfika imunu yokemighwa Yehile katsakoneka. 
2TH.2.7	Kwaapfila sambi ngupfu yake ayula iyolema ghamalaghitso yosang'ana chinyelenyele, lekeni ng'atsakoneka mbaka ayula iyomghoma tanu yaleghusighwe. 
2TH.2.8	Kuya imunu yokemighwa Yehile katsoghubulighwa, lekeni Imtwatsa Yesu katsomkoma kwa muhe wa mlomo wake na kumuhonda kwa mng'alo we ukutsa kwake. 
2TH.2.9	Imunu ayo yokemighwa Yehile katsakutsa na ngupfu tsa Setani na katsotenda chila chihulo na pfinu pfa kukangawatsa pfe ughutsu, 
2TH.2.10	na kutumila ghose ghehile kuwaghutsukila wose iwakwaghwa. Hawo watsokwagha kwaapfila ng'awaubokele bae na kuunoghela ukweli ili wakombolighwe. 
2TH.2.11	Apfo Imulungu kawaghalila iwanu awo ingupfu ye ukwagha ili wautoghole ughutsu. 
2TH.2.12	Apfo wose iwalemile kutoghola ukweli, ila wodeng'elela nzambi, watsohighighwa.
2TH.2.13	Lekeni twobamighwa kulonga mighede kwe Imulungu ghamatsuwa ghose kwaajili yenu, iyamnoghelighwe ne Imtwatsa, kwaapfila kulawa mwanduso Imulungu kamsaghulani mkombolighwe kubitila isang'ano ya Ghumuhe wake na kuwatendani muwe wanu wake wahenzeluka kwa inoghola yenu mne ukweli. 
2TH.2.14	Imulungu tsakamkemani mwemwe kubitila imbuli inoghile iyatumpeteleni, ili mpate utunitso we Imtwatsa wetu Yesu Kiristu. 
2TH.2.15	Lelo wandughu, mwime ghoya na mghakinde ghamalangulitso ghatuwapeteleni na ghatumwandikileni.
2TH.2.16	Twomlomba Imtwatsa wetu Yesu Kiristu imwenyegho ne Imulungu Aba wetu iyatunoghele, na kwa uluso wake katwing'a tindiwalo lya ghamatsuwa ghose na lolelo ilinoghile, 
2TH.2.17	yamghumeni ghumoyo na yaweng'e ingupfu ye ukutenda ne ukulonga ighanoghile.
2TH.3.1	Kuya ndughu tsetu, mtulombele ili usenga we Imtwatsa wenele himahima na ubokelighwe pfinoghile, ka pfaiwile mghati mwenu. 
2TH.3.2	Mtulombele ili Imulungu atukombole kulawa kune iwanu wehile, kwaapfila si wose bae iwotoghola imbuli ino.
2TH.3.3	Lekeni Imtwatsa ka mwenyepfale, naye katsomwing'ani ingupfu na kumlolesani na yula Yehile. 
2TH.3.4	Na twetwe tuna lolelo kwe Imtwatsa ka mwotenda na mtsoghendelela kutenda aghala ghatuwalongeleni.
2TH.3.5	Imtwatsa yailongotse imimoyo yenu mne unoghelo we Imulungu na kududumila kwatwing'ighwe na Kiristu.
2TH.3.6	Kwa taghwa lya Imtwatsa Yesu Kiristu, two mlaghitsani wandughu mkale kutali na chila indughu mdebwe na iyolema kughawinza malaghitso ghatuweng'ile. 
2TH.3.7	Kwaapfila mwemwe iwenyegho mwomanya pfambamighwa kuwinza ghatutendile. Ng'atukalile wadebwe bae hatung'ali na mwemwe, 
2TH.3.8	ng'atujile bae hela ichijo che imunu. Lekeni tsatusang'ana ghendo ichilo ne imisi kwa ukughaya, ili tuleke kuwa mtsigho kwe imunu wowose wa kwenu. 
2TH.3.9	Tsatutenda apfo si kwaapfila ng'atubamighwa bae ukwapfilighwa na mwemwe, ila kwaapfila tsatubama kuwalangusa pfambamighwa kutenda. 
2TH.3.10	Hatung'ali hamwe na mwemwe tsatuwalongela, “Imunu iyolema kusang'ana, na aleke ukuja.”
2TH.3.11	Twohulika mghati mwenu kuna iwanu wadebwe ing'awosang'ana chinu chochose, ila weingitsa mne ipfinu pfe iwanu wangi. 
2TH.3.12	Kwa taghwa lye Imtwatsa wetu Yesu Kiristu twowalaghitsa na kuwakanya iwanu awo wawe wahole na wasang'ane ili waje ichijo chawo iwenyegho.
2TH.3.13	Lekeni mwemwe wandughu mleke ukwipfa kutenda ghanoghile.
2TH.3.14	Ka kuna imunu ng'ahulikitsa usenga wetu mne ibaluwa ino, mwikeni hatselu imunu ayo na mleke kukala naye, ili yone chinyala. 
2TH.3.15	Lekeni mleke kumtendela ka mwomwihila, ila mumkanye ka miyenu.
2TH.3.16	Imtwatsa imwenyegho iyolapfa tindiwalo yamwing'eni tindiwalo ghamatsuwa ghose na kwa nzila tsose. Imtwatsa yakale namwe wose.
2TH.3.17	Nene Pauli, nomlamsani kwa kuwandikila kwa ghumoko ghwangu imwenyegho. Achi chicho chitango mna chila ibaluwa, apfi pfipfo pfanikwandika. 
2TH.3.18	Uluso we Imtwatsa wetu Yesu Kiristu ukale namwe mwose.
1TI.1.1	Nene Pauli, mtumighwa wa Kiristu Yesu kwa laghitso lye Imulungu Mkombotsi wetu na Kiristu Yesu lolelo lyetu.
1TI.1.2	Nokwandikila Timoteo imwanangu ghendoghendo mne inoghola.
1TI.1.2	Nokulombela kwa Aba wetu Imulungu na Imtwatsa Yesu Kiristu yamtendeleni uluso na yamwikeni tseghamba.
1TI.1.3	Ka pfanikulongele haning'ali nighenda Makedoniya, nobama ukale ako Efeso ili uwaghome iwanu wangi waleke kulangulitsa ghamalangulitso ghe ughutsu, 
1TI.1.4	walongele watsileke simo tsila itsilihela chinu na mbuli tsa ghamataghwa ghe lukolo yang'aghomala bae, agho ghotenda iwanu wesonge, wala ng'aghoitsenga sang'ano ye Imulungu mna ukutoghola. 
1TI.1.5	Chinu chikulu cha laghitso lino iwo unoghelo, iulawa mne ghumoyo ghunoghile, na ukusaghula ukuteda ghanoghile, na inoghola ya kweli. 
1TI.1.6	Iwanu wangi wagha kulawa mna ghano na wahundukila midawalo ya ubotsi. 
1TI.1.7	Wobama wawe iwalangulitsa ghamalaghitso gha Musa lekeni ng'awomanya bae wolonga choni au ipfinu pfawakomangitsa.
1TI.1.8	Twomanya ka ghamalaghitso ghanogha ka ghotumika ghoya. 
1TI.1.9	Pfipfila twomanya ghamalaghitso ng'aghekighwe bae kwaajili ye iwanu iwanoghile, ila ghekighwa kwaajili ya iwanu ing'awokinda ghamalaghitso na iwolema kutegheletsa utawala na iwanu iwombetsa Imulungu na wane nzambi na ing'awahenzeluke na iwanu iwalihela idini na iwanu iwokoma aba tsawo na mai tsawo na iwokoma wanu, 
1TI.1.10	na waghoni, wamale iwowasa na wamale wayawo, iwakwiba iwanu, iwaghutsu na iwolapfa ukalangama wa ughutsu au iwotenda chinu chochose ing'achighenda hamwe ne ghamalangulitso gha ughima. 
1TI.1.11	Ghamalangulitso agho ghamne Imbuli Inoghile ye Imulungu iyane ukulu na iyotunyighwa imbuli yaning'ighwe niwapetele iwanu.
1TI.1.12	Nolonga mighede kwa Kiristu Yesu Imtwatsa wetu, iyangaile ingupfu, kwaapfila kambona nene namwenyepfale, kanisaghula nimsang'anile, 
1TI.1.13	hata ka aho mwanduso ning'ali nimligha yeye na kuwadununza iwanu na tsanikala mghobo, lekeni Imulungu kambonela libatsi kwaapfila tsanitenda apfo kwa ubotsi wangu wanikalile nawo na kwaapfila tsanahela inoghola. 
1TI.1.14	Lekeni Imtwatsa wetu tsakangaya uluso wake bwelele, kangaya inoghola na unoghelo mne ukwilunga na Kiristu Yesu. 
1TI.1.15	Imbuli ino yolongesa, na inogha kutogholighwa, Kiristu Yesu katsa muisi kuwakombola wane nzambi. Na nene nina nzambi kubita wose, 
1TI.1.16	lekeni Imulungu kambonela libatsi, ili Kiristu Yesu alanguse ukududumila kwake kwose kuna nene yanine nzambi kubita wose, kanenda niwe chitango kwa awala iwatsomtoghola, na kubokela ughima wa ghamatsuwa ghose. 
1TI.1.17	Lelo Imndewa wa ghamatsuwa ghose, yang'akufa, yang'akoneka, Imulungu yaliheka, yeye apfukighwe na atunyighwe ghamatsuwa ghose. Ona.
1TI.1.18	Mwanangu Timoteo, nokulaghitsa laghitso lino, kwa ghamalonga ghe unabii ghaulongelighwe ghumwande ughawinze ili udahe kuhuma pfinoghile ing'ondo ya kuyamila Imbuli Inoghile, 
1TI.1.19	uikinde inoghola, na kubama kusaghula kutenda ghanoghile. Iwanu wangi waghalema agha, apfo waihinya inoghola yawo. 
1TI.1.20	Mna wawo hana tsina Hemenayo na Alekisanda, awo nimwing'a Setani ili walangulitsighwe waleke kumligha Imulungu.
1TI.2.1	Tanu ghendo, nobama mumlongele Imulungu chambama, mumlombe Imulungu, muwalombele iwanu wangi, na mumlongele mighede Imulungu kwaajili ye iwanu wose. 
1TI.2.2	Tuwalombele iwandewa na wose wane uwetso, ili tukale ghoya na kwa tindiwalo na kutenda ghanoghile na kumpfuka Imulungu. 
1TI.2.3	Agha ghanogha na ghomnoghela Imulungu Mkombotsi wetu, 
1TI.2.4	iyobama iwanu wose wakombolighwe na wamanye kweli. 
1TI.2.5	Kwaapfila kuna Imulungu yumwe na kuna yumwe iyowalamlitsa iwanu ne Imulungu, imunu ayo iyo Kiristu Yesu, 
