MAT.1.1	Kitabu cha lukolo lwa Yesu Kilisito mzukulu wa Daudi, mzukulu wa Abulahamu.
GAL.4.30	Lakini Maandiko Gang'alile golonga, “Muwinge mtwanzi yeli mtumwa na mwanage, kwavija mwana wa mtwanzi yeli mtumwa, honda yahazi hamoja na mwana wa mtwanzi yakomboligwe.” 
GAL.4.31	Avo ndugu zangu, tweye hatuli wana wa mtwanzi yeli mtumwa, ila twa wana wa mtwanzi yakomboligwe.
GAL.5.1	Tulekesigwa kwavija Kilisito katutenda tulekesigwe! Gangamaleni na sekemutogole kuwa watumwa kabili.
GAL.5.2	Tegelezeni! Niye Paulo nolonga na mweye, mwahatogola kwingila kumbi, Kilisito honda yawafaye chochose. 
GAL.5.3	Nolonga kabili, munhu yoyose yotogola kwingila kumbi kolondeka yagagoge Malagizo gose ga Musa. 
GAL.5.4	Kamba molonda kutendigwa munoge mgameso ga Mulungu kwa kugagoga Malagizo, baho mwiinega na Kilisito, na muileka ng'hekewa ya Mulungu. 
GAL.5.5	Lakini tweye, totamanila kutendigwa tunoge mgameso ga Mulungu kwa kumtamanila. Kino acho tukibetela ng'hani kwa udahi wa Loho wa Mulungu. 
GAL.5.6	Kwavija twahailumba na Yesu Kilisito, kwingila kumbi hebu kuleka kwingila kumbi siyo kinhu, kilondeka ni kumtamanila Mulungu kubitila unogelwa.
GAL.5.7	Mweye mukala musang'hana goya! Nani yawagomese kuutogola ukweli? 
GAL.5.8	Mbuli ayo haitendigwe na Mulungu, yawakemile mweye. 
GAL.5.9	“Mela kidogo doutenda usage wose ugongomoke!” 
GAL.5.10	Kwavija muilumba na Mndewa, nogesa kuwa mogesa kamba vinigesa niye. Munhu yoyose yowading'hula hata kamba yahawa nani, munhu ayo kotagusigwa na Mulungu.
GAL.5.11	Ndugu zangu, kamba nogendelela kuwapetela wanhu kwingila kumbi, habali ning'hali nodununzigwa? Maza ikalile avo kuwapetela kwangu wanhu mbuli ya msalaba wa Kilisito sambi kuwading'hule wanhu. 
GAL.5.12	Maza nolonda wanhu awo wowading'hula mweye, wahabenigwe vimbigalo wao wenyego.
GAL.5.13	Mweye ndugu zangu, mukemigwa muladi mulekesigwe. Lakini kulekesigwa kuko sekekuwe kilamuso cha kutenda chochose kimulonda mweye wenyego, ila molondeka muisang'hanile kwa kuinogela. 
GAL.5.14	Kwavija Malagizo gose ga Musa gotendigwa kwa kugoga lagizo dino dimoja, “Mnogele miyago kamba viuinogela mwenyego.” 
GAL.5.15	Lakini mwahailuma na kuidafuna wenyego kamba ming'onyo, aho muitiganye sambi muibanange mweye kwa mweye.
GAL.5.16	Avo, nolonga vino, mbuli zenu zimsang'hana zilongozigwe na Loho wa Mulungu, na aho honda mukweleleze usulukilo wihile uli mgati mmwenu. 
GAL.5.17	Kwavija viulonda usulukilo wihile uli mgati mmwenu hakuitogolela na vija viyolonda Loho wa Mulungu, na vija viyolonda Loho wa Mulungu hakuitogolela na vija viulonda usulukilo wihile uli mgati mmwenu. Vinhu vino vibili haviilumba bule, avo hamudaha kutenda kinhu chochose kimulonda wenyego. 
GAL.5.18	Kamba mwahalongozigwa na Loho wa Mulungu, aho hamutawaligwa na Malagizo ga Musa.
GAL.5.19	Sang'hano za wanhu wokweleleza usulukilo wihile uli mgati mmwao zijuwika goya, ugoni na uchafu na ugoni ubanzile ng'hani, 
GAL.5.20	na kuvitambikila vinyago na uhawi na kuihila na ndwagi na kuyonela migongo na ng'hasiliki na ugila na kuiding'hula na kuigola mna ivibumbila, 
GAL.5.21	migongo ibanzile na kukoligwa na nyimwili nyimwili ya kukoligwa na mbuli ziyagwe kamba azo. Sambi nowazuma kamba viniwazumile aho haichanduso, wanhu wose wotenda mbuli azo honda wengile Muundewa wa Mulungu.
GAL.5.22	Lakini muugima wa munhu yolongozigwa na Loho wa Mulungu vinhu vino vokoneka mgati mmwake, unogelwa na deng'ho na tindiwalo na kufunga umoyo na bazi na moyo unogile na kutenda kija kiyalongile, 
GAL.5.23	uhole, kuitawala mwenyego. Kuduhu Malagizo goleka kuitogolela na gano. 
GAL.5.24	Wanhu wose wailumbile na Yesu Kilisito wauwamba unhu wao wa nzambi uli na usulukilo wihile na magesa gehile. 
GAL.5.25	Twahakala kwa kulongozigwa na Loho wa Mulungu, tukweleleze viyolonda Loho. 
GAL.5.26	Avo, seketuigode, seketuigobole hebu kuyonela migongo.
GAL.6.1	Ndugu zangu, mwahamona munhu yoyose katenda nzambi, mweye mulongozigwa na Loho wa Mulungu mzumeni munhu ayo, muladi yaleke nzambi zake. Lakini mzumeni kwa uhole, kuno moiteganya muladi sekemugezigwe. 
GAL.6.2	Muitaze mna gamagayo, kwa kutenda avo mogagoga malagizo ga Kilisito. 
GAL.6.3	Munhu yahayona kinhu, na kuno heli kinhu chochose, koivizila mwenyego. 
GAL.6.4	Lakini kila munhu yalole goya mbuli zake mwenyego zoyosang'hana. Kamba kotenda mbuli zinogile aho kodaha kuigodela mbuli zako, bila kulola choni kiyatendile munhu iyagwe. 
GAL.6.5	Kwavija kila munhu kana mzigo wa kupapa mwenyego.
GAL.6.6	Munhu yofundizigwa mbuli ya Kilisito kolondeka waigwelele vinhu vake vose vinogile na mfundiza wake.
GAL.6.7	Sekemuivizile, Mulungu hagewezigwa, kwavija kija kiyahandile munhu acho chonda yasenge. 
GAL.6.8	Munhu yohanda kuzinogeza nzambi zili mgati mmwake, mumo kosenga ifa, lakini yahahanda kuinogeza loho wa Mulungu, mumo kosenga ugima wa kweli wa mazuwa gose. 
GAL.6.9	Avo seketudonhe kusang'hana ganogile, kwavija kamba hatubwela kukisogo, chahavika kipindi cha kusenga tosenga. 
GAL.6.10	Avo twahawa tung'hali tuna kipindi, tuwatendele ganogile wanhu wose, ng'hani ng'hani waetu wamtogole Mndewa.
GAL.6.11	Loleni vinyandike kwa helufi ng'hulu kwa makono gangu mwenyego! 
GAL.6.12	Wanhu wolonda koneka wanoga kwa vinhu va kunze, awo wolonda kuwananahiza mweye mwingile kumbi, wotenda avo kwavija wodumba kudununzigwa mbuli ya msalaba wa Kilisito. 
GAL.6.13	Hata waja wengile kumbi hawagagoga Malagizo ga Musa, wao wolonda mweye mwingile kumbi muladi waigodele kija kitendeke mzing'huli zenu. 
GAL.6.14	Lakini niye noigodela msalaba wa Mndewa wetu Yesu Kilisito wiiyeka, kwavija kubitila msalaba wake vija viwokala wanhu wa mwiisi kumwangu kamba kufa na niye kamba nifa kumwao. 
GAL.6.15	Kwingila kumbi hebu kuleka kwingila kumbi siyo kinhu, kilondeka kuumbigwa kabili. 
GAL.6.16	Wanhu wose wokala kwa kukweleleza nzila ino, Mulungu yawagwee tindiwalo na bazi, vivija kwa waja Waizilaeli weli wa Mulungu.
GAL.6.17	Avo, munhu yoyose sekeyanigaze kabili, kwavija ng'hovu zili mulukuli lwangu mbuli ya Yesu.
GAL.6.18	Ndugu zangu, ng'hekewa ya Mndewa wetu Yesu Kilisito ikale na loho zenu mweye mose. Ona.
EPH.1.1	Niye Paulo, namtumigwa wa Yesu Kilisito kwa kulonda Mulungu, nowandikila mweye wanhu wa Mulungu muli ako Efeso, mweye mugangamale kumtamanila Mulungu kwa kuilumba na Yesu Kilisito.
EPH.1.2	Mulungu Tataetu na Mndewa wetu Yesu Kilisito wawagwee ng'hekewa na tindiwalo.
EPH.1.3	Tumgwee nhogolwa Mulungu yeli Tata wa Mndewa wetu Yesu Kilisito! Kwavija kwa kuilumba na Kilisito katutenda tumwede kwa kutugwaa kila kinhu kinogile cha kiloho cha ako kuulanga. 
EPH.1.4	Avo isi ing'hali hainaumbigwa, Mulungu katusagula tweye kwa kuilumba na Kilisito, muladi tung'ale na seketuwe na nzambi mgameso gake.
EPH.1.4	Mbuli ya unogelwa wake, 
EPH.1.5	toka mwaka kalonda kututenda wanage kubitila Yesu Kilisito, vivo viyanogelwe na viyalondile. 
EPH.1.6	Tumtogole Mulungu mbuli ya ng'hekewa yake inogile iyatugwelele, kubitila Mwanage iyamnogele! 
EPH.1.7	Kwavija kwa damu ya Kilisito tweye tolekesigwa, nzambi zetu zogeligwa kumgongo kwa ukulu wa ng'hekewa ya Mulungu, 
EPH.1.8	iyatugwee kwa kumema kwa nzewele na ubala wake wose. 
EPH.1.9	Na katulagusila vinhu vake vifisigwe, viyalondile kutenda. Kanogelwa kutenda vivo kubitila Kilisito. 
EPH.1.10	Vikivikile kipindi chake, katenda kija kiyalondile, kuvika hamoja vinhu vose viumbigwe kuulanga na mwiisi, kavigela mmakono ga Kilisito.
EPH.1.11	Kwa kuilumba na Kilisito, tweye tusaguligwa tuwe wanhu zake kamba viyalondile Mulungu toka mwaka. Mulungu kotenda kila kinhu kamba viyolonda mwenyego. 
EPH.1.12	Mulungu katenda avo muladi tweye tusongile kumtamanila Kilisito, tumtogole Mulungu kwa ukulu wake!
EPH.1.13	Na mweye vivija muhulike usenga wa kweli wa Mbuli Inogile iwagalile ukombozi, na mumtogola Kilisito. Na vivija Mulungu kawekila kinhu cha kulagusa kwa kuwagwaa Loho Yang'alile iyalongile kulagusa mwa wanhu zake, kwa kuilumba na Kilisito. 
EPH.1.14	Loho Yang'alile ayo yotutenda tubokele kija kiyalongile Mulungu kwa wanhu zake, na mbuli ino yotulagusila kuwa Mulungu kowagombola wanhu zake. Avo tumtogole Mulungu kwa ukulu wake!
EPH.1.15	Kwa mbuli ayo, toka vinihulike mbuli ya kumtamanila kwenu Mndewa Yesu, na unogelwa wenu kwa wanhu wose wa Mulungu, 
EPH.1.16	silekile bule kumgwaa nhogolwa Mulungu mbuli ya mweye. Nahampula Mulungu siwasemwa mweye bule. 
EPH.1.17	Nogendelela kumpula Tata yeli mkulu, Mulungu wa Mndewa wetu Yesu Kilisito, yawagwee Loho wake, yonda yawagwee nzewele na kuwagubulila Mulungu kumwenu muladi mumjuwe goya. 
EPH.1.18	Nompula Mulungu yawataze mudahe kujuwa goya tamanilo diyawakemele na vinhu vingi vinogile viyawekile wanhu zake, 
EPH.1.19	na mudahe kujuwa udahi wake viwili mkulu ng'hani mbuli ya tweye tumtogola. Udahi awo usang'hana mgati mmwetu uigala na nguvu ibanzile ng'hani, 
EPH.1.20	iyamzilibule nayo Kilisito kwa wanhu wafile, na kamwika yakale muukulu mwambu wa mkono wake wa kudila ako kuulanga. 
EPH.1.21	Ako Kilisito kotawala kila ukulu na udahi na nguvu na undewa na kotawala kila twaga da loho yoyose itambuligwa mwiisi ino na isi yonda ize. 
EPH.1.22	Mulungu kavika vinhu vose mmakono ga Kilisito na kamtenda Yesu yawe mkulu wa wanhu wose wamtogole. 
EPH.1.23	Wanhu wose wamtogole Kilisito wao lukuli lwa Kilisito, na wao utimilifu wa Kilisito nayo ayo yotimiliza kila kinhu, kila hanhu.
EPH.2.1	Aho umwaka mweye mukala kamba mufa mbuli ya ubananzi na nzambi zenu. 
EPH.2.2	Kipindi kija mukala kwa ubananzi na kukweleleza gehile ga wanhu wa mwiisi ino, mukala momtegeleza mtawala wa gehile wa undewa wa ulanga, loho ija yowatawala wanhu iwoleka kumtegeleza Mulungu. 
EPH.2.3	Na tweye wose tukala kamba wao, na tukala kwa kukweleleza usulukilo wihile uli mgati mmwetu, na tusang'hana mbuli zija zinogeligwe na ng'huli zetu na nzewele zetu. Kamba vitukalile, kamba viweli wanhu wayagwe, tumgevuza Mulungu na tulondeka kutagusigwa.
EPH.2.4	Lakini Mulungu kana bazi ng'hani. Na katunogela kwa unogelwa mkulu, 
EPH.2.5	hata vitukalile tofa kwa nzambi, katutenda wagima hamoja na Kilisito. Kwa ng'hekewa ya Mulungu mweye mukomboligwa. 
EPH.2.6	Kwa kuilumba na Yesu Kilisito, Mulungu katuzilibula hamoja nayo, tukale nayo kuulanga. 
EPH.2.7	Vivo viyalondile kulagusa kwa kipindi chose chonda kize ukulu wa ng'hekewa yake iyatugwee kwa unogelwa kwa kuilumba kwetu na Yesu Kilisito. 
EPH.2.8	Kubitila ng'hekewa ya Mulungu mukomboligwa kwa kumtamanila. Mbuli ino hailawilile kwa udahi wenu, lakini ilawilila kwa nhunza ya Mulungu, 
EPH.2.9	hailawilile kwa sang'hano zenu, avo munhu yoyose sambi yaitape. 
EPH.2.10	Tweye twa sang'hano ya makono ga Mulungu, na kwa kuilumba na Yesu Kilisito, Mulungu katuumba muladi tukale kwa kusang'hana mbuli zinogile ziyatutandile tuzisang'hane.
EPH.2.11	Avo, mweye wanhu hamwili Wayahudi kwa kuvumbuka, mukemigwa, “Wanhu hawengile kumbi,” na Wayahudi woikema, “Wanhu wengile kumbi,” wao wengila kumbi mzing'huli zao, kulagusa kuwa wanhu wa Mulungu, kumbukeni vimukalile aho umwaka. 
EPH.2.12	Vivija, kipindi kija mweye mukala hamuilumbile na Kilisito. Mukala wanhu baki na hamukalile mna iwanhu wasaguligwe na Mulungu, mukala mduhu fungu jojose mna gamalagano ga Mulungu gayawalongele wanhu zake, mukala mduhu cha kutamanila na mukala mduhu Mulungu. 
EPH.2.13	Aho umwaka mukala kutali na Mulungu, lakini sambi, kwa kuilumba na Yesu Kilisito, mugaligwa behi kwa damu ya Kilisito. 
EPH.2.14	Kwavija Kilisito mwenyego katugalila tindiwalo kwa kuwatenda Wayahudi na wanhu haweli Wayahudi kinhu kimoja. Kwa kulava lukuli lwake mwenyego kamba nhosa kasegeza kuihila kwao, kuigalile na luwa lukalile lowagola. 
EPH.2.15	Kagasegeza Malagizo ga Wayahudi na vihendo vake, muladi kulawa mzing'holo azo mbili yatende lukolo lumoja lwa sambi kwa kuilumba nayo mwenyego na avo kugala tindiwalo. 
EPH.2.16	Kwa kulava nhosa lukuli lwake mumsalaba Kilisito kasegeza kuihila kwao, kazitenda ng'holo azo ziilumbe ziwe kinhu kimoja kamba lukuli na kuzitenda zimbwelele Mulungu.
EPH.2.17	Avo Kilisito keza kuwapetela Mbuli Inogile igala tindiwalo kumwenu, mweye wanhu hamwili Wayahudi, mukalile kutali na Mulungu na vivija kwa Wayahudi wakalile behi na Mulungu. 
EPH.2.18	Avo kubitila Kilisito tweye wose, Wayahudi na wanhu haweli Wayahudi, todaha kumcholela Tata kwa Loho imoja Yang'alile.
EPH.2.19	Avo mweye wanhu hamwili Wayahudi sambi hamwili wanhu baki hebu wanhu wa kutali, mweye sambi mwa wenekae hamoja na wanhu wa Mulungu na mwa wanhu wa lukolo lwa Mulungu. 
EPH.2.20	Na mweye vivija muzengigwa mna ichandusilo kikigwe na watumigwa na watula ndagu wa Mulungu. Nayo Yesu Kilisito mwenyego ayo dibwe kulu da chandusilo. 
EPH.2.21	Avo Kilisito mwenyego ayo yogogeleza ng'anda yose na kuitenda ikule iwe ng'anda ing'alile ya Mulungu ilavigwe kwa Mndewa. 
EPH.2.22	Kwa kuilumba na Kilisito, na mweye vivija mozengigwa hamoja na wayagwe wose, Mulungu yakale kumwenu kubitila Loho wake Yang'alile.
EPH.3.1	Avo, niye Paulo, namfungwa kwavija nomsang'hanila Yesu Kilisito mbuli ya mweye wanhu hamwili Wayahudi, nompula Mulungu. 
EPH.3.2	Nojuwa kweli muhulika, Mulungu viyanigwelele ng'hekewa ya kusang'hana sang'hano ino mbuli ya mweye. 
EPH.3.3	Mulungu kangubulila vinhu vake vifisigwe, mna ibaluwa ino niwapetela kidogo mbuli ayo, 
EPH.3.4	na mwahakisoma kija kinyandike, modaha kujuwa vinhu vinjuwile niye, vifisigwe kwa mbuli ya Kilisito. 
EPH.3.5	Baho umwaka wanhu wakala hawavijuwile vinhu vino vifisigwe, lakini sambi Mulungu kawagubulila vinhu avo watula ndagu na watumigwa zake wang'alile kubitila Loho Yang'alile. 
EPH.3.6	Kinhu chenyego kifisigwe acho kino, kubitila Mbuli Inogile wanhu haweli Wayahudi wopata fungu mna ivinhu vinogile va Mulungu hamoja na Wayahudi, wao wokuwa maungo ga lukuli luluja, na wobokela kikija kiyalongile Mulungu kubitila Yesu Kilisito.
EPH.3.7	Niye nitendigwa msang'hanaji wa Mbuli Inogile kwa ng'hekewa iyanigwelele Mulungu kwa udahi wake mkulu. 
EPH.3.8	Niye na munhu mdodo kubanza wanhu wose wa Mulungu, lakini Mulungu kanigwaa ng'hekewa, muladi niwapetele wanhu haweli Wayahudi Mbuli Inogile, ya vinhu vinogile va Kilisito vilibule uhelelo, 
EPH.3.9	na niwatende wanhu wose wazijuwe mbuli za Mulungu zifisigwe na vizisang'hana. Mulungu yaumbile vinhu vose, kavifisa vinhu vake avo toka mwaka, 
EPH.3.10	muladi sambi, kubitila wanhu wamtogole Yesu, watawala na weli na ukulu wa kuulanga waijuwe nzewele ya Mulungu viili na nzila nyingi. 
EPH.3.11	Mulungu kaitenda mbuli ayo, kamba viyagesile toka mwaka, na katenda kubitila Mndewa wetu Yesu Kilisito. 
EPH.3.12	Kwa kuilumba na Kilisito na kumtamanila, todaha kumgendela Mulungu bila kudumba na kuno totamanila kuwa kotubokela. 
EPH.3.13	Avo nowapulila kwa Mulungu, sekemubwele kukisogo, kwavija niye nogaya mbuli ya mweye, gago gose mbuli ya kuwatenda mumwede.
EPH.3.14	Kwa kilamuso kino, nomfugamila Tata, 
EPH.3.15	yeli chanduso cha ng'holo zose kuulanga na mwiisi. 
EPH.3.16	Nompula Mulungu yeli na ukulu wa vinhu vingi, yawagangamize mmizoyo yenu kubitila Loho wake, 
EPH.3.17	nayo Kilisito yakale mmizoyo yenu kwa kumtamanila kwenu. Nopula muwe na mizizi na chandusilo mna ukuinogela, 
EPH.3.18	muladi mweye hamoja na wanhu wa Mulungu mujuwe goya unogelwa wa Kilisito viwenela kwa ugazi na utali, kwa kwingila hasi na kuchola uchanha. 
EPH.3.19	Ona, muujuwe unogelwa wa Kilisito ubanzile nzewele zose, na mumemezigwe utimilifu wose wa Mulungu.
EPH.3.20	Kumwake Mulungu kubitila nguvu yake isang'hana mgati mmwetu, kodaha kusang'hana mbuli ng'hulu ng'hani kubanza gaja gotupula hebu kugesa. 
EPH.3.21	Mulungu yatogoligwe kwa ukulu wake ukoneka kwa wanhu wose wamtogole Yesu, na kwa Yesu Kilisito, kipindi chose, kiliduhu uhelelo! Ona.
EPH.4.1	Avo, niye nili mfungwa kwavija nomsang'hanila Mndewa, nowapula mukale kamba Mulungu viyawakemile. 
EPH.4.2	Siku zose muwe wahole na moyo unogile, muinogele kwa kufunga umoyo. 
EPH.4.3	Wambeni ng'hani sekemwagize kuilumba kwenu, kuyawagwee Loho Yang'alile kubitila tindiwalo dili kumwenu. 
EPH.4.4	Kuna lukuli lumoja na Loho imoja, kamba vija vikuli na tamanilo dimoja dimukemeligwe na Mulungu. 
EPH.4.5	Hana Mndewa imoja na tamanilo dimoja na ubatizo umoja, 
EPH.4.6	hana Mulungu imoja nayo ayo Tata wa wanhu wose, nayo ayo Mndewa wa wanhu wose, kosang'hana kubitila gose, na kabaho mna igose.
EPH.4.7	Kila imoja wetu kagweleligwa ng'hekewa kamba viyalondile Kilisito kumgwaa. 
EPH.4.8	Kamba Maandiko Gang'alile vigolonga,
EPH.4.8	“Viyacholile uchanha ng'hani kuulanga,
EPH.4.8	kawasola wanhu bwando wakalile wafungigwe,
EPH.4.8	kawagwaa wanhu nhunza.”
EPH.4.9	Vino yahalonga, “kachola uchanha” kofambula choni? Kofambula kuwa tanhu kahumuluka mbaka hasi ng'hani ya isi. 
EPH.4.10	Avo munhu iija yahumuluke ayo iija yacholile uchanha kuulanga na kubanza kuulanga, muladi yaimemeze isi yose kila hanhu. 
EPH.4.11	Heyo ayo, “yawagwelele wanhu nhunza.” Na kawasagula wanhu wayagwe wawe watumigwa na wayagwe wawe watula ndagu wa Mulungu, na wayagwe wawapetele wanhu Mbuli Inogile na wayagwe wawe wasusilaji na wafundiza. 
EPH.4.12	Katenda vivo, yawatande wanhu wose wa Mulungu mbuli ya kumsang'hanila Kilisito, muladi kulugangamiza lukuli lwa Kilisito. 
EPH.4.13	Avo na tweye wose tuwe kinhu kimoja kwa kumtamanila na kumjuwa Mwana wa Mulungu, tuwe wanhu wakangale na kuuvikila utimilifu wake Kilisito mwenyego. 
EPH.4.14	Avo hondatuwe wana kabili, twahasigwa na kuhembelusigwa kuno na kuno na beho da wanhu wofundiza uvizi muladi wawagize wanhu wayagwe kwa ubala. 
EPH.4.15	Lakini twahalonga ukweli kwa moyo wa unogelwa, tokula mzimbuli zose kwa Kilisito, yeli mkulu. 
EPH.4.16	Kwa kulongozigwa na Kilisito maungo gose ga lukuli goilumba, na lukuli lose logogelezwa kwa kutazigwa na maungo gake. Avo kila maungo gahasang'hana viilondeka, lukuli lose lokula na kuizenga mna ukuinogela.
EPH.4.17	Avo, nowazuma kwa twaga da Mndewa, sekemukale kabili kamba wanhu hawamjuwile Mulungu, weli na magesa gamemile ubozi wiiyeka. 
EPH.4.18	Wanhu awo nzewele zao za mdiziza, wakutali na ugima ulavigwa na Mulungu mbuli ya ubozi wao na udala wao wa mizoyo. 
EPH.4.19	Wanhu awo waduhu kinyala, wasede na wotenda mbuli zose zigela kinyala na wogendelela kulonda kutenda vivo.
EPH.4.20	Lakini mweye hamuifunzile avo mbuli ya Kilisito. 
EPH.4.21	Mweye muhulika goya mbuli zake, na mufundizigwa ukweli uli kwa Yesu. 
EPH.4.22	Uvuleni unhu wenu wa umwaka, uja ukalile wonangigwa kwa kusulukila vinhu va uvizi. 
EPH.4.23	Mizoyo yenu na nzewele zenu vitendigwe va sambi. 
EPH.4.24	Uvaleni unhu wa sambi, uumbigwe kwa kuigala na Mulungu, uja uigubula wenyego muugima wa ukweli wa kutenda golondigwa na Mulungu na kung'ala.
EPH.4.25	Avo lekeni uvizi! Kila munhu kolondeka kumulongela miyage ukweli, kwavija kila imoja wetu ni maungo ga lukuli lwa Kilisito. 
EPH.4.26	Mwahagevuzika, sekemutogole kugevuzika kwenu kuwatende mutende nzambi, na sekemukale na ng'hasiliki kutwa ngima. 
EPH.4.27	Sekemumgwelele mwenembago nyafasi. 
EPH.4.28	Wanhu wose wakalile wokwiba waleke na wasonge kusang'hana kwa makono gao, muladi wakale kwa kutamaniligwa na wadahe kuwataza wakiwa. 
EPH.4.29	Sekemulosoke, lakini mulonge mbuli zinogile, za kuwataza wanhu, muladi mbuli zimulonga ziwataze kamba viilondeka kwa awo wozihulika. 
EPH.4.30	Sekemumtende Loho Yang'alile wa Mulungu, yanyunyuwale kwavija Loho ayo kilaguso cha Mulungu kuwa mweye mwa wanhu zake. Nayo Loho kolagusa kuwa siku yovika Mulungu kowatenda mulekesigwe. 
EPH.4.31	Sekeukone usungu, sekemuding'huke na kugevuzika. Sekemuibamilile hebu kuiliga, sekemuihile kwa mbuli yoyose. 
EPH.4.32	Lakini muyonele bazi na kuinogela, na kila munhu yagele kumgongo gehile ga miyage, kamba Mulungu viyazigelile kumgongo nzambi zenu, kubitila Kilisito.
EPH.5.1	Avo muigale na Mulungu, kwavija mweye mwa wanage yowanogela. 
EPH.5.2	Ugima wenu ulongozigwe na unogelwa, kamba Kilisito viyatunogele na mbuli yetu kailava mwenyego kamba nhunza inung'hila goya na nhosa imnogela Mulungu.
EPH.5.3	Kwavija mweye mwa wanhu wa Mulungu, mbuli ya ugoni, uchafu wowose hebu ugila, sekevilongigwe kumwenu. 
EPH.5.4	Sekemulonge mbuli zigela kinyala hebu mbuli za ubozi hebu utalazi wa maligo, gose gago haganogile kumwenu. Lakini mbuli za kumgwaa nhogolwa Mulungu azo zinogile. 
EPH.5.5	Mujuwe goya, munhu yotenda ugoni, hebu mchafu hebu msede, ugila uigala na kuvitambikila vinyago. Wanhu wotenda mbuli azo honda wawe na fungu Muundewa wa Kilisito na wa Mulungu.
EPH.5.6	Sekemutogole munhu yawavizile kwa mbuli za ubozi, kwavija kwa mbuli azo ng'hasiliki ya Mulungu yowezila wanhu wose woleka kumtegeleza. 
EPH.5.7	Avo sekemutende nao mbuli yoyose. 
EPH.5.8	Aho umwaka mweye mukala mdiziza, lakini sambi mokala kumulenge kwa kuilumba na Mndewa. Avo mukale kamba wanhu wa mulenge, 
EPH.5.9	kwavija mulenge wogala kutenda mbuli zinogile, kutenda goyolonda Mulungu na ukweli. 
EPH.5.10	Mugeze kugajuwa gaja gomnogela Mulungu. 
EPH.5.11	Sekemutende sang'hano zihile za mdiziza, lakini zilaveni kunze kuna umulenge. 
EPH.5.12	Mbuli zitendigwa kwa kinyelegezi, zogela kinyala kuzilonga. 
EPH.5.13	Lakini mbuli zose zitendigwa mna umulenge, ukweli wake wogubuligwa goya, 
EPH.5.14	kwavija kila kinhu kigubuligwe goya chokuwa mulenge. Lekaavo yolongigwa,
EPH.5.14	“Lamuka gweye uwasile,
EPH.5.14	zilibuka kwa wafile,
EPH.5.14	nayo Kilisito kokumwemwesela.”
EPH.5.15	Avo, muitiganye vija vimukala. Sekemukale kamba wanhu wabozi, lakini kaleni kamba wanhu weli na nzewele. 
