GEN.1.1	No princípio, Deus criou os céus e a terra.
ACT.19.27	Claro que não me refiro apenas à perda do respeito público por nossa atividade. Também me preocupa que o templo da grande deusa Ártemis perca sua influência e que esta deusa magnífica, adorada em toda a província da Ásia e ao redor do mundo, seja destituída de seu grande prestígio!”.
ACT.19.28	Ao ouvir isso, ficaram furiosos e começaram a gritar: “Grande é Ártemis dos efésios!”. 
ACT.19.29	Em pouco tempo, a cidade toda estava uma confusão. O povo correu para o anfiteatro, arrastando os macedônios Gaio e Aristarco, companheiros de viagem de Paulo. 
ACT.19.30	Ele também quis entrar, mas os discípulos não permitiram. 
ACT.19.31	Alguns amigos de Paulo, oficiais da província, também lhe enviaram um recado no qual suplicaram que não arriscasse a vida entrando no anfiteatro.
ACT.19.32	Lá dentro, em polvorosa, o povo todo gritava, e cada um dizia uma coisa. Na verdade, a maioria nem sabia por que estava ali. 
ACT.19.33	Entre a multidão, os judeus empurraram Alexandre para a frente e ordenaram que explicasse a situação. Ele fez sinal pedindo silêncio e tentou falar. 
ACT.19.34	No entanto, quando a multidão percebeu que ele era judeu, começou a gritar novamente e continuou por cerca de duas horas: “Grande é Ártemis dos efésios!”.
ACT.19.35	Por fim, o escrivão da cidade conseguiu acalmar a multidão e disse: “Cidadãos de Éfeso, todos sabem que Éfeso é a guardiã do templo da grande Ártemis, cuja imagem caiu do céu para nós. 
ACT.19.36	Portanto, sendo este um fato inegável, acalmem-se e não façam nada precipitadamente. 
ACT.19.37	Vocês trouxeram estes homens aqui, mas eles não roubaram nada do templo nem disseram coisa alguma contra nossa deusa.
ACT.19.38	“Se Demétrio e seus artífices têm alguma queixa contra eles, os tribunais estão abertos e há oficiais disponíveis para ouvir o caso. Que façam acusações formais. 
ACT.19.39	E, se há outras queixas que desejam apresentar, elas podem ser resolvidas em assembleia, conforme a lei. 
ACT.19.40	Corremos o perigo de ser acusados de provocar desordem, pois não há motivo para este tumulto. E, se exigirem de nós uma explicação, não teremos o que dizer”. 
ACT.19.41	Então os despediu, e a multidão se dispersou.
ACT.20.1	Passado o tumulto, Paulo mandou chamar os discípulos e os encorajou. Então se despediu e partiu para a Macedônia. 
ACT.20.2	Enquanto estava lá, encorajou os discípulos em todas as cidades por onde passou. Em seguida, desceu à Grécia, 
ACT.20.3	onde ficou por três meses. Quando se preparava para navegar de volta à Síria, descobriu que alguns judeus conspiravam contra sua vida e decidiu voltar pela Macedônia.
ACT.20.4	Alguns homens viajavam com ele: Sópatro, filho de Pirro, de Bereia; Aristarco e Secundo, de Tessalônica; Gaio, de Derbe; Timóteo; e Tíquico e Trófimo, da província da Ásia. 
ACT.20.5	Eles foram adiante e esperaram por nós em Trôade. 
ACT.20.6	Terminada a Festa dos Pães sem Fermento, embarcamos num navio em Filipos e, cinco dias depois, nos reencontramos em Trôade, onde ficamos uma semana.
ACT.20.7	No primeiro dia da semana, nos reunimos com os irmãos de lá para o partir do pão. Paulo começou a falar ao povo e, como pretendia embarcar no dia seguinte, continuou até a meia-noite. 
ACT.20.8	A sala no andar superior onde estávamos reunidos era iluminada por muitas lamparinas. 
ACT.20.9	O discurso de Paulo se estendeu por horas, e um jovem chamado Êutico, que estava sentado no parapeito da janela, ficou muito sonolento. Por fim, adormeceu profundamente, caiu de uma altura de três andares e morreu. 
ACT.20.10	Paulo desceu, inclinou-se sobre o jovem e o abraçou. “Não se desesperem”, disse ele. “O rapaz está vivo!” 
ACT.20.11	Então todos subiram novamente, partiram o pão e comeram juntos. Paulo continuou a lhes falar até o amanhecer e depois partiu. 
ACT.20.12	Enquanto isso, o jovem foi levado para casa vivo, e todos sentiram grande alívio.
ACT.20.13	Paulo foi por terra até Assôs, onde havia definido que devíamos esperar por ele, enquanto nós fomos de navio. 
ACT.20.14	Encontrou-se conosco em Assôs e navegamos juntos até Mitilene. 
ACT.20.15	No dia seguinte, passamos em frente à ilha de Quios. No outro dia, atravessamos para a ilha de Samos e,
ACT.20.16	Paulo havia decidido não aportar em Éfeso, pois não queria passar mais tempo na província da Ásia. Tinha pressa de chegar a Jerusalém, se possível, para a Festa de Pentecostes. 
ACT.20.17	Por isso, em Mileto, mandou chamar os presbíteros
ACT.20.18	Quando chegaram, ele lhes disse: “Vocês sabem que, desde o dia em que pisei na província da Ásia até agora, 
ACT.20.19	fiz o trabalho do Senhor humildemente e com muitas lágrimas. Suportei as provações decorrentes das intrigas dos judeus 
ACT.20.20	e jamais deixei de dizer a vocês o que precisavam ouvir, seja publicamente, seja em seus lares. 
ACT.20.21	Anunciei uma única mensagem tanto para judeus como para gregos: é necessário que se arrependam, se voltem para Deus e tenham fé em nosso Senhor Jesus.
ACT.20.22	“Agora, impelido pelo Espírito,
ACT.20.23	senão que o Espírito Santo me diz, em todas as cidades, que tenho pela frente prisão e sofrimento. 
ACT.20.24	Mas minha vida não vale coisa alguma para mim, a menos que eu a use para completar minha carreira e a missão que me foi confiada pelo Senhor Jesus: dar testemunho das boas-novas da graça de Deus.
ACT.20.25	“Agora sei que nenhum de vocês, a quem anunciei o reino, me verá outra vez. 
ACT.20.26	Por isso, declaro hoje que, se alguém se perder, não será por minha culpa,
ACT.20.27	pois não deixei de anunciar tudo que Deus quer que vocês saibam.
ACT.20.28	“Portanto, cuidem de si mesmos e do rebanho sobre o qual o Espírito Santo os colocou como bispos,
ACT.20.29	Sei que depois de minha partida surgirão em seu meio falsos mestres, lobos ferozes que não pouparão o rebanho. 
ACT.20.30	Até mesmo entre vocês se levantarão homens que distorcerão a verdade a fim de conquistar seguidores. 
ACT.20.31	Portanto, vigiem! Lembrem-se dos três anos que estive com vocês, de como dia e noite nunca deixei de aconselhar com lágrimas cada um de vocês.
ACT.20.32	“E, agora, eu os entrego a Deus e à mensagem de sua graça que pode edificá-los e dar-lhes uma herança junto com todos que ele separou para si.
ACT.20.33	“Jamais cobicei a prata, o ouro ou as roupas de alguém. 
ACT.20.34	Vocês sabem que estas minhas mãos trabalharam para prover as minhas necessidades e as dos que estavam comigo. 
ACT.20.35	Fui exemplo constante de como podemos, com trabalho árduo, ajudar os necessitados, lembrando as palavras do Senhor Jesus: ‘Há bênção maior em dar que em receber’”.
ACT.20.36	Quando Paulo terminou de falar, ajoelhou-se e orou com eles. 
ACT.20.37	Todos choraram muito enquanto se despediam dele com abraços e beijos. 
ACT.20.38	O que mais os entristeceu foi ele ter dito que nunca mais o veriam. Então eles o acompanharam até o navio.
ACT.21.1	Depois de nos despedirmos, navegamos em direção à ilha de Cós. No dia seguinte, chegamos a Rodes e, então, a Pátara. 
ACT.21.2	Ali, embarcamos num navio que partia para a Fenícia. 
ACT.21.3	Avistamos a ilha de Chipre, passamos por ela à nossa esquerda e aportamos em Tiro, na Síria, onde o navio deixaria sua carga.
ACT.21.4	No desembarque, encontramos os discípulos que ali viviam e ficamos com eles por uma semana. Pelo Espírito, eles advertiam Paulo de que não fosse a Jerusalém. 
ACT.21.5	Ao fim de nosso tempo ali, voltamos ao navio, e toda a congregação, incluindo mulheres
ACT.21.6	e nos despedimos. Então subimos a bordo, e eles voltaram para casa.
ACT.21.7	Depois que partimos de Tiro, chegamos a Ptolemaida, onde saudamos os irmãos e passamos um dia. 
ACT.21.8	No dia seguinte, prosseguimos para Cesareia e nos hospedamos na casa de Filipe, o evangelista, um dos sete que tinham servido na igreja em Jerusalém. 
ACT.21.9	Ele tinha quatro filhas solteiras que profetizavam.
ACT.21.10	Muitos dias depois, chegou da Judeia um profeta chamado Ágabo. 
ACT.21.11	Ele veio ao nosso encontro, tomou o cinto de Paulo e com ele amarrou os próprios pés e as mãos. Em seguida, disse: “O Espírito Santo declara: ‘Assim o dono deste cinto será amarrado pelos judeus, em Jerusalém, e entregue aos gentios’”. 
ACT.21.12	Ao ouvir isso, nós e os irmãos dali suplicamos a Paulo que não fosse a Jerusalém.
ACT.21.13	Ele, porém, disse: “Por que todo esse choro? Assim vocês me partem o coração! Estou pronto não apenas para ser preso em Jerusalém, mas para morrer pelo Senhor Jesus”. 
ACT.21.14	Quando ficou evidente que não conseguiríamos fazê-lo mudar de ideia, desistimos e dissemos: “Que seja feita a vontade do Senhor”.
ACT.21.15	Depois disso, arrumamos nossas coisas e partimos para Jerusalém. 
ACT.21.16	Alguns discípulos de Cesareia nos acompanharam e nos levaram à casa de Mnasom, nascido em Chipre e um dos primeiros discípulos. 
ACT.21.17	Quando chegamos a Jerusalém, os irmãos nos deram calorosas boas-vindas.
ACT.21.18	No dia seguinte, Paulo foi conosco a um encontro com Tiago, e todos os presbíteros
ACT.21.19	Depois que Paulo os cumprimentou, relatou em detalhes o que Deus havia realizado entre os gentios por meio de seu ministério.
ACT.21.20	Quando ouviram isso, louvaram a Deus e disseram: “Você sabe, irmão, quantos milhares de judeus também creram, e todos eles seguem à risca a lei de Moisés. 
ACT.21.21	Mas eles foram informados de que você ensina todos os judeus que vivem entre os gentios a abandonarem a lei de Moisés. Ouviram que você os instrui a não circuncidarem os filhos nem seguirem os costumes judaicos. 
ACT.21.22	Que faremos? Certamente eles saberão que você chegou.
ACT.21.23	“Queremos que você faça o seguinte. Temos aqui quatro homens que cumpriram um voto. 
ACT.21.24	Vá com eles ao templo e participe da cerimônia de purificação. Pague as despesas para realizarem o ritual de raspar a cabeça. Então todos saberão que os rumores são falsos e que você mesmo cumpre as leis judaicas.
ACT.21.25	“Quanto aos convertidos gentios, devem fazer aquilo que pedimos por carta: abster-se de comer alimentos oferecidos a ídolos, de consumir o sangue ou a carne de animais estrangulados e de praticar a imoralidade sexual”.
ACT.21.26	No dia seguinte, Paulo se purificou junto com aqueles homens e entrou no templo. Declarou quando terminariam os dias da purificação e quando seria oferecido o sacrifício em favor deles.
ACT.21.27	Estando os sete dias quase no fim, alguns judeus da província da Ásia viram Paulo no templo e incitaram a multidão contra ele. Agarraram-no, 
ACT.21.28	gritando: “Homens de Israel, ajudem-nos! Este é o homem que fala contra nosso povo em toda parte e ensina todos a desobedecerem às leis judaicas. Fala contra o templo e até profana este santo lugar, trazendo gentios
ACT.21.29	Antes tinham visto Paulo na cidade com Trófimo, um gentio de Éfeso,
ACT.21.30	Toda a cidade se agitou com essas acusações, e houve grande tumulto. A multidão agarrou Paulo e o arrastou para fora do templo, e imediatamente foram fechadas as portas. 
ACT.21.31	Quando procuravam matar Paulo, chegou ao comandante do regimento romano a notícia de que toda a Jerusalém estava em rebuliço. 
ACT.21.32	No mesmo instante, ele chamou seus soldados e oficiais
ACT.21.33	Então o comandante o prendeu e mandou que o amarrassem com duas correntes. Em seguida, perguntou à multidão quem era ele e o que havia feito. 
ACT.21.34	Uns gritavam uma coisa, outros gritavam outra. Não conseguindo descobrir a verdade no meio de todo o tumulto, ordenou que Paulo fosse levado à fortaleza. 
ACT.21.35	Quando Paulo chegou às escadas, o povo se tornou tão violento que os soldados tiveram de levantá-lo nos ombros para protegê-lo. 
ACT.21.36	E a multidão foi atrás, gritando: “Matem-no! Matem-no!”.
ACT.21.37	Quando Paulo estava para ser levado à fortaleza, disse ao comandante: “Posso ter uma palavra com o senhor?”.
ACT.21.37	Surpreso, o comandante perguntou: “Você fala grego? 
ACT.21.38	Não é você o egípcio que liderou uma rebelião algum tempo atrás e levou consigo ao deserto quatro mil assassinos?”.
ACT.21.39	“Não”, respondeu Paulo. “Sou judeu e cidadão de Tarso, cidade importante da Cilícia. Por favor, permita-me falar a esta gente.” 
ACT.21.40	O comandante concordou, de modo que Paulo ficou em pé na escadaria e fez sinal para o povo se calar. Logo, um silêncio profundo envolveu a multidão, e ele lhes falou em aramaico,
ACT.22.1	“Irmãos e pais”, disse Paulo. “Ouçam-me enquanto apresento minha defesa.” 
ACT.22.2	Quando o ouviram falar em aramaico,
ACT.22.3	Então Paulo disse: “Sou judeu, nascido em Tarso, cidade da Cilícia. Fui criado aqui em Jerusalém e educado por Gamaliel. Como aluno dele, fui instruído rigorosamente em nossas leis e nos costumes judaicos. Tornei-me muito zeloso de honrar a Deus em tudo que fazia, como vocês são hoje. 
ACT.22.4	E fui ao encalço dos seguidores do Caminho, perseguindo alguns até a morte, prendendo homens e mulheres e lançando-os na prisão. 
ACT.22.5	O sumo sacerdote e todo o conselho dos líderes do povo podem confirmar isso. Recebi deles cartas para nossos irmãos judeus em Damasco que me autorizavam a trazer os seguidores do Caminho de lá para Jerusalém, em cadeias, para serem castigados.
ACT.22.6	“Quando me aproximava de Damasco, por volta do meio-dia, de repente uma luz muito intensa brilhou ao meu redor. 
ACT.22.7	Caí no chão e ouvi uma voz que me disse: ‘Saulo, Saulo, por que você me persegue?’.
ACT.22.8	“‘Quem és tu, Senhor?’, perguntei.
ACT.22.8	“E a voz respondeu: ‘Sou Jesus, o nazareno,
ACT.22.9	Os que me acompanhavam viram a luz, mas não entenderam a voz daquele que falava comigo.
ACT.22.10	“Então perguntei: ‘Que devo fazer, Senhor?’.
ACT.22.10	“E o Senhor me disse: ‘Levante-se e entre em Damasco, onde lhe dirão tudo que você deve fazer’.
ACT.22.11	“A luz intensa havia me deixado cego, e meus companheiros tiveram de levar-me pela mão a Damasco. 
ACT.22.12	Vivia ali Ananias, um homem devoto, dedicado à lei e muito respeitado por todos os judeus da cidade. 
ACT.22.13	Ele veio, colocou-se ao meu lado e disse: ‘Irmão Saulo, volte a enxergar’. E, naquele mesmo instante, pude vê-lo.
ACT.22.14	“Então ele disse: ‘O Deus de nossos antepassados escolheu você para conhecer a vontade dele e para ver o Justo e ouvi-lo falar. 
ACT.22.15	Você será testemunha dele, dizendo a todos o que viu e ouviu. 
ACT.22.16	O que está esperando? Levante-se e seja batizado! Fique limpo de seus pecados invocando o nome do Senhor’.
ACT.22.17	“Depois que voltei a Jerusalém, estava orando no templo e tive uma visão, 
ACT.22.18	na qual o Senhor me dizia: ‘Depressa! Saia de Jerusalém, pois o povo daqui não aceitará seu testemunho a meu respeito’.
ACT.22.19	“E eu respondi: ‘Senhor, sem dúvida eles sabem que em cada sinagoga eu prendia e açoitava aqueles que criam em ti. 
ACT.22.20	E quando Estêvão, tua testemunha, foi morto, eu estava inteiramente de acordo. Fiquei ali e guardei os mantos que eles tiraram quando foram apedrejá-lo’.
