GEN.1.2	A terra, porém, era 
JHN.16.28	Saí do Pai e vim ao mundo, outra vez deixo o mundo 
JHN.16.29	Disseram seus discípulos: Agora é que falas abertamente e não usas mais de 
JHN.16.30	Agora vemos que tu sabes todas as coisas, e que não precisas de ser interrogado; por isso 
JHN.16.31	Disse-lhes Jesus: Agora credes? 
JHN.16.32	Eis que 
JHN.16.33	Eu vos tenho falado essas coisas para que 
JHN.17.1	Depois de assim falar, Jesus, 
JHN.17.2	assim como 
JHN.17.3	A vida eterna, porém, é esta: que conheçam a ti, 
JHN.17.4	Eu te glorifiquei na terra, 
JHN.17.5	agora, 
JHN.17.6	Manifestei o teu nome aos homens que me deste do mundo. 
JHN.17.7	Agora, eles conhecem que todas as coisas que me tens dado vêm de ti; 
JHN.17.8	porque 
JHN.17.9	Eu rogo por eles; 
JHN.17.10	tudo o que é meu é teu; e tudo o que é teu é meu; e neles sou glorificado. 
JHN.17.11	Não estou mais no mundo, mas 
JHN.17.12	Quando eu estava com eles, guardava-os no teu nome, 
JHN.17.13	Mas agora 
JHN.17.14	Eu lhes tenho dado a tua palavra, 
JHN.17.15	Não rogo que os tires do mundo, mas que os guardes do 
JHN.17.16	Eles não são do mundo, como eu não sou do mundo. 
JHN.17.17	Santifica-os na verdade; a tua palavra é a verdade. 
JHN.17.18	Assim 
JHN.17.19	Por amor deles, 
JHN.17.20	Não rogo somente por estes, mas também por aqueles que creem em mim por meio da sua palavra; 
JHN.17.21	a fim de que todos sejam um; e que, 
JHN.17.22	Eu lhes tenho dado 
JHN.17.23	eu neles, e tu em mim, para que sejam aperfeiçoados em um; e para que o mundo conheça que tu me enviaste e que 
JHN.17.24	Pai, quero que, 
JHN.17.25	Pai justo, 
JHN.17.26	Eu lhes fiz conhecer o teu nome e o farei conhecer, a fim de que 
JHN.18.1	Depois de assim falar, 
JHN.18.2	Judas, que o traía, também conhecia o lugar, porque Jesus ali 
JHN.18.3	Judas, portanto, tendo recebido a 
JHN.18.4	Jesus, 
JHN.18.5	Eles lhe responderam: A Jesus, o Nazareno. Disse-lhes Jesus: Sou eu. Judas, que o traía, estava também com eles. 
JHN.18.6	Logo que Jesus lhes disse: Sou eu, recuaram e caíram por terra. 
JHN.18.7	Jesus, de novo, perguntou-lhes: A quem buscais? Eles responderam: A Jesus, o Nazareno. 
JHN.18.8	Disse-lhes Jesus: Já vos declarei que sou eu; se é a mim, pois, que buscais, deixai ir estes, 
JHN.18.9	para se cumprirem as palavras que ele dissera: 
JHN.18.10	Simão Pedro, 
JHN.18.11	Jesus disse a Pedro: Mete a tua espada na bainha; não hei de beber 
JHN.18.13	e conduziram-no primeiramente 
JHN.18.14	era Caifás quem aconselhara aos judeus que 
JHN.18.16	Pedro, porém, ficou de fora, à porta. Saindo, pois, o outro discípulo, que era conhecido do sumo sacerdote, falou com a porteira e levou a Pedro para dentro. 
JHN.18.17	Então, 
JHN.18.18	Ora, os servos e os 
JHN.18.20	Disse-lhe Jesus: 
JHN.18.21	Por que me interrogas? Pergunta aos meus ouvintes o que lhes falei; eles sabem o que eu disse. 
JHN.18.22	Havendo dito isso, um dos oficiais de justiça que estava perto de Jesus 
JHN.18.23	Respondeu-lhe Jesus: Se eu falei mal, dá testemunho do mal; mas, se falei bem, porque me feres? 
JHN.18.24	Então, 
JHN.18.26	Um dos servos do sumo sacerdote, parente daquele a 
JHN.18.27	De novo, Pedro o negou, e no mesmo instante 
JHN.18.29	Pilatos saiu para ir ter com eles e perguntou-lhes: Que acusação trazeis contra este homem? 
JHN.18.30	Responderam-lhe: Se ele não fosse malfeitor, não to entregaríamos. 
JHN.18.31	Replicou-lhes Pilatos: Tomai-o vós mesmos e julgai-o segundo a vossa Lei. Disseram-lhe os judeus: A nós não nos é permitido tirar a vida a ninguém; 
JHN.18.32	para 
JHN.18.33	Pilatos 
JHN.18.34	Respondeu Jesus: Dizes tu isso por ti mesmo ou foram outros os que to disseram de mim? 
JHN.18.35	Replicou Pilatos: Porventura, sou eu judeu? A tua própria nação e os principais sacerdotes entregaram-te nas minhas mãos. Que fizeste? 
JHN.18.36	Respondeu Jesus: 
JHN.18.37	Perguntou-lhe, pois, Pilatos: Logo tu és rei? Respondeu Jesus: 
JHN.18.38	Perguntou-lhe Pilatos: Que é a verdade?
JHN.18.38	Depois de dizer isso, 
JHN.18.39	Mas é costume entre vós que eu vos solte alguém por ocasião da Páscoa; quereis, pois, que vos solte o Rei dos Judeus? 
JHN.18.40	Eles tornaram a clamar: 
JHN.19.1	Então, Pilatos tomou a Jesus e o mandou 
JHN.19.2	Os soldados, tendo tecido uma coroa de espinhos, puseram-lha na cabeça e vestiram-no com um manto de púrpura; 
JHN.19.3	chegavam-se a ele e diziam: 
JHN.19.4	Outra vez, 
JHN.19.5	Saiu, pois, Jesus, 
JHN.19.6	Logo que o viram, os principais sacerdotes e 
JHN.19.7	Responderam-lhe os judeus: 
JHN.19.8	Pilatos, ouvindo isso, temeu ainda mais 
JHN.19.9	e, 
JHN.19.10	Perguntou-lhe Pilatos: Não me falas? Não sabes que tenho poder para te soltar e poder para te crucificar? 
JHN.19.11	Respondeu Jesus: 
JHN.19.12	Desde então, Pilatos procurava soltá-lo, mas os judeus clamavam: 
JHN.19.13	Pilatos, ouvindo essas palavras, trouxe a Jesus para fora e 
JHN.19.14	Era 
JHN.19.15	Eles, porém, clamaram: 
JHN.19.16	Então, Pilatos lhes 
JHN.19.18	onde o crucificaram e, com ele, 
JHN.19.19	Pilatos escreveu também um título e o mandou colocar no alto da cruz; nele estava escrito: 
JHN.19.20	Muitos judeus leram esse título, porque o lugar em que Jesus fora crucificado era perto da cidade; e estava escrito em hebraico, latim e grego. 
JHN.19.21	Os principais sacerdotes disseram a Pilatos: Não escrevas: Rei dos Judeus, mas sim que ele disse: Eu sou Rei dos Judeus. 
JHN.19.22	Respondeu Pilatos: 
JHN.19.24	Disseram, pois, uns aos outros: 
JHN.19.24	Repartiram entre si as minhas vestes
JHN.19.24	e deitaram sortes sobre a minha vestidura.
JHN.19.25	Assim, pois, fizeram os soldados. 
JHN.19.26	Jesus, vendo a sua mãe e, perto dela, 
JHN.19.27	Depois, disse ao discípulo: Eis aí tua mãe! Dessa hora em diante, o discípulo a tomou 
JHN.19.28	Depois disso, 
JHN.19.29	Estava ali um vaso cheio de vinagre; 
JHN.19.30	Jesus, depois de ter tomado o vinagre, disse: 
JHN.19.31	Os judeus, porém, como era a 
JHN.19.32	Os soldados foram e quebraram as pernas ao primeiro e ao outro que 
JHN.19.33	chegando-se, porém, a Jesus, como o vissem já morto, não lhe quebraram as pernas, 
JHN.19.34	mas um dos soldados lhe abriu o lado com uma lança, e logo saiu 
JHN.19.35	Aquele que isso viu 
JHN.19.36	Pois essas coisas aconteceram 
JHN.19.37	Diz ainda 
JHN.19.39	Nicodemos, aquele que no princípio viera ter com Jesus de noite, foi também, 
JHN.19.40	Tomaram o corpo de Jesus e 
JHN.19.41	No lugar em que Jesus fora crucificado, havia um jardim, e, neste, um 
JHN.19.42	Ali, pois, por causa da 
JHN.20.2	Correu ela, e foi ter com Simão Pedro e com o outro 
JHN.20.3	Então, saíram Pedro e o outro discípulo e foram ao túmulo. 
JHN.20.4	Corriam ambos juntos, mas o outro discípulo correu mais ligeiro do que Pedro e chegou primeiro ao túmulo; 
JHN.20.5	tendo-se abaixado e olhando para dentro, viu 
JHN.20.6	Chegou Simão Pedro, que o seguia, e entrou no túmulo. Ele também viu os panos de linho e 
JHN.20.7	que estivera sobre a cabeça de Jesus e que não estava com os panos, mas dobrado num lugar à parte. 
JHN.20.8	Então, entrou também o outro discípulo, que 
JHN.20.9	Pois ainda 
JHN.20.10	E voltaram os discípulos 
JHN.20.12	e viu 
JHN.20.13	Eles lhe perguntaram: 
JHN.20.14	Tendo dito isso, virou-se para trás e 
JHN.20.15	Perguntou-lhe Jesus: 
JHN.20.16	Disse-lhe Jesus: Maria! Ela, virando-se, lhe disse 
JHN.20.17	Disse-lhe Jesus: Não me toques; porque ainda não subi ao Pai, mas vai a 
JHN.20.18	Maria Madalena foi 
JHN.20.19	Nesse dia, que era o primeiro da semana, à tarde, trancadas as portas da casa onde se achavam os discípulos, 
JHN.20.20	Dito isso, 
JHN.20.21	Jesus, de novo, disse-lhes: Paz seja convosco! 
JHN.20.22	Dito isso, soprou sobre eles e disse-lhes: Recebei o Espírito Santo. 
JHN.20.23	Àqueles a quem perdoardes os pecados, lhes serão perdoados; e àqueles a quem os retiverdes, lhes serão retidos.
JHN.20.24	Porém 
JHN.20.25	Disseram-lhe os outros discípulos: Vimos o Senhor. Mas ele respondeu: Se eu não vir nas 
JHN.20.26	Oito dias depois, estavam outra vez ali reunidos seus discípulos, e Tomé, com eles. Estando as portas trancadas, veio Jesus, pôs-se em pé no meio deles e disse: 
JHN.20.27	Em seguida, disse a Tomé: 
JHN.20.28	Respondeu Tomé: Senhor meu e Deus meu! 
JHN.20.29	Disse-lhe Jesus: Creste, porque me viste? 
JHN.20.31	estes, porém, estão escritos para 
JHN.21.1	Depois disso, Jesus 
JHN.21.2	Simão Pedro, 
JHN.21.3	Disse-lhes Simão Pedro: Vou pescar. Disseram-lhe os outros: Também nós vamos contigo. Saíram, e entraram na barca, 
JHN.21.4	Mas, ao romper do dia, estava Jesus na praia; todavia, os discípulos 
JHN.21.5	Perguntou-lhes Jesus: Moços, 
JHN.21.6	Disse-lhes ele: 
JHN.21.7	O discípulo a quem Jesus amava disse a Pedro: É o Senhor! Simão Pedro, quando ouviu que era o Senhor, tomou a sua veste (porque se havia despido) e lançou-se ao mar; 
JHN.21.8	mas os outros discípulos vieram na barquinha, puxando a rede com os peixes; porque estavam afastados da terra somente cerca de duzentos cúbitos
JHN.21.9	Ao saltarem em terra, viram ali 
JHN.21.10	Disse-lhes Jesus: Trazei alguns dos peixes que acabastes de apanhar. 
JHN.21.11	Simão Pedro entrou na barca e puxou a rede à terra, cheia de cento e cinquenta e três grandes peixes; e, apesar de serem tantos, não se rompeu a rede. 
JHN.21.12	Disse-lhes Jesus: Vinde 
JHN.21.13	Jesus aproximou-se, e, tomando o 
JHN.21.14	Foi esta já a 
JHN.21.15	Depois de terem almoçado, perguntou Jesus a Simão Pedro: Simão, filho de João, 
JHN.21.16	Segunda vez, perguntou-lhe Jesus: Simão, filho de João, amas-me? Ele respondeu: Sim, Senhor, tu sabes que te amo. Ele lhe disse: 
JHN.21.17	Terceira vez, perguntou-lhe Jesus: Simão, filho de João, amas-me? Pedro entristeceu-se por ele lhe ter perguntado pela 
JHN.21.18	Em verdade, em verdade te digo: quando eras mais moço, cingias-te e andavas por onde querias; mas, quando fores velho, estenderás as tuas mãos, e outro te cingirá e te levará para onde não queres. 
JHN.21.19	Disse isso 
JHN.21.20	Virando-se Pedro, viu que o ia seguindo 
JHN.21.21	Vendo-o Pedro, perguntou a Jesus: Senhor, e a este que sucederá? 
JHN.21.22	Jesus respondeu-lhe: Se eu quiser que ele fique 
JHN.21.23	Espalhou-se, pois, este boato entre 
JHN.21.24	Este é o discípulo que 
ACT.1.1	No primeiro livro relatei, ó 
ACT.1.2	até o dia em que 
ACT.1.3	aos quais 
ACT.1.4	Reunido a eles, ordenou-lhes 
ACT.1.5	pois 
ACT.1.6	Eles, estando reunidos outra vez, perguntaram-lhe: Senhor, 
ACT.1.7	Ele lhes respondeu: A vós não vos compete saber os tempos ou as épocas que 
ACT.1.8	mas recebereis poder, 
ACT.1.9	Tendo dito essas coisas, 
ACT.1.10	Estando eles com os olhos fitos no céu, enquanto ele subia, eis que 
ACT.1.11	e lhes perguntaram: 
ACT.1.12	Então, 
ACT.1.13	Quando entraram, subiram ao 
ACT.1.14	Todos estes 
ACT.1.15	Naqueles dias, levantou-se Pedro no meio dos 
ACT.1.16	Irmãos, convinha que se cumprisse a 
ACT.1.17	porque era ele 
ACT.1.18	(Ora, esse homem 
ACT.1.19	e tornou-se isso conhecido de todos os habitantes de Jerusalém, de maneira que em 
ACT.1.20	Pois está escrito 
ACT.1.20	Fique deserta a sua habitação,
ACT.1.20	e não haja quem nela habite;
ACT.1.20	e:
ACT.1.20	Tome outro o seu ministério.
ACT.1.21	É necessário, pois, que, dos homens que nos acompanharam todo o tempo em que 
ACT.1.22	começando desde o batismo de João até o dia em que dentre nós 
ACT.1.23	Apresentaram dois — José, também chamado Barsabás, que tinha por sobrenome Justo, e 
ACT.1.24	E, 
ACT.1.25	para tomar o lugar 
ACT.1.26	A respeito deles 
ACT.2.1	Ao cumprir-se 
ACT.2.2	de repente veio do céu um ruído, como de um vento impetuoso, que encheu 
ACT.2.3	e lhes apareceram umas como línguas de fogo, as quais se distribuíram, para repousar sobre cada um deles. 
ACT.2.4	Todos ficaram 
ACT.2.5	Habitavam em Jerusalém judeus, 
ACT.2.6	quando 
ACT.2.7	Estavam atônitos e maravilhavam-se, perguntando: Não são 
ACT.2.8	Como os ouvimos falar cada um na língua de nosso nascimento, 
ACT.2.9	partos, medas e elamitas, e os que habitam a Mesopotâmia, a Judeia e a 
ACT.2.10	a Frígia, a 
ACT.2.11	cretenses e árabes; como é que os ouvimos falar em nossas línguas as grandezas de Deus? 
ACT.2.12	Ficaram todos atônitos e perplexos, e perguntavam uns aos outros: Que quer isto dizer? 
ACT.2.13	Outros, porém, zombando, diziam: 
ACT.2.14	Mas Pedro, estando em pé com os 
ACT.2.15	Pois estes homens não estão embriagados, como vós supondes, 
ACT.2.16	mas cumpre-se o que dissera o profeta Joel:
ACT.2.17	Que derramarei do meu espírito sobre toda a carne;
ACT.2.17	Vossos filhos e vossas filhas profetizarão,
ACT.2.17	Vossos mancebos terão visões,
ACT.2.17	E sonharão vossos anciãos;
ACT.2.18	e sobre os meus servos e sobre as minhas servas
ACT.2.18	derramarei do meu Espírito naqueles dias, e profetizarão.
ACT.2.19	Mostrarei prodígios em cima no céu
ACT.2.19	e sinais embaixo na terra;
ACT.2.19	sangue, fogo e vapor de fumo.
ACT.2.20	O Sol se converterá em trevas,
ACT.2.20	e a lua, em sangue,
ACT.2.20	antes que venha o grande e glorioso Dia do Senhor.
ACT.2.21	E acontecerá que 
ACT.2.22	Israelitas, ouvi estas palavras: 
ACT.2.23	sendo este entregue 
ACT.2.24	ao qual Deus 
ACT.2.25	Pois dele fala Davi:
ACT.2.25	porque está à minha direita, para que eu não seja abalado.
ACT.2.26	Por isso, se alegrou o meu coração, e a minha língua exultou;
ACT.2.26	além disso, também a minha carne repousará em esperança,
ACT.2.27	porque não deixarás a minha alma 
ACT.2.28	Fizeste-me conhecer os caminhos da vida,
ACT.2.28	encher-me-ás de alegria na tua presença.
ACT.2.29	Irmãos, é-me permitido dizer-vos ousadamente acerca do 
ACT.2.30	Sendo, pois, 
ACT.2.31	prevendo isso, Davi falou da ressurreição de Cristo, que nem foi deixado no 
ACT.2.32	A esse Jesus 
ACT.2.33	Exaltado, pois, 
ACT.2.34	Pois Davi não subiu aos céus, mas ele mesmo declara:
ACT.2.35	até que eu ponha os teus inimigos por escabelo de teus pés.
ACT.2.36	Fique, pois, certa 
ACT.2.37	Ouvindo eles essas coisas, compungiram-se no seu coração e perguntaram a Pedro e aos demais apóstolos: 
ACT.2.38	Respondeu-lhes Pedro: 
ACT.2.39	Pois para vós é 
ACT.2.40	Com muitas outras palavras, 
ACT.2.41	Os que receberam a sua palavra foram batizados, e foram admitidas naquele dia quase três mil pessoas; 
ACT.2.42	e perseveravam na doutrina dos apóstolos e na comunhão, 
ACT.2.43	Em cada alma havia temor, e muitos 
ACT.2.44	Todos os que criam estavam unidos, e 
ACT.2.45	e 
ACT.2.46	Diariamente, perseverando unânimes no templo 
ACT.2.47	louvando a Deus 
ACT.3.2	Era levado 
ACT.3.3	Este, vendo a Pedro e a João, que iam entrar no templo, implorava-lhes que lhe dessem uma esmola. 
ACT.3.4	Pedro, 
ACT.3.5	Ele, esperando receber deles alguma coisa, olhava-os com atenção. 
ACT.3.6	Mas Pedro disse: Não tenho prata nem ouro, mas o que tenho, isso te dou; 
ACT.3.7	Tomando-o pela mão direita, o levantou; logo os seus pés e artelhos se firmaram, 
ACT.3.8	e, 
ACT.3.9	Todo o povo, vendo-o andar e louvar a Deus 
ACT.3.10	e reconhecendo ser este o homem que 
ACT.3.11	Segurando-se ele a 
ACT.3.12	Pedro, vendo isso, disse ao povo: Israelitas, por que vos maravilhais deste homem ou por que fitais os olhos em nós, como se por nosso poder ou piedade o tivéssemos feito andar? 
ACT.3.13	O Deus de Abraão, de Isaque e de Jacó, 
ACT.3.14	mas vós negastes 
ACT.3.15	e matastes o 
ACT.3.16	Pela fé 
ACT.3.17	Agora, irmãos, eu sei que o fizestes 
ACT.3.18	mas Deus assim cumpriu o que 
ACT.3.19	Arrependei-vos, pois, e convertei-vos, para serem apagados os vossos pecados, de sorte que da presença do Senhor venham 
ACT.3.20	e que envie aquele que já vos foi indicado, Jesus, o Cristo, 
ACT.3.21	ao qual é necessário que o céu receba até os tempos da 
ACT.3.22	Moisés, na verdade, disse: O Senhor Deus vos suscitará dentre vossos irmãos um 
ACT.3.23	Acontecerá que toda alma que não ouvir a esse profeta será exterminada do meio do povo. 
ACT.3.24	Igualmente, todos os profetas desde Samuel e os que sucederam, quantos falaram, anunciaram também estes dias. 
ACT.3.25	Vós sois 
ACT.3.26	Deus suscitou ao seu Servo e a vós 
ACT.4.1	Enquanto Pedro e João falavam ao povo, 
ACT.4.2	enfadados por ensinarem eles o povo e anunciarem 
ACT.4.3	deitaram mão neles e 
ACT.4.4	Muitos, porém, dos que ouviram a palavra creram; e elevou-se 
ACT.4.5	No dia seguinte, reuniram-se em Jerusalém as 
ACT.4.6	Anás, que era o sumo sacerdote, 
ACT.4.7	e, pondo-os no meio deles, perguntavam: Com que poder ou em que nome fizestes vós isso? 
ACT.4.8	Então, Pedro, 
ACT.4.9	se nós hoje somos inquiridos sobre 
ACT.4.10	seja notório a todos vós e a todo o povo de Israel que em 
ACT.4.11	Ele é a pedra 
ACT.4.12	Não há salvação em nenhum outro; porque abaixo do céu não há outro nome dado entre os homens, em que devamos ser salvos.
ACT.4.13	Ao verem 
ACT.4.14	e, vendo com eles o homem que fora curado, nada tinham que dizer em contrário. 
ACT.4.15	Mandaram-nos sair do 
ACT.4.16	dizendo: 
ACT.4.17	mas, para que não se divulgue mais entre o povo, ameacemo-los que, de ora em diante, não falem 
ACT.4.18	Chamando-os, 
ACT.4.19	Mas 
ACT.4.20	pois 
ACT.4.21	Depois de os ameaçarem ainda mais, soltaram-nos, não achando motivo para os castigar 
ACT.4.22	Ora, tinha mais de quarenta anos o homem em que se operara essa cura milagrosa.
ACT.4.23	Depois de soltos, foram aos seus e relataram tudo quanto lhes haviam dito os principais sacerdotes e os anciãos. 
ACT.4.24	Eles, ouvindo isso, levantaram unanimemente a voz a Deus e disseram: Senhor, tu que fizeste o céu, a terra, o mar e tudo o que neles há; 
ACT.4.25	tu que, 
ACT.4.25	Por que se enfureceram os gentios,
ACT.4.25	e os povos imaginaram coisas vãs?
ACT.4.26	Levantaram-se os reis da terra,
ACT.4.26	e as autoridades ajuntaram-se à uma
ACT.4.26	contra o Senhor e contra o seu 
ACT.4.27	pois verdadeiramente se ajuntaram nesta cidade contra o teu Santo 
ACT.4.28	para fazerem tudo o que a tua mão e o 
ACT.4.29	Agora, Senhor, olha para as suas ameaças e concede aos teus servos que, com 
ACT.4.30	enquanto tu estendes a mão para curar e para que se façam 
ACT.4.31	Tendo eles orado, 
ACT.4.32	Da comunidade dos que creram o coração era um, e a alma, uma, e nenhum deles dizia que coisa alguma das que possuía era sua própria, mas tudo 
ACT.4.33	Com 
ACT.4.34	Pois nenhum necessitado havia entre eles, porque todos os que possuíam terras ou casas, 
ACT.4.35	e depositavam-no aos pés dos apóstolos; 
ACT.4.36	José, a quem os apóstolos deram o sobrenome de 
ACT.4.37	como tivesse um campo, vendeu-o, trouxe o preço e 
ACT.5.1	Mas um homem chamado Ananias, com sua mulher Safira, vendeu uma propriedade 
ACT.5.2	e 
ACT.5.3	Pedro disse-lhe: Ananias, por que encheu 
ACT.5.4	Porventura, se não o vendesses, não seria ele teu; e, vendido, não estava o preço no teu poder? Como formaste esse desígnio no teu coração? Não mentiste aos homens, mas a Deus. 
ACT.5.5	Ananias, ao ouvir essas palavras, 
ACT.5.6	Levantando-se os moços, 
