GEN.1.1	No princípio Deus criou os céus e a terra.
LUK.10.24	Pois eu digo que muitos profetas e reis desejaram ver o que vocês estão vendo, mas não viram; e ouvir o que vocês estão ouvindo, mas não ouviram”.
LUK.10.25	Certa ocasião, um perito na lei levantou-se para pôr Jesus à prova e lhe perguntou: “Mestre, o que preciso fazer para herdar a vida eterna?”
LUK.10.26	“O que está escrito na Lei?”, respondeu Jesus. “Como você a lê?”
LUK.10.27	Ele respondeu: “ ‘Ame o Senhor, o seu Deus, de todo o seu coração, de toda a sua alma, de todas as suas forças e de todo o seu entendimento’
LUK.10.28	Disse Jesus: “Você respondeu corretamente. Faça isso e viverá”.
LUK.10.29	Mas ele, querendo justificar-se, perguntou a Jesus: “E quem é o meu próximo?”
LUK.10.30	Em resposta, disse Jesus: “Um homem descia de Jerusalém para Jericó, quando caiu nas mãos de assaltantes. Estes lhe tiraram as roupas, espancaram-no e se foram, deixando-o quase morto. 
LUK.10.31	Aconteceu estar descendo pela mesma estrada um sacerdote. Quando viu o homem, passou pelo outro lado. 
LUK.10.32	E assim também um levita; quando chegou ao lugar e o viu, passou pelo outro lado. 
LUK.10.33	Mas um samaritano, estando de viagem, chegou onde se encontrava o homem e, quando o viu, teve piedade dele. 
LUK.10.34	Aproximou-se, enfaixou-lhe as feridas, derramando nelas vinho e óleo. Depois colocou-o sobre o seu próprio animal, levou-o para uma hospedaria e cuidou dele. 
LUK.10.35	No dia seguinte, deu dois denários
LUK.10.36	“Qual destes três você acha que foi o próximo do homem que caiu nas mãos dos assaltantes?”
LUK.10.37	“Aquele que teve misericórdia dele”, respondeu o perito na lei.
LUK.10.37	Jesus lhe disse: “Vá e faça o mesmo”.
LUK.10.38	Caminhando Jesus e os seus discípulos, chegaram a um povoado onde certa mulher chamada Marta o recebeu em sua casa.
LUK.10.39	Maria, sua irmã, ficou sentada aos pés do Senhor, ouvindo a sua palavra. 
LUK.10.40	Marta, porém, estava ocupada com muito serviço. E, aproximando-se dele, perguntou: “Senhor, não te importas que minha irmã tenha me deixado sozinha com o serviço? Dize-lhe que me ajude!”
LUK.10.41	Respondeu o Senhor: “Marta! Marta! Você está preocupada e inquieta com muitas coisas; 
LUK.10.42	todavia apenas uma é necessária.
LUK.11.1	Certo dia Jesus estava orando em determinado lugar. Tendo terminado, um dos seus discípulos lhe disse: “Senhor, ensina-nos a orar, como João ensinou aos discípulos dele”.
LUK.11.2	Ele lhes disse: “Quando vocês orarem, digam:
LUK.11.2	“Pai!
LUK.11.2	Santificado seja o teu nome.
LUK.11.2	Venha o teu Reino.
LUK.11.3	Dá-nos cada dia o nosso pão cotidiano.
LUK.11.4	Perdoa-nos os nossos pecados,
LUK.11.4	pois também perdoamos a todos os que nos devem.
LUK.11.4	E não nos deixes cair em
LUK.11.5	Então lhes disse: “Suponham que um de vocês tenha um amigo e que recorra a ele à meia-noite e diga: ‘Amigo, empreste-me três pães, 
LUK.11.6	porque um amigo meu chegou de viagem, e não tenho nada para lhe oferecer’.
LUK.11.7	“E o que estiver dentro responda: ‘Não me incomode. A porta já está fechada, e eu e meus filhos já estamos deitados. Não posso me levantar e dar a você o que me pede’. 
LUK.11.8	Eu digo: Embora ele não se levante para dar-lhe o pão por ser seu amigo, por causa da importunação se levantará e lhe dará tudo o que precisar.
LUK.11.9	“Por isso digo: Peçam, e será dado; busquem, e encontrarão; batam, e a porta será aberta. 
LUK.11.10	Pois todo o que pede, recebe; o que busca, encontra; e àquele que bate, a porta será aberta.
LUK.11.11	“Qual pai, do meio de vocês, se o filho pedir um
LUK.11.12	Ou, se pedir um ovo, lhe dará um escorpião? 
LUK.11.13	Se vocês, apesar de serem maus, sabem dar boas coisas aos seus filhos, quanto mais o Pai que está nos céus dará o Espírito Santo a quem o pedir!”
LUK.11.14	Jesus estava expulsando um demônio que era mudo. Quando o demônio saiu, o mudo falou, e a multidão ficou admirada. 
LUK.11.15	Mas alguns deles disseram: “É por Belzebu, o príncipe dos demônios, que ele expulsa demônios”. 
LUK.11.16	Outros o punham à prova, pedindo-lhe um sinal do céu.
LUK.11.17	Jesus, conhecendo os seus pensamentos, disse-lhes: “Todo reino dividido contra si mesmo será arruinado, e uma casa dividida contra si mesma cairá. 
LUK.11.18	Se Satanás está dividido contra si mesmo, como o seu reino pode subsistir? Digo isso porque vocês estão dizendo que expulso demônios por Belzebu. 
LUK.11.19	Se eu expulso demônios por Belzebu, por quem os expulsam os filhos
LUK.11.20	Mas, se é pelo dedo de Deus que eu expulso demônios, então chegou a vocês o Reino de Deus.
LUK.11.21	“Quando um homem forte, bem armado, guarda sua casa, seus bens estão seguros. 
LUK.11.22	Mas, quando alguém mais forte o ataca e o vence, tira-lhe a armadura em que confiava e divide os despojos.
LUK.11.23	“Aquele que não está comigo é contra mim, e aquele que comigo não ajunta espalha.
LUK.11.24	“Quando um espírito imundo sai de um homem, passa por lugares áridos procurando descanso e, não o encontrando, diz: ‘Voltarei para a casa de onde saí’. 
LUK.11.25	Quando chega, encontra a casa varrida e em ordem. 
LUK.11.26	Então vai e traz outros sete espíritos piores do que ele, e entrando passam a viver ali. E o estado final daquele homem torna-se pior do que o primeiro”.
LUK.11.27	Enquanto Jesus dizia estas coisas, uma mulher da multidão exclamou: “Feliz é a mulher que te deu à luz e te amamentou”.
LUK.11.28	Ele respondeu: “Antes, felizes são aqueles que ouvem a palavra de Deus e lhe obedecem”.
LUK.11.29	Aumentando a multidão, Jesus começou a dizer: “Esta é uma geração perversa. Ela pede um sinal milagroso, mas nenhum sinal lhe será dado, exceto o sinal de Jonas. 
LUK.11.30	Pois, assim como Jonas foi um sinal para os ninivitas, o Filho do homem também o será para esta geração. 
LUK.11.31	A rainha do Sul se levantará no juízo com os homens desta geração e os condenará, pois ela veio dos confins da terra para ouvir a sabedoria de Salomão e agora está aqui quem é maior do que Salomão. 
LUK.11.32	Os homens de Nínive se levantarão no juízo com esta geração e a condenarão; pois eles se arrependeram com a pregação de Jonas, e agora está aqui quem é maior do que Jonas.
LUK.11.33	“Ninguém acende uma candeia e a coloca em lugar onde fique escondida ou debaixo de uma vasilha. Ao contrário, coloca-a no lugar apropriado, para que os que entram possam ver a luz. 
LUK.11.34	Os olhos são a candeia do corpo. Quando os seus olhos forem bons, igualmente todo o seu corpo estará cheio de luz. Mas, quando forem maus, igualmente o seu corpo estará cheio de trevas. 
LUK.11.35	Portanto, cuidado para que a luz que está em seu interior não sejam trevas. 
LUK.11.36	Logo, se todo o seu corpo estiver cheio de luz, e nenhuma parte dele estiver em trevas, estará completamente iluminado, como quando a luz de uma candeia brilha sobre você”.
LUK.11.37	Tendo terminado de falar, um fariseu o convidou para comer com ele. Então Jesus foi e reclinou-se à mesa; 
LUK.11.38	mas o fariseu, notando que Jesus não se lavara cerimonialmente antes da refeição, ficou surpreso.
LUK.11.39	Então o Senhor lhe disse: “Vocês, fariseus, limpam o exterior do copo e do prato, mas interiormente estão cheios de ganância e de maldade. 
LUK.11.40	Insensatos! Quem fez o exterior não fez também o interior? 
LUK.11.41	Mas deem o que está dentro do prato
LUK.11.42	“Ai de vocês, fariseus, porque dão a Deus o dízimo da hortelã, da arruda e de toda a sorte de hortaliças, mas desprezam a justiça e o amor de Deus! Vocês deviam praticar estas coisas, sem deixar de fazer aquelas.
LUK.11.43	“Ai de vocês, fariseus, porque amam os lugares de honra nas sinagogas e as saudações em público!
LUK.11.44	“Ai de vocês, porque são como túmulos que não são vistos, por sobre os quais os homens andam sem o saber!”
LUK.11.45	Um dos peritos na lei lhe respondeu: “Mestre, quando dizes essas coisas, insultas também a nós”.
LUK.11.46	“Quanto a vocês, peritos na lei”, disse Jesus, “ai de vocês também!, porque sobrecarregam os homens com fardos que dificilmente eles podem carregar, e vocês mesmos não levantam nem um dedo para ajudá-los.
LUK.11.47	“Ai de vocês, porque edificam os túmulos dos profetas, sendo que foram os seus próprios antepassados que os mataram. 
LUK.11.48	Assim vocês dão testemunho de que aprovam o que os seus antepassados fizeram. Eles mataram os profetas, e vocês lhes edificam os túmulos. 
LUK.11.49	Por isso, Deus disse em sua sabedoria: ‘Eu mandarei a vocês profetas e apóstolos, dos quais eles matarão alguns, e a outros perseguirão’. 
LUK.11.50	Pelo que, esta geração será considerada responsável pelo sangue de todos os profetas, derramado desde o princípio do mundo: 
LUK.11.51	desde o sangue de Abel até o sangue de Zacarias, que foi morto entre o altar e o santuário. Sim, eu digo a vocês, esta geração será considerada responsável por tudo isso.
LUK.11.52	“Ai de vocês, peritos na lei, porque se apoderaram da chave do conhecimento. Vocês mesmos não entraram e impediram os que estavam prestes a entrar!”
LUK.11.53	Quando Jesus saiu dali, os fariseus e os mestres da lei começaram a opor-se fortemente a ele e a interrogá-lo com muitas perguntas, 
LUK.11.54	esperando apanhá-lo em algo que dissesse.
LUK.12.1	Nesse meio tempo, tendo-se juntado uma multidão de milhares de pessoas, ao ponto de atropelarem umas às outras, Jesus começou a falar primeiramente aos seus discípulos, dizendo: “Tenham cuidado com o fermento dos fariseus, que é a hipocrisia. 
LUK.12.2	Não há nada escondido que não venha a ser descoberto, ou oculto que não venha a ser conhecido. 
LUK.12.3	O que vocês disseram nas trevas será ouvido à luz do dia, e o que vocês sussurraram aos ouvidos dentro de casa, será proclamado dos telhados.
LUK.12.4	“Eu digo a vocês, meus amigos: Não tenham medo dos que matam o corpo e depois nada mais podem fazer. 
LUK.12.5	Mas eu mostrarei a quem vocês devem temer: temam àquele que, depois de matar o corpo, tem poder para lançar no inferno. Sim, eu digo a vocês, a esse vocês devem temer. 
LUK.12.6	Não se vendem cinco pardais por duas moedinhas
LUK.12.7	Até os cabelos da cabeça de vocês estão todos contados. Não tenham medo; vocês valem mais do que muitos pardais!
LUK.12.8	“Eu digo a vocês: Quem me confessar diante dos homens, também o Filho do homem o confessará diante dos anjos de Deus. 
LUK.12.9	Mas aquele que me negar diante dos homens será negado diante dos anjos de Deus. 
LUK.12.10	Todo aquele que disser uma palavra contra o Filho do homem será perdoado, mas quem blasfemar contra o Espírito Santo não será perdoado.
LUK.12.11	“Quando vocês forem levados às sinagogas e diante dos governantes e das autoridades, não se preocupem com a forma pela qual se defenderão, ou com o que dirão, 
LUK.12.12	pois naquela hora o Espírito Santo ensinará o que deverão dizer”.
LUK.12.13	Alguém da multidão lhe disse: “Mestre, dize a meu irmão que divida a herança comigo”.
LUK.12.14	Respondeu Jesus: “Homem, quem me designou juiz ou árbitro entre vocês?” 
LUK.12.15	Então lhes disse: “Cuidado! Fiquem de sobreaviso contra todo tipo de ganância; a vida de um homem não consiste na quantidade dos seus bens”.
LUK.12.16	Então lhes contou esta parábola: “A terra de certo homem rico produziu muito. 
LUK.12.17	Ele pensou consigo mesmo: ‘O que vou fazer? Não tenho onde armazenar minha colheita’.
LUK.12.18	“Então disse: ‘Já sei o que vou fazer. Vou derrubar os meus celeiros e construir outros maiores, e ali guardarei toda a minha safra e todos os meus bens. 
LUK.12.19	E direi a mim mesmo: Você tem grande quantidade de bens, armazenados para muitos anos. Descanse, coma, beba e alegre-se’.
LUK.12.20	“Contudo, Deus lhe disse: ‘Insensato! Esta mesma noite a sua vida será exigida. Então, quem ficará com o que você preparou?’
LUK.12.21	“Assim acontece com quem guarda para si riquezas, mas não é rico para com Deus”.
LUK.12.22	Dirigindo-se aos seus discípulos, Jesus acrescentou: “Portanto eu digo a vocês: Não se preocupem com sua própria vida, quanto ao que comer; nem com seu próprio corpo, quanto ao que vestir. 
LUK.12.23	A vida é mais importante do que a comida, e o corpo, mais do que as roupas. 
LUK.12.24	Observem os corvos: não semeiam nem colhem, não têm armazéns nem celeiros; contudo, Deus os alimenta. E vocês têm muito mais valor do que as aves! 
LUK.12.25	Quem de vocês, por mais que se preocupe, pode acrescentar uma hora que seja à sua vida?
LUK.12.26	Visto que vocês não podem sequer fazer uma coisa tão pequena, por que se preocupar com o restante?
LUK.12.27	“Observem como crescem os lírios. Eles não trabalham nem tecem. Contudo, eu digo a vocês que nem Salomão, em todo o seu esplendor, vestiu-se como um deles. 
LUK.12.28	Se Deus veste assim a erva do campo, que hoje existe e amanhã é lançada ao fogo, quanto mais vestirá vocês, homens de pequena fé! 
LUK.12.29	Não busquem ansiosamente o que comer ou beber; não se preocupem com isso. 
LUK.12.30	Pois o mundo pagão é que corre atrás dessas coisas; mas o Pai sabe que vocês precisam delas. 
LUK.12.31	Busquem, pois, o Reino de Deus, e essas coisas serão acrescentadas a vocês.
LUK.12.32	“Não tenham medo, pequeno rebanho, pois foi do agrado do Pai dar o Reino a vocês. 
LUK.12.33	Vendam o que têm e deem esmolas. Façam para vocês bolsas que não se gastem com o tempo, um tesouro nos céus que não se acabe, onde ladrão algum chega perto e nenhuma traça destrói. 
LUK.12.34	Pois, onde estiver o seu tesouro, ali também estará o seu coração.
LUK.12.35	“Estejam prontos para servir e conservem acesas as suas candeias, 
LUK.12.36	como aqueles que esperam seu senhor voltar de um banquete de casamento; para que, quando ele chegar e bater, possam abrir-lhe a porta imediatamente. 
LUK.12.37	Felizes os servos cujo senhor os encontrar vigiando, quando voltar. Eu afirmo que ele se vestirá para servir, fará que se reclinem à mesa, e virá servi-los. 
LUK.12.38	Mesmo que ele chegue de noite ou de madrugada
LUK.12.39	Entendam, porém, isto: se o dono da casa soubesse a que hora viria o ladrão, não permitiria que a sua casa fosse arrombada. 
LUK.12.40	Estejam também vocês preparados, porque o Filho do homem virá numa hora em que não o esperam”.
LUK.12.41	Pedro perguntou: “Senhor, estás contando esta parábola para nós ou para todos?”
LUK.12.42	O Senhor respondeu: “Quem é, pois, o administrador fiel e sensato, a quem seu senhor encarrega dos seus servos, para lhes dar sua porção de alimento no tempo devido? 
LUK.12.43	Feliz o servo a quem o seu senhor encontrar fazendo assim quando voltar. 
LUK.12.44	Garanto que ele o encarregará de todos os seus bens. 
LUK.12.45	Mas suponham que esse servo diga a si mesmo: ‘Meu senhor se demora a voltar’, e então comece a bater nos servos e nas servas, a comer, a beber e a embriagar-se. 
LUK.12.46	O senhor daquele servo virá num dia em que ele não o espera e numa hora que não sabe e o punirá severamente
LUK.12.47	“Aquele servo que conhece a vontade de seu senhor e não prepara o que ele deseja, nem o realiza, receberá muitos açoites. 
