MAT.1.1	Am maŋge ŋen maŋge ŋen sokbem kotnepeme Zisas ek Abalaam ma Dewit egegat iŋsokŋit penaŋ sokbeye.
REV.18.12	Milawat kapigok dopmaŋ sam dopmaŋ sam mbien: gol ma silwa ma kekek tosaŋaŋ temaŋ ma saŋgum kake katikŋaŋ ke kwetetepmaŋ mânepmaŋ temaŋ ma saŋgum ŋamaŋ ma aiaikŋaŋ ma saŋgum ŋamaŋ palen kâŋkâŋaŋmak tatatnaŋ ke ma tep sesikŋaŋ dolakŋaŋmak ma elepan ke bo temaŋ penaŋgat zegalipmaŋaŋ kwitnaŋ kwitnaŋ notnaŋ mimiŋaŋ ma tep notnaŋ mânewin temaŋ ma kapayaŋ ma aenaŋ ma nanzaŋ saŋga soŋgaŋaŋmak nukŋaŋbeŋaŋ mimiŋaŋ 
REV.18.13	ma mâmbuzuzup sekŋaŋ ma dip ma kabilam ma tep tuŋaŋ sesikŋaŋ dolakŋaŋmak notnaŋ ma wet sesikŋaŋ dolakŋaŋ ma wain ma wet tuŋaŋ dolakŋaŋ ma meu kânzunzuŋaŋ ma wit katnaŋ sepemaŋ saŋgom nemboŋ ma makau ma sipsip ma âsimak ma mulup an tosaŋinpiŋ amnaŋ ekŋen indakwitime ekŋengalen bewien. 
REV.18.14	Ma an ekŋen ekmak omkwiti kwiti mamtemien egat zewien, ‘Geŋ kwitnaŋ kwitnaŋ dolakŋaŋ ego egomak makwitimtemanan wan alak delaŋ zein. Ma milawadi sambe ma kwitnaŋ kwitnaŋ dolakŋaŋ tosaŋaŋ temaŋ delaŋ zein. Geŋ ewe ŋen ku aikbanik penaŋ!’ 
REV.18.15	Âpme ekŋen ke omkwiti kwiti mka temaŋmak mbiengapm ekŋenaŋ mânepmak kwabien. Ma ekŋen sindem tisenup ze kiŋgagalaŋ indaikme beŋan tati si kembeŋ mti 
REV.18.16	kapigok zewep, ‘Wakae! Babilon mka temaŋ! Egaŋ saŋgum kwetetepmaŋ ma mânepmaŋ temaŋ ma ŋamaŋ ma ŋamaŋmak kâŋkâŋaŋmak manzamtatan. Ma egaŋ sekŋaŋ gol ma nanzaŋ dolakŋaŋ penaŋ ma kekek mânepmaŋ mobotnaŋ penaŋ keyaŋ sekŋin miak pemti mamaip. 
REV.18.17	Ma kan isikŋaŋ bugan kapiyet mânep milawatnaŋ ma elimiak ke yek beme delaŋ zep!’
REV.18.17	Âpme waŋga sambe mamaiwen ma am waŋgaen mulup mamip ekŋen ma an waŋga mti maindap mainen ma an ekŋen nembu palen mulup kwitnaŋ kwitnaŋ mânep titiyelen mamiwen ekŋenaŋ kegogak beŋan tati 
REV.18.18	ekme Babilon kasakŋaŋaŋ kwaikme tep temaŋaŋ zime si kembeŋ temaŋ mti zewien, ‘Mka temaŋ keboŋ ke ŋen ewe ku tazin.’ 
REV.18.19	Kegok zemti kânzunzu time ŋokŋinan mopme si kembeŋ temaŋ mti zewien, ‘Wakae! mka temaŋ ke waŋga toŋane nembuyen mamaip ekŋenaŋ mânep temaŋ milawalinaŋgat tiwien. Âpme pi memendepmak mka temaŋ lambaŋaŋ etaŋ tage.’
REV.18.20	Am kululuŋen talip in ma Kawawaŋgalen am ma ombemindendeŋaŋ ma golaŋ zenze an in keŋ oloŋen nâmti segeyak mbep. Mka temaŋ kumasekbiengapmti aminne, in kululuŋen tati oloŋen mbep! Ma Kawawaŋaŋ zemdelaŋ zenzeyelen mama mimi bekanaŋ egaŋ ingat mgeyepmti in Kawawaŋgalen am nâmkiŋpepeŋinmak ma Kawawaŋgalen nembaŋane ma golaŋ zenze an in oloŋen mbep!”
REV.18.21	Zet kegok sokbeme ensel ŋen windeŋaŋ temaŋ egaŋ nanzaŋ siput temaŋ ke mwati witikpeme nembu keŋan met towepme kapigok zeye, “Babilon mka temaŋ ke kegogak witikpeme nembu keŋan metopme bam ku ekbep. 
REV.18.22	Âpme gita kulele ma silik eŋsasat ma lumun kwisak ke geŋmagen ŋen ewe ku sokbewe. Ma am notnaŋ mulup kwitnaŋ kwitnaŋ mamip ke ewe geŋmagen ku aikbep. Ma mulup mme kwisak kwisak makun kegokpiŋ tuŋtaŋ pemti tabe. 
REV.18.23	Taŋam busatnaŋaŋ geŋmagen ŋen ewe ku sokbewe ma an imbi ekŋengalen ma kan an imbiŋ bembeyelen kan kwisakŋaŋ ma oloŋen ŋen ku sokbewe. Gâlen an milawat dopmaŋ sam dopmaŋ sam mamtemien ekŋenaŋ msat kataŋ milawat omkwiti kwitiyelen nânâŋin temaŋmak kwati mambien. Ma gâlen aŋkambuk mulup msat kataŋ am keŋin mme yuŋguye.
REV.18.24	Âpme golaŋ zenze an ma Kawawaŋgalen am nâmkiŋpepeŋinmak ma msat kataŋ am indomwalet mbanan ekŋengalen siwin Kawawaŋaŋ Babilon mka temaŋ keyet keŋan aikge. Ya keyelen yom ke Babilonmagen tazin keyepmti set ke ekmagen sokbeye.”
REV.19.1	Mme delaŋ zeme neŋ kululuŋen an maŋge temaŋ ekŋengalen sesewat silik kwisak temaŋnok nâmban. Ekŋenaŋ pigok kuwien, “Kawawaŋ ek am yomengatnan indatin ma ek an kwizetpatnaŋmak ma winde ke ekmagen etaŋ tazingapmti Kawawaŋŋgat sesewatne. 
REV.19.2	Kawawaŋaŋ zemdelaŋ zenzeyelen zet mme penaŋaŋmak ma teŋ penaŋ mambein. Egaŋ set kileŋ mama imbi temaŋ ek zemdelaŋ zenzeyelen am msat kataŋ yom ekmak set kileŋ mama mbien. Mti imbi temaŋ egaŋ Kawawaŋgalen mulup an indome gakiwiengapm Kawawaŋaŋ dopmaŋ mutumsame delaŋ zein.” 
REV.19.3	Kegok zemti ewe pigok kuwien, “Mka temaŋ keyelen kasakŋaŋ mot kwesiŋ kwesiŋ tapmobe keyepmti Kawawaŋgat sesewatne.” 
REV.19.4	Âpme an damuŋ 24 ma kwitnaŋ kwitnaŋ mamaŋinmak soŋgom nemboŋ zulak zulak ekŋenaŋ Kawawaŋgalen mundum Kawawaŋ ikŋaŋ totage egat zikatnan ekŋenaŋ pedondom samti sesewati pigok zewien, “Penaŋ sukwep, Kawawaŋgat sesewatne!”
REV.19.5	Âpme Kawawaŋgalen mundumen zet ŋandaŋ ŋen pigok sokbeye, “Kawawaŋgalen mulup an ma am nâmkiŋpepeŋinmak sambe inmagen mobotnaŋ ma tototnaŋ in Kawawaŋ sesewatsait ma eksempeit.” 
REV.19.6	Âpme neŋ am sambeyelen bim ŋandaŋ temaŋnok nâmban. Ke tu bimaŋ ome kwisakŋaŋ temaŋ makuinok ma kululuŋ kwisak temaŋ makuinok nâma kwizet kapigok sokbeye, “Amobotnaŋ Kawawaŋŋ winde toŋaŋ ndikdamuŋ mamingapmti ek sesewatpene! 
REV.19.7	Sipsip Nembaŋaŋ egalen aimbiŋ bembeyelen kan sokbein ma imbiŋaŋaŋ ikŋaŋgat aimbiŋ bembeyelen elemiak weyaŋ mgeyepmti nin keŋ oloŋen ma keŋ segeyak ma egat sesewatsane.” 
REV.19.8	Kawawaŋaŋ imbi saŋgum melakandu satnaŋ penaŋ dolakŋaŋ ke munduŋ mamayet nâmsaye. Kawawaŋgalen am mulup teŋ mti mamtemien ekŋen keyaŋ keboŋ beip.
REV.19.9	Âpme enselaŋ zet ŋen kapigok dinoye, “Geŋ meluwaŋ kapigok ku, ‘Sipsip Nemba egalen awembiŋ bembeyelen tu meu niniyelen am ekŋen indayaŋkwesime kobien ekŋen ke oloŋen mit.’” Kegok mti zeye, “Zet diŋgoyap ke Kawawaŋgalen zet ŋotekŋaŋ penaŋ.”
REV.19.10	Kegok dinome neŋ egat setnaŋ ganzenan pedondomti dundum sasâgât mma egaŋ zemkulumnemti kapigok dinoye, “Geŋ nâgât kegok mimipiŋ. Neŋ mulup an nodi ma nodine notnaŋ Zisasiyelen zet zapat dolakŋaŋ kiŋgagapiŋ manzemkawaŋ bemtemien ekŋengat nolin. Geŋ Kawawaŋgat etaŋ sesewatsa. Kawawaŋgalen Emetak ke am Kawawaŋgat nâmkiŋpewienen ekŋen Zisasiyelen zezapat dolakŋaŋ zenzeyelen indamukulem mamin.”
REV.19.11	Âpme neŋ ekma kululuŋ ŋandeme âs satnaŋ ŋen tapme ekma an ŋen dukŋan tage ke am ekŋenaŋ kwitnaŋ kapigok makuip: Egaŋ amŋane ku matalasim indein ma egaŋ zet penaŋ keyet toŋaŋ bein. Keyepmti egaŋ dopmaŋ mututu ma kasa kukuŋaŋ mulup esemteŋ penaŋ mamin. 
REV.19.12	Zikatnaŋ nembet nembet teziŋ taŋamaŋ keboŋ ma ŋokŋanen amobotnaŋgalen bunduŋ isikŋaŋ sambe tapmâge. Ma kwit kumpepeŋaŋ ke igak etaŋ maiŋti manâin. 
REV.19.13	Ma kâlâpmaŋ teepmaŋ mundum tazin ke siwaŋ etaŋ metekumpepeŋaŋ an ke mundum tage egat kwitnaŋ “Kawawaŋgalen Zet.” 
REV.19.14	Egaŋ âs satnaŋ keyet palen moti mepme egalen kasa kuku an maŋge temaŋ kululuŋengatnaŋ ekŋenaŋ kâlâwin satnaŋ penaŋ mundumti ek mâti âsiŋin satnaŋ dukŋan mepmâbien. 
REV.19.15	Ma dembusekŋaŋgatnan kasayelen wanam kukŋaŋbeŋ keyaŋ kwage. Keyaŋ am sambe msat sambeyet indomti indawalebe. Mti Kawawaŋ winde toŋaŋ ma egalen ŋenzinziŋ temaŋ kasaŋane ekŋenmak mbe. Egaŋ aen toŋge mmamti am indom walebe ke sepem wain katnaŋ selaŋ im ziniŋ ziniŋ mamip sepem kegok mbe. 
REV.19.16	Kâlâpmaŋ palen ma tambaŋanen tage ke kwitnaŋ kapigok kukuŋaŋ:
REV.19.16	“EGAŊ MSALEN AMOBOTNAŊ EKŊENGALEN AMOBOTNAŊIN TEMAŊ
REV.19.16	MA MSALEN AN DAMUŊ EKŊENGALEN AN DAMUŊIN TEMAŊ.”
REV.19.17	Âpme neŋ ekma mepme ensel ŋen kasuwen tapme ekban. Egaŋ ke tati age sambe tedukŋan gwaen kwapme indikti ekŋengat kwizet kumti zeye, “Kawawaŋaŋ tu meu temaŋ aikzingat toti kot ondegit. 
REV.19.18	In ondekti amobotnaŋ ekŋengalen sek sesumbaŋin ma kasa kuku an ŋeŋaŋ bembe ekŋengalen sek sesumbaŋin ma an windeŋinbeŋ ekŋengalen sek sesumbaŋin ma âs ma an âs palen maip ekŋengalen sek sesumbaŋin ma am sambe ekŋengalen sek sesumbaŋin ma am lala ku mamaiwen ma am lala mamaiwen ekŋengalen sek sesumbaŋin ma amobotnaŋ ma am tototnaŋ ekŋengat sek sesumbaŋin nseip!”
REV.19.19	Âpme neŋ soŋgom kukŋaŋbeŋ ma msat kataŋ amobotnaŋ ma kasa kuku anŋane ilinsakwep ondek tapme ekban. Ekŋenaŋ an âs satnanen tage ek ke ma kasa kuku anŋane ekŋenmak kasa kusâgât kegok mbien. 
REV.19.20	Âpme kasa kumti soŋgom kukŋaŋbeŋ ke ma golaŋ zenze an dâsuki eget sukŋaŋ beme idatawien. Golaŋ zenze an dâsuki egaŋ soŋgom kukŋaŋbeŋ egat zikatnan menok kwitnaŋ kwitnaŋ mge. Mme am soŋgom kukŋaŋbeŋ egalen weŋaŋ mimiŋaŋ ke pedondom sesewatsamti mambien ma egalen muluwaŋ sekŋinan timti mamtemien. Am ekŋen ke keŋin mme yuŋgumtemege. Kegok mmalu an ekŋenaŋ âs palen soŋgom kukŋaŋbeŋ ma golaŋ zenze an dâsuki eget ke alik tapmalu eget idatimti aimboŋan tep temaŋ nanzaŋ salpa tazin maŋge keyet keŋan ideme towebun. 
REV.19.21	Kegok sokbeme egegalen kasa kuku anŋane tabien ekŋengut an âs satnaŋ dukŋan tage keyelen dembusekŋanengatnaŋ kasayelen wanam kukŋaŋbeŋ keyaŋ toti kasa kuku ekŋen ke indome gakime ageyaŋ ekŋengat sesumbaŋin omba ŋep nimti kambakŋin kwapme wisat mbien.
REV.20.1	Âpme neŋ taekma kululuŋengatnaŋ ensel ŋen topme ekban. Ek msat aimboŋaŋ teepmaŋ butnepiŋ keyelen ki ma tek aenaŋ weyayaŋaŋ katikŋaŋ ke mtoge. 
REV.20.2	Ensel egaŋ gazu gazu temaŋ ke nombe itnaŋaŋ maŋgeyaŋ main. Ke ek we bekanaŋ ekŋengat ŋeŋaŋin. Enseliwan Sadaŋ atamti tegaŋ aenaŋ setnaŋ betnaŋ zamti nup kanen tausen kwep mamayet nâmti âtâpeme msat aimboŋaŋ teepmaŋ keŋan towege. 
REV.20.3	Towepme ensel keyaŋ set kiŋaŋ mpemti sekekek palen gwadeyaŋ milikpeye mneti ke amnaŋ set mâtâpme egaŋ kwawabe. Mme egaŋ am ewe keŋin mme kileŋ bembepiŋ manepeme nup kan tausen kwep bembeyet zenzeŋaŋ. Ke manepeme nup kan sambe bemeŋgut kwalepepeyet zempepeŋaŋgapmti kwalep peme kwati mulupmaŋ kan belaknik mbe.
REV.20.4	Âpme neŋ mundum totatat elimiakŋaŋmak sambe tapme ekban. Kegogak ekma am Kawawaŋgalen zetnaŋ zemkawaŋ bemti egalen zet mâti windeŋaŋbeŋ mambien ma am ekŋen keyaŋ soŋgom kukŋaŋbeŋ ikŋaŋ ma muluwaŋ weŋaŋ ku pedondom sesewatsawien ma kwitnaŋ monzalaminan ma belinan ku kumpepeŋaŋgapmti soŋgom kukŋaŋgalen kasa kuku an ekŋenaŋ bimin eleŋgewien. Ekŋen keyelen weŋin tapme indikban. An ekŋen keyaŋ gakikiengatnaŋ mamaen gilik zemkoti Kawawaŋaŋ am ekdamuŋ mimiyelen winde indame mundum totatat elimiakŋaŋmak sambe keyet dukŋan totati Kilaismak mulup zemindendeŋaŋ ke nup kan tausen kwep mbep. 
REV.20.5	Mti am ekŋen ke wawat kukŋaŋgat ekŋenaŋ wabien. Âpme am gakikiŋaŋ ŋen mama ku tiwienaŋgut ekŋen keyaŋ nup kan tausen kwep kegok tapme delaŋ zewe. 
REV.20.6	Am ekŋen ke wawat kukŋaŋgat keyet wawagat zapat mamaiwaŋ wati Kawawaŋ ikŋaŋgalen amŋane teŋ penaŋ ma ekŋen oloŋen mip. Am ekŋen keboŋ ke gakiki ŋen keyaŋ ku indatiwe keyet yaŋaŋ kapigok: Ekŋen ke msat aimboŋaŋ teepmaŋ penaŋ tepmak keŋan ke ku waletbep. Ekŋenaŋ Kilais ma Kawawaŋ egegalen am ekŋengat tuŋguwinan mamti dundundu mulup mbep. Mti Kawawaŋmak am ekŋen kemak am indikdamuŋ mti manepeme nup kan tausen kwep delaŋ zewe. 
REV.20.7	Âpme nup kan tausen kwep delaŋ zeme Sadaŋaŋ msat aimboŋaŋ teepmaŋ keŋangatnan ewe kwaletpeme kwati 
REV.20.8	am sambe msat kataŋ mamaip ekŋen zet dâsukiyaŋ keŋin myuŋguwe. Am ekŋen kegok mimindawe ekŋen ke kwilin Gok ma Magok. Kegok sokbeme Sadaŋaŋ am ekŋen ke indamakuman nembu ganzenangalen gambibik sambe keboŋ ondekindemti weyeyaŋ mulup mti an kasa mimiyelen tabep. 
REV.20.9	Âpme ekŋenaŋ msat sambe kataŋ koti Islael msalen am ekŋengalen ondedak munduminan meti am ekŋen ma Zelusalem mka temaŋ Kawawaŋ meluwaŋ mamtan kemak bembuluŋbien. Kegok mti tatnepeme kululuŋengatnaŋ tewaŋ toti Sadaŋgalen am ekŋen ke indazimâge. 
REV.20.10	Kegok mme Sadaŋ am keŋin myuŋgumindemti maŋge ek ke mtati tep temaŋ nanzaŋ salpamak tazimaŋgeen ke soŋgom kukŋaŋbeŋ ek ma golaŋ zenze an dâsuki egelaŋ matatemunen ke peme towege. Ekŋenaŋ keyet keŋan tati sindem temaŋ tambuyet mamsayet matimambep.
REV.20.11	Âpme neŋ mundum totatat elimiakŋaŋmak satnaŋ temaŋ ekti keyet dukŋan an ŋen tapme ekma egalen kogeyelen windeyaŋ ma ŋenzimosetnaŋ kopataŋ zeye keyaŋ kululuŋ ma msat galaŋ zewun. Egelaŋ an keyet ŋenzimosetnaŋ ŋep ku tatagalen keyepmti kegok galaŋ zewun. 
REV.20.12	Âpme am mobotnaŋ ma tototnaŋ gakiwien ekŋenaŋ mundum totatat elimiakŋaŋ keyet ganzenan tapme indikban. Tapme papia ŋotekŋaŋ notnaŋ tage ke ensel ekŋenaŋ mâtâbien. Papia ŋen mâtâge ke am mama kanzizit keyet zapat maip ekŋengalen kwit tage. Mme am sambe gakikiŋaŋ ekŋengalen mama mimiŋin ke papia ekŋen keyet keŋan tage ke ekti zelin zemdelaŋ zemindeye. 
REV.20.13	Âpme am notnaŋ nembu keŋan toti gakiwien ekŋen nembuengatnan gilik zemti wabien. Ma an damuŋ am gakikiŋaŋ maindikdamuŋ min egaŋ am gakikiŋaŋ indeme mebien ma an damuŋ am gakikiŋaŋgalen mundum maekdamuŋ min egaŋ kegogak am gakikiŋaŋ indeme mebien. An damuŋ zut ke Sadaŋgat kandaŋan mamalup. Kegok sokbeme am ekŋen ke msat palen mama mimiŋin mambien keyet kataŋ Kawawaŋaŋ zemindoye. 
REV.20.14	Kegok mti an damuŋ am gakikiŋaŋ ekdamuŋ mamin ma an damuŋ am gakikiŋaŋgalen mundum damuŋ mamin an zut ke Sadaŋgat kandaŋan mamalup ya eget âtâtideme msat aimboŋaŋ teepmaŋ keŋan towebun. Gakiki ke Kawawaŋmak mama ke eleŋgemideye. 
REV.20.15	Âpme am ŋen ek kwitnaŋ mama kanzizit keyelen papiaen ku tage ekŋen indatimti âtâindeme msat aimboŋaŋ teepmaŋ tep temaŋ tazimaŋgeen ke âtâindeme towebien.
REV.21.1	Âpme neŋ kululuŋ ma msat alakŋaŋ taekma sokbeme kululuŋ ma msat itnaŋaŋ keyaŋ yek bewun ma nembu temaŋaŋ kegogak yek beye. 
REV.21.2	Kegok sokbeme Zelusalem mka temaŋ teŋ alakŋaŋ ke kululuŋen Kawawaŋmagengatnaŋ kwatopme ekban. Ke sepemaŋ imbi ŋen an zapatnaŋ ekmagenpepeyelen mamiakpeme damuŋ matazin keboŋ ekban. 
REV.21.3	Âpme Kawawaŋgalen mundum totatat elimiakŋaŋmak keyet palengatnan zet ŋande temaŋ kapigok zeme nâmban, “Ekdik, Kawawaŋgalen mka ke amŋanemagen sokbein. Egaŋ ekŋenmak matapme ekŋenaŋ ikŋaŋgalen amŋane penaŋ bemti mambep. Kawawaŋaŋ ekŋenmak mamti ekŋengat Kawawaŋin penaŋ bewe. 
REV.21.4	Mamti siawin kaput indewe. Gakiki ma kembeŋ palen mama ma si susu ma sindem mee ke ku tabe. Kwitnaŋ kwitnaŋ msat itnaŋan takwage keyaŋ yek bemâpme delaŋ zeye.”
REV.21.5	Kegok sokbeme Kawawaŋaŋ mundum elimiakŋaŋmak keyet dukŋan tati kapigok dinoye, “Nânik, neŋ kwitnaŋ kwitnaŋ sambe alakŋaŋ mma sokbein.” Kegok zemti kegogak dinoye, “Geŋ zet ke wembe katn penaŋ amnaŋ nâmkiŋpepeyelengat papiaen meluwaŋ mi!” 
REV.21.6	Mti ewe kapigok dinoye, “Kwitnaŋ kwitnaŋ sambe ke ilak sokbemâpme delaŋ zeye. Neŋ kwitnaŋ kwitnaŋ sambeyet toŋaŋ ma kwitnaŋ kwitnaŋ sambe nen maekdamuŋ miyap. Neŋ eweŋan tapma kwitnaŋ kwitnaŋ sokbeyeyaŋ neŋ tapma kogogak delaŋ zewe. Âpme ŋen egaŋ tuyet gakin beme neŋmagen kopme neŋ tu zikatnaŋ mamaŋaŋmak keyetnaŋ tu ke sama nimti mama kanzizit mambe ke tosaŋepiŋ. 
REV.21.7	Am ŋenaŋ nâmkiŋpepe neŋmagen atam tati bekanaŋgalen winde ke kume tobe beme egaŋ kapiyet katnaŋ tabe: Neŋ egat Kawawaŋaŋ penaŋ bema egaŋ nâgât nemun bewe. 
REV.21.8	Yaŋgut am Kawawaŋgalen zetnaŋ mkawaŋ bembeyelen makiŋgalip ma am egat nâmkiŋpeip yaŋgut Kawawaŋ bamkumpewien ma am kwitnaŋ kwitnaŋ bekanaŋ mamip ma am maindome gakip ma am set kileŋ mamaip ma am aŋkambuk mulup ma mkambuk mulup ma egegat yeŋ zelit ma agulam mulup mamip ma am notnaŋ mulup sepem kegok mamip ma am nopiom masesewatsaip ma am zet dâsuki manzeip am ekŋen keboŋ keyaŋ mundumin msat aimboŋaŋ teepmaŋ penaŋ tepmak nanzaŋ salpamak omba zimti kipmaŋ penaŋ mambem tazin ke toti gakiki ke Kawawaŋmak mama ke eleŋgemindewe.”
REV.21.9	Âpme ensel kwep ensel 7 ekŋenmagengatnaŋ egaŋ kotati dinoye, “Kopmane Sipsip Nembaŋaŋ egalen imbi zapat ke zikat gama ekbak.” Ensel zet zeye ke pelepmaŋ mtapme makuma 7 kegok beye. Pelepmaŋ ekŋen keyet keŋan kwitnaŋ kwitnaŋ bekanaŋ 7 kwep kwep kataŋ pelep ekŋen keyet keŋan gak zem tabien. 
REV.21.10	Kegok zemti zikat name ekma Kawawaŋgalen Emetakŋaŋ winde namti zikatn mme menoknok ekma enseliyaŋ ikŋaŋak naikti kalaŋ temaŋ teepmaŋ ŋen tage ke nati dukŋan mobelin. Moti mka temaŋ teŋ Zelusalem kululuŋen Kawawaŋmagengatnan toge ke zikat name ekban. 
REV.21.11	Toti tapme zikat name ekban ke Kawawaŋgalen busatnaŋ temaŋmak keyaŋ mbusatnaŋ penaŋ bemtage. Ma sokŋaŋ temaŋ puyuk payakŋaŋ nanzaŋ kwitnaŋ zaspa mânepmaŋ temaŋ makwitip sakam keboŋ ekban. 
REV.21.12	Mka temaŋ ke ganzenan tokwat bembuluŋti kimbatnaŋ nanzaŋaŋ bempepeŋaŋ ke teepmaŋ ma katikŋaŋ penaŋ kimbat ke setokwakwatnaŋ 12 weyayaŋaŋ. Ma setokwakwatnaŋ 12 keyet ganzenan ensel kwep kwep kataŋ tati setokwakwat damuŋ mbien. Mti setokwakwat 12 keyet palen Islael am maŋge 12 keyet kwilin kwep kwep keyet kalaŋ kumpepeŋaŋ tage. 
REV.21.13	Âpme kasup kwakwatnaset sekekek tuk tabien ma kasup towetnaset kogogak tugaŋ tabien. Mme tâgâyaŋbem kukuŋaset sekekek tuk ekma tabien ma tâgâyaŋ mepma delaŋ zein kogogak tugaŋ tabien. 
REV.21.14	Mka temaŋ alakŋaŋ keyet tepumaŋ 12 waletpeme kwatage keyet palen Sipsip Nembaŋaŋgat nembaŋane 12gat kwilinaŋ dukŋan kumpepeŋaŋ ekban.
REV.21.15	Ekma ensel zet zeme nâmban keyaŋ tek kwitnaŋ kwitnaŋ bem eekgalen golaŋ weyayaŋaŋ keyaŋ mka temaŋ alakŋaŋ keyelen tepum ma sekekek ke bem eege. 
REV.21.16	Mka temaŋ alakŋaŋ keyet kwisimbembeŋaŋ zulak zulak kegok. Mme ekŋen ke bem eekme sakam kwep beye. Âpme kimbatnaŋ bem eek ekban keyet teepmaŋaŋ 1,500 mael mee kegok. Teepmaŋaŋ ekban sepemaŋ kegogak temaŋaŋ ma palakŋaŋaŋ ilizuzut sakamit kwep. 
REV.21.17	Mka temaŋ alakŋaŋ keyet kimbatnaŋ bembuluŋ tage keyet mâmaŋ 65 mita. Enselaŋ betnaŋ gwezenaŋgatnaŋ dukŋaŋ keyaŋ mka temaŋ alakŋaŋ keyet kimbatnaŋ bem eekgaen amnaŋ belinaŋ kwitnaŋ kwitnaŋ mambemegip keyet katnan mge. 
REV.21.18	Kimbatnaŋ ke nanzaŋ kwitnaŋ zaspa keyaŋ walalatnaŋ ma mka temaŋ alakŋaŋ ikŋaŋ penaŋ ke gol titikŋaŋaŋ walalatnaŋgapmti galasiyaŋ puyuk peyak maminok mme ekban. 
REV.21.19+REV.21.20	Mka temaŋ alakŋaŋ keyet tepumaŋ kwep kwep nanzaŋ tosaŋin temaŋ ego egoŋaŋmak keyaŋ walalatnaŋ. Nanzaŋ ekŋen keyet kwilin ma ekŋen ziboŋ eknâm mimiyelen kapigok: zaspa ke gol nemboŋ sokŋaŋaŋ puyuk peyak mge ma sapaya nanzaŋ kâŋkâmaŋ kululuŋ nemboŋ ma nanzaŋ ŋen kwitnaŋ aget ke satnaŋ kilimbiŋaŋ ma nanzaŋ ŋen emelal kokŋaŋ msikokok keboŋ ma nanzaŋ ŋen satnaŋmak ŋamaŋ mitipesak kwitnaŋ sadonis ma nanzaŋ ŋen kwitnaŋ kanilian ke alalaŋaŋ, ma nanzaŋ ŋen kwitnaŋ kilisolait ke tipkokok, ma nanzaŋ ŋen kwitnaŋ beal kokŋaŋ nembu msikokogaŋ keŋan tapme ekbek nemboŋ, ma nanzaŋ ŋen kwitnaŋ topaz tipkokok yaŋgut aiaikŋaŋ, ma nanzaŋ ŋen kwitnaŋ kilisopalas mitipesak tipkokokmak kokŋaŋmak temakwep metek kukuŋaŋ, ma nanzaŋ ŋen kwitnaŋ zakin mitipesak tipkokokmak alaŋaŋmak temakwep metekukuŋaŋ, ma nanzaŋ ŋen kwitnaŋ ametis mitipesak kâŋkâmaŋmak ŋamaŋmak temakwep metek kukuŋaŋ keyet kataŋ. 
REV.21.21	Âpme sekekek 12 ekŋen ke mondele katnaŋ nemboŋ kekek tosaŋaŋ mobotnaŋ kwep kwewaŋ sekekek igak igak ke mimiŋaŋ ekban. Mme set tambaŋgumin goliyaŋ mimiŋaŋ kegogapm galasiyaŋ puyuk peyak mge.
REV.21.22	Neŋ mka temaŋ alakŋaŋ keyet keŋan ekpema mopme sesewat mka temaŋ ke ku tapme ekban. Enenogat Amobotnaŋ Kawawaŋ winde toŋ ma Sipsip Nembaŋaŋ egelaŋ sesewat mka temaŋ alakŋaŋnok bemalu amnaŋ sesewatidewep. 
REV.21.23	Kawawaŋgalen saŋga soŋgaŋaŋ mka temaŋ alakŋaŋ keyelen taŋam manzin ma kasupmak eyoŋgayaŋ mka ke busatnaŋ ku sasayelen enenogat Sipsip Nembaŋaŋaŋ mka temaŋ alakŋaŋ keyelen taŋam bemti manzim tazin. 
REV.21.24	Âpme am msat kataŋgalen ekŋenaŋ busatnaŋin Sipsip Nembaŋaŋ egalen taŋam ziwe keyet busatnanen tabep. Mme amobotnaŋ msat palen maip ekŋenaŋ kwizet buŋamin ke mka temaŋ alakŋaŋ keyet tewalaŋ besât timobep. 
REV.21.25	Mka temaŋ alakŋaŋ keyet keŋan tambumbu ŋen ku tabe. Msamti etaŋ tapmepme sekekek sambe ekŋenaŋ mâtâpeŋ matapmambep. 
REV.21.26	Mme am sambe msat palen maip ekŋenaŋ kegogak kwizet buŋamin ke tewalaŋ mka temaŋ alakŋaŋ besât mobep. 
REV.21.27	Am yominmak ma mama mimi bekanaŋ mti mamaip ma zet dâsukiŋinbeŋ ekŋenaŋ mka temaŋ alakŋan ku mobep. Am kwilin Sipsip Nembaŋaŋgalen mama papiaen tazin ekŋenaŋ etaŋ keyet keŋan mobep.
REV.22.1	Âpme ensel egaŋ mama tu temaŋ ŋen zikat name ekban. Tu ke puyuk payakŋaŋ omba penaŋ sakamaŋ galas nemboŋ. Ke tu zikatnaŋ Kawawaŋ ma Sipsip Nembaŋaŋ egegalen mundum totatat elimiakŋaŋmak keyetnaŋ kwatoge. 
REV.22.2	Toti mka temaŋ keyelen set tuŋgupmaset mezin. Tu keyet nembet nembet mamayelen tep keyaŋ tapmege. Tep ekŋen keyet penaŋin nup kan kwep keyet keŋan sek 12 penaŋin maeligip ma eyoŋga kwep keŋan penaŋin sek kwep maeligip. Ma msat kataŋ tep sinaŋ keyaŋ am mme dolakŋaŋ bemâbep. 
