MAT.1.1	Si Jesus a sya a Cristo
2TH.3.4	Mambyan nakamin ilalo nin Uunuren maipa'ka' komoyo, a mampagkabyay kamo tan ituloy moyoy magkabyay sa dalan nin pagkabyay a nigan-gan min tumbuken moyo. 
2TH.3.5	Sapa kumon ta si Uunuren ket antabayan natamo nin mag'in nin madaer kamo nin bilang kona ni Cristo tan umararem kumon et a pakataros moyo maipa'ka' sa pangangado' nan Dios.
2TH.3.6	Man'aduen kon bubsat, igan-gan mi ta mangingilalaman kami kona ni Uunuren tamon Jesu-Cristo a kaday'an moyo saray kapada moyon mammemper nin matamlad tan kai marabay nin magkabyay nin maitukoy sa niyakay mi komoyo. 
2TH.3.7	Anaod, si'kamo, tanda' moyon peteg a matkap moyo nin arigen a ginwa' mi, na'kit moyon ambo' kamin matamlad sin isen kami komoyo. 
2TH.3.8	Kai kami nin nangawang nin animan nangibwat sa si'numan nin kai mi nin binayadan, ana edet, naningkap kamin awro tan yabi ta pigaw nin kai kami nin makabyat sa si'numan komoyo. 
2TH.3.9	Ginwa' mi in ambo' nin bana' ta kasan kanepegan min maningkap komoyo nin matkap mi, no kai edet, ta pigaw nin byan kamon ihimplo nin arigen moyo 
2TH.3.10	ta sin isen kami et ket nibi miya anayti nin bibilin: “Si kai marabay nin magtrabaho kai ya nin mangan.”
2TH.3.11	Isurat mi ti komoyo ta natandaan min main isen komoyo a kai marabay nin magtrabaho tan kasan man-gaw'en ra no kai kibiang sa byay ran main nin byay. 
2TH.3.12	Mangibwat sa pakauray na nin Uunuren a si Jesu-Cristo, mairot min igan-gan konran sarain nin tutawo a magkabyay sara nin matinek nin mampagtrabaho sara para sa ikabyay ra.
2TH.3.13	Bale', si'kamo man'aduen kon bubsat, andi' kamo nin sumawa' nin gumwa' nin maabig. 
2TH.3.14	No main nin kai nin sumunor sa nibarita' kodti konan sitin surat, tandaan moya tan andi' kamo nin kilimug-limog kona ta pigaw nin duming'ey ya, 
2TH.3.15	bale' andi' moya anamaet nin ibilang nin kagura' no kai bibilinen moya nin bara'mon busat.
2TH.3.16	Sapa kumon ta si Uunuren a syay puon nin katinekan, ituluy-tuloy nakamon byan nin pitutuno.
2TH.3.16	Isen ya kumon komoyo nga'min a Uunuren.
2TH.3.17	Si'kon mismo nin si Pablo a nanurat konan siti:
2TH.3.17	Kumusta kamoynadsen nga'min? Wanin a man-gaw'en ko sa sarban surat ko, wanin akon sumurat.
2TH.3.18	Rumate' kumon komoyo nga'min a bindisyon na ni Uunuren tamon Jesu-Cristo.
1TI.1.1	Si'ko si Pablo a sayay apostol nan si Cristo a si Jesus. Tinudo' rako nin Dios a Mangingisalba tamo tan ni Cristo a sya a gumwa' nin mangyadi' a sarban mantaga'nan tamo.
1TI.1.2	Surat koyayti komo Timoteo
1TI.1.2	Sapa kumon ta si Dios a si Ama tan si Uunuren tamon Cristo a si Jesus, lawas a bindisyunan raka, inganga'dwen raka tan byan raka nin mabistan kapapa'sar.
1TI.1.3	Timoteo, bilang sa dawat koyna intaw komo sin adap ko sa Macedonia, ituloy mo et a isen sa Efeso ta main sarain saray mampangyakay nin ambo' nin kusto. Matkap nin gan-ganen mosara a itgen rayna in a man-gaw'en ra. 
1TI.1.4	Igan-gan mo konra a andi' ra nin pirdyen a tyimpo ra sa ginwa-ginwa' nin istu-isturya tan mataman et sa maipa'ka' konran abaw a mitutumbok nin pupuon ra. Sain nin bagay ket puon tamo' nin pididiskusyon, tan kasa gapon maitulong nin sain sa pangwa' tamo a matukid a plano nan Dios sa byay tamo ta mangyadi' ti tamo' yupa' sa pagmamatalek tamo' kona.
1TI.1.5	Anaod, say gagara nin pangingigan-gan ket say pagkakamain nin ado' a mangibwat sa masibulot a kanakman tan sa pakatanda' a kusto a man-gaw'en tan sa pagmamatalek kona ni Cristo a sayti ket ambo' nin piwadi'-wadi'. 
1TI.1.6	Main sara a ambo' ana in a puntirya ra kanya' nin natawtaw sarayna sa kasan kabalikasan a pididiskusyon. 
1TI.1.7	Rabay ra a mag'in nin mangangakay nin maipa'ka' sa Gugan-gan a naibi kona ni Moises, bale' kai ra nin mangkataros a pipa'kaan nin say man'iyakay ra. Pinasyan tepel ran mampag'irgu-irgo bale' kai ra nin mangkataros a man'ibari-barita' ra.
1TI.1.8	Sigurado atamo nin sain nin Gugan-gan ket maabig no sayti ket usaren nin manepeg. 
1TI.1.9	Wanin ta tanda' tamo a say gagara no mayin nin nipataoy a Gugan-gan ket ambo' nin para konran matunong nin tutawo. No kai edet, nipataoy in para konran duka' a tutawo a bilang sarayti:
1TI.1.9	saray andi' nin paisirong sa layi, saray andi' nin paisirong konran mag'uray, saray kai nin marabay nin mangrayo konan Dios, saray kai nin tumgen sa pagkakasalanan ra, saray kai nin mangibilang konan Dios tan tuya'-tuyaen ra a maipa'ka' konan Dios, saray mangmamati, tan mataman et nin saray makaitpel nin mangmati konran ama o ina ra, 
1TI.1.10	saray kiraray sa ambo' ran asawa, saray kirilasyon nin sikswal konran kapada ran lulalaki o kapada ran bubbayi, saray pwirsawen rasaran kalapen a kapada ran tawo, saray mabula', saray magtistigos nin mibula'-bula', tan saray raruma et nin mansumubag sa akay maipa'ka' sa kabistawan.
1TI.1.11	Sain nin akay ket madumog konan si Sangkabistawan nin Patanda' a kongko ket nipya nayayti nin Dios a sya, iti a pagkakumplito kona.
1TI.1.12	Mampakisalamatan koya si Uunuren tamon si Jesus a syay Cristo ta nikwinta nako nin sayay kapagpyawan ket nibi na kongko a pakababa' nin makapagsirbi kona. Tinudo' nako nin magsirbi kona 
1TI.1.13	mataman nin sin saytaw ket abaw a pammaduka' ko kona tan dinuksa-duksa' kosaray tutawo na tan inata-ataki kosara. Wanin man, ininganga'do nako et a lamang nin Dios ta kai ako et intaw nin mamper kona ni Cristo ket kai ko nin tanda' nin duka' a man-gaw'en ko. 
1TI.1.14	Kasan duga' nin nibi nan lamang et kongko nin Uunuren tamo a kamaungan na. Binyan nako et nin pagmamatalek tan ado' mangibwat sa nikaipasaya kona ni Cristo a si Jesus.
1TI.1.15	Siti e ket peteg nin tutuo ya tan manepeg nin akuen tan tepren ya nin sarba:
1TI.1.15	“Si Cristo a si Jesus, nako yadti sa luta' ta pigaw nin isalba nasara a makasalanan.”
1TI.1.15	Anaod, si'ko a sangkadukaan sa sarban makasalanan. 
1TI.1.16	Bale' mataman nin wanin, ta pigaw nin maipa'kit na ni Jesu-Cristo a sangkaalakyan nin pammasinsya na, ininganga'do nako nin Dios a sangkadukaan nin tawo. Ginwa' nako nin sayay alimbawa' para konran saray magmatalek li' kona ket maga'muran ray anggan-angga nin byay a iti konan Dios.
1TI.1.17	Anaod, si Dios, syan bukod a Dios. Adi' ya anggan-angga. Kasa nin patiti na! Kai ya nin ma'kit. Ket pagalangan tan itandudo' yay ngaran na anggan-angga!
1TI.1.17	Peteg a wanin.
1TI.1.18	Si'ka Timoteo, kwinta anak katayna ket ipagamet ko komo a gawa' nin pangangakay nin no ani a kusto, nin kumpruntado sa nipatandaan nan Ispirito nan Dios sin saytaw et maipa'ka' sa ipamaki' komo. Tumbuken mo ta pigaw nin mag'in kan mabayani anaod nin bilang sayan sundalo' nin matalo a sarban duka'. 
1TI.1.19	Sa pangngawa' mo nin sain, matkap nin magsen a pagmamatalek mo tan man-gaw'en mo no ani a tanda' mon manepeg. Anaod, main nin tutawo nin man-gaw'en ra a abas abirno nin tanda' rayna a sayti ket duka' ket ginwa' ran kasan sirbi a pagmamatalek ra. 
1TI.1.20	Alimbawa' konran sarain ket sara si Himeneo tan si Alejandro. Pinauryan kosaraynan iti sa pakayadi' na ni Satanas ta pigaw nin sa pangingirangep ra ket maadal ra a andi' ana nin mangwa' nin makaduka' kona nin Dios.
1TI.2.1	Ket anaod, sayti a bubibilin ko komo.
1TI.2.1	Si mu'na, matkap a pakisalamatan tamoyay Dios para konran sarban tawo tan ipasisinga'do tamo sara nin ikidawat kona. Idasalan tamo sara 
1TI.2.2	a mampag'uray kontamo tan saray raruma et nin main nin pakauray kontamo ta pigaw nin sa pag'uuray ra, ket mabyay atamo nin matinek tan mabista a kapapa'sar leleg a man'ituluy-tuloy tamoy mangwa' nin saytaw say kumana' konan Dios tan konran kapada tamon tawo. 
1TI.2.3	Maabig no man-gaw'en tamo in tan sain a makapaririket konan Dios a syay Mangingisalba tamo. 
1TI.2.4	Wanin ta rabay na nin Dios a say sarba nin tawo ket maisalba tan matandaan ran maong a katutu'wan maipa'ka' kona.
1TI.2.5	Anaod, sya tamo' a Dios tan
1TI.2.5	sayan-saya ya a mangingituno nin tutawo konan Dios.
1TI.2.5	Sya a tawo a si Jesus, a syay Cristo nin
1TI.2.6	nibi na a byay na nin ipambot na sa sarba nin tutawo.
1TI.2.6	Edet, sa manepeg nin panaon, pinatutu'wan nan Dios a isalba na a tutawo. 
1TI.2.7	Sain anamaet a rason a sinuyo' nakon Dios nin ibabaki' na tan sayay mangingipatanda' kona nin Mabistan Patanda' ta pigaw nin iyakay ko konran ambo' nin Judio a katutu'wan, ta pigaw nin mamper sara. Tutuo anaod a man'ibarita' ko; kai ako nin mampibula'-bula'.
1TI.2.8	Ket anaod, wanti a rabay ko: Sa adtiman nin mididinep kamo, ket dumasal saraynamaet kumon a lulalaki. Matkap ran ita'gay a gamet ran dumasal nin maringgas a byay ra tan kasa nin sakit-nakem tan sager ra sa kapada ran tawo.
1TI.2.9	Ket saray bubbayi anamaet, matkap a say pisisket ra, manepeg nin maibagay konra tan ambo' nin nalabas-labas a kikit. Andi' ra nin pasubrawan a pammabistan bakas nin sabot ra nin parayo sa tutawo tan andi' ra nin labasen a piaalahas nin balitok o mablin bubato o say pisisket nin mabli nin sayti a puon a raywen sara. 
1TI.2.10	Ana edet, say puon ket say maabig a gawa'-gawa' ra ta sayti a maibagay konran bubbayi nin wanra ket makaDios sara. 
1TI.2.11	Mabista a mititinek saran mangrenge' a bubbayi no pag'aadal nin Sarita' nan Dios. Paisirong sara konan si mampangyakay. 
1TI.2.12	Say rabay kon ibarita', kai ko anaod nin aburuyan nin sara a mangyakay konran lulalaki sa pidudupong, o a sara a mangipangulo konran lulalaki. Matkap ra tamo' a mititinek nin rumnge'. 
1TI.2.13	Anaod, sin pinarsa nan Dios a tawo, nu'na nayan pinarsa a lalaki, si Adan, mi'sa pinarsa nayay babayi, si Eva. 
1TI.2.14	Anamaet, ambo' nin si Adan a nalingo no kai edet, si Eva kanya' nin si babayi a sinmubag sa gan-gan nan Dios. 
1TI.2.15	Ket mangirangep saray bubbayi nin idap sa pangangabing ra, bale' tulungan nasaran lamang nin Dios no
1TI.3.1	Saytin susarita' ket peteg nin tutuo:
1TI.3.1	“No apesen nan sayay tawo a syay mag'in nin mammaga nin dupong ran mammemper, maalaga yayti nin trabaho a mampilien na.”
1TI.3.2	Ket bana' ta maalaga ya in a trabaho, si sayay mammaga ran mammemper, matkap a kasa gapo nin gawa' na a maitudo' nin abas. Matkap a sayan-saya tamo' a asawa na.
1TI.3.3	Matkap a andi' ya nin mabubok, tan ambo' nin ma'mot a ulo na tan kai ya nin kiaway-away no kai mapamasinsya ya tan matkap a ambo' ya nin rupan kwarta. 
1TI.3.4	Maipa'ka' anamaet sa pammali na, matkap a mababa' naya nin ipalalako nin mabista. Saray a'nak na, matulok sara tan man'igalang rayan kusto. 
1TI.3.5	Matkap nin wanin ta mapagawan naya kasi nin sayay tawo a dupong a ikon nan Dios no si pammali nan diri ket kai naya nin mababa' nin ipalalako nin mabista? 
1TI.3.6	Matkap a ambo' ya et tamo' nin ba'yu-ba'yo nin mammemper ta bangli' no umata'gay nin tuloy a pangingikit na sa lalaman nan diri, ket masintinsyawan ya nin madusa nin bilang konan Dimunyo. 
1TI.3.7	Wanin et anamaet, matkap nin ata'gay a rispito ra kona nin saray ambo' nin mammemper ta no ambo' nin wanin, balawen raya ket konan siin nala'wan nayaynan Dimunyo.
1TI.3.8	Sara anamaet a katulungan sa trabaho, matkap a igagalang sara anamaet tan tutuo sara sa irgo ra. Matkap a andi' sara nin mabubok tan andi' sara nin intrisado sa kwarta. 
1TI.3.9	Matkap a masibulot a nakem ran dumaer sa katutu'wan maipa'ka' sa pammemper nin nipatandaan nayna nin Dios tan tumbuken raya nin main nin maringgas nin kanakman. 
1TI.3.10	Saray mag'in nin katulungan sa trabaho, matkap a masubok sara yapo'. Ket no ma'kit a kasa nin maipakasalanan konra, magwa' saraynan gaw'en nin katulungan. 
1TI.3.11	Matkap a saray asawa ra ket igagalang sara anamaet. Kai sara nin mamaduka' no kai edet, madangkaan ray lalaman ran diri tan kapagpyawan sara sa sarban bagay. 
1TI.3.12	Sara anaod a katulungan sa trabaho ket matkap a sayan-saya tamo' a asawa ra
1TI.3.13	Ket no wanin, sara nin mampagsirbin maong nin katulungan sa trabaho ket umata'gay a pangingikit nin sarba konra, tan mag'in nin matarig'en sara maipa'ka' sa pammemper ra konan Cristo a si Jesus.
1TI.3.14	Timoteo, mampilalo ako a sa ambo' ana nin ma'teng ket makapika' akoynadsen komo. Wanin man, man'isurat koytin bubibilin komo sawanin 
1TI.3.15	ta pigaw nin no bilang wadi' ket maatrasa ako, tanda' mo no ani a manepeg nin kimeyen ran tutawon iti sa pamilya nan sibibyay a Dios
1TI.3.16	Kasan sapo nin maalagayti say pagkabyay tamo nin maikana' sa ginwa' na ni Cristo! Sawanin nayna tamo' et nin nipatandaan ti nin Dios
1TI.3.16	“Sya, nag'in yan tawo nin na'kit rayan tutawo.
1TI.3.16	Pinatutu'wan nan Ispirito nan Dios a sya kasa gapo nin kakurangan na.
1TI.3.16	Na'kit raya anamaet nin uanghil.
1TI.3.16	Nipatandaan a maipa'ka' kona sa nagsikabarang nin lugar sa mundo,
1TI.3.16	abaw sara a nagmatalek kona
1TI.3.16	tan niyuli' nayan nisubli' nin Dios sa kagalangan a main kona.”
1TI.4.1	Mataman no maalagayti nin katutu'wan ket mapalaway nan lamang nin man'ibarita' nin Ispirito nan Dios a sa masusuyot li' nin panaon ket main sara li' a gurutan raytin katutu'wan. Maibarang sara nin abas nin uakay a mangibwat sa uispiriton duka'. 
1TI.4.2	Saytin abas nin uakay ket man'itayak ran saray mampimaung-maong tan mampibula'-bula'. Say kunsinsya ran saraytin tutawo ket kadar a bara'mon nakber ana. 
1TI.4.3	Alimbawa' nin sain ket say man'iyakay ran sarayti a maiyawa' a saray makaDios ket sumrep sara sa byay a main nin asawa tan ibarita' ran main nin ma'kan a maiyawa' nin kanen. Bale' si Dios ginwa' nayti nin kanen ta pigaw nin si'tamo nin mammemper tan magtanda' sa katutu'wan ket mausar tamoyti nin main nin pakikisalamat. 
1TI.4.4	Anaod, sarba nin pinarsa nan Dios ket mabista, ket kasa kumon nin maiyawa' kontamo no kai edet, akuen tamoy sarban saytin rigalo nin main nin pakikisalamat konan Dios. 
1TI.4.5	Wanin ta, yupa' sa dasal tan say pangangaburoy na nin Dios, say sarba ket maikana' ana.
1TI.4.6	Timoteo, iparate' mo in nin nibarita' ko konran mammemper ket no wanin, saya kan matunong a aripen nan Cristo a si Jesus. Leleg nin man'ipapalaway mo in ket mampagsenen mo anamaet anan lamang a pammemper mo yupa' sa say mantepren tamo maipa'ka' kona ni Cristo tan say kuston akay a mantumbuken mo. 
1TI.4.7	Andi' mo nin pamirdyan nin udas a kidiskusyon maipa'ka' sa akay a kasan kakanaan maipa'ka' konan Dios tan istu-isturyan mangibwat sin nu'nan panaon nin kai mangikadani konran tutawo konan Dios. Ana edet, iparmaw moy lalaman mon diri nin magkabyay nin maikana' konan Dios. 
1TI.4.8	Main nin kakanaan nin pangimarmaw tamon ihirsisyuwen a lalaman tamo ta mapagsen ya. Wanin man mas alaki et nin adayo' a kakanaan nin pammagsen tamon say pagkakabyay nin maikana' konan Dios, ta siti a makatulong sa byay tamo sa kapresan tan mataman et sa byay tamo li' sa adapen. 
1TI.4.9	Siin ket tutuo tan manepeg yan akuen tan tepren nin sarba. 
1TI.4.10	Wanin ta, say rason a man'ipamuspusan tamon gaw'en a trabaho tamo ket bana' ta mampilalo atamon maong kona nin Dios a sibibyay a syay Mangingisalba nin sarban tawo. O' a, maisalba nasara a magmatalek kona.
1TI.4.11	Iyakay mo in nin bubagay, Timoteo, tan igan-gan mo nin sunuren nin sarba. 
1TI.4.12	Andi' ka mangimey nin mag'in main nin kai pangingibilang komo nin si'numan bana' ta malago' ka et.
1TI.4.12	Ana edet, mag'in kan ihimplo konran mammemper. Ipa'kit moy manepeg ran arigen sa pag'iirgo mo tan sa kimey mo, sa pangangado' mo sa kapada mon tawo tan sa pagmamatalek mo konan Dios, tan sa malinis a kaisipan tan pigagawa' mo. 
1TI.4.13	Angga nin makapika' akoynadsen li', u'na-u'nawen mo in say gawa' mon pammasa nin Masanton Kasuratan sa pidudupong ran mammemper, say pangangakay mo tan say pammibilin mo konran mammemper. 
1TI.4.14	Usaren mo lawas a pakababa' a nipuya' nan Ispirito nan Dios komo sin saray pupangulo sa dupong ran mammemper ket nipababo ray gamet ra komo nin nibaki' rakan sayay trabahador nan Dios tan nibarita' ran prupita nan Dios in a pakababa' mo.
1TI.4.15	Sain a matkap mo nin gaw'en, Timoteo. I'pos moy mababaan tan panaon mo sa pangngawa' nin sain ta pigaw nin ma'kit nin sarba a man'umadilanta ka sa naipagwa' komo. 
1TI.4.16	Pakailag ka sa kimey mo tan sa pangangakay nin katutu'wan. Dumaer ka sa sarban sayti ta no wanin a gaw'en mo, tutuo a maisalba ka, pati sara anamaet a makarnge' komo.
1TI.5.1	Andi' ka nin mangikapuet nin masiken dyan si'ka, no kai edet, kairgwen mosara nin mabista nin bilang nin ama mo. Kairgwen mosara nin mabista a lulalaki nin malago' dyan si'ka nin bilang nin bubsat mo. 
1TI.5.2	Kairgwen mosara nin mabista a bubbayin matuntawo dyan si'ka nin bilang nin ina mo tan kairgwen mosara nin mabista a bubbayi nin malago' dyan si'ka nin bilang nin bubsat mo. Matkap a malinis lawas a kaisipan mo maipa'ka' konra.
1TI.5.3	Matkap a main nin pangingigalang nin tulungan mosaray bubbayin balo sa dupong nin kasan manupurta konra. 
1TI.5.4	Bale' no si sayay babayin balo ket main nin a'nak o apupo na, matkap nin mu'na-mu'na sa pagsisirbi ra konan Dios ket say pammaga ra konran pamilya ra tan konran matua ra. Makapaririket ti konan Dios. 
1TI.5.5	Wanti na nin si sayay peteg a babayin balo: bukud-bukod nayna tan kasaynan manupurta kona, ket si Dios a mampagmatalkan na nin tumulong kona tan pirmi ya tanan dumasal nin kidawat kona awro tan yabi. 
1TI.5.6	Bale' si sayay babayin balo nin say karigawan tamo' nin lalaman na a man'asikaswen na, kwintan nati yayna konan Dios mataman no mabyay ya et.
1TI.5.7	Ket, igan-gan mo in konran pamilya ran diri nin saray balo ta pigaw nin kasan mabalaw konran mammemper. 
1TI.5.8	Wanin ta si mammemper a kai nin manupurta konran kukanayon na, laloyna konran pamilya nan diri, masakit-sakit ya et dyan ambo' nin mammemper. Ipa'kit nin sain nin gawa' na a ginurutan na a pammemper na.
1TI.5.9	Sa listawan ran saray peteg a bubbayin balo, maikwa sara tamo' a mag'idad nin a'nem a pulo' o masurok. Matkap a saya tamo' a nag'in nin asawa na.
1TI.5.10	Matkap a pitanda-tanda' ya sa maabig a gawa'-gawa' na. Ualimbawa' nin sayti ket pinaalaki nasaran mabista a a'nak na, mapanan'ili ya, nagsirbi ya
1TI.5.11	Bale' andi' moyo sara nin iyayi sa listawan a bubbayin balo nin malalago' et, ta no kai ra nin kapukpukan a kaingaran ra ket apesen ray kikalamo' anamanaet ket mapauryan raynay nipangako' ra kona ni Cristo. 
1TI.5.12	Ket konan siin, masintinsyawan sara sa kai ra nin nikatukid sa nipangako' ra kona ni Cristo. 
1TI.5.13	Saya et nin rason a andi' sara nin iyayi sa listawan ket si mag'in saran matamlad tan pirdyen ra tamo' a panaon ra nin manumba-tumbali'. Ket ambo' in tamo', kabiangan ray byay ran raruman tawo tan mangulit-ulit sara tan mangibari-barita' sara nin kai ra nin manepeg nin irgwen.
1TI.5.14	Kanya' nin sa angan-angan ko, mabista no saray bubbayin balo nin malalago' et ket kiasawa sara anamana, manganak sara, tan alinyawen ray pammali ra. No wanin a gaw'en ra, kasa gapo nin mag'in nin puon a main nin mairgo ran duka' maipa'ka' kontamon mammemper nin saray mangkumuntra kontamo. 
1TI.5.15	Wanin a bibilin ko bana' ta main saraynaytaw saray balo nin nabarang ket mantumumbok sarayna kona ni Satanas.
1TI.5.16	Si si'numan a mammemper nin babayi a main nin babayin balo nin kanayon na, matkap a alilaen nasara, a ambo' yay dupong ran mammemper a mangasikaso konra ta pigaw nin matulungan saraytaw saray balo nin kasaynan pamilyan manupurta.
1TI.5.17	Saray pupangulo anamaet a mabistay pangingipangulo ra, matkap nin igalang sara tan swildwan sara nin masuruk-surok, lalun-lalo saray mampagtrabaho nin maong a man'ipatandaan ray sarita' na nin Dios tan mampangyakay sara nin no ani a rabay na nin Dios. 
1TI.5.18	Wanin ta, wana nin Dios sa Masanton Kasuratan,
1TI.5.18	“Andi' ma nin berberen a bebey nan baka a man'usaren nin mangirik.”
1TI.5.18	Wana et a lamang nin Dios,
1TI.5.18	“Si sayay mampagtrabaho, kanepegan na a upaan.”
1TI.5.19	No main nin darom a kuntra konan sayay pangulo, andi' mo nin reng'en no kai ra nin patutu'wan nin no ambo' nin tulo, rwa ray tistigos. 
1TI.5.20	Saray mampagkasalanan, matkap a pag'irgwan mosara sa adapan ran sarba ran mammemper ta pigaw nin saray raruma ket lumi'mo sara. 
1TI.5.21	Sa adapan nan Dios, sa adapan nan Cristo a si Jesus, tan sa adapan ran saray uanghil a pinili' nan Dios, igan-gan ko a gaw'en mo in say nibarita' ko nin kasa nin paburan mo no kai pari-parihoy pangingikit mo sa sarba.
1TI.5.22	Andi' mo nin inu-inum'ayen nin ipababo a gamet mo sa sayay tawo ta pigaw nin gaw'en yan trabahador na ni Cristo. Wanin ta no kai ya nin maikana' maranod ka sa kasalanan na. Ituluy-tuloy mo anaod nin malinis lawas a byay mo.
