MRK.1.1	Kha mbɨghar Iesus Krais Gotɨn Otar rɨkɨnarɨ kharaghava amuisiri iŋaarir aghuuir gunɨm mbɨŋgeeghi.
ACT.25.20	 Khɨɨ akaman khavɨm mbɨnɨɨŋmɨusua uruiava avheeŋi. Khɨɨ inderagha ikeeŋsi phatɨ. Mauthughura khɨɨ kamagh aŋna azaaghi, ‘Nɨɨ ti Jerusalemɨn maŋŋɨtima, khɨɨ, mee munagh nɨɨŋga asira akaa rɨkɨrami?’ 
ACT.25.21	Ana aŋm mbɨkemisima Pol kamaghɨusue, ‘Khɨɨ rɨvɨnan kɨrthɨgharei ikhɨtima Sisar gɨn nana osɨmndɨsiva oraghɨva andar rɨkɨrami.’ Kamagha amuisi khɨɨ mem mbɨkemisima, mee aŋnɨ usuirasima a rɨvɨnan kɨrthɨghani ikhavɨrei iti. Khɨɨ gɨn utuav thavɨ otoghɨva Sisarɨusua ana amaŋŋgami.” 
ACT.25.22	Uthughun khavɨn Agripa oraegha kamaghɨm mbɨŋgeeghi, “Khɨɨ nombɨ gumaghan khavɨ oraghaousua.” Ana aŋm mbɨkemisima Festus kamaghɨm mbɨŋgeeghi, “Gurum rɨmaaŋra, nɨɨ nombɨra aŋm mbɨzeva oraa.”
ACT.25.24	 Festus kamagh mem mbɨŋgeeghi, “Gee bar en phorugha khagh iti tharsi rako ativasi gumagh Agripa gee gumaghan khavɨn gan! Jerusalemɨnɨ uŋuun iti Judarir akhoghɨn gumasi rakoma Sisarianɨ uŋuun khagh iti Judarir akhoghɨn gumasi, mee bar akaar aŋga asava barɨ mbɨghɨravɨra dɨɨ kamaghɨusue, ‘Nɨɨ aŋm mbɨsueghtima ana aremighiri, ana aŋamɨre ikaa thaghɨri!’ 
ACT.25.25	Khɨɨ ana aremighemir othɨvhan maghatɨgha thavɨ otosi phatɨ. Pol Sisar aŋno osɨmndɨsiva oraghɨva anda rɨkɨran vhusvhusi. Kamagha amuisima kha ana nighɨva Romiiŋnɨ uŋuuna ana amaaŋga. 
ACT.25.26	Khɨɨ theghɨnan bigha thavɨra non ikhɨv Sisarɨusuava ana osɨrighɨva ana amandaghati? Gumughun a ikeeŋgɨva, mbɨkɨmaŋga, mee bighan khavɨusuavɨra akaman aŋga asi. Kamagha amuisima nɨɨ ativasi gumagh Agripa koma gee khagh iti gumasi bar, kha ana nigha gena arɨmasi rɨfhaaŋna anara afhaghɨva, aŋnɨ ukhuimbaramuti aŋm mbɨkɨmtima, khɨɨ inderaghavɨrama oraeghɨva aŋn gun osɨrami. 
ACT.25.27	Nan nɨghɨnɨgh kamaghɨusue, ‘Khɨɨ rɨvɨnan kɨrthɨghan iti gumagha thav phurama ana amaaŋva, aŋno othevir gun osɨrana agharkuvighemi, anaaŋ, othɨvhana aghuuŋ phatɨ.’ ”
ACT.26.1	Mauthughura Agripa kamagh Polɨm mbɨŋgeeghi, “Nɨɨ nombɨra nombɨn niaghɨ.”
ACT.26.1	Mauthughura Pol nona afharimuu ufhuegha nona akaa vɨŋgɨ kamaghɨusue, 
ACT.26.2	“Ativasi gumagh Agripa, khɨɨ Judarir akhoghɨn gumasi naŋga asira akaman khav ikaravaghousua bar vhusvhusi. Kha anaaŋn gun nɨɨ mbɨkɨmaŋŋga. 
ACT.26.3	Ee Judarii kamagha amuava, nori vɨŋgɨ norira norigha atharava amui bisir kharsi nɨɨ bara anda ikaaŋi. Kamagha amuisi khɨɨ nɨɨna azaaghi, ‘Nɨɨ inɨmɨrara apheraghɨv ikhɨva nana akava oraa.’
ACT.26.4	Judarii mee bar na ikaaŋi, nani ikhɨrano othɨv, khɨɨ irɨrɨvare ikava nonɨ uŋuuna andarasir phorughavɨre ikha gua khɨɨ gumughun zaa Jerusalemɨni iti. 
ACT.26.5	 Mee fhomɨra na ikaaŋi, mee vhusvhusighɨv, nana othevir gun nɨɨm mbɨkemighemi. Khɨɨ ikhamarei ikava, Farisiiŋn akoghɨn gumaghan mavɨn mɨn otogha meno othevir gɨn zui. Gumasi avhɨrara Farisiiŋn othevir gɨn maŋŋamɨusuava amuava bar iŋguraŋguraisima kha andar gɨn zui. 
ACT.26.6	 Khɨɨ thighira osɨmndɨsia rɨkɨrir gumasir arɨmasi rɨfhaaŋnɨ uthusir bigham mbɨnɨɨŋ a kamagh gu. Got fhomɨra ena avhavir phorughava akama rɨŋgɨran mavɨ amuisima khɨɨ nɨghɨnɨghana aghavagharara akaman khavɨn ikava, aŋn gɨn zaaousua mbɨkemisi bisivɨusuavɨra gara itima mee anaaŋmɨusuavɨra osɨmndɨghan naaŋga anɨndi. 
ACT.26.7	En 12 pɨlan akhosir gumasi rako amisi, mee aroe rako rɨmaŋgarir Gotɨni izɨɨ ufhava nɨghɨnɨghana aghavagharara aŋn ikava bighan khavɨusuavɨra gari. O ativasir gumagh, ee bighan khavɨusua garima, bighan khavɨusuavɨra, Judarii aŋmɨusua akaman naŋga asi. 
ACT.26.8	Manmaghɨusua gee gumasir marsi kamagh nɨghɨnɨsi, Gotɨn arɨghira guesi tharsi ramuightima mee nomthegh rɨkhavighem thughatɨs phatɨ?
ACT.26.10	 Khɨɨ bisir kharsi Jerusalemɨn andagha amui. Khɨɨ Gotɨna aphuraphurava aghae rako bisir aŋga anɨndi gumasiri ikii andar gamgaaŋ nigha, khɨɨ Gotɨn gumasi rako amisi mena avhɨrara nigha rɨvɨnan khɨrthɨghan mee arɨghi. Uthughun khavɨn gumasira aphani mem mbɨsoghtima mee aremighaousuava mem mbɨŋgeema, khɨɨ ivhɨra kamaghɨusue, mee arɨmɨghireghɨri. 
ACT.26.11	Uthusira avhɨrara khɨɨ Gotɨn phorugha mbɨŋgeer rɨphenigha aruava andara avhen gua, menɨ usuigha mem mbɨsosi. Khɨɨ ambaragh mee ramutima mee akaar maghatɨsir Ikhɨvam mbɨkɨmɨva aŋni izɨɨra afharavaghami. Nan nav memɨusua phuvɨra nan sima khɨɨ isaghuni iti uŋuimbar gua mera afaravaghasoua mamemɨusua uri.”
ACT.26.13	O ativasir gumagh, uthugh kamagh 12 okloghɨn zuima, khɨɨ utuavɨn gua, garima, aŋaran mav Gotɨn uŋuuni ikhegha zaa naŋgi isira, aŋaran khav bara aghavagharigha arona aŋara afhira. Nan phorughava arui tharsi aŋaran khav bar eŋgi isira. 
ACT.26.14	Kamagha amuisima ee barɨ unuaghɨn aŋgi iree, khɨɨ orasima ithɨɨŋn mav Hibruiiŋna akaman kamagh nam mbɨŋgeeghi, ‘Sol, Sol, nɨɨ manmaghɨusuavɨra nara afharavaghavɨre iti? Nɨɨ nara afharavasi phatɨ, nɨɨ mbɨzaghɨn nombɨra nombɨa anɨndi.’ 
ACT.26.15	Mauthughura kha aŋna azaaghi, ‘Ikhɨv, nɨɨ thɨɨŋra?’ Khɨɨ mbɨŋgeema Ikhɨv na ikara, ‘Khɨɨ Iesus, nɨɨ nara afaravasi. 
ACT.26.16	 Nɨɨ rɨkavigh uthuu. Khɨɨ thighira noni iŋaarivɨusua niam mbɨsɨvaousuava nɨmba oto. Nɨɨ thighira ganisi bisi rako, khɨɨ gɨn nɨɨn khɨvamir bisi na andara akamɨ ukunaŋga. 
ACT.26.17	 Khɨɨ nɨɨa amandaghtima igharisirɨ unuaghɨnan gumasi rakoma, Judarir akhoghɨn gumasi rako amisi mee iphas nɨɨ ramutima, khɨɨ nɨɨn ganɨva nɨɨna akuruvaghtima, mee nɨra afharavaeghem phatɨghami. 
ACT.26.18	 Nɨɨ kamaghɨrara ramuighɨva nɨɨ mena arɨmasi osemseghtima, mee akɨrɨ ɨraghɨva gɨngɨnan itira othevir maghatɨsigha aseghɨva, aŋaran zaami. Mee Satanɨn gamgaaŋ athaeghɨva, Gotɨusua zaami. Mee kamaghɨ ramuightima khɨɨ meno othevir maghatɨsi gɨna amaaŋga, mee ivhɨra nɨghɨnɨghana aghavaghar nani iti gumasi rako amisir arɨghan aŋan niaŋga. Nan gumasi rako amisir kharsi, mee nɨghɨnɨghana aghavaghar nan itima, khɨɨ meŋga amuisima mee uzue. Nɨɨ iŋaaran khavɨ ramuamɨusua, khɨɨ memɨusua nɨɨa amandi.’ ”
ACT.26.19	Arama Pol mbɨŋgɨ guava kamaghɨm mbɨŋgeeghi, “Ativasi gumagh Agripa, khɨɨ Gotɨnɨ uŋuuni ikhegha zesi bighan mavɨn ganigha aŋgɨ phɨrphɨrsi phatɨ, kha aŋna akaman gɨn zui. 
ACT.26.20	 Khɨɨ ufhuaragha Damaskusɨnɨ uŋuuna akamɨ ukunigha, Jerusalemɨna akamɨ ukunigha, Judian distrighɨn itira aŋaani bara andara akamɨ ukurava, ivhɨra khɨɨ igharisirɨ unuaghɨnan gumasi rako amisivɨusua guava akamɨ ukurava, kamaghɨusue, ‘Gen non nɨghɨnɨsigh ɨraghɨva nomthegh Gotɨusua zɨɨ. Gee amuiro othevi, gumasi andar ganɨva ikeeŋgɨm mbɨkɨmaŋŋga gee non nɨghɨnɨsigh ɨragha gɨva.’ 
ACT.26.21	 Khɨɨ bisir kharsira akamɨ ukurima, mee Gotɨ rɨphenam mbɨroghɨn nanɨ usuira. Uthughun khavɨn Judarii na mbɨsuesima khɨɨ arɨmamɨusuavɨrama amui. 
ACT.26.22	 Got nana akurasima khɨɨ inderaghavɨre ikha zaa thighira, khɨɨ khaghɨ utughava akaman gumasir kɨni rako gumasir ikii bar mem mbɨŋgeeghi. Akaman khavɨra, Moses ri Gotɨna ambuuŋn gumasi fhomɨra aŋn gunɨ mbɨkemi. Khɨɨ nomthegha akaman igharisi thavɨ ukuri phatɨ. 
ACT.26.23	 Mee kamaghɨusue, ‘Got nom ee niamɨusua mbɨsevisi gumagh, Krais aŋm mbɨzagh nighɨva aremighɨva, a ufhuaraghɨvɨra rɨkhavighemi gumagh maghɨ. A Gotɨn aŋaran Judarir akoghɨn gumasi rako igharisirɨ unuaghɨnan gumasir khɨvami.’ ”
ACT.26.24	Pol akamɨ ukuravɨre itima, Festus akaman ikhɨvan kamagh aŋm mbɨŋgeeghi, “Pol, nɨɨ oŋani! Nɨɨ surera avhɨrara amuisima nɨɨni ikaaŋmaran ikhɨv, nɨɨŋga amuisima nɨɨ oŋani!” 
ACT.26.25	Pol kamaghɨm mbɨŋgeeghi, “Gumaghan ikhɨv Festus, khɨɨ oŋanisi phatɨ, khɨɨ guisimbaaŋram mbɨŋgeeghi, khɨɨ nɨghɨnɨgh ikava khɨɨ mbɨŋgeeghi. 
ACT.26.26	 Ativasi gumagh Agripa bisir kharsi bar anda ikaaŋi, anda mondughava otuivisi phatɨ, khɨɨ ikaaŋi, a ti bisir kharsiv oraghava, andar garava arama anda ikheeŋgamati. Kamagh amuisima khɨɨ atiti phatɨgha, bar andar gun ativasi gumagh Agripa mbɨŋgeeghi. 
ACT.26.27	Ativasi gumagh Agripa, nɨɨ nɨghɨnɨghana aghavaghar Gotɨna ambuuŋn gumasir iti, o phatɨ? Khɨɨ ikaaŋi, nɨɨ nɨghɨnɨghana aghavaghar iti.”
ACT.26.28	An aŋm mbɨkemisima Agripa kamagh Polɨn azara, “Manmagha amui, nɨɨ kha uthughun othɨvanŋra nam mbɨkɨmɨtima khɨɨ manmaghɨra Kraisɨn gɨn maŋɨ ti?” 
ACT.26.29	Ana aŋm mbɨkemisima Pol ana ikara, “Uthughun othɨva thav o uthughunɨ uruara thav, khɨɨ kamagh Gotɨn phorughum mbɨkɨmaŋga, nɨɨ koma kheeŋa, gee thighira nana akamam mbaraghi, gee bar nan mɨno othuivhami. Bighanɨ uvhuavɨra, mee ukuaghaviir gee ikeghɨva gee nigh rɨvɨnan khɨrthɨghan gee rarɨghan, khɨɨ iphɨrphɨri.”
ACT.26.30	Mauthughura ativasi gumasi rako gavmanɨn gumasir aphan koma Bernaisin phorugha ikesi tharsi, mee bar rɨkavighava 
ACT.26.31	 rɨphena thaegha gugha norira nori vɨŋgɨ kamaghɨusue, “Gumaghan khav othɨvhan maghatɨgha thavɨ ramuighɨva, ana aremighemi, o a rɨvɨnan kɨrthɨghan ikaami. Aŋno othɨvhan maghatɨgha thavɨ amuisi phatɨ.” 
ACT.26.32	 Mauthughura Agripa kamagh Festusɨm mbɨŋgeeghi, “A nombɨra kamaghɨusue, Sisar nana osɨmndɨsiva oraghɨva anda rɨkɨrami. A ti kamaghɨ mbɨkemis phatɨghav khasima, ee thighira ana thesima ana akɨran guaghi.”
ACT.27.2	 Mee ee nigha guava Adramitiumɨnɨ uŋuunɨ ukura athɨɨ. Ukuran khav Esian distrighɨn itirɨ uŋuimba vɨkeeŋ maŋŋamɨusuava amuima, ee maghɨra aŋn zui. Mauthughura Aristarkus, a Masedonian distrighɨn itirɨ uŋuu Tesalonaikan gumagh, a ivhɨra en phorugha iti. 
ACT.27.3	 Amɨrɨtusi rɨmaaŋra ee Saidonɨnɨ uŋuuno othuivi. Julius othɨvhana aghuuŋn Polɨ amuava ana thaesima a nona andarsivɨusua zuima, mee aghae rako bisir aŋna akuruvasi. 
ACT.27.4	Ee Saidonɨnɨ uŋuuni ikhegha nomthegha zuima gamiiŋ bar aghavagharisima, kamagha amuisima ee Saiprusɨn mɨghsɨman gamiiŋ amɨrasira aŋanan zui. 
ACT.27.5	Ee guava Silisian distrigh koma Pamfilian distrighɨn itira oŋarani ikhɨva biigha guava Lisian distrighɨna avhen itirɨ uŋuun ikɨv Mairana oto. 
ACT.27.6	Mbɨzorsir gumasir garir gumaghan khav ana Aleksandrian uŋuun itirɨ ukuran garima a Italinɨ unuaghɨnan maŋŋamɨusuava amuima, an aŋn ganigha ee nigha guava en aŋga athɨ. 
ACT.27.7	Ee rɨkhavighava bar amɨraghɨvɨra zuima uthusir marsi gɨva, ukurɨ uvhuarira akɨrɨsɨsi phatɨ, gamiiŋni ikhɨvɨ rɨkavhisima, ukuram mbɨsɨmanɨ usuisi gumasi mee iŋaaran ikhɨvara amua gua ee Nidusɨna aghan zui. Ee zuima gamiiŋ aghavagharigha enɨ utuava phɨrisima ee maaŋan iŋgura, kamagh amuisima ukur nonɨ utuava thaegha gua Kritɨn mɨghsɨmano otogha guava, Salmonɨnɨ unuaghɨnano othɨvhan iti. Uthughun khavɨn ee Kritɨn gamiiŋ uvhuee phatɨsira aŋanan gueghiri. 
ACT.27.8	Gamiiŋ bar amɨrasima, mee fhighavɨre iŋaara gua oŋarana ataaŋna anaŋga zaava aŋanan mavɨo oto, aŋanan khavɨn izɨɨ Ifhanaaŋna Aghuuŋ ee aŋmba othuvi. Aŋanan khav a Laseanɨ uŋuuna aghani iti.
ACT.27.9	Uthusira avhɨrara phura gɨva. Kamagha amuisi Judarir akoghɨn gumasi mee aghae thamɨrasirɨ uthugh
ACT.27.10	 “Gumasi, khɨɨ kamagh nɨghɨnɨsi, ee thighira maŋɨva uthughun maghatɨgha thavɨo otoghtima ukuran iti bisira avhɨrara mareireghtima, ukur mareireghtima, ee ivhɨra marereghemi.” 
ACT.27.11	Mbɨzorsir gumasir garir gumagh Polɨna akamamba oraesi phatɨghava ukuran guav koma anɨ usuisir gumagh aniiŋn nɨghɨnɨghan gɨn zui. 
ACT.27.12	Ifhanaaŋn khav a ikhɨva geeŋmbar ikiir mondugh ikhamiri ifhanaaŋna aghuuŋ phatɨ. Mamagha amuigha ukurani iti gumasira avhɨrara maŋŋamɨusuava akama rɨkɨri. Mee thugharatɨghɨva mee maŋŋɨva Finiksɨnɨ uŋuuno otuivighɨva kha gamiiŋn ikhɨvan gan kha uŋuun ikaami. Finiks a ifhanaaŋ mav a Kritɨn mɨghsɨman sautɨ rɨfhaaŋn itima ukur aro gueghiri rɨfhaaŋ mogh zui.
ACT.27.13	Sautɨn gamiiŋna amɨɨŋndɨghɨ rɨkavhi. Mee kamaghɨusue, mee ti inderaghavɨra maaŋɨ Finiksɨn ifhanaaŋno otuivighemi. Mee kamagh mbɨkemigha ukura asigharafhaghava Kritɨno oŋara mbɨkeeŋn zui. 
ACT.27.14+ACT.27.15	Mee muaŋ ikesima gamiiŋn bar aghavaghar rɨkavhigha oŋara amuima a phuvɨra iŋaari. Mee kamagh gamiiŋn khavɨ rɨmbori, “Not ko Istɨn thighiiŋn rɨkavir gamiiŋ.” A Kritɨn mɨghsɨman muaaŋmogh zaava fighavɨra ukuro uvhuava ana munamandi. Gamiiŋ bar aghavagharisi ukuran iŋaarir gumasi ukuranɨ usuisi phatɨgha ukura thaesi gamiiŋ aŋgu uvhueema a phura zui. 
ACT.27.16	Ee gua Kaudan mɨghsɨma mbɨkeeŋn gue. Mɨghsɨman gamiiŋ mange ana aphɨrisima ee akeman sovange ikuigha ukuran aghan zaaousua bar iŋaaran ikhɨva amui. 
ACT.27.17	Uthughun khavɨnɨ ukuran iŋaarir gumasi akeman sovange ufhuegha iphɨa athɨgha, mee umbue ukurima anda guava ukurana apheeŋ guesima, mee ukuran phorugha ane ikesima a bar aghavaghari. Mee maaŋɨ Afrikan oŋarana ataaŋn iti gɨrɨrɨŋn mavanaŋna avhighaviigha, ukuran selɨ ukunisi gamiiŋ ukura sɨvaghsɨvasima a zui. 
ACT.27.18	Gamiiŋ koma oŋar ivhɨra bar aghavagharigha phuvɨra em mbɨsosi. Amɨrɨtusi rɨmaaŋra ukuran iŋaarir gumasi ukurana avhen iti bisi nigha oŋarana anda ukuri. 
ACT.27.19	Uthughunɨ mbɨketavɨnɨ mee ukuaruvan ikɨv nigha maghɨra ukuran pulɨa amui phuri rako bisir marsi ivhɨrama anda ukuri. Mee nona afharir anda niava anda ukuri. 
ACT.27.20	Mauthughura uthusira avhɨrara ee aro koma mbɨkovir ganis phatɨ. Uthughun khavɨn gamiiŋ mbɨghɨravɨra eŋgɨ uvhuavɨre iti. Kamagha amuisi ee bar ambuun norira akuragh mbɨghɨvɨghɨghan nɨghɨnɨgha thav eni iti phatɨ.
ACT.27.21	Uthughunɨ uruaraaŋn gumasi aghaa thava amesi phatɨsima, Pol rɨkavhigha men mbɨnɨmanɨ utugha kamaghɨm mbɨŋgeeghi, “Gumasi, gee nana akamamba oraegha, ee Kritɨn mɨghsɨmare ikheghavikhasi uthughun maghatɨghan khav emba otoghom phatɨghtima, bisi tharsi mareregham phatɨghami. 
ACT.27.22	 Khɨɨ thighira gem mbɨkɨmamɨusua, ena thav aremighem phatɨghami. Kamagha amuisi gee avhighavigha thaghɨri, gee phura inɨmɨre ikhɨɨ. Kamagha amuisima, ena thav marerɨgham phatɨghtima ukur nombɨra marerɨghami. 
ACT.27.23	 Khɨɨ Gotɨn gumagh, khɨɨ aŋni izɨɨ ufhii. Rɨmaaŋn Gotɨn ensel zaa nana aghanɨ utugha kamaghɨm mbɨŋgeeghi, 
ACT.27.24	 ‘Pol, nɨɨ avhighavigha thaghɨri. Nɨɨ maŋŋɨva, Sisarɨna arɨmasi rɨfhaaŋnɨ utuivami. Nɨɨ oragh, Got nɨɨna azaaŋsɨgha oraegha gɨvagha nɨɨnɨ ukuarukuvi. Nɨɨn phorugha ukuran iti gumasi, mee aremighem phatɨghami.’ 
ACT.27.25	 Gumasi, gee oragh! Khɨɨ nɨghɨnɨghana aghavaghar Gotɨn ikha kamagh ikaaŋi, Got nam mbɨkemisi moghɨra bisi othuivhami. Kamaghɨnɨ, gee gamgaeŋgiri avhighavigha thaghɨri. 
ACT.27.26	 Ee ukura thaeghtima a mara maaŋɨtima, gamiiŋ aŋgu uvhuɨrahɨva ana nigh maaŋɨ mɨghsɨma thavɨn ana phorughami.”
ACT.27.27	14 pɨla rɨmaŋgarir gamiiŋ eŋgu uvhurasima ee Mediterenian oŋarani ikhɨvan iphɨn zui. Rɨmaaŋna arɨgha aghangera zesima ukuran iŋaarir gumasi nɨghɨnɨsi, “Ee unuaghɨnan aghan zaamati.” 
ACT.27.28	Kamagha amuisi mee oŋaranɨ ukhondɨghi ikaaŋmɨusua umbueeŋ ukunisi a gueghirɨ. Kha uthughun oŋaranɨ ukhondɨgh 40 mitan utu. Ukur muaŋ sɨvagha gusima, mee oŋarana ambarima a 30 mitanɨ utu. 
ACT.27.29	Mee kamagh avhighavighi, ukur maaŋɨ aŋgɨɨ tharsi itira aŋanan phorugh barɨm mbɨsarighireghemi. Mee aŋkarir 4 pɨla ukuran gɨraŋgɨrana anda ukunigha, aro anaaŋmɨusuava nori Gotɨn phorugha mbɨŋgeeghi. 
ACT.27.30	Ukuran iŋaarir gumasi, mee ukura thaegh arɨmaŋamiusua utuavivɨusua uri. Mee ondava akeman sovange ikhesirɨ umbue afhɨrighava ane ukunisima ano oŋaran gueghirɨ. Mee khorigha amua kamaghɨusue, “Ee ukuran aŋkarii ukuri.” 
ACT.27.31	 Mauthughura Pol kamagh 100 pɨla mbɨzorsir gumasir garir gumagh koma aŋm mbɨzorsir gumasi vɨŋgeeghi, “Gumasir kharsi ukuran ikhaam phatɨghtima, gee bar marereghemi.” 
ACT.27.32	Kamaghɨnɨ mbɨzorsir gumasi akeman sovangenɨ umbuea rɨghorisima ana oŋaran gueghirɨ.
ACT.27.33	Mauthughura amɨni itiisuava amuima Pol aghaa thava ramamɨusuava meŋga aghori, “14 pɨlanɨ uthusi gea rɨtusima gee mbɨtiire iti, gee norivɨusua navkuvava aghaa thav amesi phatɨ. 
ACT.27.34	 Khɨɨ thighira gem mbɨŋgeeghi gee aghaa thava ramɨri. Aghaa gen akuruvaghtima gee gamgaeŋgemi. Gen thooŋn thav maghatiighen phatɨ. Mamaghɨra gena aphanan arɨghɨna thav marerɨgham phatɨghami.” 
ACT.27.35	 A kamaghɨm mbɨkemigha gɨvagha, uvhuighanɨ utuman mav nigha men arɨmasi rɨfhaaŋnɨ utugha Gotɨ mbɨnambaghava, ane biigha maghɨrama ana aphi. 
ACT.27.36	Kamaghɨna amuisima mee bar navan aghuuŋ nighava nori aghaa aphi. 
ACT.27.37	Ee ukuran iti gumasi, ee rɨmbombon 276ɨnɨ utu. 
ACT.27.38	Mee amegha navi izɨvagha, kamaghɨusue, ukuru mbɨghɨvɨghɨigh iphɨre ikaami. Mee ukaran iti uitir othevi nia anda oŋaraou ukuri.
ACT.27.39	Aro anandima, ukuran iŋaarir gumasi oŋarana iti mɨghsɨman ataaŋn mavɨn garava inderagha aŋni izɨɨ ikeeŋsi phatɨ. Mee ifhanaaŋn mavɨn gari, a bara avhen gugha gɨrɨrɨŋna aghuuŋre iti. Mee kamagh nɨghɨnɨsi, mee inderaghavɨra ukurou uruivaghɨva aŋra ramuightima a ti maŋŋɨ gɨrɨrɨŋ khavɨn akɨran maŋŋamɨusua, mee anaaŋn vhusvhusi. 
ACT.27.40	Mee aŋkariirɨ usuisirɨ umbue rɨghorisima anda oŋaran gueghire. Ukuran phurɨ amuir phurir ikii ikesirɨ umbue afhɨri. Mee gamiiŋmɨusua ukuran mbɨnɨman itir sela gurasima gamiiŋ ukur nighava ataaŋn zui. 
ACT.27.41	 Mauthughura ukur gua oŋaran thooŋn ifhivir gɨrɨrɨŋni iphɨn guavanambogha, maghɨrama apheraghav iti. Ukura mbɨnɨm gua gɨrɨrɨŋna avhen gughava bar aghavaghari. Uthughun khavɨn oŋar zaava aŋn gɨragɨraaŋ mbɨsosima a bar bɨɨghire. 
ACT.27.42	Mbɨzorusir gumasi kamagh nɨghɨnɨghava avhighevighi, rɨvɨnan kɨrthɨghan iti gumasi tharsi ifhɨɨ oŋaran ameeŋ dɨɨva ataaŋn maŋɨva nori arɨmaŋeghemi. Mee, mem mbɨsueghti mee aremighaousua nɨghɨnɨsi. 
ACT.27.43	Mauthughura 100 pɨla mbɨzorsir gumasir garir gumagh, a Pol ivhɨrama arɨman iphɨrphɨri. Aŋm mbɨzorsir gumasir thɨvagha, kamaghɨusue, “Dɨɨ ikeeŋsi tharsi, gee ufhuaragh ifhɨva oŋarana ameeŋgɨva nori dɨɨva ataaŋn maŋɨ. 
ACT.27.44	 Gumughun igharisi tharsi mee ther arari rako ukuran arari andari iphɨn maaŋaŋgami.” Kamagha amuisima, mee bar inderaghavɨra gua mbɨkeeŋ othuivi.
ACT.28.1	Ee inderaghavɨra gua oŋaram mbɨkeeŋn othuivisima mɨghsɨman kavɨn iti gumasi en niazima ee ikaaŋi, mɨghsɨman khavɨn izɨɨ Malta. 
ACT.28.2	 Mee othevira aghuuir eŋga amui. Uthughun khavɨna amogha azima, em mbɨkarɨsi baro oraaŋi. Kamagha amuisima ee arivan fheeŋmɨusua, mee emɨusuava ariva athɨghava ena akua arivam mbɨroghɨn gu. 
ACT.28.3	Pol azir marsi nighava anda arivan iphɨa arɨsima, uthughun khavɨn ukurugha rɨvhivhatɨghan mav azira avhen itima, arivan fheveeŋ ana nima ana akɨran oto. Ukurugh maghɨra Polɨna afhare ivhigha guragha mamaghɨre iti. 
ACT.28.4	Uthughun khavɨn mɨghsɨman khavɨni iti gumasi rakoma amisi kamagh aŋn garima, ukurugh aŋna afhari ithorughavɨre itima, mee kamagh nori vɨŋgeeghi, “Gumaghan khav ti gumasi vɨsosima anda arɨghirir gumagh, ano oŋarana aremisi phatɨ. Kamagha amuisima, othevir maghatɨsi ikarvasir asaaŋ thighira ano othevi ikarvagha kamaghɨusue, ‘Aŋna aŋgamɨre ikaan thughatɨs phatɨ.’ ” 
ACT.28.5	 Pol ukurugha keghavkɨnisima a irava arivan gu. Uthughun khavɨn bigha thav Polɨa otosi phatɨ. 
ACT.28.6	 Mauthughura gumasi phura Polɨn gari, mee kamaghɨusue, “Aŋm mbɨkarɨgh ti beeghemi, o a ti irɨghɨva aremighemi.” Mee uthughun uruaraaŋra phura aŋn gara gua aŋn garima, bigha thav aŋmbatosi phatɨ. Mee mamagha amuigha kamaghɨusue, “Kha gumagh ana asaaŋ mav maghɨ.”
ACT.28.7	Gumaghan mav aŋni izɨɨ Publius, a mɨghsɨman kavɨn gari. Aŋnɨ unaghɨn, mɨghsɨman kavɨn iti ifhanana aghangere iti. A ena akua nor rɨphenan gusima, ee uthughun phunini ko mbɨkethavɨn aŋn phorugha itima a inderaghavɨra en garima ee iti. 
ACT.28.8	 Aŋn inaghaves areeghi, aŋm mbɨkarɨgh aŋn fheema, a buuna rɨmɨnmɨnaŋga avhii. Mauthughura Pol aŋn ganamɨusuava avhen gugha aŋmɨusua Gotɨn phorugham mbɨkemigha, gɨn nona afharɨn aŋni iphɨa athɨsima, a nomthegha indera. 
ACT.28.9	A kamagha amuisima, mɨghsɨman khavɨni itira arɨmarɨr gumasi bar zima a meŋga amuima mee nomthegha indera. 
ACT.28.10	Mee othevir aghuuira eŋga amui, mamagha amuigha ee mee thamɨraousuava amuima, mee ee phatɨsi bisi andar eŋga anɨɨŋgava anda nia gua ukura arɨsi.
ACT.28.11	Ee ikɨniiŋn phunini ko mbɨkethavɨn, mara ee Maltanɨn mɨghsɨmani iti. Gumughɨn ee ifhava ukuran amandi, ukuran khav gamiiŋn ikhɨvan ararɨgha Maltanɨn mɨghsɨmani ikhegha zui. Ukuran khav a Aleksandriiŋnɨ uŋuunɨ ukur maghɨ. Ukura mbɨnɨman asaaŋ Susɨno otaran akhɨnakhɨnaniiŋn iŋedaghaniiŋ aŋni iti. Aniiŋni izɨɨniiŋ Kastor ri Poluks. 
ACT.28.12	Mauthughura ee gua Sirakyusɨnɨ uŋuuno othuivigha, uthughun phunini ko mbɨkethavɨna anamogh iti. 
ACT.28.13	Ee khagh rɨkavhigha gua Regiumɨnɨ uŋuuno othuivi. Amɨrɨtusi rɨmaaŋra, Sautɨna amandasi gamiiŋ rɨkavhisima, ee uthughunɨ mbɨkethavɨn Puteolinɨ uŋuuno othuivi. 
