MAT.1.2	Abraham Aisak nɨŋuva. Aisak Jekop nɨŋuva. Juda nɨŋusinava naŋga nɨŋuranava nɨŋuva Jekop. 
MAT.26.25	Kamavahi Judas, kru nuŋandɨ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamatama hama, nuŋ kitɨhuta nɨmavami, Ahusɨki yambirɨm vaha ambana, vami. Kamavahi Jisas ambami, Nambi ambana maña, vami.
MAT.26.27	Kamata kuku kuvɨrahuvɨra vuŋgɨ wain naŋga munda mɨŋata Gotɨŋ kuyu avivi ŋgumi. Kamata nurɨŋ ŋguta ambami, Narɨ sɨhanaŋga nɨñɨ kuvɨramara. 
MAT.26.28	Nɨŋandɨhin yandɨ ñaŋgwɨ. Got naŋga krunavundi nuŋandɨŋ sɨhanaŋga vata mɨŋavɨsɨhuramata sirɨtɨmbin. Yi ñaŋgwɨ kanɨŋandɨhin, krunavundi sɨhanaŋga ñamba vana andɨndu haŋɨnɨŋ kuŋgɨ kuyɨvɨrɨm taŋgusiŋgɨn. 
MAT.26.29	Yi narɨŋ ambin, yi narɨ naŋga wain sɨhinda maŋguvɨrɨman. Kamata ututa muyɨvɨ wain kɨhi Yavandakɨndu tɨwɨyɨ narɨ naŋga kuvɨrɨman, vami. 
MAT.26.30	Kamata, sɨhɨpuri muvana tundu pɨhu aru ha mitata, Apu Oliv tamayɨ umu.
MAT.26.32	Hara yi aŋga yahamɨrɨman. Kamata yi wɨsa kasiramata pɨrɨvɨsa Galili urɨman, vami. 
MAT.26.33	Kamavahi Pita kɨmbɨ ambami, Muhɨmɨmuhɨm vana naŋ yɨvurahɨmandɨ ha muvɨra ŋgɨtu nurɨŋandɨ indarɨmaŋgaramaŋgara vana ha mɨŋgata yɨvɨti naŋ mitɨrɨmandɨyu, hara yi naŋ mamitahandɨrɨman, vami. 
MAT.26.34	Kamavahi Jisas nuŋ ambami, Yi naŋ kandɨ ambin, musi kɨvɨyɨ, akakara kwɨsɨ pɨwɨtiti, na arɨkikwɨrɨ ñɨmbɨrɨ nɨmavamba ambɨrɨmana, Yi nuŋ maŋgandin, vamba ambɨrɨmana, vami. 
MAT.26.35	Kamavahi Pita ambami, Yi nanaŋga kwɨmɨrɨm ndahara kwɨmɨrɨman. Yi nuŋ maŋgandin vamba maŋambɨrɨman, vami. Kamavahi Jisasɨndu sɨmbɨrasara sɨhanaŋga kuyu sɨwɨmaña ambamu.
MAT.26.36	Jisas nuŋandɨ sɨmbɨrasara haŋɨnɨŋ naŋga kɨva Getsemani umu. Kamata nurɨŋ ambami, Narɨ nɨñɨ mɨnzɨta kɨyɨmara. Yi ndambu uta Got naŋga kuyundavarɨman, vami. 
MAT.26.37	Kamata, Pitaŋ naŋga Sebedindu ñɨŋi arɨkimbatɨŋ ndaya tɨmbuta kɨhɨrɨ umu. Kamatɨhi nuŋandɨ mavɨ hambu pɨmɨtɨhi, kañɨnda aru mɨŋami. 
MAT.26.38	Kamatɨhi nurɨŋ ambami, Yandɨ mavɨnɨmbu pɨmɨtɨmaŋgarahi kwɨmɨrɨm andɨn. Harɨm narɨ nɨñɨ yaŋ karatamata narɨndahara tamɨŋga naŋga kɨyɨmara, vami. 
MAT.26.39	Kamavata sukɨsɨmbɨrɨ uhandata, mɨŋgata taraŋgɨruta nuŋandɨ kɨpumɨka ha pɨrɨyɨ tamami. Kamata Got naŋga nɨmavamba kuyundavarami, Yava, kuku kuvɨrahuvɨra vuŋgɨ nɨ yandɨ kumayɨnɨ mɨŋavɨkɨra vata pirɨkɨn, harɨm nambira. Hara yi pirɨkɨnɨ maña maŋandɨ, nambi pirɨkɨna maña andɨ, vami. 
MAT.26.40	Kamata, Jisas sɨmbɨrasara arɨkikwɨrɨvat kɨyɨmu hañɨ pata ŋgahi akwarɨhata kɨyɨmu. Kamatɨhu Pitaŋ nɨmavamba kitɨhumi, Narɨ yi naŋga mɨŋgɨya awa nda kɨta tamɨŋga naŋga maŋgɨyɨmandɨra. 
MAT.26.41	Narɨŋ mɨŋagaha vananda yɨvurahɨti mɨŋgata yɨvɨtɨrama. Kamataharɨm tamɨŋga naŋga kɨñɨŋgɨñɨ Got naŋga kuyundavaramara. Kandɨ, muhɨm vana andɨtɨrɨm pirɨkɨra. Hara narɨŋandɨ kwɨrandɨ haŋandɨhinɨndu tɨkatɨka maŋgɨyɨ, vami.
MAT.26.42	Kamavata, Jisas sɨhinda aŋga uta Got naŋga nɨmavamba kuyundavarami, Yava, kuku kuvɨrahuvɨra vuŋgɨ nɨñɨ yaŋɨrɨm kuvɨrɨmandɨ sɨkwɨ vataŋgata, nambi pirɨkɨna maña, andɨ, vami. 
MAT.26.43	Kamata sɨhinda pata ŋgahi sɨmbɨrasara haŋɨnɨŋɨndu tamɨŋga ha pɨmɨtɨhi, karɨhamu. 
MAT.26.44	Kamata sɨhinda nurɨŋ mitatuta kwɨrɨñɨmbɨrɨ, Got naŋga kuyundavarami. Atɨyɨ kuyundavarami kuyu sɨwɨ handaya kuyundavarami. 
MAT.26.45	Kamata pata ŋgahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ karɨhahu ambami, Narɨ karɨhata avɨrɨkɨmuraŋgwɨsa. Indarɨmara. Krundu Ñɨŋi hamaŋ kru ñamba vana andɨndu haŋɨnɨŋɨndu kumaŋgɨmbañɨ tamatama hɨrɨvɨ ha yɨvurahi. 
MAT.26.46	Kamataharɨm yahamɨrɨtɨra narɨ naŋga umɨ. Nɨŋgamara, kru yaŋ nurɨŋandɨ kumaŋgɨmbañɨ ŋguhu hama arɨñɨ nɨ yɨvurahi ha, vami.
MAT.26.47	Jisas kuyundavarata kɨyɨhihi, Judas, nuŋandɨ sɨmbɨrasara hañɨndu muvat hama payɨmi. Kamatɨhi kru sambɨ tuki naŋga ahutɨmɨ mɨŋata nu naŋga payɨmu. Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ, naŋga Israel hatindu aru miku haŋɨnɨŋ sɨmbɨhu payɨmu. 
MAT.26.48	Kru Jisasɨŋ nurɨŋandɨ kumaŋgɨmbañɨ tamatama hama nurɨŋ ambami, Kru mɨŋahandɨmɨndaŋ vata andɨra hamaŋ mɨkwɨmɨkwɨ sɨrɨman, kru kandɨhama Jisas. Nuŋ mɨŋahanadamara, vami. 
MAT.26.49	Kamavata, Judas sarɨwayɨŋandi Jisas kɨyɨmiyɨ pata ambami, Avi kɨvɨ Ahusɨki, vami. Kamavata Jisasɨŋ mɨkwɨmɨkwɨ sami. 
MAT.26.50	Kandɨhamatɨhi Jisas ambami, Yambɨha, pana vana haŋandɨhin andɨrɨmɨŋgata andɨhavu, vami. Kamavahi kru haŋɨnɨŋ pata Jisasɨŋ mɨŋahandamu.
MAT.26.51	Kamatɨhu kru Jisas naŋga kɨyɨmi mɨŋga nuŋandɨ tuki kuta ha mɨŋasɨharami. Kamata Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku hamandu sɨmbɨrasara hamandu kɨnzɨhimɨkɨ haŋandɨhin, yɨvutɨvɨhi pɨrɨyɨ mɨŋgata yɨvumi. 
MAT.26.52	Kandɨhamatɨhira Jisas nuŋ nɨmavami, Nandɨ tuki kuta ha nuŋandɨ upɨyɨ kɨŋgɨraramɨna mɨŋgum. Kru sɨhanaŋga tuki kuta naŋga kurɨhɨrɨmandɨyu haŋɨnɨŋ, tuki kuta ha nurɨŋ pɨsiŋgarɨmandɨ. 
MAT.26.53	Na mambaha ŋgandana. Yi yandɨ yavandakɨŋ kitɨwɨtɨn, nuŋandɨ kutɨkara sambɨ sɨkwɨ sɨmbɨti pata yaŋ ŋguramahu. 
MAT.26.54	Hara yi kanɨmatɨnɨŋgata, kuyu Gotɨndu aŋgwɨmɨkɨyɨ kɨndi haŋɨnɨŋ kandɨsɨkwɨsɨkwɨ mayɨvurahɨrɨmandɨ. Gotɨndu aŋgwɨmɨkɨ ambami, harɨm kandɨ vana nɨŋɨnɨŋ yɨvurahɨmandɨ, vami. 
MAT.26.55	Kandɨhɨrɨvɨ hañɨndaya Jisas krunzivi kandɨhaŋɨnɨŋ nɨmavami, Narɨ tuki kuta naŋga ahutɨmɨ mɨŋata yaŋ saŋga kurɨhahurɨha naŋga kipa naŋga mɨŋgaŋ mɨŋahandɨrɨm payɨmañandɨra. Yi imutamut Gotɨŋ kɨrañɨŋguhu tavɨ hañɨndu upɨyɨ mɨnzɨta krunavundiŋ kuyu ŋgundin. Hara yaŋ kandɨtɨwɨmi haŋu mamɨŋahandandara. 
MAT.26.56	Muhɨmɨmuhɨm vana yɨvurahami kanɨŋɨnɨŋɨrɨm, kru Gotɨndu kuyu mɨŋata ambavaravara haŋɨnɨŋ yɨhimbɨvɨramu maña yɨvurahami, vami. Kandɨhamata vana andɨhu nuŋandɨ sɨmbɨrasara haŋɨnɨŋ Jisasɨŋ mitamita tɨvaramamu.
MAT.26.57	Kru Jisasɨŋ mɨŋahandamu haŋɨnɨŋ, nuŋ tɨmbuta kru Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku Kaiafasɨndu tavɨyɨ umu. Kamatɨhu tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga Israel hatindu aru miku haŋɨnɨŋ tɨhɨruta kɨyɨmu. 
MAT.26.58	Kamatɨhu Pita Jisasɨŋ ŋgavɨramata sɨhɨndɨ umi, hara kutañɨmarɨ kɨyɨmi. Kamata Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku hamandu tavɨ tapa tapɨra hañɨ indɨhuta, kru tavɨ karatamatama haŋɨnɨŋ naŋga mɨnzɨmi. Jisasɨŋ mumɨbaham vana ha yɨvurahɨti ŋgɨtɨn vata, kɨyɨmi. 
MAT.26.59	Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ, naŋga kru Juda hatindu kuyu mɨŋasɨrɨvandu haŋɨnɨŋ, kru muvɨra pata Jisas andɨndi vana kuyusɨhɨranzɨhɨra ambavaramu vata uraramahu payɨmu. Nuŋandɨ ñamba vana mu ŋgata, nuŋ yɨvutatamɨmɨndaŋ vata andɨmu. 
MAT.26.60	Kamatɨhu kru sambɨ pata nuŋ kuyusɨhɨrɨŋguyu yɨhɨvaramu. Hara kuyu sapa Jisasɨŋ yɨvutatamatama ŋandi maŋgamu. Hara kɨyɨhandata, kru arɨkimbat payɨmu. 
MAT.26.61	Pata ambamu, Kru nɨma nɨmavamba ambavarandi, Yi Gotɨŋ kɨrañɨŋguhu tavɨ ha yɨvukuvɨmbɨrata arɨkikwɨrɨ hɨvɨyɨ taya tararamɨrɨman, vamba ambavarandi, vamu. 
MAT.26.62	Kamavahu Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku hama taŋguramata, Jisasɨŋ nɨmavamba kitɨhumi, Na kuyu kɨmbɨ maŋambɨrɨmana. Naŋ kuyu yɨhɨvarayu nɨŋandɨhinɨrɨm mumɨbana, vami. 
MAT.26.63	Kamavahira, Jisas kuyu mu maŋambami. Kamatɨhi Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋɨndu aru miku hama ambami, Naŋ Got sɨhaŋgɨyɨhɨyɨ hamandu ñɨmbiyɨ kitɨwin. Harɨm tɨhu kandɨsɨkwɨsɨkwɨ amba. Got krunavundi nuŋandɨŋ aŋga mɨŋɨmandɨ vata yɨhɨramami hamanda na. Na Gotɨndu Ñɨŋi, mana, manɨŋga, vami. 
MAT.26.64	Kamavahi Jisas nuŋ nɨmavami, Nambi ambanaŋa. Hara yi narɨŋ ambin, muyɨvɨ Krundu Ñɨŋi mɨŋgaŋ ŋgɨtɨra, Got tɨkatɨka naŋga hamandu kuma kandɨ sambavu mɨnzɨrɨmandɨ. Kamata ihumbɨsa nɨmbu kɨta ihumukɨrɨ hɨmbañɨ payɨmandɨ, vami. 
MAT.26.65	Jisas kamavahi, Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋɨndu aru miku hama kandɨhuyu ha indarɨta, aka yahamɨrata nuŋandɨ mɨkwɨrɨ haŋɨnɨŋ mɨŋasɨhɨrata ambami, Gotɨŋ ambasuvi. Harɨm narɨ naŋga sɨhinda kru kanɨmandu vanarɨm ambavaravararɨm kru muvɨraŋ ambɨtɨrɨŋ mambayɨmu. Tɨhura Gotɨŋ ambasuvahi indarɨra. 
MAT.26.66	Kamataharɨm kru kanɨmaŋ pamatɨmɨndaŋ, vami. Kamavahi kɨmbɨ ambamu, Nu ñamba mɨŋga. Harɨm kɨmum, vamu. 
MAT.26.67	Kamata Jisasɨndu kɨpumɨka hañɨ sɨmɨruhavɨta nuŋ yɨvumu. Kamata nuŋ muvɨra ñuŋgimbarapara tamandama ambamu, 
MAT.26.68	Na Kru Got krunavundi nuŋandɨŋ aŋga mɨŋɨmana vata yɨhɨramami mɨŋga. Harɨm kru Gotɨndu kuyu mɨŋata ambavarandu haŋɨnɨŋ ambavarandu maña amba. Naŋ kru yɨvi nɨma nin, vamu.
MAT.26.69	Pita tapa humba hambu, tavɨ tapɨra hañɨ mɨnzɨta kɨyɨhihi, sɨmbɨrasara muhaŋambɨ nu kɨyɨmi arɨhañɨ pata, ambami. Nandahara Jisas Galilindu hama naŋga kɨndana, vami. 
MAT.26.70	Kamavahi, kru sɨhanaŋgandu tamɨŋganzimbɨyɨ Pita ambami. Yi ambana kuyu ha maŋgandin, vami. 
MAT.26.71	Kamavata kɨyɨhandata, tapa kɨndɨŋari naŋga hañɨ uhi, sɨhinda sɨmbɨrasara muŋambɨ ŋgata krunavundi arɨñɨ kɨyɨmu haŋɨnɨŋ ambami, Kru nɨma Jisas Nasaretɨndu hama naŋga kɨndi, vami. 
MAT.26.72	Kamavahi Pita sɨhinda ambami, Yi kandɨsɨkwɨsɨkwɨ ambin, yi kru kandɨhamaŋ maŋgandin, vami. 
MAT.26.73	Kamata sɨhinda kɨyɨhandata, kru muvɨra arɨñɨ taŋguramata kɨyɨmu haŋɨnɨŋ pata Pitaŋ ambamu, Kandɨsɨkwɨsɨkwɨ, na nurɨŋandɨ ñiŋgiñɨndu mɨŋga. Nandɨ pɨŋgwɨsamur hambu naŋ mɨŋamamañɨ ndami, vamu. 
MAT.26.74	Kamavahura Pita yahata patɨ ambami, Yi kandɨsɨkwɨsɨkwɨ ambin, yi kru kamaŋ maŋgandin. Yi kuyu kandɨ maŋambɨtɨn ŋgatara yaŋ Got pɨsiŋgaram, vami. Kamavahi sɨkwɨtaya akakara pɨhumi. 
MAT.26.75	Kamatɨhi Pita, Jisas akakara kwɨsɨ pɨwɨtiti arɨkikwɨrɨ ñɨmbɨrɨ yambirɨm ambata, Nuŋ maŋgandin vɨrɨmana vamba ambami kuyu haŋandɨhinɨrɨm indarɨmitami. Kamata tapɨrañɨ indɨhuta patɨŋandi irɨhami.
MAT.27.2	Kamata mɨtuta, Jisasɨŋ wɨrɨmbɨnzikiyɨ sɨmahata tɨmbuta uta, Pailat Rom gavamandu aru miku hamandu kumaŋgɨmbañɨ tamamu.
MAT.27.4	Kamata ambami, Yi ñamba vana andɨn. Kru narɨŋandɨ kumaŋgɨmbañɨ tamin hama ñamba vana maŋandɨndi, hara nuŋ yɨvutatamɨrɨmandɨra, vami. Kamavahira nuŋ ambamu, Kaŋandɨhin arɨŋandɨ vana ma. Pɨmɨ ha nandɨ, vamu. 
MAT.27.5	Kamavahu Judas tɨmbahɨrɨs haŋɨnɨŋ Gotɨŋ kɨrañɨŋguhu tavɨhumba hambu kahuvarahi indɨhumi. Kamata uta nuŋambi sikiyɨ taŋgɨraramata kɨmumi.
MAT.27.6	Kamatɨhi Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋ tɨmbahɨrɨs kandɨha mɨŋata nɨmavamu, Tɨmbahɨrɨs nɨŋandɨhin kru yɨvutatamatamandu tɨkwɨ ŋandi. Harɨm tɨmbahɨrɨs kanɨŋandɨhin Gotɨŋ kɨrañɨŋguhu tavɨ nɨñɨndu tɨmbahɨrɨs naŋga mɨnzayɨ mandamɨmɨ, vamu. 
MAT.27.7	Kamata tɨmbahɨrɨs kandɨharɨm mɨŋgɨya kuyu taya kahañamu. Kamata tɨmbahɨrɨs kandɨhañɨ kru pɨrɨ sɨŋgɨ musa mɨŋandu haŋɨnɨŋɨndu pɨrɨvɨsa mu mut mɨŋamu. Pɨrɨvɨsa kandɨha kru kutañɨ ŋgati kwɨmɨtutu tamɨmandɨyu vata, mut mɨŋamu. 
MAT.27.8	Kamataharɨm pɨrɨvɨsa kandɨhaŋu, Pɨrɨvɨsa Kru Ñaŋgwɨ Mɨŋgumɨŋgu vava ñɨmbi ŋgumu. Kuha ñɨmbi kandɨhañɨ ndaya yɨhɨrasɨmu, patavata tɨhu ndahara ñɨmbi kanɨñɨ ndaya yɨhɨndu. 
MAT.27.9+MAT.27.10	Kamataharɨm kuyu mu, kuha Got ambahi kru Gotɨndu kuyu mɨŋata ambavaravara, Jeremaia ambami, 30 tɨmbahɨrɨs silva haŋandɨhin mɨŋamu. Tɨmbahɨrɨs kandɨha Israel hati kru kandɨhamaŋ mut mɨŋamɨŋarɨm yɨhɨramamu. Aru nɨma yaŋ ambami maña tɨmbahɨrɨs kandɨhañɨ, kru pɨrɨ sɨŋgɨ musa mɨŋandi hamarɨm pɨrɨvɨsa mut mɨŋamu, vami. Kamataharɨm kandɨ vana ha Jeremaia ambami maña kandɨsɨkwɨsɨkwɨ yɨvurahami.
MAT.27.12	Kamavahi, Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ naŋga Israel hatindu aru miku haŋɨnɨŋ, Jisasɨŋ ihɨvarɨŋguyu sambɨ ŋgumu. Kamatɨhura Jisas kuyu kɨmbɨ maŋambami. 
MAT.27.13	Kamatɨhi nuŋ sɨhinda Pailat kitɨhuta nɨmavami. Naŋ sɨhanaŋga kuyu yɨhɨvarayu nɨmbu mambaha indarɨna, vami. 
MAT.27.14	Kamavahira, Jisas Pailatɨndu kuyu haŋandɨhinɨrɨm kɨmbɨ kuyu maŋambami. Kamatɨhi Pailat indarɨhɨtɨhɨtɨmi.
MAT.27.15	Mɨŋgɨya simbi mɨŋgɨya simbindu mɨnza hɨvɨyɨ taya, Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Aru Hɨvɨ haŋandɨhinɨrɨm indarɨramarasɨmu. Kandɨhamatɨrasɨmu hɨvɨyɨ gavamandu aru miku hama kru ñamba vana andɨhu tamandu upɨyɨndu mɨnzavat mɨŋgaŋ ndaya tɨhɨmitarasɨmi. Krunavundi nurɨŋambi, kru ñamba vana andɨhu tamandu upɨ hañɨndu mɨnzavat hamandu ñɨmbi yɨhɨrasɨmu. Kamatɨhu kru kandɨhamaŋ tɨhɨmitahi nurɨ kɨnduyɨ urasɨmi. 
MAT.27.16	Kandɨtɨwɨmi hañɨ, kru mumɨŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨmi. Nuŋandɨ ñɨmbi, Jisas Barabas, krunavundi nuŋ ŋgamaŋgarandu. Nu kru ñamba sɨkwɨ mɨŋga. 
MAT.27.17	Kamata krunavundi pata tɨhɨruhu, nurɨŋ Pailat nɨmavamba kitɨhumi, Narɨŋɨrɨm kru ninɨŋ ndɨmbanzɨkwɨ tɨhɨmitɨnɨ urɨmandɨ. Jisas Barabasɨŋ tɨhɨmitɨnɨ urɨmandɨ, mana, Jisas krunavundiŋ aŋga mɨŋɨmandɨ vata Got yɨhɨramami vamba ambandu nɨmaŋ tɨhɨmitɨnɨ urɨmandɨ, vami. 
MAT.27.18	Pailat nurɨŋ ŋgami. Nurɨ sɨŋgɨrata Jisasɨŋ saŋɨnaŋga tɨmbuta ŋgatɨŋgurɨm payɨmu. Harɨm kandɨhamavami. 
MAT.27.19	Pailat ŋgatɨŋgɨrutɨŋgɨru hamandu mɨnzɨmɨnzɨ maka hañɨ mɨnzɨta kɨyɨhihi nɨmburi nɨmavamba, kuyu tamahi payɨmi. Kru tɨtɨtaya kɨyɨhɨyɨ hamaŋ muhɨm vana maŋandɨ. Kɨvɨyɨ nuŋ akwɨsɨhuyɨ ŋgin. Kamata indarɨhin pɨmɨsaŋɨnzaŋɨndɨ. Kanɨmavamba, kuyu tamahi payɨmi. 
MAT.27.20	Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋ naŋga Israel hatindu aru miku haŋɨnɨŋ, sɨhanaŋga krunavundiŋ mɨŋawɨnɨkwɨnɨtɨndɨ, ambamu, Ambɨtɨra Pailat Barabasɨŋ mitɨti payɨm. Kamata Jisasɨŋ yɨvutatamam, vamu. 
MAT.27.21	Kamata, sɨhinda gavamandu aru miku hama nurɨŋ kitɨhuta ambami, Narɨ kru arɨkimbat nɨñɨndu ninɨŋ ndaya yambirɨm tɨhɨmitam vata pirɨkɨra, vami. Kamavahi krunavundi sɨhanaŋga ambamu, Barabas, vamu. 
MAT.27.22	Kamavahu Pailat nurɨŋ nɨmavamba kitɨhumi, Ara Jisas, Got krunavundiŋ aŋga mɨŋɨmandɨ vata yɨhɨramami vamba ambandu nɨmaŋ yaŋɨrɨm pamatɨtɨrɨm pirɨkɨra, vami. Kamavahi sɨhanaŋga ambamu, Ahuandɨñɨ yɨvuwɨrɨmbu, vamu. 
MAT.27.23	Kamavahu Pailat nurɨŋ kitɨhumi, Mumɨrɨm, nu ñamba vana pamatavu andɨndi, vami. Hara krunavundi patɨvat pɨhuravɨmbɨhurav ambamu, Nuŋ ahuandɨñɨ yɨvuwɨrɨmbu, vamu. 
MAT.27.24	Kamatɨhu Pailat ŋgata, yandɨ kuyu maŋindarɨmandɨyu, naŋga saŋga aru yɨvurahɨmandɨ, vamba indarɨmi. Harɨm kuku nɨkɨrɨ mɨŋata krunavundindu tamɨŋgañɨ nuŋandɨ kuma ha ñɨmburɨmi. Kamata ambami, Kru nɨma kwɨmɨti ndahara yi pɨmɨ maŋgavɨrɨman. Kaŋandɨhin narɨŋandɨ vana, vami. 
MAT.27.25	Kamavahi krunavundi sɨhanaŋga kɨmbɨ nɨmavamu, Pɨmɨ kandɨnɨ arɨŋ naŋga arɨŋandɨ ñɨŋisɨmɨŋɨra kɨyɨm, vamu. 
MAT.27.26	Kamavahu Pailat Barabasɨŋ tɨhɨmitahi nurɨŋɨrɨm umi. Kamata saŋganzara haŋɨnɨŋ ambahi Jisasɨŋ pɨŋgɨrawɨsɨmu. Kamata kɨta Jisasɨŋ ahuandɨñɨ yɨvuwɨrɨmbɨmandɨyu vata, saŋganzarandu kumañɨ tamami.
MAT.27.27	Kamata gavamandu aru miku hama nuŋandɨ saŋganzara haŋɨnɨŋ ambahi, Jisasɨŋ tɨmbuta Rom gavamandu tavɨyɨ indɨhumu. Kamatɨhu saŋganzara sɨhanaŋga pata nuŋandɨ kɨpumɨkayɨ tɨhɨrumu. 
MAT.27.28	Kamata nuŋandɨ mɨkwɨrɨ haŋandɨhin sɨharamu. Sɨharata nuŋ mɨkwɨrɨ ñaŋgwɨ aru miku ndu maña ŋandi tamaramamu. 
MAT.27.29	Kamata siki punzɨmbunzɨ naŋga haŋandɨhin mɨŋata, aru miku ndu mɨraŋgupihupi maña musa mɨŋata nuŋandɨ miku hañɨ tamamu. Kamata nuŋandɨ kuma kandɨ samba hambu kuki tɨmɨ mu mɨŋandɨhuramamu. Kamata nuŋɨrɨm tanda mɨkwɨmɨkwɨtɨndɨ nɨmavamba ambasuvamu, Aviŋgɨvɨ Juda hatindu aru miku, vamu.
MAT.27.30	Kamatɨndɨ nuŋ sɨmɨruhavɨmu. Kamata kuki tɨmɨ mɨŋandɨhuramamu ha mɨŋata, nuŋandɨ miku hañɨ yɨvumu. 
MAT.27.31	Nuŋ ambasuvasuva vana andɨta mɨtuta, mɨkwɨrɨ tamaramamu haŋandɨhin sɨharata nuŋandɨ mɨkwɨrɨ haŋandɨhin tamaramamu. Kamata nuŋ ahuandɨñɨ yɨvuwɨrɨmbɨrɨm tɨmbuta umu.
MAT.27.32	Kamata uta, saŋganzara haŋɨnɨŋ pɨhu aru Sairinindu, kru Saimonɨŋ ŋgamu. Kamata andɨhu Jisasɨndu ahuandɨ ha kavumi.
MAT.27.33	Kamata uta upɨ Golgota yɨvurahamu. Ñɨmbi Golgotandu kuyu sapa ha, miku muŋgɨyɨndu punzɨndu upɨ varasɨmu. 
MAT.27.34	Kamata upɨ kandɨhañɨ, Jisasɨŋ kañɨnda mɨŋguramam vata, wain kuku haŋandɨhin akɨŋgɨm naŋga tarayɨwarata kuvɨrɨmandɨ vata, ŋgumu. Kamatɨhu kuvɨrɨrɨmɨndɨhi akɨndɨhi maŋguvɨrami. 
MAT.27.35	Jisasɨŋ ahuandɨñɨ yɨvuwɨrɨmbuta mɨtuta, saŋganzara haŋɨnɨŋ nuŋandɨ mɨkwɨrɨ haŋɨnɨŋ nurɨŋambi tamarahata mɨŋɨmɨŋɨndaŋ vata, atava imbɨramu. 
MAT.27.36	Kamata kandɨ upɨ haŋu mɨnzɨta nuŋ karatamamu. 
MAT.27.37	Kamata ahu parapara sɨŋga kɨrɨvɨ ŋandi pɨtɨta, nuŋ kuyu ŋgatɨŋgɨrumu ha yɨhimbɨvɨrata nuŋandɨ miku tarayawɨ hambu tamamu. Nɨmata kuyu yɨhimbɨvɨramu. Kru nɨma Jisas, Juda hatindu aru miku. 
MAT.27.38	Jisas kɨyɨmi tɨvɨ hañɨ, kru arɨkimbat saŋga kurɨhahurɨha naŋga kipa naŋga haŋɨnɨŋ ndahara ahuandɨñɨ yɨvuwɨrɨmbuta tararamamu. Muhamaŋ, kandɨ sambavu tararamata, muhamaŋ kakayɨ sambavu tararamamu. 
MAT.27.39+MAT.27.40	Kamatɨhu, krunavundi uhuvañɨndɨndɨ ambasuvanzuva, miku tɨwahandɨwaha nɨmavamu. Na Gotɨŋ kɨrañɨŋguhu tavɨ haŋandɨhin yɨvukuvɨmbɨrata, arɨkikwɨrɨ hɨvɨyɨ taya tararamarama mɨŋga. Harɨm nambi ŋgurama. Kandɨsɨkwɨsɨkwɨ na Gotɨndu Ñɨŋitiŋgata ahuandɨ ha mitata mɨŋga, vamu. 
MAT.27.41	Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ naŋga tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga Israel hatindu aru miku haŋɨnɨŋ ndahara sɨwɨmañanzihɨ andɨndɨ ambasuvamu. 
MAT.27.42	Nɨmavamba ambamu, Nu kru muŋɨnɨŋ ŋguramandi. Hara nuŋambi maŋgurami. Nu Israel hatindu aru miku. Harɨm ahuandɨ nɨ mitata mɨŋgɨti ŋgatanda nɨŋambirɨm indarɨmaŋgarɨmɨndaŋ. 
MAT.27.43	Nu Gotɨrɨm indarɨmaŋgarata ambandi, Yi Gotɨndu Ñɨŋi, vamba ambandi. Harɨm Got nuŋɨrɨm mavɨndamata ŋgata, nuŋ tɨhu ŋguramɨrɨmandɨ, vamu. 
MAT.27.44	Kru arɨkimbat saŋga kurɨhahurɨha naŋga kipa naŋga haŋɨnɨŋ, Jisasɨndu tɨvɨ hañɨ ahuandɨñɨ yɨvuwɨrɨmbumu haŋɨnɨŋ ndahara, Jisasɨŋ ambasuvamu.
MAT.27.45	Ina mɨrɨyɨ kɨyɨhi, pɨrɨvɨsa sɨhanaŋga kɨvɨmɨŋgwɨ tarɨŋgumi. Kamatɨhi taya uta ina mɨŋguta saŋgindaŋgumi. 
