MAT.1.1	Iesu Keriso vouḡa nizeꞌe ꞌahi eꞌe. Aniꞌe kini Davida mariga ebu zuni Aberahamo mariga.
PHP.1.10	Ebu e zae veize ꞌahige rae kurauꞌohe: Zae radone zamḡano naginiꞌe manoḡa ederoga, zu zamaze dehenoga, zu haḡai sauꞌa mene hunezuni haḡaoga, ebu ꞌouge haḡae onamo, Kerisoꞌa bare onaiꞌuma madaḡa. 
PHP.1.11	Ebu Iesu Kerisoꞌa danazadu zae ḡaboneꞌe duduḡa daꞌo reꞌuma. Eḡeꞌa ꞌahige kuranataꞌaꞌe, vazeꞌa zae haḡai manoḡa horonadu, Badiꞌa ḡubaneꞌenaꞌa zu niḡa mae iḡihinoga veize.
PHP.1.12	Nego nabudi, e ura, za ꞌadi ederoꞌi! Aduga ḡehaḡa eḡe mazao fureruꞌeteꞌanoꞌo, hari manoḡaniꞌa bororu onamiro. 
PHP.1.13	Ebu eḡeꞌa Keriso uꞌano ḡuꞌano radiuꞌetaꞌaꞌe, Roma zuhiꞌaḡa ne enoga taufe edauꞌeteꞌe azaḡa, zu vaze nunu ḡehaḡaniꞌa edere ḡouriro. 
PHP.1.14	Zuhiꞌa Boro mone raꞌeteꞌe azaḡaꞌe, eḡeꞌa ḡuꞌano radiuꞌenaꞌa, edau gigaruꞌeteꞌe uꞌano, Zuhiꞌa Boro mazao fie gigaranadu, mene rihauꞌenaꞌa, Badiꞌa ḡoere inare harameꞌohe.
PHP.1.15	Vaze nuꞌa Keriso hariḡa harameꞌetaꞌaꞌe, ze eḡe gau uꞌano ꞌahiꞌahi maꞌohe, zu vitihihi raꞌeꞌohe. Rehano vaze nuꞌe eḡe danahihi radu, hari manoḡa harame hunihi radu, zama manoḡa hina harameꞌohe. 
PHP.1.16	Zama manoḡa hina harameꞌeteꞌe azaḡaꞌe, hari manoḡa biroga veize, Badiꞌaꞌa e ḡuꞌano mae zouhiroteꞌe, ederadu, zeḡe zamarone eḡe mazao teadu harameꞌohe. 
PHP.1.17	Rehano ꞌouge ꞌahiꞌahi maꞌeteꞌe azaḡaꞌe nize boro reihi radu Keriso hariḡa harameꞌohe. Ze harameꞌetaꞌaꞌe, zamazeꞌe mene deheḡa. Ze ꞌougeꞌenaꞌa, eḡeꞌa ḡuꞌano aduga hideꞌeteꞌeꞌa bororanoga veize rae, zamare tauḡeꞌohe. 
PHP.1.18	A nagini veize? Zeḡeꞌa harameꞌetaꞌaꞌe, zamazeꞌe duduḡa ga mene, ago zamaroꞌi! Ḡoere boroꞌe Keriso hariḡa harameꞌeteꞌe. 
PHP.1.19	Ebu e eꞌe uꞌano matuꞌeꞌohe. Ebu e zama mone zuni matuꞌe onaꞌuma, mazaḡa e edeḡa, zaeꞌa eḡe veize kurauꞌeteꞌeanoꞌo, zu Iesu Keriso Vine Zaḡoḡaniꞌa danaheꞌeteꞌeanoꞌo, eꞌe Badiꞌaꞌa ḡuꞌanonoꞌo mae buhiꞌuma.
PHP.1.20	Eꞌe ꞌahige zamareꞌenaꞌa hube hune guhiu radiuꞌohe: Eḡe mazao naginiꞌa fureraune zu, eꞌe mene mazaḡarohiꞌuma. U eꞌe iḡaiḡa inare ḡoereꞌeteꞌe teige, izidi zuni inare ḡoeriꞌuma. Ebu e ḡabode radine, ga rudaune, eḡe haḡai niduꞌaꞌonoꞌo vaze nuꞌa Keriso nigunoga urateꞌohe. 
PHP.1.21	Mazaḡa eḡe mazaoꞌe, ḡabode radiuꞌetaꞌaꞌe, Keriso teite radiuꞌohe. Ebu rudauneꞌe, manoḡa hune hidiꞌuma. 
PHP.1.22	Rehano eḡeꞌa ḡabode radine, eḡe gau uꞌano vaze ḡehaḡaniꞌa Badiꞌa ḡoere egadu, ḡabone hidiꞌuma. Eꞌanoꞌo e aḡuꞌa, noꞌe ibiḡano onamine manoḡa. 
PHP.1.23	E zamahe aheu nemaḡano. E uraꞌe raha ꞌadi modadu, Keriso teite radihi. ꞌOugine manoḡa tauḡi. 
PHP.1.24	Rehano e zae veize raha ꞌadao ḡabode radine, manoḡa. ꞌOugine zae danazoga idaḡa. 
PHP.1.25	E hube hune ꞌougine manoḡa rae zamareꞌohe. E edeḡa, eꞌe ḡabode radadu, zae niduꞌa teite radiꞌuma. Ebu zaeꞌa Keriso mazao fieꞌeteꞌeꞌa bororanoga veize, zu zaeꞌa fieꞌeteꞌea, matuꞌuzeꞌa bororanoga veize danaziꞌuma. 
PHP.1.26	ꞌOugadu eḡeꞌa bare amine, zaꞌe eḡe uꞌano Keriso Iesu niguneꞌenaꞌa, matuꞌe rudaꞌuma.
PHP.1.27	Ḡoere boro tibaꞌe, ꞌahige reihi: Za, Keriso hari manoḡa mae ḡihineꞌeteꞌe vazeḡa raꞌeteꞌe haḡaiḡano daꞌo onamoꞌi! ꞌOugine, eḡeꞌa ḡiaziꞌ amine, ga haba faḡanonoꞌo harize igine zuni, e ederiꞌuma; Zaꞌa zamaze tibunadu edau gigaruꞌeteꞌe, zu zamaze tibano neadu hari manoḡa aḡiro hauꞌeteꞌe azaḡaꞌonoꞌo hari manoḡa inare biretiteꞌeteꞌe. 
PHP.1.28	Ebu aduga ziniꞌeteꞌe azaḡa mene rihozeꞌeteꞌe, zu zaeꞌa inare ḡoereꞌeteꞌe eḡe ederiꞌuma. Zaeꞌa mene rihauꞌeteꞌe haḡaiḡa, aduga ziniꞌeteꞌe azaḡaꞌe Badiꞌaꞌa ruiziꞌuma, u zaꞌe ḡabone hidiꞌuma. ꞌuguḡa niduꞌa Badiꞌa mazaoꞌnoꞌo fureraꞌuma. 
PHP.1.29	Zaꞌe Keriso mazao fieꞌeteꞌe ḡahunoneḡa manoḡa daꞌo Badiꞌaꞌa mene zeneha, rehano Keriso uꞌano aduga hideꞌeteꞌe ḡahunoneḡa manoḡa zuni zeneha. 
PHP.1.30	Eḡeꞌa hidiroteꞌe adugaḡa zaeꞌa horoniroteꞌe heuḡa, zaeꞌa eꞌe adugaḡa hideꞌohe. Ebu eḡeꞌa ize eꞌe adugaḡa hideꞌeteꞌe izidi zaeꞌa igiꞌohe.
PHP.2.1	Za Keriso teite tibuzateꞌeanoꞌo inareꞌohe? Kerisoꞌa zae zamarateꞌeanoꞌo za manoḡahe? Za Vine Zaḡoḡa teite radiuꞌenaꞌa, ane teite matuꞌe tiburuꞌeꞌhehe? Za vaze mazao manoreꞌeꞌhehe, zu vetuḡaziꞌeꞌhehe? 
PHP.2.2	Za ꞌouge radoꞌidene, zamazeꞌe zamare ḡiriḡiroꞌi! Zamarone tiba hina zamaro titoꞌi! Zamaze tibunadu gauoꞌi! Zaꞌe ꞌouge haḡaeꞌenaꞌa, eḡe matuꞌu borofe hunoꞌi! 
PHP.2.3	Ago inahoꞌi! Nize boro reihi raꞌeteꞌe zu zaeꞌa bare niguzoga rae, ḡau ꞌahoga ago haḡaoꞌi! Rehano zaeꞌa bare nize mae ovoradu, vaze zamare ḡihizoꞌi, u zaꞌe ze ꞌuꞌuḡano rae zamaroꞌi! 
PHP.2.4	Zae zaeꞌa manoḡa hidoga veize daꞌo ago zamaroꞌi, rehano vazeꞌa manoḡa hidoga veize zuni zamaroꞌi!
PHP.2.5	Zaꞌe, radoneze zamaḡano haḡaize zu zamaronezeꞌe Keriso Iesuꞌa haḡaidoteꞌe teige haḡaoꞌi!
PHP.2.6	Ibite bone Keriso ane huga, Badiꞌa teite idaḡa rehano, Badiꞌa teite idaruꞌeteꞌe niḡa boro mene obone giganiro.
PHP.2.7	Ebu niḡa boro modadu, vaze raenaꞌa, tuḡure vazeḡa teigiro.
PHP.2.8	Ebu ani vazeo reirotene, aneꞌa ane bare mae ovoiro.
PHP.2.8	Ebu Badiꞌa ḡoere mene variꞌohaudo. Aneꞌa rudaꞌuma ibiḡa rehano onaminu.
PHP.2.8	Ebu vaze haḡaiḡa sauꞌa boro teige, satauroniro ebu rudaro.
PHP.2.9	Eꞌanoꞌo Badiꞌaꞌa ani mae ḡihine hitana huneo ohoniro, ebu ni ḡihiꞌa haro.
PHP.2.9	Eꞌe niḡaꞌe ni ꞌahoga ꞌahoga niduꞌa vitinoga.
PHP.2.10	Badiꞌaꞌa ꞌougirotaꞌaꞌe, adureo radiuꞌeteꞌe, zu rahao radiuꞌeteꞌe, zu raha ꞌuꞌuḡano radiuꞌeteꞌe niduꞌaꞌa Iesu matuꞌo hauꞌenaꞌa, ḡuḡuroga veize.
PHP.2.11	Ebu ḡuḡurateꞌe niduꞌaꞌa ꞌahige rae furenoga veize: Iesu Kerisoꞌe Zuhiꞌa Boro.
PHP.2.11	Ze ꞌouge haḡaeꞌenaꞌa, Badiꞌa emeḡe Mama ni mae ḡihiꞌuma.
PHP.2.12	Eꞌanoꞌo vazehe manoḡa niduꞌa, zaeꞌa Badiꞌa ḡoere ibiḡano iḡaiḡa onamidoteꞌe teige, rihau rudauꞌenaꞌa, ḡabone hidiꞌuma ibiḡano inare onamoꞌi! U mene eḡeꞌa zae teite radiuꞌeteꞌe zamaḡano daꞌo, rehano izidi eḡe oꞌoꞌano zuni borofe inare gauoꞌi! 
PHP.2.13	Mazaḡa zaeꞌa Badiꞌa ura haḡaiḡa haḡaoga veize Badiꞌaꞌa zae zamao gaueꞌenaꞌa inaraziꞌohe, zaeꞌa uratadu eꞌe haḡaeꞌohe.
PHP.2.14	Ḡau niduꞌa zamaḡano ago ḡoereꞌenaꞌa zu taꞌiro titeꞌenaꞌa, haḡaoꞌi! 
PHP.2.15	ꞌOugine zaꞌe vaze duduḡa tauḡi reꞌuma, zu vazeꞌa mene debaze ḡoeriꞌuma. Ebu izidi ega, haḡai veꞌoḡa azaḡa ḡunuḡano, sauꞌani ꞌahoga mene haḡaadu, Badiꞌa ubuga ubuga teiḡe, radifo. Zaꞌe, eꞌe ḡunuḡano buzuvaꞌa adureo agaruꞌeteꞌe teige agaranoꞌi! 
PHP.2.16	Ebu ḡabone tuḡutuḡu hidiꞌuma ḡoeꞌa vaze veize rae furenoꞌi! ꞌOugine, eꞌe, Kerisoꞌa bare ovaiꞌuma madaḡano, eḡeꞌa zae boꞌaḡano gau aduga haḡaidotaꞌaꞌe hugeita raenaꞌa, zae uꞌano matuꞌe rudaꞌuma. 
PHP.2.17	Ebu zaeꞌa Keriso mazao fieꞌeteꞌe uꞌano aduga hideꞌohe rehano, zaeꞌa Zuhia Boro veize gauine, eḡeꞌa zae uꞌano rudaune e matuꞌeꞌohe. Zu e ura zae niduꞌa teite matuꞌe tiburatihi. 
PHP.2.18	Eꞌanoꞌo zae zuni eḡe teite matuꞌe tiburatihi.
PHP.2.19	Zuhiꞌa Boro Iesuꞌa uratine, e zae vaḡe Timoteo ariga tuḡune ameꞌohe. ꞌOugadu aneꞌa baradu, zae hari meꞌodonine eḡe zuni matuꞌiꞌuma. 
PHP.2.20	Zeaꞌa faine radiuꞌe ga mene rae Timoteoꞌe hube hune zamareꞌohe. ꞌAdama ani heuḡa zae zamareꞌeteꞌe eꞌe vazeḡa ꞌahoga oꞌoꞌa. 
PHP.2.21	Mazaḡa vaze ḡehaḡaꞌe Iesu Kerisoꞌa urateꞌeteꞌe ḡauḡa mene zamaradu, zeḡe huneꞌa urateꞌeteꞌe ḡauḡa zamare borofeꞌohe. 
PHP.2.22	U za edeḡa, Timoteoꞌe haḡai manoḡano Badiꞌa gau haḡaeꞌohe, mazaḡa ani hari manoḡa haramoga veize eḡe teite faifaine gaue onainu. Aniꞌe ubuganiꞌa moga dananeꞌeteꞌe teige eḡe teite gaue onainu. 
PHP.2.23	Eꞌanoꞌo ꞌadao eḡe mazao naginiꞌa fureratiteꞌe ederiꞌuduꞌu, Timoteo zae vaḡe tuḡuniꞌuma. 
PHP.2.24	Ebu eḡe zuni zae vaḡe ariga amiꞌuma raꞌohe. Eꞌe ibiḡaꞌe Zuhiꞌa Boroꞌa haḡaoniꞌuma rae hube hune zamareꞌohe.
PHP.2.25	U Efaforodito, ani eḡe nego. Ani eḡe teite gaueꞌohe, zu uti azaḡa teige eḡe teite hari manoḡa bireꞌohe. Aniꞌe zaeꞌa eḡe uꞌa tuḡuniro. Eꞌanoꞌo ani onaadu e ḡau nunu mene idaruꞌetene aniꞌa danahinu. Rehano izidi Efaforoditoꞌe zae vaḡe bare tuḡunine manoḡa raꞌohe. 
PHP.2.26	Mazaḡa ani zae niduꞌa ḡiazihi radu zamare huneꞌohe. Zaeꞌa ani ibite uginiroteꞌe egadu, zamazeꞌa adudaro. Aneꞌa za ꞌougiroteꞌe igirotene, ani zamaḡa mene idararo. 
PHP.2.27	Aniꞌe hube hune ugi boroꞌa madu nariga rudaro. Rehano Badiꞌaꞌa vetuḡaneadu fainiro. ꞌOugadu eꞌe, aduga zamaḡano, aduga hena mene bare ragatiro. Badiꞌa ani Epafrodito daꞌo mene vetuḡaniro rehano, eḡe zuni vetuḡahiro. 
PHP.2.28	Eꞌanoꞌo e ura, aniꞌe ḡarihe zae vaḡe tuḡune amihi raꞌohe. ꞌOugine, za ani teite hidadu matuꞌiꞌuma, zu eḡe zamaꞌa aduduꞌeteꞌeꞌa ufiraꞌuma. 
PHP.2.29	Eꞌanoꞌo Zuhiꞌa Boro ibio, matuꞌo hau runeꞌenaꞌa, mae ḡihinoꞌi! Za ani heuḡa vazeḡa nigunine manoḡa! 
PHP.2.30	Mazaḡa Keriso gau uꞌano ani nariga rudaro. Aniꞌa zaeꞌa danahifoteꞌe gauḡa haḡaadu, nariga rudaro.
PHP.3.1	Nego nabudi, e ꞌahige bare reihi: Za Zuhiꞌa Boro teite tiburanateꞌe uꞌano matuꞌoꞌi! Eḡeꞌa ibite iraduguziroteꞌe ḡoeꞌa, bare bare to zinihi raꞌohe. Aꞌe eḡe mazao mene gau boro, zu aꞌe zaeꞌa mene veꞌoroga veize.
PHP.3.2	Badiꞌa aḡuꞌa zu haḡai sauꞌa haḡaeꞌeteꞌe azaḡa veize ḡianoꞌi! Zeꞌe Iuda azaḡa. Iuda azaḡaꞌe zae soꞌozeꞌenaꞌa, ahiri rana iḡuri haḡaine, Badiꞌa mone reꞌuma raꞌohe. Rehano zeꞌe foure ahiri ruꞌi tauḡeꞌohe. Aꞌe huga oꞌoꞌa. 
PHP.3.3	U emeꞌe hube hune Badiꞌa mone raꞌeteꞌe azaḡa. Emeꞌe Badiꞌa Vine Zaḡoḡaniꞌa ibitofeadu Badiꞌa mazao kurauꞌohe. Eme Keriso Iesu niguneꞌohe, eꞌanoꞌo ahiri rana iḡuri haḡaeꞌeteꞌe. Zu Badiꞌa ubuḡa rouga radu zeḡe edeḡano gaueteꞌe azaḡa emeꞌa mene zamare borofeꞌohe. Aꞌe huga oꞌoꞌa haḡaiḡa. 
PHP.3.4	Rehano vaze ꞌahoganiꞌa aniꞌe vaze nagiga raꞌeteꞌe moneo Badi'a'a mae ḡihini'uma raꞌeteꞌe borofe zamarine, eḡe zuni eḡe moneo borofe hune rouga idaḡa.
PHP.3.4	U vaze ꞌahogani'a ahiri gauḡa ḡehaḡa haḡae'ohe rae zamarine, a'e eḡe'a vitinoga. 
PHP.3.5	Eꞌe fureranadu mada fuꞌo zu uḡidu fare meirotene, ahirihe rana iḡuri haḡairo. Eꞌe Isaraela vazeḡa, Beniamini iduhu vazeḡa, ebu Heberu mariga huga huga. Iuda goro ḡoeꞌa moneoꞌe Farisea vazeḡa, goro ḡoeꞌa faifaine haḡaido. 
PHP.3.6	Badiꞌa veize inareꞌeteꞌe moneoꞌe ekalesia azaḡa eḡeꞌa zamahe niduꞌa hina sausauzido. Iuda azaḡa goro ḡoeꞌa faifairu haḡaadu, duduḡa raꞌeteꞌe moneoꞌe, mene veꞌoniro.
PHP.3.7	Eḡeꞌa ahi ḡaugaꞌe manoḡa tauḡi zu ḡau boro bagaḡa rae zamarinu. Rehano Kerisoꞌa eḡe veize rudaroteꞌe ederirotene, ꞌuguḡa haḡaiḡaꞌe huga oꞌoꞌa haḡaiḡa rae zamarinu, mazaḡa eꞌe Keriso ederihi reinu. 
PHP.3.8	Ebu e ꞌize bare reihi. Ibite Badiꞌaꞌa matuꞌoga veize rae zamare haḡaidoteꞌe haḡaiꞌa niduꞌaꞌe huga oꞌoꞌa raꞌohe. U Keriso Iesu, eḡe Zuhiꞌa Boro, aniꞌe inihu edereꞌetaꞌaꞌe, manoḡa boro bagaḡa. Eꞌe, Keriso uꞌano haḡaihe amahiḡa niduꞌa modiro. Ebu ꞌuguḡa haḡaiḡaꞌe busi rae zamareꞌohe, eꞌe Keriso mone reifine, 
PHP.3.9	zu ane teite tiburafine. Eꞌe izidi eḡe inarao goro ḡoeꞌa haḡaadu, Badiꞌa ubumao duduḡa rae, mene raꞌohe, rehano Keriso mazao fieꞌeteꞌeanoꞌo Badiꞌa ubumao duduḡa rae raꞌohe. Aꞌe Badiꞌa aneꞌa ꞌouge raꞌohe, mazaḡa eḡeꞌa Keriso mazao fieꞌeteꞌe uꞌano. 
PHP.3.10	E uraꞌe Keriso faifairu ederihi, zu aniꞌa runeonoꞌo bare ḡabodiroteꞌe gigiꞌaḡa ederihi, zu ane zaharaniroteꞌe teige eḡe zuni zahararatihi, zu aneꞌa rudaroteꞌe teige eḡe zuni haḡai sauꞌa moneonoꞌo rudau vaḡinihi. 
PHP.3.11	ꞌOugadu e nougihi reine zuni, eḡeꞌa Keriso teite runeonoꞌo bare ḡabode iḡunadu, eꞌe ḡaboneḡa hina onamihi raꞌohe.
PHP.3.12	Eꞌe, ꞌuguḡa haḡaiḡa niduꞌa haḡae hauḡeha rae, mene raꞌohe, zu eꞌe Keriso teiḡe duduḡa hune rae mene raꞌohe. Rehano eꞌe haḡaiḡa haḡae hunihi rae ize inareꞌohe, mazaḡa, eꞌe Keriso hune teiḡoga veize, Keriso Iesuꞌa eḡe meiro. 
PHP.3.13	Nego nabudi, eꞌe Keriso teiḡe huneha rae mene zamareꞌohe. Rehano eꞌe, ḡau tiba ꞌadi haḡae hunihi raꞌohe: Eꞌe, ḡaruni moneo haḡairoteꞌe ḡauḡa niduꞌa mene zamareꞌohe. Rehano zama mone ḡauḡa daꞌo zamareꞌohe. Aꞌe Keriso ederadu, ane teigoga veize inare gaueꞌohe. 
PHP.3.14	Eꞌe Keriso hune teiḡoga veize inare onameꞌohe zu ḡonagano Badiꞌaꞌa naeḡa iniꞌuma. Eꞌe naeḡaꞌe Badiꞌaꞌa huheꞌeteꞌe zu adure zamahe itiꞌuma, mazaḡa Kerisoꞌa eḡe veize gau haḡairo.
PHP.3.15	Eꞌanoꞌo emeḡe niduꞌa Badiꞌa mazao fiadu zamarone manoḡa meiroteꞌe azaḡaꞌe, ꞌahige zamariꞌuma. Ebu haḡai nu zamaḡano zaeꞌa nufe zamarine, aꞌe zuni Badiꞌaꞌa zamazeo doḡoꞌani fureno ziniꞌuma. 
PHP.3.16	Rehano ḡoere boroꞌe emeḡe iniuiniuꞌe Badiꞌaꞌa ihofiroteꞌe idunaḡano haḡae onamiꞌuma.
PHP.3.17	Nego nabudi, eḡe teiḡoꞌi zu emeḡeꞌa ihoziroteꞌe haḡaiḡano radiuꞌeteꞌe azaḡa faine ḡianeꞌenaꞌa zeḡe zuni tuhuzoꞌi. 
PHP.3.18	Mazaḡa vaze ḡehaḡaniꞌa agire teiḡe Keriso agireniꞌohe. Eꞌe ibite ꞌuguḡa azaḡa haḡai ꞌai ḡae ḡehaḡa meꞌodo ziniro rehano izidi zeḡe haḡai zamaradu nihe vuḡaniꞌa onaeꞌenaꞌa bare raꞌohe. 
PHP.3.19	Zeꞌe ḡonagano rudaune, irerogao diuḡiꞌuma. Zeꞌe ahirizeꞌa urateꞌeteꞌe haḡaiḡa daꞌo haḡae radiuꞌohe. Ebu mazagaro haḡaiḡa haḡaeꞌe rehano, aꞌe zeḡeꞌa bare iteꞌohe, zeḡeꞌa zamareꞌeteꞌe ḡauḡa niduꞌaꞌe raha ꞌadi ḡauḡa. 
PHP.3.20	Rehano emeḡe radone habaꞌaꞌe adureo. Ebu Zuhia Boro Iesu Keriso eme ḡabofiꞌuma vazeḡa, eꞌanoꞌo ovaiteꞌe guhine radiuꞌeꞌuma. 
PHP.3.21	Ani ḡau nidua'a zuhi'ani'et'e inaraḡa obone'ohe. Aniꞌa bare ovaite'e madaḡano, e'e inaraḡa hina ahirife ruhura'umate'e ani'a mae nufadu, ahi'a iziḡa manoḡa heuḡa rifi'uma.
PHP.4.1	Eꞌanoꞌo nego nabudi, Zuhiꞌa Boro mazao fiadu edau gigaranoꞌi! Eꞌe za zamare rudauꞌohe zu giazihi raꞌohe. Ebu zaꞌe eḡe matuꞌohiꞌohe, zu eḡeꞌa niguzeꞌeteꞌe azaḡa.
PHP.4.2	Euodia zu Sintike, e za umizeꞌohe, zaꞌe Zuhiꞌa Boro moneo reiroteꞌe azaḡa bobo zamaze tibunoꞌi. 
PHP.4.3	Eḡe teite gau tibano gauꞌe huneꞌeteꞌe vazeḡa, ḡaꞌa roḡae aheu eꞌe danaziteꞌe eḡeꞌa umieꞌohe. Zeꞌe hari manoḡa haramoga veize eḡe teite inare gauido. Zeꞌe Kelemenito zu eḡe teite gauidoteꞌe azaḡa nunu teite gauido. Ebu zeḡe niduꞌa niꞌe Badiꞌaꞌa ḡabone bukaḡano mirihiro.
PHP.4.4	E bare bare ꞌahige raꞌohe: Mada niduꞌa Zuhiꞌa Boroꞌa zae veize haḡairoteꞌe zamaradu matuꞌoꞌi! 
PHP.4.5	Vaze mazao roḡeru radoꞌi, vaze niduꞌaꞌa zaꞌe roḡeḡa rae horozoga. Za ꞌadi zamaroꞌi! Zuhiꞌa Boroꞌe ꞌariga bare onaeꞌohe.
PHP.4.6	Ḡau ni ꞌahoga moneo zamaze ꞌago adudanoꞌi! Rehano naginiꞌa fureranoꞌidene, eꞌe ḡauḡa niduꞌaꞌe Badiꞌa mazao umidoꞌi! Ebu za kuranoꞌidene iḡaiḡa Badiꞌa Mazao manoḡa tauḡi roꞌi! 
PHP.4.7	Ebu Badiꞌaꞌa zama roḡeḡa ziniꞌuma, eꞌanoꞌo zamazeꞌe mene adudaꞌuma zu mene rihaꞌuma, mazaḡa zaꞌe Keriso Iesu teite tiburaro ꞌahine. Zama roḡeḡa aꞌaꞌe boro bagaḡa zu hoeꞌaḡa, vazeꞌa zamaroga zu mene idaḡa.
PHP.4.8	Nego nabudi, ḡoere ḡonagano ꞌahige reihi! Haḡai ꞌahiguḡa zamare onamoꞌi! Huga ḡoereꞌeteꞌe haḡaiḡa, gubatiteꞌeteꞌe haḡaiḡa, haḡai duduḡa, zama deheḡa haḡaiḡa, vazeꞌa matuiꞌuma haḡaiḡa manoḡa zu vazeꞌa rae ḡihiniꞌuma haḡaiḡa manoḡa. Nagi haḡai manoḡa tauḡi ga vazeꞌa niguniꞌuma haḡaiḡa manoḡa horonoꞌidene eꞌe zamareꞌenoꞌi! 
PHP.4.9	Zaeꞌa eḡe mazaonoꞌo ederiroteꞌe, zu meiroteꞌe, zu igiroteꞌe ḡoeꞌa niduꞌa, zu eḡe haḡaio horoniroteꞌe haḡaiḡa niduꞌa, zae radone zamaḡano haḡaoꞌi! Ebu zama roḡeḡa rifeꞌeteꞌe Badiꞌaḡaniꞌa zae teite radiuꞌeꞌuma.
PHP.4.10	Eꞌe Zuhiꞌa Boro mazao matuꞌe rudauꞌohe, mazaḡa faḡa hune radateꞌe enogano, za bare eḡe zamaradu eḡe ferehidoteꞌe ḡauḡa tuḡurodo. E edeḡa, za hube uratinu rehano, danaheꞌeteꞌe ibiḡa mene hidiro. 
PHP.4.11	E ḡau nuꞌa fereheꞌeteꞌe uꞌano, ꞌouge mene raꞌohe. Mazaḡa eḡe mazao naginiꞌa fureraune, aꞌe ḡauꞌa fereheꞌe ga mene, rehano e edereha zamaheꞌe idaḡa daꞌo. 
PHP.4.12	E edeḡa, ḡau oꞌoꞌa zamaḡano radiuꞌeteꞌe radoneḡa, ga ḡau ḡehaḡa zamaḡano radiuꞌeteꞌe radoneḡa. Radone nagiga zamaḡano zuni, eꞌe matuꞌe radoga ederiro, ogomu ḡehaḡa ga oꞌoꞌa, ḡau ḡehaḡa ga oꞌoꞌa. 
PHP.4.13	Eꞌe, radone nagigano zu ḡau niduꞌa haḡaoga idaḡa, mazaḡa Kerisoꞌa inaraḡa iniꞌe ꞌahine. 
PHP.4.14	Rehano e ꞌada aduga hideꞌeteꞌea, zaeꞌa danaheꞌetaꞌaꞌe manoḡa tauḡi.
PHP.4.15	Filipi azaḡa, za edeḡa, zaeꞌa hari manoḡa ḡadaheḡano igiroteꞌe madaḡano bone, e, zae haba Makedoniaonoꞌo iḡunirotene, zae Filipi ekalesia azaḡaniꞌa daꞌo ḡau nu iniꞌenaꞌa danahiro, u neḡa ꞌahoga ꞌahoga ekalesiaḡa azaḡaꞌe mene ꞌougiro. 
PHP.4.16	Eḡeꞌa Tesalonika neḡano radiunuteꞌe zamaḡano zuni, e ḡauꞌa ferehinutene, za eḡe veize bare bare ḡau tuḡurido. 
PHP.4.17	Eꞌe zaeꞌa ḡau nu bare tuḡuronoga veize ꞌahige mene raꞌohe. Rehano zaeꞌa danahe onamadu, Badiꞌaꞌa naeḡa ziniteꞌeꞌa bororanoga urateꞌohe. 
PHP.4.18	Eꞌe fereheꞌeteꞌe ḡauḡa niduꞌa ꞌada. Aꞌe boro bagaḡa. Zaeꞌa eḡe veize tuḡuriroteꞌe ḡauḡa, Epaforoditoꞌa odohe onairotene, ḡauheꞌa ḡehararo. Zaeꞌa tuḡuriroteꞌe ḡauḡaꞌe Badiꞌa ḡahunohauꞌeteꞌe hohoḡa manoḡa heuḡa. Aꞌe Badiꞌaꞌa mae ḡihineꞌohe, zu matuꞌeꞌohe. 
PHP.4.19	Eḡe Badiꞌaꞌa, ane ḡauḡa ḡehaḡa bagaḡaonoꞌo, Keriso Iesu uꞌano borofe ziniꞌuma, ḡauzeꞌa ferezeꞌeteꞌe madaḡano.
PHP.4.20	Emeḡe Badiꞌa, emeḡe Mama niguneꞌenoꞌi, onamo tuḡutuḡu! Hube hube hune ꞌougoꞌi!
PHP.4.21	Iesu Keriso mazao fieꞌeteꞌe azaḡa niduꞌa veize uhiu tuḡureꞌohe. Zuhiꞌa Boro mone raꞌeteꞌe azaḡa eḡe teite ꞌada radiuꞌeteꞌeꞌa uhiu tuḡureꞌohe. 
PHP.4.22	Adao Badiꞌa veize raꞌeteꞌe azaḡa niduꞌaꞌa zae veize uhiu tuḡureꞌohe. Roma zuhiꞌaḡa
PHP.4.23	Zuhiꞌa Boro Iesu Keriso ḡahunone manoḡaniꞌa zae vine teite radiuꞌenoꞌi!
COL.1.1	Eḡe Pauloꞌa emeḡe nabudi Timoteo teite fefa ꞌadi miriheꞌohe. Eꞌe Badiꞌaꞌa madu, Keriso Iesu veize apostolo gauḡano ohohiro. 
COL.1.2	Fefa ꞌadiꞌe Kolose neḡano radiuꞌeteꞌe Badiꞌa mone raꞌeteꞌe zu Keriso gauo hubehune gaueꞌeteꞌe azaḡa veize miriheꞌohe. Badiꞌa, emeḡe mamaꞌa manohuga zu zama roḡeḡa zenoꞌi!
COL.1.3	Eme zae veize iḡaiḡa kurauꞌetene, Badiꞌa, emeḡe Zuhiꞌa Boro Iesu Keriso Moga mazao manoḡa tauḡi raꞌohe. 
COL.1.4	Mazaḡa zaeꞌa Keriso Iesu mazao fieꞌeteꞌe zu Badiꞌa mone raꞌeteꞌe azaḡa niduꞌa zamaradu danazꞌeteꞌe igiro ꞌahine. 
