GEN.1.1	Uluk fohon, Maromak naseꞌi laleꞌan no raiklaran.
REV.1.11	Lia maliak nia naruka naꞌak, “Yohanis! Haꞌu kakara kalore lia ida baa o. O musti makerek mola hotu-hotu lia mak o maree neꞌe. Hotu, o musti solok baa ema sarani klubun hitu, mak ida-idak iha kota Efesus, kota Smirna, kota Pergamus, kota Tiatira, kota Sardis, kota Filadelfia no kota Laodikia.”
REV.1.12	Rona kola nunia, haꞌu kfila baa kotuk atu karee ema mak dale nia. Mais, karee loos badut lolon hitu iha badut sasukun mak halo hosi mean. 
REV.1.13	Noo ema ida mak nariik iha badut nia sia klaran. Ilas hanesan Ema Raiklaran Isin. Tau faru klobor ida, nodi sakat tais mean ida baa karas.
REV.1.14	Fuuk, mutik hanesan kabas rahun.
REV.1.15	Ain, mean laak hanesan besi riti hamotu. Lian maliak boot, hanesan wee tatolik.
REV.1.16	Liman kwana kaer fitun matan hitu. Surik matan ruak roꞌat ida naklosu sai nosi ibun. Oin, naksinak kroman hanesan loro sinak.
REV.1.17	Titu-karee ema nia, haꞌu kakloti kedan iha ain. Mais Nia kebit haꞌu nodi liman kwana, hotu dale naꞌak, “Oa! Keta mataꞌuk! Lia hotu-hotu huun nosi Haꞌu, hori uluk fohon toꞌo mohu.
REV.1.18	Uluk, Haꞌu kmate. Mais maree mai! Oras neꞌe, Haꞌu kmoris kikar tiꞌan. Haꞌu moos atu kmoris toꞌo nima-nimak. Haꞌu, makaer sabi matebian fatin. Haꞌu mak karuka taka-loke fatin nia, tan Haꞌu koo beran kalo ema moris nikar. 
REV.1.19	Dadi, o musti makerek mola lia hotu-hotu mak o maree baa oras neꞌe, no lia hotu-hotu mak nosi ikus atu dadi. 
REV.1.20	Haꞌu kalore uluk lia isin nuneꞌe: Badut mean hitu nia naꞌak, ema sarani klubun hitu. Fitun matan hitu nia mak o maree iha Haꞌukaan liman kwana nia naꞌak, makbukar naꞌin hitu mak nodi lia nosi Naꞌi Maromak baa ema sarani klubun hitu nia.”
REV.2.1	Hotu, Ema Raiklaran Isin nia naruka haꞌu naꞌak, “Yohanis. O musti makerek mola hakerek ida. Hakerek nia lian nuneꞌe:
REV.2.1	‘Bodik ema sarani sia iha kota Efesus:
REV.2.1	Hakerek neꞌe, nosi Haꞌu, mak Yesus. Haꞌu mak kaer fitun matan hitu iha liman kwana. Haꞌu moos laꞌo kasirin atu karee badut mean hitu nia ida-idak. Hanono haꞌu kdale neꞌe.
REV.2.2	Karee tiꞌan emikaan moris iha kota Efesus. Emi haterus aan hodi serwisu susi ruin bodik Naꞌi Maromak. Oras ema aat mai iha emikaan klaran, emi dudu sai. Oras ema mai naktolek naꞌak, nia mak Haꞌukaan klosan, emi leno diꞌa-diꞌak niakaan moris, toꞌo hatene hola niakaan tolek teen. Hotu, emi dudu sai, la hanono nia. 
REV.2.3	Masik ema nasusar emi tan fiar Haꞌu, emi haterus aan, la hakiduk kois.
REV.2.4	Mais, emi monu tiꞌan iha lia ida. Uluk, oras emi foin fiar Haꞌu, emi hadomi malu. Mais oras neꞌe, la nunia tiꞌan. 
REV.2.5	Tan baa nia, emi musti hanoin oras uluk nia hodi hanawa ona hosi sala nia, nebee hadomi malu hikar hanesan uluk. Kalo lale, atu kmai kola kikar badut mean nia nosi emi. 
REV.2.6	Masik nunia, Haꞌukaan neon sei diꞌak netik, tan emi la simu hanorin tolek nosi Nikolai eman sia. Haꞌu moos la simu hanorin nia.
REV.2.7	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia. Ema mak tuir Haꞌu toꞌo mate, Haꞌu kfoo leet baa nia atu naa nosi ai huun iha Naꞌi Maromak toꞌos etu. Tan ema mak naa ai huun nia fuan, netan moris namutuk no Naꞌi Maromak toꞌo nima-nimak.’ ”
REV.2.8	Hotu, Ema Raiklaran Isin nia dale natutan naꞌak, “Yohanis, dala ida neꞌe o musti makerek tenik hakerek ida. Hakerek nia lian nuneꞌe:
REV.2.8	‘Bodik ema sarani sia iha kota Smirna:
REV.2.8	Hakerek neꞌe nosi Haꞌu, mak Yesus. Lia hotu-hotu huun nosi Haꞌu, hori uluk fohon toꞌo mohu. Uluk, Haꞌu kmate, mais oras neꞌe, Haꞌu kmoris kikar tiꞌan. Hanono Haꞌu kdale neꞌe.
REV.2.9	Karee tiꞌan emikaan moris susar iha Smirna. Emi neꞌe, mukit iha ema raiklaran oin, mais, soi iha Naꞌi Maromak oin. Noo ema mak dale naꞌak, sia, Naꞌi Maromak eman. Mais, sia moos nadois emikaan naran. Tuir loos, sia lahoos Naꞌi Maromak eman. Sia tuir diabu ulun dei. 
REV.2.10	Dadi, hanono diꞌa-diꞌak. Lalika hataꞌuk hetan susar. Surak hatene, diabu ulun buka atu natama emi balu baa bui toꞌo loron sanulu laran, tan nia nakara nebee emi seꞌi kotuk baa Haꞌu. Masik emi kona hoꞌo, keta haluꞌa Haꞌu. Tan ema mak tuir Haꞌu toꞌo mate, atu kselu kikar nia kodi moris nima-nimak.
REV.2.11	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia. Tan ema mak tuir Haꞌu toꞌo mate, nia la terus susar iha tasi haꞌi mak laka nohuun. Hodi nunia, nia la mate dala rua.’ ”
REV.2.12	Hotu, Ema Raiklaran Isin nia dale natutan tenik naꞌak, “Yohanis, dala ida neꞌe o musti makerek tenik hakerek ida. Hakerek nia lian nuneꞌe:
REV.2.12	‘Bodik ema sarani sia iha kota Pergamus:
REV.2.12	Hakerek neꞌe nosi Haꞌu, mak Yesus. Haꞌu mak kaer surik roꞌat matan ruak. Hanono Haꞌu kdale neꞌe.
REV.2.13	Katene tiꞌan emikaan kota Pergamus nia. Makaer ukun iha nia, diabu ulun. Masik nunia moos, emi kaer metin Haꞌukaan naran, hodi fiar Haꞌu bei-beik. Uluk, Haꞌukaan ema ida iha nia, naran Antipas. Nia nanorin nalo loos nosi Haꞌukaan dalan moris, mais ema noꞌo nia. Masik nunia moos, emi la heli Haꞌu.
REV.2.14	Mais, emi monu baa lia ida-rua, tan emi naꞌin hira tuir Balam hanorin kaleꞌuk. Uluk, Balam nanorin Balak atu sokur ema Israꞌel sia, nebee nakur Naꞌi Maromak beer, toꞌo sia naa hahaak mak sera baa aiꞌoi lulik no nakur biti-kluni.
REV.2.15	Emi naꞌin hira moos tuir Nikolai hanorin. 
REV.2.16	Dadi, emi musti hanawa hosi emikaan salan nia sia. Kalo lale, la kleur Haꞌu kmai karoe emi kodi Haꞌukaan lia fuan mak roꞌat hanesan surik.
REV.2.17	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia. Ema mak tuir Haꞌu toꞌo mate, Haꞌu kfoo leet baa nia atu naa tubi 
REV.2.18	Hotu, Ema Raiklaran Isin nia dale natutan tenik naꞌak, “Yohanis, dala ida neꞌe o musti makerek tenik hakerek ida. Hakerek nia lian nuneꞌe:
REV.2.18	‘Bodik ema sarani sia iha kota Tiatira:
REV.2.18	Hakerek neꞌe nosi Haꞌu, Yesus, mak Naꞌi Maromak Oan! Haꞌukaan matan laka nuꞌu haꞌi. Haꞌukaan ain mean laak nuꞌu besi riti hamotu. Hanono Haꞌu kdale neꞌe.
REV.2.19	Karee emikaan moris tiꞌan. Emi hadomi Haꞌu no fiar biit baa Haꞌu. Emi moos tuir Haꞌukaan ukun nohuun. Masik ema nasusar emi moos, emi haterus aan bei-beik. Haꞌu moos katene, oras neꞌe emi serwisu makaꞌas liu tenik bodik Haꞌu.
REV.2.20	Mais, emi monu baa lia ida, tan emi simu feto naran Isabel nia. Nia naksaꞌek aan naꞌak, nia, Maromak makoꞌan. Hotu emi habusik nia bosok nola Haꞌukaan ema sia nodi hanorin kaleꞌuk, toꞌo sia nalo lia kfoꞌer no tuir naa haan mak sera baa aiꞌoi lulik. 
REV.2.21	Haꞌu kdeꞌan feto nia hei-hein tiꞌan, nebee laꞌo nela sala nia, mais nia la noꞌuk.
REV.2.22	Mana diꞌa-diꞌak. Oras neꞌe Haꞌu kakotu tiꞌan atu kastikar nia kodi moras ida, toꞌo nia la bele laꞌo nela toba fatin. Nunia moos, baa ema mahalo lia kfoꞌer no nia. Kalo sia la laꞌo nela feto aat nia, la kleur ona Haꞌu moos kastikar sia. 
REV.2.23	Haꞌu moos atu koꞌo feto aat nia oan sia. Kodi nunia, emi makfiar hotu-hotu hatene haꞌak, Haꞌu katene ema raiklaran neon ain. Haꞌu moos atu selu baa emi tuir emikaan hahalok.
REV.2.24	Mais, emi seluk sia iha Tiatira la tuir feto nia hanorin aat. Emi dudu fila hanorin funin nosi ema mak kaer ai tahan aat. Tan baa nia, Haꞌu lalika deꞌan tenik emi, 
REV.2.25	surak kaer metin emikaan fiar toꞌo kmai kikar. 
REV.2.26+REV.2.27	Haꞌu atu kfoo beran bodik ema mak tuir Haꞌu toꞌo mate. Beran nia, beran boot, manesak no beran mak Haꞌu ketan kosi Haꞌukaan Ama kodi ukun ema klubun hotu-hotu iha raiklaran. Kalo ema sakar Haꞌu, Haꞌu kodi beran nia, Haꞌu ksakar kikar sia, hanesan kodi knoꞌan besi, taꞌe karoe sasanan rai.
REV.2.28	Haꞌu moos atu foo fitun naꞌin baa emi.
REV.2.29	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia.’ ”
REV.3.1	Hotu, Ema Raiklaran Isin nia dale natutan tenik baa haꞌu naꞌak, “Yohanis, dala ida neꞌe o musti makerek tenik hakerek ida. Hakerek nia lian nuneꞌe:
REV.3.1	‘Bodik ema sarani sia iha kota Sardis:
REV.3.1	Hakerek neꞌe nosi Haꞌu, mak Yesus. Haꞌu ukun kodi Maromak Kmalar Lulik mak hanesan kmalar hitu. Haꞌu moos kaer fitun matan hitu kodi Haꞌukaan liman. Hanono Haꞌu kdale neꞌe.
REV.3.1	Karee tiꞌan emikaan hahalok iha Sardis nebaa. Ema dale naꞌak, emi moris tuir Haꞌukaan beer. Mais tuir loos, emikaan hahalok la fatan no ema mak moris foun.
REV.3.2	Hanoin diꞌa-diꞌak! Hetak hakbiit emikaan fiar mak kreꞌis atu mohu. Haꞌu kleno tiꞌan emikaan hahalok sia. La noo ida moos mak loos iha Naꞌi Maromak oin. 
REV.3.3	Keta haluꞌa hanorin loos mak emi simu tiꞌan hori uluk nia. Tuir tebe-tebes Naꞌi Maromak beer hodi laꞌo hela emikaan salan. Kalo emi la halo lai-lais nunia, emi la hadiꞌa aan baa oras Haꞌu kmai kikar. Tan Haꞌu kmai teki-tekis, nuꞌu ema naꞌok mak emi la hanoin hola.
REV.3.4	Mais, emi balu iha Sardis sei moris loos, hanesan ema mak la nadoor faru. Tan lia nia, emi fatan tau faru mutin, laꞌo hamutuk ho Haꞌu. 
REV.3.5	Ema mak tuir Haꞌu toꞌo mate, fatan tau faru mutin. Haꞌu la koꞌas niakaan naran kosi hakerek mak noo ema hotu-hotu naran mak atu moris nima-nimak no Naꞌi Maromak. Haꞌu moos katak baa Haꞌukaan Ama no makbukar laleꞌan sia kaꞌak, nia, Haꞌukaan ema.
REV.3.6	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia.’ ”
REV.3.7	Hotu, Ema Raiklaran Isin nia dale natutan tenik naꞌak, “Yohanis, dala ida neꞌe o musti makerek mola tenik hakerek ida seluk. Hakerek nia lian nuneꞌe:
REV.3.7	‘Bodik ema sarani sia iha kota Filadelfia:
REV.3.7	Hakerek neꞌe, nosi Haꞌu, mak Yesus. Haꞌu, mak moon no loos. Haꞌu moos mak kaer Naꞌi Daud sabin. Kalo Haꞌu kloke odamatan, la noo ema ida mak bele taka. Kalo Haꞌu ktaka, la noo ema ida mak bele loke.
REV.3.8	Katene tiꞌan lia hotu-hotu mak emi halo. Haꞌu moos katene kaꞌak, ema la duun natene emi. Masik nunia moos, emi la heli Haꞌu, mais emi tuir Haꞌu nohuun. Mana diꞌa-diꞌak, tan Haꞌu kloke tiꞌan odamatan bodik emi. Dadi, la noo ema ida mak bele taka nikar.
REV.3.9	Hanono diꞌa-diꞌak! Noo ema mak dale bosok naꞌak, sia Naꞌi Maromak eman. Mais tuir loos, sia tuir diabu ulun. Emi lei haree! Haꞌu atu kalo sia toꞌo nakniꞌa iha emikaan oin, nodi katak sain naꞌak, Naꞌi Maromak nadomi emi tebes.
REV.3.10	Tan emi haterus aan hodi tuir Haꞌukaan Manfatin, Haꞌu atu ksara kola emi nosi susar mak Naꞌi Maromak atu nodi koko ema raiklaran.
REV.3.11	La kleur ona, atu kmai kikar. Dadi, kaer metin Haꞌukaan hanorin mak emi simu hori uluk nia. Kalo tuir hanorin seluk, lia hotu-hotu mak Maromak nameno atu selu baa emi iha laleꞌan, lakon mohu. 
REV.3.12	Ema mak tuir Haꞌu toꞌo mate, sia atu nein no Naꞌi Maromak nima-nimak, hanesan ai rii boot mak taman iha Naꞌi Maromak Tofatik. Haꞌu atu kakerek Haꞌukaan Maromak naran no Niakaan kota naran iha siakaan isin. Kota nia, Maromak natuun nosi laleꞌan. Ema temi kota nia naꞌak, Yerusalem Foun. Haꞌu moos atu kakerek Haꞌukaan naran foun iha siakaan isin.
REV.3.13	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia.’ ”
REV.3.14	Hotu, Ema Raiklaran Isin nia moos dale natutan tenik naꞌak, “Yohanis, oras neꞌe, o musti makerek mola hakerek tatakan. Hakerek nia lian nuneꞌe:
REV.3.14	‘Bodik ema sarani sia iha kota Laodikia:
REV.3.14	Hakerek neꞌe nosi Haꞌu, Yesus, mak ema temi naꞌak, ‘Loos Huun’. Haꞌu kdale lo-loos Maromak Manfatin. Lia hotu-hotu mak Naꞌi Maromak naseꞌi, huun nosi Haꞌu.
REV.3.15	Karee tiꞌan emikaan hahalok iha Laodikia nebaa. Mais, emi nunabee?! Manas, lale; malirin moos, lale. Diꞌak liu, kalo manas, manas tebe-tebes! Kalo malirin, malirin tebe-tebes! 
REV.3.16	Mais, tan emi tuir Haꞌu hodi neon ruak, Haꞌu atu kakbuut sai emi kosi Haꞌukaan ibun, hanesan ema nakbuut kaban.
REV.3.17	Emi dale loko aan haꞌak, ‘Ita neꞌe, ema maksoin. Ita moris diꞌa-diꞌak. Sa-saa iha hotu!’ Mais tuir loos, emikaan neon naktomak tiꞌan, toꞌo emi la hatene tenik lia diꞌak sia. Tan baa nia, emi dadi mukit no kwalan. 
REV.3.18	Diꞌak liu, mai sosa hola mean isin hosi Haꞌu, nebee emi dadi maksoin tebe-tebes. Sosa hola noo, faru mutin hodi taka hola emikaan kwalan nia. Sosa hola noo, ai tahan matan hodi hoꞌas emikaan matan, nebee emi bele haree hikar.
REV.3.19	Ema mak Haꞌu kadomi, kalo nalo sala, Haꞌu kdeꞌan kodi taa ukun baa nia, nebee nia bele nanorin aan. Dadi, emi musti haloos neon, tuir Haꞌu hodi laran maluak.
REV.3.20	Rona diꞌa-diꞌak! Haꞌu kariik tiꞌan iha odamatan oin. Haꞌu kbolu atu tama. Kalo ema ida rona Haꞌukaan lian, hotu loke odamatan, Haꞌu ktama baa kaa kamutuk ko nia. 
REV.3.21	Ema mak tuir Haꞌu toꞌo mate, Haꞌu klatan beran baa nia, nebee tuur kaer ukun namutuk no Haꞌu. Tan Haꞌu moos katerus aan tuir Haꞌukaan Ama, oras neꞌe Haꞌu ktuur kaer ukun kamutuk ko Nia.
REV.3.22	Hanono diꞌa-diꞌak lia mak Maromak Kmalar Lulik katak baa ema sarani sia.’ ”
REV.4.1	Ema Raiklaran Isin nia dale notu, Naꞌi Maromak nalore lia seluk tenik. Haꞌu karee odamatan ida nakloke iha laleꞌan. Hotu, krona tenik ema mahoo lian makaꞌas hanesan kfui dikur nia katak naꞌak, “Mai! Saꞌe ona! Haꞌu atu katudu baa o lia hotu-hotu mak atu dadi.”
REV.4.2	Baa oras nia moos, Maromak Kmalar Lulik foti nodi haꞌu baa laleꞌan. Haꞌu karee habesi aan fatin ida. Noo Ida tuur nabesi aan iha fatik nia. 
REV.4.3	Nia naksinak ilas murak matak no mean, hanesan fatuk mahoo matan mak folin todan, mak ema temi naꞌak fatuk 
REV.4.4	Iha nia moos noo kadera ukun rua nulu resin haat mak satan nola habesi aan fatin nia. Fukun naꞌin rua nulu resin haat tuur baa kadera nia sia. Sia hotu-hotu tau faru mutin no sabeo nosi mean. 
REV.4.5	Mameran tubu nosi habesi aan fatin iha klaran nia. Kokur moos taba tutan malu. Noo klonus lolon hitu mak laka iha habesi aan fatin oin. Klonus nia naꞌak Maromak Kmalar Lulik, mak hanesan kmalar hitu.
REV.4.6	Haꞌu ktitu-karee tenik hanesan noo tasi ida mak moon nuꞌu lalenok iha habesi aan fatin oin.
REV.4.6	Hotu, haꞌu ktitu-karee buat horis kasalak matan haat. Sia lituk habesi aan fatin nia nodi naliku Naꞌi Maromak. Buat nia sia, oin-kotuk nakonu mesan matan fuan.
REV.4.7	Buat nomer ida, oin hanesan busa fuik boot. Nomer rua, oin hanesan karau baka aman. Nomer tolu, oin hanesan ema raiklaran. Nomer haat, oin hanesan kikit maksemon.
REV.4.8	Buat matan haat nia, ida-idak noo liras neen. Liras nia sia luan no laran nakonu mesan matan fuan. Loron-kalan buat nia sia nananu la nakotu naꞌak,
REV.4.8	“Ami tonu-haboot Naꞌi Maromak!
REV.4.8	Ami foti-hahaas Naꞌi Maromak naran!
REV.4.8	Naꞌi Maromak, mak Lulik Kaliuk!
REV.4.8	Naꞌi Maromak, mak Beran Kaliuk.
REV.4.8	Naꞌi Maromak, mak iha hori uluk.
REV.4.8	Naꞌi Maromak, mak iha baa oras neꞌe.
REV.4.8	Naꞌi Maromak, mak iha toꞌo nima-nimak!”
REV.4.9	Nodi nananu nunia, sia tonu no nakneter Naꞌi Maromak, no sera dodan baa Nia, tan Nia mak nabesi aan baa habesi aan fatin nia, no Nia mak iha toꞌo nima-nimak. Baa oras sia nananu, 
REV.4.10	fukun naꞌin rua nulu resin haat nia moos sudur baa Naꞌi Maromak mak nabesi aan iha habesi aan fatin nia. Fukun sia loke siakaan sabeo, rai baa habesi aan fatin nia oin, nodi loꞌu-sudur baa Nia mak iha hori nima-nimak toꞌo nima-nimak. Sia moos tonu-naboot Nia naꞌak,
REV.4.11	“Aaa, Naꞌi Maromak!
REV.4.11	Ami tonu-haboot Ita Boot!
REV.4.11	Ami foti-hahaas Ita Boot naran.
REV.4.11	Ita Boot mak amikaan Naꞌin.
REV.4.11	Ita Boot mak amikaan Maromak!
REV.4.11	Ita Boot mak fatan simu amikaan tonun.
REV.4.11	Ita Boot mak fatan simu amikaan kneter.
REV.4.11	Tan, Ita Boot mak Beran Kaliuk.
REV.4.11	Tan, Ita Boot mak Boot Kaliuk.
REV.4.11	Ita Boot mak haseꞌi hotu-hotu.
REV.4.11	Ita Boot mak halo hotu-hotu moris.
REV.4.11	Hotu-hotu mak iha,
REV.4.11	dadi tan Ita Boot mak haseꞌi.
REV.4.11	Hotu-hotu mak moris,
REV.4.11	noo nawan tan Ita Boot mak foo.”
REV.5.1	Hotu, haꞌu ktitu-karee kikar Nia mak nabesi aan iha habesi aan fatin nia. Nia kaer hakerek ida iha liman kwana. Hakerek nia, nakonu oin-kotuk. Hakerek nia moos lulun metin hodi hanit hitu.
REV.5.2	Hotu haꞌu ktitu-karee makbukar laleꞌan makaꞌas ida. Nia nusu nodi lian makaꞌas naꞌak, “See mak noo beran atu bele loke nodi leno hakerek nia?” 
REV.5.3	Nusu nunia, mais la netan ema ida moos mak noo beran atu bele loke nodi leno hakerek nia isin. Iha laleꞌan no raiklaran, la noo ida kedan. Iha matebian fatin moos, la noo kedan. 
REV.5.4	Haꞌu ktitu-karee nunia, haꞌu moos tanis karoꞌan aan, tan la noo ema ida kois mak noo beran atu bele loke nodi leno hakerek nia isin. 
REV.5.5	Hotu, naꞌin ida nosi fukun rua nulu resin haat nia, dale no haꞌu naꞌak, “Hei, mau! Keta tanis. Mana lai! Noo Naꞌi Daud husar-binan makaꞌas ida mak ema temi naꞌak, ‘Busa fuik boot nosi husar-binan Yahuda’. Nia nabeꞌo mohu lia aat hotu-hotu. Nia mak noo beran loke hanit nia sia, nodi leno hakerek nia isin.”
REV.5.6	Haꞌu krona hotu nunia, karee kola Bibi Malae Oan ida. Nia noꞌi nariik iha buat horis kasalak matan haat no fukun naꞌin rua nulu resin haat nia klaran. Bibi Malae Oan nia, nuꞌu ema noꞌo tiꞌan. Nia noo dikur hitu. Matan fuan, hitu. Matan fuan hitu nia, mak Maromak kmalar hitu mak Nia solok tiꞌan baa raiklaran tomak.
REV.5.7	Hotu, haꞌu ktitu-karee Bibi Malae Oan nia baa nasoru Nia mak nabesi aan iha habesi aan fatin. Nia nola hakerek lulun nia nosi Niakaan liman kwana.
REV.5.8	Baa oras nola, buat horis kasalak matan haat nia, no fukun naꞌin rua nulu resin haat nia, nakniꞌa nodi loꞌu-sudur baa Nia. Sia ida-idak kaer bareka no mako ida halo hosi mean. Mako nia nakonu noo ai morin mak ema tunu nalo baa dubun morin. Dubun morin nia, mak Naꞌi Maromak eman siakaan hamulak.
REV.5.9	Hotu, sia hotu-hotu nananu kananuk foun ida naꞌak:
REV.5.9	“Bibi Malae Oan mak fatan simu hakerek neꞌe.
REV.5.9	Bibi Malae Oan mak noo beran loke hanit iha hakerek nia.
REV.5.9	Tan Nia kona hoꞌo tiꞌan.
REV.5.9	Hotu, Naꞌi Maromak nodi raan,
REV.5.9	kasu ema raiklaran salan.
REV.5.9	Hodi nunia, ema nosi hunun no klubun hotu-hotu
REV.5.9	bele dadi Naꞌi Maromak eman.
REV.5.9	Hodi nunia, ema mak dale nodi lia hotu-hotu iha rai hotu-hotu
REV.5.9	bele dadi Naꞌi Maromak eman.
REV.5.10	Bibi Malae Oan libur nola sia tiꞌan,
REV.5.10	dadi baa Niakaan hutun-renun.
REV.5.10	Bibi Malae Oan boi nola sia tiꞌan,
REV.5.10	dadi Naꞌi Maromak eman serwisu.
REV.5.10	Sia atu kaer ukun iha raiklaran.
REV.5.10	Sia atu serwisu bodik Naꞌi Maromak iha raiklaran.”
REV.5.11	Sia nananu hotu, haꞌu kfoti oin. Haꞌu krona kola lia maliak boot ida. Karee no buat horis kasalak matan haat nia, no fukun naꞌin rua nulu resin haat nia, no tenik, Maromak Niakaan makbukar laleꞌan lear, toꞌo maliun-maliun.
REV.5.12	Sia hotu-hotu nananu nodi lian makaꞌas naꞌak,
REV.5.12	“Ami foti-hahaas Bibi Malae Oan mak kona hoꞌo.
REV.5.12	Nia mak fatan simu amikaan tonun!
REV.5.12	Niakaan beran, boot kaliuk.
REV.5.12	Niakaan sasoin, waꞌin kaliuk.
REV.5.12	Niakaan kakutak, matenek kaliuk.
REV.5.12	Niakaan babiit, makaꞌas kaliuk.
REV.5.12	Ami foti-hahaas Niakaan naran.
REV.5.12	Ami sera kneter baa Nia.
REV.5.12	Ami tonu-haboot Nia.”
REV.5.13	Sia nananu hotu, haꞌu krona kola tenik kananuk seluk ida. Makmoris hotu-hotu iha laleꞌan, iha kaloꞌan, iha raiklaran, no iha tasi laran, foti lian nodi nananu. Ema nosi matebian fatin moos, tuir nananu. Sia nananu bele-bele naꞌak,
REV.5.13	“Ami tonu Naꞌi Maromak mak nabesi aan iha habesi aan fatin neꞌe.
REV.5.13	Ami moos foti-hahaas Bibi Malae Oan neꞌe.
REV.5.13	Ami sera kneter baa Sia.
REV.5.13	Ami loꞌu-sudur baa Sia.
REV.5.13	Tan Sia mak kaer ukun nima-nimak!
REV.5.13	Siakaan beran moos la mohu kois!”
REV.5.14	Hotu, buat horis kasalak matan haat nia, nataa bei-beik naꞌak, “Tebes, nunia! Nia, tebes tiꞌan!” Fukun nia sia moos nakniꞌa tenik nodi loꞌu-sudur baa Naꞌi Maromak no Bibi Malae Oan nia.
REV.6.1	Hotu, haꞌu ktitu-karee Bibi Malae Oan nia loke hanit nomer ida iha hakerek lulun nia. Haꞌu moos rona kola ida nosi buat horis kasalak matan haat nia, nahii nodi lian makaꞌas nuꞌu kokur. Nia naruka naꞌak, “Baa ona!” 
REV.6.2	Sarebak, haꞌu ktitu-karee kuda mutik ida. Ema ida saꞌe iha kuda nia. Nia tau sabeo meo ulun, tan Nia natoba nola funu bei-beik. Oras neꞌe, Nia kaer rama, nodi baa natoba tenik funu iha raiklaran.
REV.6.3	Hotu, Bibi Malae Oan nia loke hanit nomer rua. Haꞌu moos rona kola buat horis kasalak nomer rua naruka naꞌak, “Baa ona!” 
REV.6.4	Hotu, kuda meak lakan matan ida sai mai. Ema mak saꞌe kuda nia simu nola surik naruk ida, tan sia latan beran baa nia atu baa tokar lauk iha raiklaran, toꞌo ema noꞌo malu.
REV.6.5	Hotu, Bibi Malae Oan nia loke hanit nomer tolu. Haꞌu krona kola buat horis kasalak nomer tolu naruka naꞌak, “Baa ona!” Sarebak, haꞌu ktitu-karee kuda metan matan ida. Ema mak saꞌe kuda nia kaer dasin ida, atu nodi tetu hahaak mak nahuu mohu ona iha raiklaran.
REV.6.6	Hotu, haꞌu krona hanesan lia maliak ida mai nosi buat horis kasalak matan haat nia klaran. Lia maliak nia katak naꞌak, “Rai salaen boot ida atu mosu iha raiklaran. Toꞌo ema kansera loron ida, hodi sosa loos foos sasukat tolu dei. Kalo foos diꞌak, hetan loos sasukat ida dei. Mais, oras rai salaen toꞌo, ema la bele nahaat ai saitun no ai anggor iha toꞌos.”
REV.6.7	Hotu, Bibi Malae Oan nia loke hanit nomer haat. Haꞌu ktitu-karee buat horis kasalak nomer haat naruka naꞌak, “Baa ona!” 
REV.6.8	Sarebak, haꞌu ktitu-karee kuda malahuk matan ida. Ema mak saꞌe kuda nia naran ‘Mate Huun’. Noo ida mak tuir nia nosi kotuk, naran ‘Matebian Fatin’. Kalo sura ema hotu-hotu iha raiklaran, halo baa faꞌek haat, sia rua netan beran atu noꞌo faꞌek ida. Bele noꞌo nodi surik, nodi rai salaen, nodi moras, no nodi asu fuik.
