MAT.1.1	Bokanda bon’eotwelo ena Yesu Masiya, bon’ona Dawidi, bon’ona Abalayama.
HEB.12.4	Enokan’ino bita la baoyi’owe, botayele yoka ena njutsa ena bakila en’ita biho; 
HEB.12.5	ko bomolofela nsomya enakolak’ino nk’eyoka bana, ate,
HEB.12.5	Bon’onami bona mpame, tatangake lilako lina nsisodya lina Yawe yoi lin’isisali,
HEB.12.5	Ko tatenyake enakofel’ende lofeli;
HEB.12.6	Lacina Yawe alaka la nsisodya boto onok’ende nganji,
HEB.12.6	Ko afoma bona l’ona onatamb’ende mpomi.
HEB.12.7	Enitedy’ino lilako lina nsisodya, Yakomba ayakambe l’ino nk’eyoka la bana; bona onofalakame l’afango’onande lilako lina nsisodya ayali meya? 
HEB.12.8	Kokoyomb’ino bofaate lilako lina nsisodya linalakama bato bahatu, yok’oho boyali nko ban’ana lisamba, ko bofayali bana mene. 
HEB.12.9	Koko lakina, toyaaki l’afango bana baonge’aniso, banatolakaki la nsisodya, ko tafikaki; nd’ate Bafango’ona belimo, tofaleki nde lifik’ende, ko tike? 
HEB.12.10	Iyo solosolo batolakaki la nsisodya binabenetaat’ike, yok’onok’iy’otangak’olotsi; ohonde ende lacin’ena nkita eniso, lacina tekyame l’ende en’oeka bonande. 
HEB.12.11	Lilako lina nsisodya lihalitu yotangam’isanga nk’eyoka lifayali lin’ekiko, nko lina lokeseli; ohonde ena mbusa liho yatel’iy’anakikyamaki la liho bemamo bena mwi, nk’emamo bena mbongi. 
HEB.12.12	Lacin’eho, biledya bakasa banalengela ko la baongo banamunya; 
HEB.12.13	ko bokodya mboka ina cilili lacin’ena bakak’anino, lacin’ende onoyali l’etumbe atongokungyama mboka: akoli lacina aikyame.
HEB.12.14	Bitanaka la mwi eneyali bato bahatu, ko la njekyama en’oeka, lacina, enefan’oto eho, afayene Nkolo. 
HEB.12.15	Boongya lilenda lacina boto’omoi atongo yunganya isei ina Yakomba; lacina boluo bomoi bon’ololo botongomela, ko bokotungy’ino, ko lacin’ena boho bato bike baehyama la nsefo; 
HEB.12.16	lacina boto’omoi atongoyala boto’ona lisamba, yombo boto oninda boeka, yoka Esau, onokafaki lifoka linande lina ngolo lacin’ena etate emoko ena toma tona ndaka. 
HEB.12.17	Lacin’ino bey’oka, eneki’nd’olangaka ena mbusa ate asangole bosako, atimedyama; lacin’oka atasungya etelo ena njokanya, kang’afonaki yoi liho la locinji ko la mposoli.
HEB.12.18	Lacin’ino botaya ena lingonji linakolana lifomwa bakasa, ko yafeta la nkoi, ko botaya ena lilo lina ficifici, l’ena liucu, ko la lofongo lona lokolo, 
HEB.12.19	ko la lofoso lona kilolo, ko l’efodya en’aoyi bana ntenda; iy’anokaki efodya eho baondaki, yoi limoi litatendamake eneyal’iyo; 
HEB.12.20	lacin’iyo batakolana yitedya boeka bonekyamaki, ate, Yombo lingonji yafomwa nko la nyama kei, eho engoyakama la mpusa ena baufe; 
HEB.12.21	ko enelo enenyaki eyaaki ena losomo loneloleki nko ndeka mene, ko Mose mene ailaki, ate, Laanga nko mbanga mene, ko lilima la losomo. 
HEB.12.22	Ohonde bomoya ena lingonji lina Siona, ko l’en’onyanga bona Yakomba onoyike, nko Yelusalema ena loola, ko l’eneyali beloi bena bikima bina loola binifeyana laali, 
HEB.12.23	ko l’eneyali esusanelo la Ekelesia ena bana-ngolo banatengama baina ena loola, ko l’eneyali Yakomba, Ntenji en’akambo en’ato bahatu, ko l’eneyali belimo ben’ato bana mbongi banakolanyama nko nkolana, 
HEB.12.24	ko l’eneyali Yesu, Bolekya bon’eteelo ena lisangya lina litoto, ko l’eneyali bakila bana mpakisodya banatenda baoyi banaleki baho bana bakila bana Ebele bolotsi. 
HEB.12.25	Boongya lilenda, botongofengol’ende onotenda mpengola. Yomb’iyo bataat’ale elotelo’ale enek’iy’ofengolak’ende onotendaki baoyi bana Yakomba ena loko, nd’ate iso banatumel’ende mbusa onotendana ena loola, tofalotisa tu. 
HEB.12.26	En’esik’eho efodya enande elidyaki’ale loko; ohonde isanga amosembya esemba, ate, Nongolidya loko lakina, bolidya bomoko, ko efa loko kei: nongolidya le loola nkoho. 
HEB.12.27	Koko yoi line, Lakina bolidya bomoko, yatosumola nko njumola ena bikambwa binilidyama, nk’eyoka bikambwa bininunolamaki, lacin’eho bikambwa binifalidyame bicikale. 
HEB.12.28	Lacin’eho, enatamb’iso lifoka linifalidyamisa, toongya liyalama la lokango, lacina tokambela Yakomba la loho l’okotua bonatang’ende bolotsi, nko l’ekumedyo ena lokumo ko la mbanga. 
HEB.12.29	Lacina Yakomba eniso ayali nko nkoi eneyafete la ndungola.
HEB.13.1	Boongya lilangana yoka bakune l’otoolo. 
HEB.13.2	Botaofelake nsangela ena befenda; lacina yok’oho bamoi basangelaki’ale bikima bina loola, batey’oka bayaaki bikima. 
HEB.13.3	Bokanedyaka iy’anatungi en’enyolo, nk’eyoka inoamene bosokotungama l’iyo; ko l’iy’ananyomama, lacin’oka inoamene boyali nk’ena yonge. 
HEB.13.4	Ekoli lacina liala likumyame l’ato bahatu, ko ntange eyalame nko soto; lacina Yakomba angokoiya banalikele la bana-lisamba likambo. 
HEB.13.5	Botayalamake balangi bana francs. Bokisak’ase la toma tonatoat’ino, lacin’oka endamene amila, ate, Mpakocikaki tu, ko mpakumbelaki tutu. 
HEB.13.6	Lacin’eho, iso tokolana yila la njimedya mene, is’ate,
HEB.13.6	Yawe ayali bokambi’onami, mpaangaki tu:
HEB.13.6	Boto asokonjilel’emi yoi lika nai?
HEB.13.7	Bokanedyaka iy’anilamaki ena lifoka eneyal’ino, banakosumolak’ino yoi lina Yakomba; bokanelaka nsimbo en’ekendelo eniyo, ko bokilana l’okotua bon’imeedyo iniyo. 
HEB.13.8	Yesu Masiya ayali bokotua nk’omoko: bin’onoki loi, la bon’in’one, la bisike bihitu afacikitana tu. 
HEB.13.9	Botatolamake bili l’ili la balako ban’ekotua l’ekotua ko la balako banafey’ino; ekoli lacina botema bocidyame l’isei, efa la toma tona ndaka: toho totaatel’iy’anakanelaki toho nkita. 
HEB.13.10	Iso toyali la mesa ena mbeka, ko iy’anasaela botumb’oho bon’esenda bafan’etelo oyola toma ena mesa eho. 
HEB.13.11	Lacina nyama iho inatola nkanga en’iyome bakila baniyo ena Etenyi en’oeka yoka mbeka lacin’ena baoyi’owe, beduo bena nyama iho beotumbama ena mbiolo en’esusanelo. 
HEB.13.12	Lacin’eho, Yesu nkoho aenaki bino ena mbiolo en’ofolo, lacina aekya bato en’oeka l’akila bananda mene. 
HEB.13.13	Lacin’eho, akoli eneyal’iso tofole l’ende ena mbiolo en’esusanelo, totole lotango lonande lon’owe. 
HEB.13.14	Lacin’iso tofan’onyanga bonongoyala locelamendo: toyafone boho bonongoya linga. 
HEB.13.15	Bolotsi tolekya mbeka l’ende, nko mbeka ena nkumya ena Yakomba bisike bihitu, nko bemamo bena nkefu inayimedya lina linande. 
HEB.13.16	Koko botofelake likamb’olotsi ko bokambyana; lacina Yakomba atanga inbeka ina bokotu’oho bolotsi. 
HEB.13.17	Bofik’iy’anilama ena lifoka eneyal’ino, ko baimedya la lifiko, lacin’iyo batombanya lacin’ena belimo’enino yoka bato banangolokola linga boloko’oniyo; lacina baile yoi liho l’enyanga, efa la lokeseli: bokotu’oho bofakoatel’ino nkita.
HEB.13.18	Botoondel’iso; lacin’oka tokanel’is’ate botem’oniso bofatokoiya likambo, ko tolanga tokambe l’ekambelo ena cilili en’aoyi bahatu. 
HEB.13.19	Ko lakosomy’ino losomo la ndeka, bile yok’osamb’one lacin’eho emi mbutodyame eneyal’ino isasanga.
HEB.13.20	Koko Yakomba ena mwi, onucisaki lakina enek’anawaki Botombanyi’oho bona mpate bon’okolo, l’akila ban’eteelo ena lisangya ena bisike l’isike, nko Nkolo eniso Yesu; 
HEB.13.21	Endamene akoongy’ino nko mbonga ena bikambwa bihitu bin’olotsi, lacina bile eango enande, ko akambe eneyal’ino ekambwa enetangam’olotsi en’oso’onande, nko la Yesu Masiya; lokumo eneyal’ende bisike la bisike. Ndoho.
HEB.13.22	Koko lakoond’ino, bifili, biitedya yoi line lina lilako; lacin’oka mokotengel’ino baoyi banafan’ike. 
HEB.13.23	Beyak’oka efili eniso, Timoteo, amotungwa, ko yombo afalingalinga liya, tongokeen’ino, emi l’ende.
HEB.13.24	Bees’iyatu banilama ena lifoka eneyal’ino, ko la ban’oeka bahatu. Iy’anayali baise Italia bakees’ino.
HEB.13.25	Isei iyalamake l’inatu. Ndoho.
JAS.1.1	Yakobo, boombo bona Yakomba la Nkolo Yesu Masiya, eneyali beloi jo l’efe beneyali en’efafandelo: Lakees’ino l’enyanga.
JAS.1.2	Bifili binami, enakosambanya mmeko ina bekotua l’ekotua, ekoli lacina botange yoi liho nk’ekiko; 
JAS.1.3	lacina bey’oka emekelo en’imeedyo inino eokoatel’ino locinji. 
JAS.1.4	Koko ekoli lacina locinji lokambe ekambwa enande ehatu, lacina ino boonge nko mbonga, ko bokoke, ko bafinde iyema.
JAS.1.5	Yomb’omoi’onino ainda bomwu, aufole Yakomba, onof’ato bahatu la mpula, ko afafele lofeli, ko boho bongofama eneyal’ende. 
JAS.1.6	Ohonde aufolake nko l’imeedyo, efan’okandokando. Lacin’ende onokandakanda ayali nk’eyoka basi bana lose l’okwa banalidyama la lofongo ko batomama bili l’ili la loho. 
JAS.1.7	Boto’oho atakanelake ate angotamb’iyema eneyali Nkolo: 
JAS.1.8	boto’ona nkanyi ife akandakanda en’aoyi’anande bahatu.
JAS.1.9	Ekoli lacina efili onofana lokumo anyangele bokotua boniledyam’ende; 
JAS.1.10	koko ntuki ena toma anyangelake enakitsam’ende, lacin’oka ende anguma nk’eyoka liyeya lina tolenge. 
JAS.1.11	Lacina bina bokya ko bane bofula nko bik’ike, ko bonyeladya tolenge, ko liyeya lina toho yokwa, ko bokoka bon’okotua bona toho behyama: nk’osamb’oho ntuki ena toma angehyama ena bikambwa binande.
JAS.1.12	Boto onitedya lomeko lonamekam’ende akik’ekiko, lacin’oka enengi’nd’olongyama, angotamba likuka lina liiko, linaliki Nkolo osembedyak’iy’anok’ende nganji esemba. 
JAS.1.13	Enamekam’oto lomeko, atilake, Mbo emi lamekama nde la Yakomba; lacina Yakomba afamekama la bowe, ko Endamene afameke boto tu. 
JAS.1.14	Ohonde boto l’oto aomekama nk’enasumam’ende la mposa enandamene eneleki, ko aongama longo l’eho. 
JAS.1.15	Nkwaho mposa enande eoyalama la yemi, ko eota yoi lin’owe; ko enatunda yoi lin’owe, liho yoot’ewedi. 
JAS.1.16	Bifili binami banalangama, botafotamake. 
JAS.1.17	Bifaelo bihitu bin’olotsi la nganji ihatu ineyonga nko mbonga yoya ena liko, ko yokita eneyali Bafango’ona fololo ehatu, onofacikitana tu, ko afana lilila linilama la njokengola. 
JAS.1.18	Atootaki la yoi lina solosolo, nko l’eango enandamene, lacina toyalame yoka bemamo ben’oso bena bikambwa biniki’nd’onunolaka.
JAS.1.19	Bifili binami banalangama, ino beya yoi line. Akoli eneyali boto l’oto aoke yaya, koko atatendake yaya, ko atokake nkele yaya, 
JAS.1.20	lacina mbongi ena Yakomba efilama la nkele en’oto. 
JAS.1.21	Lacin’eho, bumolaka baoyi bahatu bana nsefo ko l’esokwelo bik’ike ena bowe; ko botambaka la njofima yoi linalifusama eneyal’ino yoka boona, yoi lineyikyisa belimo’enino. 
JAS.1.22	Koko boyalamaka bakambi bana yoi, efa baoki kei: yok’oho boyofot’inoamene. 
JAS.1.23	Lacina yomb’oto ayali booki bona yoi ko afayali bokambi, ayali nk’eyoka boto onolenda elongi enandamene ena talatala; 
JAS.1.24	lacin’ende ayolend’endamene, ko aocoa, ko isasanga aofela bokotua bonoki’nd’oyalaka. 
JAS.1.25	Ohonde ende onosisola boeka bononga nko mbonga, nko boeka bon’etungwelo, ko aokusa lisisola boho, ko afayalame booki onoofela isanga, ohonde bokambi onokamb’ekambwa, boto’one angokik’ekiko en’ekambelo enande. 
JAS.1.26	Yombo’oto’omoi ayotang’endamene bokumi bona Yakomba, koko afafekya lolemi lonande, ko aofota botem’onandamene, ekumedyo enakumya boto’oho Yakomba eyali nko bototoloto. 
JAS.1.27	Ekumedyo ena solosolo l’ena soto en’oso bona Yakomba, Bafango’oniso, eh’ene: njengya ena biciki ko la bayato bana beweli ena bino biniyo, la njomonya enandamene efana lianda lin’aoyi bana loko tu.
JAS.2.1	Bifili binami, botaatake imeedyo ina Nkolo eniso Yesu Masiya, Nkolo en’okonde, la likai eneyali bato. 
JAS.2.2	Lacina yombo boto atua en’osolongano’onino la lofete lona wolo, ko ayalote bisenda bin’okoka, koko boto’omoi ona biinda onoyalote bisenda bina mbindo atua nkoho; 
JAS.2.3	ko ino bolend’ende onolotisi bisenda bin’okoka, ko bomosumola, Mbo e kisase mendo en’edye en’olotsi; koko bosumola boto’ona biinda, Mbo e emalaka meho, yombo, kisak’ase mendo en’ase’a limbolongo lin’akak’anami: 
JAS.2.4	yok’oho ino botayokambwa-nya nde la likai? ko bomoyalama nk’eyoka banakody’aoyi la nkanyi inay’owe. 
JAS.2.5	Bifili binami banalangama, bolofaka: Yakomba atasona nde iy’anayali biinda ena loko lone lacina bayalame batuki ban’imeedyo, ko bayalame basangoli bana lifoka linaliki’nd’osembedyaka iy’anok’ende nganji esemba? 
JAS.2.6	Oho-nde ino bomofima boto’ona biinda lokumo tutu. Banakeeny’ino bino, ko bakosum’ino en’oso bona toeko ton’etendelo en’akambo, efende batuki bana toma? 
JAS.2.7	Iyo bafasaiya nde lina liho linaliseki’olotsi linatangam’ino? 
JAS.2.8	Koko yomb’ino bomonya boeka bonalifoka, yoka bosamb’onoyali bitengelo bina Yakomba, ate, Oka onoli l’e nganji yoka bosamb’onayook’e eamene nganji, biila nk’olotsi. 
JAS.2.9	Ohonde yombo botamba boto la likai, bila bowe, lacin’oka basangya bakoakola nk’oka boyali bafulunganyi ban’eeka. 
JAS.2.10	Lacina boto l’oto onomonya basangya bahatu, ohonde aokwa ena yoi limoko, ende amokwa likambo lina basangya bahatu. 
JAS.2.11	Lacin’oka ende onilaki, ate, Tatatake likele, ailaki, Tayakake boto, nk’osamb’oho. Kang’e ofatate likele, ohonde oyak’oto, yok’oho omoyalama bofulunganyi bon’asangya. 
JAS.2.12	Boongya litend’aoyi, ko bokamb’ikambwa, yoka bato banangoyela linga en’etendelo en’akambo enengokodyama la boeka bon’etungwelo. 
JAS.2.13	Lacin’oka, etendelo ena likambo linande onofokamel’ato isei efayalamaki l’isei; isei yakolana liyokumya’ena liko y’etendelo en’akambo.
JAS.2.14	Bifili binami banalangama, yombo boto aila ate ayali l’imeedyo, koko fana bikambwa, nkita eka nai? Imeedyo iho ikyis’ende? 
JAS.2.15	Yombo efili emoi, kangampame kang’oyoto, ayali bolumbulumbu ko afaate nko le toma tona ndaka bina l’ina, 
JAS.2.16	ko omoi’onino amasumola, ate, Bocoak’oko’ako, botawake la lifia, boki ndaka liota; ohonde bofaf’iyo toma tonatokolana la baonge—nkita eka nai? 
JAS.2.17	Nk’osamb’oho imeedyo, yombo ifana bikambwa, iowa nko ihoamene. 
JAS.2.18	Nde, omoi angila, Mbo e oyali l’imeedyo, ko emi njali l’ikambwa; ontume imeedyo ine kum’efana bikambwa, ko nongokotuma imeedyo inami nko l’ikambwa binami. 
JAS.2.19	E oimedya ate Yakomba ayali nk’emoko; oila nk’olotsi: bademona baimedya yoi liho nkoho, ko bailima mbilima. 
JAS.2.20	E, boto bon’ototoloto, ofalange yeya nd’oka imeedyo inifana bikambwa iyali nko bototoloto? 
JAS.2.21	Abalayama bafango’oniso’ale, atayengwa nde boyengo l’ikambwa, eneki’nd’olekyaka Isaka bon’onande ena mesa ena mbeka? 
JAS.2.22	Oen’oka imeedyo yamba-naki l’ikambwa binande, ko imeedyo yongyamaki nko mbonga nko l’ikambwa. 
JAS.2.23	Ko etengelo ena Yakomba eilamaki, ate, Ko Abalayama aimedyaki Yakomba, ko imeedyo iho iandamaki eneyali ende nk’eyoka mbongi; ko atangamaki efili ena Yakomba. 
JAS.2.24	Yok’oho bomena, boto ayengwa boyengo l’ikambwa, efa l’imeedyo kei. 
JAS.2.25	Nk’osamb’oho Laba, atayengwa nde boyengo l’ikambwa, eneki’nd’osangelak’ale bikima, ko amautodya la mboka ekina? 
JAS.2.26	Yoka bosamb’onawa yongelinifana bolimo, imeedyo inifana bikambwa yowa nkoho.
JAS.3.1	Bifili binami, botayalamake balaki bike, lacin’ino bey’oka etendelo en’akambo’aniso engoleka locili. 
JAS.3.2	Lacin’isatu tokumba en’aoyi bike. Yomb’oto afakumbe ena yoi lina ntenda, ende ayali nko boto onongyama nko mbonga, oneya Mifekya yonge lihalitu nk’osamb’oho. 
JAS.3.3	Enil’iso bakama en’enyua bena mpunda lacina batofike mpika, tokengola yonge liniyo lihalitu nko yok’oho. 
JAS.3.4	Lenda, basua nkoho: kanga baseki’okolo ko baotolama la mpongo ina locili, bakengolama la yenda lin’isisali mene bili bon’etaketaka bonalanga boto’ona yenda. 
JAS.3.5	Nk’osamb’oho, lolemi loyali nk’elama en’isisali, koko loyokumya la baoyi ban’akolo. Lenda, nkoi bik’ik’ike nke’ane yofeta nko l’isasi kei. 
JAS.3.6	Ko lolemi loyali nko nkoi; loko loho lona baoyi’owe, loka lolemi, loyali ena ntoto ena bilama biniso, ko lehya yonge lihalitu la nsefo, ko lofetsa boto bohotu yoka nkoi, ko loho mene lofetsama la Ngena. 
JAS.3.7	Lacina bekotua behetu bena nyama la mpulu la towawa la nyama iniyali ena lose l’okwa imololama, ko yololamaki’ale, l’ato; 
JAS.3.8	ohonde efan’oto oninya yolola lolemi: loho loyali bowe mene bona loyenge; ko lomolola la ngenge en’ewedi nko to. 
JAS.3.9	La lolemi tokumya Nkolo, Bafango; koko la lolemi tomom’ato bananunolama en’efoya ena Yakomba bomomo. 
JAS.3.10	Nkumya la mmoma bafola en’onyua boh’omoko. Bifili binami, tumbe baoyi’ane bafilame yok’one. 
JAS.3.11	Iya, etoko eofodya nde basi ban’olotsi la basi ban’ololo en’okole boh’omoko? 
JAS.3.12	Bifili binami, bote bonaliteli aota nde bilaya? bokoli bona vina aota nde bateli? Nk’osamb’oho etoko emoko efakolana lifodya le basi ban’okwa le basi ban’olotsi.
JAS.3.13	Boto’onino ona bomwu l’ona nnonganya oka nai? Atumake bato bikambwa binande l’ekendelo enande en’olotsi, nko la bomwu ko la njofima. 
JAS.3.14	Koko yombo boyali l’ekuku ena locili ko l’okotua bona bikambwanelo en’etem’enino, botayokumyake, ko botafotake solosolo eho. 
JAS.3.15	Bomwu boho bofayali bomwu bonokita ena liko: boyali nko bona loko, bona yonge, bona Satana. 
JAS.3.16	Lacin’oka en’edye eneyali ekuku la bikambwanelo, loyenge la bikambwa bihitu bin’owe bayali nko meho. 
JAS.3.17	Bomwu bonoya ena liko boyali en’oso nko soto, koko boyali bona mwi, l’ona bongompolu, bofafedya boondo, bolola l’isei ko l’emamo ben’olotsi, bofana likai, ko bofan’osimo. 
JAS.3.18	Ko bemamo bena mbongi beofusama ena mwi l’iyo banafona mwi.
JAS.4.1	Bita la basa banayali eneyal’ino baoya meya? Bafaye nde lacin’ena mposa inino inayokan’ita bina l’ina ena bilama binino? 
JAS.4.2	Ino boka mposa eneleki, ko bofaate; boyak’ato ko boka mposa bik’ike ena toma, koko bofaody’iyema; bosa basa ko bofomana; koko bofaate lacina enefaufol’ino. 
JAS.4.3	Bufola, koko bofatambe, lacina bufola l’okotuabonofakolana: bolanga lacina bokaf’eho lakina la mposa ininoamene. 
JAS.4.4	Ino bato bana likele I bofeya nd’oka efili ena loko eyali nko njoka ena Yakomba bowe? Lacin’eho, boto onolanga ate asimbane efili la loko, angoyala bookyi’owe bona Yakomba. 
JAS.4.5	Bokanela nd’oka etengelo ena Yakomba eotenda bototoloto, enil’eho, ate, Bolimo bonoki’nd’oilaka lacina boyale l’iso botook’iso mposa yoka luha mene? 
JAS.4.6	Ohonde Yakomba afudya iseinko mpudya. Lacin’eho, etengelo ena Yakomba eila, ate, Yakomba afeka la bato banayofefa, koko af’ato banayosonja isei. 
JAS.4.7	Lacin’eho, boongya lifika Yakomba; bookan’ita la Satana ko angokolota. 
JAS.4.8	Boolama la Yakomba, ko Ende angolama l’ino. Bokulak’akas’anino, ino bato ban’owe; ko bosonga betem’enino nko soto, ino bana nkanyi ife. 
JAS.4.9	Benaka bino, bofomaka befwi, ko bolelaka la mposoli; tolo tonino tohalingwake lilelo, ko enyanga enino ehalingwake bolito. 
JAS.4.10	Boyosonjak’inoamene en’oso bona Nkolo, ko angokiledy’ino.
JAS.4.11	Bifili, botatanganake lotango. Ende onotanga efili enande lotango, ko akoedya efili baoyi, ende aotanga basangya lotango, ko aokoedya basangya baoyi nkoho. Koko yomb’e okoedya basangya baoyi, ofayali bokambi bon’asangya: oyali nko bokodyi. 
JAS.4.12	Boekyi bona beeka la Ntenji en’akambo ayali nk’omoko kei, nk’ende onikyisa ko aehyisa; koko e fo, onokoedya on’omoi baoyi, e ond’oya?
JAS.4.13	Koko ino, banila, Mbo bon’in’one yombo loi tongocoa en’onyang’one botutuma, ko tongokinda mbula emoko, ko tongosombya baongwa, ko tongata nkita. 
