MAT.1.1	Ọnwan wụ ẹkụkwọ banyeni Jizọsị wụ Kraịstị hụn wụ nwa Defidi, nwa Ebraham.
PHP.4.12	A marịngụọ m kẹ ihiẹn dọn a kọ ịhịan lẹ kẹ ịhịan dọn e nwọn ọda. A mụnrụngụọ m kẹ w'e dingbu ihiẹn ile lẹ ọnọdị ọwụlẹ: kẹ m rijun ẹfọ kẹ m bu ẹgụn; kẹ e nwọnkẹ m kẹ enwọn m enwọn. 
PHP.4.13	M'a saẹka e mẹ ihiẹn ile ghahanị Onyẹ hụn e ye m ikẹn.
PHP.4.14	K'osilẹrị, ụnụ e mẹkẹ ụnụ gi yeni m ẹka imẹ nsọngbu m.
PHP.4.15	Ụnụ ndị Filipi a marịngụọ nị ogẹn ẹnyi gi zimẹ oziọma ebẹhụ, kẹ m pụgụ Ẹgbẹrẹ ụnụ wụ Masẹdonia, nị onwọnni ụka ọzọ gi ihiẹn wẹ a kwadọn m nị mmẹ wẹ lẹ gba a rụn karị ụnụ sụọ. 
PHP.4.16	Kẹ ogẹn m gidẹ rị Tẹsalonika, ẹlẹdẹ mgbe ohu sụọ kẹ ụnụ zihẹni m ihiẹn rị a kọnị m.
PHP.4.17	Ẹlẹni m chọkọ ihiẹn ụnụ k'e ye m. Kaka akpohu! M rị a chọ nị wẹ gụn ọrụn-ọma ụnụ yeni ụnụ kẹni o wẹhẹni ụnụ erere. 
PHP.4.18	Ihiẹn ile ụnụ ye e rugụọ m ẹka! O bukẹ!! Hụnnị Ẹpafrọditọsụ wẹhẹni m ihiẹn ile ụnụ ye ẹ bịanị m, ẹfọ e jungụọ m. Oyiye ishin ẹ a sụọ Osolobuẹ rọ, ẹjan Osolobuẹ a nabanhan hụn a sụọ a ụsụọ. 
PHP.4.19	Chuku m jẹnkọ d'e yechanrịn ụnụ ihiẹn ile rị ụnụ mkpa. O k'e ye ụnụ ya mmagi-mmagi kẹ akụ-lẹ-ụba a han imẹ Kraịstị wụ Jesu. 
PHP.4.20	Ọjịja-mma ya rịnị Osolobuẹ wụ Nẹdi ẹnyi jẹnrin ejẹn. Isẹẹ!
PHP.4.21	Kele ni ndị-nsọ Kraịst Jizọsị ile. Umunẹ ẹnyi imẹ Kraịstị mmẹ lẹ wẹ rị ebeni e zi ekele ụnụ. 
PHP.4.22	Ndị-nsọ ile e zi ekele, tụmadụ ndị rị obi-eze Siza.
PHP.4.23	Ẹfọma Di-nwọnni-ẹnyi wụ Jesu Kristi ya rịnị mmọn ụnụ.
COL.1.1	Mmẹ wụ Pọlụ de ẹkụkwọ-ozini. M wụ onyẹ-ozi pụ-ichẹn Kraịstị wụ Jizọsị, makẹni uche Osolobuẹ rọ. Mmẹ lẹ Timoti nwẹnẹ ẹnyi gba de ẹ.
COL.1.2	Ndị nke Osolobuẹ rị Kolosi, umunẹ furu wẹ gi e dọn ẹnya imẹ Kraịstị, kẹ ẹnyi dejẹnn'ẹ. Osolobuẹ wụ Nẹdi ẹnyi ya mẹni ụnụ ẹfọma, ye ụnụ udọn.
COL.1.3	Ogẹn ile kẹ ẹnyi gi a kpanmịn Osolobuẹ, Nẹdi Onyẹ-nwọnni-ẹnyi wụ Jizọs Kraịstị, ẹnyi gha e mẹni ụnụ ekpere. 
COL.1.4	Makẹni, ẹnyi a nụgụọ kẹ ụnụ dọn rị e gi Kraịstị wụ Jizọsị e dọn ẹnya lẹ kẹ ụnụ dọn ri e nwọn ihiẹn-ọsụsụọ ndị nke Osolobuẹ ile, 
COL.1.5	ufiri nị ụnụ rị e lee ẹnya ihiẹn hụ Osolobuẹ dọnmẹni ụnụ elu-igwee, hụn ụnụ nụ ogẹn wẹ gi zi ụnụ ozi hụ wụ ezioku, hụn wụ oziọma. 
COL.1.6	Oziọma e rugụọ ụnụ ẹka. K'o dọn a mị mkpụrụ, e sue, a ghagbarị ụwa ile, ẹrịra k'o gizi nwan rị a mị mkpụrụ imẹ ụnụ kete ụhụọhịn ahụn ụnụ nụ a, ghọta ẹfọma Osolobuẹ mẹ nke-esi.
COL.1.7	Ọnụ Ẹpafrasị, ezi igbọn Kraịstị ibe ẹnyi kẹ ụnụ nọ nụ oziọmanị. Onyẹ-ọrụn Kraịstị hụn furu wẹ gi e dọn ẹnya hụn rị a rụnnị ụnụ ọrụn k'ọ wụ. 
COL.1.8	Ọ gwagụọ ẹnyi kẹ ụnụ nwọnhan ihiẹn-ọsụsụọ hụn gha ẹka Mmọn-nsọ bịa.
COL.1.9	Ya haịn o gi mẹ ni, kete ẹnyi a nụl'a, ẹnyi eke mẹbehikwọnị nwan ụnụ ekpere, a rịọ Chuku n'o mẹ ụnụ marịn uche ẹ ọhụnma-ọhụnma, nwọn amamihiẹn lẹ nghọta imẹ-mmọn, nwọn wẹ mmagi-mmagi, 
COL.1.10	kẹni ụnụ e bi obibi furu Di-nwọnni-ẹnyi, obibi hụn a sụọn'a ụzọ ile, a mịpụha mkpụrụ ọrụn ọma ile rị ichẹn-ichẹn, a marịn Osolobuẹ, a marịnwaye.
COL.1.11	Ya gi ikẹn ẹ hụ hi-ogbe hụn e ye ẹ ọghọ mẹ ụnụ kẹnrẹn ụzọ ile, kẹni ụnụ saẹka e kwọnkẹnmẹ okukwe ụnụ, e gi ịghọghọ e dingbu ihiẹn ile, 
COL.1.12	a kpanmịn Nẹdi ẹnyi hụn mẹ nwan ụnụ ru ogo ụnụ gi rị ndị nwọn ihiẹn o butọnị ndị-nsọ a makẹni wẹ rị imẹ ukpẹ.
COL.1.13	Ọ zụọpụhagụọ ẹnyi okpuru ishi, bu ẹnyi che Alị-eze ezi Nwa a, 
COL.1.14	onyẹ hụn o gi ẹdeke ẹ gbapụha ẹnyi, gbagharị ẹnyi njọ.
COL.1.15	Ẹnya hụn Nwa a nị wụ Kraịstị a hụngụọ Osolobuẹ wẹ ghalẹni e legha; Kraịstị wụzịkwọ Nwa-ibuzọ, Onyẹ-isi hụn ihiẹn ile wẹ ke rị okpuru ẹ. 
COL.1.16	Makẹni, ẹka a kẹ Osolobuẹ gha ke ihiẹn ile rị elu-igwee lẹ ụwa: kẹ ndị w'e legha kẹ ndị wẹ ghalẹni e legha; kẹ ukpo ile kẹ ọkịkị ile; kẹ ndị-isi eje-mmọn kẹ ndị-ọkịkị wẹ. Osolobuẹ ke ihiẹn ile ghahan'a; ịya k'o keni wẹ ile.
COL.1.17	Ọ rị arị nị ihiẹn ọwụlẹ d'e bidọn; ịya gi ihiẹn ile. 
COL.1.18	Ịya wụ isi ụka hụn wụ ẹhụ a. Ịya wụzị isi mbidọn; ịya wụ onyẹ ibuzọ gha ọnwụn lihi. Wẹ ile k'o gi wụrụ onyẹ ibuzọ lẹ onyẹ-isi ihiẹn ile. 
COL.1.19	Makẹni, ọ sụọ Osolobuẹ n'o gi ihiẹn ile o gi wụrụ Osolobuẹ biri imẹ Kraịstị. 
COL.1.20	Ọ sụọzịkwọ Osolobuẹ n'ọ gha ẹka a wekinhẹnni enwẹn ẹ ihiẹn ile o ke: kẹ wẹ rị elu-ụwa kẹ wẹ rị elu-igwee, ghahanị ẹdeke ẹ hụn wụ ndụn a ọ nọ elu-obe ye, hụn o gi wẹhẹ udọn.
COL.1.21	Mgbe mbụ, ẹgbata ụnụ lẹ Osolobuẹ arị mma: ụnụ wụ ndị iṅẹnrẹn ẹ yeni iroro ụnụ, ụnụ e bizikwọ eje-obibi. 
COL.1.22	Kanị Kraịstị e gigụọ nwan ẹhụ o gi bi elu-ụwanị dọnzi ẹgbata ụnụ lẹ Osolobuẹ, ghahanị ọnwụn a, kẹni o wepụha ụnụ ihun ẹ kẹ ndị rị nsọ, nwọnlẹni nkarụ mọbụ nkọrịanị, 
COL.1.23	omẹkwọ nị ụnụ e wuzoghọ ọhụnma, turukẹnmẹ imẹ okukwe; omẹni ụnụ alatọnị olilẹnya hụ rị oziọma ụnụ nụ hụn wẹ zigbarịgụ ndị ile rị okpuru elu-igwee. Ọrụn Oziọmanị kẹ wẹ tumẹ mmẹ wụ Pọlụ d'a rụn.
COL.1.24	M rị nwan a ghọghọ nị m rị a tanị ụnụ afụnfụn, e gi ẹhụ m a tapụnị Kraịstị afụnfụn họdụnị wẹ k'a tanị ẹhụ a wụ ụka. 
COL.1.25	Ịya kẹ Osolobuẹ tumẹni m onyẹ-ọrụn ụka; ịya zi m d'a rụnnị ụnụ ọrụn kẹni m gwachanrịn ịhịan ile oku Osolobuẹ, 
COL.1.26	mẹ wẹ marịn ihiẹn-omimi hụ Osolobuẹ zuemẹ ketekete, hụn agbọ ile ghafegụnị marịnlẹni, kanị o kpupụ a nwan ghọsị ndị nke ẹ.
COL.1.27	Ọ chọ nị ndị alị ọzọ marịn okẹn ihiẹn-omimini rịgbu enwẹn ẹ mma. Ihiẹn omimi hụ wụ nị ụnụ e nwọngụọ Kraịstị, lemẹ ni nwan ẹnya ọghọ hụ Osolobuẹ k'e ye.
COL.1.28	Kraịstịnị kẹ ẹnyi rị nwan a ghahunmẹ e ku oku ẹ, e gi amamihiẹn ile Osolobuẹ ye ẹnyi a dọ onyẹ ọwụlẹ ẹka-ntịn, a kuzi onyẹ ọwụlẹ, kẹni ẹnyi saẹka wepụha wẹ ile ihun Osolobuẹ nọkẹ ndị ka-ẹhụ imẹ Kristi. 
COL.1.29	Ịya kẹ m gi rị a rụnshi iken, e gi ikẹn ahụn ile hi-ogbe Kraịstị gi rị ọrụn imẹ m e shi ọnwụn.
COL.2.1	M chọ nị ụnụ marịn kẹ m dọn rị a lụnị ụnụ lẹ ndị rị Laodishia lẹ ndị ọzọ ile kelẹni hụntu m. 
COL.2.2	M rị a lụ nị ndụn ban wẹ obi lẹ nị wẹ wụrụ ndị wẹ gi ihiẹn-ọsụsụọ kwọngbama, kẹni ihiẹn Osolobuẹ wechanrịn wẹ ẹnya hụn obi e gi ruchanrịn wẹ alị, a marịn wẹ ihiẹn-omimi Osolobuẹ, hụn wụ Kraịstị lẹ enwẹn ẹ, 
COL.2.3	Kraịstị hụn amamihiẹn lẹ nghọta ile zuerini rị imẹ ẹ.
COL.2.4	M rị e ku ẹ amamgbe wẹ e gi oku rịgbu enwẹn ẹ mma dufie ụnụ. 
COL.2.5	Makẹni, ọsụọn'a nị arị m ebẹhụ, m hụ a imẹ-mmọn, ọ hụ a sụọ m m gha e legha kẹ ụnụ dọn rị e gi usọnrọn e bi lẹzi kẹ ụnụ dọn turu ọhụnma e gichanrịn Kraịstị e dọn ẹnya.
COL.2.6	Ebe o mẹ ni ụnụ a nabanhangụọ Jizọs Kraịstị nọkẹ Di-nwọnni ụnụ, e bi ni nwan kẹ ndị nke ẹ; 
COL.2.7	gba nị nwan nkpọgụn imẹ ẹ, e shi elu kẹ ụlọ wẹ rị a tụn, e turukẹnmẹ imẹ okukwe Kraịstị kẹ wẹ dọn kuzi ụnụ ya, a kpanmịn Osolobuẹ ogẹn ile.
COL.2.8	Kpachanpụ nị ẹnya amamgbe w'e gi okẹn ịmarịn-ihiẹn hụn rulẹni alị hụn e dufieni kwọndọn ụnụ: makẹni nkuzi ịhịan lẹ mmọn lẹ iwu ndị wẹ gi e dọn ẹnya elu-ụwanị kẹ wẹ sọnkọ, ẹlẹ Kraịstị. 
COL.2.9	Kanị, ihiẹn ile Osolobuẹ gi wụrụ Osolobuẹ zu oke ẹhụ Kraịstị. 
COL.2.10	Ya wụ, ụnụ e zuọlẹ nwan oke hụnnị ụnụ rị imẹ Kraịstị, onyẹ ndị-ọkịkị ile lẹ ọkịkị ile rị okpuru ẹ.
COL.2.11	Imẹ Kraịstị, a kwagụọ wẹ ụnụ ezigbo ugun hụn wẹ gilẹni ẹka kwa — ghahanị ibepụ onyẹ ahụn ẹnyi te wụ, ịkwa-ugun hụn wụ nke Kraịstị. 
COL.2.12	E mẹgụọ wẹ ụnụ mirin-Chuku gi ligbama ụnụ lẹ Kraịstị, wepụha ụnụ imẹ mirin gi weligbama ụnụ lẹ ya, makẹni ụnụ gi ikẹn Osolobuẹ dọn ẹnya, Osolobuẹ hụn gha ọnwụn weli Kraịstị.
COL.2.13	Ụnụ te nwụnhụn anwụnhụn yeni mmẹfie lẹ obibi ndị wẹ kwalẹni ezigbo ugun wepụ onyẹ wẹ te wụ, kanị Osolobuẹ nọ mẹ ụnụ sọn Kraịstị rị ndụn, ọ gbagharị ẹnyi njọ ile ẹnyi mẹ. 
COL.2.14	Ọ nọ kagbu ụgwọ ile ẹnyi gi ebe wẹ detu ẹ, iwu ile ikpe gi ma ẹnyi, wepụ a, kpọ a ye elu-obe Kraịstị. 
COL.2.15	Ọ napụ ndị-ọkịkị ile lẹ ọkịkị ile ikẹn, gbe ifẹnrẹn ye wẹ ihun idẹnya ịhịan ile, gi ihiẹn o mẹ elu obe hụ mẹrichanrịn wẹ.
COL.2.16	Anịlẹ ni wẹ nwan gi oku ihiẹn-oriri lẹ ihiẹn-ọrịra ma ụnụ ikpe, mọbụ oku mmẹmmẹ ọwụlẹ mọbụ Mmẹmmẹ ifọn-ọhụn mọbụ Ụhụọhịn Ezumikẹn rị ichẹn-ichẹn. 
COL.2.17	Ihiẹn ndịnị ile wụhụ onyinyọn ihiẹn lalanị, ezigbo ẹ wụ Kraịstị.
COL.2.18	Anịlẹ ni ịhịan gi oku imẹshi ẹhụ ikẹn mọbụ oku ife ndị mmọn-ozi ma ụnụ ikpe: hụnyẹ e mẹ oku ọhụn ọ hụn, kanị ihiẹn rị a kịn'a wụ iroro ẹ hụn rị e bu ẹ isi. 
COL.2.19	O kwọndọnzini Kraịstị, hụn wụ isi hụn ẹhụ ile gha e nwọnhẹn ihiẹn-oriri, e mẹ akwanran rịn'a e kwọndọnsọnmẹ mkpamkpa ile rịn'a ghahanị okẹn-ẹhụ ile, e mẹ ẹhụ e sue ezigbo usue gha ẹka Osolobuẹ bịa.
COL.2.20	O mẹ nwan nị ụnụ e sọngụọ Kraịstị nwụnhụn, ụnụ a nwụnnahịngụọ mmọn lẹ iwu ile wẹ gi e dọn ẹnya elu-ụwanị. Kị ụnụ a gbayeni nwan omẹnalị lekẹ sị ụnụ wụzị nke ụwa? 
COL.2.21	“Ekwọndọnlẹ!” “Adanmịnlẹ!” “Emẹtụlẹ ẹka!”? 
COL.2.22	Omẹnalị ndịnị nwọn ebe w'e ru, makẹni wẹ wụhụ iwu lẹ nkuzi ịhịan-mmaka. 
COL.2.23	W'a la ẹnya ọda — kẹ ife-ofufe w'a waye enwẹn wẹ olu kẹ iwelụa enwẹn ịhịan alị wụlẹni ezigbo ẹ kẹ imẹshi ẹhụ ikẹn. Kanị, ihiẹn la iwi rọ, makẹni ịhịan ara gi wẹ a saẹka e kwọndọn enwẹn ẹ.
COL.3.1	O mẹ nwan nị ụnụ e sọngụọ Kraịstị gha ọnwụn lihi, chọma nị nwan ihiẹn ndị hụn rị elu, ebẹhụ Kraịstị nọdị alị ẹka-nni Osolobuẹ. 
COL.3.2	Bu ni obi che ihiẹn rị elu, ẹlẹ ihiẹn rị ụwa. 
COL.3.3	Makẹni, ụnụ a nwụnhụngụọ; e bugụọ wẹ ndụn ụnụ che imẹ Kraịstị zuemẹ imẹ Osolobuẹ. 
COL.3.4	Ogẹn Kraịstị hụn wụ ndụn ụnụ jẹnkọ d'e gi pụha, ụnụ nwẹn e sọn ẹ gi ọghọ pụha.
COL.3.5	Gbu ni nwan ẹgụn ihiẹn-ụwa hụn rị imẹ ụnụ a rụn ọrụn: kẹ ughẹrẹ kẹ obibi ru unyin kẹ ihiẹn ọlịlẹnya kẹ ẹgụn ihiẹn rịlẹni mma kẹ ẹnya-uku hụn wụzị ife-mmọn. 
COL.3.6	Ihiẹn ndịnị wẹ haịn iwe-lẹ-ọnụma Chuku gi lalanị ndị nnupụ-isi. 
COL.3.7	Ụnụ te e sọn wẹ e bi ẹrịra ogẹn mbụ ahụn ụnụ lẹ wẹ gi wụ ohu.
COL.3.8	Ka wepụ nị nwan ihiẹn ile nọ ẹrịra: olulu, ịkpọ-ọnụma, iwe, ikuja oku ịhịan lẹ iku eje-oku, ụnụ e wepụ oku ọwụlẹ ru unyin ọnụ ụnụ. 
COL.3.9	Atụkwọlẹ ni ibe ụnụ ntụ, makẹni ụnụ a gbụpụgụọ ndụn-akan lẹ obibi ẹ nọkẹ ẹwuru; 
COL.3.10	ụnụ e yirigụọ ndụn ọhụn hụn rị a marịnwaye onyẹ ken'ẹ, a rịwaye kẹ ịya. 
COL.3.11	Imẹ ndụn ọhụnnị, onwọnzini ihiẹn nọ kẹ ndị Ju lẹ ndị wụlẹni ndị Ju mọbụ ndị kwa ugun lẹ ndị kwalẹni mọbụ ndị rị imẹ ọfịa lẹ ndị walẹni ẹnya mọbụ igbọn lẹ onyẹ nwọn enwẹn ẹ. Kraịstị sụọ wụ ihiẹn ile; Kraịstị rị imẹ wẹ ile.
COL.3.12	Nọkẹ ndị Chuku họrị, ndị rị nsọ, ndị rị a obi, yiri ni nwan omikẹn lẹ ẹfọma, iwelụa enwẹn ụnụ alị, imẹ-jụụ lẹ ndidin. 
COL.3.13	E gi ni ndidin e sọn ibe ụnụ; onyẹ nwẹnẹ ẹ mẹja ya gbagharị a: kẹ Di-nwọnni-ẹnyi wụ Kraịstị dọn gbagharị ụnụ kẹ ụnụ k'a dọn gbagharị ibe ụnụ.
COL.3.14	Hụn kadẹni, yiri ni ihiẹn-ọsụsụọ, makẹni ịya kẹ wẹ ile gi a layechanrịn k'o furu. 
COL.3.15	A chọnị udọn ahụn Kraịstị e ye, e gi ẹ e lele ihiẹn ụnụ rị e mẹ, makẹni, ezioku-ezioku, ịya kẹ Osolobuẹ kpọnị ụnụ d'a rị ẹhụ ohu. A kpanmịn nị Osolobuẹ. 
COL.3.16	A nị nị oku Kraịstị a rị imẹ ndụn ụnụ ọda-ọda. E gi ni amamihiẹn lẹ akọ-lẹ-uche ile a kuzi ibe ụnụ, a dụn wẹ ọdụn; e gi obi rị a kpanmịn Osolobuẹ a bụnị Osolobuẹ ẹbụ-ọma rị Ẹkụkwọ-nsọ lẹ ẹbụ-ofufe lẹ ẹbụ-nsọ. 
COL.3.17	Ihiẹn ile ụnụ e mẹ, kẹ omumẹ kẹ oku-ọnụ, e gi ni ẹfan Di-nwọnni-ẹnyi wụ Jizọsị e mẹ ẹ, a gha ẹka a e ye Chuku Nẹdi ekele.
COL.3.18	Nwunyẹ, e humẹni di i isi, makẹni ẹrịra k'o furu imẹ Di-nwọnni-ẹnyi.
COL.3.19	Di, nwọn ihiẹn-ọsụsụọ nwunyẹ i; egilẹ iwe e sọn ẹ.
COL.3.20	Ụmụ, e humẹni ni ndị mụnị ụnụ isi imẹ ihiẹn ile, makẹni ya kẹ Di-nwọnni-ẹnyi chọ nị ụnụ e mẹ nọkẹ ndị nke ẹ.
COL.3.21	Ndị nẹdi, atọlẹ ni a kpasu ụmụ ụnụ iwe, amamgbe ndụn a gụ wẹ.
COL.3.22	Ndị rị okpuru ịhịan, e humẹni nị ndị ụnụ rị okpuru wẹ
COL.3.23	Ihiẹn ọwụlẹ wẹ sị ụnụ rụn, gi ni obi ụnụ ile rụn a, nọkẹ sị Di-nwọnni-ẹnyi kẹ ụnụ rị a rụnn'a, ẹlẹ ịhịan; 
COL.3.24	ụnụ a marịnghọ nị Di-nwọnni-ẹnyi jẹnkọ d'e gi ihiẹn hụ o butọnị ndị nke ẹ kụ ụnụ ụgwọ. Kristi wụ Di-nwọnni-ẹnyi kẹ ụnụ gi ẹ e fe; 
COL.3.25	ndị ile rị e mẹ eje-ihiẹn k'a narịn ụgwọ a, onwọnni onyẹ o klee ẹnya ihun.
COL.4.1	Ndị hụn ịhịan rị okpuru wẹ, e gi ni ẹka rị mma e sọn wẹ; emẹgbulẹ ni wẹ. Nyanhankwọ nị nị ụnụ nwẹn e nwọnghọzị onyẹ ụnụ rị okpuru ẹ hụn rị elu-igwee.
COL.4.2	E mẹ ni ekpere ogẹn ile, e we ẹnya e ru alị e mẹ ẹ, a kpanmịn Osolobuẹ ụnụ gha e mẹ ekpere.
COL.4.3	Ụnụ gha e mẹ ekpere, e mẹzikwọ nị nị ẹnyi nwẹn, kẹni Chuku a kpọpụnị ẹnyi ụzọ ẹnyi e gi e ku oku-Chuku, ku oku ihiẹn-omimi ahụn wụ Kraịstị, hụn wẹ gi ufiri ẹ tụ m ngannị; 
COL.4.4	rịọn'a kẹni m'a s'ẹka e mẹ ẹ e we ịhịan ẹnya k'o furu nị m'e mẹ ẹ.
COL.4.5	E gi ni uche e sọn ndị kwerilẹni; anịlẹ ni oghere ọwụlẹ ụnụ nwọn nahịn ụnụ. 
COL.4.6	Oku-ọnụ ụnụ ya wụrụ hụn e ye ẹka, oku wẹ ye nnu, ụnụ a wụ ndị marịn kẹ w'a shịarị onyẹ ọwụlẹ oku ọhụnma.
COL.4.7	Ezi nwẹnẹ ẹnyi wụ Taịkikọsụ hụn furu wẹ gi e dọn ẹnya jẹnkọ d'a gwachanrịn ụnụ kẹ m rị. Odibo ibe ẹnyi imẹ Onyẹ-nwọnni-ẹnyi k'ọ wụ. 
COL.4.8	Ya haịn m gi zilanị ụnụ ya, kẹni ụnụ marịn kẹ ẹnyi nọ lẹni ọ gba ụnụ umẹ. 
COL.4.9	Ịya lẹ Onesimọsụ ezi nwẹnẹ ẹnyi furu wẹ gi e dọn ẹnya, hụn wụzị onyẹ alị ụnụ, wị lala. Wẹ k'a gwachanrịn ụnụ kẹ ihiẹn ile nọ ebeni.
COL.4.10	Arịstakusu onyẹ-ngan ibe m e kele ụnụ, ya lẹ Makị nwa-nwẹnẹ Banabasị. (Ẹnyi a gwatọgụọ ụnụ nabanhan Makị omẹni ọ bịa ebẹhụ.) 
COL.4.11	Jizọsị hụn w'a kpọzị Jọstusu, e kelezi ụnụ. Mmadụ ẹtọnị sụọ wụ ndị Ju, ndị kwa ugun, imẹ ndị mmẹ lẹ wẹ wị a rụn ọrụn Alị-eze Osolobuẹ; e yekẹni wẹ m ẹka.
COL.4.12	Ẹpafrasị onyẹ alị ụnụ hụn wụzị odibo Jesu Kristi e kele ụnụ. Ẹpafrasị e shini ụnụ ọnwụn ọda-ọda imẹ ekpere. Ọ rịọsọnmẹ Osolobuẹ n'o mẹ ụnụ turukẹnmẹ, ka-ẹhụ, marịn ihiẹn ụnụ rị e mẹ ebe ihiẹn ọwụlẹ wụ uche Osolobuẹ rị. 
COL.4.13	M k'a saẹka shịan'a ẹri n'o shikẹni ụnụ ọnwụn, ụnụ lẹ ndị rị Laodishia lẹ Hịrapolisi. 
COL.4.14	Ezi dọkịta wụ Luku e zi ekele ụnụ, ịya lẹ Dẹmasị.
COL.4.15	Kele ni ni m umunẹ ẹnyi imẹ Kraịstị rị Laodishia, ụnụ e kele nwẹnẹ ẹnyi okpoho wụ Nimfa lẹ ụka nọ iwe ẹ e zu.
COL.4.16	Wẹ gụngụnị ụnụ ẹhụhụọ-ozini imẹ ụka ụnụ, hụn n'a nị wẹ gụnzịnị ndị ụka rị Laodishia ya. Hụnzịkwọ n'a nị ụnụ gụn hụn m dejẹnni ndị ụka Laodishia imẹ igunrun ụnụ.
COL.4.17	Sị nị Akịpọsụ, “Hụnkwọ a n'ị rụnchanrịn ogbo wẹ keye i imẹ ọrụn Di-nwọnni-ẹnyi.”
COL.4.18	Nị m gi ẹka m de nwan ekele m: Mmẹ wụ Pọlụ e kele.
COL.4.18	Nyanhankwọ nị ẹgan ndịnị rị m ẹka!
COL.4.18	Ẹfọma Osolobuẹ ya rusọnmẹ ụnụ ẹka.
1TH.1.1	Pọlụ lẹ Sivanọsụ
1TH.1.2	Ogẹn ile kẹ ẹnyi gi a kpanmịn Osolobuẹ makẹ ụnụ ile, a kpọ ẹfan ụnụ ogẹn ile ẹnyi gha e mẹ ekpere. 
1TH.1.3	Ẹnyi hụ a nyanhan ụnụ ihun Osolobuẹ ẹnyi wụ Nẹdi ẹnyi: ihiẹn ile ụnụ rị e gi okukwe ụnụ a rụn, kẹ ụnụ dọn rị a lịlịma makẹni ụnụ nwọn ihiẹn-ọsụsụọ lẹzi kẹ ụnụ dọn rị e gi olilẹnya ụnụ nwọn imẹ Di-nwọnni-ẹnyi wụ Jesu Kristi e dingbu ihiẹn ile.
1TH.1.4	Umunẹ ẹnyi rị Osolobuẹ obi, ẹnyi a marịnghọ nị Osolobuẹ a họrịgụọ ụnụ nke-esi. 
1TH.1.5	Makẹni, oziọma ẹnyi zi ụnụ ẹlẹ oku-ọnụ sụọ, kama, o gizi ikẹn lẹ ihiẹn Mmọn-nsọ e mẹ bịanị ụnụ; ọ nọ ruchanrịn ụnụ akpakalị obi, wechanrịn ụnụ ẹnya nị ezioku k'ọ wụ; ụnụ a marịnzịghọ kẹ ẹnyi dọn bi imẹ igunrun ụnụ kẹni ọ rịnị ụnụ mma. 
1TH.1.6	Ya kẹ ụnụ ile nọ leri ẹnyi lẹ Onyẹ-nwọnni-ẹnyi, gi ịghọghọ Mmọn-nsọ nabanhan oku-Chuku, ọ sụọn'a n'o wẹhẹni ụnụ afụnfụn ọda-ọda, 
1TH.1.7	ya kẹ ụnụ nọ wụrụ ndị hụn ndị kwerini rị Masẹdonia lẹ Akaya e leri.
1TH.1.8	Oku Onyẹ-nwọnni-ẹnyi a ghagụọ nwan ẹka ụnụ ghagbarị, ẹlẹdẹ imẹ Masẹdonia lẹ Akaya sụọ, kanị ndị rị ebe ile a nụgbarịgụọ kẹ ụnụ dọn nwọn okukwe imẹ Osolobuẹ, nke wụ nị ọrịzịnị mkpa nị ẹnyi kumẹ ẹ. 
1TH.1.9	Makẹni, wẹ hụ e ku oku ẹnyi — kẹ ụnụ dọn nabanhan ẹnyi ọhụnma-ọhụnma lẹzi kẹ ụnụ dọn febehi mmọn, femẹ ezigbo Osolobuẹ rị ndụn, 
1TH.1.10	chemẹ Nwa a k'a gha elu-igwee bịa, hụn ọ gha ọnwụn weli, hụn wụ Jesu, onyẹ hụn zụọpụha ẹnyi iwe-lẹ-ọnụma Osolobuẹ lalanị.
1TH.2.1	Umunẹ, ụnụ lẹ enwẹn ụnụ a marịngụọ nị ijẹn ẹnyi bịa ebe ụnụ rị alanị iwi. 
1TH.2.2	Ọsụọn'a nị ẹnyi a tagụọ afụnfụn imẹ Filipi kẹ ụnụ lẹ enwẹn ụnụ dọn marịn, e gbe wẹ ifẹnrẹn ye ẹnyi ihun ebẹhụ, kanị, hụn ahụn ẹnyi rị a lụ ọnwụn, ẹnyi nọkwọ hụn ikẹn saẹka kushi ikẹn ghahanị ikẹn Osolobuẹ zi ụnụ oziọma Osolobuẹ.
1TH.2.3	Ẹnyi ezini ozi ẹnyi marịnlẹni, ẹnyi e buni eje-ihiẹn obi zi ẹ, ẹnyi ezin'ẹ nị ẹnyi dufie ịhịan. 
1TH.2.4	Kanị, kẹ Osolobuẹ dọn weri ẹnyi kẹ ndị furu o gi e dọn ẹnya, bu ọrụn izi-oziọma che ẹnyi ẹka, ẹrịra kẹ ẹnyi e kuzi oku kẹ ndị furu wẹ gi e dọn ẹnya. Ẹnyi ara ku n'ọ sụọ ịhịan, kanị Osolobuẹ, Onyẹ hụn e lele obi ẹnyi.
1TH.2.5	Ẹnyi egini oku ọnụnụ-ire bịa, ụnụ nwẹn a marịnghọ; ẹnyi egizikwọnị ẹnya-uku bịa gi ihiẹn ọzọ kpumẹ ihun! Osolobuẹ wụ ọshẹri ẹnyi. 
1TH.2.6	Ẹnyi emẹni nị ịhịan ja ẹnyi mma, kẹ ụnụ kẹ ndị ọzọ. 
