GEN.1.1	Ha tinikangan, han pagtuha han Dyos han bug-os nga kalibutan ug han mga butang ha kalangitan
SIR.21.7	Bangin bantogan in usa ka tawo nga maupay nga namumulong, kundi kon sayop hiya, mahisasabtan ini dayon hin maaram nga tawo.
SIR.21.8	An tawo nga nagbabalay pinaagi hin inutang nga kwarta sugad la hin nagtitirok hin mga bato para han iya kalugaringon nga lubnganan.
SIR.21.9	Sugad hin tinambak nga sungo in hugpo hin mga tawo nga waray pagtahod han Balaod; magkakasusunog hira. 
SIR.21.10	Mahamis ngan sinemento an dalan nga ginlalaktan han mga magpakasasala, kundi tipakadto ini ha tuna han mga patay.
SIR.21.11	An bisan hin-o nga karuyag magtuman han Balaod kinahanglan mahibaro han kahulogan han Balaod. Magkakamay-ada ka kinaadman kon may-ada mo matuod nga pagkahadlok han 
SIR.21.12	Kinahanglan maaram ka basi mahibaro ka han mga butang; kundi may-ada tawo nga nagpapakamaaram, nga nakakapahangit la han mga tawo. 
SIR.21.13	An hibaro han makinaadmananon nga tawo sugad hin salog nga diri nahubas, sugad hin masulog nga sapa hin maupay nga mga sagdon.
SIR.21.14	Ha luyo nga bahin, may-ada an lurong hunahuna nga sugad hin tibod nga may-ada buho; nawawara dayon an bisan ano nga iya hinbabaroan.
SIR.21.15	Kon hinbabatian hin maaram nga tawo in usa nga maupay nga pagtutdo, nakakapukaw ini han iya pagsabot ngan nakakadugang ini hin iba nga bag-o nga mga hunahuna. Kundi kon hinbabatian ini hin usa nga tapang, diri ini hiya maruruyag, ngan iya gintatalinguha nga iya hingangalimtan ini dayon. 
SIR.21.16	An pamati han pulong hin usa nga lurong sugad hin paglakat nga may mabug-at ka nga binaba, kundi usa nga kalipay an pamati hin tawo nga maaram. 
SIR.21.17	An katig-oban maruruyag pamati hin tawo nga maaram ngan kakarawaton gud hin tinuod an iya mga pulong.
SIR.21.18	Para hin tawo nga tapang, waray la gamit an kinaadman sugad la hin balay nga naruba. Waray gud ngani niya paghunahunaa mahitungod han mga butang nga iya hinbabaroan. 
SIR.21.19	Para hin usa nga lurong, an pag-aram sugad hin mga posas, 
SIR.21.20+SIR.21.21	kundi para hin maaram sugad ini hin mga pulseras nga bulawan. Diri hinsasabotan an paghiyom han tawo nga maaram, kundi an lurong nag-aaningal kon natawa hiya. 
SIR.21.22+SIR.21.23	An tawo nga lurong makadto han porta hin balay ngan mahiling ngan masakob dayon, kundi nahulat la ha gawas an tawo nga maupay an batasan ngan may-ada pagtahod. 
SIR.21.24	Maraot nga batasan an paghiling ha mga porta, ngan maawod hin pagbuhat hini an tawo nga maupay an panggawi.
SIR.21.25	An mga napakamaaram nagyayakan hiunong hin mga butang nga waray nira labot,
SIR.21.26	Ginyayakan dayon han mga lurong an bisan ano nga nasakob ha ira hunahuna; namumurubuot anay an mga mag-aram han ira iginhihimangraw.
SIR.21.27	Kon an maraot nga tawo nagtutunglo han iya kaaway,
SIR.21.28	Ginhuhugawan hin usa nga paralibak an iya kalugaringon nga pagkatawo ngan nakontra ha iya an ngatanan niya nga kahigrani.
SIR.22.1+SIR.22.2	An hubya nga tawo diri ngani sugad han baya hin mananap; mabaho hiya nga waray gud napahirani ha iya.
SIR.22.3	Makaarawod para han amay kon may-ada niya anak nga diri disiplinado labi na kon babaye ini nga anak. 
SIR.22.4	An may-ada buot nga anak nga babaye magbibiling hiya hin bana, kundi an waray alo nga babaye makakabido la han iya amay. 
SIR.22.5	An babaye nga waray alo ikinaaawod han iya amay ug bana; diri hiya pagtatahoron nira.
SIR.22.6	An pagmaymay mo han imo mga anak, kon usahay diri naaasya, sugad la hin pag-awit ngadto hin mga masulob-on nga tawo, kundi an paglamba amo in usa nga maupay nga pagdisiplina ha bisan ano nga panahon.
SIR.22.7	An pagtutdo hin usa nga lurong sugad la hin pagturugkop hin buong nga daba, sugad hin pagpukaw hin usa nga hinmumuokan. 
SIR.22.8	An pagsaysay ngadto hin usa nga lurong sugad la ini hin pagsaysay ngadto hin pinipiraw nga tawo; kahuman nimo pagyakan, masiring ini hiya, “Ano ngani an imo ginyinakan?”
SIR.22.11	Nagmamasulob-on kita han mga minatay tungod kay diri na man hira makakakita han kapawa. Kinahanglan nga magmasulob-on kita han mga lurong kay kulang man hira hin pagsabot. Ngani, kinahanglan matugob kita hin kamasulob-on para han mga lurong kay an ira kinabuhi maraotraot pa kay han kamatayon. An mga minatay napahuway na. 
SIR.22.12	Masulob-on kita sulod hin pito ka adlaw tungod hin minatay, kundi an lurong ug waray pagkahadlok han Dyos nga mga tawo nakakahatag ha aton hin kabidoan ha bug-os naton nga kinabuhi.
SIR.22.13	Ayaw pagduaw ug pagkinaragi an imo panahon hin pakighimangraw ha ira. Pahirayo ha ira; ngan diri hira makakadarahig ha imo ngan makakaukoy ka nga malinawon hin waray magsasamok ug magguguol ha imo pinaagi han ira mga patuyaw nga buhat. 
SIR.22.14	In sugad nga mga tawo maburubug-at pa pagdad-on kay hin timga ngan “mga lurong” an angay gud la nga pulong para ha ira. 
SIR.22.15	Masarusayon pa an pagdara hin usa ka pundok nga baras, asin ug puthaw kay hin pag-antos han kalurongan hin tawo.
SIR.22.16	An usa nga troso nga madig-on an kataod ngada hin balay diri matatanggal hin linog; in usa nga tawo mahimo nga tutdoan hin paggamit han iya pangatadungan ug an maupay nga kaburot-on ngan diri hiya magugupong ngan malilisang kon maabot na an kakurian. 
SIR.22.17	An usa nga tawo nga maaram maggamit han iya hunahuna sugad hiya hin madig-on nga pader nga sinabongan hin maupay. 
SIR.22.18	An gudti nga mga bato ha bawbaw han pader
SIR.22.19	Kon maduklat an imo mga mata, magpapanluha ka; ngan kon dako an imo pakabido hin usa nga tawo, ipapasabot ha imo an iya tinuod nga pagbati. 
SIR.22.20	Kon labayon mo hin bato in mga tamsi, malupad hira hin pagkalagiw; ngan kon pakaalohan mo in usa nga sangkay, mabubungkag an iyo pagkasangkay. 
SIR.22.21+SIR.22.22	Bisan kon mapaso an imo pakiglantugi hin usa mo nga sangkay ngan matarom an imo mga pulong, diri mawawara an ngatanan. Makakahimo ka pa hin pakigtuhay ha iya. Kundi bubulagan ka han imo sangkay kon magpakaalo ka, kon magpakahin-o ka, kon igbuyagyag mo an iya mga tinago o kon paglinibakon mo hiya ha iya talikoran.
SIR.22.23	Talinguhaa nga tumapod ha imo an imo amyaw dida ha iya kakablasan; niyan makakaangbit ka han iya kalipayan kon magmainuswagon na hiya. Ayaw hiya bayai ha iya mga kakurian kon karuyag mo nga may-ada mo hiangbitan ha iya ha pag-abot hin mauruupay nga panahon.
SIR.22.24	Nag-uuna hin pagpakita an alindanga ug aso san-o an kalayo; nauuna an pagpakaalo san-o an paggamit hin kusog.
SIR.22.25	Diri gud ako mahahadlok hin pagpanalipod hin sangkay ngan diri tatalikdan in sangkay kon hiya magkinahanglan ha akon. 
SIR.22.26	Kon mag-antos ako tungod ha iya, adton mahibaro hini, maghihirot na ha iya.
SIR.22.27	Karuyag ko unta nga kabantayan an akon baba, basi an akon mga im-im diri na magpasagad hin mga waray hinungdan nga mga pulong. Makakabulig ini ha akon hin paglikay hin mga sayop ngan hin pagdaot ha akon ngahaw pinaagi han akon dila.
SIR.23.1	O 
SIR.23.2	Paglambahon unta ako tungod han akon mga hunahuna basi an Kinaadman amo an magdisiplina han akon sarabotan. Diri ko karuyag nga pasayloon ako kon ako may-ada sayop; diri ko karuyag nga pasagdan la an akon mga sala. 
SIR.23.3	Niyan diri na ako magpapadayon hin pagpinakasala, ngan magpasagad na la ako hin pakasala. Diri mahihimo nga madakop ako han akon mga kaaway ngan pagpakaalohan ako nira.
SIR.23.4	O 
SIR.23.5	igawas ako han magraot nga mga kaipahon. 
SIR.23.6	Ayaw gad itugot nga madaog ako han kahalot ug han kalaw-ayan. Ayaw gad itugot nga maoripon ako hini nga waray pagkaawod nga akon mga balatian.
SIR.23.7	Mga anak ko, pamati kamo han akon igyayakan mahitungod han tuhay ug angay nga pamulong. Tumana an akon igtututdo ha iyo ngan diri kamo malilisa. 
SIR.23.8	An mga makasasala nadadakop han ira la ngahaw mapahitas-on ug makaaalo nga mga pulong.
SIR.23.9	Ayaw itugot nga maara na la kamo hin pagpanumpa ngan ayaw paggamita hin minanggad la an baraan nga pulong han Dyos. 
SIR.23.10	An oripon nga dayuday la pagkastigohon, dayuday may-ada mga pilas ug samad; adton dayuday magsumpa han Baraan nga Ngaran, nagpapadayon hin pakasala. 
SIR.23.11	An tawo nga dayuday magsumpa, unob gud hiya nga salaan ngan diri hirayo an sirot han iya panimalay. Kon diri hiya makatuman han iya ginsumpaan, nakasala hiya. Kon magpakabungol la hiya han iya ginsumpaan, nakasala hiya hin duha ka pilo. Kon an iya pagsumpa diri kinasingkasing, diri hiya mapapasaylo ngan damo nga kakurian an maabot han iya panimalay.
SIR.23.12	May-ada usa nga paagi hin karukayakan nga sugad hin kamatayon ngahaw—waray unta Israelita nga makasala hini! An mga mainampoon nga tawo diri naglulunay dida hin sugad nga sala ngan mapahirayo hira hin sugad nga panulos. 
SIR.23.13	Ayaw himoa nga mahigaroy na la kamo hin binastos nga mga pamulong. Salaan ini nga buhat. 
SIR.23.14	Bangin kamo mangalimot nga aada kamo tampo hin mga importante nga tawo ngan maowat kamo tungod hin maraot nga pulong nga hinaraan niyo hin pagyakan. Hunahunaa daw kon ano an babati-on han iyo mga kag-anak. Iyo pagpapakaraoton an adlaw han iyo katawo ngan maghihingyap kamo nga gabay la kamo namatay. 
SIR.23.15	Kon mahigaroy kamo hin paggamit hin mga pulong nga maraot, diri kamo makakautod hini samtang nga buhi pa kamo.
SIR.23.16	Damo in mga paagi hin pagbuhat hin sala nga makakapasina han 
SIR.23.17	Para hin sugad nga tawo an ngatanan nga babaye iya karuruyagon ug diri gud hiya matakas samtang nga buhi pa hiya.
SIR.23.18	An tawo nga malimbong han iya asawa, masiring ha iya ngahaw, “Waray makakasabot. Masirom dinhe hini nga dapit ngan waray nakita ha akon. Waray ko sadang kabarak-an. Mahitungod han Gihahataasi, diri ngani niya hinsasabotan.” 
SIR.23.19	Ini nga tawo nahahadlok han iba nga mga tawo. Diri hiya nakakasabot nga an mga mata han 
SIR.23.20	Daan na hiya maaram, san-o niya himoon an kalibutan, sugad man han kahuman niya paghimoa. 
SIR.23.21	Ito nga salaan nga tawo hidadakpan ha takna nga diri hiya andam ngan sisirotan ha atubangan han mga tawo.
SIR.23.22	Amo ini gihapon mahitungod hin babaye nga malimbong han iya bana ngan may-ada niya anak nga kanan iba nga lalake. 
SIR.23.23	Ha syahan nga bahin, nakasupak hiya han Balaod han Gihahataasi. Ha ikaduha nga bahin, ginlimbongan niya an iya bana. Ha ikatulo nga bahin, nakasala hiya hin panlibog tungod kay an iya anak diri kanan iya bana kundi kanan iba nga lalake. 
SIR.23.24+SIR.23.25	An mga anak mag-aantos tungod han sala han ira iroy. Diri na maupay an pagkarawat ha ira han katilingban ug han iba nga mga panimalay. Ini ngahaw nga babaye dadad-on ha atubangan han katirok 
SIR.23.26	ngan dayuday hiya pagpapakaalohan. May-ada gaba dida ha iya panumdoman. Kon mamatay hiya, 
SIR.23.27	makakasabot an iba nga waray lain nga maupay kon diri an kahadlok han 
SIR.24.1	Pamatii an Kinaadman! Ipinaparayaw niya an pag-awit han iya kalugaringon nga mga padayaw dida han mga Israelita, an iya kalugaringon nga mga tawo, 
SIR.24.2	dida han katig-oban han Gihahataasi, ha atubangan han iya gahom.
SIR.24.3	“Ako an pulong nga ginyakan han Gihahataasi.
SIR.24.3	Ginluob ko an tuna sugad hin burong.
SIR.24.4	Naghimo ako hin urokyan didto han Gihahataasi nga langit,
SIR.24.4	an akon trono ha bawbaw hin harigi nga dampog.
SIR.24.5	Nag-uusaan ako hin paglibot han panganod
SIR.24.5	ngan pagtalabok ko han kadagatan ha ilarom han tuna.
SIR.24.6	Naghadi
SIR.24.6	han mga kanasuran, ug han ngatanan nga katawhan.
SIR.24.7	Nagbiling ako ha bisan diin nga dapit in sadang ko pahuwayan,
SIR.24.7	usa nga dapit han kalibutan nga akon pag-uokyan.
SIR.24.8	Niyan an akon Magburuhat nga naghimo han kalibutan,
SIR.24.8	nagsiring ha akon kon hain an akon urokyan.
SIR.24.8	Didto pag-ukoy ha Israel, nagsiring hiya,
SIR.24.8	‘An mga katulinan ni Jacob amo an imo katawhan.’
SIR.24.9	Gintuha ako niya san-o magtikang an panahon,
SIR.24.9	ngan mabubuhi ako ha kadayonan.
SIR.24.10	Nag-alagad ako ha iya didto han baraan nga Tulda
SIR.24.10	ngan didto ako pag-ukoy ha Bukid Sion.
SIR.24.11	Ginpaukoy ako didto han iya hinigugma nga syudad,
SIR.24.11	ngan tinagan ako hin gahom hin pagdumara han Jerusalem.
SIR.24.12	Ginmamot ako dida han akon ginpasidunggan nga mga tawo
SIR.24.12	nga ginpili han 
SIR.24.13	Hinmitaas ako sugad han mga sidro ha Libano,
SIR.24.13	sugad han mga sipre didto ha bukid Hermon,
SIR.24.14	sugad han mga kahoy nga palmera ha Engadi,
SIR.24.14	sugad han mga rosal ha Jerico,
SIR.24.14	sugad han matahom nga mga olibo ha kaumhan,
SIR.24.14	sugad han mga tinanom nga kahoy ha ligid han tubig.
SIR.24.15	An akon ginhawa amo an alimyon han kanela,
SIR.24.15	han mahamot nga agwa ug an labi ka pinili nga mira,
SIR.24.15	han estatira, onika ug galbano
SIR.24.15	han mahamot nga insyenso didto han baraan nga Tulda.
SIR.24.16	Sugad han tuog nga kahoy magrabong an akon mga sanga,
SIR.24.16	makatarag-ob ngan makawiwili pagkit-on.
SIR.24.17	Sugad hin balagon nga ubas, ginpaturok ko in mag-anyag nga mga tumos,
SIR.24.17	an akon mga bukad naghatag hin damo ug marasa nga mga bunga.
SIR.24.19	Pakadi kamo adton nagkikinahanglan ha akon,
SIR.24.19	ngan pagpatakas hin pagkaon han akon mga bunga.
SIR.24.20	Manunumdom kamo ha akon nga labi kamatam-is kay han dugos,
SIR.24.20	han dugos nga tikang han balay han putyokan.
SIR.24.21	Adton makaon ha akon diri na gugutumon,
SIR.24.21	adton mainom ha akon diri na uuhawon.
SIR.24.22	Adton masugot ha akon diri na maaawod,
SIR.24.22	adton magtuman han akon sugo matatalwas han ira mga sala.”
SIR.24.23	An Kinaadman amo an Balaod, an Balaod nga ginsugo ha aton ni Moises hin pagtipig, an Ginsaaran han Gihahataasi nga Dyos, an malon han mga sinagoga han Israel.
SIR.24.25	An Balaod nagsasalwak han Kinaadman sugad han Salog Pison, sugad han Tigris ha panahon hin panguha han mga bunga. 
SIR.24.26	An Balaod nagsasalwak han sarabotan sugad han Eufrates, sugad han Jordan ha panahon nga kat-ani. 
SIR.24.27	Masilaw ini han pagturon-an sugad han Nilo,
SIR.24.28	An syahan nga tawo nga gintuha waray kumilala hin hingpit han Kinaadman ngan an kataposan nga tawo dinhe ha tuna diri man liwat makakahimo hin pakatugkad han Kinaadman, 
SIR.24.29	kay an Kinaadman labi pa hin kahiluag han kadagatan ug an iya mga sagdon labi ka hin kahilarom kay han kahiladman ha ilarom han tuna.
SIR.24.30	Mahitungod ha akon sugad la ako hin kanal nga inaawasan han tubig tikang ha salog ngadto ha tanaman. 
SIR.24.31	An akon la tuyo amo an pagtubig han akon gintamnan hin mga nabunga nga kahoy ug han akon tanaman hin mga bukad, kundi ini nga kanal nahimo nga salog, ug an salog nahimo nga dagat. 
SIR.24.32	Sanglit ipinapakita ko an akon hibaro, hinihitaas ko hin pagpakita basi an iya kapawa hikit-an ha bisan diin nga dapit sugad han pagsirang han adlaw. 
SIR.24.33	Sugad hin gindasig nga manaragna, ginpapagawas ko an akon pagturon-an basi pagpahimulosan han tiarabot nga mga katulinan. 
SIR.24.34	Kundi hibaroi niyo nga waray ko pagtumana ini ngatanan nga makuri nga buhat para la ha akon kalugaringon kundi basi ako makabulig hadton karuyag makaangkon hin kinaadman.
SIR.25.1	May-ada tutulo nga butang nga nakakahatag ha akon hin talagsaon nga kalipay—magtahom nga mga butang para han 
SIR.25.1	an magbugto nga maupay an pagkasabot,
SIR.25.1	an mga amyaw nga magsarangkay,
SIR.25.1	ug an mag-asawa nga malipayon ha ira pagkausa.
SIR.25.2	May-ada tutulo ka lain nga mga tawo nga diri ako nakakaantos, kanay mga panggawi nakakahatag hin kasina ha akon:
SIR.25.2	an mga kablas nga tawo nga napakahin-o,
SIR.25.2	an mga riko nga tawo kundi buwaon,
SIR.25.2	ngan an mga lurong nga kalagsan nga nanlilibog.
SIR.25.3	Labot kon mag-aram ka tubtob han imo mahimo samtang nga batan-on ka pa, diri ka gud magkakamay-ada kinaadman kon malagas ka na. 
SIR.25.4	An tuhay nga paghukom, an maupay nga pagsagdon, ug an ubanon mahusay pagkit-on kon nagkakaburunyog hira. 
SIR.25.5	An kinaadman, an pagsabot, ug an tuhay nga paghukom angay ini han mga kalagsan ug an mga tinahod nga tawo. 
SIR.25.6	An mga tigurang nga tawo nakakasul-ot han korona han naiha na nga gin-agian nira ha kinabuhi, ngan waray nira sadang iparayaw kundi an ira pagkahadlok han 
SIR.25.7	Susumatan ta kamo hiunong hin napulo nga mga tawo nga nakahigayon ako hin pagkilala ha ira labi na hiunong han ikanapulo nga tawo:
SIR.25.7	an tawo nga nalilipay han iya mga anak,
SIR.25.7	an tawo nga nakaabot hin pagkita han kapukan han iya mga kaaway,
SIR.25.8	an tawo nga may-ada masinaboton nga asawa,
SIR.25.8	an mag-asawa nga maupay an pagkatampo,
SIR.25.8	an tawo nga diri gud nagyayakan hin pakasala,
SIR.25.8	an tawo nga diri nag-alagad hin tawo nga ubos ha iya,
SIR.25.9	an tawo nga may-ada maunongon nga sangkay,
SIR.25.9	an tawo nga diri masumo hin pamati ha iya,
SIR.25.10	ug adton tinuod nga dako nga pagkatawo: an tawo nga may-ada kinaadman.
SIR.25.10	Kundi an gidadakoi amo an tawo nga may-ada pagkahadlok han 
SIR.25.11	Waray makakatanding hin sugad nga tawo tungod kay an pagkahadlok han 
SIR.25.13	Waray samad nga sugad hin ka mahapdos kay han nasamad nga gugma. Waray kasamokan nga sugad hin ka mabug-at kay han kasamokan nga tikang han kababayen-an. 
SIR.25.14	Waray mga pag-antos nga labi hin ka mapait kay han mga pag-antos nga tikang hin mga tawo nga may-ada pagdumot ha imo. Waray pagbulos nga labi hin ka maraot kay han pagbulos han imo kaaway. 
SIR.25.15	Waray hilo nga labi hin ka makamaratay kay han hilo hin halas, ngan waray kasina nga labi hin ka nabug-on ha dughan kay han kasina hin usa nga babaye.
SIR.25.16	Gabay ako makitampo dida ha amo ngahaw nga balay hin liyon kon hin dragon, diri la ako hin usa nga maraot nga asawa. 
SIR.25.17	Kon in usa nga asawa maraot an buot, nabalhin an iya pamayhon tubtob nga baga na la hiya hin maisog nga oso pagkit-on. 
SIR.25.18	An iya bana mapakadto han ira amyaw hin pagsaro ngan diri gud hiya nakakapugong han iya mga pag-uba han iya asawa.
SIR.25.19	Kon itanding an mga kasamokan nga tikang hin babaye, an bisan ano nga samok gutiay la pagkit-on. In sugad nga mga kababayen-an nahuhulog hin pakasala.
SIR.25.20	In mahilumon nga bana nga iginkakatampo hin maaringasa nga asawa mahitatanding hiya hin usa nga lagas nga nagkukuri hin pagsagka hin mahanglas nga tayod.
SIR.25.21	Ayaw kalisang tungod han kamahusay han babaye, ngan ayaw karuyag hin babaye tungod kay manggaranon hiya.
SIR.25.22	Kon an babaye amo an nagbubuhi han lalake, waray ruhaduha maabot man ta an kasina, an pagparayaw, pagpakaalo. 
SIR.25.23	An maraot nga asawa amo an nakakapasubo, nakakapaguol han iya bana ngan ha kataposan amo an nakakasakit han iya kasingkasing. Ipakita ha akon in awdanon nga lalake nga waray buot nga kinaptan ngan ipapakita ko in asawa nga diri nakakalipay han iya bana. 
SIR.25.24	Babaye an tinikangan han sala ngan kinahanglan mamatay kita tungod ha iya. 
SIR.25.25	Ayaw pasagdi in usa nga maraot nga babaye sugad nga diri niyo pinababay-an nga mag-awas an tubig tikang han tanke. 
SIR.25.26	Kon diri hiya magtuman han imo ginsiring ha iya, bulagi hiya.
SIR.26.1	Palaran an lalake kon bana hiya hin maupay nga asawa; doble an kahilawig han iya kinabuhi tungod ha iya. 
SIR.26.2	An buotan nga asawa usa nga kalipay han iya bana ngan malinawon an iya bug-os nga kinabuhi. 
SIR.26.3	An maupay nga asawa usa han mga mahal nga kaupayan nga ihinahatag ngadto hadton nahadlok han 
SIR.26.4	Magmariko ini nga mga tawo, madiri, malipayon hira ngan mahiyomhiyom.
SIR.26.5	May-ada upat nga butang nga nakakapahadlok ha akon: an maraot nga libak nga ginpapasarang ha bungto, an pagtirok hin mga mag-isog nga mga tawo, an diri matuod nga mga sumbong—ini hira labi pa hin kamaraot kay han kamatayon. 
SIR.26.6	Kundi an babaye nga maabugho tungod hin lain nga babaye nakahatag hin kasakit ha kasingkasing ngan kabidoan; waray tinahod han iya dila.
SIR.26.7	An maraot nga asawa sugad hiya hin yugo nga diri nasukol ha liog. Makuri an pugong ha iya sugad hin nakapot ka hin bungad. 
