MAT.1.1	Azezi n de Adavidi yɩɩŋa, la Abraham yɩɩŋa yaabdõma n wãna:
HEB.11.9	Abraham n bɔ sɩra la ĩyã, a yʋʋn sẽŋɛ ka kẽ'era tẽn-sɛka tɩ Nawẽnnɛ bĩŋe nõorɛ tɩ a bɔ ẽ na pʋam wʋ sãana la, yʋʋn tĩ fuu-deego bɔna mĩ. A'izakɩ, la Azakɔbɩ mẽ yʋʋn kẽ'erɩ la fuu-deto pʋam. Nawẽnnɛ yʋʋn bĩŋe nõorɛ bɔ la bãma wuu. 
HEB.11.10	Se'ere n soe la, Abraham yʋʋn tarɩ la pʋtẽ'erɛ gu'ura tẽn-sɛka ẽbrɛ n ẽebɛ sõŋa, tɩ Nawẽnnɛ mẽŋa dɛna sɛka n makɛ dee mẽ.
HEB.11.11	La de la Asaara n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ baa ẽn yʋʋn de kõndɔgrɛ dee kʋrgɛ zo'oge la, Nawẽnnɛ basɛ mɛ tɩ a dɔgɛ bia, se'ere n soe la, a bɔ la sɩra tɩ sɛka n bĩŋe a nõorɛ la, wʋn ẽŋɛ ẽn yele se'em na mɛ. 
HEB.11.12	Bɛla n soe, tɩ bʋraaga ayɩla n yʋʋn kʋrgɛ ka zãagɛ la kũm, dɔgɛ yɩɩsɩ tɩ ba zo'oge ãna wʋ wõrbiɛ n boe saazuum, bɩɩ tẽntõnbĩ'isgo n boe ko-kãtɛ nõorʋm tɩ nẽrba ka tã wʋn kãalɛ ba.
HEB.11.13	Nẽr-bãma wuu ki la ba bɔ sɩra la pʋam. Ba yʋʋn ka to'oge bõn-sɛba tɩ Nawẽnnɛ bĩŋe nõorɛ tɩ a bɔ ba la, la ba yʋʋn tũule yẽ ba la halɩ zãazãarɛ, tɩ ba sũure ãna yẽlʋm. La ba bãŋɛ mɛ yele tɩ bãma de la sãama ka tara zẽ'a dũnia zuo. 
HEB.11.14	Sɛba n tɔgrɩ wãna la pa'alɩ tɩ ba eerɩ la tẽn-sɛka tɩ ba wʋn wi'ira ba mẽŋa tẽŋa. 
HEB.11.15	Ba yʋʋn sãn tẽ'esra tẽn-sɛka tɩ ba yese dee basɛ la yelle tɩ a sɩa tara ba, ba tarɩ nɩ sore wʋn lebe bilam mɛ. 
HEB.11.16	Lan de se'em na, ba yʋʋn eerɩ la tẽn-sɛka n ãn sõŋa gãnna. Tẽn-ẽŋa de la Nawẽnnɛ yire. Bɛla n soe tɩ Nawẽnnɛ ka zoe yãnnɛ tɩ ba wi'ira ẽ tɩ ba Nawẽnnɛ, la de la ẽŋa n mãasʋm tẽŋa bɔ ba.
HEB.11.17	La de la Abraham n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a yʋʋn dɩkɛ A'izakɩ tɩ a kãabɛ bɔ Nawẽnnɛ, wakat-sɛka tɩ Nawẽnnɛ makɛ ẽ bɩsɛ yetɩ a dɩkɛ a dayʋa la bɔ ẽ na. A'izakɩ n de a dayɔ-yẽŋa la tɩ a yʋʋn dɩkɛ tɩ a kãabɛ bɔ, dee tɩ la dɛna la ẽŋa yelle tɩ Nawẽnnɛ yʋʋn bĩŋe nõorɛ la ẽ lɛ. 
HEB.11.18	Nawẽnnɛ yʋʋn yetɩ: «La wʋn doose la A'izakɩ tɩ fʋ yẽ yɩɩsɩ tɩ mam bĩŋe nõorɛ la.» 
HEB.11.19	Abraham yʋʋn tarɩ la pʋtẽ'erɛ tɩ Nawẽnnɛ tã wʋn vo'oge A'izakɩ mɛ. Bɛla n soe tɩ Nawẽnnɛ lebse bɔ ẽ a dayʋa. La ãn wʋ a vo'oge ẽ mɛ na, yel-ẽna pʋam mãmsgɔ n boe mĩ.
HEB.11.20	La de la A'izakɩ n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a kã kã'a-sõma n de sɛla n sẽm bɔ Azakɔbɩ, la A'eso.
HEB.11.21	Azakɔbɩ n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ẽn yʋʋn wa yɔna kũm na, tɩ a kã kã'a-sõma bɔ Azozɛfʋ dayɔɔsɩ bayi, tike a dasaarɛ ka dũma nã'asɛ Nawẽnnɛ.
HEB.11.22	Azozɛfʋ n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ẽn yʋʋn wa dee kũm na, tɩ a yele Ɩsrayɛlɩ dõma yetɩ, ba wʋn wa yese Ezipti tẽŋa mɛ, dee pa'alɛ ba wʋn wa ẽŋɛ ẽŋa kõba se'em.
HEB.11.23	Amoyisi dɔgrɩba n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ba yʋʋn dɔgɛ ẽ, dɩkɛ ẽ sʋgɛ wõr-sɩtã. Ba yẽ mɛ tɩ a de la bia n ãn sõŋa, tɩ ba ka zoe dabeem la naba la n bɔ nõorɛ se'em na.
HEB.11.24	Amoyisi n yʋʋn bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ẽn wa lebge bõnkɛka la, tɩ a zagsɛ tɩ ba da wi'ira ẽŋa tɩ naba Afaarõ pɔyʋa la dayʋa. 
HEB.11.25	A yʋʋn boorɩ mɛ tɩ a lagɩm na Nawẽnnɛ nẽrba la po nãmsra, gãnna ẽŋa n ɩtɩ sũ-yẽlga la sɛla n de be'em wakatɛ fẽfẽe. 
HEB.11.26	A bɩsɛ mɛ tɩ ba sãn pɔ'ɔgɛ ẽŋa wʋ ba wʋn pɔ'ɔgɛ Krisi la, n tarɩ yõorɔ zo'oge gãnna Ezipti tẽŋa bõntarsõm wuu. Se'ere n soe la, a yʋʋn tarɩ la pʋtẽ'erɛ gu'ura yɔɔrɔ n boe nẽŋa.
HEB.11.27	Ẽn bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a ze'ele Ezipti fõrgɛ dee ka zoe naba la sũ-isgre, a yʋʋn mõrgɛ mɛ ze'ele kãŋkãŋɛ, se'ere n soe la, a yẽ la Nawẽnnɛ tɩ ba ka yẽtɩ la nini. 
HEB.11.28	La ẽn bɔ sɩra la ĩyã, tɩ a botɩ Ɩsrayɛlɩ dõma kʋ Zɔɔg-basɛ pebila ẽŋɛ zɩɩm mĩise deto nõa, tɩ malɛka sɛka n wʋn kʋ kɔm-kẽendõma la, da kʋ Ɩsrayɛlɩ dõma kɔm-kẽendõma.
HEB.11.29	Ɩsrayɛlɩ dõma n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ mõg-mõlga la ko'om yʋʋn welge dee basɛ tẽn-kɛ'ɛŋa tɩ ba doose tole, tɩ Ezipti dõma mẽ paagɛ doose tɩ ba tole, tɩ ko'om di ba.
HEB.11.30	Ɩsrayɛlɩ dõma n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ba yʋʋn sẽŋɛ kaagɛ Zeriko tẽŋa dabsa ayopɔɩ, tɩ a lalsɩ lui.
HEB.11.31	Arahabɩ n de pɔg-sɛka n yʋʋn ɩtɩ yalsɩ la n bɔ Nawẽnnɛ sɩra la ĩyã, tɩ a yʋʋn to'oge nẽr-sɛba n sẽŋɛ tɩ ba lalsɛ bɩsɛ Zeriko tẽŋa n ãn se'em na a yire sõŋa, bɛla tɩ a ka po naagɛ la sɩ'ɩsrɩba la ki.
HEB.11.32	Yɛla zozo'e boe mɛ tɩ mam wʋn tɔgɛ nɩ, la nẽŋa ka boe tɩ mam wʋn tɔgɛ Azedeyõ, la Abarakɩ, la Asãmsõ, la Azefte, la Adavidi, la Asãmwɛlɩ, la Nawẽnnɛ nõtɔ'ɔsrɩba la yelle. 
HEB.11.33	La de la ban bɔ Nawẽnnɛ sɩra la ĩyã, tɩ ba yãŋɛ na'adõma to'ose ba so'olʋm, ba tõm sɛla n masɛ mɛ, ba yẽ tɩ Nawẽnnɛ n bĩŋe nõorɛ se'em na ẽŋɛ mɛ, ba mũm gɩgma nõa mɛ. 
HEB.11.34	La ba kĩŋe bugum n diti la pãŋa mɛ, ba põsɛ sʋkɔbgɔ kũm mɛ, ba yẽ pãŋa mɛ ba tɔrgɔ pʋam, dɛna gãndɔɔrɔ zɛbrɛ zẽ'a, zɛbɛ yãŋɛ satẽma zɛbzɛbrɩba dige ba. 
HEB.11.35	Pɔgsɩ yẽ ba nẽrba n ki mɛ dee vo'oge. Sɛba yẽ nãmsgɔ mɛ zozo'e dee zagsɛ yolsgo, se'ere n soe la, ba boorɩ tɩ ba wa vo'oge mɛ yẽ vɔm n ãn sõŋa gãnna. 
HEB.11.36	Ba la'arɩ sɛba mɛ, wẽ ba la kafõbsɩ, ba ba sɛba mɛ la bãnsɩ kẽ'esɛ yʋ'a deem. 
HEB.11.37	Ba lobe sɛba la kuga kʋ, wã sɛba la sɔya kʋ, sɛ basɛba la sʋkɔbrɔ kʋ. Tɩ sɛba ɛɛra yɛ'ɛna, yɛ piisi gãna bɩɩ bʋʋsɩ gãna, sakɛ ka tara sɛla sɛla, tɩ ba fɔ'ɔna ba, nãmsra ba. 
HEB.11.38	Ba yʋʋn eerɩ la weem, la tãnsɩ zuto, gã tãnsɩ yogro, la tẽŋa yogro pʋam. Dũnia ka narɩ tɩ a tara nẽr-bãma.
HEB.11.39	Nẽr-bãma wuu, Nawẽnnɛ tɔgɛ ba yelle sõŋa mɛ ban bɔ ẽ sɩra la ĩyã, la baa bɛla ba ka to'oge Nawẽnnɛ n bĩŋe nõorɛ tɩ a bɔ ba sɛla la. 
HEB.11.40	Nawẽnnɛ yʋʋn põn dẽŋɛ looge yɛm tɩ a ẽŋɛ la sɛla n ãn sõŋa gãnna bɔ tõma, bɛla tɩ a ka botɩ ba masɛ sɛla woo pʋam, tɩ tõma ka naagɛ la ba.
HEB.12.1	Bɛla, tõma n tarɩ nẽrba zozo'e n gilge tõma pa'ala tɩ sore la, tɩ mẽ basɛ bõn-sɛba n gu'uri tɩ sẽnnɛ, la tõon-be'ero tɩ tɩ ɩtɩ nãana nãana la, dee mõrgɛ zɔta zʋa n boe tɩ nẽŋa na. 
HEB.12.2	Tɩ bɩsra-ya Azezi, ẽŋa n botɩ tɩ bɔ sɩra, dee wʋn tarɩ tɩ paagɛ a ba'asgɔ zẽ'am. A wĩbe mɛ ki dɔ-puurŋa zuo ka zoe yãnnɛ, se'ere n soe la, a yẽ sũ-yẽlga sɛka n gu'uri ẽ na mɛ, la a yãŋa zĩ la Nawẽnnɛ na'am bĩmbĩnne zʋʋgɔ.
HEB.12.3	Tẽ'esɛ-ya bɩsɛ, tõon-be'ero dõma n sɩ'ɩsɛ ẽ, nãmsɛ ẽ se'em, tɩ a wĩbe, tɩ ya da basɛ tɩ ya ĩyã ki tɩ ya bʋraanɛ bo'oge. 
HEB.12.4	Yãma n zɛbrɩ la tõon-be'ero la, ya ken ka zɛbɛ ki. 
HEB.12.5	Da yĩm-ya kã'aŋɔ sɛka tɩ Nawẽnnɛ kã'an ya wʋ nẽra n kã'anɩ a kɔma se'em yetɩ:
HEB.12.5	«M bia, Zuudãana sãn sɩbgɛ fɔ,
HEB.12.5	da dɩkɛ tɩ la dɛna zãŋa,
HEB.12.5	a sãn pa'alɛ fɔ fʋ tuure,
HEB.12.5	da basɛ tɩ fʋ bʋraanɛ bo'oge.
HEB.12.6	Se'ere n soe la,
HEB.12.6	Zuudãana demsrɩ la sɛba tɩ a nõŋɛ,
HEB.12.6	dee sɩbgra sɛka woo tɩ a dɩkɛ tɩ a dɛna a bia.»
HEB.12.7	Wĩbra-ya, tɩ la de la ya demsgo, Nawẽnnɛ ɩtɩ ya la a kɔma ɩrgɔ. Bia ka boe tɩ a sɔ ka sɩbgra ẽ. 
HEB.12.8	Nawẽnnɛ sãn ka demse ya wʋ ẽn ɩtɩ a kɔma wuu se'em na, bɛla ya yi de la tãmpĩiba, ya dagɩ a kɔma. 
HEB.12.9	La sãn dɛna tɩ sɔdõma n dɔgɛ tɩ la, ba daan sɩbgrɩ tɩ mɛ, dee tɩ tɩ nanna ba. Bɛla, tɩ sakɛ tɩ Sɔ Nawẽnnɛ n boe saazuum nõorɛ gãnna, tɩ tɩ wʋn yẽ vɔm a zẽ'am. 
HEB.12.10	Tɩ sɔdõma la daan sɩbgrɩ tɩ la wakatɛ fẽfẽe ĩyã wʋ bãma mẽŋa n tẽ'esɛ se'em na. La Nawẽnnɛ sɩbgrɩ tɩ la tõma mẽŋa sõŋrɛ ĩyã, tɩ a botɩ tɩ welge to'ore dɛna pʋpeelem dõma wʋ ẽŋa la. 
HEB.12.11	Wakatɛ sɛka tɩ ba sɩbgrɩ tõma la, la de la sũ-sã'aŋɔ, la ka de sũ-yẽlga. La bɛla poorʋm nẽr-sɛba n yẽ sɩbgrɛ ẽŋa la yẽtɩ a yõorɔ mɛ, n de sũ-mã'asʋm, la vɔm n masɛ ãna sõŋa.
HEB.12.12	Bɛla, keŋe-ya ya nu'usi n targɛ, la ya dũma n ki la. 
HEB.12.13	Basɛ-ya tɩ ya nãma la sẽnna sorɔɔrɔ n de tẽntẽesɩ zuto, tɩ nẽr-sɛka n dũ'usri la da lui, a wʋn yẽ ĩmã'asʋm.
HEB.12.14	Mõrgɛ-ya ɛ tɩ sũ-mã'asʋm bɔna yãma la nẽrba wuu tẽŋasʋka, la ya ɛ pʋpeelem. Tɩ pʋpeelem sãn ka bɔna, nẽra ka tã wʋn yẽ Zuudãana la. 
HEB.12.15	Guuse-ya tɩ ya nẽra nẽra da wa mõŋɛ a mẽŋa Nawẽnnɛ yel-sõnnɛ, ken guuse-ya tɩ nẽr-sɛka da ãna wʋ yẽg-toogo n puse ya tẽŋasʋka, wʋn basɛ tɩ toogo la loŋe nẽrba zozo'e sã'am ba. 
HEB.12.16	Da basɛ-ya tɩ ya nẽra nẽra ɩta yalsɩ, bɩɩ nẽra n pɔ'ɔrɩ sɛla n de Nawẽnnɛ bõnɔ, wʋ A'eso n yʋʋn dɩkɛ a kẽnnɔ bõnɔ teege dia laaga ayɩla la. 
HEB.12.17	La yãma mi tɩ bɛla poorʋm, ẽn wa bɔɔra tɩ a sɔ kã kã'a-sõma bɔ ẽ, ẽŋa n de kẽema ĩyã la, a ka tã'agɛ. A ka yẽ sore yãŋɛ teege yelle la tɩ a ẽŋɛ la, baa ẽn kellɩ la.
HEB.12.18	Yãma n lɛm Nawẽnnɛ zẽ'am se'em na, de la to'ore la Ɩsrayɛlɩ dõma n yʋʋn lɛm sɛla tɩ ba tã wʋn kalʋm dee yẽ zẽ'am na. Bãma yʋʋn lɛm na tãŋa yẽ bugum n diti, la lika n ãn lim, la kʋsebgo kãtɛ. 
HEB.12.19	La ba wõm na benkonne peebgo, la kõa n tɔgɛ, tɩ nẽrba la n yʋʋn wõm na belem yetɩ, la da le tɔgɛ pa'asɛ. 
HEB.12.20	Se'ere n soe la, ba ka tã wʋn to'oge ẽn yele se'em yetɩ: «Sɛka sãn kalʋm tãŋa la, baa a sãn dɛna dũŋa, ba lobe ẽ na kuga kʋ» la. 
HEB.12.21	Bõn-sɛba n yʋʋn ẽŋɛ la bɔ'ɔrɩ la dabeem, halɩ tɩ Amoyisi yele yetɩ, ẽŋa zotɩ la dabeem, halɩ tɩ ẽŋa gõgra.
HEB.12.22	La yãma lɛm na tãŋa tɩ ba wi'iri tɩ Siyõ tãŋa n de vɔm dãana Nawẽnnɛ tẽŋa, ẽŋa n de Zerizalɛm mẽŋa mẽŋa n boe Nawẽnnɛ yire, tɩ malɛkadõma tʋsa tʋsa bɔna mĩ. 
HEB.12.23	La ya ken lɛm na Nawẽnnɛ nẽrba lagsgɔ n de a kɔm-kẽendõma tɩ ba yʋ'ʋra gʋlsɛ Nawẽnnɛ yire la. La ya lɛm Nawẽnnɛ n de nẽrba wuu sarɩyadita. Ya lɛm na nẽr-sɛba n masɛ Nawẽnnɛ zẽ'am, dee masɛ sɛla woo pʋam na sɩɩsɩ zẽ'am. 
HEB.12.24	Yãma lɛm na Azezi n de sɛka n boe Nawẽnnɛ la tõma tẽŋasʋka botɩ Nawẽnnɛ bĩŋe nõor-paalga la tõma lɛ. A zɩɩm na n yese bɔ tõma la pa'alɛ la sɛla n ãn sõŋa gãnna Abɛlɩ zɩɩm na.
HEB.12.25	Ɩta-ya guusgo, da zagsɛ ka selse sɛka n tɔgrɩ la ya lɛ la. Sɛba n yʋʋn zagsɛ ka selse nẽr-sɛka n kã'anɩ ba tẽŋa zuo la ka põsɛ nãmsgɔ. Bɛla, tõma sãn zagsɛ ka selse sɛka n boe Nawẽnnɛ yire la yetɔga, tõma kãn yãŋɛ põsɛ. 
HEB.12.26	A kõa la yʋʋn botɩ tẽŋa la mĩim mɛ, la lɛɛlɛ wã, a bĩŋe la nõorɛ yetɩ: «Mam wʋn le mĩim dũnia mɛ nõorɛ ayɩla, la dagɩ dũnia mã'a, saazuum mẽ wʋn mĩim mɛ.» 
HEB.12.27	Ẽn yetɩ a wʋn le mĩim nõor-ayɩla la, pa'alɛ mɛ tɩ sɛla tɩ a nãam na wʋn mĩim mɛ sã'am bɔɩ, dee tɩ sɛla n kãn tã'agɛ mĩim sã'am na mã'a n wʋn weege. 
HEB.12.28	Bɛla, tõma n wʋn to'oge so'olʋm n kãn sã'am na ĩyã, basɛ-ya tɩ tɩ pʋ'ʋsra Nawẽnnɛ a yel-sõnnɛ, tõnna se'em n wʋn ãna a sũure yẽlʋm bɔ'ɔra ẽ, la tɩ nã'asra ẽ, dee zɔta ẽ. 
HEB.12.29	Lan de se'em na, tõma Nawẽnnɛ ãn wʋ bugum n diti.
HEB.13.1	Ken nõŋɛ-ya taaba wʋ sɔbiisi la. 
HEB.13.2	Da basɛ-ya sãama sãanɔ ɩrgɔ, tɩ nẽrba basɛba ẽŋɛ la bɛla, ẽŋɛ malɛkadõma sãanɛ dee ka bãŋɛ.
HEB.13.3	Tẽra-ya sɛba n boe yʋ'a deem na yelle, wʋ yãma mẽ po bɔna la yʋ'a deem na. Tẽra-ya sɛba tɩ ba nãmsrɩ ba la yelle, wʋ yãma mẽŋa n nãmsrɩ la.
HEB.13.4	Basɛ-ya tɩ pɔgdire tara nã'asgɔ, dee da basɛ tɩ dẽgrɔ tõoma bɔna mĩ, se'ere n soe la, Nawẽnnɛ wʋn di nẽr-sɛba n ɩtɩ yalsɩ, la nẽr-sɛba n tũuli la sarɩya mɛ.
HEB.13.5	Da basɛ-ya tɩ ligri nõŋlʋm sɔna ya. Basɛ-ya tɩ ya sũure ãna yẽlʋm la yãma n tarɩ sɛla la, tɩ Nawẽnnɛ yetɩ: «Mam kãn basɛ fɔ, mam kãn malɩn basɛ fɔ.» 
HEB.13.6	Bɛla n soe tɩ tõma nẽra woo tãna wʋn yele la bʋraanɛ yetɩ:
HEB.13.6	«Zuudãana de la mam sõŋra,
HEB.13.6	mam kãn zoe dabeem.
HEB.13.6	Nẽrsaala tã wʋn ẽŋɛ mam na bẽm?»
HEB.13.7	Tẽra-ya ya nẽŋadõma n mõolɛ Nawẽnnɛ yetɔga bɔ ya la yelle. Bɩsɛ-ya ba vɔm n daan ãn se'em ka paagɛ ba kũm, tɩ ya mẽ ɩta bãma n bɔ sɩra ẽŋɛ se'em na. 
HEB.13.8	Azezi-krisi de la ẽn ãn se'em zaam, la zĩna, la wakatɛ wuu. 
HEB.13.9	Da basɛ-ya tɩ zãsŋɔ sãasɩ buuri to'oto'ore botɩ ya tuuge. Sɛla n ãn sõŋa de la tɩ basɛ tɩ Nawẽnnɛ yel-sõnnɛ bɔ'a la keŋe tɩ sũure, la, la da dɛna ɩrgɔ sɔa n de dia yelle, sɛba n dolɩ ɩrgɔ bãma la ka yẽ yõorɔ.
HEB.13.10	Tõma tarɩ la kãabgɔ, tɩ Zifdõma n tõnnɩ ba kãabgɔ tõoma la ka tara sore tɩ ba naagɛ tõma kãabgɔ la pʋam. 
HEB.13.11	Zifdõma kãabgɔ kẽma nẽŋadãana tarɩ la dũnsi zɩɩm kẽ'era Nawẽnnɛ zẽ'e-sõŋɔ la kãabra tõon-be'ero taalɛ basga ĩyã, dee tara ba nẽnnɔ na yɛsra tẽŋa la kẽnkɛrŋa yõ'ora. 
HEB.13.12	La de la bɛla tɩ Azezi mẽ yese tẽŋa la kẽnkɛrŋa ka ki, tɩ a mẽŋa zɩɩm malgɛ nẽrba tɩ ba ãna sõŋa Nawẽnnɛ zẽ'am. 
HEB.13.13	Bɛla, tɩ yese-ya sẽŋɛ a zẽ'am tẽŋa la kẽnkɛrŋa ka po sakɛ pɔ'ɔrɛ la. 
HEB.13.14	Tõma ka tarɩ tẽŋa dũnia wã zuo n boe wakatɛ wuu ĩyã, tõma eerɩ la tẽn-sɛka n sẽm na.
HEB.13.15	Azezi ĩyã, tɩ nã'asra Nawẽnnɛ wakatɛ wuu tɩ la ãna wʋ kãabgɔ la, la boorɩ tɩ la yetɩ tɩ nõorɛ yetɔga zẽkɛ a yʋ'ʋrɛ pa'alɛ ẽn de sɛka. 
HEB.13.16	Da basɛ-ya ɩr-sõma ɩrgɔ, la taaba sõŋrɛ, tɩ tõon-bãma n ãn wʋ kãabgɔ n ɩtɩ Nawẽnnɛ sũure yẽlʋm.
HEB.13.17	Sakra-ya ya nẽŋadõma nõorɛ, dee nanna ba yetɔga. La de la bãma n bɩsrɩ yãma n dolɩ Nawẽnnɛ sore la yelle, ba wʋn ka tɔgɛ pa'alɛ Nawẽnnɛ bãma n bɩsɛ ya yelle se'em mɛ. Ẽŋɛ-ya ya wʋn ẽŋɛ se'em tɩ ba tã'agɛ tõm ba tõoma la sũ-yẽlga da yõnna, tɩ bɛla ka tarɩ yõorɔ bɔ ya.
HEB.13.18	Pʋ'ʋsra-ya Nawẽnnɛ bɔ'ɔra tɔ. Tõma mi tɩ sũure pʋam mɛ tɩ tõma ka ẽŋɛ be'em, tõma boorɩ mɛ tɩ tɩ yel-ɩrɛ ãna sõŋa sɛla woo pʋam. 
HEB.13.19	Mam sosrɩ ya mɛ zozo'e tɩ ya pʋ'ʋsra m ĩyã tɩ m yẽ sore leme wa'am ya zẽ'am tɔtɔ.
HEB.13.20	La de la Nawẽnnɛ n de sũ-mã'asʋm dãana n vo'oge tɩ Zuudãana Azezi, tɩ a bɩsra tõma yelle wʋ dũnsĩin-kɛ'ɛma, a zɩɩm na tɩ Nawẽnnɛ dɩkɛ bĩŋe nõorɛ la tõma wakatɛ n ka ba'asrɩ la ĩyã. 
HEB.13.21	Nawẽnnɛ wʋn basɛ tɩ ya tã'agɛ ɩta sɛla woo n ãn sõŋa, dɔla a yɛm n boorɩ se'em. A wʋn basɛ tɩ sɛla n ãn a sũure yẽlʋm ẽŋɛ tɩ pʋam, Azezi-krisi ĩyã, ẽŋa n de sɛka n masɛ nã'asgɔ wakatɛ n ka ba'asrɩ. Amina.
HEB.13.22	M sɔbiisi, mam sosrɩ ya tɩ ya sakɛ to'oge kã'aŋɔ yetɔg-bãna wã, tɩ mam n gʋlsɛ ya gõn-sɛka wã ka zo'oge. 
HEB.13.23	Bãŋɛ-ya tɩ ba yo'oge tɩ sɔbia Atimõtɩ basɛ mɛ, a sãn wa'am tɔtɔ, mam na ẽŋa wʋn doose taaba wa'am wa kaagɛ ya.
HEB.13.24	Pʋ'ʋsɛ-ya ya nẽŋadõma, la nẽr-sɛba wuu n de Nawẽnnɛ nẽrba. Itali dõma pʋ'ʋsrɩ ya.
HEB.13.25	Nawẽnnɛ yel-sõnnɛ wʋn bɔna la ya wuu.
JAS.1.1	Mam Azakɩ n de Nawẽnnɛ, la tɩ Zuudãana Azezi-krisi tõntõnna n gʋlsɛ gõŋɔ wã pʋ'ʋsra Nawẽnnɛ nẽrba wuu n wɩrgɛ bɔna zẽ'a woo la.
JAS.1.2	M sɔbiisi, nãmsgɔ to'oto'ore sãn paagɛ ya Azezi sore la pʋam, ya dɩkɛ ba tɩ ba dɛna ya sũ-yẽlga zõnzõnnɔ, 
JAS.1.3	se'ere n soe la, ya mi tɩ nãmsgɔ sãn paagɛ ya, ya bɔ sɩra la pʋam, tɩ ya yãŋɛ wĩbe, la wʋn botɩ ya mõrgɛ ze'ele la kãŋkãŋɛ. 
JAS.1.4	La mõrgɛ-ya ze'ele kãŋkãŋɛ ka paagɛ a tɛka, tɩ ya wʋn masɛ sɛla woo pʋam, dɛna nẽrba n bɩ, tɩ sɛla ka pɔ'ɔgɛ ya.
JAS.1.5	Yɛm sãn pɔ'ɔgɛ ya nẽr-sɛka, a sose Nawẽnnɛ n bɔ'ɔrɩ nẽrba wuu la yɛmleego dee ka mõŋra ba la, tɩ a wʋn bɔ ẽ. 
JAS.1.6	La a sãn sose ẽ, dẽnɩ tɩ a bɔ ẽ sɩra, da sẽ'ena baa fẽfẽe. Se'ere n soe la, nẽr-sɛka woo n sẽ'enɩ, a ãn wʋ ko-kãtɛ ko-mĩ'isi tɩ kʋsebgo vugri wẽ'era ba tɩ ba yɛgna se'em na. 
JAS.1.7	Nẽr-ẽŋa buuri da tara pʋtẽ'erɛ tɩ a wʋn to'oge sɛla Zuudãana la zẽ'am. 
JAS.1.8	A de la nẽra n de pʋtẽ'era bayi dãana, tɩ a yɛm yɔɔra ẽn ɩtɩ bõn-sɛba la wuu pʋam.
JAS.1.9	La masɛ tɩ sɔbi-sɛka n de nasa ẽŋɛ sũ-yẽlga, tɩ Nawẽnnɛ zẽkrɩ ẽ mɛ. 
JAS.1.10	La bõntarsa mẽ ẽŋɛ sũ-yẽlga Nawẽnnɛ n sikri ẽ na, se'ere n soe la, a bõntarsõm na wʋn tole wʋ mõ-puuro la. 
JAS.1.11	Wʋntɛɛŋa sãn wõŋɛ mõogɔ, a puuro la zẽkrɩ mɛ sʋʋra kʋta, tɩ ba dasãnnɛ na bɔta. Bõntarsa mẽ ãn na bɛla, a wʋn ki mɛ a bõntarsõm na tõoma pʋam.
JAS.1.12	Nẽr-sɛka n wĩbri nãmsgɔ pʋam tarɩ zu-yẽlga. Se'ere n soe la, ẽn ze'ele kãŋkãŋɛ la, Nawẽnnɛ wʋn bɔ ẽ bɔ'a n de vɔm n ka ba'asrɩ tɩ a bĩŋe nõorɛ tɩ a bɔ sɛba n nõŋɛ ẽ na.
JAS.1.13	Yelle sãn paagɛ nẽra botɩ a bɔɔra tɩ a ẽŋɛ be'em, a da yetɩ Nawẽnnɛ n basɛ tɩ ẽŋa bɔɔra tɩ a ẽŋɛ be'em. Sɛla ka tã wʋn botɩ Nawẽnnɛ ẽŋɛ be'em. La Nawẽnnɛ mẽ ka botɩ nẽra bɔɔra tɩ a ẽŋɛ be'em. 
JAS.1.14	La de la nẽra woo yɛmleego n de be'em n pã'asrɩ ẽ, botɩ a kẽ'era yɛla pʋam. 
JAS.1.15	La be'em yɛmleego sãn yõkɛ pʋʋrɛ, a dɔgrɩ la tõon-be'ero. La tõon-be'ero la sãn wa bɩ, a sẽm na kũm.
JAS.1.16	M sɔbi-nõŋrɩsɩ, da pã'asɛ-ya ya mẽŋa. 
JAS.1.17	Bɔ'a wuu n ãn sõŋa, la bɔ'a n masɛ wuu ze'etɩ la saazuum, Nawẽnnɛ n de peelem dãana la zẽ'am. Ẽŋa n nãam bõn-sɛba wuu n boe saazuum nẽera peelem, tɩ ba tɛɛra, la ẽŋa ka teerɩ, a ka tarɩ lika. 
JAS.1.18	Ẽŋa mẽŋa n boorɩ tɩ a basɛ tɩ a sɩra yetɔga la bɔ tõma vɔm. A ẽŋɛ bɛla tɩ tõma dɛna la pɔspɔsɩ dõma bõn-sɛba wuu tɩ a nãam na pʋam.
JAS.1.19	M sɔbi-nõŋrɩsɩ, bãŋɛ-ya bõn-ẽna wã sõŋa, nẽra woo mõrgɛ sɛlsra sõŋa, la a mã'agɛ a mẽŋa tɔgra, la a da isgra sũure tɔtɔ. 
JAS.1.20	Nẽrsaala sũure sãn isge, a ka ɩtɩ sɛla n masɛ Nawẽnnɛ zẽ'am. 
