MAT.1.1	Rûrû i ru rûrîîyo rwa Yiesû Kîrîstû wa mûciî wa Ndaundi, wa rûciaro rwa Îburaîmu.
2PE.2.10	Aarimû babu ba ûrongo n'eekumia, gûtirî kîo kîbamakagia. Batikuthûkaga kwaria mantû mataagîrîte îgûrû rîa bara barî gîtîîyo. 
2PE.2.11	Îndî araîka na i bo barî inya nkûrûki batibathitangaga kîrî Mwathani bamwîra mantû maathûûku îgûrû rîao.
2PE.2.12	Antû babu baaragia mantû mataagîrîte îgûrû rîa mantû mara bakûrigwa i mo. Bakari ta nyamû bûra irûthaga mantû itakûthûgaania, magaikuuyia. Îndî antû babu na bo bakaathirua ta nyamû bûra igwatagwa ikaûragwa. 
2PE.2.13	Kwoogu ûyu n'uu mûcaara wao n'ûntû bwa kûrûtha mantû maathûûku.
2PE.2.13	Bakenagîîra kûrûtha mantû mataagîrîte kinya kûrî mûthenya, batakwitha. Bakari ta marooro ma rûko na mathina rîra bakîbweneeria na mantû ma ûrongo beeringanîrîte naabi bûkîrîyanîra na bo biathooni. 
2PE.2.14	Waboona mûka rîonthe bathûgaanagia kûruta ngûgî ya ûmaramari n'we. Bata îra barî ya kûrûtha meeyia îtithiraga na ibateeyaga antû bara batarikîîte wîtîgioni. Beerutanire kûrega kûganîrwa. Na n'ûntû bwa mantû mara barûthaga i baarume i Ngai. 
2PE.2.15	Batithingatîîte njîra ya mma ibaûrîîte. Bathingatîîte njîra îra ya kîroria kîra kîa ûrongo, kîra gîetagwa Mbaraamu wa Biori. Kîroria gîku kîendire kûrûtha wîyia n'ûntû bwa kwenda mbia. 
2PE.2.16	Amwe na kwîgua îng'ooi rîtiaragia irîamûkaaniirie na kayû ta ka muntû n'ûntû bwa wîyia bûra aarûthaga rîamwîra atige waa.
2PE.2.17	Aarimû babu ba ûrongo bakari ta inyaka biabwere rûûyî, kana ta bûra matu macûgagua i ruuo mbura îtaure. Ngai abarûthîrîte gîkaro kîao kûra kûrumeene mwindu ûmûnene mûno. 
2PE.2.18	Beekumagia na kwaria mantû ma ûtheri. Bathiyaga kîrî bara beetîgîîtie Ngai rua rua, bara baumîîte kîrî bara baûrîîte bakabeeneeria na njîra ya kûbakuuyia barûtha mantû ma meeyia mara mîîrî îîriragîîria. 
2PE.2.19	Babeenagîîria bakabeera muntû nwa arûthe bûra akwenda. Na aarimû babu barî bo i nkombo cia mantû ma kûbeenyangia. Muntû akaremwa gûtiga ûntû bûna atuîkaga nkombo ya ûntû bûbu. 
2PE.2.20	Na muntû aatigana na mantû maathûûku mara marî nthîgûrû na njîra ya kûmenya Mwathani Mwonokia wetû Yiesû Kîrîstû, îndî akagarûka agacookera mantû mara araarî agûtiga makamûthaîka kaîrî, makamûkîria inya, muntû ûyu nathûûkaga nkûrûki ya bûra aakari mbereeni. 
2PE.2.21	I kaaba muntû ta ûyu atakîmenya mantû ma wagîru, kîrî kûmamenya îndî acooka arekana na maathana maatheru mara aararutanîîtwe. 
2PE.2.22	Muntû akarîîte ûgu, ûntû bûbu ibûkûgwatanîra na njuno îra yugaga, “Kurû îrîyaga mataîka ma yo,”
2PE.3.1	Eendwa, îno n'yo baarûa yakwa ya ciîrî kûbwandîkîra. Na baarûani ino irî ciîrî ndîcûa kwona kana meeciiria meenu maatheru makaaririkana mantû mama. 
2PE.3.2	Ndîenda bûririkana mantû mara iroria biitheru bia Ngai biaroriirie tene mûno. Na inkwenda bûririkana maathana ma Mwathani Mwonokia wetû mara bwarutanirwe n'atûmwa bara aatûmire kîrî biû.
2PE.3.3	Mûno mûno, ibûbatîîrue bûmenya ntugûûni cia mûthiro gûkeegua kûrî na antû bakaanyûrûntaga ntheto ya Ngai. Bakaarûthaga mantû kûringana na mawîrirîîria maao maathûûku. 
2PE.3.4	Na bakaamînyûrûntaga bakauga, “Yiesû akuuga akaaya kaîrî îîndî arî kû? Kuuma wo tene rîra nthîgûrû yaûmbirwe nthuke cia biûyûûyû ciakua mwanka îmunthî tûrî mantû makari wabûra maakari.” 
2PE.3.5	Îndî antû babu ibaûragîria matû bakarega gwîtîgîîria ûmma bungwa atî, tene Ngai i kiugo aatûmîîre auga ikwîgue kûrî na nthîgûrû na îgûrû, na ciegua irî oogo, aategategia rûûyî nthîgûrû yaumîra. 
2PE.3.6	Na rûûyî warûru i ru eenyangiirie na ru nthîgûrû rîra auyûriirie rûûyî kunthe. 
2PE.3.7	Na i kiugo kaîrî Ngai aatûmîîre auga nthîgûrû na îgûrû rîra rîrî oogo îîndî aîgîîte akaabîîthia na mwanki ntugû îra akaagiitîra antû îgamba na athirie bara baaregire kûmwathîkîra.
2PE.3.8	Na, eendwa, bûtikaariganîrueni n'ûntû bûmwe. Kîrî Ngai ntugû îmwe i bûmwe na mîanka ngiri, na mîanka ngiri i bûmwe na ntugû îmwe. 
2PE.3.9	Kûringana na bûra antû bamwe bathûgaanagia, boonaga Ngai atirî mpwî cia kwingia wîrane bwake. Îndî i kagiita abwete
2PE.3.10	Ntugû ya gûcooka kwa Mwathani îgaakara ta ntugû îra mwamba aayaga. Kagiita gaku îgûrû rîkaathira na gîtuma kîînene mûno, bionthe bira birî ku bithirue na mwanki. Kinya nthîgûrû na bira birî ku bikaabîîthua.
2PE.3.11	N'ûntû ûgu i bu bionthe bikaathirua, thûgaaniani bûmenye bûbatîîrue bwîgua bûrî antû bakari ata. Mîkarîre yenu îbatîîrue îîgua îrî îmîtheru na îrî ya kîîngai, 
2PE.3.12	bweteereete ntugû ya kûûya kwa Mwathani. Karagaani bûrî na wendo bwa gweteera ntugû înu, rîra îgûrû rîkaabîîthua rîthirue, kîra gîntû kîbîîthue kîthire kûrû. 
2PE.3.13	Îndî itweteereete îgûrû rîngî rîîyerû na nthîgûrû îngî înjerû kûringana na wîrane bwa Ngai, kûra wagîru bûtûûraga.
2PE.3.14	Kwoogu, eendwa, cûûgiani mûno bûkarage bûrî baatheru nkorooni bûtarî na mabîtia na bûrî na ûkiri bweteereete ntugû îra Mwathani akaaya. 
2PE.3.15	Thûgaaniani bwone bûra Ngai arî mwinyîkîria. N'ûntû mbere ya ntugû ya kûgiitîrwa îgamba îkinya nakwenda kûnenkera antû kaanya ga kwonoka, wata bûra mûruayia wetû, mwendwa, Paûrû, aabwandîkîîre kûringana na ûûme bûra Ngai aamwete. 
2PE.3.16	Mantû wamamu nwa mo agweteete baarûani ciake cionthe. Na mamwe ma mara marî baarûani ciake i maûmo kûmenyeka. Bara batarî na ûmenyo, bara batarikîîte wîtîgioni bataûraga mantû mamu bakîbîtagia ta bûra bataûraga kûra kûngî *Maandîkooni Maatheru. Kûrûtha ûgu i kwîbînyangia beereetagîra bongwa.
2PE.3.17	Îndî biû, eendwa, n'ûntû ibûkaanîîtue mantû mama, îmenyeereeni bûtikaaye kûbîtithua i mabîtia ma antû batarî ba mîkarîre îmîega buuma mûrûngamooni wenu. 
2PE.3.18	Îthiini na mbere kwongeerwa ûtugi na kûmenya Mwathani Mwonokia wetû, Yiesû Kîrîstû. Arookumua îîndî mwanka tene na tene. Aameni.
1JN.1.1	Tûbwandîkîrîte tûkîenda kûbûmenyithia mantû ma ûra aarî oogo kuuma kîambîrîria, ûra twîgîîtue, twamûkûnîîra meetho, na njara cietû ciamûtongithia, ta we kiugo kîa mwoyo ûra tûkûbûtûmîîria. 
1JN.1.2	Rîra ûra aarî na mwoyo ûyu aayire itwamwonire na tûkûûyagîîra mantû maake. Tûrîbwîra mantû ma ûra aarî na mwoyo wa tene na tene. N'we aarî kîrî Baaba na twagwûrîrwa we. 
1JN.1.3	Bûra twoneete na tweegua i bu tûkûbwîra kaingo bûgwatanîra naati ngwatanîrooni îra tûrî n'yo na Baaba, na Mwana wake Yiesû Kîrîstû. 
1JN.1.4	Tûrîbwandîkîra mantû mama kaingo tûkena mûno.
1JN.1.5	Ino i cio ntheto ira twîgîîtue ciake. Na i cio tûkwenda kûbwîra, atî, Ngai i werû na kîrî we gûtirî mwindu nwa aniini. 
1JN.1.6	Ûkeegua tuugaga tûrî ngwatanîro n'we na tûgîkaraga mwinduuni, n'ûrongo twaragia tûtithingataga ûmma. 
1JN.1.7	Îndî tûkathiyagîra werûûni, ta bûra we arî werûûni, tûkeegua tûrî na ngwatanîro twinthe, na nthakame ya Yiesû Kîrîstû Mwana wake îgatûthambia meeyia monthe.
1JN.1.8	Tûkaaya kuuga tûtirî na meeyia itûkwîbenia na ûmma bûtirî ndeni yetû. 
1JN.1.9	Îndî tûkaaya kuumbûra meeyia meetû kîrî Ngai, we i mwîtîgua na wa ûmma. Agatûrekera na atûthambie maûthûûku monthe. 
1JN.1.10	Tûkaaya kuuga tûtiîyîîtie, i ta kuuga Ngai i mûûrongo na kiugo gîake gîtirî ndeni yetû.
1JN.2.1	Aana baakwa, mbwandîkîrîte baarûa îno kaingo bûtikaaye kwîyia, îndî ûra akeeyia namenye tûrî na ûra atwaragîîria kîrî Ngai, ta we Yiesû Kîrîstû ûra mwagîru. 
1JN.2.2	N'ûntû bwa kwîruta gwake arî kîgongwana itûrekagîrwa meeyia meetû, na ti tiû twinka îndî n'antû bonthe.
1JN.2.3	Ûkaaya kwîgua tûkaathîkîra maathana maake i rîo tûkaamenya wabu itûmwiyî. 
1JN.2.4	Muntû akaaya kuuga, “Niû imwiyî,” îndî atakwathîkîra maathana maake, ûyu i mûûrongo na ûmma bûtirî ndeni yake. 
1JN.2.5	Îndî ûra aathîkagîra kiugo gîake, ûyu n'we oonanagia neendeete Ngai kûrû. Ûgu i bu tûûmba kûmenya tûrî ngwatanîro na Ngai. 
1JN.2.6	Muntû ûra augaga arî na ngwatanîro na Mwathani nwa mwanka mîtugo yake îkare ta bûra ya Yiesû Kîrîstû yakari.
1JN.2.7	Eendwa, yathana rîrî nkûbwandîkîra tika rîrî rîgeni. I yathana warîra rîkûrû, rîra bweegiirue kuuma kîambîrîria. I rîo ûrutani bûra bweegiirue kuuma kîambîrîria. 
1JN.2.8	Îndî yathana rîrî nwa rîîyerû. Ûmma bwa rîo bwonekanaga kîrî Kîrîstû na kîrî biû. Kwathîkîra kûra bwathîkagîra yathana rîrî kûrîonania mwindu nûkûthira na werû bwa mma ibûkûmûrîka.
1JN.2.9	Muntû ûra augaga arî werûûni na atiendeete mwîtîgîri ûra ûngî, ûyu i mwinduuni arî kinya îîndî. 
1JN.2.10	Ûra eendeete mwîtîgîri ûra ûngî arî werûûni na ndeni yake gûtirî ûntû bûûthûûku bûra bûûmba kûgiitaria muntû ûngî. 
1JN.2.11	Muntû ûra athûîre mwîtîgîri ûra ûngî ûyu i mwinduuni arî na atikûmenya bûra athiîte n'ûntû mwindu ûmûtuîkithîîtie ntûngi.
1JN.2.12	Biû twana, mbwandîkîrîte n'ûntû ibûrekeretwe meeyia meenu riîtwaani rîa Yiesû Kîrîstû.
1JN.2.13	Akûrû, mbwandîkîrîte n'ûntû ibwiyî ûra aarî oogo kuuma kîambîrîria.
1JN.2.13	Aana beethî, mbwandîkîrîte n'ûntû ibûcindîîte ûra mûthûûku.
1JN.2.14	Twana, mbwandîkîrîte n'ûntû ibwiyî Baaba.
1JN.2.14	Akûrû, mbwandîkîrîte n'ûntû ibwiyî ûra aarî oogo kuuma kîambîrîria.
1JN.2.14	Aana beethî, mbwandîkîrîte n'ûntû bûrî na inya, n'ûntû kiugo kîa Ngai igîkaraga ndeni yenu na n'ûntû ibûcindîîte ûra mûthûûku.
1JN.2.15	Bûtikeende nthîgûrû kana into bia yo n'ûntû muntû ûra eendeete nthîgûrû atiendeete Baaba. 
1JN.2.16	Mantû monthe ma nthîgûrû mara antû beeriragîîria, mara antû boonaga bakameenda, na into bionthe bia nthîgûrû bira antû beekumagîria, gûtirî kîo kiumîîte kîrî Baaba. Bionthe i bia nthîgûrû. 
1JN.2.17	Nthîgûrû na mantû ma yo mara antû beendaga makaathira, îndî ûra arûthaga bûra Ngai eendaga agaatûûra tene na tene.
1JN.2.18	Aana baakwa, mûthiro ûrî akubî. Ibwîgîîtue mûregi Kîrîstû akaaya na îîndî ûgu aregi Kîrîstû ibaumîrîte baingî. Na gîku i kîo gîgûtûma tûmenya mûthiro ûrî akubî. 
1JN.2.19	Antû baba bataarî ba ngwatanîro yetû. Na gîku i kîo gîatûmire baathûka batûtiga n'ûntû ûkeegua baarî beetû batikîthi. Îndî baathiire kaingo kûmenyeka bwega atî bonthe bataarî ba ngwatanîro yetû.
1JN.2.20	Îndî biû ibwiyî mantû monthe n'ûntû ibwîtûûrîrîtue Kîrundu Ûmûtheru. 
1JN.2.21	Ntikûbwandîkîra i bûra bûtaiyî ûmma. Ndîbwandîkîra n'ûntû ibûbwiyî na n'ûntû ibwiyî gûtirî ûrongo buumaga ûmmaani. 
1JN.2.22	Îîndî rî, mûûrongo n'ûû? N'ûra augaga Yiesû t'we Kîrîstû. Ûyû n'we mûregi Kîrîstû ûra aregaga Ngai Baaba na Mwana wake. 
1JN.2.23	Ûra aregeete Mwana naregeete Îthe. Ûra eetîgagîra Mwana arî na ngwanatîro na Îthe.
1JN.2.24	Kwoogu menyagîîraani ûrutani bûra bweegiirue kuuma kîambîrîria, n'ûntû bwarûtha ûgu bûgaakaraga ndeni ya Mwana na Îthe. 
1JN.2.25	Ngai akaingia wîrane bûra aatwere ta bu mwoyo wa tene na tene.
1JN.2.26	Mantû mama mbwandîkîrîte makoneetie bara bakwenda kûbweneeria. 
1JN.2.27	Îndî biû bûrî na Kîrundu Ûmûtheru ûra bwetûûrîîrue. Kwoogu bûtikwenda muntû ûngî wa kûbûrutana. Kîrundu Ûmûtheru abûrutanaga mantû monthe na mara monthe abûrutanaga i ma mma, ti ma ûrongo. Kwoogu thingatagaani bûra abûrutanaga. Na karagaani ndeni ya Kîrîstû.
1JN.2.28	Kwoogu îîndî, aana baakwa, karagaani bûrî ndeni ya Kîrîstû kaingo ntugû îra agaacooka tûtikaaye kwîgua nthoni kana ûguaya.
1JN.2.29	Ibwiyî n'ûmwagîru na ibwiyî muntû ûra arûthaga bûra kwagîrîte i mwana wake.
1JN.3.1	Baaba oonanagia natwendeete mûno na gûtwîta aana baake, na wabu tûrî bo. I kîo n'ûntû antû ba nthîgûrû batatwiyî n'ûntû kinya Ngai batimwiyî. 
1JN.3.2	Eendwa, îîndî tûrî aana ba Ngai na mwanka agu tûtiiyî tûgaakara ata. Îndî itûkûmenya rîra akaaya tûkaabuanaana n'we na tûkamwona bûra akari bu bungwa. 
1JN.3.3	Na muntû wonthe ûra arî na wîrîgîîro bûbû neetheragia n'ûntû we n'ûmûtheru.
1JN.3.4	Ûra eeyagia i watho eegagua akiuna n'ûntû wîyia i kuuna watho. 
1JN.3.5	Ibwiyî Yiesû aayire kaingo tûrekerwa meeyia meetû na we wengwa atirî wîyia. 
1JN.3.6	Ûra wonthe akaraga ndeni ya Kîrîstû atikaraga akîîyagia. Îndî ûra akaraga akîîyagia atimwiyî buru.
1JN.3.7	Aana baakwa, muntû atikaabwenie. Ûra arûthaga bûra kwagîrîte n'ûmwagîru ta bûra Kîrîstû arî ûmwagîru. 
1JN.3.8	Muntû ûra akaraga akîîyagia ûyu n'wa Nkoma, n'ûntû Nkoma yeeyiirie kuuma kîambîrîria. Mwana wa Ngai aayire kaingo eenyangia ngûgî cia Nkoma. 
1JN.3.9	Ûra acierwe i Ngai atikaraga akîîyagia n'ûntû mûkarîre wa Ngai ûrî ndeni yake. Na n'ûntû Ngai n'we Îthe, ûra acierwe i Ngai atiûmba gûkara akîîyagia. 
1JN.3.10	Bûbu i bu tûûmba kûmenya na bu aana ba Ngai na ba Nkoma. Muntû ûra atarûthaga bûra kwagîrîte, ûra ateendaga eetîgîri bara bangî, ûyu t'wa Ngai.
1JN.3.11	Ûrutani bûra bweegiirue i bûbû—nwa mwanka twendanage. 
1JN.3.12	Tûtigaakare ta Kaini ûra wa Nkoma, ûra aûragire mûruagina. I mbi yatûmire amûûraga? N'ûntû Kaini aarûthaga ûthûûku, îndî mûruagina aarûthaga bûra kwaagîrîte. 
1JN.3.13	Bûtikaarigare bwamenwa n'antû ba nthîgûrû. 
1JN.3.14	Itûkûmenya bwega ituumîîte gîkuûni twathûngîra mwoyooni n'ûntû itwendeete eetîgîri bara bangî. Ûra ateendeete eetîgîri bara bangî atauma gîkuûni. 
1JN.3.15	Muntû ûra athûîre mwîtîgîri ûra ûngî i mûûragani. Na ibûkûmenya bwega gûtirî mûûragani arî na mwoyo wa tene na tene ndeni yake.
1JN.3.16	Kwîruta kwa Yiesû na gûkua n'ûntû bwetû i ku gûtwonagia bûra wendo bûkari. Wana tiû itwagîrîtwe gûkua n'ûntû bwa eetîgîri bara bangî. 
1JN.3.17	Muntû akaaya kwîgua arî na into biingî bia kûmûgana na akoona mwîtîgîri ûra ûngî atarî gîntû na akarega kûmûteethia, n'ata muntû ta ûyu aûmba kuuga arî na wendo bwa Ngai ndeni yake? 
1JN.3.18	Aana baakwa, twonanagieni wendo bwetû i bwa mma na mantû mara tûkaarûthaga, îndî ti na kwaria gunka.
1JN.3.19	Wendo bwetû kîrî eetîgîri bara bangî i bu bûgaatûma tûmenya tûrî na ûmma, na atî, twaûmba kûrûngama mbere ya Ngai tûtarî na ûguaya nkorooni cietû. 
1JN.3.20	Ûkeegua nkoro cietû igîtûgambithagia, Ngai n'we mûnene kîrî cio na naiyî mantû monthe.
1JN.3.21	Eendwa, îndî ûkeegua nkoro cietû itagûtûgambithia, tûkeegua tûrî na kûûmîîria mbere ya Ngai. 
1JN.3.22	Bionthe bira tûrombaga itweyagwa bio n'ûntû itwathîkagîra maathana maake na itûrûthaga mantû mara mamûkenagia. 
1JN.3.23	Na yathana rîake rîra atwete, n'atî twîtîgîre Mwana wake, Yiesû Kîrîstû na twendanage ta bûra atwathîîte. 
1JN.3.24	Ûra aathîkagîra maathana maake akaraga ndeni ya Ngai, na Ngai n'we arî ndeni yake. Na Kîrundu ûra aatwere n'we atûmaga tûmenya Ngai arî ndeni yetû.
1JN.4.1	Eendwa, bûtigeetîgagie irundu bionthe bira birî na antû. Ambagaani bûkabigeria bûkoona kana i bia Ngai, n'ûntû iroria biingî bia ûrongo ibiumîrîte nthîgûrû. 
1JN.4.2	Ûûgû i bu tûûmba kûmenya muntû arî na Kîrundu wa Ngai. Ûra augaga Yiesû aayire arî muntû, Kîrundu ûyu n'wa Ngai. 
1JN.4.3	Îndî kîrundu kîonthe kîra kîugaga Yiesû ataaya arî muntû, kîrundu gîku gîtiumîîte kîrî Ngai. Kîumîîte kîrî mûregi Kîrîstû ûra bwiyî akaaya, na îîndî ûûgû arî gûkû nthîgûrû.
1JN.4.4	Îndî biû, aana, bûrî ba Ngai, na ibûbacindîîte n'ûntû Ngai ûra bûrî n'we n'ûmûnene kîrî ûra arî nthîgûrû. 
1JN.4.5	Iroria bibi bia ûrongo biaragia mantû ma nthîgûrû n'ûntû i bia nthîgûrû, na i ntûma antû ba nthîgûrû babithikagîîria. 
1JN.4.6	Îndî tiû tûrî ba Ngai. Bara bamwiyî ibatûthikagîîria. Bara batamwiyî batitûthikagîîria. Ûgu i bu tûûmba kûmenya Kîrundu wa mma na kîrundu kîa ûrongo.
1JN.4.7	Eendwa, twendanageeni n'ûntû wendo buumaga kîrî Ngai. Ûra eendanaga i mwana wa Ngai na naiyî Ngai. 
1JN.4.8	Ûra ateendanaga atiyî Ngai, n'ûntû Ngai i wendo. 
1JN.4.9	Ngai naatwoniirie wendo bwake na njîra ya gûtûma Mwana wake wa kîmoomwe nthîgûrû, kaingo twona mwoyo n'ûntû bwake. 
1JN.4.10	Na wendo bûbû bûkari ûûgû. Ti tiû tweendire Ngai, îndî i Ngai aatwendire aatûma Mwana wake atuîka kîgongwana gîa gûtûma tûrekagîrwa meeyia meetû.
1JN.4.11	Eendwa, weegua i bu Ngai aatwendire ûgu na tiû itûbatîîrue twendanaga. 
1JN.4.12	Gûtirî muntû oona Ngai. Îndî ûkeegua tûkeendanaga twingwa, Ngai nakaraga ndeni yetû na wendo bwake ibûtûûyûraga.
1JN.4.13	Tûmenyaga tûrî ndeni ya Ngai na Ngai arî ndeni yetû n'ûntû natwete Kîrundu wake. 
1JN.4.14	Itwoneete na itûkûûyagîîra atî Baaba naatûmire Mwana wake atuîka Mwonokia wa nthîgûrû. 
1JN.4.15	Ûra augaga Yiesû i Mwana wa Ngai, Ngai nakaraga ndeni yake na n'we nakaraga ndeni ya Ngai. 
1JN.4.16	Na tiû twingwa itûmenyeete na itwîtîgîîtie wendo bûra Ngai atwendeete na bu.
1JN.4.16	Ngai i wendo. Ûra akaraga wendooni akaraga ndeni ya Ngai na Ngai nakaraga ndeni yake. 
1JN.4.17	Wendo bûûyûragua ndeni yetû kaingo tûûmba kûrûngama tûtarî na ûguaya mûthenya wa kûgiitîrwa îgamba n'ûntû ûtûûro bwetû gûkû nthîgûrû bûkari ta bwa Kîrîstû. 
1JN.4.18	Wendo bûtirî ûguaya. Wendo bwa mma ibûrûngagia ûguaya. Kwoogu muntû ûra arî na ûguaya, wendo bwake ti bwa mma n'ûntû ûguaya i bwa îkaanûkia.
1JN.4.19	Twendeete Ngai n'ûntû n'we aatwendire mbere. 
1JN.4.20	Ûra augaga neendeete Ngai na athûîre eetîgîri bara bangî n'ûrongo aaragia, n'ûntû atiûmba kwenda Ngai ûra atoona, îndî amena mwîtîgîri ûra oonaga. 
1JN.4.21	Yathana rîra Kîrîstû atwete i rîrî—ûra eendeete Ngai nwa mwanka eende mwîtîgîri ûra ûngî.
1JN.5.1	Ûra eetîgîîtie Yiesû n'we Kîrîstû, ûyu i mwana wa Ngai. Na ûra eendeete îthe neendeete kinya mwana. 
1JN.5.2	Tûmenyaga itwendeete aana ba Ngai n'ûntû itwendeete Ngai na itwathîkagîra maathana maake. 
1JN.5.3	Rîra twathîkagîra maathana ma Ngai i rîo twonanagia itûmwendeete na maathana maake ti maûmo. 
1JN.5.4	Ûra aciarîîtwe i Ngai nacindîîte nthîgûrû na tûcindaga nthîgûrû na njîra ya wîtîgio bwetû. 
1JN.5.5	Na n'ûû we aûmba gûcinda nthîgûrû, twanga ûra eetîgîîtie Yiesû i Mwana wa Ngai?
1JN.5.6	Yiesû Kîrîstû noonaniirue i Mwana wa Ngai na njîra ya rûûyî na nthakame ya gîkuû gîake. Ataaya na rûûyî runka. Aayire na rûûyî na nthakame. Kîrundu nakûûyagîîra ntheto ino i cia mma n'ûntû Kîrundu aaragia ûmma. 
1JN.5.7	Akûûyî i bathatû. Na bo i 
1JN.5.8	Kîrundu, rûûyî na nthakame. Na bonthe barî bathatû ibagwatanagîra. 
1JN.5.9	Itwîtîgagia ûkûûyî bûra antû beeyanaga. Îndî ûkûûyî bwa Ngai bûra eeyanaga bwa Mwana wake i bu bûnene. 
1JN.5.10	Ûra eetîgîîtie Mwana wa Ngai arî na ûkûûyî nkorooni. Îndî ûra ateetîgîîtie Ngai namûtuîkithagia mûûrongo n'ûntû atiîtîgagia ûkûûyî bwa Ngai bûra augaga îgûrû rîa Mwana wake. 
1JN.5.11	Ûkûûyî bwa Ngai buugaga, Ngai atwete mwoyo wa tene na tene na mwoyo ûyu ûrî ndeni ya Mwana wake. 
1JN.5.12	Ûra arî na Mwana wa Ngai arî na mwoyo. Îndî ûra atarî n'we atirî na mwoyo.
1JN.5.13	Mbwandîkîrîte baarûa îno kaingo bûmenya bûrî na mwoyo wa tene na tene, n'ûntû ibwîtîgîîtie Mwana wa Ngai. 
1JN.5.14	Tûtirî na ûguaya mbere ya Ngai tûkîmûromba n'ûntû itwiyî natwîgagua. Na tûkaaya kûmûromba gîntû kûringana na bûra eendaga, natweyaga kîo. 
1JN.5.15	Itwiyî n'ûmma neegagua rîra tûkûmûromba. Kwoogu kinya bira tûmûrombaga itwiyî natweyaga.
1JN.5.16	Muntû akaaya kwona mwîtîgîri ûra ûngî akîrûtha wîyia bûtaûmba kûreeta gîkuû, namûrombere Ngai ûra akamwaa mwoyo. Kûrî wîyia bûûmba kûreeta gîkuû. Ntikuuga bûrombe n'ûntû bwa wîyia ta bûbû. 
1JN.5.17	Mabîtia monthe i meeyia, îndî ti meeyia monthe mareetaga gîkuû.
1JN.5.18	Itwiyî ûra aciarîîtwe i Ngai atikaraga meeyiani n'ûntû Mwana wa Ngai namûrigagîîria atikaathûkue i Nkoma. 
1JN.5.19	Itwiyî tûrî ba Ngai na itwiyî antû bonthe ba nthîgûrû baathagwa i Nkoma. 
1JN.5.20	Itwiyî Mwana wa Ngai naayire na atwa ûmenyo, kaingo tûûmba kûmenya Ngai wa mma. Tûkaraga ndeni ya Ngai wa mma na ndeni ya Mwana wake Yiesû Kîrîstû. Ûyu n'we Ngai wa mma na n'we mweyani wa mwoyo wa tene na tene.
1JN.5.21	Aana baakwa, îmenyeereeni kuuma kîrî ngai cia mîbuanaano.
2JN.1.1	I niû Mûkûrû ngûkwandîkîra woû mwekûrû athuurîîtwe i Ngai na aana baaku.
2JN.1.1	Mbwendeete mûno na wendo bwa mma. Na ti niû ninka mbwendeete, bwendeetwe i bonthe bara baiyî ûmma. 
2JN.1.2	Na ûmma bûbû bûgaatûûra kîrî tiû tene na tene.
2JN.1.3	Ûtugi, kîao na ûkiri bwa Ngai Baaba na bwa Yiesû Kîrîstû, Mwana wake, bigaakaraga naabi ûmmaani na wendooni.
