GEN.1.2	Ja maa oli autio ja tyhjä, ja pimeys oli syvyyden päällä, ja Jumalan Henki liikkui vetten päällä. 
JHN.9.18	Mutta juutalaiset eivät uskoneet hänestä, että hän oli ollut sokea ja saanut näkönsä, ennenkuin kutsuivat sen näkönsä saaneen vanhemmat 
JHN.9.19	ja kysyivät heiltä sanoen: "Onko tämä teidän poikanne, jonka sanotte sokeana syntyneen? Kuinka hän sitten nyt näkee?" 
JHN.9.20	Hänen vanhempansa vastasivat ja sanoivat: "Me tiedämme, että tämä on meidän poikamme ja että hän on sokeana syntynyt; 
JHN.9.21	mutta kuinka hän nyt näkee, emme tiedä; emme myöskään tiedä, kuka on avannut hänen silmänsä. Kysykää häneltä; hänellä on kyllin ikää, puhukoon itse puolestansa." 
JHN.9.22	Näin hänen vanhempansa sanoivat, koska pelkäsivät juutalaisia. Sillä juutalaiset olivat jo sopineet keskenään, että se, joka tunnusti hänet Kristukseksi, oli erotettava synagoogasta. 
JHN.9.23	Sentähden hänen vanhempansa sanoivat: "Hänellä on kyllin ikää, kysykää häneltä". 
JHN.9.24	Niin he kutsuivat toistamiseen miehen, joka oli ollut sokea, ja sanoivat hänelle: "Anna kunnia Jumalalle; me tiedämme, että se mies on syntinen". 
JHN.9.25	Hän vastasi: "Onko hän syntinen, sitä en tiedä; sen vain tiedän, että minä, joka olin sokea, nyt näen". 
JHN.9.26	Niin he sanoivat hänelle: "Mitä hän sinulle teki? Miten hän avasi sinun silmäsi?" 
JHN.9.27	Hän vastasi heille: "Johan minä teille sanoin, ettekä te kuulleet. Miksi taas tahdotte sitä kuulla? Tahdotteko tekin ruveta hänen opetuslapsiksensa?" 
JHN.9.28	Niin he herjasivat häntä ja sanoivat: "Sinä olet hänen opetuslapsensa, mutta me olemme Mooseksen opetuslapsia. 
JHN.9.29	Me tiedämme Jumalan puhuneen Moosekselle, mutta mistä tämä on, sitä emme tiedä." 
JHN.9.30	Mies vastasi ja sanoi heille: "Sehän tässä on ihmeellistä, että te ette tiedä, mistä hän on, ja kuitenkin hän on avannut minun silmäni. 
JHN.9.31	Me tiedämme, ettei Jumala kuule syntisiä; vaan joka on jumalaapelkääväinen ja tekee hänen tahtonsa, sitä hän kuulee. 
JHN.9.32	Ei ole maailman alusta kuultu, että kukaan on avannut sokeana syntyneen silmät. 
JHN.9.33	Jos hän ei olisi Jumalasta, ei hän voisi mitään tehdä." 
JHN.9.34	He vastasivat ja sanoivat hänelle: "Sinä olet kokonaan synneissä syntynyt, ja sinä tahdot opettaa meitä!" Ja he ajoivat hänet ulos.
JHN.9.35	Ja Jeesus sai kuulla heidän ajaneen hänet ulos; ja hänet tavatessaan hän sanoi hänelle: "Uskotko sinä Jumalan Poikaan?" 
JHN.9.36	Hän vastasi ja sanoi: "Herra, kuka hän on, että minä häneen uskoisin?" 
JHN.9.37	Jeesus sanoi hänelle: "Sinä olet hänet nähnyt, ja hän on se, joka sinun kanssasi puhuu". 
JHN.9.38	Niin hän sanoi: "Herra, minä uskon"; ja hän kumartaen rukoili häntä.
JHN.9.40	Ja muutamat fariseukset, jotka olivat siinä häntä lähellä, kuulivat tämän ja sanoivat hänelle: "Olemmeko mekin sokeat?" 
JHN.9.41	Jeesus sanoi heille: "Jos te olisitte sokeat, ei teillä olisi syntiä; mutta nyt te sanotte: 'Me näemme'; sentähden teidän syntinne pysyy".
JHN.10.1	"Totisesti, totisesti minä sanon teille: joka ei mene ovesta lammastarhaan, vaan nousee sinne muualta, se on varas ja ryöväri. 
JHN.10.2	Mutta joka menee ovesta sisälle, se on lammasten paimen. 
JHN.10.3	Hänelle ovenvartija avaa, ja lampaat kuulevat hänen ääntänsä; ja hän kutsuu omat lampaansa nimeltä ja vie heidät ulos. 
JHN.10.4	Ja laskettuaan kaikki omansa ulos hän kulkee niiden edellä, ja lampaat seuraavat häntä, sillä ne tuntevat hänen äänensä. 
JHN.10.5	Mutta vierasta ne eivät seuraa, vaan pakenevat häntä, koska eivät tunne vierasten ääntä." 
JHN.10.6	Tämän kuvauksen Jeesus puhui heille; mutta he eivät ymmärtäneet, mitä hänen puheensa tarkoitti. 
JHN.10.7	Niin Jeesus vielä sanoi heille: "Totisesti, totisesti minä sanon teille: minä olen lammasten ovi. 
JHN.10.8	Kaikki, jotka ovat tulleet ennen minua, ovat varkaita ja ryöväreitä; mutta lampaat eivät ole heitä kuulleet. 
JHN.10.9	Minä olen ovi; jos joku minun kauttani menee sisälle, niin hän pelastuu, ja hän on käyvä sisälle ja käyvä ulos ja löytävä laitumen. 
JHN.10.10	Varas ei tule muuta kuin varastamaan ja tappamaan ja tuhoamaan. Minä olen tullut, että heillä olisi elämä ja olisi yltäkylläisyys.
JHN.10.12	Mutta palkkalainen, joka ei ole paimen ja jonka omia lampaat eivät ole, kun hän näkee suden tulevan, niin hän jättää lampaat ja pakenee; ja susi ryöstää ja hajottaa ne. 
JHN.10.13	Hän pakenee, sillä hän on palkattu eikä välitä lampaista. 
JHN.10.14	Minä olen se hyvä paimen, ja minä tunnen omani, ja minun omani tuntevat minut, 
JHN.10.15	niinkuin Isä tuntee minut ja minä tunnen Isän; ja minä annan henkeni lammasten edestä. 
JHN.10.16	Minulla on myös muita lampaita, jotka eivät ole tästä lammastarhasta; myös niitä tulee minun johdattaa, ja ne saavat kuulla minun ääneni, ja on oleva yksi lauma ja yksi paimen. 
JHN.10.17	Sentähden Isä minua rakastaa, koska minä annan henkeni, että minä sen jälleen ottaisin. 
JHN.10.18	Ei kukaan sitä minulta ota, vaan minä annan sen itsestäni. Minulla on valta antaa se, ja minulla on valta ottaa se jälleen; sen käskyn minä olen saanut Isältäni."
JHN.10.19	Niin syntyi taas erimielisyys juutalaisten kesken näiden sanain tähden. 
JHN.10.20	Ja useat heistä sanoivat: "Hänessä on riivaaja, ja hän on järjiltään; mitä te häntä kuuntelette?" 
JHN.10.21	Toiset sanoivat: "Nämä eivät ole riivatun sanoja; eihän riivaaja voi avata sokeain silmiä?"
JHN.10.22	Sitten oli temppelin vihkimisen muistojuhla Jerusalemissa, ja oli talvi. 
JHN.10.23	Ja Jeesus käyskeli pyhäkössä, Salomon pylväskäytävässä. 
JHN.10.24	Niin juutalaiset ympäröivät hänet ja sanoivat hänelle: "Kuinka kauan sinä pidät meidän mieltämme kiihdyksissä? Jos sinä olet Kristus, niin sano se meille suoraan." 
JHN.10.25	Jeesus vastasi heille: "Minä olen sanonut sen teille, ja te ette usko. Ne teot, joita minä teen Isäni nimessä, ne todistavat minusta. 
JHN.10.26	Mutta te ette usko, sillä te ette ole minun lampaitani. 
JHN.10.27	Minun lampaani kuulevat minun ääntäni, ja minä tunnen ne, ja ne seuraavat minua. 
JHN.10.28	Ja minä annan heille iankaikkisen elämän, ja he eivät ikinä huku, eikä kukaan ryöstä heitä minun kädestäni. 
JHN.10.29	Minun Isäni, joka on heidät minulle antanut, on suurempi kaikkia, eikä kukaan voi ryöstää heitä minun Isäni kädestä. 
JHN.10.30	Minä ja Isä olemme yhtä."
JHN.10.31	Niin juutalaiset ottivat taas kiviä maasta kivittääksensä hänet. 
JHN.10.32	Jeesus vastasi heille: "Minä olen näyttänyt teille monta hyvää tekoa, jotka ovat Isästä; mikä niistä on se, jonka tähden te tahdotte minut kivittää?" 
JHN.10.33	Juutalaiset vastasivat hänelle: "Hyvän teon tähden me emme sinua kivitä, vaan jumalanpilkan tähden, ja koska sinä, joka olet ihminen, teet itsesi Jumalaksi". 
JHN.10.34	Jeesus vastasi heille: "Eikö teidän laissanne ole kirjoitettuna: 'Minä sanoin: te olette jumalia'? 
JHN.10.35	Jos hän sanoo jumaliksi niitä, joille Jumalan sana tuli — ja Raamattu ei voi raueta tyhjiin — 
JHN.10.36	niin kuinka te sanotte sille, jonka Isä on pyhittänyt ja lähettänyt maailmaan: 'Sinä pilkkaat Jumalaa', sentähden että minä sanoin: 'Minä olen Jumalan Poika'? 
JHN.10.37	Jos minä en tee Isäni tekoja, älkää uskoko minua. 
JHN.10.38	Mutta jos minä niitä teen, niin, vaikka ette uskoisikaan minua, uskokaa minun tekojani, että tulisitte tuntemaan ja ymmärtäisitte Isän olevan minussa ja minun olevan Isässä." 
JHN.10.39	Niin he taas tahtoivat ottaa hänet kiinni, mutta hän lähti pois heidän käsistänsä.
JHN.10.41	Ja monet tulivat hänen tykönsä ja sanoivat: "Johannes ei tehnyt yhtäkään tunnustekoa; mutta kaikki, mitä Johannes sanoi tästä, on totta". 
JHN.10.42	Ja monet siellä uskoivat häneen.
JHN.11.2	Ja tämä Maria oli se, joka hajuvoiteella voiteli Herran ja pyyhki hiuksillaan hänen jalkansa; ja Lasarus, joka sairasti, oli hänen veljensä. 
JHN.11.3	Niin sisaret lähettivät Jeesukselle tämän sanan: "Herra, katso, se, joka on sinulle rakas, sairastaa". 
JHN.11.4	Mutta sen kuultuaan Jeesus sanoi: "Ei tämä tauti ole kuolemaksi, vaan Jumalan kunniaksi, että Jumalan Poika sen kautta kirkastuisi". 
JHN.11.5	Ja Jeesus rakasti Marttaa ja hänen sisartaan ja Lasarusta. 
JHN.11.6	Kun hän siis kuuli hänen sairastavan, viipyi hän siinä paikassa, missä hän oli, vielä kaksi päivää; 
JHN.11.7	mutta niiden kuluttua hän sanoi opetuslapsilleen: "Menkäämme taas Juudeaan". 
JHN.11.8	Opetuslapset sanoivat hänelle: "Rabbi, äsken juutalaiset yrittivät kivittää sinut, ja taas sinä menet sinne!" 
JHN.11.9	Jeesus vastasi: "Eikö päivässä ole kaksitoista hetkeä? Joka vaeltaa päivällä, se ei loukkaa itseänsä, sillä hän näkee tämän maailman valon. 
JHN.11.10	Mutta joka vaeltaa yöllä, se loukkaa itsensä, sillä ei hänessä ole valoa." 
JHN.11.11	Näin hän puhui, ja sitten hän sanoi heille: "Ystävämme Lasarus nukkuu, mutta minä menen herättämään hänet unesta". 
JHN.11.12	Niin opetuslapset sanoivat hänelle: "Herra, jos hän nukkuu, niin hän tulee terveeksi". 
JHN.11.13	Mutta Jeesus puhui hänen kuolemastaan; he taas luulivat hänen puhuneen unessa-nukkumisesta. 
JHN.11.14	Silloin Jeesus sanoi heille suoraan: "Lasarus on kuollut, 
JHN.11.15	ja minä iloitsen teidän tähtenne siitä, etten ollut siellä, jotta te uskoisitte; mutta menkäämme hänen tykönsä". 
JHN.11.16	Niin Tuomas, jota sanottiin Didymukseksi, sanoi toisille opetuslapsille: "Menkäämme mekin sinne, kuollaksemme hänen kanssansa".
JHN.11.17	Niin Jeesus tuli ja sai tietää, että hän jo neljä päivää oli ollut haudassa. 
JHN.11.18	Ja Betania oli lähellä Jerusalemia, noin viidentoista vakomitan päässä. 
JHN.11.19	Ja useita juutalaisia oli tullut Martan ja Marian luokse lohduttamaan heitä heidän veljensä kuolemasta. 
JHN.11.20	Kun Martta kuuli, että Jeesus oli tulossa, meni hän häntä vastaan; mutta Maria istui kotona. 
JHN.11.21	Ja Martta sanoi Jeesukselle: "Herra, jos sinä olisit ollut täällä, niin minun veljeni ei olisi kuollut. 
JHN.11.22	Mutta nytkin minä tiedän, että Jumala antaa sinulle kaiken, mitä sinä Jumalalta anot." 
JHN.11.23	Jeesus sanoi hänelle: "Sinun veljesi on nouseva ylös". 
JHN.11.24	Martta sanoi hänelle: "Minä tiedän hänen nousevan ylösnousemuksessa, viimeisenä päivänä". 
JHN.11.25	Jeesus sanoi hänelle: "Minä olen ylösnousemus ja elämä; joka uskoo minuun, se elää, vaikka olisi kuollut. 
JHN.11.26	Eikä yksikään, joka elää ja uskoo minuun, ikinä kuole. Uskotko sen?" 
JHN.11.27	Hän sanoi hänelle: "Uskon, Herra; minä uskon, että sinä olet Kristus, Jumalan Poika, se, joka oli tuleva maailmaan". 
JHN.11.28	Ja tämän sanottuaan hän meni ja kutsui salaa sisarensa Marian sanoen: "Opettaja on täällä ja kutsuu sinua". 
JHN.11.29	Kun Maria sen kuuli, nousi hän nopeasti ja meni hänen luoksensa. 
JHN.11.30	Mutta Jeesus ei ollut vielä saapunut kylään, vaan oli yhä siinä paikassa, missä Martta oli hänet kohdannut. 
JHN.11.31	Kun nyt juutalaiset, jotka olivat Marian kanssa huoneessa häntä lohduttamassa, näkivät hänen nopeasti nousevan ja lähtevän ulos, seurasivat he häntä, luullen hänen menevän haudalle, itkemään siellä. 
JHN.11.32	Kun siis Maria saapui sinne, missä Jeesus oli, ja näki hänet, lankesi hän hänen jalkojensa eteen ja sanoi hänelle: "Herra, jos sinä olisit ollut täällä, ei minun veljeni olisi kuollut". 
JHN.11.33	Kun Jeesus näki hänen itkevän ja hänen kanssaan tulleiden juutalaisten itkevän, joutui hän hengessään syvän liikutuksen valtaan ja vapisi; 
JHN.11.34	ja hän sanoi: "Mihin te panitte hänet?" He sanoivat hänelle: "Herra, tule ja katso". 
JHN.11.35	Ja Jeesus itki. 
JHN.11.36	Niin juutalaiset sanoivat: "Katso, kuinka rakas hän oli hänelle!" 
JHN.11.37	Mutta muutamat heistä sanoivat: "Eikö hän, joka avasi sokean silmät, olisi voinut tehdä sitäkin, ettei tämä olisi kuollut?" 
JHN.11.38	Niin Jeesus joutui taas liikutuksen valtaan ja meni haudalle; ja se oli luola, ja sen suulla oli kivi. 
JHN.11.39	Jeesus sanoi: "Ottakaa kivi pois". Martta, kuolleen sisar, sanoi hänelle: "Herra, hän haisee jo, sillä hän on ollut haudassa neljättä päivää". 
JHN.11.40	Jeesus sanoi hänelle: "Enkö minä sanonut sinulle, että, jos uskoisit, niin sinä näkisit Jumalan kirkkauden?" 
JHN.11.41	Niin he ottivat kiven pois. Ja Jeesus loi silmänsä ylös ja sanoi: "Isä, minä kiitän sinua, että olet minua kuullut. 
JHN.11.42	Minä kyllä tiesin, että sinä minua aina kuulet; mutta kansan tähden, joka seisoo tässä ympärillä, minä tämän sanon, että he uskoisivat sinun lähettäneen minut." 
JHN.11.43	Ja sen sanottuansa hän huusi suurella äänellä: "Lasarus, tule ulos!" 
JHN.11.44	Ja kuollut tuli ulos, jalat ja kädet siteisiin käärittyinä, ja hänen kasvojensa ympärille oli kääritty hikiliina. Jeesus sanoi heille: "Päästäkää hänet ja antakaa hänen mennä".
JHN.11.45	Niin useat juutalaisista, jotka olivat tulleet Marian luokse ja nähneet, mitä Jeesus teki, uskoivat häneen. 
JHN.11.46	Mutta muutamat heistä menivät fariseusten luo ja puhuivat heille, mitä Jeesus oli tehnyt. 
JHN.11.47	Niin ylipapit ja fariseukset kokosivat neuvoston ja sanoivat: "Mitä me teemme, sillä tuo mies tekee paljon tunnustekoja? 
JHN.11.48	Jos annamme hänen näin olla, niin kaikki uskovat häneen, ja roomalaiset tulevat ja ottavat meiltä sekä maan että kansan." 
JHN.11.49	Mutta eräs heistä, Kaifas, joka sinä vuonna oli ylimmäinen pappi, sanoi heille: "Te ette tiedä mitään 
JHN.11.50	ettekä ajattele, että teille on parempi, että yksi ihminen kuolee kansan edestä, kuin että koko kansa hukkuu". 
JHN.11.51	Mutta sitä hän ei sanonut itsestään, vaan koska hän oli sinä vuonna ylimmäinen pappi, hän ennusti, että Jeesus oli kuoleva kansan edestä, 
JHN.11.52	eikä ainoastaan tämän kansan edestä, vaan myös kootakseen yhdeksi hajalla olevat Jumalan lapset. 
JHN.11.53	Siitä päivästä lähtien oli heillä siis tehtynä päätös tappaa hänet.
JHN.11.54	Sentähden Jeesus ei enää vaeltanut julkisesti juutalaisten keskellä, vaan lähti sieltä lähellä erämaata olevaan paikkaan, Efraim nimiseen kaupunkiin; ja siellä hän oleskeli opetuslapsineen.
JHN.11.55	Mutta juutalaisten pääsiäinen oli lähellä, ja monet menivät maaseudulta ylös Jerusalemiin ennen pääsiäisjuhlaa, puhdistamaan itsensä. 
JHN.11.56	Ja he etsivät Jeesusta ja sanoivat toisilleen seisoessaan pyhäkössä: "Mitä arvelette? Eikö hän tullekaan juhlille?" 
JHN.11.57	Mutta ylipapit ja fariseukset olivat antaneet käskyjä, että jos joku tietäisi, missä hän oli, hänen oli annettava se ilmi, jotta he ottaisivat hänet kiinni.
JHN.12.2	Siellä valmistettiin hänelle ateria, ja Martta palveli, mutta Lasarus oli yksi niistä, jotka olivat aterialla hänen kanssaan. 
JHN.12.3	Niin Maria otti naulan oikeata, kallisarvoista nardusvoidetta ja voiteli Jeesuksen jalat ja pyyhki ne hiuksillaan; ja huone tuli täyteen voiteen tuoksua. 
JHN.12.4	Silloin sanoi yksi hänen opetuslapsistaan, Juudas Iskariot, joka oli hänet kavaltava: 
JHN.12.5	"Miksi ei tätä voidetta myyty kolmeensataan denariin ja niitä annettu köyhille?" 
JHN.12.6	Mutta tätä hän ei sanonut sentähden, että olisi pitänyt huolta köyhistä, vaan sentähden, että hän oli varas ja että hän rahakukkaron hoitajana otti itselleen, mitä siihen oli pantu. 
JHN.12.7	Niin Jeesus sanoi: "Anna hänen olla, että hän saisi toimittaa tämän minun hautaamispäiväni varalle. 
JHN.12.8	Sillä köyhät teillä aina on keskuudessanne, mutta minua teillä ei ole aina."
JHN.12.9	Silloin suuri joukko juutalaisia sai tietää, että hän oli siellä; ja he menivät sinne, ei ainoastaan Jeesuksen tähden, vaan myöskin nähdäkseen Lasaruksen, jonka hän oli herättänyt kuolleista. 
JHN.12.10	Mutta ylipapit päättivät tappaa Lasaruksenkin, 
JHN.12.11	koska monet juutalaiset hänen tähtensä menivät sinne ja uskoivat Jeesukseen.
JHN.12.12	Seuraavana päivänä, kun suuri kansanjoukko, joka oli saapunut juhlille, kuuli, että Jeesus oli tulossa Jerusalemiin, 
JHN.12.13	ottivat he palmupuiden oksia ja menivät häntä vastaan ja huusivat:
JHN.12.13	"Hoosianna,
JHN.12.13	siunattu olkoon hän, joka
JHN.12.13	tulee Herran nimeen,
JHN.12.13	Israelin kuningas!"
JHN.12.14	Ja saatuansa nuoren aasin Jeesus istui sen selkään, niinkuin kirjoitettu on:
JHN.12.15	katso, sinun kuninkaasi tulee
JHN.12.15	istuen aasin varsan selässä".
JHN.12.17	Niin kansa, joka oli ollut hänen kanssansa, kun hän kutsui Lasaruksen haudasta ja herätti hänet kuolleista, todisti hänestä. 
JHN.12.18	Sentähden kansa menikin häntä vastaan, koska he kuulivat, että hän oli tehnyt sen tunnusteon. 
JHN.12.19	Niin fariseukset sanoivat keskenään: "Te näette, ettette saa mitään aikaan; katso, koko maailma juoksee hänen perässään".
JHN.12.21	Nämä menivät Filippuksen luo, joka oli Galilean Beetsaidasta, ja pyysivät häntä sanoen: "Herra, me haluamme nähdä Jeesuksen". 
JHN.12.22	Filippus meni ja sanoi sen Andreaalle; Andreas ja Filippus menivät ja sanoivat Jeesukselle.
JHN.12.24	Totisesti, totisesti minä sanon teille: jos ei nisun jyvä putoa maahan ja kuole, niin se jää yksin; mutta jos se kuolee, niin se tuottaa paljon hedelmää. 
JHN.12.25	Joka elämäänsä rakastaa, kadottaa sen; mutta joka vihaa elämäänsä tässä maailmassa, hän on säilyttävä sen iankaikkiseen elämään. 
JHN.12.26	Jos joku minua palvelee, seuratkoon hän minua; ja missä minä olen, siellä on myös minun palvelijani oleva. Ja jos joku minua palvelee, niin Isä on kunnioittava häntä. 
JHN.12.27	Nyt minun sieluni on järkytetty; ja mitä pitäisi minun sanoman? Isä, pelasta minut tästä hetkestä. Kuitenkin: sitä varten minä olen tähän hetkeen tullut. 
JHN.12.28	Isä, kirkasta nimesi!" Niin taivaasta tuli ääni: "Minä olen sen kirkastanut, ja olen sen vielä kirkastava". 
JHN.12.29	Niin kansa, joka seisoi ja kuuli sen, sanoi ukkosen jylisseen. Toiset sanoivat: "Häntä puhutteli enkeli". 
JHN.12.30	Jeesus vastasi ja sanoi: "Ei tämä ääni tullut minun tähteni, vaan teidän tähtenne. 
JHN.12.31	Nyt käy tuomio tämän maailman ylitse; nyt tämän maailman ruhtinas pitää heitettämän ulos. 
JHN.12.32	Ja kun minut ylennetään maasta, niin minä vedän kaikki tyköni." 
JHN.12.33	Mutta sen hän sanoi antaen tietää, minkäkaltaisella kuolemalla hän oli kuoleva. 
JHN.12.34	Kansa vastasi hänelle: "Me olemme laista kuulleet, että Kristus pysyy iankaikkisesti; kuinka sinä sitten sanot, että Ihmisen Poika pitää ylennettämän? Kuka on se Ihmisen Poika?" 
JHN.12.35	Niin Jeesus sanoi heille: "Vielä vähän aikaa valkeus on teidän keskuudessanne. Vaeltakaa, niin kauan kuin teillä valkeus on, ettei pimeys saisi teitä valtaansa. Joka pimeässä vaeltaa, se ei tiedä, mihin hän menee. 
JHN.12.36	Niin kauan kuin teillä valkeus on, uskokaa valkeuteen, että te valkeuden lapsiksi tulisitte." Tämän Jeesus puhui ja meni pois ja kätkeytyi heiltä.
