GEN.1.2	Maa oli autio ja tyhjä, pimeys peitti syvyydet, ja Jumalan henki liikkui vetten yllä.
EZK.41.13	Sitten mies mittasi temppelirakennuksen, ja se oli sata kyynärää pitkä. Samoin tuli läntisen rakennuksen, sen seinien ja tasanteen yhteiseksi pituudeksi sata kyynärää. 
EZK.41.14	Temppelin julkisivu, joka oli itään päin, oli tasanteineen sadan kyynärän levyinen. 
EZK.41.15	Mies mittasi sitten läntisen rakennuksen, joka oli tasanteen reunassa, sen takasivulla, ja sen ja sen seinien yhteinen leveys oli sata kyynärää.
EZK.41.15	Sekä temppelin sisätilojen että eteishallin 
EZK.41.16	seinät olivat puulla päällystetyt, ja ristikkoikkunoita kiersi kolmelta sivulta puukehys, lattiasta ikkunoihin asti seinää peitti laudoitus, ikkunoissa oli luukut, 
EZK.41.17	ja seinäpinnat olivat ovenkamanoiden yläpuolelle saakka puuta. Sekä perimmäisessä että etumaisessa huoneessa kiersivät kaikkia seiniä ruudut, 
EZK.41.18	joihin oli leikattu kerubeja ja palmuja. Kerubien välissä oli aina palmu, ja kullakin kerubilla oli kahdet kasvot, 
EZK.41.19	toisen palmun suuntaan ihmiskasvot ja toiseen palmuun päin leijonan kasvot. Näitä kuvia oli temppelissä seinät täynnään, 
EZK.41.20	lattiasta ovien yläpuolelle asti oli leikattu kerubeja ja palmuja. Temppelisalin seinissä oli 
EZK.41.21	suorakulmaiset oviaukot.
EZK.41.21	Kaikkeinpyhimmän edessä minä näin 
EZK.41.22	kuin puisen alttarin, kolme kyynärää korkean ja kaksi kyynärää leveän. Siinä oli alttarinsarvet, ja sen jalusta ja sivut olivat puuta. Mies sanoi minulle: »Tämä on pöytä, joka on Herran edessä.»
EZK.41.23	Temppelisaliin vei kaksoisovi, samoin kaikkeinpyhimpään. 
EZK.41.24	Kummassakin ovessa oli kaksi kääntyvää ovenpuoliskoa. 
EZK.41.25	Näihin temppelin oviin oli leikattu kerubeja ja palmuja, samanlaisia kuin seiniin. Ulkona, eteishallin edessä, oli puinen katos. 
EZK.41.26	Eteishallissa oli molemmilla sivuseinillä ristikkoikkunat, ja näihin seiniin oli leikattu palmukuvioita.
EZK.42.1	Mies vei minut sitten ulompaan esipihaan, siihen osaan, joka on pohjoisen puolella. Hän vei minut rakennukseen, joka oli temppelitasanteen takana läntisen rakennuksen vieressä, sen pohjoispuolella. 
EZK.42.2	Tämä rakennus oli pohjoisseinältään sata kyynärää pitkä, ja sen leveys oli viisikymmentä kyynärää. 
EZK.42.3	Se oli sisemmän esipihan kaksikymmenkyynäräistä reunatasannetta vasten, ja sen edessä oli ulomman esipihan kiveys. Rakennuksessa oli kolme portaittain kohoavaa osaa. 
EZK.42.4	Sen editse kulki pihaan päin käytävä, joka oli kymmenen kyynärän levyinen ja sata kyynärää pitkä. Rakennuksen ovet olivat pohjoiseen. 
EZK.42.5	Sen ylimmät huoneet olivat kapeimmat, sillä porrastus vei niistä enemmän tilaa kuin ala- ja keskikerroksen huoneista. 
EZK.42.6	Huoneet olivat näet kolmena penkereenä, ylin kerros korkeammalle porrastettuna kuin alin ja keskimmäinen kerros. Näin rakennuksessa oli toinen toisensa yläpuolelle kohoavat kerrokset. Pylväitä, sellaisia kuin esipihan rakennuksissa, ei täällä ollut.
EZK.42.7	Ulkona oli rakennuksen edustalla muuri. Se kulki rakennuksen vieritse ulompaa esipihaa kohti ja ulottui pihaan viidenkymmenen kyynärän matkan. 
EZK.42.8	Sen alkupää yhtyi rakennukseen, joka oli ulompaan esipihaan päin, pituudeltaan viisikymmentä kyynärää sekin. Pengerretyllä rakennuksella oli mittaa kaikkiaan sata kyynärää, 
EZK.42.9	ja sen alaosassa oli sisäänkäynti. Tämä oli itään päin, sillä rakennukseen tultiin ulommasta esipihasta, 
EZK.42.10	välimuurin päästä.
EZK.42.10	Etelän puolella oli temppelitasanteen takana läntisen rakennuksen vieressä samoin rakennus, 
EZK.42.11	ja sen edessä kulki käytävä. Rakennus oli samanlainen kuin pohjoispuolella, yhtä pitkä ja yhtä leveä ja yhtäläinen myös huoneittensa, sisäänkäyntiensä ja käytäviensä puolesta. 
EZK.42.12	Tämän etelän puoleisen rakennuksen ovet avautuivat käytävään, jonka vieritse kulki suojamuuri, ja sisäänkäynti oli käytävän itäpäässä.
EZK.42.14	Mentyään sisälle temppeliin papit eivät saa tulla suoraan sieltä ulompaan esipihaan, vaan heidän tulee jättää näihin huoneisiin vaatteensa, joita ovat pitäneet suorittaessaan uhripalvelusta – ne vaatteet ovat näet pyhät. Vasta puettuaan ylleen toiset vaatteet he voivat mennä kansalle varattuun temppelialueen osaan.»
EZK.42.15	Kun mies oli saanut sisemmän temppelialueen kokonaan mitatuksi, hän vei minut ulos portista, joka on itää kohti. Sitten hän mittasi koko temppelialueen. 
EZK.42.16	Hän mittasi kepillään itäsivun ja sai näin mitaten sen pituudeksi viisisataa kyynärää. Sitten hän meni 
EZK.42.17	pohjoissivulle, mittasi sen kepillään ja sai sen pituudeksi viisisataa kyynärää. Hän meni sitten 
EZK.42.18	eteläsivulle ja mittasi kepillään sen, ja se oli viisisataa kyynärää pitkä. 
EZK.42.19	Sitten hän meni länsisivulle ja mittasi sen kepillään, ja senkin pituus oli viisisataa kyynärää. 
EZK.42.20	Hän mittasi alueen kaikilta neljältä ilmansuunnalta. Joka puolella oli muuri, ja se oli jokaiselta sivultaan viidensadan kyynärän mittainen. Muuri erotti pyhän alueen muusta kaupungista.
EZK.43.1	Mies vei minut sitten portille, sille portille, joka aukeaa itään. 
EZK.43.2	Ja minä näin: Idästä saapui Israelin Jumalan kirkkaus. Sen ääni oli kuin suurten vesien pauhu, ja Herran kirkkaus sai maan hohtamaan. 
EZK.43.3	Näky, jonka minä näin, oli samanlainen kuin se, minkä olin aikaisemmin nähnyt, se oli niin kuin se, minkä näin, kun Herra tuli hävittämään kaupunkia, niin kuin se, minkä olin Kebarjoen rannalla nähnyt. Minä heittäydyin maahan kasvoilleni.
EZK.43.4	Herran kirkkaus meni temppeliin portista, joka on itää kohti. 
EZK.43.5	Henki nosti minut maasta ja vei minut sisempään esipihaan, ja minä näin, että Herran kirkkaus täytti temppelin. 
EZK.43.6	Joku puhutteli minua, ja minä kuulin sen äänen tulevan temppelistä – mies seisoi yhä minun vieressäni.
EZK.43.7	»Ihminen, tämä on minun valtaistuimeni sija ja koroke minun jalkojeni alla. Täällä minä olen asuva Israelin kansan keskellä ikuisesti.
EZK.43.7	»Enää eivät israelilaiset tahraa minun pyhää nimeäni, eivät he eivätkä heidän kuninkaansa, ei heidän uskoton elämänsä eivätkä kuninkaiden kuolleet ruumiit. 
EZK.43.8	He asettivat kynnyksensä minun kynnystäni vasten, ovenpielensä vasten minun ovenpieliäni, niin että vain seinä erotti minut heistä. Iljettävillä teoillaan he tahrasivat minun pyhän nimeni, ja siksi minä vihastuin ja tein heistä lopun. 
EZK.43.9	Nyt he vievät minun luotani pois kaikki iljetyksensä ja kuninkaidensa ruumiit, ja minä olen iäti asuva heidän keskellään.
EZK.43.10	»Ihminen, kerro israelilaisille tästä temppelistä, jotta he häpeäisivät rikkomuksiaan. Kun he saavat tietää, miltä se näyttää ja miten suuri se on, 
EZK.43.11	he häpeävät kaikkea mitä ovat tehneet. Selitä heille temppelin rakenne ja sen eri osat, uloskäynnit ja sisäänkäynnit, kaikki tilat sekä niitä koskevat säädökset ja ohjeet. Piirrä ne heidän nähtäväkseen, että he ottaisivat varteen kaikki selitykset ja kaikki säädökset ja toimisivat niiden mukaan. 
EZK.43.12	Tämä on temppelin perussääntö: koko sen alue ylhäällä vuorella on kauttaaltaan pyhä. Tämä on temppelin perussääntö.»
EZK.43.14	Kaivannosta, maanpinnan tasalta, oli alempaan porrastukseen kaksi kyynärää, ja porrastus oli kyynärän syvyinen. Alemmasta porrastuksesta oli ylempään porrastukseen neljä kyynärää, ja tämäkin porrastus oli kyynärän syvyinen. 
EZK.43.15	Siitä oli neljä kyynärää alttarin tulisijan tasanteeseen, josta kohosi neljä alttarinsarvea. 
EZK.43.16	Tasanne oli neliön muotoinen, kaksitoista kyynärää pitkä ja kaksitoista leveä. 
EZK.43.17	Sen alapuolella oleva porrastus oli kaikilta neljältä sivultaan neljätoista kyynärää pitkä. Kaivantoa ympäröivällä reunuksella oli korkeutta puoli kyynärää, ja itse kaivanto oli joka puolelta kyynärän syvyinen. Alttarin portaat olivat itäsivulla.
EZK.43.18	Mies sanoi minulle:
EZK.43.18	»Ihminen, näin sanoo Herra Jumala: Nämä ovat alttaria koskevat säädökset: Sinä päivänä, jona se saadaan valmiiksi, niin että sen päällä voidaan uhrata polttouhri ja vihmoa verta, 
EZK.43.19	tulee sinun antaa sonni syntiuhriksi leeviläispapeille, jotka ovat Sadokin jälkeläisiä ja saavat tulla minun eteeni uhraamaan minulle – näin sanoo Herra Jumala. 
EZK.43.20	Ota sen sonnin verta ja sivele sitä alttarin neljään sarveen, porrastuksen neljään kulmaan ja joka puolelle kaivannon reunukseen. Näin sinun tulee puhdistaa alttari ja toimittaa sen sovitusmenot. 
EZK.43.21	Ota sitten syntiuhriksi tuomasi sonni ja polta se pyhille toimituksille varatussa paikassa temppelialueen ulkopuolella.
EZK.43.22	»Seuraavana päivänä sinun tulee tuoda syntiuhriksi virheetön vuohipukki. Alttari on nytkin puhdistettava, samalla tavoin kuin puhdistit sen sonninverellä. 
EZK.43.23	Kun olet suorittanut puhdistuksen, ota virheetön sonni ja pikkukarjasta virheetön pässi 
EZK.43.24	ja tuo ne Herran eteen. Pappien tulee sirotella suolaa niiden päälle ja uhrata ne polttouhrina Herralle.
EZK.43.25	»Seitsemän päivän ajan sinun tulee joka päivä uhrata syntiuhrina pukki. Samoin on uhrattava sonni ja pikkukarjasta pässi, molemmat virheettömiä. 
EZK.43.26	Näin alttari seitsemän päivän aikana puhdistetaan ja toimitetaan sen sovitusmenot. Tällä tavoin se vihitään käyttöön. 
EZK.43.27	Näiden päivien jälkeen, kahdeksantena päivänä ja siitä eteenpäin, tulee pappien toimittaa tällä alttarilla teidän polttouhrinne ja yhteysuhrinne. Silloin minä katson teihin ja otan teidän uhrinne vastaan. Näin sanoo Herra Jumala.»
EZK.44.1	Mies vei minut sitten takaisin temppelin ulommalle portille, sille, joka on itään päin, mutta se oli suljettu. 
EZK.44.2	Herra sanoi minulle: »Tämä portti pysyy suljettuna. Sitä ei ole lupa avata, eikä kukaan saa kulkea siitä. Herra, Israelin Jumala, on tullut siitä temppeliin, ja siksi se pysyy suljettuna. 
EZK.44.3	Vain ruhtinas saa tulla porttirakennukseen. Koska hän on ruhtinas, hän saa nauttia uhriateriansa täällä. Hänen kuuluu tulla porttirakennukseen eteishallin kautta, ja pois hänen on mentävä samaa tietä.»
EZK.44.4	Mies vei minut pohjoisportin kautta temppelirakennuksen eteen, ja minä näin, että Herran kirkkaus täytti Herran temppelin. Minä heittäydyin maahan kasvoilleni.
EZK.44.5	Herra sanoi minulle:
EZK.44.5	»Ihminen, katsele ja kuuntele tarkoin, paina mieleesi kaikki mitä sinulle sanon, kaikki Herran temppeliä koskevat säädökset ja kaikki sitä koskevat ohjeet. Paina mieleesi, mitä temppelin sisäänkäynneistä ja uloskäynneistä on määrätty.
EZK.44.6	»Sano Israelin heimolle, tuolle uppiniskaiselle kansalle: Näin sanoo Herra Jumala: Israelilaiset, minä olen saanut kyllikseni kaikista teidän iljettävyyksistänne! 
EZK.44.7	Te tuotte muukalaisia, jotka ovat sekä ulkoisesti että sisäisesti ympärileikkaamattomia, ja annatte heidän olla minun pyhäkössäni. Kun te uhraatte minulle ruokaani, rasvaa ja verta, he läsnäolollaan saastuttavat minun temppelini ja tekevät tyhjäksi liittoni. Näin te teette, muiden iljettävien tekojenne lisäksi. 
EZK.44.8	Te ette edes ole toimittaneet minun edessäni pyhää palvelusta, vaan olette panneet muukalaiset sijastanne palvelemaan minua pyhäkössäni. 
EZK.44.9	Näin sanoo Herra Jumala: Yksikään muukalainen, ulkoisesti ja sisäisesti ympärileikkaamaton, ei saa astua minun pyhäkkööni, ei yksikään niistä muukalaisista, jotka asuvat israelilaisten keskuudessa.
EZK.44.10	»Ne leeviläiset, jotka kaikkosivat minun luotani silloin kun Israel kulki harhaan, silloin kun Israel harhautui minun luotani seuraamaan epäjumalia, joutuvat kantamaan rikkomuksensa seuraukset. 
EZK.44.11	Heistä tulee palvelijoita minun pyhäkkööni, he joutuvat vartioimaan temppelin portteja ja toimittamaan palvelutehtäviä temppelissä, he teurastavat kansan tuomat polttouhrit ja teurasuhrit ja ovat joka hetki valmiina palvelemaan ihmisiä. 
EZK.44.12	Koska he ovat palvelleet kansaa sen uhratessa epäjumalilleen ja olleet johtamassa Israelin heimoa syntiin, minä kohotan käteni heitä vastaan – näin sanoo Herra Jumala. He joutuvat kantamaan rikkomuksensa seuraukset. 
EZK.44.13	He eivät saa tulla minun eteeni toimittamaan papin tehtäviä, he eivät saa tulla temppeliini suorittamaan pyhiä ja kaikkein pyhimpiä toimituksia. Heidän on kannettava häpeänsä ja sovitettava iljettävät tekonsa. 
EZK.44.14	Minä panen heidät temppelissä palvelutehtäviin, kaikenlaisiin töihin, joita siellä tehdään.
EZK.44.16	He saavat tulla minun pyhäkkööni, minun pöytäni ääreen, he saavat uhrata minulle ja toimittaa temppelipalvelusta.
EZK.44.17	»He tehkööt näin: Tullessaan sisemmän esipihan porteista sisään heidän on puettava ylleen pellavavaatteet, eikä heillä saa olla mitään villaista vaatetta, kun he toimittavat palvelusta sisemmän esipihan porteissa ja niiden sisäpuolella olevalla temppelialueella. 
EZK.44.18	Heillä tulee olla päässä pellavainen päähine ja jalassa pellavahousut, mitään hiostavia vaatteita heidän ei ole lupa käyttää. 
EZK.44.19	Kun he sitten lähtevät sieltä ja palaavat ulompaan esipihaan kansan luo, heidän tulee riisua vaatteet, joita he ovat pitäneet toimittaessaan palvelusta. Heidän pitää jättää ne pyhiin huoneisiin ja panna ylleen toiset vaatteet, jotta kansa ei joutuisi alttiiksi niiden pyhyydelle.
EZK.44.21	Viiniä pappien ei ole lupa juoda silloin kun heidän on mentävä sisempään esipihaan. 
EZK.44.22	Vaimokseen he eivät saa ottaa leskeä eivätkä miehensä hylkäämää naista, vaan heidän tulee ottaa Israelin kansaan kuuluva neitsyt. Myös papin lesken kanssa he voivat mennä naimisiin.
EZK.44.24	Oikeudessa heidän tulee ratkaista riita-asiat, ja heidän on tuomittava minun lakieni mukaan. Heidän kuuluu huolehtia siitä, että kaikki minun juhlani vietetään minun lakieni ja säädösteni mukaan, ja heidän tulee pitää minun sapattini kunniassa.
EZK.44.26	Suoritettuaan puhdistusmenot hänen on vielä odotettava seitsemän päivää, 
EZK.44.27	ja sinä päivänä, jona hän palaa temppeliin ja tulee sisempään esipihaan toimittaakseen palvelusta pyhäkössä, hänen tulee uhrata omasta puolestaan syntiuhri. Näin sanoo Herra Jumala.
EZK.44.29	He saavat syödä ruokauhrit, syntiuhrit ja hyvitysuhrit, ja heille kuuluu kaikki, mikä Israelissa on erotettu ja pyhitetty minun omakseni. 
EZK.44.30	Paras osa ensi sadosta ja esikoisista ja kaikesta, mitä tuotte uhrilahjana, kuuluu papeille. Myös uuden sadon ensimmäisestä leipomuksesta antakaa osa lahjaksi papille, niin kotinne yllä on siunaus. 
EZK.44.31	Mitään itsestään kuollutta tai petojen raatelemaa, olipa se lintu tai maaeläin, papit eivät saa syödä.
EZK.45.2	Tästä alueesta kuuluu temppelille neliön muotoinen osa, jonka sivut ovat viisisataa kyynärää pitkät, ja tämän ympäriltä viidenkymmenen kyynärän levyinen avoin maakaista. 
EZK.45.3	Erottakaa mittaamastanne alueesta osa, joka on kaksikymmentäviisituhatta kyynärää pitkä ja kymmenentuhatta kyynärää leveä. Siihen tulee temppeli, ja se alue on erityisen pyhä osa Israelin maata. 
EZK.45.4	Se kuuluu papeille, jotka palvelevat pyhäkössä, niille, jotka tulevat Herran eteen ja toimittavat pyhää palvelusta. Tällä alueella ovat heidän talonsa ja karjalaitumensa.
EZK.45.5	»Toinen kaksikymmentäviisituhatta kyynärää pitkä ja kymmenentuhatta kyynärää leveä maa-ala annettakoon omaksi leeviläisille, jotka suorittavat temppelissä palvelutehtäviä. Tällä alueella ovat heidän talonsa. 
EZK.45.6	Kaupungin omaisuudeksi antakaa pappien pyhän osan vierestä alue, joka on viisituhatta kyynärää leveä ja kaksikymmentäviisituhatta kyynärää pitkä. Se on oleva koko Israelin kansan yhteistä omaisuutta.
EZK.45.8	Tällainen on oleva ruhtinaan perintöosa Israelissa. Minun ruhtinaani eivät silloin enää sorra kansaani, vaan jättävät muun osan maata heimoittain jaettuna Israelin kansalle.
EZK.45.9	»Näin sanoo Herra Jumala: Jo riittää, Israelin ruhtinaat! Jättäkää väkivalta ja sorto, noudattakaa lakia ja oikeutta. Älkää enää häätäkö minun kansaani sen omilta mailta.
EZK.45.11	Eefan ja batin tulee olla yhtä suuret, niin että bat on kymmenesosa homeria ja eefa samoin homerin kymmenennes. Niiden tilavuus on tarkistettava homerin mukaan. 
EZK.45.12	Sekelin painon tulee olla kaksikymmentä geraa. Pitäkää huoli, että viisi sekeliä aina painaa tarkalleen viisi sekeliä ja kymmenen sekeliä tarkalleen kymmenen. Minan tulee olla viisikymmentä sekeliä.
EZK.45.13	»Tämä on osuus, joka teidän on sadostanne tuotava uhriksi: kuudesosa eefaa kultakin homer-mitalta vehnää ja kuudesosa eefaa kultakin homer-mitalta ohraa. 
EZK.45.14	Öljyn määrä on batilla mitattuna kymmenesosa batia kor-mittaa kohden; homeriin menee kymmenen batia, samoin kor-mittaan. 
EZK.45.15	Pikkukarjasta teidän on Israelin laitumilta tuotava yksi lammas jokaista kahtasataa lammasta kohden. Se olkoon uhrinne, polttouhri ja yhteysuhri, jolla toimitetaan sovitus teidän puolestanne – näin sanoo Herra Jumala. 
EZK.45.16	Maan kaikki asukkaat ovat velvolliset tuomaan nämä osuudet Israelin ruhtinaalle. 
EZK.45.17	Ruhtinaan vastuulla näet ovat polttouhrit, ruokauhrit ja juomauhrit kaikissa Israelin kansan juhlissa, vuotuisjuhlissa, uudenkuun juhlissa ja sapatteina. Hänen tulee huolehtia syntiuhrista, ruokauhrista, polttouhrista ja yhteysuhrista, joilla toimitetaan sovitus Israelin kansan puolesta.
EZK.45.19	Papin tulee ottaa syntiuhrin verta ja sivellä sitä temppelin ovenpieliin, alttarin porrastuksen neljään kulmaan ja sisemmän esipihan portin pieliin. 
EZK.45.20	Tehkää samoin myös kuun seitsemäntenä päivänä niiden puolesta, jotka kenties ovat vahingossa tai tietämättään tehneet syntiä. Näin toimitetaan temppelin sovitusmenot.
EZK.45.22	Sinä päivänä ruhtinaan tulee uhrata sonni syntiuhriksi omasta puolestaan ja maan kaikkien asukkaiden puolesta. 
