GEN.1.1	Nel principio Dio creò i cieli e la terra.
MAT.16.9	Non capite ancora? Non vi ricordate dei cinque pani dei cinquemila uomini e quante ceste ne portaste via? 
MAT.16.10	Né dei sette pani dei quattromila uomini e quanti panieri ne portaste via? 
MAT.16.11	Come mai non capite che non è di pani che io vi parlavo? Ma guardatevi dal lievito dei farisei e dei sadducei». 
MAT.16.12	Allora capirono che non aveva loro detto di guardarsi dal lievito dei pani, ma dall’insegnamento dei farisei e dei sadducei.
MAT.16.13	Poi Gesù, giunto nei dintorni di Cesarea di Filippo, domandò ai suoi discepoli: «Chi dice la gente che sia il Figlio dell’uomo?» 
MAT.16.14	Essi risposero: «Alcuni, Giovanni il battista; altri, Elia; altri, Geremia o uno dei profeti». 
MAT.16.15	Ed egli disse loro: «E voi, chi dite che io sia?» 
MAT.16.16	Simon Pietro rispose: «Tu sei il Cristo, il Figlio del Dio vivente».
MAT.16.17	Gesù, replicando, gli disse: «Tu sei beato, Simone, figlio di Giona, perché non la carne e il sangue ti hanno rivelato questo, ma il Padre mio che è nei cieli. 
MAT.16.18	E anch’io ti dico: tu sei Pietro, e su questa pietra edificherò la mia chiesa, e le porte dell’Ades non la potranno vincere. 
MAT.16.19	Io ti darò le chiavi del regno dei cieli; tutto ciò che legherai in terra sarà legato nei cieli, e tutto ciò che scioglierai in terra sarà sciolto nei cieli». 
MAT.16.20	Allora ordinò ai discepoli di non dire a nessuno che egli era il Cristo.
MAT.16.21	Da allora Gesù cominciò a spiegare ai suoi discepoli che doveva andare a Gerusalemme e soffrire molte cose da parte degli anziani, dei capi dei sacerdoti e degli scribi, essere ucciso e risuscitare il terzo giorno. 
MAT.16.22	Pietro, trattolo da parte, cominciò a rimproverarlo, dicendo: «Dio non voglia, Signore! Questo non ti avverrà mai». 
MAT.16.23	Ma egli, voltatosi, disse a Pietro: «Vattene via da me, Satana! Tu mi sei di scandalo. Tu non hai il senso delle cose di Dio, ma delle cose degli uomini».
MAT.16.24	Allora Gesù disse ai suoi discepoli: «Se uno vuole venire dietro a me, rinunci a se stesso, prenda la sua croce e mi segua. 
MAT.16.25	Perché chi vorrà salvare la sua vita, la perderà; ma chi avrà perduto la sua vita per causa mia, la troverà. 
MAT.16.26	Che gioverà a un uomo se, dopo aver guadagnato tutto il mondo, perde poi l’anima
MAT.16.27	Perché il Figlio dell’uomo verrà nella gloria del Padre suo, con i suoi angeli, e allora renderà a ciascuno secondo l’opera sua
MAT.16.28	In verità vi dico che alcuni di coloro che sono qui presenti non gusteranno la morte finché non abbiano visto il Figlio dell’uomo venire nel suo regno».
MAT.17.1	Sei giorni dopo Gesù prese con sé Pietro, Giacomo e Giovanni suo fratello, e li condusse sopra un alto monte, in disparte. 
MAT.17.2	E fu trasfigurato davanti a loro; la sua faccia risplendette come il sole e i suoi vestiti divennero candidi come la luce. 
MAT.17.3	E apparvero loro Mosè ed Elia che stavano conversando con lui. 
MAT.17.4	E Pietro prese a dire a Gesù: «Signore, è bene che stiamo qui; se vuoi, farò qui tre tende: una per te, una per Mosè e una per Elia». 
MAT.17.5	Mentre egli parlava ancora, una nuvola luminosa li coprì con la sua ombra, ed ecco una voce dalla nuvola che diceva: «Questo è il mio Figlio diletto, nel quale mi sono compiaciuto; ascoltatelo». 
MAT.17.6	I discepoli, udito ciò, caddero con la faccia a terra e furono presi da gran timore. 
MAT.17.7	Ma Gesù, avvicinatosi, li toccò e disse: «Alzatevi, non temete». 
MAT.17.8	Ed essi, alzati gli occhi, non videro nessuno, se non Gesù stesso, solo.
MAT.17.9	Poi, mentre scendevano dal monte, Gesù diede loro quest’ordine: «Non parlate a nessuno di questa visione, finché il Figlio dell’uomo sia risuscitato dai morti».
MAT.17.10	E i discepoli gli domandarono: «Perché dunque gli scribi dicono che prima deve venire Elia?» 
MAT.17.11	Egli rispose: «Certo, Elia deve venire e ristabilire ogni cosa. 
MAT.17.12	Ma io vi dico: Elia è già venuto e non l’hanno riconosciuto; anzi, gli hanno fatto tutto quello che hanno voluto; così anche il Figlio dell’uomo deve soffrire da parte loro». 
MAT.17.13	Allora i discepoli capirono che egli aveva parlato loro di Giovanni il battista.
MAT.17.14	Quando tornarono tra la folla, un uomo gli si avvicinò, gettandosi in ginocchio davanti a lui, 
MAT.17.15	e gli disse: «Signore, abbi pietà di mio figlio, perché è epilettico
MAT.17.16	L’ho condotto dai tuoi discepoli, ma non l’hanno potuto guarire». 
MAT.17.17	Gesù rispose: «O generazione incredula e perversa! Fino a quando sarò con voi? Fino a quando vi sopporterò? Portatelo qui da me». 
MAT.17.18	Gesù sgridò il demonio e quello uscì dal ragazzo, che da quel momento fu guarito.
MAT.17.19	Allora i discepoli, accostatisi a Gesù in disparte, gli chiesero: «Perché non lo abbiamo potuto cacciare noi?» 
MAT.17.20	Egli rispose loro: «A causa della vostra poca fede; perché in verità io vi dico che se avete fede quanto un granello di senape, potrete dire a questo monte: “Passa da qui a là”, e passerà; e niente vi sarà impossibile. 
MAT.17.21	[Questa specie di demòni non esce se non per mezzo della preghiera e del digiuno».]
MAT.17.22	Mentre essi erano riuniti insieme in Galilea, Gesù disse loro: «Il Figlio dell’uomo sta per essere dato nelle mani degli uomini; 
MAT.17.23	essi lo uccideranno e il terzo giorno risusciterà». Ed essi ne furono molto rattristati.
MAT.17.24	Quando furono giunti a Capernaum, quelli che riscuotevano le didramme
MAT.17.25	Egli rispose: «Sì». Quando fu entrato in casa, Gesù lo prevenne e gli disse: «Che te ne pare, Simone? I re della terra da chi prendono i tributi o l’imposta? Dai loro figli o dagli stranieri?» 
MAT.17.26	«Dagli stranieri», rispose Pietro. Gesù gli disse: «I figli, dunque, ne sono esenti. 
MAT.17.27	Ma, per non scandalizzarli, va’ al mare, getta l’amo e prendi il primo pesce che verrà su. Aprigli la bocca: troverai uno statère
MAT.18.1	In quel momento i discepoli si avvicinarono a Gesù, dicendo: «Chi è dunque il più grande nel regno dei cieli?» 
MAT.18.2	Ed egli, chiamato a sé un bambino, lo pose in mezzo a loro e disse: 
MAT.18.3	«In verità vi dico: se non cambiate e non diventate come i bambini, non entrerete nel regno dei cieli. 
MAT.18.4	Chi pertanto si farà piccolo come questo bambino, sarà lui il più grande nel regno dei cieli. 
MAT.18.5	E chiunque riceve un bambino come questo nel nome mio, riceve me. 
MAT.18.6	Ma chi avrà scandalizzato uno di questi piccoli che credono in me, meglio per lui sarebbe che gli fosse appesa al collo una macina da mulino e fosse gettato in fondo al mare.
MAT.18.7	Guai al mondo a causa degli scandali! perché è necessario che avvengano degli scandali; ma guai all’uomo per cui lo scandalo avviene! 
MAT.18.8	Se la tua mano o il tuo piede ti fa cadere in peccato, taglialo e gettalo via da te; meglio è per te entrare nella vita monco o zoppo, che avere due mani o due piedi ed essere gettato nel fuoco eterno. 
MAT.18.9	Se il tuo occhio ti fa cadere in peccato, cavalo e gettalo via da te; meglio è per te entrare nella vita con un occhio solo, che avere due occhi ed essere gettato nella geenna del fuoco.
MAT.18.10	Guardatevi dal disprezzare uno di questi piccoli; perché vi dico che gli angeli loro, nei cieli, vedono continuamente la faccia del Padre mio che è nei cieli. 
MAT.18.11	[Poiché il Figlio dell’uomo è venuto a salvare ciò che era perduto.]
MAT.18.12	Che ve ne pare? Se un uomo ha cento pecore e una di queste si smarrisce, non lascerà le novantanove sui monti per andare in cerca di quella smarrita? 
MAT.18.13	E se gli riesce di ritrovarla, in verità vi dico che egli si rallegra più per questa che per le novantanove che non si erano smarrite. 
MAT.18.14	Allo stesso modo, il Padre vostro che è nei cieli non vuole che uno solo di questi piccoli perisca.
MAT.18.15	«Se tuo fratello ha peccato {contro di te}, va’ e convincilo fra te e lui solo. Se ti ascolta, avrai guadagnato tuo fratello; 
MAT.18.16	ma se non ti ascolta, prendi con te ancora una o due persone, affinché ogni parola sia confermata per bocca di due o tre testimoni
MAT.18.17	Se rifiuta di ascoltarli, dillo alla chiesa; e se rifiuta di ascoltare anche la chiesa, sia per te come il pagano e il pubblicano. 
MAT.18.18	Io vi dico in verità che tutte le cose che legherete sulla terra, saranno legate nel cielo; e tutte le cose che scioglierete sulla terra, saranno sciolte nel cielo.
MAT.18.19	{In verità} vi dico anche: se due di voi sulla terra si accordano a domandare una cosa qualsiasi, quella sarà loro concessa dal Padre mio che è nei cieli. 
MAT.18.20	Poiché dove due o tre sono riuniti nel mio nome, lì sono io in mezzo a loro».
MAT.18.21	Allora Pietro si avvicinò e gli disse: «Signore, quante volte perdonerò mio fratello se pecca contro di me? Fino a sette volte?» 
MAT.18.22	E Gesù a lui: «Non ti dico fino a sette volte, ma fino a settanta volte sette.
MAT.18.23	Perciò il regno dei cieli può essere paragonato ad un re che volle fare i conti con i suoi servi. 
MAT.18.24	Avendo cominciato a fare i conti, gli fu presentato uno che era debitore di diecimila talenti. 
MAT.18.25	E poiché quello non aveva i mezzi per pagare, il suo signore comandò che fosse venduto lui con la moglie, i figli e tutto quanto aveva, e che il debito fosse pagato. 
MAT.18.26	Perciò il servo, gettatosi a terra, gli si prostrò davanti, dicendo: “Abbi pazienza con me e ti pagherò tutto”. 
MAT.18.27	Il signore di quel servo, mosso a compassione, lo lasciò andare e gli condonò il debito. 
MAT.18.28	Ma quel servo, uscito, trovò uno dei suoi conservi che gli doveva cento denari; e, afferratolo, lo strangolava, dicendo: “Paga quello che devi!” 
MAT.18.29	Perciò il conservo, gettatosi a terra, lo pregava, dicendo: “Abbi pazienza con me e ti pagherò”. 
MAT.18.30	Ma l’altro non volle; anzi andò e lo fece imprigionare, finché avesse pagato il debito. 
MAT.18.31	I suoi conservi, veduto il fatto, ne furono molto rattristati e andarono a riferire al loro signore tutto l’accaduto. 
MAT.18.32	Allora il suo signore lo chiamò a sé e gli disse: “Servo malvagio, io ti ho condonato tutto quel debito perché tu me ne supplicasti; 
MAT.18.33	non dovevi anche tu avere pietà del tuo conservo, come io ho avuto pietà di te?” 
MAT.18.34	E il suo signore, adirato, lo diede in mano agli aguzzini fino a quando non avesse pagato tutto quello che gli doveva. 
MAT.18.35	Così vi farà anche il Padre mio celeste, se ognuno di voi non perdona di cuore al proprio fratello».
MAT.19.1	Quando Gesù ebbe finito questi discorsi, partì dalla Galilea e se ne andò nei territori della Giudea che sono oltre il Giordano. 
MAT.19.2	Una grande folla lo seguì, e là li guarì.
MAT.19.3	Dei farisei gli si avvicinarono per metterlo alla prova, dicendo: «È lecito mandare via la propria moglie per un motivo qualsiasi?» 
MAT.19.4	Ed egli rispose: «Non avete letto che il Creatore, da principio, 
MAT.19.5	? 
MAT.19.6	Così non sono più due, ma una sola carne; quello dunque che Dio ha unito, l’uomo non lo separi». 
MAT.19.7	Essi gli dissero: «Perché dunque Mosè comandò 
MAT.19.8	Egli disse loro: «Fu per la durezza dei vostri cuori che Mosè vi permise di mandare via le vostre mogli; ma da principio non era così. 
MAT.19.9	Ma io vi dico che chiunque manda via sua moglie, quando non sia per motivo di fornicazione, e ne sposa un’altra, commette adulterio».
MAT.19.10	I {suoi} discepoli gli dissero: «Se tale è la condizione dell’uomo rispetto alla donna, non conviene sposarsi». 
MAT.19.11	Ma egli rispose loro: «Non tutti sono capaci di mettere in pratica {questa} parola, ma soltanto quelli ai quali è dato. 
MAT.19.12	Poiché vi sono degli eunuchi che sono tali dalla nascita; vi sono degli eunuchi i quali sono stati fatti tali dagli uomini, e vi sono degli eunuchi i quali si sono fatti eunuchi da sé a motivo del regno dei cieli
MAT.19.13	Allora gli furono presentati dei bambini perché imponesse loro le mani e pregasse; ma i discepoli li sgridavano. 
MAT.19.14	Ma Gesù disse: «Lasciate stare i bambini e non impedite loro di venire da me, perché il regno dei cieli è di chi è come loro». 
MAT.19.15	E, imposte loro le mani, se ne andò via di là.
MAT.19.16	Ed ecco, un tale gli si avvicinò e disse: «Maestro, che devo fare di buono per avere la vita eterna?» 
MAT.19.17	Gesù gli rispose: «Perché mi interroghi intorno a ciò che è buono? Uno solo è il buono. Ma se vuoi entrare nella vita, osserva i comandamenti». 
MAT.19.18	«Quali?» gli chiese. E Gesù rispose: «
MAT.19.19	e
MAT.19.20	E il giovane a lui: «Tutte queste cose le ho osservate; che mi manca ancora?» 
MAT.19.21	Gesù gli disse: «Se vuoi essere perfetto, va’, vendi ciò che hai e dàllo ai poveri, e avrai un tesoro nei cieli; poi, vieni e seguimi». 
MAT.19.22	Ma il giovane, udita questa parola, se ne andò rattristato, perché aveva molti beni. 
MAT.19.23	E Gesù disse ai suoi discepoli: «Io vi dico in verità che difficilmente un ricco entrerà nel regno dei cieli. 
MAT.19.24	E ripeto: è più facile per un cammello passare attraverso la cruna di un ago, che per un ricco entrare nel regno di Dio». 
MAT.19.25	I discepoli, udito questo, furono sbigottiti e dicevano: «Chi dunque può essere salvato?» 
MAT.19.26	Gesù, fissando lo sguardo su di loro, disse: «Agli uomini questo è impossibile; ma a Dio ogni cosa è possibile».
MAT.19.27	Allora Pietro, replicando, gli disse: «Ecco, noi abbiamo lasciato ogni cosa e ti abbiamo seguito; che ne avremo dunque?» 
MAT.19.28	E Gesù disse loro: «Io vi dico in verità che nella nuova creazione, quando il Figlio dell’uomo sarà seduto sul trono della sua gloria, anche voi che mi avete seguito sarete seduti su dodici troni a giudicare le dodici tribù d’Israele. 
MAT.19.29	E chiunque avrà lasciato case, o fratelli, o sorelle, o padre, o madre, o figli, o campi a causa del mio nome, ne riceverà cento volte tanto ed erediterà la vita eterna. 
MAT.19.30	Ma molti primi saranno ultimi e gli ultimi, primi.
MAT.20.1	«Il regno dei cieli è simile a un padrone di casa, il quale uscì di mattino presto per assumere dei lavoratori per la sua vigna. 
MAT.20.2	Accordatosi con i lavoratori per un denaro al giorno, li mandò nella sua vigna. 
MAT.20.3	Uscito di nuovo verso l’ora terza
MAT.20.4	e disse loro: “Andate anche voi nella vigna e vi darò ciò che è giusto”. Ed essi andarono. 
MAT.20.5	Poi, uscito ancora verso la sesta e la nona ora, fece lo stesso. 
MAT.20.6	Uscito verso l’undicesima, ne trovò degli altri che se ne stavano là e disse loro: “Perché ve ne state qui tutto il giorno inoperosi?” 
MAT.20.7	Essi gli dissero: “Perché nessuno ci ha assunti”. Egli disse loro: “Andate anche voi nella vigna”. 
MAT.20.8	Fattosi sera, il padrone della vigna disse al suo fattore: “Chiama i lavoratori e da’ loro la paga, cominciando dagli ultimi fino ai primi”. 
MAT.20.9	Allora vennero quelli dell’undicesima ora e ricevettero un denaro ciascuno. 
MAT.20.10	Venuti i primi, pensavano di ricevere di più; ma ebbero anch’essi un denaro per ciascuno. 
MAT.20.11	Perciò, nel riceverlo, mormoravano contro il padrone di casa dicendo: 
MAT.20.12	“Questi ultimi hanno fatto un’ora sola e tu li hai trattati come noi che abbiamo sopportato il peso della giornata e sofferto il caldo”. 
MAT.20.13	Ma egli, rispondendo a uno di loro, disse: “Amico, non ti faccio alcun torto; non ti sei accordato con me per un denaro? 
