MAT.1.1	Nke e̱ nyi re-lo nzhwe Jesu Krristi, kowe
JAS.3.1	Re-gimbe nje, shi de̱ jie̱ nyi ré hwie̱ nné mie̱ nka we̱, aha nyi hu he nzhi ne nzhi mie̱ nka ne̱ á ri níng nyi nka kaka re ne̱. 
JAS.3.2	Ga nzhi zhwozhwo nzhi brrú a re-rê we yang. Kundu bi nne ne ko ngu ywé̱ a kya ne ngu hé we̱, mahu a nyi nne ne ngu shi tsantsa, aa hung ci nkwile̱ ne rwe̱ ngu zhwozhwo. 
JAS.3.3	Kundu nzhi ci ntsie̱ ru a nu aha ngbe re níng ho nka, nzhi e̱ hung kwa ntsie̱ nna zhwozhwo.
JAS.3.4	Ma ri re-jirigi rishi e̱ wa, ko ngbe ne mbe nyi brrabrráng ne ngba wu we yrru a yarri rishi, a nyi we ya uku ngbo ne nne tong nna ngu ning brrá jirigi nna re nzhi ko he ne ngu cé̱. 
JAS.3.5	A shi we ni wa, le nneywi e̱ nyi ya e̱we̱ kya tsie̱nzhwu, me̱di a yaa kywo nwie he ngbá re-ankya.
JAS.3.5	E̱we̱ ro tsie̱nzhwu pié ngbe we̱ ye brra re̱ngwie̱ wiriri. 
JAS.3.6	Le e̱ nyi ro; a nyi ya ebe ngwie̱ na hwie̱ a yarri re-rwe̱ nzhi ne ngu dzió nneywi e̱ zhwozhwo. Aa hung ci nneywi a srra ngu zhwozhwo a nro, ne nyi ro ne ngu wrú a ruvong ro ne ngu ki cwuá. 
JAS.3.7	Nneywi e̱ hung cwo ga re-nzhwe ankya rehwe, ngbe re-nzhwe re̱mie̱, ngbe nzhwe ankya kwa rehwie be, ngbe ko zohu zhwe hwen ne ngu srra yarri brra nzhwo rishi, he̱rri ma a we cwó. 
JAS.3.8	Me̱di ko bi nne re hung cwo le ngu we̱, a shi ngwie̱ngwie̱ ko bi ré hung cwong we̱, a shi shi ren nshe ne ngu cwo mi ne hu. 
JAS.3.9	A nyi ngu ne nzhi ning de Brrabe̱ ne ngu nyi Be̱ nzhi, a bra nyi ngu ne nzhi ning cwi nné — nné ne Be̱ne̱ ngu we nyi a shî ngu. 
JAS.3.10	A nyi we ngu onu zunzrru ne̱ ne nzhi ning de Be̱ne̱, nzhi bra ning cwi nné. Kyet, re-gimbe nje, koo mwa ye̱ye̱rri re shi ni we̱. 
JAS.3.11	He̱rri wé̱ ce̱ rimi ngbe rishi cwancwaa ngbe rishi rienrien ré mwe ré wrru a nshwa zunzrru a ye̱? 
JAS.3.12	Re-gimbe nje, ko shi ekwe riyhwietsie re krro ngbre rihwie̱n, ka ekwe roshwo me̱nte̱ re krro ngbre riyhwietsie we̱; ko shi nshwa ne ngu wrru mi ne rishi rienrien re bra wru mi ne rishi cwancwaa we̱.
JAS.3.13	Nyi nye̱ ne ngu bi zentsi ngbe hu re̱se̱ng a tsi nyi e̱? Nde re ti zentsi ngu a ne e̱kpe̱e̱ rina nwie nyi re-cwuo rina ne nywe̱ rici na zentsi. 
JAS.3.14	Me̱di kundu nyi bi rehwie rro ngbe ce̱ rici a yarri ronu rie nyi, shi de̱ nyi ning cwe zewe mi nwie ku raywrra ne rabrra we̱. 
JAS.3.15	Ko zhwe zentsi ana a wrú zinye̱ we̱, a nyi na be he, a nyi na e̱kpe̱e̱ nneywi, aa wru nwie Shetani. 
JAS.3.16	Aha ko zohu ewie ne ngu ning bi ehwie rro, ngbe ce̱ rici, we̱ ning bi re̱kwe̱ ngbe ko zohu zhwe hwie̱. 
JAS.3.17	Me̱di zentsi na ne ngu wru zinye̱ e̱ ke̱she shi wiriri, wire a cé̱ srra rina, a bi ehwie sheng ne ko nye̱, a nywé̱ rici nwie ko nye̱, a rí naana nneywí, a nyí nneywí rina; ko kyie nné kyie kyie we̱, ko bra brrá onu we̱. 
JAS.3.18	He̱rri nné mbe ne mbe kre he nneywí ré srra rina, aha kya ne mbe nyi a yarri srra rina, we̱ ci nneywí ré bi re̱kpe̱e̱ redziee.
JAS.4.1	Nyi nda ngu ci nyi ti ko we nci nyi e̱e̱? Nyi re̱kwe̱ nda ngu shi yarri nyi e̱e̱? Ko nyi aha re-nzhwe ecwue ne mbe shi re̱kwe̱ a yarri nyi we̱ e̱e̱? 
JAS.4.2	Nyi kre kya me̱di ko nyi shi sheng we̱; aha ni he̱rri nyi e̱ yhwe̱ nne. Nyi bi riyii kya ya nne, me̱di ko nyi shi she kya ne nyi ce̱ we̱; aha ni nyi e̱ ning ci we ko nwie kwe̱ cwe we nci nyi. Ko nyi bi we̱, aha ne ko nyi rín we̱. 
JAS.4.3	Ko ngbe ne nyi bra rin ma, ko shi nyi she we̱, aha kya ne nyi ning hwie yi e̱ ko nyi te̱nte̱ng we̱, me̱di we aha nyi ning ho shwi ankya shweni.
JAS.4.4	Nyi nné ne ko shi ré hung sa rie a nyi we̱, ko nyi ru he kundu nyi ve iirwi ngbe ne ebe ngwie̱ mahu nyi nyí rwinkó Be̱ne̱ we̱ e̱e̱? Aha ni ko nye̱ ne ngu kyie he ngu ve iirwi ngbe ne ebe ngwie̱, mahu aa hwie̱ rwinko Be̱ne̱. 
JAS.4.5	Ka nyi hwie he nka ne Krre̱de̱ Be̱ne̱ he ne̱ shi we dede e̱e̱? A he, “Cence Be̱ne̱ cí nkwile̱ ne nshe ngu ne ngu ci re srra yarri nzhi e̱ we yang.”
JAS.4.6	Me̱di Be̱ne̱ e̱ níng ngwa ehwie rina ngu we yang. Nyi ngwiee ne Krre̱de̱ Be̱ne̱ he, “Be̱ne̱ ra nne kywo rici ze, me̱di a nyi nne nke ne ngu nywe̱ rici rina.”
JAS.4.7	Aha ni nyi ngwa nci nyi nwie Be̱ne̱. Nyi kwe̱ ne Shetani, ngbe we̱ to nwie nyi. 
JAS.4.8	Nyi be dudu ne Be̱ne̱, ngbe we̱ be dudu ne nyi ma. Nyi kyu nva nyi ne re-cwuo e̱ngwie̱, nyi nné e̱ngwie̱. Nyi ci ronu rie nyi ré shi wiri, nyi nné bi rehwie wehwie. 
JAS.4.9	Nyi dzio rehwie, nyi ku rana nwie ywe̱ reyii. Nde rimrraa nyi re bra re ci anaa, rekwi nyi re bra re ci ehwie dzio. 
JAS.4.10	Nyi yaa ci re̱ a nyyi Be̱ne̱, ngbe we̱ níng fo ze.
JAS.4.11	Re-gimbe, shi de̱ nyi ri ma yaa he nka e̱ngwie̱ we̱. Nne nke ne ngu he ya nka e̱ngwie̱ a rici ya gimbe, ka ngu ki kwe fe̱li, mahu aa cwi Nti Nka, a bra hé ko Nti Nka Be̱ne̱ e̱ shi ye̱ye̱rri we̱. Ma kundu ne ngwe̱ hé ko Nti Nka Be̱ne̱ e̱ shi ye̱ye̱rri we̱, mahu ko ngwe̱ zhwe Nti Nka nna we̱, ngwe̱ nyi nne ki nyi nka. 
JAS.4.12	A nyi we Be̱ne̱ ngu ngwa Nti Nka, a bra nyi we ngu ngu bi igbe̱ng nyi nka. A nyi we ngu ngu bi igbe̱ng kyia nne ngbe ne igbe̱ng ci nne re ci shweni. Me̱di nyi ngwe̱ nye̱ ngwe̱ nyi ya gimbe ngwe̱ nka aa?
JAS.4.13	Ma nyi ho fa, nyi ne nyi he, “A cwu ne, ka encwe ho, nje ri ywa a nwie ke̱ze̱ ka a ngwie̱ ke̱ze̱ ngbe n ya ci rie zunzrru nwie nyi kaawe̱, ngbe ma n rie̱ ankya n ning she ncwe̱ we yang.”
JAS.4.14	Kyet, ma ko nyi bra hu ka encwe e̱ ri shi rimi we̱. He̱rri nyi hu re̱se̱ ce nyi e̱e̱? Nyi shi shi vie̱ ne ngu ya wré̱ a e̱we̱ zhe tsie̱nzhwu, ngbe we̱ bru. 
JAS.4.15	Kya ngu mwa ye̱ye̱rri nyi he e̱ nyi nke: “Kundu a ri nyi kya ce̱ Brrabe̱ ne nzhi ya cwu, nzhi e̱ nyi kya ke̱ze̱ ne, ka kya ke̱ze̱ ncwi.” 
JAS.4.16	Me̱di a zhe ne ne̱, nyi cwé zewe nwie yaa kywo, zhwe cwe zewe ana nyi e̱ngwie̱.
JAS.4.17	Aha nii, ko nye̱ ne ngu hu kya rina ne ngu rā nyi, me̱di ne ko ngu nyi we̱, aa nyi e̱ngwie̱.
JAS.5.1	Nné bi va, a zhe ne ne̱ nyi be nyi e̱ ho ma: nyi ku rana nwie cwe nku aha ge̱zhe̱ ne ngu cwo be rici nyi. 
JAS.5.2	Dukyie̱e̱ nyi e̱ vi, he̱rri zhe ye ngbe brrá ankya ci rwe̱ nyi e̱.
JAS.5.3	Ga re-zinarriya nyi ngbe re-azrrufa nyi e̱ á rre yhwe̱, rre ne mbe rre ana nyi sheede a rici nyi, a nyi ngu ana ngu bra shi ning brru re ye ngbe ne re-rwe̱ nyi shi shi nyi ro. Nyi tsu dukyie̱e̱ nyi e̱ aha nyi nka na rotu krrucing. 
JAS.5.4	Nyi ri, ga ngbe ncwé̱ nné ne mbe níng nyi cwuo a ebe ne nyi ra we trrang, á ti nku nwie ting. Anaa nné mbe ne mbe níng ca nyya a rebe nyi e̱ ya cwu a uucwu Brrabe̱ Bi Igbe̱ Zhwozhwo.
JAS.5.5	Nyi srra a be ngwie̱ nwie ho shwi ko nda ne nyi bi. Nyi ci re-rwe̱ gugugu aha otu ne e cwo a níng ca. 
JAS.5.6	Nyi cí nné redziee nka he̱rri nyi e̱ we yhwi, koó bra hé ya nka ne nyi we̱.
JAS.5.7	Aha ni re-gimbe, nyi yaa rwe he̱rri re nzhi cwu zheng be Brrabe̱. Nyi ri zhwe ehwie sheng ne nne kaa ngu fo a zhe ne ngu shi nwie te ebe yâ re ci riyii rina rina. A cí nkwirin nwie teng, kya ngu ce̱ we zhe kpebe re nzhi wre̱ tsitsi. 
JAS.5.8	Nyi e̱ ma nyi fo ehwie sheng, nyi rwe rie aha be Brrabe̱ e̱ sa dudu.
JAS.5.9	Re-gimbe, shi de̱ nyi yaa krro nka a nci nyi we̱, de̱ ni wo á ri níng nyi nka. Nne nyi nka a nyi ngwiee ngu shi yo a nusinye! 
JAS.5.10	Re-gimbe, nde nyi mie̱ yaa rwe a yarri ge̱zhe̱ a nwie nné ti re̱se̱ng ne mbe i he re-nka a yarri lo Brrabe̱. 
JAS.5.11	Nje he ka nzhi he nné mbe ne mbe yaa rwe e̱ á nyi nné bi mwo rina. Nyi ho zhwe yaa rwe Ayuba, nyi bra ri kya ne Brrabe̱ ngu ya ki nying a gamang. Aha Brrabe̱ nzhi e̱ bi naana, naana ngu a zhwo we zhwo.
JAS.5.12	Re-gimbe nje, a ngrangrang zhwozhwo, shi de̱ nyi fo shí a zhe ne nyi sa jee we̱, ka re nyi ne zinye̱ ka ne ebe ngwie̱ ka yaka yankya. Me̱di nde “Ee” nyi re nyi ee, ngbe “Aawo” nyi re nyi aawo, de̱e̱ ni wo Be̱ne̱ ri níng nyi nka.
JAS.5.13	A bi ya nyi ne ngu shi ge̱zhe̱ e̱e̱? Nde re ku Be̱ne̱. Ka bi ya nyi ne ngu shi rekwi e̱e̱? Nde re ve re-veng de Brrabe̱. 
JAS.5.14	A bi ya a tsi nyi ne ko ngu shi gbingbi we̱ e̱e̱? Nde re ye ekpri brrá nné na ekpri nné ce̱ nka re ya ki ku Be̱ne̱ nwie ki ywi remie a yarri lo Brrabe̱. 
JAS.5.15	Ngbe ku Be̱ne̱ mbe ne mbe ku ne ning sa rie e̱ we̱ ci nne ruhu re ci gbingbi; Brrabe̱ we̱ ki deze. Kundu ne e ma ngu nyi e̱ngwie̱, wé̱ ki we e̱ngwie̱ ngu. 
JAS.5.16	Aha nii, nyi ri ma yaa ti re-e̱ngwie̱ nyi ne nyi nyi, nyi bra yaa ku Be̱ne̱, aha ngbe nyi she ci gbingbi. Ku Be̱ne̱ nne redziee e̱ nyí cwuo ne igbe̱. 
JAS.5.17	Iliya i nyi we nneywi shi nzhi, ne ku Be̱ne̱ ne ngu tu rici kung he de̱ nze re wie we̱, aa ci ni, ko nze e kpe be we̱ he̱rri re-rie wetsie̱ ne kpirring.
JAS.5.18	Aa bra i ning brru ku Be̱ne̱ wa, ngbe zinye̱ e̱ ne̱ ne ngwa nze, he̱rri re-ankya á ne̱ ne ta a rebe.
JAS.5.19	Re-gimbe nje, kundu ya a tsi nyi we rê raywrra ne ya nyi ning brru mi ne ngu, 
JAS.5.20	nyi hu re̱se̱ng he nne nke ne ngu ning brru mi ne nne e̱ngwie̱ a yarri brru ngu, aa kyia ce ngu ne hu, aa ci á ki we re-e̱ngwie̱ ngu we yang.
1PE.1.1	Krre̱de̱ ne̱ e̱ wru nwie Pita, nnente Jesu Krristi, re nzhi nwie nné ne Be̱ne̱ ngu kyie, ne mbe yaa se̱ mbe shi ice a yaká re-ngwie̱ — a Pontu, ngbe Galati, ngbe Kapadokyia, ngbe Asia ngbe Bitiniya. 
1PE.1.2	Nyi ne Be̱ne̱ Be̱ ngu níng kyie ye̱ye̱rri shi ne ngu i ke̱nce̱ hu re̱se̱ng, ne Nshe Wiri níng ci nyi ci wiri, aha ngbe nyi zhwe nka Jesu Krristi ne ngu níng ci nyi ci wiri ne roshwo ngu.
1PE.1.2	Nde ehwie rina Be̱ne̱ ngbe srra rina re zhwo we zhwo a yarri nyi.
1PE.1.3	Nde nzhi de Be̱ne̱ ne ngu nyi Be̱ Brrabe̱ nzhi Jesu Krristi! Aha a yarri brra naana ngu, aa níng ngwa ce hwi ne ngu deze Jesu Krristi nhu, aa ci nzhi hung sa riyii a ngu we̱sa ne kpo — 
1PE.1.4	sa riyii a zete re-mwo rina ne Be̱ne̱ ngu níng sa jee ne ko mbe bi ci shweni we̱, ka ré dzio, ka re krra we̱, ne ngu sa a zinye̱ aha nyi. 
1PE.1.5	Á nyi na nyi, nyi ne Be̱ne̱ a yarri igbe̱ ngu ngu shi níng cwo aha sa rie nyi a ngu, aha ngbe nyi ri she kyia ne ngu rikpa ya wre̱ a zhe krruci ngwie̱.
1PE.1.6	Nyi nyi rekwi yang aha ni, ko ngbe ne a zhe ne ne̱, kabeya se nyi shwe cinci ne rehwie dzio a yarri re-nzhwe mwa ri kanka kanka a e̱we̱ zhe tsie̱. 
1PE.1.7	Re-ankya ne̱ á shi ci ni aha ngbe ré hu he sa rie nyi e̱ nyi te̱nte̱ng. Ko ngbe zinarriya ne ngu dzió a ma, á ki mwá ne ro. Me̱di sa rie nyi e̱ ne̱ zinarriya we gbong, aha ni se ne e mwa sa rie nyi e̱ ma, ngbe re yo ne igbe̱. Wire Be̱ne̱ we̱ ri níng de, we̱ níng ngwa grime̱ we yang a Tu ne Jesu Krristi ri be. 
1PE.1.8	Ko ngbe ne ko nyi sa ki ri we̱, nyi ki ce̱; ko ngbe ne ko nyi bra ki rí a zhe ne ne̱ we̱, nyi sa rie a ngu. Kya a nyi ngwiee nyi bi ya zhwe ehwie kla ne ko bi ré ning mwa yi we̱, 
1PE.1.9	aha re-ce nyi e̱ á shi nwie she kyia ne ngu nyí kwili sa rie nyi e̱.
1PE.1.10	A nyi aha nka kyia ne̱ ne nné ti re̱se̱ng mbe i yaa we we sheng mbe ci nkwile̱ nwie kreng, wire mbe ti re̱se̱ nka kya na na ne Be̱ne̱ shi níng ngwa. 
1PE.1.11	Á i kre he mbe hu zhe ngbe zhwe rê ne kya ne Nshe Krristi ne ngu shi yarri mbe ngu he e̱ cwo a ci, shi ne ngu i ke̱nce̱ ti zhwe re-ge̱zhe̱ ne Krristi ri shwe ngbe ne re-grime̱ ne ngu ri she. 
1PE.1.12	Be̱ne̱ i ti nné ti re̱se̱ng nna a zhe ne mbe i ngwa re-nka mbe he re-cwuo ne mbe nyi e̱, a nyi nyi ne mbe níng nying, ko i nyi aha nci mbe we̱. Nshe Wiri ne Be̱ne̱ ngu te mi a zinye̱ i ci nné brro Nka Rina ré níng ti ga re-ankya ne̱, re-ankya ne ga ngbe re-njeli mbe kre he mbe hu.
1PE.1.13	Aha nii, nyi yaa rwe a yarri rehwie nyi aha cwuo; nyi srrante, nyi bra sa riyii zhwozhwo a mwo rina ne e ri níng ngwa a zhe ne Jesu Krristi ri be. 
1PE.1.14	We shi e̱we̱e̱ rewe ne mbe ho nka, shi de̱ nyi we ecwue e̱ngwie̱ ne nyi i bi a zhe ne nyi i srra yarri riywe̱ hung re níng kwa we̱. 
1PE.1.15	Me̱di nyi shi wiri a yarri ko nda ne nyi nyí, we shi ngu ne ngu ning ye e̱ ngu shi wiri. 
1PE.1.16	Aha á wie he, “Nyi shi wiri, aha nje shi wiri.”
1PE.1.17	Nyi ki yé he Be̱ a zhe ne nyi shi ku Be̱ne̱, a nyi ngu ne ngu nyí ko nye̱ nka we̱sa ne ce̱ rici, ye̱ye̱rri ne kya ne mbe nyi. Aha ni nyi srra shi nyi nyi nné ice a be ngwie̱ ne̱ ne to owu ngu. 
1PE.1.18	Aha nyi hu re̱se̱ng he ko nyi ne re-ankya shi mbe azrrufa ngbe zinarriya ne mbe dzió ne i níng kyia ne re-teede ne nyi she nwie yó nyi na tiya we̱, 
1PE.1.19	me̱di á i níng se̱ ne roshwo bi grime̱ na Krristi, ne ngu i hwie̱ shi kowe canveng nyi teede we̱sa ne ya ngbe̱ ka roru. 
1PE.1.20	Be̱ne̱ i ki kyie tu ne e rishi nyi ebe ngwie̱ zhwozhwo, me̱di aa ya wre̱ a rotu krrucing ne̱ aha nyi. 
1PE.1.21	A nyi aha ngu ne nyi sa rie a Be̱ne̱, ne ngu ki deze nhu ngu bra ki ngwa grime̱; aha ni sa rie nyi ngbe sa riyii nyi shi a Be̱ne̱.
1PE.1.22	A zhe ne ne̱ ne nyi yaa ci nyi ci wiri ne zhwe nka raywrra, he̱rri nyi ne̱ ne yaa ce̱ we te̱nte̱ ce̱ a tsi nyi re-gimbe, nyi tu rici nwie yaa ce̱ ne ronu rie nyi zhwozhwo.
1PE.1.23	Aha á níng bî hwing, ko ne ricii na nneywi ne ngu cí shweni we̱, me̱di ne ricii na ngu we̱sa ci shweni ne ngu nyi riti nka Be̱ne̱ ne ngu bi ce ne ngu ning shi he̱rri tiya. 
1PE.1.24	Aha,
1PE.1.24	“Ga nneywí zhwozhwo shi shi ntsi,
1PE.1.24	ga risa mbe zhwozhwo shi shi nkpe̱ rekwe yi,
1PE.1.24	ntsi nna yomi, ngbe nkpe̱ rekwe e̱ ma wé̱ kpi be,
1PE.1.25	me̱di nka Brrabe̱ e̱ ning shi he̱rri tiya.”
1PE.1.25	Nyi nka ne i níng brrong nna nke ne̱.
1PE.2.1	Aha nii, nyi trru re̱kpe̱e̱ e̱ngwie̱ zhwozhwo, ngbe rabrra zhwozhwo, ngbe brra onu, ngbe ehwie shwo, ngbe ko zohu zhwe nkang dzio ya nne. 
1PE.2.2	Nyi ci shi e̱we̱e̱ rewe shwo ne e bî hwing ne mbe kré shwe eme, nyi ma nyi kre nka Be̱ne̱ ni aha ngbe re níng ci nyi ci brráng he̱rri nyi ya she kyia. 
1PE.2.3	Shi ne e wie he, “Nyi e̱ ma nyi ning lie̱ onu, nyi hu ehwie rina Brrabe̱.”
1PE.2.4	Nyi be nwie Brrabe̱ ne ngu nyi Zahwan nce, ne nneywí mbe ra he nyi kya shweni, me̱di ne Be̱ne̱ ngu kyie he nyi zunkya. 
1PE.2.5	Ngbe nyi e̱ ma, shi nyi nyi rahwan nce, nde ré ning no brranyi Nshe Wiri ne nyi, a nwie ne nyi shi ning nyi cwuo shi nyi nyi ekpri re-prristi wiri, nwie nyi re-teede na Nshe Wiri, zhwe na ne Be̱ne̱ ce̱ aha Jesu Krristi. 
1PE.2.6	Aha á wie yarri krre̱de̱ Be̱ne̱ he,
1PE.2.6	“Nyi ri, nje sa zahwan a Siyona,
1PE.2.6	a nyi te̱nte̱ zahwan runo
1PE.2.6	ko nye̱ ne ngu sa rie a ngu ko shi re shwe nshwu we̱.”
1PE.2.7	Ngu zahwan ne̱ nyi zunkya a nwie nyi, nyi ne nyi sa rie a ngu; me̱di nné mbiye ne mbe ra sa rie a ngu:
1PE.2.7	“Zahwan ne nné runo a mbe ra he ko bi mpe̱ni we̱,
1PE.2.7	aa bra hwie̱ te̱nte̱ng kaka re ne̱ zhwozhwo.”
1PE.2.8	We̱sa ni wa,
1PE.2.8	“Ngu zahwan ne̱ cí nneywí ré grre̱,
1PE.2.8	a bra nyi ngbaatsie ne ngu we ci ré kpi.”
1PE.2.8	Á grre̱ aha ne mbe ra shî nka Be̱ne̱; mahu kya ne e rwe a rici mbe e̱ nyi ngwiee.
1PE.2.9	Me̱di nyi e̱ nyi nyi nné ne e kyie, ekpri re-prristi na Brra Nggwe̱, nyi nyi nné wiri, nyi nyi nné na Be̱ne̱, aha ngbe nyi brro re̱se̱ ngbá re-cwuo Be̱ne̱ ne ngu ning ye nyi wrru yarri ewie ywing re be yarri brra nse̱ ngu ne ngu nyi kyang hwie̱ nga onu.
1PE.2.10	Ko i ma nyi nyi nné Be̱ne̱ we̱, me̱di a zhe ne ne̱ nyi nyi nné ngu; ko nyi i bi hu re̱se̱ naana Be̱ne̱ we̱, me̱di a zhe ne ne̱ nyi she naana ngu.
1PE.2.11	Nné ce̱ nje, shi ne nyi nyi nné ice ne nyi shi ka srra be ngwie̱ ne̱ ka ka, nje cwe nva ne nyi he shi de̱ nyi ngwa nci nyi yarri ecwue ankya ngwie̱ngwie̱ ne mbe shi cwe ne ce nyi we̱. 
1PE.2.12	Nde re̱kpe̱e̱ nyi a tsi nné tsi ngwie̱ re bi rina, aha ko ngbe ne mbe níng cwí he nyi nyí ankya me̱nkye̱, wé̱ bi we ya hu re-cwuo rina nyi ngbe wé̱ ri ci Be̱ne̱ grime̱ a Tu ne ngu ri be.
1PE.2.13	Aha Brrabe̱, nyi ngwa nci nyi ne ko zohu ringgwe̱ ne nneywí mbe ci, ka re nyi nggwe̱ ne ngu bi de̱me̱ ringgwe̱ zhwozhwo, 
1PE.2.14	ka re-goona, ne ngu we kyie ré na nné mbiye ne mbe brru uucwu, ré bra de nné mbiye ne mbe nyí rina. 
1PE.2.15	Aha nyi kya ce̱ Be̱ne̱ he ne re-cwuo rina nyi, nyi ci nné hé re-nka shweni aha riywe̱ hung ana ré dzie̱ cereng. 
1PE.2.16	Shi de̱ nyi srra shi nyi nyi hwié we̱; shi de̱ nyi bra fo srra srra rici nyi e̱ re níng hwie̱ riwie̱ng nyi e̱ngwie̱ a la la we̱, me̱di nyi srra shi nyi nyi hwié Be̱ne̱. 
1PE.2.17	Nyi ngwa ko nye̱ grime̱, nyi ce̱ re-gimbe a yarri ce̱ nka, nyi to owu Be̱ne̱, nyi ngwa nggwe̱ grime̱.
1PE.2.18	Nyi hwié, nyi ngwa nci nyi a nwie re-be̱ri nyi zhwozhwo nwie we ngwa grime̱ ko zohu zhe — shi de̱ re nyi we re-be̱ri nke ne mbe níng nyi rina we̱, me̱di ngbe ne re-nke ne mbe níng nyi me̱nkye̱. 
1PE.2.19	A nyi kya ré níng de, kundu nyi yaa rwe nwie shwe ge̱zhe̱ we̱sa ne kwiling, aha ne nyi sa hwie nka nyi a kya ce̱ Be̱ne̱. 
1PE.2.20	Ma lede nna nyi nda, kundu ne nyi yaa rwe a ge̱zhe̱ cwe ne e níng cwe aha e̱ngwie̱ ne nyi nyi e̱e̱? Me̱di kundu ne nyi shwe ge̱zhe̱ aha cwuo rina ne nyi nyi ne nyi bra yaa rwe yarring, Be̱ne̱ we̱ níng de aha ni. 
1PE.2.21	A nyi aha ni ne Be̱ne̱ ngu níng ye, aha Krristi we rici ngu shwe ge̱zhe̱ aha nyi, aa níng we ne kya ning mwa yi, aha ngbe nyi zhwe nyie nta ngu. 
1PE.2.22	“Koo nyi e̱ngwie̱ we̱, koó bra i she ya rabrra a nu ngu we̱.”
1PE.2.23	A zhe ne i ki cwi, ko i trra we̱; a zhe ne ngu i shi shwe ge̱zhe̱, ko he ngu ri trra we̱. Me̱di aa we ko nda a nva ngwiee ne ngu nyi nka tsantsa.
1PE.2.24	Ngu we rici ngu a fo re-e̱ngwie̱ nzhi a rwe̱ ngu a zete gasankwe, aha ngbe nzhi hwie̱ nkweng a nwie e̱ngwie̱ ngbe nzhi srra nce aha redziee. A nyi aha ngbé̱ ngu ne nyi she ci gbingbi.
1PE.2.25	Nyi i shi shi canvé ne mbe bru, me̱di a zhe ne ne̱ nyi ning brru re be nwie Nnecwo ne ngu cí nkwile̱ ne ce nyi.
1PE.3.1	A shi ni, mbrrú, nyi ho ntó nyi nka, aha kundu a ri bi yá mbe ne ko mbe shî nka Be̱ne̱ we̱, aha e̱kpe̱e̱ rina nyi mbrrú mbe e̱, Be̱ne̱ we̱ we kwa we̱sa ne nyi we he ya nka,
1PE.3.2	aha ne mbe ri e̱kpe̱e̱ wiri ngbe owu Be̱ne̱ a yarri nyi. 
1PE.3.3	Shi de̱ rina nyi re nyi risa ankya ci rwe̱, shi shi risa nkwerici ngbe nyi risa ne ankya ne e cwu ne zinarriya ngbe ne ankya bi ncwé̱ we̱.
1PE.3.4	Ne re shi ni, nde rina nyi re nyi na yarring, zhwe rina nke ne ko ngu dzio we̱, ne ngu nyi ehwie sheng ngbe ehwie ranng — nyi ngu ne ngu bi mpe̱ni a nyyi Be̱ne̱ we yang. 
1PE.3.5	Mbrrú wiri a tiya ne mbe i sa riyii a Be̱ne̱ á i shi nyi risa mbe e̱ ni. Á i ho ntó mbe nka. 
1PE.3.6	Sarra i nyi ni, a i ho Ibrrahin nka he̱rri kundu ngu shi ki ye we̱ he, “Be̱ri nje”. Nyi nyí rana ngu, kundu nyi nyi kya ne ngu shi ye̱ye̱rri we̱sa ne owu.
1PE.3.7	Nyi ntó a, we ni ma, nyi srra ngbe ne mbrrú nyi ne hu re̱se̱ng he mbrru a shi brrubrru. Nyi we ngwa grime̱, aha nyi ri mwe gbengbe nyi she kya na na Be̱ne̱ ne ngu nyi ce. Nyi nyi aha ngbe de̱ re bi yankya ne ngu shi brri ku Be̱ne̱ nyi we̱.
1PE.3.8	A ngrangrang, zhwozhwo nyi, nyi yaa srra rina rina, nyi ri naana nneywí, nyi yaa ce̱ shi re-gimbe, nyi yaa sheng, nyi bra bi nywe̱ rici. 
1PE.3.9	Shi de̱ nyi trra e̱ngwie̱ ne e̱ngwie̱ we̱, ka nyi cwi ya nne aha ngu níng cwi we̱, se ka nyi trra ne mwo rina; Be̱ne̱ i níng ye aha ni, aha ngbe nyi ri she mwo rina. 
1PE.3.10	Aha
1PE.3.10	“Ko nye̱ ne ngu ce̱ ho shwi srra nce,
1PE.3.10	ngbe ngu bra ri rotu rina,
1PE.3.10	shi de̱ re we le ngu re he kya ngu shi ngwie̱ngwie̱ we̱,
1PE.3.10	de̱ re bra we onu ngu re he rabrra we̱.
1PE.3.11	Se re we ni hwie̱ re nyi re-cwuo rina;
1PE.3.11	re bra kre we srra rina ne ehwie ngu zhwozhwo.
1PE.3.12	Aha Brrabe̱ sa riyii a zete nné redziee,
1PE.3.12	re-uucwu ngu bra srra jennng nwie ho re-rumwo mbe,
1PE.3.12	me̱di ko riyii Brrabe̱ ce̱ nné nyi hwie̱ we̱.”
1PE.3.13	Nyi nye̱ re hu níng nyi yankya me̱nkye̱ kundu ne nyi ngwa nci nyi nwie nyi re-cwuo rina aa? 
1PE.3.14	Gbengbe ni ma, kundu nyi shwe ge̱zhe̱ aha ne nyi nyi kya ne ngu shi ye̱ye̱rri, mahu nyi bi mwo rina. Shi de̱ nyi to owu nné ne mbe níng nyí hwie̱ we̱, de̱ nyi bē we̱.
1PE.3.15	Me̱di a yarri ronu rie nyi, nyi ngwa Krristi grime̱ aha nyi Brrabe̱. Nyi srrante ko zohu zhe aha nyi ti ko nye̱ng ne ngu níng rin nka aha kya ne nyi ning sa riyii, me̱di re nyi a yarri ehwie sheng, nyi bra ngwa ko nye̱ grime̱. 
