GEN.1.1	Diɲyɛ tasìige e, Kile à nìɲyiŋi ná ɲìŋke dá. 
EPH.1.12	Lire e wuu pi à pyi shincyiibii mà wuu sɔ̀nŋɔre taha Kirisita na ke, wuu sí n‑pyi kaɲuŋɔ Kile mɛge ku pêe.
EPH.1.13	Yii mú pi ke, yii na ɲyɛ Kirisita wwoɲɛɛge e, mà lwɔ́ yii à sèeŋi jwumpe lógo yii zhwoŋi kyaa na ke, puru pu ɲyɛ Jwumpe Nintanmpe. Yii à dá Kirisita na ke, Kile à fyè bwɔ̀n yii na u Munaani ŋkanŋi cye kurugo yii á, u mpyi a lire ndemu ɲwɔmɛɛ lwɔ́ ke. 
EPH.1.14	Yacɛnɲyi Kile à yal'a yaha u wuubii mɛɛ na ke, Kile Munaani l'à wuu pyi wuu à tɛ̀ɛn ná l'e na wuu sí yire ta, Kile ká u wuubii ɲùŋɔ wwû feefee tèni ndemu i ke, bà u si mpyi si ŋkêe u mɛge mpèeŋi kurugo mɛ.
EPH.1.15	Pyiŋkanni na yii à dá Kafooŋi Yesu na sèl'e, ná pyiŋkanni na yii à Kile wuubii sanmpii kyaa táan yiy'á sèl'e ke, mii à lire lógo. 
EPH.1.16	Lire kurugo mii maha fwù kaan Kile á tèrigii puni maa u ɲáare yii kyaa na. 
EPH.1.17	Mii ɲarege funŋke e, mii maha li caa wuu Kafooŋi Yesu 
EPH.1.18	Mii na u ɲáare mú u u yii yákilibii múgo. Lire ká mpyi, u à yii yyere maa sɔ̀nŋɔre tatahage ŋkemu kan yii á ke, yii sí kuru cè, kuru ku ɲyɛ yaayi nisinaɲyi niɲyahayi u à yal'a yaha u wuubii mɛɛ na ke. 
EPH.1.19	Mii na li ɲáare u á mú, bà yii si mpyi si u sífente kakyanhala woore cè wuu dánafeebii kàmpanŋke na mɛ. 
EPH.1.20	Tire sífente cye kurugo mú, u à Kirisita ɲɛ̀ a yige kwùŋi i, maa u pyi u à sà ntɛ̀ɛn u 
EPH.1.21	Yaayi niɲyambaayi yi ɲyɛ ná ɲùŋufente ná sífente ná fànhafente ná kafente e ke, Kile à u tìŋɛ yire puni ɲùŋɔ na, mà bâra mɛgɛ maha mɛgɛ ku ɲyɛ na yiri yi na numɛ, ná mɛgɛ maha mɛgɛ ku sí n‑pa raa yiri yi na tìiŋi nimpaŋi i ke, u à u tìŋɛ yire puni ɲùŋɔ na. 
EPH.1.22	Kile à yaayi puni tîrig'a cyán u á, maa u pyi dánafeebii kuruŋke ɲùŋufooŋi, 
EPH.1.23	kuru ŋkemu ku ɲyɛ u cyeere ke. Yaaga maha yaaga ku ɲyɛ u e ke, yire puni ɲyɛ kur'e maa mpyi cyeyi puni i.
EPH.2.1	Yii pi ke, tèni l'e, yii mpyi mu à jwo kwùu yii ntiimbaaŋi ná yii 
EPH.2.2	Yii mpyi maha cyire karigii pyi ŋge diɲyɛŋi sùpyire sannte fiige. Fànha yaayi yi ɲyɛ kafɛɛge e ke, yire ɲùŋufooŋi ɲyii wuuni yii mpyi na mpyi. Mpii sí pi à ɲùŋɔ kyán Kile na ke, uru u ɲyɛ na báaraŋi pyi pire e, ali numɛ. 
EPH.2.3	Wuu mú puni mpyi pire fiige, wuu mpyi maha wuu karigii pyi mà tàanna ná wuu yabilimpii ɲyii wuuni i, nde l'à táan wuu cyeer'á ná nde l'à tîge wuu funŋ'i ke, lire wuu mpyi maha mpyi. Lire kurugo Kile lùuni mpyi a yîri wuu taan pi sanmpii fiige.
EPH.2.4	Ŋka Kile ɲùɲaar'à pêe sèl'e. U à wuu kyaa táan uy'á sèl'e. 
EPH.2.5	Lire kurugo wuu pi mpyi kwùu fiige wuu kapegigii kurugo ke, u à wuu ɲɛ̀ a yige kwùŋi i ná 
EPH.2.6	Wuu ná Kirisita wwoɲɛɛge kurugo, Kile à wuu ɲɛ̀ a yige kwùŋi i ná u e, bà wuu si mpyi si ntɛ̀ɛn ná u e nìɲyiŋi i mɛ. 
EPH.2.7	U à lire pyi Yesu Kirisita cye kurugo, bà u si mpyi si u kacɛnni tɛgɛlɛ baa wuuni cyêe lyeɲwɔyi nimpayi na mɛ. 
EPH.2.8	Yii li cè na Kile à ɲwɔ yii na, maa yii shwɔ yii dániyaŋi cye kurugo. Yii yabilimpil'e bà lir'à fworo mɛ. Kile u à lire pyi yii á mana. 
EPH.2.9	Lire ɲyɛ a pyi yii kacɛnŋkii cye kurugo mɛ, lire e sùpyaŋi wà tufiige sì n‑jà uye pêe mɛ. 
EPH.2.10	Yii li cè na Kile à wuu pyi shinfɔnmii wuu ná Yesu Kirisita wwoɲɛɛge cye kurugo, kacɛnŋkii mpyiŋi mɛɛ na, u mpyi a cyire ɲcyiimu yal'a yaha, bà wuu si mpyi s'a cyi pyi mɛ.
EPH.2.11	Ɲyɛ pyiŋkanni na yii mpyi yyecyiige na ke, yii sɔ̂nŋɔ lire na kɛ! Yii pi ɲyɛ yii ɲyɛ 
EPH.2.12	Lire tèni i, yii mpyi a 
EPH.2.13	Ɲyɛ yii laage ku mpyi a fyânha a tɔɔn Kile na ke, Yesu Kirisita à u sìshange wu mà pyi sáraga, kuru kurugo yii à byanhara Kile na numɛ.
EPH.2.14	Uru u à yyeɲiŋke kan, maa Yahutuubii ná 
EPH.2.15	U kwùŋi cye kurugo, u à 
EPH.2.16	U kwùŋi cye kurugo kworokworocige na, u à màpɛnge kwɔ̀ pi shwɔhɔl'e, maa yire kuruɲyi shuunniŋi wà yiye na mà pyi niŋkin, maa pi ná Kile shwɔ̀hɔŋi yal'a ɲwɔ. 
EPH.2.17	Mpii laage ku mpyi a tɔɔn Kile na, ná mpii pi mpyi a byanhara Kile na ke, Jwumpe Nintanmpe p'à yyaha tíi ná yyeɲiŋke e ke, u à pa puru jwo pi á. 
EPH.2.18	Uru cye kurugo, wuu supyishiŋi kuuyi shuunniŋi sí n‑jà tabaraga ta Tufooŋi Kile na, 
EPH.2.19	Lire kurugo yii saha ɲyɛ nàmpwuun, lire ɲyɛ mɛ shintahantorii mɛ, ŋka yii à bâra Kile wuubii na numɛ, maa mpyi pyɛnnugo shiin Kile bage e. 
EPH.2.20	Yii na ɲyɛ baga, Kile à ŋkemu faanra ke. 
EPH.2.21	Uru cye kurugo, bage ŋkunuɲyi pun'à yiye cû cû, maa mpyi baga niɲcɛnŋɛ Kafooŋi Kile á. 
EPH.2.22	Uru cye kurugo mú, yii à pyi mu à jwo kafaaya y'à wà yiye na mà tɛ̀g'a baga faanra, Kile à tɛ̀ɛn ŋkemu i u Munaani cye kurugo ke.
EPH.3.1	Lire kurugo mii Poli u ɲyɛ kàsuŋi i Yesu 
EPH.3.2	Kile à ɲwɔ mii na, maa báaraŋi ŋgemu kan mii á mà yyaha tíi ná yii e ke, yii wà tufiige ɲyɛ à pînni uru na mɛ. 
EPH.3.3	Kani Kile mpyi a yal'a yaha ná li mpyi a ŋwɔhɔ ke, u à lire cyêe mii na, bà mii à cyìi niŋkin niŋkin sémɛ yii á ŋge lɛtɛrɛŋi i mà yyaha tíi ná l'e mà kwɔ̀ mɛ. 
EPH.3.4	Yii aha cyire kâla, pyiŋkanni na Kile à mii yákiliŋi múgo, ka mii i lire kaŋwɔhɔni cè mà yyaha tíi ná Kirisita e ke, yii sí lire cè. 
EPH.3.5	Kile ɲyɛ a mpyi a lire kaŋwɔhɔni cyêe tèecyiini sùpyire na, bà u à li cyêe numɛ u Munaani cye kurugo u tùnntunmpii ná u jwumpe jwufeebii na mɛ. 
EPH.3.6	Lire kaŋwɔhɔni li ɲyɛ: yaayi Kile sí n‑kan 
EPH.3.7	Kile à ɲwɔ mii na u sífente cye kurugo, maa mii pyi u báarapyi puru Jwumpe Nintanmpe ɲjwuŋi kurugo. 
EPH.3.8	Mii u ɲyɛ na naye sɔ̂nŋi Kile wuubii puni nimbileni ke, Kile à ɲwɔ mii na, maa mii pyi mii i Kirisita kasinani tɛgɛlɛ baa wuuni yu supyishiŋi sanŋ'á. 
EPH.3.9	Kile u à yaayi puni dá ke, kani u mpyi a ŋwɔhɔ fo tèemɔni i ke, u à mii pyi mii i lire yige bɛ̀ɛnmpe na. 
EPH.3.10	Lire e yaayi niɲyambaayi yi ɲyɛ ná ɲùŋufente ná fànhafente e diɲyɛŋi ɲùŋɔ na ke, yire sí li cè numɛ dánafeebii kuruŋke cye kurugo, na yákilifente na ɲyɛ Kile á karigii puni i. 
EPH.3.11	U mpyi a lire kani yaa mà ta diɲyɛ sàha dá mɛ, maa mpa li pyi wuu Kafooŋi Yesu Kirisita cye kurugo. 
EPH.3.12	Wuu ná Yesu Kirisita wwoɲɛɛge funŋke e, wuu dániyaŋi cye kurugo, wuu yákilitɛɛnrɛ wuubil'à tabaraga ta Kile na. 
EPH.3.13	Lire kurugo mii na li caa yii á, yyefuge e mii ɲyɛ yii kurugo ke, yii àha kuru kani tɛ̀gɛ màban fô yiye na mɛ, ɲaha na yɛ mii ɲyɛ k'e yii ɲùɲjirire kurugo.
EPH.3.14	Lire kurugo mii maha na niŋkure sínni maa Tufooŋi Kile ɲáare, 
EPH.3.15	uru ŋgemu u à nìɲyiŋi ná ɲìŋke yaayi puni mɛyi le ke. 
EPH.3.16	Mii na u ɲáare, bà u si mpyi si fànha le yii e u Munaani cye kurugo mà tàanna ná u sífente tɛgɛlɛ baa woore e mɛ. 
EPH.3.17	Yii dániyaŋi cye kurugo, 
EPH.3.18	Lire e yii ná Kile wuubii sanmpii, yii sí Kirisita tàange tɛgɛlɛ baa woge cè. 
EPH.3.19	Kuru tàange k'à tòro sùpyire puni taceŋke taan ke, yii sí kuru cè. Lire ká mpyi, yaayi puni yi ɲyɛ Kile e ke, yire puni sí n‑pyi yii e. 
EPH.3.20	Yaayi wuu ɲyɛ na ɲáare, lire ɲyɛ mɛ na sɔ̂nŋi ɲjemu na ke, mà tàanna ná Kile sífente ti ɲyɛ wuu e ke, u sí n‑jà yire kan wuu á fo si ɲjà ntòro bá! 
EPH.3.21	Pèente ti taha u na tèrigii puni i dánafeebii kuruŋke shwɔhɔl'e Yesu Kirisita wwoɲɛɛge e fo tèekwombaa. Amiina!
EPH.4.1	Ɲyɛ lire kurugo, mii u ɲyɛ kàsuŋi i Kafooŋi Yesu 
EPH.4.2	Lire li ɲyɛ, yii sàa yiye tîrige, yii i mpyi ɲùmpiŋɛfee ná lùtaanfee, yii yiye karigii kwú tàange funŋke e. 
EPH.4.3	Yyeɲiŋke cye kurugo, 
EPH.4.4	Yii li cè na yii à pyi mu à jwo cyere niŋkin, Kile Munaani ninuuni li ɲyɛ yii puni i. Kile à yii yyere maa sɔ̀nŋɔre tatahage ŋkemu kan yii á ke, kuru mú na ɲyɛ niŋkin. 
EPH.4.5	Kafoo niŋkin u ɲyɛ, uru ninuŋi na yii pun'à dá, maa 
EPH.4.6	Kile niŋkin u ɲyɛ, uru u ɲyɛ wuu puni Tuŋi, maa mpyi wuu puni ɲùŋɔ na, u na báaraŋi pyi wuu puni cye kurugo, maa mpyi wuu puni zòmpyaagil'e.
EPH.4.7	Ŋka Kile à ɲwɔ wuu na, maa màkange kà kan wuu shin maha shin á mà tàanna ná Kirisita sùpyire kanŋkanni sumare e. 
EPH.4.8	Lire e y'à jwo Kile Jwumpe Semɛŋi i na:
EPH.4.8	«Tèni i u à dùgo ke,
EPH.4.8	u à kàre ná bilii niɲyahamil'e,
EPH.4.8	maa mayaaya kan sùpyir'á
EPH.4.9	U à dùgo nìɲyiŋi i, di lire ɲwɔhe ɲyɛ yɛ? Lir'à li cyêe na u mpyi a fyânha a tîge fo ɲìŋke na. 
EPH.4.10	Ŋge u à tîge ke, uru ninuŋi u à dùg'a kàre fo cyeyi puni nìɲyiŋi na, bà u si mpyi si nìɲyiŋi ná ɲìŋke puni ɲî ná u sífente e mɛ. 
EPH.4.11	Uru u à pìi pyi 
EPH.4.12	U à lire pyi, Kile wuubii pi ɲyɛ Kirisita cyeere ke, bà pi si mpyi si pire bégele báaraŋi mɛɛ na, pi raa sì yyaha na Kile kuni i siɲcyan, 
EPH.4.13	fo mpa mpyi niŋkin dániyaŋi ná Kile Jyaŋi ɲcèŋi i mɛ. Lire ká mpyi, wuu sí raa sì yyaha na Kile kuni i, si mpa fûnŋɔ Kirisita fiige.
EPH.4.14	Lire e ke wuu saha sì n‑pyi mu à jwo nàŋkopyire s'a fyínge raa mâre cyelentiibii kafinivinibii kàlaŋi kafɛɛge cye kurugo mɛ. Pi maha sùpyire yákilibii kɛ̂ɛnŋi ná pi kàyituwɔgɔre e. 
EPH.4.15	Ŋka wuu aha a sèeŋi yu tàange funŋke e, wuu sí raa sì yyaha na karigii puni i Kirisita wwoɲɛɛge e. Uru u ɲyɛ dánafeebii kuruŋke ɲùŋke. 
EPH.4.16	Kuru ɲùŋke cye kurugo, cyeere yatanɲyi pun'à sogo sogo yiye na, maa mpyi cyere niŋkin. Yire yatanɲyi puni niŋkin niŋkinŋi ká a yi báaraŋi pyi, cyeere sí raa lyɛge si fànha ta tàange funŋke e.
EPH.4.17	Lire kurugo mii sí yi jwo n‑waha yii á Kafooŋi mɛge na na mpii pi ɲyɛ pi ɲyɛ Kile kuni i ná yii e mɛ, yii àha raa yii karigii pyi pire wogigii fiige mɛ. Pire maha pi karigii pyi mà tàanna ná pi sɔ̀nŋɔŋkanni laaga baa wuuni i. 
EPH.4.18	Pi yákilibii ɲyɛ a múgo mɛ, shìŋi nivɔnŋi Kile maha ŋkaan ke, pi Kile kuni ɲcèmbaaŋi ná pi niŋgyiwaani kurugo pi nàzhan ɲyɛ ur'e mɛ. 
EPH.4.19	Lire e silege saha ɲyɛ a sìi pi na mɛ, pi à piye yaha silege baa karigii laage e, maa katupwɔhɔyi shiŋi puni pyi. Pi funɲyi ɲyɛ a sìi na ɲíŋini mɛ.
EPH.4.20	Ŋka yii pi ke, amuni bà yii à 
EPH.4.21	Nàkaana baa yii à u kyaa lógo, yii mú s'à u kani taanna maa li sèeŋi cè, 
EPH.4.22	na yii à yaa yii yii kapyiɲjyɛgigii yaha. Sùpyaŋi u ɲyɛ na ɲaare lire pyiŋkanni na ke, uru ɲyii karigii maha u wurugo, lir'a sì u shi bò. 
EPH.4.23	Yii yii yákilibii ná yii sɔ̀nŋɔŋkanni kɛ̂ɛnŋɛ. 
EPH.4.24	Yii pyiŋkanna nivɔnnɔ lwɔ́, nde li sí li cyêe na Kile à yii pyi shinfɔnmii ke. Lire li ɲyɛ, katiigii ná fyìnmpe karigii mpyiŋi, cyire maha ntaa sèeŋi cye kurugo.
EPH.4.25	Lire kurugo yii láha kafinare na, shin maha shin u à sèeŋi yu u shinɲɛɛŋ'á, ɲaha na yɛ wuu pun'à pyi cyere niŋkin yatanya. 
EPH.4.26	Yii wà lùu ká yîri, u àha 
EPH.4.27	Yii àha Sitaanniŋi yaha u pyiŋkanna ta si yii yaha kapii na mɛ. 
EPH.4.28	Yii wà ká nta u mpyi nàŋkaawa, urufoo u láha nàŋkaage na, u raa báare sèl'e ntìiŋi funŋke e, bà u si mpyi s'a kanhamafeebii tɛ̀re mɛ. 
EPH.4.29	Jwumpimpe pà tufiige ɲyɛ a yaa p'a fwore yii ɲwɔyi i mɛ. Jwumɔ maha jwumɔ pu sí n‑jà sùpya pyi u a sì yyaha na Kile kuni i ke, yii a puru yu bà pu si mpyi si pu lógofeebii tɛ̀gɛ mɛ. 
EPH.4.30	Yii àha raa 
EPH.4.31	Yii àha wà nàvunŋɔ yaha yiye e mɛ, yii àha mpyi lùpɛɛnfee mɛ, yii àha yii lùgigii yaha cyi à yîri mɛ, yii àha raa sêre sùpyire na mɛ, yii àha raa cyàhii pyi mɛ. Yii láha pege karigii shiŋi puni na. 
EPH.4.32	Yii a kacɛnŋii pyi yiye na, yii raa ɲùɲaara taa yiye na, yii a yàfani yiye na, bà Kile à yàfa yii na Kirisita kurugo mɛ.
EPH.5.1	Lire e ná yii kyaa s'à táan yii Tuŋi Kile á, yii a u pyiŋkanni taanni. 
EPH.5.2	Yii a yii karigii puni pyi tàange funŋke e, bà 
EPH.5.3	Lire kurugo 
EPH.5.4	L'à pyi silege baa jwumɔ yo, l'à pyi ɲùŋɔ baa jwumɔ yo, l'à pyi keetupwɔhɔya yo, puru pà mú ɲyɛ a yaa p'a fwore yii ɲwɔyi i mɛ, fo Kile fwùŋi kanni. 
EPH.5.5	Yii li cè na jacwoobii ná katupwɔhɔyi pyifeebii ná funmbwɔhe feebii, pire wà tufiige nàzhan ɲyɛ a sìi Kirisita ná 
EPH.5.6	Mpii pi à ɲùŋɔ kyán Kile na ke, cyire karigii cyi maha u lùuni pyi l'à yîri pire taan. Lire e yii àha n‑sìi wà yaha u yii ɲwɔ fáanŋa a wurugo ná laaga baa jwum'i mɛ. 
EPH.5.7	Yii àha ŋgwɔ̀ ná pire mpil'e kyaa na mɛ. 
EPH.5.8	Yii li cè na tèni l'e, yii mpyi numpini i, ŋka numɛ, Kafooŋi wwoɲɛɛge cye kurugo, yii ɲyɛ bɛ̀ɛnmpe e. Lire e ke yii a ɲaare bɛ̀ɛnmpe sùpyiibii ɲaaraŋkanni na, 
EPH.5.9	ɲaha na yɛ shinŋi u ɲyɛ na ɲaare bɛ̀ɛnmpe e ke, urufoo kapyiiŋkii maha mpyi kacɛnŋkii ná katiigii ná sèejwuuni. 
EPH.5.10	Yii yiye waha nde l'à táan Kafooŋi á ke, yii i lire cya a cè. 
EPH.5.11	Numpini karigii ɲyɛ ná nàfan e mɛ. Yii àha raa cyi pyi mɛ, yii bá à yaa yii a cyi yige bɛ̀ɛnmpe na. 
EPH.5.12	Karigii tire sùpyire ɲyɛ na mpyi numpini i ke, cyire ɲjwuŋi mú bá à sìi silege. 
EPH.5.13	Yii li cè na kyaa maha kyaa ɲwɔhɔ k'à múgo ke, lire maha fworo bɛ̀ɛnmpe na. 
EPH.5.14	Kyaa maha kyaa sí l'à fworo bɛ̀ɛnmpe na ke, lire yyaha maha ɲcè. Lire kurugo y'à jwo:
EPH.5.14	«Mu u ɲyɛ na ŋwúuni ke,
EPH.5.14	yîri ŋɔɔmpe na, ɲɛ̀ a fworo kwùubii shwɔhɔl'e,
EPH.5.14	Kirisita sí bɛ̀ɛnmpe yige mu á.»
EPH.5.15	Ɲyɛ yii a yiye kàanmucaa, yii i yii toroŋkanni cè. Yii àha mpyi yákili baa shiin mɛ, ŋka yii pyi yákilifee. 
EPH.5.16	Tèni li ɲyɛ yii á ke, yii yiye waha yii raa kacɛnŋii pyi, ɲaha kurugo yɛ tìiŋ'à kɛ̀ɛge. 
EPH.5.17	Lire kurugo yii àha mpyi funŋɔ baa shiin mɛ, ŋka nde li ɲyɛ Kafooŋi ɲyii wuuni ke, yii lire cya a cè. 
EPH.5.18	Yii àha sinmpe bya si mɛ́ɛ mɛ, lire maha sùpyaŋi yaha silege baa karigii mpyiŋi na, ŋka yii ɲî 
EPH.5.19	Yii a màban leni yiye e ná Zaburu sémɛŋi myahigii ná Kile pèente myahigii ná Kile kuni myahigil'e. Yii a Kafooŋi pêre cyire myahigil'e ná yii zòmpyaagii puni i. 
EPH.5.20	Yii a fwù kaan Tufooŋi Kile á tèrigii puni i karigii puni kurugo, wuu Kafooŋi Yesu Kirisita mɛge na.
EPH.5.21	Yii yiye tîrige yiy'á 
EPH.5.22	Cyeebii, yii yiye tîrige yii nàmbaabil'á, bà yii à yiye tîrige Kafooŋi á mɛ, 
EPH.5.23	ɲaha na yɛ nɔ̀ŋi u ɲyɛ u cwoŋi ɲùŋke, bà Kirisita ɲyɛ dánafeebii kuruŋke ɲùŋke mɛ
EPH.5.24	Bà dánafeebii kuruŋk'à kuye tîrige Kirisita á mɛ, amuni cyeebil'à yaa pi piye tîrige karigii puni i pi nàmbaabil'á.
EPH.5.25	Nàmbaabii, yii yii cyeebii kyaa táan yiy'á, bà Kirisita à dánafeebii kuruŋke kyaa táan uy'á, fo mà uye kan sáraga ku kurugo mɛ. 
EPH.5.26	U à lire pyi, si ku yaha kuye kanna na Kile á, ku fíniŋiŋkwooni kàntugo ná lwɔhe e Jwumpe Nintanmpe cye kurugo, 
EPH.5.27	bà u si mpyi si ku yaha uye yyahe taan ku sìnampe e, fwɔnrɔ baa ná takuruyo baa ná cyire tìcyiin baa mɛ. Ŋka ku pyi ɲcɛ̀ɛgɛ cyaga ná cwo cyaga baa. 
EPH.5.28	Lire pyiŋkanni na, nàmbaabil'à yaa pi pi cyeebii kyaa táan piy'á, bà pi yabilimpii cyeere kyal'à táan piy'á mɛ. Shinŋi u à u cwoŋi kyaa táan uy'á ke, urufol'à uye kyaa táan uy'á. 
EPH.5.29	Ɲaha kurugo yɛ sùpyaŋi wà tufiige cyere kyaa ɲyɛ a sàa pɛn u á mɛ, ŋka u maha uye ɲwɔ caa maa yaha uye na, bà Kirisita maha li pyi dánafeebii kuruŋk'á mɛ. 
EPH.5.30	Wuu sí pi ɲyɛ u cyeere yatanɲyi. 
EPH.5.31	Y'à jwo Kile Jwumpe Semɛŋi na «Lire kurugo nɔ̀ŋi sí u tuŋi ná u nuŋi yaha si mpwɔ u cwoŋi na, pi mú shuunni si mpyi shin niŋkin
EPH.5.32	Puru jwumpe ɲwɔh'à cûgo sèl'e. Mii na pu yu mà yyaha tíi ná Kirisita ná dánafeebii kuruŋke wwoɲɛɛge e. 
EPH.5.33	Ŋka p'à yyaha tíi ná yii e mú: yii shin maha shin à yaa u u cwoŋi kyaa táan uy'á, bà urufoo kyal'à táan uy'á mɛ. Cyeebii, yii pèenɛ le yii nàmbaabil'e.
EPH.6.1	Pyìibii, yii yii sifeebii ɲwɔmɛɛni cû yii tàanna ná Kafooŋi ɲyii wuuni i, ɲaha na yɛ lire l'à tíi. 
EPH.6.2	Y'à jwo Kile Jwumpe Semɛŋi i «Ma tuŋi ná ma nuŋi pêe
EPH.6.3	Ɲwɔmɛɛni u à lwɔ́ ke, lire li ɲyɛ: «Mu shìŋi canmpyaagii sí ɲyaha, si ntáan ɲìŋke na
EPH.6.4	Tiibii, yii pi ke, yii àha mpi yii pyìibii na s'a pi lùyiri karigii pyi mɛ, ŋka yii a pi byíi, yii raa pi yɛrɛge yii tàanna ná Kafooŋi jwumpe e.
EPH.6.5	Bilibii, yii sàa yii ɲùŋufeebii ɲwɔmɛɛni cû pèente funŋke e ná funvyinge e, yii li pyi bà yii à 
EPH.6.6	Yii àha raa pi ɲyiɲyaga báaraŋi kanni pyi si nta ntáan pi á mɛ, ŋka yii a u pyi mu à jwo Kirisita bilii, mpiimu pi ɲyɛ na Kile ɲyii wuuni pyi ná funŋɔ niŋkin i ke. 
EPH.6.7	Yii a báare pi á ná funɲcɛnŋ'i mu à jwo Kafooŋi á yii ɲyɛ na báare, yii àha li pyi mu à jwo sùpyire kann'á yii ɲyɛ na báare mɛ. 
EPH.6.8	Yii li cè na shin maha shin, mu na báare wà á yo, mu na báare may'á yo, Kafooŋi sí n‑pa sùpyire puni sâra si ntàanna ná pi kapyiiŋkii niɲcɛnŋkil'e.
EPH.6.9	Ɲùŋufeebii, yii mú pi ke, yii yii bilibii cùmu lemɛ ɲwɔ, yii àha ntanha pi na mɛ. Yii li cè na ɲùŋufooŋi ninuŋi u ɲyɛ yii ná pire ɲùŋɔ na nìɲyiŋi na ke, uru ɲyɛ a sùpya pwɔ́ɔŋɔ sùpya na mɛ.
EPH.6.10	Ɲyɛ mpe mii sí n‑bâra puru na ke, puru pu ɲyɛ: yii a yii fànhe caa Kafooŋi wwoɲɛɛge e, uru fành'à sàa pêe.
EPH.6.11	Yii Kile kàshikwɔnyaayi puni le yiye na, bà yii si mpyi si jà tayyérege niɲcɛnŋɛ wwû, si Sitaanniŋi nàɲwɔhɔre karigii ɲùŋɔ bɛ̂ mɛ. 
EPH.6.12	Yii li cè, wuu ná mpii pi ɲyɛ kàshige na ke, sùpyii bà mɛ. Ŋka yaayi yi ɲyɛ numpini i ná ɲùŋufente ná fànhafente ná kafente e diɲyɛŋi ɲùŋɔ na ŋkɛ̀ɛgɛŋi mɛɛ na ke, wuu ná yire yi ɲyɛ ku na. 
EPH.6.13	Lire kurugo yii Kile kàshikwɔnyaayi puni lwɔ́, bà yii si mpyi si jà kuru kàshige kwɔ̀n canmpege e mɛ, lire kàntugo yii begeleŋkanni niɲcɛnni kurugo, yii i jà a kwôro yii tayyérege e.
EPH.6.14	Lire e ke yii bégel'a yaha, yii i sèeŋi pyi yii seepwɔge, yii i katiigii mpyiŋi pyi tɔɔnnɔ vàanntinŋɛ yii le yiye na. 
EPH.6.15	Yyeɲiŋke ku ɲyɛ na ntaa Jwumpe Nintanmpe cye kurugo ke, yii kuru pyi mu à jwo tanhanya yii tooyi na, bà yii si mpyi si jà ɲjyére kàshige sige mɛ. 
EPH.6.16	Yii dániyaŋi pyi yii tɔɔnnte yabeŋke. Ná ur'e yii sí n‑jà Sitaanniŋi ŋyahigii nage wogigii puni fùgo. 
EPH.6.17	Zhwoŋi yii à ta Kile á ke, yii uru pyi yii tɔɔnnte ɲùntoŋke. 
EPH.6.18	Yii a Kileɲareyi shiŋi puni pyi tèrigii puni i, Kile Munaani ntɛ̀gɛŋi funŋke e, yii i ŋkwôro lire na. Yii raa Kile ɲáare u wuubii puni kurugo. 
EPH.6.19	Yii a Kile ɲáare mii á mú, bà li si mpyi tère o tère e mii à na ɲwɔge múgo Jwumpe Nintanmpe ɲjwuŋi mɛɛ na ke, si jà raa pu kaŋwɔhɔni yu raa fíniŋi fyagara baa mɛ. 
EPH.6.20	Puru ɲjwuŋi kurugo 
EPH.6.21	Kyaa maha kyaa li ɲyɛ mii ɲùŋɔ taan, ná nde mii ɲyɛ na mpyi ke, wuu ntàannamacinmpworoŋi Tisike sí n‑sà cyire puni jwo yii á. Kafooŋi báarapyi niɲcɛnŋɛ u ɲyɛ u wi. 
EPH.6.22	Mii à li yîrige li kurugo maa u tun yii á, nde li naha wuu kàmpanŋke na ke, yii i lire cè, u u màban le yii e. 
EPH.6.23	Wuu Tuŋi Kile ná wuu Kafooŋi Yesu 
EPH.6.24	Shin maha shin u à Kafooŋi Yesu 
PHP.1.1	Mii Poli ná Timɔti, wuu pi ɲyɛ Yesu 
PHP.1.2	Wuu Tuŋi Kile ná wuu Kafooŋi Yesu Kirisita pi ɲwɔ yii na, pi i yyeɲiŋke kan yii á.
PHP.1.3	Tère o tère e mii à sɔ̂nŋɔ yii kyaa na ke, mii maha fwù kan Kile á. 
PHP.1.4	Mii aha a Kile ɲáare yii kyaa na tère o tère e ke, mii maha u ɲáare ná funntange e, 
PHP.1.5	ɲaha na yɛ mà lwɔ́ ku tasiige e mà pa nɔ fo numɛ na, yii à mii tɛ̀gɛ Jwumpe Nintanmpe ɲjwuŋi na.
PHP.1.6	Kileŋi u à uru báaraŋi niɲcɛnŋi sìi yii e ke, mii à tɛ̀ɛn ná l'e na u sí uru pyi yii e, zà nɔ u tɛgɛni na Yesu 
PHP.1.7	Mii à yaa mii u a sɔ̂nŋi lire sɔ̀nŋɔŋkanni na yii kyaa na, ɲaha na yɛ yii kyal'à waha mii na sèl'e. Mà mii yaha kàsuŋi i, lire ɲyɛ mɛ mà mii yaha mii u Jwumpe Nintanmpe báami maa pu pyàagii sɛ́nmɛge na ɲcyêre sùpyire na, Kile à ɲwɔ mii na maa uru báaraŋi ŋgemu kan mii á ke, yii à pyi mii wwoɲɛɛ uru báaraŋi i. 
PHP.1.8	Kile yabiliŋ'à li cè na bà Yesu Kirisita à wuu kyaa táan uy'á mɛ, amuni yii kyal'à táan mii á sèe sèl'e.
PHP.1.9	Nde mii na ɲáare Kile á ke, lire li ɲyɛ, tàange ku ɲyɛ yii ná yiye shwɔhɔl'e ke, kuru k'a sì yyaha na, yii i yákilifente ná ɲcèŋi sèe wuŋi ta, 
