GEN.1.1	Paat ra talimpuun i paat ri Aki Kapuuno' napasauk ra limbowon am namingkal ra tana' ti.
1MA.15.27	Kaa' Raja' Antiokus marara' mangapu raginio. Ngaangai' nabantuan ri Simon sinulang no am siminaguli' nasauk ra pantula' nano. 
1MA.15.28	Raja' Antiokus pana nanusub ri Atinobius, sangulun intor ra rangan nano, koson magindagu ri Simon am nampasaboi ra bilin ragitio: “Nanguasa' kou ra bandar Jopi, Gijir am kubu giu' ra Jirusalim, alika bandar-bandar no nakasimpung ra pamarintaan mai. 
1MA.15.29	Linunsai mu noyo wilayah-wilayah no am namparatong ra karaat ra pagun. Ginaau mu kuasa' giu' ra masuang intok ra pamarintaan mai. 
1MA.15.30	Raino bandar-bandar ondo' ginaau mu noyo musiti' pasagulion mu, ruit cukai niayuk ondo' linulur mu intor ra intok-intok kinuasa' muno giu' ra liwar ru wilayah Judia. 
1MA.15.31	Amon ru kalo, musiti' mambayar kou ramon 17,000 ngakilogram pirok, ruangin 17,000 ngakilogram pirok poyo koson pamalit ra cukai ru bandar-bandar no am kalunsayan ondo' pinaratong muno. Amon marara' kou, matong akai mangayou rirun.”
1MA.15.32	Pakasaboi i Atinobius giu' ra Jirusalim, ilai' no ngaangai' ondo' moonsoi kaga' giu' ra istana ri Simon, dewan pangakanan ra kuliamos pangakanan ondo' binaal intor ra mas am pirok am masuang kuliamos ra bokon. Io pana nakasioro'. Pinasaboi no boo bilin ru raja' ri Simon. 
1MA.15.33	Taam i Simon, “Sala' ka tana' ru bansa' ra bokon ondo' ginaau mai, am sala' ka longgom ru ulun ra bokon ondo' inalap mai. Nangalap akai ayuk saguli' ra tana' pinatungkus ru kinamatuaan mai, ondo' koson buoi ti kalo natimpok kinuasa' ru pantula'-pantula' mai. 
1MA.15.34	Alapon mai kaluagan ragitio koson mangalap ayuk saguli' ra longgom pinatungkus ru kinamatuaan mai. 
1MA.15.35	Intor ra bandar Jopi am Gijir ondo' sikaan muno, nakatampos akai no mambayar 3,000 ngakilogram pirok, kabalu' pana mamagun ru bandar-bandar no nantilubat ra masuang ra pagun am bansa' mai.”
1MA.15.35	Kalo timinaam i Atinobius. 
1MA.15.36	Nabaya' ra lasu' ru guang siminaguli' io ra raja'. Pinasaboi no taam ri Simon am niayuk nantunung ra ngaangai' ondo' moonsoi kaga' giu' ra istana ri Simon am niayuk ngaangai' no ondo' nakito nano. Pokorongog ra baal raginio, siminangit kaga' raja'.
1MA.15.37	Liliwa' raginio siminakoi i Tripon ra kapal am nagiru' ra Ortosia. 
1MA.15.38	Raja' Antiokus pana nampasauk ri Kindibius nasauk ra Panglima Maayo ru libung ra nagas am nangani' riso ra pulalai ru saujor mantana' am pulalai mangkuda. 
1MA.15.39	Sinusub i Kindibius koson mangkim giu' ra balitan ru Judia am mambaal saguli' ra bandar Kidron, am niayuk namiot ra kulobon-kulobon garabang nano maa' raginio raja' makapangayou ra bansa' ru Jaudi. Liliwa' raginio raja' galama' marayus mangilou ri Tripon.
1MA.15.40	Sumuku' i Kindibius ra bandar Jamnia am tumalimpuun mampajajou ra ulun ru Jaudi am siminubol ra wilayah ru Judia, namparakop ra mamagun nano am niayuk namatoi risilo. 
1MA.15.41	Bandar Kidron binaal saguli', am pinaayan no ra giu' no pulalai mangkuda am pulalai ru saujor mantana'. Koson raginio noyo ilo nakapambaal ra pamulunsaran giu' ra ralan-ralan giu' ra Judia koson ra nanusuban ru raja'.
1MA.16.1	I Juanis anak ri Simon nangiruan ra bandar Gijir koson mambala' ra ama' nano atan ondo' binaal ri Kindibius. 
1MA.16.2	I Simon pana mindagu ri Juanis am i Judas karuruo ngaulun anak nano ondo' katuaan, “Ngaangai' sasambaloi ru ama' kuno, pabukat-pabukat kuno am aku galama' saboi matoi mangayou tayar ru Israil. Ruruli' akai makasugut mampalabus ra Israil. 
1MA.16.3	Raino matutuo aku noyo. Kaa' barakat ru asi' ri Aki Kapuuno', akau raino nasukor noyo. Akau musiti' malit raki' am boborok kuno koson mangayou tayar ru bansa' takau. Gama' ru i Aki Kapuuno' galama' mangindangan rirun.”
1MA.16.4	Kopongo raginio nampili' i Juanis ra 20,000 ngaulun saujor am pulalai mangkuda intor ra pagun no, am nangayou ilo ri Kindibius. Nombolong ilo giu' ra Modiin. 
1MA.16.5	Suabon no riminondom ilo minugar minongoi ra tana' marata'. Giu' no minatong risilo masuang kaga' pulalai mangkuda am pulalai ru saujor mantana', kaa' lolot ru karuruo pulalai no mokoondo' rondo' sungoi. 
1MA.16.6	I Juanis am pulalai nano nangkim natuma' ra pulalai ru pantula'. Pakakito i Juanis ra saujor-saujor nano malaa' lumaup ra sungoi, io galama' nagulu liminaup. Pakakito ra baal raginio ulun-ulun nano siminunu'. 
1MA.16.7	I Juanis pana nantayar ra saujor nano. Pinaayan no pulalai mangkuda giu' ra tatanga' ru pulalai ru saujor ra mantana', sabap ra pulalai mangkuda ru pantula' masuang kaga'. 
1MA.16.8	Bujung tatandu' mangayou sinamputan. I Kindibius am saujor nano nakiala am masuang intor risilo napilatan. Saujor ra bokon nagiru' ra kubu nilo giu' ra Kidron. 
1MA.16.9	I Judas boborok ri Juanis napilatan ralalom ru pangayawan, kaa' narayus i Juanis nangilou ra pantula' polos ra bandar Kidron ondo' binaal noyo saguli' ri Kindibius. 
1MA.16.10	Saujor ru pantula' niayuk nagiru' ra manara-manara giu' ra umo-umo ri Asdod, kaa' sinolob ri Juanis ginio saboi napuso. Paat ra orou raginio olo'-olo' 2,000 ngaulun saujor ru pantula' napuso, am i Juanis siminaguli' ra naayag giu' ra Judia.
1MA.16.11	Tingganai Maayo Imam i Simon nampasauk ri Ptolimius anak ri Abub ra panglima giu' ra tana' marata' Jiriko. Langkaya' kaga' i Ptolimius, 
1MA.16.12	sabap ra io anak mangiwan ri Simon. 
1MA.16.13	Kaa' liminimbau io am moogot manguasa' ra titikop pagun. Ginio ra nangkara' io ra rondo' inatangan malaat koson mamatoi ri Simon am anak-anak nano.
1MA.16.14	Rondo' paat i Simon nabaya' ra karuruo ngaulun anak nano, i Matatias am i Judas tatanga' minongoi ra bandar-bandar giu' ra wilayah nano koson magilong ra ondo' pakuan ru bandar-bandar no. Ralalom ru sila' Syibat, iono sila' koopor am rondo' ru bilor 177,
1MA.16.15	Nabaya' ra guang malaat i Ptolimius nangapu risilo giu' ra kubu boborok ininggalanan ra Dok ondo' binaal no galama'. Nambaal i Ptolimius ra bunsag maayo tayar nilo, kaa' sisinok io nampasibuni ra kukula' ngaulun saujor ra giu' no. 
1MA.16.16	Paat i Simon am karuruo ngaulun anak nano nagauk, bigor i Ptolimius am ulun-ulun nano, nangalap ra kinandoi mangayou nilo am namulunsar ri Simon giu' ra intok pagakanan. Namatoi ilo ri Simon, karuruo ngaulun anak nano am kukula' ngaulun minaya'. 
1MA.16.17	Koson raginio noyo i Ptolimius nambaal ra kalaatan maayo am nambalos ra moonsoi ra kalaatan.
1MA.16.18	Kopongo raginio nanulis i Ptolimius ra pambalaan intor ra atan ondo' binaal nano am nangator ra raja'. Nakitaak io maa' raginio mangator ra pulalai koson mangindangan riso am maa' raginio pagun no am bandar-bandar no pataakon riso. 
1MA.16.19	Nanulis io niayuk posoboyon ra tingganai-tingganai ru pulalai maa' raginio maya' ilo riso nabaya' ra bantu' mangani' ra tangguang ru mas am pirok am niayuk tangguang-tangguang ra bokon risilo. 
1MA.16.20	Io pana nanusub ra kukula' ngaulun minongoi ra Gijir koson mamatoi ri Juanis. Io niayuk nangator ra kukula' ngaulun ra bokon koson mampagaau ra Jirusalim am Bulur ru Baloi ri Aki Kapuuno'. 
1MA.16.21	Kaa' sangulun nagiru' pagulu ra Gijir am nambala' ri Juanis ra ama' am pabukat-pabukat nano minatoi ra pinatoi, am ra nangator i Ptolimius ra ulun koson mamatoi niayuk riso. 
1MA.16.22	Nakatigog kaga' i Juanis nokorongog ra tanou no. Kaa' sabap binalaan noyo galing, naalap no karakop am namuso ra pulalai ru ulun ondo' inataran koson mamatoi riso.
1MA.16.23	Tunggul intor ra tunung ri Juanis, pangayawan nano, kinapanggol nano tumula', ati kulaan io nambaal saguli' ra timbok-timbok ru bandar am intor ra binaal-binaal moonsoi nano ra bokon, 
1MA.16.24	ngaangai' no tinulisan ra tunung ru pamarintaan nano koson ra Tingganai Maayo Imam nalupus ama' nano.
2MA.1.1	“Intor ra ulun ru Jaudi giu' ra Jirusalim am Judia posoboyon ra pabukat-pabukat nilo giu' ra Misir, kaansayan!
2MA.1.2	Gama' ru i Aki Kapuuno' mataau guang ramuyun am manugut ra nabantuan Nano ri Abragam, i Isak am i Jakub, ulipon-ulipon Nano ondo' gumagaya'. 
2MA.1.3	Gama' ru aniin kou ra guguangon koson sumamba Riso am mambaal ra kasagaan Nano ra totopot ru guang. 
2MA.1.4	Gama' ru katawangon No pangkaraan muno koson makarati' ra Ukum am susuban-susuban Nano. Gama' ru mangani' Io ra kaansayan am kaansukan ramuyun, 
2MA.1.5	mangiou ra pakiasian-pakiasian min, mangampun ra tula-tula min am kalo mangiruan ramuyun paat ra makakapaganan. 
2MA.1.6	Akai ragiti tatanga' makiasi' ra tayar min.
2MA.1.7	Ralalom bilor 169,
2MA.1.8	Kulobon-kulobon ru Baloi ru Tuhan sinolob am ulun ondo' kolondo' sala pinatoi. Akai pana nakiasi' ra Tuhan am tinaam No pakiasian-pakiasian mai. Mampataak akai ra taak simbalui ra bibiag am taak simbalui koson paringkuanangan ra Tuhan;
2MA.1.9	Sabap raginio musiti' kau mangiantak ra rondo' pangiantakan ondo' nogondo' ra Pangiantakan Mangkalukub ra Raun ralalom ru sila' Kisliw.” Tinulisan ra bilor 188.
2MA.1.10	“Intor ra ulun ru Jaudi giu' ra Jirusalim am Judia, Majlis ru Matutuo-Matutuo am i Judas, posoboyon ra ulun ru Jaudi giu' ra Misir, mulu' poyo ri Aristobulus papag ru imam-imam ondo' patimpokon am mangingila' ra Raja' Ptolimius, kaansayan!
2MA.1.11	“Maringkuanang akai kaga' ri Aki Kapuuno', sabap ra namayag Io noyo ramon intor ra makalalaa' ondo' maayo am nangindangan ramon minanggal ra raja'. 
2MA.1.12	Pinagiru' ri Aki Kapuuno' pantula' intor ra Bandar Jirusalim. 
2MA.1.13	Pakasaboi Raja' Antiokus giu' ra Pirsia, saujor nano makito ra mapagon kalaan. Kaa' tinutuk ilo giu' ra ralalom ru Kuil Dewi Nania sabap ra ruung ru imam-imam ondo' siminamba ra dewi no. 
2MA.1.14	Raja' Antiokus minatong ra giu' nababaya' ra kukula' ngaulun rangan. Nampakito io ayuk ra masaga' manangandu' ra dewi no maa' raginio makaalap ra masuang rapu' ru kuil koson ra mulo. 
2MA.1.15	Imam-imam nampatalang ra ngaangai' rapu' no. Pakasubol raja' am rangan-rangan nano ra ralalom ru kuil, angabi' ru imam-imam kulobon no. 
2MA.1.16	Intor ra kulobon nakasibuni giu' ra taap, binobol nilo raja' am rangan-rangan nano ra batu saboi minatoi. Baangkai nilo tinotok am ulu nilo pinapatir ra ulun giu' ra liwar.”
2MA.1.17	Koompor noyo i Aki Kapuuno' takau sabap nangukum Io ra ngaangai' ulun malaat no. Koompor noyo Io sabap ra ngaangai' no.
2MA.1.18	Paat ra orou karuo ngoopor am limo ra sila' Kisliw, mangiantak akai ra Pangiantakan Baloi ru Tuhan Patimpokon Saguli'. Guang mai musiti' mampakara' ramuyun ra baal raginio, maa' raginio akau pana mangiantak raginio koson ra akau mangiantak ra Orou Maayo Mangkalukub ra Raun am Pangiantakan ru Apui. Pangiantakan ru Apui no mampakara' ra kasaukan paat ri Nigimia nampataak ra taak simbalui nopongo nambaalan saguli' ra Baloi ru Tuhan am altar. 
2MA.1.19	Intor ra apui no, mokoondo' tunung koson ragitio: Paat ra kinamatuaan takau inaut ra pagun Pirsia, kukula' ngaulun imam ondo' mapasau guang simininok nangalap sanganu apui intor ra altar, am pinasibuni ginio giu' ra lonor ru tulubong ondo' mapua'. Apui no pinasibuni ra moonsoi kaga', saboi intok no kalo napandayan ru osoi pana. 
2MA.1.20	Kopongo bibilor buoi, paat Tuhan nangiou, nangator raja' Pirsia ri Nigimia siminaguli' ra Jirusalim. I Nigimia pana nanusub ra papag ru imam-imam ondo' ragili nampasibuni ra apui no koson maguyum ra apui no. 
2MA.1.21	Nambala' ilo ramon ra kolondo' natuum nilo ra apui, kaa' sanganu ayuk timug makaumau. Nanusub i Nigimia risilo mangalap am magibit ra timug no riso. Kopongo ngaangai' taak simbalui pinabanta' giu' ra rasawat ru altar, nanusub io ra imam-imam mampatakis ra timug no ra rasawat ru tataun am taak simbalui. 
2MA.1.22	Kabaal ngaangai' no, am kukula' ayuk ngasaat kalupus mato ru orou nakasalula' intor ra talikur ru gaun, pulali' ru apui ondo' maayo nanimbula' saboi ngaangai' ulun nangimuag. 
2MA.1.23	Kopongo raginio, liliwa' taak simbalui no nosolob ru apui, Tingganai Maayo Imam i Jonatan nampasaboi ra pakiasian, tungguli' ri Nigimia am imam-imam am niayuk ngaangai' ulun ra bokon ra giu' no.
2MA.1.24	Pakiasian ri Nigimia koson raginio, ‘Iou Tuhan i Aki Kapuuno', Namangun ra ngaangai' no, Okou makaimuag am maikang, matimpok am mokoondo' guang makaasi'. Okou ayuk Raja', Okou ayuk moonsoi, 
2MA.1.25	Okou ayuk matimpok am mataau guang. Okou Maayo Kaga' Kuasa' am Mantilayun, ondo' mamayag ra Israil intor ra ngaangai' kapaganan. Okou ondo' nampalili' ra kinamatuaan mai masauk ra ulun pinili' Muno. 
2MA.1.26	Apuo' noyo taak simbalui ti ondo' pataakon mai koson ra titikop ru Israil. Sindungi' ulun pinili' Muno am kapasawo' ilo. 
2MA.1.27	Palabuso' bansa' mai ondo' nasauk ra ulipon giu' ra pagun-pagun ra bokon am timungo' saguli' ulun sabansa' ramon ondo' nantutuliar. Pakaasi' no ra bansa' mai ondo' asabin am malaat pinamakuan. Bansa'-bansa' ra bokon pana makapandai ra Okou i Aki Kapuuno' mai. 
2MA.1.28	Ukumi' noyo bansa'-bansa' ondo' malilimbau am malaat ondo' nangimbolo' ramon. 
2MA.1.29	Paayano' ulun Muno magulayun giu' ra pagun Muno ondo' matulai koson ra rinagu ri Musa.'
2MA.1.30	Kopongo raginio narimbai imam-imam ra rimbai-rimbai pangamparan. 
2MA.1.31	Kopongo taak simbalui nakai' kosolob, nanusub i Nigimia maa' raginio suwo ru timug no pasasaron ra rasawat ru kukula' batu maayo. 
2MA.1.32	Paat raginio niayuk apui nanimbula', kaa' apui no nalasa' paat sinda ru apui nakasilau intor ra altar.
2MA.1.33	Tanou raginio nakatabual ra ngaangai' intok, am raja' Pirsia binalaan ra rondo' timug natuum giu' ra intok nambunian ru imam-imam ra apui ru altar ra ilo kalo poyo inaut ra intok namatiran, am ra i Nigimia am rangan-rangan nano namakai ra timug no koson nonolob ra taak simbalui giu' ra altar. 
2MA.1.34	Kopongo kasaukan no naimumuyan, nanusub raja' maa' raginio intok raginio aniin ra insor am potonowon ra mapasau. 
2MA.1.35	Intok raginio pinalansan ru raja' ra kukula' ngaulun, am nangani' io risilo ra santayaran intor ra kalabaan maayo ondo' noowot intor ra intok no. 
2MA.1.36	I Nigimia am rangan-rangan nano nanginggalan ra timug no ‘naptar’, ondo' arati' no pamasawan, kaa' kasuangan ulun manabit raginio ‘naptai’.
2MA.2.1	Ralalom ru piagam, natuum mai tinulisan ru Nabi Jirimia noyo ondo' nanusub ra ulun ondo' inaut ra pamatiran koson mambuni ra sanganu apui intor ra altar, koson ra ondo' tinulisan mai ni. 
2MA.2.2	Nabi no niayuk nangila' ra Ukum ru Tuhan ra ulun pinatiran am naminson risilo maa' raginio pai' pakalilian ra susuban-susuban no, am pai' pakalayau paat makakito ra sinungkalalaing mas am pirok am ngaangai' pinamunga' no. 
2MA.2.3	Naminson io ra ragu-ragu ondo' nogondo' maa' raginio totopot ilo pai' pangiruan ra Ukum.
2MA.2.4	Ralalom ru piagam no tinulisan niayuk baal ragitio intor ri Jirimia: Nabaya' ra indangan ru Tuhan, nanusub nabi no maa' raginio Kim ru Tuhan am Kaban Nabantuan ibiton mabaya' riso ra rondo' gunung. Gunung raginio noyo ondo' inaloi ri Musa koson magilong ra pagun ondo' binantu' ri Aki Kapuuno' ra bansa' takau. 
2MA.2.5	Paat ri Jirimia nagaloi ra gunung no, ilai' no rondo' luang batu ondo' maayo. Giu' no pinasibuni no Kim ru Tuhan, Kaban Nabantuan, am altar ru kaminyan. Kopongo raginio intok subalan mongoi ra luang batu no tinauban toojo.
2MA.2.6	Kukula' ngaulun rangan ri Jirimia minongoi ra giu' no koson mambaal ra tatandu' ru ralan no, kaa' kalo nakatuum ilo ra luang batu no. 
2MA.2.7	Pokorongog ra baal raginio, nansawai i Jirimia risilo, kono, ‘Kolondo' sangulun pana iowon makapandai ra intok raginio saboi i Aki Kapuuno' manimung ra ulun Nano saguli' poyo am makaasi' risilo. 
2MA.2.8	Paat raginio manulu' Io ra intok ru kuliamos-kuliamos no sinibuni. Sinda ratangan ru Tuhan makito giu' ra gaun ondo' timinuun koson ra ondo' nasauk paat ri Musa, am kalupus raginio paat ri Salomo nakiasi' maa' raginio Baloi ri Aki Kapuuno' patimpokon ra katulayan ra Tuhan.'
2MA.2.9	Akai niayuk binalaan ati kulaan Raja' Salomo ondo' mapintar nampataak ra taak simbalui paat Baloi ru Tuhan nopongo binaal am patimpokon ri Aki Kapuuno'. 
2MA.2.10	Paat ra raja' tatanga' nakiasi', riminatu' apui intor ra suruga' am nonolob ra taak-taak simbalui, koson ra ondo' nasauk ragili, paat ri Musa tatanga' nakiasi'. 
2MA.2.11	Sumugut ri Musa, taak simbalui koson mangampun ra tula no nakai' nosolob ru apui sabap ra kalo inakan ru ulun. 
2MA.2.12	Raja' Salomo nangiantak ra pangiantakan no buoi balu' ngoorou.
2MA.2.13	Kasaukan-kasaukan no tinunung niayuk ra ralalom ru piagam rasmi am ralalom ru kitab kaayagan ri Nigimia, ra nambaal io rondo' baloi ru buuk am nanimung ra ngaangai' kitab intor ra raja'-raja' am nabi-nabi, tinulisan-tinulisan ru Raja' Daut am surat ru raja'-raja' intor ra taak-taak simbalui. 
2MA.2.14	Koson niayuk ri Judas nanimung noyo ra ngaangai' kitab ondo' nantutuliar sabap ra pangayawan. Ngaangai' ru kitab no lakat poyo soroi ramon. 
2MA.2.15	Amon ru makapakuan kau, susubo' ulun mongoi pangalap raginio.
2MA.2.17	“Binayag noyo ri Aki Kapuuno' ngaangai' bansa' Nano am nampasaguli' ra tana' tinungkus takau, pamarintaan, imam am sambayang giu' ralalom ru Baloi Nano ritakau, 
2MA.2.18	koson ondo' binantu' Nano ra ralalom ru Ukum Nano. Nampalabus Io ritakau intor ra masuang karaat am nampapasau ra Baloi Nano. Mangintopot akai ri Aki Kapuuno' mataki' mampakito ra guang makaasi' Nano ritakau am magibit ritakau ngaangai' intor ra ngaangai' pisuk ru tana' ti koson tumimung giu' ra Baloi Nano.”
2MA.2.19	Ralalom ru kitab ondo' intor ra limo buuk, i Jason intor ra Kirini nanulis ra tunung-tunung ri Judas Makabi am pabukat-pabukat nano, namasawan ra Baloi ri Aki Kapuuno' ondo' matulai, am niayuk patimpokon ru altar Nano, am 
2MA.2.20	niayuk intor ra pangayawan manggal ri Antiokus Ipipanis am Iupator anak ungkuyon nano. 
2MA.2.21	Io niayuk nantunung ra pinaintalang-pinaintalang intor ra suruga' ondo' nakito ru kukula' ngaulun nauligan kaga' ondo' nangayou koson ra kaatangan ru ulun ru Jaudi. Saujor takau sanganu ayuk suang nano, kaa' nakasugut ilo nampagaau saguli' ra titikop ru pagun takau am napagiru' ra pulalai-pulalai bansa' ra bokon. 
2MA.2.22	Nagaau nilo saguli' Baloi ru Tuhan ondo' nauligan kaga' giu' ra titikop ru tana' am nampalabus ra bandar Jirusalim. Ilo niayuk napatapuli' ra ukum-ukum ondo' maar mapuso. Ngaangai' no naalap nilo kabaal sabap ra Tuhan moonsoi guang am makaasi' risilo.
2MA.2.23	Raino mangkinam aku mangantos ra kitab ri Jason ondo' intor ra limo buuk no masauk ra rondo' buuk. 
2MA.2.24	Suang-suang am numbur-numbur ondo' masuang am maawar ragu maaru' mantipagon ra ulun ondo' moogot migila' ra tunung-tunung ru sejarah. 
2MA.2.25	Kaa' piniratan ku noyo koson mambala' ra baal-baal ondo' makabunduk ra guang ru ulun ondo' masaga' mambasa'; baal-baal ondo' matasu' ra ulun ondo' masaga' mangkara' ralalom ru guang, am ondo' mokoonong ra ngaangai' ulun ondo' maaru' lair mambasa' ra buuk ti. 
2MA.2.26	Mambaal ra tulisan maantos koson ragitio rondo' kandoi mapagon ondo' mompogogot ra mingkotog mangandoi am makariwa' ra bolong. 
2MA.2.27	Kandoi ragitio nogondo' pagon no ra momongo ra rondo' bunsag pagakanan ondo' makajala' ra tambului-tambului. Kabalu' pana koson raginio, masaga' aku mingkotog koson ra katasuan ru ulun-ulun mambasa'. 
2MA.2.28	Intor ra nangimansaan ra moonong kasaukan, pataakon ku ginio ra ulun nanulis galing no. Aku galama' mingkotog koson timpokon ayuk ondo' maatang kaga' no ayuk ralalom ru tulisan ontoson kuno. 
2MA.2.29	Aku sala' ka arkitek ondo' mambaal ra baloi bagu am musiti' mangimansa' ra ondo' maawar ra ragu ru pambaalan. Koson aku ayuk ra ulun manukang ra ukiran am manukang ra lukisan ondo' musiti' maguyum ra atan ondo' maaya' koson mompokoonsoi ra baloi no. 
2MA.2.30	Sangulun ondo' mapandai kaga' ra sejarah musiti' migila' am mangimansa' ra ngaangai' kasaukan, am pabalaan ngaangai' no ra sailon arati' no. 
2MA.2.31	Kaa' ulun ondo' mambaal ayuk ra tulisin ra ontoson, musiti' iowon manulis ra suang no maantos ra kolondo' pabalaan ngaangai' ra sailon arati' no. 
2MA.2.32	Aku pana tumalimpuun ra raino, ra kolondo' pabalaan ra bokon. Kalo motopot koson kaawaran ragu paguluon, am kariwaan tunung nano galama'.
2MA.3.1	Paat ri Onias
2MA.3.2	Raja'-raja' ru Siria am Misir mangurumat ra bandar no am niayuk Baloi ru Tuhan am nangator ra tangguang-tangguang ondo' mologo; 
2MA.3.3	niayuk Raja' Siliukus,
2MA.3.4	Kaa' sangulun ondo' inggalan nano i Simon intor ra bansa' Binjamin
