MAT.1_1.1	לפניכם ספר קורות חייו של ישוע המשיח, אשר מוצאו מיוחס לדוד המלך ולאברהם אבינו:
3JN.1_1.1	לכבוד גיוס היקר והאהוב עלי באמת.
3JN.1_1.1	מאת יוחנן הזקן.
3JN.1_1.2	ידידי היקר, אני מאחל לך כל טוב ומקווה שגופך בריא כשם שנפשך בריאה.
3JN.1_1.3	אחים אחדים, שביקרו כאן לאחרונה, סיפרו לי עליך חדשות מאוד משמחות. הם סיפרו לי שאתה נאמן למשיח ולעקרונות הבשורה, ושאתה שומר על טוהר המידות. 
3JN.1_1.4	חדשות כאלה על ילדי משמחות אותי יותר מכל.
3JN.1_1.5	ידידי היקר, בדאגתך למורים ולשליחים שנוסעים ממקום למקום, אתה מוכיח את נאמנותך לאדון. 
3JN.1_1.6	הם סיפרו לקהילה כאן על אהבתך ומעשיך הנפלאים. אני שמח וגאה בך על אשר שלחת אותם לדרכם בצרוף מתנה נדיבה. 
3JN.1_1.7	הלא יודע אתה שהם נוסעים ממקום למקום ומבשרים את הבשורה, ולמרות שהטיפו ללא־מאמינים, סרבו לקחת מהם כל מה שהציעו: אוכל, בגדים, שמיכות, כסף וכדומה. 
3JN.1_1.8	משום כך אנחנו בעצמנו צריכים לדאוג למחסורם, וכך נשתתף בעבודתם למען האדון.
3JN.1_1.9	שלחתי לקהילה מכתב בנידון, אבל דיוטריפס רודף הכבוד, שמתיימר להיות ראש הקהילה, לא רצה לקבל אותנו ולהקשיב לדברינו. 
3JN.1_1.10	כאשר אבוא אליכם, אזכיר לו את מעשיו הרעים ואת ההשמצות והשקרים שהוא מעליל עלינו. לא די בכך שהוא עצמו מסרב לארח את המורים והשליחים שנוסעים ממקום למקום, הוא אף ביקש מחברי הקהילה שלא לארחם. בחוצפתו הרבה הוא אף מגרש מהקהילה את כל מי שמעז להמרות את פיו.
3JN.1_1.11	ידידי היקר, אל תיקח דוגמה רעה ממנו. אנא, עשה את הטוב והישר, כי עושי הטוב והישר הם ילדי אלוהים, בעוד שהממשיכים לעשות את הרע מוכיחים שהם רחוקים מאוד מאלוהים. 
3JN.1_1.12	אולם כולם מדברים טובות על דימטריוס; אפילו האמת עצמה מעידה לטובתו! גם אנחנו מעידים בשבחו, ואתה יודע שעדותנו מהימנה.
3JN.1_1.13	יש לי עוד דברים רבים לומר לך, אך אני מעדיף שלא להעלותם על הנייר, 
3JN.1_1.14	כי אני מקווה לפגוש אותך בקרוב, ואז נוכל לשוחח עליהם פנים אל פנים.
3JN.1_1.15	עד אז, שלום ולהתראות. כל החברים כאן דורשים בשלומך. מסור בבקשה לכל אחד מהאחים דרישת שלום ממני.
JUD.1_1.1	אל המאמינים המשיחיים באשר הם, בחירי אלוהים ואהוביו.
JUD.1_1.1	מאת יהודה, עבדו של ישוע המשיח ואחיו של יעקב.
JUD.1_1.2	יהי רצון שיעניק לכם אלוהים שפע של אהבה, שלום ורחמים.
JUD.1_1.3	ידידי היקרים, התכוונתי לכתוב לכם על הישועה שנתן לנו אלוהים, אך אני נאלץ לכתוב לכם על נושא אחר לגמרי. ברצוני לעודד אתכם להגן באומץ על האמונה שנתן אלוהים לאוהביו, אחת ולתמיד. 
JUD.1_1.4	אני אומר דברים אלה משום שמורי שקר אחדים הסתננו לחברתכם, שטוענים כי לאחר שאנו באים לאמונה באלוהים ובמשיח, מותר לנו לעשות ככל שעולה על רוחנו וה׳ לא יעניש אותנו! אני מזהיר אתכם מפניהם; דינם של הרשעים האלה כבר נחרץ לפני זמן רב, שכן הם מתכחשים לאדוננו היחיד ישוע המשיח.
JUD.1_1.5	תשובתי למורי השקר האלה היא: אל תשכחו את העובדה הידועה לכם היטב, שה׳ הציל את עם־ישראל מידי המצרים, אך לאחר מכן השמיד את כל אלה שלא האמינו בו. 
JUD.1_1.6	אני מזכיר לכם גם את המלאכים שלא הסתפקו בסמכות שנתן להם אלוהים. הם מרדו באלוהים ובחרו בחיי חטא, ומשום כך הוא כבל אותם בשרשראות, ועתה הם מחכים בחשכה ליום־הדין. 
JUD.1_1.7	אל תשכחו את סדום ועמורה ואת הערים השכנות, שהיו מלאות מעשי תועבה, שחיתות מוסרית ופריצות. כל הערים האלה נשרפו ונחרבו, והן משמשות לקח ואזהרה עבורנו שה׳ מעניש את הרשעים באש הגיהינום.
JUD.1_1.8	אבל למורי השקר האלה כלל לא אכפת! הם ממשיכים לחיות חיים לא־מוסריים, עושים מעשי שחיתות למיניהם, בזים לשלטונות ולועגים לרשויות הרוחניות העליונות. 
JUD.1_1.9	כאשר מיכאל שר המלאכים התווכח עם השטן על גופתו של משה רבנו, הוא לא העז להאשים את השטן ואף לא לעג לו. מיכאל פשוט אמר: ”יגער בך אלוהים.“ 
JUD.1_1.10	אבל אנשים אלה מקללים ומזלזלים בכל דבר שאינם מבינים. הם מתנהגים כמו חיות – עושים מה שעולה על רוחם, וכך מביאים אסון על עצמם.
JUD.1_1.11	אוי להם! הם הולכים בעקבות קין אשר רצח את אחיו; הם מוכנים לעשות כל דבר תמורת בצע כסף כמו בלעם; הם הימרו את פי ה׳ כמו קורח, ועל כן קללתו רובצת גם עליהם.
JUD.1_1.12	רשעים אלה מקלקלים את החגיגות הנעימות שלכם בקהילה, שותים וזוללים בלי להתחשב באחרים. הם דומים לעננים שמרחפים מעל אדמה צמאה בלי שיוכלו להשקותה; מבטיחים הרבה ואינם מקיימים דבר. הם דומים לעצי־פרי שאינם נותנים פרי בעונת הקטיף, והם מתים לא רק משום שאין להם פרי, אלא גם משום שנעקרו מהשורשים כדי להישרף באש. 
JUD.1_1.13	אנשים אלה משאירים אחריהם תמיד רק בושה וחרפה, כמו הרפש שפולטים גלי הים לחוף. בכל מקום שהם עוברים בו הם מבריקים ונוצצים כמו כוכבים, אך אלוהים הכין בשבילם חשכת עולם!
JUD.1_1.14	חנוך, שחי שבעה דורות אחרי האדם הראשון, ידע על אנשים אלה ואף אמר עליהם: ”הנה בא ה׳ עם מיליוני קדושיו, 
JUD.1_1.15	כדי לשפוט את כל העולם וכדי להרשיע את הרשעים האלה. במשפט זה יוכיח אלוהים את כל מעשיהם המושחתים, ואת כל הדברים הנוראים שאמרו עליו.“ 
JUD.1_1.16	רשעים אלה לעולם אינם שמחים בחלקם, אלא תמיד מתלוננים, עושים מעשים רעים לפי תאוות לבם ואוהבים להתגאות ולהתפאר! אם הם חולקים כבוד למישהו, הרי זה משום שברצונם להשיג ממנו משהו.
JUD.1_1.17	ידידים יקרים, זכרו מה שאמרו לנו שליחי אדוננו ישוע המשיח: 
JUD.1_1.18	”בימים האחרונים יופיעו אנשים ציניים ורשעים שמטרתם היחידה בחיים היא להשתעשע במעשים רעים ומתועבים.“ 
JUD.1_1.19	אנשים אלה מסכסכים, גורמים לוויכוחים ואוהבים את השחיתות. רוח הקודש אינו שוכן בהם.
JUD.1_1.20	אבל אתם, אחים יקרים, חזקו את אמונתכם ואת חייכם הרוחניים והתפללו בעזרת רוח הקודש.
JUD.1_1.21	הישמרו לכם! אל תעשו דבר שעלול להרחיקכם מאהבת האלוהים ומברכתו. חכו בסבלנות לחיי הנצח שעומד האדון ישוע לתת לכם ברוב רחמיו. 
JUD.1_1.22	השתדלו לעזור למתנגדיכם, והתנהגו ברחמים עם אלה שמהססים באמונתם. 
JUD.1_1.23	הצילו אותם מהאש, ואילו עם האחרים התנהגו באהבה וברחמים, אך היזהרו שלא תתפתו בעצמכם לחטוא כמותם. שנאו בהם כל דבר שמסמן חטא.
JUD.1_1.24+JUD.1_1.25	כל התהילה והפאר לאלוהינו האחד, שמושיע אותנו על־ידי ישוע המשיח אדוננו. כל הכבוד, התפארת, הגבורה והסמכות שייכים לו מעולם ועד עולם! זהו האלוהים שיכול לשמור אתכם מכישלונות ומכשולים, ולהעמידכם לנוכח כבודו, בששון ושמחה, מושלמים וללא דופי. – אמן.
REV.1_1.1	להלן התגלות מישוע המשיח, שאלוהים נתן לו כדי שיגלה למשרתיו את המאורעות שעומדים להתרחש. הוא שלח מלאך להציג התגלות זו למשרתו יוחנן. 
REV.1_1.2	יוחנן העיד שכל אשר ראה ושמע הוא דבר אלוהים ועדות ישוע המשיח.
REV.1_1.3	ברוכים הקוראים את דברי הנבואה הזאת, וברוכים השומעים אשר מקיימים את הכתוב בה, כי מועד התגשמותה קרוב.
REV.1_1.4	מאת יוחנן.
REV.1_1.4	אל שבע הקהילות באסיה (הקטנה).
REV.1_1.4	אחים יקרים, שלום וברכה לכם מאת האלוהים אשר ‎ הוֹוֶה, היה ועתיד לבוא, מאת שבע הרוחות אשר לפני כיסאו, 
REV.1_1.5+REV.1_1.6	ומאת ישוע המשיח העד הנאמן – הראשון שקם מן המתים, ושליטם של כל מלכי העולם.
REV.1_1.5+REV.1_1.6	כל הכבוד, הגבורה והשלטון לעולמי עולמים לישוע המשיח אשר אוהב אותנו תמיד. בשפכו את דמו למעננו הוא שיחרר אותנו מהשעבוד לחטא, ועשה אותנו ממלכת כוהנים לאלוהים אביו.
REV.1_1.7	הביטו, הנה הוא בא עם העננים, וכל עין תראה אותו – גם אלה שדקרוהו. וכל עמי העולם יספדו עליו בצער ובחרטה. אכן, כך יהיה. – אמן.
REV.1_1.8	”אני האלף והתו, ההתחלה והסוף,“ אומר אלוהים, ”הוֹוֶה, היה ועתיד לבוא, אלוהי צבאות.“
REV.1_1.9	אני יוחנן אחיכם, כותב מכתב זה. אני שותפכם לסבל, למלכות ולסבלנות, שהם מנת חלקנו במשיח.
REV.1_1.9	בהיותי באי פטמוס – לשם הוגליתי על שהטפתי את דבר אלוהים, וסיפרתי לאנשים על אודות ישוע המשיח – 
REV.1_1.10	שרתה עלי הרוח ביום המקודש לאדון, ולפתע שמעתי מאחורי קול רם שנשמע כתרועת שופר. 
REV.1_1.11	”כתוב בספר את כל מה שאתה רואה,“ אמר אלי הקול, ”ושלח את הספר אל הקהילות באסיה: אפסוס, זמירנא, פרגמוס, תיאטירא, סרדיס, פילדלפיא ולודקיא.“
REV.1_1.12	בפנותי לראות מי המדבר אלי, ראיתי שבע מנורות זהב, 
REV.1_1.13	וביניהן עומדת דמות ”בן־אדם“. הוא לבש גלימה ארוכה ועל חזהו חגורת זהב. 
REV.1_1.14	שיער ראשו לבן כצמר, צחור כשלג, עיניו כלהבת אש. 
REV.1_1.15	רגליו כנחושת נוצצת שנצרפה בכור, קולו כקול מים רבים. 
REV.1_1.16	בידו הימנית שבעה כוכבים, בפיו חרב בעלת להב כפול, ופניו זרחו כשמש המאירה בעיצומה.
REV.1_1.17	כשראיתיו נפלתי לרגליו כאדם מת, אך הוא הניח עלי את ידו הימנית ואמר: ”אל תירא! אני הראשון והאחרון; אני הוא החי לנצח! 
