GEN.1.1	I acakki piny Lubaŋa oketo polo ki lobo. 
1CO.7.39	Cik geŋo dako ka pud cware tye kwo, ento ka cware doŋ oto woko, ci en bedo ki kare me nyomme ki laco mo mukene ma cwinye mito, ma tye i kin jo pa Rwot keken. 
1CO.7.40	Ci twero miyo dako-nu cwinye bedo yom makato ka ce en obedo kit meno ma pe dok onyomme; meno tamma, atamo bene ni atye ki cwiny pa Lubaŋa.
1CO.8.1	Lok ma dok i kom cam ma gityero bot jogi. Waŋeyo ni, “wan ducu watye ki ŋec.” Kit ŋec meno miyo dano giwakke awaka, ento mar medo tek bot dano. 
1CO.8.2	Dano ma tamo kekene ni eŋeyo gin mo, noŋo pe ŋeyo gin mo kit ma onoŋo myero eŋe kwede. 
1CO.8.3	Ento ka ŋat mo maro Lubaŋa, ci Lubaŋa bene ŋeye.
1CO.8.4	Doŋ lok ma dok i kom cam ma gityero bot jogi; waŋeyo ni, “jok pe gin mo i lobo,” dok ni, “Lubaŋa mo mukene pe, kono en Lubaŋa acel-li keken.” 
1CO.8.5	Kadi bed tye gin mogo ma gilwoŋo ni lubaŋa i polo nyo i lobo, kit macalo tye lwak lubaŋa ki lwak rwodi mapol mapatpat-ti, 
1CO.8.6	ento ki tuŋ botwa Lubaŋa tye acel, en Lubaŋa Won, ma jami ducu a ki bote, ma wan wabedo tye pire; dok bene tye Rwot acel keken, Yecu Kricito, ma miyo jami ducu bedo tye, wan bene wabedo tye pire.
1CO.8.7	Kadi bed kumeno, jo mapol pe gitye ki ŋec macalo meno. Jo mogo doŋ guŋiyo woko i woro jogi nio wa ceŋ tin; gicamo cam ma kun noŋo pud gitamo ni, “Man adada gin ma gityero bot jok,” miyo tam ma tye i igi ma nyuto botgi balgi balle woko. 
1CO.8.8	Cam pe bimiyo Lubaŋa pwoyowa; pe wabibedo marac ka pe wacamo cam, pe bene wabibedo maber ka wacamo. 
1CO.8.9	Ento wugwokke, wek twero ma wutye kwede pe odok gin mo ma miyo dano magoro poto i bal. 
1CO.8.10	Pien ka dano mo ma tam ma i iye ma nyutte balle pud goro oneno ni ma itye ki ŋec ibedo ka cam i ot jok, pe bimedo tekcwiny bote me camo riŋo ma gityero bot jogi? 
1CO.8.11	Kono en dano ma niye mere goro-ni obedo omeru ma yam Kricito oto pire, en bito pi ŋecci! 
1CO.8.12	Doŋ ka wubalo kit man bot utmegiwu ma niyegi goro, ka dok wubalo tamgi ma nyuto botgi balgi ma pud goro, noŋo wubalo i kom Kricito. 
1CO.8.13	Pi meno, ka cam aye miyo omera poto i bal, pe doŋ abicamo riŋo matwal, wek pe ami omera opot i bal.
1CO.9.1	An pe alone kena? An pe lakwena? Yam pe aneno Rwotwa Yecu Kricito? Wun pe adwoggi me ticca i Rwot? 
1CO.9.2	Kadi bed jo mogo pe giye ni an lakwena, ento ki tuŋ botwu an lakwena, pien wun kikomwu aye wubedo lanyut me kwenana i Rwot.
1CO.9.3	Meno aye pidona bot jo ma giroka ki peny. 
1CO.9.4	Pe watye ki twero me noŋo cam ki mat ma iwa mito? 
1CO.9.5	Pe atye ki twero me tero dako ma Lakricitayo kacel kweda i wotta, macalo lukwena mukene, ki omego pa Rwot, ki Kepa? 
1CO.9.6	Nyo wan ki Barnaba keken aye myero wati pi camwa piwa kenwa? 
1CO.9.7	Aŋa ma cito i mony, ci cako culo mucarane pire kene? Aŋa ma pito olok i potone ma pe camo nyig olok mucek iye? Lakwat mene ma pe mato cak ma a i kom lim ma en kwayo.
1CO.9.8	Atye ka loko lok man i kit pa dano keken? Cik kono pe loko lok ma rom ki man? 
1CO.9.9	Pien i cik pa Moses gicoyo ni, “Pe itwe dog twon ka tye ka nyono bel.” Lubaŋa mono tamme tye twatwal pi dyaŋ? 
1CO.9.10	En pe oloko lok meno piwa? I adane lokke yam gicoyo piwa, pien lapur myero opur pur kun noŋo tye ki gen, ŋat ma dino bel bene myero odin kun tye ki gen me noŋo dul mo iye. 
1CO.9.11	Ka wacoyo kodi me cwiny i kinwu, meno lokke bedo lok madit twatwal ka wakayo jami mogo me kom ki botwu? 
1CO.9.12	Ka jo mukene gitye ki twero meno i komwu, ci wan doŋ pe wakatogi kwede woko?
1CO.9.12	Ento kadi bed twero meno tye botwa, pe watiyo kwede; wadiyo cwinywa i lok ducu wek pe omi waket ariya mo ma geŋo tito lok me kwena maber i kom Kricito. 
1CO.9.13	Pe wuŋeyo ni, jo ma gitiyo tic i ot pa Lubaŋa ginoŋo camgi ki i ot pa Lubaŋa, dok jo ma gitiyo i kom keno tyer gipoko botgi gitum ma gityero? 
1CO.9.14	Rwot bene yam ociko i kit yo acel-lu ni, jo ma tito lok me kwena maber myero gunoŋ gin ma gikwo kwede pi tito lok me kwena maber-ri.
1CO.9.15	Ento an pe atiyo ki twero macalo meno wacel. Dok bene pe acoyo lok man ni kono wutima kit meno. Bedo ber ka ato, kato ma dano mo loko wakkena doko gin ma ka cuŋone pe. 
1CO.9.16	Ka atito lok me kwena maber, myero pe awakke pire, pien gidiya iye adiya. Ka pe atito lok me kwena maber, ci abineno can. 
1CO.9.17	Ka atimo man pi twerona kena, abinoŋo bakacic, ento ka atimo ma kun pe amito, noŋo atye ka cobo tic ma gimiya. 
1CO.9.18	Abinoŋo kit bakacic aŋo? Bakacicca en aye yomcwiny ma anoŋo i tito lok me kwena maber, laboŋo ŋolo kit cul mo iye bot dano ma giwinyo, kun bene pe atiyo ki twero ma atye kwede wek anoŋ kony mo ki bot jo ma atito botgi lok me kwena maber.
1CO.9.19	Kadi bed alone kena i nyim dano ducu, ento doŋ atyeko mine me bedo opii pa jo ducu, wek anoŋgi mapol. 
1CO.9.20	Ka abedo bot Lujudaya alokke abedo macalo Lujudaya, wek anoŋ Lujudaya mogo; bot jo ma tye i te cik pa Moses abedo bene macalo ŋat ma tye i te cik, kadi bed an kikoma pe atye i te cik, wek anoŋ jo ma tye i te cik. 
1CO.9.21	Bot Lurok ma pe i te cik pa Moses abedo macalo ŋat ma pe i te cik, kun noŋo pe atye laboŋo cik pa Lubaŋa, ento abedo i te cik pa Kricito. 
1CO.9.22	Bot jo ma gigoro i niyegi, alokke adoko dano magoro bene, wek anoŋ jo magoro. Alubo kit ducu ma dano gitye kwede, wek omiya alar jo mogo i yo ducu. 
1CO.9.23	Meno ducu atiyo pi lok me kwena maber, wek an bene anywak gum mo ma a iye kacel kwedgi.
1CO.9.24	Pe wuŋeyo ni, jo ma gipyem i ŋwec ducu giriŋo, ento dano acel keken aye ma limo mot me pwoc? Wun bene wuriŋ kumeno wek wunoŋ mot me pwoc.
1CO.9.25	Dano acel acel ma pyem i tuko myero ogwokke kene i yo ducu. Gitimo meno wek ginoŋ lalukana ma balle woko, ento wan watimo pi noŋo lalukana ma pe ballene. 
1CO.9.26	An mera ariŋo atir ma pe acabbe atata; ka awacci atye i tuko me doŋŋe, pe adoŋo piny macalo ŋat ma doŋo yamo ata. 
1CO.9.27	Acano koma, kun bene aloye calo opiina, wek ka doŋ atyeko tito lok bot jo mukene, pe abed ŋat ma pe gipwoyo.
1CO.10.2	gin ducu bene yam gibatijagi i i pol ki i nam, wek doŋ gubed jo pa Moses. 
1CO.10.3	Gin ducu yam gucamo cam acel me cwiny, 
1CO.10.4	gin ducu bene gumato ginamata acel me cwiny. Pien gumato pii mua ki i kom got me cwiny ma woto kacel kwedgi, got meno yam en Kricito. 
1CO.10.5	Kadi bed kumeno, Lubaŋa pe opwoyo pol jo mogo ma i kingi; pien guto gutum woko liweŋ i tim.
1CO.10.7	Pe wawor jogi macalo jo mogo i kingi, kit macalo yam gicoyo ni, “Lwak gubedo piny gucamo ka gumato, ci gua malo ka myel.” 
1CO.10.8	Wan pe myero wadonyu i timo tim kwele, macalo jo mogo i kingi yam gutimo, ci jo alip pyeraryo wiye adek guto woko ducu i nino acel. 
1CO.10.9	Pe waomu cwiny Rwot, macalo jo mogo i komgi yam guomo cwinye, ci omiyo twol onekogi woko. 
1CO.10.10	Pe waŋur, macalo jo mogo i kingi yam guŋur kwede, ci omiyo Lanek oŋinyogi woko. 
1CO.10.11	Meno ducu yam otimme i komgi macalo lapo wic, ka doŋ gicoyo me cikowa, wan jo ma agikki piny oo i komwa-ni. 
1CO.10.12	Pi meno ŋat mo ma tamo ni etwero cuŋ myero ogwokke wek pe opoti. 
1CO.10.13	Pe tye bita mo ma makowu ma pe mako dano ducu; Lubaŋa genne, pe biye ni gibitwu matek makato ma wuromo cirone, ento i kare ma Catan tye ka bitowu, Lubaŋa bimiyowu yo ma myero wubwot kwede, wek wubed ki twero me ciro.
1CO.10.14	Pi meno, wun luwota ma amaro, wubol woro jogi woko matwal. 
1CO.10.15	Aloko kwedwu macalo jo ma luryeko; wubed ki tam kekenwu i lok ma aloko. 
1CO.10.16	Kikopo me gum ma walego iye gum, pe waribbe iye i remo pa Kricito? 
1CO.10.17	Pien mugati tye acel, wan ma wapol-li bene wabedo kom acel, pien wan ducu wanywako camo en mugati acel-lu.
1CO.10.18	Koŋ wunen jo Icrael; jo ma camo gitum ma gityero bot Lubaŋa pe giribbe ki keno tyer? 
1CO.10.19	Ka aloko kumeno noŋo atamo aŋo? Ni cam ma gityero bot jogi obedo gin mo, nyo ni jogi gubedo gin mo? 
1CO.10.20	Pe, gin ma awaco en ene ni, gitum ma jo ma pe ŋeyo Lubaŋa gutyero, gityero bot jogi, ento pe gityero bot Lubaŋa. Pe amito wuribbe ki jogi. 
1CO.10.21	Pe wutwero mato ki kikopo pa Rwot ki pa jogi. Pe wutwero cam i meja pa Rwot ki dok i meja pa jogi. 
1CO.10.22	Wamito omo cwiny Rwot wek nyeko omake? Wan mono watye ki tek wakato en?
1CO.10.24	Dano pe olub gin ma konyo en keken, ento myero olub gin ma konyo lawote bene. 
1CO.10.25	Wucam kit riŋo ducu ma gicato i cuk, pe wubed ka penyo gin mo iye pi lworo bal. 
1CO.10.26	Pien lobo ki jami ducu ma tye iye obedo jami pa Rwot. 
1CO.10.27	Ka ce dano mo ma pe oye Lubaŋa olwoŋowu ka cam, kun wumito wucit wucam, ka wuo i gaŋŋe wucam gin ducu ma giketo i nyimwu, pe wubed ka penyo gin mo iye pi lworo bal. 
1CO.10.28	Ento ka ŋat mo owaco botwu ni, “Man gin ma doŋ gityero bot jok,” pe wucam, pi paro pi ŋat ma doŋ otito lok meno pi poyo wiwu-ni, ki pi tamme ma i cwinye ma nyuto balle bote. 
1CO.10.29	Meno aloko pi tam ma tye i cwiny dano mukene ca, pe pi tam ma i cwinyi. Piŋo gigeŋo kuc ma atye kwede me timo gin mo-ni woko, pi tam ma tye i cwiny dano mukene? 
1CO.10.30	Ka anywako camo cam ki jo mukene kun apwoyo Lubaŋa bene, piŋo giyeta pi gin ma doŋ atyeko pwoyo Lubaŋa pire?
1CO.10.31	Doŋ ka wucamo cam nyo ka wumato mat, nyo gin ducu ma wutiyo, wutim ducu pi miyo deyo bot Lubaŋa. 
1CO.10.32	Pe wubal cwiny Lujudaya, kadi jo Grik, nyo jo muye Lubaŋa, 
1CO.10.33	macalo an atemo yomo cwiny jo ducu i gin ducu ma atiyo, kun pe alaro pi gin ma konyo an kena, ento alaro pi gin ma konyo jo mapol, wek gularre.
1CO.11.2	Apwoyowu pien i lok ducu wupo pira, kun wumako pwonnya ma yam akelo botwu. 
1CO.11.3	Ento amito wuŋe ni wi laco acel acel en aye Kricito, wi dako aye cware, ki wi Kricito aye Lubaŋa. 
1CO.11.4	Laco mo-ni ma lego Lubaŋa, nyo ma tito lok pa Lubaŋa kun oboyo wiye, meno noŋo oketo lewic i wiye; 
1CO.11.5	ento dako ma lego Lubaŋa nyo ma tito lok pa Lubaŋa, ma kun pe oboyo wiye noŋo oketo lewic i wiye, pien pe tye apokapoka mo i kin en ki dako ma olyelo wiye woko. 
1CO.11.6	Ka dako mo pe boyo wiye, myero onyar yer wiye woko. Ka bedo me lewic ka dako olyelo wiye, nyo onyaro yer wiye anyara, en doŋ myero obo wiye woko. 
1CO.11.7	Laco pe myero obo wiye, pien en cal pa Lubaŋa dok deyo pa Lubaŋa bene; ento dako aye deyo pa laco. 
1CO.11.8	Laco yam pe giketo nia ki i kom dako, ento dako aye oa i kom laco. 
1CO.11.9	Laco yam pe giketo pi dako, ento dako aye giketo pi laco. 
1CO.11.10	En mumiyo dako myero obed ki lanyut me twero i wiye, pi lumalaika. 
1CO.11.11	Ento i kwowa me bedo i Rwot, dako pe twero cuŋ kene laboŋo laco, ki laco bene pe twero cuŋ kene laboŋo dako; 
1CO.11.12	pien macalo dako yam gitiyo oa i kom laco, i kit acel-lu laco bene dako aye ma nywalo, dok jami ducu a ki bot Lubaŋa. 
1CO.11.13	Koŋ wuŋol lok man kenwu; tika nen ber ka dako olego Lubaŋa ma pe oboyo wiye? 
1CO.11.14	Kit ma ma ginywalowa kwede bene pe pwonyowu ni, ka laco oloto yer wiye odoŋo maboco, ci miyo ginyware? 
1CO.11.15	Ento dako gire ka yer wiye olot maboco meno bedo me deyo bote, pien gimiye yer maboco-nu me umme kwede. 
1CO.11.16	Doŋ ka ŋat mo mito kelo pyem iye, wan giwa wape ki kit macalo meno, pe bene tye i kin jo ducu muye Lubaŋa.
1CO.11.17	Acikowu kun bene atye ki lok mogo ma cwinya pe yom iye i komwu, pien cokkewu-ni gin mo ma konyo pe iye, kelo bal keken. 
1CO.11.18	Lok mukwoŋo ma atyeko winyone en aye ni, ka lwak gucokke kacel, apokapoka bedo tye i kinwu. An bene tuŋcel aye lok meno, 
1CO.11.19	pien dul mogo myero gubed i kinwu, wek jo ma tye maber gunen woko ka maleŋ. 
1CO.11.20	Pien ka wucokke kacel pe wucamo. Cam pa Rwotwa, 
1CO.11.21	pien wun ducu ŋat acel acel kwoŋo camo camme woko, kun jo mogo bedo ki kec, ki jo mogo gimer megi woko. 
1CO.11.22	Wun mono pacowu pe, ka ma wutwero camo iye camo iye cam ki mato mat-gu? Nyo wucayo jo ducu muye Lubaŋa, kun wuketo lewic i kom jo ma pe tye ki gin mo? Myero awac botwu gin aŋo? Wumito apwowu? Pe atwero pwoyowu pi lok man.
1CO.11.23	Pien pwony ma yam apwonyowu kwede, Rwot aye mumiya, ni, i wor meno ma giketo roro i kome-ni, Rwot Yecu omako mugati; 
1CO.11.24	ka doŋ opwoyo, ci obaro iye, omiyogi kun wacci, “Man aye koma ma tye piwu. Wutim kuman me po pira.” 
1CO.11.25	Kumeno ka gucamo otum, otiŋo kikopo kun wacci, “Kikopo man aye gicikke manyen i remona. Wutim kuman i kare ducu ma wumato, me po pira.” 
1CO.11.26	Pien i kare ducu ma wucamo mugati man, dok bene ka wumato ki kikopo-ni, noŋo wutye ka yweko lok me to pa Rwot, nio ka en bidwogo.
1CO.11.27	En mumiyo ka dano mo ocamo mugati man, nyo omato kikopo man ma kun kite pe myero, noŋo en odoko labal pi pyedo kom ki remo pa Rwot. 
1CO.11.28	Dano acel acel myero koŋ okwoŋ ŋine kene, ka doŋ ocak camo mugati meno ki mato gin ma tye i kikopo meno. 
1CO.11.29	Pien ŋat ma camo nyo mato kun pe oniaŋ maber i kom gin ma gilwoŋo ni kom Rwot, noŋo en tye ka kelo kop i kome kene ka ce ocamo nyo omato. 
1CO.11.30	Meno gin mumiyo jo mapol i kinwu gitwo, dok gigoro bene, ki jo mogo doŋ guto woko. 
1CO.11.31	Ka kono nene wan kikomwa waŋolo kop i komwa kekenwa ki ada, kono pe giŋolo kop i komwa. 
1CO.11.32	Doŋ ka Rwot aye ma ŋolo kop i komwa, en pwodowa me pwonyowa, wek pe giŋol kop olowa kacel ki jo me lobo.
1CO.11.33	Pi meno doŋ, utmegina, ka wucokke ka camo cam pa Rwotwa, ŋat acel acel myero koŋ okur lawote. 
1CO.11.34	Ka dano mo kec neko, myero koŋ ocam cam i pacone, wek pe kop olowu ka wucokke kacel. Lok mukene mudoŋ, abiyubo ka ao botwu.
1CO.12.1	Utmegina, amito wuniaŋ lok i kom mot ma Cwiny Maleŋ miyo. 
1CO.12.2	Wuŋeyo ni i kare ma yam onoŋo pud pe wuŋeyo Lubaŋa, noŋo wurwenyo woko ata ka woro cal jogi ma pe loko, ka ma giterowu iye ducu-ni. 
1CO.12.3	Pi meno amito wuniaŋ ni, pe tye ŋat mo ma Cwiny pa Lubaŋa telo ma wacci, “Yecu giceno;” dok bene pe tye ŋat mo ma twero wacci, “Yecu aye Rwot,” ento Cwiny Maleŋ keken ma twero miye eloko.
1CO.12.5	Tic ma gitiyo pi Rwot bene tye ma kitgi patpat, ento Rwot tye acel. 
1CO.12.6	Tek pa Lubaŋa tiyo i yo mapatpat, ento Lubaŋa acel-lu aye ma tiyo i yo ducu ki pi jo ducu. 
1CO.12.7	Dano acel acel gimiyo bote lanyut me Cwiny ma konyo lwak. 
1CO.12.8	Cwiny Maleŋ miyo bot dano acel kwena me ryeko; en Cwiny acel-lu bene miyo bot dano mukene kwena me ŋec. 
1CO.12.9	En Cwiny acel-lu miyo niye bot ŋat mukene, ki bot dano mukene en Cwiny acel-lu miyo mot me caŋo two i kom dano. 
1CO.12.10	Bot ŋat mukene en miyo mot me tiyo taŋo, bot ŋat mukene mot me tito lok pa Lubaŋa, bot ŋat mukene miyo ryeko me poko kin cwiny mapatpat, bot ŋat mukene miyo dumo leb mapatpat, bot ŋat mukene miyo ryeko me gonyo leb mapatpat. 
1CO.12.11	Ento Cwiny acel-lu aye ma tiyo tic i mot magi ducu; en poko mot mapatpat bot dano acel acel kit macalo en mito.
1CO.12.13	Pien wan ducu, Lujudaya ki jo Grik, opii ki jo ma gilone kengi, gibatijawa wadoko kom acel i Cwiny acel-lu pa Lubaŋa, wan ducu wamato en Cwiny acel-lu.
1CO.12.14	Pien kom dano pe tye iye dul acel keken, ento tye iye dul mapol. 
1CO.12.15	Ka kono tyen wacci, “Pien an pe a ciŋ, an pe a dul kom,” meno pe geŋe bedo dul kom. 
1CO.12.16	Ka kono it wacci, “Pien an pe a waŋ, an pe a dul kom,” meno pe geŋe bedo dul kom. 
1CO.12.17	Ka kono kom ducu obedo waŋ, kono giwinyo lok ki ŋo? Dok kono kom ducu obedo it, kono giŋweyo ki ŋo? 
1CO.12.18	Ento kit ma tye kwede-ni, Lubaŋa oketo dul mapatpat i kom, dul acel acel kit macalo en mito. 
1CO.12.19	Ka kono gin ducu gubedo dul acel, kom kono obedo kwene? 
1CO.12.20	Kit macalo tye-ni, tye dul mapol, ento kom tye acel. 
1CO.12.21	Waŋ pe twero waco ki ciŋ ni, “An pe amiti.” Wic pe twero waco ki tyen ni, “An gira pe amitowu.” 
1CO.12.22	Ma kaka meno, dul kom maca ma gitamo ni goro mitte twatwal, 
1CO.12.23	dok bene dul maca me kom ma gitamo ni deyogi pe, dul magi aye girukogi ki deyo makato, ki dul komwa ma nen marac warukogi ki ruk ma nen maber makato,, 
1CO.12.24	ma kun dul komwa ducu ginen maber ma pe dok gimito gin mo. Lubaŋa oketo dul mapol me kom kun ribogi kacel, kun miyo deyo madwoŋ makato bot dul ma deyogi nok, 
1CO.12.25	wek apokapoka mo obed pe i kom, ento omi dul acel acel opar pi dul wadgi. 
1CO.12.26	Ka dul mo acel tye ki arem, ci dul kom mukenegu bene rem kacel kwede; ka gipako dul acel, dul mukene-gu bene ducu ribbe kwede ki yomcwiny.
1CO.12.27	Kombeddi doŋ wun kom Kricito, dano acel acel obedo dul kom Kricito. 
1CO.12.28	Ento Lubaŋa oketo jo magi i lwak muye Kricito; mukwoŋo lukwena, me aryone lutit lok pa Lubaŋa, me adekke lupwony, ki dok jo ma tiyo tic me taŋo; ki jo ma lubo gin jo ma gimiyo botgi mot me caŋo two ki i kom dano, jo ma tiyo tic me kony, jo ma romo loyo tic, ki jo ma gidumo leb mapatpat. 
1CO.12.29	Jo ducu gin lukwena? Jo ducu gitye ki mot me tito lok pa Lubaŋa? 
1CO.12.30	Jo ducu tye ki mot me caŋo dano? Jo ducu gidumo leb mapatpat? Jo ducu gin lugony leb? 
1CO.12.31	Wuket cwinywu i noŋo mot ma pigi dito.
1CO.13.1	Kadi aloko leb pa dano ki pa lumalaika, ka pe atye ki mar, abedo calo olaŋ ma kok, gara ma wo awoya. 
1CO.13.2	Ka atye ki mot me tito lok pa Lubaŋa macalo lanebi, ma aniaŋ i muŋ ducu, dok bene noŋo atye ki ŋec ducu, ma atye bene ki niye ducu, ma atwero bene kobo kwede godi madoŋo-gu woko ka mukene, ce pe atye ki mar, ci pe a gin mo. 
1CO.13.3	Ka apoko jami ducu ma atye kwede, ma bene amiyo koma ni giwaŋ woko ki mac, ento ka pe atye ki mar, ci pe konya ki gin mo.
1CO.13.4	Mar diyo cwinye, dok lakica bene; mar pe lanyeko, pe wakke; 
1CO.13.5	pe nyatte, pe tiyo gin ma pe myero, pe yenyo gin mukemo en kene; pe bedo ki keccwiny, pe bedo kun keto cwinye i kom gin marac ma gitimo i kome; 
1CO.13.6	cwinye pe bedo yom i kom tim ma pe atir, ento cwinye bedo yom i lok ada. 
1CO.13.7	Mar diyo cwinye i kom jami ducu, ye lok ducu,, dok bedo ki gen i kare ducu, keto tek bene me ciro jami ducu.
1CO.13.8	Mar pe gik; ento lok atita bitum woko; kadi ki dumo leb bene bigik woko; kadi ŋec bene bitum woko, 
1CO.13.9	pien wan waŋeyo dul mogo manoknok keken, lutit lok pa Lubaŋa gitito dul mogo manoknok keken; 
1CO.13.10	ento gin makulu ka obino, ci gin ma obedo duldul bigik woko. 
1CO.13.11	I kare ma pud an latin, aloko lok calo latin, aparo jami ducu calo latin; ento kombeddi ma doŋ ateggi-ni, doŋ abwoto kit me tino woko. 
1CO.13.12	Gin ma waneno kombeddi cal ki tipo ma nen ribiribi i kiyo; ento i kare ma bino anyim ca wabinenne waŋ ki waŋ. Kombeddi aŋeyo dul mo manok keken, ento i nino ma bino anyim ca abibedo ki ŋec ducu liweŋ, kit macalo Lubaŋa tye ki ŋec ducu i koma-ni. 
1CO.13.13	Doŋ tye gin adek ma gibedo matwal: niye, gen, mar; ento gin ma pire dit ma katogi ducu en aye mar.
1CO.14.1	Wuket mar aye obed tamwu mukwoŋo ma pire dit; wuket cwinywu bene me noŋo mot ma Cwiny Maleŋ miyo, makato ducu mot me tito lok pa Lubaŋa. 
1CO.14.2	Pien dano ma dumo leb mapatpat pe loko ki dano, ento noŋo loko ki Lubaŋa. Ŋat mo ma niaŋ i lokke pe, pien noŋo en tye ka loko muŋ me Cwiny Maleŋ. 
1CO.14.3	Ento dano ma tito lok pa Lubaŋa loko ki dano kun doŋo niyegi, cuko cwinygi dok kweyo cwinygi bene. 
1CO.14.4	Dano ma dumo leb mapatpat doŋo niyene kene; ento ŋat ma tito lok pa Lubaŋa noŋo tye ka doŋo jo muye Kricito i niyegi. 
1CO.14.5	Amito ni wudum leb mapatpat, ento makato ducu amito wutit lok pa Lubaŋa. Dano ma tito lok pa Lubaŋa pire dit kato ŋat ma dumo leb mapatpat, kono nyo ka ce tye dano mo ma twero gonyo bot dano gin ma en loko, wek okony jo muye Kricito i doŋo.
1CO.14.6	Utmegina, ka abio botwu kunnu ma kun noŋo adumo leb mapatpat, abibedo ki kony aŋo botwu, ka pe akelo botwu lok pa Lubaŋa ma ginyutta, nyo ŋec mo, nyo lok mo ma Lubaŋa omiya me atita, nyo pwony mo? 
1CO.14.7	Kadi wa gin ma pe ki kwo, ma kok calo nyamulere nyo naŋa, ka ce dwane pe owinnye maber, ci dano gibiniaŋ niŋniŋ i wer ma gikuto nyo gigoyo? 
1CO.14.8	Buriji bene ka pe gikuto i dwan me lwoŋo kikome, ci aŋa ma biyubbe pi cito i lweny? 
1CO.14.9	En i yo acel-lu, aŋa ma biniaŋ i gin ma wuloko ka wudumo aduma ki leb mapatpat, kun wuloko lok ma pe niaŋŋe? Lokwu biket woko i yamo ata. 
1CO.14.10	Tye leb mapol ma kitgi patpat i wi lobo, ento pe tye mo ma te lokke pe. 
1CO.14.11	Ento ka pe aŋeyo leb ma dano mo-ni tye ka loko, abedo macalo larok bote, ki en bene bedo macalo larok bota. 
1CO.14.12	Doŋ kit meno, macalo wuketo cwinywu me noŋo mot me Cwiny, wutem loyo jo mukene ducu i gin ma doŋo jo muye Kricito, miyo gicuŋ matek.
1CO.14.13	Pi meno, dano ma dumo leb mapatpat myero oleg Lubaŋa wek okonye me gonyo tyen lok ma eloko. 
1CO.14.14	Pien ka alego Lubaŋa ma kun noŋo adumo aduma, cwinya bene lego, ento noŋo tamma pe timo iye gin mo. 
1CO.14.15	Atim aŋo doki? Abilego Lubaŋa ki cwinya kun alego ki tamma bene; abiwero wer ki cwinya kun awero ki tamma bene. 
1CO.14.16	Ka pe kumeno, ka ipwoyo Lubaŋa ki cwinyi keken, dano mukene ata ma obino i cokkewu twero gamo “Amen” i pwocci-nu i kite mene, ma kun pe oniaŋ i gin ma iloko? 
1CO.14.17	Kadi bed onoŋo imiyo pwoc maber, pe konyo dano mukene ca me doŋo kadi ki acel mo. 
1CO.14.18	Apwoyo Lubaŋa pien an adumo leb mapatpat ma akatowu ducu, 
1CO.14.19	ento i cokke pa jo muye Kricito amito loko lok abic mo keken ki tamma wek apwony ki jo mukene, makato loko lok alip ki alip kun adumo aduma ki leb mapatpat.
1CO.14.20	Utmegina, pe wubed calo litino i tamwu. Wubed litino i timo gin marac, ento i tamwu myero wubed jo muteggi.
1CO.14.21	“Abiloko ki jo me rok man
1CO.14.21	i leb ma jo dumo kwede aduma
1CO.14.21	ki i dog jo ma gin lurok
1CO.14.21	ento kadi bed kumeno,
1CO.14.21	gin pe gibiwinyo lokka,
1CO.14.21	man lok pa Rwot.”
1CO.14.22	Meno nyuto ni, dumo leb mapatpat gimiyo wek obed lanyut bot jo ma pe guye Kricito, pe bot jo muye, ento tito lok pa Lubaŋa tye pi jo muye, pe pi jo ma pe guye. 
1CO.14.23	Doŋ ka dano ma guye Kricito gucokke kacel kun jo ducu ma iye gidumo leb mapatpat, dok ka jo mukene ata, nyo ma pe guye, gubino iye, pe gibiwaco ni wun jo mubaŋŋe? 
1CO.14.24	Ento ka dano ducu tye ka tito lok pa Lubaŋa, ce ka dano mo ma pe ye obino iye, nyo dano mo ata obino i ot, en tika biniaŋ i balle pi gin ma en owinyo ki bot jo ducu; lok ma dano ducu guloko biŋolo kop i kome, 
1CO.14.25	muŋ ma tye i cwinye bene en bituco woko ka maleŋ, ka doŋ biryebbe piny ci cako woro Lubaŋa kun tuco ni, “Adada, Lubaŋa gire tye i kinwu.”
1CO.14.26	Lokke doŋ tye niŋniŋ, utmegina? Ka wucokke kacel, dano acel acel noŋo tye ki gin mo; ŋat mo noŋo tye ki wer, mo tye ki pwony, mo tye ki lok ma ginyutte, mo dumo leb mapatpat, ki mo mukene noŋo ŋeyo gonyo te lokke. Gin-nu ducu myero otimme i yo ma konyo doŋo jo muye Kricito. 
