MAT.1.1	Pèci né pâr̂â bèmûû Ièsu Kérisö, mör̂u David, wè mör̂u Abérahama.
GAL.1.4	Na dè nââ-ê na Kérisö vè ki pâr̂â yerii xé-ré, cè ki öxar̂a-ré rai yerii né ka tö yawi rö-i rhî vè e i Bâô Pevaa xé-r̂é; 
GAL.1.5	Na e na ki bâ ki-e na rhîrhér̂é waavi aau! Amen.
GAL.1.6	Gö vi buèi xè-i ké teyâ xe-ve vi bèr̂éé rai kâmö ré aʼyè-ve yè vi méar̂i vi bwir̂i i Kérisö, mâ pwêr̂êwaa dèxâ vi rherhî. 
GAL.1.7	Aè na da dèxâ vi rherhî rö, rhaaxâr̂ö cér̂é dè pè vi rhèè-ve, mâ bar̂i pugèwè vi rherhî i Kérisö. 
GAL.1.8	Aè gèvé yè vi, wi yè dèxâ angéla mi xè nékö na ka vi vaa yè-ve dèxâ vi rherhî, ré gèvé da vi vaa i yè-ve, na e na ki anathéma na ce! 
GAL.1.9	Gö êr̂ê yè-ve tëë xina, na ûr̂û ké bâ êr̂ê xé-vé, êr̂ê, nè yè vi na dèxâ kâmö na ka vi vaa i yè-ve dèxâ vi rherhî rai ö kââ-ré gëve wê cëi, wè na e na ki anathéma na ce!
GAL.1.10	Wè xina-ré, na wêr̂êi, gö wakè yè kâmö, ra yè Bâô? Aè na wêr̂êi, gö vi mèyè ké yè pè vi or̂o kâmö? Gö yè bâ pè vi or̂o tëë kâmö na gènyâ, gö yè da kâmö yar̂i i Kérisö.
GAL.1.11	Pâ kaavèâi-nya mwêê, gö vi êr̂ê vèa yè-ve, êr̂ê, ö vi rherhî ré gö vi vaa i, wè na da mi xè-i kâmö; 
GAL.1.12	wè gö da cëi rai kâmö mâ é da aʼpâgür̂ü yè-nya bar̂ee, aè na mi xè-i êr̂ê vèa i Ièsu Kérisö.
GAL.1.13	Wè gëve wê pwêr̂ê röi ké waa xi-nya mâ xiréé rö-i waa ar̂ii i pâi xè Juda, wè, na kau aau na ké kôjuwaa xi-nya Ékalésia i Bâô, mâ kâ vè maii; 
GAL.1.14	Aè gö wê vi kwéjî mâ xiréé rö-i waa ar̂ii i pâi xè Juda rai pâr̂â béé cî kani xi-nya, mâ pâr̂â béé névâ xi-nya, wè na dö kau aau na ké wêêgûr̂û-nya i pâr̂â câwâ i pâr̂â pevaa xi-nya.
GAL.1.15	Aè na wê tö vèa na rhî vè e i Bâô, ö ce ré pâbir̂i-nya tö pwéé pâni-nya, mâ vi aʼyè-nya cè ki waa kâmö yar̂i xi-e. 
GAL.1.16	Na ké yè êr̂ê vèa o xi-e rö pwéé-nya cè ki göi vi vaa i-e yè pâr̂â pa dö töö, gö da bar̂i vi tëvë wa rö-i kar̂ö mâ war̂a, 
GAL.1.17	mâ gö da vi rua bar̂ee na Iérusalèm wa-r̂é paxa aposetolo baayêr̂î-nya, aè gö vi na Arabia, gö bör̂i vi rua tëë na Damaséko. 
GAL.1.18	Tèi nédèè karir̂i nédö, gö bör̂i vi na Iérusalèm na ka tö rhûû Kéfa, na bör̂i pârör̂ö na ma dèxâ é â na pâr̂â nédaa ré gövu cuè vèâ gövu-é. 
GAL.1.19	Gövu da vi javirù gövu dèxâ aposetolo, aè rhaaxâr̂ö Iakobo pâdii Ör̂ökau. 
GAL.1.20	Aè pâr̂â kââ ré gö yu yè-ve, wè gö avâr̂i rö némèè Bâô êr̂ê gö da vee.
GAL.1.21	Tèi nédèè, gö bör̂i vi na névâ rö Suria mâ Kilikia 
GAL.1.22	Cér̂é da tö tâwai némèè-nya na pâr̂â Ékalésia rö Juda, cér̂é ré tö Kérisö. 
GAL.1.23	Aè cér̂é wê pwêr̂ê na é êr̂ê: «Ö kâmö ré wa vè yaané-ré mâʼ xiréé, wè na vi vaa i xina tâ néwèi ré na bë wa-è mâ na ké yè kâ vè maii.» 
GAL.1.24	Cér̂é bör̂i wê pè kau Bâô xè xi-nya.
GAL.2.1	Aè tèi nédèè pâr̂â nédö ka pârör̂ö na ma kavùè, wè gö vi tëë na Iérusalèm gövu Barabas, aè gö aʼyè bar̂ee Tito. 
GAL.2.2	Aè gö vi wa dèxâ êr̂ê vèa. Gö bör̂i wê pèri yè-r̂é ö vi rherhî ré gö vi vaa i yè pâi pa dö töö, mâ gö pèri vidù bar̂ee yè-r̂é paxa mâʼ na rhenô né-r̂é, koa-wi bwir̂i kè xi-nya, mâ ké vi rhâmâ xi-nya mâʼ. 
GAL.2.3	Aè tö rhûû wi-a Tito ré tö gövu, wi xè Héléni, wè é da wapaur̂u-é na ka pè vâr̂â yêr̂ê-ê, 
GAL.2.4	na pûû-é na pâr̂â pâ kaavèâi pa veevee ré wê vi ru mâ cuur̂i-r̂é rö pwar̂a-ve na ka pwêr̂ê yè târi ré gèvé tö xar̂a rö-i Kérisö Ièsu, cè ké-r̂é pè ria-vé vè kâmö xé-r̂é.
GAL.2.5	Gèvé bör̂i da cëi ké yè tâ nôô yè-r̂é rha pè mèèxa, cè ki tö mör̂ö rö pwar̂a-ve na ké avâr̂i i vi rherhî. 
GAL.2.6	Aè pâr̂â kâmö paxa mâʼ na rhenô né-r̂é – ké waa xé-r̂é mâ na da tâ mwér̂é yè-nya, wè na da vi rhî waa kâmö na Bâô, wè pâi-ré paxa mâʼ na rhenô né-r̂é, wè cér̂é da waa bé yè-nya. 
GAL.2.7	Aè cér̂é dè rhîâgür̂ü, êr̂ê, é nââ yè-nya vi rherhî vè ki pâr̂â kâmö é da pè vâr̂â yêr̂ê-r̂é, na ûr̂û-ré yè Pètèru vè ki pâr̂â kâmö ré é pè vâr̂â yêr̂ê-r̂é, 
GAL.2.8	wè ce ré waa wêê nénââ i Pètèru yè nêr̂ê né aposetolo vè ki pâr̂â kâmö é pè vâr̂â yêr̂ê-r̂é, wè Bâô ré waa rö xi-nya vè ki pâi pa dö töö, 
GAL.2.9	aè Iakobo, mâ Kéfa, mâ Ioané dè pâi ré é êr̂ê-r̂é, êr̂ê, cér̂é pâr̂â rhea, wè cér̂é wê tö rhûû vi méar̂i vi bwir̂i ré é nââ yè-nya, cér̂é bör̂i nââ yè-vu Barabas köwi é gaamëë né vi rhaaxâ, cè gövu vi wa pâi pa dö töö, aè cér̂é vi wa pâr̂â kâmö ré é pè vâr̂â yêr̂ê-r̂é na cér̂é. 
GAL.2.10	Cér̂é rhî vè e rö, cè gövu dè tâ néxâi yè rö pâr̂â kâmö pa rhauadè xè pâr̂â ékalésia xé-r̂é rö Iérusalèm. Ö kââ-ré kââ ré wê cowa wêêgûr̂û-nya xè ka waa.
GAL.2.11	Aè na wê pwa rö Anétioka na Kéfa, gö bör̂i tömâ rö némèè-è, wè na wê vi mür̂ü. 
GAL.2.12	Wè na mö ké yèri bör̂i pâi pa mi rai Iakobo, na bör̂i wê ara cér̂é pâi pa dö töö na ce, aè cér̂é wê pwa, na bör̂i ökwiyùù-é mâ tö koa, wè na bar̂a i-r̂é paxa é pè vâr̂â yêr̂ê-r̂é. 
GAL.2.13	Aè cér̂é bör̂i veevee na bör̂i xè Juda ûr̂û Pètèru, na bör̂i koyo aau bar̂ee rö veevee xé-r̂é na Barabas. 
GAL.2.14	Gö bör̂i tö rhûû na cér̂é da vi vè târi rö-i avâr̂i i vi rherhî, gö bör̂i êr̂ê yè Kéfa rö némèè-r̂é wânii, êr̂ê: «Gèi kâmö xè Juda, gè câwâ rö-i wêyê né dö töö, aè gè da câwâ xè-i pâi xè Juda, na bör̂i wêr̂êi gè wapaur̂u pâi pa dö töö cè ké-r̂é câwâ rö-i wêyê né pâi xè Juda?»
GAL.2.15	Gèré pâi xè Juda rö-i kar̂ö, aè gèré da dèxâ ka vi mür̂ü rai pâi pa dö töö. 
GAL.2.16	Gèré wê tâwai, êr̂ê, é da aʼvè târi kâmö rö-i pâr̂â nêr̂ê né mââyöö, aè xè-i rö tâ néwèi yè Ièsu Kérisö, gèvé bör̂i a paxa tâ néwèi bar̂ee yè Ièsu Kérisö, cè ki mâ aʼvè târi-vé rö-i tâ néwèi yè Kérisö, aè na da rö-i pâr̂â nêr̂ê né mââyöö, wè na yèri aau rha kar̂ö ré é yè aʼvè târi-e xè-i pâr̂â nêr̂ê né mââyöö. 
GAL.2.17	Aè gèré yè vi mèyè, cè ki mâ aʼvè târi-ré na Kérisö, aè gèré pâr̂â paxa vi mür̂ü, na wêr̂êi, nè kâmö ré waa nêr̂ê yerii na Kérisö? Aè! 
GAL.2.18	Wè gö yè vâi tëë pâr̂â kââ ré gö wê cowa kâ vè maii, gö bör̂i dè êr̂ê vèa-nya, êr̂ê, gö kâmö ka tar̂a kwéjîr̂i. 
GAL.2.19	Wè gö wê mé yè mââyöö xè-i mââyöö, cè ki göi xa mör̂u yè Bâô. 
GAL.2.20	É wê cowa pè sataurö i-nya vèâ Kérisö, aè na ki gö mör̂u, na bör̂i da gènyâ-ré, aè dè Kérisö ré mör̂u rö xi-nya, aè ö mör̂u ré gö mör̂u-i rö kar̂ö, wè gö mör̂u-i rö tâ néwèi yè O i Bâô, ré wê méar̂i-nya, mâ wê nââ-ê vè ki-nya. 
GAL.2.21	Gö da aʼvè bwir̂i vi méar̂i vi bwir̂i i Bâô; wè nè tâwai wii na aʼvè târi mi xè-i mââyöö, nè yè bör̂i döwi na ké mé i Kérisö.
GAL.3.1	Pâi xè Galatia pa vi bwéjé éé, wîr̂î ré wê kâgayu-ve, gëve ré é yù pèri yè pièmè-ve Ièsu Kérisö ré é pè cevè-è? 
GAL.3.2	Ökââ rö kââ ré gö bar̂i tâwai rai-ve, Na wêr̂êi, gëve wê cëi ko rö-i pâr̂â nêr̂ê né mââyöö ra, wi xè-i yè vi rherhî ka e? Ké pwêr̂ê xe-ve mâ tâ néwèi. 
GAL.3.3	Na wêr̂êi, gëve dè vi mür̂ü ûr̂û-ré? Gëve dè rhavûû rö-i ko, aè xina gëve yè pè cowa rö-i kar̂ö? 
GAL.3.4	Na wêr̂êi, gëve wê cowa bwêêpë bwir̂i rö-i pâr̂â kââ ka pôr̂ô? Na ki yè bwir̂i! 
GAL.3.5	Na ki nââ yè-vé Ko-Ar̂ii na Bâô, mâ waa rö pwar̂a-ve pâr̂â nêr̂ê ka ar̂inadö, na wêr̂êi na waa ûr̂û-ré rö-i pâr̂â nêr̂ê né mââyöö ra, wi yè waa rö-i ké pwêr̂ê mâ tâ néwèi yè vi rherhî ka e?
GAL.3.6	Na ûr̂û ka yu rö-i Abérahama, na tâ néwèi yè Bâô, na bör̂i aʼvè târi-e na Bâô pûû-é na tâ néwèi xi-e. 
GAL.3.7	Tö ökâré, rhîâgür̂ü na gëve, êr̂ê, cér̂é paxa kèi tâ néwèi, wè cér̂é ré pâr̂â mör̂u Abérahama. 
GAL.3.8	Aè na wê tö vèa mâ' xiréé rö-i ka yu, êr̂ê, nè yè aʼvè târi pâi pa dö töö rö-i tâ néwèi na Bâô, na nââ vi rherhî yè Abérahama, êr̂ê «É yè aʼvui pâr̂â névâ ka dö töö rö xi-i.» 
GAL.3.9	Ökâré pûû ké rhau aʼvui pâr̂â kâmö pa vi tâ néwèi cér̂é vèâ Abérahama, kâmö ka tâ néwèi.
GAL.3.10	Aè cér̂é paxa cëi nêr̂ê né mââyöö, wè cér̂é tö é vè ria né yerii xè-i ké wê yu röi, «Cér̂é yerii vidù na cér̂é wânii ré yè da köiwaa vè mör̂ö pâr̂â kââ ré é yu rö pèci né mââyöö cè ki mâ waa!» 
GAL.3.11	Aè na dè tö vèa, êr̂ê, na yèri kâmö ré é aʼvè târi-e rö némèè Bâô xè-i mââyöö, wè é wê yu êr̂ê: «Wè nè yè mör̂u rö-i tâ néwèi na kâmö ka târi.» 
GAL.3.12	Aè mââyöö, wè na da kèi tâ néwèi, aè na êr̂ê na ce, êr̂ê: «Ö kâmö ré waa pâr̂â câwâ né-é, wè nè yè mör̂u rö xé-r̂é.»
GAL.3.13	Kérisö, wè na urhii-ré tëë rai yerii né mââyöö, wè na waa-è vè yerii vè ké-ré, wè é wê cowa yu, êr̂ê: «Cér̂é yerii na pâr̂â kâmö ré é wê pè cevè-r̂é rö kêê.» 
GAL.3.14	Cè ki yè yexèvè rö Kérisö Ièsu na aʼvui i Abérahama yè ba xè dö töö, mâ cè ki wê wii yè-ré xè-i tâ néwèi na ko ré é vi rherhîrëi baayê ma'.
GAL.3.15	Pa kaavèâi-nya mwêê, gö êr̂ê ûr̂û mêr̂ê aʼ i kâmö, êr̂ê, nè dè vi kîbô na kâmö, na ki wê cowa rhùvia, na bör̂i yèri tëë kâmö ré yè cöö, mâ ré yè câwâ tëë rö-i. 
GAL.3.16	Aè ö vi rherhî baayê ma', wè é wê vi rherhî yè Abérahama mâ mör̂u-é. É da êr̂ê, êr̂ê, pâr̂â mör̂u-é, ûr̂û ka pôr̂ô, aè na rhaaxâ rö, ûr̂û ké, êr̂ê: «Mör̂u i, ökâré Kérisö.» 
GAL.3.17	Aè gö êr̂ê na gènyâ, êr̂ê, ö vi kîbô ka é rhùvia i Bâô mâ', wè na da tâwai na mââyöö ké yè cöö tëë tèi nédèè tâwarè rha kâmö kâmö na ma dèxâ kâmö na ma pârör̂ö na pâr̂â nédö cè ki mâ aʼvè bwir̂i vi rherhî baayê ma'. 
GAL.3.18	Wè nè yè xè-i mi mââyöö na kaa vi ye-nôâ, nè da bör̂i mi xè-i vi rherhî baayê ma', aè rö-i vi rherhî baayê ma' na ké wê méar̂i Abérahama i Bâô.
GAL.3.19	Aè cè-yé na mââyöö? Na ûr̂û böömèè é nââ xè-i pâr̂â ka tar̂a kwéjîr̂i kwéyë rua ké wê pwa i mör̂u ré é vi rherhî yè-è baayê ma'; cér̂é pè tömâ mââyöö na pâr̂â angéla rö-i néxar̂a â dèxâ kâmö ka vi tö négowé. 
GAL.3.20	Aè ö ce ré vi tö négowé, wè na da ki rö rhaaxâ kâmö, aè na dè rhaaxâ rö na Bâô.
GAL.3.21	Na wêr̂êi, na tömâ yè vi rherhî baayê ma' i Bâô na mââyöö? Aè! É wê nââ mâ mââyöö ré tâwai yè vi pè mör̂u, avâr̂i, nè yè kèi mââyöö na aʼvè târi. 
GAL.3.22	Aè na wê yâwîî pâr̂â kââ wânii tö é vè ria né yerii na ka yu, cè ki mâ nââ yè pâr̂â kâmö pa tâ néwèi rö-i tâ néwèi yè Ièsu Kérisö, ö kââ-ré é vi rherhîrëi baayê ma'.
GAL.3.23	Aè na wê da tö pwa na tâ néwèi, é bör̂i rhau töwîî-ré tö é vè ria né mââyöö, târ̂î êr̂ê vèa i tâ néwèi. 
GAL.3.24	Ökâré ké vi aʼpâgür̂ü yè-ré i mââyöö cè ki yörhèè-ré ua Kérisö, cè ki mâ aʼvè târi-ré rö-i tâ néwèi. 
GAL.3.25	Aè na wê pwa xina na tâ néwèi, na bör̂i da winô né-ré tëë na kâmö ka vi aʼpâgür̂ü.
GAL.3.26	Wè gëve rhau pâlè Bâô na gëve wânii rö-i tâ néwèi yè Kérisö Ièsu. 
GAL.3.27	Wè gëve wânii ré é wê batiyi-ve rö-i Kérisö, wè gëve wê cur̂i Kérisö. 
GAL.3.28	Na bör̂i da wii tëë na kâmö xè Juda, mâ kâmö xè Héléni, aè na da wii tëë na kâmö êê yavia mâ kâmö ka dö kâmö, aè na da wii tëë na wi mâ bwè; wè na rhaaxâ rö na gëve wânii rö Kérisö Ièsu. 
GAL.3.29	Aè gëve yè pâr̂â kâmö i Kérisö, gëve bör̂i pâr̂â mör̂u Abérahama, pâr̂â kâmö pa wii yè-r̂é na kaa vi ye-nôâ rö-i vi rherhî baayê ma'.
GAL.4.1	Gö bör̂i êr̂ê na gènyâ, êr̂ê, nè mö ké o yar̂i na kâmö ré é vi ye nôâ yè-è, na bör̂i da pi dèxâ na nô-né vèr̂i kâmö xi-e, rhaaxâr̂ö, na dè kaavûû wânii na ce; 
GAL.4.2	aè na tö é ria né pâr̂â kâmö pa vi waa tö rhûû mâ pâr̂â pa vi winô kwéyë rua nédaa ré na wê aʼdâ mâ' na pevaa xi-e. 
GAL.4.3	Na ûr̂û-ré bar̂ee na gèré, wè gèré wê o yar̂i, é bör̂i wê winô yè-r̂é rö-i pâr̂â kaa vi câwâ ka baayê né bwêê jë. 
GAL.4.4	Aè na wê yexèvè rö-i na pâr̂â nédaa, na bör̂i tùr̂ùwaa O xi-e ka é ër̂i-e rö-i bwè na Bâô, mâ ka é ër̂i-e rö é vè ria né mââyöö, 
GAL.4.5	cè ki vi urhii pâr̂â kâmö ré tö é vè ria né mââyöö, cè gèré cëi ké vi ër̂i-ré i Bâô.
GAL.4.6	Aè pûû ké dö pâlè-è xe-ve, na bör̂i kâyâi rö wêê nénââ xé-r̂é na Bâô ko i O xi-e ré vi aʼ êr̂ê «Aba! Pevaa!» 
GAL.4.7	Tö ökâré, gè da kâmö êê yavia tëë, wè gè o i pevaa; aè gè yè o xi-e, gè kâmö é vi ye nôâ yè-è bar̂ee xè-i mi Bâô.
GAL.4.8	Aè xiréé mâ', na gëve da tö tâwai Bâô, gëve bör̂i vi kâmö yar̂i i pâr̂â kââ ka da dö Bâô. 
GAL.4.9	Aè xina, wè gëve dè tâwai Bâô, aè na tâwai-ve na Bâô, gëve bör̂i pugèwè-ve tëë xi-yé yè pâr̂â vi câwâ ka baayê, mâ ka yör̂a, mâ döwi, ö kââ-ré gëve rhî vè e tëë cè ke-ve kâmö yar̂i yè-è? 
GAL.4.10	Gëve waa tö rhûû pâr̂â nédaa mâ var̂ui, mâ pè mèèxa, mâ nédö! 
GAL.4.11	Gö bör̂i bar̂a xe-ve, koa-wi bwir̂i na nêr̂ê-nya yè-ve.
GAL.4.12	Pa kaavèâi-nya mwêê, gö vi bëia yè-ve cè ke-ve ûr̂û-nya, wè gènyâ, gö ûr̂û-ve. 
GAL.4.13	Gëve da waa vè yaané-nya yawi. Aè gëve wê tâwai, êr̂ê, gö vi vaa i baayê yè-ve vi rherhî xar̂a méyë i kar̂ö-nya. 
GAL.4.14	Aè ökââ ka tâ cérè yè-ve ré mi xè-i kar̂ö-nya, wè gëve da rhî vè yaané, mâ virai-nya xè-i; aè gëve dè cëi-nya na ûr̂û angéla i Bâô, mâ na ûr̂û Kérisö Ièsu. 
GAL.4.15	Aè âri ö ké vi aʼvè e xe-ve mâ? Wè gö ye vè avâr̂i-ve na gènyâ, êr̂ê, nè yè wii na wêyê né-nya, gëve yè wê tâwai ké yè cuur̂u pièmè-ve cè ke-ve nââ mi yè-nya. 
GAL.4.16	Na wêr̂êi, gèré vi rhîaa xé-ré xina xè-i ké êr̂ê avâr̂i xi-nya yè-ve?
GAL.4.17	Cér̂é rhî vè e-ve vè mör̂ö na cér̂é, aè na da e rö, wè cér̂é rhî vè e ké yè pè vidù rhar̂i-ve rai-nya cè ke-ve rhî vè e-r̂é vè mör̂ö. 
GAL.4.18	Aè na e na ké bâ rhî vè e vè mör̂ö nô ka e, aè koa yè rhî vè e rö tèi ö kââ-ré na dè tö gèré. 
GAL.4.19	Pâr̂â pâlè-nya mwêê, na pèii na pwéé-nya wa-ve, na ûr̂û kâmö ré tâwé kwéyë rua na ké yè wê cî e i Kérisö rö pwéé-ve. 
GAL.4.20	Üüwa, gö rhî vè e ké yè tö vèâ gèré-nya xina, mâ pi dèxâ i ké tëvë xi-nya, wè gö vi rhèè wa-ve.
GAL.4.21	Êr̂ê yè-nya na gëve, gëve paxa rhî vè e ké yè tö é vè ria né mââyöö, na wêr̂êi, gëve da tâ pâgür̂ü mââyöö? 
GAL.4.22	Wè é yu, êr̂ê, cur̂u kaar̂u na dulè Abérahama, dèxâ, wè o i bwè xè-i êê yavia, Agara, aè o i dö bwè na dèxâ, Sara. 
GAL.4.23	O i bwè xè-i êê yavia, wè é ër̂i-e rö-i nô né kar̂ö, aè o i dö bwè, wè é ër̂i-e rö i nô né vi rherhî baayê ma'. 
GAL.4.24	Pâr̂â kââ-ré, wè yeyèè pè virù vèr̂i duö bwè-ré wè duö vi kîbô, dèxâ bwè, wè na mi xè gwêêwè Sinai, aè na vi ër̂i yè êê yavia, ökâré Agara. 
GAL.4.25	Ö Agara-ré wè Sinai, gwêêwè ré tö Arabia, na virù vèr̂i Iérusalèm xina, wè na tö êê yavia na ce mâ pâr̂â pâlè-è. 
GAL.4.26	Aè ö Iérusalèm rö rua, wè na wii na târi yè-è; na dö pâni-ré na ce. 
GAL.4.27	Wè é yu êr̂ê:
GAL.4.27	«Vi or̂o ria gèi, bwè ka tenu, gèi ré da vi ër̂i;
GAL.4.27	Piyir̂i mâ aʼvè kau rua, gèi ré wê da tö tâ pêê yawi mârhër̂ë né vi ër̂i.
GAL.4.27	Wè cér̂é yè pôr̂ô na pâr̂â pâlè bwè-ré,
GAL.4.27	Wê dö töö rai bwè-ré wii na kui-e.»
GAL.4.28	Pa kaavèâi-nya mwêê, gëve-a pâr̂â pâlè-è rö-i nô né vi rherhî baayê mâ, na ûr̂û Isaka. 
GAL.4.29	Aè xiréé, wè na wê kâ vè yaané kâmö ré é ër̂i-e rö-i ko na kâmö ré é ër̂i-e rö-i kar̂ö, na bör̂i dè ûr̂û-ré bar̂ee xina. 
GAL.4.30	Aè ö jië ré na êr̂ê na ka yu? «Rhau yayâwâ bwè êê yavia cur̂u o yar̂i xi-e, wè nè yè da wii na kaa vi ye-nôâ yè o yar̂i i bwè êê yavia cur̂u vèâ o yar̂i i dö bwè.» 
GAL.4.31	Tö ökâré, pâ kaavèâi-nya mwêê, gèré da pâlè bwè êê yavia na gèré, aè gèré pâr̂â pâlè bwè ka dö bwè.
GAL.5.1	Na pè târi-ré na Kérisö cè ki wii na târi yè-ré, tö ökâré, wè tömâ vè mör̂ö, aè koa yè kâyâi-ve tëë yè kaa jir̂è né êê yavia.
GAL.5.2	Tö rhûû, gènyâ Paulo, gö êr̂ê yè-ve, êr̂ê, gëve yè cëi vi pè vâr̂â yêr̂ê, nè yè bör̂i da dö kââ yè-ve na Kérisö. 
GAL.5.3	Mâ gö êr̂ê yè pâr̂â kâmö pa cëi vi pè vâr̂â yêr̂ê êr̂ê, na e na ké-r̂é waa kwéyë mââyöö wânii. 
GAL.5.4	Na da wii ke-ve tëë rai Kérisö, gëve paxa bar̂i aʼvè târi-ve rö-i mââyöö; gëve wê bèi rai vi méar̂i vi bwir̂i. 
GAL.5.5	Wè gèvé târ̂î rö-i ko, vi târ̂î yè nô ka târi mi xè-i tâ néwèi. 
GAL.5.6	Wè na da dö kââ rö pwar̂a Kérisö Ièsu na pè vâr̂â yêr̂ê, mâ da pè vâr̂â yêr̂ê, aè na e rö na tâ néwèi ré waa nêr̂ê rö-i vi méar̂i.
GAL.5.7	Gëve wê rhâmâ e; aè wîr̂î ré aʼrhua-ve cè ki rhèwir̂i-ve rai pwêr̂êwaa avâr̂i? 
GAL.5.8	Ö pè pè rhèwir̂i-a, wè na da xè-i mi Bâô ré vi aʼyè-ve. 
GAL.5.9	Na pè cùù var̂awa wânii na rha lévèn ka yar̂i. 
GAL.5.10	Gö tâ néwèi-ve rö-i Ör̂ökau, êr̂ê, nè yè da pi dèxâ na vi tâ néxâi xe-ve, aè ö kâmö ré pè rhèwir̂i-ve, wè nè yè kaxe pè urhii ka mi xè-i Bâô, na da tâ mwér̂é êr̂ê wîr̂î.
GAL.5.11	Aè gènyâ, wè pâ kaavèâi-nya mwêê, gö yè bâ vi vaa i pè vâr̂â yêr̂ê, xi-yé ré é yè bâ waa vè yaané-nya xè-i? Tö rhûû na wê yèri tëë pè dùxè i sataurö! 
GAL.5.12	Na e na ki wê yörher̂e-r̂é rai-ve, cér̂é paxa kâ vè bèi-ve!
GAL.5.13	Pâ kaavèâi-nya mwêê, é wê aʼyè-ve yè târi yè-ve, rhaaxâr̂ö, koa yè vi pugèwè târi yè-ve vè pûû nô né kar̂ö; aè gëve vi waa kâmö yar̂i vèâ rö-i vi méar̂i. 
GAL.5.14	Wè é pè yexèvè wânii rö-i rhaaxâ rö nô, êr̂ê: «Gè yè méar̂i kâmö ré tö vè ubwa i ûr̂û-i.» 
GAL.5.15	Aè gëve yè vi kùxè-ve, mâ vi öi-ve, koa-ve, koa wè-ve kâ vè bwir̂i-ve.
GAL.5.16	Gö êr̂ê na gènyâ, na e na ki gëve bâ vi rö-i ko, aè gëve da waa rhî vè e i kar̂ö. 
GAL.5.17	Wè na pi dèxâ na rhî vè e i kar̂ö rai ko, mâ na pi dèxâ na rhî vè e i ko rai kar̂ö, wè cur̂u dè vi rhîaa xi-r̂u, cè ke-ve da waa ö kââ-ré gëve dè rhî vè e. 
GAL.5.18	Aè na ki yè yörhèè-ve na ko, gëve bör̂i da tö é vè ria né mââyöö.
GAL.5.19	Ökâré, na wê tö vèa na pâr̂â nêr̂ê né kar̂ö, wè câwâ döwi, mâ vi yôôbö mâ câwâ né yerii, 
GAL.5.20	mâ waa ar̂ii yè pâr̂â kââ, mâ câwâ ar̂ii uyûi, mâ vi rhîaa, mâ vi caa, mâ vi pèr̂i, mâ vi rhôê, mâ kwér̂ènô, mâ vi tia vè kaar̂u, mâ pi vi kaavèâi, 
GAL.5.21	mâ vi wêêgûr̂û, mâ wâyö i bwir̂i, mâ vi yâwâ, mâ pâr̂â kââ ka ûr̂û-ré. Gö êr̂ê vèa yè-ve pâr̂â kââ-ré, na ûr̂û ké êr̂ê vèa xi-nya baayê, êr̂ê, rhau cér̂é paxa waa ûr̂û-ré, wè nè da wii ké-r̂é kaa vi ye-nôâ i mwâcir̂i i Bâô.
GAL.5.22	Aè pâr̂â pwêê ko, wè vi méar̂i, mâ vi or̂o, mâ nâânévâ, mâ kièo e, mâ vië, mâ câwâ ka e, mâ avâr̂i, mâ yör̂a e, mâ rhî vè e ka pâr̂i; 
GAL.5.23	na da ya pâr̂â kââ-ré na mââyöö. 
GAL.5.24	Aè cér̂é paxa ki Kérisö, wè cér̂é cowa pè sataurö i kar̂ö-r̂é, xar̂a pâr̂â vi wêêgûr̂û-é mâ pâr̂â rhî vè e-é. 
GAL.5.25	Gèré yè mör̂u rö-i ko, na e na gèré bâ köiwaa vi rö-i ko. 
GAL.5.26	Koa yè vi mèyè bwir̂i ké-ré tö-i vi rhèè na dèxâ yé dèxâ, mâ vi yar̂ii na dèxâ yè dèxâ.
GAL.6.1	Pâ kaavèâi-nya mwêê, nè yè pè cêrhö dèxâ kâmö na nô ka yaané, nêr̂ê-ve pâr̂â kâmö rö-i ko, na ké yè kâ vè târi-e rö-i wêê nénââ ka kièo. Aè koa-i rö, koa-wi xa waawaa yè-i bar̂ee. 
GAL.6.2	Kaxe vi cëi pâr̂â nékaxe xe-ve, mâ pè yexèvè ûr̂û-ré mâ'âyöö i Kérisö. 
GAL.6.3	Wè nè yè dè tâ néxâi na dèxâ kâmö, êr̂ê, na dö kââ na ce, aè na da dö kââ aau, na bör̂i dè ârui-e na ce. 
GAL.6.4	Aè na e yè kâmö na ki yè dè waawaa wîr̂î pâr̂â nêr̂ê-ê cè ki yè pâr̂i-e na ké yè êr̂ê ki-e, dè rö xi-e rö, aè na da rö ké yè pè virù-é vèr̂i dèxâ. 
GAL.6.5	Wè cér̂é yè dè kaxe vidù pâr̂â nékaxe xé-r̂é na pâr̂â kâmö.
GAL.6.6	Aè nêr̂ê kâmö ré é aʼpâgür̂ü yè-è nô, na ké yè nââ pâr̂â kââ ka e yè kâmö ré aʼpâgür̂ü yè-è.
GAL.6.7	Koa yè pè vi mür̂ü-ve; na dö tâ cérè na ké yè rhônô wa Bâô, wè ö ké nai i dèxâ kâmö, nè yè bör̂i dè vi yiur̂u ûr̂û-ré. 
GAL.6.8	Wè ö kâmö ré nai yè dö kar̂ö-è, nè yè bör̂i dè vi yiur̂u ké bo xè-i kar̂ö; aè ö kâmö ré nai yè ko, wè nè yè vi yiur̂u mör̂u ka yè da tâwai yèr̂i xè-i ko. 
