MAT.1.1	Ame na rɔ möyï ꞌbu löbu ꞌba Yësu Kurïsïtö kupö Dawidi kupö Abarayama.
GEN.50.3	Bilaka naga nima oloma toꞌdɔ mo nduwë ŋbö töꞌdö dɔ ꞌbutë sowɔ, römöyï kada ꞌba toꞌdɔ mo na tara. Ezipeto gbï udu Yakoba ŋbö töꞌdö dɔ kuluku kɔtɔ kɔdɔ dɔmo ꞌbutë rïyö (70).
GEN.50.4	Kina ɔdɔ kada ꞌba monɔ kote rönï ꞌdeni tine, Yesepa iya zi bilaka löbu ꞌba bɔ dɔliŋɔ naga nima, iya te, “Ari kiyake lende ma zi bɔ dɔliŋɔ. Ari kiyake te, 
GEN.50.5	mï kada ma ꞌbu ma këdï koꞌdɔ ꞌdeni tölë bo iꞌdi ma mulömu rɔma gɔ mari musu bo ŋbö gɔ bi ame bo kileŋo ꞌdeni mï dɔyayi ꞌba Kanana ne. Ititike bɔ dɔliŋɔ gɔ bo kodɔ kpama mari tusu ꞌbu ma, ti muyï dɔma ꞌjaa mako bine.”
GEN.50.6	Bɔ dɔliŋɔ utï dɔmo zi Yesepa, iya te, “Ari kusu ꞌbu yï kɔzɔ ame kulömu röyï ꞌdeni mɔlo ne tara.”
GEN.50.7	Kina Yesepa kënyï ŋgï kari Kanana tusu ꞌbu bo. Bilaka löbu ꞌba bɔ dɔliŋɔ naga nima ari kɔtɔ ti Yesepa gbï ti bilaka ma kɔmɔ kɔpɔ ꞌba Ezipeto mɔtɔ ga, 
GEN.50.8	gbï ti bilaka abo ga pili ti bɔ löndö bo ga kpaki ti bilaka ꞌba ꞌbu bo ga. Kole titi na ŋge kileke Gosene yayi ti yërï ꞌbënnï ga. 
GEN.50.9	Kina bilaka mɔtɔ ga ari gbï tïnnï këkï ꞌbënnï dɔ kosani ti ya mɔtɔ ga ame këkï ꞌbënnï mï aribiya ma kosani këdï kotɔ naga. Lïjë pili rɔ tïndï ma löbu.
GEN.50.10	Lïjë umu yöpö ꞌba Yaradene kari kömö bi ꞌba tomba nyönyu ꞌba Atada. Lïjë oloma bina töꞌdö dɔ modɔmorïyö tudu Yakoba ti monɔ rɔ mbëmbë. 
GEN.50.11	Kina ɔdɔ Kanana ame mo ga këdï koloma yayi ne koꞌja lïjë këdï kudu rɔ mbëmbë tine lïjë iya te, “Wu, Ezipeto ëdï ꞌdeni tudu rɔ ma kënyë.” Kina lïjë kïdëkï möyï gɔ bi nima ŋgï rɔ Abele Misarima, ame ꞌjɔ ꞌba lende mo tëgë “Monɔ ꞌba Ezipeto.” Bi mo nima ɔwɔ dë di ŋgila yöpö ꞌba Yaradene.
GEN.50.12	Kole ꞌba Yakoba ga oꞌdɔ kɔzɔ ame bo kose gɔmo zïnnï ne tara. 
GEN.50.13	Lïjë ombi töku bo kari timo dɔyayi ꞌba Kanana kari kusu mï tïꞌbörö mï nyaka ꞌba Makapela, ame kebe kapa Mamore ma kari yïbï ne. Nyaka nima ti tïꞌbörö mo na rɔ ame Abarayama kugö di zi Eporona bɔ Ete tönë tusu töku abo ga yïmo. 
GEN.50.14	Kina ɔdɔ Yesepa kusu ꞌbu bo ꞌdeni yayi tine, bo ileki kari Ezipeto ti löndö bo ga pili ti bilaka ame ga kari ti bo bi ꞌba monɔ nima yayi ne.
GEN.50.15	Di pötö Yakoba kölë ꞌdeni löndö ꞌba Yesepa ga ŋgï rɔ tikere. Lïjë oloma tiya mo rɔ gɔ rönnï, iya te, “Mɔtɔga Yesepa ti kënyï komeri gɔ lende kënyë ma tönë ga doꞌdɔke zi bo ne, bo kileki koꞌdɔ dɔkolo ma gbï zize.”
GEN.50.16	Kina lïjë koja laja zi Yesepa, iya te, “Gba bine kinza ꞌbu ze kölë dë bo ose gɔ lende zize 
GEN.50.17	tëgë gɔ diya zïyï ꞌdɔ kola ze gɔ lende kënyë ame doꞌdɔ zïyï ne. Kina me leꞌjete domaꞌjo rɔze zïyï ꞌdɔ kola ze gɔ lende kënyë ze. Ze gbï doro Bɔkoꞌba ma koŋgɔ gɔ ꞌbu ze.”
GEN.50.17	Kina ɔdɔ Yesepa kuwö lende nime te tine na bo kudu ŋgï. 
GEN.50.18	Kina löndö bo ga kako zi bo kolɔdɔ bërï kɔmɔ bo, kiya te, “Nï na rɔ bɔ dɔze.”
GEN.50.19	Bo iya te, “Kinza kereke dë. Ma Bɔkoꞌba na dë gɔ miya burë ꞌbe. 
GEN.50.20	Rɔ ma laka kpe na koꞌdɔke lende kënyë zö. Tine Bɔkoꞌba iꞌdi lende laka ꞌdeni kɔdɔ di mï lende kënyë nima gɔ bilaka ma konzi kɔmɔ di mï tölë. 
GEN.50.21	Kinza kereke dë, mëdï moŋgɔ gɔye ti bilaka ꞌbe ga pili.”
GEN.50.21	Lende nime na Yesepa kïyëyï dökïꞌdï löndö bo ga timo kiꞌdi lïjë koloma dë kpe rɔ tikere.
GEN.50.22	Yesepa oloma koꞌdɔ kɔmɔ kɔɔ konzi ti eꞌbe ꞌbu bo ga mï Ezipeto yayi. Mï kada ꞌba tölë abo tine kɔmɔ kɔɔ abo ꞌdeni kuluku rïyö kɔdɔ dɔmo ꞌbutë (110). 
GEN.50.23	Bo oꞌja kole ꞌba kole ꞌba Eporima ga ti kɔmɔ bo. Kina gbï Makira kole ꞌba Manase öyö kole tine Yesepa ogba rɔ kole ꞌba mï liŋɔ abo ga.
GEN.50.24	Bo iya te zi löndö bo ga, “Mɔꞌbɔ tölë ꞌdeni, ne Bɔkoꞌba ti koŋgɔ gɔye. Bo ti kako kogba ye ꞌjaa di dɔyayi nime bo kileki ye karike dɔyayi ma tönë bo kulömu ꞌdɔ tiꞌdi mo zi Abarayama ni ti Yisika ti Yakoba ne.”
GEN.50.25	Kina bo kiꞌdi ya ëꞌbënnï ga kulömu rönnï. Bo iya te, “Ulömuke rɔye ɔdɔ Bɔkoꞌba kako kogba ye këdï kileki ye kari dɔyayi nima ombike töku ma karike timo.”
GEN.50.26	Tine na bo kölë ŋgï. Kɔmɔ kɔɔ abo ꞌdeni kuluku rïyö kɔdɔ dɔmo ꞌbutë (110). Kina bilaka abo ga kosa ꞌbu ŋgï ti wɔwɔ rɔ töku bo gɔ koloma kinza kato. Kina lïjë kiꞌdi töku bo ŋgï mï sandu di Ezipeto yayi.
EXO.1.1	Kole ꞌba Yakoba tönë ga kari ti bo Ezipeto, mɔtɔ nï ti bɔ bɔyi ꞌbï ga ne möyï lïjë na me. 
EXO.1.2	Rubënï ti Simona ti Lëwë ti Yuda 
EXO.1.3	ti Yisakara ti Zebolona ti Benyimona ti 
EXO.1.4	Dana ti Napatali ti Gada ti Asera. 
EXO.1.5	Kupö Yakoba ame ga kari ti bo kömö yayi ne ëdï pili kuluku kɔtɔ kɔdɔ dɔmo ꞌbutë rïyö. Tine Yesepa ëdï ꞌba bo ꞌdeni mɔlo yayi.
EXO.1.6	Kina ɔdɔ lïjë koloma ꞌdeni Ezipeto yayi kɔmɔ kɔɔ mo konzi tine tölë ari kupö Yesepa ni ti löndö bo naga nima ŋgï kpaki ti ya ma kako tïnnï tönë ga. 
EXO.1.7	Tine kupö lïjë ara ꞌdeni ŋgï konzi kogba mï dɔyayi ꞌba Ezipeto.
EXO.1.8	Kina bɔ dɔliŋɔ mɔtɔ ꞌba Ezipeto ame ꞌberi kinza kikali Yesepa dë ne na ꞌdeni dɔ kïtï. 
EXO.1.9	Bɔ dɔliŋɔ mo nima kïdëkï gbï rɔ Paro ꞌbënnï mo ne ënyï kilende zi bilaka abo ga, iya te, “Oŋgɔke te, Yisarele naga nima lïjë na ma kara ꞌdeni ŋgï konzi rɔ ma kënyë rɔ lende rɔze. 
EXO.1.10	Oꞌdɔkɔ zize ꞌdɔ toŋgɔ bi dönnï doꞌdɔke a mɔtɔ zïnnï römöyï lïjë ëdï koto tara ŋgï nduwë rɔ mbëmbë kina ɔdɔ ya na kömö yɔ na lïjë këdï kodɔꞌbɔ rönnï ŋgï ti bɔ ya kileki ꞌböwu tupö ze gɔ lïjë kënyï kiriŋa ëꞌbënnï ŋgï.”
EXO.1.11	Kina Ezipeto naga nima kiꞌdi turu ꞌba toŋgɔ gɔ Yisarele ŋgï kota kpamo ti ndɔbɔ ma kïrïndï tïdïrï mo timo. Iꞌdi lïjë koꞌba gawo ꞌba Pitomo ni ti Ramese rɔ bi ꞌba tikeki wa abo ꞌba bɔ dɔliŋɔ ꞌba Ezipeto mo nima. 
EXO.1.12	Tine gomɔ löbu nime këdï kodɔ pele rönnï rɔ mbëmbë te nime na lïjë kara ŋgï rɔ dɔ kiteli nati kogba mï dɔyayi ꞌba Ezipeto nima ti rönnï kiꞌdi Ezipeto ŋgï rɔ tikere. 
EXO.1.13	Kina kodɔ ŋgï zi Ezipeto nati rɔ tupö Yisarele ti ndɔbɔ ma kinza kiya naga. 
EXO.1.14	Ari kömö ŋgï mï lende ma kata kulöwö mo zi Yisarele kiꞌdi ye ꞌbeye ŋgï rɔ bɔ toꞌdɔ ndɔbɔ ꞌba toꞌba rö ꞌbënnï ga ti nyaka ꞌbënnï ga koꞌdɔ ye dë kpe ŋgï nati koꞌde bilaka lesi.
EXO.1.15	Kina bɔ dɔliŋɔ mo nima ënyï kilende zi bɔ bulï ma löbu rïyö mɔtɔ ga ꞌba Ebere kïdëkï möyï mo rɔ Sipora ni ti Powa, iya te, 
EXO.1.16	“Ɔdɔ këddï kindaꞌbake kole ꞌba Ebere naga nima, ɔdɔ koꞌjake köyö rɔ bɔtɔni upöke yaga tine ɔdɔ këdï rɔ nyiti na kolake.”
EXO.1.17	Tine bɔ bulï naga nima ere ëꞌbënnï Bɔkoꞌba gbï lïjë ari dë ŋgï koꞌdɔ kɔzɔ lende nima bɔ dɔliŋɔ kiya zïnnï ne. Ɔdɔ köyö pele rɔ kole bɔtɔni lïjë ola ŋgï. 
EXO.1.18	Tine na bɔ dɔliŋɔ kïdëkï bɔ bulï rïyö naga nima kititi, iya te, “Waꞌdi na këddï koꞌdɔke tara këddï kolake kpa kole bɔtɔni ꞌba Ebere naga nima këdï gba ꞌbiri kunzï ne?”
EXO.1.19	ꞌJa tönë ga ileki kiya te, “Ŋere, ꞌja ꞌba Ebere naga nime inza kɔzɔ ꞌja ꞌbeye ga ꞌba Ezipeto. Löyö ꞌbënnï ïdësï dë. Ɔdɔ dëdï dömö pele dako doꞌja köyö ꞌdeni mɔlo.”
EXO.1.20+EXO.1.21	Bɔkoꞌba ti mï këyï rɔ bɔ bulï naga nima römöyï lïjë ere bo. Kina bo kiꞌdi kupö ŋgï gbï zïnnï lïjë kara konzi. Kina Yisarele koto tara ŋgï nduwë rɔ mbëmbë. 
EXO.1.22	Kina bɔ dɔliŋɔ kiꞌdi köꞌdu mo ŋgï zi bilaka abo ga pili, iya te, “Kole ꞌba Ebere ame ga koꞌjake köyö rɔ kole bɔtɔni ne, ogbake kuꞌduke gɔ yöpö. Tine ɔdɔ këdï rɔ nyiti olake.”
EXO.2.1	Mï kada mo naga nima na bɔ mɔtɔ di mï kupö eꞌbe Lëwë, ꞌja abo gbï di mï kupö lïjë kɔtɔ nima 
EXO.2.2	köyö ŋgï rɔ kole bɔtɔni. Kina ɔdɔ lɔko koŋgɔ kole ꞌbënï nima kele ŋgï kulöwö tara tine na lɔko kogba ŋgï koloma rɔ tusu dɔmo ŋbö nyepe mota. 
EXO.2.3	Kina ɔdɔ kole kari kandi ꞌdeni lɔko kɔꞌbɔ dë kpe tusu dɔmo tara tine na lɔko koꞌde kee ma kuꞌjö di mï mɔli rïtï ŋgï lɔko kora kɔmɔ mo teyi ti zïbïtï. Na lɔko koꞌba kole tönë ŋgï yïmo lɔko kari kutë mï liya mï yöpö. 
EXO.2.4	Tine lëmï mo ɔrɔ caki yaga rɔ ma kɔwɔ toŋgɔ wa ma këdï koꞌdɔ tömö dɔ kole nima.
EXO.2.5	Kina nyiti ꞌba bɔ dɔliŋɔ kari ŋgï kpa yöpö yayi turögö rönï. Kina koꞌja bɔ laja ꞌbënï ga këdï kiliŋgere kebe dɔ kpa götö yayi yɔ na kömönï kilaꞌba ŋgï rɔ kee tönë. Na lɔko koja nyiti ma rɔ bɔ laja ꞌbënï mo ŋgï kari koꞌde. 
EXO.2.6	Nyiti nima ari koꞌde zïnï na lɔko kombi dɔmo kina koꞌja ŋgï rɔ kole na yïmo këdï kudu koꞌde lisa ŋgï kömönï. Lɔko iya te, “Kole ꞌba Ebere naga nime na.”
EXO.2.7	Lëmï mo tönë ako kititi lɔko iya te, “ꞌDɔ moma bɔ kiꞌdi mba kpamo ziye di mï löŋgö ꞌja ꞌba Ebere ya?”
EXO.2.8	Nyiti ꞌba bɔ dɔliŋɔ mo tönë iya te, “Yëë, ari koꞌde.” Kina lɔko kari ŋgï koꞌde ko rɔ ma mo.
EXO.2.9	Nyiti ꞌba bɔ dɔliŋɔ iya zi ꞌja nima te, “Ogba kole nime kulu ama zö. Mëdï mopi gïrïsï zïyï gɔmo.” Kina ꞌja nima kogba kole nima ŋgï kari timo kulu.
EXO.2.10	Kina ɔdɔ kole kiliŋgere ꞌdeni kandi tine na lɔko kogba ŋgï koto kiꞌdi zi nyiti ꞌba bɔ dɔliŋɔ rɔ kole ꞌbënï. Lɔko iꞌdi möyï mo rɔ Musa. ꞌJɔ ꞌba lende mo tëgë, “Motɔ ama di yï mini.”
EXO.2.11	Mï kada ma dɔ kɔtɔ mɔtɔ yayi koꞌja Musa kïyöbu ꞌdeni na bo kënyï kari toŋgɔ bilaka ꞌbënnï ga Yisarele. Bo ari koꞌja lïjë këdï mï ndɔbɔ kïrïndï. Tine na bo kari koꞌja bɔ Ezipeto mɔtɔ ŋgï këdï rɔ tomba bɔ Yisarele mɔtɔ, bilaka ꞌbënnï ga. 
EXO.2.12	Bo oŋgɔ bɔtɔ inza ŋgɔsi yayi yɔ na bo kupö bɔ Ezipeto nima ŋgï bo kusu dɔ töku mo mï yayi lida.
EXO.2.13	Mï bi këzë ma di pötö mo na bo kari koꞌja Yisarele ma rïyö mɔtɔ ga këdï bi ꞌdïrï. Bo ënyï kititi bɔ ma koma ꞌdïrï mo nima, bo iya te, “Ëddï komba Yisarele lëpï yï tara gɔ waꞌdi?”
EXO.2.14	Bɔ nima ileki dɔmo zi Musa, iya te, “Nï, yë na koꞌdɔ yi rɔ ŋere dɔze toꞌdɔ burë ze? Ëddï koꞌdɔ ꞌdɔ kupö ma gbï kɔzɔ ma tönë kupö bɔ Ezipeto nima bine ne?”
EXO.2.14	Kina Musa ŋgï rɔ tikere. Bo omeri iya te, “Wa nime moꞌdɔ ne ëdï kinda yaga.”
EXO.2.15	Kina ɔdɔ lende mo kömö mbili bɔ dɔliŋɔ tine bo iteri ŋgï ꞌdɔ tupö Musa yaga. Tine na Musa kënyï kiriŋa ŋgï kari Midiyana. Bo ari kömö yayi bo koloma kpa daa. 
EXO.2.16	Tine bɔ akumu mɔtɔ ꞌba Midiyana yayi ëdï ti yïtötï modɔmorïyö. Kina yïtötï naga nima kömö ŋgï tunö mini gbï todɔ mini mï wörï zi kamölö ꞌba ꞌbu nnï ga tuwë mo. 
EXO.2.17	Bɔ koda kamölö mɔtɔ ga ömö ŋgï gbï yayi koloma rɔ toga yïtötï tönë ga yaga. Kina Musa kako ŋgï koꞌdɔ kpërï gönnï kunö mini zi kamölö ma ꞌbënnï ga.
EXO.2.18	Kina ɔdɔ yïtötï naga nima kuyï dönnï ŋgï kömö welo liŋɔ zi ꞌbu nnï Yetoro tine bo ënyï kititi lïjë iya te, “Ma tɔne ömöke ŋgï mɔlo te gɔ waꞌdi?”
EXO.2.19	Lïjë iya te, “Bɔ Ezipeto mɔtɔ na kokɔnyi ze bo kunö mini zize gbï zi kamölö ze ga.”
EXO.2.20	Bo ileki kititi yïtötï abo naga nima, bo iya te, “Ne bo ëdï yala? Olake bo mökö gɔ waꞌdi? Oꞌdeke bo kako liŋɔ gɔ bo konyo kpa bo.”
EXO.2.21	Musa utï ŋgï dɔmo toloma ti bulöbu nima. Kina bo kogba nyiti abo mɔtɔ rɔ Zipora ŋgï kiꞌdi rɔ ꞌja zi Musa. 
EXO.2.22	Zipora öyö rɔ kole bɔtɔni zi Musa kina bo kiꞌdi möyï mo ŋgï rɔ Geresomo, ame kiya te “Bɔ löwö”, römöyï bo omeri bo iya te, “Ma ꞌdeni rɔ bilaka mï dɔyayi löwö nime.”
EXO.2.23	Di pötö kɔmɔ kɔɔ konzi ꞌdeni yayi tine na bɔ dɔliŋɔ ꞌba Ezipeto mo tönë kari kölë ŋgï. Tine pele Yisarele gba nduwë mï ndɔbɔ kïrïndï nima tileri di kpamo topapa kɔnyi. Kina monɔ ꞌbënnï di kpa közï lisa ma këdï koꞌdɔ rönnï ne kömö ŋgï mbili Bɔkoꞌba. 
EXO.2.24	Bɔkoꞌba uwö monɔ ꞌbënnï na bo komeri lömu abo ma tönë bo koꞌdɔ mɔlo ti Abarayama ni ti Yisika ti Yakoba ne ŋgï. 
EXO.2.25	Bo oŋgɔ lisa ꞌba bilaka abo ga Yisarele kina lende mo kɔꞌɔ ŋgï rɔ bo.
EXO.3.1	Mï kada ma dɔ kɔtɔ mɔtɔ koꞌja Musa këdï rɔ toda kamölö ꞌba Yetoro bɔ lanzo bo bɔ akumu ꞌba Midiyana nima tine, na bo kona kamölö ŋgï kari timo rɔ ma kɔwɔ ŋbö yï mökö ndï döku koro mɔtɔ yayi kïdëkï möyï mo rɔ Sinayi. 
EXO.3.2	Di yayi na malayika ꞌba Bɔkoꞌba kɔdɔ ŋgï zi bo rɔ paꞌdo köbö mï zana morogo. Musa oŋgɔ lende nima paꞌdo nima öbö pele tara tine morogo mo ilaŋma dë gbï yɔ. 
EXO.3.3	Bo omeri bo iya te, “Sëgë waꞌdi ga na te? Morogo mo ilaŋma dë rɔ ma totondo mo ga tara? Iꞌdi mari te ŋgɔsi toŋgɔ mo.”
EXO.3.4	Kina ɔdɔ ŋere Bɔkoꞌba koŋgɔ bo kese ꞌdeni ŋgɔsi toŋgɔ mo tara tine, na kïdëkï bo ŋgï di mï morogo yayi iya te, “Musa, Musa.”
EXO.3.4	Musa iya te, “Ma na me.”
EXO.3.5	Bɔkoꞌba iya te, “Kinza kese dë kpe kulöwö ꞌde. Otɔ wari yaga di ndïyï römöyï bi nima këddï kɔrɔ teyi, yayi koro na.” 
EXO.3.6	Bɔkoꞌba ënyï kileki ꞌböwu gbï kiya te, “Ma na rɔ Bɔkoꞌba ꞌba ꞌbu yï löbu Abarayama ni ti Yisika ti Yakoba.” Kina Musa kusu kɔmɔ bo ŋgï bërï römöyï bo ere di bi toŋgɔ Bɔkoꞌba.
EXO.3.7	Ŋere Bɔkoꞌba iya te, “Rɔ ma laka moꞌja lisa ꞌba bilaka ma ga ꞌdeni di Ezipeto. Muwö ꞌdeni ma lïjë këdï kudu di kpa közï gomɔ ꞌba turu bɔ koŋgɔ gönnï ga. Kina lende ꞌbënnï ɔꞌɔ ꞌdeni rɔma. 
EXO.3.8	Kina me mako ꞌdeni bërï tɔmɔ lïjë di közï Ezipeto naga nima ꞌdɔ moꞌde lïjë kako yaga di mï dɔyayi nima kako mï yayi ma laka ame tagi ni ti wï sa kambi di teyi kɔzɔ sëgë ne. Bi nima Kanana naga nima ti Ete ti Amora ti Pereze ti Iwa ti Yebusa këdï koloma teyi ne. 
EXO.3.9	Monɔ ꞌba bilaka ma ga Yisarele ömö ꞌdeni mbili ma kina moꞌja kpɔŋi ame Ezipeto këdï koꞌdɔ rönnï ne ꞌdeni. 
EXO.3.10	Kina me ari, mëdï moja yi kari zi bɔ dɔliŋɔ ꞌbënnï ꞌba Ezipeto mo nima ꞌdɔ koꞌde lïjë bilaka ma ga yaga di mï dɔyayi abo nima.”
EXO.3.11	Tine Musa ënyï kileki dɔmo zi Bɔkoꞌba iya te, “Ma yë na gɔ mari zi bɔ dɔliŋɔ moꞌde Yisarele yaga di Ezipeto?”
EXO.3.12	Bɔkoꞌba iya te, “Ti mëdï tïyï. Akileme ꞌba ame ma na mëdï moja yi ne ti këdï kɔzɔ a nime te, ɔdɔ kari koꞌde lïjë ꞌdeni ti kako kumötuke ma dɔ döku nime bine.”
EXO.3.13	Musa iya te, “Ne ɔdɔ mari zïnnï miya te, ‘Bɔkoꞌba ꞌba ꞌbu ye löbu ga ma mɔlo na me koja ma ziye,’ ne ɔdɔ lïjë kënyï kititi ma kiya te, ‘Möyï bo rɔ yë?’ gɔ miya tondo ga zïnnï?”
EXO.3.14	Bɔkoꞌba iya te, “Ma na rɔ bɔ ame rɔ ma mo ne. Kina ꞌdɔ kiya zïnnï kɔzɔ a nime te, ‘Bɔ ame kïdëkï rɔ ma mo ne, bo na me koja ma ziye.’ 
EXO.3.15	Kina ꞌdɔ kiya gbï zïnnï Yisarele, ‘Bɔ ma kïdëkï rɔ ma mo tönë, ŋere Bɔkoꞌba ꞌba ꞌbu ye löbu Abarayama ni ti Yisika ti Yakoba na me koja ma ziye.’ Möyï nime na ꞌdɔ dɔ kupö pili ame ga këdï köyö pele kɔwɔ yayi ne kïdëkï ma nduwë timo rɔ ŋburuŋburu. 
EXO.3.16	Ari kotɔtɔ dɔ löbu ꞌba Yisarele kilende zïnnï kiya te, ‘Ŋere Bɔkoꞌba ꞌba ꞌbu ye löbu ga Abarayama ni ti Yisika ti Yakoba ɔdɔ kileme rönï zö kiya te, “Moŋgɔ ye ꞌdeni kina moꞌja wa ame Ezipeto këdï koꞌdɔ ziye ne ꞌdeni. 
EXO.3.17	Ne momeri ꞌdeni gɔ moꞌde ye yaga di mï kpɔŋi nima Ezipeto këdï koꞌdɔ kulöwö rɔye ne moꞌde ye kako mï dɔyayi ꞌba Kanana ꞌba Ete ꞌba Amora ꞌba Pereze ꞌba Iwa ti ꞌba Yebusa ni. Yayi ma laka ame wï sa ni ti tagi kambi ŋgï di teyi kɔzɔ sëgë ne.”’
EXO.3.18	Löbu ꞌba Yisarele ti kuwö döyï. Kina ꞌdɔ karike tïnnï zi bɔ dɔliŋɔ ꞌba Ezipeto mo nima kiyake zi bo te, ‘Ŋere Bɔkoꞌba ze ꞌba Ebere ɔdɔ ꞌdeni kileme rönï zize. Iꞌdi ze dari yï mökö rɔ liŋgere ꞌba töꞌdö dɔ mota tumu roma zi bo ŋere Bɔkoꞌba ze.’ 
EXO.3.19	Ne rɔ ma laka mikali bɔ dɔliŋɔ nima inza kodɔ kpeye tari, tine ꞌjaa ŋbö ɔdɔ kpa közö Bɔkoꞌba na kɔdɔ ꞌdeni rɔ bo. 
EXO.3.20	Ti moja közö ti tigɔ ma modɔ karama dɔ Ezipeto ti wa ame ga pili lende mo ga kigayi wa ne. Di pötö mo tine na bo ti kodɔ kpeye ꞌjaa karike.
EXO.3.21	Mï kada mo nima ti miꞌdi Ezipeto koro ye ꞌdɔ ɔdɔ këddï kɔdɔke kinza bilaka ma ga kari ra rɔ közï sari kinza a ꞌba mɔri. 
EXO.3.22	ꞌJa ꞌba Yisarele pili ti kari kokpasi yamo ma köbököbö ti sïtërï ni ti bɔŋgɔ di zi ꞌja ꞌba Ezipeto ame ga liŋɔ mo ŋgɔsi tïnnï ne ala ma këdï tïnnï liŋɔ kɔtɔ. Kina ti kiꞌdi ŋgï zïnnï. Kina ꞌdɔ kiꞌdike dɔ kole ꞌbe ga ti yïtötï ꞌbe ga kombi a ꞌba mɔri ꞌba Ezipeto naga nime konake karike timo.”
EXO.4.1	Musa ititi iya te, “Ne ɔdɔ lïjë kiꞌdi dönnï dë gɔ lende ma kuwö lende ma dë gbï gɔ moꞌdɔ tondo? Ɔdɔ lïjë kiya te, ‘Bëtï ꞌbï na ka, Bɔkoꞌba ɔtɔ ɔdɔ dë zïyï’?”
EXO.4.2	Ŋere Bɔkoꞌba iya te, “Waꞌdi na ma kindaꞌba közïyï ne?”
EXO.4.2	Bo iya te, “Përï na.”
EXO.4.3	Bɔkoꞌba iya te, “Uꞌdu bërï.”
EXO.4.3	Bo ogba kuꞌdu bërï kina kuyï rönï ŋgï rɔ murë na bo kiriŋa ŋgï yaga di teyi. 
EXO.4.4	Bɔkoꞌba iya te, “Oja közïyï kindaꞌba di dɔ giliti mo.”
EXO.4.4	Kina bo koja közï bo ŋgï gɔmo kindaꞌba di dɔ giliti mo na kuyï rönï ŋgï kileki yaga rɔ përï közï bo. 
EXO.4.5	Bɔkoꞌba iya zi bo te, “Na ꞌdɔ kari koꞌdɔ te zïnnï gɔ kileme zïnnï ŋere Bɔkoꞌba ꞌba ꞌbu nnï löbu ga Abarayama ni ti Yisika ti Yakoba ɔdɔ ꞌdeni ŋgï kileme rönï zïyï.”
EXO.4.6	Bɔkoꞌba iya ꞌböwu zi bo te, “Usu közïyï mï bɔŋgɔ ꞌbï.”
EXO.4.6	Bo usu közï bo tine ɔdɔ bo kotɔ yaga dayi oꞌbeꞌbe ꞌdeni ŋgï me yaga rɔ mönyu ma kinza kiya. 
EXO.4.7	Bɔkoꞌba iya te, “Usu közïyï kileki mï bɔŋgɔ ꞌba röyï.”
EXO.4.7	Bo usu tine ɔdɔ bo kotɔ yaga dayi a tönë kora gɔ közï bo ne olɔ ꞌdeni ŋgï pili yaga közï bo kileki gɔ bi mo kɔzɔ yida rɔ bo ma laki.
EXO.4.8	Bɔkoꞌba iya zi Musa te, “Ɔdɔ kiya te lïjë kiꞌdi dönnï dë lïjë kutï dë pele gɔ, gɔ kotɔ ma dɔndende nima ma mï rïyö nime lïjë ti kiꞌdi dönnï gɔmo. 
EXO.4.9	Ne ɔdɔ lïjë kiꞌdi dönnï dë gɔmo kpaki rïyö lïjë kuwö lende ꞌbï dë, ogba mini di mï yöpö nima yayi kodɔ bërï dɔ yayi ma këlë. Kina ti mini nima kuyï rönï ŋgï rɔ roma.”
EXO.4.10	Musa ënyï kileki zi Bɔkoꞌba, iya te, “Yö, ŋere, ma mɔꞌbɔ dë tilende laka. Lende ma ndɔ. Kpama rɔ ma kilali. Mɔlo pele gba kinza kilende dë zö ŋbö kömö mï kada nima tɔne ma bɔ kpa kitigɔ ɔtɔ na dë.”
EXO.4.11	Bɔkoꞌba iya zi bo te, “Yë na kiꞌdi kpa dɔ bilaka lesi? Kina yë na këdï kuꞌbë mbili bilaka ala kudödu kpamo teyi? Yë na kiꞌdi kɔmɔ dɔ bilaka lesi ala kïyölu yaga? Tara ne ma ŋere Bɔkoꞌba nime na dë? 
EXO.4.12	Ari ti mokɔnyi yi tilende kina ti miyandi yi ti wa ma ꞌdɔ kiya.”
EXO.4.13	Tine Musa iya te, “Yö, ŋere, momaꞌjo rɔma zïyï oja rɔ bilaka mɔtɔ na ꞌdɔ kari toꞌdɔ wa nime.”
EXO.4.14	Dökïꞌdï Bɔkoꞌba ënyï kata ŋgï rɔ Musa kiya te, “Ne bɔ löndö yï Arona kupö Lëwë mo nima tondo? Mikali bo rɔ bɔ kpa kikali lende. Bo ëdï ꞌdeni rɔ tako turë döyï, bo ti këdï ti dökïꞌdï këyï ɔdɔ bo koꞌja yi. 
EXO.4.15	Ti kilende zi bo kiꞌdi lende kpa bo. Ti mokɔnyi ye kpaki rïyö tilende kina ti miyandi ye gbï ti wa ma ꞌdɔ koꞌdɔke. 
EXO.4.16	Bo na ti kilende zi bilaka naga nima tine ti këdï kɔzɔ nï na kilende kina ti këddï ꞌbëyï kɔzɔ Bɔkoꞌba tilende zi bo. 
EXO.4.17	Ogba përï nime közïyï kari timo ꞌdɔ koto toꞌdɔ gɔ kotɔ nduwë timo.”
EXO.4.18	Kina Musa kënyï ŋgï kileki kari zi Yetoro bɔ lanzo bo kari kiya teyi te, “Iꞌdi mari toŋgɔ ya eꞌbe ze ga di Ezipeto, ɔdɔ lïjë ëdï ŋgï na ya.”
EXO.4.18	Yetoro iya te, “Ari, kɔri ti köbö zïyï.”
