MRK.1.1	Igii e tanwaran Rokap na Fafas ulo Iesu Karisito, Kalalik ke God.
1TI.5.5	Male nenge makos i kiis keskes tom ma biil tikas una fofonoi lo, i unune ma ka nene isi God sau in lupes u, i sising mulmul la na foron wor ke na foron siat tikii isi God in lupes u. 
1TI.5.6	Isau le foron makos ae ri ier la sau isi rin falaes pununfo ri, tanwa ri ka met tah aunbiing ri liu biitom. 
1TI.5.7	Ke, on ta rakrakai na orek igii usuf ri, isi biil tikas in tiu ri ini ti orek. 
1TI.5.8	Male tikas biil i fofonoi lon foron sikinting tom lo, turan fanu tutus tina matanfel kia, ka la koseng ta tekentu na unune, ma i laulau kanaka lon fanseh ae biil ri unune.
1TI.5.9	Gong o siit asan ti makos turan foron makos una kep falupes, male biil biitom i won e sangful e bet kia. On siit asan makos sau ae i tel pes ta i tikii sau e kaltu, 
1TI.5.10	ke ae fanu tikii ri usum na foron rokap na foim kia le i fofonoi rokap na berberat kia, ke i somangat pes foron ses la una matanfel kia, ke i sufe keken fanu ke God la,
1TI.5.11	Gong o siit asan foron makos, male biil biitom i won e sangful e bet kiri. Wara le aunbiing wolwol ken pununfo in rakrakai, rik ier mang isi fakekel, ke rik ta pokta ri ulo Karisito. 
1TI.5.12	Aunbiing rin tel u arae, ke rik sotih na nagogon, wara le ri ka lek ta falimlim famu kiri tura Karisito. 
1TI.5.13	Biil i sau ae, ri famam muduung sau na soleng foron matanfel. Ma nenge tier sabin, ri foron tom orek kumkum ma ri fakau paklu ri la sau na tier ken fal e fanu keskes, ma ri ka use foron tier ae biil i fasih le rin use u. 
1TI.5.14	Pesu ia ka fas foron makos ae ri rakrakai biitom le rin fakekel sabin, rik fafang ma rik fofonoi na matanfel kiri, isi rik tikale foron tuui kirer isi biil rin use falaulau kerer. 
1TI.5.15	Ia use u arae, wara le fal ri ka tamikis tah ma ri ka mi lo Satan.
1TI.5.16	Male nenge fifin ae i unune ma imel e nenge makos na matanfel kia, i rokap le in lupes u isi gong i ta tatawin usuf foron tom unune, isi i fasih rik lupes foron makos sau ae biil tom tikas una lupes ri.
1TI.5.17	Foron famfamu na lotu ae ri tel fakasi foim kiri, i fasih rin fafen fifiil kiri. Ma i tekentu kanaka ulon fanseh ae ri foim rakrakai na fafas ke tel fafausum. 
1TI.5.18	Wara le Buk na Gogoh i tara aragii, “Gong o kabet ngusun bulmakau aunbiing i famam fose ufu punun wit, isi i sabin ik ien.”
1TI.5.19	Gong o ongen pes orek ken i tikii sau e kaltu, aunbiing i tiu tikas e famfamu. Male in u le in tuul e kaltu rituul tiu u, ke ok somangat isi ongen orek kirituul. 
1TI.5.20	Ke foron famfamu na lotu ae ri tel sinang laulau, gamen fatortores ri na matan fanu tikii, isi fal sabin rik sokeh isi tel sinang laulau.
1TI.5.21	Ia ta rakrakai na orek igii usuf o, na mata God ke Karisito Iesu turan foron angelo ae i tim pes ta ri, le on posefat na foron orek igii. Gong o lala nagogon fal, ma fal biil. Ke gong o lala ier sau isi fal, ma fal biil.
1TI.5.22	Gong o luun sape iun limam na olon nenge kaltu isi in tapiek nenge famfamu. Tarama sinang laulau ken fal e fanu ka tus lo wo. On fofonoi na liu kiam ae i kalkaluu.
1TI.5.23	Gong o umin dan kanan sau, on umin in tuul sabin e wain, una lupes balam ke una sasem ae o sem u la.
1TI.5.24	Sinang laulau ken fal e fanu i kiis na malmalal, famu na aunbiing ae rin ti na nagogon. Isau le sinang laulau ken fal e fanu ae i kiis mumun tah, namih in tapiek na malal. 
1TI.5.25	Ifasih sau arae foron rokap na sinang. Fale rokap na sinang ka kiis tah na malmalal, ma fal ae biil biitom ri kiis na malmalal, biil tom ifasih le rin kiis mumun.
1TI.6.1	Fanseh lo gam ae ri foron fafauun, i rokap le rin lala bulat lon foron laulaumet kiri, isi biil tikas in use falaulau asa God turan fafausum kirer. 
1TI.6.2	Ke foron fafauun sabin ae laulaumet kiri i tom unune, gong ri wol le biil rin bulat lo, wara le ri fatfat latualik na unune. Rin wong rokap sing i, wara le ri foim sing tom unune ae ri ier kanaka isi. Foron tier igii on farakrakai ri ini ke ok fausum ri ini.
1TI.6.3	Male tikas i fausum fanu ini ti fafausum ae i neng keskes na foron fafausum tekentu ke Kumguui kirer, Iesu Karisito, ma i neng keskes sabin na fafausum ae i rokap na mata God, 
1TI.6.4	matngan kaltu ae, i falaumet u tom ma biil i usum na ti tier, i ier sau isi in fapue ke ik fakep ini foron orek fofoes, ma sinang ae ka tapiek arae nenge sasem kia, ma ka fatapiek foron sinang aragii: Sinangun ram, sinangun ngaliaf, fanes, ke wolwol laulau ulon fal. 
1TI.6.5	Wolwol kiri biil i to malal ma ri fabalkut mulmul fis la tom ini ri, ma foron tekentu na orek ka mangmangal tah sing ri. Ri wol le lotu kiri usuf God in fatapiek in fuun e pitkalang usuf ri.
1TI.6.6	Isau le keren kalok male lotu kirer usuf God in la turim turan laes ini foron tier ae God ka ta ta u usuf kerer. 
1TI.6.7	Wara le aunbiing kere pang tah, biil kere tapiek tah ini ti tier uga na piklinbat, ke aunbiing sabin keren met, biil ifasih keren kep ufu ti tier tinaga. 
1TI.6.8	Male imel e inen arer ke kilkiliis kirer, ke ifasih, keren laes sau ini. 
1TI.6.9	Fanseh ae ri ier kanaka isi in fuun e pitkalang, ri luut la na fatoftof ke ri ka fiu la na kuun ken talos na wolwol ae in falaulau ri, ma in faluut fanu fuun una minet ke fiu fitliu. 
1TI.6.10	Wara le sinangun ier kanaka isi pitkalang, i e waran foron sinang laulau tikii. Ma fanu fuun ae ri wol kanaka la na pitkalang, ri ka la koseng ta tekentu na unune, ma ri ka falaulau fafis liu kiri tom ini foron tatawin.
1TI.6.11	Isau le o kaltu ke God, on fin koseng foron tier ae, ma on rakrakai isi on mi na foron sinang aragii: tortores na sinang, ma sinang ae i rokap na mata God, sinangun unune, sinangun famais, sinangun sotifat na palgan tatawin, ke sinangun kiis fofo. 
1TI.6.12	On fapaket rokap ini unune, ke ok posefat na liu fitliu ae God i tawi pes ta wo isi on kep u, aunbiing o tel ta rokap na fafapos na matan fanu fuun. 
1TI.6.13	Ia fas o na mata God ae i ta liu la sing foron tier tikii, ke na mata Karisito Iesu ae i tel ta rokap na fafapos na mata Pontius Pailat. Ia fas o le: 
1TI.6.14	On misuut na foron fafanau ae o ka kep ta u, isi biil rin tiu wo ini ti sinang laulau. Ma on tel u tom arae, papang na aunbiing ae Kumguui kirer, Iesu Karisito in fis. 
1TI.6.15	Ma in fis na aunbiing tom ae God i put ta u. God ae i fuun ini fafakalok, i keskes sau i Tom Nagogon, i e King ken foron king tikii, ma i e Kumguui ken foron kumguui tikii. 
1TI.6.16	Ma i keskes sau biil i to met la, ma i kiis na falifuh ae ifuun ini malal ae biil tikas i fasih in la fatat u. Biil biitom tikas i par ta u ma biil tikas i fasih in par u. Keren bulat lo, ma rakrakai kia in kiis fitliu. Amen.
1TI.6.17	On fanau fanseh ae i fuun e minsik kiri aga na piklinbat le, gong ri falaumet ri tom, ke gong ri luun unune kiri na pitkalang ae biil in to kiis dolo. Isau le rin luun unune kiri sau lo God ae i fen kerer la ini foron rokap na tier tikii una falaes kerer. 
1TI.6.18	On fanau ri le rin tel foron rokap na sinang, ke rin fuun ini foron rokap na foim, ke sinangun fafen ke falupes faliu. 
1TI.6.19	Male rin tel u arae, ke rin posefat na minsik tekentu. I e rokap na waran singlen na liu ae namih, isi rik kep u e liu ae i e liu tekentu.
1TI.6.20	Timoti, on fofonoi rokap na foim ae God i unune ufu tah una limam. On fin koseng foron orek fofoes ae biil i fasih rin lupes o isi mi lo God. Ke on fin koseng fanu sabin ae ri fapue la kunan tier ae ri foteng u le tasum, isau le biil e tasum tekentu. 
1TI.6.21	Fale fanu ri mi ta na foron matngan orek arae, pesu ri ka la koseng tekentu na unune.
1TI.6.21	Famais ke God usuf gam.
JAS.1.1	Iau Jems nenge fafauun ke God ke ke Kumguui Iesu Karisito. Ia sisiit usuf gam sangful ini u e mat tina Israel ae gam kiis sararah na foron maleh tikii na piklinbat. Famais kiak usuf gam.
JAS.1.2	Foron tuaklik, aunbiing foron marmarsan tatawin i tapiek lo gam, gamen laes sau, 
JAS.1.3	wara le gam usum le, aunbiing gam tafe tatawin ae i tof unune kimi, in farakrakai gam isi gamek tifat. 
JAS.1.4	Male gamen tifat, ke unune kimi in matuk ma gamen tapiek tortores, ke biil gamen to bilbiling isi ti tier. 
JAS.1.5	Male tikas lo gam biil imel e rokap na wolwol kia, i rokap le in sising, isi God ik ta u usuf i, wara le God i sapeng la na lima usuf fanu tikii, ke biil i balkut la tura ier ae i sising u. 
JAS.1.6	Isau le aunbiing i sising, in sising tom ini unune, ke ini in tikii sau e wolwol. Wara le seh ae iwu e wolwol kia, i fasih sau arae nenge panaf ae kif i kufe u una foron falifuh tikii. 
JAS.1.7	Kaltu ae iwu e wolwol kia, gong i wol le in kep ti tier sing Kumguui. 
JAS.1.8	Male iwu e wolwol kia, ke biil i fasih in tifat na foron foim tikii i tel u.
JAS.1.9	Male nenge tualik kerer na asa Iesu, i lauu, ke in laes sau wara le God tom ka falaumet pes ta u. 
JAS.1.10	Ke kaltu ae ifuun e minmara, in laes sau aunbiing God in fasabiro u. Wara le liu kia i fasih sau arae sian au ae i maing sape. 
JAS.1.11	Pisiih i susupiek ini tara tuntun, ke ka famang au ae. Sia ka luut ke rokap na parpar lo ka mangmangal. Ifasih sau arae kaltu ae ifuun e minmara, in mangmangal aunbiing i muduung na foron foim kia.
JAS.1.12	Seh i tifat na aunbiing i tafe foron fatoftof, i kalok. Wara le seh i tifat, in kep bangbang na liu fitliu ae God ka use ta u le in ta u sing fanseh ae ri ier isi God.
JAS.1.13	Aunbiing ti tier i falamlam tikas isi in luut na sinang laulau, gong i tara le God i falamlam u. Wara le sinang laulau biil i fasih in falamlam God, ke God tom biil i fasih in falamlam tikas isi ik luut na sinang laulau. 
JAS.1.14	Wolwol laulau ken temtem tikii na kaltu tom, i dat u ke ka falamlam u isi tel sinang laulau. 
JAS.1.15	Aunbiing wolwol laulau i laumet, ka fang sinang laulau. Namih sinang laulau in laumet, ke ik fang minet.
JAS.1.16	Foron rokap na tuaklik, gong gam somangat pes tikas isi in fabal gam. 
JAS.1.17	Foron rokap na fafen tikii ae i kalkaluu kanaka, i puh la tom tinbae na kukulii. Ri la tinbae sing God ae i fakiis ta pisiih, ke funiil, ke foron keltot. Isau le God biil i sokiliis la, arae pisiih ae i popos la na siat ma na wor biil. 
JAS.1.18	Na wolwol kia tom, ke kerer ka pang fuuh sabin ini orek tekentu kia. I fule pes ta kerer tina foron fakfakiis tikii kia, arae inen famu tina mok ae ri ta u la usuf God.
JAS.1.19	Foron rokap na tuaklik, gamen usum na tier igii: I rokap le gam tikii gamen wong sape, isau le gong gam orek sape, ke gong gam ngaliaf sape. 
JAS.1.20	Wara le ngaliaf ken nenge kaltu, biil i fasih in fatapiek tortores na sinang ae God i ier isi. 
JAS.1.21	Pesu gamen susuaf na tel foron sinang ae i duh, ke foron sinang laulau tikii ae i fuun na piklinbat. Ke gamen fasabiro pes gam tom ma gamek somangat pes orek ke God ae ri ka so ta u na balmi, ae ifasih in faliu gam.
JAS.1.22	Gamen misuut na orek ke God, gong gam ongen foes u sau, tarama gam ka fabal fafis gam tom. 
JAS.1.23	Seh i ongen foes orek ke God, i arae kaltu sau ae i tutues ma ka par posong na mata. 
JAS.1.24	Aunbiing i la tinaiwa, i ruruu sape sau na posong na mata arafah i par arae. 
JAS.1.25	Isau male tikas i ongen fakasi foron tortores na orek na nagogon ke God ae i fasengsegeng fanu la, ma i misuut la lo, ma biil i ruruu lo, God in fakalok u na foim kia.
JAS.1.26	Male tikas i wol le i nenge tom lotu tekentu, isau le biil i fofonoi rokap na ngusu, lotu kia i tier foes sau, ma i fabal fafis u tom. 
JAS.1.27	Lotu tekentu ae i kalkaluu ma biil ti tier i laulau lo na mata God Tama kerer, i aragii: Keren lupes foron natun sih, ke foron makos na foron tatawin kiri, ke keren fofonoi sabin lo kerer tom koseng foron sinang tinaga na piklinbat ae i duh.
JAS.2.1	Foron tuaklik, gam fanseh ae gam unune lo Kumguui kirer Iesu Karisito, ae i fuun ini memeh, gong gam bulat sau lon fal e fanu, ma fal biil. 
JAS.2.2	Male iwu e kaltu ru kau na felun lotu kimi, neng i luun ring ae ri tel u ini goul, ke ka luun foron rokap na kilkiliis, ke neng ae i lauu, i luun foron kilkiliis tofe sau. 
JAS.2.3	Ke gamen bulat tom lo ier ae i luun foron rokap na kilkiliis, ke gamek fas u aragii, “Kiis aga na nian kiiskiis rokap.” Isau le gamen fas lauu ae aragii, “Sotih awii,” le aragii, “Kiis na pikli, aga na kar kekeng.” 
JAS.2.4	Male gamen tel u arae, ke sinangu gam biil i fafasih usuf fanu tikii, ma gam ka tapiek foron tom nagogon ini wolwol laulau.
JAS.2.5	Foron rokap na tuaklik, gam ongen iau: Arafah, biil gam usum? God ka fule pes ta foron lauu tinaga na piklinbat isi rin kiis rokap ini unune kiri, ke rik kep matanfuntih ae i use ta u le in ta u tom usuf fanu ae ri ier isi God. 
JAS.2.6	Isau le gam famatlawen foron lauu. Arafah, biil gam usum le fanu ae ifuun e minsik kiri, ri puris gam la? Ri ka dat gam la isi gamen tih na nagogon. 
JAS.2.7	Gam usum tom le ri orek laulau la una asa Iesu, rokap na as ae ri foteng kerer la ini.
JAS.2.8	Gamen misuut na nagogon ae i laumet na Buk na Gogoh, ae i tara aragii,
JAS.2.8	“On ier isi seh ae na fatat o, arae o ier isi wo tom.”
JAS.2.8	Male gamen tel u arae, ke gam tel sinang ae i tortores. 
JAS.2.9	Isau, male gam bulat sau lon fal e fanu ma fal biil, gam ka tel ta sinang laulau, ma nagogon ke God i famalal gam le gam foron tom lek nagogon. 
JAS.2.10	Ma seh ae i misuut na foron nagogon tikii, ma ka lek itikii sau e nagogon, rin nagogon u tom arae le ka lek ta foron nagogon tikii. 
JAS.2.11	God i tara aragii, “Gong o tel sinangun puur.”
JAS.2.12	Pesu gamen orek, ke gamek foim arae fanseh ae God in nagogon ri ini nagogon ae i fasengsegeng fanu la ini. 
JAS.2.13	Wara le seh biil i famais la, ke na biingen nagogon, God biil in mais u. Isau le seh i famais la, God in mais u sabin na biingen nagogon.
JAS.2.14	Foron tuaklik, in rokap arafah usuf tikas male i tara le i unune, isau le biil i finngas ti sinang rokap? Arafah, matngan unune arae i fasih in faliu u? 
JAS.2.15	Male nenge tualik kerer, le nenge fenelik kerer biil ti kilkiliis kia, ke biil sabin ti inen aia, 
JAS.2.16	ma neng lo gam ka fas u aragii, “La ini siaroh, ok kilkiliis ke ok ien mas,” isau le biil i ta sanih ae i bilbiling isi, ke matngan orek ae, in farokap u arafah? 
JAS.2.17	Ifasih sabin arae unune, male biil i la turim turan rokap na sinang, ke unune ae biil i tekentu.
JAS.2.18	Male tikas in tara le, “O unune, ma ia tel rokap na sinang.”
JAS.2.18	On finngas unune kiam usuf iau, ae biil i la turim turan rokap na sinang. Ma iak finngas unune kiak usuf wo, ae i la turim turan rokap na sinangung. 
JAS.2.19	O unune le itikii sau e God. Rokap! Foron tanwa laulau sabin ri unune arae, ma ri ka nananar ini sokeh.
JAS.2.20	O talos! O ier tom le ian finngas wo le, unune ae biil ti rokap na sinang i la tura, i tier foes? 
JAS.2.21	God i foteng tama kerer Abaram le i tom tortores, wara na sinang i tel ta u aunbiing i ta ta kalalik kia, Aisak, arae fafen usuf God na olon salan tunmapek. 
JAS.2.22	On par u, unune kia i la turim turan rokap na sinangu. Aunbiing unune kia i la turim turan sinangu, ke unune kia ka kuruur mang. 
JAS.2.23	Ke orek ae na Buk na Gogoh ka suut ae i tara aragii,
JAS.2.23	“Abaram i unune lo God, pesu God ka foteng u le i tom tortores.”
JAS.2.23	Ke God ka foteng u sabin le i e tala. 
JAS.2.24	Gam par u, God i foteng nenge kaltu le i tom tortores, wara na rokap na sinangu sabin, ma biil na unune kia sau.
JAS.2.25	Ke ifasih sabin arae Rahap, i nenge tamfaes. God i foteng u le i tortores na mata, i wara na rokap na sinangu aunbiing i fun iwu e sikin Israel ae ru la isi par fakum maleh, ke ka wuun ufu ruh na nenge sal keskes. 
JAS.2.26	Kaltu ae tanwa ka mangmangal tah koseng u, i nenge minet. Ifasih sabin ini unune, male biil i la turim turan rokap na sinang, ke unune ae biil i tekentu.
JAS.3.1	Foron tuaklik, gong i fuun lo gam rin tapiek foron tom fafausum na palgan lotu, wara le gamen usum le nagogon ke God usuf kerer foron tom fafausum, in ngangaten kanaka na nagogon usuf fal e fanu. 
JAS.3.2	Ifuun e tier kerer tikii kere tel fager u la, isau male tikas biil i use fager ti tier na orek kia, ke kaltu ae i tortores kanaka, ma ifasih in nagogon fakasi pununfo tikii.
JAS.3.3	Aunbiing kere luun nenge fabiro sun aen na ngusun nenge os isi ik wong sing kerer, ke ifasih keren dat fagiliim os kuruur ae ini. 
JAS.3.4	Ke, gamen par foron sip sabin ae ri filau la ini sel. Taftawa le sip ae i laumet, ma rakrakai na kif i kufe u, isau le ri ikis u sau ini fabiro fiis, isi ik filau arae na wolwol ken kaltu ae i ikis u la. 
JAS.3.5	Ke, ifasih sau arae kerme kerer, i nenge fabiro irin pununfo kerer sau, isau le i falaumet u tom ini tier ae i tel u la.
JAS.3.5	Gam par u, nenge fabiro natnatun yiif sau i fasih in fasok nenge tara sun potormok. 
JAS.3.6	Kerme kerer i nenge fabiro irin pununfo kerer ae i arae yiif. I fuun ini laulau ma i faduh tikii pununfo kerer la. I fasok liu tikii kirer ini yiif tina tara yiif ae biil i met la.
JAS.3.7	Fanu ri fasih rin famoh foron wawaguai tikii arae, foron man, ke foron tier ae ri kakak la na nanal, turan foron tier ae ri liu la na palgantes. 
JAS.3.8	Isau le, biil tikas i fasih in famoh kerme. I langlangan ma i laulau kanaka, ma i arae wef ae i fasih in siimete kaltu.
JAS.3.9	Kere usefages Kumguui Tama kerer la ini kerme kerer, ke kere ka use falaulau fanu la sabin ini, fanseh ae God i fakiis ta ri, arae i tom. 
JAS.3.10	Ususefages ke orek laulau, ru turim ru suuh la tina ngusu kerer. Foron tuaklik, biil i to rokap arae. 
JAS.3.11	Biil ifasih dan mir turan tes run ring suuh turim tina nenge matan dan. 
JAS.3.12	Foron tuaklik, biil ifasih le au na fik in luun fuan olif, ke biil sabin ifasih le au na wain in luun fuan fik. Arae sabin, biil ifasih rin utfe dan mir tina palgantes.
JAS.3.13	Male tikas lo gam i mel e rokap na wolwol kia ma i tom tasum, in finngas u ini rokap na sinangu, ke in fapuh u tom, ma ik tel foron rokap na foim. Kaltu ae i fapuh u la tom, i finngas tasum tekentu. 
JAS.3.14	Isau male imel e wolwol laulau na fatpoto gam, ke gam ka im tier la una falaumet gam tom, gong gam usefages gam tom le imel e tasum kimi, ma gong gam bo kale tekentu la ini lem. 
JAS.3.15	Matngan tasum arae, biil i la tina kukulii. I e tasum sau tinaga na piklinbat, ke Satan, ma biil ken Tanwa Kalkaluu. 
JAS.3.16	Wara le fanseh ae imel e wolwol laulau kiri, ma ri ka im tier una falaumet ri la tom, liu kiri i rigorigo ma ifuun sabin ini foron marmarsan sinang laulau.
JAS.3.17	Isau le seh i mel e tasum tinbae na kukulii sing i, tier famu, in tapiek kalkaluu, ke in fuun ini siaroh, ke in wol la lon fal e fanu sabin, ke in tapiek tom wongwongmet, ke in fuun ini famais, ke in mel e rokap na fuan liu kia, ke sinangu in fafasih sau usuf fanu tikii, ma biil in mel e sinangun garan na liu kia. 
JAS.3.18	Kaltu ae ifuun ini siaroh, i fatapiek siaroh la, i arae nenge tom soso. Ma foron tier ae i lus u, i e foron sinang tortores.
JAS.4.1	Sanih i fatapiek fapaket ke fapue la na fatpoto gam? Iwara le gam ier isi in fuun e tier una falaes gam, ma wolwol ae, ka famam fapaket na liu kimi. 
JAS.4.2	Gam ier isi ti tier, isau le biil gam kep u. Gam ram na foron minmaran fanu ke gam ka siimete ri, isau le biil gam kep foron tier ae gam ier isi. Gam fafating ke gam ka fapaket, isau le biil gam kep u, wara le biil gam sising God isi. 
JAS.4.3	Aunbiing gam sising, ke biil gam kep foron tier ae gam sising isi, wara le wolwol kimi biil i tortores. Gam sising sau isi foron tier una falaes foes gam tom.
JAS.4.4	Gam la koseng ta God arae nenge fifin ae i lin antu ke ka telpes nenge kaltu keskes. Biil gam usum? Seh i ier isi sinangun piklinbat, i tapiek arae tuui ke God? Ma seh i ier isi in fatala turan sinangun piklinbat, i nenge tuui ke God. 
