MAT.1.1	Libri i gjeneallogjisë Iesu Krishtit, birit Davidit, birit Abrahamit.
2TH.2.13	Por na kemi detyrë me iu falunë ndersë Perëndisë përherë për ju, o vëllazën të dashunë prei Zotit, se Perëndia u sgjodhi juve çë përpara herësë për shpëtim, me shenjtënimin’ e Shpirtit, edhe me besën’ e së vërtetësë,
2TH.2.14	qi mb’ate u thirri juve me anë të ungjillit t’ynë, për fitimin’ e laftit Zotit t’ynë Iesu Krishtit.
2TH.2.15	Përandai pra, o vëllazën, qindroni, edhe mbani ato porositë qi u mësuetë, a prei fjalësë, a prei letërësë t’onë.
2TH.2.16	Edhe Zoti ynë Iesu Krishti vetë, e Perëndia edhe Ati ynë, ai qi na deshi, 
2TH.2.17	ngushulloftë zemëratë tueja, edhe u forcoftë juve me qish do fjalë e punë të mirë.
2TH.3.1	Së mbrapëni, o vëllazën, fali për ne, qi të eci fjala e Zotit, edhe të lavdohetë, sikurse edhe te ju,
2TH.3.2	edhe qi të shpëtoimë prei nierëzëvet kotë e të këqi, sepse nukë 
2TH.3.3	por besëtar ashtë Zoti, qi ka me u forcuem juve, e ka me 
2TH.3.4	Edhe kemi shpëresë mbë ju me anë të Zotit, se ato qi u porositëm juve, edhe i bani, edhe keni me i bamë.
2TH.3.5	Edhe Zoti dreitoftë zemëratë tueja ndë dashuni, edhe ndë durim të Krishtit.
2TH.3.6	Edhe u porosisimë juve, o vëllazën, mb’emënë të Zotit t’ynë Iesu Krishtit, të mërgohi prei qish do vëllai qi ecën pa udhë, edhe jo mbas asai porosisë qi muer prei nesh.
2TH.3.7	Sepse ju e dini, se si duhetë me na marrë mbrapa, sepse nuk’ u prum pa udhë ndër ju,
2TH.3.8	as bukë nukë hangrëm dhunëti prei kuit, por me mundim e me fëdigë, tue punuem nat’ e ditë, qi të mos i bahemi barrë ndonjianit prei jush.
2TH.3.9	Jo se s’kemi pushtet, por qi t’apimë vetëhenë t’onë shëmbëllëtyrë për me na marrë mbrapa.
2TH.3.10	Sepse edhe kur ishim te ju, këte u porositëm juve, se ndë mos dashtë kushi me punuem, as le të mos hajë.
2TH.3.11	Sepse ndëgjoimë disa vetë ndër ju tue ecunë pa udhë, edhe nukë punojnë kreit, por sillenë rrotullë me vum’ ore punë të kota.
2TH.3.12	Edhe të tillëtë 
2TH.3.13	Por ju, o vëllazën, mos lodhi tue bamë mirë.
2TH.3.14	Edhe ndë mos i ndëgjoftë kushi fjalësë t’onë 
2TH.3.15	por mos e vini ore ate si anëmik, por mësonia si vëlla.
2TH.3.16	Edhe vetë Zoti i paqtimit u dhashtë juve paqtiminë kurdo me qish do mëndyrë. Zoti 
2TH.3.17	Të falunitë me shëndet u shkrue me dorënë t’eme të Paulit, qi ashtë shenjë mbë qish do letërë, kështu shkruej.
2TH.3.18	- Hiri i Zotit t’ynë Iesu Krishtit 
1TI.1.1	Pauli apostulli Iesu Krishtit mbas urdhënimit Perëndisë shëlbuesit t’ynë, edhe Zotit Iesu Krisht, shpëresësë t’onë,
1TI.1.2	mbë Timothenë të thieshtinë dialë ndë besët: 
1TI.1.3	Sikurse t’u luta, kur veje ndë Maqedoni, të presish ndë Efesë, qi të porosisish disa 
1TI.1.4	as të mos u venë vesh përrallavet e brezavet qi s’kanë të mbaruem, të cillatë bijenë qarta ma tepërë se të ndërtuemit’ e Perëndisë mbë besët.
1TI.1.5	Edhe e mbaruemeja e porosisë ashtë dashuni prei zemërësë këthiellëtë edhe 
1TI.1.6	prei këtyneve disa 
1TI.1.7	tue dashunë me qenunë mieshtra ligje, qi ata s’marrinë vesht as për ato qi thonë, as për ato qi bajnë për të vërteta.
1TI.1.8	Edhe e dimë se ligja 
1TI.1.9	tue ditunë këte, se ligja nuk’ ashtë vumë për të dreitinë, por për të paligjët’ e për të pabindunit, për ata qi s’nderojnë Perëndinë edhe për fajtorët, për të paudhët e për të ndytët, për ata qi vrasinë t’atin’ e t’amënë, për ata qi vrasinë nierës,
1TI.1.10	për kurvarët, për ata qi gjindenë me mashkuj, për ata qi shesinë nierës, për rrenësit, për ata qi bajnë be rrenë, edhe për qish do tietërë gja qi del kundrë mësimit shëndoshë,
1TI.1.11	mbas ungjillit laftit të lumit Perëndi, qi m’u zu besë.
1TI.1.12	Edhe i falem ndersë Zotit t’ynë Iesu Krishtit qi më dha fuqi, se më gjukoi për besëtar, e më vuni mbë shërbesët,
1TI.1.13	qi 
1TI.1.14	Edhe hiri i Zotit t’ynë u tepërue tek 
1TI.1.15	Për të zanë besë ashtë fjala, edhe e vëjefshime për të pritunë, se Iesu Krishti erdhi ndë botët me shpëtuem fajtorë, qi prei atyneve jam un’ i pari.
1TI.1.16	Por përandai u përdëllyeshë, qi Iesu Krishti të diftojë përpara te unë gjithë zemërën’ e gjanë, për shëmbëllëtyrë atyneve qi kanë me i besuem ati për jetë të pasosëme.
1TI.1.17	Edhe mbë mbëretin’ e jetëvet, të pavdierrinë, të padukuninë, të vetëminë të ditshiminë Perëndi qoftë 
1TI.1.18	Këte porosi po ta la n’dorë tyi, o dialë Timothe, mbas profeziash qi kanë qenunë përpara për tyi, të luftojsh luftën’ e mirë me ato,
1TI.1.19	tue pasunë besë edhe ndërgjegjëje të mirë, të cillënë disa 
1TI.1.20	prei këtyneve ashtë Hymenai edhe Aleksandri, të cillët’ i kam dhanë n’dorë të Satanait, qi të mësohenë mos me nemunë.
1TI.2.1	Lutem pra para gjithë 
1TI.2.2	për mbëretinë, për gjithë sa janë mbë shkallë të naltë, qi të shkojnë jetë të papërzieme e të urtë me qish do farë bese të mirë e të hieshime.
1TI.2.3	Sepse këjo asht’ e mirë edhe e pëlqyeshime përpara Perëndisë shëlbuesit t’ynë.
1TI.2.4	I cilli don të shpëtohenë gjithë nierëzitë, edhe të vinë me ngjofunë mirë të vërtetënë.
1TI.2.5	Sepse 
1TI.2.6	qi dha vetëvetëhenë shpërblim për të gjithë, për deshmi ndër kohëna të urdhënueme,
1TI.2.7	për të cillënë 
1TI.2.8	Due pra të falenë burratë mbë qish do vend, tue ngritunë duer të këthiellëta pa zemërim e pa mendim.
1TI.2.9	Por kështu edhe gratë le të stolisinë vetëvetëhenë me petëka qi u ka hie, me turp e me urti, jo me gërshetëna, a me ar, a me margaritarë, a me petëka qi vëjejënë shumë,
1TI.2.10	por (qish duhetë mb’ato gra qi diftojënë vetëvetëhenë se kanë frikë Perëndinë) me punë të mira.
1TI.2.11	Grueja le të mësohet’ urtësisht me qish do farë të binduni.
1TI.2.12	Edhe gruenë nuk’ e la me mësuem, as me urdhënuem burrinë, por të rrijë urtë.
1TI.2.13	Sepse përpara u krijue Adami, mbasandai Eva,
1TI.2.14	edhe Adami nuk’ u gënjye, por grueja u gënjye, e duel jashtë udhet,
1TI.2.15	por ka me shpëtuem për dielmt qi piell, ndë mbetshinë ndë besë e ndë dashuni e ndë shenjtënim me urti.
1TI.3.1	Për të zanë besë 
1TI.3.2	Duhetë pra episkopi me qenun’ i pazanë me faj, burr i nji grueje, i esulltë, i mentshim, i hieshim, miku i të huejëvet, i zoti për me mësuem.
1TI.3.3	Jo pianec, jo rrafës, jo të detë fitim të keq, por të 
1TI.3.4	të guvernojë mirë shtëpin’ e vet, të ketë dielm ndën’ urdhënë sikurse i ka hie
1TI.3.5	(sepse, ndë qoftë kushi qi s’di me guvernuem shtëpin’ e vet, si do t’i ketë kujdes kishësë Perëndisë?);
1TI.3.6	të mos 
1TI.3.7	Edhe ai duhetë me pasun’ edhe deshmi të mirë prei të përjashtëmvet, qi të mos bierë ndë turpëni e ndë lak të diallit.
1TI.3.8	Xhakonatë por kështu 
1TI.3.9	të kenë mysterin’ e besësë ndë ndërgjegjëje të këthiellëtë.
1TI.3.10	Edhe këta le të provohenë ma pari, mbasandai le të bahenë xhakona, ndë qofshinë të patërhiekunë me faj.
1TI.3.11	Gratë por kështu 
1TI.3.12	Xhakonatë le të jenë burra të nji grueje qi guvernojënë mirë dielmt’ edhe shtëpiat’ e veta,
1TI.3.13	sepse ata qi bajënë shërbim të mirë, fitojnë shkallë të mirë për vetëvetëhenë, edhe kanë shumë sy e faqe ndë besët qi ashtë mbë Iesu Krishtinë.
1TI.3.14	Këto po ju shkruej, tue shpëryem me ardhunë për së shpeiti te ti,
1TI.3.15	por nd’ u vonofsha, qi të dish si duhetë me u prumë ndë shtëpi të Perëndisë, e cilla ashtë kisha e Perëndisë gjallë, shtylla edhe të mpështetunit’ e të së vërtetësë.
1TI.3.16	Edhe pa ndonji fjalë kundrë i math ashtë mysteri i besësë: Perëndia u diftue ndë mish, duel i dreitë ndë shpirt, u duk ndër engjuj, u predikue ndër kombe, u zu besë ndë botët, hipi 
1TI.4.1	Edhe Shpirti 
1TI.4.2	qi flasinë gënjeshtra me hipokrisi, të cillëtë kanë përvëluem ndërgjegjëjen’ e vet;
1TI.4.3	sepse ndalinë me u martuem, 
1TI.4.4	Sepse qish do krijesë e Perëndisë 
1TI.4.5	sepse shenjtënohetë prei fjalësë Perëndisë, e prei së lutëmesë.
1TI.4.6	Ndë u porositsh vëllazënavet këto, ke me qenunë shërbëtor’ i mirë te Iesu Krishti, tue u shkuem me fjalët e besës’ edhe me mësimin’ e mirë, qi i re mbrapa.
1TI.4.7	Edhe hiq dorë prei përrallavet ndyta edhe të plakavet, por mëso vetëhenë tande ndë besë të mirë.
1TI.4.8	Sepse të mësuemit’ e korpit asht’ i mirë për pak 
1TI.4.9	Për të zanë besë 
1TI.4.10	Sepse për këte mundohemi edhe jemi të përbuzunë, sepse shpëryem mbë Perëndin’ e gjallë, i cilli ashtë shëlbuesi i gjithë nierëzëvet, por ma fort i besëtarëvet.
1TI.4.11	- Porosit këto edhe mëso.
1TI.4.12	Askushi le të mos të përqeshi për dielmënine tande, por u ban figure ndër besëtarët mbë fjalët, mbë të prumit, mbë dashunit, mbë frymët, mbë besët, mbë pastrimt.
1TI.4.13	Deri sa të vij, bieri mbrapa të kënduemesë, të lutëmesë, të mësuemesë.
1TI.4.14	Mos purto dhunëtinë qi ashtë te ti, e cilla t’u dha me anë të profezisë kur vunë duertë mbi tyi pleqësia.
1TI.4.15	Këto shko ndëpër mend, mbë këto të mbesish, qi të dali për faqe mbarësia jote mbë të gjithë.
1TI.4.16	Kij kuides vetëhesë s’ate edhe mësimit, qindro mb’ato. Sepse kur të bajsh këte, ke me shpëtuem edhe vetëhenë tande, edhe ata qi të ndëgjojënë tyi.
1TI.5.1	Plakunë mos e qartoish, por mësoje porsi atë; të ritë mësoi porsi vëllazën,
1TI.5.2	plakatë porsi ama, të ratë porsi motëra, me qish do farë pastërtie.
1TI.5.3	Ndero grat’ e veja, ato qi janë me të vërtetë të veja.
1TI.5.4	Edhe ndë pastë ndonji e ve dielm a nipën, le të mësojënë ma përpara shtëpin’ e vet të kenë besë të mirë, edhe t’u apinë shpagime përintvet, sepse këjo asht’ e mirë edhe e pëlqyeshime përpara Perëndisë.
1TI.5.5	Edhe 
1TI.5.6	Por ajo qi prish shumë, ndonësë rron, ka vdekunë.
1TI.5.7	Edhe porositi këto, qi të jenë të pazana me gojë për të keq.
1TI.5.8	Por ndë mos u mendoftë kushi ma përpara për të vërtet, edhe ma fort për të shtëpisë vet, ai ka mohuem besënë, edhe ashtë ma i keq se i pabesi.
1TI.5.9	E veja ma pak se gjashtë dhetë vieç le të mos vihetë ndë numërë 
1TI.5.10	edhe të bahetë deshmi për vepëra të mira: ndë past’ ushqyem dielm, ndë pastë pritunë të huej, ndë pastë lamë kambë shenjtënish, ndë u pastë ndimuen atyne qi kanë qenunë ndë shtrëngim, ndë i pastë ranë mbrapa qish do vepëre të mirë.
1TI.5.11	Por hiq dorë prei së vejavet ra, sepse kur të kënaqenë kundrë Krishtit, duenë me u martuem;
1TI.5.12	ato kanë mundim, sepse shkelnë besën’ e parë.
1TI.5.13	Edhe mbassi janë pa punë, mësohenë me votunë rreth ndëpër shtëpiat; edhe jo vetëm pa punë por edhe fjalë-shuma e kërkimsore, tue folun’ ato qi s’duhenë.
1TI.5.14	Due pra të ratë me u martuem, të bajënë dielm, të bahenë zonja shtëpie, të mos i apin’ anëmikut as ndonji shkak për me u përqeshunë.
1TI.5.15	Sepse disa prei asosh u këthyen’ e ranë mbrapa Satanait.
1TI.5.16	Ndë pastë të veja ndonji besëtar a besëtare, le t’u ndimojë atyne, edhe le të mos randohetë kisha, qi 
1TI.5.17	Pleqtë qi shikojënë mirë punën le të marrinë dy fijsh nderë, ma fort ata qi mundohenë me fjalë e me mësim.
1TI.5.18	Sepse shkronja thotë: “Mos i mbëçelish gojën kaut kur shin 
1TI.5.19	Mos prit kallëzim kundrë plakut, veç ndë u baftë deshmi prei dy, a prei tre deshmitarësh.
1TI.5.20	Qarto përpara të gjithëve ata qi fëjejënë, qi të kenë frikë edhe të tierëtë.
1TI.5.21	Të ve mbë be përpara Perëndisë, edhe Zotit Iesu Krisht, edhe engjujvet sgjedhunë, qi t’i rueish këto pa bamë gjyq përpara, as të mos bajsh 
1TI.5.22	Mos vesh duertë përmbi ndonji shpeit, as mos merr piesë ndë faje të hueja; ruei vetëhenë tande të pastër.
1TI.5.23	Mos pi ma ujë, por pi pakëzë venë për plandësinë tand, edhe për të shpeshat sëmundat’ e tua.
1TI.5.24	Disa nierëzëve u kanë dalunë fajetë për faqe çë përpara, tue primë ndë gjyq, edhe disa 
1TI.5.25	Por kështu edhe vepërat’ e mira 
1TI.6.1	Sa janë ndënë sgjedhë shërbëtorë, le t’i kuitojënë të zotënit’ e vet të vëjefshim për qish do farë nderie, qi të mos nemet’ emëni i Perëndisë edhe mësimi.
1TI.6.2	Edhe ata qi kanë zotëni besëtarë, le të mos i hedhin poshtë, sepse janë vëllazën, por ma shumë le t’u punojënë, sepse ata qi fitojënë punën’ e mirë janë besëtarë edhe të dashunë. Këto mëso edhe porosit.
1TI.6.3	Ndë mësoftë kushi mësime të hueja, edhe ndë mos i voftë mbrapa fjalëvet shëndosha të Zotit t’ynë Iesu Krishtit, edhe mësimit qi ashtë mbas besësë mirë,
1TI.6.5	prei të cillavet del zmir, qartë, të nemunë, mendime të doba, fjalë të kota nierëzish të prishunë mentsh, edhe qi janë të mangutë prei së vërtetësë, sepse ata kuitojënë se bes’ e mirë ashtë për fitim. Mërgohu prei të tillësh.
1TI.6.6	Por bes’ e mirë me mbastiminë mbë të pakët ashtë fitim i math.
1TI.6.7	Sepse asgja s’kemi prumë ndë botët, edhe e marrimë vesht fort mirë, se as s’mundemi me marrë gja jashtë me vetëhe.
1TI.6.8	Por kur kemi ushqime e mbulesa, le të na mbastojënë këto.
1TI.6.9	Edhe ata qi duenë me u bamë të pasunë, bijënë ndë ngasëje edhe ndë lak, edhe ndër shumë dëshërime qi janë të marra, edhe qi bajënë keq, të cillatë mbushinë nierëzitë ndë prishie e ndë hupie.
1TI.6.10	Sepse rranja e gjithë të këqiavet ashtë dashunia e argjandit; disa qi i pëlqyen’ asai duelnë jasht’ udhësë besësë, edhe e shkuenë vetëhen’ e atyne me shumë të dhimtuna.
1TI.6.11	Por ti, o nieriu i Perëndisë, ik prei këtyneve, edhe ndiq dreitëninë, besën’ e mirë, besënë, dashuninë, duriminë, butësinënë.
1TI.6.12	Lufto luftën’ e mirë të besësë, rroq jetën’ e pasosëme, mbë të cillën’ edhe u thirre, edhe rrëfeve rrëfimin’ e mirë përpara shumë deshmitarëve.
1TI.6.13	Të porosis përpara Perëndisë qi u ep jetë të gjithave, edhe 
1TI.6.14	të rueish porosinë pa shgryem, pa palavi, deri mbë të dukunit të Zotit t’ynë Iesu Krisht,
1TI.6.15	të cillinë ndë kohëna të veta ka me e diftuem i lumuni edhe i vetëmi fuqitar, mbëreti i mbëretënavet, edhe zoti i zotënavet,
1TI.6.16	ai qi ka vetëmë pavdekëninë, edhe qi ashtë ndenjunë ndë dritë të paafrueshime, të cillin’ askushi prei nierëzish s’e pa, as mundetë me e pamë; mb’ate 
1TI.6.17	Porosit të pasunitë ndë këte jetë, të mos mendojënë nalt, as të mos shpërejënë mbë pasiet qi s’dihetë, por mbë Perëndin’ e gjallë qi na ep të gjitha me dorë të hapëtë për fitim;
1TI.6.18	të punojënë punë të mira, të bahenë të pasunë me punë të mira, të jenë dorë-hapëtë, të shoqënueshim,
1TI.6.19	të venë mbë-nj-anë thesore për vetëhen’ e atyneve 
1TI.6.20	O Timothe, ruei ndorienë, edhe këthe shpinënë prei të ndytavet fjalëvet kota, edhe prei të përpiekunavet me fjalë asai mendieshë qi qjuhetë rrenë.
1TI.6.21	Të cillënë mbassi thoshinë disa se e dinë, ranë prei udhësë besësë. Hiri 
2TI.1.1	Pauli apostull’ i Iesu Krishtit me dashunimin’ e Perëndisë mbas të zotuemesë jetësë qi ashtë mbë Iesu Krishtinë,
2TI.1.2	mbë Timothenë dialin’ e dashunë: 
2TI.1.3	Falemi ndersë Perëndisë, të cillinë lus çë prei përintvet mi me ndërgjegjëje të këthiellëtë, se pa pushim të kuitoj ndë të lutunat’ e mia nat’ e ditë,
2TI.1.4	edhe kam mall me të pamë, kur kuitoj lott’ e tu, qi të mbushem me gëzim,
2TI.1.5	sepse bije ndër mend besënë pa hipokrisi qi ashtë te ti, e cilla ndenji ma pari te jot gjyshe Loida, edhe te jot amë Eunika; edhe m’u ka mbushunë mendia, se 
2TI.1.6	Për ate punë të bije ndër mend, qi të ngjallish për-së-ri dhunëtin’ e Perëndisë, e cilla ashtë te ti prei duervet mia qi kam vumë mbi tyi.
2TI.1.7	Sepse Perëndia s’na ka dhanë shpirt frike, por 
2TI.1.8	Mos ki turp pra për deshmin’ e Zotit t’ynë, edhe për mue të lidhunin’ e ati, por hiq keq bashkë me ungjillinë mbas fuqisë Perëndisë,
2TI.1.9	i cilli na shpëtoi, edhe na thirri me të thirrunë të shenjtënueshim, jo mbas punëvet t’ona, por mbas këshillesë vet, edhe mbas hirit qi na u dha me anë të Iesu Krishtit para motevet pasosunë;
2TI.1.10	edhe tashti duel për faqe me të dukunit’ e Shëlbuesit t’ynë Iesu Krishtit, i cilli rrenoi vdekënë, edhe nxuer ndë dritë jetën’ edhe paprishienë me anë të ungjillit;
2TI.1.11	për ate u vush’ unë leçitës edhe apostull edhe mieshtër i kombevet.
2TI.1.12	Qi për ate punë edhe pësoj këto, por s’kam turp, sepse dij se kuit i kam besuem, edhe m’u ka mbushunë mendia se mundetë me rueitunë ndorienë t’eme deri mb’ate ditë.
2TI.1.13	Ruei formën’ e fjalëvet shëndosha qi ndëgjove prei meje, me besë edhe me dashuni qi ashtë mbë Iesu Krishtinë.
2TI.1.14	Ndorien’ e mirë rueje me anë të Shpirtit Shenjt qi rri mbë ne.
2TI.1.16	Dhashtë Zoti përdëllim ndë shtëpit të Onesiforit, sepse shumë herë më dha zemërë, edhe s’pat turp për hekurat e mia,
2TI.1.17	por kur erdhi ndë Romë, më kërkoi me shumë nxitim, edhe 
2TI.1.18	Zoti i dhashtë me gjetunë përdëllim prei Zotit nd’atë ditë, edhe sa shërbesa bani ndë Efesë, ti e di ma mirë.
2TI.2.1	Ti pra, diali em, forcohu ndë hirt qi ashtë mbë Iesu Krishtinë;
2TI.2.2	edhe sa ndëgjove prei meje prei shumë deshmitarësh, epi këto ndër duer nierëzish besëtarë, atyneve qi të jenë të zotënitë me mësuem edhe të tierë.
2TI.2.3	Ti pra hiq keq porsi ushtëtuer i mirë i Iesu Krishtit.
2TI.2.4	Sepse askushi s’ngatërrohetë me tregjetit e 
2TI.2.5	Por edhe ndë luftoftë kushi, s’kunorëzohetë, ndë mos luftoftë sikurse ashtë ligja.
2TI.2.6	Bulku qi mundohetë duhetë me marrë piesë ma përpara prei pemëvet.
2TI.2.7	Kupëto sa 
2TI.2.8	Kij ndër mend Iesu Krishtinë prei farësë Davidit, qi ashtë ngjallunë prei së vdekunish mbas ungjillit t’em,
2TI.2.9	qi për ate 
2TI.2.10	Përandai duroj të gjitha për të sgjedhunit, qi të gjejën’ edhe ata shpëtiminë qi ashtë mbë Iesu Krishtinë bashkë me laftin e pasosunë.
2TI.2.11	Për të zanë besë ashtë fjala, sepse ndë kemi vdekunë bashkë 
2TI.2.12	ndë durofshim, edhe kemi me mbëretënuem bashkë; ndë e mohofshim, edhe ai ka me na mohuem;
2TI.2.13	ndë ndalshim të pabesë, ai mbet besëtar, nukë mundetë me mohuem vetëvetëhenë.
2TI.2.14	Këto ua bier ndër mend, tue dhanë deshmi përpara Zotit, të mos hahenë me fjalë për gja qi s’duhetë, 
2TI.2.15	Nxito me nxierrë vetëhenë tande përpara Perëndisë të provueshim, punëtuer faqe-bardhë, qi pret dreitë fjalën’ e së vërtetësë.
2TI.2.16	Edhe reshtu prei të ndytavet zanavet kota, sepse shtojënë ma shumë pabesëni;
