GEN.1.1	Íꞌdóngárá gá ꞌdãá, Múngú gbi ꞌbụ̃ pi vũ be. 
ROM.12.6	Múngú ꞌbã ẹ́sị́ múké ꞌbá ní, sẽ ꞌbá ní fẽfẽ tã ꞌozú rĩ pi céré ãndíãndí. Fẽfẽ ꞌbá rĩ vé rĩ, ĩri dõ rizú tã Múngú ní iꞌdaá rĩ ũlũzú ꞌbá rĩ pi ní, lẽ ã ũlũ ụ́ꞌdụ́kọ́ Múngú vé rĩ ꞌbá rĩ pi ní, ĩrivé ẹ̃ꞌyị̃ngárá ã adri ãmbúgú. 
ROM.12.7	Múngú sẽ dõ mî ri ẹ̃zị́ ngaá ꞌbá ụrụkọ ní, lẽ mî nga ẹ̃zị́ rĩ mụzú múké, Múngú sẽ dõ mî ri ꞌbá rĩ pi ímbá, lẽ mî ímbá ꞌbá rĩ pi mụzú múké. 
ROM.12.8	Múngú sẽ dõ mí ní ẹ̃zị́ rizú ꞌbá rĩ pi ẽ ẹ́sị́ ũmĩzú, lẽ mî ũmĩ nyo ꞌbá rĩ pi ẹ́sị́ mụzú. Múngú sẽ dõ mî ri ngá sẽé ꞌbá rĩ pi ní, lẽ mî sẽ ngá rĩ ẹ́sị́ be céré. Múngú sẽ dõ mî adri drị̃koma rú, lẽ mî rụ ꞌbá rĩ pi mụzú múké. Múngú sẽ dõ mí ní ẹ́sị́ ĩdríkídri adrizú ꞌbá rĩ pi be, lẽ mî sẽ kộpi ní ngá rĩ ãyĩkõ sĩ.
ROM.12.9	Lẽngárá ĩmivé rĩ ã adri lẽngárá áda ni. Lẽ ĩmi gãkí tã ũnjí rĩ pi céré sĩ, lẽ ĩmi ꞌokí tã múké ni pi mụzú áyu. 
ROM.12.10	Lẽ ĩmi lẽkí ĩmi ọ̃gụ̃pị́ị lẽlẽ, ãzini lẽ ꞌbá ãlu ãlu ẽ ị̃njị̃ ꞌí ọ́gụ́pị ri agaá rá. 
ROM.12.11	Lẽ ĩmi ꞌbãkí ũvũ tã Múngú vé rĩ sĩ ku, ꞌbo lẽ ĩmi ngakí ẹ̃zị́ Úpí ní ẹ́sị́ be céré. 
ROM.12.12	Ĩmi kádõ rií tã drị̃drị̃ ꞌdĩlé rĩ ã tã ụ̃sụ̃ụ́, lẽ ĩmi adrikí ãyĩkõ sĩ. Ĩmi dõ ri ĩzãngã nya, lẽ ĩmi adrikí ẹ́sị́ be mãdã, lẽ ĩmi ꞌbãkí ẹ́sị́ rizú Múngú ri zịzú. 
ROM.12.13	Lẽ ĩmi ãlẽkí ngá ꞌbá Múngú vé ngá ãkó rĩ pi be trụ́. ꞌBá ĩmi ní nị̃ị́ kuyé ni pi ífíkí dõ ícá ĩmivé ꞌbẹ̃tị́ ãsámvú gé, ĩmi ẹ́ꞌyị́kí kộpi drị́ ị̃rị̃ sĩ.
ROM.12.14	ꞌBá ĩmi ꞌoꞌbá ũnjí rĩ pi, ĩmi sẽkí kộpi ní tãkíri, ã trikí kộpi ku. 
ROM.12.15	ꞌBá rĩ pi dõ ri ãyĩkõ ꞌbã, ĩmi ꞌbãkí ãyĩkõ rĩ kộpi be trụ́, ꞌbá rĩ pi dõ ri ãvũ ngo, ĩmi ngokí ãvũ rĩ kộpi be trụ́. 
ROM.12.16	Lẽ ĩmi adrikí tã be kíri ĩmi ãsámvú gé sĩ. Lẽ ĩmi rikí ĩmi íngú ku, ꞌbo lẽ ĩmi rụkí ũndĩ ꞌbá ĩ ní ndreé kú mịlé gá ẹ̃zị́ ãkó rĩ pi be, lẽ ĩmi ụ̃sụ̃kí ꞌyozú kínĩ ĩmi ndẽkí ꞌbá ụrụkọ rá ꞌdíni ku.
ROM.12.17	ꞌBá ãzi ꞌo dõ ĩmi ũnjí, lẽ ĩmi ꞌokí ĩri ũnjí sụ̃ ĩri ní ĩmi ꞌoó ũnjí rĩ tị́nị ku. Lẽ ĩmi ꞌokí tã índrépi ꞌbá rĩ pi mịlé gá múké ni áyu. 
ROM.12.18	Lẽ ĩmi ꞌbãkí úvá adrizú ꞌbá rĩ pi be céré tã be kíri. 
ROM.12.19	Mávé ũndĩ rĩ pi, ꞌbá rĩ ꞌo dõ ĩmi ũnjí, lẽ ĩmi újákí ĩri ní tã ũnjí ku, ĩmi kukí tã rĩ Múngú drị́gé, Múngú ã ũfẽ nĩ, ãꞌdiãtãsĩyã sĩkí Búkũ Múngú vé rĩ agá, Úpí Múngú kĩnĩ, “Ma ímụ́ tã ꞌdĩri ũfẽ nĩ.”
ROM.12.20	ꞌBo lẽ ĩmî ꞌokí tã rĩ sụ̃ Búkũ Múngú vé rĩ ní ꞌyoó rĩ tị́nị,
ROM.12.20	“Ãríꞌbá mívé rĩ ẹ̃bị́rị́ fụ dõ ĩri nĩ, lẽ mî sẽ ĩri ní ngá nyaá,
ROM.12.20	yị̃ị́ úvá ndẽ dõ ĩri nĩ, ꞌí sẽ ĩri ní yị̃ị́ mvụụ́.
ROM.12.20	ꞌÍ ꞌo dõ ĩri múké, ĩri ívé ũnjĩkãnyã nị̃ ámá rá, ĩri drị̃njá ị́sụ́.”
ROM.12.21	Lẽ ĩmî kukí ũnjĩkãnyã ã ndẽ ĩmivé ũkpõ ku, ꞌbo lẽ ĩmî ꞌokí tã múké, ĩmî ndẽkí rí ũnjĩkãnyã vé ũkpõ ãní.
ROM.13.1	Lẽ ꞌbá céré ã ꞌdụkí ꞌbá ambugu ãngũ rụꞌbá rĩ pi vé tã ngaánga, ũkpõ ẹ̃zị́ ngazú rĩ Múngú ri sẽ ꞌbá ambugu rĩ pi ní nĩ, ãzini ꞌbá céré ĩ ní ũꞌbãá ꞌbá ambugu rú rĩ pi Múngú ꞌbã kộpi nĩ. 
ROM.13.2	ꞌBá rĩ ọwụ dõ ꞌbá ambugu rĩ pi vé tã gí, ọwụ ꞌdĩri tã Múngú ní ẹzịị́ rĩ, ꞌbá tã ꞌoꞌbá ꞌdíni ꞌdĩꞌbée, ĩ tã lị kộpi drị̃gé. 
ROM.13.3	ꞌBá tã ꞌoꞌbá pịrị rĩ pi, kộpi ícókí adrií ụ̃rị̃ sĩ ꞌbá ambugu rĩ pi sĩ ku, ꞌbo ꞌbá tã ꞌoꞌbá pịrị ku rĩ pi, kộpi adri ụ̃rị̃ sĩ. ꞌÍ lẽ dõ adrií ꞌbá ambugu rĩ pi sĩ ụ̃rị̃ sĩ ku, lẽ mî ꞌo tã pịrị, ĩri sẽ kộpi mi íngúngũ. 
ROM.13.4	ꞌBá ambugu rĩ pi ãtíꞌbá Múngú vé ni, kộpi ꞌbá rĩ pi ẽ ĩzã ko tã múké sĩ. ꞌBo ꞌbá riípi tã ũnjí ꞌoópi rĩ, ĩri adri ꞌbá ambugu rĩ pi sĩ ụ̃rị̃ sĩ, ãꞌdiãtãsĩyã kộpi ũkpõ be ꞌbá tã ũnjí ꞌoꞌbá rĩ pi ĩrĩŋãzú Múngú vé jĩkó iꞌdazú ãní.
ROM.13.5	Lẽ ĩmî ꞌdụkí ꞌbá ambugu ãngũ rụꞌbá rĩ pi vé tã ngaánga, adri ꞌyozú kínĩ, ĩmi ꞌyéŋá kộpivé tã ꞌdụ nga ĩ ní lẽé ĩmi ĩrĩŋãá rĩ sĩ yã ꞌdíni ku, ĩri tã pịrị ĩmi ni kộpivé tã ꞌdụụ́ ngaá rĩ sĩ.
ROM.13.6	Tã ã pá ĩ ní rizú mũfẽngã ũfẽzú rĩ ꞌdĩ, ꞌbá ambugu ꞌdĩꞌbée ãtíꞌbá Múngú vé ni, kộpivé ẹ̃zị́ ngaá rĩ rizú ꞌbá rĩ pi ã tã mbazú céré. 
ROM.13.7	Lẽ ĩmi ũfẽkí ngá ꞌbá ambugu rĩ pi ní lẽé ĩmi vúgá rĩ ũfẽfẽ. Dõ ngá rĩ mũfẽngã umbe jezú rĩ ã ũfẽngárá, ĩmi ũfẽkí kộpi ní. Lẽ ĩmi rukí kộpi ruru, ĩmi ị̃njị̃kí kpá kộpi ị̃njị̃njị̃.
ROM.13.8	Lẽ mî adri mẹ̃rị́ ꞌbá ãzi vé ni be ku, ngá múké ĩ ní lẽé rĩ, lẽ ĩmi lẽkí ĩmi lẽlẽ. ꞌBá ꞌí ọ́gụ́pị ri lẽépi lẽlẽ rĩ, ꞌdụ tãị́mbị́ rĩ vé tã ngaá gí. 
ROM.13.9	Tãị́mbị́ rĩ ꞌyo ꞌdíni, “Lẽ mî ꞌbã ọ̃wụ̃ ku, lẽ mî ꞌdị ꞌbá ku, lẽ mî ụ̃gụ̃ ꞌbá ãzi ã ngá ku, lẽ mî ꞌbã ẹ́sị́ ꞌbá mî gãrã gá rĩ vé ngá drị̃gé ku.”
ROM.13.10	Lẽngárá ri sẽ ꞌí ꞌo mí ọ́gụ́pị ri ũnjí ku. ꞌBá rĩ dõ lẽngárá be ẹ́sị́ agá, ꞌbá rĩ ꞌdụ ꞌdĩri tãị́mbị́ rĩ vé tã ngaá gí.
ROM.13.11	Lókí ĩmi ní tã pịrị ꞌozú rĩ, ĩri adriípi nõ. Lẽ ĩmi arukí ụ́ꞌdụ́ gélésĩ, ãꞌdiãtãsĩyã ꞌbá nị̃kí rá lókí ĩ ní lẽzú ꞌbâ pazú ũnjĩkãnyã agásĩ rĩ, ĩri ĩnyiŋáŋá, ĩrivé tã ndẽ lókí ándúrú ꞌbá ní Kúrísítõ ri ẹ̃ꞌyị̃zú drị̃drị̃ ꞌdãri rá. 
ROM.13.12	Ẹ̃sị̃ mãdã, tã ị́nị́ŋá vé rĩ pi dẹdẹ, ãngũ rĩ ílókõ ícá ụ̃tụ́ŋá rú. Lẽ ꞌbâ kukí tã ị́nị́ŋá vé rĩ ã ꞌongárá ãní, lẽ ꞌbâ úsúkí ngá ẹ̃ꞌdị́ vé rĩ pi, ꞌbâ adrikí rí ụ̃tụ́ŋá agá. 
ROM.13.13	Lẽ ꞌbâ adrikí múké, sụ̃ ꞌbá riꞌbá ẹ́cị́ꞌbá ụ̃tụ́ŋá agá rĩ pi tị́nị. Lẽ ꞌbâ ꞌokí tã ị́nị́ŋá vé rĩ pi ku, lẽ ꞌbá rikí íwá mvụụ́ ĩmẽrẽzú ku, lẽ ꞌbâ rikí ꞌbá úmú vũrã ãlu gé rií tã ũnjí ꞌoó ku, lẽ ꞌbâ ꞌbãkí ọ̃wụ̃ ku, lẽ ꞌbâ ꞌokí tã drị̃njá sẽépi ni ku, lẽ ꞌbâ adrikí ũmbá rú ꞌbâ ãsámvú gé sĩ ku, lẽ ꞌbâ adrikí ãꞌyã sĩ ku. 
ROM.13.14	Lẽ ĩmi ẹ̃ꞌyị̃kí Úpí Yẹ́sụ̃ Kúrísítõ ri áyu, lẽ ĩmi kukí tã ũnjí rụ́ꞌbá nõri ní lẽé rĩ pi rá.
ROM.14.1	Lẽ ĩmi ẹ́ꞌyị́kí ꞌbá adriípi ẹ̃ꞌyị̃ngárá be mũnyámúnya rĩ ífí ĩmi ãsámvú gé, lẽ ĩmi ꞌbãkí ãgátá tã ꞌbá ụrụkọ ní ndreé múké ãzini ꞌbá ụrụkọ ní ndreé ũnjí rĩ ã tã sĩ ku. 
ROM.14.2	ꞌBá ãzi ri ụ̃sụ̃, ꞌi ícó ngá rĩ pi ãrẽvú nya céré rá, ꞌbo ꞌbá adriípi ẹ̃ꞌyị̃ngárá be mũnyámúnya rĩ, ĩri ụ̃sụ̃, ꞌí lẽ ꞌyéŋá tị́bị́ nị̃ị́ nyaá áyu. 
ROM.14.3	ꞌBá ꞌyoópi ꞌí lẽ ngá ãrẽvú nyaá céré rĩ, lẽ ẽ ide ꞌbá riípi tị́bị́ nị̃ị́ nyaápi áyu rĩ ku, lẽ kpá ꞌbá tị́bị́ nị̃ị́ nyaápi áyu rĩ, ẽ ide ꞌbá ngá ãrẽvú nyaápi céré rĩ ku, ãꞌdiãtãsĩyã Múngú ãꞌyĩ ꞌbá rĩ pi ãrẽvú céré. 
ROM.14.4	Mi ãꞌdi ꞌi ícópi ꞌbá ãzi vé ãtíꞌbá ã tã ꞌyoópi ũnjí? Dõ ꞌo tã múké yã, dõ ꞌo tã ũnjí yã, Úpí ri îngá ĩrivé tã lị nĩ. Úpí ri ímụ́ ĩri ẽ ĩzã ko, sẽ ĩri tã nị̃ngárá ĩpẽ tã pịrị ꞌozú ãní.
ROM.14.5	Ụ́ꞌdụ́ ĩ ní Múngú ri ị̃njị̃zú rĩ ã tã sĩ, ꞌbá ãlu ri ụ̃sụ̃ ꞌyozú kínĩ, ĩpẽkí ụ́ꞌdụ́ ãzi ãlu ĩrivé tã ndẽ agaá rá, ꞌbo ꞌbá ãzi ri ụ̃sụ̃, ụ́ꞌdụ́ rĩ pi céré ĩ ícó Múngú ri ị̃njị̃ ãní rá. Lẽ ꞌbá ãlu ãlu ã ụ̃sụ̃ tã ị̃rị̃ ꞌdĩꞌbée ãsámvú, ngõri múké nĩ, ã ꞌdụ rí ngaá. 
ROM.14.6	ꞌBá ụ́ꞌdụ́ ãzi ãlu ni ꞌdụụ́pi ꞌbãápi tã ãmbúgú rú rĩ, ĩri tã ꞌdĩri ꞌo ꞌdíni Úpí Múngú ri ị̃njị̃zú. ꞌBá riípi ngá ãrẽvú nyaápi céré rĩ, ĩri ꞌdĩri ri Múngú ri ị̃njị̃, ãꞌdiãtãsĩyã ĩri ri Úpí ní õwõꞌdĩfô sẽ. ꞌBá riípi tị́bị́ nị̃ị́ nyaápi áyu, zãá nyaápi ku rĩ, ĩri ri Úpí ri ị̃njị̃, ãꞌdiãtãsĩyã ĩri kpá ri Múngú ní õwõꞌdĩfô sẽ. 
ROM.14.7	ꞌBávé adringárá ídri rú rĩ, ũkpõ ni adri ꞌbá drị́gé kuyé, ãzini ꞌbávé drãngárá, ũkpõ ni adri ꞌbá drị́gé kuyé. 
ROM.14.8	ꞌBâ dõ ri adri ídri rú, ꞌbâ Úpí Múngú ri ị̃njị̃, ꞌbâ ũdrãkí dõ gí, ꞌbâ adri ꞌbá Úpí vé ni. Dõ ꞌbâ ri adri ídri rú yã, dõku ꞌbâ ũdrãdrã yã, ꞌbâ ꞌbá Úpí vé ni.
ROM.14.9	Tã ꞌdĩri sĩ, Kúrísítõ drã ꞌbâ tã sĩ, gõ íngá ídri rú, ꞌî ímụ́ rí adrií Úpí rú ꞌbá ídri rú rĩ pi vé ni, ãzini ꞌbá ũdrãꞌbá gí rĩ pi vé ni. 
ROM.14.10	Lẽ mî átá mí ọ́gụ́pị Yẹ́sụ̃ ri ẹ̃ꞌyị̃ị́pi gí rĩ vé tã ũnjí ku, lẽ mî ide mí ọ́gụ́pị Yẹ́sụ̃ ri ẹ̃ꞌyị̃ị́pi gí rĩ ku, ꞌbá rĩ pi céré ímụ́ pá tu Múngú ẹndrẹtị gé, Múngú ri kộpivé tã lị nĩ. 
ROM.14.11	Sĩkí Búkũ Múngú vé rĩ agá,
ROM.14.11	“Úpí Múngú kĩnĩ, ‘Ma Múngú ꞌi,
ROM.14.11	ꞌbá rĩ pi céré ímụ́ kũmũcí ũtị̃ má ẹndrẹtị gé,
ROM.14.11	kộpi ímụ́ ꞌyo ĩ tị sĩ, ma Úpí Múngú ꞌi.’ ”
ROM.14.12	ꞌBá ãlu ãlu ri ímụ́ ívé tã ũlũ ꞌî tị sĩ Múngú ẹndrẹtị gé.
ROM.14.13	Kúru lẽ ꞌbâ kukí tã lịngárá ꞌbâ ọ̃gụ̃pị́ị drị̃gé rĩ ãní, lẽ mî ọ̃zụ̃ lẹ́tị ꞌbá lẽꞌbá ímụ́ꞌbá Kúrísítõ ri ẹ̃ꞌyị̃ꞌbá gí rĩ pi ní ku, kộpi ã ꞌbekí rí ĩvé ẹ̃ꞌyị̃ngárá ĩ drị́gé sĩ vũgá ku. 
ROM.14.14	Á nị̃ rá Úpí Yẹ́sụ̃ Kúrísítõ ã rụ́ sĩ, ngá nyanya ãzi ũnjí ni ꞌdãáyo, ꞌbá rĩ ụ̃sụ̃ dõ kínĩ ngá nyanya ꞌdĩri ũnjí, ĩri vúgá ngá nyanya ꞌdĩri ũnjí. 
ROM.14.15	Ngá nyanya mí ní rií nyaá rĩ, ĩri dõ ri mí ọ́gụ́pị Yẹ́sụ̃ ri ẹ̃ꞌyị̃ị́pi gí rĩ ní ĩzãngã sẽ, lẽ mî nya ĩri ã gãrã gá ku, ꞌí nya dõ ĩri ã gãrã gá, ꞌí lẽ ĩri kuyé. Ngá mí ní nyaá rĩ ã sẽ ĩzãngã ꞌbá Kúrísítõ ní drãá ĩrivé tã sĩ ꞌdĩri ní ku. 
ROM.14.16	Kúru ngá mí ní ụ̃sụ̃ụ́ kínĩ, ĩri múké ꞌdĩri, lẽ mî sẽ ã átákí drị̃ ni gé ũnjí ku. 
ROM.14.17	Ãꞌdiãtãsĩyã fingárá mãlũngã Múngú vé rĩ agá rĩ adri ꞌyozú kínĩ, ĩri ngá nyanya ã tã, dõku ngá ĩ ní rií mvụụ́mvụ rĩ pi ã tã ꞌdíni ku, ĩri tã ĩ ní ꞌoó pịrị, tã be kíri, ãyĩkõ sĩ rĩ. Tã ꞌdĩꞌbée Índrí Uletere rĩ ri sẽ nĩ. 
ROM.14.18	ꞌBá rĩ ꞌo dõ tã ꞌdĩri tị́nị Kúrísítõ ã rụ́ sĩ, ĩri Múngú ní ãyĩkõ sẽ, ꞌbá rĩ pi nga ẹ̃tị̃ kínĩ, tã ĩri ní ꞌoó ꞌdĩri múké.
ROM.14.19	Lẽ ꞌbá Yẹ́sụ̃ ri ẹ̃ꞌyị̃ꞌbá gí rĩ pi, tãkíri ã adri kộpi ãsámvú gé, kộpi ã útúkí rí ĩ ícá ũkpó ũkpó ĩvé ẹ̃ꞌyị̃ngárá agá. 
ROM.14.20	Ẽ izakí Múngú vé ẹ̃zị́ ngá nyanya ã tã sĩ ku. Ngá nyanya rĩ pi ãrẽvú céré ĩ ícó nya rá, lẽ mî sẽ ꞌbá ãzi ã ꞌde fií ũnjĩkãnyã agá ngá nyanya mí ní nyaá rĩ sĩ ku. 
ROM.14.21	Ngá mí ní ĩpẽé nyaá rĩ dõ zãá
ROM.14.22	Ãnyãngã vé tã, ãzini ụ́ꞌdụ́ ụrụkọ ꞌbãzú ãmbúgú rĩ vé tã ã adri ꞌyéŋá ĩmi ãsámvú gé Múngú be. ꞌBá rĩ nị̃ dõ ámá rá, tã ĩ ní ꞌoó rĩ pịrị, ẹ́sị́ ni ã ũtĩ tã ꞌí ní ꞌoó rĩ sĩ ku. 
ROM.14.23	ꞌBá rĩ ã yị̃kị̂ awa dõ ꞌi ị̃rị̃ ngá ĩ ní nyaánya rĩ ã tã sĩ, ꞌbo nya dõ ngá rĩ ãkã, ꞌbá ꞌdĩri lịkí tã drị̃ ni gé gí, ãꞌdiãtãsĩyã ꞌo tã ꞌdĩri ẹ̃ꞌyị̃ngárá ãkó. Tã ꞌbá rĩ ní ꞌoó rĩ, ẹ̃ꞌyị̃ dõ ꞌí ẹ́sị́ agá ꞌdãá ĩri tã pịrị kuyé, ꞌo ꞌdĩri ũnjĩkãnyã.
ROM.15.1	ꞌBâ adriꞌbá ẹ̃ꞌyị̃ngárá be ũkpó ũkpó nõꞌbée, lẽ ꞌbâ kokí ꞌbá ẹ̃ꞌyị̃ngárá be mũnyámúnya rĩ pi ẽ ĩzã koko, ꞌbâ rikí ꞌyéŋá ꞌbâ tã ụ̃sụ̃ụ́ áyu ku. 
ROM.15.2	Lẽ ꞌbâ ꞌokí tã múké ꞌbâ ọ̃gụ̃pị́ị ní, ã sẽ rí kộpi ní ãyĩkõ, kộpi ã adrikí rí ũkpó ũkpó ĩvé ẹ̃ꞌyị̃ngárá agá. 
ROM.15.3	Kúrísítõ ꞌo ꞌyéŋá tã rĩ ꞌí ní ãyĩkõ sẽzú ọ́ꞌdụ́kụ́lẹgúsĩ kuyé. Sĩkí Kúrísítõ vé tã Búkũ Múngú vé rĩ agá kínĩ, “Á Múngú, ꞌbá mi uꞌdaꞌbá rĩ pi, uꞌdakí kpá ma rá.”
ROM.15.4	Tã ꞌdĩꞌbée sĩkí Búkũ Múngú vé rĩ agá ị́nọ́gọ́sị́ ꞌbâ ímbázú, ꞌbá úmbékí dõ ẹ́sị́ ĩzãngã nyazú rá, Búkũ Múngú vé rĩ ꞌbâ ẹ́sị́ ũmĩ, ĩri sẽ ꞌbâ ẹ́sị́ ꞌbã tã Múngú ní ẹzịị́ ꞌbá ní drị̃drị̃ ꞌdĩlé rĩ ũtẽzú.
ROM.15.5	Múngú sẽépi ĩmi ní rií ẹ́sị́ úmbé ĩzãngã nyangárá gá, ãzini riípi ĩmî ẹ́sị́ ũmĩípi rĩ, ã sẽ ĩmi úmúkí ĩmi adrií ngá ãlu, ĩmi kádõ rií Kúrísítõ Yẹ́sụ̃ ã pámvú ũbĩí. 
ROM.15.6	Kúru lẽ ĩmi úmúkí ĩmi céré trụ́, ĩmi íngúkí ꞌbávé Úpí Yẹ́sụ̃ Kúrísítõ vé Ẹ́tẹ́pị Múngú ri.
ROM.15.7	Ĩmi adrikí ĩmi ãsámvú gé sĩ ẹ́sị́ be ãlu, sụ̃ Kúrísítõ ní adrií ĩmi be ẹ́sị́ be ãlu rĩ tị́nị, ẽ íngúkí rí Múngú ri ãní. 
ROM.15.8	Á lẽ lũú ĩmi ní kínĩ, Kúrísítõ ímụ́ Yãhụ́dị̃ rĩ pi ãsámvú gé ãtíꞌbá rú, ímụ́ tã Múngú ní ẹzịị́ Yãhụ́dị̃ rĩ pi vé ẹ́ꞌbị́pị́ị
ROM.15.9	Ãní ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ẽ íngúkí rí Múngú ri ẹ́sị́ ĩdríkídri ĩrivé rĩ ã tã sĩ. Sĩkí Búkũ Múngú vé rĩ agá kínĩ,
ROM.15.9	“Ma ímụ́ mi íngú ꞌbá adriꞌbá Yãhụ́dị̃ rú ku ꞌdĩꞌbée ãsámvú gé,
ROM.15.9	ma ímụ́ úngó ngo mî rụ́ íngúzú.”
ROM.15.10	Gõkí kpá sĩí Búkũ Múngú vé rĩ agá dị̃ị́ kínĩ,
ROM.15.10	“Ĩmi ꞌbá adriꞌbá Yãhụ́dị̃ rú ku ꞌdĩꞌbée,
ROM.15.10	ĩmi ꞌbãkí ãyĩkõ mụzú ꞌbá Múngú vé rĩ pi be trụ́.”
ROM.15.11	Gõkí kpá sĩí dị̃ị́ kínĩ,
ROM.15.11	“Ĩmi ꞌbá adriꞌbá Yãhụ́dị̃ rú ku ꞌdĩꞌbée,
ROM.15.11	lẽ ĩmi íngúkí Úpí Múngú ri íngúngũ,
ROM.15.11	ꞌbá céré vũ drị̃gé rĩ pi,
ROM.15.11	lẽ ĩmi íngúkí Múngú ri íngúngũ.”
ROM.15.12	Nẹ́bị̃ Ĩsáyã ꞌyo kĩnĩ,
ROM.15.12	“Mvá ãzi ri úmvúlésĩ ímụ́ ĩfũ úyú ꞌbãgú Dãwụ́dị̃ Yésẽ mvọ́pị vé rĩ agá,
ROM.15.12	ĩri ímụ́ adri ꞌbãgú rú ãngũ rĩ pi drị̃gé céré,
ROM.15.12	ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ímụ́ ẹ́sị́ ꞌbã ĩri drị̃gé.”
ROM.15.13	Múngú ĩmi ní rií ẹ́sị́ ꞌbãá drị̃ ni gé ꞌdĩri, ã sẽ ãyĩkõ ã fi ĩmî ẹ́sị́ agá, ãzini ã sẽ tãkíri ĩmi ní, ĩmi ní ĩri ẹ̃ꞌyị̃ị́ gí rĩ sĩ, ũkpõ Índrí Uletere rĩ vé rĩ ã ga ĩmî ẹ́sị́ agá trétré, ĩmi ꞌbãkí rí ẹ́sị́ tã drị̃drị̃ ꞌdĩlé rĩ ũtẽzú.
ROM.15.14	Má ẹ́drị́pị́ị má ọ́mvụ́pị́ị, á nị̃ rá ꞌyozú kínĩ, nóni ĩmi nị̃kí tã Múngú vé rĩ pi céré múké gí, kúru ĩmi ícó ĩmi ọ̃gụ̃pị́ị ímbá rá. 
ROM.15.15	Kọ̃kọ̃bị́ má ní sĩí ĩmi ní ꞌdĩri, á sĩ ĩmi ní tã rĩ ụ̃rị̃ ãkó, ĩmi ígákí rí tã rĩ pi ãní bẽnĩ, ã sĩ tã ꞌdĩri ꞌdíni, ãꞌdiãtãsĩyã Múngú sẽ má ní ẹ́sị́ múké, 
ROM.15.16	mâ nga rí ẹ̃zị́ Kúrísítõ Yẹ́sụ̃ ní ãtíꞌbá rú, mâ nga rí ẹ̃zị́ átálágú rú ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ãsámvú gé. Ẹ̃zị́ má ní ngaá átálágú rú rĩ, rizú ụ́ꞌdụ́kọ́ múké rĩ ũlũzú ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ní, Índrí Uletere rĩ ã sẽ rí kộpi adrií rọ̃bọ̃ŋọ̃ rú, ã sẽ rí Múngú ní ãyĩkõ.
ROM.15.17	Ma ãyĩkõ sĩ ãmbúgú ẹ̃zị́ má ní ngaá Múngú ní Kúrísítõ Yẹ́sụ̃ ã rụ́ sĩ rĩ sĩ. 
ROM.15.18	Má ícó ma íngú tã má ní ꞌoó rĩ sĩ ku, ma ꞌyéŋá tã Kúrísítõ ní iꞌdaá má ní, ma íjị́pi ꞌbá adriꞌbá Yãhụ́dị̃ rú ku rĩ pi ãsámvú gé rĩ ũlũ áyu. Kộpi ꞌdụkí tã Múngú vé má ní ũlũú rĩ ngaá rá. 
ROM.15.19	Má ũlũ tã ꞌdĩri, ãzini á ꞌo tã ãyãzú ãyãyã ꞌdĩꞌbée ũkpõ Índrí Uletere rĩ vé rĩ sĩ, sẽ mâ ũlũ ụ́ꞌdụ́kọ́ múké Kúrísítõ vé rĩ íꞌdózú kụ̃rụ́ Yẹ̃rụ́sãlémã vé rĩ gé cazú ãngũ Ĩlĩrĩkómũ vé rĩ gé. 
ROM.15.20	Ẹ̃zị́ mávé rĩ, ma ri ụ́ꞌdụ́kọ́ múké Kúrísítõ vé rĩ ũlũ mụzú vũrã ꞌbá rĩ pi ní Kúrísítõ vé tã yịzú kuyé rĩ pi agásĩ, á lẽ mụụ́ vũrã ꞌbá ãzi ní Kúrísítõ vé tã ũlũzú gí rĩ agá ku. 
ROM.15.21	Sĩkí Búkũ Múngú vé rĩ agá kínĩ,
ROM.15.21	“ꞌBá ĩ ní ĩrivé tã ũlũú kộpi ní kuyé rĩ pi, kộpi ímụ́ tã rĩ ndre rá,
ROM.15.21	ãzini ꞌbá ĩrivé tã yịꞌbá kuyé rĩ pi, kộpi ímụ́ ĩrivé tã nị̃ ámá rá.”
ROM.15.22	Tã má ní mụzú ĩmi ndrezú kuyé rĩ, á ri ụ́ꞌdụ́kọ́ múké Kúrísítõ vé rĩ ũlũú mụzú ãngũ rĩ pi agásĩ.
ROM.15.23	ꞌBo nóni á dẹ ẹ̃zị́ má ní ngaá ãngũ nõꞌbée agá rĩ pi céré gí. Ílí kárákará agá, á ri ụ̃sụ̃ụ́, á lẽ mụụ́ ĩmi ndreé. 
ROM.15.24	Má útú tã ni ꞌdíni, má kãdõ ꞌdeé mụụ́ ãngũ Sĩpénĩ vé rĩ gé ꞌdãá, á lẽ pá tuú ĩmi ndreé ụ́ꞌdụ́ be mãdã, ĩmi kúru má ní ngá so, ã ko rí mâ ĩzã, mâ ꞌde rí mụụ́ mávé ẹ̃cị̃ rĩ gé ꞌdãá. 
ROM.15.25	ꞌBo nóni á lẽ ꞌdeé mụụ́ Yẹ̃rụ́sãlémã gá ꞌbá Múngú vé rĩ pi ẽ ĩzã koó. 
