GEN.1.1	Wele gug qocna Anut uqa sao mahaca ifanen. 
2PE.3.17	Eunu ijana danah bahic, age ceteh hib caligiannu doin. Eunu loo je tefacdoc dana agena uhulec iwaladec je eu diadeceb agena duuec tawec eunadec tonowainnu agedodocnu mecii cuhadoigale. 
2PE.3.18	Euqa Jisas Krais uqa egena Tibud, uqa egena Cahahagec uqa eelgec uum igec eu age aden. Odocob age uqanu du cuhadogina. Eunu age eeladec uum adecca uqanu docca cesuladeceb ben mimeig duuec taweigale. Uqa qilaca saensaen cunugca kobolkobolca bileceb cataneiale. Mele.
1JN.1.1	Ege cebac bilecnu je eunu je qasali madoqona. Cebac bilecnu je eu gug qoc saennadec bibili li qila bilina. Cebac bilecnu je ege dah mom, odocob ege amigena fom, odocob ege fimeb ebenigena qududom. 
1JN.1.2	Cebac bilec eu camasac meceb ege fom eunu ege mele je qasali madoqona. Ege cebac bilec catanec eunu je qasali maadoqona. Cebac bilec catanec eu wele Memige Anutca bilen, odocob eu camasac meceb ege fom. 
1JN.1.3	Age ege gami osoben gabandu bileqannu gale gena. Eunu ceteh eu ege fom, ceteh ege dah momca eunu ageha qasali maadoqona. Odocob egeca Memige Anutca uqa Melah Jisas Kraisca gabandoc biluquna. 
1JN.1.4	Egena ceelec eu am bigiannu je i jaqiadoqona.
1JN.1.5	Anut Melahna je dumeb qasali maadoqona. Uqana je eu odi, Anut uqa fulacdoc, odocob uqana naha nag oso tuca qee. 
1JN.1.6	Ege odi madoqona, “Ege uqa gami osoben gabandu biluquna,” oqona ege tuna coboqonafi ege uhulec je madoqona, odocob ege mele je eu qee toodu odoqona. 
1JN.1.7	Euqa ege fulacdocna cobifeb eu odi uqa fulacdocna bilinawe ege gabandocobdocobimeb biluquna. Odocob uqa Melah, Jisas uqa golac eu egena silail cunug cagasigeceb soidoc biluquna.
1JN.1.8+1JN.1.9+1JN.1.10	Ege silail oso qee molom oqonafi ege Anutnu uqa uhulec dana ec madoqona, odocob uqana je ege dunuh qee bilina. Ege silailca qee oqonafi eu egedodoc qaudoqona, odocob mele je eu ege dunuh qee bilina. Euqa ege egena silailnu qasali madoqonafi Anut uqa uqana je maden eu tutuc toodu odigian, odocob uqa egena silail cagasigimei egena cahuldoc cunug soidugigian.
1JN.2.1	O ijana mel sim, age silail cain mowainnu ija je i jaqiadigina. Euqa oso silail mecebfi ege tutuanige oc bilia, uqa Jisas Krais eu dana ititom. Uqa cesulgimei egenu Memige Anut madugian. 
1JN.2.2	Krais uqadodoc Anut ihandumei uqa euna Anutna gemag bec gondocob egena silail cagasigen. Odocob eu egena silail himec qee cagasigel qa dana cajaca cunug mahana bilegina eu agena silailha cagasiaden.
1JN.2.3	Ege Kraisna je gagadic eu toodu odifeb ege Kraisnu du cuhadoqona eu mele.
1JN.2.4	Oso uqa madena, “Ija Kraisnu du cuhadugina,” ena qa uqa Kraisna je gagadic tefacdona eu uqa uhulec dana, odocob mele je eu uqa dunuh qee bilel. 
1JN.2.5	Euqa oso uqa Kraisna je toodu odona eu uqana Anutnu nalug mec ihoc len eu mele. Ege jic euna ege Anutca gabandoc biluquna eu mele ec doqona.
1JN.2.6	Oso uqa madena, “Ija Kraisca gabandoc biluwuna,” ena eu Krais cobonwe odi coboiale. 
1JN.2.7	O cotiel, ija je gagadic inu jaqiadigina eu je gagadic haun qee qa eu je gagadic weledec, eu me je age wele dumeig oin. Je gagadic weledec eu age wele hahawan doin.
1JN.2.8	Tu eu qee mena, odocob fulacdoc mele bahic eu wele fulacdona. Eunu je gagadic eu Krais uqana cebac bilecna eu mele ec fein. Odocob je gagadic eu agena cebac bilecna eu mele echa fegina. Euqa je i qila jaqiadigina euha je gagadic haun.
1JN.2.9	Oso uqa madena, “Ija fulacdocna biligina,” ena qa uqa cotignu gemag beceb sagagdona eu uqa saen euna tuna gaid bilina. 
1JN.2.10	Oso uqa cotignu nalug mena eu uqa fulacdocna bilina. Odocob fulacdoc euna ceteh oso dana qocob toni qugiannu eu qee bilel. 
1JN.2.11	Euqa oso uqa cotignu gemag beceb sagagdona eu uqa tuna bilina. Odocob tu eu ameg galuc men, eunu uqa tuna cocobi ana nuina eu qee dona.
1JN.2.12	Age ijana mel sim, age Krais ijannu Anut agena silail cagasiaden eunu ija je i jaqiadigina.
1JN.2.13	Age memegail, age dana eu uqa wele gug qoc saenna bibili li qila bilinanu du cuhadogina eunu ija je i jaqiadigina.
1JN.2.13	Age dana haun, age Seten wooldoin eunu ija je i jaqiadigina.
1JN.2.13	Age ijana mel sim, age Memige Anutca bilegina eunu ija je i jaqiadigina.
1JN.2.14	Age memegail, age dana eu uqa wele gug qoc saenna bibili li qila bilinanu du cuhadogina eunu ija je i jaqiadigina.
1JN.2.14	Age dana haun age gagadicca eunu ija je i jaqiadigina. Odocob Anutna je age dunuh bilia, odocob age Seten wooldoin.
1JN.2.15+1JN.2.16	Ceteteh cunug mahanadec eu dewenega gale adecca, eu amaga qocca, eu agena bilecnu deboecca bilia. Ceteteh eundec Memige Anutnadec qee, eu mahanadec. Eunu age maha ica, ceteteh cunug mahanadecca cain gale adeiaun. Oso uqa maha inu gale dona eu uqa Memige Anutnu qee nalug mena. 
1JN.2.17	Odocob mahaca, uqana ceteteh cunug dana eunu gale adenaca qee mena. Euqa oso uqa Anutna cisdoc toodu odona eu cebac bileceb catanena.
1JN.2.18	Ijana mel sim, qila eu cit qoc saen. Age Kraisna cad hona ec doinwe eu odi qila Kraisna cad mati bahic wele hoin. Eunu ege qila eu cit qoc saen ec doqona. 
1JN.2.19	Wele dana eundec age ege gami bilom euqa age egena sihul bahic qee eunu age ege culigi belein. Ge, age egena sihul biloubmi age ege gami gaid biloum. Euqa age cunug egena sihul qee bilelein eu camasac migiannu culigi belein.
1JN.2.20	Euqa Krais uqa age Kis Gun basecduaden. Eunu age cunug mele jenu dogina. 
1JN.2.21	Ija age mele jenu qee dogina imig eunu qee jaqiadelem qa age mele jenu dogina eunu jaqiadigina. Odocob age uhulec je oso eu mele jenadec qee hol ec dogina eunuha jaqiadigina. 
1JN.2.22	In uqa uhulec dana? Oso uqa Jisas eu Krais
1JN.2.23	Oso uqa Jisas eu Krais qee ec madena eu Memige Anutca qee bilina. Oso uqa Jisas eu Krais ec madena euha Memige Anutca bilina.
1JN.2.24	Age hahawan je doin eu gagadic hewecebil wawagana biliale. Age je eu wawagana bilecebfi Melah Memigeca ale ageca gabandu biluqagan. 
1JN.2.25	Odocob Krais uqa je hahun eu odi magen. Uqa cebac bilec catanec igigiannu magen.
1JN.2.26	Dana leih age uhuladoqagannu odogina eunu ija jaqiadigina. 
1JN.2.27	Euqa Krais uqa Kis Gun basecduaden eu ageca gaid bilina. Odocob Kis Gun uqa ceteh cunugnu iwaladena. Eunu oso iwaladecnu qee nijel. Euqa Kis Gunna iwaladec eu mele, eu uhulec qee. Eunu age Kraisca gabandu bileigale eu odiwe Kis Gun iwaladen.
1JN.2.28	Ijana mel sim, uqa camasac meceb ege gagadic taweqannuca, odocob uqa ceseli hocob ege uqa amegna majanige gecca qee taweqannuha qila age uqaca gabandu bileigale. 
1JN.2.29	Age uqa ititom ec doginafi age dana cunug age tutuc odogina eu age Anutna mel ibuldoin echa dogina.
1JN.3.1	Feiga, Memige uqa ege Anutna mel ec madigiannu uqa egenu nalunige geh bahic mena. Odocob eu mele bahic, ege Anutna mel. Dana cajaca mahana bilegina eu age Anutnu qee dogina. Eunu age egenuha qee dogina. 
1JN.3.2	O ijana danah bahic, ege qila Anutna mel. Qila ege adi bileqannu eu camasac qee mena qa uqa camasac meceb ege uqa cinigwe bileqan ec doqona. Ge, ege uqa bahic bilina eu feqan. 
1JN.3.3	Dana cajaca cunug age uqa camasac meceb fimeig uqa cinigwe ibuldoqagannu sumudi bilegina eu age Anut amegna agedodoc soiadecnu odogina eu odiwe Krais uqa soidoc bilina.
1JN.3.4	Dana cunug age silail megina eu age Anutna loo je tefacdogina. Odocob silail eu Anutna loo je tefacdoc. 
1JN.3.5	Age dogina, Krais uqa egena silail cagasigigiannu camasac men. Odocob uqa silailca qee bilina. 
1JN.3.6	Dana cunug age Kraisca gabandoc bilegina eu age silail mimi qee bilegina. Euqa dana cunug age silail mimi bilegina eu age Kraisnu qee dogina, odocob age Krais qee felein.
1JN.3.7	O ijana mel sim, age dana oso culdecebil cain qauadeiaun. Oso uqa kobol tutuc odona eu uqa dana ititom eu odiwe Krais uqa ititom. 
1JN.3.8	Anut Melah uqa Setenna cabi oc fadaldugiannu camasac men. Ge, Seten uqa gug qoc saennadec hu qila silail mimi bilina. Eunu oso uqa silail mimi bilina eu uqa Setennadec. 
1JN.3.9	Oso uqa Anutna mel ibuldon eu Anut duman eu uqa dunuh bilia. Eunu uqa silail mimi qee bilina. Odocob uqa Anutna mel ibuldon eunu uqa silail mimi bilecnu ihoc qee. 
1JN.3.10	Jic euna ege dana in age Anutna mel, odocob in age Setenna mel eu fecnu ihoc. Oso uqa kobol tutuc qee odona eu uqa Anutnadec qee. Odocob oso uqa cotignu qee nalug mena euha uqa Anutnadec qee.
1JN.3.11	Ge, age hahawan me je i doin eu odi, ege nalug mecebmeceboqale. 
1JN.3.12	Odocob ege Kein cinigwe cain biluqaun. Kein uqa Setennadec, uqa waliag qagadocob cal men. Uqa eetanu waliag qagadocob cal men? Uqana odoc eu qisol mec, odocob waliagna odoc eu tutuc eunu.
1JN.3.13	O cotiel, mahanadec dana age agenu gemanaga beceb sagagadecebilfi eunu cain filicituwain. 
1JN.3.14	Ege wawige meleec cotigeilnu nalunuga moqona. Eunu ege cal mec bilec wele culdimeb cebac bilecna qila biluquna ec doqona. Oso uqa cotignu qee nalug mena uqa cal mec bilecna gaid bilina. 
1JN.3.15	Oso uqa cotignu gemag beceb sagagdona eu uqa Anut amegna dana qagaadec dana. Odocob age dogina, dana qagaadec dana eu cebac bilec catanec uqa dunuh qee bilina. 
1JN.3.16	Krais uqa egenu uqana cebac bilec culen eunu ege cotigeilnu nalunuga mec ec doqona. Odocob eunu egeha ege cotigeilnu egena cebac bilec culuqale. 
1JN.3.17	Euqa oso uqa mahana cehewanca bilina, odocob uqa cotig oso cetehca qee bibilen fimei cotig eu uqa ceteh cain utiaunnu onindocobfi eu adi uqa Anutnu nalug mena? 
1JN.3.18	O ijana mel sim, ege je madecnaca conigenaca himec cotigeilnu qee nalunuga moqona qa ege egena odocna mele bahic cotigeilnu nalunuga moqale.
1JN.3.19+1JN.3.20	Ege cotigeilnu nalunuga moqonafi Anutna mele je eu egeca bilina ec doqona. Anut uqa ceteteh cunugnu dona, odocob uqana doc eu egena doc wooldona. Eunu ege wawige egena cahuldoc osonu madenafi ege Anut amegna ihoc tawoqona. 
1JN.3.21	O ijana danah bahic, ege wawige egena cahuldoc osonu qee madenafi ege Anut amegna majanige gecca qee eu ihoc tawoqona. 
1JN.3.22	Ege Anutna je gagadic eu toodu odoqona, odimeb ege uqa cetehnu gale dona eu odoqona. Eunu ege cel ceteh osonu sisildocomun uqa igeceb oqona. 
1JN.3.23	Odocob uqana loo je eu odi, ege uqa Melah, Jisas Krais, ijannu wawige meleeiale, odocob ege nalug mecebmeceboqale, eu odiwe uqa je gagadic magen. 
1JN.3.24	Cunug age Anutna je gagadic eu toodu odogina eu age uqaca gabandoc bilegina. Odocob ege uqa Kis Gun igen eunu uqa egeca gabandoc bilina ec doqona.
1JN.4.1	O ijana danah bahic, je hahun uhulec madec dana mati bahic mahana cocobi hatu cunugna belegina. Eunu age je hahun madec dana cunug age ageca humeig madegina, “Anutna Kis uqa je i iten,” egina eunu cain meleowain. Euqa eu kis Anutnadecfo, qeefo eunu age kis cunug temadi feiga. 
1JN.4.2	Age Anutna Kis ec doqagannufi kobol eu odi. Je hahun madec dana oso uqa madena, “Jisas Krais uqa dana deweg calen,” ena eu Anutnadec, Anutna Kis eu dana uqaca bilia.
1JN.4.3	Odocob je hahun madec dana uqa Jisasnu je eu odi qee madena kis fil oso eu dana uqaca bilia. Kis eu Kraisna cad, age wele eu hugiannu dah mein. Odocob qila eu wele hon bilia.
1JN.4.4	O ijana mel sim, age Anutnadec. Odocob Kis uqa age dunuh bilina uqa kis eu mahanadec dana age dunuh bilina eu wooldona. Eunu age je hahun uhulec madec dana eu wele wooladein. 
1JN.4.5	Je hahun uhulec madec dana eu age mahanadec. Eunu agena je madec eu mahanadec himec, odocob mahanadec dana age agena je dah megina. 
1JN.4.6	Euqa ege Anutnadec. Oso uqa Anutnu du cuhadona eu uqa egena je dah mena. Odocob oso uqa Anutnadec qee uqa egena je qee dah mena. Ege kobol euna kis eu melefo, qee kis eu uhulecfo ec doqona.
1JN.4.7	O ijana danah bahic, nalug mec eu Anutnadec, eunu ege nalug mecebmeceboqale. Odocob oso uqa nalunuga mena eu uqa Anutna mel ibuldon, eu uqa Anutnu du cuhadona. 
1JN.4.8	Anut uqa nalug mec gug. Eunu oso uqa nalunuga qee mena eu uqa Anutnu qee dona. 
1JN.4.9	Anut uqa Melah osol himec. Odocob Anut uqa ege uqanu cebac bilec oqannu Melah osol eu suldocob mahana nen. Kobol euna Anut uqa egenu nalunige geh bahic mena euna ihacgen. 
1JN.4.10	Anut uqa nalug mec kobol me bahic eu odi ihacgena. Ege casac Anutnu nalug mom eu qee nijel. Euqa casac Anut uqa egenu nalunige meceb uqa Melah uqadodoc Anut ihandumei uqa euna Anutna gemag bec gondocob egena silail cagasigigiannu suldocob nen.
1JN.4.11	O ijana danah bahic, Anut uqa kobol euna uqa egenu nalunige geh bahic mena eunu ihacgen. Eunu ege nalug mecebmeceboqale. 
1JN.4.12	Oso uqa Anut qee fel. Ege cotigeilnu nalunuga moqonafi Anut uqa ege dunuh bilina, odocob uqana nalug mec eu egeca gagadic ihoc bilina.
1JN.4.13	Anut uqa uqana Kis igen. Eunu kobol euna ege uqaca gabandoc biluquna, odocob uqa egeca gabandoc bilina ec doqona. 
1JN.4.14	Odocob Memige Anut uqa Melah dana cajaca cunug mahana bilegina eu cahahaadigiannu suldocob nen eu fom eunu je qasali madoqona. 
1JN.4.15	Oso uqa Jisasnu uqa Anut Melah ec madena eu Anut uqaca gabandoc bilina, odocob uqa Anutca gabandoc bilina.
1JN.4.16	Eunu ege Anut uqa egenu nalunige mena eunu dumeb wawige meleena.
1JN.4.16	Anut uqa nalug mec uqana gug. Eunu oso uqa nalunuga mimi bilina eu uqa Anutca gabandoc bilina, odocob Anut uqaca gabandoc bilina. 
1JN.4.17	Ege maha ina Kraisca biluquna eu odiwe Krais uqa Memeg Anutca bilesina. Eunu ege gesilgec deelna Anut amegna tawecnu qee cucuieqannu Anutca gabandu biluquna. Odocob ege odi bilocomunfi egena nalunuga mec kobol eu ihoc ligian. 
1JN.4.18	Anut uqa osonu nalug mena eu uqa Anut qee cucuidona. Euqa nalunuga mec eu dana osona cebac bilecna ihoc lecebfi dana eu cucuiec culigian. Ge, cucuiec uqana gug eu Anut uqa dana gesildocob ameg me qee ugian. Odocob dana oso uqa cucuiena eu nalunuga mec eu uqana cebac bilecna ihoc qee lel.
1JN.4.19	Anut uqa casac egenu nalunige men. Eunu ege cotigeilnu nalunuga moqona. 
1JN.4.20	Oso uqa cotig wele fen uqanu nalug qee mena eu uqa Anut qee felnu nalug mecnu ihoc qee. Eunu oso uqa madena, “Ija Anutnu nalug migina,” enafi qa uqa cotignu gemag beceb sagagdona eu uqa uhulec dana. 
1JN.4.21	Odocob ege je gagadic i Kraisnadec om eu odi. Oso uqa Anutnu nalug mena eu uqa cotignuha nalug migian.
1JN.5.1	Dana cunug age Jisas uqa Krais ec wawaga meleena eu age Anutna mel ibuldoin. Odocob cunug age memegnu nalug megina eu age melahnuha nalug megina.
1JN.5.2	Ege Anutnu nalug memeb uqana loo je toodu odoqona. Ege euna Anutna melnu nalunuga moqona ec doqona. 
1JN.5.3+1JN.5.4	Ge, Anutna nalug mec eu odi. Ege uqana je gagadic eu toodu odeqan. Odocob Anutna mel ibuldoin eu age mahana gagadic odoc wooldogina. Eunu Anutna je gagadic eu culumen qee igina. Ege Anutnu wawige meleena. Odocob kobol euna ege mahana gagadic odoc wooldoqona.
1JN.5.5	Inni uqa maha wooldona? Oso uqa Jisas uqa Anut Melah ec waug meleena eu uqadih maha wooldona.
1JN.5.6	Jisas Krais uqa wa joudecnaca, na babalecna golac basecdocob necnaca hon.
1JN.5.7	Kis Gun uqa mele jena gug. Eunu Kis Gun uqa Jisas Kraisnu mele je qasali madena. 
1JN.5.8	Jisas Kraisnu je qasali madec cijed nijeiga eu odi, eu Kis Gun, eu wa joudec, odocob eu na babalecna golac basecdocob nec. Odocob cijed i age je osol madegina.
1JN.5.9	Anutna je madec eu odi, uqa Melahnu je qasali maden. Eunu ege dana agena je madecnu wawige meleenafi eunu ege Anutna je madecnu wawige mele bahic ena. 
1JN.5.10	Dana oso uqa Anut Melahnu waug meleena eu uqa je eu Anut qasali maden eu wele on, odocob je eu uqa waugna nijia. Dana oso uqa Anutnu waug qee meleena eu uqa Anut uqa Melahnu je qasali maden ec qee waug meleel. Eunu dana eu uqa Anut eu uhulec dana ec maden. 
1JN.5.11	Odocob Anutna qasali madec je eu odi. Anut uqa ege cebac bilec catanec igen, odocob cebac bilec catanec eu uqa Melahna bilia. 
1JN.5.12	Dana uqa Melahca gabandoc bilina eu uqa cebac bilec catanec eu wele on. Odocob dana uqa Melahca gabandoc qee bilina eu uqa cebac bilec catanec eu qee ol.
1JN.5.13	Ija age Anut Melah ijannu wawaga meleena eu age cebac bilec catanec wele oin ec doqagannu je i jaqiadigina. 
1JN.5.14	Odocob ege Anut cemenug limeb inondocnu majanige gecca qee ihoc tawoqona. Eunu ege uqana cisdoc toodumeb ceteh osonu sisildocomunfi uqa egena je dah mena. 
1JN.5.15	Odocob ege ceteh osonu sisildocomun uqa egena je dah mena ec doqonafi ege ceteh osonu sisildom eu wele om echa doqona.
1JN.5.16	Dana oso uqa waug meleec cotig oso silail memeb fecebfi, odocob silail mec eu qocob cal mecnu ihoc qeefi, dana eu uqa cotig Anutnu inondutoiale, odocob Anut uqa cotig eu cebac bilec utigian. Anut uqa dana eundec agena silail mec eu qocob cal mecnu ihoc qee himec cebac bilec utina. Euqa silail mec oso nijia eu qocob cal mecnu ihoc. Ija age dana uqa silail eundec mennu inondoiga ec qee maadigina. 
1JN.5.17	Cahuldoc cunug eu silail qa silail oso eu qocob cal mecnu ihoc qee nijel.
1JN.5.18	Ege doqona, Anutna mel ibuldoin oso silail mimi qee bilina. Euqa Anut Melah uqa mel eu me biligiannu cofdona. Odocob Seten uqa mel eu me qee oso qee odudiaun. 
1JN.5.19	Ege doqona, ege Anutna mel biluquna, odocob maha i cunug Setenna gagadic odoc cofdona.
1JN.5.20	Odocob ege doqona, Anut Melah uqa humei Mele Anut docnu cisdoc silec igen. Ege Mele Anutca gabandoc biluquna, odocob ege Anut Melah, Jisas Krais uqaca gabandoc biluquna. Jisas Krais uqa Mele Anut, uqa cebac bilec catanec uqana gug.
1JN.5.21	O ijana mel sim, age kadan tibud qisacadeiga!
2JN.1.1+2JN.1.2	Ija tamanec agena cofadec matu, ija caja Anut nesili ehudenca uqana melca
2JN.1.3	Anut ege Memigeca Jisas Krais uqa Memige Melahca ale eelgec uum igecca, wawala qocca, malol bilecca iguwasan. Odocob ege mele jeca nalunuga mecca gabandu bileqan.
2JN.1.4	Agena mel leih age mele je eu toodogina eu odi Memige Anut ege odocnu magenwe ec dah mimig geh bahic ceelem. 
2JN.1.5	O caja, qila ege nalug mecebmeceboqale ec ninihigina. Ija je gagadic haunnu eu odiwe qee jaqihigina. Euqa je gagadic hahawan saenna om qila hewoqona eunu ija jaqihigina. 
2JN.1.6	Odocob nalug mec eu odi. Ege Anutna je gagadic eu toodu odeqan. Je gagadic eu age hahawan saennadec dah mein eu odi, age nalunuga mec kobol toodoigale.
2JN.1.7	Ge, uhulec dana mati bahic age maha cunugna beladein. Dana eundec age Jisas Krais uqa dana deweg calen ec wawaga qee meleena.
2JN.1.8	Agedodocnu cofdoigale. Gadgad age ceteh ocnu cabi gagadic oin eu culuwainnu qa age ameg me bahic eu am bec oigale. 
2JN.1.9	Oso uqa aquniadi nuina, odocob uqa Kraisnu je iwaladecca gabandoc qee bilina eu uqa Anutca qee bilina. Euqa oso uqa Kraisnu je iwaladecca gabandoc bilina eu uqa Memige Melahca aleca bilina. 
2JN.1.10	Eunu oso ageca humei uqa je iwaladec eu qee ehi hocobfi age agena jona cain ehudi lowain, odocob age cain feele dowain. 
2JN.1.11	Ge, oso uqa dana eundec feele dona eu uqa dana eundec age gami qisol mec cabi osina.
2JN.1.12	Ija je jaqiadecnu geh bahic nijia qa ija bagacna jaqiadecnu qee gale tena. Euqa ege gabandu geh bahic ceeleqannu ija ageca limig feciadecemin age gami je madeqan ec cisdugina.
2JN.1.13	Age caja cotoga Anut nesili ehuden eu uqana mel age feele adegina.
3JN.1.1	Ija tamanec agena cofadec matu, ija Gaias jaqihigina. Gaias hina ijana danah bahic, ija mele bahic mahigina, ija hinanu nalunin migina.
3JN.1.2	O ijana danah bahic, hina ceteh cunug odogona eu me caligiannuca, odocob hina hagca qee me bilegannuca inondugina. Hina doloin me bilia echa dugina. 
3JN.1.3	Ge, wawaga meleec cotinel leih age ijaca humeig hina mele je toodogona ec matein eunu ija geh bahic ceelem. 
3JN.1.4	Ijana mel age mele je toodogina ec dah migina saen euna ija geh bahic ceeligina, odocob ceelec eu ijana ceelec cunug wooldona.
3JN.1.5	O ijana danah bahic, hina wawige meleec cotigeil me bahic cewel uadagana. Odimeg hina cotigeil leih agenu qee dogonaha cewel uadagana. Hina kobol euna mele je tutuc toodu odogona. 
3JN.1.6	Cotigeil eu age tamanec amagana hinana nalunuga mec eunu je qasali maadein. Odocob age saen agena jic coboqagannu hina haun cesuladegan eu me bahic. Hina odi cesulaadeg hina Anutna gale doc toodogan. 
3JN.1.7	Ge, age Kraisna cabi ocnu cocobi belein. Odocob age ameg oso haiden dananadec qee oloin. 
3JN.1.8	Eunu ege dana eundecca gami osoben Anutna mele je cabi gagadic mudeqannu dana eu cesuladoqale.
3JN.1.9	Ija je oso tamanec dana cajaca wele jaqiadem. Euqa Daiotrefis uqa aquniadi biligiannu gale dona eu ija jejeni qee toodona. 
