GEN.1.1	Y'n dalleth Duw a formyas an nev ha'n nor. 
JDT.2.4	Wosa ev dhe worfenna displetya y dowl, Nebukadnessar myghtern an Assyrianys a somnas Holofernes, pennhembrenkyas y lu, ha'n nessa war y lergh, hag yn-medh dhodho 
JDT.2.5	‘Yndellma y lever an myghtern meur, arloedh an norvys: Pan avodydh a'm golok, kemmer genes gwer a's teves omfydhyans y'ga krevder, hwegh ugens mil a droesogyon ha dewdhek mil a varghogyon. 
JDT.2.6	 Ke dhe omsettya war oll rannvro an howlsedhes, rag i dhe dhisobaya geryow ow ganow. 
JDT.2.7	Ergh dhedha pareusi gweres ha dowr, rag yth esov vy ow tos y'm sorr er aga fynn. Kudha a wrav enep kowal an bys gans treys ow luyow vy, ha'ga delivra dhe'm soudoryon dhe vos pyllys. 
JDT.2.8	Aga re woliys a wra lenwel aga nansow ha goverow hag avon a vydh lenwys a'ga re varow bys may fenno; 
JDT.2.9	ha my a's hembronk dhe-ves avel kethyon bys yn pennow an bys. 
JDT.2.10	Mes ty, ke a-dheragov ha synsi oll aga thir a-barth dhymm. Yth omrons dhis ha ty a's kensyns erbynn dydh aga hessydhyans. 
JDT.2.11	Byttegyns, an re a dhisobay, na wres dha lagas aga sparya, ha ty a's delirv dhe ladhva ha ravnans dres dha rannvro gowal. 
JDT.2.12	Rag dell vywav, ha re alloes ow ruvaneth, an pyth re leveris a vydh kowlwrys dre'm dorn. 
JDT.2.13	Ha ty – kemmer with na wrylli treuspassya gorhemmynn vyth a'th vyghtern, mes bydh sur ma's kompoessi poran dell y'th erghis vy; ha na wra treynya orth aga gul.’
JDT.2.14	Ytho, Holofernes a omdennas a bresens y vester ha gelwel war-barth oll an gaslewydhyon, an bennhembrenkysi ha soedhogyon an lu Assyryek, 
JDT.2.15	ha kuntell gwer dhewisys yn kasluyow par dell y'n arghsa y arloedh: hwegh ugens mil anedha, ha dewdhek mil wareger war vergh maga ta, 
JDT.2.16	hag ev a's ordenas par dell yw lu meur arayys rag kaskyrgh. 
JDT.2.17	Ev a gemmeras niver bras dres eghenn a gowrvergh, asenes ha mulyon rag karyans, ha myns diniver a dheves, oghen ha gever rag sosten; 
JDT.2.18	Kekeffrys boes lowr rag pub gour, ha myns kowrek a owr hag arghans dhiworth an palys ryel.
JDT.2.19	Ena yth ehwias gans y lu kowal rag mos a-dherag myghtern Nebukadnessar ha kudha enep kowal an norvys dhe'n howlsedhes gans aga charettow ha marghogyon ha soudoryon dhewisys an troeslu. 
JDT.2.20	Gansa yth eth routh dhisparethek, avel hes a lokustes, ha polter an norvys: routh na yllys aga rekna.
JDT.2.21	I a geskerdhas dres tri dydh dhiworth Nineve bys yn plen Bektileth, ha kampya a-dal Bektileth ogas dhe'n menydh usi a-gledh dhe Silisia Wartha. 
JDT.2.22	Holofernes a gemmeras y lu kowal, y droeslu, y varghoglu ha'y jarettow, hag yskynna yn vro venydhyek 
JDT.2.23	ha ravna Put ha Lud, ha pylla oll an poblow a Rassis ha'n Yshmaelysi trigys ryb an difeythtir, a-dhyghow dhe bow an Keleyon 
JDT.2.24	Ena ev a sywyas an Ewfrates ha passya dres Mesopotamia ha distrui oll an sitys war bennow an menydhyow ryb an gover Abron,
JDT.2.25	Ev a dhalghennas keffrys tiredh Silisia, ha ladha pubonan a settyas er y bynn, ha dos bys yn oryon Yafeth, a-dal Arabia. 
JDT.2.26	Ev a gyrghynnas oll mebyon Midyan, ha leski aga thyldow ha pylla aga horlannow deves. 
JDT.2.27	Ena ev eth war-nans bys yn plen Damaskus yn termyn trevas waneth, ha leski oll aga farkow ha distrui aga deves ha'ga gwarthek ha pylla aga sitys ha ravna aga thiryow ha ladha oll aga gwer yowynk dre vin an kledha.
JDT.2.28	Ytho y koedhas own ha browagh anodho war oll an dus trigys y'n arvor, yn Sidon ha Tyr, ha war drigoryon Sur hag Okina, ha war drigoryon Yamnia. An dus trigys yn Azotus hag Askalon a's teva euth bras anodho.
JDT.3.1	Ytho i a dhannvonas kannasow rag pysi kres, hag yn-medhons 
JDT.3.2	‘Ottani wesyon Nebukadnessar, an myghtern meur, ow krowedha a-dheragos. Gwra genen pypynag a vynni. 
JDT.3.3	Ottomma a-dheragos oll agan trevow, oll agan tir, oll agan gwanethegi, ha'n parys ha'n greow, hag oll an korlannow gans gan tyldow; gwra gansa pypynag a vynni. 
JDT.3.4	Ynwedh agan sitys ha gansa aga thrigoryon yw dha gethyon; deus ha'ga dyghtya yn maner bynag a vo da y'th tewlagas.’
JDT.3.5	An wer a dheuth dhe Holofernes ha derivas dhodho an geryow ma. 
JDT.3.6	Ev a dhiyskynnas dhe'n arvor, ev ha'y lu, ha desedha gwithysi ervys y'n dinasow ha kemmeres gwer dhewisys a-dhiworta avel y weresoryon. 
JDT.3.7	An re ma ha pubonan y'n pow a-dro a'n degemmeras gans tergh ha donsyow ha tabouryow. 
JDT.3.8	Ev a dorras dhe'n leur oll aga sentris
JDT.3.9	Ena y teuth ev erbynn Esdraelon, ogas ha Dothan, a-dal drumm meur Yudi, 
JDT.3.10	le may kampyas ev yntra Geba ha Skythopolis, ha gortos ena mis kowal rag kuntell oll an daffar rag y lu.
JDT.4.1	Pan glewis pobel Ysrael trigys yn Yudi a bup-tra gwrys dhe'n kenedhlow gans Holofernes, pennhembrenkyas Nebukadnessar myghtern an Assyrianys, ha dell byllsa ha distrui oll aga themplow, 
JDT.4.2	i a's teva own pur veur anodho ha prederi a Yerusalem keffrys hag a dempel an Arloedh aga Duw. 
JDT.4.3	I re dhehwelsa degynsow dhiworth kethneth, hag oll an bobel a Yudi o kuntellys war-barth a-nowydh, ha'n lestri, an alter ha'n tempel re bia konsekratys wosa aga disakrans. 
JDT.4.4	I a dhannvonas dhe bub ranndir a Samaria, ha dhe Kona, Beth-horon, Belmayn ha Yeriko, ha dhe Koba, Aysora ha nans Salem. 
JDT.4.5	Wosa sesya pub gwarthav an menydhyow ha kera an dinasow warnedha, i a greunis sosten rag darbari dhe vresel – dell drevasens a-gynsow aga gwelyow.
JDT.4.6	Yoakim an arghoferyas, neb esa yn Yerusalem y'n eur na, a skrifas dhe drigoryon Bethulia ha Bethomesthaym, usi a-rag Esdraelon a-dal an plen ogas dhe Dothan, 
JDT.4.7	owth erghi dhedha a sesya an bolghow y'n vro venydhyek, drefenn y hyllys dresta kavoes fordh bys yn Yudi, hag yth o es dhe lettya seul a hwilla entra, rag an hyns o mar gul, ledan lowr rag dew wour dhe'n moyha.
JDT.4.8	Ytho, an Ysraelysi a obayas gorhemmynnow Yoakim an arghoferyas ha senedh pobel Ysrael oll, esedhys yn Yerusalem. 
JDT.4.9	Ha pub gour a Ysrael a wrug kria dhe Dhuw gans terder meur ha mekya gans penys bras. 
JDT.4.10	I a omwiskas yn yskar, i ha'ga gwragedh, aga fleghes, aga gwarthek, keffrys ha pub annedhyas estren, pub gonisyas arvethys ha pub keth prenys. 
JDT.4.11	Oll an wer a Ysrael ha'n benynes ha'n fleghes trigys yn Yerusalem a goedhas dhe'n dor a-dherag an tempel ha gorra lusu war aga fenn ha displetya aga yskar a-rag an Arloedh. 
JDT.4.12	I a vaylyas an alter gans yskar hogen. Yn kesson y karmsons, ow pysi yn ter an Duw a Ysrael na hepkorrons aga fleghes avel preydh, na'ga gwragedh dhe vos ravnys, na'n trevow eritys gansa dhe vos diswrys, na'n sentri dhe vos disakrys dhe lowena spitus an Jentilys.
JDT.4.13	An Arloedh a glewas aga fysadow ha mires orth aga galarow; rag an bobel a benysas lies dydh dres Yudi oll, keffrys hag yn Yerusalem a-rag sentri an Arloedh Ollgalloesek. 
JDT.4.14	Yoakim an arghoferyas hag oll an oferysi neb a sevi a-dherag an Arloedh ha servya an Arloedh, ha'ga diwglun grogysys a yskar a brofyas an offrynnow leskys pub-dydhyek, ha'n ambosow hag offrynnow bolonjedhek an bobel. 
JDT.4.15	Gans lusu war aga thulyfantys, i a grias yn ughel dhe'n Arloedh gans oll aga nerth dhe vires gans faverans war an chi kowal a Ysrael.
JDT.5.1	Y feu derivys dhe Holofernes, pennhembrenkyas an lu Assyryek, yth omdharbarsa mebyon Ysrael dhe vresel ha degea an bolghow y'n vro venydhyek, kera gwarthav pub bre ughel ha gorra maglennow war an plenys. 
JDT.5.2	Serrys fest o ev. Ev a elwis war-barth oll an bennternedh a Moab, oll an bennhembrenkysi a Ammon hag oll an gwahalyethow an morrep, 
JDT.5.3	hag yn-medh ev dhedha: ‘Leverewgh dhymm, hwi vebyon Kanan, py eghenn a bobel yw homma eus trigys y'n vro venydhyek? Py trevow a annedhons i? Pana vyns yw aga lu hag yn pyth a vyw aga galloes po nerth? Piw yw an myghtern settys warnedha, hembrenkyas aga lu? 
JDT.5.4	Prag y hwrussons ynsi, yn mysk oll eus trigys y'n howldrevel, skonya a dhos yn-mes er ow fynn?’
JDT.5.5	Yn-medh dhodho Aghior, hembrenkyas oll mebyon Ammon, ‘Goslowes ow arloedh lemmyn ger dhiworth ganow dha was, ha my a vynn leverel dhis an gwir a-dro dhe'n bobel ma usi trigys y'n vro venydhyek y'th ogas. Ny dheu gow vyth dhiworth ganow dha was. 
JDT.5.6	An bobel ma yw sevys a'n Kaldeanys. 
JDT.5.7	Unnweyth trigys ens yn Mesopotamia, drefenn na vynnens i sywya duwow aga hendasow esa yn Kaldea. 
JDT.5.8	I re assa fordh aga hendasow ha gordhya an Duw a nev, an Duw re dhothyens i dh'y aswonn; rakhenna, herdhys vons i dhiworth lok aga duwow. I a fias dhe Mesopotamia, le mayth esens dres hirneth. 
JDT.5.9	Ena aga Duw a's erghis a omdenna a'n tyller mayth esens trigys ha mos dhe dir Kanan. I a drevesigas ynno ha seweni, gans owr hag arghans pals ha meur a warthek. 
JDT.5.10	Pan dheuth divoetter yn Kanan, i a omdhivroas dhe Ejyp ha triga ena hedre ve boes dhedha. I a dheuth ha bos ena routh veur, mar veur na yllys aga nivera. 
JDT.5.11	Rakhenna myghtern Ejypt a dreylyas er aga fynn, ha'ga thoella gans sotelneth, ha'ga uvelhe gans lavur yn brykkys, ha'ga gul yn kethwesyon. 
JDT.5.12	I a armas dh'aga Duw hag ev a weskis oll an vro a Ejyp gans plagys anyaghadow. An Ejyptianys a's herdhyas yn-mes a'ga golok. 
JDT.5.13	A-dheragdha Duw a syghhas an Mor Rudh, 
JDT.5.14	ha'ga hembronk y'n fordh a Sinay ha Kadesh-barnea. I a estewlis oll an dus a'n gwylvos. 
JDT.5.15	Ytho i a drigas yn tir an Amorysi ha distrui der aga nerth oll an drigoryon a Heshbon; ha wosa tremena an Yordan, i a dhegemmeras oll an vro venydhyek. 
JDT.5.16	I a estewlis a-ragdha an Gananysi ha'n Berissysi, an Yebusysi ha'n Shekemysi, hag oll an Gergesysi, ha triga ena dres hirneth.
JDT.5.17	‘Hedre vens i heb peghadow erbynn aga Duw i a sewenis, rag yma gansa an Duw neb a gas kammhynseth. 
JDT.5.18	Byttegyns, pan wrussons i gasa an hyns re settsa ragdha, fethys glan vons yn lies kas ha hembrenkys dhe-ves avel kethyon bys yn pow estrenn; tempel aga Duw a veu distruys bys y'n leur, ha'ga sitys kemmerys gans aga eskerens. 
JDT.5.19	Mes lemmyn i re gildreylyas dh'aga Duw ha dehweles a-dhiworth an tylleryow mayth ens i skattrys dhedha, ha perghennegi Yerusalem may ma aga sentri, ha trevesiga y'n vro venydhyek, rag y vos anannedhys.
JDT.5.20	‘Ytho lemmyn, a vester hag arloedh, mara's teves an keth pobel ma neb kammweyth heb y arwodhvos hag i a begh erbynn aga Duw, ha ni a dhiskudh aga offens, ena ni a wra yskynna ha'ga fetha. 
JDT.5.21	Byttegyns, mar nyns eus peghadow y'ga henedhel, gwres ow arloedh tremena dresta, rag aga Arloedh a wra aga gwitha, ha'ga Duw a wra aga difres, ha ni a via disenorys a-rag an bys oll.’
JDT.5.22	Pan worfennas Aghior y areth, oll an bobel esa ow sevel a-dro dhe'n tylda a dhallathas krodhvolas; soedhogyon Holofernes hag oll an dus trigys ryb an morrep ha Moab a deris y koedh dhodho bos ledhys. 
JDT.5.23	‘Ny berthyn own a vebyon Ysrael’, yn-medhons i; ‘Pobel heb nerth na galloes yns i dhe vreseli. 
JDT.5.24	Rakhenna yskynnyn, A arloedh Holofernes, ha devorys vydhons i gans dha lu kowrek.’
JDT.6.1	Pan dhifygyas an habadoellya gwrys gans an wer yn-mes a'n konsel, yn-medh Holofernes, pennhembrenkyas an lu Assyryek, dhe Aghior ha dhe'n Moabysi oll a-dherag an bagasow estrenn oll: 
JDT.6.2	‘Piw os ta, Aghior, ha hwi, goberwesyon a Efraym, dhe dhargana y'gan mysk par dell wrussys hedhyw ha leverel dhyn na dal dhyn breseli erbynn pobel Ysrael drefenn aga Duw dh'aga difres? Piw yw Duw saw Nebukadnessar? 
JDT.6.3	Ev a vynn dannvon y nerth ha'ga distrui yn tien a enep an norvys, ha ny wra aga Duw aga sawya; ni wesyon an myghtern a's distru avel unn den. Ny yllons i omsettya erbynn nerth agan marghoglu. 
JDT.6.4	Ni a vynn aga kowlleski. Aga menydhyow a vydh medhow a'ga goes, ha'ga gwelyow a vydh leun a'ga horfow marow. Ny yll aga threys sevel a-ragon ni, mes y fydhons i ledhys. Yndellma y lever myghtern Nebukadnessar, arloedh a'n bys dien. Rag ev re gewsis: ny vydh euver ger vyth anodho.
JDT.6.5	‘Mes ty, Aghior, ty woberwas a Ammon, neb re leveris an geryow ma war dhydh dha gammhynseth, ny wredh nevra gweles ow fas a'n jydh ma erna dylliv dial war an hil ma a dheuth yn-mes a Ejyp. 
JDT.6.6	Pan dhehwelav, kledhedhyow ow lu ha guwow ow servysi a wra gwana dha denewen, ha ty a wra koedha yn mysk aga re woliys. 
JDT.6.7	Ha lemmyn, ow hethyon a'th taskorr y'n vro venydhyek ha'th ri yn onan a'n dinasow ryb an bolghow, 
JDT.6.8	mes ny wredh merwel ernag ylli dhe goll gansa. 
JDT.6.9	Mars eus govenek dhis y'th kolonn na vons i kemmerys, na vydh digolonnek! My re gewsis ha travyth ny fyll a'm geryow? 
JDT.6.10	Ena Holofernes a erghis y gethyon, neb esa ow sevel rybdho yn y dylda, a sesya Aghior ha'y gemmeres dhe Bethulia ha'y ri yn diwla vebyon Ysrael. 
JDT.6.11	Ena y gethyon a'n synsas ha'y hembronk yn-mes a'n gaslys dhe'n plen, hag i a yskynnas a'n plen dhe'n vro venydhyek hag a dheuth bys y'n fentynyow a-woeles dhe Bethulia. 
JDT.6.12	Pan y's gwelas gwer an sita, i a synsas aga arvow ha poenya yn-mes a'n sita bys yn penn an menydh, hag oll an wer a veu towlbrennoryon a's lettyas na yskynnons dre dewlel meyn warnedha. 
JDT.6.13	Byttegyns, i a gavas harber yn-dann an menydh, le may kolmsons Aghior ha'y asa a'y wrowedh orth troes an menydh ha dehweles dh'aga arloedh. 
JDT.6.14	Mebyon Ysrael a dhiyskynnas a'ga sita ha'y gavoes. I a'n digolmas ha'y hembronk yn Bethulia, ha'y dhesedha a-dherag gwaladoryon aga sita, 
JDT.6.15	neb o y'n dydhyow na Uzzia mab Mika, a loeth Simeon, ha Kabris mab Gothoniel, ha Karmis mab Melkiel. 
JDT.6.16	I a elwis war-barth henavogyon oll a'n sita, hag oll aga gwer yowynk ha'ga benynes a boenyas dhe'n kuntelles. I a worras Aghior yn mysk oll aga fobel, hag Uzzia a wovynnas orto pandr'a hwarvsa. 
JDT.6.17	Ev a worthybis ha derivas dhedha pandr'a hwarvsa orth konsel Holofernes, hag oll a'n pyth a leveris a-rag an gwelhevin Assyryek, hag oll a'n pyth a leveris Holofernes mar valgh erbynn chi Ysrael. 
JDT.6.18	Ena an bobel a goedhas dhe'n leur ha gordhya Duw, ha garma warnodho, ow leverel:
JDT.6.19	‘A Arloedh Duw a nev, otta aga balghder, diskwa tregeredh war uvelheans agan kenedhel, ha mir an jydh ma orth fas a'n re yw sakrys dhis.’
JDT.6.20	Ena i a gonfortyas Aghior ha'y wormel yn feur. 
JDT.6.21	Uzzia a'n hembronkas a'n kuntelles dh'y ji eev hag ordena gwledh rag an henavogyon. Dres oll an nos na i a elwis war Dhuw a Ysrael a'y weres.
JDT.7.1	Ternos Holofernes a erghis y lu kowal keffrys hag oll an dus re dheuth ha junya ganso avel keffrysysi, a dhisevel aga hamp ha mos erbynn Bethulia, kemmeres an bolghow y'n vro venydhyek ha goestla bel war vebyon Ysrael. 
JDT.7.2	Oll aga gwer grev eth yn-kerdh an jydh na. Aga throeslu a gomprehendyas deg mil hag eth ugens, aga marghoglu dewdhek mil, war-barth ha'n tren-fardellow ha'n droesogyon a'n dyghtyas: routh veur dres eghenn. 
JDT.7.3	I a gampyas y'n nans ogas dhe Bethulia, ryb an fenten, hag omlesa yn efander orth Dothan bys yn Balbaym, hag yn hys a Bethulia bys Kyamon, usi a-dherag Esdraelon.
JDT.7.4	Pan welas mebyon Ysrael lu mar vras, i a gemmeras own meur, hag yn-medhons an eyl dh'y gila, ‘Lemmyn i a wra lapya glan enep an dor kowal; ny wra an menydhyow ughel, na'n kownansow na'n breow doen aga foester.’ 
JDT.7.5	Wosa kemmeres pub den y arvow hag enowi falghennow war aga touryow, i a wortas avel gwithysi dres oll an nos na.
JDT.7.6	Ternos Holofernes a ehwias avel hembrenkyas y varghoglu oll yn golok mebyon Ysrael esa yn Bethulia. 
JDT.7.7	Ev a hwithras an fordhow dhe'n sita ha vysytya an fentynyow a brovias aga dowr. Ev a's kemmeras ha wosa settya ena parsellow a soudoryon, ev a dhehwelis dh'y lu.
JDT.7.8	Ena y teuth dhodho oll an wahalyethow a vebyon Esaw, hembrenkysi an Moabysi ha kaptens an arvor, hag yn-medhons, 
JDT.7.9	‘Goslowes agan arloedh agan geryow, ma na vo terroes y'th lu. 
JDT.7.10	Ny fydh an dus ma, mebyon Ysrael, y'ga guwow mes yn ughelder a'ga menydhyow mayth esons trigys, rag nag yw es yskynna bys yn gwarthevyow aga menydhyow. 
JDT.7.11	Rakhenna, A arloedh, na omladh er aga fynn kepar dell omledhir yn aray batel, ha ny wra koedha unn gour a'th lu. 
JDT.7.12	Remayn y'th dinas ha gwitha genes pub gour a'th soudoryon; mes gas dha wesyon dhe gavoes maystri war an fenten a dhowr a fros yn-mes a droes an menydh – 
JDT.7.13	rag yth yw dhiworth homma may tenn tus Bethulia aga dowr. Ytho, syghes a wra aga distrui hag i a wra daskorr aga sita. Ni hag agan tus a vynn yskynna bys yn gwarthevyow an menydhyow nes ha kampya ena rag aspia ma na dhianko gour vytholl a'n sita. 
JDT.7.14	An re na, ha gansa aga gwragedh ha'ga fleghes, a wra difygya dre dhivoetter, hag y fydhons skoellys y'n stretow mayth annedhons kyns kledha vyth dhe dhos er aga fynn. 
JDT.7.15	Ytho, ty a wra attyli dhedha drog wober, drefenn i dhe rebellya ha na'th tegemmersons gans kres.’
JDT.7.16	Pes da o Holofernes ha'y goskordh gans an geryow ma, hag ev a dhellos arghadow dhe wul dell lavarsens. 
JDT.7.17	Lu mebyon Ammon a avonsyas, hag yndella pymp mil a vebyon Asshur, hag i a gampyas y'n nans, ha sesya an dowrow, ha fentynyow dowr mebyon Ysrael. 
JDT.7.18	Ena, mebyon Esaw ha mebyon Ammon a yskynnas, ha kampya y'n vro venydhyek a-dal Dothan, ha dannvon re anedha dhe'n dyghow ha dhe'n est, war-tu hag Egrebel, usi ogas dhe Kusi ryb an keynres Moghmur. Remenant an lu assyryek a gampyas y'n plen, ha kudha enep an tir; ha'ga thyldow ha'ga threnow-provia a omlesas yn myns bras; hag yth ens i routh efan dres eghen.
JDT.7.19	Mebyon Ysrael a grias orth an Arloedh aga Duw, rag aga holonnweyth a fyllis, drefenn oll aga eskerens re's kyrghynnsa, ha nyns esa fordh-dhiank a-dhiworta. 
JDT.7.20	An lu assyryek kowal, aga throeslu, charettow ha marghoglu, a's kyrghynnas dres peswardhek dydh warn ugens, bys pan dheuth ha bos gwag pub lester dowr dhe bub triger yn Bethulia; 
JDT.7.21	aga dowrarghow esa ow tesygha ha ny's teva dowr lowr yn unn jydh dhe derri syghes, rag y vos musurys ha res dhedha dh'y eva. 
JDT.7.22	Aga fleghes eth ha bos digolonnek, ha'n benynes ha'n wer yowynk a glamderas a syghes, ha koedha yn stretow an sita hag yn hynsyow der an yetow; ny's tevo namoy krevder vyth.
JDT.7.23	Ena yth omguntellas oll an dus, an wer yowynk, an benynes ha'n fleghes, a-dro dhe Uzzia ha rewloryon an sita ha kria gans lev ughel, hag a-dherag oll an henavogyon, ow leverel, 
JDT.7.24	‘Duw re bo breusydh yntra hwi ha ni; rag hwi re'gan shyndyas yn feur drefenn na wrussowgh kres gans mebyon Asshur. 
JDT.7.25	Rag lemmyn ny'gan beus denvyth dh'agan gweres; Duw re'gan gwerthas y'ga diwla, dh'agan skoellya war an leur a-ragdha dre syghes ha terroes kowal. 
JDT.7.26	Rakhenna, galw i lemmyn ha daskorr an sita gowal avel preydh dhe bobel Holofernes ha dh'y ost dien. 
JDT.7.27	Y fia gwell agan bos pyllys gansa, rag y fydhyn ni kethyon, mes agan bywnans a vydh sparyes ha ny wren ni gweles mernans agan fleghesigow a-dherag agan dewlagas, nag agan gwragedh ha'gan fleghes ow mos dhe goll. 
JDT.7.28	Ni a elow nev ha nor ha'gan Duw yn test er dha bynn, Arloedh agan hendasow, neb a'gan kessydh herwydh agan peghosow ha peghosow agan hendasow. Na wres e hedhyw an traow re dheskrifsyn ni!’
JDT.7.29	Ena y feu kynvann meur dres an kuntelles oll, ha garma a wrussons yn lev ughel orth an Arloedh Duw. 
JDT.7.30	Mes yn-medh Uzzia dhedha, ‘Bedhewgh kolonnek, ow breder! Gwren ni paragh pymp dydh moy; erbynn henna an Arloedh agan Duw a asver dhyn y versi, rag na'gan eskas glan. 
JDT.7.31	Byttegyns, mar dremen an dydhyow ma ha ny dhegemmeryn gweres vyth, my a vynn gul an pyth a leverowgh.’
JDT.7.32	Ev a dhiberthis an dus, peub dh'y savla, hag i a yskynnas war fosow ha touryow aga sita. An benynes ha'n fleghes a dhannvonas ev tre: hag yth ens yn studh pur isel y'n sita.
JDT.8.1	Y'n dydhyow na, Yudith a glewas a'n maters ma. Hi o myrgh Merari mab Oks, mab Yosep, mab Oziel, mab Elkia, mab Ananias, mab Gideon, mab Rafain, mab Ahitub, mab Elija, mab Hilkia, mab Eliab, mab Nathanael, mab Salamiel, mab Sarasadai, mab Ysrael. 
JDT.8.2	Hy gour, Manasse, neb o esel a'y loeth ha teylu, re vawrsa prys an drevas heydh. 
JDT.8.3	Hag ev ow sevel, ow korweles an wesyon esa ow kelmi tyskennow y'n park, gweskys veu gans trethes an howl ha growedha war y weli, may ferwis yn Bethulia y sita ev. I a'n ynkleudhyas ytho gans y hendasow y'n park yntra Dothan ha Balamon. 
JDT.8.4	Yth esa Yudith trigys yn hy chi hy honan avel gwedhwes rag teyr blydhen ha peswar mis. 
JDT.8.5	Hi a dhrehevis tylda rygdhi hy honan war do hy chi, grogysa hy diwglun gans yskar hag omwiska dillas hy gwedhowses. 
JDT.8.6	Hi a wrug penys oll an dydhyow a'y gwedhowses, a-der an jydh kyns an sabot ha'n sabot y honan, an jydh kyns an loer nowydh ha dydh an loer nowydh, ha goelyow ha dydhyow lowender chi Ysrael 
JDT.8.7	Benyn deg o Yudith, ha gensi fas kader. Hi gour Manasse a gemmynnas dhedhi owr hag arghans, kethyon ha kethesow, bughes ha gwelyow, ha hi a dhyghtya an pythow ma hy honan. 
JDT.8.8	Denvyth ny leveri ger drog er hy fynn, rag y's tevo own bras a Dhuw.
JDT.8.9	Pan glewas Yudith an tebeleryow leverys gans an werin erbynn aga rewler, drefenn aga bos ow klamdera dre fowt dowr, ha pan glewas hi pub ger a leveris dhedha Uzzia, ha fatell ambosas ev dhedha yn-dann li dhe hepkorr an sita dhe'n Assyrianys wosa pymp dydh, 
JDT.8.10	hi a dhannvonas hy maghteth, neb a's tevo charj a'y fythow oll, dhe elwel dhedhi Kabris ha Karmis, henavogyon hy sita. 
JDT.8.11	I a dheuth dhedhi, hag yn-medh hi dhedha, ‘Goslowewgh orthiv, rewloryon an dus trigys yn Bethulia! An pyth re leversowgh hedhyw dhe'n bobel nyns yw ewn; hwi re dias ha disklerya an li ma yntra Duw ha hwi hogen, owth ambosa dhe dhaskorr an sita dh'agan eskerens marnas an Arloedh a dreyl ha gweres dhyn a-ji keniver dydhyow. 
JDT.8.12	Piw owgh hwi, neb re brovas Duw an jydh ma, hag omworra hwi yn le Duw yn mysk mebyon tus? 
JDT.8.13	Yth esowgh hwi ow previ an Arloedh Ollgalloesek – mes nevra ny gonvedhowgh hwi travyth! 
