GEN.1.1	Chongpangpülei Kahvangi vangshothü hatü kahdoknyü ling. 
ACT.15.7	Shah longi shüktei pheikü Peter yaongei jomphong kü, “Ngelei jeihinaüthü, hepak kansho hük daiteke, Kung ami shahjangmei danei hinglemhen shingvaishi jom kü chongvenhen amphong khong kübü Kahvangi ngei jeteke, 
ACT.15.8	hatü hangkulei mongdang nyingpü Kahvangi jen kü dükphopükei jom kü Laangha Daülangpü shuoh-ei denpü shuohteke, 
ACT.15.9	hatü hinglempai jomei mong daühüei büpai jom hatü jen aa kü meheyao baong hanei nenoang. 
ACT.15.10	Hanangkü shaang mekei etü jenei bühipa nevaijü jeniyao nekoaokhen pang vaipüthü kü paihüei Kahvang kü ammi doknya? 
ACT.15.11	Halei meyü jomi keiha jenao 
ACT.15.12	Barnabas hi Paul nyi-i jiji homei Kahvangi Kung am touei nyangeihepü hatü thamapü douthü dükpü jung jijinyi-i epü bangei thaipü khong nenmü nyu. 
ACT.15.13	Jiji eyei kemhinüng Jakobi jangei e, “Ngelei jeihinaüthü, ngei epü banghümao. 
ACT.15.14	Kahvangi shongei Kung am kü bamei veipü, hatü jom khong kübü laophülei lompü nanglak vaihen yahhen jung Simoni nih-ei eküteke. 
ACT.15.15	Hapayü nyangei nyupü thihivamei shah kü jiüteinyüke:
ACT.15.16	‘Hapheikü ngei nyokei leihen,
ACT.15.16	hatü doei nyupü David nyushing lingei leihen;
ACT.15.16	bendaipü kübü ngei ha lingei leihen,
ACT.15.16	hatü ngei ha yaonghühen,
ACT.15.17	shejüang lebü shennyakthü peüi 
ACT.15.17	hatü ngelei men kü nyükpü Kung am peü.
ACT.15.17	Hathü douthü dükpü 
ACT.15.18	ha nyinghüphei kü hepak longi daiteke.’ ”
ACT.15.19	Hanangkü jeni Kung am Kahvang touei lepei leipüthü kü shanghah neshuohhen vaipü khih shei ngei shahphen yah-aoknyüke, 
ACT.15.20	shejao jeni jom kü nyangshuohhenü lajei kü jeetükpü hahying nehahhen, mükbongjuyung mang kübü, hatü yüpei jüpü hatü iy hahpü kübü yanei nyuhen ehen khih. 
ACT.15.21	Mehenangkü Mosa shahkung shelei mebü chingnyü peü kü chongven, hatü sabbath nyih ieyei kü ha wongmü Sinagoglei iehampeih.
ACT.15.22	Hahepak kü phongshanthü hatü behethü mü attoi am peüi mongei jom nanglak khong kübü shennyak jeyei Paul hi Barnabas nyi mü Antiokhlei shomhen temteiteke. Jomi Barsabbas shei menpü Judas, hatü Silas, jeihinaüthü khongkü mübü nyi, 
ACT.15.23	hapa lai kotü shom: “Ammei jeihinaü, phongshanthü hatü behethüi jeihinaü Kung am vaipüthü Antiokh, Syria hatü Cilicia kü nyupüthü peü touei selam. 
ACT.15.24	Hami düktuh shei ne-epü kü ham khong kübü shennyak hanei daiyei am kü baokei mong shüng nelinghen mü epü hami danpü nangkü, 
ACT.15.25	ham chemi mongteitü nanglak hanei jeyei jenei bampü jeihinaü Paul hi Barnabas nyi mü shomhen temteipeih. 
ACT.15.26	Jijinyi-i 
ACT.15.27	Hanangkü hami Judas hi Silas nyi shomphünyeih; jijinyi-iyao aihük shah jomei ju kübü vamei ekahen. 
ACT.15.28	Hathü vongbong khih shei deihpü hanei mü lenei Laangha Daülangpü hatü hamphong kao meiangke shei deihpeyü am kü lebü nyeinya hanggovih nekohhühen vaipü khih. 
ACT.15.29	Ammi lajei kü jeetükpü hahying nehahhen, iy hatü yüpei jüpü nehahhen hatü mükbongjuyung kübü yantuh. Ammi hathü kübü yanei nyujema, am-üng meipüba kü nyuhen, dohpü selam.”
ACT.15.30	Hanangkü hathü shom, hatü Antiokhlei yiü. Mechem vaipüthü khong peü chemi thaijapa, ha lai shuoh. 
ACT.15.31	Mechem jomi ha lai iepa, nangthong shah meipü nangkü jom mongong. 
ACT.15.32	Judas hi Silas, üpa nyi thihivam kei nyu, hepak yah-ei nangthong shah hatü wong kohhen shah e. 
ACT.15.33	Jomphong halei kansho hük nyupheikü vaipüthü jomphong chingmei kü shompü am touei nyokei leishih, 
ACT.15.34	shejao Silas payü halei nyujü meihen khih shei deih. 
ACT.15.35	Shejao Paul hi Barnabas nyi Antiokhlei nyu, hatü halei lebüthü longi mü 
ACT.15.36	Nyih kansho hük pheikü Pauli Barnabas kü, “Kei, chingnyü peü kü ji-i 
ACT.15.37	Barnabas-i Mark shei menpü Johanao jiji mü deihahhüei deih. 
ACT.15.38	Shejao Pauli Pamphilialei jiji tuhphongtü dousho kü chemi nedai-i leidaipü nangkü büpa nemunghahhüei deih. 
ACT.15.39	Jiji shah nethahtei-i mangshi dakteitü laolao yan; Barnabas-ü Mark müei Cyprus lemei dai. 
ACT.15.40	Shejao Paul-ü Silas müei layaong; vaipüthüi büpa 
ACT.15.41	Büpai attoithü wong kohhüei Syria hatü Cilicia homei dai.
ACT.16.1	Pauli Derbe hatü nanglak hük meni Timoti nyupü Lystralei heih. Büpayü vaipü Jehoda am nyüha hükei ha, shejao chepayü Greek am nyuteke. 
ACT.16.2	Büpa jungü Lystra hatü Ikoniumlei nyupü vaipüthüi longi meishi ehamteke. 
ACT.16.3	Pauli büpa mü Timoti mühahhüei deih; büpai büpa müei dai, hatü hathü shing kü nyupü Jehoda ami Timotilei chepayü Greek am shei nyingpü nangkü büpa kü shuw japteke. 
ACT.16.4	Jomphong jila hük kübü hük shei daishingkü Jerusalemei nyupü phongshanthü hatü behethüi temteipü shah ha dükhen jomi jomphong kü eteke. 
ACT.16.5	Hanangkü attoithü vaipü kü wong koh, hatü nyihjeih nanglak bhei-ie dateke.
ACT.16.6	Laangha Daülangpai Asialei chongvenhen nemongpü nangkü jomphong Phrigia hatü Galatia moidoi homei dai. 
ACT.16.7	Mechem jomphong Mysia viong ngoipa, jomi Bithynia lemei heihhen khe, shejao Jisulei Laanghai jom kü ha nemong; 
ACT.16.8	hanangkü Mysia peih-ei jomphong Troas lemei yiü. 
ACT.16.9	Yanüng Pauli manghkhang hük ee: Macedonia am shennyak hük yaongtü büpa kü khümei, “Macedonialei peikütuh hatü ham kü sheühshih” shei e. 
ACT.16.10	Mechem büpai ha manghkhang eepa, Kahvangi jom kü shahjangmei baonghen ham kü nyükpü khih shei mong kü pongei hamphong shüshülangi Macedonialei homei heihteke.
ACT.16.11	Hamphong Troas leipü laülüki Samothracelei heihpeih; nyihphei Neapolislei, 
ACT.16.12	hatü haleipü Macedonia district kü shongnyü chingnyü Philippi ngoi; hapayü Rom am chingduk hük hamphong hapa chingnyülei nyih maani thempeih. 
ACT.16.13	Sabbath nyih hamphong penyü homei yungnyü lemei phoppü shing hük nyüpeih shei deihshi heihpeih, hatü hamphong halei uotü hatouei thaipü nyühathü mü Kahvang shah hanteipeih. 
ACT.16.14	Nyüha hük Lydia shei mentü nyu; pinnyü-ü Kahvang kü khümpü shennyak hük hamphongi epü kü bangei nyuküpeih. Pinnyü-ü Thiatira am hatü manghmepü ashak yuteipü shennyak nyuteke. Pauli epü kü mong shuoh-ei banghen 
ACT.16.15	Mechem pinnyü hatü jom shem peü baptükpa, pinnyüi hamphong kü, “Amphongi ngeiyü 
ACT.16.16	Nyih hük hamphong phoppü shingei daiyei nyushingkü phongyomteihen laangha kohpü aa lanyü hük hamphongi heüpeih, hatü pinnyüi tetei epü nangkü pinnyülei shembüi lop longi danghampü khih. 
ACT.16.17	Mechem pinnyüi Paul hatü hamphong phei müpa, pinnyüi hamphongü Kahvang chongphobüthü khih; jomi am kü yemleipü lem baongnyu khih shei lenei eteke. 
ACT.16.18	Pinnyüi hapakei eyei nyih longi nyu. Shejao ahshi baokjapü nangkü Pauli yaakei leiyei mang laangha kü, “Jisu Khristalei men kü ngei nüng kü ngeükhüam shuohnyeih, pinnyü leipü vamdaituh” shei e, hatü ha hepak kü-üng pinnyü leipü vamdai.
ACT.16.19	Shejao mechem pinnyülei shembüthüi jomi lop danghen lem mahdaiteke shei nyingpa, jomi Paul hi Silas nyi yepei bhei leihshingei shüei longpü am touei dei. 
ACT.16.20	Jomphongi lakchongbü touei deiyei, “Hathüi jenei chingnyülei bukpüshaanpü vamhünyüke, jijiyü Jehoda am khih, 
ACT.16.21	hatü jen Rom ami yahhen nevaijü noteihen mü shahkung kü nejiüpü vanglem nyuhnyüke” shei e. 
ACT.16.22	Khongao jiji kü üp hatü lakchongbüi jijilei ashakviha huktüktü nyiami bheihen ngeükhüam shuoh. 
ACT.16.23	Jomi jiji kü mangshi üppheikü jomi jiji khoklatei tuh, hatü khoklat veshanthü kü meishi yomhen e. 
ACT.16.24	Hapakei dükhen etü büpai jiji khoklat mongpalei tuhpheikü jijilei la püshem longpü kü shahüteke.
ACT.16.25	Nyak jiam kü Paul hi Silas nyi Kahvang kü phopei hatü kesho lokei nyu, hatü khoklatei küppüthüi jiji kü bangei nyu. 
ACT.16.26	Ngangahük kü pedi vük; longi mangshi vükpü nangkü khoklat shem chongnyiam jenteke, hatü ngangahük kü shadenthü peü apdai hatü peüei nyiamvü laidai. 
ACT.16.27	Mechem khoklat yombü paopa, büpai khoklat sha kemei apdaitü eeyei büpa nyingi büpalei yanlu ngaiyei büpa nying baphahtü didainüng shei nyu; mehenangkü büpai khoklatei nyupüthü peü nyaidaiteke shei deih. 
ACT.16.28	Shejao Pauli ngeüwong anei lentü, “Nüngi laophü nyingi tejühah; mehenangkü ham peü hammü nyüpeih” shei e. 
ACT.16.29	Khoklat yombüi aw deikei shei nyük, mokei shüei Paul hatü Silas nyi touei kheüei aümei khüm. 
ACT.16.30	Hapheikü büpai jiji shakei ngaitü, “Longpü am, ngei yemleihen shingvaishi mehe dükhenang?” shei phe. 
ACT.16.31	Jiji-i büpa kü, “
ACT.16.32	Jijinyi-i 
ACT.16.33	Ha ya hapa ghonda kü-üng büpai jiji müei daiyei jijilei makaw paütük; hapheikü büpa hatü jom shem kemei nepheidai-i baptükteke. 
ACT.16.34	Büpai jiji shemei leiyei hahying temei ühying; hatü büpa hatü jom shem kemei Kahvang kü vaipü nangkü mongongteke.
ACT.16.35	Mechem vangngaipa, lakchongbüi veshanthü shomei, “Ha shennyak nyi vetüktuh” shei e. 
ACT.16.36	Khoklat yombüi shahjang koei peiyei Paul kü, “Lakchongbüi anji vetüktuh shei shah shomteke; hanangkü vamdaikei hatü chingmei kü daituh” shei e.
ACT.16.37	Shejao Pauli jangei, “Jomi henji kü nyonghüpü neshiüi Rom bühü shennyak kü peüi eeshi üpteke, hatü khoklatei küpteke; shaang jomi joei henji veyei deishihnyu je? Hei nevai! Jom peiyei henji yah-ei nyemngai” shei e.
ACT.16.38	Veshanthüi hapa shah lakchongbüthü kü e, hatü jijinyiyü Rom am bühü hih shei epü danei jomphong nyem. 
ACT.16.39	Hanangkü jomphong peiyei jiji kü mang lah, hatü jomi jiji ngaiyei hapa chingnyü kübü lüdaishih shei e. 
ACT.16.40	Khoklat leipü vamei jiji Lydia amei shemei lei, hatü vaipü jeihinaü hatü nyahinaüthü kü mongnang thongpheikü jiji lüdai.
ACT.17.1	Paul hi Silas nyi Amphipolis hatü Appolonia homei daipheikü jiji Thesalonikalei pei; halei Jehoda amei Sinagog hük nyu. 
ACT.17.2	Büpalei vanglem aimü büpa halei shü, hatü sabbath nyih jem thahshi laihing leipü yah-ei jomphong mü shah daktei, 
ACT.17.3	hatü Messiah shangponghen vongbong hatü dipü kübü yangei leihen shei nih-eikhoei, “Hapayü ngei amphong kü baongpü Messiah, Jisu” shei e. 
ACT.17.4	Jehoda am hanei mongkü pong hatü Paul hi Silas nyi mü om; hapa keiha Kahvang kü khümpü Greek am hatü nyüha mübüthü maani nevai-i omteke. 
ACT.17.5	Shejao Jehoda ami mükhak, hatü jomi chingyangshong leipü nebahnevaipü shennyakthü thaiyei khong lingtü chingnyülei mophicheü ngaiteke. Jomi shahthai shingei deinüng shei Paul hi Silas nyi yemshingkü Jasonei shem shümteke. 
ACT.17.6	Jomi jiji nedangi Jason hatü vaipüthü hanei chingnyü kü vanglem lempüthü touei shüei deiyei, “Kahdoknyü shakhimong leitükpü shennyakthü hatoueiyao peiteke, 
ACT.17.7	hatü Jasoni hathü kü yen keiha ühyingei angpeih. Jom peüi Rom ongpalei shahkung kü nejiüi shao lebü ong hük Jisu shei menpü nyüpeih” shei enyüke shei lenteke. 
ACT.17.8	Nanglakthü hatü chingnyü kübü lakchongbüthüi ha danei mopteke, 
ACT.17.9	hatü jomi Jason hi vaipüthü leipü hang yahtü veyei leishih.
ACT.17.10	Ha ya-üng Paul hi Silas nyi Berealei shomtük, hatü mechem jiji halei ngoipa, jijinyi Jehoda amei Sinagoglei heih. 
ACT.17.11	Thesalonika leipü Jehoda am meyü Berea leipü Jehoda am-üng yahhahhüpü kohshi nyu; mehenangkü jomi shahjangmei longi mong shuohshi yah, hatü hathü jiüla shei nyihjeih laihing yemteke. 
ACT.17.12	Jom longi hinglem, hatü Greek am nyühathü maani nevai-i, hatü laphen shaopü bahathü longi omshi hinglem. 
ACT.17.13	Shejao mechem Thesalonika leipü Jehoda ami Berea leiyao Pauli Kahvang shah enyüke shei danpa, jomi haleiyao khong kü shiongei mophicheü ngaihününg peiteke. 
ACT.17.14	Hahepak kü vaipüthüi shülangi Paul yungching yungkungei shomtük, shejao Silas hi Timoti nyi payü halei nyu. 
ACT.17.15	Paul müei daipüthüi Athen thahshi dai, hatü Silas hi Timoti nyi lomi ngei touei aokpü thahshi shomshih shei epü shah yah-ei jomi büpa tuhtü leidai.
ACT.17.16	Mechem Pauli Athenei jiji danei nyupa, hapa chingnyü kü lajeithü maei eetü longi büpa kü mongkü tüngei deih. 
ACT.17.17	Hanangkü büpai Sinagoglei Jehoda am, hatü Kung am Kahvang kü khümpüthü mü shak daktei hatü nyihjeih bhei leihshingei heüteipü shennyakthü mü etei. 
ACT.17.18	Shao Epikurean hatü Stoik vaipü vanglem kü nyingpühingpüthüi büpa mü shah doktei. Hanei ami, “Hapa shahvang ahpai mehe ehünyuja” shei e. Lebüthüi, “Büpayü mih Kung amei Kahvang jung baongbü khih” shei e. (Hayü büpai Jisu jung shahjang meipü hatü yangei leipü jung epü nangkü nyuteke.) 
ACT.17.19	Hanangkü jomi büpa müei Areopagus shei epü shahtap shingei deiyei büpa kü, “Nüngi epü ha nyuhpüvenpü ja hami nyinghüangke. 
ACT.17.20	Hapayü ham shingvaishi thüng mü khih; hanangkü ha mehe lappa hami nyinghüangke” shei e. 
ACT.17.21	Shaang halei nyupü Athen am hatü Kung am peü mepa shingvaishiyao nevai, shejao lemhük ja eteiyei nevaijü danhah-ei mon hepak tükhamteke.
ACT.17.22	Hahepak kü Pauli Areopagus shahtapei yaongei, “Athen am, lem peü phikü ami vaipü kü ahshi-üng wong kohpü am shei ngei veiaoknyüke. 
ACT.17.23	Mehenangkü ngei chingnyü homei daishingkü, hatü ammi khümpü dou kü meishi veijü khümteipü moidü hük kü, ‘NENYINGPÜ KAHVANG HÜK KÜ’ shei nyangei eeteke. Ammi mepa kü nenyingi khüm, ha jung ngei am kü baongnyüpeih. 
ACT.17.24	Kahvangi kahdoknyü hatü halei nyupü lemphü lingpeih; büpayü vangsho hatü kahdoknyü 
ACT.17.25	nevaijü büpai lemhük nanyu kei hangkulei laki büpa chongnephonyih; büpaiang hangku peü kü yangnyu, ngü hatü dou peü shuohnyeih. 
ACT.17.26	Bü hük kübü büpai jatthü peü kahdoknyü kempülei nyuhen lingpeih, hatü büpai jom nyuhen hepak hatü jom nyuhen shing kü viong lingei hanpeih. 
ACT.17.27	Shejüang shennyakthüi büpa yemhen hatü büpa jen peü toueipü taishi neshiüjao jeni büpa danghen shingvaishi Kahvangi ha dükpeih. 
ACT.17.28	Mehenangkü büpa kü jen nyunyeih, aülaünyeih hatü jenei yangnyu nyüpeih. Hapayü ammei lai nyangbü hanei-i, ‘Mehenangkü jenphongao büpalei lihilathü’ shei nyangpükei nyüke” shei eteke.
ACT.17.29	Hanangkü jenphongü büpalei lihilathü vaipü nangkü Kahvangü hon, ngin nevaijü yaong– hangkui deih-ei letü laki shangpü lajei kei nyüpükei jeni nedeih-ükhih. 
ACT.17.30	Peihdaipü hepak kü hapakei nenyingpeyü Kahvangi hei-üng tuhphongpeih, shejao shaang büpai shing peü leipü hangkuthü kü mong lephen shahkung shuohnyüke. 
ACT.17.31	Mehenangkü büpai jepü shennyak hüki shahhingi kahdoknyü shahphenhen büpai nyih itei nyüke. Büpai hapayü büpa yangei leishihpü homei hangku peü kü denpü shuohnyüke.
ACT.17.32	Mechem jomi dipü kübü yangei leipü jung danpa, hanei ami nyienteke, shejao lebüthüi, “Hami shao-üng hapa jung banghen hih” shei e. 
ACT.17.33	Hajük thahshi etü Paul lüdai. 
ACT.17.34	Shejao hanei ami Paul phei mü hatü hinglem. Hathü khongkü Areopagus shahtap kübü nanglak Dionisius, hatü nyüha hük Damaris nyu, hatü lebü longi nyu.
ACT.18.1	Hapheikü Pauli Athen leipü Korintlei heih. 
ACT.18.2	Halei büpai Jehoda am Aquila heü, hatü büpayü Pontus am Klaudius ongpai Rom leipü Jehoda am peü lüdaituh shei ngeükhüam shuohpü nangkü Italy leipü chenyüha Priscilla müei peiyei nyuteke. Pauli jiji mü pongteinüng heih, 
ACT.18.3	hatü büpa-ao ashak shem lingbü aihük mü jom kei bhei leihpü am vaipü nangkü jom shemei ngoi, hatü jom chemi dou dük. 
ACT.18.4	Sabbath nyih ieyei kü büpai Sinagoglei shah shükteiyei nyu, hatü büpai Jehoda hatü Greek am lepei leihen khe.
ACT.18.5	Mechem Silas hatü Timoti nyi Macedonia leipü ngoijapa, Paulü Jehoda am kü chongvenei Jisu-ü Messiah hih shei denpü shuoh-ei nyu. 
ACT.18.6	Shejao mechem Jehoda ami Paul khüei yaongei büpa kü nemei-i eshuohpa, büpai jom khüei büpai ashak leipü mag dheüei jomphong kü, “Ammei iy am shak kü nyutuh! Ngei mang nevai. Shaang mü leitü ngei Kung am touei daihen” shei e. 
ACT.18.7	Hapheikü büpai Sinagog leipü Titius Justus shei menpü shennyak hükei shemei heih; büpayü Kahvang kü khümpü Kung shennyak nyu; jomei shemü Sinagog mü dhienei nyuteke. 
ACT.18.8	Sinagog kü mübü Krispus hatü jom shem kemei 
ACT.18.9	Ya hük manghkhang hük kü 
ACT.18.10	mehenangkü ngei nüng mü nyüpeih, hatü üpaiyao nüng kü nemeihen mü lak nenopih; mehenangkü hapa chingnyülei ngelei nanglak longi nyüpeih” shei eteke. 
ACT.18.11	Büpai jom kü Kahvangei shah nyuh-ei bong hük mü lenyang vok nyu.
ACT.18.12	Shejao mechem Gallio-ü Akhaia kü Rom governor nyupa, Jehoda am hoi jemtü Paul yepei shahphen shingei dei. 
ACT.18.13	“Hapa shennyaki nanglakthü kü shahkung kü nejiüpü lem kü Kahvang kü khümhen yawhlangnyüke” shei jomi e. 
ACT.18.14	Pauli shah enüng nyushi Gallio-i Jehoda am kü, “Am Jehoda ami epeyü lemhükei jüteipü nevaijü shahkung longi shaipü vailangmeyü ngei ammei shah yahpü kü dahshakhen nyüpeih, 
ACT.18.15	shejao hapayü shah hatü men hatü ammei shahkung nangkü shah dakteipü vaipü nangkü am nyingi ehahtuh; ngei henüng nangkü shahphenbü nevaipih” shei e. 
ACT.18.16	Büpai jomphong shahtap leipü yantük. 
ACT.18.17	Hahepak kü jom peüi Sinagog leipü lakchongbü Sosthenes yepei shahtap shelei üpteke, shejao Gallio-i ha kü yaakeiyao nevei.
ACT.18.18	Halei hepak kansho hük nyupheikü Pauli vaipüthü kü selam shah ephongtü Priscilla hi Aquila nyi müei Syrialei leidai. Cenkhrealei büpa sho japteke; mehenangkü büpa lahtüktü nyuteke. 
ACT.18.19	Mechem jomphong Ephesia ngoipa, büpai jomphong halei tuhphong, shejao shongei büpa Sinagoglei heih-ei Jehoda am mü shah shükteiyei nyu. 
ACT.18.20	Jomi büpa kü nyih lushi themkütuh shei eshuoh, shejao büpai nemong; 
ACT.18.21	shejao jom toueipü leidainüng kü büpai, “Kahvangi mongjema ngei shao peikahen” shei eshuoh. Hapheikü büpa Ephesia leipü leidai.
ACT.18.22	Mechem büpa Kasarea ngoipa, büpa Jerusalemei aongei attoi am mü selam yah, hatü Antiokhlei yiüdai. 
ACT.18.23	Halei hepak shohük nyupheikü büpa layaongei shing hük kübü hük shei Galatia hatü Phrigia moidoilei vaipüthü wong kohhüei dai.
ACT.18.24	Shaang Ephesialei Alexandria leipü Jehoda am Apollos shei menpü pei. Büpayü shah meishi eaokpü laihing meishi nyingpü shennyak nyu. 
ACT.18.25	Büpayü 
ACT.18.26	Büpai Sinagoglei longi monglongshi e, shejao Priscilla hi Aquila nyi-i büpai epü danei jiji-i büpa müei daiyei Kahvangei Lem longi jiüshi nih-ei eshuoh.
ACT.18.27	Mechem Apollos Akhaia lemei heihhüei deihpa, jeihinaüthüi büpa kü mongnang thongteke, hatü vaipüthü kü büpa mongongshi yahhen lai nyangteke. Büpa ngoiyei phahji homei vaipüthü kü longi sheüh. 
ACT.18.28	Mehenangkü büpai ngaiheyei Jehoda am mü Jisu-ü Messiah shei laihing kübü nih-ei jom kü shah dokteipü neüteke.
ACT.19.1	Mechem Apollos Korintlei nyupa, Paul-ü hapa kahmük moidoi jiam homei daiyei Ephesialei pei; halei büpai vaipüthü hanei heüteke. 
ACT.19.2	Büpai jomphong kü, “Am vaipü hepak kü ammi Laangha Daülangpü yahla?” shei phe. Jomi, “Neyah, hami Laangha Daülangpü nyüpüja sheiyao nedanangpih” shei jangei e. 
ACT.19.3	Hahepak kü büpai, “Shejema menüng kü amphongi baptükpa?” shei phe. Jomi, “Johanei baptükpü kü” shei e. 
ACT.19.4	Pauli, “Johanü mong leppü baptükpü kü büpa pheikü peihen hük, hayü Jisu kü hinglemtuh shei eyei baptükpeih” shei eteke. 
ACT.19.5	Ha danei jomi 
ACT.19.6	Mechem Pauli jom kü laki shüngpa, Laangha Daülangpü jom kü pei, hatü shahlem laolao-i shah eyei teteivan. 
ACT.19.7	Peüshep jom anpünyi hükshing nyu.
ACT.19.8	Büpa Sinagoglei shüei wong kohshi lenyang jem hükshing shah e, hatü Kahvang ongching nang mongkü pongshi shah shükteiyei nyu. 
ACT.19.9	Mechem hanei am mong vaanei vaihen nemong hatü hapa Lem nangkü thaipü khong touei nemei-i eshuohpa, büpai jom tuhphongtü vaipüthü müei lüdai, hatü nyihjeih ongpalei shahthai shemei nyuh-ei nyu. 
