GEN.1.1	Pathianin a phut taka irnêng le irvân a siama, 
LUK.13.10	Voikhat chu Sabat ni’n Sinagok inkhata Jisua’n ar chutirhaia. 
LUK.13.11	Nupang inkhat, kum sômhleiriat ramilhli ichel a oma, a kûn chiana, ngîr khom ngîr intûn thei maka. 
LUK.13.12	Jisua’n a hmu’n chu a koia, “Nupangnu, ni natna ata ni zôk ta,” a ti pea. 
LUK.13.13	A chunga a kut a’rnghata, a ngîr intûn thei zôi zela, Pathian an pâk tâka.
LUK.13.14	Jisua’n Sabat ni’n mi an damtir sikin Sinagok hruaitu kha a sân a ning an mura, sinthôna hrang sûn ruk a oma, kha sûng khan hong unglân indam irhlôm roi ba, Sabat nî lele’n te! tiin mipuihai a hrila. 
LUK.13.15	Rengpa khan a kuang, “Nangni vârirlethaio, Sabat ni khoma mâni sehrât chal mani, sakuartung mani sûta, a thungna hmun ata tui in hranga hruai suak loia om mo nin om? 
LUK.13.16	Hi nu khom hi Abrahama nâinu a nia. Setana’n kum sômhleiriat dên a khit phiar tâka, kha a khitna kha Sabat ni khom ni sian sût pe hrang mo ni ma?” a tia.
LUK.13.17	Kha thu kha a hong insîrin chu, a râlhai kha a sân an inzaka, mipui chu a sintho roiinpui takhai sikin an lôma.
LUK.13.18	Khanchu Jisua khan, “Pathian Ram chu i ang mo a ini? I leh mo ki irkhek hrang? 
LUK.13.19	Ancham chi mal khat, mi’n a lâka, ar huana a inthek ang hi a ni; a hong mônga, thing a hong changa, chunglêng vahaiin a ôna an riak ngai,” a tia.
LUK.13.20	Jisua’n ar don nôka, “Pathian Ram chu i leh mo ki hong irkhek nôk hrang? 
LUK.13.21	Nupangnu’n chol a lâka, baiphit litar sômminli leh a’rzêl zita, a thoi mâka khamphulua a irpol ang kha a ni,” a tia.
LUK.13.22	Jisua’n irchutir malamin Jerusalem a pana, kho lian le kho chînhai ar fang thiaia.
LUK.13.23	Tu’n mani, a kuang, “Saninhringhai chu tômte vai mo an ini hrang?” a tia. 
LUK.13.24	Jisua’n a kuang, “Mikot irchêpa khan lût tum hrâm roi; nangni ki hril, mi tamtakin lût tum an ta thei no nihai. 
LUK.13.25	In neitupa a thoia mikot a kal tâkin chu, nangni’n pên tiang ngîrin, ‘Ka pu, mikot nin hong roh,’ tiin van tôk khom unglân ama khan, ‘Kho tianga mi mo nin ini nangni inhre ma ung,’ tiin nangni lei sâm a ti. 
LUK.13.26	Khanchu nangni’n, ‘Hmunkhatin fâkin ei in suam ngai khate, ki kholaihaia nir chutir ngai khate,’ la ti nin ti. 
LUK.13.27	Khannisian, ama khan, ‘Nangni ki hril, kho tianga mi mo nin ini, nangni inhre ngai ma ung; ki kuang ata rot roi, mi pualoihai!’ nangni ti nôk a ti. 
LUK.13.28	Hnôlin nin om tikin chu chapin, irkamnôi nin ta; Abrahama hai, Isaka hai, Jakoba hai le deipu murdihai kha, Pathian Rama omin hmu nin ti. 
LUK.13.29	Khan, sak le thang, sim le hmâr ata mi hong an ta, Pathian Ram hruaithe hong ot an ti. 
LUK.13.30	Irngai u ta, a hnungkhôn takhai khom a maton tak la ni an ta, a maton takhai khom a hnungkhôn tak la ni an ti,” a tia. 
LUK.13.31	Kha laitaka khan Farisai senkhat an honga, a kuang, “Suakin lân, hitak ata rot roh, Heroda’n nang that a itum kêng,” an hong tia. 
LUK.13.32	Jisua’n an kuang, “Kha sihal kha hiang hin hril roi, Irngai roh, a vuan le nangtûk hin ramilhlihai inhnot suak ki ta, damloihai khom indam ki ta, sûn thumin ki sin zoi ki ti. 
LUK.13.33	I khom nisian, a vuan, nangtûk le a zîng nôk dênin tho mai ki ti; Jerusalem pên tiang deipu thi ngai mah,” a tia.
LUK.13.34	“O Jerusalem, Jerusalem, deipuhai thattu, ni kuanga tîrhai lunga lei dêng thattu! Ârpuinu’n a tehai a mitha hnuaia a iop khôm angin ni nâihai voi iza op khôm ki tuma, nin inuam loi kha? 
LUK.13.35	Khasikin, ‘Rengpa irhminga hong chu Pathianin satvur ri se,’ nin ti mâka chu nin Sinagok hi ram a ta, ni hmu nôk ta no chin ni,” a tia. 
LUK.14.1	Sabat ni voikhat chu Farisaihai laia hruaitu lian inkhat ina bu nêk hrangin a fea, an lei enirchik chiana.
LUK.14.2	Mi inkhat a ke, a kut invûng Jisua kuang a honga. 
LUK.14.3	Jisua’n Dân irchutirtuhai le Farisaihai a chongpuihaia, an kuang, “Ei Dânin Sabat ni hin indam a phal mo, phal ma mo?” a tia. 
LUK.14.4	Khanchu, anni kha an dâihreka. Jisua’n damloi kha a chela, an damtira, an fetir ta. 
LUK.14.5	Khan Jisua’n an kuang, “Tu mo khatin a nâipa mani, a sehrât chal mani, Sabat ni’n tuikhura tâk sianlân, Sabat nî ni khomsian, nin ikêlsua zel loi hrang mo?” a tia. 
LUK.14.6	Khannisianlân, kha thu kha tûte’n sâm thei mahai.
LUK.14.7	Bu nêk hranga a mi fialhai khan toina sa an irchu ngai ti Jisua’n a hmu’n chu an kuang chongirkhek thu an sîr tâka. 
LUK.14.8	“Tu’n mo khat moi lôm hruaithe fa hranga nangni an fialin chu toihmun sataka toi no roi; nangni nêka mi lian a hong fial itinin, 
LUK.14.9	Nin kuang, ‘Hi pa toihmun hrang hi inkian roi,’ nangni a hong tiin chu, inzak takin toihmun saloi taka nin itoi chian hrang a ni. 
LUK.14.10	Nang an fialin chu toihmun saloi taka toiin lân, khanchu nang a fialpu kha hong a ta, ni kuang, ‘Mala, toihmun saa hin hong toi ro,’ tih a ta, khalâi ottuhai mit hmua chôiirsângin om ni ti. 
LUK.14.11	Irngaiinhlu ka kai irhniam an ta, irngaiintôm ka kai chôiirsâng ni an ti,” a tia. 
LUK.14.12	A fialtu kuang khom khan, “Sûna mo zâna mo hruai nin thein, ni rualhai, ni urênghai, ni parualhai le ni bôma irchonghai kha fial no roh; khano’nchu, nang fial nôkna an ta, nang thuan lele’n ti. 
LUK.14.13	Hruai nin thê tikin chu inrianghai, suakinsualhai, ke’nbâihai, mitchohai fial ual roh; 
LUK.14.14	Khanchu, satvurna dong ni ti, nang thuanna hrang nei no nihaia; mi fialhai thoinôkna tika Pathianin nang thuan a ti,” a tia.
LUK.14.15	A khalâi otpui inkhat khan kha kha an hriatin a kuang, “Pathian Rama hruaithe hrang chu an vânnei bâka!” a tia.
LUK.14.16	Jisua’n a kuang, “Mi tu’n mani hruaithe roiinpui tak a siama, mi tamtak a fiala. 
LUK.14.17	A fâk zoro tika chu a fialhai kuang, ‘Hong ta roi, atûn hin itinrêng ar zoi ta,’ ti hrangin a siahlo a tîra; 
LUK.14.18	An rêngin irphialna an nei chita. 
LUK.14.19	A maton takpu khan, ‘Loi ki lâka, va en a nang; ngaihoi takin ni lei hong irphat pe roh,’ a tia. 
LUK.14.20	Mi dangin, ‘Sehrât bop ringa ki lâka, eninfel hrangin fe ki tuma; ngaihoi takin ni hong irphat pe roh,’ a tia. Mi dangin, ‘Innei zoi phing lele ki nia, hong thei no ning,’ a tia. 
LUK.14.21	Siahlo kha a honga, kha thu kha a pu a hrila. A chongpupa kha a ning an mur tâka, siahlo kuang khan, ‘Fe latin lân, kholaidung haia, inkongkâr haia, fe’n lân, invâihai, kholra baicha hai, mitcho hai, ke’nbâi hai, hi hin hong hruai lût roh,’ a tia. 
LUK.14.22	Siahlo khan, ‘Ka pu, ni thupêk ang khan tho a ni tâka, khan khomin hmun kha a la ôl mai,’ a tia. 
LUK.14.23	Khan a siahlo kuang, ‘Fe’n lân, lamlian haia, lam kêmhaia, mihai ki in sipna hrangin mi hong hruai inlûthai roh. 
LUK.14.24	Nang ki hril, mi ki ifialhai khan inkhat luan ki hruaithe fa no nihai,’ ” a tia.
LUK.14.25	Khan, a rualin mipui tamtak Jisua leh an fe saa, a hong irheia, an kuang, 
LUK.14.26	“Tukhom a pa mani, a nu mani a dôngma mani, a nâihai mani, a urênghai mani, a farnuhai mani, ama hringna nêk khoma lung ni thung loi chu ki irchutir ni thei no ni. 
LUK.14.27	Tukhom mâni kros irputa ni zui no chu ki irchutir ni thei no ni,” a tia. 
LUK.14.28	Nin laia tu mo in irsâng sin tumin, a toia, a sin zoina hrang sum a inei hrang le nei loi hrang insâp bak loi hrang? 
LUK.14.29	Lungphûm sia chian tâka, a sin zoi thei no’n chu a en murdi’n, innuisan an ti. 
LUK.14.30	‘Hi pa hi in sin a phuta, sin zoi thei mah,’ ti an tih.
LUK.14.31	Khan, tu rêngin mo a mi sîngkhat leh rêng danga mi sînghni leh a doi hranga zuang, a ngam hrang le ngam no hrang toiin a ngaitua masa no hrang? 
LUK.14.32	A doi ngam no’n chu hla vita an la om laiin irngeina thu hril hrangin palai tîr a ti. 
LUK.14.33	Khaang dênin nangni laia mi khom a inei murdi a mâk zit no’n chu ki irchutir ni thei no ni.
LUK.14.34	“Michi hi a sa, khannisianlân, michi alna kha boi ta sianlân, i leh mo an in-al nôk hrang? 
LUK.14.35	Irnêng insana hrang khomin sa ta maka, nimnoka pol inruk khom ni ta maka, pai chian hrang vaiin kêng a iruk tâk. Tukhom irngaina mikuar nei murdi’n chu irngai ri sehai,” a tia.
LUK.15.1	Voikhat chu khâzana irfuangtuhai le mi sual tamtakin a thu irngai hrangin an hong pana. 
LUK.15.2	Farisaihai le Dân irchutirtuhai khan, “Hi pa hin mi sualhai a’rpâlpuia, bu khom a nêkpuihai ngai,” tiin an chiara.
LUK.15.3	Jisua’n an kuang, hi chongirkhek thu hi an sîra, 
LUK.15.4	“Nangni laia tu’n mo khatin belra irzakhat nei sianlân an laia inkhat irhmang ta sianlân, rama sômkuak kuakhai kha mâkin, ar hmang kha a hmu nôk mâka chu tu mo zong loi hrang? 
LUK.15.5	A hmu nôkin chu raifân takin a dâra irput a ta, 
LUK.15.6	in sûng a va tungin chu a rualhai le a kôlahai koi buk a ta, ‘Ki belra irhmang kha ki hmu nôk ta, tho ni lômpui roi,’ ti a ti. 
LUK.15.7	Nangni kin hril, khaang dênin mi fel sômkuak kuak irlet nuam loihai nêkin chu, mi sual inkhat irlet chunga hin irvâna mi an lôm ual ngai.
LUK.15.8	“Khan, nupang tukhom, duli sôm neiin inkhat irhmang ta sian, meiser hâla in phîtin, a hmu nôk mâka chu tu mo sataka zong loi hrang? 
LUK.15.9	A hmu nôkin chu a rualhai le a kôlahai koi buk a ta, ‘Ki duli irhmang kha ki hmu nôk tâk e, tho ni lômpui roi,’ ti a ti. 
LUK.15.10	Nangni ki hril, khaang dênin Pathian vântirtônhai laia khan mi sual inkhat irlet chunga lômna a lûminna ual ngai,” a tia.
LUK.15.11	Jisua’n an sîr zom zêla, “Mi inkhatin nâipasal inhni a neia; 
LUK.15.12	a nâipang ual khan a pa kuang, ‘Ka pa, ki’rchon dongtum hrang chu ni pe roh,’ a tia. Khanchu, a sum kha an kuang a semhai tâka. 
LUK.15.13	Khan, nikhua sôtnotea chu, a nâi nâipang ual khan a dongtum murdi kha a lâkkhôm zita, ram dang hlataka a fe tâka; kha sum kha nuamningin a hmang inhek zoi tâka. 
LUK.15.14	A sum nei a hmang inhek zit hnungin chu kha rama khan châmpui a tâka, fâk hrang ar sam tâka. 
LUK.15.15	Khanchu, kha rama om mi inkhat ar hnêl tâka, ama khan a loi tianga vokhai enkol hrangin a tîra. 
LUK.15.16	Khan, vokhai bu fâk ngai itinrênga hôk fa hrangin a’rzuka, khannisian tûte’n fa rua pe mahai.
LUK.15.17	“Khan, a hong inhriat suak tena chu, ka pa ina irhlo mihai bu nêk zoiloi a itam tia le te, keima lak hi hin phîngchâmin ki ithi chian hrang ma ni! 
LUK.15.18	Thoi lik ki ta, ka pa kuang fe ta ki ta, a kuang, ‘Ka pa, Pathian chunga le ni chunga ki itho’nsual ta a ni. 
LUK.15.19	Ni nâipaa irti inruk ni ta ma ung, irhlo ngai inkhat angin ni hmang roh, ti ki ta,’ a tia.
LUK.15.20	“Khanchu a thoia, a pa kuang a fe tâka. Hla taka a la om laiin a pa khan a lei hmua, lung an kham tak taka, a van tâna, a poma, a tum pôt pôta. 
LUK.15.21	A nâipa khan, ‘Ka pa, irvâna Pathian chunga le ni chunga thil ki tho’nsual a ni, ni nâipaa irti inruk ni ta ma ung,’ a tia. 
LUK.15.22	A pa khan a siahlohai kuang, ‘Songkol satak kha hong la lat unglân, innghâktir roi, kutsabi inbuntir unglân, kekok khom inbuntir roi. 
LUK.15.23	Sehrâtchal tuai mar tak kha hong kai unglân, that roi, raifân takin hruai inthe ei ti. 
LUK.15.24	Hi ki nâipa hi a thia, a hong ihring nôk ta a ni; a’rhmanga, ei ihmu nôk ta a ni hi,’ a tia. Khanchu raifân takin hruaithe an phut tâka.
LUK.15.25	“A nâipa ulian ual kha loia fe a hong kîrin chu, in a tung tôn chu thil tum irhai le lâm irhai kha an hriat tâka. 
LUK.15.26	Siahlo inkhat a koia, ‘Khu khu, imo a ini tâk?’ tiin ar dona. 
LUK.15.27	Ama khan, ‘Ni sangpa a hong kîra, dam taka a hmu nôk sikin ni pa’n sehrâtchal mar a ithat kêng,’ a tia. 
LUK.15.28	Khanchu, a ning an mura, in sûng lût nuam ta maka. A pa kha a va suaka, a hong inthêma. 
LUK.15.29	A pa kha a sâma, ‘Irngai roh, kumkhua’n ni ta hrangin suak sinin ki sina, ni thupêk lak pom loiin om ma unga, khan khomin ki rualhai leh lômna hrang kêlte lua ni pe ngai mak chea. 
LUK.15.30	Khannisianlân, hi ni nâipa notizuarhai kuanga ni sum hmang inchêktu hi a hong kîra, sehrâtchal mar tak ni lei that pe sa nôka,’ a tia.
LUK.15.31	“Khan, a pa khan a sâma, ‘Ki nâipa, ki kuanga om mai ni nia, ki inei murdi hi ni ta zit kêng. 
LUK.15.32	Hi ni sangpa thi tâk hi, a ihong hring nôk ta a ni, ar hmang tâk kha ei ihmu nôk ta a ni hi te,’ raifân taka om hrang kêng ei ini,” a tia.
LUK.16.1	Khan, a irchutirhai kuang khan, “Mi irchong inkhatin sum enkoltu a neia, kha mi khan a sum a hmang inchêk mai mai a ni ti’n a kuang an va dema. 
LUK.16.2	Khanchu ama kha a koia, ‘Ni chungchâng thu ki inhriat hi itin lama mo? Ni sum enkol irziakna bu kha hong chôi roh sum enkoltua kop thei no chi ni,’ a ti pea. 
LUK.16.3	Kha sum enkoltu khan a lungrîlin, ‘Ka pu’n sum enkoltu ki nina a ni inmâktir hrang ni a ti, itin mo tho ta ning? Irnêng tuk lak hrât ma unga, kut do lak kin zaka, a tia. 
LUK.16.4	Sum enkoltu a nin mâktir tika mihaiin an ina an ni inomtir theina hrang lam kin hriat ta,’ a tia. 
LUK.16.5	Khanchu, a pu lâkai intângtuhai kha inkhat khatin a koihaia, a maton tak kuang khan, ‘Ka pu kuang i dôr mo ni intâng?’ a tia. Ama khan ‘Sahriak tîn irzakhat,’ a tia. 
LUK.16.6	Ama khan, ‘Ni’rziakna lekha hi lan lân, toiin lân, sômringa ti irziak roh,’ a tia. 
LUK.16.7	Mi dang kuang, ‘Nang te i dôr mo ni intâng kha?’ a tia. Ama khan, ‘Bu tîn sângkhat,’ a tia. Ama khan, ‘Ni irziakna lekha hi lan lân, tîn sômriat ti irziak roh,’ a tia. 
LUK.16.8	A pu khan sum enkoltu sual vâr thiamzia kha an pâk tâka, vâr nâihai nêkin atûnlai mihai hi rammual thila chu an vâr ual a ni,” a tia.
LUK.16.9	Jisua’n, “Nangni ki hril, rammual irchonin rual siam unglân; irchon a hek tika kumtuang rama lôm lût ni thei nin ti. 
LUK.16.10	Tômte chunga iamom chu tamtak chunga khom iam a om ngai. 
LUK.16.11	Rammual irchon chunga lua nin iamom no’n te tu mo irchon tak tak kha nangni inkoltir ngam hrang? 
LUK.16.12	Mi dang ta chunga lua iamom loiin teh nin ta hrang ngei khom tu mo nangni pêk hrang? 
LUK.16.13	Siahlo tukhomin hruaitu inhni sin tho irkop thei ni no ni, inkhat hnôl ni a ta, inkhat pom ni a ta, a ninole inkhat kha irngaiinnat a ta, inkhat hmusit a ti. Pathian Sin le sum sin tho irkop thei no chin ni,” a tia. 
LUK.16.14	Farisai, sum irngai inhluttuhaiin kha thu kha an inhriatin, Jisua kha an innuisana. 
LUK.16.15	Jisua’n an kuang, “Mi mit hmu’n mi fel anga inlang mai mai nin ni; khannisian, Pathianin nin lung sûng an hriata. Mihriamhai irngaisâng hi Pathian mit hmu’n intirom a ni. 
LUK.16.16	Baptistu Johana a hong mâka chu, Mosia Dân le deipuhai lekhabu thuhai kha hmang hrang a nia; kha rengata chu Pathian Ram Thurchi Sa hril a nia, mi tinin lût tumin an inbo sup sup a ni. 
LUK.16.17	Khannisianlân, Dân thu inkhat chînte boi nêkin chu irnêng le irvân boi hi ol ual a ti. 
LUK.16.18	“Dôngma mâka, mi dang nei ka chu an iuire a ni, mi dôngma mâk tâk nei khom an iuire a ni. 
LUK.16.19	“Mi irchongpa inkhat a oma, puan man tamhai silin a nitin a hoihôka lêngin a om ngai. 
LUK.16.20	A mikot kôla khan mi inriang tak inkhat, ar hming Lazara, pân ituam zuak, an zâltir ngaia; 
LUK.16.21	Irchongpa maichâm ata a ifâk irnôi tâkhai kha fâk hrang arzuka, uihai lakin a pân an hong inliak ngaia. 
LUK.16.22	Mi inriang kha a thia, Abrahama kôla toi hrangin vântîrtônhaiin an fepui tâka. Mi irchongpa khom a thia, an phûma. 
LUK.16.23	Mithi khuaa intak tak a tuanga; a hong tanga; hla taka om Lazara, Abrahama kôla toi a hong hmua. 
LUK.16.24	Khan, a hong sâma, ‘Ka pa Abrahama, lung nin khamin lân, Lazara kha a kut pâr hmor tuia inchie sianlân, ki milei indâi hrangin zuang tîr ro ba, hi mei choka hin a sân ki na tak tak kêng,’ a tia.
LUK.16.25	“Abrahama’n chu, ‘Ki nâipa, nangin ni dam laiin thil sa inzen ni donga, khaang dênin Lazara’n thil saloi inzen a idong kha inhre mai ro ba; atûn chu ama chu irtharngam takin hi hin a om ta, nang chu natna tuangin ni iom tâk a ni. 
LUK.16.26	Khabana, hitak ata nangni kuanga fe tumhai mo, kha tiang ata keini tianga hong tumhai mo, an kâi thei nona hrangin irnêng chat inthûk tak ei kâra a iom kêng,’ a tia.
LUK.16.27	“Irchongpa khan, ‘A ninole, ka pa Lazara kha ka pa ina infetir hrangin nang ki ngên. 
LUK.16.28	Irzirpui pasal ringa ki neia, hi na tuangna hmuna hin hongna an ti, sathnem irngai takin hrilhai ri se,’ a tia. 
LUK.16.29	Abrahama khan, ‘Ni urênghai hril hrang te, Mosia le deipuhai an nei khate, khahai thu kha irngai ri sehai,’ a tia. 
LUK.16.30	Ama khan, ‘Ka pa Abrahama, ni make, mithi laia mi ngêt an kuang fe sianlân irlet an ti,’ a tia. 
LUK.16.31	Ama khan, ‘Mosia le deipuhai thu an zôm no’n chu mithi laia mi thoinôk thu khom zôm ual no nihai,’ ” a ti pea.
LUK.17.1	Khan, Jisua’n a irchutirhai kuang, “Tûknahai hi om no thei ni mah, khannisianlân, an omtirtu chung chu a rik e, 
LUK.17.2	Hi mi chîntehai laia inkhat khom hi an tûktir nêkin chu bu nôina lung lianpa a ringa inhlitira, tuikhangliana inthâk ni sian a ta hrangin sa ual a ti.
LUK.17.3	“Irdîn roi, ni urêngin ni chunga thil a tho’nsualin chu hril roh, a’rletin chu ngaidam roh. 
LUK.17.4	Sûn khata ni chunga voisari thil a tho’nsualin voisari ‘Ki’rlet e,’ tia nangma tiang a hong irheiin chu ni ingaidam hrang a ni,” a tia.
LUK.17.5	Tirtônhaiiin Rengpa kuang khan, “Kin iamna nin det pe roh,” an tia, 
LUK.17.6	Rengpa khan, “Ancham ru malkhat dôr iamna nei unglân chu, hi thingtheimu kung kuanga hin ‘Irphôiin lân, tuikhangliana irson roh,’ ti nin ta, nin thu zôm a ti,” tiin a sâma.
LUK.17.7	Nangni laia tukhomin mâni siahlo nei sian, irnêng tuka fe mo, kêlbelra ena fe mo a hong kîr le, “Hongin lân, bu hong ot zôi roh,” tu mo lei ti hrang? 
LUK.17.8	Khasikin, ki bu nêk hrang siam ro, irsiamin lân, ki nêk zoi mâka chu ni don ro; kha zoi tika nêk ni ti, a iti loi hrang mo ni ma? 
LUK.17.9	Nin thu anga a tho sikin nin siahlo chu lômthu nin hril ngai mo? 
LUK.17.10	Khaang dênin nangni khom thupêk murdi nin tho zoi zit hnung khomin, “Siahlo takirtâi loi ei ni, ei itho tum kêng ei itho a ni, ti roi,” a tia.
LUK.17.11	Khan, Jisua Jerusalem a pan pumin Samari le Galili ramria a fea. 
LUK.17.12	Khua inkhata a lûtin chu, phâr sômkhat an honga; hla vita an ngîra; 
LUK.17.13	an khêka, “Jisua, Hruaitupa, lung nin kham ro,” an tia. 
LUK.17.14	Anni kha a hong hmuhaiin chu, “Fe ta unglân ochaihai van entir roi,” a tia. Khaanga an fe lai khan an hong irthiang tâka. 
LUK.17.15	An laia inkhat khan a dam tâk ti ar hriat zoi le chu, irhai inring taka Pathian inpâk pumin a hong kîr nôk tâka. 
LUK.17.16	Jisua ke bula khan a van boka, lômthu an sîr tâka. Kha mi kha Samari mi a ni. 
LUK.17.17	Jisua khan a lei chongpuia, “Mi sômkhat kha nin irthiang infâi zit mo ni ma? Kuakhai kha khôn mo an om tâk? 
LUK.17.18	Ithoa mo, hi ram dang mi vai hin, Pathian inpâk hrangin a hong ikîr nôk?” a tia. 
LUK.17.19	Khanchu, a kuang, “Thoiin lân, fe roh, ni iamna hi ni dampuina a ni,” a tia.
LUK.17.20	Farisaihaiin Pathian Ram zuang tung hrang zoro an irdonin chu, Jisua’n an kuang, “Pathian Ram zuang tung chu mita hmu zât ni mah. 
LUK.17.21	Tûte’n, ‘En ro, hi hin kêng a om,’ ‘So son kêng a om,’ ti no nihai. Irngai u ta, Pathian Ram chu nin laia hin a iom chian a ni,” a tia.
LUK.17.22	A irchutirhai kuang khan, “Mihriam Nâipa hring lai sûnhai hi sûn khatte lua nin ihmu nuam nî la hong om a ti, khannisianlân, hmu no chin ni. 
LUK.17.23	Nin kuang, ‘En u ta, so so mani, hi hi mani,’ la ti an ti; en hrangin fe suak no unglân, zuihai sa no roi. 
LUK.17.24	Irvâna kôlirtêkin kôlkung ata kôlkung dênin a ivâr ngai ang kha a ni, Mihriam Nâipa zuang Ni chu la nih a ti. 
LUK.17.25	Khannisian, atûnlai mihai hin la hnôl an ta, thil tamtak a ituang masa hrang a ni.
LUK.17.26	“Nova zoro laia thil om dân ang khan Mihriam Nâipa zuang hrang nia khom a la iom hrang a ni. 
LUK.17.27	Nova irkuanga a lût ni dên khan mihai khan an fâkin an ina, dôngma pasal an irneia; tui a hong liana, an rênga a hong ithat irhmanghai tâk kha. 
LUK.17.28	Khaang dênin Lota dam laiin thil a iom kha; an fâkin an ina, an irchôka, an zuara, thil an phuna, in an sina; 
