MAT.1.1	Abraham le David a pasalnai Jisu Khrista hongkanthuina pa le puthui rabu ha hi ani.
JAS.5.12	Ka u ka naingai, irakip chunga, nang ni chong shakhi nan nei pha han, khuo kan khong maru; vanram pal la, ramuol pal la, khuo kan khong maru. Nan jot na ha, O, nan tile tiru, ‘ai nan tile,’ ti chianru, ha aninko nang ni Pathian chongtan na thuoia om noni che u.
JAS.5.13	A ning dong a thavang pong nan karra an om mo? A man lam rase. A ningsat an om mo? A man manpak na la tho rase. 
JAS.5.14	Nan karra a nat an om mo? Puma ming na sariak an not pe rang le an lam pe rang biakrup ulianngai kui rase. 
JAS.5.15	Takngaija a lam na han a nat mi ha dam nati, Puma ning ama ha chung jang nale, a siatna ngaiha ngaidam na nei nati. 
JAS.5.16	Hiva jarra nang ni an khat le an khat nan siatna ngaiha kan riru hale, nan dam thei na rang kan lam peru. Adikmi lam na han ranak nei tak chaun a tho. 
JAS.5.17	Elija ha keini le a kan ang miring an khat ani. A man rua tho mak na rang a lam pha han, kumthum le tha ka ruk rua lui tho mak. 
JAS.5.18	A man rua tho ret na rang a lam ret pha han chung van na an phut rua alui tho jui, han ramuol chunga chimu a hong ra ret ani.
JAS.5.19	Ka u ka naingai! Nan karra mi an khat in adik lam a manmang a, midang an khat in ama ha a hong tuang khir ret aninko, 
JAS.5.20	a man lam ani luia a che mi an khat ha Thavang thina ranga an phut asan ring jui ani. Hale mi hong tuang khir pa tu a chang innom, siatna tam tak ngaidam na rang chuan a tho ani tihi ngaidon ru.
1PE.1.1	Jisu Khrista atirlon Pitar ning Pontas, Galatia, kappadosia, Asia hale Bethania hin a om Pathian ning a thang mingai ning an thei an theia an lui om lai, 
1PE.1.2	Pathian ning nang ni ngaihi a na thang sa mi ha nan ni hale Pathian ning ana man thiang jui, ama thavang thiang le Jisu Khrista nuk jui na ranga ama thisen hin na rasuk rang ani.
1PE.1.3	Keini puma Jisu Khrista a pa Pathian ham kan manpak, puma ama ning ana lungsiat thei jarra, a thi ngai karra Jisu Khrista ning a hong ring khir jarra, ringkho thar ana pek a hivahin keini hi ring na ranga lungdo a na pek jui. 
1PE.1.4	Han keini ning a mong torlui Pathian phual ha kan en chak a Pathian ning a mingai ha a siak rang ani, nang ni ranga Pathian ning Vanram ma ana siak pe ha, leisa ning om a manmang torlui, a chuai torlui ha ani. 
1PE.1.5	Pathian ranak han a torna phat han hong do ranga kum sot ring na ha, a takngai mingai ranga Pathian ning ana siak pe rang ani.
1PE.1.6	Atun phat bongkhat hin nang ni nem na ranga aninom hale a dang en sin na ngai ning nang ni nan thavang a man pong innom, nang ni ning nan ning man satru. 
1PE.1.7	Hivahi nan takngai a det mo ti jet na ha ani, sana ten nom a mang thei mei an halla an en sin, hiva jarra nan takngai hi ko sana nek a aman a tam det. Hiva jarra pongna a tam tak in nang ni chunga an na en sin rang ke ani. Hava suale nang nin Pathian lianpui na ha Jisu Khrista a hong phat han nan mu rang ke. 
1PE.1.8	Nang in ama na lungsiat na hi a tun tak na mu mak innom, hale nang in ama ha a tun tak tak na ngai mak innom, hiva jarra nang in ri a ri torlui ningsat na ha na mu ani. 
1PE.1.9	Ajarko nang in na thavang kum sot ring na ha na mu jui, hivahi na takngai na jarra ani. 
1PE.1.10	Hiva rakip hi Pathian tashantheingai ning an jet a anlui tok a mingai jiang hiva kutchoi hi Pathian ning ana pek rang ke tia an lui ri. 
1PE.1.11	Anmani ning itik mo hiva phat hi ahong tung rang tia an lui tok, tak-ha Jisu minga pongna rakip an dui suale ama thavang thiang le lianpui na ha ahong ni rang ke. 
1PE.1.12	Pathian ning a luiti hiva rakip hi Pathian tashantheingai lian na ranga nimak nang ni ranga ani, anmani ning an lui ri, nang ni ning a tun nan jet ngai hi, vanram tenna Thavang Thiang ngai ning an hong choija hale Pathian tashantheingai ning an na manjet ani.
1PE.1.13	Hiva jarra ring na ranga nang ni ning nan lung kan chur theiru ajarko Jisu Khrista a hong karra nan chunga phual a na pek rang ke. 
1PE.1.14	Pathian ha juiru, hale ramuol la na dei rakip han nang ha man kan tor maro, hale ikhat jet lui anga om maro. 
1PE.1.15	Hiva rahut da nang hi athianga omro, na chuan tho na rakip a, puma ana kui pu ha a thiang ani. 
1PE.1.16	Pathian chong thiang in a ti, nangni, a thiang ha, ni ru ajarko kei om a thiang ha ka ni.
1PE.1.17	Nangni ning Pathian jiang nan lam karra a pa nanti, ama ning mirakip hi a kan ang rip a atho, nuk juia chong ajen karra hin nom ramuol la nan om lai lim Pathian ranga a thianga om ru. 
1PE.1.18	Ajarko nang ni ning nan jet mo nan pa nan pungai tenna alui om siatna ana tan ring ani. Hivahi sana ruphai a mang thei phur anga nimak. 
1PE.1.19	Ti ko a man tam tak Jisu Khrista a thisen a kan pek hi asat tak belram anga ani. 
1PE.1.20	Ramuol alui sin madonna Pathian ning ama ha alui thang sa ani, hale a torna nikhuo hin nang ni jarra a hong kando ani. 
1PE.1.21	A ma tenna nang ni ning Pathian ha takngairu, ama ning a thi tenna alui kei thuija ama lianpui na aluipek, hava jarra nan takngai nale nan lungdo ngaiha Pathian jiang siakru. 
1PE.1.22	Nangni ning adik chong ha nan jui jarra nan man kan thiang jui, hale nang ni khat le khat adik khan na kan lungsiatru. 
1PE.1.23	Nangni hi a tharra nai chang ha nan ni juia mang ranga a che ni luia a mang torlui rang ha nan ni, hivahi Pathian chong nan jui jarra ani, 
1PE.1.24	Pathian chong thiang in a ti, miring ringkho hi ramsul anga ani, hale an lianpui na rakip ha ram ma par anga ani. Ramsul ning a hong vuai hale Par ning a hong chuaija a chul. 
1PE.1.25	Tak-ha Pathian chong ko phat rakip a aring chak. Nang ni jiang an lui ri chong ha chongsat ani.
1PE.2.1	Ajarko nangni a satlui rakip, ani lui ngaidon rakip, asat kan rol rakip mi ka lal hale a satlui chong jek rakip bang taru. 
1PE.2.2	Nai a chang thar naite ngai anga phat rakip a Thavang Thianga tui ral la in ranga om ru. Hivahi nan in karra nang nin nan hong lian rang ke, kan san ring na hi om nan nei rang ke. 
1PE.2.3	Pathian chong thiang in a ti nangni ning nan kan jet pumahi iduk a mi lungsiat thei mo ani?
1PE.2.4	Hongru ama jiang a ring chak a om lungpui ha mingai ningko dei ma u, tak-ha Pathian mit en na ko a thang sa aman tam tak khat ani, 
1PE.2.5	Jisu Khrista jarra Pathian jiang lut thei na ranga Thavang ranga kan pek theiru, a thianga Pathian chuan tho ha changru, nang ni nan taksa a ring lungpui anga Thavang Thianga in ha sinru. 
1PE.2.6	Ajarko hivahi Pathian chong thianga a kan chel, enru kein Zion na lungpui khat ka phun an thang sa a man nei tak Lungpui ha ani, han ama takngai rakip ha ko jak na mu noni u. 
1PE.2.7	Hiva lungpui hi nang ni ranga a man nei tak ha ani, ajarko nang nin takngairu, tak-ha tak a ngai lui ngaiha ko, in sin pa ning a dei luia nem na om lui lungpui ha, a man tam tak lungpui ha a hongni. 
1PE.2.8	Chong thiang mun khat hin a ti, hiva lung hin mi kan lum na khat a man chang, ajarko anmani ning an kan lum na hin Pathian chong ha tak a luingai lui jarra ani, hiva ngai hi Pathian lungdo ani anmani ranga. 
1PE.2.9	Tak-ha nangni ha a jing kar tenna puma ama ning a var na han ana kui, puma ama alian na rakip ha nang ni ri ranga ana thang sa jat phung ha nan ni, puma ranga a ngir mingai ha nan ni. 
1PE.2.10	Phat khat a nangni hi Pathian mi lui nima che u tak-ha, atun ko ama mi nan ni jui, hale phat khat a Pathian lungsiat na ha lui jet ma che u, tak-ha atun ko alungsiat miha nannijui.
1PE.2.11	Ka lungsiat ka sap ngai kein nang ni ha ka na mathem, ramuol chunga khual mi khat anga nan taksa ning a dei ngai ha pek maru, hava ngaiha phat rakip a Thavang ning a jot lui ngaiha ani. 
1PE.2.12	Nan omchan ngaiha asat a om ru, Jatdangngai karra, han anmani ning adik lui nan tho tia an na ri siat in nom, nan chuan sat ha an mu karra Pathian a hong nikhuo han puma manpak nanti.
1PE.2.13	Puma ama jiang miring rakip ning an torna na rakip han kan pekru. Rengpa jiang aninom an torna rakip han kan pek rase u. 
1PE.2.14	Puma ning rengpa ham a hong tir, siatna a tho ngai man pong ranga, asat a tho ngai ham manpak ranga ani. 
1PE.2.15	Hivahi Pathian lungdo ani nan chuan sat tho han mi pangngai ham om chian rase u. 
1PE.2.16	Mi thiang khat anga nang ni hi a rong a om ru. Tak-ha a rong a na om ha siatna tianga ko nei man maro han Pathian a suak khat anga omro. 
1PE.2.17	Mirakip hi chitlejak neiro, na u na naingai ha lungsiat petro. Pathian hi chitlejak neiro, hale rengpa ham chitlejak neiro.
1PE.2.18	Nang ni suakngai ning om rengpa chitlejak neiru, anmani jiang nan chit nan jak na ha jet rase u, nang ni asat a ahuia ana tho mi jiang jak ni luia ana man pong mingai jiang om chitlejak neiru. 
1PE.2.19	Ajarko Pathian tianga nan lung a lut jarra ani luia anna man pong khodengthei na rakip chunga Pathian phual ana pek rang ke, ajarko nangni ning Pathian lungdo nan jui ani. 
1PE.2.20	Han ani lui adik lui chuan nan tho jarra an na man pong an na ve aninko nang na chuan sat tho ha imo ani? Tak-ha nang in chuan satna tho karra an na man pong aninko Pathian ning na chunga phual na pek nati. 
1PE.2.21	Hiva jarra nangni hi ana hong kui ani, ajarko Jisu Khrista om pong na alui mu nang ni jarra, nang ni jet thei na ranga, han nang ni ning om hava han jui taru. 
1PE.2.22	A ma ning siatna lui tho mak ani luia satlui ite khat a murra a suak lui mu ma u. 
1PE.2.23	A ma jiang non tak an pek karra ama ning om i om lui ti mak, ama jiang pong na an lui pek karra, ama ning ite khat lui man chit mak, hangahan Pathian ning chong jen rase tia Pathian jiang a pek lut. 
1PE.2.24	Jisu Khrista a tak tak ning kan siatna ngaiha Khros chunga alui choi, hava jarra kan siatna tenna kan thi rang ha chuan sat, chuan dik jarra ringna kan mu jui, ama a taksa a pop han keini ana man dam jui. 
1PE.2.25	Nangni hi belramngai ning lam jet luia an chei anga nan lui ni, tak-ha a tun nan belramsel a nuk jui ranga ana hong kui khir jui, hale nan Thavang ana sel pe pa ha ani.
1PE.3.1	Hingahin nang ni numeingai ning nan pasal jiang kan pek lutru hingahin aninko anmani ning Pathian chong ha tak an luingai mak innom nang na omchan sat han anmani ha tak an ngai rang ke. Chongle la nang in ripe rang ngai mak. 
1PE.3.2	Ajarko iduk a athiang asat omchan ha anmani ning an mu rang ke. 
1PE.3.3	Nang in ma pal tiang jak han asat na ranga kan sin hei sa na bet ha ni maro, 
1PE.3.4	Hava nek a ko nangni kan sin hei ngaiha nan lung sung tianga ruk a lunghip, lungdai Thavang ranga a mang torlui puansat tho ha ni ru, hivahi Pathian mit en na a man tam tak ani. 
1PE.3.5	Ajarko hingahin a tuan lai Pathian a jet a alui om numeingai ning ngom an pasalngai thuaija an lui om ma an duk an lut a asat an lui om. 
1PE.3.6	Hingahin Sara ning om a pasal Abraham ha puma tia a kuia a chong ri alui jui, nangni ning om asat atho in lang, chit rang ham chit luija nang ni ning ama anai changru. 
1PE.3.7	Hingahin nang ni Pasalngai ning om nan numeingai lung ha jet a nangni nek a sual anni tihi jet le kan ruaia ompuiru, ajarko anmani om Pathian kutchoi ring na ha nang le kan ruaia an mu rang ani.
1PE.3.8	A torna hin nangni nan renga lung khat jak changru na u na nai anga lung kan siatru, Lunghip le lungdaija om ru. 
1PE.3.9	A satlui a tho ngai jiang a satlui tho maru khua a na khong ngai jiang khua khong maru, hava rahut a phual pekru. Ajarko nangni phual mu na ranga nangni ha a na kui ani. 
1PE.3.10	Ajarko a ringkhuo a lungsiat hale phat hui amu jot ama ning a mur ha kan khap rase. 
1PE.3.11	Hale a satlui tenna lung kan hei bak a chuan sat ha tho rase, ama ning lunghip ha tok sen nang om rase. 
1PE.3.12	Ajarko, Pathian ko ama a jet ngai chunga a en, hale an lam ngai chunga ajet pe, hale puma ning chuan sat tho luingai ha ko a enda.
1PE.3.13	Nang in chuan sat ha na tho jot jarra tu ning mo an na manmang rang? 
1PE.3.14	Han chuan sat na tho jarra an na man pong innom nang ranga i duk ahui ha mo ani! Nang ni ning tu khat om chit maru, nan ning man dong maru. 
1PE.3.15	Tak-ha na lung sunga Pathian ha a thianga siakro, hale chitlejak ha neiro, phat rakip a kan ning chakro, mi ning na chunga Jisu Khrista ranga na lungdo na nei ruia, an na dingkel karra ripe theiro. 
1PE.3.16	Nang in chitlejak neinang lung nem tak a thoro, hale na lung ha man thiangro, ha aninko anmani ning nang ha non tak an na pek karra Pathian nuk jui ngai jiang a satlui chong ri ngaiha an chong ri dan na jak na an mu rang ke. 
1PE.3.17	Ajarko chuan sat a tho a pong na a mu lam asat det chuan salui tho va khodengthei hi Pathian lungdo nimak. 
1PE.3.18	Khrista ning alui thi vei khat jak a thi han chuan sat tho anga siat nei ngai rakip rahut a Pathian jiang tung thei na ranga, a taksa thina alui nei, tak-ha Thavang Thianga ring na ana man nei jui. 
1PE.3.19	Puma ning thavanga achea a jing karra a om thavangngai jiang chongsat ha alui ri jui. 
1PE.3.20	A tuan lai Noa phat lai rokuang alui kan ning lai han Pathian ning a sot alui man khang jarra, anmani ning ngak tor luia thavangngai ning ri luingai ma u. Hiva jarra ro kuang sunga mi ka riat jak ning ri an luingai jarra an lui ring. 
1PE.3.21	Tui han hava anga jet thei na ha ani. Ti ko baptais nan tho jarra san ring na nan mu jui, taksa a chok ha man thiang na rang jak nimak, Jisu Khrista a hong ringkir jarra ani, Pathian jiang adik dik lui jet na ranga lungdo a tok ha ani. 
1PE.3.22	Jisu ko vanram ma alui che jui, han Pathian kut chang tiang han a om jui, Thavang Thiangai liana rat na rakip chunga ama a om jui.
1PE.4.1	Khrista ning a taksa pong na ana dui pe jarra nangni ning om nan lung hi man ngirru, hale ral ranga puan ratuk tho taru, ajarko taksa hin pong na a dui ni han siatna rakip a mak tor rang ani. 
1PE.4.2	A tun na a om nang ni jiang a om ringkhuo ha miringngai ning atun an ring anga ni luia Pathian lungdo han ring na ranga ani. 
1PE.4.3	Ajarko nang ni ning ani lui omchan ju rui, ju inna, matir a om chuan ngai hale ani lui Pathian chubeibuk ngaiha, alui che sa phat a nan lui tho han a jot jui. 
1PE.4.4	Atunko Pathian jet luingai ning pum ngak an ngak jui, han mi ning an ngaidon rakip nan tho pui lui jarra nang ni lam ha non tak an na pek jui. 
1PE.4.5	Anmani a ring ngai ning om a thi ngai ning om chong jenna phat han ko puma jiang an tho rakip ha an manjet rang ani. 
1PE.4.6	Ajarko hiva jarra alui thi ngai ha miring omchan nuk juia taksa ning chong an jen rang ani, hale Pathian ngaidon nuk juia thavang in ring na ranga anmani jiang Pathian chongsat ha an lui ripe. 
1PE.4.7	Phur rakip a mang na rang a hong nai jui, Pathian jiang nan lam torna ranga nan lung kan choi theiru. 
1PE.4.8	Hiva rakip chunga nang ni khat le khat lung thianga kan lungsiat aru, ajarko lungsiat ning siatna rakip ha a manmang tor ani. 
1PE.4.9	Nang ni khat le khat kan ri siat luija kan pek theiru. 
1PE.4.10	Nang ni rakip ning kutchoi nan mu nuk juia Pathian chuan tho tianga kutchoi ha ni ru. 
1PE.4.11	Tu ang khat ning chong thiang a ri jot inko Pathian chong thiang ha ri rase. Tu ang khat ning Pathian chuan a tho inko Pathian ning a pek a rat na rakip han chuan tho rase.
1PE.4.12	Ka lungsiat ka sap ngai nang ni ngak maru, pong nale khodengthei na nan mu karra hale nang ni jiang om hui mak na a suak karra. 
1PE.4.13	Hiva rakip hin nan ning man satru, nang ni ning Khrista a pong ha nan san ani, hi aninko nang ni ning ningsat na ha nan mu rang ani, puma ning mahok lian na a hong karra. 
1PE.4.14	Nang ni ha a na enda lai han ravansat ha nan ni, ajarko nang ni Khrista a nuk jui ngai nan ni, hivahi Pathian lianpui na thavang in nan chunga om rang ani. 
1PE.4.15	Nangni tu ang khat ning khodengthei na nan mu karra, mi that ke, mi ruk ke a satlui tho mi ke, hale midang ruia a pong ke kan ti maru. 
1PE.4.16	Tak-ha Khristian khat changa khodeng nan thei karra, nang ni ning jak maru, han Pathian ha man pakru, hale Pathian a minga ngirru. 
1PE.4.17	Ajarko Pathian ning chong a jen na ranga phat a hong nai jui, hivahi keini tenna an hong phut aninko Pathian chongsat ha a jui luingai rang ko ija mo ani rang? 
1PE.4.18	Chong thianga hingahin a ti, “Mi sat ngai rang om san ring na a tat, han ko, siatnei ngai rang ko ija mo ani ta rang?” 
1PE.4.19	Han Pathian ngaidon nuk juia khodengtheingai ning om takngai ranga a suak ha a na sin pu puma jiang asat chuan tho ranga, an thavangngai ha kan pek rase u.
1PE.5.1	Kei ning ulian khat changa biakrup ulianngai jiang ka na ri ani, kein Khrista a khodengthei na shakhi ha ka jet, hale ama lianpui na ham ka mu rang ke, ama a hong karra, hiva jar hin kein nang ni jiang ka na ri ani. 
1PE.5.2	Belramngai sel ranga Pathian ning belramsel ranga nang ni jiang a na pek jui hale asat a en ranga hivahi Pathian ning nang ni jiang adei ani, han lung lut lui ko tho maru; nan chuan ha a man rang jak nima rase, tak-ha athianga lung lut a nan tho jot ha ni rase. 
1PE.5.3	Nang nin nan thuaija a omngai chunga a khel la ea sel ha tho maru, hale nan chuan sat ha anmani ning mu rase u. 
1PE.5.4	Belramsel a lu tir Pahan a hong karra nang ni ning ama lianpui na nan mu rang ke, ama a var ha mang chil noning. 
1PE.5.5	Hingahin nang ni nai pangngai ning om nan chunga mingai an duk lutru, nang ni nan renga khat le khat ning chitlejak tak a kan sanru, ajarko Pathian chong thiangin a ti, “A man kan lian ngaiha Pathian ning jot mak, hale a man kan sin ngai chunga Pathian ning a san.” 
1PE.5.6	Hiva jarra Pathian ama phat han nang ni ha a na man lian rang ke, hale ama a kut rat na thuaija ana man om rang ke. 
1PE.5.7	Nangni nan ning adongna rakip ha Pathian jiang pek lutru. Ajarko ama ning nang ni ha na san nati.
1PE.5.8	Ka ning theiru, en chakru, nang ni ana manmang jot seitan ning a chea, nong sha ning a khek ang han a khek a om, tu ang khat manmang ranga a en na a om. 
1PE.5.9	Nangni tak nan ngaiha adik ngai nang om ru, ajarko, hiva ang hin khodengthei a pong le ramuol la alui om na u nan naingai jiang om alui ruak sa ani tihi nang ni ning jetru. 
1PE.5.10	Hale Pathian lianpui na ranga Khrista ning nang ni ha a na lui kui ani, hiva phat bongkhat hin nang ni ning khodeng nan thei suale nang ni ha na man rat rang ani, hale na man lian na ta na man ngir rang ani jui. 
1PE.5.11	Amongtibui ring na ha puma jiang ni rase Amen.
1PE.5.12	Kei ning hivahi nang ni ranga takngai jot Ulenai Sila ning om a na san na Pathian chuan tianga nan lung man ngarru; han kei jom ama chuan sin ranga ka dei tihi ka na manjet jot. 
1PE.5.13	Babilon na nan char nu inna biakinn sunga om hale Pathian ning i thang suak ka nai Mark ning om nang ni ha chubei an na hong pek. 
