MAT.1.1	Yisa Masia yejamm piinue na: u din tee David yaaboonne, ki David mun din tee Abraham yaaboonn.
HEB.5.3	ki u mɔŋ nba tee butundaanɔ na paak, li kpaa talas ki wun mann mannu u mɔŋ toonbiit paak kaman nan wa mann mannu niib na toonbiit paak biaŋinba na. 
HEB.5.4	Sɔɔ ki fit dont u mɔŋ a wuu tee mantɔyudaanɔ, see ki Yennu gannɔ kaman nan wa din gann Aron ki teenɔ mantɔyudaanɔ biaŋinba na.
HEB.5.5	Nnee mun, Masia din ki donn u mɔŋ ki gann u mɔŋ a wuu tee mantɔyudaanɔ, ŋaan Yennue din yetɔ a
HEB.5.5	“A tee n Bijae;
HEB.5.5	la nyii dinna ki n wann nan
HEB.5.5	n tee a Baae.”
HEB.5.6	Ki siar po u bia yet a
HEB.5.6	“A tan sii tee mantɔɔ ki jikit saa
HEB.5.6	yoo nba kaa gbennu,
HEB.5.6	kii tee Melkisedek paabu ni mantɔɔ.”
HEB.5.7	Tɔn, Yisa nba din be tingbouŋ na ni yoonba na u din mei Yennu ki barimɔ, ki bui nan ninnyuut Yennu nba sa fit fatɔ kuun ni na boor ni. Ki wa din baakit Yennu na paak ki Yennu din gbat u miaruwa. 
HEB.5.8	U tee Yennu Bijae, ŋaan u mun din dii farae Yennu mɔbsaku ni, 
HEB.5.9	ki din tan gbenn fara dinu maŋ, ki te ki binba kur saak u mɔb na la tinnu nba kaa gbennu. 
HEB.5.10	Ŋanne ki Yennu yiinɔ manteeb yudaanɔ, Melkisedek paabu ni.
HEB.5.11	Ti bo sa pak Masia nan Melkisedek po bonchiann ŋaan li paar nan ki ti wanni, kimaan i ki bant li paak yiami. 
HEB.5.12	Nna yoo li ji bo kpaa talase ki yii tee wannteeb, ŋaan i bia loon ki sɔɔ-n wanni Yennu mɔmaan pinpiik ni sɔnii na. I bia daa ŋan nan biime, i ki jaŋ nan jeŋmankati, 
HEB.5.13	kimaan wunba daa mɔɔr biin tee bibunne, ki daa ki bann yentinu wannu na fanu. 
HEB.5.14	Ŋaan jeŋmankat tee saakab yare, ŋamm tuu tumii ki fit bann linba tee bonbiir nan linba tee bonŋann.
HEB.6.1	Li paak, ŋaant man ki tii dia saakayan kii tumii Masia barii ki saan tɔɔnn po; ŋaan ŋamm ki tumii u barii bonchiann ki pukin pinpiik ni wannu po; li ji ki kpaa talas a bin ŋamm wanni a Nyikin toonbiit nan kuun sɔnu, ki teen Yennu yada, 
HEB.6.2	ki bia wanni Yennu nyunwuru po, nan niiyiinu niib paak, nan kpeemm fiiru po, nan tubdatu nba kaa gbennu na po. 
HEB.6.3	Yennu-i sak, ti sa saan tɔɔnne.
HEB.6.4	Masiaweira nba yêt u weiu, li ji tan sii paar nan bin jenna ki tan lebit bi dudukit. Sianyoo bi din tuu be Yennu yentu nie, ki gaar bi tora nba tee Yennu Seyeeŋ na, ki lemm Yendɔuŋ ni piiniiwa, 
HEB.6.5	ki din tuu mi Yennu mɔmaan na manu po, ki din mi dunia nba baat na paŋ po, 
HEB.6.6	ŋaan ji tan yêt Masia weiu. Li ji paar nan bin ji tan jen lebit bi dudukit, kimaan bi bia kpi Yennu Bija maŋe dapunpunn paak ki dintɔ fei paanu ni.
HEB.6.7	Tɔn, tiŋ nba ki saak baa li paak ki li maakit ki tee jeet teen binba ŋammitir na, Yennue senn mɔsonŋann ki teen tiŋ maŋ paak; 
HEB.6.8	ŋaan tiŋ maŋ-i tee kunkonii nan mɔbiit, li ki mɔk nyɔɔti, li kan yukir ki Yennu tan sa por mɔb ki lin di muu biir.
HEB.6.9	Ti naa walonkai, ta lek piak linba na, ŋaan ti ki mɔk birsuk i po. Ti mi nan i yare tee linba chee ki bia tee tinnu yar. 
HEB.6.10	Kimaan Yennue ŋan, ki kan tamm ya tun linba ki turɔ amii ya loonɔ biaŋinba ki somm Masiaweira, ki bia daa sommitib na. 
HEB.6.11	Ti loon ki i sɔɔ kur-n yabir u mɔŋ paake mɔkmɔk nan li joontu, ki ya mɔk dindann biaŋinba na, li set sa teen mɔnii ki turi. 
HEB.6.12	Ti ki loon ki yii tee gbannyakdammi, ŋaan ti loon ki yii tee binba teen Masia yadae, kii mɔk sukuru, ki tan gaar linba ki Yennu din senn mɔsonn li po na.
HEB.6.13	Yennu nba din senn u mɔsonn tur Abraham yoonba na, u din lor mɔlor a u tan sa tun wa din senn mɔsonn nba nawa. Sɔɔ ki be ki chee Yennu tiauŋ; li paak, u din jii u mɔŋ sanne ki lor u mɔlor maŋ. 
HEB.6.14	U din yetɔ a “Li tee barmɔniie, n senn mɔsonŋann a paak ki bia sa tura yaaboona bonchiann.” 
HEB.6.15	Ki Abraham din mɔk sukurue, ki tan gaar linba ki Yennu din senn mɔsonn a wun tan turɔ na. 
HEB.6.16	Nirɔ-i senn mɔsonn, u tuu jii wunba garɔ sanne ki senn, ki mɔsonn maŋ-n kpi mɔniɔk kura. 
HEB.6.17	Tɔn, binba din yaa bin gaar Yennu nba din senn mɔsonn nba na, u din loon wun wannib a u kan mi lebit u dudukiti; li paak ki u din pukin u mɔlor u mɔsonn maŋ paak. 
HEB.6.18	Li paak, bona ŋannlee nba kaa lebitu na be ki wann nan Yennu set sa gbeen u mɔsonn maŋ. Li paak, timm nba chiar saan u boor ni ki tinn na mɔk parcheenn ki gaar dindann nba be ti tɔɔnn po na chib. 
HEB.6.19	Dindann nba ki ti mɔk na tee kaman nan manfoor jaantarik nba dia ti manfoor fanu. Li tee dindann nba gar Yendɔuŋ ni diiuk kaaruk nee ki kɔɔ diiuk maŋ linn po. 
HEB.6.20	Leŋe ki Yisa poŋ din gaar ti paak ki gar ki tee ti sɔnliitɔɔ, ki teen ti mantɔyudaanɔ nan yoo nba kaa gbennu, ki bia tee Melkisedek paabu ni mantɔɔ.
HEB.7.1	Melkisedek maŋ din tee Salem tiŋ bate ki bia din tee yabint Yennu mantɔɔ. Abraham nba din tan nyii tɔb nba ki u din kɔn nyann batnba banna na, Melkisedek din chetɔ ki senn mɔsonŋann u paak; 
HEB.7.2	ki Abraham din nyinn bona piik ni yennkɔɔ wa din kɔn fat bont nba na kur ni ki turɔ. (Melkisedek, u sann maŋ paak tee a “Yentinu Bat,” ŋaan u din tee Salem bat; ki Salem paak tee parmaasir, li paak, ki u bia tee “Parmaasir Bat.”) 
HEB.7.3	Labasiar ki be ki want Melkisedek baa po amii u naa po amii u yejamm po. Labasiar kaa ki want u maru po amii u kuun po. U naan nan Yennu Bija nee. U lek bia yɔɔ tee Yennu mantɔɔe nan yoo nba kaa gbennu.
HEB.7.4	Li paak, i la wa din tee nijaann biaŋinba, kimaan ti yejasaakɔɔ Abraham lek din tan nyinn wa din kɔn fat bont nba tɔb ni na bona piik ni yennkɔɔ ki turɔ. 
HEB.7.5	Ki sennu din wann a Liifai teeb yaaboona nba tee manteeb na, a bin tuu gaar bi niib Juu teeb nba mɔk linba li bona piik ni yennkɔɔ, ŋaan bi niib maŋ mun bia lek din tee Abraham yaaboonae. 
HEB.7.6	Melkisedek din ki tee Liifai teeb yaaboonn kaa, ŋaan u din gaar bona piik ni yennkɔɔ Abraham boor, ki bia senn mɔsonŋann ŋɔɔ Abraham wunba din gaar Yennu mɔsona na paak. 
HEB.7.7	Mɔniɔk kaa nan nisɔɔ nba senn mɔsonŋanne tee nijaann ki gar wunba gaan mɔsonŋann maŋ. 
HEB.7.8	Manteeb nba din tuu gaan niib nba mɔk linba li bona piik ni yennkɔɔ na din tee nisaarii ki din tuu tan kpo; ŋaan Melkisedek wunba din gaar Abraham bona piik ni yennkɔɔ na ŋanin be, kaman nan Yennu gbouŋ nba wann biaŋinba na. 
HEB.7.9	Ti sa fit yet a yoo nba ki Abraham din nyinn u bont ni bona piik ni yennkɔɔ na, u yaaboona Liifai teeb binba din tan gaan bona piik ni yennkɔɔ maŋ, mun din mi bi bona piik ni yennkɔɔ nyinnu, 
HEB.7.10	kimaan ba lek daa din ki mar Liifai na, ŋaan ti sa fit yet a yoo nba ki Melkisedek din chet Abraham na, ŋɔɔ Liifai din be u yeja Abraham maŋ ni.
HEB.7.11	Yennu din tur Juu teeb sennu ki wann Liifai teeb bi mannu toona nba sii tee biaŋinbae. Ki Liifai teeb manteeb toona-i diŋŋi be fanuie, li din bo kan kpaa talas ki mantɔganɔ wunba ki set Aron setu ni ŋaan see Melkisedek setu ni na-n baari. 
HEB.7.12	Kimaan yoo nba ki manteeb yudantuk lebitu nba din tuu tan baar ki bin lebit na, sennu mun bia din tuu lebite, 
HEB.7.13	ki ti Yomdaanɔ Yisa wunba tee mantɔganɔ maŋ nyii boorganu nba ki bi sɔɔ din ki mi tun mannu toonni. 
HEB.7.14	Sɔɔ kur poŋ mi nan ŋɔɔ Yisa nyii Juda nibooru ni, nibooru nba ki Moses din ki mi pak siar bi po ki jikit saa manteeb po.
HEB.7.15	Yoo nba ki mantɔganɔ nba naan nan Melkisedek na din tan baar nee ki ti mantik ŋamm bann barii maŋ paak. 
HEB.7.16	Ŋɔɔe tee mantɔɔ, ki nisaarik sennii ni kaa ki u teen li mantɔɔ, ŋaan li tee manfoor nba kaa gbennu na paŋ nie ki u teen mantɔɔ. 
HEB.7.17	Kimaan bi din sɔb u po Yennu gbouŋ ni a “A tan sii tee mantɔɔe ki jikit saa yoo nba kaa gbennu, kii tee Melkisedek paabu ni mantɔɔ.” 
HEB.7.18	Li paak, sennkperu na ji din bakine, kimaan li din ki mɔk paŋi, ki bia ki mɔk nyɔɔti, 
HEB.7.19	kimaan Moses sennu maŋ din kan fit te ki siar be fanu. Ŋaan mɔtana ti ji mɔk linba turit dindann nba chee na, ki li nie ki ti chat nakin Yennu boor ni. 
HEB.7.20	Ki Yennu mɔsonn bia pukin li paak. 
HEB.7.21	Yennu din tuu ki teen manteleeb na li mɔsonn booru. Ŋaan Yisa din teen mantɔɔ yoo nba ki Yennu din tan tur mɔsonn ki betɔ a
HEB.7.21	“Min Yennu senn mɔsonn
HEB.7.21	ki ji kan lebit n dudukit, ki yet a
HEB.7.21	‘Fine sii tee mantɔɔ ki jikit saa yoo nba kaa gbennu.’ ”
HEB.7.22	Li paak, nnee te ki Yisa tee wunba wann nan mɔsonn nba chee na kaa lotu.
HEB.7.23	Tɔn, yaayoo ni manteeb maŋ din tuu tan kpoe, ki bi leeb na-n mun gaar bi toona; li paak, ki bi din yab. 
HEB.7.24	Ŋaan Yisa ŋanin sii yɔɔ be ki tee mantɔɔ ki jikit saa yoo nba kaa gbennu, ki u toona na kan mi nyi u nuu ni ki sɔɔ-n gaariri. 
HEB.7.25	Li paak, binba chat nakin Yennu, ŋɔɔ Yisa sann paak na, u sa fit tinnib mɔtana nan yoo nba kaa gbennu, kimaan u lek be u manfoor ni yoo kur, ki mei Yennu ki teemm.
HEB.7.26	Li paak, Yisae tee ti mantɔɔ nba jaŋ nan ti sommir. Ŋɔɔe tee popeendaanɔ, ki ki mɔk bisiati; u be u kɔɔe nan biitdamm, ki Yennu donnɔ ki gar Yendɔuŋ ni teeb kura. 
HEB.7.27	Manteyudaanleeb na din tuu mann marouŋ daar-n tuu daar bi tiauŋ biit paak sinsinn, ki bia mann marouŋ ki tur niib; ŋɔɔ Yisa ki tee nna kaa; u din jii u mɔŋ ki mann marouŋ yomkɔɔe, ŋaan ki li marouŋ gbenn ki tur sɔɔ kura. 
HEB.7.28	Moses sennu na din tuu gann nisaarii ki teemm manteeb yudamm; ŋaan ki bi din tuu ki be fanu ki gbenni. Ŋaan sennu maŋ poorpoe ki Yennu din senn mɔsonn nan u Bija Yisa wunba sii yɔɔ be fanu ki jikit saa yoo nba kaa gbennu na, ki teenɔ mantɔɔ.
HEB.8.1	Barii na barnɔɔk want nan ti mɔk mantɔyudaanɔ nba tee nna mun, ki kar Yennu nba mɔk paŋ kur na naangbouŋ nuudiitu po Yendɔuŋ ni, 
HEB.8.2	ki tuun mantɔɔ yudant toona Yennu diiuk ni; li diiuko tee barmɔnii jiantu diiuk ki ti Yomdaanɔ din ŋammir, linba ki tee nisaarik ŋammu.
HEB.8.3	Mantɔɔ kur nba ki bi gannɔ na, li tuu kpaa talase a wun jii piinii ki bia mann marouŋ ki tur Yennu, nnee ki li mun kpaa talas ki ti mantɔyudaanɔ-n tur siar. 
HEB.8.4	Li-i bo-i tee ki u be tingbouŋ na ni, u bo kii tee mantɔɔ fabaa, kimaan manteeb nba teen Yennu piinii, Juu teeb sennu nba senn biaŋinba na, poŋ be. 
HEB.8.5	Ba tuun linba na tee Yendɔuŋ ni diiuk toona siara ninnauŋo; Moses nba din tun linba na din naan nnee; kimaan Moses nba din yaa wun faa Yenjiantu lanbouŋ yoonba na, Yennu din kpaanɔ ki yet a “A tun bonsiar kur kaman nan ma wanna jɔɔr na paak biaŋinba na.” 
HEB.8.6	Ŋaan Yennu tur Yisa mannu toona nba chee bi mannu toona na, kaman nan u mɔlor nba chee ki be Yennu nan nisaarii sinsuuk ni biaŋinba na, kimaan u mɔlor maŋ gaa nan mɔsona nba chee nae.
HEB.8.7	Kimaan sinsinn mɔlor na-i diŋŋi fit te ki nisaarii be fanu, li ji din bo kii kpaa talas ki Yennu-n tur mɔlor pukin taar munnlee. 
HEB.8.8	Ŋaan Yennu din la nisaarii biite yoo nba ki u yet a
HEB.8.8	“Min nba tee i Yomdaanɔ nae beeri a
HEB.8.8	yoo baat na, ki n tan sa lor mɔlorpaann
HEB.8.8	ki tur Israel niib nan Juda niib.
HEB.8.9	Li tan kii tee kaman nan mɔlor nba
HEB.8.9	ki n din senn ki tur bi yejamm
HEB.8.9	daar nba ki n din kub bi nii
HEB.8.9	ki nyinnib Ijipt tiŋ ni na.
HEB.8.9	Bi din ki teen mɔlor nba ki n din
HEB.8.9	lor ki turib na yada,
HEB.8.9	li paak, ki n baka din kaa bi po.
HEB.8.10	Min nba tee i Yomdaanɔ na beeri
HEB.8.10	ma yaa n senn mɔlor ki tur Israel niib daa nba baat na ni:
HEB.8.10	n ji sa tabin n sennii maŋ bi dudukit nie,
HEB.8.10	ki sɔbir tabin bi para ni.
HEB.8.10	Mine sii tee bi Yennu
HEB.8.10	ki bi tee n niib.
HEB.8.11	Li ji kii kpaa talas ki bi sɔɔ-n wann u lɔɔ
HEB.8.11	amii ki bet u lɔɔ a
HEB.8.11	‘Fini, bant ti Yomdaanɔ,’
HEB.8.11	kimaan bi kura tan sii mi mine,
HEB.8.11	binba tee nijaana nan binba tee nitarii mun.
HEB.8.12	N tan sa nyik bi biit ki chabib,
HEB.8.12	ki ji kii tian bi biit na po.”
HEB.8.13	Yennu nba piak mɔlorpaann maŋ po nee, ki sinsinn mɔlor na teen mɔsonkper; ki bonsiar nba kpet ki kokir, li ji kan yukir nan botu.
HEB.9.1	Tɔn, Yennu nba din lor sinsinn mɔlor ki turib na, u bia din turib sennii nba ki bi sii waa-r kii jiantirɔ fanu; ki bi bia din mɔk siaminba ki bi sii jiantirɔ leŋe. 
HEB.9.2	Bi din faa bonkobgbant lanbouŋo, ki li mɔk paklooru nan linn po, ki yi paklooru na Yennu yar. Bi din senn fitire paklooru na ni, ki teebur see leŋ ki boroboro tɔɔ li paak ki bi teen Yennu. 
HEB.9.3	Ki li linn po mun ki bi yi leŋ Yennu yar nan barmɔnii. 
HEB.9.4	Sarima binbintir din be, ki bi jokit wubit li paak ki teen Yennu, ki Yennu sennu lakir din be ki bi tabin sarima li kur po, ki sarima bobir din be lakir na ni nan jeet nba yi mana na leŋ. Ki Aron patu nba din bint fapaana na kpee lakir maŋ ni, ki tana ŋannlee nba ki bi din koor ki sennii sɔb li paak na kpee li ni. 
HEB.9.5	Bonsia nba ki bi yir cherubim din tɔɔ lakir maŋ paak, ki bi kpinkpant bakin siaminba din tee toonbiit nyikinchab boor ni na, ki li want nan Yennu be leŋ. Ŋaan mɔtana ji ki tee yoo nba ki ti sa pak bont maŋ po nan li barnɔɔk kuri.
HEB.9.6	Ba din senn bona kura nna nee, ki manteeb din tuu kɔɔ Yenjiantu lanbouŋ maŋ paklooru ni yoo kur ki tuun Yenjiantu toona. 
HEB.9.7	Ŋaan manteeb yudaanɔ kuukɔɔe din tuu kɔɔ lanbouŋ na linn po yomkɔɔ binn nɔɔk ni. U din tuu dia sɔme ki mann marouŋ ki tur Yennu, u mɔŋ toonbiit paak, nan niib nba din tuu kpet tun toonbiit paak. 
HEB.9.8	Yennu Seyeeŋ din want Yenjiantu lanbouŋ na po fanu, a siaminba tee Yennu yar nan barmɔnii na daa ki loot yoo nba ki paklooru maŋ daa din see na. 
HEB.9.9	Linba na tee barjokit ki tur timm nba be mɔtana, ki want nan binba din jiantir Yennu na nba din tuu teenɔ bi piinii nan bi bonkobit sɔn na kan fit wuur bi para ni biit Yennu boor ni, 
HEB.9.10	kimaan ŋann din tuu tee jeet nan bonnyunyuut nba kɔɔ nan linba ki kɔɔ na po, nan gbanant ŋammu po. Linba na kur din tee gbanant senniie a bii waa-r mɔkmɔk nan yoo nba ki Yennu tan sa senn u sennpaanu.
HEB.9.11	Ŋaan Masia wunba tee sɔnŋanu nba na mantɔyudaanɔ na baar na. Wa kɔɔ jiantu lanbouŋ nba ni ki tuun na tee lanbonjaann nba be fanu nan barmɔniie; li ki tee nisaarik nba faa linba kaa, li bia ki tee tingbouŋ na ni yar kaa. 
HEB.9.12	Masia nba din saan kɔɔ jiantu lanbouŋ maŋ ni ki saa gar boor nba tee Yennu yar nan barmɔnii na ni yomkɔɔ yoonba, ŋaan ki li gbenn nna, u din ki dia buunii nan naajai sɔn kaa ki mann marouŋ, ŋaan u din jii u mɔŋ sɔme ki pa ki nyinnit daabsin ni yoo nba kaa gbennu. 
HEB.9.13	Bi din tuu jii buunii nan naajai sɔme, ki bia jii naasar ki mann ki joo muu, ŋaan jii li tanpent na ki mii mii niib nba din tuu mɔk yanbɔmm Yennu tɔɔnn na paak, ki lin ŋamm bi gbanant a bii yeen. 
HEB.9.14	Linba na-i ŋamm gbanant, ki Masia sɔn mantik sa nyinn biit ti para ni a tii waa manfodaanɔ Yennu, kimaan Seyeeŋ nba be yoo nba kaa gbennu paŋ ni ki ŋɔɔ Masia din jii u mɔŋ ki mann marouŋ nba be fanu fanu ki tur Yennu.
HEB.9.15	Li paak, Masiae tee wunba ŋammii mɔsonpaann na, a Yennu nba din yiin binba na-n la yiar sanpaapo yoo nba kaa gbennu, kaman nan ŋɔɔ Yennu nba lor mɔlor na. Bi sa la yiar maŋ, kimaan Masia poŋ din kpowa; li paak, binba din tuun toonbiit yoo nba ki sinsinn mɔlor daa din senn na, u kuun maŋ nyinnib toonbiit maŋ tubdatu niwa.
HEB.9.16	Tɔn, nirɔ-i sɔb u fadinu gbouŋ, see ki bi tan wann nan wunba sɔb fadinu gbouŋ na kpowa. 
HEB.9.17	Yoo nba ki wunba sɔb fadinu gbouŋ maŋ daa be u manfoor ni na, fadinu gbouŋ maŋ ki mɔk yikoo. Li yikoo be u kuun poorpoewa. 
HEB.9.18	Li paake te ki sinsinn mɔlor na din tuu mɔk yikoo sɔn marouŋ poorpo. 
HEB.9.19	Sinsinn, Moses din tuu mɔn Yennu sennu na kure kaman nan la sɔb biaŋinba na. Li poorpo wun jii dufatlai ki lor nan pekobmɔnt ki pakii naajai nan buunii sɔn nba ŋmat nan nyun na, ki miir sennu gbouŋ na paak nan niib maŋ kur paak, 
HEB.9.20	ki beerib a “Mɔlor nba ki Yennu senn turi a yin sakir na sɔme na.” 
HEB.9.21	Moses bia din tuu mii sɔn maŋ Yenjiantu lanbouŋ na paake, nan bonsiar kur nba ki bi dia jiantir Yennu na paak. 
HEB.9.22	Barmɔniie, Yennu sennu wannu ni, sɔme din tuu ŋamm bont kur ki li be fanu ki ki mɔk biiti, ki sɔm-i kii nyii, Yennu kan nyik chab niib biiti.
HEB.9.23	Li paak, li din tuu kpaa talase ki bin mann marouŋ ki ŋamm bona nba tee Yendɔuŋ ni bona ninnauŋ na; ŋaan marouŋ nba chee sa ŋamm Yendɔuŋ ni bona tiauŋ. 
HEB.9.24	Nifosaarik nba din ŋammir boor nba tee Yennu yar ki nannir kaman nan Yendɔuŋ ni bont nba tee li barmɔnii na, ki Masia din ki saan kɔɔ leŋ kaa, ŋaan u din saan kɔɔ Yendɔuŋ mɔŋ mɔŋ nie, siaminba ki u be Yennu tɔɔnn ti paak na. 
HEB.9.25	Juu teeb manteeb yudaanɔ na din tuu kɔɔ nan bonkobit sɔn boor nba tee Yennu yar na ni yomkɔɔe binn kur nɔɔk ni; ŋaan Masia ŋanin ki yaa wun mann marouŋ taar bonchiann kaa. 
HEB.9.26	Li-i diŋŋi bo-i tee nnaie, ŋann la din nyii dunia namu pinpiik niwa u din bo sa di fara taar bonchiann. Ŋaan mɔtana, yoo nba ji tan per joontu na ki u din dɔkit a wun jii u mɔŋ ki mann marouŋ ki kpeen biit. 
HEB.9.27	Yennu senn a see ki nirɔ kur-n kpo yomkɔɔ, ki li poorpo Yennu-n bu u buut. 
HEB.9.28	Li paak, Masia nba din jii u mɔŋ mann marouŋ yomkɔɔ ki nyinn nifosaarii bonchiann biit na tan sa jena, ki ji tan kan boi biit po kaa, ŋaan u tan sa tinn binba guu-u nan bi para kur nee.
HEB.10.1	Juu teeb sennu na din tuu tee Yendɔuŋ ni bonŋana ninnauŋ nba din be sɔnu ki baat nee, ŋaan li din tuu ki tee li mɔŋ mɔŋ kaa. Li paak, binn kur marouŋ nba din ki gbent na kan fit teen binba baat nan marouŋ na fanu. 
HEB.10.2	Li marouŋ-i bo-i fit ŋamm bi para, bi din bo sa mann yomkɔɔe ŋaan ji nyik, ki biit ji kii waabi. 
HEB.10.3	Ŋaan binn-n tuu binn marouŋ toona na kpan din tian niib na bi biit poe. 
HEB.10.4	Kimaan naajai nan buunii sɔn na kan fit nyinn biiti.
HEB.10.5	Li paak, Masia nba din yaa wun sik tingbouŋ na ni yoonba na, u din bet Yennu a
HEB.10.5	“A ki loon marouŋ nan piinii kaa,
HEB.10.5	ŋaan a ŋamm gbanansiare ki turin.
HEB.10.6	A ki mɔk parpeenn nan bonkobit nba ki bi
HEB.10.6	mann marouŋ ki jokitir muu, biit paak na.
HEB.10.7	Li paake te ki n din yet a
HEB.10.7	‘Yennu, mine na, n sa tun a loomm
HEB.10.7	kaman nan la sɔb a gbouŋ ni ki yet n po biaŋinba na.’ ”
HEB.10.8	Sinsinn, u din yet a “A ki mɔk parpeenn nan marouŋ nan piinii, nan bonkobit nba ki bi mann marouŋ ki jokitir muu na, nan marouŋ nba ki bi tuu mann biit paak na kaa.” Bi din tuu mann marouŋ maŋ kura kaman nan sennu nba wann biaŋinbae. 
HEB.10.9	Li poorpo ki u bia yet a “Yennu, mine na, n sa tun a lomma.” Li paak, Yennu faa kpeen mannkpera kura, ŋaan jii Masia marouŋ na ki senn li setu ni. 
HEB.10.10	Yisa Masia din tun linba ki Yennu loon wun tun na, ki jii u gbanant ki mann marouŋ yomkɔɔ ki te ki ti teen Yennu niib.
HEB.10.11	Mannbooryeŋ nba ki Juu teeb mantɔɔ kur tuun daar-n tuu daar na kan fit nyinn biiti. 
HEB.10.12	Ŋaan Masia ŋanin din mann marouŋ yomkɔɔe, linba mɔk yikoo yoo kur biit paak, ŋaan ŋmat doo Yendɔuŋ ni ki kar Yennu nuudiitu po. 
HEB.10.13	Leŋe ki u be ki guu mɔkmɔk nan Yennu nba tan sa dinn u datai tiŋ ni. 
HEB.10.14	Li paak, ŋɔɔ din mann marunyemmire ki te ki binba ki u nyinnib biit ni na be fanu yoo nba kaa gbennu.
HEB.10.15	Ki Yennu Seyeeŋ mun bia teent u siara a
HEB.10.16	“Yennu yet a ‘Ma yaa n turib mɔlor nbae na daar maŋ poorpo;
HEB.10.16	n tan sa teen n sennii bi para ni,
HEB.10.16	ki sɔbir bi dudukit ni. ’ ”
HEB.10.17	Li poorpo ki u bia ŋamm yet a “N ji kan mi ki tiar bi yanbɔmm nan bi biit po jikii.” 
HEB.10.18	Yennu nba nyik chab biit na, u ji ki loon marunsiar biit paaki.
HEB.10.19	N naa waas, Yisa kuun maŋ paak ti mɔk parcheenn nan ki tin kɔɔ boor nba tee Yennu yar nan barmɔnii na ni. 
HEB.10.20	Yisa gbanant, linba tee sɔnpaanu nan sɔnu nba mɔk manfoor nae loot tammɔb maŋ. 
HEB.10.21	Ti mantɔjaann nba yen Yennu ŋaak maŋ na paak, 
HEB.10.22	yi ŋaan ki tin chat nakin Yennu boor ni man nan para nba be fanu, nan barmɔnii yada, ki daa mɔk birsuku, nan ti para nba ki Yisa sɔn nyinn dudukbiit li ni na, ki jii ti gbanant nba ki ti din wuur nan nyun nba kaa jakint na. 
HEB.10.23	Yi ŋaan ki tii mɔk dindann nba ki ti fiit wann na fanu man, ki daa birisi, kimaan wunba din senn mɔsonn ki turit na tee barmɔnii daanɔe. 
HEB.10.24	Yi ŋaan ki tin yabir ki fiin leeb loomm nan bi toonŋana, 
HEB.10.25	ki daa nyikit lakina nan ti leeb kaman nan nisiab nba nyikit lakinu biaŋinba na, ŋaan i sommit leeb man, ki mantik tee ta ji laat ki ti Yomdaanɔ daar maŋ nyarii naki biaŋinba na paak.
HEB.10.26	Ta bann barmɔnii maŋ nba fiit wannit na, ti-i biakii ŋammit tuun toonbiit, marunsiar ji kaa ki sa wuur ti biit maŋi. 
HEB.10.27	Linba ji biar tee buut bunu nba mɔk jaŋmaaniie, nan muchiauŋ nba baat ki tan sa biir binba yêt Yennu na. 
HEB.10.28	Wunba din tuu yêt Moses sennu na weiu, ki niib bann ki teen siaradamm bannlee amii ki gar niib bannlee, bi din tuu kpiu, ki ninbatinu kaa. 
HEB.10.29	Li paak, nirɔ nba fiak Yennu Bija maŋ ki ki baakit sɔn nba ŋamm Yennu mɔlor ki nyinnɔ u biit ni na, ki sukii burchinseyeeŋ na, bikint li yɔɔ nba tan sa jaŋ nan tubdatbiiuk nba. 
HEB.10.30	Kimaan ti mi wunba din yet a “Mine sa pa pann ki jiin biit.” Li bia sɔb a “Ti Yomdaanɔe tan sa bu u niib buut.” 
HEB.10.31	Li tee bonbilankante ki sɔɔ-n tan kɔɔ manfodaanɔ Yennu wutoor ni.
HEB.10.32	I tian man yoo nba gar na labaar; Yennu yentu nba din yent i paak yoonba, i din di fara bonchiann, ŋaan li farsiar din ki nyanniini. 
HEB.10.33	Sianyoo ni bi din tuu sukii-i paanu ni, ki daamii bonbiir, ki sianyoo i din tuu tan teen siir nan yin pukin binba ki bi din tun nna maŋ paak ki di namm nan li farawa. 
HEB.10.34	I din mɔk ninbatinu nan binba be dansarii ni; ki sianyoo bin din tan fat i yent, ŋaan ki i lek mɔk parpeenn, kimaan i mi nan ya bia mɔk yent nba chee ki ki mɔk gbennu yaayoo. 
HEB.10.35	Li paak, i daa nyikit yabiru mani, kimaan i yabiru na baat nan nyɔchiauŋo. 
HEB.10.36	Li ŋan ki yii mɔk sukuru, ki fit tun Yennu lomm na, ki la wa din senn mɔsonn a u sa turit linba na. 
HEB.10.37	Li sɔb Yennu gbouŋ ni a
HEB.10.37	“Li tenn yoo waaminnae
HEB.10.37	ki wunba baat na sa baar,
HEB.10.37	ki kan yukir nan baaru.
HEB.10.38	Ŋaan n niŋamm na ŋanin tan sa
HEB.10.38	teenin yada kii waan;
HEB.10.38	ŋaan bi yenɔ-i ŋmat poor,
HEB.10.38	n tan kii mɔk parpeenn nanɔ.”
HEB.10.39	Timm ki tee nisiab nba ŋmat poor ki baa yann kaa, ŋaan ti teen Masia yada ki u tinnit.
HEB.11.1	Yada tee, ta ki mɔk birsuk nan bont nba ki ti mɔk dindann li paak na set be ŋaan daa ki lar nan ti ninbinn nee. 
HEB.11.2	Yennu din pak yaayoo ni niib na bi yada paake.
