GEN.1.1	Sa pagsugod sa Dios pagbuhat sa kalibotan ug sa tanang butang sa kalangitan,
ACT.17.20	Pipila sa imong gisulti nakapatingala kanamo ug buot kaming masayod sa kahulogan niini.” 
ACT.17.21	Kay ang tanang taga-Atenas ug ang mga langyaw nga nagpuyo didto gusto kaayong makighisguthisgot ug mamati sa mga bag-ong pagtulon-an.
ACT.17.22	Unya si Pablo mitindog sa atubangan sa konseho sa Areopago ug miingon, “Mga taga-Atenas! Nakita ko nga kamo mga relihiyoso kaayo. 
ACT.17.23	Kay
ACT.17.24	Ang
ACT.17.25	Ug
ACT.17.26	Gikan
ACT.17.27	aron
ACT.17.28	kay
ACT.17.28	‘Diha kaniya kita may kinabuhi
ACT.17.28	ug naglihok ug nahimong mao kita.’
ACT.17.28	Ingon sa gisulti sa pipila sa inyong mga magbabalak,
ACT.17.28	‘Iya usab kitang mga anak.’
ACT.17.29	Ug kay mga anak man kita sa Dios, dili nato hunahunaon nga ang Dios sama sa dagway sa larawan nga bulawan o plata o bato nga gikulit pinaagi sa kahanas sa tawo. 
ACT.17.30	Wala na isipa sa Dios ang panahon sa inyong pagkaignorante apan karon gisugo niya ang tanang tawo sa paghinulsol. 
ACT.17.31	Kay nagtagal siyag adlaw nga hukman niya ang tibuok kalibotan pinasubay sa hustisya pinaagi sa tawo nga iyang gipili. Ug gimatuod niya kini ngadto sa tanang katawhan pinaagi sa pagbanhaw kaniya.”
ACT.17.32	Sa pagkadungog nila nga si Pablo nagsulti mahitungod sa pagkabanhaw may pipila kanila nga mibugalbugal kaniya apan ang uban miingon, “Buot kaming mamati kanimo pag-usab mahitungod niini.” 
ACT.17.33	Unya mibiya si Pablo sa tigom. 
ACT.17.34	Apan pipila sa mga tawo ang mitipon kaniya ug mituo. Usa kanila mao si Dionisio nga sakop sa konseho sa Areopago ingon man ang usa ka babaye nga si Damaris ug uban pa.
ACT.18.1	Human niini mibiya si Pablo sa Atenas ug miadto sa Corinto. 
ACT.18.2	Didto gikatagbo niya si Aquila, usa ka Judio nga natawo sa Ponto, nga bag-o pa lang nga miabot gikan sa Italia kauban sa iyang asawa nga si Priscila tungod sa mando ni Emperador Claudio nga papahawaon sa Roma ang tanang mga Judio. Miduaw kanila si Pablo 
ACT.18.3	ug tungod kay managsama man ang ilang pangita nga mao ang pagpamuhat ug mga tolda, mitipon siya pagpuyo kanila aron mag-uban sila sa ilang buhat. 
ACT.18.4	Matag Adlawng Igpapahulay nakiglantugi siya sulod sa sinagoga aron pagkabig sa mga Judio ug sa mga Grego.
ACT.18.5	Sa pag-abot ni Silas ug ni Timoteo gikan sa Macedonia, gigamit ni Pablo ang tanan niyang panahon alang sa pagwali sa Maayong Balita. Gipamatud-an niya ngadto sa mga Judio nga si Jesus mao ang Mesiyas. 
ACT.18.6	Sa dihang misupak sila ug nagbiaybiay kaniya, iyang giyabyab ang abog sa iyang bisti ug miingon, “Kon dili kamo maluwas, inyo kanang sayop! Wala akoy labot. Sukad karon moadto ako sa mga dili Judio.” 
ACT.18.7	Busa mibiya siya didto ug mipuyo siya sa balay sa usa ka dili Judio nga ginganlag Titio
ACT.18.8	Si Crispo nga pangulo sa sinagoga mituo sa Ginoo, lakip ang iyang tibuok panimalay. Daghan usab nga mga taga-Corinto ang nakadungog sa Maayong Balita ang mituo ug gibunyagan.
ACT.18.9	Usa ka gabii niana, pinaagi sa panan-awon, ang Ginoo miingon kang Pablo, “Ayaw kahadlok! Padayon sa pagwali 
ACT.18.10	kay ako nag-uban kanimo. Walay makapasipala kanimo kay daghan sa mga taga-dinhi ang nagtuo kanako.” 
ACT.18.11	Busa nagpabilin si Pablo didto sulod sa usa ka tuig ug tunga ug gitudloan niya ang mga tawo sa pulong sa Dios.
ACT.18.12	Sa dihang si Galio
ACT.18.13	Miingon sila, “Kining tawhana nagdani sa mga tawo sa pagsimba sa Dios sa paagi nga supak sa atong balaod!”
ACT.18.14	Sa dihang mosulti na unta si Pablo, miingon si Galio sa mga Judio, “Kon siya nakalapas pa sa balaod sa lungsod, tabangan ko unta kamo. 
ACT.18.15	Apan kay mahitungod man kini sa mga pulong ug mga ngalan ug sa inyong kasugoan, kamong mga Judio ang angay mohusay niini. Dili ako maghukom niining mga butanga!” 
ACT.18.16	Ug gipagula niya sila sa hukmanan. 
ACT.18.17	Unya ilang gidakop si Sostenes nga pangulo sa sinagoga ug gikulata atubangan sa hukmanan. Apan wala kini tagda ni Galio.
ACT.18.18	Human
ACT.18.19	Miabot sila sa Efeso diin gibilin niya si Priscila ug si Aquila. Unya miadto siya sa sinagoga ug nakiglantugi sa mga Judio. 
ACT.18.20	Gihangyo siya sa mga tawo sa pagpabilin didto sa dugayng panahon apan wala siya mosugot. 
ACT.18.21	Hinuon, sa pagbiya na niya, giingnan niya sila, “Kon motugot ang Dios, mobalik ako.” Unya milawig siya gikan sa Efeso.
ACT.18.22	Sa pag-abot niya sa Cesarea, miadto siya sa Jerusalem ug gipangomusta niya ang simbahan ug unya milahos siya sa Antioquia. 
ACT.18.23	Wala madugay, migikan siya ug miagi sa kayutaan sa Galacia ug Frigia ug gilig-on niya ang tanang mga magtutuo.
ACT.18.24	May usa ka Judio nga ginganlag Apolos nga taga-Alejandria nga miadto sa Efeso. Maayo siyang mosulti ug batid sa Kasulatan. 
ACT.18.25	Namatuto siya sa pagtulon-an sa Ginoo ug sa dakong kadasig nagsulti siya ug nagtudlo sa husto mahitungod kang Jesus. Hinuon, ang bunyag lamang ni Juan ang iyang nahibaw-an. 
ACT.18.26	Maisogon siya nga misulti didto sa sinagoga. Sa pagkadungog ni Priscila ug ni Aquila kang Apolos gidala nila siya sa ilang balay ug gisaysayan sa hustong kahulogan sa pagtulon-an sa Dios. 
ACT.18.27	Sa dihang mihukom si Apolos nga moadto sa Grecia, ang mga magtutuo sa Efeso mibulig kaniya pinaagi sa pagsulat ngadto sa mga kaigsoonan sa Grecia aron dawaton siya nila. Sa pag-abot niya nakatabang siyag dako sa mga tawo nga tungod sa grasya sa Dios nahimong mga magtutuo. 
ACT.18.28	Gilupig niya sa lantugi ang mga Judio pinaagi sa lig-on niyang mga katarongan nga nagmatuod gikan sa Kasulatan nga si Jesus mao ang Mesiyas.
ACT.19.1	Samtang didto si Apolos sa Corinto, milatas si Pablo sa lalawigan hangtod nga miabot siya sa Efeso. Didto gikatagbo niya ang pipila ka mga tinun-an 
ACT.19.2	ug gipangutana niya sila, “Nakadawat ba kamo sa Espiritu Santo sa dihang mituo kamo?”
ACT.19.2	Sila mitubag, “Wala gani kami mahibalo kon aduna bay Espiritu Santo!”
ACT.19.3	Unya si Pablo nangutana kanila, “Unsa man diayng matanga sa bunyag ang inyong nadawat?”
ACT.19.3	“Ang bunyag ni Juan,” mitubag sila.
ACT.19.4	Unya
ACT.19.5	Sa pagkadungog nila niini, gibunyagan sila sa ngalan sa Ginoong Jesus. 
ACT.19.6	Sa dihang gipandongan sila ni Pablo sa iyang kamot, mikunsad kanila ang Espiritu Santo; unya nagsulti silag lahi nga mga pinulongan ug nagwali usab sa pulong sa Dios. 
ACT.19.7	Mga 12 sila ka tawo.
ACT.19.8	Unya miadto si Pablo sa sinagoga ug sulod sa tulo ka bulan gisangyawan niya ang katawhan sa walay kahadlok. Nakiglantugi siya ug naninguha sa pagpasabot kanila mahitungod sa gingharian sa Dios. 
ACT.19.9	Apan ang pipila kanila gahig kasingkasing ug wala motuo ug nanultig daotan atubangan sa mga tawo mahitungod sa Dalan. Busa mibiya kanila si Pablo ug gidala niya ang mga tinun-an ug matag adlaw
ACT.19.10	Nagpadayon kini sa duha ka tuig ug tungod niini ang katawhan sa lalawigan sa Asia, mga Judio ug mga dili Judio, nakadungog sa pulong sa Ginoo.
ACT.19.11	Nagbuhat ang Dios ug talagsaong mga milagro pinaagi kang Pablo. 
ACT.19.12	Bisan ang mga panyo ug ang mga tapis nga iyang gigamit gidala ngadto sa mga masakiton ug naayo ang ilang mga sakit ug nanggula gikan kanila ang mga daotang espiritu. 
ACT.19.13	May pipila ka nagsuroysuroy nga mga Judio nga tighingilin sa mga yawa. Misulay usab sila sa paggamit sa ngalan sa Ginoong Jesus. Miingon sila, “Sa ngalan ni Jesus nga giwali ni Pablo, gula diha!” 
ACT.19.14	Gibuhat kini sa pito ka mga anak nga lalaki ni Esceva nga usa ka Pangulong Pari sa mga Judio.
ACT.19.15	Apan ang yawa miingon kanila, “Nakaila ako kang Jesus ug kang Pablo apan kinsa man kamo?”
ACT.19.16	Ang tawo nga giyawaan mihasmag kanila sa labihang kapintas ug gibuntog silang tanan. Nanagan sila gikan sa iyang balay nga pulos samaran ug hubo na. 
ACT.19.17	Ang tanang mga Judio ug mga dili Judio sa Efeso nakabalita niini ug nalisang silang tanan ug gipasidunggan pag-ayo ang ngalan sa Ginoo nga si Jesus. 
ACT.19.18	Daghan usab niadtong nahimo nang magtutuo ang nangabot ug sa dayag misugid sa ilang mga binuhatan. 
ACT.19.19	Daghan sa mga nagsalamangka ang nagdala sa ilang mga libro ug gisunog nila kini atubangan sa tanan. Ang mga libro mibilig mga 50,000 ka platang kuwarta.
ACT.19.20	Tungod niini ang pulong sa Ginoo
ACT.19.21	Human niining hitaboa, giniyahan sa Espiritu Santo, si Pablo mihukom sa pag-agi sa Macedonia ug sa Grecia ug sa paglahos ngadto sa Jerusalem. Unya miingon siya, “Gikan didto, moadto usab ako sa Roma.” 
ACT.19.22	Busa gipadala niya ang duha sa iyang mga katabang nga si Timoteo ug si Erasto ngadto sa Macedonia samtang siya nagpabilin ug dugaydugay sa lalawigan sa Asia.
ACT.19.23	Niining panahona dihay dakong kasamok sa Efeso mahitungod sa Dalan. 
ACT.19.24	Kay may usa ka platero nga ginganlag Demetrio nga namuhat ug mga modelong plata sa templo sa diosa nga si Diana
ACT.19.25	Busa iyang gitigom ang mga trabahador uban niadtong sama kanilag pangita ug giingnan, “Mga kaigsoonan, nasayod kamo nga ang atong kauswagan naggikan niining pangitaa. 
ACT.19.26	Nakita ninyo ug nadungog ang gihimo niining tawhana nga ginganlag Pablo. Nag-ingon siya nga ang mga dios nga gibuhat sa mga tawo dili tinuod nga mga dios ug daghan siyag nakabig dinhi sa Efeso ug hapit sa tibuok lalawigan sa Asia. 
ACT.19.27	Busa peligro nga ang atong pangita makabaton ug ngil-ad nga dungog. Ug dili kay kini lamang kondili hasta usab ang templo sa bantogang diosa nga si Diana dili na magpulos ug mahanaw ang kabantog sa diosa nga gisimba sa tanan dinhi sa Asia ug sa tibuok kalibotan!”
ACT.19.28	Sa pagkadungog niini sa mga tawo naglagot sila pag-ayo ug naninggit, “Gamhanan si Diana sa Efeso!” 
ACT.19.29	Ug mikaylap ang kagubot sa tibuok siyudad. Unya si Gayo ug si Aristarco nga mga taga-Macedonia nga mga kauban ni Pablo sa panaw, gidakop sa mga tawo ug gidala ngadto sa tiyatro. 
ACT.19.30	Si Pablo mismo buot mosulti sa mga tawo apan gipugngan siya sa mga magtutuo. 
ACT.19.31	Pipila sa mga namunoan sa lalawigan nga mga higala ni Pablo ang nagpadala kaniya ug mensahe nga naghangyo nga dili siya moadto sa tiyatro. 
ACT.19.32	Niining higayona ang mga tawo nagkagubot ug nag-iyahay ug singgit ug kadaghanan kanila wala masayod nganong nagkatigom sila didto. 
ACT.19.33	Pipila kanila nagtuo nga si Alejandro maoy hinungdan sa kasamok tungod kay siya man ang gipaatubang sa mga Judio ngadto sa katawhan. Unya misinyas si Alejandro ug naninguha paghatag ug katin-awan ngadto sa mga tawo. 
ACT.19.34	Apan sa dihang nahibaloan nila nga Judio diay siya, naninggit silang tanan sulod sa mga duha ka oras, “Gamhanan si Diana sa Efeso!”
ACT.19.35	Sa kataposan, ang sekretaryo sa lungsod nakapahilom ra gayod sa mga tawo. Miingon siya kanila, “Mga taga-Efeso! Ang tanan nasayod nga ang Efeso mao ang magbalantay sa templo sa gamhanang Diana ug sa sagradong bato nga nahulog gikan sa langit. 
ACT.19.36	Walay makalimod niini, busa kalma lang ug ayaw kamo pagpinutong. 
ACT.19.37	Gidala ninyo dinhi kining mga tawhana bisan kon wala sila mangawat sa mga templo ni magpasipala sa atong diosa. 
ACT.19.38	Busa kon si Demetrio ug ang iyang mga trabahador may sumbong batok kang bisan kinsa, aduna kitay hukmanan ug mga namunoan nga ilang kasumbongan. 
ACT.19.39	Apan kon aduna pa kamoy problema, husayon kini diha sa naandan nga tigom sa mga lungsoranon. 
ACT.19.40	Kay malagmit nga kitay pasanginlan sa kagubot nga nahitabo karon ug wala kitay igong katarongan nga ikahatag mahitungod niini.” 
ACT.19.41	Human makasulti niini ang sekretaryo sa lungsod, gipapauli niya ang mga tawo.
ACT.20.1	Sa pag-undang na sa kagubot, gitigom ni Pablo ang mga magtutuo ug human niya sila dasiga nanamilit siya kanila ug miadto sa Macedonia. 
ACT.20.2	Miagi siya niadtong mga dapita ug gidasig usab niya ang mga magtutuo didto. Unya miadto siya sa Grecia 
ACT.20.3	ug didto nagpabilin siyag tulo ka bulan. Nangandam na siya pag-adto sa Siria sa dihang nahibaloan niya nga ang mga Judio naglaraw sa pagpatay kaniya busa mibalik siya agi sa Macedonia. 
ACT.20.4	Si Sopater nga anak ni Piro nga taga-Berea mikuyog kaniya. Nanguyog usab sila si Aristarco ug si Segundo nga mga taga-Tesalonica, si Gayo nga taga-Derbe, si Timoteo ug sila si Tiquico ug Trofimo nga taga-lalawigan sa Asia. 
ACT.20.5	Miuna sila ug naghulat kanamo didto sa Troas. 
ACT.20.6	Unya pagkaliwas sa Kasaulogan sa Pan nga Walay Patubo, milawig kami gikan sa Filipos ug sa paglabay sa lima ka adlaw, nangabot kami sa Troas ug didto nagpabilin kamig usa ka semana.
ACT.20.7	Sa unang adlaw sa semana
ACT.20.8	Daghang mga suga didto sa lawak sa itaas diin kami nagtigom. 
ACT.20.9	Niadtong higayona, si Eutico nga usa ka batan-ong lalaki naglingkod sa bintana. Samtang nagwali si Pablo, nagduka si Eutico ug unya nakatulog ug nahulog sa yuta gikan sa ikatulong andana sa balay. Patay na siya sa dihang gikuha sa mga tawo. 
ACT.20.10	Apan nanaog si Pablo ug miyuko ug gigakos niya si Eutico. Unya miingon siya, “Ayaw kamog kabalaka kay buhi pa siya!” 
ACT.20.11	Unya mibalik si Pablo sa itaas ug gipikaspikas niya ang pan ug mikaon. Nakigsulti siya kanila hangtod sa kaadlawon ug unya mibiya siya kanila. 
ACT.20.12	Buhi nga gidala sa mga tawo si Eutico ngadto sa ila ug nalipay sila pag-ayo.
ACT.20.13	Miuna kamig gikan ug milawig ngadto sa Asos aron among hapiton si Pablo kay mao man kini ang iyang gitugon kanamo kay nagbaktas man siya pag-adto didto. 
ACT.20.14	Sa iyang pagsugat kanamo sa Asos, gipasakay namo siya ug mipadayon kami sa Mitilene. 
ACT.20.15	Gikan didto milawig kami ug sa pagkasunod adlaw miabot sa atbang sa Quio. Paglabay sa usa ka adlaw miabot kami sa Samo ug sa pagkasunod adlaw midangat sa Mileto. 
ACT.20.16	Mihukom si Pablo nga molabay lamang sa Efeso aron dili siya malangan didto sa lalawigan sa Asia kay nagdali man siya aron makaabot sa Jerusalem sa adlaw sa Pentecostes.
ACT.20.17	Samtang didto si Pablo sa Mileto gipasugoan niya ang mga pangulo sa simbahan sa Efeso aron paghangyo kanila sa pagpakigkita kaniya. 
ACT.20.18	Sa pag-abot nila, miingon siya, “Nasayod kamo kon giunsa nako paggamit ang tibuok kong panahon samtang ako uban pa kaninyo sukad sa unang adlaw sa pag-abot ko sa lalawigan sa Asia. 
ACT.20.19	Uban sa dakong pagpaubos ug mga luha, nag-alagad ako ingon nga sulugoon sa Ginoo bisan pa sa mga pagsulay nga midangat kanako gumikan sa mga daotang laraw sa mga Judio. 
ACT.20.20	Nasayod kamo nga wala akoy gihikaw bisan unsa nga makatabang kaninyo samtang nagwali ug nagtudlo ako kaninyo sa atubangan sa katawhan ug diha sa inyong mga puloy-anan. 
ACT.20.21	Giawhag ko ang mga Judio ug ang mga dili Judio sa paghinulsol ug sa pagbalik ngadto sa Dios ug sa pagtuo sa atong Ginoong Jesus. 
ACT.20.22	Ug karon, minandoan sa Espiritu Santo, moadto ako sa Jerusalem ug wala ako masayod kon unsay mahitabo kanako didto. 
ACT.20.23	Ang nahibaloan ko lamang mao nga ako gipasidan-an sa Espiritu Santo nga sa matag siyudad naghulat kanako ang bilanggoan ug ang mga kasakit. 
ACT.20.24	Apan
ACT.20.25	“Naduaw ko na kamong tanan ug nawalihan mahitungod sa Gingharian sa Dios. Ug karon nasayod ako nga dili na kita magkita pag-usab. 
ACT.20.26	Busa niining adlawa sultihan ko kamo sa walay lipudlipod nga kon aduna man kaninyoy dili maluwas, ayaw ako ninyog basola 
ACT.20.27	kay wala ako magpanuko sa pagpadayag kaninyo sa kinatibuk-ang katuyoan sa Dios. 
ACT.20.28	Bantayi ninyo ang inyong kaugalingon ug ang tanang mga magtutuo nga gitugyan sa Espiritu Santo aron inyong amomahon. Atimana usab ang simbahan sa Dios
ACT.20.29	Nahibalo ako nga inigbiya ko kaninyo, anhaon kamo sa mapintas nga mga lobo ug wala silay sayloan sa panon sa mga magtutuo. 
ACT.20.30	May pipila unya ka mga tawo diha sa inyong pundok nga manudlog bakak aron pagdani sa mga magtutuo sa pagsunod kanila. 
ACT.20.31	Busa pagbantay gayod kamo ug hinumdomi nga sulod sa tulo ka tuig gitambagan ko ang matag usa kaninyo sa adlaw ug sa gabii uban sa mga luha.
ACT.20.32	“Ug karon itugyan ko kamo ngadto sa Dios ug sa mensahe sa iyang grasya. Makalig-on siya ug makahatag kaninyo sa mga panulondon nga gitagana alang sa tanang katawhan nga iyang gibalaan. 
ACT.20.33	Wala ako maibog sa salapi o bulawan o sa bisti ni bisan kinsa. 
ACT.20.34	Kamo mismo nasayod nga kining akong mga kamot naghago sa pagsangkap sa tanan nga gikinahanglan nako ug sa akong mga kauban. 
ACT.20.35	Diha sa tanan nga akong gihimo, gipakita ko kaninyo nga kinahanglan kita maghago aron pagtabang sa mga maluyahon uban ang paghinumdom sa giingon sa Ginoong Jesus, ‘Labaw nga bulahan ang paghatag kay sa pagdawat.’”
ACT.20.36	Human kini masulti ni Pablo, miluhod siya ug nag-ampo uban kanilang tanan. 
ACT.20.37	Nanghilak silang tanan ug migakos ug mihalok kaniya sa pagpanamilit. 
ACT.20.38	Nasubo sila pag-ayo tungod sa gisulti ni Pablo nga dili na sila magkita pag-usab. Unya gihatod nila siya ngadto sa sakayan.
ACT.21.1	Nanamilit kami kanila ug unya migikan. Midiritso kamig lawig paingon sa Cos. Sa pagkasunod nga adlaw miabot kami sa Rodas ug gikan didto mipadayon kami sa Patara. 
ACT.21.2	Didto may sakayan nga moadto sa Fenicia busa nanakay kami. 
ACT.21.3	Sa didto na kami sa dapit diin nakita na namo ang Cipre, milawig kami sa habagatan niini paingon sa Siria. Mikawas kami sa Tiro diin midunggo ang sakayan aron pagdiskarga. 
ACT.21.4	Sa nakit-an na namo ang mga magtutuo didto, nagpabilin kami uban kanila sulod sa usa ka semana. Pinaagi sa gahom sa Espiritu, gisultihan nila si Pablo sa dili pag-adto sa Jerusalem. 
ACT.21.5	Sa natapos na ang panahon sa among pagpakig-uban kanila, mipadayon kami sa among panaw. Silang tanan, uban sa ilang asawa ug mga anak, nanguyog kanamo ngadto sa gawas sa siyudad ug didto sa baybayon nangluhod kaming tanan ug nag-ampo. 
ACT.21.6	Unya nanamilit kami sa usag-usa ug misakay sa sakayan samtang sila namauli.
ACT.21.7	Mipadayon kami sa among panaw gikan sa Tiro ngadto sa Tolemaida. Didto gihimamat namo ang mga kaigsoonan ug nagpabilin kami uban kanila sulod sa usa ka adlaw. 
ACT.21.8	Sa
ACT.21.9	Siya may upat ka dalagang anak nga nagsangyaw sa mensahe sa Dios. 
ACT.21.10	Samtang
ACT.21.11	Miduol siya kanamo ug gikuha niya ang bakos ni Pablo. Unya gigapos niya sa bakos ang iyang tiil ug kamot ug miingon, “Mao kini ang gisulti sa Espiritu Santo: ang tag-iya niining bakosa gaposon sa mga Judio sa Jerusalem sa ingon niining paagiha ug itugyan nila siya ngadto sa mga dili Judio.”
ACT.21.12	Sa among pagkadungog niini, kami ug ang uban nga didto mihangyo kang Pablo nga dili na lang siya moadto sa Jerusalem. 
ACT.21.13	Apan mitubag siya, “Nganong naghilak man kamo ug naghatag kanakog kaguol? Andam akong mabilanggo, ug bisan patyon pa ako didto sa Jerusalem tungod ug alang sa Ginoo nga si Jesus.”
ACT.21.14	Dili gayod namo siya kapugngan busa miundang kami sa pagpugong kaniya ug miingon, “Matuman ang pagbuot sa Ginoo.”
ACT.21.15	Human niini, giandam namo ang among mga butang ug migikan kami paingon sa Jerusalem. 
ACT.21.16	May pipila ka mga tinun-an sa Cesarea nga nanguban kanamo ug ila kaming gihatod ngadto sa balay ni Mnason nga maoy among abotan.
ACT.21.17	Sa pag-abot namo sa Jerusalem gidawat kami sa mga kaigsoonan sa dakong kahinangop. 
ACT.21.18	Sa pagkasunod nga adlaw si Pablo miuban kanamo aron sa pagpakigkita kang Santiago. Ug ang tanang kadagkoan sa simbahan mitambong usab. 
ACT.21.19	Nangomusta si Pablo kanila ug gisuginlan niya sila sa tanang gibuhat sa Dios ngadto sa mga dili Judio pinaagi kaniya. 
ACT.21.20	Sa nadungog nila kini, ilang gidayeg ang Dios. Unya ilang giingnan si Pablo, “Nasayod ka, igsoon, nga may linibo ka mga Judio nga nahimong mga magtutuo ug silang tanan mainiton nga nagtamod sa Balaod. 
ACT.21.21	May nagsugilon kanila nga ikaw kuno nagtudlo nga ang tanang Judio nga nagpuyo sa mga nasod sa mga dili Judio kinahanglan magsalikway sa Balaod ni Moises ug nga dili na tulion ang ilang mga anak o pasundon pa sa mga pamatasan sa mga Judio. 
ACT.21.22	Siguro gayod nga makabalita sila nga ania ka na. Unsaon na man niini karon? 
ACT.21.23	Mao
ACT.21.24	Kuyog kanila ug apil sa ilang paghimo sa seremonyas sa paghinlo ug bayri ang ilang magasto unya makahimo na sila sa pagpakiskis sa ilang ulo. Niining paagiha ang tanan masayod nga dili tinuod ang ilang nadungog mahitungod kanimo kondili nga nagtuman ka sa Balaod ni Moises. 
