GEN.1.1	Yn y dechreuad creodd Duw y nefoedd a'r ddaear. 
ROM.7.13	Os felly, a drodd y peth da hwn yn farwolaeth i mi? Naddo, ddim o gwbl! Yn hytrach, y mae pechod yn defnyddio'r peth da hwn, ac yn dwyn marwolaeth i mi, er mwyn i wir natur pechod ddod i'r golwg. Mewn gair, swydd y gorchymyn yw dwyn pechod i anterth ei bechadurusrwydd. 
ROM.7.14	Gwyddom, yn wir, fod y Gyfraith yn perthyn i fyd yr Ysbryd. Ond perthyn i fyd y cnawd yr wyf fi, un sydd wedi ei werthu yn gaethwas i bechod. 
ROM.7.15	Ni allaf ddeall fy ngweithredoedd, oherwydd yr wyf yn gwneud, nid y peth yr wyf yn ei ewyllysio ond y peth yr wyf yn ei gasáu. 
ROM.7.16	Ac os wyf yn gwneud yr union beth sy'n groes i'm hewyllys, yna yr wyf yn cytuno â'r Gyfraith, ac yn cydnabod ei bod yn dda. 
ROM.7.17	Ond y gwir yw, nid myfi sy'n gweithredu mwyach, ond pechod, sy'n cartrefu ynof fi, 
ROM.7.18	oherwydd mi wn nad oes dim da yn cartrefu ynof fi, hynny yw, yn fy nghnawd. Y mae'r ewyllys i wneud daioni gennyf; y peth nad yw gennyf yw'r gweithredu. 
ROM.7.19	Yr wyf yn cyflawni, nid y daioni yr wyf yn ei ewyllysio ond yr union ddrygioni sy'n groes i'm hewyllys. 
ROM.7.20	Ond os wyf yn gwneud yr union beth sy'n groes i'm hewyllys, yna nid myfi sy'n gweithredu mwyach, ond y pechod sy'n cartrefu ynof fi. 
ROM.7.21	Yr wyf yn cael y ddeddf hon ar waith: pan wyf yn ewyllysio gwneud daioni, drygioni sy'n ei gynnig ei hun imi. 
ROM.7.22	Y mae'r gwir ddyn sydd ynof yn ymhyfrydu yng Nghyfraith Duw. 
ROM.7.23	Ond yr wyf yn canfod cyfraith arall yn fy nghyneddfau corfforol, yn brwydro yn erbyn y Gyfraith y mae fy neall yn ei chydnabod, ac yn fy ngwneud yn garcharor i'r gyfraith sydd yn fy nghyneddfau, sef cyfraith pechod. 
ROM.7.24	Y dyn truan ag ydwyf! Pwy a'm gwared i o'r corff hwn a'i farwolaeth? 
ROM.7.25	Duw, diolch iddo, trwy Iesu Grist ein Harglwydd! Dyma, felly, sut y mae hi arnaf: yr wyf fi, y gwir fi, â'm deall yn gwasanaethu Cyfraith Duw, ond â'm cnawd yn gwasanaethu cyfraith pechod.
ROM.8.1	Yn awr, felly, nid yw'r rhai sydd yng Nghrist Iesu dan gollfarn o unrhyw fath. 
ROM.8.2	Oherwydd yng Nghrist Iesu y mae cyfraith yr Ysbryd, sy'n rhoi bywyd, wedi dy ryddhau
ROM.8.3	Yr hyn oedd y tu hwnt i allu'r Gyfraith, yn ei gwendid dan gyfyngiadau'r cnawd, y mae Duw wedi ei gyflawni. Wrth anfon ei Fab ei hun, mewn ffurf debyg i'n cnawd pechadurus ni, i ddelio â phechod,
ROM.8.4	Gwnaeth hyn er mwyn i ofynion cyfiawn y Gyfraith gael eu cyflawni ynom ni, sy'n byw, nid ar wastad y cnawd, ond ar wastad yr Ysbryd. 
ROM.8.5	Oherwydd y sawl sydd â'u bodolaeth ar wastad y cnawd, ar bethau'r cnawd y mae eu bryd; ond y sawl sydd ar wastad yr Ysbryd, ar bethau'r Ysbryd y mae eu bryd. 
ROM.8.6	Yn wir, y mae bod â'n bryd ar y cnawd yn farwolaeth, ond y mae bod â'n bryd ar yr Ysbryd yn fywyd a heddwch. 
ROM.8.7	Oherwydd y mae bod â'n bryd ar y cnawd yn elyniaeth tuag at Dduw; nid yw hynny, ac ni all fod, yn ddarostyngiad i Gyfraith Duw. 
ROM.8.8	Ni all y sawl sy'n byw ym myd y cnawd foddhau Duw. 
ROM.8.9	Ond nid ym myd y cnawd yr ydych chwi, ond yn yr Ysbryd, gan fod Ysbryd Duw yn cartrefu ynoch chwi. Pwy bynnag sydd heb Ysbryd Crist, nid eiddo Crist ydyw. 
ROM.8.10	Ond os yw Crist ynoch chwi, y mae'r corff yn farw o achos pechod, ond y mae'r Ysbryd yn fywyd ichwi o achos eich cyfiawnhad. 
ROM.8.11	Os yw Ysbryd yr hwn a gyfododd Iesu oddi wrth y meirw yn cartrefu ynoch, bydd yr hwn a gyfododd Grist oddi wrth y meirw yn rhoi bywyd newydd hefyd i'ch cyrff marwol chwi, trwy ei Ysbryd, sy'n ymgartrefu ynoch chwi.
ROM.8.12	Am hynny, gyfeillion, yr ydym dan rwymedigaeth, ond nid i'r cnawd, i fyw ar wastad y cnawd. 
ROM.8.13	Oherwydd, os ar wastad y cnawd yr ydych yn byw, yr ydych yn sicr o farw; ond os ydych, trwy'r Ysbryd, yn rhoi arferion drwg y corff i farwolaeth, byw fyddwch. 
ROM.8.14	Y mae pawb sy'n cael eu harwain gan Ysbryd Duw yn blant Duw. 
ROM.8.15	Oherwydd nid ysbryd caethiwed sydd unwaith eto'n peri ofn yr ydych wedi ei dderbyn, ond Ysbryd mabwysiad, yr ydym trwyddo yn llefain, “Abba! Dad!” 
ROM.8.16	Y mae'r Ysbryd ei hun yn cyd-dystiolaethu â'n hysbryd ni, ein bod yn blant i Dduw. 
ROM.8.17	Ac os plant, etifeddion hefyd, etifeddion Duw a chydetifeddion â Christ, os yn wir yr ydym yn cyfranogi o'i ddioddefaint ef er mwyn cyfranogi o'i ogoniant hefyd.
ROM.8.18	Yr wyf fi'n cyfrif nad yw dioddefiadau'r presennol i'w cymharu â'r gogoniant sydd ar gael ei ddatguddio i ni. 
ROM.8.19	Yn wir, y mae'r greadigaeth yn disgwyl yn daer am i blant Duw gael eu datguddio. 
ROM.8.20	Oherwydd darostyngwyd y greadigaeth i oferedd, nid o'i dewis ei hun, ond trwy'r hwn a'i darostyngodd, 
ROM.8.21	yn y gobaith y câi'r greadigaeth hithau ei rhyddhau o gaethiwed a llygredigaeth, a'i dwyn i ryddid a gogoniant plant Duw. 
ROM.8.22	Oherwydd fe wyddom fod yr holl greadigaeth yn ochneidio, ac mewn gwewyr drwyddi, hyd heddiw. 
ROM.8.23	Ac nid y greadigaeth yn unig, ond nyni sydd â blaenffrwyth yr Ysbryd gennym, yr ydym ninnau'n ochneidio ynom ein hunain wrth ddisgwyl ein mabwysiad yn blant Duw, sef rhyddhad ein corff o gaethiwed. 
ROM.8.24	Oherwydd yn y gobaith hwn y cawsom ein hachub. Ond nid gobaith mo'r gobaith sy'n gweld. Pwy sy'n gobeithio
ROM.8.25	Yr hyn nad ydym yn ei weld yw gwrthrych gobaith, ac felly yr ydym yn dal i aros amdano mewn amynedd.
ROM.8.26	Yn yr un modd, y mae'r Ysbryd yn ein cynorthwyo yn ein gwendid. Oherwydd ni wyddom ni sut y dylem weddïo, ond y mae'r Ysbryd ei hun yn ymbil trosom ag ocheneidiau y tu hwnt i eiriau, 
ROM.8.27	ac y mae Duw, sy'n chwilio calonnau dynol, yn deall bwriad yr Ysbryd, mai ymbil y mae tros y saint yn ôl ewyllys Duw. 
ROM.8.28	Gwyddom fod Duw, ym mhob peth, yn gweithio er daioni gyda'r
ROM.8.29	Oherwydd, cyn eu bod hwy, fe'u hadnabu, a'u rhagordeinio i fod yn unffurf ac unwedd â'i Fab, fel mai cyntafanedig fyddai ef ymhlith pobl lawer. 
ROM.8.30	A'r rhai a ragordeiniodd, fe'u galwodd hefyd; a'r rhai a alwodd, fe'u cyfiawnhaodd hefyd; a'r rhai a gyfiawnhaodd, fe'u gogoneddodd hefyd.
ROM.8.31	O ystyried hyn oll, beth a ddywedwn? Os yw Duw trosom, pwy sydd yn ein herbyn? 
ROM.8.32	Nid arbedodd Duw ei Fab ei hun, ond ei draddodi i farwolaeth trosom ni oll. Ac os rhoddodd ei Fab, sut y gall beidio â rhoi pob peth i ni gydag ef? 
ROM.8.33	Pwy sydd i ddwyn cyhuddiad yn erbyn etholedigion Duw? Duw yw'r un sy'n dyfarnu'n gyfiawn.
ROM.8.34	Pwy sydd yn ein collfarnu? Crist Iesu yw'r un a fu farw, yn hytrach a gyfodwyd, yr un hefyd sydd ar ddeheulaw Duw, yr un sydd yn ymbil trosom.
ROM.8.35	Pwy a'n gwahana ni oddi wrth gariad Crist? Ai gorthrymder, neu ing, neu erlid, neu newyn, neu noethni, neu berygl, neu gleddyf? 
ROM.8.36	Hyn yn wir yw ein rhan, fel y mae'n ysgrifenedig:
ROM.8.36	“Er dy fwyn di fe'n rhoddir i farwolaeth drwy'r dydd,
ROM.8.36	fe'n cyfrifir fel defaid i'w lladd.”
ROM.8.37	Ond yn y pethau hyn i gyd y mae gennym fuddugoliaeth lwyr trwy'r hwn a'n carodd ni. 
ROM.8.38	Yr wyf yn gwbl sicr na all nac angau nac einioes, nac angylion na thywysogaethau, na'r presennol na'r dyfodol, 
ROM.8.39	na grymusterau nac uchelderau na dyfnderau, na dim arall a grewyd, ein gwahanu ni oddi wrth gariad Duw yng Nghrist Iesu ein Harglwydd.
ROM.9.1	Ar fy ngwir yng Nghrist, heb ddim anwiredd—ac y mae fy nghydwybod, dan arweiniad yr Ysbryd Glân, yn fy ategu— 
ROM.9.2	y mae fy ngofid yn fawr, ac y mae gennyf loes ddi-baid yn fy nghalon. 
ROM.9.3	Gallwn ddymuno i mi fy hunan fod dan felltith, ac yn ysgymun oddi wrth Grist, pe bai hynny o les iddynt hwy, fy nghyd-Iddewon i, fy mhobl i o ran cig a gwaed. 
ROM.9.4	Israeliaid ydynt; eu heiddo hwy yw'r mabwysiad, y gogoniant, y cyfamodau
ROM.9.5	Iddynt hwy y mae'r hynafiaid yn perthyn, ac oddi wrthynt hwy, yn ôl ei linach naturiol, y daeth y Meseia. I'r Duw sy'n llywodraethu'r cwbl boed bendith
ROM.9.6	Ond ni ellir dweud bod gair Duw wedi methu. Oherwydd nid yw pawb sydd o linach Israel yn wir Israel. 
ROM.9.7	Ac ni ellir dweud bod pawb ohonynt, am eu bod yn ddisgynyddion Abraham, yn blant gwirioneddol iddo. Yn hytrach, yng ngeiriau'r Ysgrythur, “Trwy Isaac y gelwir dy ddisgynyddion.” 
ROM.9.8	Hynny yw, nid y plant o linach naturiol Abraham, nid y rheini sy'n blant i Dduw. Yn hytrach, plant yr addewid sy'n cael eu cyfrif yn ddisgynyddion. 
ROM.9.9	Oherwydd dyma air yr addewid: “Mi ddof yn yr amser hwnnw, a chaiff Sara fab.” 
ROM.9.10	Ond y mae enghraifft arall hefyd. Beichiogodd Rebeca o gyfathrach ag un dyn, sef ein tad Isaac. 
ROM.9.11	Eto i gyd, cyn geni'r plant a chyn iddynt wneud dim, na da na drwg (fel bod bwriad Duw, sy'n gweithredu trwy etholedigaeth, yn dal mewn grym, yn dibynnu nid ar weithredoedd dynol ond ar yr hwn sy'n galw), 
ROM.9.12	fe ddywedwyd wrthi, “Bydd yr hynaf yn gwasanaethu'r ieuengaf.” 
ROM.9.13	Fel y mae'n ysgrifenedig:
ROM.9.13	“Jacob, fe'i cerais,
ROM.9.13	ond Esau, fe'i caseais.”
ROM.9.14	Beth, ynteu, a atebwn i hyn? Bod Duw yn coleddu anghyfiawnder? Ddim ar unrhyw gyfrif! 
ROM.9.15	Y mae'n dweud wrth Moses:
ROM.9.15	“Trugarhaf wrth bwy bynnag y trugarhaf wrtho,
ROM.9.15	a thosturiaf wrth bwy bynnag y tosturiaf wrtho.”
ROM.9.16	Felly, nid mater o ewyllys neu o ymdrech ddynol ydyw, ond o drugaredd Duw. 
ROM.9.17	Fel y dywedir wrth Pharo yn yr Ysgrythur, “Fy union amcan wrth dy godi di oedd dangos fy ngallu ynot ti, a chyhoeddi fy enw trwy'r holl ddaear.” 
ROM.9.18	Gwelir, felly, fod Duw yn trugarhau wrth unrhyw un a fyn, a'i fod yn gwneud unrhyw un a fyn yn wargaled.
ROM.9.19	Ond fe ddywedi wrthyf, “Os felly, pam y mae Duw yn dal i feio pobl? Pwy a all wrthsefyll ei ewyllys?” 
ROM.9.20	Ie, ond pwy wyt ti, feidrolyn, i ateb Duw yn ôl? A yw hi'n debyg y dywed yr hyn a luniwyd wrth yr un a'i lluniodd, “Pam y lluniaist fi fel hyn?” 
ROM.9.21	Oni all y crochenydd lunio beth bynnag a fynno o'r clai? Onid oes hawl ganddo i wneud, o'r un telpyn, un llestr i gael parch a'r llall amarch? 
ROM.9.22	Ond beth os yw Duw, yn ei awydd i ddangos ei ddigofaint ac i amlygu ei nerth, wedi dioddef â hir amynedd y llestri hynny sy'n wrthrychau digofaint ac yn barod i'w dinistrio? 
ROM.9.23	Ei amcan yn hyn fyddai dwyn i'r golau y cyfoeth o ogoniant oedd ganddo ar gyfer y llestri sy'n wrthrychau trugaredd, y rheini yr oedd ef wedi eu paratoi ymlaen llaw i ogoniant. 
ROM.9.24	A ni yw'r rhain, ni sydd wedi ein galw, nid yn unig o blith yr Iddewon, ond hefyd o blith y Cenhedloedd. 
ROM.9.25	Fel y mae'n dweud yn llyfr Hosea hefyd:
ROM.9.25	“Galwaf yn bobl i mi rai nad ydynt yn bobl i mi,
ROM.9.25	a galwaf yn anwylyd un nad yw'n anwylyd;
ROM.9.26	ac yn y lle y dywedwyd wrthynt, ‘Nid fy mhobl ydych’,
ROM.9.26	yno, fe'u gelwir yn blant y Duw byw.”
ROM.9.27	Ac y mae Eseia yn datgan am Israel: “Er i bobl Israel fod mor niferus â thywod y môr, gweddill yn unig fydd yn cael eu hachub; 
ROM.9.28	oherwydd llwyr a llym fydd dedfryd yr Arglwydd ar y ddaear.” 
ROM.9.29	A'r un yw neges gair blaenorol Eseia:
ROM.9.29	“Oni bai i Arglwydd y Lluoedd adael i ni ddisgynyddion,
ROM.9.29	byddem fel Sodom,
ROM.9.29	ac yn debyg i Gomorra.”
ROM.9.30	Beth, ynteu, a ddywedwn? Hyn, fod Cenhedloedd, nad oeddent â'u bryd ar gyfiawnder, wedi dod o hyd iddo, sef y cyfiawnder sydd trwy ffydd; 
ROM.9.31	ond bod Israel, er iddi fod â'i bryd ar gyfraith a fyddai'n dod â chyfiawnder, heb ei gael. 
ROM.9.32	Am ba reswm? Am iddynt weithredu, nid trwy ffydd ond ar y dybiaeth mai cadw gofynion cyfraith oedd y ffordd. Syrthiasant ar y “maen tramgwydd” 
ROM.9.33	y mae'r Ysgrythur yn sôn amdano:
ROM.9.33	“Wele, yr wyf yn gosod yn Seion faen tramgwydd, a chraig rhwystr,
ROM.9.33	a'r rhai sy'n credu ynddo, ni chywilyddir mohonynt.”
ROM.10.1	Fy nghyfeillion, ewyllys fy nghalon, a'm gweddi ar Dduw dros fy mhobl, yw iddynt gael eu dwyn i iachawdwriaeth. 
ROM.10.2	Gallaf dystio o'u plaid fod ganddynt sêl dros Dduw. Ond sêl heb ddeall ydyw. 
ROM.10.3	Oherwydd, yn eu hanwybodaeth am gyfiawnder Duw, a'u hymgais i sefydlu eu cyfiawnder eu hunain, nid ydynt wedi ymostwng i gyfiawnder Duw. 
ROM.10.4	Oherwydd Crist yw diwedd
ROM.10.5	Ysgrifennodd Moses am y cyfiawnder trwy y Gyfraith: “Y sawl sy'n cadw ei gofynion a gaiff fyw trwyddynt.” 
ROM.10.6	Ond fel hyn y dywed y cyfiawnder trwy ffydd: “Paid â dweud yn dy galon, ‘Pwy a esgyn i'r nef?’ ”—hynny yw, i ddwyn Crist i lawr— 
ROM.10.7	“neu, ‘Pwy a ddisgyn i'r dyfnder?’ ”—hynny yw, i ddwyn Crist i fyny oddi wrth y meirw. 
ROM.10.8	Ond beth mae'n ei ddweud?
ROM.10.8	“Y mae'r gair yn agos atat,
ROM.10.8	yn dy enau ac yn dy galon.”
ROM.10.8	A dyma'r gair yr ydym ni yn ei bregethu, gair ffydd, sef: 
ROM.10.9	“Os cyffesi Iesu yn Arglwydd â'th enau, a chredu yn dy galon fod Duw wedi ei gyfodi ef oddi wrth y meirw, cei dy achub.” 
ROM.10.10	Oherwydd credu â'r galon sy'n esgor ar gyfiawnder, a chyffesu â'r genau sy'n esgor ar iachawdwriaeth. 
ROM.10.11	Y mae'r Ysgrythur yn dweud: “Pob un sy'n credu ynddo, ni chywilyddir mohono.” 
ROM.10.12	Nid oes dim gwahaniaeth rhwng Iddewon a Groegiaid. Yr un Arglwydd sydd i bawb, sy'n rhoi o'i gyfoeth i bawb sy'n galw arno. 
ROM.10.13	Oherwydd, yng ngeiriau'r Ysgrythur, “bydd pob un sy'n galw ar enw yr Arglwydd yn cael ei achub, pwy bynnag yw.”
ROM.10.14	Ond sut y mae pobl i alw ar rywun nad ydynt wedi credu ynddo? Sut y maent i gredu yn rhywun nad ydynt wedi ei glywed? Sut y maent i glywed, heb fod rhywun yn pregethu? 
ROM.10.15	Sut y maent i bregethu, heb gael eu hanfon? Fel y mae'r Ysgrythur yn dweud: “Mor weddaidd yw traed y rhai sy'n cyhoeddi newyddion da.” 
ROM.10.16	Eto nid pawb a ufuddhaodd i'r newydd da. Oherwydd y mae Eseia'n dweud, “Arglwydd, pwy a gredodd yr hyn a glywsant gennym?” 
ROM.10.17	Felly, o'r hyn a glywir y daw ffydd, a daw'r clywed trwy air Crist. 
ROM.10.18	Ond y mae'n rhaid gofyn, “A oedd dichon iddynt fethu clywed?” Nac oedd, yn wir, oherwydd:
ROM.10.18	“Aeth eu lleferydd allan i'r holl ddaear,
ROM.10.18	a'u geiriau hyd eithafoedd byd.”
ROM.10.19	Ond i ofyn peth arall, “A oedd dichon i Israel fethu deall?” Ceir yr ateb yn gyntaf gan Moses:
ROM.10.19	“Fe'ch gwnaf chwi'n eiddigeddus wrth genedl nad yw'n genedl,
ROM.10.19	a'ch gwneud yn ddig wrth genedl ddiddeall.”
ROM.10.20	Ac yna, y mae Eseia'n beiddio dweud:
ROM.10.20	“Cafwyd fi gan rai nad oeddent yn fy ngheisio;
ROM.10.20	gwelwyd fi gan rai nad oeddent yn holi amdanaf.”
ROM.10.21	Ond am Israel y mae'n dweud: “Ar hyd y dydd bûm yn estyn fy nwylo at bobl anufudd a gwrthnysig.”
ROM.11.1	Yr wyf yn gofyn, felly, a yw'n bosibl fod Duw wedi gwrthod ei bobl ei hun? Nac ydyw, ddim o gwbl! Oherwydd yr wyf fi yn Israeliad, o linach Abraham, o lwyth Benjamin. 
ROM.11.2	Nid yw Duw wedi gwrthod ei bobl, y bobl a adnabu cyn eu bod. Gwyddoch beth y mae'r Ysgrythur yn ei ddweud wrth adrodd hanes Elias yn galw ar Dduw yn erbyn Israel: 
ROM.11.3	“Arglwydd, y maent wedi lladd dy broffwydi a bwrw d'allorau i lawr; myfi'n unig sydd ar ôl, ac y maent yn ceisio f'einioes innau.” 
ROM.11.4	Ond yr atebiad dwyfol iddo oedd: “Gadewais i mi fy hun saith mil o bobl sydd heb blygu glin i Baal.” 
ROM.11.5	Felly hefyd yn yr amser presennol hwn, y mae gweddill ar gael, gweddill sydd wedi ei ethol gan ras Duw. 
ROM.11.6	Ond os trwy ras y bu hyn, ni all fod yn tarddu o gadw gofynion cyfraith; petai felly, byddai gras yn peidio â bod yn ras. 
ROM.11.7	Mewn gair, y peth y mae Israel yn ei geisio, nid Israel a'i cafodd, ond y rhai a etholodd Duw; caledwyd y lleill, 
ROM.11.8	fel y mae'n ysgrifenedig:
ROM.11.8	“Rhoddodd Duw iddynt ysbryd swrth,
ROM.11.8	llygaid i beidio â gweld,
ROM.11.8	a chlustiau i beidio â chlywed,
ROM.11.8	hyd y dydd heddiw.”
ROM.11.9	Ac y mae Dafydd yn dweud:
ROM.11.9	“Bydded eu bwrdd yn fagl i'w rhwydo,
ROM.11.9	ac yn groglath i'w cosbi;
ROM.11.10	tywyller eu llygaid iddynt beidio â gweld,
ROM.11.10	a gwna hwy'n wargrwm dros byth.”
ROM.11.11	Yr wyf yn gofyn, felly, a yw eu llithriad yn gwymp terfynol? Nac ydyw, ddim o gwbl! I'r gwrthwyneb, am iddynt hwy droseddu y mae iachawdwriaeth wedi dod i'r Cenhedloedd, i wneud yr Iddewon yn eiddigeddus. 
ROM.11.12	Ond os yw eu trosedd yn gyfrwng i gyfoethogi'r byd, a'u diffyg yn gyfrwng i gyfoethogi'r Cenhedloedd, pa faint mwy fydd y cyfoethogi pan ddônt yn eu cyflawn rif
ROM.11.13	Ond i droi atoch chwi y Cenhedloedd. Yr wyf fi'n apostol y Cenhedloedd, ac fel y cyfryw rhoi bri ar fy swydd yr wyf 
ROM.11.14	wrth geisio gwneud fy mhobl yn eiddigeddus, ac achub rhai ohonynt. 
ROM.11.15	Oherwydd os bu eu bwrw hwy allan yn gymod i'r byd, bydd eu derbyn i mewn, yn sicr, yn fywyd o blith y meirw. 
ROM.11.16	Os yw'r tamaid toes a offrymir yn sanctaidd, yna y mae'r toes i gyd yn sanctaidd. Os yw'r gwreiddyn yn sanctaidd, y mae'r canghennau hefyd yn sanctaidd.
ROM.11.17	Os torrwyd rhai canghennau i ffwrdd, a'th impio di yn eu plith, er mai olewydden wyllt oeddit, ac os daethost felly i gael rhan o faeth gwreiddyn yr olewydden, 
ROM.11.18	paid ag ymffrostio ar draul y canghennau a dorrwyd. Os wyt am ymffrostio, cofia nad tydi sy'n cynnal y gwreiddyn, ond y gwreiddyn sy'n dy gynnal di. 
ROM.11.19	Ond fe ddywedi, “Ie, ond torrwyd y canghennau i ffwrdd er mwyn i mi gael fy impio i mewn.” 
ROM.11.20	Eithaf gwir; fe'u torrwyd hwy o achos anghrediniaeth, ac fe gefaist ti dy le trwy ffydd. Rho'r gorau i feddyliau mawreddog, a meithrin ofn Duw yn eu lle. 
ROM.11.21	Oherwydd os nad arbedodd Duw y canghennau naturiol, nid arbeda dithau chwaith. 
ROM.11.22	Am hynny, ystyria'r modd y mae Duw yn dangos ei diriondeb a'i erwinder: ei erwinder i'r rhai a gwympodd i fai, ond ei diriondeb i ti, cyhyd ag y cedwi dy hun o fewn cylch ei diriondeb. Os na wnei, cei dithau dy dorri allan o'r cyff. 
ROM.11.23	Ond amdanynt hwy, os na fynnant aros yn eu hanghrediniaeth, cânt eu himpio i mewn i'r cyff, oherwydd y mae Duw yn abl i'w himpio'n ôl. 
ROM.11.24	Oherwydd, os cefaist ti dy dorri o olewydden oedd yn wyllt wrth natur, a'th impio i mewn, yn groes i natur, i olewydden gardd, gymaint tebycach yw y cânt hwy, sydd wrth natur yn ganghennau olewydden gardd, eu himpio i mewn i'w holewydden hwy eu hunain!
ROM.11.25	Oherwydd yr wyf am i chwi wybod, gyfeillion, am y dirgelwch hwn (bydd hynny'n eich cadw rhag bod yn ddoeth yn eich tyb eich hunain), fod caledwch rhannol wedi syrthio ar Israel, hyd nes y daw'r Cenhedloedd i mewn yn eu cyflawn rif
ROM.11.26	Pan ddigwydd hynny, caiff Israel i gyd ei hachub. Fel y mae'n ysgrifenedig:
ROM.11.26	“Daw'r Gwaredydd o Seion,
ROM.11.26	a throi pob annuwioldeb oddi wrth Jacob;
ROM.11.27	a dyma'r cyfamod a wnaf fi â hwy,
ROM.11.27	pan gymeraf ymaith eu pechodau.”
ROM.11.28	O safbwynt yr Efengyl, gelynion Duw ydynt, ond y mae hynny'n fantais i chwi. O safbwynt eu hethol gan Dduw, y maent yn annwyl ganddo, ond y maent felly o achos yr hynafiaid. 
ROM.11.29	Oherwydd nid oes tynnu'n ôl ar roddion graslon Duw, a'i alwad ef. 
ROM.11.30	Buoch chwi unwaith yn anufudd i Dduw, ond yn awr, o ganlyniad i'w hanufudd-dod hwy, yr ydych wedi cael trugaredd. 
ROM.11.31	Yn yr un modd, o ganlyniad i'r drugaredd a gawsoch chwi, y maent hwy hefyd wedi anufuddhau yn awr, fel mai derbyn trugaredd a wnânt hwythau. 
ROM.11.32	Y mae Duw wedi cloi pawb yng ngharchar anufudd-dod, er mwyn gwneud pawb yn wrthrychau ei drugaredd.
ROM.11.33	O ddyfnder cyfoeth Duw, a'i ddoethineb a'i wybodaeth! Mor anchwiliadwy ei farnedigaethau, mor anolrheiniadwy ei ffyrdd! 
ROM.11.34	Oherwydd,
ROM.11.34	“Pwy a adnabu feddwl yr Arglwydd?
ROM.11.34	Pwy a fu'n ei gynghori ef?
ROM.11.35	Pwy a achubodd y blaen arno â rhodd,
ROM.11.35	i gael rhodd yn ôl ganddo?”
ROM.11.36	Oherwydd ohono ef, a thrwyddo ef, ac iddo ef y mae pob peth. Iddo ef y bo'r gogoniant am byth! Amen.
ROM.12.1	Am hynny, yr wyf yn ymbil arnoch, gyfeillion, ar sail tosturiaethau Duw, i'ch offrymu eich hunain
ROM.12.2	A pheidiwch â chydymffurfio â'r byd hwn, ond bydded ichwi gael eich trawsffurfio trwy adnewyddu eich meddwl, er mwyn ichwi allu canfod beth yw ei ewyllys, beth sy'n dda a derbyniol a pherffaith yn ei olwg ef.
ROM.12.3	Oherwydd, yn rhinwedd y gras y mae Duw wedi ei roi i mi, yr wyf yn dweud wrth bob un yn eich plith am beidio â'i gyfrif ei hun yn well nag y dylid ei gyfrif, ond bod yn gyfrifol yn ei gyfrif, ac yn gyson â'r mesur o ffydd y mae Duw wedi ei roi i bob un. 
ROM.12.4	Yn union fel y mae gennym aelodau lawer mewn un corff, ond nad oes gan yr holl aelodau yr un gwaith, 
ROM.12.5	felly hefyd yr ydym ni, sy'n llawer, yn un corff yng Nghrist, ac yn aelodau bob un i'w gilydd. 
ROM.12.6	A chan fod gennym ddoniau sy'n amrywio yn ôl y gras a roddwyd i ni, dylem eu harfer yn gyson â hynny. Os proffwydoliaeth yw dy ddawn, arfer hi yn gymesur â'th ffydd. 
ROM.12.7	Os dawn gweini ydyw, arfer hi i weini. Os addysgu yw dy ddawn, arfer dy ddawn i addysgu, ac os cynghori, i gynghori. 
ROM.12.8	Os wyt yn rhannu ag eraill, gwna hynny gyda haelioni; os wyt yn arweinydd, gwna'r gwaith gydag ymroddiad; os wyt yn dangos tosturi, gwna hynny gyda llawenydd.
ROM.12.9	Bydded eich cariad yn ddiragrith. Casewch ddrygioni. Glynwch wrth ddaioni. 
ROM.12.10	Byddwch wresog yn eich serch at eich gilydd fel cymdeithas. Rhowch y blaen i'ch gilydd mewn parch. 
ROM.12.11	Yn ddiorffwys eich ymroddiad, yn frwd eich ysbryd, gwasanaethwch yr Arglwydd. 
ROM.12.12	Llawenhewch mewn gobaith. Safwch yn gadarn dan orthrymder. Daliwch ati i weddïo. 
ROM.12.13	Cyfrannwch at reidiau'r saint, a byddwch barod eich lletygarwch. 
ROM.12.14	Bendithiwch y rhai sy'n eich erlid, bendithiwch heb felltithio byth. 
ROM.12.15	Llawenhewch gyda'r rhai sy'n llawenhau, ac wylwch gyda'r rhai sy'n wylo. 
ROM.12.16	Byddwch yn gytûn ymhlith eich gilydd. Gochelwch feddyliau mawreddog; yn hytrach, rhodiwch gyda'r distadl. Peidiwch â'ch cyfrif eich hunain yn ddoeth. 
ROM.12.17	Peidiwch â thalu drwg am ddrwg i neb. Bydded eich amcanion yn anrhydeddus yng ngolwg pawb. 
ROM.12.18	Os yw'n bosibl, ac os yw'n dibynnu arnoch chwi, daliwch mewn heddwch â phawb. 
ROM.12.19	Peidiwch â mynnu dial, gyfeillion annwyl, ond rhowch ei gyfle i'r digofaint dwyfol, fel y mae'n ysgrifenedig: “ ‘Myfi piau dial, myfi a dalaf yn ôl,’ medd yr Arglwydd.” 
ROM.12.20	Yn hytrach, os bydd dy elynion yn newynu, rho fwyd iddynt; os byddant yn sychedu, rho iddynt beth i'w yfed. Os gwnei hyn, byddi'n pentyrru marwor poeth ar eu pennau. 
ROM.12.21	Paid â goddef dy drechu gan ddrygioni. Trecha di ddrygioni â daioni.
ROM.13.1	Y mae'n rhaid i bob un ymostwng i'r awdurdodau sy'n ben. Oherwydd nid oes awdurdod heb i Dduw ei sefydlu, ac y mae'r awdurdodau sydd ohoni wedi eu sefydlu gan Dduw. 
