GEN.1.1	Ante pëgwëko W̃ën ntind viỹë ŋa, ambin ŋa g'inkal iŋa ntiko ten.
1TH.5.22	keharyin w̃eh-wo-w̃eh.
1TH.5.23	Araɓi W̃ënu hwëhn ƴam ỹa nti ayewu vële padëk ufacah; araɓi hakili hun ỹa gë ntaw̃ary hun ŋa do gë vimbahn hun va nko pad, hara kwëhnana ile nirande hafo hnë fac le njijëɗ Ahwëhn fu Yesu Këris hna. 
1TH.5.24	W̃ën le w̃acëku ỹa kahnëndak: ntiɗ rac.
1TH.5.25	Vëỹënta fu, w̃uhnë fëna ƴëfanëhnëryindënëfu. 
1TH.5.26	Gaỹëryinëhni vële hwëtahnëka Yesu va g'iŋahn nte rufande vëỹënta hna.
1TH.5.27	Tëƴëɗëmu g'uw̃ac Ahwëhn a, araɓi aŋi kayëte karaŋëhnini fop vëỹënta fu va.
1TH.5.28	Araɓi ipërëna Ahwëhn fu Yesu Këris ŋa nke gë w̃uhnë!
2TH.1.1	Ami Pol gë Silëve
2TH.1.2	Araɓi W̃ënu ŋa Rëm fu ỹa do gë Ahwëhn a Yesu Këris njëɗënihu ipërëna gë ƴam ỹa!
2TH.1.3	Vëỹënta fu, tëfëkëfu samehnëndëfuna kwëlëkwël W̃ënu ŋa soŋe hun. Umë saŋah ye, kaɓi ikwëtahn hun ŋa nayiŋa nayëɗ, do iŋahnël nte hwëhnarun ŋa gwëna ŋa nkwënaɗ. 
2TH.1.4	Soŋe rac, cëkwaryëɗerun hnë vacery sali vakaw̃ary vëmba W̃ën hna. Ha, njaw̃ënërun do kwëtarun ikwëtahn hun ŋa la gante korotehnëɗerun ki do ɗuñënaɗun hnë vambër vasiyamah. 
2TH.1.5	Vëyin fop fëhnëtanëɗ kiti W̃ënu ŋa satah ye, gante nuhanderun had vële tëfëk 
2TH.1.6	Paryi nke, W̃ënu ŋa catëk: horot cosëɗëhëhni vële horotehnëɗëhu va 
2TH.1.7	do njinëgehnëɗëhu w̃uhnë vële horotëɗ vi, do fuhnë fëna. Watac nkeɗ ge Ahwëhn a Yesu matini g'ambin gë wamëleka wadëw̃u wakwëhn fanka ŋa; 
2TH.1.8	hnë fagant hwëɗëh hucankaf njijëɗ, do piniŋëɗëhëhni vële wok vëyëtëɗilahna W̃ën va do wok vëw̃aw̃ëhnëɗina 
2TH.1.9	Iɓëv kwëlëkwël ŋa yeɗ icos dëw̃ hni ŋa gë ŋaw̃ëta Ahwëhn ŋa do gë ŋaw̃ëta 
2TH.1.10	ge njijëk hnë fac rac soŋe cëmbëniha do naỹënëniha vële kwëhnëk do hwëtahnëka umë va. W̃uhnë dënk gë vëhni nkentëɗerun, kaɓi kwëtahnërun wante rëfëtanëhnirun ŋa.
2TH.1.11	Soŋe rac ye, ƴinëgaɗilëfuhna iƴëfan hun ŋa. Njëfaɗëfunëha W̃ën fu ŋa gante ntihandëhu vële tëfëk uw̃ac lëw̃u w̃a ile macëku. Njëfaɗëfunëha araɓi, gë fanka falëw̃u fa, ndemawu aliwu fop iña përën ŋa gë fop ntiyehn nte w̃atik hn'ikwëtahn hna. 
2TH.1.12	Koyëna, uw̃ac Ahwëhn fu ỹa Yesu ntënënëɗe soŋe hun ỹa do w̃uhnë ntënënëɗerun soŋe lëw̃u ỹa gante nke ipërëna W̃ën fu gë Ahwëhn a Yesu 
2TH.2.1	Awa, vëỹënta fu, soŋe iɓoka Ahwëhn fu ỹa Yesu 
2TH.2.2	ge ahnë ntehnëku fac Ahwëhn a tëkik, nt'aw̃aw̃u ahnë mpaỹëmpaỹehn wahakili hun w̃a ma ntakënawu gë wante w̃atik hn'iƴir ma hnë wanës ma hnë kayëte, lakënde ntehnëhni ỹal fu matik. 
2TH.2.3	Antë aw̃aw̃u ahnë tokawu gë sifa wamër-wo; kaɓi ani gë tëkahnind ỹa afo iƴahëta cankaf W̃ënu ŋa nke ten do Ayapah a tufëhnaɗ, Ajë iɓëv ŋa, 
2TH.2.4	ale humaɗ ntehn umë lëɓëk fop ile w̃acik w̃ën ỹa ma sëmbëɗe ỹa. Ndëkënaɗ dënk umë ntaña hnë 
2TH.2.5	Ɗënkwëtaɗiluhna bi nësëhnëmuno waŋi ante nkoɓuho hnë w̃uhnë ŋa? 
2TH.2.6	Do tame njëtërun ɗus ile w̃emaỹehnëka gante nkoɗ tufëhnana hafo ge tëkëk wati le hahnëndik ỹa. 
2TH.2.7	Fanka Ayapah le sow̃ak ỹa ɗoku ỹa nkehahnëk; ɓare ale w̃emaỹehnëka ỹa nkoɗ memaỹehn hafo ge cáhëtik. 
2TH.2.8	Awa, Ayapah a tufëhnaɗ, umë ale ndaw̃ëɗ Ahwëhn a Yesu gë sël w̃ës lëw̃u ỹa, g'icëmb nte lapëhnajëka itëk dëw̃u ŋa. 
2TH.2.9	Fanka 
2TH.2.10	Gë sifa vankeya vameh va fop, tokaɗëhëhni vële sëvëɗ va. Cëvëɗëni kaɓi vëhacana iŋahn toña le fehëtakëndëhëhni ỹa. 
2TH.2.11	Soŋe rac, W̃ënu ŋa njëɗanahnikëhni fanka fale rokaɗ, umë feñëɗëhëhni kwëtahnëni wamër ŋa. 
2TH.2.12	Awa, fop vële wok vëhwëtahnëna toña va, ɓare ỹaɗ wameh va, kitiŋëɗeni menëni.
2TH.2.13	Vëỹënta fu, ge fuhnë ye, tëfëkëfu samehnëndëfuna kwëlëkwël W̃ënu ŋa soŋe hun ỹa, w̃uhnë vële ŋahnëk Ahwëhn. W̃ënu ŋa tëhnaku ayewu vëryënkwëryënkw vële fehëtëɗe gë Iƴir nte facënëɗ do gë ikwëtahn hnë toña hna. 
2TH.2.14	W̃ënu ŋa macëku hn'iŋi peh gë 
2TH.2.15	Awa, vëỹënta fu, ƴaw̃ënaryin do kwëtaryin ikaraŋ nte haraŋirun gë wanës ŋa ma gë wante herëhnirun ŋa. 
2TH.2.16	Araɓi Ahwëhn fu ỹa Yesu Këris umë dënk do gë W̃ënu ŋa Rëm fu ỹa ale ỹahnëkëfu do yëɗakëfu g'ipërëna dëw̃u ŋa, ikamënaỹehn nte wok puɗina do g'itamahn gwamah soŋe ile përënak, 
2TH.2.17	njaw̃ënayehn wasakahn w̃a do njëɗawu fanka aholahnu alindu do ahnësëndu kwëlëkwël ile nëfak.
2TH.3.1	Awa vëỹënta fu, watëkwala ŋa, ƴëfanëhnëryindënëfu, soŋe wanës Ahwëhn ŋa camp ñap do ntënëni, had gante nkeho hnë w̃uhnë ki. 
2TH.3.2	Ƴëfaryindëna fëna W̃ënu ŋa pehëtëfu gë vahnë vëw̃eh do gë viyapah va, kaɓi gena vahnë va fop w̃aw̃ëɗ kwëtahnëni. 
2TH.3.3	Ɓare Ahwëhn a kahnëndak. Njaw̃ënëɗëhu do keryëɗëhuna Aw̃eh. 
2TH.3.4	Wëlin itamahn nte hwëhnaɓun hn'Ahwëhn hna soŋe w̃uhnë: ntiɗun le lehnirun ỹa do nkorun alindu. 
2TH.3.5	Araɓi Ahwëhn a paɓary wasakahn hun w̃a g'iŋahn W̃ënu ŋa do g'iɗuñëna nte njëɗahnëɗ 
2TH.3.6	Vëỹënta fu, ntehnëɗerun, g'uw̃ac Ahwëhn fu ỹa Yesu 
2TH.3.7	W̃uhnë njëtërun ɗus gante tëfëku arëfëtalahnunëfu ka: këmalëfunohna ante nkeɓunëho gë w̃uhnë ŋa; 
2TH.3.8	ahnë-wo muntalëfunawohna ile rokëɗëfun, ɓare hnë horot hna do gë hn'ambër hna, g'umëɗ gë g'anent, ndokuŋëɓun soŋe antë yefu iɗiɓ ahnë hnë w̃uhnë. 
2TH.3.9	Age ntiɓun waŋi, gena kaɓi tëfëlëfuhna aryemawunëfu, ɓare ntiɓun koyëna aharaŋahniwu nkeya nte rëfëku arëfëtalahnëndu. 
2TH.3.10	Ha, ante nkeɓunëho ỹal hun ŋa, ntehnirunëho: «Ale wok ñaɗina ndokuŋ ỹa tëfëlahna tok fëna.»
2TH.3.11	Ntehnëɗëfun waŋi kaɓi nkwëryëɗëfun ga nësëɗe, nkeni hnë w̃uhnë vëhëmak, ñoñ vëliɗina ge gena le wok gena wadëw̃ hni. 
2TH.3.12	Vële ye koyëna va, ntehnëɗëfunëhëhni do kamënaỹendëfunëhëhni g'uw̃ac Ahwëhn Yesu Këris: tëfëka ndokuŋëndëni ƴam do tokëndëni ŋacëŋac ntëw̃ hni ŋa. 
2TH.3.13	Ɓare w̃uhnë, vëỹënta mën, antë njambu uli ufërën w̃a. 
2TH.3.14	Age ahnë ŋwëỹëk wante herëɓun hn'aŋi kayëte ŋa, kamahnëryina do aỹaw̃ëtawuna, soŋe cëfëhnahna. 
2TH.3.15	Antë aliwuna aỹew̃, ɓare ahnirawuna had aỹënta hun.
2TH.3.16	Araɓi Ahwëhn ƴam ỹa, njëɗëndu umë dënk ƴam ỹa kwëlëkwël do fale-wo-fale nke fa! Araɓi Ahwëhn a nke gë w̃uhnë fop! 
2TH.3.17	Ami Pol, gë wëɓák mën ŋa dënk kerëhnëryiɗëmu iỹi simpaỹi. Aki kerëɗëfu w̃ac mën ge puhnaɓu vëkayëte mën va fop do aki nke kerëh mën. 
2TH.3.18	Araɓi ipërëna Ahwëhn fu ỹa Yesu 
1TI.1.1+1TI.1.2	Timote, ami Pol herëhnëryiɗëhi. W̃ënu ŋa Afehët fu ỹa gë Yesu Këris itamahn dëw̃ fu ŋa vëhni lehnëko yewu 
1TI.1.3	Gory Efes hna, had gante ntehnëmino ani gë yihahnëryindu gë Masedëwan ka, kaɓi nkeni hnam vële haraŋëɗëhëhni vahnë wamër ŋa; dehnëryihni tavëni. 
1TI.1.4	Dehnëryihni tavëni itëfëta wëhnantul wahwëhn nafa këm g'iɗëkw vimbaỹ vacërakëlo vële wok vëfuɗina. Umë gwajëtël fo njojëɗ, ƴiryeryëɗina gë ikaraŋ W̃ën ile liyaɗ hn'ikwëtahn hna. 
1TI.1.5	Ge ntehnëmi ali koyëna soŋe naỹëni iña nte w̃atik hnë sakahn facah hna gë inahan ipërën do g'ikwëtahn paryi ye. 
1TI.1.6	Vëryampo tavëni nkaw̃ tac do tëfëni vankwajëla vakwëhn nafa këm. 
1TI.1.7	Vëharaŋ sariya W̃ën ñaɗëni nkeni, ɓare vëyëtëna ile nësëɗëni ỹa, vëyëtëna fëna iñë ile njaw̃ënëni paryi ỹi.
1TI.1.8	Ha, njëtëɓun 
1TI.1.9	Tëfëka njëti iỹin: sariya ỹa gena vësatah linëhnik. Soŋe vële wok vëw̃aw̃ëhnëɗina gë vële wok vëlënënëɗina sariya ỹa, vële wok vëhwëhnana ikwëtahn gë vële w̃enëɗ va, vële wok vëlënënëɗilahna W̃ën gë vile facëk va, vële ryaw̃ëɗëhëhni warëm hni ma wahnëm hni, vëryaw̃ vahnë vëhaw̃ary fëna, 
1TI.1.10	vële liɗ ndakëntal nte ñew̃ëk W̃ën gë vësan vële ryakëɗ gë vësanëntahni, vële wafëɗëhëhni vëramp, vële w̃ërëɗ, vële ye waseɗe hnë wamër do gë fop vële hwëhnak nkeya meh, vile hnëmpëlëk gë ikaraŋ catah ŋa linëhnik. 
1TI.1.11	Ikaraŋ tac tëfëlëk gë 
1TI.1.12	Camehnëɓuha Yesu 
1TI.1.13	mama nkehahnëɓuho koɓëri ŋa aỹew̃ alëw̃u, ahorotehn do ayapah. Ɓare kaỹëhnahnëkawo g'ami, kaɓi kwëtahnëlëwawohna do ƴëtëlëwohna ile liɗëfuho ỹa. 
1TI.1.14	Ha, ipërëna Ahwëhn fu ŋa njaɓëkowo, nuỹaɓuho ikwëtahn ŋa do gë iŋahn nte hwëhnayinëk, vankinëk gë Yesu Këris.
1TI.1.15	Wëlin wanës toña wante rëfëka kacahnini vahnë fop: Yesu Këris njijëk ɗuniỹa li soŋe pehëtëhni vëw̃en. Do ami aw̃en asankaf yeɓu. 
1TI.1.16	Ɓare wëli soŋe ile kaỹëhnahnëka g'ami: Yesu Këris w̃aw̃ëk tufahn hn'ami, aw̃en asankaf a, iɗuñëna ipadah idëw̃u ŋa. Koyëna dahëse iɗuñëna dëw̃u yeɓu soŋe vële hwëtahnëɗëha va, gante nuỹahnëɗëni uwám usër w̃a.
1TI.1.17	Araɓi untënah gë 
1TI.1.17	nke g'ahnaw̃ avë kantëm, gë W̃ën hunte wok cëmëɗina,
1TI.1.17	hunte wok nuɗena, hunte wok mëntëlëntina,
1TI.1.17	dol gë kantëm! Amina.
1TI.1.18	Timote, ajë mën, ntehnëmi ali fop wanës watac wante hwëtehnahnëmi, rëfëlëk gë wanës wante fëƴahniko koɓëri ŋa soŋe lëw̃ hu ỹa. Waŋi wanës njaw̃ënëɗëhi do koɗu aw̃ët uw̃ët fërën w̃a; 
1TI.1.19	kwëtary ikwëtahn hu ŋa do g'inahan ipërën hu ŋa. Vëryampo tavëni watac do koyëna përëkanëni ikwëtahn dëw̃ hni ŋa. 
1TI.1.20	Hnë vahnë vërac nkentiniho Imene gë Alekësandër; vëhni njëɗahnëɓuhëhni gë 
1TI.2.1	Awa ryënkwëryënkw ỹa ten, ntehnëmu aw̃untanduna W̃ënu ŋa, ayëfanduna, ahëlanduna soŋe vëỹënta hun va do asamehnënduna soŋe vahnë va fop. 
1TI.2.2	Tëfëka ayëfanëhnënduni vële hnaw̃ëk gë fop vësankaf va gante nkohahnëɗen ƴam, tana këm, kahnëndahnin hnë W̃ën gë njasa ntënah. 
1TI.2.3	Irac ye ile fërënak do hnëŋëɗëha W̃ënu ŋa, Afehët fu, 
1TI.2.4	ale ỹaɗ vahnë va fop pehëtini do njëtëntini toña ỹa.
1TI.2.5	Ha, W̃ën huɗampo fo ye,
1TI.2.5	do fëna aryampo fo ye yëbëlan W̃ënu ŋa gë
1TI.2.5	vahnë va:
1TI.2.5	asan ye, Yesu 
1TI.2.6	umë ale yëɗahnëk ntaw̃ary dëw̃u had icos soŋe pehëtëhni vahnë va fop.
1TI.2.6	Rac ye uceɗeya nte liyiko wati le pëhnayiko hna 
1TI.2.7	do soŋe rac, W̃ënu ŋa hahnëndëko had afëƴahn gë 
1TI.2.8	Awa ñaɗëfu vësan va fop njëfandëni gante-wo-gante, njelëndëni wëɓák wapacah g'ambin, ntavah këm gë sonko këm.
1TI.2.9	Koyëna soŋe vësëval va fëna, ñaɗëfu cuɗandëni gante caŋëk ka, hara vëryëcëtahnëna, tëfëlahna ntiyandëni viỹi soŋe tufëhnahnëndëni. Antë ndaỹëndeni vandaỹa vantakah, do antë kayëtandëni gë sanu, ma wanjere, ma viỹi vile hambëka ntaw̃. 
1TI.2.10	Ɓare tëfëka tufahnëndëni iƴiv dëw̃ hni ŋa hnë vantiyehn vapërën gante caŋëkëhni vësëval vële lehnëɗ W̃ën tëfalëɗëni.
1TI.2.11	Asëval a tëfëka ñëŋand ƴam fo do gë imaw̃ëhn padah. 
1TI.2.12	Maw̃ëryanëlëw̃ahna asëval karaŋa, ma mëka asan; tëfëka ñëw̃ ƴam. 
1TI.2.13	Kaɓi Adam ryënkwiko ñahani, tac Ev. 
1TI.2.14	Do fëna gena Adam tokako Sintani, ɓare asëval a yeho, afo nti ile mbañëko W̃ënu ŋa. 
1TI.2.15	Ɓare pehëtëɗe hn'uhnag hna, ge njaw̃ënëk ikwëtahn ŋa, gë iña ŋa, g'ufacah w̃a, ge ntiɗ g'useryah.
1TI.3.1	Wëlin wanës toña: ge ahnë njëkëlehnëɗ nke avë karyënkw cery sali, ɗoku fërën ye ile njëkëlehnëɗ ỹi. 
1TI.3.2	Awa umë tëfëka nke ahnë asatah, nke asan asëval aryampo fo, ale fëlak nkaf ntëw̃u do seryëk, ale lënënëɗe, holëk kaca vahnë do hoɗ karaŋëhni vahnë. 
1TI.3.3	Tëfëlahna nke aryëw̃ ma ale w̃ëtëntëɗe ɓare tëfëka nke ale nkukëk sakahn do wok ƴëkëlehnëɗina sonko; antë ŋahn ɗëcët koryi. 
1TI.3.4	Tëfëka nke ale holëk mënkw tere lëw̃u ỹa do mënkwëhni vutah vuntëw̃u hn'imaw̃ëhn, g'untënah fop. 
1TI.3.5	Age ahnë a koɗina mënkw tere lëw̃u ỹa dënk, hak koɗ paɓ cery sali W̃ënu ŋa? 
1TI.3.6	Tëfëlahna nke ale hwëtahnëk takan, soŋe antë pëɓa inaỹëna do njo hn'ikitiŋ tac fo gë 
1TI.3.7	Tëfëka kwëhna untënah gë vële wok vëyentina cery sali soŋe antë njafini do antë njoni hnë warënd Sintani hna.
1TI.3.8	Vëyohal hnë cery sali va fëna tëfëkëhni nkeni vësan vële lënënik do wok vëhwëhnana wanës waki. Tëfëlëhnihna ɗëcëtandëni uñen ŋa ma njëkëlehnëndëni koryi gë wafere waw̃eh w̃a fop. 
1TI.3.9	Tëfëkëhni vahnë vërac kwëtani, gë hakili facah, toña le yëtëndanik hn'ikwëtahn hna. 
1TI.3.10	Tëfëka pëcëtayi fëna wapacëk soŋe njëtahni bi vëhwëhnana ile nirandeni, tac koɗëni nkeni vëyohal cery sali.
1TI.3.11	Vësëval va
1TI.3.12	Vëyohal cery sali va tëfëkëhni ale-wo-le nke asan asëval aryampo fo do tëfëkëhni nkeni vële holëk mënkw vutah vuntëw̃ hni va gë tere lëw̃ hni ỹa. 
1TI.3.13	Vële liɗ g'afërën ɗoku lëw̃ hni hnë cery sali hna ntënënëɗeni do nuỹaɗëni itama cankaf hn'ikwëtahn nte ye hnë Yesu 
1TI.3.14	Kerëndiɗëmi waŋi, mama nahandëɓu yiryiwu yëkiyi hara ɓiỹëna. 
1TI.3.15	Koyëna, ge ƴinkaryila, njëtëɗu gante tëfëka nke njasa hu ŋa hnë tere W̃ën hna. Iỹi tere, cery sali mba W̃ën paryi ye nte hagëtëɗ do famëtëɗ toña ỹa. 
1TI.3.16	Ha, pacëk, ufëmpëhnah ile yëtik hn'ikwëtahn hna naỹëk:
1TI.3.16	Tufëhnako hn'imbahn,
1TI.3.16	tufëhnako asatah g'Iƴir,
1TI.3.16	nuniha wamëleka ŋa,
1TI.3.16	pëƴahniko hnë vële wok vëyena wasëwif,
1TI.3.16	kwëtahniko ɗuniỹa li,
1TI.3.16	do kaƴëndiko ƴaŋ gë 
1TI.4.1	Iƴir ŋa nësëk wapacëk: hnë vampëd vatëkwa hna, vëryampo tavëɗëni ikwëtahn ŋa. 
1TI.4.2	Vahnë vële huruɓak, vëw̃ër, vële yëtëɗu vintaw̃ary vidëw̃ hni va gona këncëtëlehnënd yivah gë w̃eh, w̃enehnëɗëhëhni gë wanës wadëw̃ hni ŋa. 
1TI.4.3	Mbañëndënihëhni vahnë va antë ñëlëlëndëni, do antë tokëndëni viỹë viryampo. Ɓare W̃ënu ŋa ye ale lik a vëỹin fop soŋe vële hwëtahnëk, yëtëk toña va, tokëɗëni camehnatëndëniha W̃ënu ŋa. 
1TI.4.4	Ha, fop ile ntik W̃ën ỹa përënak do ñoñ gena ile sanëɗe ge teɓaɗen camehnatëndenëhna. 
1TI.4.5	Wanës W̃ënu ŋa gë wayëfa w̃a pacënëɗ vëỹin fop.
1TI.4.6	Karaŋëryindëhni waŋi fop vële hwëtahnëk va. Koyëna nkeɗu ayohal afërën ava Yesu 
1TI.4.7	Ɓare cañëtary wëhnantul wakwëhn toña këm, wale hnëmpëlëk g'ikwëtahn. Ñëŋary awo ale hahnëndak hn'ikwëtahn W̃ën hna. 
1TI.4.8	Ƴakën imbahn nëfak ɓare gena hnë vile-wo-vile; ɓare ikahnënda hn'ikwëtahn W̃ënu ŋa nëfak soŋe fop. Kaɓi hnam nke ile ntehnëk W̃ën ntinëndëhëfu ỹa hnë iỹi ɗuniỹa gë ile yejëk per.
1TI.4.9	Wëlin wanës toña wante rëfëka kacani vahnë fop: 
1TI.4.10	Ndokuŋëɗen ɗus do mëtëɗen, kaɓi ale ye W̃ënu paryi ŋa ramahninëk, umë ale ye Afehët vahnë fop ỹa, do kas vële hwëtahnëka va.
1TI.4.11	Iỹin ye ile rëfëka aharaŋëndëhni do alehnëhni vahnë va ntindëni.
1TI.4.12	Ahnë tëfëlahna njafi kaɓi fatah woru; ɓare wëjë gery ale tëfëtalandëni vële hwëtahnëk, gë wanës hu ŋa, gë nkeya hu ŋa, gë iŋahn hu ŋa, gë ikwëtahn hu ŋa do gë ufacah hu w̃a. 
1TI.4.13	Rëkahnëryindu ỹa, paɓëry ikaraŋ Wanës W̃ënu ŋa hnë ɓulunda hna, ahamënaỹehnëndëhni do aharaŋëndëhni. 
1TI.4.14	Antë aryënkw avalëtahn uyëɗ va Iƴir Ipacah le ye hnë wëjë hna. Nuỹaruho rac ante nësëniho wakila do tindënihino vicër wëɓák ŋa.
1TI.4.15	Ƴaw̃ënëry iỹin fop, paɓëry gë fanka hu fa fop iỹi ɗoku gante koɗëni vahnë va fop nuni unji karyënkw hu ŋa. 
1TI.4.16	Keryëry nkaf hu do g'ile haraŋëɗuhëhni vahnë ỹa. Kahnëndary hnë vëỹin fop. Ge koyëna ntiru, pehëtaɗu wëjë dënk gë vële hnëpaɗëhi per.
1TI.5.1	Antë ahnirahna g'iŋañëna acër. Gabëryinda had rëmuh, vëjar va had vëhery hu, 
1TI.5.2	vanëm va had wahnëmuh, vucëval va fëna had vëhery hu, g'ipacëna padah.
1TI.5.3	Paɓëryihni g'untënah vële cëmaryëk vësan, vële ye paryi vëhni fo va. 
1TI.5.4	Ge ale cëmaryëk asan a kwëhnakëhni vutah ma vutah vunte nagëni vërahu, tëfëkëhni vutah vutac ñëŋani gante tufahnëɗëni ten ikwëtahn dëw̃ hni ŋa hnë watere wadëw̃ hni hna, cosënihëhni vële hnagëkëhni va, kaɓi umë ye ile hnëŋëɗëha W̃ënu ŋa. 
1TI.5.5	Ale cëmaryëk asan a, ale ye minu fo ỹa, W̃ën hna kwëtëk itama dëw̃u ŋa fop; hnë iƴëfa gë ikëla hna nkeɗ, g'umëɗ gë g'anent. 
1TI.5.6	Ɓare ale cëmaryëk asan a ale yëkëlend ile hnëŋëɗëha fo asëm ale wok yasëɗ ye. 
1TI.5.7	Waŋi fëna tëfëka aharaŋëndëhni soŋe ahnë antë kwëhna ile niraɗëhëhni. 
1TI.5.8	Age ahnë paɓëlëhnihna hnënk lëw̃u ỹa, do kas vëvë tere lëw̃u va, njahëtak ikwëtahn ŋa. Ahnë arac mek ntëbi dënk ale wok kwëtahnëna.
1TI.5.9	Maw̃ëry ahera asëval ale cëmaryëk asan a hnë kayëte vësay hna ge tëkëka wabëhn wafëhw imbëɗ gë ryaw̃ (60) do ỹëliko hwënta ryampo fo. 
1TI.5.10	Tëfëka njëtëhni vifërën vile ntiɗ va: kwëɗa përën nte kwëɗëkëhniwo vutah vuntëw̃u, kaca ntënah nte kacaɗëhëhniw̃o vëhneh, igwiyët wakwër wante nkwiyëtëɗëhëhniwo vële hwëtahnëk, iɗema nte ndemaɗëhëhniwo vële yiw̃ëhnëk do liɗëho gë uyoh fop vantiyehn vapërën va.
1TI.5.11	Ɓare antë aherëhni vësëval vële cëmaryëk vësan, vële wok vëryag fo va; kaɓi ge iña dëw̃ hni ŋa kumpëtëkëhni g'ile kwëtëlëntiniho gë 
1TI.5.12	Awa koyëna kitiŋëɗeni menëni, kaɓi vëyaw̃ënëna wante ntehnënihawo Këris ŋa. 
1TI.5.13	Do kat, ñëŋaɗëni nkeni vëhëmak, njasëɗëni tere gë tere. Gena vëhëmak fo nkeni ɓare nësënkëni do paɓëɗëni ile wok gena wadëw̃ hni; vëhoɗina pëlani waw̃ës walëw̃ hni. 
1TI.5.14	Soŋe rac ñaɗëfu mbok ñëlini vësay vëryag va, nagënihëhni vutah, paɓëni watere wadëw̃ hni ŋa soŋe vëỹew̃ fu va antë nuỹani wameh wante ntehnëɗënihëfu. 
1TI.5.15	Kaɓi vësay vëryampo tavëni nkaw̃ catah tëfëniha 
1TI.5.16	Age asëval ale hwëtahnëk kwëhnakëhni vële cëmaryëk vësan tere lëw̃u hna, tëfëka ndemandëhni antë nkeni ɗiɓ cery sali ŋa. Koyëna cery sali ŋa koɗ ndemandëhni vële ye paryi minëhni va.
1TI.5.17	Vële ye haryënkw cery sali do w̃ënkwëɗ g'afërën ɗoku lëw̃ hni ỹa, tëfëkëhni wasos wahi, do kas vële hwëhnak waɗoku wadënah hn'ipëƴahn wanës gë ikaraŋ vëỹënta hni. 
1TI.5.18	Kaɓi Vikerëh va më lehnëk: «Ge yihni ỹa ndokuŋëɗ ant'arëmpuna w̃ës ỹa soŋe antë tokënd roka ỹa.»
1TI.5.19	Antë aw̃aw̃ëhn ahnë nësënd wameh soŋe ale ye ankaf cery sali, ge vëhi ma vërar vëyena waseɗe soŋe watac. 
1TI.5.20	Niraryehna tase vahnë fop ale w̃enëɗ a soŋe vëỹëntaw̃ va ntakahnëhni antë ntigëni koyëna.
1TI.5.21	Wëlin ile w̃untaɗëmi ỹa haryënkw W̃ën hna gë Yesu 
1TI.5.22	Antë ñankahni arinda ahnë wëɓák ŋa, alihna avë haryënkw cery sali. Antë ayentahni wameh vëỹëntaw̃ ŋa. Gory afacah.
1TI.5.23	Tavëry ice w̃ënka fo ɓare ceryind fëna uñen toƴe soŋe lav ɗonk hu ỹi do gë itesënk hu ŋi.
1TI.5.24	Wameh vëryampo nuɗe wapacëk ani gë kitiŋahnëndeni ỹa dënk; wëɓa vëỹëntaw̃ ŋa nuɗe ge kitiŋini. 
1TI.5.25	Do fëna, vantiyehn vapërën va nuɗe wapacëk, do vante wok nuyina taŋ va koɗina nko cow̃a.
1TI.6.1	Vële ye hn'utamp va, tëfëkëhni njëɗanihëhni ntënah padah vële hwëhnëkëhni va, soŋe antë ahnë njew̃ uw̃ac W̃ënu ŋa g'ile haraŋëɗenëhëhni vahnë ỹa. 
1TI.6.2	Vële hwëhnakëhni vësankaf vële kwëtahnëka W̃ënu ŋa, vahnë vërac tëfëlëhnihna njafëni cankaf ntëw̃ hni ŋa kaɓi vëỹënta hni ye. Ɓare tëfëkëhni ndokuŋëhnëndënihëhni ntëbi kaɓi vële hnuỹaɗ ufërën w̃a hnë ɗoku lëw̃ hni vële hwëtahnëk ye do vëỹahnik W̃ënu ŋa. Watac rëfëka aharaŋëndëhni vahnë va do alehnëndëhni ntindëni.
1TI.6.3	Age ahnë karaŋëɗëhëhni vahnë wakaw̃ary, ge maw̃ëna wanës wapacah wëɓa Ahwëhn fu Yesu 
1TI.6.4	ahnë arac inaỹëna ŋa fëɓëka, ñoñ ƴëtëna. Iña ŋa kobëka gwajëtël gë sonko soŋe wanës. Hnam matiɗëha iñew̃ary gë wasonko do gë nës wameh soŋe vëỹëntaw̃, vikamahna vimeh, 
1TI.6.5	wasonko wale wok puɗina yëbëlan vahnë vële tumpak wahakili, wok vëyëtëna toña. Ntiyahnëkëhni ikwëtahn W̃ënu ŋa fere fale hnuỹahnëɗe hnapul ye.
1TI.6.6	Paryi nke, ikwëtahn W̃ënu ŋa hnapul sankaf ye ge nëŋëkëfu g'ile hwëhnayinëk ỹa. 
1TI.6.7	Ñoñ ƴojilënëhna hnë iỹi ɗuniỹa, do fëna ñoñ koɗelënëhna njoyin. 
1TI.6.8	Awa ge kwëhnayinëk ile rokëɗen gë viỹi vile liyaɗen, umë gwër nkeɗëhëfu. 
1TI.6.9	Vële yëkëlend uvetak va njëkëhnahnëɗeni, warënd w̃a pëlaɗëhëhni, viña wanënkwah do waɗakëmak ntabëɗëhëhni vahnë gë iɓëv do janáma hna. 
1TI.6.10	Ha, ankahn wameh waƴaɓah, iña ɗëcët koryi ŋa ye. Vëryampo njëkëlehnëni rac ɗëcët, soŋe rac ŋaw̃ëtani ikwëtahn ŋa do njoyajëni vëhni dënk wahorot wayaɓah.
