GEN.1.1	Pradžioje Dievas sutvėrė dangų ir žemę.
ACT.15.2	Kilo nemažas vaidas ir ginčas tarp jų ir Pauliaus bei Barnabo. Buvo nutarta, kad Paulius, Barnabas ir kai kurie kiti iš anų nuvyktų dėl šio klausimo į Jeruzalę pas apaštalus ir vyresniuosius.
ACT.15.3	Bažnyčios aprūpinti, jie iškeliavo per Finikiją ir Samariją, pasakodami apie pagonių atsivertimą, ir tuo padarė didelį džiaugsmą visiems broliams.
ACT.15.4	Atvykę į Jeruzalę, jie buvo priimti bažnyčios, apaštalų bei vyresniųjų ir pranešė jiems, ką Dievas kartu su jais nuveikė.
ACT.15.5	Tuomet pakilo kai kurie įtikėjusieji iš fariziejų partijos ir tarė: „Juos reikia apipjaustyti ir įsakyti, kad laikytųsi Mozės Įstatymo“.
ACT.15.6	Apaštalai ir vyresnieji susirinko šio klausimo apsvarstyti.
ACT.15.7	Įsiliepsnojus ilgam ginčui, Petras pakilo ir kreipėsi į juos: „Vyrai broliai, jūs žinote, kad Dievas jau nuo senų dienų išsirinko mane iš jūsų, kad pagonys iš mano lūpų išgirstų Evangelijos žodį ir įtikėtų.
ACT.15.8	Ir Dievas, kuris pažįsta žmonių širdis, paliudijo jų naudai, duodamas jiems Šventąją Dvasią kaip ir mums.
ACT.15.9	Jis nepadarė skirtumo tarp mūsų ir jų, tikėjimu nuskaistindamas jų širdis.
ACT.15.10	Tad kodėl gundote Dievą ir kraunate ant mokinių sprando jungą, kurio nei mūsų tėvai, nei mes patys negalėjome panešti?
ACT.15.11	Juk mes tikime, kad Viešpaties Jėzaus Kristaus malone būsime išgelbėti kaip ir jie“.
ACT.15.12	Tada visas susirinkimas nutilo ir ėmė klausytis Barnabo bei Pauliaus pasakojimo, kokių ženklų ir stebuklų per juos Dievas padarė tarp pagonių.
ACT.15.13	Kai jie nutilo, atsiliepė Jokūbas ir tarė: „Vyrai broliai, paklausykite manęs!
ACT.15.14	Simonas papasakojo, kaip Dievas pirmą kartą aplankė pagonis, kad išsirinktų iš jų savo vardui žmones.
ACT.15.15	Čia dera pranašų žodžiai, kaip parašyta:
ACT.15.16	‘Paskui sugrįšiu ir vėl atstatysiu sugriuvusią Dovydo palapinę. Aš prikelsiu ją iš griuvėsių ir vėl ją išskleisiu,
ACT.15.17	kad ieškotų Viešpaties ir visi kiti žmonės, visi pagonys, kuriems skelbiamas mano vardas, – sako Viešpats, visa tai darantis’.
ACT.15.18	Nuo amžių Dievui žinomi visi Jo darbai.
ACT.15.19	Todėl aš manau, kad į Dievą atsivertusių pagonių nereikia apsunkinti,
ACT.15.20	o tik jiems parašyti, jog susilaikytų nuo susiteršimo stabais, nuo ištvirkavimo, pasmaugtų gyvulių mėsos ir kraujo.
ACT.15.21	Juk Mozė kiekviename mieste nuo senų laikų turi savo skelbėjų ir kas sabatą yra skaitomas sinagogose“.
ACT.15.22	Tada apaštalai ir vyresnieji kartu su visa bažnyčia nutarė pasiųsti į Antiochiją iš savųjų išrinktus vyrus kartu su Pauliumi ir Barnabu: Judą, vadinamą Barsabu, ir Silą, kurie buvo vadovaujantys tarp brolių.
ACT.15.23	Jiems įteikė tokį raštą: „Apaštalai, vyresnieji ir broliai siunčia sveikinimą broliams, kilusiems iš pagonių Antiochijoje, Sirijoje bei Kilikijoje.
ACT.15.24	Sužinoję, kad kai kurie iš mūsų nuvykę savo kalbomis sukėlė jums nerimo ir sujaukė jūsų sielas, liepdami apsipjaustyti ir laikytis Įstatymo,
ACT.15.25	mes susirinkę vieningai nusprendėme pasiųsti pas jus išrinktus vyrus su mūsų mylimaisiais Barnabu ir Pauliumi,
ACT.15.26	kurie už mūsų Viešpatį Jėzų Kristų yra guldę savo galvas.
ACT.15.27	Taigi siunčiame su jais Judą ir Silą, kurie jums tą patį praneš žodžiu.
ACT.15.28	Šventajai Dvasiai ir mums pasirodė teisinga neužkrauti jums daugiau naštų, išskyrus tai, kas būtina:
ACT.15.29	susilaikyti nuo aukų stabams, kraujo, pasmaugtų gyvulių mėsos ir ištvirkavimo. Jūs gerai elgsitės, saugodamiesi šitų dalykų. Likite sveiki!“
ACT.15.30	Išsiųstieji, atvykę į Antiochiją, sukvietė bendruomenę ir įteikė laišką.
ACT.15.31	Skaitydami šie džiaugėsi paguoda.
ACT.15.32	Judas ir Silas, būdami pranašai, gausiais žodžiais skatino ir stiprino brolius.
ACT.15.33	Pabuvę ten kurį laiką, jie buvo brolių išleisti ramybėje pas apaštalus.
ACT.15.34	Bet Silas nusprendė ten pasilikti.
ACT.15.35	Paulius su Barnabu taip pat pasiliko Antiochijoje, kartu su daugeliu kitų mokydami ir pamokslaudami Viešpaties žodį.
ACT.15.36	Po kiek laiko Paulius tarė Barnabui: „Grįžkime, aplankykime brolius visuose miestuose, kur skelbėme Viešpaties žodį, ir pažiūrėkime, kaip jiems sekasi“.
ACT.15.37	Barnabas norėjo pasiimti kartu ir Joną, vadinamą Morkumi,
ACT.15.38	bet Paulius manė būsiant geriau neimti tokio, kuris Pamfilijoje buvo nuo jų pasitraukęs ir nesidarbavo su jais.
ACT.15.39	Kilo toks smarkus ginčas, kad jie vienas nuo kito atsiskyrė. Barnabas, pasiėmęs Morkų, išplaukė į Kiprą,
ACT.15.40	o Paulius, pasirinkęs Silą, iškeliavo, brolių patikėtas Viešpaties malonei.
ACT.15.41	Jis leidosi per Siriją ir Kilikiją, stiprindamas bažnyčias.
ACT.16.1	Paulius atkeliavo į Derbę ir Listrą. Ir štai ten buvo vienas mokinys, vardu Timotiejus, kurio motina buvo įtikėjusi žydė, o tėvas – graikas.
ACT.16.2	Apie jį gerai liudijo Listros ir Ikonijaus broliai.
ACT.16.3	Paulius panorėjo jį pasiimti su savimi. Jis apipjaustydino jį dėl žydų, gyvenančių tame krašte. Mat visi žinojo jo tėvą esant graiką.
ACT.16.4	Keliaudami per miestus, jie liepdavo tikintiesiems laikytis Jeruzalės apaštalų bei vyresniųjų priimtų nutarimų.
ACT.16.5	Taip bažnyčios stiprėjo tikėjimu ir kasdien augo skaičiumi.
ACT.16.6	Jiems perėjus Frygiją ir Galatijos šalį, Šventoji Dvasia draudė jiems skelbti žodį Azijoje.
ACT.16.7	Atvykę iki Myzijos, jie mėgino eiti į Bitiniją, tačiau Dvasia jų neleido.
ACT.16.8	Perėję Myziją, jie nuėjo į Troadę.
ACT.16.9	Čia Paulius naktį turėjo regėjimą: jam pasirodė makedonietis, kuris maldavo: „Ateik į Makedoniją ir padėk mums!“
ACT.16.10	Po šio regėjimo mes nedelsdami pasistengėme išvykti į Makedoniją, įsitikinę, kad Viešpats mus pašaukė skelbti jiems Evangeliją.
ACT.16.11	Išplaukę iš Troadės, leidomės tiesiog į Samotrakę ir rytojaus dieną į Neapolį.
ACT.16.12	Iš čia atvykome į Filipus – pirmąjį šios Makedonijos dalies ir kolonijos miestą. Šiame mieste užtrukome kelias dienas.
ACT.16.13	Sabato dieną išėjome už miesto prie upės, kur pagal paprotį buvo maldos vieta, ir atsisėdę kalbėjome susirinkusioms moterims.
ACT.16.14	Viena dievobaiminga moteris, vardu Lidija, prekiaujanti purpuro drabužiais, kilusi iš Tiatyrų miesto, klausėsi, ir Viešpats atvėrė jos širdį tam, ką kalbėjo Paulius.
ACT.16.15	Kai ji su savo namiškiais buvo pakrikštyta, ėmė mūsų prašyti: „Jei mane laikote Viešpaties tikinčiąja, ateikite ir pasilikite mano namuose“. Ji tiesiog mus privertė.
ACT.16.16	Kartą, einančius į maldos vietą, mus pasitiko viena tarnaitė, turinti spėjimo dvasią. Spėdama ji daug uždirbdavo savo šeimininkams.
ACT.16.17	Ji ėmė sekti paskui Paulių bei mus, šaukdama: „Šitie vyrai yra aukščiausiojo Dievo tarnai ir skelbia mums išgelbėjimo kelią“.
ACT.16.18	Taip ji darė daugelį dienų. Nebeapsikęsdamas Paulius atsigręžė ir paliepė dvasiai: „Jėzaus Kristaus vardu įsakau tau iš jos išeiti!“ Ir dvasia tučtuojau išėjo.
ACT.16.19	Šeimininkai, pamatę, kad jų pasipelnymo viltys žlugo, sugriebė Paulių bei Silą ir nutempė į miesto aikštę pas vyresnybę.
ACT.16.20	Nuvedę pas pretorius, jie tarė: „Šitie žmonės mūsų mieste kelia sąmyšį. Jie yra žydai
ACT.16.21	ir skelbia papročius, kurių mums, romėnams, nevalia nei priimti, nei laikytis“.
ACT.16.22	Prieš juos sukilo ir minia. Pretoriai nuplėšė nuo jų drabužius ir įsakė juos mušti lazdomis.
ACT.16.23	Davę daug kirčių, įmetė juos į kalėjimą, įsakydami kalėjimo prižiūrėtojui rūpestingai saugoti.
ACT.16.24	Gavęs tokį įsakymą, kalėjimo prižiūrėtojas įgrūdo juos į vidinę kamerą, o jų kojas įtvėrė į šiekštą.
ACT.16.25	Apie vidurnaktį Paulius ir Silas meldėsi ir giedojo Dievui himnus. Kiti kaliniai jų klausėsi.
ACT.16.26	Staiga kilo toks stiprus žemės drebėjimas, jog kalėjimo pamatai susvyravo. Bematant atsivėrė visos durys, ir visiems nukrito pančiai.
ACT.16.27	Kalėjimo prižiūrėtojas nubudo ir, pamatęs atviras kalėjimo duris, išsitraukė kalaviją norėdamas nusižudyti: jis pamanė, kad kaliniai pabėgo.
ACT.16.28	Bet Paulius garsiai sušuko: „Nedaryk sau pikto! Mes visi esame čia“.
ACT.16.29	Paprašęs šviesos, jis šoko vidun ir, visas drebėdamas, puolė Pauliui ir Silui po kojų.
ACT.16.30	Po to išvedė juos laukan ir paklausė: „Gerbiamieji, ką turiu daryti, kad būčiau išgelbėtas?“
ACT.16.31	Jie atsakė: „Tikėk Viešpatį Jėzų Kristų ir būsi išgelbėtas tu ir tavo namai“.
ACT.16.32	Ir jie skelbė Viešpaties žodį jam ir jo namiškiams.
ACT.16.33	Tą pačią nakties valandą jis pasiėmė juos, nuplovė jų žaizdas ir nedelsiant kartu su visais saviškiais buvo pakrikštytas.
ACT.16.34	Nusivedęs į savo namus, jis padengė jiems stalą ir su visais namiškiais džiūgavo, įtikėjęs Dievą.
ACT.16.35	Dienai išaušus, pretoriai pasiuntė liktorius pranešti kalėjimo viršininkui: „Paleisk tuos žmones!“
ACT.16.36	Tas perdavė tuos žodžius Pauliui: „Pretoriai liepia jus paleisti. Galite eiti ir ramiai keliauti“.
ACT.16.37	Bet Paulius jiems atsakė: „Mus, Romos piliečius, nenuteistus viešai mušė ir įmetė į kalėjimą, o dabar nori slapta paleisti?! Šito nebus! Tegul patys ateina ir išveda!“
ACT.16.38	Liktoriai perdavė pretoriams šį atsakymą. Išgirdę, kad tai Romos piliečiai, pretoriai išsigando.
ACT.16.39	Jie atėjo, atsiprašė ir išsivedę prašė, kad paliktų miestą.
ACT.16.40	Išėję iš kalėjimo, Paulius ir Silas užsuko pas Lidiją, pasimatė su broliais, padrąsino juos ir iškeliavo toliau.
ACT.17.1	Perėję Amfipolį ir Apoloniją, jie atvyko į Tesaloniką, kur buvo žydų sinagoga.
ACT.17.2	Pagal savo įprotį Paulius užėjo pas juos ir tris sabatus aiškinosi su jais Raštus,
ACT.17.3	dėstydamas ir įrodinėdamas, kad Kristus turėjo kentėti ir prisikelti iš numirusių ir kad: „Kristus – tai Jėzus, kurį aš jums skelbiu“.
ACT.17.4	Kai kurie iš jų įtikėjo ir prisidėjo prie Pauliaus ir Silo, taip pat daugybė pamaldžių graikų ir nemaža aukštos kilmės moterų.
ACT.17.5	Bet neįtikėję žydai, apimti pavydo, surinko iš gatvės piktų žmonių, sukurstė minią ir sukėlė mieste sąmyšį. Jie užpuolė Jasono namus ir ėmė ten ieškoti Pauliaus ir Silo, norėdami išvesti juos prieš minią.
ACT.17.6	Jų neradę, nusitempė Jasoną ir kelis brolius pas miesto vadovus, šaukdami: „Tie žmonės, kurie verčia visą pasaulį aukštyn kojom, atvyko ir čia,
ACT.17.7	o Jasonas juos priglaudė. Visi šitie laužo ciesoriaus įsakymus, tvirtindami, jog esąs kitas karalius, būtent Jėzus“.
ACT.17.8	Taip jie sukėlė nerimo jų klausiusiai miniai ir miesto vadovams.
ACT.17.9	Šie, gavę iš Jasono ir kitų užstatą, paleido juos.
ACT.17.10	Broliai tuojau pat, nakčia, išsiuntė Paulių ir Silą į Berėją. Ten atvykę, jie užėjo į žydų sinagogą.
ACT.17.11	Tenykščiai pasirodė esą kilnesni už tesalonikiečius. Jie noriai priėmė žodį ir kasdien tyrinėjo Raštus, ar taip esą iš tikrųjų.
ACT.17.12	Daugelis iš jų įtikėjo, taip pat nemažai kilmingų graikų moterų ir vyrų.
ACT.17.13	Sužinoję, kad Paulius jau Berėjoje skelbia Dievo žodį, Tesalonikos žydai atskubėjo ir čia drumsti ir kurstyti žmonių.
ACT.17.14	Tada broliai skubiai išsiuntė Paulių prie jūros, o Silas ir Timotiejus pasiliko ten.
ACT.17.15	Pauliaus palydovai nuvedė jį iki Atėnų. Gavę įsakymą pranešti Silui ir Timotiejui, kad kuo greičiau atvyktų pas jį, grįžo atgal.
ACT.17.16	Belaukdamas Atėnuose jų atvykstant ir matydamas pilną miestą stabų, Paulius dvasioje netvėrė pykčiu.
ACT.17.17	Jis aiškinosi sinagogoje su žydais ir pamaldžiaisiais, o aikštėje kasdien su tais, kurie ten būdavo.
ACT.17.18	Kai kurie epikūrininkų ir stoikų filosofai bandė su juo ginčytis. Vieni klausė: „Ką šis plepys nori pasakyti?“ O kiti: „Atrodo, kad jis svetimų demonų skelbėjas“. Mat jis skelbė Jėzų ir prisikėlimą.
ACT.17.19	Jie paėmė, nusivedė jį į Areopagą ir tarė jam: „Ar galėtume sužinoti, kokį naują mokslą tu skelbi?
ACT.17.20	Nes tu kalbi mūsų ausims negirdėtus dalykus. Taigi norėtume sužinoti, kas tai būtų“.
ACT.17.21	Mat visi atėniečiai ir ten gyvenantys ateiviai leisdavo laiką ne kaip kitaip, o tik pasakodami arba klausydami ką nors nauja.
ACT.17.22	Tada Paulius, atsistojęs Areopago viduryje, prabilo: „Atėnų vyrai, matau, kad jūs visais atžvilgiais labai religingi.
ACT.17.23	Vaikščiodamas ir apžiūrinėdamas jūsų šventenybes, radau aukurą su užrašu: ‘Nežinomam dievui’. Taigi Tą, kurį nepažindami garbinate, aš jums ir skelbiu.
ACT.17.24	Dievas, pasaulio ir visko, kas jame yra, Kūrėjas, būdamas dangaus ir žemės Viešpats, negyvena žmonių rankomis statytose šventyklose
ACT.17.25	ir nėra žmonių rankomis aptarnaujamas, tarsi Jam ko nors trūktų. Jis gi pats visiems duoda gyvybę, alsavimą ir visa kita.
ACT.17.26	Iš vieno kraujo Jis išvedė visas žmonių tautas, kad šios gyventų visoje žemėje. Jis nustatė iš anksto paskirtus laikus ir apsigyvenimo ribas,
ACT.17.27	kad žmonės ieškotų Viešpaties ir tartum apgraibomis Jį atrastų, nors Jis netoli nuo kiekvieno iš mūsų.
ACT.17.28	Juk mes Jame gyvename, judame ir esame, kaip yra pasakę ir kai kurie jūsų poetai: ‘Mes irgi esame kilę iš Jo’.
ACT.17.29	Todėl, būdami dieviškos kilmės, neturime manyti, jog Dievybė yra panaši į auksą, sidabrą ar akmenį, įgavusį pavidalą žmogaus sumanymų ir sugebėjimų dėka.
ACT.17.30	Ir štai Dievas nebežiūri anų neišmanymo laikų ir dabar įsako visur visiems žmonėms atgailauti,
ACT.17.31	nes Jis nustatė dieną, kada teisingai teis visą pasaulį per žmogų, kurį paskyrė ir visiems už Jį laidavo, prikeldamas Jį iš numirusių“.
ACT.17.32	Išgirdę apie prisikėlimą iš numirusių, vieni ėmė šaipytis, o kiti sakė: „Apie tai tavęs paklausysime kitą kartą“.
ACT.17.33	Šitaip Paulius paliko jų būrį.
ACT.17.34	Vis dėlto kai kurie vyrai prisidėjo prie jo ir įtikėjo. Iš jų Dionizas, Areopago narys, viena moteris, vardu Damaridė, ir jų draugai.
ACT.18.1	Po viso šito Paulius iškeliavo iš Atėnų ir nuvyko į Korintą.
ACT.18.2	Čia jis sutiko vieną iš Ponto kilusį žydą, vardu Akvilą, su žmona Priscile, neseniai atsikėlusius iš Italijos. Mat Klaudijus buvo išleidęs įsakymą visiems žydams išsikraustyti iš Romos. Jis nuėjo pas juos
ACT.18.3	ir, kadangi mokėjo bendrą amatą, pasiliko ten ir dirbo. Jie vertėsi palapinių audimu.
ACT.18.4	Kiekvieną sabatą Paulius kalbėdavo sinagogoje, įtikinėdamas žydus ir graikus.
ACT.18.5	Atvykus iš Makedonijos Silui ir Timotiejui, Paulius atsidėjo vien Žodžio tarnystei ir liudijo žydams, kad Jėzus yra Kristus.
ACT.18.6	Bet jiems prieštaraujant ir piktžodžiaujant, jis nusipurtė drabužius ir tarė: „Jūsų kraujas tekrinta ant jūsų pačių galvų! Aš nekaltas ir nuo šiol eisiu pas pagonis“.
ACT.18.7	Ir, pasitraukęs iš ten, persikėlė į vieno dievobaimingo vyro, vardu Ticijaus Justo, namus, buvusius šalia sinagogos.
ACT.18.8	Sinagogos vyresnysis Krispas su visais savo namiškiais įtikėjo Viešpatį. Ir daugelis korintiečių klausydamiesi įtikėjo ir buvo pakrikštyti.
ACT.18.9	Naktį Viešpats regėjime prabilo Pauliui: „Nebijok! Kalbėk ir netylėk!
ACT.18.10	Aš esu su tavimi ir niekas nesikėsins tau kenkti, nes šiame mieste daugel žmonių – manieji“.
ACT.18.11	Ir jis ten pasiliko metus ir šešis mėnesius, mokydamas juos Dievo žodžio.
ACT.18.12	Galionui būnant Achajos prokonsulu, žydai visi kaip vienas sukilo prieš Paulių, nusitempė jį į teismo vietą
ACT.18.13	ir pareiškė: „Šitas įtikinėja žmones garbinti Dievą Įstatymui priešingu būdu“.
ACT.18.14	Pauliui rengiantis prabilti, Galionas tarė žydams: „Jei tai būtų koks nusikaltimas ar piktas darbas, tuomet, žydų vyrai, būtų dėl ko jus išklausyti.
ACT.18.15	Bet kai kyla ginčas apie mokymą, vardus bei jūsų Įstatymą, spręskite patys; tokių dalykų teisėjas būti nenoriu“.
ACT.18.16	Ir pavarė juos nuo teismo krasės.
ACT.18.17	Tada visi graikai užpuolė sinagogos vyresnįjį Sosteną ir sumušė jį prie teismo krasės. Galionas į tai nekreipė dėmesio.
ACT.18.18	Paulius, išbuvęs Korinte dar netrumpą laiką, atsisveikino su broliais ir kartu su Priscile bei Akvilu išplaukė į Siriją. Kenchrėjoje jis nusiskuto galvą, nes padarė įžadą.
ACT.18.19	Atvykęs į Efezą, jis paliko juos, o pats nuėjęs į sinagogą, ėmė kalbėtis su žydais.
ACT.18.20	Jie prašė jį pasilikti ilgesnį laiką, bet jis nesutiko
ACT.18.21	ir atsisveikindamas tarė: „Aš būtinai turiu praleisti ateinančią šventę Jeruzalėje. Jei Dievas panorės, vėl atvyksiu pas jus“. Ir iškeliavo iš Efezo.
ACT.18.22	Atplaukęs į Cezarėją, jis patraukė aukštyn, pasveikino bažnyčią ir išvyko į Antiochiją.
ACT.18.23	Pabuvęs ten kiek laiko, vėl leidosi į kelionę ir ėjo per Galatijos kraštą bei Frygiją, stiprindamas visus mokinius.
ACT.18.24	Vienas žydas, vardu Apolas, kilęs iš Aleksandrijos, iškalbingas ir puikiai išmanantis Raštus vyras, atvyko į Efezą.
ACT.18.25	Jis buvo pamokytas Viešpaties kelio ir, degdamas dvasia, kalbėjo ir uoliai mokė apie Viešpatį, nors tepažinojo Jono krikštą.
ACT.18.26	Jis ėmė drąsiai skelbti sinagogoje. Išgirdę jį, Priscilė ir Akvilas pasikvietė pas save ir nuodugniau išaiškino jam Dievo kelią.
ACT.18.27	Kai jis panoro vykti į Achają, broliai parašė mokiniams, ragindami jį priimti. Nuvykęs tenai, jis buvo labai naudingas per malonę įtikėjusiesiems.
ACT.18.28	Mat jis viešumoje smarkiai sukirsdavo žydus, iš Raštų įrodydamas Jėzų esant Kristų.
ACT.19.1	Apolui būnant Korinte, Paulius, perėjęs aukštutines sritis, atvyko į Efezą. Užtikęs ten kelis mokinius,
ACT.19.2	paklausė: „Ar įtikėję gavote Šventąją Dvasią?“ Jie atsakė: „Mes nė girdėti negirdėjome, kad yra Šventoji Dvasia“.
ACT.19.3	Jis klausė toliau: „Kokiu tad krikštu jūs buvote pakrikštyti?“ Jie atsakė: „Jono krikštu“.
ACT.19.4	Tada Paulius tarė: „Jonas krikštijo atgailos krikštu, ragindamas žmones tikėti Tą, kuris ateis po jo, būtent Kristų Jėzų“.
ACT.19.5	Tai išgirdę, jie buvo pakrikštyti Viešpaties Jėzaus vardu.
ACT.19.6	Kai Paulius jiems uždėjo rankas, ant jų nužengė Šventoji Dvasia ir jie ėmė kalbėti kalbomis ir pranašauti.
ACT.19.7	Iš viso jų buvo apie dvylika vyrų.
ACT.19.8	Paulius nuėjo į sinagogą ir ten per tris mėnesius drąsiai kalbėjo, įtikinėdamas ir aiškindamas apie Dievo karalystę.
ACT.19.9	Kai kurie užkietėjo ir netikėjo, piktžodžiaudami tam Keliui daugumos akyse, tad Paulius pasitraukė nuo jų, atskyrė mokinius ir kasdien juos mokė Tirano mokykloje.
ACT.19.10	Tai truko dvejus metus, ir visi Azijos gyventojai, tiek žydai, tiek graikai, išgirdo Viešpaties Jėzaus žodį.
ACT.19.11	Pauliaus rankomis Dievas darė ypatingų stebuklų.
ACT.19.12	Žmonės net dėdavo ligoniams jo kūną lietusias skepetėles bei prijuostes, ir nuo jų pasitraukdavo ligos, išeidavo piktosios dvasios.
ACT.19.13	Panašiai ir kai kurie keliaujantys žydų egzorcistai mėgino turėjusiems piktųjų dvasių prišaukti Viešpaties Jėzaus vardą, sakydami: „Mes jus saikdiname Jėzaus vardu, kurį skelbia Paulius“.
ACT.19.14	Taip darė vieno žydų vyresniojo kunigo Skėvo septyni sūnūs.
ACT.19.15	Bet piktoji dvasia jiems atsakė: „Pažįstu Jėzų ir žinau Paulių. O kas jūs esate?“
ACT.19.16	Ir žmogus, turįs piktąją dvasią, užpuolė juos ir nugalėjo su tokia jėga, kad jie nuogi ir sužaloti išbėgo iš anų namų.
