GEN.1.1	Pradžioje Dievas sukūrė dangų ir žemę. 
EZK.44.18	Ant galvos jie dėvės lininius turbanus, ant strėnų vilkės apatiniais iš lino ir nesijuos diržu, kad neprakaituotų. 
EZK.44.19	Išeidami į vidinį kiemą pas žmones vidiniame kieme jie 
EZK.44.20	Galvos jie nesiskus, bet ilgų plaukų neaugins, tik apkarpys savo galvos plaukus. 
EZK.44.21	Kunigas, kai turės eiti į vidaus kiemą, negers vyno. 
EZK.44.22	Našlės ar atleistos moters jie sau žmona neims ir ims tik mergelę iš Izraelio namų palikuonių arba našlę, kuri yra kunigo našlė. 
EZK.44.23	Jie mokys mano tautą, kaip skirti šventa ir nešventa, rodys jiems, kaip atskirti tai, kas švaru, ir tai, kas nešvaru. 
EZK.44.24	Kilus ginčui, vien jie bus teisėjai ir spręs jį pagal mano nuostatus. Jie saugos mano įstatymus bei įstatus visose mano šventėse ir švęs mano šabus.
EZK.44.26	Atskaičiavęs septynias dienas po apsivalymo, jis bus švarus. 
EZK.44.27	Tą dieną, kai eis į šventyklą, į vidinį kiemą tarnauti šventykloje, jis turės paaukoti atnašą už nuodėmę, – tai Viešpaties 
EZK.44.29	Jie valgys javų atnašas, atnašas už nuodėmę, atnašas už kaltę; visa, kas Izraelyje paaukota, priklausys jiems. 
EZK.44.30	Visų pirmagimių ir visų jūsų dovanų, visų jūsų atnašų pirmienos priklausys kunigams. Ir pirmienas savo tešlos jūs duosite kunigams, idant palaima nužengtų ant jūsų namų. 
EZK.44.31	Kunigai nevalgys nudvėsusio ar žvėrių sudraskyto paukščio ar galvijo mėsos.
EZK.45.1	Dalydami burtų keliu kraštą kaip paveldą, atskirkite iš krašto kaip dovaną 
EZK.45.2	Iš jos keturkampis penkių šimtų uolekčių iš penkių šimtų uolekčių plotas bus skirtas šventyklai su penkiasdešimt uolekčių laisvo ploto aplink jį. 
EZK.45.3	Šventojoje srityje atmatuokite dvidešimt penkių tūkstančių uolekčių ilgio ir dešimt tūkstančių uolekčių pločio dalį, kurioje bus šventykla – šventų šventoji. 
EZK.45.4	Tai bus šventoji krašto dalis; ji priklausys kunigams, kurie tarnauja šventykloje ir artinasi prie 
EZK.45.5	Kita dalis – dvidešimt penkių tūkstančių uolekčių ilgio ir dešimt tūkstančių uolekčių pločio – priklausys levitams, tarnaujantiems šventykloje, kaip jų nuosavybė; joje bus miestai jiems gyventi.
EZK.45.6	Palei atskirtą šventąją sritį paskirkite penkių tūkstančių uolekčių pločio ir dvidešimt penkių tūkstančių uolekčių ilgio plotą kaip nuosavybę miestui; tai priklausys visiems Izraelio namams.
EZK.45.7	O vadui priklausys nuosavybė greta abiejų šventosios srities ir miesto nuosavybės pakraščių, palei šventąją sritį ir miesto nuosavybę, vakarų ir rytų pusėje, tokio pat ilgio kaip viena iš giminių dalių, besidriekianti nuo vakarinės ligi rytinės 
EZK.45.8	krašto sienos. Tai bus jo nuosavybė Izraelyje. Mano vadai daugiau nebeengs mano tautos, bet paliks likusį kraštą Izraelio namams pagal jų gimines“.
EZK.45.9	Taip kalba Viešpats 
EZK.45.11	Efa ir batas turi būti vienodos talpos – bate telpa dešimtadalis homero ir efoje dešimtadalis homero, ir jų talpa bus matuojama homeru. 
EZK.45.12	Šekelis turės dvidešimt gerų. Dvidešimt šekelių, dvidešimt penki šekeliai ir penkiolika šekelių sudarys vieną miną.
EZK.45.13	Štai aukos, kurias atnašausite: nuo kiekvieno homero kviečių – šeštadalį efos, nuo kiekvieno homero miežių – šeštadalį efos. 
EZK.45.14	Aliejui, kuris matuojamas batu, nustatomas toks saikas: nuo kiekvieno koro – dešimtadalis bato, nes koras kaip ir homeras turi dešimt batų. 
EZK.45.15	Viena avis – nuo kiekvienos dviejų šimtų kaimenės iš Izraelio ganyklų. Tokios yra permaldavimo javų atnašos, deginamosios atnašos ir bendravimo aukos, – tai Viešpaties 
EZK.45.16	Visi krašto gyventojai turės duoti šias aukas vadui Izraelyje. 
EZK.45.17	Vado pareiga bus rūpintis deginamosiomis atnašomis, javų atnašomis ir liejamosiomis atnašomis per šventes, jaunaties dienas ir šabus, per visas Izraelio namų iškilmes. Jis pasirūpins atnašomis už nuodėmę, javų atnašomis, deginamosiomis atnašomis ir bendravimo aukomis permaldavimui už Izraelio namus“.
EZK.45.18	Taip kalba Viešpats 
EZK.45.19	Kunigas paims kraujo iš aukos už nuodėmę ir juo pašlakstys šventyklos durų staktas, keturis aukuro briaunos kampus ir vidinio kiemo vartų staktas. 
EZK.45.20	Tą pat pakartosi mėnesio septintą dieną už kiekvieną, kuris nusidėjo per klaidą ar nežinojimą. Taip atliksite permaldavimą už šventyklą.
EZK.45.22	Tą dieną vadas parūpins sau ir visiems krašto žmonėms jautį aukai už nuodėmę. 
EZK.45.23	Per septynias šventės dienas jis kasdien parūpins neturinčius jokio trūkumo septynis jaučius ir septynis avinus kaip deginamąją auką 
EZK.45.24	Jis parūpins javų aukai: kiekvienam jaučiui – vieną efą ir kiekvienam avinui – vieną efą su hinu aliejaus prie kiekvienos efos. 
EZK.45.25	Iškilmėje, kuri švenčiama 
EZK.46.1	Taip kalba Viešpats 
EZK.46.2	Vadas įeis iš lauko pro vartų prieangį ir stovės prie vartų stulpų. Kunigai paaukos jo deginamąją atnašą ir jo bendravimo aukas, o jis pagarbins ant vartų slenksčio. Tuomet jis išeis, bet vartai liks atidaryti iki vakaro. 
EZK.46.3	Ir paprasti žmonės prie tų pačių vartų garbins 
EZK.46.4	Deginamoji auka, kurią vadas paaukos 
EZK.46.5	su vienos efos javų atnaša prie avino, o javų atnaša prie avinėlių priklausys nuo jo rankos dosnumo drauge su vienu hinu aliejaus prie kiekvienos efos. 
EZK.46.6	Mėnulio jaunaties dieną iš kaimenės jis paaukos jokio trūkumo neturintį jautį, šešis avinėlius ir vieną aviną; šie irgi turi būti be jokio trūkumo. 
EZK.46.7	Kaip javų atnašą jis parūpins vieną efą prie jaučio ir vieną efą prie avino, o prie avinėlių – pagal savo rankos dosnumą drauge su vienu hinu aliejaus prie kiekvienos efos.
EZK.46.8	Vadas visuomet įeis ir išeis pro vartų prieangį. 
EZK.46.9	Paprasti žmonės, eidami 
EZK.46.10	Kai jie įeina, drauge su jais įeis ir vadas; kai jie išeina, išeis ir jis.
EZK.46.11	Per iškilmes ir šventes javų atnaša prie jaučio bus viena efa, prie avino – irgi viena efa, o prie avinėlių priklausys nuo jo rankos dosnumo drauge su hinu aliejaus prie kiekvienos efos. 
EZK.46.12	Rytiniai vartai bus atidaryti vadui, kai tik jis savo noru parūpins atnašas, savo noru paaukotas 
EZK.46.13	Kasdien parūpinsi vienerių metų avinėlį, neturintį jokio trūkumo, kaip deginamąją auką 
EZK.46.14	Kas rytą parūpinsi prie jo ir javų atnašų – šeštadalį efos ir trečdalį hino aliejaus, kuris turi būti sumaišytas su geriausiais miltais kaip javų auka 
EZK.46.15	Taip bus parūpinti avinėlis, javų atnašos ir aliejus kas rytą kaip nuolatinė deginamoji auka“.
EZK.46.16	Taip kalba Viešpats 
EZK.46.17	Bet jei jis duoda dovaną iš savo paveldo kuriam nors iš savo tarnų, ji bus jo iki 
EZK.46.18	Vadas negalės atimti iš žmonių jokio paveldo, išvarydamas juos iš jų nuosavybės. Tik iš savo paties nuosavybės jis galės duoti savo sūnums paveldą, idant nė vienas iš mano tautos nebūtų išblokštas iš savo nuosavybės“.
EZK.46.19	Tuomet pro įėjimą, esantį šalia vartų, jis nuvedė mane prie kunigams skirtų šventųjų kambarių, atgręžtų į šiaurę. Ten vakarų pusėje buvo vieta. 
EZK.46.20	Jis man paaiškino: „Tai vieta, kur kunigai virs atnašas už kaltę bei atnašas už nuodėmę ir keps javų atnašas, idant nereikėtų išnešti jų iš vidinio kiemo ir nebūtų pašventinti žmonės
EZK.46.21	Tuomet jis išvedė mane į išorinį kiemą ir vedė palei keturis kiemo kampus. Žiūriu, kiekviename kiemo kampe – dar vienas kiemas; 
EZK.46.22	keturiuose kiemo kampuose buvo kiemeliai keturiasdešimties uolekčių ilgio ir trisdešimties uolekčių pločio, visi keturi tokio pat dydžio. 
EZK.46.23	Aplink visus keturis ėjo mūrinys, o po mūriniu visur aplink – židiniai. 
EZK.46.24	Tuomet jis man paaiškino: „Tai virtuvės, kur šventyklos tarnai virs tautos atnašas“.
EZK.47.1	Tuomet jis vėl nuvedė mane prie įėjimo į šventyklą. Žiūriu, 
EZK.47.2	Jis išvedė mane pro šiaurinius vartus ir vedė aplink lauko puse prie išorinių vartų, pro kuriuos einama į rytus. Žiūriu, vanduo liejasi pietiniame pakraštyje.
EZK.47.3	Eidamas rytų kryptimi su virve rankoje, vyras atmatavo tūkstantį uolekčių ir pervedė mane per vandenį; vandens buvo ligi kulkšnių. 
EZK.47.4	Jis vėl atmatavo tūkstantį uolekčių ir pervedė mane per vandenį; vandens buvo ligi kelių. Jis vėl atmatavo tūkstantį uolekčių ir pervedė mane per vandenį; vandens buvo ligi juosmens. 
EZK.47.5	Jis vėl atmatavo tūkstantį uolekčių, ir jau buvo upė, kurios nebegalėjau pereiti, nes vanduo buvo taip patvinęs, jog reikėjo plaukti; upė buvo nepereinama. 
EZK.47.6	Jis paklausė mane: „Žmogau, ar matei?“
EZK.47.6	Tuomet jis parvedė mane atgal prie upės kranto. 
EZK.47.7	Eidamas atgal mačiau ant upės kranto daugybę medžių vienoje ir kitoje pusėje. 
EZK.47.8	Jis man paaiškino: „Šis vanduo teka į rytų pusę ir nutekės į Arabą, o kai įtekės į jūrą, dvokiančio vandens jūrą, jos vanduo pasidarys sveikas. 
EZK.47.9	Kur tik ta upė nutekės, visa, kas gyva ir kruta, gaus iš jos gyvybę. Vandeniui ten nutekėjus, joje bus daugybė žuvų, nes jis taps sveikas, ir visa gyvuos, kur tik tekės upė. 
EZK.47.10	Palei ją stovės žvejai nuo En Gedžio iki pat En Eglaimų, ir bus vietos tinklams džiovinti. Bus gausu visokiausių žuvų, panašiai kaip Didžiojoje jūroje. 
EZK.47.11	Bet jos pelkės ir balos nepraras sūrumo, nes turi būti paliktos druskai. 
EZK.47.12	Ant krantų abipus upės augs visokiausi vaismedžiai. Jų lapai nenubyrės, ir jiems vaisių nepristigs; kas mėnesį jie neš naujus vaisius, nes vanduo jiems atitekės iš šventyklos. Jų vaisiai bus maistas, o lapai – vaistas“.
EZK.47.13	Taip kalba Viešpats 
EZK.47.14	o likusį kraštą dalysitės po lygiai. Kadangi prisiekiau duoti jį jūsų protėviams, šis kraštas bus jūsų paveldas.
EZK.47.15	Krašto riba bus tokia. Šiaurės pusėje – nuo Didžiosios jūros pro Hetloną ligi Lebo Hamato, Cedado, 
EZK.47.16	Berotajo bei Sibraimų, kurie yra tarp Damasko bei Hamato ribos, ir iki pat Hacer Tikono, kuris yra ant Haurano ribos. 
EZK.47.17	Taigi riba eis nuo Jūros ligi Hacar Enono, kuris yra į šiaurę nuo Damasko krašto, su Hamato kraštu šiaurės pusėje.
EZK.47.18	Rytų pusėje – tarp Haurano ir Damasko palei Jordaną, tarp Gileado ir Izraelio krašto iki Rytų jūros ir ligi pat Tamaros. Tai rytinė riba.
EZK.47.19	Pietų pusėje riba eis nuo Tamaros ligi pat Meribos, o iš ten palei Egipto upės vagą iki Didžiosios jūros. Tai pietinė riba.
EZK.47.20	Vakarų pusėje riba bus Didžioji jūra iki pat vietos priešais Lebo Hamatą. Tai vakarinė riba.
EZK.47.21	Taip padalysite šį kraštą tarp Izraelio giminių. 
EZK.47.22	Kaip paveldą paskirstysite jį burtu sau patiems ir ateiviams, gyvenantiems tarp jūsų, kurie pagimdė pas jus vaikų. Su jais elgsitės kaip su gimusiais Izraelyje, su jumis bus jiems burtu paskirtas paveldas tarp Izraelio giminių. 
EZK.47.23	Kad ir kokioje giminėje gyventų ateiviai, toje giminėje duosite jiems paveldą“, – tai 
EZK.48.1	Štai giminių vardai. Pradedant šiaurine riba ant Hetlono kelio, nuo Lebo Hamato ligi pat Hacar Enono, kuris yra ant Damasko ribos su Hamatu šiaurėje, ir nuo rytinio pakraščio iki Jūros bus Danas – viena dalis. 
EZK.48.2	Prie Dano žemės, nuo rytinės ribos iki vakarinės ribos, bus Ašeras – viena dalis. 
EZK.48.3	Prie Ašero žemės, nuo rytinės ribos ligi vakarinės ribos, bus Naftalis – viena dalis. 
EZK.48.4	Prie Naftalio žemės, nuo rytinės ribos ligi vakarinės ribos, bus Manasas – viena dalis. 
EZK.48.5	Prie Manaso žemės, nuo rytinės ribos ligi vakarinės ribos, bus Efraimas – viena dalis. 
EZK.48.6	Prie Efraimo žemės, nuo rytinės ribos ligi vakarinės ribos, bus Rubenas – viena dalis. 
EZK.48.7	Prie Rubeno žemės, nuo rytinės ribos ligi vakarinės ribos, bus Judas – viena dalis.
EZK.48.8	Prie Judo žemės, nuo rytinės ribos ligi vakarinės ribos, bus šventoji dalis, kurią atskirsite dvidešimt penkių tūkstančių uolekčių pločio, o ilgiu lygią vienai iš giminių dalių, nuo rytinės ribos ligi vakarinės ribos su šventykla jos viduryje. 
EZK.48.9	Šventoji dalis, kurią atskirsite, bus dvidešimt penkių tūkstančių uolekčių ilgio ir dvidešimt tūkstančių uolekčių pločio.
EZK.48.10	Iš šventosios dalies kunigams priklausys dvidešimt penki tūkstančiai uolekčių šiauriniame pakraštyje, dešimt tūkstančių uolekčių pločio vakariniame pakraštyje ir dešimt tūkstančių uolekčių rytiniame pakraštyje su 
EZK.48.11	Ši šventoji vieta bus kunigams iš Cadoko palikuonių, kurie man tarnavo ir nenuklydo su paklydusiais Izraelio žmonėmis, kaip padarė levitai. 
EZK.48.12	Ji bus jiems ypatinga dalis iš šventosios krašto dalies, švenčiausia vieta šalia levitų žemės. 
EZK.48.13	Greta kunigų žemės levitai turės dalį dvidešimt penkių tūkstančių uolekčių ilgio ir dešimt tūkstančių uolekčių pločio. Visas ilgis bus dvidešimt penkių tūkstančių uolekčių, o plotis – dešimt tūkstančių uolekčių. 
EZK.48.14	Jokia šios žemės dalis negali būti nei parduota, nei išmainyta, nei perduota, nes tai rinktinė krašto dalis, šventa 
EZK.48.15	Likęs plotas – penkių tūkstančių uolekčių pločio ir dvidešimt penkių tūkstančių ilgio – bus skirtas kasdieniams miesto reikalams, jo trobesiams ir ganykloms. Miestas bus jo viduryje. 
EZK.48.16	Štai jo matmenys: šiauriniame pakraštyje – keturi tūkstančiai penki šimtai uolekčių, pietiniame pakraštyje – penki tūkstančiai, rytiniame pakraštyje – keturi tūkstančiai penki šimtai ir vakariniame pakraštyje – keturi tūkstančiai penki šimtai. 
EZK.48.17	Miestas turės ganyklų: šiaurėje – du šimtus penkiasdešimt uolekčių, pietuose – du šimtus penkiasdešimt, rytuose – du šimtus penkiasdešimt, vakaruose – du šimtus penkiasdešimt. 
EZK.48.18	Likusio dešimt tūkstančių uolekčių į rytus ir dešimt tūkstančių uolekčių į vakarus ploto derlius bus skirtas mieste dirbančių maistui. 
EZK.48.19	Mieste darbuosis darbininkai iš visų Izraelio giminių. 
EZK.48.20	Visa atskirta dalis bus dvidešimt penkių tūkstančių uolekčių iš dvidešimt penkių tūkstančių uolekčių ketvirtainis, apimantis šventąją dalį drauge su miesto nuosavybe.
EZK.48.21	O kas atlieka abipus šventosios dalies ir miesto nuosavybės, priklausys vadui. Nuo šventosios dalies dvidešimt penki tūkstančiai uolekčių ligi rytinės krašto ribos ir į vakarus dvidešimt penki tūkstančiai uolekčių ligi vakarinės krašto ribos, šalia giminių dalių, priklausys vadui. Šventoji dalis bus su Namų šventykla viduryje, 
EZK.48.22	o levitų ir miesto nuosavybė – viduryje žemės, kuri priklauso vadui. Vado žemė bus tarp Judo ribos ir Benjamino ribos.
EZK.48.23	Likutis priklausys kitoms giminėms. Nuo rytinės ribos ligi vakarinės bus Benjaminas – viena dalis. 
EZK.48.24	Prie Benjamino žemės, nuo rytinės ribos ligi vakarinės ribos, bus Simeonas – viena dalis. 
EZK.48.25	Prie Simeono žemės, nuo rytinės ribos ligi vakarinės ribos, bus Isacharas – viena dalis. 
EZK.48.26	Prie Isacharo žemės, nuo rytinės ribos ligi vakarinės ribos, bus Zabulonas – viena dalis. 
EZK.48.27	Prie Zabulono žemės, nuo rytinės ribos ligi vakarinės ribos, bus Gadas – viena dalis. 
EZK.48.28	O prie Gado žemės pietų pakraštyje riba eis nuo Tamaros iki Meribat Kadešo vandenų ir nuo ten palei Egipto upės vagą ligi Didžiosios jūros. 
EZK.48.29	Toks yra kraštas, kurį padalysite burtu tarp Izraelio giminių, ir tokios jų dalys, – tai Viešpaties 
EZK.48.31	bus treji vartai: vieneri Rubeno vartai, vieneri Judo vartai ir vieneri Levio vartai. Miesto vartai bus vadinami Izraelio giminių vardais. 
EZK.48.32	Rytiniame pakraštyje, kuris bus keturių tūkstančių penkių šimtų uolekčių ilgio, bus treji vartai: vieneri Juozapo vartai, vieneri Benjamino vartai ir vieneri Dano vartai. 
EZK.48.33	Pietiniame pakraštyje, kuris bus keturių tūkstančių penkių šimtų uolekčių ilgio, bus treji vartai: vieneri Simeono vartai, vieneri Isacharo vartai ir vieneri Zabulono vartai. 
EZK.48.34	Vakariniame pakraštyje, kuris bus keturių tūkstančių penkių šimtų uolekčių ilgio, bus treji vartai: vieneri Gado vartai, vieneri Ašero vartai ir vieneri Naftalio vartai. 
EZK.48.35	Aplink miestą bus aštuoniolika tūkstančių uolekčių. O miesto vardas nuo tos dienos bus: „Ten yra 
DAN.1.2	Judo karalių Jehojakimą drauge su dalimi indų iš Dievo Namų Viešpats atidavė jam į rankas, o tas išgabeno juos į Šinaro šalį ir padėjo indus į savo dievų iždą.
DAN.1.3	Tuomet karalius įsakė savo rūmų vyriausiajam pareigūnui Ašpenazui atvesti jam keletą izraelitų iš karališkos šeimos ir diduomenės 
DAN.1.4	– sveikų vaikinų gražios išvaizdos, sumanių visose išminties šakose, apdovanotų pažinimu bei supratimu ir tinkamų tarnauti karaliaus rūmuose, kad jie būtų mokomi chaldėjų raštų ir kalbos. 
DAN.1.5	Karalius skyrė jiems kasdien maisto iš karališkų valgių bei vyno, kurį pats gėrė. Jie turėjo būti auklėjami trejus metus, o paskui tarnauti karaliaus dvare. 
DAN.1.6	Tarp jų buvo iš Judo giminės Danielius, Hananija, Mišaelis ir Azarija. 
DAN.1.7	Rūmų vyriausiasis pareigūnas praminė juos kitais vardais: Danielių – Beltšacaru, Hananiją – Šadrachu, Mišaelį – Mešachu ir Azariją – Abed Negu.
DAN.1.8	Bet Danielius apsisprendė nesiteršti karaliaus stalo valgiais ir vynu, todėl paprašė rūmų vyriausiąjį pareigūną leisti jam nesusiteršti. 
DAN.1.9	Dievas maloniai nuteikė rūmų vyriausiąjį pareigūną, ir jis Danielių atjautė. 
DAN.1.10	Bet rūmų vyriausiasis pareigūnas įspėjo Danielių: „Aš prisibijau savo viešpaties karaliaus! Jis nustatė, ką jūs turite valgyti ir gerti, o jei pastebėtų, kad prasčiau atrodote už kitus jūsų amžiaus vaikinus, man reikės savo galva atsakyti karaliui“. 
DAN.1.11	Danielius atsakė prižiūrėtojui, kurį rūmų vyriausiasis pareigūnas buvo paskyręs Danieliui, Hananijai, Mišaeliui ir Azarijai: 
