MAT.1.1	Raa inɗe maamiraaɓe Yeesu *Almasiifu, ɓii *Ibraahim ɓii *Dawda :
COL.2.16	Gam ma'ajum, to' on ngoor goɗɗo felda on ko nyaamoton e ko njaroton, koo gam on mbaɗaay juulɗe diina e juulɗe darorɗe lewru e *nyannde-fooftiinde. 
COL.2.17	Ku'uje ɗeen fuu ɗum nanndi ko warata ɗo'o yeeso tan, ammaa goonga ma'aje woni Almasiifu. 
COL.2.18	To' on ngoor sujjidanooɓe malaa'ika'en vi'ooɓe no leestinɓe ko'e mu''en njavoo on. Iri yimɓe ɓeen e mantoroo ko ngi'i nder koyɗi. E mehere ɓe ɓottini, gam nyumooji maɓɓe ɗum ɗi duuniyaaru. 
COL.2.19	Ɓe ceedii e Almasiifu laatiiɗo hoore ɓanndu muuɗum, waato *ikiliisiya. Kanko hokkata ɓanndu nduun fuu ko ndu woodi bukaata. Kanko waɗi jokkule e ɗaɗi ɓanndu nduun fuu e kawti, endu mawnira noon no Allah yiɗiri.
COL.2.20	On maaydii e Almasiifu, on mburtinaama lees laamu ginnaaji laamaniiɗi duuniyaaru. To noon, gam ɗume faa jo'oni mbaɗoton foofaango iri ngo yimɓe duuniyaaru ? Ko jeyi tokkoton mboɗaaji duuniyaaru biiɗi : 
COL.2.21	« Ta'a meem ɗu'um. » « Ta'a mettu ɗum ɗaa'e. » « Ta'a jogo ɗu'um » ? 
COL.2.22	Ku'uje ɗe mboɗaaji ɗiin mbolvata dow muuɗum fuu ɗe nyoley. Mboɗaaji ɗiin fuu ɗum nyumooji yimɓe e ekkitinol mu''en tan. 
COL.2.23	Goonga, mboɗaaji ɗiin e nanndi e ko woodi ma'ana, gam eɗi ekkitina yimɓe tokka diina e semmbee mu''en fuu, ɓe leestina ko'e maɓɓe, ɓe torra ɓalli maɓɓe. Ammaa mboɗaaji ɗiin fuu mballataa ɓe, ɓe njaaloo giɗaaɗi maɓɓe.
COL.3.1	On ummidinaama e *Almasiifu nder maayde. Gam ma'ajum ndesee ɓerɗe mooɗon dow ku'uje gonɗe dow, toon to Almasiifu jooɗii e junngo Allah nyaamo. 
COL.3.2	Kohoree hakkiilooji mooɗon dow ko woni toon dow, naa dow ku'uje duuniyaaru, 
COL.3.3	gam on maayii, yonkiiji mooɗon kesi e ɗoon cuuɗodii e Almasiifu to Allah. 
COL.3.4	Almasiifu woni yonki mooɗon. To o vanngii, onon boo on mbanngidey e ma'ako, on teddidinte e ma'ako.
COL.3.5	Gam ma'ajum kibinee suunooji duuniyaaru gonɗi nder mooɗon, waato njeenu e kuuɗe nefniiɗe e tokkugo giɗaaɗi ɓanndu e suunooji kalluɗi e yiɗgo ko jeyaa, gam yiɗgo ko jeyaa e sujjidango gumki no go'o. 
COL.3.6	Gam iri kuuɗe ɗeen njippinta huunƴere Allah dow saliiɓe ɗowtanaago mo. 
COL.3.7	Onon boo on kuwiino kuuɗe ɗeen ndeenno, nde poofeynooɗon nder ma'aje.
COL.3.8	Ammaa jo'oni, kibinee iri ɗe'e kuuɗe : huunƴere e nganyaandi e halleende e kuɗle. To' haalaaji kalluɗi mburto nder konnduɗe mooɗon. 
COL.3.9	To' on peɓpeɓtir, gam on ɓortake gikku mooɗon ngu ndeenno e kuuɗe muuɗum. 
COL.3.10	Jo'oni on ɓornake gikku kesu. Allah tagɗo gikku kesu nguun, woorataa hesɗitingo ngu, faa ngu nannda e ngu ma'ako, anndon mo booɗɗum. 
COL.3.11	To noon, peerootiral walaa hakkunde *Yahuuduujo e *mo laataaki Yahuuduujo, koo naadaaɗo e mo naadaaka, walaa koɗo, walaa laddeejo, walaa maccuɗo, walaa dimo. Gam Almasiifu woni koo ɗume, emo nder mooɗon on fuu.
COL.3.12	Nde laatii Allah suɓii on, laatinii on yimɓe muuɗum yiɗaaɓe, gam ma'ajum laatee ɓe yurmeende e yiɗde, leestinɓe ko'e mu''en, moƴƴuɓe, ɓe munyal. 
COL.3.13	Munymunytiree. To goɗɗo voofanii on, nja'afootiree. Nja'afootiree noon no Jawmiraawo ya'aforanii on. 
COL.3.14	Ko ɓuri ɗum fuu ngiɗngiɗtiree, gam yiɗde kam haɓɓindirta kawtal, ngal laatoo booɗngal. 
COL.3.15	Ngooree jam Almasiifu laamanoo ɓerɗe mooɗon, gam kanjum ɗuum Allah noddiri on, faa laatooɗon ɓanndu wo'oru. Ngettee Allah dum. 
COL.3.16	Ngooree haala Almasiifu jooɗoo nder ɓerɗe mooɗon. Ekkitindiree, ngaaytindiree e anndal e hakkiilo fuu. Maaltee Allah e ɓerɗe mooɗon fuu. Maaltiree mo e jabuura e gettooje e gimi ɗi o hokkata on. 
COL.3.17	Ko mbolvoton e ko mbaɗoton fuu, mbaɗee ɗum e innde Yeesu Jawmiraawo. Ngettiree Allah *Baabiraawo e innde ma'ako.
COL.3.18	Onon rewɓe, ɗowtanee worɓe mooɗon, noon no haani rewɓe goonɗinɓe Jawmiraawo mbaɗa. 
COL.3.19	Onon worɓe, ngiɗee rewɓe mooɗon. To' on ca'atan ɓe.
COL.3.20	Onon ɓiɓɓe, ɗowtanee danyooɓe mooɗon nder koo ɗume, gam kanjum velata Jawmiraawo. 
COL.3.21	Onon danyooɓe, to' on monnin ɓiɓɓe mooɗon, gam to' ɓe tampu e ti'inaare maɓɓe.
COL.3.22	Onon maccuɓe, ɗowtanee jawmiraaɓe mooɗon nder koo ɗume, wanaa yeeso gite maɓɓe tan, koo gam ɓe mana on. Ammaa ɗowtanee ɓe e ɓernde wo'ore e kulol Jawmiraawo. 
COL.3.23	Ko mbaɗoton fuu, mbaɗee ɗum e ɓernde wo'ore, kama huwanooɓe Jawmiraawo, wanaa yimɓe. 
COL.3.24	Anndee, Jawmiraawo no biyoto on, o hokkey on barkaaji ɗi o resani yimɓe ma'ako. Sabu jawmiraawo mo kuwanton oon ɗum Almasiifu. 
COL.3.25	Baɗɗo ko halli fuu no heɓey biya halleende muuɗum, sabu Allah ɓurdindirtaa yimɓe.
COL.4.1	Onon jawmiraaɓe, njogee maccuɓe mooɗon booɗɗum, kokkee ɓe ko haani ɓe keɓa, gam on anndi onon maa on ngoodi Jawmiraawo toon dow.
COL.4.2	Ti'inee e waɗgo do'aare, kohoree hakkiilo mooɗon dow do'aare ndeen, eɗon ngetta Allah. 
COL.4.3	Mbaɗanee min do'aare minon boo, gam faa Allah omtana min laawol wa'ajingo sirri muuɗum, waato habaru *Almasiifu. Sabu daliila *Habaru Belɗum ɗuum omndaami nder kaso. 
COL.4.4	Toranee yam Allah gam mi wa'ajina sirri ɗuum laaɓɗum, noon no haani mi waɗa.
COL.4.5	Kakkilanee gondal mooɗon e yimɓe ɓe ngoonɗinaay Yeesu. Naftoree wakkaci ɗum Allah hokki on. 
COL.4.6	Haala mooɗon laatoo mbelka e nafooha, faa pahamon no haani toontorooɗon koo moye ƴamɗo on.
COL.4.7	Tikikus no hokkey on habaru am fuu. O banndii en giɗaaɗo, kuudiɗɗaawo am koolaaɗo nder kuugal Jawmiraawo. 
COL.4.8	Kanjum waɗi liloymoomi to mooɗon, gam o hokka on habaru no min ngontiri, o waaltina ɓerɗe mooɗon. 
COL.4.9	O wardey e Onesimus banndii en giɗaaɗo, koolaaɗo, ɓii lesdi mooɗon. Ɓe kokkey on habaru koo ɗume ko waɗata ɗo'o.
COL.4.10	Aristarkus mo omndidaami nder kaso e Markus, banndu Barnabas, e kinna on. Mi aartii mi vi'ii on : njaɓɓooɗon Markus booɗɗum to o warii to mooɗon. 
COL.4.11	Yeesu bi'eteeɗo Justus, kanyum maa e hinna on. Kamɓe tan tato ngoni *Yahuudu'en huudooɓe e am dow habaru *laamu Allah. Ɓe mbaaltinii ɓernde am korey.
COL.4.12	Epafaras hinnii on, kanko maa o ɓii lesdi mooɗon, kuwanoowo Yeesu Almasiifu. Koo ndeye emo ti'inii toraago Allah semmbiɗina on, laatooɗon heeɓɓe, waɗooɓe ko Allah yiɗi naa e cekka. 
COL.4.13	Emi saaydanii mo o huwii korey gam mooɗon, onon e yimɓe ci'e Lawdikiya e Hirapolis. 
COL.4.14	Luka likitaajo meeɗen giɗaaɗo e Demas e kinna on.
COL.4.15	Kinnanee min banndiraaɓe wonɓe Lawdikiya e debbo bi'eteeɗo Nimfa e goonɗinɓe hawriteyɓe nder wuro ma'ako. 
COL.4.16	Ɓaawo on njanngii ngo'ol ɗereewol, sey lildon ngol goonɗinɓe wonɓe Lawdikiya, ɓe njannganee ngol. Onon maa njanngee ɗereewol ngol ɓe lildoyta on. 
COL.4.17	Mbi'ee Arkibus ti'inoo huwa kuugal ngal Jawmiraawo hokki ɗum.
COL.4.18	Miin Bulus vinndi nde'e hinnoore e junngo am. To' on njeggit nder kaso ngonmi. Allah barkiɗin on.
1TH.1.1	Miin Bulus e Siilas e Timote emin kinna *ikiliisiya gonka Tesaloonika, laatiika ka Allah *Baabiraawo meeɗen e Jawmiraawo meeɗen Yeesu *Almasiifu. Jam e barkaa Allah wonda e mooɗon.
1TH.1.2	Emin nyuma dow mooɗon nder do'aaje amin. Wakkaci fuu emin njetta Allah gam mooɗon. 
1TH.1.3	Emin kiimtoo on wakkaci fuu yeeso Allah *Baabiraawo meeɗen. Emin kiimtoo on gam kuuɗe ɗe kuuɗon sabu goonɗinki, e ti'inaare nde ti'iniiɗon nder yiɗde, e munyal gam tammunde mooɗon nder Yeesu *Almasiifu Jawmiraawo meeɗen. 
1TH.1.4	Banndiraaɓe amin ɓe Allah yiɗi, emin anndi Allah suɓii on, 
1TH.1.5	sabu *Habaru Belɗum ɗum min ngaddani on ɗuum laataaki bolle tan, ammaa ɗum wardii e baawɗe Allah e *Ruhu Ceniiɗo fuu. Kadimaa boo on tabbitinii habaru ɗuum ɗum goonga. Nde min ngondunoo e mooɗon, kuuɗe e gikku amin kollii daahir ɗum laataaki fewre.
1TH.1.6	On ngemminii min, on ngemminii Yeesu Jawmiraawo meeɗen boo. Nde njaɓɗon bolle Yeesu on torraama korey, ammaa e noon fuu torraa kaan senndaay on e velvelo ngo Ruhu Ceniiɗo hokki on. 
1TH.1.7	Gam ma'ajum on laatake misaalu to goonɗinɓe Yeesu nder lesɗe Makedooniya e Aakaya fuu. 
1TH.1.8	Gada to mooɗon haala Yeesu Jawmiraawo meeɗen sankiti, naa nder lesɗe Makedooniya e Aakaya tan, ammaa habaru goonɗinki mooɗon e Allah nanaama nder lesɗe fuu. Gam ma'ajum naa doole min ɓesda yeccaago ɓe ɗum. 
1TH.1.9	Gam kamɓe e ko'e maɓɓe ɓe ngeccake min no njaɓruɗon min nde min ngarnoo to mooɗon. Eɓe caaydoo no kibinirɗon *gumkiiji mooɗon ngaylitiiɗon laatiiɗon maccuɓe Allah goongaajo mo yonki. 
1TH.1.10	Eɗon ndeenti bittoyki *Ɓiyiiko ivoyeyɗo gada dow. Kanko woni Yeesu mo Allah fintini nder maayde laatini mo mo yonki, kisneyɗo en gada e huunƴere Allah wareynde.
1TH.2.1	Banndiraaɓe amin, onon e ko'e mooɗon eɗon anndi garki amin to mooɗon laataaki mehere. 
1TH.2.2	Eɗon anndi ila min ngaraay to mooɗon min torraama, min kuɗaama nder si'ire Filipi. Ammaa e noon fuu Allah meeɗen hokkii min ngorgu waddango on *Habaru Belɗum ivoyɗum to ma'ako. 
1TH.2.3	Gam wa'aji amin ivoyaay e boofi, koo e nyumooji kalluɗi. Min ndaarataa ƴoynugo on boo. 
1TH.2.4	Ammaa Allah godake min, goonɗinii min, tamndinii min Habaru muuɗum Belɗum, noon no min mbolvirta ɗum. Gam ma'ajum min ndaaraay velgo yimɓe. Allah godotooɗo ɓerɗe meeɗen tan min ndaarata velgo. 
1TH.2.5	Eɗon anndi min meeɗaay volvango on bolle belɗe tan. Min cuuɗaay koɗey nder ɓerɗe amin, Allah e saaydanii min ɗum.
1TH.2.6	Min ndaaraay teddungal gada to yimɓe, koo to mooɗon, koo to woɓɓe feere. 
1TH.2.7	Emin mbaawnoo hollugo on teddungal amin, gam min *lilaaɓe *Almasiifu, ammaa nde min ngondunoo e mooɗon, min ndeenii on noon no inna reenrata ɓinngel muuɗum. 
1TH.2.8	Emin ngiɗi on korey, faa ɗum velii min waddango on Habaru Allah Belɗum. Naa habaru tan, ammaa emin ngiɗnoo hokkugo on faa e yonkiiji amin, sabu on laatake yiɗaaɓe amin korey.
1TH.2.9	Banndiraaɓe, on njeggitaay nde min nga'ajotonoo on *Habaru Belɗum ivoyɗum to Allah, min kuwii korey, min tampii korey. Min kuwii jemma e nyalawma fuu gam min nyaamna ko'e amin, sabu to' min laatano on donngal. 
1TH.2.10	Onon on caaydu'en amin, Allah boo e saaydanii min, no min njooɗorii nder mooɗon e laaɓal, min kuwii ko foti, min ngalaa ko peldoton min. 
1TH.2.11	Eɗon anndi no min mbagginiri go'oto-go'oto mooɗon noon no baaba vagginirta ɓiyum. 
1TH.2.12	Min cemmbiɗinii on, min tiɗɗinii on, min torake on, mbaɗon jo'onde haandannde Allah nodduɗo on, gam natton nder laamu ma'ako, ngi'on teddungal ma'ako.
1TH.2.13	Kadimaa e woodi ko waɗi min e yettugo Allah wakkaci fuu, nde nanɗon bolle Allah e konnduɗe amin, on njaɓraay ɗe kama bolle ɓii-aadama, ammaa kama bolle Allah. Goonga, ɗum bolle Allah, eɗe kuwa nder ɓerɗe mooɗon onon goonɗinɓe. 
1TH.2.14	Banndiraaɓe, on laatake kama *ikiliisiyaaji gonɗi nder lesdi *Yahuudiya. Goonga, on munyanii torraaji iri ɗi maɓɓe, on njarii bone e juuɗe lenyol mooɗon, noon no kamɓe maa ɓe njardi bone e juuɗe Yahuudu'en. 
1TH.2.15	*Yahuudu'en ɓeen mbarnoo Yeesu Jawmiraawo e *annabo'en. Kadimaa ɓe torrii min. Eɓe kuwa ko velataa Allah, ɓe laatake wanywanyɓe yimɓe fuu. 
1TH.2.16	Eɓe ngiɗi haɗgo min wa'ajingo *leƴƴi ɗi laataaki Yahuudu'en, gam to' ɗi keɓ kisndam. Noon ɓe kebbinirta eterde hakkeeji maɓɓe wakkaci fuu. Ammaa jo'oni huunƴere Allah jippake dow maɓɓe.
1TH.2.17	Minon boo, banndiraaɓe amin, min ngeewnii on korey. Min ceedii e mooɗon wakkaci seɗɗa, ammaa ceedal ngaal naa ɗum ceedal ɓernde, ɗum ceedal ɓanndu tan. Emin kaaɓi yi'igo on korey. 
1TH.2.18	Gam ma'ajum min mbaɗii anniya yi'igo on. Gam miin Bulus, nde ɗuuɗɗum ndaarmi wargo to mooɗon, ammaa *Ceyɗaan haɗii yam. 
1TH.2.19	Ɗume woni daliila tammunde amin e velvelo amin ? Wanaa onon ngoni giifol laamu ngol min mantorto yeeso Yeesu Jawmiraawo meeɗen to o vittoyii naa ? 
1TH.2.20	Goonga, onon ngoni teddungal amin e velvelo amin !
1TH.3.1	Gam ma'ajum, nde min mbaawaay munygo, emin tammii ɗum ɓurii vooɗgo min njooɗoo nder si'ire Ateena minon tan. 
1TH.3.2	Min lilii Timote to mooɗon. O banndiraawo amin kuwanoowo Allah e kuudoowo e amin gam wa'ajingo Habaru *Almasiifu Belɗum. Min lilii mo to mooɗon gam o semmbiɗina on, o tiɗɗina on nder goonɗinki mooɗon. 
1TH.3.3	Gam to' koo go'oto mooɗon vittu ɓaawo nder goonɗinki muuɗum, sabu torraaji keɓeyɗi ɗum. Eɗon anndi kanjum woni geɗal meeɗen nder ko Allah yiɗi. 
1TH.3.4	Ila nde min ngondunoo e mooɗon, min ngeccake on en njarey torraa. Eɗon anndi boo noon ɗum laatii. 
1TH.3.5	Gam ma'ajum, nde mi waawaay ɓesdugo munygo, mi liloyii Timote gam mi nana to eɗon ndarii nder goonɗinki mooɗon. Mi hulii to' *Ceyɗaan jarrabo on, o meheriɗina kuugal ngal min kuwi.
1TH.3.6	Ammaa jo'oni Timote wartii to amin. O wartiranii min habaru belɗum dow goonɗinki mooɗon e yiɗde mooɗon. O vi'ii min, faa hannde eɗon nyuma dow amin nder yiɗde. Noon no min ngeewniri on, noon onon boo ngeewnirɗon min. 
1TH.3.7	Gam ma'ajum banndiraaɓe, koo to torraa e ɓillaare nanngii min, ɓerɗe amin cemmbiɗii, gam min nanii habaru goonɗinki mooɗon. 
1TH.3.8	Jo'oni yomkiiji amin mbittoyii, sabu noon no ndaroriiɗon nder Jawmiraawo. 
1TH.3.9	Iri ndeye yettoore min ngettata Allah, sabu belɗum ɗum min nani yeeso ma'ako gam daliila mooɗon ? 
1TH.3.10	Jemma e nyalawma fuu emin toroo mo korey o hokka min laawol yi'igo on gite e gite, gam min kebbita ko horii nder goonɗinki mooɗon. 
1TH.3.11	Allah *Baabiraawo meeɗen e Yeesu Jawmiraawo meeɗen kokku min laawol wargo to mooɗon. 
1TH.3.12	Jawmiraawo ɓesdana on yiɗyiɗtirgo, ɗuɗɗina yiɗde mooɗon to yimɓe fuu, nde laatoo noon no min ngiɗiri on. 
1TH.3.13	Allah semmbiɗina ɓerɗe mooɗon, gam laatooɗon seniiɓe, ɓe ngalaa feloore yeeso Allah Baabiraawo meeɗen, faa nyannde nde Jawmiraawo meeɗen Yeesu jippodoytoo e seniiɓe muuɗum.
1TH.4.1	Ɓaawo ma'ajum banndiraaɓe, min ekkitinii on no haani njooɗorooɗon jo'onde veleynde Allah, eɗon mbaɗa ɗum boo. Ammaa jo'oni, emin toroo on nder kawtal mooɗon e Yeesu Jawmiraawo, ti'inee yahago yeeso-yeeso. 
1TH.4.2	Eɗon anndi ekkitinooje ɗe min ekkitini on nder baawɗe Yeesu Jawmiraawo meeɗen. 
1TH.4.3	Ko Allah yiɗi woni laatooɗon seniiɓe, to' on mbaɗ njeenu. 
1TH.4.4	Sey koo moye nder mooɗon fuu ekkitoo no reenrata ɓanndu muuɗum nder senaare e teddungal. 
1TH.4.5	To' on tokku ko velata ɓalli mooɗon noon no heeferɓe ɓe anndaa Allah mbaɗata. 
1TH.4.6	Dow ma'ajum fuu, to' koo moye mooɗon selnu banndum, to' o ƴoynu banndiiko, gam Jawmiraawo no eltey baɗeyɗo iri ɗi'i hakkeeji kalluɗi fuu. Min mbi'ii on ɗum, ɗum fuu ilaa, min mbagginii on dow ma'ajum booɗɗum. 
1TH.4.7	Allah noddaay en gam laatooɗen nyidduɓe, ammaa gam laatooɗen seniiɓe. 
1TH.4.8	Gam ma'ajum caliiɗo ekkitinol amin naa neɗɗo o salii, ammaa Allah kokkuɗo on Ruhu muuɗum Ceniiɗo o salii.
1TH.4.9	Dow e yiɗde hakkunde banndiraaɓe boo, naa doole min mbinndana on ɗum, gam onon e ko'e mooɗon Allah ekkitinii on yiɗyiɗtirgo. 
1TH.4.10	Emin anndi no ngiɗruɗon banndiraaɓe mooɗon wonɓe nder lesdi Makedooniya fuu. Ammaa banndiraaɓe, emin toroo on, ɓesdon yiɗde mooɗon yeeso-yeeso. 
1TH.4.11	Ti'inee jooɗaago nder jam. Sey koo moye huwa kuugal e juuɗe muuɗum, heɓa ko marorto. Kanjum min ngeccii on ilaa. 
1TH.4.12	Ndeen kam jo'onde mooɗon no laatoto haandunde yeeso yimɓe ɓe ngoonɗinaay Allah. Onon boo, on teddantaa koo moye.
1TH.4.13	Banndiraaɓe, emin ngiɗi pahamon habaru maayɓe, gam to' ɓerɗe mooɗon mettu kama yimɓe ɓe ngalaa tammunde. 
1TH.4.14	Enen kam, en tabbitinii Yeesu maayii fintii. Gam ma'ajum en tabbitinii maayɓe goonɗinɓe no mbittidoyey e Yeesu. 
1TH.4.15	Ko min ngeccotoo on, ɗum bolle Jawmiraawo, enen horiiɓe woonɓe yonki nyannde nde Jawmiraawo vittoyta, en aartataa maaynooɓe sam. 
1TH.4.16	Gam to Jawmiraawo e hoore muuɗum e ɗoon jippoo gada dow, noddaango semmbiɗngo e voliinde mawɗo malaa'ika'en no nanetee, luwal Allah boo no fuufetee. Ndeen maayɓe goonɗinooɓe *Almasiifu no aartey fintugo. 
1TH.4.17	Ɓaawo ma'ajum, enen horiiɓe woonɓe yonki nyanndeere ndeen, en ƴeftete kawritoyen e maɓɓe nder duule, gam potten e Jawmiraawo toon dow, ngonden e ma'ako faa abadaa. 
1TH.4.18	Gam ma'ajum, sey koo moye mooɗon semmbiɗina ɓernde banndum e ɗe'e bolle.
1TH.5.1	Banndiraaɓe, wanaa doole min mbinndana on dow wakkaciiji e nyalɗe gareyɗe. 
1TH.5.2	Gam onon eɗon anndi booɗɗum nyannde nde Jawmiraawo warata, nde warey kama no gujjo wardata nder jemma. 
1TH.5.3	Wakkaci nde yimɓe mbi'ata : « Jam tan woodi, torraa fuu walaa. » E wakkaci ɗuum bone yooftoto dow maɓɓe, kama no ŋatawre
1TH.5.4	Ammaa onon banndiraaɓe on ngalaa nder niɓre hakko nyannde ndeen ruddoo on, kama no gujjo ruddorto. 
1TH.5.5	On fuu on ɓiɓɓe jayngol, on yimɓe nyalawma. Enen naa en ɓiɓɓe niɓre koo jemma. 
1TH.5.6	Gam ma'ajum to' en ɗaano noon no yimɓe horiiɓe ɗaanori. Pinemma, ndeenen ko'e meeɗen. 
1TH.5.7	Gam ɗaanotooɓe nder jemma ɗaanoto, yarooɓe boo nder jemma njarata. 
1TH.5.8	Ammaa enen en yimɓe nyalawma, sey ndeenen ko'e meeɗen. Ɓornooɗen goonɗinki e yiɗde Allah kama toggoore njamndi. Tammunde heɓgo kisndam boo laatanoo en huufneere njamndi. 
1TH.5.9	Allah suɓaay en gam huunƴana en, ammaa gam keɓen kisndam gada to Yeesu *Almasiifu Jawmiraawo meeɗen. 
1TH.5.10	O maayii gam meeɗen faa poofden e ma'ako, koo to en ngoodi yonki, koo to en maayɓe. 
1TH.5.11	Gam ma'ajum sey cemmbiɗindiron, mballindiron nder goonɗinki mooɗon, noon no mbaɗoton jo'oni.
1TH.5.12	Banndiraaɓe, emin toroo on, teddinee huwooɓe hakkunde mooɗon, laatiiɓe aardiiɓe on e vagginooɓe on nder laawol Jawmiraawo. 
1TH.5.13	Teddinee ɓe korey, ngiɗee ɓe gam kuuɗe maɓɓe. Njooɗee jam hakkunde mooɗon. 
1TH.5.14	Emin toroo on banndiraaɓe, mbagginee yamniiɓe, cemmbiɗinee hulooɓe, mballitee ɓe ngalaa semmbee, munyanee yimɓe fuu. 
1TH.5.15	Kakkilee, to' goɗɗo mooɗon wa'ato baɗanɗo ɗum layfi, ammaa wakkaci fuu ndaaree waɗgo kuuɗe booɗɗe hakkunde mooɗon, onon e yimɓe fuu.
1TH.5.16	Mbelmbeltee wakkaci fuu. 
1TH.5.17	To' on ngoor waɗgo do'aare. 
1TH.5.18	Ngettee Allah nder ko tawi on fuu, gam kanjum woni ko Allah yiɗi nder kawtal mooɗon e Yeesu *Almasiifu. 
1TH.5.19	To' on kaɗ *Ruhu Ceniiɗo huwa nder mooɗon. 
1TH.5.20	To' on njavo annabaaku, 
1TH.5.21	ammaa ngodee koo ɗume fuu, njogooɗon ko vooɗi nder ma'ajum. 
1TH.5.22	Ngoɗɗee koo iri ndeye halleende. 
1TH.5.23	Allah kokkoowo en jam e hoore muuɗum, sena on, reena laaɓal ɓerɗe e yonki e ɓalli mooɗon fuu, gam laatooɗon ɓe ngalaa feloore faa nyannde bittoyki Jawmiraawo meeɗen Yeesu Almasiifu. 
1TH.5.24	Allah nodduɗo on o koolniiɗo, o waɗaney on ɗum. 
1TH.5.25	Banndiraaɓe, ndo'anee min minon boo. 
1TH.5.26	Kinnanee min banndiraaɓe fuu e yiɗde mawnde. 
1TH.5.27	Emi toroo on nder innde Jawmiraawo meeɗen, njannganon banndiraaɓe meeɗen fuu ngo'ol ɗereewol. 
1TH.5.28	Barkaa Jawmiraawo meeɗen Yeesu Almasiifu wondu e mooɗon.
2TH.1.1	Ngo'ol ɗereewol ivii to am miin Bulus, e Siilas e Timote. Emin kinna *ikiliisiya ngonka si'ire Tesaloonika ka Allah *Baabiraawo meeɗen e Jawmiraawo meeɗen Yeesu *Almasiifu. 
2TH.1.2	Allah Baabiraawo meeɗen e Jawmiraawo meeɗen Yeesu Almasiifu kokka on barkaa e jam.
2TH.1.3	Banndiraaɓe, e haani min njetta Allah wakkaci fuu gam mooɗon. Eɗum haandi gam goonɗinki mooɗon e yaha yeeso-yeeso, yiɗde nde ngiɗngiɗtirɗon boo e ɓesdoo dum. 
2TH.1.4	Kanjum waɗi emin mantoroo on nder *ikiliisiyaaji fuu. Emin ngeccoo ɓe no njogoriiɗon goonɗinki mooɗon e no munyranɗon torraaji e caɗeele keɓɗe on fuu.
2TH.1.5	Gada e torraaji ɗi torrotooɗon gam *laamu Allah, o laatiney on fotɓe nattugo laamu ma'ako. Torraaji ɗiin e kolla ceri'a ma'ako no goonga. 
2TH.1.6	Gam Allah o goongaajo, o biyorto torruɓe on ɓeen e torraa. 
2TH.1.7	Ammaa onon torriiɓe jo'oni, o fooftidiney on e amin. Ɗum laatoto nder wakkaciire nde Jawmiraawo meeɗen Yeesu vanngata gada dow, kanko e malaa'ika'en ma'ako ɓe baawɗe. 
2TH.1.8	O vanngey nder ɗemɗe yiite, gam o halka ɓe anndaa Allah, saliiɓe Habaru ma'ako Belɗum. 
2TH.1.9	Ɓe kalkete halkere nde faa abadaa, to woɗɗi e Jawmiraawo e darajja baawɗe muuɗum. 
2TH.1.10	Ɗum fuu ɗum laatoto nder nyalaande nde Jawmiraawo vittoyta. O vittoyey gam o teddinee nder seniiɓe ma'ako, goonɗinɓe mo fuu kaayɗina mo. Onon boo on ngondey e maɓɓe, gam on njaɓii caaydaaku amin.
2TH.1.11	Gam ma'ajum emin toroo Allah wakkaci fuu gam mooɗon, faa o waɗa laatooɗon fotɓe heɓgo yonki ɗum o noddiri on. Emin toroo mo o vallira on baawɗe ma'ako, faa njottinon kuuɗe booɗɗe ɗe ngiɗɗon huugo fuu ivoyɗe e goonɗinki. 
2TH.1.12	Kama noon innde Jawmiraawo meeɗen Yeesu teddinirtee nder mooɗon. Onon boo teddineeɗon gam ma'ako, gada e barkaa ma'ako, kanko Allah meeɗen e Jawmiraawo meeɗen Yeesu *Almasiifu.
2TH.2.1	Banndiraaɓe, emin ngiɗi yeccaago on habaru bittoyki Jawmiraawo meeɗen Yeesu *Almasiifu, e no kawritiroyten e ma'ako. Emin toroo on : 
2TH.2.2	to' hakkiilooji mooɗon njaaw jiɓaago, to' on kul boo to woɓɓe mbi'ii on nyalaande bittoyki Jawmiraawo warii. Koo to annabiijo vi'i ka, koo to on nanii ɗum e wa'ajotooɓe, koo boo to on mbi'aama minon mbinndi ɗum, to' on njaɓ. 
2TH.2.3	To' on njaɓ goɗɗo ƴoynira on e koo noye. Gam nyanndeere ndeen warataa sey to ɗum turtanii Allah turtol manngol, Neɗɗo *Kalluɗo ɓii halkere boo vanngi. 
2TH.2.4	Kalluɗo oon no yeddey ko vi'etee allah e ko sujjidantee fuu, o ɓurney hoore ma'ako dow koo ɗume, faa o jooɗoo nder *Wuro Allah Seniingo, o vi'a kanko woni Allah. 
2TH.2.5	Kiimtee, nde ngondunoomi e mooɗon, mi vi'iino on ɗum, ɗum fuu.
2TH.2.6	On anndi ko faddii Neɗɗo Kalluɗo oon jo'oni, ammaa to wakkaci ma'ako yottake, o vanngey. 
2TH.2.7	Gam baawɗe turtango Allah e ɗoon kuwa e suuɗeefi nder duuniyaaru ila jo'oni, ammaa paddiiɗo ɗe oon e ɗoon tawo. Sey to o sottinaama, 
2TH.2.8	ndeen neɗɗo Kalluɗo oon vannga. Ammaa Jawmiraawo meeɗen Yeesu no wardey mo poofɗe honnduko muuɗum, halkira mo teddungal garol muuɗum. 
2TH.2.9	Neɗɗo Kalluɗo oon no wardey e baawɗe *Ceyɗaan. O huwey kuuɗe mawɗe kaayniiɗe e alaamaaji majjinooji 
