MAT.1.1	Иисус Христостыҥ ада-ӧбӧкӧлӧри. Ол Давид ле Авраамныҥ калдыгы.
PHP.3.18	Кӧп улус Христостыҥ керӱ агажыныҥ ӧштӱлери чилеп јӱрет ине. Олор керегинде слерге улайын айткам, эмди керек дезе кӧстӧрим де јашталып айдып турум. 
PHP.3.19	Олордыҥ учы – јайраду, олордыҥ кудайы – ич-карын, олордыҥ мактанып турганы олорго уйат болор; олор јердийин сананып јадылар. 
PHP.3.20	Бистиҥ орооныс – теҥериде. Оноортынаҥ Аргадаачыны – Иисус Христос Кайраканды сакып јадыбыс. 
PHP.3.21	Ол бистиҥ неге де турбас эди-каныбысты кубултып, Бойыныҥ мактулу эди-канына кеберлеш эдер. Ол мыны Бойына ончозын бактырып турган кӱчле эдер.
PHP.4.1	Анайдарда, кару ла кӱӱним салган карындаштарым, сӱӱнчим ле кайралым, Кайраканнаҥ бек тудуныгар, кару улузым.
PHP.4.2	Еводияны јайнап турум, Синтихияны јайнап турум: Кайраканга болуп јӱрген улус чылап, ол ло керегинде сананыгар. 
PHP.4.3	Эйе, сени де, мениле кожо чындык иштеп јӱрген нӧкӧримди, сурап турум: бу ӱй улуска болуш. Олор экӱ мениле, Климентле кожо, ады-јолдоры јӱрӱмниҥ бичигинде бичилген ӧскӧ дӧ ишчилерле кожо Сӱӱнчилӱ Јарды јарлап, кӧп иштеп јӱрген эдилер.
PHP.4.4	Кайраканныҥ Бойында јаантайын сӱӱнигер, база айдадым: сӱӱнигер! 
PHP.4.5	Кӱӱнзек болгоныгарды ончо улус кӧрзин. Кайракан јуук. 
PHP.4.6	Не де керегинде санааркабагар, је јаантайын мӱргип ле сурап, алкыш айдып, Кудайдыҥ алдында керексигенеерди ачыгар. 
PHP.4.7	Ол тушта Кудайдыҥ не ле сагыштаҥ бийик амыры јӱректеригерди ле сагыжыгарды Христос Иисустыҥ Бойында чеберлеер.
PHP.4.8	Адакыда, карындаштар, нези чын, нези ак-чек, нези чындык, нези ару, нези улуска јарап турган, нези баалу, нези мактаарга ла тоорго јарамыкту – ол керегинде сананыгар. 
PHP.4.9	Менеҥ неге ӱренгенигер, нени алганыгар, нени укканыгар ла нени кӧргӧнигер, оны эдигер. Ол тушта амырдыҥ Кудайы слерле кожо болор.
PHP.4.10	Меге ойто килемји эдип баштаганыгарга Кайраканла кожо сӱрекей сӱӱндим. Слер башкыда да килемји эткенигер, је слерде арга јок болгон. 
PHP.4.11	Керексинип јӱргеним учун мыны айдып турган эмезим. Мен бойымда барыла болорзынарга ӱренип алгам, 
PHP.4.12	немеге јединбей де, јеткилдӱ де јӱрерге билерим. Мен ончозы ажыра ӧткӧм дӧ, ончозына белен де: тойорго ло торолоорго, јеткилдӱ де, јединбей де јӱрерге. 
PHP.4.13	Меге кӱч берип турган Иисус Христостыҥ болужыла ончозын эдер аргам бар.
PHP.4.14	Андый да болзо, мениҥ кыйынымды ӱлежип, јакшы эттигер. 
PHP.4.15	Слер билеригер, Филиппыдагы карындаштар: Македониядаҥ чыгала, Сӱӱнчилӱ Јарды јарлыктап баштаарымда, јаҥыс слердеҥ башка, бир де серкпе мениле кирелтени ле чыгымды ӱлешпеген. 
PHP.4.16	Немедеҥ тутакту болорымда, Фессалоника да јаар бир, эки катап болуш ийгенигер. 
PHP.4.17	Мен болуш бедиреген учун мыны айдып турган эмезим, је слердиҥ бойыгарда Кудайдыҥ јайалтазы кӧптӧзин деп кӱӱнзейдим. 
PHP.4.18	Мен ончозын алгам, керек дезе артыктай. Слер Епафродитле меге керектӱзинеҥ кӧпти ийдигер, эмди менде ончозы бар. Слердиҥ сыйыгар – ол јараш јытту берӱ, Кудайга јараар тайылга. 
PHP.4.19	Мениҥ Кудайым немедеҥ тутакту болгоныгарды Христос Иисус ажыра берер. Ол мыны Бойыныҥ мактулу байлыгынаҥ берер. 
PHP.4.20	Кудайыска ла Адабыска ӱргӱлји чактарга баш болзын! Аминь.
PHP.4.21	Мен ле мениле кожо јӱрген карындаштар Христос Иисустыйы болгон ончо агаруларга эзен айдып турубыс. 
PHP.4.22	Анайда ок мындагы ончо агарулар, анчада ла каганныҥ улузы слерге эзен айдып турулар.
PHP.4.23	Иисус Христос Кайраканыстыҥ јакшылыгы ончогорло кожо болгой. Аминь.
COL.1.1	Кудайдыҥ табыла Христос Иисустыҥ апостолы Павелдеҥ ле Тимофей карындаштаҥ – 
COL.1.2	Колоссыдагы агаруларга, Христостыҥ Бойындагы чындык карындаштарга.
COL.1.3	Слерге Кудай Адабыстаҥ ла Иисус Христос Кайраканнаҥ јакшылык ла амыр јетсин.
COL.1.3	Слер учун мӱргип, Кудайга, Иисус Христос Кайраканыстыҥ Адазына, јаантайын алкыш-быйан айдадыс, 
COL.1.4	нениҥ учун дезе Христос Иисуска бӱткенигер ле ончо агаруларга сӱӱжигер керегинде укканыбыс. 
COL.1.5	Слер бӱдӱп ле сӱӱп јадыгар, нениҥ учун дезе слерге теҥериде не чеберлелген, ого иженедигер. Онызын слер башкыда Сӱӱнчилӱ Јардыҥ чындык сӧзинде укканыгар. 
COL.1.6	Бу сӧс слердиҥ бойыгарда јӱрӱп, бастыра јер-телекейде чилеп, бойыныҥ ӱренин тууйт. Слер Кудайдыҥ јакшылыгын угуп, оны чындаптаҥ билип алган кӱннеҥ ала бу сӧс слердиҥ де бойыгарда ӧзӱп јат. 
COL.1.7	Кудайдыҥ јакшылыгы керегинде Епафрастаҥ укканыгар. Ол бистиҥ карузыган, кожо иштеген кижибис, слерге болуп Христостыҥ чындык јалчызы эди. 
COL.1.8	Ол слерге Тыннаҥ берилген сӱӱш керегинде биске јетирген кижи.
COL.1.9	Оныҥ учун бис те, слер керегинде уккан кӱннеҥ ала, слер учун токтобой мӱргип, сурап јадыбыс: слерге Кудай Бойыныҥ табын толо билерге берзин, слерди тынныҥ ойгорлыгыла, оҥдожыла толтырзын; 
COL.1.10	ончозында Кудайга јараарыла эдип, Ого јарамык јӱргейигер, не ле быйанду керекте тӱжӱмдӱ болгойыгар, Кудайды билип аларында ӧзӱп тургайыгар. 
