MAT.1.1	Gava si o lil katar e vicha e Jesukristoki, vou saia katar e vicha e Davideki ta i e Abraameki. 
2CO.12.2	Pinllarau iekke llene kai llal pala o Kristo ta cherel desustar burs kai inllarde le kai o trito miloso. Ni llanau dal inllarde le ande esnaga o ando duo; gua o Del llanel. 
2CO.12.3	Ta llanau kai gua manus (ande esnaga o ando duo; samo o Del llanel le) 
2CO.12.4	avilo inllardo ando paraiso, ta kote asunda alava gia gurudine kai ni muken nisave manuse te ppenel len. 
2CO.12.5	Me ande iek lleno gia sai faliu man, a na me mandar, soke me samo sai dau orba katar mo kovlipe. 
2CO.12.6	A me te mangava te faliu man, gua ni avela ni iek dilipe soke ppenava o chachipe; a me ni cheraule te na mislilpe niko mandar mai but neko so sem o so ppenau, 
2CO.12.7	cheres e ezgode Devlikane kai sikada mange o Del. Ta te na pperdivau baripe, avila mange iek patnia sargo iek karrno ande mi esnaga, iek karrno bichaldo katar o Satanas te dukkavel man. 
2CO.12.8	Ta trin droma molisailem e Gazdake te lel mandar gaia patnia; 
2CO.12.9	a o Gazda ppenda mange: “Tut trubul samo mo volipe; soke mi zor sikadol ando kovlipe.” Goleke mange si mai sukar te faliu man ande mo kovlipe, gia te avel pe mande e zor e Kristoki. 
2CO.12.10	Goleke veseliu man kai sem kovlo, kai kusen man, kai inai man so trubul man, kai mangen te maren man, ta i katar e bari patnia kai nakkau pala o Kristo, soke kana mai kovlo sem, ondaka si kana mai zuralo sem.
2CO.12.11	Akana cherdem me man sargo iek dilo ta tumen cherden te cheraule. Soke tumen saia te den orbe lache mandar, soke pe ni iek ezgoda sem mai tele neko gola bare apostolura. ¡Ta gua kai man ni mol man niso! 
2CO.12.12	E bari patnia kai terpisardem esmiro, e bare ezgode Devlikane kai tumen dikklen, gola si e ezgode kai sikaven kai me sem iek chachuno apostol. 
2CO.12.13	Prostin man te dukkaden tumen, samo pe iek ezgoda tumen sena mai tele neko ogola kkanllira: ¡soke ni pomozisarden man!
2CO.12.14	Me lachardem sa te llau te dikkau tumen o trito drom, ta ni akana ni ka mangau tumendar te pomozin man. Me ni rodau so si tumen, so me rodau si isto tumen; soke e dada si kai morabi te roden love pe chaurrenge, a na e chaurre pe dadenge. 
2CO.12.15	Me ka dau sa so si man, ta isto me man pala tumaro lachipe. Me voliu tumen but ¿A soke tumen volin man gia cherricha?
2CO.12.16	Tumen llanen kai me ni sema iek pparipe tumenge. A si nesave llene kai ppenen kai me bizaimaia cherdem tumen te peren ande iek kojaipe. 
2CO.12.17	A so, ¿kojadem tumen e llenenchar kai bichaldem tumenge? 
2CO.12.18	E Titotar manglem te llal te dikkel tumen, ta lea bichaldem ogole pplale.
2CO.12.19	A sai avelpe kai tumen mislin kai amen manga tumendar te prostin amen, a gava inai gia. Amen da orba angla o Del ta sam llene e Kristoke, ta sa gala ezgode si te sai barion ando pachape. 
2CO.12.20	Mi dar si kai kana ka llau te dikkau tumen ni ka aven sar me voliva te aven, ta ni tumen te na dikken man sar tumen volina te dikken man. Darau te na malavau maskar tumende brasnia, armaia, joli, bune, baripe, ta bilachipe. 
2CO.12.21	Ta i darau kai kana ka llau tumende, o Del sai cherel te avel mange lallao tumendar, soke cherel but vreme kai tumen cheren o bilachipe, ta sai cherel man te rovau pala but llene tumendar kai ni muklem o bilachipe, ta ni o kurvaluko ta e ezgode bilache kai cheren.
2CO.13.1	Galea si trin droma kai ka llau te dikkau tumen. Suako alau morabi te ppendol angla dui o trin llene. 
2CO.13.2	O duito drom kai sema tumende, ppendem tumenge, ta akana kai sem dur tumendar ppenaule pale, kai ka avau zuralo gole llenenchar kai cherde o bilachipe ta sa golenchar kai mai angle cherenale, 
2CO.13.3	ta cheraule soke tumen mangen te sikavau tumenge kai me alava si e Kristoke ta o Kristo inai kovlo tumenchar soke vou sikavel pi zor maskar tumende. 
2CO.13.4	O Kristo saia kovlo kana krustosarde le, a akana zivil cheres e zor e Devleki. A isto gia e Kristoia amen sam kovle, a lea ka zivi pala e zor e Devleki te sai pomozi tumen.
2CO.13.5	Mislin tumen sar zivin, te dikken dal pachan chachimaia ando Kristo; zumaven tumen isto tumen. A so, ¿Ni acharen kai o Kristo si ande tumende? ¡A sai avelpe kai ande gua zumadipe ka dikklen kai o Kristo inai ande tumende! 
2CO.13.6	Me pachau kai tumen ka acharen kai amen nakklam sukar gua zumadipe. 
2CO.13.7	Amen moli amen e Devleke tumen te na cheren niso bilacho; ta galea inai kai amen manga te sikava kai nakklam sukar gava zumadipe, so amen manga gale ezgodaia si, tumen te cheren o lachipe i te dikkola kai amen ni nakklam sukar gava zumadipe. 
2CO.13.8	Amen morabi te chera samo gola ezgode kai bariaven o chachipe, a na e ezgode kai peraven o chachipe. 
2CO.13.9	Goleke, veseli amen kai sam kovle te sai tumen aven e zurale; ta ka moli amen te aven mai orta. 
2CO.13.10	Pisiu tumenge gava lil mai anglal te llau te dikkau tumen, gia kana ka llau te na avau zuralo tumenchar. E zor kai dia man o Gazda, inai te zatriu tumen; gaia zor kai dia man si te sai vazdiniaol tumaro pachape.
2CO.13.11	Goleke pplalalen, mangau te zivin veselimaia ta te roden te aven chache ande tumaro zivoto. Den tumen zor iek avere ta zivin ande pas, ta o Del kai volil amen ta del amen e pas, ka avel tumenchar. 
2CO.13.12	Den tumen iek chumidipe santo, gava ka avel tumaro salami. Sa e pplal ando pachape bichalen tumenge salami.
2CO.13.13	O Gazda o Jesukristo te blagosil tumen, o Del te sikavel tumenge po volipe, ta o Santo Duo te avel tumenchar. Gia te avelpe.
GAL.1.1	Me o Pablo ni sem bichaldo e manusendar ta ni sem ttodo lendar te cherau gaia buchi, isto o Jesukristo bichalda man, ta o Del o Dad kai cherda e Jesuse te ustel katar o meripe, 
GAL.1.2	me ta sa e pplal katar e kkanlliri kai si manchar bichala salami sa e llenenge katar e kkanllira kai si ande Galasia. 
GAL.1.3	O Del amaro Dad ta o Gazda o Jesukristo, te del tumen katar po volipe ta katar pi pas. 
GAL.1.4	O Jesukristo diape kurbano cheres amaro bilachipe, te braduil amen katar o bilachipe kai si akana ande gava sueto bilacho, soke gia mangla amaro Del ta Dad. 
GAL.1.5	¡Blagosime te avel o Del ostade! Gia te avelpe.
GAL.1.6	Me chudisailem but tumendar soke durilen gia oma katar o Del kai ikkarda tumen ta sikada po volipe e Kristoia, a tumen akana pachaien ande aver viasta. 
GAL.1.7	O chachipe si kai inai aver lachi viasta. So llalpe kote si kai aver llene ttoven aver mislura maskar tumende ta mangen te pparruven e lachi viasta e Jesukristoki. 
GAL.1.8	A vareko te inllarela maskar tumende aver viasta kai inai sargo gaia kai amen ppendam tumenge, proketo te avel e Devletar, i te avava isto me o iek suecho katar o miloso. 
GAL.1.9	Pale ka ppenaule tumenge: Vareko te ppenela tumenge aver viasta kai inai sargo goia kai lien, proketo te avel e Devletar.
GAL.1.10	Me ni rodau te avau drago e llenenge, me rodau te avau drago e Devleke. Ni rodau te achau lacho e manusenchar. ¡Te rodiema te achau lacho e manusenchar, ni avilema iek esluga e Kristoko!
GAL.1.11	Pplalalen, mangau te llanen iek ezgoda: E lachi viasta kai me ppenau tumenge ni cherdala nisavo manus. 
GAL.1.12	Ni liemla ta ni sikilemla katar ni iek manus, isto o Jesukristo sikadala mange.
GAL.1.13	Tumen asunden so cherava omanglal kana pachava sargo e judiura ta sar llava silnomaia te marau e llenen kai sea katar e kkanlliri e Devleke ta sar mangava te zatriu la.
GAL.1.14	Cherava sa so cherena e judiura ta i mai but neko e llene kai sea ande me burs, soke kandava sa e zakonura amare puranenge.
GAL.1.15	A o Del volisarda man pe gachin kai esvirisarda man kana me ni sema ni biando ta ikkarda man soke o Del si but lacho, 
GAL.1.16	ta sikada mange ko saia leko Chavo te inllarau leki viasta maskar e llene kai inai judiura.
GAL.1.17	Ta ni llelem ando Jerusalem kai e llene kai sea apostolura mai anglal neko me. Me sigardem te avau ande Arabia ta mapalal irisailem ando Damasko.
GAL.1.18	Nakkle trin burs ta mapalal llelem ando Jerusalem
GAL.1.19	A ni dikklem ni iekke katar ogola apostolura samo e Santiago
GAL.1.20	Angla o Del ppenau kai so pisiu tumenge si o chachipe.
GAL.1.21	Mapalal llelem karing e ppuv katar e Siria ta e Silisia. 
GAL.1.22	A e llene kai sea katar e kkanlliri e Kristoki ande Judea ni dikklea man nikada. 
GAL.1.23	Von samo asundea kai omanglal rodava te mundarau len, a akana isto me ppenau goia lachi viasta kai omanglal mangava te zatriu. 
GAL.1.24	Ta blagosina e Devle pala so cherda o Del manchar.
GAL.2.1	Nakkle desustar burs ta llelem pale ando Jerusalem e Bernabea, ta inllardem manchar e Tito. 
GAL.2.2	Llelem soke o Del sikada mange kai saia te llau. Ta kote sikadem e llenen e lachi viasta kai ppenau e judionenge, ta sikadem e viasta i po chorial nesave llenenge kai gazdarina maskar lende te sai achardol kai so cherava o so cherdem, ni saia iek rado jasardo. 
GAL.2.3	A ni o Tito, kai saia manchar ta kai saia griego, ni ttode le te cherel prema o zakono katar e sirkunsision. 
GAL.2.4	Ta nesave llene kai cherenape pplal, ttodepe po chorial maskar amende te dikken o mukliardipe kai saia amen ando Kristo Jesus, ta te cheren amen pale esluge katar o zakono. 
GAL.2.5	A nikada ni muklam te cheren pe piro, soke mangaia te achel tumenchar o chachipe katar e lachi viasta.
GAL.2.6	A e llene kai gazdarina mai but maskar lende ni ppende mange nisavi orba nevi (a mange ni chitilpe so sea von omanglal). 
GAL.2.7	A von acharde kai o Del dia man o rado te ppenau e lachi viasta e llenenge kai inai judiura, isto sar dia e Pedro o rado te ppenel e lachi viasta e judionenge. 
GAL.2.8	Soke isto o Del kai bichalda e Pedro te avel apostol maskar e judiura, bichalda i man te avau apostol maskar e llene kai inai judiura. 
GAL.2.9	O Santiago o Pedro ta o Juan kai sea e mai bare ande kkanlliri, acharde kai o Del dia man gava rado gia sukar, ta die po va mande ta i kai o Bernabe te llangliolpe kai mangena te radi lenchar, ta avila lenge drago te radi amen maskar e llene kai inai judiura a von te radin maskar e judiura. 
GAL.2.10	Samo mangle amendar te pomozi e chorren, a me ollikana ttovau sama gole ezgodake.
GAL.2.11	A kana o Pedro llelo ande Antiokia diem pe lete, soke so cherela saia but bilacho. 
GAL.2.12	Soke mai anglal jala e llenenchar kai inai sea judiura a kana avile nesave llene kai bichalda len o Santiago, ondaka fuladilo lendar ta ni jala ios lenchar, soke darala katar e llene kai pachan but zurale ande sirkunsision. 
GAL.2.13	Ta i ogola llene judiura kai pachana ando Jesus cherde pe leko ande leko kojaipe, pe gachin kai i o Bernabe cherda pe lengo. 
GAL.2.14	Goleke kana dikklem kai ni cherena prema o chachipe katar e lachi viasta, ppendem e Pedroke angla sa e llene: “Tu, kai san judio, ta zivi sargo kana inai san judio; ¿soke chere e llenen kai inai judiura te zivin pe zor sargo kana sea judiura?”
GAL.2.15	Amen biandilam judiura, ta inai sam bilache sargo gola kai inai judiura. 
GAL.2.16	A llana kai niko inai llindo chacho soke cherel so ppenel o zakono, o manus si llindo chacho soke pachal ando Jesukristo. Goleke i amen pachaiam ando Jesukristo ta gia o Del llinel amen chache cheres gua pachape a na soke chera so ppenel o zakono. Soke niko ni ka avel llindo chacho soke cherel so ppenel o zakono.
GAL.2.17	Goleke i amen sam bilache soke roda te ava llinde chache cheres o Jesukristo sargo e llene kai inai judiura ¿a te si gia o Kristo cherel amen bilache? ¡Iok! 
GAL.2.18	Te ppagau vareso ta mapalal te vazdaule pale, isto me sem o dosalo. 
GAL.2.19	Soke cheres o zakono sem mulo e zakonoke te sai ziviu e Devleke a i me sem krustome e Kristoia. 
GAL.2.20	Ta akana ni ziviu me, o Kristo zivil ande mande. Ta o zivoto kai akana ziviu ande esnaga ziviule cheres o pachape kai si man ande Devleko Chavo kai volisarda man ta dia po zivoto pala ma. 
GAL.2.21	Ni kamam te mukau pe iek rig o volipe e Devleko soke te avilema llindo cheres o zakono, samo gia muloia o Jesukristo.
GAL.3.1	¡Galatas, sar sai aven gia dile! ¿Ko cherda tumenge chirimata te na kanden o chachipe? Kana diam tumenge orba ppendam tumenge sar mulo o Jesukristo po krusto. 
GAL.3.2	Ka puchau tumen samo iek ezgoda: ¿Tumen lien o Duo e Devleko soke cherden so ppenel o zakono o soke lien e lachi viasta katar o pachape? 
GAL.3.3	¿Gia dile sen kai mai anglal tumaro nevo zivoto saia ande zor e Duoki ta akana mangen te zivin isto tumare zoriaia? 
GAL.3.4	¿Ni mol len niso sa e ezgode kai nakklen? ¡nasti avelpe kai gala ezgode nakkle samo gia! 
GAL.3.5	Kana o Del del tumen po Duo ta cherel ezgode Devlikane maskar tumende ¿soke cherel le? Ni cherel le soke tumen cheren so ppenel o zakono, o Del cherel le soke lien e lachi viasta katar o pachape.
GAL.3.6	I o Abraam pachaia ando Del, ta goleke o Del llinda le chacho.
GAL.3.7	Goleke tumen si te llanen kai e chachuni vicha e Abraameki si e llene kai si len pachape. 
GAL.3.8	Goleke ando Pisipe ppenela kai mai angle o Del ka llinel chache i llenen kai pachan ta kai inai judiura, goleke ppenda e Abraameke gaia lachi viasta: “Sa e ppuvia ka aven blagosime cheres tu.”
GAL.3.9	Goleke, e llene kai pachan si blagosime e Abraamea ande iek ttan soke i o Abraam pachaia.
GAL.3.10	E llene kai lengi vera si ando zakono si proketime, soke ando Pisipe ppenel: “Proketo te avel o lleno kai ni cherel chachimaia sa so si pisime ando lil e zakonoko.”
GAL.3.11	Goleke niko inai llindo chacho soke cherel so ppenel o zakono, soke ando Pisipe ppenel: “O manus chacho ka zivil cheres o pachape.”
GAL.3.12	A o zakono inai prema o pachape soke o zakono ppenel gia: “O manus kai cherel so ppenel o zakono ka zivil cheres o zakono”
GAL.3.13	O Kristo braduisarda amen
GAL.3.14	Gua avilape gia te sai resel cheres o Kristo Jesus i kai e llene kai inai judiura o blagosipe kai o Del ppendaia e Abraameke kai ka del le; ta cheres o pachape te la saurre o Duo kai o Del ppenda kai ka del. 
GAL.3.15	Pplalalen, ka dau tumenchar orba sar den orba e manusa: Kana iek lleno del po alau ta pisil po anau pe iek lil, niko nasti muril le ta niko nasti ttovel ios alava pe gua lil. 
GAL.3.16	O Del dia po alau but droma e Abraameke ta sa leke vichake.
GAL.3.17	Goleke o zakono e Moiseseko kai avilo star stotine ta tranda burs mai angle nasti ppagel o alau kai dia o Del e Abraame. 
GAL.3.18	A so ppenda kai ka del amen o Del kana dia po alau, te avilaia istardo po zakono ni aviloia iek alau dino. O chachipe si kai so ppenda o Del kai ka del e Abraame kana dia le po alau ka del le leke llabe. 
GAL.3.19	A te si gia, ¿soke si o zakono? Avilo ttodino mapalal te llangliolpe kai e manusa si bilache lligo ni ka avel goia “vicha” kai o Del diala po alau. O zakono avilo dino e suechonenchar ta o Moises diala amende. 
GAL.3.20	A kana si samo iek ni trubul niko po maskaral, ta o Del si iek.
GAL.3.21	A te si gia, ¿O zakono ta e sovel kai o Del jala kana dia po alau ni marenpe maskar pete? ¡Iok! Soke te sai diaia zivoto o zakono, avilama llinde chache cheres o zakono. 
GAL.3.22	A prema so ppenel ando Pisipe, sa e manusa si ppangle ando bilachipe, ta gia gola llene kai pachan ando Jesukristo sai ka len so o Del ppenda kai ka del.
GAL.3.23	Mai anglal te avel o pachape, sama ppangle e zakonotar ta aduricharaia te pinllara o pachape. 
GAL.3.24	O zakono inllarda amen kai o Kristo, ta cheres o pachape te ava llinde chache. 
GAL.3.25	A akana kai avilo o pachape ni trubul amen o zakono te inllarel amen kai o Kristo. 
GAL.3.26	Soke cheres o pachape ando Kristo Jesus sa tumen sen e Devleke chave, 
GAL.3.27	soke kana lien e Kristo ando kristope, achilen furiade e Kristoia.
GAL.3.28	Ni chitilpe te san judio o griego, ppanglo o mukliardo, murus o diskinia; soke e Kristoia, sa tumen sen sargo iek.
GAL.3.29	A te sen e Kristoke, sen katar e Abraameki vicha, ta tumenge ka avel dino so o Del ppenda kai ka del e Abraame.
GAL.4.1	So mangau te ppenau si, kai kana iek lleno kai si te achel leke sa so si leke dadeko ta si ternorro, gua lleno si sargo iek esluga makar avela o gazda katar sa. 
GAL.4.2	Si llene kai arakken le ta arakken leke ezgode, lligo ni ka ppenel leko dad kai avilo o vreme kai vou sai gazdaril. 
GAL.4.3	Isto gia si amenchar: kana sama ternorre sama esluge katar e zakonura gale suetoke. 
GAL.4.4	A kana avilo o vreme, o Del bichalda pe Chave kai biandilo katar iek diskinia ando zakono e Moiseseko, 
GAL.4.5	te braduil amen katar o zakono ta te del amen e dragostia te ava chave e Devleke. 
GAL.4.6	Ta soke akana sam leke chave, o Del bichalda ande amare lie pe Chaveko Duo kai ikkarel e Devle gia: “¡Abba! ¡Dade!” 
GAL.4.7	Goleke akana ni san esluga, san e Devleko chavo. Ta soke san leko chavo leki volia si te le so ka mukel chuke.
GAL.4.8	Omanglal kana tumen ni pinllarena e Devle, sena esluge katar e dela kojamne. 
GAL.4.9	A akana kai tumen pinllarden e Devle, o sai ppena, akana kai o Del pinllarda tumen, ¿soke muken te gazdarin pale pe tumende gola dela kojamne ta soke mangen te aven pale lenge esluge? 
GAL.4.10	Tumen cheren eslave nesave llivesa chona ta bursa.
GAL.4.11	¡Si mange dar te na mol le niso o rado kai cherdem maskar tumende!
GAL.4.12	Pplalalen, mangau tumendar te aven sargo me, soke me cherdilem sargo tumen. Tumen ni cherden mange nisavo bilachipe. 
GAL.4.13	Tumen llanen kai e purvo drom kai diem tumenge orba katar e lachi viasta cherdemle soke sema nasualo. 
GAL.4.14	Ta gua nasualipe avila iek zumadipe tumenge, soke ni muklen man korkorre pala mo nasualipe, tumen avilen manchar pachivale ¡Sargo kana me sema isto o Kristo Jesus! 
GAL.4.15	¿Kai tali e veselia kai saia tumen? Gia lache sena manchar kai sai ikandena tumare akka te den len mange. 
GAL.4.16	A akana cherdilem tumaro dusmano samo soke ppenau tumenge o chachipe.
GAL.4.17	A gola kai mangen te pparruven e lachi viasta mangen te aven tumenchar, a lenge mislura si bilache. Von mangen te duriaven tumen amendar ta ondaka tumen te mangen te aven lenchar. 
GAL.4.18	Sukar si te mange te ave avere llenenchar, ta te cherele lache misloia sa o vreme a na samo kana sem maskar tumende. 
GAL.4.19	Chaurralen, pale dukkal man sargo kana dukkal iekke diskinia kana bianel, lligo ni ka aven sargo o Kristo.
GAL.4.20	¡Gia voliva te avau isto akana tumenchar te dau tumenge orba avere alavenchar, soke ni llanau so te misliu tumendar!
